Burannaya	id=g:570887
Bol’shoy Tolkay	id=g:572818
Bol’shoy Tolkay	id=g:572819
Gora Bol’shoy Tkhach	id=g:572820
Bol’sheternovoy	id=g:572821
Bol’shoy Terebets	id=g:572822
Bol’shoy Telës	id=g:572823
Bol’shoy Telemez	id=g:572824
Bol’shaya Tegin’	id=g:572825
Bol’shoy Tebuk	id=g:572826
Bol’shoy Tart	id=g:572827
Bol'shoy Talmaz	id=g:572828
Bol’shiye Tal’tsy	id=g:572829
Bol’shoy Takmak	id=g:572830
Bol'shoy Tag”yasher	id=g:572831
Khrebet Bol’shoy Taganay	id=g:572832
Bol’shoy Tabuyev	id=g:572833
Bol’shoy Syrets	id=g:572834
Bol’shoy Syk	id=g:572835
Bol’shoy Surush	id=g:572836
Bol'shoy Surmog	id=g:572837
Bol’shoy Surmet	id=g:572838
Bol’shoy Sundyr’	id=g:572839
Bol’shoy Sundyr’	id=g:572840
Bol’shoy Sulabash	id=g:572841
Bol’shoy Sukhoyash	id=g:572842
Bol’shoy Sukhodol	id=g:572843
Bol’shoy Studenets	id=g:572844
Kamen' Bol'shoy Strel'nyy	id=g:572845
Ostrov Bol’shoy Steregushchiy	id=g:572846
Bol’shoy Stavropol’skiy Kanal	id=g:572847
Bol’shoy Sozim	id=g:572848
Bol’shoy Sorokskiy Reyd	id=g:572849
Bol’shoy Soplesk	id=g:572850
Ostrov Bol’shoy Solokotskiy	id=g:572851
Ozero Bol’shoy Solas	id=g:572852
Bol’shoy Snezhetok	id=g:572853
Bol’shoy Smerdyach	id=g:572854
Bol’shoy Skororyb	id=g:572855
Bol’shoy Siuch	id=g:572856
Urochishche Bol’shoy Simonogont	id=g:572857
Bol'shoy Sim	id=g:572858
Bol’shesidorovskoye	id=g:572859
Bol’shoy Shustruy	id=g:572860
Bol’shoy Shurnyak	id=g:572861
Rudu-Shurguyal	id=g:572862
Bol’shoy Shuran	id=g:572863
Bol’shoy Shuduguzh	id=g:572864
Bol’shoy Shudumuchaksh	id=g:572865
Bol’shoy Shordik	id=g:572866
Bol’shoy Shokshem	id=g:572867
Urochishche Bol’shoy Sh’yam	id=g:572868
Bol’shoy Shishur	id=g:572869
Bol’shoy Shishim	id=g:572870
Bol’shoy Shishenyak	id=g:572871
Bol’shoy Shinar	id=g:572872
Bol'shoy Shchugor	id=g:572873
Ostrov Bol’shoy Shchit	id=g:572874
Bol’shoy Shatak	id=g:572875
Bol’shoy Shaplak	id=g:572876
Bol’shoy Shaik	id=g:572877
Bol’shoy Shaganur	id=g:572878
Bol’shoy Serdezh	id=g:572879
Bol’shoy Seleg	id=g:572880
Bol’shoy Satnur	id=g:572881
Bol'shoy Sars	id=g:572882
Bol’shoy Sardek	id=g:572883
Bol’shoy Sardan	id=g:572884
Bol’shoy Sanchur	id=g:572885
Bol’shoy Samovets	id=g:572886
Bol’shoy Samovets	id=g:572887
Bol’shoy Sambol	id=g:572888
Ostrov Bol’shoy Sakhanin	id=g:572889
Bol’shoy Sabsk	id=g:572890
Bol’shoy Sabaner	id=g:572891
Bol’shoy Ryn	id=g:572892
Bol’shoy Ruyal	id=g:572893
Ozero Bol’shoy Rutavech’	id=g:572894
Mys Bol’shoy Rumyanichnyy	id=g:572895
Bol’shoy Rudnik	id=g:572896
Bol’shoy Roy	id=g:572897
Bol’shoy Rog	id=g:572898
Bol’shoy Rodnik	id=g:572899
Rodniki	id=g:572900
Ostrov Bol’shoy Rob’yak	id=g:572901
Mys Bol’shoy Rid-Navolok	id=g:572902
Bol’shoy Kronshadtskiy Reyd	id=g:572903
Bol’shoy Reychvazh	id=g:572904
Ostrov Bol’shoy Revyazhiy	id=g:572905
Bol’shoy Revat	id=g:572906
Bol’shoy Raznokol	id=g:572907
Raskat	id=g:572908
Bol’shoy Raskat	id=g:572909
Bol’shoy Pyzmass	id=g:572910
Bol’shoy Puyal	id=g:572911
Ozero Bol’shoy Pund	id=g:572912
Bol’shoy Pulyb	id=g:572913
Bol’shoy Puchkas	id=g:572914
Bol’shoy Prud	id=g:572915
Bol’shoy Prolom	id=g:572916
Bol’shoy Pristan’	id=g:572917
Bol’shoy Priklon	id=g:572918
Bol'shoy Pozheg	id=g:572919
Bol’shoy Porek	id=g:572920
Bol’shoy Polyug	id=g:572921
Bol’shoy Polom	id=g:572922
Bol’shoy Polom	id=g:572923
Ostrov Bol’shoy Pogranichnyy	id=g:572924
Bol’shoy Pochinok	id=g:572925
Bol’shoy Pochinok	id=g:572926
Pochinok	id=g:572927
Bol’shoy Pochinok	id=g:572928
Pis’mener	id=g:572929
Bol’shoy Pikhtiner	id=g:572930
Bol’shoy Pevk	id=g:572931
Mys Bol’shoy Pertnavolok	id=g:572932
Bol’shoy Perelaz	id=g:572933
Perelaz	id=g:572934
Ostrov Bol’shoy Pelikovskiy	id=g:572935
Bol’shoy Patok	id=g:572936
Pashib	id=g:572937
Bol’shoy Paryug	id=g:572938
Bol’shoy Paozer	id=g:572939
Bol'shoy Pal'nik	id=g:572940
Palagay	id=g:572941
Vodopad Bol’shoy Padun	id=g:572942
Porog Bol’shoy Padun	id=g:572943
Bol'shoy Oy Vozh	id=g:572944
Bol’shoy Ovinets	id=g:572945
Bol’shoy Ostrovok	id=g:572946
Bol’shoy Ostrov	id=g:572947
Bol’shoy Ostrov	id=g:572948
Bol’shoy Ostrov	id=g:572949
Bol’shoy Oshnyak	id=g:572950
Gora Bol’shoy Orël	id=g:572951
Bol’shoy Olyp	id=g:572952
Ol’khovets	id=g:572953
Mys Bol’shoy Oleniy Rog	id=g:572954
Ostrov Bol’shoy Oleniy	id=g:572955
Ostrov Bol’shoy Oleniy	id=g:572956
Ostrov Bol’shoy Oleniy	id=g:572957
Bol’shoy Odoshnur	id=g:572958
Bol’shoy Nyuryug	id=g:572959
Bol’shoy Nugush	id=g:572960
Bol’shoy Nodimets	id=g:572961
Bol’shoy Niz	id=g:572962
Bol’shoy Nitsan	id=g:572963
Nikolayevka	id=g:572964
Bol’shoy Nesvetay	id=g:572965
Bol’shoy Navysh	id=g:572966
Bol’shoy Nadtey	id=g:572967
Bol'shoy Myy	id=g:572968
Bol’shoy Mutor	id=g:572969
Bol’shoy Morets	id=g:572970
Boloto Bol’shoy Mokh	id=g:572971
Boloto Bol’shoy Mokh	id=g:572972
Boloto Bol’shoy Mokh	id=g:572973
Boloto Bol’shoy Mokh	id=g:572974
Boloto Bol’shoy Mokh	id=g:572975
Boloto Bol’shoy Mokh	id=g:572976
Bol’shoy Mogoy	id=g:572977
Gora Bol’shoy Moches-Vayvish’	id=g:572978
Mochegay	id=g:572979
Bol’shoy Mishkin	id=g:572980
Bol’shoy Miklyanur	id=g:572981
Bol’shoy Michkas	id=g:572982
Bol’shoy Menger	id=g:572983
Bol’shoy Melik	id=g:572984
Ostrov Bol’shoy Medvedok	id=g:572985
Bol’shoy Mechek	id=g:572986
Bol’shoy Mashlyak	id=g:572987
Bol’shoy Martyn	id=g:572988
Bol’shoy Marsyn	id=g:572989
Bol’shoy Malinovets	id=g:572990
Bol’shoy Makatelem	id=g:572991
Bol’shoy Lychak	id=g:572992
Bol’shoy Lyazhdur	id=g:572993
Bol’shoy Lutsk	id=g:572994
Bol’shoy Lug	id=g:572995
Luganka	id=g:572996
Bol’shoy Lug	id=g:572997
Bol’shoy Ludoshur	id=g:572998
Bol’shoy Lomovis	id=g:572999
Bol’shoy Lomovis	id=g:573000
Bol’shoy Lomovatyy Bor	id=g:573001
Bol’shoy Lombenur	id=g:573002
Ostrov Bol’shoy Loginov	id=g:573003
Bol'shoy Log	id=g:573004
Bol’shoy Log	id=g:573005
Bol’shoy Log	id=g:573006
Ozero Bol’shoy Lobush	id=g:573007
Bol’shoy Lip	id=g:573008
Bol’shoy Levoberezhnyy Kanal	id=g:573009
Bol’shoy Levashovo	id=g:573010
Bol’shoy Lem	id=g:573011
Bol'shoy Lekmash	id=g:573012
Bol’shoy Lebed’	id=g:573013
Bol’shoy Latovets	id=g:573014
Bol’shoy Kyl	id=g:573015
Bol’shoy Kyl	id=g:573016
Ostrov Bol’shoy Kuz’min	id=g:573017
Bol’shoy Kuyuk	id=g:573018
Bol’shoy Kuvay	id=g:573019
Bol’shoy Kustmar	id=g:573020
Bol’shoy Kust	id=g:573021
Bol’shoy Kushum	id=g:573022
Bol’shoy Kushum	id=g:573023
Mys Bol’shoy Kushnyy	id=g:573024
Bol’shoy Kurtnalysh	id=g:573025
Bol’shoy Kundysh	id=g:573026
Bol'shoy Kumysh	id=g:573027
Ozero Bol'shoy Kumikush	id=g:573028
Bol’shoy Kumak	id=g:573029
Bol’shoy Kul’bash	id=g:573030
Bol’shoy Kukuy	id=g:573031
Bol’shoy Kukmor	id=g:573032
Bol’shoy Kukhtur	id=g:573033
Bol’shoy Kugunur	id=g:573034
Bol’shoy Kugunur	id=g:573035
Bol’shoy Kuganavolok	id=g:573036
Bol’shoy Kuganak	id=g:573037
Bol'shoy Kub	id=g:573038
Bol’shoy Krutets	id=g:573039
Bol’shoy Krupets	id=g:573040
Bol’shoy Krasnyy Yar	id=g:573041
Bol’shoy Krasnyy Yar	id=g:573042
Bol’shoy Krasnoyar	id=g:573043
Bol’shoy Krasnogor	id=g:573044
Bol’shoy Koz’yal	id=g:573045
Koz’myash	id=g:573046
Bol’shoy Kozhlayal	id=g:573047
Bol’shoy Kon’	id=g:573048
Gryade Bol’shoy Komandir-Musyur	id=g:573049
Bol’shoy Kulyanur	id=g:573050
Bol’shoy Kolshley	id=g:573051
Bol’shoy Koloyar	id=g:573052
Bol’shoy Koloyar	id=g:573053
Ozero Bol’shoy Kolgiyavr	id=g:573054
Kolenets	id=g:573055
Bol'shoy Kolchim	id=g:573056
Bol'shoy Klyuch	id=g:573057
Bol’shoy Klyuch	id=g:573058
Bol’shoy Klinets	id=g:573059
Bol’shoy Klin	id=g:573060
Ostrov Bol’shoy Klimetskiy	id=g:573061
Bol’shoy Klemyatin	id=g:573062
Bol’shoy Kizil	id=g:573063
Bol’shoy Kiyaik	id=g:573064
Bol’shoy Kityak	id=g:573065
Bol’shoy Kistendey	id=g:573066
Ozero Bol’shoy Kis-Kis	id=g:573067
Bol’shoy Kirzhach	id=g:573068
Prud Bol’shoy Kirsinskiy	id=g:573069
Bol'shoy Kikus	id=g:573070
Bol’shoy Kichmay	id=g:573071
Bol’shoy Khutor	id=g:573072
Bol’shoy Khomutets	id=g:573073
Bol’shoy Kholuy	id=g:573074
Bol’shoy Kholm	id=g:573075
Bol’shoy Khochuzh	id=g:573076
Bol’shoy Khirlep	id=g:573077
Bol’shoy Kez	id=g:573078
Bol’shoy Kel’tey	id=g:573079
Bol’shoy Kazamash	id=g:573080
Bol’shoy Katav	id=g:573082
Bol'shoy Kaskasal	id=g:573083
Bol’shoy Kashnur	id=g:573084
Bol’shoy Kasay	id=g:573085
Bol’shoy Karnysh	id=g:573086
Bol’shoy Karlygan	id=g:573087
Gora Bol’shoy Karikvayvish’	id=g:573088
Bol’shoy Karay	id=g:573089
Bol’shoy Karaman	id=g:573090
Bol’shoy Kamyshlak	id=g:573091
Bol'shoy Kamluk	id=g:573092
Bol’shoy Kamennik	id=g:573093
Bol’shoy Kamenets	id=g:573094
Bol’shoy Kalitvenets	id=g:573095
Bol’shoy Izyak	id=g:573096
Bol’shoy Izyak	id=g:573097
Bol’shoy Izval	id=g:573098
Bol’shoy Izh	id=g:573099
Bol’shoy Izberdey	id=g:573100
Bol’shoy Ivas	id=g:573101
Ozero Bol’shoy Ivan	id=g:573102
Bol’shoy Irgiz	id=g:573103
Gora Bol’shoy Iremel’	id=g:573104
Bol’shoy Inzer	id=g:573105
Bol’shoy Inyak	id=g:573106
Bol’shoy Inyak	id=g:573107
Bol’shoy Ikhtial	id=g:573108
Bol’shoy Ik	id=g:573109
Bol’shoy Ik	id=g:573110
Ostrov Bol’shoy Igol’chatyy	id=g:573111
Bol’shoy Iayk	id=g:573112
Bol’shoy Gumbet	id=g:573113
Verkhniy Gulyum	id=g:573114
Bol’shoy Gotsatl’	id=g:573115
Bol’shoy Gorokh	id=g:573116
Bol’shoy Gorodok	id=g:573117
Mys Bol’shoy Gorodetskiy	id=g:573118
Ostrov Bol’shoy Gorelyy	id=g:573119
Bol'shoy Gondyr'	id=g:573120
Bol’shoy Gok	id=g:573121
Bol’shoy Gazek	id=g:573122
Ostrov Bol’shoy Gavrilovskiy	id=g:573123
Bol’shoy Gashun	id=g:573124
Arkhipelag Bol’shoy Fiskar	id=g:573125
Bol’shoye Zvyagino	id=g:573126
Bol’shoye Zverevo	id=g:573127
Bol’shoye Zingireyevo	id=g:573128
Bol’shoye Zhurino	id=g:573129
Bol’shoye Zhuravlëvo	id=g:573130
Bol’shoye Zhukovo	id=g:573131
Bol’shoye Zhuino	id=g:573132
Bol’shoye Zhokovo	id=g:573133
Bol’shoye Zhirovo	id=g:573134
Bol’shoye Zherebyatnikovo	id=g:573135
Ozero Bol’shoye Zhadovo	id=g:573136
Bol’shoye Zaval’ye	id=g:573137
Bol’shoye Zasovo	id=g:573138
Bol’shoye Zarech’ye	id=g:573139
Bol’shoye Zarech’ye	id=g:573140
Zapol’ye	id=g:573141
Bol’shoye Zaozër’ye	id=g:573142
Bol’shoye Zaneprech’ye	id=g:573143
Bol’shoye Zamost’ye	id=g:573144
Boloto Bol’shoye Zamosh’ye	id=g:573145
Bol’shoye Zamosh’ye	id=g:573146
Bol’shoye Zamosh’ye	id=g:573147
Bol’shoye Zamosh’ye	id=g:573148
Bol’shoye Zamosh’ye	id=g:573149
Bol’shoye Zamosh’ye	id=g:573150
Zamosh’ye	id=g:573151
Bol’shoye Zamosh’ye	id=g:573152
Bol’shoye Zamosh’ye	id=g:573153
Bol’shoye Zamoshskoye Ozero	id=g:573154
Ozero Bol’shoye Zamoshenskoye	id=g:573155
Bol’shoye Zalomayevo	id=g:573156
Zalezh’ye	id=g:573157
Bol’shoye Zakustishche	id=g:573158
Bol’shoye Zakharovo	id=g:573159
Bol’shoye Zagor’ye	id=g:573160
Bol’shoye Zagor’ye	id=g:573161
Bol’shoye Zagor’ye	id=g:573162
Zagorodech’ye	id=g:573163
Bol’shoye Zaglukhino	id=g:573164
Bol'shoye Zagar'ye	id=g:573165
Bol’shoye Zagarino	id=g:573166
Bol’shoye Zachist’ye	id=g:573167
Bol’shoye Zabor’ye	id=g:573168
Bol’shoye Zabor’ye	id=g:573169
Bol’shoye Zaborov’ye	id=g:573170
Bol’shoye Zaborov’ye	id=g:573171
Bol’shoye Zabolot’ye	id=g:573172
Bol’shoye Zabegayevo	id=g:573173
Yuzhaki	id=g:573174
Bol’shoye Savrasovo	id=g:573175
Bol’shoye Yur’yevo	id=g:573176
Bol’shoye Yurkovo	id=g:573177
Bol’shoye Yurkino	id=g:573178
Bol’shoye Yurkino	id=g:573179
Bol’shoye Yurino	id=g:573180
Bol’shoye Yëskino	id=g:573181
Bol’shoye Yëskino	id=g:573182
Bol’shoye Yermakovo	id=g:573183
Bol’shoye Yemezh-Ozero	id=g:573184
Bol’shoye Yelovo	id=g:573185
Bol’shoye Yel’no	id=g:573186
Bol’shoye Yeliseyevo	id=g:573187
Bol’shoye Yeleshkovo	id=g:573188
Yël	id=g:573189
Yafanovo	id=g:573190
Bol’shoye Yasnevo	id=g:573191
Ozero Bol’shoye Yashaltinskoye	id=g:573192
Bol’shoye Yanikovo	id=g:573193
Bol’shoye Yanduganovo	id=g:573194
Bol’shoye Yanchëzero	id=g:573195
Bol’shoye Yamkino	id=g:573196
Bol’shoye Yamashevo	id=g:573197
Bol’shoye Yakshino	id=g:573198
Bol’shoye Yablonovo	id=g:573199
Bol’shoye Vyzhlyatnikovo	id=g:573200
Bol’shoye Vysokovo	id=g:573201
Vysokovo	id=g:573202
Ozero Bol’shoye Vygozero	id=g:573203
Bol’shoye Vozmishche	id=g:573204
Bol’shoye Voynovo	id=g:573205
Ozero Bol’shoye Vostochnoye	id=g:573206
Bol’shoye Voroshnino	id=g:573207
Ozero Bol’shoye Voronskoye	id=g:573208
Bol’shoye Voronovo	id=g:573209
Bol’shoye Voronovo	id=g:573210
Bol’shoye Voronovo	id=g:573211
Bol’shoye Voronino	id=g:573212
Bol’shoye Vorob’yëvo	id=g:573213
Bol’shoye Vonozero	id=g:573214
Bol’shoye Volos’ko	id=g:573215
Bol’shoye Volkovo	id=g:573216
Vocherovo	id=g:573217
Bol’shoye Vittolovo	id=g:573218
Bol’shoye Vishen’ye	id=g:573219
Bol’shoye Viselëvo	id=g:573220
Bol’shoye Vilizhino	id=g:573221
Bol’shoye Verkhov’ye	id=g:573222
Ozero Bol’shoye Verkholino	id=g:573223
Bol’shiye Verezi	id=g:573224
Bol’shoye Verevo	id=g:573225
Bol’shoye Veret’ye	id=g:573226
Bol’shoye Verand-Ozero	id=g:573227
Vasil’yevskoye	id=g:573228
Ozero Bol’shoye Varpa-Yarvi	id=g:573229
Bol’shoye Varakino	id=g:573230
Bol’shoye Vakhromeyevo	id=g:573231
Bol’shoye Uvarovo	id=g:573232
Bol’shoye Utyashevo	id=g:573233
Bol’shoye Ust’ye	id=g:573234
Bol’shoye Ust’ye	id=g:573235
Ozero Bol’shoye Ushnitskoye	id=g:573236
Bol’shoye Usad’ye	id=g:573237
Ozero Bol’shoye Uragubskoye	id=g:573238
Bol’shoye Ukleyno	id=g:573239
Ozero Bol’shoye Udoye	id=g:573240
Bol’shoye Uchno	id=g:573241
Ozero Bol’shoye Uchaly	id=g:573242
Bol’shoye Tyaberdino	id=g:573243
Ozero Bol’shoye Tushemel’ki	id=g:573244
Bol’shoye Tumanovo	id=g:573245
Bol’shoye Tulitovo	id=g:573246
Bol'shoye Tukachevo	id=g:573247
Bol’shoye Tugayevo	id=g:573248
Bol’shoye Tuganeyevo	id=g:573249
Ozero Bol’shoye Tsvetochnoye	id=g:573250
Bol’shoye Trubnikovo	id=g:573251
Bol’shoye Troshkovo	id=g:573252
Bol’shoye Triznovo	id=g:573253
Bol’shoye Trepol’ye	id=g:573254
Bol’shoye Tolochno	id=g:573255
Bol’shoye Tokarevo	id=g:573256
Bol’shoye Tokarëvo	id=g:573257
Titovo	id=g:573258
Bol’shoye Tishëvo	id=g:573259
Bol’sheten’kashevo	id=g:573260
Bol’shoye Tesnoye	id=g:573261
Bol’shoye Teryushëvo	id=g:573262
Bol’shoye Tëploye	id=g:573263
Bol’shoye Teleshovo	id=g:573264
Tazeyevo	id=g:573265
Bol’shoye Tatarskoye Karayevo	id=g:573266
Tarbeyevo	id=g:573267
Bol’shoye Tarasovo	id=g:573268
Ozero Bol’shoye Talzangskoye	id=g:573269
Bol’shoye Talankino	id=g:573270
Bol’shoye Syt’kovo	id=g:573271
Bol’shoye Syrokvashino	id=g:573272
Syas'kelevo	id=g:573273
Ozero Bol’shoye Syaivyaki-Lambi	id=g:573274
Bol’shoye Svyattsovo	id=g:573275
Svyatopol’ye	id=g:573276
Bol’shoye Svistovo	id=g:573277
Bol’shoye Svinor’ye	id=g:573278
Bol’shoye Sverchkovo	id=g:573279
Bol’shoye Sudach’ye	id=g:573280
Bol’shoye Stremleniye	id=g:573281
Bol’shoye Storon’ye	id=g:573282
Bol’shoye Stolbovo	id=g:573283
Bol’shoye Stepanovo	id=g:573284
Bol’shoye Staroye	id=g:573285
Bol’shoye Starosel’ye	id=g:573286
Bol’shoye Staro	id=g:573287
Bol’shoye Stanishino	id=g:573288
Spitsina	id=g:573289
Sotovo	id=g:573290
Bol’shoye Sotnikovo	id=g:573291
Bol’shoye Soson’ye	id=g:573292
Bol’shoye Sonino	id=g:573293
Bol’shoye Solono	id=g:573294
Bol’shoye Soldatskoye	id=g:573295
Bol’shoye Sokolovo	id=g:573296
Bol’shoye Soelo	id=g:573297
Bol’shoye Sodomovo	id=g:573298
Bol’shoye Sodomovo	id=g:573299
Bol’shoye Snopovo	id=g:573300
Bol’shoye Snigerëvo	id=g:573301
Bol’shoye Skuratovo	id=g:573302
Bol’shoye Simonovo	id=g:573303
Ozero Bol'shoye Simaginskoye	id=g:573304
Bol’shoye Sidorovo	id=g:573305
Ozero Bol’shoye Shuo-Yarvi	id=g:573306
Bol’shoye Shul’gino	id=g:573307
Bol’sheshukshanovo	id=g:573308
Ozero Bol’shoye Shukhmerovskoye	id=g:573309
Bol’shoye Shugaylovo	id=g:573310
Ozero Bol’shoye Sholio-Lambino	id=g:573311
Bol’shoye Shkundino	id=g:573312
Bol’shoye Shilyakovo	id=g:573313
Bol’shoye Shikhovo	id=g:573314
Bol’shoye Shigayevo	id=g:573315
Bol’shoye Shigakovo	id=g:573316
Bol’shoye Shevelëvo	id=g:573317
Bol’shoye Sheremet’yevo	id=g:573318
Bol’shoye Shemyakino	id=g:573319
Bol’shoye Sheludkovo	id=g:573320
Bol’shoye Shelepino	id=g:573321
Bol’shoye Shchukovo	id=g:573322
Bol’shoye Shchapovo	id=g:573323
Bol’shoye Sharkovo	id=g:573324
Ozero Bol’shoye Shardozero	id=g:573325
Bol’shoye Shamnino	id=g:573326
Shaldovo	id=g:573327
Bol’shoye Shaglino	id=g:573328
Bol’shoye Shadeyevo	id=g:573329
Bol’shoye Sevryukovo	id=g:573330
Bol’shoye Severnoye Ozero	id=g:573331
Ozero Bol’shoye Severnoye	id=g:573332
Bol’shoye Sëmino	id=g:573333
Semekhino	id=g:573334
Bol’shoye Semënovskoye	id=g:573335
Bol’shoye Selo	id=g:573336
Bol’shoye Selo	id=g:573337
Bol’shoye Selo	id=g:573338
Bol’shoye Selo	id=g:573339
Bol’shoye Selo	id=g:573340
Bol’shiye Selishi	id=g:573341
Bol’shoye Selevanovo	id=g:573342
Bol’shoye Sazonovo	id=g:573343
Ozero Bol’shoye Saygozero	id=g:573344
Bol’shoye Savvateyevo	id=g:573345
Ozero Bol’shoye Savino	id=g:573346
Ozero Bol’shoye Savino	id=g:573347
Bol’shoye Sareyevo	id=g:573348
Bol’shoye Samkovo	id=g:573349
Bol’shoye Ryzhkovo	id=g:573350
Bol’shoye Rybushkino	id=g:573351
Bol’shoye Ryabtsevo	id=g:573352
Ryabkovo	id=g:573353
Russolovo	id=g:573354
Bol’shoye Rusakovo	id=g:573355
Bol’shoye Ruddilovo	id=g:573356
Bol’shoye Rublino	id=g:573357
Bol’shoy Ertil’	id=g:573358
Bol’sheromanovo	id=g:573359
Bol’shoye Rogozino	id=g:573360
Bol’shoye Rog-Ozero	id=g:573361
Bol’shoye Rogovo	id=g:573362
Bol’shoye Rogatovo	id=g:573363
Bol’shoye Rodilovo	id=g:573364
Bol’shoye Revyakino	id=g:573365
Bol’shoye Repno-Nikol’skoye	id=g:573366
Repanovo	id=g:573367
Bol’shoye Remontnoye	id=g:573368
Bol’shoye Red’kino	id=g:573369
Bol’shoye Raykovo	id=g:573370
Bol’shoye Ramen’ye	id=g:573371
Ramen’ye	id=g:573372
Bol’shoye Ramen’ye	id=g:573373
Bol’shoye Ramen’ye	id=g:573374
Ozero Bol’shoye Rakovoye	id=g:573375
Bol’shoye Rakovno	id=g:573376
Bol’shoye Ragotino	id=g:573377
Putyatino	id=g:573378
Bol’shoye Pushkarëvo	id=g:573379
Bol’shoye Puglozero	id=g:573380
Gora Bol’shoye Pseushkho	id=g:573381
Bol’shoye Pseushkho	id=g:573382
Bol’shoye Prokshino	id=g:573383
Bol’shoye Pritykino	id=g:573384
Bol’shoye Poshutino	id=g:573385
Bol’shoye Popovo	id=g:573386
Bol’shaya Poluninka	id=g:573387
Bol’shoye Polpino	id=g:573388
Bol’shoye Polozovo	id=g:573389
Bol’shoye Polisto	id=g:573390
Bol’shoye Pole	id=g:573391
Bol'shoye Pole	id=g:573392
Bol’shoye Pole	id=g:573393
Bol’shoye Pole	id=g:573394
Bol’shoye Pole	id=g:573395
Bol’shoye Pokrovskoye	id=g:573396
Bol’shoye Pogorelovo	id=g:573397
Bol’shoye Pogorelovo	id=g:573398
Bol’shoye Podson’ye	id=g:573399
Bol’shoye Podovech’ye	id=g:573400
Bol’shoye Podberez’ye	id=g:573401
Ozero Bol’shoye Plotovo	id=g:573402
Bol’shoye Ploskoye	id=g:573403
Bol'shoye Plëso Sedukhinskaya	id=g:573404
Bol’shoye Pivkino	id=g:573405
Bol’shoye Pikino	id=g:573406
Bol’shoye Petrovo	id=g:573407
Bol’shoye Petrovo	id=g:573408
Ozero Bol’shoy Epesh	id=g:573409
Bol’shoye Permiyevo	id=g:573410
Ozero Bol’shoye Pergemya-Lampi	id=g:573411
Perepechino Bol’shoye	id=g:573412
Bol’shoye Perekhodno	id=g:573413
Bol’shoye Pëkhovo	id=g:573414
Bol’shoye Pegelëvo	id=g:573415
Bol’shoye Pavlovo	id=g:573416
Bol’shoye Pastbishche	id=g:573417
Bol’shoye Panitskoye Ozero	id=g:573418
Bol’shoye Palshemo	id=g:573419
Bol’shoye Palozero	id=g:573420
Ozero Bol’shoye Palos-Yarvi	id=g:573421
Bol’shoye Palkino	id=g:573422
Bol’shoye Palitsino	id=g:573423
Bol’shoye Ozerevo	id=g:573424
Bol’shoye Ozero	id=g:573425
Bol’shoye Ozero	id=g:573426
Bol’shoye Ozerko	id=g:573427
Bol’shoye Ovsyannikovo	id=g:573428
Bol’shoye Ovsyanikovo	id=g:573429
Bol’shoye Otryakovo	id=g:573430
Ozero Bol’shoye Ostrovno	id=g:573431
Ostashkovo	id=g:573432
Bol’shoye Orekhovo	id=g:573433
Bol’shoye Opuyëvo	id=g:573434
Bol’shoye Opochivalovo	id=g:573435
Ozero Bol’shoye Oparkhino	id=g:573436
Bol’shoye Oparino	id=g:573437
Bol’shoye Onego	id=g:573438
Bol’shoye Ondrovo	id=g:573439
Bol’shoye Oleksino	id=g:573440
Ozero Bol’shoye Olbito	id=g:573441
Bol’shoye Okulovo	id=g:573442
Bol’shoye Okskoye	id=g:573443
Bol’shoye Ogryzlovo	id=g:573444
Bol’shoye Ogarëvo	id=g:573445
Bol’shoye Obrech’ye	id=g:573446
Bol’shoye Obraztsovo	id=g:573447
Bol’shoye Obozero	id=g:573448
Bol’shoye Nurkeyevo	id=g:573449
Bol’shoye Nudatovo	id=g:573450
Bol’shoye Nozdrino	id=g:573451
Novosëlovtsy	id=g:573452
Bol’shoye Novo	id=g:573453
Nasakino	id=g:573454
Norskoye	id=g:573455
Nikul’skoye	id=g:573456
Bol’shoye Nikulino	id=g:573457
Bol’shoye Nikol’skoye	id=g:573458
Bol’shoye Nikkarovo	id=g:573459
Bol’shoye Nikitino	id=g:573460
Nifantovo	id=g:573461
Ozero Bol’shoye Nergozero	id=g:573462
Naumovo	id=g:573463
Nagayevo	id=g:573464
Bol’shoye Nagatkino	id=g:573465
Bol’shoye Myshkino	id=g:573466
Bol’shoye Myakishevo	id=g:573467
Bol’shoye Myachino	id=g:573468
Ozero Bol’shoye Muzhalo	id=g:573469
Bol’shoye Murovo	id=g:573470
Bol’shoye Murashkino	id=g:573471
Bol’shoye Mukharëvo	id=g:573472
Bol’shoye Mosino	id=g:573473
Bol’shoye Mokroye	id=g:573474
Bol’shoye Mogotovo	id=g:573475
Bol’shoye Miryatino	id=g:573476
Bol’shoye Minino	id=g:573477
Bol’shoye Mikushkino	id=g:573478
Ozero Bol’shoye Mikino	id=g:573479
Bol’shoye Mikhaylovskoye	id=g:573480
Mezhdurech’ye	id=g:573481
Bol’shoye Merlyugino	id=g:573482
Bol’shoye Meretkozino	id=g:573483
Bol’shoye Mecheno	id=g:573484
Ozero Bol’shoye Maz-Yarvi	id=g:573485
Bol’shoye Maskino	id=g:573486
Bol’shoye Martovo	id=g:573487
Bol’shoye Mares’yevo	id=g:573488
Bol’shoye Maresevo	id=g:573489
Manushkino	id=g:573490
Bol’shoye Mamayevo	id=g:573491
Bol’shoye Malygino	id=g:573492
Bol’shoye Malitveno	id=g:573493
