Migliarello	id=g:2524159
Madonna di Bonaria	id=g:2591127
Torre San Pancrazio	id=g:2591130
Castello di San Michele	id=g:2591131
Cuccuru Matta Masonis	id=g:2591162
Su Concali	id=g:2591163
Cuccureddus	id=g:2591164
Mont’ Arbu	id=g:2591165
Monte Turruneri	id=g:2591166
Monte Santa Barbara	id=g:2591167
Monte Pauliara	id=g:2591168
Villa d’Orri	id=g:2591169
Torre su Loi	id=g:2591170
Azienda Pintus Argiolas	id=g:2591174
Villa Aresu	id=g:2591175
Saline di Macchiareddu	id=g:2591178
Colonia San Rocco	id=g:2591181
Conca d’ Oru	id=g:2591182
Porto Foxi	id=g:2591183
Mont’ Arrubiu	id=g:2591184
Torre del Diavolo	id=g:2591185
Punta Marturedda	id=g:2591186
Punta Perd’e Sali	id=g:2591203
Punta Furcadizzo	id=g:2591204
Su Casteddu	id=g:2591205
Monte Mereu	id=g:2591206
Riu Pula	id=g:2591207
Isola del Coltellazzo	id=g:2591208
Porto d’ Agumu	id=g:2591209
Hotel Villa del Parco	id=g:2591210
Punta Truba Manna	id=g:2591211
Torre di Cala d’Ostia	id=g:2591212
Punta Conca Moio	id=g:2591213
Punta sa Cresia	id=g:2591214
Punta Tiriaxeddu	id=g:2591215
Bruncu Bingia Arrubia	id=g:2591216
Is Traias	id=g:2591217
Simius	id=g:2591218
Tanka Village	id=g:2591219
Serr’e Morus	id=g:2591220
Cala di Sipro	id=g:2591221
Punta Rossa	id=g:2591222
Cala di Ponente	id=g:2591223
Notteri	id=g:2591224
San Stèfano	id=g:2591225
Oasi dei Due Mari	id=g:2591226
Campu Longu	id=g:2591227
Portu sa Ruxi	id=g:2591228
Solànas	id=g:2591229
Torre delle Stelle	id=g:2591230
Marongiu	id=g:2591231
Costa degli Angeli	id=g:2591232
Capitana	id=g:2591233
Santa Luria	id=g:2591234
Flumini	id=g:2591235
Sant’Andrea	id=g:2591236
Spiaggia di Quartu	id=g:2591237
Spiaggia del Poetto	id=g:2591238
Stàini Simbirizzi	id=g:2591239
Monte Sant’Elia	id=g:2591240
Sant’Elia	id=g:2591241
Cala Mosca	id=g:2591242
Ponte Nuovo	id=g:2591243
Ponte Maramura	id=g:2591244
Su Loi	id=g:2591245
Cala d’ Orri	id=g:2591246
Monte Luab	id=g:2591247
Perd’e Sali	id=g:2591248
Porto Columbu - Perd’e Sali	id=g:2591249
Punta d’ Agumu	id=g:2591250
Foxi’e Sali	id=g:2591251
Is Morus	id=g:2591252
Fort Village	id=g:2591253
Riu Mesau	id=g:2591254
Perla Marina	id=g:2591255
Riva dei Pini	id=g:2591256
Pinus Village	id=g:2591257
Punta Santa Caterina	id=g:2591258
Cala Santa Caterina	id=g:2591259
Cala Burroni	id=g:2591260
Serra Santa Caterina	id=g:2591261
Scoglio Pan di Zucchero	id=g:2592652
Lago di Monte Prano	id=g:2592653
Santa Maria Navarrese	id=g:2592654
Cardedu	id=g:2592655
Lago del Flumendosa	id=g:2592656
Lago di Mulargia	id=g:2592657
Siurgus Donigala	id=g:2592658
Quirra	id=g:2592659
Annunziata	id=g:2592660
Camisa	id=g:2592661
San Gregorio	id=g:2592662
Piccolo Similaun	id=g:2658583
Punta Tre Amici	id=g:2658601
Monte Rosa	id=g:2658971
Punta Gastaldi	id=g:2659620
Passo Giramondo	id=g:2773142
Testa Malinvern	id=g:2996409
Volpago del Montello	id=g:3163827
Abbazia	id=g:3163828
Graviscae	id=g:3163829
Granarolo dell'Emilia	id=g:3163830
Rada di Castellammare di Stabia	id=g:3163831
Zuri	id=g:3163832
Zunna	id=g:3163833
Zungoli	id=g:3163834
Zumsteinspitze	id=g:3163835
Zula	id=g:3163836
Zuglio	id=g:3163837
Zuel	id=g:3163838
Monte Zuccherino	id=g:3163839
Zuccarello	id=g:3163840
Zuccarello	id=g:3163841
Punta di Zuccale	id=g:3163842
Monte della Zucca	id=g:3163843
Zovencedo	id=g:3163844
Zovello	id=g:3163845
Zoppola	id=g:3163846
Zoppè di Cadore	id=g:3163847
Zompícchia	id=g:3163848
Zollino	id=g:3163849
Zolla	id=g:3163850
Zolforata	id=g:3163851
Zoldo Alto	id=g:3163852
Zola Predosa	id=g:3163853
Zogno	id=g:3163854
Zocchetta	id=g:3163855
Monte Zoccane	id=g:3163856
Zocca	id=g:3163857
Zocca	id=g:3163858
Zoagli	id=g:3163859
Fiume Zittola	id=g:3163860
Monte Zirra	id=g:3163861
Ziracco	id=g:3163862
Ziona	id=g:3163863
Colle Zinorado	id=g:3163864
Zinghera	id=g:3163865
Zinasco Nuovo	id=g:3163866
Zinasco	id=g:3163867
Zinaletto	id=g:3163868
Zimone	id=g:3163869
Zimella	id=g:3163870
Zimella	id=g:3163871
Zibido San Giacomo	id=g:3163872
Zibido al Lambro	id=g:3163873
Zibello	id=g:3163874
Ziano Piacentino	id=g:3163875
Ziano di Fiemme	id=g:3163876
Panchià	id=g:3163877
Zevio	id=g:3163878
Zero Branco	id=g:3163879
Fiume Zero	id=g:3163880
Zermeghedo	id=g:3163881
Zerman	id=g:3163882
Zeriolo	id=g:3163883
Zeri	id=g:3163884
Zerbolò	id=g:3163885
Zerbo	id=g:3163886
Zepponami	id=g:3163887
Zenson di Piave	id=g:3163888
Zenna	id=g:3163889
Zendri	id=g:3163890
Zenarella	id=g:3163891
Zena	id=g:3163892
Zeme	id=g:3163893
Zelo Buon Persico	id=g:3163894
Zelo	id=g:3163895
Zelo	id=g:3163896
Zellina	id=g:3163897
Zelarino	id=g:3163898
Cala su Zegu	id=g:3163899
Monte Zeda	id=g:3163900
Zavena	id=g:3163901
Zavattarello	id=g:3163902
Valle di Zaule	id=g:3163903
Zapponeta	id=g:3163904
Zappolino	id=g:3163905
Zapparola	id=g:3163906
Valle Zappanotto	id=g:3163907
Punta Zanotto	id=g:3163908
Zanon	id=g:3163909
Isola Zannone	id=g:3163910
Zanica	id=g:3163911
Zanetti	id=g:3163912
Zanengo	id=g:3163913
Zaneca	id=g:3163914
Zanè	id=g:3163916
Zandobbio	id=g:3163917
Fiume Zancona	id=g:3163918
Zancona	id=g:3163919
Punta della Zanca	id=g:3163920
Formiche della Zanca	id=g:3163921
Fiume Zanca	id=g:3163922
Zanca	id=g:3163923
Zanacchi	id=g:3163924
Zampil	id=g:3163925
Zampani	id=g:3163926
Malga di Zames	id=g:3163927
Zambra	id=g:3163928
Zambla Alta	id=g:3163929
Zambana	id=g:3163930
Zago	id=g:3163931
Zagarolo	id=g:3163932
Zaffignano	id=g:3163933
Monte Zaccana	id=g:3163934
Passo Xon	id=g:3163935
Colle di Xomo	id=g:3163936
Weng	id=g:3163937
Monte Vulture	id=g:3163938
Torrente Vulgano	id=g:3163939
Vulci	id=g:3163940
Voze	id=g:3163941
Vo Sinistro	id=g:3163942
Fosso Vorga	id=g:3163943
Fosso Vorga	id=g:3163944
Vonzo	id=g:3163945
Torrente Vonchia	id=g:3163946
Monte Vomero	id=g:3163947
Vomero	id=g:3163948
Fiume Vomano	id=g:3163949
Volvera	id=g:3163950
Fiume Volturno	id=g:3163951
Monte Volturino	id=g:3163952
Fiumara di Volturino	id=g:3163953
Volturino	id=g:3163954
Volturara Irpina	id=g:3163955
Volturara Appula	id=g:3163956
Voltri	id=g:3163957
Voltre	id=g:3163958
Volton	id=g:3163959
Voltole	id=g:3163960
Voltido	id=g:3163961
Volterra	id=g:3163962
Riu Volta sa Ide	id=g:3163963
Voltana	id=g:3163964
Volta Mantovana	id=g:3163965
Voltago Agordino	id=g:3163966
Voltaggio	id=g:3163967
Volta Casaralta	id=g:3163968
Volta Barozzo	id=g:3163969
Volta	id=g:3163970
Monti Volsini	id=g:3163971
Volpino	id=g:3163972
Volpino	id=g:3163973
Volpiano	id=g:3163974
Volpi	id=g:3163975
Volperino	id=g:3163976
Volpedo	id=g:3163977
Punta della Volpe	id=g:3163978
Cala di Volpe	id=g:3163979
Volpara	id=g:3163980
Volpara	id=g:3163981
Volpaia	id=g:3163982
Volongo	id=g:3163984
Vologno	id=g:3163985
Cala Volbiana	id=g:3163986
Volargne	id=g:3163987
Diversivo del Volano	id=g:3163988
Volano	id=g:3163989
Volania	id=g:3163990
Passo Volaia	id=g:3163991
Vogogna	id=g:3163992
Torrente Vogna	id=g:3163993
Rio del Voglio	id=g:3163994
Voghera	id=g:3163995
Voghenza	id=g:3163996
Voga	id=g:3163997
Vodo Cadore	id=g:3163998
Voceto	id=g:3163999
Torrente Vobbia	id=g:3164000
Vobbia	id=g:3164001
Vobarno	id=g:3164002
Vo	id=g:3164003
Vizzola Ticino	id=g:3164004
Canale di Vizzola	id=g:3164005
Val di Vizze	id=g:3164006
Rio di Vizze	id=g:3164007
Pfitscherjoch	id=g:3164008
Vizzarete	id=g:3164009
Vivo d'Orcia	id=g:3164010
Rio Vivo	id=g:3164011
Fiume Vivo	id=g:3164012
Passo del Vivione	id=g:3164013
Viviere	id=g:3164014
Lago di Viverone	id=g:3164015
Vivaro Romano	id=g:3164016
Scoglio Vivaro	id=g:3164017
Vivaro	id=g:3164018
Vivaro	id=g:3164019
Isola Vivara	id=g:3164020
Vivajo	id=g:3164021
Viustino	id=g:3164022
Viù	id=g:3164023
Vitulazio	id=g:3164024
Vitulano	id=g:3164025
Vittuone	id=g:3164026
Vittorito	id=g:3164027
Vittorio Veneto	id=g:3164028
Vitorchiano	id=g:3164029
Vitoio	id=g:3164030
Vitoio	id=g:3164031
Vito d’Asio	id=g:3164032
Vitigliano	id=g:3164033
Viticuso	id=g:3164034
Golfo di Viticcio	id=g:3164035
Vitiano	id=g:3164036
Vitereta	id=g:3164037
Provincia di Viterbo	id=g:3164038
Viterbo	id=g:3164039
Fosso della Vite	id=g:3164040
Punta di Vitareta	id=g:3164041
Fosso Vitali	id=g:3164042
Capo della Vita	id=g:3164043
Vistrorio	id=g:3164044
Visso	id=g:3164045
Visome	id=g:3164046
Visogliano	id=g:3164047
Monte Viso	id=g:3164048
Visnadello	id=g:3164049
Visnadello	id=g:3164050
Viserba	id=g:3164051
Viserano	id=g:3164052
Col Visentin	id=g:3164053
Canale Visciolo	id=g:3164054
Visciano	id=g:3164055
Visciano	id=g:3164056
Visciano	id=g:3164057
Vische	id=g:3164058
Viscarda	id=g:3164059
Visanti	id=g:3164060
Visano	id=g:3164061
Virle Piemonte	id=g:3164062
Monte Virgo	id=g:3164063
Torrente Virginio	id=g:3164064
Vipiteno - Sterzing	id=g:3164065
Vione	id=g:3164066
Torre Viola	id=g:3164067
Viola	id=g:3164068
Vinzaglio	id=g:3164069
Vinovo	id=g:3164070
Torrente Vingone	id=g:3164071
Vindoli	id=g:3164072
Vindola	id=g:3164073
Vinci	id=g:3164074
Vinchiaturo	id=g:3164075
Piramide Vincent	id=g:3164076
Vinca	id=g:3164077
Vinaio	id=g:3164078
Vinadio	id=g:3164079
Vimodrone	id=g:3164080
Monte Viminale	id=g:3164081
Vimignano	id=g:3164082
Vimercate	id=g:3164083
Vilpiano	id=g:3164084
Vilmaggiore	id=g:3164085
Villotta di Visinale	id=g:3164086
Villotta	id=g:3164087
Canale Villoresi	id=g:3164088
Villore	id=g:3164089
Villorba	id=g:3164090
Villora	id=g:3164091
Villongo	id=g:3164092
Villò	id=g:3164093
Villimpenta	id=g:3164094
Monte Villico	id=g:3164095
Villetta Barrea	id=g:3164096
Villetta	id=g:3164097
Villetta	id=g:3164098
Villetta	id=g:3164099
Villetta	id=g:3164100
Villesse	id=g:3164101
Ville San Sebastiano	id=g:3164102
Ville San Pietro	id=g:3164103
Villefranche	id=g:3164104
Villecollefegato	id=g:3164105
Villecchia	id=g:3164106
Borro delle Ville	id=g:3164107
Ville	id=g:3164108
Villazzano	id=g:3164109
Villa Vomano	id=g:3164110
Villa Vicentina	id=g:3164111
Villa Viani	id=g:3164112
Villa Vezzano	id=g:3164113
Tavazzano con Villavesco	id=g:3164114
Villa Verucchio	id=g:3164115
Villaverla	id=g:3164116
Villa Vergano	id=g:3164117
Villavecchia	id=g:3164118
Villa Vallucci	id=g:3164119
Villavallelonga	id=g:3164120
Villa Tucci	id=g:3164121
Villatella	id=g:3164122
Villate	id=g:3164123
Villa Talla	id=g:3164124
Villata	id=g:3164125
Villata	id=g:3164126
Villastrada	id=g:3164127
Villastellone	id=g:3164128
Villa San Valentino	id=g:3164129
Villa Santo Stefano	id=g:3164130
Villa Santina	id=g:3164131
Villa Sant’Antonio	id=g:3164132
Villa Santa Maria	id=g:3164133
Villa Santa Maria	id=g:3164134
Villa Santa Lucia degli Abruzzi	id=g:3164135
Villa Santa Lucia	id=g:3164136
Villa Santa Croce	id=g:3164137
Villasanta	id=g:3164138
Villa San Silvestro	id=g:3164139
Villa San Secondo	id=g:3164140
Villa San Sebastiano	id=g:3164141
Villa San Martino	id=g:3164142
Villa San Leonardo	id=g:3164143
Villa San Gaudenzio	id=g:3164144
Villar Perosa	id=g:3164145
Villar Pellice	id=g:3164146
Villarotta	id=g:3164147
Villa Rossi	id=g:3164148
Villa Rossi	id=g:3164149
Villa Romana	id=g:3164150
Villa Rogatti	id=g:3164151
Villaro	id=g:3164152
Villaricca	id=g:3164153
Villar Focchiardo	id=g:3164154
Villaretto	id=g:3164155
Villaret	id=g:3164156
Villarelli	id=g:3164157
Villareggia	id=g:3164158
Villarboit	id=g:3164159
Villa Raspa	id=g:3164160
Villarasca	id=g:3164161
Villa Potenza	id=g:3164162
Villa Poggiolo	id=g:3164163
Villapiccola	id=g:3164164
Villapiana	id=g:3164165
Villa Pepoli	id=g:3164166
Villa Pedergnano	id=g:3164167
Villa Pasquali	id=g:3164168
Villa Ottone	id=g:3164169
Villa Osti	id=g:3164170
Villaorba	id=g:3164171
Villanuova sul Clisi	id=g:3164172
Villa Nuova	id=g:3164173
Villanterio	id=g:3164174
Villanova sull'Arda	id=g:3164175
Villanova Santa Margherita	id=g:3164176
Villanova Monteleone	id=g:3164177
Villanova Monferrato	id=g:3164178
Villanova Mondovì	id=g:3164179
Villanova Marchesana	id=g:3164180
Villanova del Ghebbo	id=g:3164181
Villanova del Battista	id=g:3164182
Villanova d'Asti	id=g:3164183
Villanova d'Ardenghi	id=g:3164184
Villanova d'Albenga	id=g:3164185
Villanova	id=g:3164186
Villanova	id=g:3164187
Villanova	id=g:3164188
Villanova	id=g:3164189
Villanova	id=g:3164190
Villanova	id=g:3164191
Villanova	id=g:3164192
Villanova	id=g:3164193
Villanova	id=g:3164194
Villanova	id=g:3164195
Villanova	id=g:3164196
Villanova	id=g:3164197
Cimarone del Villaneto	id=g:3164198
Villaneto	id=g:3164199
Villa Montesoli	id=g:3164200
Villa Monastero	id=g:3164201
Villammare	id=g:3164202
Villa Minozzo	id=g:3164203
Villamarzana	id=g:3164204
Villa Marina	id=g:3164205
Villa Marin	id=g:3164206
Villa Maria	id=g:3164207
Villa Malvezzi	id=g:3164208
Villamaina	id=g:3164209
Villa Magri	id=g:3164210
Villamagna	id=g:3164211
Villamagna	id=g:3164212
Villamagna	id=g:3164213
Villamaggiore	id=g:3164214
Villa Maggiore	id=g:3164215
Villalvernia	id=g:3164216
Villalta	id=g:3164217
Villalta	id=g:3164218
Villa Literno	id=g:3164219
Villalfonsina	id=g:3164220
Villa Latina	id=g:3164221
Villalago	id=g:3164222
Villa Lagarina	id=g:3164223
Villair	id=g:3164224
Villair	id=g:3164225
Villa Inferno	id=g:3164226
Villa Guardia	id=g:3164227
Villagrossa	id=g:3164228
Villagrossa	id=g:3164229
Villagrappa	id=g:3164230
Villagrande	id=g:3164231
Villa Grande	id=g:3164232
Villaggio Resta	id=g:3164233
Villaggio Ferrari	id=g:3164234
Villaggio Badia	id=g:3164235
Villa Garibaldi	id=g:3164236
Villaganzerla	id=g:3164237
Villaga	id=g:3164238
Villafranca Piemonte	id=g:3164239
Villafranca in Lunigiana	id=g:3164240
Villafranca di Verona	id=g:3164241
Villafranca di Forlì	id=g:3164242
Villafranca d'Asti	id=g:3164243
Villafranca	id=g:3164244
Villa Fornaci	id=g:3164245
Villa Fornace	id=g:3164246
Villafora	id=g:3164247
Villafontana	id=g:3164248
Villa Faraldi	id=g:3164249
Villafalletto	id=g:3164250
Villa Fabbri	id=g:3164251
Villa Estense	id=g:3164252
Villadossola	id=g:3164253
Villadose	id=g:3164254
Villa Dogana	id=g:3164255
Villa di Tirano	id=g:3164256
Villa di Serravalle	id=g:3164257
Villa di Serio	id=g:3164258
Villa di Laurino	id=g:3164259
Villa di Chiavenna	id=g:3164260
Villa Derin	id=g:3164261
Villadelmonte	id=g:3164262
Villa del Monte	id=g:3164263
Villa delle Fontane	id=g:3164264
Villa del Ferro	id=g:3164265
Villa del Conte	id=g:3164266
Villa del Bosco	id=g:3164267
Villa del Bosco	id=g:3164268
Villa d’Arceno	id=g:3164269
Villa d'Almè	id=g:3164270
Villa d’Allegno	id=g:3164271
Villa d’Aiano	id=g:3164272
Villacriccola	id=g:3164273
Villa Cortese	id=g:3164274
Villa Corradini	id=g:3164275
Villa Contea Valentini	id=g:3164276
Villa Colle Onorato	id=g:3164277
Villa Coldecanali	id=g:3164278
Villachiara	id=g:3164279
Villa Cenci	id=g:3164280
Villa Celiera	id=g:3164281
Villa Castelli	id=g:3164282
Villa Carlo	id=g:3164283
Villa Carcina	id=g:3164284
Villa Canale	id=g:3164285
Villa Camponeschi	id=g:3164286
Villa Cameroni	id=g:3164287
Villa Caldari	id=g:3164288
Villa Calabra	id=g:3164289
Stazione Villa Cadè	id=g:3164290
Villacáccia	id=g:3164291
Villabruna	id=g:3164292
Villa Boretti	id=g:3164293
Villa Bonini	id=g:3164294
Villa Bibone	id=g:3164295
Villabianca	id=g:3164296
Villa Bertolli	id=g:3164297
Villa Bentivoglio	id=g:3164298
Villa Bensi	id=g:3164299
Villabella	id=g:3164300
Villabassa - Niederdorf	id=g:3164301
Villa Basilica	id=g:3164302
Villa Bartolomea	id=g:3164303
Villa Barone	id=g:3164304
Villa Badessa	id=g:3164305
Villa	id=g:3164306
Villa	id=g:3164307
Villa Carcina	id=g:3164308
Villa	id=g:3164309
Villa	id=g:3164310
Villa	id=g:3164311
Villa	id=g:3164312
Villa	id=g:3164313
Viguzzolo	id=g:3164314
Vigostano	id=g:3164315
Vigorso	id=g:3164316
Vigo Rendena	id=g:3164317
Vigonza	id=g:3164318
Vigonovo	id=g:3164319
Vigonovo	id=g:3164320
Vigone	id=g:3164321
Vigolzone	id=g:3164322
Vigolo Vattaro	id=g:3164323
Vigo Lomaso	id=g:3164324
Vigolo	id=g:3164325
Vigolo	id=g:3164326
Vigolo	id=g:3164327
Vigoleno	id=g:3164328
Vigolante	id=g:3164329
Vigo di Fassa	id=g:3164330
Vigo di Cadore	id=g:3164331
Vigodarzere	id=g:3164332
Vigo	id=g:3164333
Vignolo	id=g:3164334
Monte Vignoli	id=g:3164335
Vignole	id=g:3164336
Valle di Vignola	id=g:3164337
Punta Vignola	id=g:3164338
Vignola	id=g:3164339
Vignola-Falesina	id=g:3164340
Vignola	id=g:3164341
Vignola	id=g:3164342
Vignola	id=g:3164343
Vignola	id=g:3164344
Vigneta	id=g:3164345
Vigneria	id=g:3164346
Fosso alle Vigne	id=g:3164347
Fermata Vigne	id=g:3164348
Vigne	id=g:3164349
Forte Vignazza	id=g:3164350
Vignatico	id=g:3164351
Vignate	id=g:3164352
Vignarello	id=g:3164353
Vignanello	id=g:3164354
Vignana	id=g:3164355
Vignale Monferrato	id=g:3164356
Vignale	id=g:3164357
Vignale	id=g:3164358
Vignale	id=g:3164359
Vignale	id=g:3164360
Vignai	id=g:3164361
Vignago	id=g:3164362
Vigna di Valle	id=g:3164363
Vignacastrisi	id=g:3164364
Val della Vigna	id=g:3164365
Monte Viglio	id=g:3164366
Riu di Viglietu	id=g:3164367
Vigliano Biellese	id=g:3164368
Vigliano	id=g:3164369
Vigino	id=g:3164370
Fiume Vigi	id=g:3164371
Vigheffio	id=g:3164372
Viggiù	id=g:3164373
Viggiano	id=g:3164374
Val Vigezzo	id=g:3164375
Vigevano	id=g:3164376
Monte Vigese	id=g:3164377
Vigentino	id=g:3164378
Vigazzuolo	id=g:3164379
Vigatto	id=g:3164380
Vigasio	id=g:3164381
Vigarano Pieve	id=g:3164382
Vigarano Mainarda	id=g:3164383
Vieyes	id=g:3164384
Vietri sul Mare	id=g:3164385
Vietri di Potenza	id=g:3164386
Vieste	id=g:3164387
Vidor	id=g:3164388
Vidoni	id=g:3164389
Vidiuno	id=g:3164390
Vidigulfo	id=g:3164391
Vidiciatico	id=g:3164392
Poggio Vicuccio	id=g:3164393
Vicovaro	id=g:3164394
Vico Soprano	id=g:3164395
Vicopisano	id=g:3164396
Vico nel Lazio	id=g:3164397
Vicomoscano	id=g:3164398
Vico Mezzano	id=g:3164399
Vicomero	id=g:3164400
Vicomarino	id=g:3164401
Vicolungo	id=g:3164402
Vicolo Rancolfo	id=g:3164403
Vicoli	id=g:3164404
Santuario di Vicoforte	id=g:3164405
Vicofertile	id=g:3164406
Vico Equense	id=g:3164407
Vico d'Elsa	id=g:3164408
Vico del Gargano	id=g:3164409
Vico d'Arbia	id=g:3164410
Vico Canavese	id=g:3164411
Vicobellignano	id=g:3164412
Punta Vico	id=g:3164413
Lago di Vico	id=g:3164414
Vico	id=g:3164415
Vico	id=g:3164416
Viciomaggio	id=g:3164417
Provincia di Vicenza	id=g:3164418
Vicenza	id=g:3164419
Viceno	id=g:3164420
Vicchiomaggio	id=g:3164421
Vicchio	id=g:3164422
Vicarello	id=g:3164423
Rio Vicano	id=g:3164424
Vicanino	id=g:3164425
Vicalvi	id=g:3164426
Vic	id=g:3164427
Torrente Vibrata	id=g:3164428
Vibonati	id=g:3164429
Viboldone	id=g:3164430
Viaverde	id=g:3164431
Viarolo	id=g:3164432
Viareggio	id=g:3164433
Viano	id=g:3164434
Viana	id=g:3164435
Passo di Viamaggio	id=g:3164436
Viamaggio	id=g:3164437
Fosso Viaggio	id=g:3164438
Via di Mezzo di Sopra	id=g:3164439
Viadana	id=g:3164440
Viadana	id=g:3164441
Scolo Viacerba	id=g:3164442
Vho	id=g:3164443
Fiume Vezzola	id=g:3164444
Vezzola	id=g:3164445
Vezzola	id=g:3164446
Vezzola	id=g:3164447
Vezzena	id=g:3164448
Fosso Vezzarella	id=g:3164449
Vezzano sul Crostolo	id=g:3164450
Vezzano Ligure	id=g:3164451
Vezzano	id=g:3164452
Vezzano	id=g:3164453
Vezzano	id=g:3164454
Vezzano	id=g:3164455
Cima della Vezzana	id=g:3164456
Vezza d'Oglio	id=g:3164457
Torrente Vezza	id=g:3164458
Vezza	id=g:3164459
Vetulonia	id=g:3164460
Monte Vettore	id=g:3164461
Vetto	id=g:3164462
Vettica Maggiore	id=g:3164463
Vetta le Croci	id=g:3164464
Cavo Vettabbia	id=g:3164465
Vetriolo	id=g:3164466
Vetriolo	id=g:3164467
Vetriano	id=g:3164468
Fosso Vetrialla Mensanese	id=g:3164469
Fosso Vetrialla	id=g:3164470
Vetrego	id=g:3164471
Vetralla	id=g:3164472
Vetrale	id=g:3164473
Fiume Vetra	id=g:3164474
Vetozza	id=g:3164475
Monte Veticoso	id=g:3164476
Vetice	id=g:3164477
Serra Veticara	id=g:3164478
Fosso Vetere Nuovo	id=g:3164479
Canale Vetere di Baratta	id=g:3164480
Vesuvius	id=g:3164481
Vestone	id=g:3164482
Vestignè	id=g:3164483
Vestignano	id=g:3164484
Vestenanova	id=g:3164485
Vessalico	id=g:3164486
Vessa	id=g:3164487
Vespolate	id=g:3164488
Vespignano	id=g:3164489
Vesime	id=g:3164490
Vescovile	id=g:3164491
Vescovato	id=g:3164492
Vescovana	id=g:3164493
Vescona	id=g:3164494
Vesciano	id=g:3164495
Vescia	id=g:3164496
Torrente Vesca	id=g:3164497
Vesallo	id=g:3164498
Verzuolo	id=g:3164499
Verzuno	id=g:3164500
Vervò	id=g:3164501
Verucchio	id=g:3164502
Monte Veruca	id=g:3164503
Vertova	id=g:3164504
Torrente Vertola	id=g:3164505
Vertemate con Minoprio	id=g:3164506
Vertaglia	id=g:3164507
Versilia	id=g:3164508
Fosso le Versegge	id=g:3164509
Versciaco di Sopra	id=g:3164510
Versa	id=g:3164511
Monte Verruzzo	id=g:3164512
Monte Verrutoli	id=g:3164513
Verrua Siccomario	id=g:3164514
Verrone	id=g:3164515
Monte Verro	id=g:3164516
Torrente Verrino	id=g:3164517
Verri	id=g:3164518
Verrès	id=g:3164519
Verrecchie	id=g:3164520
Verratti	id=g:3164521
Verrand	id=g:3164522
Veronella	id=g:3164523
Stazione Verona Porta Vescovo	id=g:3164524
Stazione Verona Porta Nuova	id=g:3164525
Provincia di Verona	id=g:3164526
Verona	id=g:3164527
Veroli	id=g:3164528
Verolengo	id=g:3164529
Verolavecchia	id=g:3164530
Verolanuova	id=g:3164531
Vernole	id=g:3164532
Vernio	id=g:3164533
Vernets	id=g:3164534
Vernazza	id=g:3164535
Vernate	id=g:3164536
Vernasca	id=g:3164537
Vernante	id=g:3164538
Vermolera	id=g:3164539
Vermiglio	id=g:3164540
Vermezzo	id=g:3164541
Torrente Vermenagna	id=g:3164542
Vermegliano	id=g:3164543
Verica	id=g:3164544
Monte Vergozze	id=g:3164545
Monte Vergnano	id=g:3164546
Monte Vergine	id=g:3164547
Vergiate	id=g:3164548
Vergiano	id=g:3164549
Verghereto	id=g:3164550
Vergelle	id=g:3164551
Vergato	id=g:3164552
Torrente Vergatello	id=g:3164553
Verezzo	id=g:3164554
Monte Verdone	id=g:3164555
Monte Verdi	id=g:3164556
Verdello	id=g:3164557
Lago Verde	id=g:3164558
Grotta Verde	id=g:3164559
Fiume Verde	id=g:3164560
Capo Verde	id=g:3164561
Vercurago	id=g:3164562
Verchiano	id=g:3164563
Provincia di Vercelli	id=g:3164564
Vercelli	id=g:3164565
Verceia	id=g:3164566
Provincia Verbano-Cusio-Ossola	id=g:3164567
Öfnerjoch	id=g:3164568
Verago	id=g:3164569
Venzone	id=g:3164570
Torrente Venzonazza	id=g:3164571
Venturina	id=g:3164572
Punta Ventroso	id=g:3164573
Monte Ventrino	id=g:3164574
Fosso Ventre di Bue	id=g:3164575
Isola Ventotene	id=g:3164576
Ventotene	id=g:3164577
Ventoso	id=g:3164578
Punta Ventosa	id=g:3164579
Ventosa	id=g:3164580
Monte Vento	id=g:3164581
Ventimiglia	id=g:3164582
Torrente Ventia	id=g:3164583
Poggio dei Venti	id=g:3164584
Rio Ventena	id=g:3164585
Rio Ventena	id=g:3164586
Ventaroli	id=g:3164587
Vens	id=g:3164588
Monte Venosu	id=g:3164589
Val Venosta	id=g:3164590
Fiumara di Venosa	id=g:3164591
Venosa	id=g:3164592
Fiume Venna	id=g:3164593
Veniera	id=g:3164594
Stazione Venezia Santa Lucia	id=g:3164596
Stazione Venezia Mestre	id=g:3164597
Stazione Venezia Marittima	id=g:3164598
Provincia di Venezia	id=g:3164600
Fosso Venezia	id=g:3164601
Venezia	id=g:3164602
Venice	id=g:3164603
Regione del Veneto	id=g:3164604
Laguna Veneta	id=g:3164605
Monte Venere	id=g:3164606
Fosso Venella	id=g:3164607
Venegono Superiore	id=g:3164608
Venegono Inferiore	id=g:3164609
Vendrello	id=g:3164610
Vendoglio	id=g:3164611
Vendaso	id=g:3164612
Monte Venda	id=g:3164613
Venasca	id=g:3164614
Venas	id=g:3164615
Venarotta	id=g:3164616
Venaria Reale	id=g:3164617
Venapiccola	id=g:3164618
Venamartello	id=g:3164619
Venaus	id=g:3164620
Venafro	id=g:3164621
Forchetta del Venacquaro	id=g:3164622
Rio Vena	id=g:3164623
Canale di Vena	id=g:3164624
Canale della Vena	id=g:3164625
Velva	id=g:3164626
Velturno - Feldthurns	id=g:3164627
Fosso Vellora	id=g:3164628
Vellezzo Bellini	id=g:3164629
Velletri	id=g:3164630
Velletri	id=g:3164631
