Ali Muhammad Buhar	id=g:1184661
Dalāsi	id=g:1333567
Maddi Khelānwāla	id=g:1333568
Dharālāwāla	id=g:1333569
Zamāniwāla Toba	id=g:1333570
Manzūrwāla	id=g:1333571
Ismāīlwāla	id=g:1333572
Hāji Khelānwāla	id=g:1333573
Muzaffar Khelānwāla	id=g:1333574
Adam Khelānwāla	id=g:1333575
Dhidiānwāla	id=g:1333576
Biruli Yārokhel	id=g:1333577
Ghalballīānwāla	id=g:1333578
Punu Khelānwāla	id=g:1333579
Chhaboranwāla	id=g:1333580
Jorānwāla	id=g:1333581
Jaurīānwāla Minor	id=g:1333582
Dhor Yārūwāla	id=g:1333583
Biruli Muhārānwāla	id=g:1333584
Mehr Khānwāla	id=g:1333585
Bairam Khelānwāla	id=g:1333586
Khabārānwāla	id=g:1333587
Hīrānwāla	id=g:1333588
Domez Distributary	id=g:1333589
Husainwāla	id=g:1333590
Ahmadwāla	id=g:1333591
Sohrābwāla Toba	id=g:1333592
Mawāzwāla	id=g:1333593
Masti Khelānwāla	id=g:1333594
Fateh Khān	id=g:1333595
Dalīlīwāla	id=g:1333596
Abdul Sattārwāla	id=g:1333597
Ahmadwāla Distributary	id=g:1333598
Bhiryunwāla	id=g:1333599
Gulbāzwāla	id=g:1333600
Ālam Khānwāla	id=g:1333602
Chittawatta	id=g:1333603
Ahmadwāla	id=g:1333604
Pallāh	id=g:1333605
Quraish	id=g:1333606
Samandwāla Railway Station	id=g:1333607
Māchhīwāla	id=g:1333608
Samandiwāla	id=g:1333609
Bāgh	id=g:1333610
Garang Nāla	id=g:1333611
Palluwāla	id=g:1333612
Sujān	id=g:1333613
Dillewāli	id=g:1333614
Lūni Nāla	id=g:1333615
Kabīr Shāhwāla	id=g:1333616
Chāh Khalīlwāla	id=g:1333617
Kakyānwāla	id=g:1333618
Ayāzwāla	id=g:1333619
Mānjhiwāla	id=g:1333620
Buri Khel	id=g:1333621
Dandi	id=g:1333622
Khāwajābād Sharif	id=g:1333623
Kabīrwāla Distributary	id=g:1333624
Wattuānwāla	id=g:1333625
Muhmammad Khānwāla Toba	id=g:1333626
Muhammadwāla	id=g:1333627
Mawāzwāla	id=g:1333628
Ustādwāla	id=g:1333629
Khandwa Nāla	id=g:1333630
Khawās Khelānwala	id=g:1333631
Mīr Khānwāla	id=g:1333632
Larkakki	id=g:1333633
Sarīn	id=g:1333634
Sarīn Nāla	id=g:1333635
Lāla Kandao	id=g:1333636
Bullock Ridge	id=g:1333637
Narai Ghar	id=g:1333638
Wurmando Mela	id=g:1333639
Wulo Mela	id=g:1333640
Marwandai Khwār	id=g:1333641
Takhta Beg Khwār	id=g:1333642
Medanak Khwār	id=g:1333643
Medanak Dand	id=g:1333644
Tanga Nao	id=g:1333645
Lashora	id=g:1333646
Dando Khwār	id=g:1333647
Spīn Rag	id=g:1333648
Ghundai Sar	id=g:1333649
Mālai Khwār	id=g:1333650
Chīno Khwār	id=g:1333651
Chaura Khwār	id=g:1333652
Naula Garhi	id=g:1333653
Lāshora Khwār	id=g:1333654
Sre Khule Khwār	id=g:1333655
Waran Ghundai	id=g:1333656
Jāmīr Talao	id=g:1333657
Gudar Khwār	id=g:1333658
Captain Kili	id=g:1333659
Garhi	id=g:1333660
Kuki Khel	id=g:1333661
Manzai Khwār	id=g:1333662
Bādshāh Gul Kili	id=g:1333663
Sangar Kili	id=g:1333664
Mulla Garhi	id=g:1333665
Shīna Kili	id=g:1333666
Patwār	id=g:1333667
Umar Khān Garhi	id=g:1333668
Garhi Haji Abdul Manan	id=g:1333669
Panapal Kandao	id=g:1333670
Spelanai Kandao	id=g:1333671
Khwano Sar	id=g:1333672
Tāj Muhammad Garhi	id=g:1333673
Muhammad Khān Burj	id=g:1333674
Chingai Nao	id=g:1333675
Loe Khwār	id=g:1333676
Garhi Mohmand	id=g:1333677
Pai Nao Kandao	id=g:1333678
Bar Tārtara	id=g:1333679
Multāni Sar	id=g:1333680
Gurgurra Kandao	id=g:1333681
Kundian Khwār	id=g:1333682
Sarekhwa Kili	id=g:1333683
Niza Warai	id=g:1333698
Mulla Garhi	id=g:1333699
Ghiljiāno Bānda	id=g:1333700
Bara Darra	id=g:1333701
Khungai Kandao	id=g:1333702
Kambela Khwār	id=g:1333703
Kūz Tārtara	id=g:1333704
Mammānri Sar	id=g:1333705
Ghakhai Kandao	id=g:1333706
Baso Garhai Kili	id=g:1333707
Zamakka Bāro	id=g:1333708
Paindai Lalma	id=g:1333709
Jangzai Khwār	id=g:1333710
Ūkhāno Khwār	id=g:1333711
Loe Khwār	id=g:1333712
Zagai Sar	id=g:1333713
Maddu Kili	id=g:1333714
Zem Koruna	id=g:1333715
Hākim Khān Kili	id=g:1333716
Ghilji Kili	id=g:1333717
Sher Ali Kor	id=g:1333718
Gara	id=g:1333719
Tamāsh Khān Garhi	id=g:1333720
Yārghanjai Kili	id=g:1333721
Chūr Khal	id=g:1333722
Dabbar	id=g:1333723
Nāhkai Kandao	id=g:1333724
Mullāgori	id=g:1333725
Jāwara Mena	id=g:1333726
Tor Sargai	id=g:1333727
Spera Ghar	id=g:1333728
Adam Khel Kili	id=g:1333729
Adam Khel Charkha	id=g:1333730
Hindu Kasai	id=g:1333731
Kanron Dheri	id=g:1333732
Amān Gul Kili	id=g:1333733
Qaiāgai	id=g:1333734
Chandan Qila	id=g:1333735
Fateh Kili	id=g:1333736
Kūz Kūchiān	id=g:1333737
Bar Kūchiān	id=g:1333738
Hindko Kili	id=g:1333739
Shaikh Wāhla Canal	id=g:1333740
Khat Kili	id=g:1333741
Kudai	id=g:1333742
Nāhkal Sar	id=g:1333743
Mīrak Kandao	id=g:1333744
Shahīd Mena	id=g:1333745
Kam Shilman	id=g:1333746
Spīna Tigga	id=g:1333747
Shaikh Palosai	id=g:1333748
Zergai	id=g:1333749
Kegdai Shaga	id=g:1333750
Tor Patai	id=g:1333751
Chingai Khwār	id=g:1333752
Ragha Khwār	id=g:1333753
Madat Khān Kili	id=g:1333754
Muhammad Azīm Kili	id=g:1333755
Nawāb Sāhib Kili	id=g:1333756
Ali Muhammad Kili	id=g:1333757
Umed Kili	id=g:1333758
Urāna Qila	id=g:1333759
Sarparāz Kili	id=g:1333760
Bandai	id=g:1333761
Kūz Kili	id=g:1333762
Manznao Kandao	id=g:1333763
Dabbarkal Sar	id=g:1333764
Garai Nao	id=g:1333765
Ūgda	id=g:1333766
Bolinda	id=g:1333767
Hasār Nao	id=g:1333768
Garang Nao	id=g:1333769
Rahīm Mena	id=g:1333770
Ismāīl Kili	id=g:1333771
Karerai	id=g:1333772
Juma Khān Kili	id=g:1333773
Kashi Kor	id=g:1333774
Dab Kor	id=g:1333775
Jang Kili	id=g:1333776
Zara Bāla	id=g:1333777
Kudai	id=g:1333778
Jahangirpura	id=g:1333779
Chargule Pāyan	id=g:1333780
Adozai River	id=g:1333781
Tarpano Sar	id=g:1333782
Lalukal Kandao	id=g:1333783
Shilmān Khula	id=g:1333784
Azam Kandao	id=g:1333785
Sur Ghund	id=g:1333786
Haidar Khān Nao	id=g:1333787
Pākhan Kili	id=g:1333788
Chīno Khwār	id=g:1333789
Qabuli Kili	id=g:1333790
Rawal Kor	id=g:1333791
Rahīm Kor	id=g:1333792
Shāl Kili	id=g:1333793
Ashar Kor	id=g:1333794
Zarīp Kor	id=g:1333795
Raza Khān Kili	id=g:1333796
Angūr Kili	id=g:1333797
Mīr Bāgh Kili	id=g:1333798
Sāhibzāda Kili	id=g:1333799
Yakha Tāra	id=g:1333800
Sarobai Khwār	id=g:1333801
Khuni Dand	id=g:1333802
Khso Kamar	id=g:1333803
Haidar Khān Kili	id=g:1333804
Haidar Khān	id=g:1333805
Ghaza Bānda	id=g:1333806
Chingai Bānda	id=g:1333807
Umar Bānda Khwār	id=g:1333808
Sharmakh Dand Nao	id=g:1333809
Khatki	id=g:1333810
Kui Kili	id=g:1333811
Tarkhai Khwār	id=g:1333812
Zarīf Kor	id=g:1333813
Sāleh Kor	id=g:1333814
Rekhai Mena Khwār	id=g:1333815
Pitao Kili	id=g:1333816
Shāh Ālam Tsili	id=g:1333817
Matīn	id=g:1333818
Darwazgai	id=g:1333819
Shine Ghunda	id=g:1333820
Miān Nūr Kili	id=g:1333821
Sara	id=g:1333822
Sara Mena	id=g:1333823
Sarobai	id=g:1333824
Ziguh Sar	id=g:1333825
Spin Jumāt Nao	id=g:1333826
Garang Khwār	id=g:1333827
Tarakzai	id=g:1333828
Mamo Sain Mena Khwār	id=g:1333829
Zara Ghāra	id=g:1333830
Jūnai Khwār	id=g:1333831
Shakar Ghund	id=g:1333832
Rangina Ghundai	id=g:1333833
Sarkai Tsapparai	id=g:1333834
Khwādāk Kor	id=g:1333835
Rekhai Mena Kili	id=g:1333836
Landai Tangi	id=g:1333837
Karerai Kandao	id=g:1333838
Darwāzgai Khwār	id=g:1333839
Ghulo Ghund	id=g:1333840
Wazīr Kor	id=g:1333841
Tor Kandao	id=g:1333842
Shpalki Sar	id=g:1333843
Garangai Kandao	id=g:1333844
Shanelo Khwār	id=g:1333845
Mego Kats	id=g:1333846
Katar Dand	id=g:1333847
Khwaga Khwār	id=g:1333848
Tangi Sar	id=g:1333849
Malkāna Bānda	id=g:1333850
Reg Mena	id=g:1333851
Rāghzi	id=g:1333852
Eka Ghund	id=g:1333853
Spaimai Danda	id=g:1333854
Khāri Garhi	id=g:1333855
Hasan Garhi	id=g:1333856
Budni Canal	id=g:1333857
Jhuggi	id=g:1333858
Dheri	id=g:1333859
Jabba	id=g:1333860
Samdhu Garhi	id=g:1333862
Garhi Rājkol	id=g:1333863
Garhi Ghulām Rasūl	id=g:1333864
Kandi Dheri	id=g:1333865
Shīonki Garhi	id=g:1333866
Muzaffar Khān Garhi	id=g:1333867
Dawa	id=g:1333868
Garhi Fāzil	id=g:1333869
Garhi Suhbat Khān	id=g:1333870
Nasāpa Surkh	id=g:1333871
Nāzir Garhi	id=g:1333872
Jūi Zardād Khān Canal	id=g:1333873
Bānda Dāmān	id=g:1333874
Jabba	id=g:1333875
Kandar	id=g:1333876
Dāg	id=g:1333877
Narai Khwār	id=g:1333878
Amīr Khān Garhi	id=g:1333879
Choli Bāla	id=g:1333880
Choli Pāyān	id=g:1333881
Garhi Taiyab	id=g:1333882
Garhi Khazana	id=g:1333883
Nasāpa Bāla	id=g:1333884
Nasāpa	id=g:1333885
Zakhi Miāna	id=g:1333886
Zakhi Chār Bāgh	id=g:1333887
Jabba	id=g:1333888
Zakhi Kono	id=g:1333889
Mūmin Garhi	id=g:1333890
Sāhibokai	id=g:1333891
Bānda Kānreza	id=g:1333892
Shaikh Kili	id=g:1333893
Obazai	id=g:1333894
Khāngul Garhi	id=g:1333895
Nisatta Bānda	id=g:1333896
Pushtisag	id=g:1333897
Kandar	id=g:1333898
Pīr Kili	id=g:1333899
Garhi Miāngān	id=g:1333900
Āgra Bāla	id=g:1333901
Āgra Miāna	id=g:1333902
Indko Garhi	id=g:1333903
Saeedābād	id=g:1333904
Prāng	id=g:1333905
Bādīn	id=g:1333906
Kudai	id=g:1333907
Gulābād	id=g:1333908
Dang Lakhta Bāla	id=g:1333909
Turkai	id=g:1333910
Niāmi	id=g:1333911
Saiyidān Dheri	id=g:1333912
Kandai	id=g:1333913
Qāzi Khel	id=g:1333914
Garhi Hamīd Gul	id=g:1333915
Hakīm Khān	id=g:1333916
Khālo Qala	id=g:1333917
Muhammad Khān Bānda	id=g:1333918
Shaka Qila	id=g:1333919
Subhān	id=g:1333920
Adezai	id=g:1333921
Tawānai	id=g:1333922
Shaikhān	id=g:1333923
Katiāla	id=g:1333924
Bāmozai	id=g:1333925
Palo Dheri	id=g:1333926
Kudai	id=g:1333927
Kheshko	id=g:1333928
Spīnawarai	id=g:1333929
Shaikhān	id=g:1333930
Miāngān Kili	id=g:1333931
Fīroz Kili	id=g:1333932
Juma Khān Kili	id=g:1333933
Shaikhān	id=g:1333934
Yāghai Pāyān	id=g:1333935
Dheri Ata Muhammad	id=g:1333936
Aliān Dheri	id=g:1333937
Tarkha	id=g:1333938
Torāpāna	id=g:1333939
Ghamai	id=g:1333940
Māshrem	id=g:1333941
Malūk Kili	id=g:1333942
Kūdai Kili	id=g:1333943
Saro Kili	id=g:1333944
Michni Canal	id=g:1333945
Pīrkāla	id=g:1333946
Hakīm	id=g:1333947
Yāghīband	id=g:1333948
Karkāni	id=g:1333949
Kandar	id=g:1333950
Biro Chikkar	id=g:1333951
Shahai	id=g:1333952
Chaptai	id=g:1333953
Mīna	id=g:1333954
Shāmbor Nāla	id=g:1333955
Dheri Abdul Majīd	id=g:1333956
Nimāre Bāba Ziārat	id=g:1333957
Bangla	id=g:1333958
Khair Bandi Ghundai	id=g:1333959
Shankargarh	id=g:1333960
Mardāna	id=g:1333961
Zaragonda	id=g:1333962
Bācha Sāhib Garhi	id=g:1333963
Adād Khel	id=g:1333964
Dāmān	id=g:1333965
Jālu Bānda	id=g:1333966
Khwāja Bānda	id=g:1333967
Ālmir	id=g:1333968
Mansoka	id=g:1333969
Mirāte	id=g:1333970
Bānda	id=g:1333971
Miān Īsa	id=g:1333972
Khobai	id=g:1333973
Kandai	id=g:1333974
Mathra Kona	id=g:1333975
Dāgai Khālad Khān	id=g:1333976
Kāka Khel Dheri	id=g:1333977
Kili Hāji	id=g:1333978
Shaikhāno Nāo	id=g:1333979
Purdil Khān	id=g:1333980
Bhatiārān	id=g:1333981
Ijāra Korūna	id=g:1333982
Gad Bāno	id=g:1333983
Qalandar Korūna	id=g:1333984
Shīrīn Khān Korūna	id=g:1333985
Askaru Dheri	id=g:1333986
Mulla Sarki	id=g:1333987
Jalāl Hādi	id=g:1333988
Sher Jān Korūna	id=g:1334000
Spīnwāri	id=g:1334077
Madār Shāh	id=g:1334080
Mirābād	id=g:1334082
Bajauri Korūna	id=g:1334083
Mehtar Kili	id=g:1334084
Hisāra Nāla	id=g:1334085
Sher Ali	id=g:1334086
Kandar	id=g:1334087
Nāzar Korūna	id=g:1334088
Ahmad Khān	id=g:1334089
Saiyid Ahmad	id=g:1334090
Tambolak	id=g:1334091
Umra	id=g:1334092
Abdul Haq Kili	id=g:1334100
Ahmad Khān	id=g:1334101
Wali Khān	id=g:1334102
Akhūn Jān	id=g:1334103
Shāh Munīr	id=g:1334104
Muhd Rāz Kili	id=g:1334105
Kuragh Minor	id=g:1334108
Kandar Kili	id=g:1334119
Khattak Narai	id=g:1334121
Mīr Jān	id=g:1334123
Muhammad Ismāīl Korūna	id=g:1334132
Nāib Khān Korūna	id=g:1334139
Kopar	id=g:1334196
Zandai Kili	id=g:1334197
Dosara Distributary	id=g:1334198
Nāmbaraian	id=g:1334199
Iliās Distributary	id=g:1334200
Sāri Bahlol	id=g:1334201
Sāduddin	id=g:1334202
Dumāme	id=g:1334203
Ziārat Korūna	id=g:1334204
Mīr Shāh	id=g:1334205
Kalpāni Distributary	id=g:1334206
Chargo Kili	id=g:1334207
Shāhzāda Jahāngīr	id=g:1334208
Sharīf	id=g:1334209
Jolāgān Korūna	id=g:1334210
Ali Jān Kili	id=g:1334211
Awazi Khān Korūna	id=g:1334212
Jamdar Korūna	id=g:1334213
Ināyatullāh	id=g:1334214
Soīnwāri Branch	id=g:1334215
Mīr Hasan Korūna	id=g:1334216
Dilbar Korūna	id=g:1334217
Said Mahmūd Korūna	id=g:1334218
Sabar Gul Korūna	id=g:1334219
Redi Korūna	id=g:1334220
Jāral Kili	id=g:1334221
Miān Korūna	id=g:1334222
Kopar	id=g:1334223
Tahsīldār Miān Korūna	id=g:1334224
Ahmadābād	id=g:1334225
Iliās	id=g:1334226
Gul Zamān	id=g:1334227
Shāhi Khān	id=g:1334228
Mīr Ahmad	id=g:1334229
Shāh Miān Kili	id=g:1334230
Amīn Khān	id=g:1334231
Chandai	id=g:1334232
Narai	id=g:1334233
Akbar Khān	id=g:1334234
Pīr Bādshāh	id=g:1334235
Bāghi Shāh	id=g:1334236
Lakka Tega	id=g:1334237
Jolāgān	id=g:1334238
Fatehābād	id=g:1334239
Ajab Khān	id=g:1334240
Bāqar Shāh	id=g:1334241
Abdul Matīn	id=g:1334242
Hindu Kili	id=g:1334243
Amīn Khān Korūna	id=g:1334244
Kāmrān	id=g:1334245
Shaikh Kili	id=g:1334246
Miān Kili	id=g:1334247
Hukmat Korūna	id=g:1334248
Shaikhābād	id=g:1334249
Pīrān Kili	id=g:1334250
Shurmān	id=g:1334251
Qāzi Kili	id=g:1334252
Kamālzai	id=g:1334253
Arbi Kili	id=g:1334254
Baghiāri Khwār	id=g:1334255
Nūrān Shāh Kili	id=g:1334256
Zaidullāh Korūna	id=g:1334257
Obed Kili	id=g:1334258
Ali Jān Korūna	id=g:1334259
Jolāgān Koruna	id=g:1334260
Gul Mīr	id=g:1334261
Jān Gul Korūna	id=g:1334262
Sarki Kashrān	id=g:1334263
Islām Gul Koruna	id=g:1334264
Sādullāh Jān Korūna	id=g:1334265
Jolaābād	id=g:1334266
Zarif Korūna	id=g:1334267
Bādshāh	id=g:1334268
Garu Shāh	id=g:1334269
Narai Kili	id=g:1334270
Miān Kili	id=g:1334271
Sastaābād	id=g:1334272
Narai Qila	id=g:1334273
Takht-i Bhāi	id=g:1334274
Chorlak	id=g:1334275
Dewar	id=g:1334276
Umar Khān Kili	id=g:1334277
Ghunda Khel	id=g:1334278
Gulāb Shāh Korūna	id=g:1334279
Banor Shāh	id=g:1334280
Mādūl Koruna	id=g:1334281
Kashmir	id=g:1334282
Tor Dheri	id=g:1334283
Redūn	id=g:1334284
Sanga	id=g:1334285
Ghantol	id=g:1334286
Dandao	id=g:1334287
Qamargai	id=g:1334288
Saiyid Qalamuddīn Miān	id=g:1334289
Bāzgul Kili	id=g:1334290
Akbar Khān	id=g:1334291
Ganjāi	id=g:1334292
Sarfat Korūna	id=g:1334293
Sābat Khān	id=g:1334294
Kandari Kili	id=g:1334295
Gulā Nūr	id=g:1334296
Landkhwār	id=g:1334297
Saidābād	id=g:1334298
Amīrābād Distributary	id=g:1334299
Sardār Korūna	id=g:1334300
Hisāra Kasan Ali Qila	id=g:1334301
Hisāra Zahūruddīn Korūna	id=g:1334302
Shāh Said Korūna	id=g:1334303
Lāl Saiyid Korūna	id=g:1334304
Azīm Miān Korūna	id=g:1334305
Sadullāh Miān Korūna	id=g:1334306
Amir Gul	id=g:1334307
Muhammad Husain	id=g:1334308
Sarāi	id=g:1334309
Saiyid Hanīf	id=g:1334310
Dherai	id=g:1334311
Namās Korūna	id=g:1334312
Saduliāl	id=g:1334313
Arsha Khān	id=g:1334314
Aulas Khān	id=g:1334315
Alaf Khān	id=g:1334316
Parkho Ibrāhim	id=g:1334317
Sardār Khān	id=g:1334318
Jangal	id=g:1334319
Mukhtār	id=g:1334320
Denīwāl	id=g:1334321
Usai Ghundai	id=g:1334322
Hazrat Korūna	id=g:1334323
Mughal Khān	id=g:1334324
Miān Kili	id=g:1334325
Kasūna	id=g:1334326
Kāgān	id=g:1334327
Muhammadji Kōrūna	id=g:1334328
Shāh Ālam Korūna	id=g:1334329
Āhingar Kili	id=g:1334330
Hāji Korūna	id=g:1334331
Jolagān Kili	id=g:1334332
Alam Tān Korūna	id=g:1334333
Bāri Bandān Saiyidān	id=g:1334334
Hari Chand Distributary	id=g:1334335
Akram Khān	id=g:1334336
Gulpur	id=g:1334337
Abdul Khān	id=g:1334338
Gul Zamān Khān	id=g:1334339
Tembu Kili	id=g:1334340
Hazrat Shāh	id=g:1334341
Muhammad Kili	id=g:1334342
Karīm Kili	id=g:1334343
Nemat	id=g:1334344
Jānān Korūna	id=g:1334345
Nāsāpal	id=g:1334346
Chehal Bala	id=g:1334347
Kūz Chehal	id=g:1334348
Didār Korūna	id=g:1334349
Pīr Saddo Distributary	id=g:1334350
Ghanu Minor	id=g:1334351
Bāzo Dheri	id=g:1334352
Sharīf Korūna	id=g:1334353
Kālu Khān	id=g:1334354
Zarifi	id=g:1334355
Saādat Khān	id=g:1334356
Jaur	id=g:1334357
Gad Bāno	id=g:1334358
Gul Zamān Khān	id=g:1334359
Gannu Dhari	id=g:1334360
Landi Shāh	id=g:1334361
Bar Chehal	id=g:1334362
Utmānzai	id=g:1334363
Bar Spalmai	id=g:1334364
Kūz Spalmai	id=g:1334365
Sharīf Dheri Minor	id=g:1334366
Pīr Korūna	id=g:1334367
Jumma Khān	id=g:1334368
Andāz Khān	id=g:1334369
Lāli Korūna	id=g:1334370
Fazal Shāh	id=g:1334371
Amān Shāh	id=g:1334372
Zarīfi	id=g:1334373
Sher Shāh	id=g:1334374
Rīdi Khān Bānda	id=g:1334375
Anjan	id=g:1334376
Guli	id=g:1334377
Uch Khwār	id=g:1334378
Land Khwār	id=g:1334379
Khezo	id=g:1334380
Faizābād	id=g:1334381
Baezai	id=g:1334382
Pāo	id=g:1334383
Qutbgarh Minor	id=g:1334384
Burhani Jor	id=g:1334385
Nūr Khān Jor	id=g:1334386
Kachi Kopar	id=g:1334387
Landi Shāh Khwār	id=g:1334388
Shergarh Minor	id=g:1334389
Jalāla Distributary	id=g:1334390
Hathiān Minor	id=g:1334391
Spokanda Distributary	id=g:1334392
Kodar	id=g:1334393
Ghargo Kandah	id=g:1334394
Kālu Branch	id=g:1334395
Bahrām Dheri	id=g:1334396
Heru Shāh	id=g:1334397
Mulla Misri	id=g:1334398
Āshqi Bānda	id=g:1334399
Afzal Dheri	id=g:1334400
Shingrai Minor	id=g:1334401
Kharo Godar	id=g:1334402
Madāri Korūna	id=g:1334403
Sālu Bānda	id=g:1334404
Dundia Distributary	id=g:1334405
Narai Obo	id=g:1334406
Zarīfo Bāba	id=g:1334407
Sarkai	id=g:1334408
Chehal Bānda	id=g:1334409
Māizri Khwār	id=g:1334410
Sidrījor	id=g:1334411
Bāma Kandah	id=g:1334412
Bādi Khwār	id=g:1334413
Ziām Kandah	id=g:1334414
Kālu Shāh Distributary	id=g:1334415
Samrānīzai	id=g:1334416
Garhi Khwār	id=g:1334417
Khāngarhi	id=g:1334418
Jirgo Ghundai	id=g:1334419
Mūsa Mena	id=g:1334420
Wazirābad	id=g:1334421
Mirdi Bānda	id=g:1334422
Mūsa Bāba Ziārat	id=g:1334423
Gul Maqām	id=g:1334424
Pitao	id=g:1334425
Pitao Ghar	id=g:1334426
Mālo Ghar	id=g:1334427
Amīn Jabu Khel	id=g:1334428
Tor Khān Wāli Wāll	id=g:1334429
Ayāz Khān	id=g:1334430
Bhānjan Paru	id=g:1334431
Abdul Karīm Shāh	id=g:1334432
Umar Panju Khel	id=g:1334433
Khuda Bakhsh	id=g:1334434
Shāikh Khuda Bakhsh	id=g:1334435
Azīm	id=g:1334436
Kāla Rām	id=g:1334437
Bāghbān Bānda	id=g:1334438
Chikkar Bānda	id=g:1334439
Raza Khān	id=g:1334440
Sarūp Singh	id=g:1334441
Sāhibdād Khān	id=g:1334442
Zafar Mama Khel	id=g:1334443
Sarwar Mama Khel	id=g:1334444
Nār Bakhmal Ādmazāi	id=g:1334445
Samand Adam Zai	id=g:1334446
Malla Khel	id=g:1334447
Haidar	id=g:1334448
Najīb	id=g:1334449
Ghulām Ali Samta	id=g:1334450
Imām Dīn Kili	id=g:1334451
Muhammad Khān	id=g:1334452
Mīr Salām Bānda	id=g:1334453
Addowagai Nāla	id=g:1334454
Saīn Nāla	id=g:1334455
Nār Jadīd Superlai	id=g:1334456
Sultān Mahmūd	id=g:1334457
Kachkot Canal	id=g:1334458
Mithu Ghazni Khel	id=g:1334459
Je Rām Garh	id=g:1334460
Muslim Bāgh	id=g:1334461
Khān Khei	id=g:1334462
Nār Hardho Shāh	id=g:1334463
Sarfarāz Landka	id=g:1334464
Kalla Khān	id=g:1334465
Sardār Singh	id=g:1334466
Marmandi Multān	id=g:1334467
Marmandi Nahr	id=g:1334468
Azīm	id=g:1334469
Sahib Khān	id=g:1334470
Sher Khān Īsa Khel	id=g:1334471
Khasor Nāla	id=g:1334472
Langar Maidād Khel	id=g:1334473
Sāhibdād Bego Khel	id=g:1334474
Abbās Khān	id=g:1334475
Nār Abu Samand	id=g:1334476
Saiyidābād	id=g:1334477
Allahdād Mughal Khel	id=g:1334478
Joha	id=g:1334479
Darki Ālam Shāh Khel	id=g:1334480
Abdullah Khān	id=g:1334481
Marwat	id=g:1334482
Maghāra Akram Khān	id=g:1334483
Mangla Nāla	id=g:1334484
Shināwa Nāla	id=g:1334485
Sher Khan	id=g:1334486
Bakhtiār Khan	id=g:1334487
Foujdār	id=g:1334488
Sikandar Khān	id=g:1334489
Chandu Rām	id=g:1334490
Sher Muhammad Kili	id=g:1334491
Saiyid Khān Sharīf Khel	id=g:1334492
Shāhmadu Dau Khel	id=g:1334493
Shakhāl Khel	id=g:1334494
Meh Shāh Khel	id=g:1334495
Sherdil Khān	id=g:1334496
Malla Khel	id=g:1334497
Mush Bānda	id=g:1334498
Maghāra Nāla	id=g:1334499
Mehrdil	id=g:1334500
Maulādād	id=g:1334501
Nār Hāfizābād	id=g:1334502
Pāri Kalai	id=g:1334503
Katāmīr Wazīr	id=g:1334504
Naghrīwālā	id=g:1334505
Bakhtiyar Khān	id=g:1334506
Menjraj	id=g:1334507
Dilāsa Shāh	id=g:1334508
Akhundān Bānda	id=g:1334509
Mīr Hassan	id=g:1334510
Mīr Khawāza	id=g:1334511
Bānda Mīr Khawāja	id=g:1334512
Nāriwā Nāla	id=g:1334513
Torigi Wazīr	id=g:1334514
Kaster Bānda	id=g:1334515
Muzaffar Khān	id=g:1334516
Michan Khān	id=g:1334517
Kotka Ghulām	id=g:1334518
Bandar Kalai	id=g:1334519
Bānda Pāi	id=g:1334520
Landi Jālandhar	id=g:1334521
Astar Nāriwa Nāla	id=g:1334522
Īsa Khel	id=g:1334523
Bānda Jangli Khel	id=g:1334524
Kari Dhand	id=g:1334525
Slāmir Bānda	id=g:1334526
Momīn Khel	id=g:1334527
Kamar Dīn	id=g:1334528
Rāibat	id=g:1334529
Shodi	id=g:1334530
Sirki Khel	id=g:1334531
Mīryān Kalla	id=g:1334532
Patol Khel	id=g:1334533
Mīna Khel	id=g:1334534
Zarīn Bānda	id=g:1334535
Barat Khel	id=g:1334536
Ayāz	id=g:1334537
Jahāngīr	id=g:1334538
Pirān	id=g:1334539
Watan Khān	id=g:1334540
Pezwanda Kalla	id=g:1334541
Bodāk	id=g:1334542
Khāna Woz	id=g:1334543
Sarlai Nāla	id=g:1334544
Mīr Akbar Kalla	id=g:1334545
Jalandar Shāh	id=g:1334546
Āya Khān	id=g:1334547
Dandi	id=g:1334548
Bānda Tūrkhel	id=g:1334549
Samand	id=g:1334550
Shamshi Khel	id=g:1334551
Shāh Nawā	id=g:1334552
Multān Sirki Khel	id=g:1334553
Nakīm Gul	id=g:1334554
Gadi Tap	id=g:1334555
Topan Kalla	id=g:1334556
Budīn Khel	id=g:1334557
Sirki Khel	id=g:1334558
Derre Piāri Kalla	id=g:1334559
Shaikh Payao Kalla	id=g:1334560
Azīm Kalla Jadīd	id=g:1334561
Wodīn Kalla	id=g:1334562
Odīn Shāh Kalla	id=g:1334563
Yaqūbi Bānda	id=g:1334564
Adhami Nāla	id=g:1334565
Sāda Khel	id=g:1334566
Tarkhoba Nāla	id=g:1334567
Wedān	id=g:1334568
Māle Khān Kalla	id=g:1334569
Shamīr Khel	id=g:1334570
Balīch Khel	id=g:1334571
Chitta Khel	id=g:1334572
Muhammad Khān Kalla	id=g:1334573
Ayūb Khān Kalla	id=g:1334574
Kotka Ainullah Khān	id=g:1334575
Kotka Hāji Zar Khān Kalla	id=g:1334576
Meuzi	id=g:1334577
Wazīr Kala	id=g:1334578
Hakīm Khān Kalla	id=g:1334579
Kotka Abdullah Jān	id=g:1334580
Gula Khān	id=g:1334581
Kotka Mushārab	id=g:1334582
Banochi Kalla	id=g:1334583
