Kalalella	id=g:1242308
Ganearamba	id=g:1245965
Gane	id=g:1245966
Gandura Point	id=g:1245967
Gandura Bay	id=g:1245968
Gandara Wewa	id=g:1245969
Gandara West	id=g:1245970
Gandarawatta	id=g:1245971
Gandaragoda	id=g:1245972
Gandara Ela	id=g:1245973
Gandara Ela	id=g:1245974
Gandara East	id=g:1245975
Gana Wewa	id=g:1245976
Ganawatte	id=g:1245977
Ganapanthiya	id=g:1245978
Ganapalla	id=g:1245979
Ganankete Wewa	id=g:1245980
Ganankete	id=g:1245981
Ganankete	id=g:1245982
Ganankete	id=g:1245983
Ganankete	id=g:1245984
Ganankete	id=g:1245985
Ganangomuwa Wewa	id=g:1245986
Ganangomuwa	id=g:1245987
Ganangolla	id=g:1245988
Ganangolla	id=g:1245989
Ganakatapitiye Wewa	id=g:1245990
Ganahimulla	id=g:1245991
Gamwasama	id=g:1245992
Gampolawela	id=g:1245993
Gampola Watta	id=g:1245994
Gampola Kumbukwewa	id=g:1245995
Gampolagedara	id=g:1245996
Gampola Ela	id=g:1245997
Gampola Amunukole	id=g:1245998
Gampola	id=g:1245999
Gampola	id=g:1246000
Gampalawalakada	id=g:1246001
Gampaha Pahalagama	id=g:1246002
Gampaha Medagama	id=g:1246003
Gampaha Ihalagama	id=g:1246004
Gampaha District	id=g:1246005
Gampaha Alutgama	id=g:1246006
Gampaha	id=g:1246007
Gampaha	id=g:1246008
Gampaha	id=g:1246009
Gammunukumbura	id=g:1246010
Gammulla	id=g:1246011
Gammikkanda	id=g:1246012
Gammedde Oya	id=g:1246013
Gammeddegoda	id=g:1246014
Gammeddegoda	id=g:1246015
Gammedda	id=g:1246016
Gammedda	id=g:1246017
Gammedapitiya	id=g:1246018
Gammedagama	id=g:1246019
Gammanpila	id=g:1246020
Gammanagoda	id=g:1246021
Gammana	id=g:1246022
Gammana	id=g:1246023
Gammahegewewa	id=g:1246024
Gammaduwawatta	id=g:1246025
Gammaduwa	id=g:1246026
Gamkele	id=g:1246027
Game Wewa	id=g:1246028
Game Wewa	id=g:1246029
Gamewela	id=g:1246030
Gamekumbura	id=g:1246031
Gammikkanda	id=g:1246032
Gamagoda	id=g:1246033
Gambura Oya	id=g:1246034
Gambirigas Wewa	id=g:1246035
Gambirigas Wewa	id=g:1246036
Gambirigas Wewa	id=g:1246037
Gambirigaswewa	id=g:1246038
Gambirigaswewa	id=g:1246039
Gambirigaswewa	id=g:1246040
Gambirigaswewa	id=g:1246041
Gambirigaswewa	id=g:1246042
Gamberiyagaswewa	id=g:1246043
Gambedda	id=g:1246044
Gamayagama	id=g:1246045
Gamawewa	id=g:1246046
Gamawella	id=g:1246047
Gamathanthirigama Wewa	id=g:1246048
Gamatantirigama	id=g:1246049
Gamaralagegama	id=g:1246050
Gamangedara	id=g:1246051
Gamakanda	id=g:1246052
Gamakanda	id=g:1246053
Gama Kanda	id=g:1246054
Gamagoda	id=g:1246055
Gamagewatugoda	id=g:1246056
Gamagepetta	id=g:1246057
Gamagekandawatta	id=g:1246058
Gamagegoda	id=g:1246059
Gamagegoda	id=g:1246060
Gamaetigama	id=g:1246061
Gama Ela	id=g:1246062
Gama Ara	id=g:1246063
Galwiragollewa	id=g:1246064
Galwewa Pahala	id=g:1246065
Galwewa Ihala	id=g:1246066
Galwewa Agare	id=g:1246067
Galwewa	id=g:1246068
Gal Wewa	id=g:1246069
Gal Wewa	id=g:1246070
Gal Wewa	id=g:1246071
Gal Wewa	id=g:1246072
Gal Wewa	id=g:1246073
Gal Wewa	id=g:1246074
Gal Wewa	id=g:1246075
Gal Wewa	id=g:1246076
Gal Wewa	id=g:1246077
Gal Wewa	id=g:1246078
Gal Wewa	id=g:1246079
Galwewa	id=g:1246080
Galwewa	id=g:1246081
Galwewa	id=g:1246082
Galwewa	id=g:1246083
Galwewa	id=g:1246084
Galwewa	id=g:1246085
Galwewa	id=g:1246086
Galwewa	id=g:1246087
Galwewa	id=g:1246088
Galwewa	id=g:1246089
Galwetiyaya	id=g:1246090
Galwetiya Wewa	id=g:1246091
Galwetiya	id=g:1246092
Galwetikanda	id=g:1246093
Galwelawatta	id=g:1246094
Galweheragama	id=g:1246095
Galwehera	id=g:1246096
Galways Land Sanctuary	id=g:1246097
Galwattahena	id=g:1246098
Galwatiyakanda	id=g:1246099
Galwarama	id=g:1246100
Galwangedipola	id=g:1246101
Galwangedihena	id=g:1246102
Galwanatte Wewa	id=g:1246103
Galwana	id=g:1246104
Galwale Kandura	id=g:1246105
Galwalegammane Pelessa	id=g:1246106
Galwale Ela	id=g:1246107
Galwalatota	id=g:1246108
Galwalapitiya	id=g:1246109
Galwalalla	id=g:1246110
Galwala Kandura	id=g:1246111
Galwalahenewatta	id=g:1246112
Galwalagoda	id=g:1246113
Galwala Ara	id=g:1246114
Galwala	id=g:1246115
Galwala	id=g:1246116
Galwak Ela	id=g:1246117
Galwaka	id=g:1246118
Galwaiawatta	id=g:1246119
Galwagare	id=g:1246120
Galwagarawa	id=g:1246121
Galwaduwagama	id=g:1246122
Galwaduwagama	id=g:1246123
Galwaduwagama	id=g:1246124
Galwaduwagama	id=g:1246125
Galwadukumbura	id=g:1246126
Galwadugoda	id=g:1246127
Galwadugama	id=g:1246128
Galwadiya	id=g:1246129
Gal Vihare	id=g:1246130
Galussa	id=g:1246131
Galulla	id=g:1246132
Galuke	id=g:1246133
Galukagama	id=g:1246134
Galugoda	id=g:1246135
Galu Gala	id=g:1246136
Galudupita	id=g:1246137
Galua	id=g:1246138
Galtumbe	id=g:1246139
Galtuduwa	id=g:1246140
Galtude	id=g:1246141
Galtude	id=g:1246142
Galtotamulla	id=g:1246143
Galtota Ela	id=g:1246144
Galtibba Wewa	id=g:1246145
Gal Thorana	id=g:1246146
Galthihenewewa	id=g:1246147
Galsiyambala Tree	id=g:1246148
Galsiyambalakanda	id=g:1246149
Galserugala	id=g:1246150
Galpotukanda	id=g:1246151
Galpotteyaya	id=g:1246152
Galpottewala	id=g:1246153
Galpottewala	id=g:1246154
Galpottepola	id=g:1246155
Galpottegoda	id=g:1246156
Galpottegama	id=g:1246157
Galpottawila	id=g:1246158
Galpottawala	id=g:1246159
Galpottawala	id=g:1246160
Galpota	id=g:1246161
Galpola	id=g:1246162
Galpola	id=g:1246163
Galpola	id=g:1246164
Galpokuno	id=g:1246165
Gal Pokuna	id=g:1246166
Gal Pokuna	id=g:1246167
Gal Pokuna	id=g:1246168
Galpokuna	id=g:1246169
Galpodiyawa Ela	id=g:1246170
Galpitiye Wewa	id=g:1246171
Galpitiya	id=g:1246172
Galpita Wewa	id=g:1246173
Galpennuma	id=g:1246174
Galpelessa	id=g:1246175
Galpeela	id=g:1246176
Galpaya	id=g:1246177
Galpaya	id=g:1246178
Galpaya	id=g:1246179
Galpaya	id=g:1246180
Galpawe	id=g:1246181
Galpathaha	id=g:1246182
Galpata	id=g:1246183
Galpata	id=g:1246184
Gal Pare	id=g:1246185
Galpanuwa Wewa	id=g:1246186
Galpanawa	id=g:1246187
Galpaluma	id=g:1246188
Galpallelanda	id=g:1246189
Galpaihena	id=g:1246190
Galpahura Point	id=g:1246191
Galpahehena	id=g:1246192
Galpadiyewa	id=g:1246193
Gal Oya South-West Sanctuary	id=g:1246194
Galoya Proposed Forest Reserve	id=g:1246195
Gal Oya National Park	id=g:1246196
Galoya Junction	id=g:1246197
Gal Oya Dam	id=g:1246198
Gal Oya	id=g:1246199
Gal Oya	id=g:1246200
Gal Oya	id=g:1246201
Gal Oya	id=g:1246202
Gal Oya	id=g:1246203
Galoya	id=g:1246204
Galoluwa	id=g:1246205
Galoba	id=g:1246206
Galoba	id=g:1246207
Galnewa	id=g:1246208
Galmuruwa	id=g:1246209
Galmuruwa	id=g:1246210
Galmulla	id=g:1246211
Galmulla	id=g:1246212
Galmulla	id=g:1246213
Galmukalane	id=g:1246214
Galmuguruwa	id=g:1246215
Galmudathuduwa	id=g:1246216
Galmudamulla	id=g:1246217
Galmitiyan Wewa	id=g:1246218
Galmediyawa	id=g:1246219
Galmoda Wewa	id=g:1246220
Galmeda	id=g:1246221
Galmangoda	id=g:1246222
Galmanduwa	id=g:1246223
Galmala Kulam	id=g:1246224
Galmaduwagama	id=g:1246225
Galmaduwa	id=g:1246226
Galmaduwa	id=g:1246227
Galmaduwa	id=g:1246228
Galmaduwa	id=g:1246229
Galmadu Oya	id=g:1246230
Galmadu Kulam	id=g:1246231
Galmadu Anicut	id=g:1246232
Galmadu	id=g:1246233
Galmadu	id=g:1246234
Gallukada Wewa	id=g:1246235
Gallowayknowe	id=g:1246236
Galloville	id=g:1246237
Galloola	id=g:1246238
Gallodai Aru	id=g:1246239
Gallodai	id=g:1246240
Gallinna	id=g:1246241
Gallinna	id=g:1246242
Gallindawewa	id=g:1246243
Gallindamulla	id=g:1246244
Gallindakanda	id=g:1246245
Gallinda	id=g:1246246
Gallinda	id=g:1246247
Gallinda	id=g:1246248
Gallewe Wewa	id=g:1246249
Galle Wewa	id=g:1246250
Gallewa Wewa	id=g:1246251
Gallewa Wewa	id=g:1246252
Gallewa	id=g:1246253
Gallewa	id=g:1246254
Gallewa	id=g:1246255
Gallewa	id=g:1246256
Gallewa	id=g:1246257
Gallewa	id=g:1246258
Gallewa	id=g:1246259
Gallewa	id=g:1246260
Gallewa	id=g:1246261
Galle Ulankulama	id=g:1246262
Gallene Wewa	id=g:1246263
Gallenawatta	id=g:1246264
Gallenawatta	id=g:1246265
Gallena Vihare	id=g:1246266
Gallenamulla	id=g:1246267
Gallenakanda	id=g:1246268
Gallenakanda	id=g:1246269
Gallenagedara	id=g:1246270
Gallelletota	id=g:1246271
Galellagama	id=g:1246272
Gallella	id=g:1246273
Gallella	id=g:1246274
Gallella	id=g:1246275
Gallella	id=g:1246276
Gallela	id=g:1246277
Gallekelle	id=g:1246278
Gallehera	id=g:1246279
Gallehepitiya	id=g:1246280
Gallehepitiya	id=g:1246281
Gallehemulla	id=g:1246282
Galle Harbour	id=g:1246283
Gallegoda Wewa	id=g:1246284
Gallegoda	id=g:1246285
Gallegoda	id=g:1246286
Gallegedara	id=g:1246287
Gallegama Dewale	id=g:1246288
Gallegama	id=g:1246289
Galle Ela	id=g:1246290
Galle Ela	id=g:1246291
Galle District	id=g:1246292
Gallebodde	id=g:1246293
Galle	id=g:1246294
Galla Wewa	id=g:1246295
Gallawatta	id=g:1246296
Gallawatta	id=g:1246297
Gallawa Ela	id=g:1246298
Gallawa	id=g:1246299
Gallawa	id=g:1246300
Gallassapola	id=g:1246301
Gallantenne	id=g:1246302
Gallala	id=g:1246303
Gallahawatta	id=g:1246304
Gallagara	id=g:1246305
Galla	id=g:1246306
Galkuliya Wewa	id=g:1246307
Galkuliya	id=g:1246308
Galkulama Wewa	id=g:1246309
Galkulama Wewa	id=g:1246310
Galkulama Wewa	id=g:1246311
Galkulama Tirappane	id=g:1246312
Galkulama	id=g:1246313
Galkulama	id=g:1246314
Galkulama	id=g:1246315
Galkulama	id=g:1246316
Galkulama	id=g:1246317
Galkulama	id=g:1246318
Golkotuwa	id=g:1246319
Galkotuwa	id=g:1246320
Galkissa	id=g:1246321
Galkiriyagama	id=g:1246322
Galkeeriyagama	id=g:1246323
Galketti Ara	id=g:1246324
Galketiyegama	id=g:1246325
Galketiye Ara	id=g:1246326
Galketiyagama Wewa	id=g:1246327
Galketiyagama	id=g:1246328
Galketiya	id=g:1246329
Galketiya	id=g:1246330
Galketiya	id=g:1246331
Galketiya	id=g:1246332
Galketiya	id=g:1246333
Galketiwela	id=g:1246334
Galketimulla	id=g:1246335
Galketigedara	id=g:1246336
Galketigama	id=g:1246337
Galketawembuwa	id=g:1246338
Galkaranda	id=g:1246339
Galkerakanda	id=g:1246340
Galkeradiwela	id=g:1246341
Galkeppu Wewa	id=g:1246342
Galkanu Wewa	id=g:1246343
Galkandewatte	id=g:1246344
Galkandewa	id=g:1246345
Galkandewa	id=g:1246346
Galkandegoda	id=g:1246347
Galkandegama	id=g:1246348
Galkandegama	id=g:1246349
Galkandegama	id=g:1246350
Galkandegama	id=g:1246351
Galkandegama	id=g:1246352
Galkandegama	id=g:1246353
Galkandegama	id=g:1246354
Galkanda Wewa	id=g:1246355
Galkanda Number One	id=g:1246356
Galkandamulla	id=g:1246357
Galkandagoda	id=g:1246358
Galkanda	id=g:1246359
Galkanda	id=g:1246360
Galkanda	id=g:1246361
Galkanda	id=g:1246362
Galkanda	id=g:1246363
Galkallayagama Wewa	id=g:1246364
Galkalla Wewa	id=g:1246365
Galkaduwa West	id=g:1246366
Galkaduwa East	id=g:1246367
Galkaduwa	id=g:1246368
Galkaduwa	id=g:1246369
Galkaduwa	id=g:1246370
Galkadulla Ela	id=g:1246371
Galkaduwa	id=g:1246372
Galkadawela	id=g:1246373
Galkadawela	id=g:1246374
Galkadawela	id=g:1246375
Galkadawala Wewa	id=g:1246376
Galkadawala	id=g:1246377
Hali Galkadawala	id=g:1246378
Galkadawala	id=g:1246379
Galkadawala	id=g:1246380
Galkadawala	id=g:1246381
Galkadawala	id=g:1246382
Galkadawala	id=g:1246383
Galkadawala	id=g:1246384
Galkadawala	id=g:1246385
Galkada Ara	id=g:1246386
Galissapitiya	id=g:1246387
Galimbura	id=g:1246388
Galigamuwa Oya	id=g:1246389
Galigamuwa	id=g:1246390
Galigamuwa	id=g:1246391
Galia Wewa	id=g:1246392
Galhoruwewa	id=g:1246393
Galhorawe Wewa	id=g:1246394
Galhiriyawa Wewa	id=g:1246395
Galhinna	id=g:1246396
Galhinna	id=g:1246397
Galhena	id=g:1246398
Galheeriya	id=g:1246399
Galgomuwa	id=g:1246400
Kuda Galgomuwa	id=g:1246401
Galgomuwa	id=g:1246402
Galgomuwa	id=g:1246403
Galgomuwa	id=g:1246404
Galgomuwa	id=g:1246405
Galgodiyana	id=g:1246406
Galgodella	id=g:1246407
Galgodapilla	id=g:1246408
Galgoda Kanda	id=g:1246409
Galgodagama	id=g:1246410
Galgoda-Araluwinna	id=g:1246411
Galgoda	id=g:1246412
Galgoda	id=g:1246413
Galgiriyawa	id=g:1246414
Galgewela	id=g:1246415
Galgawatte	id=g:1246416
Galge Wala	id=g:1246417
Galge Vihara	id=g:1246418
Galgediyawa	id=g:1246419
Galgedewala	id=g:1246420
Galgedamana	id=g:1246421
Galge Block	id=g:1246422
Galge	id=g:1246423
Galge	id=g:1246424
Galgapitiya Wewa	id=g:1246425
Galgamuwa Wewa	id=g:1246426
Galgamuwa Wewa	id=g:1246427
Galgamuwa	id=g:1246428
Galgamuwa	id=g:1246429
Galgomuwa	id=g:1246430
Galgammulla	id=g:1246431
Galgama	id=g:1246432
Gale Wewa	id=g:1246433
Gale Wewa	id=g:1246434
Galewewa	id=g:1246435
Galewewa	id=g:1246436
Galewewa	id=g:1246437
Galewela Tank	id=g:1246438
Galewela	id=g:1246439
Galewatte	id=g:1246440
Galewatta	id=g:1246441
Galewalpola	id=g:1246442
Galewalpola	id=g:1246443
Galetumba	id=g:1246444
Galensindunuwewa	id=g:1246445
Galenda	id=g:1246446
Galenbindunu Wewa	id=g:1246447
Galenbindunu Wewa	id=g:1246448
Galenbindunuwewa	id=g:1246449
Galenbindunuwewa	id=g:1246450
Galenbindunuwewa	id=g:1246451
Galenbindunuwewa	id=g:1246452
Galenbindunuwewa	id=g:1246453
Galenbindunuwewa	id=g:1246454
Galenbindunuwewa	id=g:1246455
Galenbindunuwewa	id=g:1246456
Pahala Galenbindunu Wewa	id=g:1246457
Galenbenda Wewa	id=g:1246458
Galelletota	id=g:1246459
Galella	id=g:1246460
Galella	id=g:1246461
Galekoluwawatta	id=g:1246462
Galegoda Kumbukwewa	id=g:1246463
Galegoda	id=g:1246464
Galegama	id=g:1246465
Galegama	id=g:1246466
Galedanda	id=g:1246467
Galeba	id=g:1246468
Galearawa	id=g:1246469
Galduwa	id=g:1246470
Galduwa	id=g:1246471
Galdunupitiya	id=g:1246472
Galdola	id=g:1246473
Galderawatta	id=g:1246474
Galdeniyagama	id=g:1246475
Galdeniya	id=g:1246476
Galcodahena	id=g:1246477
Galborella	id=g:1246478
Galboku Oya	id=g:1246479
Galbokkegama	id=g:1246480
Galbokka Point	id=g:1246481
Galbokka	id=g:1246482
Galbokka	id=g:1246483
Galbokka	id=g:1246484
Galbokka	id=g:1246485
Galbokaya	id=g:1246486
Galbode	id=g:1246487
Galboda Oya	id=g:1246488
Galboda Kanda	id=g:1246489
Galabadagama	id=g:1246490
Galboda Dagaba	id=g:1246491
Galboda	id=g:1246492
Galboda	id=g:1246493
Galboda	id=g:1246494
Galboda	id=g:1246495
Galboda	id=g:1246496
Galboda	id=g:1246497
Galboda	id=g:1246498
Galbindinaela	id=g:1246499
Galbendi Wila	id=g:1246500
Galbendi Neeravia Ruins	id=g:1246501
Galayaya	id=g:1246502
Galayatakanatta	id=g:1246503
Galayagama	id=g:1246504
Galayagama	id=g:1246505
Gala Wewa	id=g:1246506
Gala Wewa	id=g:1246507
Galawewa	id=g:1246508
Galawewa	id=g:1246509
Galawewa	id=g:1246510
Galawewa	id=g:1246511
Galawela Kandura	id=g:1246512
Galawatte	id=g:1246513
Galawadiya	id=g:1246514
Galawachchakuliya	id=g:1246515
Galawachchakuliya	id=g:1246516
Galaudakanda	id=g:1246517
Galaudahena	id=g:1246518
Galauda	id=g:1246519
Galathura	id=g:1246520
Galatuduwa	id=g:1246521
Galatombuwa	id=g:1246522
Galatharaya	id=g:1246523
Galatenwewa	id=g:1246524
Galatenwewa	id=g:1246525
Galatenwatta	id=g:1246526
Galatenpokuna	id=g:1246527
Galatare	id=g:1246528
Galatara	id=g:1246529
Galatanwewa	id=g:1246530
Galatabeniwewa	id=g:1246531
Galatabendi Wewa	id=g:1246532
Galatabendi Wewa	id=g:1246533
Galatabendi Wewa	id=g:1246534
Galatabendiwewa	id=g:1246535
Galatabendiwewa	id=g:1246536
Galatha	id=g:1246537
Galata	id=g:1246538
Gal Ara	id=g:1246539
Galapotha Wewa	id=g:1246540
Galapitiyagama	id=g:1246541
Galapitiya	id=g:1246542
Galapita Wewa	id=g:1246543
Galapita Wewa	id=g:1246544
Galapita Wewa	id=g:1246545
Galapita Wewa	id=g:1246546
Galapita Wewa	id=g:1246547
Galapita Wewa	id=g:1246548
Galapitawewa	id=g:1246549
Galapitawewa	id=g:1246550
Galapitawewa	id=g:1246551
Galapitawela	id=g:1246552
Galapitamulla	id=g:1246553
Galapitamada	id=g:1246554
Galapitamada	id=g:1246555
Galapitamada	id=g:1246556
Galapitakanda	id=g:1246557
Galapitakanda	id=g:1246558
Galapitagama	id=g:1246559
Galapitagama	id=g:1246560
Galapitagama	id=g:1246561
Galapitagala Ara	id=g:1246562
Galapitagala	id=g:1246563
Galapitagala	id=g:1246564
Galapitagala	id=g:1246565
Galapilagama	id=g:1246566
Galapategala	id=g:1246567
Galapalyaya	id=g:1246568
Galapahalagama	id=g:1246569
Galaniha	id=g:1246570
Galandanayehena Ruins	id=g:1246571
Galanda	id=g:1246572
Golanambu Wewa	id=g:1246573
Galamune Wewa	id=g:1246574
Galamune Wewa	id=g:1246575
Galamuna	id=g:1246576
Galamuna	id=g:1246577
Galamuduna	id=g:1246578
Galamola Ara	id=g:1246579
Galamella	id=g:1246580
Galamedatota	id=g:1246581
Galalura Ela	id=g:1246582
Galaliyadda	id=g:1246583
Galakumbura	id=g:1246584
Galakulugolla	id=g:1246585
Galahitiyawa Wewa	id=g:1246586
Galahitiyawa Wewa	id=g:1246587
Galahitiyawa	id=g:1246588
Galahitiyawa	id=g:1246589
Galahitiyawa	id=g:1246590
Galahitiyawa	id=g:1246591
Galahitiyawa	id=g:1246592
Galahitiyawa	id=g:1246593
Galahitiyawa	id=g:1246594
Galahitiyawa	id=g:1246595
Galahitiyawa	id=g:1246596
Galahitiyagoda	id=g:1246597
Galahitiyagama	id=g:1246598
Galahitiyagama	id=g:1246599
Galahitiyagama	id=g:1246600
Galahitiyagama	id=g:1246601
Galahitiya	id=g:1246602
Galahitiya	id=g:1246603
Galahitigama	id=g:1246604
Galahenkanda	id=g:1246605
Galahena	id=g:1246606
Galaha Forest Reserve	id=g:1246607
Galaha	id=g:1246608
Galaha Group	id=g:1246609
Galagoda Ela	id=g:1246610
Galagoda	id=g:1246611
Galagediyaya	id=g:1246612
Galagederagama Wewa	id=g:1246613
Galagedaragama	id=g:1246614
Galagedaragama	id=g:1246615
Galagedara	id=g:1246616
Galagedara	id=g:1246617
Galagedara	id=g:1246618
Galagedara	id=g:1246619
Galagedara	id=g:1246620
Galagedara	id=g:1246621
Galagedara	id=g:1246622
Galagedara	id=g:1246623
Galagedara	id=g:1246624
Galagawa Wewa	id=g:1246625
Galagawawatta	id=g:1246626
Galagawa	id=g:1246627
Galagammulla	id=g:1246628
Galagammedda Wewa	id=g:1246629
Galagama	id=g:1246630
Galagama Falls	id=g:1246631
Galagama	id=g:1246632
Galagama	id=g:1246633
Galagama	id=g:1246634
Galdeniya	id=g:1246635
Udagaladeniya	id=g:1246636
Galabodawatta	id=g:1246637
Galabodagama	id=g:1246638
Galaboda	id=g:1246639
Galaboda	id=g:1246640
Galabedde	id=g:1246641
Galabawa	id=g:1246642
Galabadagama	id=g:1246643
Gajaneggama	id=g:1246644
Gajanayakagama	id=g:1246645
Gaiyala Wewa	id=g:1246646
Gaiyala	id=g:1246647
Gailella Kotaliya	id=g:1246648
Gaia Wewa	id=g:1246649
Gahalagaswewa	id=g:1246650
Gadolweka	id=g:1246651
Gadolgoda	id=g:1246652
Gadaladeniya	id=g:1246653
Gadadessa	id=g:1246654
Godadehigolla	id=g:1246655
Gabbelawatta	id=g:1246656
Gabbela	id=g:1246657
Gabbela	id=g:1246658
Gabbela	id=g:1246659
Gabbella	id=g:1246660
Gabbala	id=g:1246661
Gabbala	id=g:1246662
Gabadawidiya	id=g:1246663
Gabadagoda	id=g:1246664
Gabadagama	id=g:1246665
Fullerton	id=g:1246666
Fruithill	id=g:1246667
Frotoft	id=g:1246668
Frogmore	id=g:1246669
Friedland	id=g:1246670
Friar’s Hood	id=g:1246671
Freshwater	id=g:1246672
French Point	id=g:1246673
French Pass	id=g:1246674
Freds Ruhe	id=g:1246675
Franklands	id=g:1246676
Franklands	id=g:1246677
Francewatta	id=g:1246678
Foul Point Light House	id=g:1246679
Foul Point	id=g:1246680
Foul Point	id=g:1246681
Foul Point	id=g:1246682
Fort Ostenburg	id=g:1246683
Fort Frederick	id=g:1246684
Fort Eyrie	id=g:1246685
Fort	id=g:1246686
Fort	id=g:1246687
Forres	id=g:1246688
Forest Hill	id=g:1246689
Forest Hill	id=g:1246690
Forest Hill	id=g:1246691
Forest Creek	id=g:1246692
Fordyce	id=g:1246693
Ford Pool	id=g:1246694
Flowerdew	id=g:1246695
Flores	id=g:1246696
Florence	id=g:1246697
Florence	id=g:1246698
Flensberg	id=g:1246699
Flagstaff Point	id=g:1246700
Fishery Harbour	id=g:1246701
Fisherman’s Corner	id=g:1246702
Fisherman Rocks	id=g:1246703
Finzean	id=g:1246704
Figland	id=g:1246705
Fieldview	id=g:1246706
Fetteresso	id=g:1246707
Ferriby	id=g:1246708
Fernlands	id=g:1246709
Ferndale	id=g:1246710
Ferndale	id=g:1246711
Fermoyle	id=g:1246712
Ferham	id=g:1246713
Fellside	id=g:1246714
Fassifern West	id=g:1246715
Fassifern East	id=g:1246716
Fankerton	id=g:1246717
Faithlie	id=g:1246718
Fairlie Rocks	id=g:1246719
Fairlawn Falls	id=g:1246720
Fairlawn	id=g:1246721
Fair Field Colony	id=g:1246722
Fairfield	id=g:1246723
Fairfield	id=g:1246724
Fair Field	id=g:1246725
Eyrie	id=g:1246726
Eyakkachchi	id=g:1246727
Excelsior	id=g:1246728
Ewariyapelessa	id=g:1246729
Ewariwatta	id=g:1246730
Evunugalla	id=g:1246731
Etuwanmulla	id=g:1246732
Etungagoda	id=g:1246733
Etulkotte	id=g:1246734
Ethulgama	id=g:1246735
Ettukala	id=g:1246736
Ettrick	id=g:1246737
Ettotuwa	id=g:1246738
Ethipallawela	id=g:1246739
Ettinamarunutota	id=g:1246740
Ettiligoda	id=g:1246741
Ettie	id=g:1246742
Ettarakke Eliya	id=g:1246743
Ettapolla	id=g:1246744
Ettampitiya	id=g:1246745
Ettambawila	id=g:1246746
Ettalenadugala	id=g:1246747
Ettalawela	id=g:1246748
Ettalapitiya	id=g:1246749
Ettalapitiya	id=g:1246750
Ettaladiwela	id=g:1246751
Ettakokkavil Kulam	id=g:1246752
Ettabendiwewa	id=g:1246753
Etpitiya	id=g:1246754
Etpattiya	id=g:1246755
Etpantiya	id=g:1246756
Et Oya	id=g:1246757
Etoya	id=g:1246758
Etoya	id=g:1246759
Etowa	id=g:1246760
Etorahena	id=g:1246761
Eton	id=g:1246762
Etoluwa	id=g:1246763
Etnawala	id=g:1246764
Etnawala	id=g:1246765
Etmbawatta	id=g:1246766
Etkandura	id=g:1246767
Etkandawaka	id=g:1246768
Etiyawala	id=g:1246769
Etira Wewa	id=g:1246770
Etipola	id=g:1246771
Etinniwetunuwewa	id=g:1246772
Etiniwetunu Wewa	id=g:1246773
Etiniweticha Kandura	id=g:1246774
Etinimole	id=g:1246775
Etimole Wewa	id=g:1246776
Etimole Colony	id=g:1246777
Etimole	id=g:1246778
Etimole	id=g:1246779
Etimale	id=g:1246780
Etili Wewa	id=g:1246781
Etiliwewa	id=g:1246782
Etikukulupitiya	id=g:1246783
Etikehelgalla	id=g:1246784
Ethungama	id=g:1246785
Ethungahakotuwa	id=g:1246786
Ethpetiyawa Wewa	id=g:1246787
Ethpetiyagala	id=g:1246788
Ethiopia Shoal	id=g:1246789
Etheli Wewa	id=g:1246790
Etheliwela Kalapuwa	id=g:1246791
Etheliwela Eliya	id=g:1246792
Ethdathbendi Wewa	id=g:1246793
Ethbeddagala	id=g:1246794
Ethawedithiyapu Wala	id=g:1246795
Ethawedithiyapugala	id=g:1246796
Ethandamurippu Kulam	id=g:1246797
Ethabenda Wewa	id=g:1246798
Etgalmulla	id=g:1246799
Etgala	id=g:1246800
Etembagas Wewa	id=g:1246801
Eteera Wewa	id=g:1246802
Etebewela	id=g:1246803
Etbatuwa	id=g:1246804
Etawira Wewa	id=g:1246805
Etawiragollewa Kudagama	id=g:1246806
Etawiragollewa	id=g:1246807
Etawiragollewa	id=g:1246808
Etawewa	id=g:1246809
Ethawetunuwewa	id=g:1246810
Etawetunuwewa	id=g:1246811
Etawetunu Wewa	id=g:1246812
Etawetuna Wewa	id=g:1246813
Etaweerawewa	id=g:1246814
Etawa Reefs	id=g:1246815
Etawarawa	id=g:1246816
Etawalawatta	id=g:1246817
Etawaladanwatta	id=g:1246818
Etawala	id=g:1246819
Etawakwala	id=g:1246820
Etavil	id=g:1246821
Etaurulewa	id=g:1246822
Etapola	id=g:1246823
Etapodda Kulam	id=g:1246824
Etanwela	id=g:1246825
Etanamada	id=g:1246826
Etana	id=g:1246827
Etamulla	id=g:1246828
Etampola Mudiyansegegama	id=g:1246829
Etampola Ela	id=g:1246830
Etampola Mudiyansegama	id=g:1246831
Etametiya Wewa	id=g:1246832
Etamburugala	id=g:1246833
Etambegoda	id=g:1246834
Etambe	id=g:1246835
Etambawela	id=g:1246836
Etambahena	id=g:1246837
Etambagolla	id=g:1246838
Etambagaskada	id=g:1246839
Etambagaskada	id=g:1246840
Etambagahayaya	id=g:1246841
Etambagahawatta	id=g:1246842
Etambagaha Uraniya	id=g:1246843
Etambagahamulawatta	id=g:1246844
Etambagaha Ela	id=g:1246845
Etalvidda Wewa	id=g:1246846
Etallewa	id=g:1246847
Etale Kulam	id=g:1246848
Etalai	id=g:1246849
Etakumbura	id=g:1246850
Etikehellanda	id=g:1246851
Etakaduwa Proposed Forest Reserve	id=g:1246852
Etakada	id=g:1246853
