Mulligan Creek	id=g:5128141
Pine Bush	id=g:5131329
Pine Creek	id=g:5131330
Pine Creek	id=g:5131331
Pine Creek	id=g:5131332
Pine Creek	id=g:5131333
Pine Creek	id=g:5131334
Pine Creek	id=g:5131335
Pine Creek	id=g:5131336
Pine Creek	id=g:5131337
Pine Crest	id=g:5131338
Pine Crest Dunes	id=g:5131339
Pine Crest Sanatorium	id=g:5131340
Pine Grove	id=g:5131341
Pine Grove	id=g:5131342
Pine Grove	id=g:5131343
Pine Grove	id=g:5131344
Pine Grove	id=g:5131345
Pine Grove Cemetery	id=g:5131346
Pine Grove Cemetery	id=g:5131347
Pine Grove Cemetery	id=g:5131348
Pine Grove Cemetery	id=g:5131349
Pine Grove Cemetery	id=g:5131350
Pine Grove Cemetery	id=g:5131351
Pine Grove Cemetery	id=g:5131352
Pine Grove Cemetery	id=g:5131353
Pine Grove Cemetery	id=g:5131354
Pine Grove Cemetery	id=g:5131355
Pine Grove Creek	id=g:5131356
Pine Creek Swamp	id=g:5131357
Pine Grove School	id=g:5131358
Pine Grove School	id=g:5131359
Pine Grove School	id=g:5131360
Pine Hill	id=g:5131361
Pine Hill	id=g:5131362
Pine Hill	id=g:5131363
Pine Hill	id=g:5131364
Pine Hill	id=g:5131365
Pine Hill	id=g:5131366
Pine Hill	id=g:5131367
Pine Hill	id=g:5131368
Pine Hill	id=g:5131369
Pine Hill	id=g:5131370
Pine Hill	id=g:5131371
Pine Hill	id=g:5131372
Pine Hill	id=g:5131373
Pine Hill	id=g:5131374
Pine Hill	id=g:5131375
Pine Hill	id=g:5131376
Pine Hill	id=g:5131377
Pine Hill	id=g:5131378
Pine Hill	id=g:5131379
Pine Hill	id=g:5131380
Pine Hill	id=g:5131381
Pine Hill	id=g:5131382
Pine Hill	id=g:5131383
Pine Hill	id=g:5131384
Pine Hill	id=g:5131385
Pine Hill	id=g:5131386
Pine Hill	id=g:5131387
Pine Hill	id=g:5131388
Pine Hill Airport	id=g:5131389
Pine Hill Cemetery	id=g:5131390
Pine Hill Cemetery	id=g:5131391
Pine Hill Cemetery	id=g:5131392
Pine Hill Cemetery	id=g:5131393
Pine Hill Cemetery	id=g:5131394
Pine Hill Cemetery	id=g:5131395
Pine Hill Creek	id=g:5131396
Pine Grove Lake	id=g:5131397
Pine Hill School	id=g:5131398
Pine Hollow	id=g:5131399
Pine Hollow Country Club	id=g:5131400
Pine Hollow Creek	id=g:5131401
Pine Hill Pond	id=g:5131402
Pine Island	id=g:5131403
Pine Island	id=g:5131404
Pine Island	id=g:5131405
Pine Island	id=g:5131406
Pine Island	id=g:5131407
Pine Island	id=g:5131408
Pine Island	id=g:5131409
Pine Island	id=g:5131410
Pine Island Ditch	id=g:5131411
Pine Kill	id=g:5131412
Pine Island	id=g:5131413
Pine Lake	id=g:5131414
Pine Lake	id=g:5131415
Pine Lake	id=g:5131416
Pine Lake	id=g:5131417
Pine Lake	id=g:5131418
Pine Lake	id=g:5131419
Pine Lake	id=g:5131420
Pine Lake	id=g:5131421
Pine Lake	id=g:5131422
Pine Lake	id=g:5131423
Pine Lake Brook	id=g:5131424
Pine Knot Point	id=g:5131425
Pine Lakes	id=g:5131426
Pine Log Camp	id=g:5131427
Pine Marsh	id=g:5131428
Pine Marsh	id=g:5131429
Pine Meadow Brook	id=g:5131430
Pine Lake Camp	id=g:5131431
Pine Meadow Mountain	id=g:5131432
Pine Meadow Trail	id=g:5131433
Pine Meadows	id=g:5131434
Pine Meadows Creek	id=g:5131435
Pine Meadow Lake	id=g:5131436
Pine Mountain	id=g:5131437
Pine Mountain	id=g:5131438
Pine Mountain	id=g:5131439
Pine Mountain	id=g:5131440
Pine Mountain	id=g:5131441
Pine Mountain	id=g:5131442
Pine Mountain	id=g:5131443
Pine Mountain	id=g:5131444
Pine Mountain	id=g:5131445
Pine Mountain	id=g:5131446
Pine Mountain	id=g:5131447
Pine Mountain	id=g:5131448
Pine Mountain	id=g:5131449
Pine Mountain Branch	id=g:5131450
Pine Mountain	id=g:5131451
Pine Neck	id=g:5131452
Pine Neck	id=g:5131453
Pine Neck Point	id=g:5131454
Pine Orchard	id=g:5131455
Pine Peak	id=g:5131456
Pine Plains	id=g:5131457
Pine Plains	id=g:5131458
Pine Plains	id=g:5131459
Pine Plains Cemetery	id=g:5131460
Pine Plains Cemetery	id=g:5131461
Town of Pine Plains	id=g:5131462
Pine Point	id=g:5131463
Pine Point Brook	id=g:5131464
Pine Mountain Pond	id=g:5131465
Pine Pond	id=g:5131466
Pine Pond	id=g:5131467
Pine Pond	id=g:5131468
Pine Pond	id=g:5131469
Pine Pond	id=g:5131470
Pine Pond	id=g:5131471
Pine Pond	id=g:5131472
Pine Ridge	id=g:5131473
Pine Ridge	id=g:5131474
Pine Ridge	id=g:5131475
Pine Ridge Brook	id=g:5131476
Pine Point Casino	id=g:5131477
Pine Ridge Cemetery	id=g:5131478
Pine Ridge Cemetery	id=g:5131479
Pine Swamp	id=g:5131480
Pine Swamp	id=g:5131481
Pine Swamp	id=g:5131482
Pine Swamp	id=g:5131483
Pine Swamp	id=g:5131484
Pine Swamp	id=g:5131485
Pine Swamp	id=g:5131486
Pine Swamp	id=g:5131487
Pine Swamp Brook	id=g:5131488
Pine Ridge Cemetery	id=g:5131489
Pine Tavern	id=g:5131490
Pine Tree Island	id=g:5131491
Pine Tree Point Club	id=g:5131492
Pine Valley	id=g:5131493
Pine Valley	id=g:5131494
Pine Swamp Mountain	id=g:5131495
Pine Valley Campsite	id=g:5131496
Pine Valley Central School	id=g:5131497
Pine Wood Camp	id=g:5131498
Pine Wood Campground	id=g:5131499
Pine Woods	id=g:5131500
Pine Woods Cemetery	id=g:5131501
Pine Woods Church	id=g:5131502
Pine Woods School	id=g:5131503
Pinebrook	id=g:5131504
Pinebrook Heights	id=g:5131505
Pinebush Lake	id=g:5131506
Pinecliff Audubon Sanctuary	id=g:5131507
Pinehill Cemetery	id=g:5131508
Pinehurst Nursing Home	id=g:5131509
Pinehurst Resort	id=g:5131510
Pinehurst School	id=g:5131511
Pinehusrt Park	id=g:5131512
Pinelawn Cemetery	id=g:5131513
Pinelawn Station	id=g:5131514
Pines Bridge	id=g:5131515
Pines Brook	id=g:5131516
Pine Valley	id=g:5131517
Pines Brook Ridge	id=g:5131518
Pines Lookout Tower	id=g:5131519
Isle of Pines	id=g:5131520
The Pines	id=g:5131521
Pinesville	id=g:5131522
Pineview Cemetery	id=g:5131523
Pineville	id=g:5131524
Pinewood Cemetery	id=g:5131525
Pinewood Sanitarium	id=g:5131526
Piney Hill Cemetery	id=g:5131527
Piney Ridge	id=g:5131528
Piney Woods Preserve	id=g:5131529
Pingry Hill	id=g:5131530
Pingyp Mountain	id=g:5131531
Pink Cemetery	id=g:5131532
Pink Hill	id=g:5131533
Pink Hill	id=g:5131534
Pink Pond	id=g:5131535
Pink Street School	id=g:5131536
Pinkney Hill	id=g:5131537
Pinnacle	id=g:5131538
Pinnacle	id=g:5131539
Pinnacle	id=g:5131540
Pinnacle	id=g:5131541
Pinnacle	id=g:5131542
Pinnacle	id=g:5131543
Pinnacle Creek	id=g:5131544
Pines Brook Church	id=g:5131545
Pinnacle Hill	id=g:5131546
Pinnacle Hill	id=g:5131547
Pinnacle Point	id=g:5131548
Pinnacle Rock	id=g:5131549
The Pinnacle	id=g:5131550
The Pinnacle	id=g:5131551
The Pinnacle	id=g:5131552
The Pinnacle	id=g:5131553
The Pinnacle	id=g:5131554
The Pinnacle	id=g:5131555
The Pinnacle	id=g:5131556
The Pinnacle	id=g:5131557
The Pinnacle	id=g:5131558
The Pinnacle	id=g:5131559
The Pinnacle	id=g:5131560
Pins Creek	id=g:5131561
Pinnacle Hill	id=g:5131562
Pintler Cemetery	id=g:5131563
Piolis Brookside Airport	id=g:5131564
Pioneer Boat Club	id=g:5131565
Pioneer Burying Ground	id=g:5131566
Pioneer Cemetery	id=g:5131567
Pioneer Cemetery	id=g:5131568
Pioneer Cemetery	id=g:5131569
Pioneer Cemetery	id=g:5131570
Pioneer Cemetery	id=g:5131571
Pioneer Cemetery	id=g:5131572
Pioneer Cemetery	id=g:5131573
Pioneer Cemetery	id=g:5131574
Pioneer Salt Well	id=g:5131575
Pioneers Cemetery	id=g:5131576
Pipe Creek	id=g:5131577
Pipe Creek	id=g:5131578
Pintail Lane School	id=g:5131579
Piper Cemetery	id=g:5131580
Pipes Cove	id=g:5131581
Piping Brook	id=g:5131582
Pipe Line Trail	id=g:5131583
Pirates Island	id=g:5131584
Piseco	id=g:5131585
Piseco Airport	id=g:5131586
Piseco Lake	id=g:5131587
Piseco Mountain	id=g:5131588
Piseco Outlet	id=g:5131589
Piping Rock Country Club	id=g:5131590
Piser Hill	id=g:5131591
Mount Pisgah	id=g:5131592
Mount Pisgah	id=g:5131593
Mount Pisgah	id=g:5131594
Mount Pisgah	id=g:5131595
Mount Pisgah	id=g:5131596
Pitcairn	id=g:5131597
Town of Pitcairn	id=g:5131598
Pitch Swamp	id=g:5131599
Pitcher	id=g:5131600
Pitcher Hill	id=g:5131601
Pitcher Hill School	id=g:5131602
Pitcher Pond	id=g:5131603
Pitcher Springs	id=g:5131604
Town of Pitcher	id=g:5131605
Pitchers Point	id=g:5131606
Pitchfork Pond	id=g:5131607
Pitchoff Mountain	id=g:5131608
Pitchoff Mountain	id=g:5131609
Pittock Brook	id=g:5131610
Piseco School	id=g:5131611
Pittsfield	id=g:5131612
Town of Pittsfield	id=g:5131613
Pittsford	id=g:5131614
Pittsford High School	id=g:5131615
Pittsford Junior High School	id=g:5131616
Town of Pittsford	id=g:5131617
Pittstown	id=g:5131618
Town of Pittstown	id=g:5131619
Pius X Central High School	id=g:5131620
Pixley Falls	id=g:5131621
Pixley Park	id=g:5131622
Pixtaway Island	id=g:5131623
Place Brook	id=g:5131624
Pitts Park	id=g:5131625
Placid Memorial Hospital	id=g:5131626
Placid Pond	id=g:5131627
Plainedge	id=g:5131628
Plainedge High School	id=g:5131629
Plainfield Center	id=g:5131630
Town of Plainfield	id=g:5131631
Plainlawn Cemetery	id=g:5131632
Plains Cemetery	id=g:5131633
The Plains	id=g:5131634
The Plains	id=g:5131635
The Plains	id=g:5131636
The Plains	id=g:5131637
Plainview	id=g:5131638
Plainview-Old Bethpage Middle School	id=g:5131639
Stratford Road School	id=g:5131640
Plainville	id=g:5131641
Plandome	id=g:5131642
Plandome Heights	id=g:5131643
Plandome Manor	id=g:5131644
Plandome Road School	id=g:5131645
Plane Haven Airport	id=g:5131646
Plank Bridge Hill	id=g:5131647
Plank Cemetery	id=g:5131648
Plank Pond	id=g:5131649
Plank Road Schools	id=g:5131650
Plants Corner	id=g:5131651
Plantz Corners	id=g:5131652
Plasterville	id=g:5131653
Plateau Mountain	id=g:5131654
Plateau Sky Ranch	id=g:5131655
Platner Brook	id=g:5131656
Place Corners	id=g:5131657
Plato Cemetery	id=g:5131658
Plato Creek	id=g:5131659
Plato	id=g:5131660
Platt Brook	id=g:5131661
Platt Cemetery	id=g:5131662
Platt Hill	id=g:5131663
Platt Hill	id=g:5131664
Platt Hollow	id=g:5131665
Platte Clove	id=g:5131666
Platte Clove Church	id=g:5131667
Platte Kill	id=g:5131668
Platt Hill	id=g:5131669
Platte Kill	id=g:5131670
Plattekill	id=g:5131671
Plattekill Church	id=g:5131672
Plattekill Clove	id=g:5131673
Platte Kill	id=g:5131674
Plattekill Creek	id=g:5131675
Plattekill Mountain	id=g:5131676
Town of Plattekill	id=g:5131677
Platten	id=g:5131678
Platter Kill	id=g:5131679
Plattekill Mountain	id=g:5131680
Plattsburgh Air Force Base	id=g:5131681
City of Plattsburgh	id=g:5131682
Town of Plattsburgh	id=g:5131683
Playland	id=g:5131684
Playland Lake	id=g:5131685
Plaza Borinquen	id=g:5131686
Plaza Building	id=g:5131687
Plaza De Los Angeles	id=g:5131688
Plaza Elementary School	id=g:5131689
Pleasant Avenue Elementary School	id=g:5131690
Pleasant Brook	id=g:5131691
Plattsburgh	id=g:5131692
Pleasant Brook	id=g:5131693
Pleasant Brook	id=g:5131694
Pleasant Brook	id=g:5131695
Pleasant Brook	id=g:5131696
Pleasant Creek	id=g:5131697
Pleasant Creek	id=g:5131698
Pleasant Grove Brook	id=g:5131699
Pleasant Grove Cemetery	id=g:5131700
Pleasant Hill	id=g:5131701
Pleasant Hill Cemetery	id=g:5131702
Pleasant Lake	id=g:5131703
Pleasant Lake	id=g:5131704
Pleasant Lake	id=g:5131705
Pleasant Lake	id=g:5131706
Pleasant Lake	id=g:5131707
Pleasant Lake	id=g:5131708
Pleasant Lake	id=g:5131709
Pleasant Lake Cemetery	id=g:5131710
Pleasant Lake Stream	id=g:5131711
Pleasant Hill	id=g:5131712
Pleasant Mound Cemetery	id=g:5131713
Pleasant Plains	id=g:5131714
Pleasant Plains	id=g:5131715
Pleasant Point	id=g:5131716
Pleasant Point Crossing	id=g:5131717
Pleasant Ridge	id=g:5131718
Pleasant Ridge Corners	id=g:5131719
Pleasant Ridge School	id=g:5131720
Pleasant Square	id=g:5131721
Pleasant Valley	id=g:5131722
Pleasant Lawn Cemetery	id=g:5131723
Pleasant Valley	id=g:5131724
Pleasant Valley	id=g:5131725
Pleasant Valley	id=g:5131726
Pleasant Valley	id=g:5131727
Pleasant Valley	id=g:5131728
Pleasant Valley	id=g:5131729
Pleasant Valley	id=g:5131730
Pleasant Valley	id=g:5131731
Pleasant Valley	id=g:5131732
Pleasant Valley	id=g:5131733
Pleasant Valley	id=g:5131734
Pleasant Valley Brook	id=g:5131735
Pleasant Valley Cemetery	id=g:5131736
Pleasant Valley Cemetery	id=g:5131737
Pleasant Valley Cemetery	id=g:5131738
Pleasant Valley Cemetery	id=g:5131739
Pleasant Valley Church	id=g:5131740
Pleasant Valley Church	id=g:5131741
Pleasant Valley Church	id=g:5131742
Pleasant Valley School (historical)	id=g:5131743
Pleasant Valley Elementary School	id=g:5131744
Town of Pleasant Valley	id=g:5131745
Pleasant View Cemetery	id=g:5131746
Pleasant View Cemetery	id=g:5131747
Lake Pleasant	id=g:5131748
Mount Pleasant	id=g:5131749
Mount Pleasant	id=g:5131750
Mount Pleasant	id=g:5131751
Mount Pleasant	id=g:5131752
Point Pleasant	id=g:5131753
Pleasantdale	id=g:5131754
Pleasantside	id=g:5131755
Pleasantville	id=g:5131756
Pleasantville	id=g:5131757
Pleasantville Community Synagogue	id=g:5131758
Pleasantville Cottage School	id=g:5131759
Pleasantville Cove	id=g:5131760
Pleasantville High School	id=g:5131761
Pleasantville Middle School	id=g:5131762
Pleasantville Post Office	id=g:5131763
Pleasantville Presbyterian Church	id=g:5131764
Pleasantville Station	id=g:5131765
Pleasure Lake	id=g:5131766
Plessis	id=g:5131767
Pletchers Corners	id=g:5131768
Plotter Kill	id=g:5131769
Pleasant Valley Cemetery	id=g:5131770
Plow Hollow	id=g:5131771
Plum Bottom Creek	id=g:5131772
Plum Bottom Creek	id=g:5131773
Plum Brook	id=g:5131774
Plum Brook	id=g:5131775
Plum Brook	id=g:5131776
Plum Brook	id=g:5131777
Plum Brook	id=g:5131778
Plum Creek	id=g:5131779
Plum Gut	id=g:5131780
Plum Island	id=g:5131781
Plum Island Lighthouse	id=g:5131782
Plum Island Rock	id=g:5131783
Plum Point	id=g:5131784
Plum Point	id=g:5131785
Plum Point	id=g:5131786
Plum Point	id=g:5131787
Plum Point	id=g:5131788
Plum Point Creek	id=g:5131789
Plum Gut Harbor	id=g:5131790
Plumadore Brook	id=g:5131791
Plumadore Outlet	id=g:5131792
Plumadore Pond	id=g:5131793
Plum Beach	id=g:5131794
Plumb Beach Channel	id=g:5131795
Plumb Brook	id=g:5131796
Plumadore Range	id=g:5131797
Plumley Point	id=g:5131798
Plumley Pond	id=g:5131799
Plumtree Marsh	id=g:5131800
Plunckett Point	id=g:5131801
Plutarch	id=g:5131802
Plymouth	id=g:5131803
Plymouth Cemetery	id=g:5131804
Plymouth Island	id=g:5131805
Plymouth Reservoir	id=g:5131806
Plymouth Rock	id=g:5131807
Town of Plymouth	id=g:5131808
Poags Hole	id=g:5131809
Pocantico Hills	id=g:5131810
Pocantico Hills	id=g:5131811
Pocantico Hills School	id=g:5131812
Pocantico Lake	id=g:5131813
Pocantico River	id=g:5131814
Plumley Bay	id=g:5131815
Pochuck Creek	id=g:5131816
Lake Pocatello	id=g:5131817
Pocket Ponds	id=g:5131818
Podonque Cemetery	id=g:5131819
Podunk	id=g:5131820
Podunk Brook	id=g:5131821
Pochuck Neck	id=g:5131822
Poentic Kill	id=g:5131823
Poe Park	id=g:5131824
Poesten Kill	id=g:5131825
Poestenkill	id=g:5131826
Point An Roche Cemetery	id=g:5131827
Point Au Roche	id=g:5131828
Point Au Roche Light	id=g:5131829
Point Breeze	id=g:5131830
Point Breeze Beach	id=g:5131831
Point Breeze Yacht Club	id=g:5131832
Point Comfort	id=g:5131833
Point Comfort State Campsite	id=g:5131834
Point Gratiot Beach	id=g:5131835
Point Gratiot Park	id=g:5131836
Point Lookout	id=g:5131837
Point Mountain	id=g:5131838
Point O'Rocks	id=g:5131839
Point Peninsula	id=g:5131840
Point Peninsula Cemetery	id=g:5131841
Point Peter	id=g:5131842
Point Peter Brook	id=g:5131843
Town of Poestenkill	id=g:5131844
Point Pleasant	id=g:5131845
Point Rock	id=g:5131846
Point Rock Creek	id=g:5131847
Point Petre Ridge	id=g:5131848
Point Stockholm	id=g:5131849
Point Vivian	id=g:5131850
Point au Fer Channel	id=g:5131851
Point au Fer Reef	id=g:5131852
Point o'Woods	id=g:5131853
Pokamoonshine Hollow	id=g:5131854
Pokamoonshine Mountain	id=g:5131855
Poker Pond	id=g:5131856
Pokeville	id=g:5131857
Polack Mountain	id=g:5131858
Polack Swamp	id=g:5131859
Poland	id=g:5131860
Poland Center	id=g:5131861
Poland Hill	id=g:5131862
Town of Poland	id=g:5131863
Polaris Field	id=g:5131864
Polaris Mountain	id=g:5131865
Pole Brook	id=g:5131866
Point Salubrious Cemetery	id=g:5131867
Pole Hill	id=g:5131868
Pole Hill Pond	id=g:5131869
Police Athletic League Bronx Community Center	id=g:5131870
Police Court Facility of Mount Vernon	id=g:5131871
Polish Cemetery	id=g:5131872
Polish Cemetery	id=g:5131873
Political Sciences House	id=g:5131874
Polk Corners	id=g:5131875
Polk Street Elementary School	id=g:5131876
Polkville	id=g:5131877
Polkville	id=g:5131878
Pollard Hill	id=g:5131879
Pollepel Island	id=g:5131880
Polliwog Pond	id=g:5131881
Polliwog Pond	id=g:5131882
Polly Gut	id=g:5131883
Polly-Miller Gulf	id=g:5131884
Pole Brook Mountain	id=g:5131885
Pollys Bay	id=g:5131886
Pollys Creek	id=g:5131887
Pollyann Mountain	id=g:5131888
Polytechnic Institute of Brooklyn at Farmingdale	id=g:5131889
Poly Prep Country Day School	id=g:5131890
Pomeroy Hill	id=g:5131891
Pomeroy Park	id=g:5131892
Town of Pomfret	id=g:5131893
Pomona	id=g:5131894
Pomona Heights	id=g:5131895
Pompey	id=g:5131896
Pompey Center	id=g:5131897
Pompey Hills Country Club	id=g:5131898
Pompey Hollow	id=g:5131899
Polyclinic Hospital (historical)	id=g:5131900
Pomps Point	id=g:5131901
Pompy Ridge	id=g:5131902
Ponck Hockie	id=g:5131903
Pond Brook	id=g:5131904
Town of Pompey	id=g:5131905
Pond Brook	id=g:5131906
Pond Brook	id=g:5131907
Pond Brook	id=g:5131908
Pond Creek	id=g:5131909
Pond Cemetery	id=g:5131910
Pond Gut	id=g:5131911
Pond Eddy	id=g:5131912
Pond Hill	id=g:5131913
Pond Hill	id=g:5131914
Pond Hollow	id=g:5131915
Pond Hill	id=g:5131916
Pond Hollow	id=g:5131917
Pond Hundred	id=g:5131918
Pond Mountain	id=g:5131919
Pond Mountain	id=g:5131920
Pond Mountain	id=g:5131921
Pond Park	id=g:5131922
Pond Point	id=g:5131923
Pond School (historical)	id=g:5131924
Pond Settlement	id=g:5131925
Lake Pond	id=g:5131926
The Pond	id=g:5131927
The Pond	id=g:5131928
Ponds Corners	id=g:5131929
Ponds Marina	id=g:5131930
Ponquogue	id=g:5131931
Ponquogue Bridge	id=g:5131932
Ponquogue Point	id=g:5131933
Pontiac	id=g:5131934
Pontius Point	id=g:5131935
Pony Hollow	id=g:5131936
Pond Lily Pond	id=g:5131937
Pony Hollow Creek	id=g:5131938
Pool Brook	id=g:5131939
The Pool	id=g:5131940
Pooler Vly	id=g:5131941
Pools Brook	id=g:5131942
Pooler Cemetery	id=g:5131943
Poolsburg	id=g:5131944
Poolville	id=g:5131945
Poolville Pond	id=g:5131946
Monastery of Saint Clare	id=g:5131947
Poor Lake	id=g:5131948
Poors Island	id=g:5131949
Poospatuck Creek	id=g:5131950
Poolsbrook Aerodrome	id=g:5131951
Pope	id=g:5131952
Pope Bay	id=g:5131953
Pope Cemetery	id=g:5131954
Pope Hill	id=g:5131955
Pope Hill Cemetery	id=g:5131956
Pope Mills	id=g:5131957
Popes Ravine	id=g:5131958
Poplar Beach	id=g:5131959
Poplar Corners	id=g:5131960
Poplar Cove	id=g:5131961
Poplar Grove Cemetery	id=g:5131962
Poplar Hill	id=g:5131963
Poplar Hill	id=g:5131964
Poplar Hill	id=g:5131965
Poplar Hill	id=g:5131966
Poplar Hill	id=g:5131967
Poplar Island	id=g:5131968
Poplar Island	id=g:5131969
Poplar Knoll	id=g:5131970
Poplar Mountain	id=g:5131971
Poplar Point	id=g:5131972
Poplar Point	id=g:5131973
Poplar Point State Campsite	id=g:5131974
Poplar Pond	id=g:5131975
Poplar Ridge	id=g:5131976
Poplar Tree Bay	id=g:5131977
Poplar Tree Corners	id=g:5131978
Poplar Tree School	id=g:5131979
Pople Hill	id=g:5131980
Popolopen Bridge	id=g:5131981
Popolopen Creek	id=g:5131982
Poospatuck Reservation	id=g:5131983
Popple Hill	id=g:5131984
Popple Point	id=g:5131985
Pops Rocks	id=g:5131986
Popular Island	id=g:5131987
Poquott	id=g:5131988
Porcaville	id=g:5131989
Porcupine Hill	id=g:5131990
Porgy Shoal	id=g:5131991
Pork Bay	id=g:5131992
Pork Creek	id=g:5131993
Popolopen Lake	id=g:5131994
Pork Island Hollow	id=g:5131995
Porkbarrel Pond	id=g:5131996
Port Authority-Downtown Manhattan-Wall Street Heliport	id=g:5131997
Porpoise Channel	id=g:5131998
Port Bay	id=g:5131999
Port Ben	id=g:5132000
Port Byron	id=g:5132001
Port Chester	id=g:5132002
Port Chester Harbor	id=g:5132003
Port Crane	id=g:5132004
Port Dickinson	id=g:5132005
Port Douglass	id=g:5132006
Port Douglass Cemetery	id=g:5132007
Port Ewen	id=g:5132008
Port Ewen Elementary School	id=g:5132009
Port Gibson	id=g:5132010
Port Henry	id=g:5132011
Port Ivory	id=g:5132012
Port Jefferson	id=g:5132013
Port Jefferson Harbor	id=g:5132014
Port Jefferson Station	id=g:5132015
Port Jervis	id=g:5132016
Port Jervis Senior High School	id=g:5132017
Port Jervis Fire Department Heliport	id=g:5132018
City of Port Jervis	id=g:5132019
Port Kent	id=g:5132020
Port Kent Burlington Ferry	id=g:5132021
Port Leyden	id=g:5132022
Port Morris	id=g:5132023
Port Morris Power Station	id=g:5132024
Port Ontario	id=g:5132025
Port Orange	id=g:5132026
Port Reservoir	id=g:5132027
Port Richmond	id=g:5132028
Port Washington	id=g:5132029
Port Washington North	id=g:5132030
Port of Albany	id=g:5132031
Port of Buffalo Small Boat Harbor	id=g:5132032
Portaferry Lake	id=g:5132033
Portage	id=g:5132034
Portage Island	id=g:5132035
Town of Portage	id=g:5132036
Portageville	id=g:5132037
Portageville Cemetery	id=g:5132038
Porter	id=g:5132039
Porter Brook	id=g:5132040
Port Authority-West 30th Street Midtown Heliport	id=g:5132041
Porter Cemetery	id=g:5132042
Porter Center	id=g:5132043
Porter Corner	id=g:5132044
Porter Corners	id=g:5132045
Porter Creek	id=g:5132046
Porter Brook	id=g:5132047
Porter Creek	id=g:5132048
Porter Hill	id=g:5132049
Porter Hollow	id=g:5132050
Porter Mountain	id=g:5132051
Porter School	id=g:5132052
Porter School	id=g:5132053
Town of Porter	id=g:5132054
Porters Corners	id=g:5132055
Porters Marsh	id=g:5132056
Porterville	id=g:5132057
Portland	id=g:5132058
Portland	id=g:5132059
Portland Point	id=g:5132060
Town of Portland	id=g:5132061
Portlandville	id=g:5132062
Portledge School	id=g:5132063
Portner Pond	id=g:5132064
Portville	id=g:5132065
Portville Cemetery	id=g:5132066
Portville Ridge	id=g:5132067
Town of Portville	id=g:5132068
Possession Hollow	id=g:5132069
Porter Mountain	id=g:5132070
Post Cemetery	id=g:5132071
Post Corners	id=g:5132072
Post Creek	id=g:5132073
Post Creek	id=g:5132074
Post Cemetery	id=g:5132075
Post Henderson Trail	id=g:5132076
Post Lead	id=g:5132077
Post Marsh	id=g:5132078
Marjorie Post Park	id=g:5132079
Post Point	id=g:5132080
Post Road School	id=g:5132081
Post School	id=g:5132082
Postal Telegraph Building	id=g:5132083
Postwood Park	id=g:5132084
Pot Cove	id=g:5132085
Potake Pond	id=g:5132086
Potash Creek	id=g:5132087
Post Creek	id=g:5132088
Potash Creek	id=g:5132089
Potash Mountain	id=g:5132090
Potash Mountain	id=g:5132091
Potato Creek	id=g:5132092
Potato Creek	id=g:5132093
Potash Mountain	id=g:5132094
Potato Hill State Forest	id=g:5132095
Potato Rock	id=g:5132096
Poth Brook	id=g:5132097
Potato Hill	id=g:5132098
Potic Mountain	id=g:5132099
Potoczak Airport	id=g:5132100
Potomac Group Campground	id=g:5132101
Potomac Trail	id=g:5132102
Potsdam	id=g:5132103
Potsdam Country Club	id=g:5132104
Potsdam Municipal Airport-Damon Field	id=g:5132105
Town of Potsdam	id=g:5132106
Potter	id=g:5132107
Potter Bay	id=g:5132108
Potter Brook	id=g:5132109
Potic Creek	id=g:5132110
Potter Brook	id=g:5132111
Potter Building	id=g:5132112
Potter Corners	id=g:5132113
Potter Creek	id=g:5132114
Potter Creek	id=g:5132115
Potter Cemetery	id=g:5132116
Potter Hill	id=g:5132117
Potter Hill	id=g:5132118
Potter Hill	id=g:5132119
Potter Hill Cemetery	id=g:5132120
Potter Hollow	id=g:5132121
Potter Island	id=g:5132122
Potter Mountain	id=g:5132123
Potter Mountain	id=g:5132124
Potter Mountain	id=g:5132125
Potter Mountains	id=g:5132126
Potter Pond	id=g:5132127
Potter Pond	id=g:5132128
Potter Pond	id=g:5132129
Potter School	id=g:5132130
Potter School (historical)	id=g:5132131
Potter Street Cemetery	id=g:5132132
Potter Swamp	id=g:5132133
Town of Potter	id=g:5132134
Potters Corners	id=g:5132135
Potters Field	id=g:5132136
Pottersville	id=g:5132137
Potterville	id=g:5132138
Potuck Reservoir	id=g:5132139
Potunk	id=g:5132140
Potunk Life-saving Station (historical)	id=g:5132141
Potunk Point	id=g:5132142
Poughkeepsie	id=g:5132143
Poughkeepsie Main Plant Heliport	id=g:5132144
Poughkeepsie Rural Cemetery	id=g:5132145
City of Poughkeepsie	id=g:5132146
Town of Poughkeepsie	id=g:5132147
Poughquag	id=g:5132148
Poultney River	id=g:5132149
Potter Hill	id=g:5132150
Pound Mountain	id=g:5132151
Pound Ridge	id=g:5132152
Town of Pound Ridge	id=g:5132153
Pound School	id=g:5132154
Pound Swamp Mountain	id=g:5132155
Poutre Park	id=g:5132156
Poverrty Island Upper Shoal	id=g:5132157
Poverty Hill	id=g:5132158
Poverty Hill Ski Club	id=g:5132159
Poverty Hollow	id=g:5132160
Poultney School	id=g:5132161
Poverty Knob	id=g:5132162
Powder Hill	id=g:5132163
Powder Mill Park	id=g:5132164
Powell Building	id=g:5132165
Powell Cemetery	id=g:5132166
Powell Cemetery	id=g:5132167
Powell Cove	id=g:5132168
Powell Creek	id=g:5132169
Poverty Island Lower Shoal	id=g:5132170
