Quebrada La Julia	id=g:3781369
El Roble	id=g:3787036
Cañada El Roble	id=g:3787037
El Rodeo	id=g:3787038
El Rosario	id=g:3787039
El Royal	id=g:3787041
El Ruby	id=g:3787042
El Saladero	id=g:3787043
El Saladero	id=g:3787044
El Salado	id=g:3787045
El Salado	id=g:3787046
El Salado	id=g:3787047
Quebrada El Salado	id=g:3787048
Cañada El Salto	id=g:3787049
Caño El Sauce	id=g:3787050
El Silencio	id=g:3787051
El Silencio Velásquez	id=g:3787052
Cañada El Silencio	id=g:3787053
El Socorro	id=g:3787054
El Sueldo	id=g:3787055
El Tablado	id=g:3787056
El Tablado	id=g:3787057
Alto El Tabor	id=g:3787058
El Tejar	id=g:3787059
El Tejar	id=g:3787060
El Telar	id=g:3787061
Cañada El Terron	id=g:3787062
El Tigre	id=g:3787063
Quebrada El Tigre	id=g:3787064
Quebrada El Tigre	id=g:3787065
Quebrada El Tigre	id=g:3787066
El Topacio	id=g:3787067
Cuchilla El Tostado	id=g:3787068
Quebrada El Totumo	id=g:3787069
Cañada El Toyugano	id=g:3787070
El Turcal	id=g:3787071
El Uvital	id=g:3787072
El Valle	id=g:3787073
Quebrada El Valle	id=g:3787074
El Vergel	id=g:3787075
El Vergel	id=g:3787076
El Vergel	id=g:3787077
El Vesubio	id=g:3787078
Quebrada El Viento	id=g:3787079
Quebrada El Violin	id=g:3787080
El Volcán	id=g:3787081
El Yerbal	id=g:3787082
El Zancudo	id=g:3787083
Cañada El Zancudo	id=g:3787084
Quebrada El Zancudo	id=g:3787085
Quebrada El Zanjón	id=g:3787086
Cañada El Zorro	id=g:3787087
Quebrada Encenillos	id=g:3787088
Esperana Lopera	id=g:3787089
Espíritu Santo	id=g:3787090
Río Espiritu Santo	id=g:3787091
Establo	id=g:3787092
Establo	id=g:3787093
Cañada Estancia	id=g:3787094
Evangelica	id=g:3787095
Alto Filo En Medio	id=g:3787096
Filo Seco	id=g:3787097
Quebrada Filolargo	id=g:3787098
Floresta	id=g:3787099
Cañada Fría	id=g:3787100
Quebrada Garabato	id=g:3787101
Quebrada de Garabato	id=g:3787102
Filo Gareteja	id=g:3787103
Génova	id=g:3787104
Gloria	id=g:3787105
Loma de Goyas	id=g:3787106
Quebrada Goyita	id=g:3787107
Loma Grande	id=g:3787108
Loma Grande	id=g:3787109
Río Grande	id=g:3787110
Quebrada Guaba	id=g:3787111
Guacamaya	id=g:3787112
Cañada Guadual	id=g:3787113
Cañada Guadual	id=g:3787114
Quebrada Guadual	id=g:3787115
Cañada Guamal	id=g:3787116
Quebrada Guamal	id=g:3787117
Quebrada Guamal	id=g:3787118
Quebrada Guamal	id=g:3787119
Quebrada Guandumbia	id=g:3787120
Quebrada Guarco	id=g:3787121
Guasimal	id=g:3787122
Quebrada Guasimal	id=g:3787123
Quebrada Guasimal	id=g:3787124
Quebrada Guatago	id=g:3787125
Guayabal	id=g:3787126
Guayabal	id=g:3787127
Guzmán	id=g:3787128
Hato Grande	id=g:3787129
Henao	id=g:3787130
Quebrada Higueron	id=g:3787131
Quebrada Higuerón	id=g:3787132
Quebrada Hiracala	id=g:3787133
Cañada Honda	id=g:3787134
Cañada Honda	id=g:3787135
Cañada Honda	id=g:3787136
Caño Honda	id=g:3787137
Quebrada Honda	id=g:3787138
Quebrada Hondura	id=g:3787139
Horizonte	id=g:3787140
Horizontes	id=g:3787141
Quebrada Hoyo Redondo	id=g:3787142
Hurreco	id=g:3787143
Quebrada Indro	id=g:3787144
Quebrada Iqia	id=g:3787145
Loma Isleta	id=g:3787146
Quebrada Jagüe	id=g:3787147
Quebrada Jalísco	id=g:3787148
Jardin	id=g:3787149
Jerigua	id=g:3787150
Quebrada Jerigua	id=g:3787151
Jose Correa	id=g:3787152
Juan Barrientos	id=g:3787153
Alto Juan Barriga	id=g:3787154
Loma Juan Blanco	id=g:3787155
Quebrada Juan Blanco	id=g:3787156
Quebrada Juanjue	id=g:3787157
La Aguada	id=g:3787158
Cañada La Aguada	id=g:3787159
La Aldaña	id=g:3787160
La Aldea	id=g:3787161
Cañada La Alegria	id=g:3787162
Quebrada La Angelina	id=g:3787163
Quebrada La Aquada	id=g:3787164
La Arabia	id=g:3787165
La Argelia	id=g:3787166
La Argelia	id=g:3787167
La Argella	id=g:3787168
La Argentina	id=g:3787169
La Argentina	id=g:3787170
Quebrada La Argentina	id=g:3787171
La Australia	id=g:3787172
Quebrada La Balsa	id=g:3787173
Quebrada La Barbada	id=g:3787174
La Berrustica	id=g:3787175
La Betrío	id=g:3787176
La Bodega	id=g:3787177
Cañada La Botüa	id=g:3787178
Quebrada La Brisa	id=g:3787179
Quebrada La Brruja	id=g:3787180
Quebrada La Burra	id=g:3787181
La Cabaña	id=g:3787182
La Cabuya	id=g:3787183
Quebrada La Cajo	id=g:3787184
Cañada La Cal	id=g:3787185
La Camelia	id=g:3787186
Quebrada La Canada	id=g:3787187
La Capa	id=g:3787188
La Capilla	id=g:3787189
La Carolina	id=g:3787190
Quebrada La Carvajaline	id=g:3787191
La Casa de Zinc	id=g:3787192
Quebrada La Cascadia	id=g:3787193
La Casita	id=g:3787194
La Castilla	id=g:3787195
Quebrada La Catana	id=g:3787196
La Ceja	id=g:3787197
La Ceja	id=g:3787198
La Ceja	id=g:3787199
Cuchilla La Ceja	id=g:3787200
Quebrada La Chiquiarca	id=g:3787202
Quebrada La Chiquita	id=g:3787203
Quebrada La Chorquina	id=g:3787204
Quebrada La Chorquina	id=g:3787205
La Chorquino	id=g:3787206
La Chorrera	id=g:3787207
La Chorrera	id=g:3787208
La Chorrera	id=g:3787209
Quebrada La Chorrera	id=g:3787210
Quebrada La Chorrera	id=g:3787211
La Ciénaga	id=g:3787212
La Ciénaga	id=g:3787213
La Ciénaga	id=g:3787214
Cañada La Circacia	id=g:3787215
La Colmena	id=g:3787216
Quebrada La Concovada	id=g:3787217
La Convención	id=g:3787218
Loma La Cordillera	id=g:3787219
Quebrada La Cordillera	id=g:3787220
La Cortada	id=g:3787221
Quebrada La Cosme	id=g:3787222
Alto La Cruz	id=g:3787223
Alto La Cruz	id=g:3787224
Cuchilla La Cruz	id=g:3787225
Quebrada La Cuchara	id=g:3787226
La Cucilla	id=g:3787227
La Cueva	id=g:3787228
La Cueva	id=g:3787229
La Cueva	id=g:3787230
Quebrada La Cueva	id=g:3787231
Quebrada La Cueva	id=g:3787232
Quebrada La Cumore	id=g:3787233
La Dorada	id=g:3787234
La Ermita	id=g:3787235
Cañada La Ermita	id=g:3787236
La Esmeralda	id=g:3787237
Alto La Esmeralda	id=g:3787238
La Esperanza	id=g:3787239
La Esperanza	id=g:3787240
La Estancia	id=g:3787241
Quebrada La Estrella	id=g:3787242
La Floresta	id=g:3787243
La Floresta	id=g:3787244
La Florida	id=g:3787245
La Florida	id=g:3787246
Cañada La Florida	id=g:3787247
Cañada La Florida	id=g:3787248
La Fonda	id=g:3787249
La Fonda	id=g:3787250
La Fonda	id=g:3787251
La Fónda	id=g:3787252
Quebrada La Fonda	id=g:3787253
La Fortuna	id=g:3787254
La Fragua	id=g:3787255
Quebrada La Fragua	id=g:3787256
La Gabriela	id=g:3787257
Quebrada La Gabriela	id=g:3787258
La Germana	id=g:3787259
Cañada La Gomez	id=g:3787260
La Graciela	id=g:3787261
La Grandera	id=g:3787262
La Granja	id=g:3787263
Filo La Guapa	id=g:3787264
Loma La Guarana	id=g:3787265
Quebrada La Guarana	id=g:3787266
Cañada La Guida	id=g:3787267
La Hacienda	id=g:3787268
La Honda	id=g:3787269
Quebrada La Honda	id=g:3787270
Quebrada La Honda	id=g:3787271
Quebrada La Honda	id=g:3787272
Quebrada La Honda	id=g:3787273
Quebrada La Honda	id=g:3787274
Quebrada La Honda	id=g:3787275
La Hondita	id=g:3787276
Quebrada La Hondita	id=g:3787277
Quebrada La Hondita	id=g:3787278
La Hondura	id=g:3787279
La Hondura	id=g:3787280
Alto La Horqueta	id=g:3787281
La Hoyada	id=g:3787282
La Hundida	id=g:3787283
Cuchilla La Iguana	id=g:3787284
Quebrada La Iguana	id=g:3787285
La Ilusión	id=g:3787286
Cuchilla La Isleta	id=g:3787287
Quebrada La Laguna	id=g:3787288
Quebrada La Lauriana	id=g:3787289
La Lejía	id=g:3787290
La Linda	id=g:3787291
La Linda	id=g:3787292
La Linda	id=g:3787293
Quebrada La Linda	id=g:3787294
La Llanada	id=g:3787295
Cañada La Llanada	id=g:3787296
La Llandada	id=g:3787297
La Llanura	id=g:3787298
La Llorona	id=g:3787299
Quebrada La Llorona	id=g:3787300
Quebrada La Llorona	id=g:3787301
Cañada La Loma	id=g:3787302
La Lucia	id=g:3787303
Quebrada La Madriguera	id=g:3787304
Loma La Malena	id=g:3787305
Loma La Malta	id=g:3787306
Quebrada La Malta	id=g:3787307
La Manga	id=g:3787308
Quebrada La Mannela	id=g:3787309
La Mansa	id=g:3787310
La Maquina	id=g:3787311
La María	id=g:3787312
La María	id=g:3787313
Cañada La Maria	id=g:3787314
Quebrada La María	id=g:3787315
La Mariela	id=g:3787316
La Mariela	id=g:3787317
Quebrada La Mariela	id=g:3787318
La Marlela	id=g:3787319
Quebrada La Marmolera	id=g:3787320
La Mayoría	id=g:3787321
La Mejorana	id=g:3787322
Alto La Mejorana	id=g:3787323
La Merced	id=g:3787324
La Merced	id=g:3787325
Cañada La Merced	id=g:3787326
La Mesa	id=g:3787327
La Mesa	id=g:3787328
La Meseta	id=g:3787329
La Meseta	id=g:3787330
Quebrada La Miel	id=g:3787331
La Milagrosa	id=g:3787332
Quebrada La Mina	id=g:3787333
La Miranda	id=g:3787334
Cañada La Miranda	id=g:3787335
Quebrada La Miranda	id=g:3787336
La Mocha Roldán	id=g:3787337
La Moisiega	id=g:3787338
La Moladora	id=g:3787339
Cañada La Mona	id=g:3787340
Cañada La Mona	id=g:3787341
La Montañita	id=g:3787342
La Montañita	id=g:3787343
La Montañita	id=g:3787344
Quebrada La Montanita	id=g:3787345
Quebrada La Montanita	id=g:3787346
Quebrada La Moreno	id=g:3787347
Loma La Mosca	id=g:3787348
Alto La Mosoa	id=g:3787349
La Muerte	id=g:3787350
Quebrada La Nastria	id=g:3787351
Quebrada La Nuarque	id=g:3787352
Quebrada La Nuarque	id=g:3787353
La Oculta	id=g:3787354
Quebrada La Osa	id=g:3787355
Quebrada La Pafita	id=g:3787356
La Palma	id=g:3787357
La Palma	id=g:3787358
La Palma	id=g:3787359
La Palma	id=g:3787360
La Palma	id=g:3787361
La Palma	id=g:3787362
Alto La Palma	id=g:3787363
Quebrada La Palma	id=g:3787364
Quebrada La Palma	id=g:3787365
La Palmera	id=g:3787366
Loma La Palmita	id=g:3787367
Quebrada La Palmo	id=g:3787368
La Paloma	id=g:3787369
Quebrada La Pascuala	id=g:3787370
La Pava	id=g:3787371
Loma La Pava	id=g:3787372
La Peña	id=g:3787373
La Peña	id=g:3787374
Alto de La Peña	id=g:3787375
Quebrada La Peña	id=g:3787376
Quebrada La Peña	id=g:3787377
Quebrada La Peña	id=g:3787378
La Peñola	id=g:3787379
Quebrada La Peñola	id=g:3787380
La Persía	id=g:3787381
Alto La Piedra	id=g:3787382
La Plaita	id=g:3787383
La Playa	id=g:3787384
La Poa	id=g:3787385
La Porquera	id=g:3787386
Quebrada La Porquera	id=g:3787387
Quebrada La Porquera	id=g:3787388
Quebrada La Porquera	id=g:3787389
La Primavera	id=g:3787390
La Prontino	id=g:3787391
La Puerta de Cercado	id=g:3787392
Quebrada La Quebradona	id=g:3787393
La Quiebra	id=g:3787394
La Quiebra	id=g:3787395
Quebrada La Quiebra	id=g:3787396
La Quinta	id=g:3787397
Quebrada La Rancheria	id=g:3787398
La Redonda	id=g:3787399
La Redonda	id=g:3787400
Cañada La Redonda	id=g:3787401
La Romera	id=g:3787402
La Ruíz	id=g:3787403
La Samaria	id=g:3787404
Quebrada La Samaria	id=g:3787405
Quebrada La San Pedro	id=g:3787406
La Selva	id=g:3787407
La Selva	id=g:3787408
Quebrada La Selva	id=g:3787409
Alto La Sema	id=g:3787410
La Siberia	id=g:3787411
La Sierra	id=g:3787412
La Sierra	id=g:3787413
Alto La Sierra	id=g:3787414
Loma La Sierra	id=g:3787415
Quebrada La Sierra	id=g:3787416
Cañada La Silvia	id=g:3787417
Quebrada La Sirena	id=g:3787418
Cuchilla La Soledad	id=g:3787419
Quebrada La Soledad	id=g:3787420
Quebrada La Soledad	id=g:3787421
Quebrada La Sopetrana	id=g:3787422
Quebrada La Sopetrana	id=g:3787423
La Sucia	id=g:3787424
Quebrada La Sucia	id=g:3787425
Quebrada La Sucia	id=g:3787426
Cañada La Suiza	id=g:3787427
La Tabla	id=g:3787428
Quebrada La Teresita	id=g:3787429
Quebrada La Tiembla	id=g:3787430
La Tirana	id=g:3787431
La Tolda	id=g:3787432
Quebrada La Tolda	id=g:3787433
La Trampa	id=g:3787434
La Trampa	id=g:3787435
La Trampo	id=g:3787436
La Travesia	id=g:3787437
La Travesía	id=g:3787438
Quebrada La Tunala	id=g:3787439
Quebrada La Turura	id=g:3787440
La Ultima Copa	id=g:3787441
La Unión	id=g:3787442
Quebrada La Valla	id=g:3787443
La Vega	id=g:3787444
Quebrada La Vera	id=g:3787445
La Verde	id=g:3787446
Quebrada La Veta	id=g:3787447
Alto La Virgen	id=g:3787448
La Vuelta del Caballo	id=g:3787449
Quebrada La Yuna	id=g:3787450
Quebrada La Zancuda	id=g:3787451
La Zarza	id=g:3787452
La Zarza	id=g:3787453
Quebrada La Zarza	id=g:3787454
Labraderos	id=g:3787455
Loma Larga	id=g:3787456
Las Abejas	id=g:3787457
Quebrada Las Abejas	id=g:3787458
Las Alegrias	id=g:3787459
Quebrada Las Aragues	id=g:3787460
Las Bombas	id=g:3787461
Las Brisas	id=g:3787462
Las Brisas	id=g:3787463
Quebrada Las Brisas	id=g:3787464
Las Cruces	id=g:3787465
Las Cuatro	id=g:3787466
Las Cuchillas	id=g:3787467
Quebrada Las Faldas	id=g:3787468
Quebrada Las Flórez	id=g:3787469
Quebrada Las Habas	id=g:3787470
Quebrada Las Hoyas	id=g:3787471
Las Margaritas	id=g:3787472
Las Margaritas	id=g:3787473
Las Marías	id=g:3787474
Quebrada Las Minas	id=g:3787475
Las Nieves	id=g:3787476
Las Palmas	id=g:3787477
Las Palmas	id=g:3787478
Quebrada Las Palomas	id=g:3787479
Las Partidas	id=g:3787480
Las Peñas	id=g:3787481
Quebrada Las Peñas	id=g:3787482
Las Playas	id=g:3787483
Loma Las Silietas	id=g:3787484
Las Toldas	id=g:3787485
Quebrada Las Trampos	id=g:3787486
Las Venaditas	id=g:3787487
Quebrada Lejía	id=g:3787488
Lenis	id=g:3787489
Ligia	id=g:3787490
Llanadas	id=g:3787491
Llanitos	id=g:3787492
Llano	id=g:3787493
Llano Bonito	id=g:3787494
Llano de Miranda	id=g:3787495
Llano Grande	id=g:3787496
Loma Llano Montaña	id=g:3787497
Llanochiquito	id=g:3787498
Cuchilla Loma Grande	id=g:3787499
Quebrada Loma Grande	id=g:3787500
Lopera	id=g:3787501
Los Aguacates	id=g:3787502
Los Alerces	id=g:3787503
Los Alpes	id=g:3787504
Alto Los Azules	id=g:3787505
Los Canales	id=g:3787506
Quebrada Los Chorros	id=g:3787507
Los Colorados	id=g:3787508
Alto Los Difuntos	id=g:3787509
Los Duendes	id=g:3787510
Los Duendes	id=g:3787511
Quebrada Los Duendes	id=g:3787512
Loma Los Encenillos	id=g:3787513
Loma Los Eucenillos	id=g:3787514
Cañada Los Llanitos	id=g:3787515
Los Mangos	id=g:3787516
Filo Los Mazos	id=g:3787517
Cañada Los Micos	id=g:3787518
Quebrada Los Muentos	id=g:3787519
Los Naipes	id=g:3787520
Los Naranjos	id=g:3787521
Los Ochoa	id=g:3787522
Los Olivos	id=g:3787523
Los Patos	id=g:3787524
Los Peñoles	id=g:3787525
Quebrada Los Peñoles	id=g:3787526
Los Pérez	id=g:3787527
Alto Los Pirues	id=g:3787528
Los Pollos	id=g:3787529
Quebrada Los Pollos	id=g:3787530
Los Pomos	id=g:3787531
Los Rastrojos	id=g:3787532
Quebrada Los Reyes	id=g:3787533
Cañada Los Tedidos	id=g:3787534
Los Velásquez	id=g:3787535
Cañada Los Velasquez	id=g:3787536
Luis Tobón	id=g:3787537
Quebrada Luna Park	id=g:3787538
Quebrada Macanal	id=g:3787539
Quebrada Madera	id=g:3787540
Madero	id=g:3787541
Madreseca	id=g:3787542
Malabrigo	id=g:3787543
Mallecito	id=g:3787544
Cuchilla Malyasa	id=g:3787545
Quebrada Manadero	id=g:3787546
Mangagrande	id=g:3787547
Manglar	id=g:3787548
Alto Manteña	id=g:3787549
Quebrada Manzanillo	id=g:3787550
Maravilla	id=g:3787551
Mariscal	id=g:3787552
Quebrada Mariscal	id=g:3787553
Marmato	id=g:3787554
Matasano	id=g:3787555
Media	id=g:3787556
Quebrada Membrillal	id=g:3787557
Quebrada Membrillal	id=g:3787558
Meneses Ramírez	id=g:3787559
Quebrada Merejes	id=g:3787560
Mestizal	id=g:3787561
Miguel Pérez	id=g:3787562
Cerro Miraflores	id=g:3787563
Cuchilla Miraflores	id=g:3787564
Monal	id=g:3787565
Monal	id=g:3787566
Cañada Monfires	id=g:3787567
Monos	id=g:3787568
Montaña	id=g:3787569
Llano Montaña	id=g:3787570
Montañita	id=g:3787571
Montañita	id=g:3787572
Alto Montañita	id=g:3787573
Quebrada Montanñitas	id=g:3787574
Loma de Monte Grande	id=g:3787575
Quebrada Montefrio	id=g:3787576
Montenegro	id=g:3787577
Monterredondo	id=g:3787578
Cañada Monterrio	id=g:3787579
Quebrada Montevideo	id=g:3787580
Quebrada Montoya	id=g:3787581
Alto Mora	id=g:3787582
Alto Mora	id=g:3787583
Quebrada Mora	id=g:3787584
Morrito	id=g:3787585
Loma del Morro	id=g:3787586
Alto Morrocacho	id=g:3787587
Morrón	id=g:3787588
Morrón	id=g:3787589
Morrón	id=g:3787590
Loma de Morrón	id=g:3787591
Morropelón	id=g:3787592
Alto de Muerto	id=g:3787593
Muertos	id=g:3787594
Nano Grande	id=g:3787595
Nao	id=g:3787596
Cañada Nao	id=g:3787597
Cañada Nape	id=g:3787598
Quebrada Naranjal	id=g:3787599
Quebrada Naranjal	id=g:3787600
Quebrada Naranjo	id=g:3787601
Quebrada Niquia	id=g:3787602
Nizo	id=g:3787603
Quebrada Nogre	id=g:3787604
Quebrada Nohaba	id=g:3787605
Quebrada Normandia	id=g:3787606
Cañada Noruega	id=g:3787607
Nueva York	id=g:3787608
Quebrada Nurqui	id=g:3787609
Oceania	id=g:3787610
Ochos	id=g:3787611
Quebrada de Ogosco	id=g:3787612
Quebrada Ordoñez	id=g:3787613
Quebrada Oromina	id=g:3787614
Quebrada Oropogue	id=g:3787615
Otrabanda	id=g:3787616
Quebrada Pabón	id=g:3787617
Pachongo	id=g:3787618
Quebrada Paja Seca	id=g:3787619
Palacio	id=g:3787620
Cuchilla Palenque	id=g:3787621
Quebrada Palenque	id=g:3787622
Quebrada Palenque	id=g:3787623
Quebrada Palmichala	id=g:3787624
Palo Hueco	id=g:3787625
Palomas	id=g:3787626
Cañada Pamplana	id=g:3787627
Pamplona	id=g:3787628
Quebrada Pamplona	id=g:3787629
Loma Pan de Azúcar	id=g:3787630
Pananos	id=g:3787631
Pantanillo	id=g:3787632
Pantanillo	id=g:3787633
Quebrada Pantoja	id=g:3787634
Alto Papayal	id=g:3787635
Quebrada Paramillo	id=g:3787636
Loma Parenta	id=g:3787637
Quebrada Pasadero	id=g:3787638
Cañada Paso	id=g:3787639
Quebrada Pavo	id=g:3787640
Cañada Pechuga	id=g:3787641
Pedrito	id=g:3787642
Alto de Peladeros	id=g:3787643
Peña	id=g:3787644
Loma Peña Blanca	id=g:3787645
Loma Peña	id=g:3787646
Quebrada Pena	id=g:3787647
Quebrada Pená	id=g:3787648
Quebrada Pená	id=g:3787649
Loma Penás Blancas	id=g:3787650
Minas Peñas Blancas	id=g:3787651
Peñitas	id=g:3787652
Peñitas	id=g:3787653
Alto Peñol	id=g:3787654
Peñola	id=g:3787655
Peñolcito	id=g:3787656
Quebrada Peñoles	id=g:3787657
Peregrino	id=g:3787658
Quebrada Perico	id=g:3787659
Perpertuo Socorro	id=g:3787660
Quebrada del Perro	id=g:3787661
Perú	id=g:3787662
Quebrada Perüicúa	id=g:3787663
Quebrada Piedecuesta	id=g:3787664
Piedra Gorda	id=g:3787665
Piedras Blancas	id=g:3787666
Cañada Piedras	id=g:3787667
Quebrada Piedraverde	id=g:3787668
Plan Bonito	id=g:3787669
Platanal	id=g:3787670
Quebrada Platero	id=g:3787671
Playalarga	id=g:3787672
Playas Espinal	id=g:3787673
Portezuela Pérez	id=g:3787674
Quebrada Portovelo	id=g:3787675
Portrerito Villa	id=g:3787676
Quebrada Potosi	id=g:3787677
Potrerito	id=g:3787678
Quebrada Potrerito	id=g:3787679
Potrero	id=g:3787680
Potrero Grande	id=g:3787681
Potrero Grande	id=g:3787682
Potrero Villa	id=g:3787683
Quebrada Potrero	id=g:3787684
Quebrada Pupurca	id=g:3787685
Quebrada Purgatorio	id=g:3787686
Quebrada Quebradita	id=g:3787687
Arroyo Quebraditas	id=g:3787688
Quebrada Quebraditos	id=g:3787689
Quebradona Pérez	id=g:3787690
Loma Quebradona	id=g:3787691
Quebrada Quebradona	id=g:3787692
Cuchilla Quejona	id=g:3787693
Quele	id=g:3787694
Cañada Quiebra	id=g:3787695
Quinta	id=g:3787696
Cañada Quintero	id=g:3787697
Alto Quitagorras	id=g:3787698
Alto Quitasol	id=g:3787699
Rafael Mesa	id=g:3787700
Loma Rajada	id=g:3787701
El Llano de Remartin	id=g:3787702
Quebrada Remartin	id=g:3787703
Renegado	id=g:3787704
Quebrada Renegado Valle	id=g:3787705
Alto Revienta	id=g:3787706
Rio Abajo	id=g:3787707
Alto de Rio Valle	id=g:3787708
Alto de Rio	id=g:3787709
Riochico	id=g:3787710
Riochico Múnera	id=g:3787711
Riochico Pérez	id=g:3787712
Robial	id=g:3787713
Alto Robial	id=g:3787714
Quebrada de Rodas	id=g:3787715
Rodeo	id=g:3787716
Cuchilla de Romeral	id=g:3787717
Morro Romeral	id=g:3787718
Cañada Rosa	id=g:3787719
Loma Rosales	id=g:3787720
Sabanas	id=g:3787721
Alto Sabanas	id=g:3787722
Quebrada Sabanas	id=g:3787723
Salazar	id=g:3787724
Salazar Gómez	id=g:3787725
Salazar Restrepo	id=g:3787726
San Andrés	id=g:3787727
Quebrada San Andres	id=g:3787728
Río San Andrés	id=g:3787729
San Antonio	id=g:3787730
San Antonio	id=g:3787731
San Antonio	id=g:3787732
San Antonio	id=g:3787733
San Antonio	id=g:3787734
San Antonio	id=g:3787735
Alto San Antonio	id=g:3787736
Cuchilla San Antonio	id=g:3787737
Quebrada San Antonio	id=g:3787738
Quebrada San Antonio	id=g:3787739
Quebrada San Antonio	id=g:3787740
Quebrada San Bartolo	id=g:3787741
San Bernardo	id=g:3787742
San Bernardo	id=g:3787743
Quebrada San Bernardo	id=g:3787744
Quebrada San Bruno	id=g:3787745
San Carlos	id=g:3787746
San Cipriano	id=g:3787747
San Dionisio	id=g:3787748
San Esteban	id=g:3787749
San Felipe	id=g:3787750
Quebrada San Felipe	id=g:3787751
Quebrada San Fermín	id=g:3787752
San Francisco	id=g:3787753
San Francisco Copera	id=g:3787754
San Francisco Medina	id=g:3787755
San Francisco Medina	id=g:3787756
San Francisco Pérez	id=g:3787757
Quebrada San Francisco	id=g:3787758
Quebrada San Isidro	id=g:3787759
San Joaquín	id=g:3787760
Quebrada San Joaquín	id=g:3787761
Cuchilla San Jorge	id=g:3787762
Quebrada San Jorge	id=g:3787763
San José	id=g:3787764
Quebrada San José	id=g:3787765
Quebrada San José	id=g:3787766
Quebrada San José	id=g:3787767
Alto San Juan	id=g:3787768
Cuchilla San Juan	id=g:3787769
Quebrada San Juan	id=g:3787770
San Julián	id=g:3787771
San Julián	id=g:3787772
San Julián	id=g:3787773
Quebrada San Julian	id=g:3787774
Quebrada San Justo	id=g:3787775
San Lorenzo	id=g:3787776
San Lorenzo	id=g:3787777
Cuchilla San Lorenzo	id=g:3787778
Quebrada San Lorenzo	id=g:3787779
San Mateo	id=g:3787780
San Mateo	id=g:3787781
Cañada San Mateo	id=g:3787782
Quebrada San Mateo	id=g:3787783
San Miguel	id=g:3787784
Cañada San Miguel	id=g:3787785
San Pablo	id=g:3787786
San Pablo	id=g:3787787
Cañada San Pacho	id=g:3787788
San Pascual	id=g:3787789
San Pedro	id=g:3787790
Quebrada San Pedro	id=g:3787791
Quebrada San Pedro	id=g:3787792
Morro San Polo	id=g:3787793
Quebrada San Polo	id=g:3787794
Quebrada San Pucho	id=g:3787795
San Roque	id=g:3787796
Santa Bárbara	id=g:3787797
Quebrada Santa Barbara Arriba	id=g:3787798
Cuchilla Santa Barbara	id=g:3787799
Cuchilla Santa Bárbara	id=g:3787800
Quebrada Santa Barbara	id=g:3787801
Santa Gertrudis	id=g:3787802
Santa Ines	id=g:3787803
Quebrada Santa Ines	id=g:3787804
Quebrada Santa Inés	id=g:3787805
Santa Isabel	id=g:3787806
Cañada Santa Isabel	id=g:3787807
Quebrada Santa Isabel	id=g:3787808
Santa María	id=g:3787809
Santa María	id=g:3787810
Quebrada Santa Maria	id=g:3787811
Quebrada Santa Maria	id=g:3787812
Quebrada Santa Maria	id=g:3787813
Santa Rita	id=g:3787814
Santa Rita	id=g:3787815
Santa Rita Rivera	id=g:3787816
Loma Santa Rita	id=g:3787817
Santa Rosa	id=g:3787818
Quebrada Santa Rosa	id=g:3787819
Santo Domingo	id=g:3787820
Santo Tomas	id=g:3787821
Quebrada Santo Tomas	id=g:3787822
Quebrada Sapera	id=g:3787823
Quebrada Sarmiento	id=g:3787824
Cañada Seca	id=g:3787825
Quebrada Seca	id=g:3787826
Alto Seco	id=g:3787827
Zanjón Seco	id=g:3787828
Seminario	id=g:3787829
Sepultura	id=g:3787830
Cuchilla Sepultura	id=g:3787831
Serafines	id=g:3787832
Sietecueros	id=g:3787833
Sincierco	id=g:3787834
Sobresábanos	id=g:3787835
Loma Socabones	id=g:3787836
Socorro	id=g:3787837
Quebrada Soledad	id=g:3787838
Solvetanal	id=g:3787839
Quebrada Solvetanal	id=g:3787840
Quebrada Sopetrana	id=g:3787841
Sorrento	id=g:3787842
Quebrada Tabacal	id=g:3787843
Tamayo Patiño	id=g:3787844
Tamborcito	id=g:3787845
Quebrada Taque	id=g:3787846
Quebrada Tenche	id=g:3787847
Quebrada Tendidos	id=g:3787848
Tenería	id=g:3787849
Quebrada Tesorerea	id=g:3787850
Quebrada Tesorerito	id=g:3787851
Quebrada Tesorero	id=g:3787852
Loma de Tibes	id=g:3787853
Tiembla	id=g:3787854
Loma de Tiembla	id=g:3787855
Quebrada Tiembla	id=g:3787856
Tierra Adentro	id=g:3787857
Loma Tierra Amarilla	id=g:3787858
Tinajita	id=g:3787859
Quebrada Tinga Tinga	id=g:3787860
Quebrada Tingalla	id=g:3787861
Cañada Tistis	id=g:3787862
Tolditas	id=g:3787863
Río Tonusco	id=g:3787864
Tonusquito	id=g:3787865
Torito	id=g:3787866
Toruro Pérez	id=g:3787867
Loma Tostadal	id=g:3787868
Toyugano	id=g:3787869
Quebrada de Tumayo	id=g:3787870
Quebrada Tumbas	id=g:3787871
Quebrada Tungo	id=g:3787872
Tunita	id=g:3787873
Quebrada Turura	id=g:3787874
Quebrada Unisco	id=g:3787875
Cuchilla Unta	id=g:3787876
Urabá	id=g:3787877
Llanos de Urarco	id=g:3787878
Quebrada Urarco	id=g:3787879
Loma de Urusco	id=g:3787880
Uruta	id=g:3787881
Quebrada Vallenegro	id=g:3787882
Quebrada Vargas	id=g:3787883
Loma Vata de Oro	id=g:3787884
