Whitney Hill	id=g:4983047
Blanchard	id=g:4986356
Blanchard Drain	id=g:4986357
Blakslee Drain	id=g:4986358
Blanchard Millpond	id=g:4986359
Blanchett Drain	id=g:4986360
Blanchard Lake	id=g:4986361
Blaney Cemetery	id=g:4986362
Blaney Creek	id=g:4986363
Bland Cemetery	id=g:4986364
Blaney Park	id=g:4986365
Blats Hill	id=g:4986366
Bleat Creek	id=g:4986367
Blaney Junction	id=g:4986368
Blendon and Olive Drain	id=g:4986369
Blendon Cemetery	id=g:4986370
Township of Blendon	id=g:4986371
Bleshenski Drain	id=g:4986372
Blessed Hope Camp	id=g:4986373
Blessed Hope Church	id=g:4986374
Blessed Sacrament School	id=g:4986375
Blessed Sacrament School	id=g:4986376
Our Lady of Consolation School	id=g:4986377
Blind Biscuit Creek	id=g:4986378
Blemhuber Lake	id=g:4986379
Blind Creek	id=g:4986380
Blind Indian Creek	id=g:4986381
Blind Lake	id=g:4986382
Blind Pass	id=g:4986383
Blind Sucker Campground	id=g:4986384
Blind Sucker Flooding	id=g:4986385
Blind Sucker River	id=g:4986386
Blind Lake	id=g:4986387
Bliss Pioneer Memorial Church	id=g:4986388
Bliss Drain	id=g:4986389
Bliss Drain	id=g:4986390
Bliss Lake	id=g:4986391
Bliss Lookout Tower	id=g:4986392
Bliss Park	id=g:4986393
Bliss Township Cemetery	id=g:4986394
Bliss Township Park	id=g:4986395
Mount Bliss	id=g:4986396
Township of Bliss	id=g:4986397
Blissfield	id=g:4986398
Township of Blissfield	id=g:4986399
Blizzard Drain	id=g:4986400
Bloat Lake	id=g:4986401
Bloch School	id=g:4986402
Block Drain	id=g:4986403
Block School	id=g:4986404
Blockhouse Creek	id=g:4986405
Bliss	id=g:4986406
Blodgett Creek	id=g:4986407
Blodgett Lake	id=g:4986408
Blodgett Memorial Medical Center Heliport	id=g:4986409
Blodgett School	id=g:4986410
Bloggett Lake	id=g:4986411
Blom	id=g:4986412
Blom Creek	id=g:4986413
Blodgett Lake	id=g:4986414
Blood Cemetery	id=g:4986415
Blood Creek	id=g:4986416
Blonde Dam Bridge	id=g:4986417
Blood Lake	id=g:4986418
Blood Lake	id=g:4986419
Blood Lake	id=g:4986420
Blood Run	id=g:4986421
Bloom Lake	id=g:4986422
Bloomdale Cemetery	id=g:4986423
Bloomer Cemetery	id=g:4986424
Bloomer Lake	id=g:4986425
Township of Bloomer	id=g:4986426
Bloomfield	id=g:4986427
Bloomfield Cemetery	id=g:4986428
Bloomfield Hills	id=g:4986429
Bloomfield Hills Country Club	id=g:4986430
Bloomfield Hills Junior High School	id=g:4986431
City of Bloomfield Hills	id=g:4986432
Bloomfield Lake	id=g:4986433
Bloomfield School	id=g:4986434
Bloomfield School	id=g:4986435
Bloomfield School	id=g:4986436
Bloomfield Sigel Drain	id=g:4986437
Township of Bloomfield	id=g:4986438
Township of Bloomfield	id=g:4986439
Charter Township of Bloomfield	id=g:4986440
Blooming Valley School	id=g:4986441
Bloomingdale	id=g:4986442
Township of Bloomingdale	id=g:4986443
Blossom School	id=g:4986444
Blue Creek	id=g:4986445
Blood Creek	id=g:4986446
Blue Gill Lake	id=g:4986447
Blue Heron Lagoon	id=g:4986448
Blue Hill Pond	id=g:4986449
Blue Jay Creek	id=g:4986450
Blue Gill Island	id=g:4986451
Blue Lake	id=g:4986452
Blue Lake	id=g:4986453
Blue Lake	id=g:4986454
Blue Lake	id=g:4986455
Blue Lake	id=g:4986456
Blue Lake	id=g:4986457
Blue Lake	id=g:4986458
Blue Lake	id=g:4986459
Blue Lake	id=g:4986460
Blue Lake	id=g:4986461
Blue Lake	id=g:4986462
Blue Lake	id=g:4986463
Blue Lake Cemetery	id=g:4986464
Blue Lake County Park	id=g:4986465
Blue Lake Drain	id=g:4986466
Blue Lake School	id=g:4986467
Township of Blue Lake	id=g:4986468
Township of Blue Lake	id=g:4986469
Blue Lakes	id=g:4986470
Blue Mountain	id=g:4986471
Blue Mountains	id=g:4986472
Blue Ridge	id=g:4986473
Blue Star Church	id=g:4986474
Blue Water Beach	id=g:4986475
Blue Water Bridge	id=g:4986476
Blue Water Camp	id=g:4986477
Blue Water Free Methodist Church	id=g:4986478
Bluebell Lake	id=g:4986479
Blueberry Cove	id=g:4986480
Blueberry Creek	id=g:4986481
Blue Joe Lake	id=g:4986482
Blueberry Mine	id=g:4986483
Bluebill Creek	id=g:4986484
Blueberry Lake	id=g:4986485
Bluegill Lake	id=g:4986486
Bluegill Lake	id=g:4986487
Bluegill Lake	id=g:4986488
Bluegill Lake	id=g:4986489
Bluegill Lake	id=g:4986490
Bluegill Lake	id=g:4986491
Bluegill Pond	id=g:4986492
Bluejay Lake	id=g:4986493
Bluewater Bridge Marina	id=g:4986494
Bluff Beach	id=g:4986495
Bluff Creek	id=g:4986496
Bluegill Lake	id=g:4986497
Bluff Creek	id=g:4986498
Bluff Lake	id=g:4986499
The Bluffs	id=g:4986500
Bluffton School	id=g:4986501
Blumfield Cemetery	id=g:4986502
Blumfield Corners	id=g:4986503
Blumfield Creek	id=g:4986504
The Bluff	id=g:4986505
Bly Lake	id=g:4986506
Bly School	id=g:4986507
Blythefield Country Club	id=g:4986508
Blythefield Memorial Gardens	id=g:4986509
Bnai Sholom Cemetery	id=g:4986510
Bnai-David Cemetery	id=g:4986511
Boardman Lake	id=g:4986512
Boardman River	id=g:4986513
Township of Blumfield	id=g:4986514
Boat Lake	id=g:4986515
Boathouse Lake	id=g:4986516
Boaz Lake	id=g:4986517
Bob Hall Lake	id=g:4986518
Bob Hill Cemetery	id=g:4986519
Bob Lake	id=g:4986520
Bob Lake	id=g:4986521
Bob Lake	id=g:4986522
Bob Lake	id=g:4986523
Bob Lake Campground and Picnic Area	id=g:4986524
Bob Lake Creek	id=g:4986525
Township of Boardman	id=g:4986526
Bob-A-Ron Lake	id=g:4986527
Bob-Lo Boat Dock	id=g:4986528
Bob-O-Link Golf Club	id=g:4986529
Bobbygay Lake	id=g:4986530
Bobcat Campground	id=g:4986531
Bobcat Creek	id=g:4986532
Bob Mac Pond	id=g:4986533
Bobcat Lake Campground	id=g:4986534
Bobcat Lake Picnic Area	id=g:4986535
Bobcean Drain	id=g:4986536
Bobcat Lake	id=g:4986537
Bobolink Creek	id=g:4986538
Bobs Creek	id=g:4986539
Bobs Creek	id=g:4986540
Bobs Island	id=g:4986541
Bocco Creek	id=g:4986542
Bodi Lake	id=g:4986543
Bodies Drain	id=g:4986544
Bodus	id=g:4986545
Boedne Bay	id=g:4986546
Boes Drain	id=g:4986547
Bobs Lake	id=g:4986548
Bog Brook	id=g:4986549
Bog Lake	id=g:4986550
Bog Lake	id=g:4986551
Bogart Drain	id=g:4986552
Bog Lake	id=g:4986553
Bogen School	id=g:4986554
Bogie Lake	id=g:4986555
Bogue Creek	id=g:4986556
Bogart Lake	id=g:4986557
Township of Bohemia	id=g:4986558
Bohemian Creek	id=g:4986559
Mount Bohemia	id=g:4986560
Boice Drain	id=g:4986561
Bohmier Lake	id=g:4986562
Boiling Springs	id=g:4986563
Bois Blanc Airport	id=g:4986564
Bois Blanc Island	id=g:4986565
Township of Bois Blanc	id=g:4986566
Bois Blane Light	id=g:4986567
Boise Creek	id=g:4986568
Boiling Spring	id=g:4986569
Bolles Harbor	id=g:4986570
Bolles School	id=g:4986571
Bolsby School	id=g:4986572
Bolt Lake	id=g:4986573
Bolt Park	id=g:4986574
Bolton	id=g:4986575
Bolton Point	id=g:4986576
Boltzer Drain	id=g:4986577
Bombay	id=g:4986578
Bomways Bay	id=g:4986579
Bonanza Falls	id=g:4986580
Bond and Palmer Drain	id=g:4986581
Bond Creek	id=g:4986582
Bolen Lake	id=g:4986583
Bond Drain	id=g:4986584
Bond Falls	id=g:4986585
Bond Falls Flowage	id=g:4986586
Bond Falls Park Picnic Area	id=g:4986587
Bond Mill Pond	id=g:4986588
Bond School	id=g:4986589
Bond School	id=g:4986590
Bond School	id=g:4986591
Bondie Drain	id=g:4986592
Bonds Bridge	id=g:4986593
Bone Lake	id=g:4986594
Boney Falls Basin	id=g:4986595
Boney Falls Dam	id=g:4986596
Boniface Camp	id=g:4986597
Bonifas Chapel	id=g:4986598
Bonifas Creek	id=g:4986599
Bond Drain	id=g:4986600
Bonnet Lake	id=g:4986601
Bonnie Brook Golf Course	id=g:4986602
Bonnie Castle Lake	id=g:4986603
Bonnie Field	id=g:4986604
Bonnie Moor Drain	id=g:4986605
Bonny Lake	id=g:4986606
Bons Creek	id=g:4986607
Boody Lake	id=g:4986608
Boody School	id=g:4986609
Boody School	id=g:4986610
Book Mine	id=g:4986611
Boom Lake	id=g:4986612
Booms Drain	id=g:4986613
Boon	id=g:4986614
Boon Lookout Tower	id=g:4986615
Township of Boon	id=g:4986616
Boot Hill Cemetery	id=g:4986617
Boot Island	id=g:4986618
Boot Lake	id=g:4986619
Boot Lake	id=g:4986620
Boot Lake	id=g:4986621
Boot Lake	id=g:4986622
Boot Lake	id=g:4986623
Boot Lake	id=g:4986624
Boot Lake	id=g:4986625
Boot Lake	id=g:4986626
Booth Drain	id=g:4986627
Bonner Landing	id=g:4986628
Booth Island	id=g:4986629
Booth Lake	id=g:4986630
Booth Park	id=g:4986631
Booth School	id=g:4986632
Booth School	id=g:4986633
Bootjack Island	id=g:4986634
Bootjack Lake	id=g:4986635
Bootjack Lake	id=g:4986636
Boots Drain	id=g:4986637
Bope Drain	id=g:4986638
Borculo	id=g:4986639
Bordine Drain	id=g:4986640
Boreal Research Station	id=g:4986641
Borgess Medical Center	id=g:4986642
Borgess Medical Center Heliport	id=g:4986643
Borgstrom Creek	id=g:4986644
Booth Drain	id=g:4986645
Born School	id=g:4986646
Borodychuk Drain	id=g:4986647
Borski Bayou	id=g:4986648
Borski Creek	id=g:4986649
Borland	id=g:4986650
Bortle Drain	id=g:4986651
Bortman Creek	id=g:4986652
Borski School	id=g:4986653
Bosely Channel	id=g:4986654
Boss Lake	id=g:4986655
Boss Lake	id=g:4986656
Bosscher School	id=g:4986657
Boston	id=g:4986658
Boston Creek	id=g:4986659
Boston Lake	id=g:4986660
Boston Lake	id=g:4986661
Township of Boston	id=g:4986662
Bostwick Lake	id=g:4986663
Bostwick Lake	id=g:4986664
Boswell Creek	id=g:4986665
Bosch and Hulst Drain	id=g:4986666
Bosworth Cemetery	id=g:4986667
Botsford Park	id=g:4986668
Bottle Island	id=g:4986669
Bottom Creek	id=g:4986670
Boswell School	id=g:4986671
Boucher Creek	id=g:4986672
Bouck Drain	id=g:4986673
Boudreau Creek	id=g:4986674
Boufford Lake	id=g:4986675
Boughten Cemetery	id=g:4986676
Boughton Cemetery	id=g:4986677
Boughton Drain	id=g:4986678
Boughton School	id=g:4986679
Boughton School	id=g:4986680
Boulan Park	id=g:4986681
Boulanger Island	id=g:4986682
Boulder Creek	id=g:4986683
Boughner Lake	id=g:4986684
Boulder Reef	id=g:4986685
Boulder Reef	id=g:4986686
Boulton Drain	id=g:4986687
Bourassas Point	id=g:4986688
Bourgois Lake	id=g:4986689
Bourne Creek	id=g:4986690
Boulder Park	id=g:4986691
Bourret Cemetery	id=g:4986692
Township of Bourret	id=g:4986693
Boutel Cemetery	id=g:4986694
Boutell Drain	id=g:4986695
Boutlier Lake	id=g:4986696
Bouvier Bay	id=g:4986697
Bovee Drain	id=g:4986698
Bovee Lake	id=g:4986699
Bovee Lake	id=g:4986700
Bow Island	id=g:4986701
Bow Lake	id=g:4986702
Bow Pond	id=g:4986703
Bow School	id=g:4986704
Bowden Creek	id=g:4986705
Bourne Lake	id=g:4986706
Bowen Creek	id=g:4986707
Bowen Creek	id=g:4986708
Bowen Lake	id=g:4986709
Bowen School	id=g:4986710
Bowen Station School	id=g:4986711
Bowen and Brown Drain	id=g:4986712
Bowens Creek	id=g:4986713
Bowen Drain	id=g:4986714
Bower Drain	id=g:4986715
Bowerman Cemetery	id=g:4986716
Bowerman Drain	id=g:4986717
Bowers Creek	id=g:4986718
Bowens Mill	id=g:4986719
Bowers Harbor	id=g:4986720
Bowers Harbor Cemetery	id=g:4986721
Bowers Harbor Marina	id=g:4986722
Bowers Lodge	id=g:4986723
Bowersocks Camp	id=g:4986724
Bowman Bridge	id=g:4986725
Bowman Bridge Campground	id=g:4986726
Bowman Cemetery	id=g:4986727
Bowman Ditch	id=g:4986728
Bowman Drain	id=g:4986729
Bowman Drain	id=g:4986730
Bowers Drain	id=g:4986731
Bowman Drain	id=g:4986732
Bowman Park	id=g:4986733
Bowne Center	id=g:4986734
Bowne Church	id=g:4986735
Township of Bowne	id=g:4986736
Bows Lake	id=g:4986737
Bowstead Lake	id=g:4986738
Boxcar Cut	id=g:4986739
Boyce Drain	id=g:4986740
Boyce Lake	id=g:4986741
Boyce Lake	id=g:4986742
Boyce School	id=g:4986743
Boyd	id=g:4986744
Boyd Cemetery	id=g:4986745
Boyd Lake	id=g:4986746
Boyd Oil and Gas Field	id=g:4986747
Boyd School	id=g:4986748
Boyd School	id=g:4986749
Boyd School	id=g:4986750
Boyer Airport	id=g:4986751
Boyer Playground	id=g:4986752
Boyle Creek	id=g:4986753
Bowmanville	id=g:4986754
Boyle Lake	id=g:4986755
Boyles Creek	id=g:4986756
Boyle Drain	id=g:4986757
City of Boyne City	id=g:4986758
Boyne City	id=g:4986759
Boyne City Municipal Airport	id=g:4986760
Boyne Falls	id=g:4986761
Boyne Highlands Airport	id=g:4986762
Boyne Mountain	id=g:4986763
Boyne Mountain Airport	id=g:4986764
Boyne River	id=g:4986765
Boyles Creek	id=g:4986766
Township of Boyne Valley	id=g:4986767
Boynton Cemetery	id=g:4986768
Boynton School	id=g:4986769
Boynton School	id=g:4986770
Boys Island	id=g:4986771
Boys Lake	id=g:4986772
Boysville of Michigan	id=g:4986773
Brabb Cemetery	id=g:4986774
Brablec Farms Airport	id=g:4986775
Brablec High School	id=g:4986776
Brace Creek	id=g:4986777
Boyne Valley Cemetery	id=g:4986778
Brace School	id=g:4986779
Bracken Lake	id=g:4986780
Bradford Creek	id=g:4986781
Brace Drain	id=g:4986782
Bradford Creek	id=g:4986783
Bradford Lake	id=g:4986784
Bradford School	id=g:4986785
Bradley	id=g:4986786
Bradley Church	id=g:4986787
Bradley Creek	id=g:4986788
Bradford Lake	id=g:4986789
Bradley Drain	id=g:4986790
Bradley Lake	id=g:4986791
Bradley Mine	id=g:4986792
Bradley Playground	id=g:4986793
Bradley School	id=g:4986794
Bradleyville	id=g:4986795
Bradshaw Drain	id=g:4986796
Bradshaw Drain	id=g:4986797
Bradley Creek	id=g:4986798
Brady Cemetery	id=g:4986799
Brady Cemetery	id=g:4986800
Brady Center	id=g:4986801
Brady Cove	id=g:4986802
Brady Creek	id=g:4986803
Brady Hill Cemetery	id=g:4986804
Brady Hills	id=g:4986805
Brady Lake	id=g:4986806
Brady Point	id=g:4986807
Brady School	id=g:4986808
Brady School	id=g:4986809
Township of Brady	id=g:4986810
Township of Brady	id=g:4986811
Bradyville School	id=g:4986812
Brae-Burn Golf Club	id=g:4986813
Bragden Ditch	id=g:4986814
Bragg Lake	id=g:4986815
Brague School	id=g:4986816
Brainard Drain	id=g:4986817
Brainard School	id=g:4986818
Brainard School	id=g:4986819
Brake School	id=g:4986820
Brake School	id=g:4986821
Bramblewood Country Club	id=g:4986822
Bramen Hill	id=g:4986823
Brampton	id=g:4986824
Brampton Lake	id=g:4986825
Township of Brampton	id=g:4986826
Branch	id=g:4986827
Branch County	id=g:4986828
Branch County Memorial Airport	id=g:4986829
Branch Creek	id=g:4986830
Bradshaw Hill	id=g:4986831
Branch Number Five	id=g:4986832
Branch Number One	id=g:4986833
Branch Number One Johnson Drain	id=g:4986834
Branch Line Lake	id=g:4986835
Branch Number One Lambert Drain	id=g:4986836
Branch Number Three Squaconning Creek	id=g:4986837
Branch Number Two	id=g:4986838
Branch Number Two Johnson Drain	id=g:4986839
Branch School	id=g:4986840
Branch-Carr Park	id=g:4986841
Brand Drain	id=g:4986842
Brand Lake	id=g:4986843
Brand Park	id=g:4986844
Brandenburg Drain	id=g:4986845
Township of Branch	id=g:4986846
Brandon School	id=g:4986847
Charter Township of Brandon	id=g:4986848
Brandsford Reef	id=g:4986849
Brandts Creek	id=g:4986850
Brandon Gardens	id=g:4986851
Brandts Pond	id=g:4986852
Brandy Brook Waterfowl Area	id=g:4986853
Brandy Creek	id=g:4986854
Brandts Lake	id=g:4986855
Brandy Run	id=g:4986856
Brandymore Drain	id=g:4986857
Brandywine Creek	id=g:4986858
Brandy Creek	id=g:4986859
Brandywine Creek	id=g:4986860
Brandywine Creek	id=g:4986861
Brandywine Creek	id=g:4986862
Brandywine Creek	id=g:4986863
Brandywine Lake	id=g:4986864
Brant	id=g:4986865
Brant Cemeteries	id=g:4986866
Brant Creek	id=g:4986867
Brant Lake	id=g:4986868
Brant Lake Drain	id=g:4986869
Township of Brant	id=g:4986870
Brants Hill	id=g:4986871
Brasas Lake	id=g:4986872
Brassar	id=g:4986873
Brassar Point	id=g:4986874
Brassel Slough	id=g:4986875
Bravo	id=g:4986876
Braxee Lake	id=g:4986877
Bray Cemetery	id=g:4986878
Bray Creek	id=g:4986879
Bray Creek Recreation Site	id=g:4986880
Bray Lake	id=g:4986881
Braybrooks School	id=g:4986882
Brayden Creek	id=g:4986883
Brandywine School	id=g:4986884
Brayton Drain	id=g:4986885
Braywood	id=g:4986886
Breakfast Roll	id=g:4986887
Breckenridge	id=g:4986888
Breeds Lake	id=g:4986889
Breedsville	id=g:4986890
Breen Creek	id=g:4986891
Breakfast Lake	id=g:4986892
Breezy Beach	id=g:4986893
Breezy Knoll Park	id=g:4986894
Breezy Point	id=g:4986895
Breford Lake	id=g:4986896
Breitmeyer School	id=g:4986897
Charter Township of Breitung	id=g:4986898
Brendel Lake	id=g:4986899
Brennan Lake	id=g:4986900
Brenner Drain	id=g:4986901
Brenott Drain	id=g:4986902
Township of Breen	id=g:4986903
Brent Creek	id=g:4986904
Brent Creek	id=g:4986905
Brent Run	id=g:4986906
Brest Bay	id=g:4986907
Brethren Cemetery	id=g:4986908
Brethren Cemetery	id=g:4986909
Brethren Church	id=g:4986910
Brethren Church	id=g:4986911
Brethren Church	id=g:4986912
Brethren Church	id=g:4986913
Brethren Church	id=g:4986914
Brethren Church	id=g:4986915
Brethren in Christ Church	id=g:4986916
Brethren in Christ Church	id=g:4986917
Breton Downs School	id=g:4986918
Bretton Woods	id=g:4986919
Bretton Woods School	id=g:4986920
Brevick Lake	id=g:4986921
Brevoort Lake	id=g:4986922
Brevoort Lake Campground	id=g:4986923
Brevoort River	id=g:4986924
Brethren	id=g:4986925
Brevort Airport	id=g:4986926
Brevort Cemetery	id=g:4986927
Brevort Cemetery	id=g:4986928
Township of Brevort	id=g:4986929
Brewer Drain	id=g:4986930
Brewer Drain	id=g:4986931
Brewery Creek	id=g:4986932
Brevort	id=g:4986933
Brewery Creek	id=g:4986934
Brewster Lake	id=g:4986935
Brewster Park	id=g:4986936
Briar Hill	id=g:4986937
Briar Hill	id=g:4986938
Briar Hill Creek	id=g:4986939
Brewster Lake	id=g:4986940
Briar Patch School	id=g:4986941
Briarwood School	id=g:4986942
Brice	id=g:4986943
Brice Drain	id=g:4986944
Brice Wightman Drain	id=g:4986945
Brick Cemetery	id=g:4986946
Brick Chapel Cemetery	id=g:4986947
Brick School	id=g:4986948
Brick School	id=g:4986949
Brick School	id=g:4986950
Brick School	id=g:4986951
Lake Bricker	id=g:4986952
Brickyard Cemetery	id=g:4986953
Brickyard Creek	id=g:4986954
Briar Hill Ski Jump	id=g:4986955
Bridge Lake	id=g:4986956
Bridge Lake	id=g:4986957
Bridge Lake Cemetery	id=g:4986958
Bridge School	id=g:4986959
Bridgehampton Church	id=g:4986960
Bridgehampton Drain	id=g:4986961
Township of Bridgehampton	id=g:4986962
Bridgeport	id=g:4986963
Bridgeport Country Club	id=g:4986964
Bridgeport High School	id=g:4986965
Bridgeport-Spaulding Middle School	id=g:4986966
Charter Township of Bridgeport	id=g:4986967
Bridger Drain	id=g:4986968
Bridge Lake	id=g:4986969
Bridgeton	id=g:4986970
Township of Bridgeton	id=g:4986971
Bridgeville	id=g:4986972
Bridgewater	id=g:4986973
Bridgewater Center Cemetery	id=g:4986974
Township of Bridgewater	id=g:4986975
Bridgeway Lake	id=g:4986976
Bridgman	id=g:4986977
Bridgman Community Air Park	id=g:4986978
City of Bridgman	id=g:4986979
Brier Drain	id=g:4986980
Brier Hill	id=g:4986981
Briggs Lake	id=g:4986982
Briggs Lake	id=g:4986983
Briggs Lake	id=g:4986984
Briggs Lake Creek	id=g:4986985
Bridges Resort	id=g:4986986
Briggs School	id=g:4986987
Brigham Cemetery	id=g:4986988
Brigham Lake	id=g:4986989
Brigham Lake	id=g:4986990
Bright Horizons Learning Center	id=g:4986991
Bright Lake	id=g:4986992
Bright Lake	id=g:4986993
Brighton	id=g:4986994
Brighton Airport	id=g:4986995
Brighton Camp	id=g:4986996
Brighton Cemetery	id=g:4986997
Brighton Church	id=g:4986998
Brighton Drain	id=g:4986999
Briggs Park	id=g:4987000
Brighton Hospital	id=g:4987001
Brighton Lake	id=g:4987002
Brighton State Recreation Area	id=g:4987003
City of Brighton	id=g:4987004
Township of Brighton	id=g:4987005
Briley Cemetery	id=g:4987006
Township of Briley	id=g:4987007
Brill Brook	id=g:4987008
Brighton Hills Cemetery	id=g:4987009
Brimley	id=g:4987010
Brimley State Park	id=g:4987011
Brimmer Creek	id=g:4987012
Brill Lake	id=g:4987013
Brine Pond Number 6	id=g:4987014
Brinker Drain	id=g:4987015
Brindle Lake	id=g:4987016
Brissette Beach	id=g:4987017
Brissette School	id=g:4987018
Bristol	id=g:4987019
Bristol Cemetery	id=g:4987020
Bristol Cemetery	id=g:4987021
Bristol Corners	id=g:4987022
Bristol Lake	id=g:4987023
Bristol Pond	id=g:4987024
Bristolwood Church	id=g:4987025
Brith Sholom Cemetery	id=g:4987026
British Landing	id=g:4987027
Britton	id=g:4987028
Britton Lake	id=g:4987029
Broad Acres	id=g:4987030
Broad Cut	id=g:4987031
Broad Cut Highway	id=g:4987032
Broadbridge Station	id=g:4987033
Broadstreet Cemetery	id=g:4987034
Broadway School	id=g:4987035
Brock County Park	id=g:4987036
Brockies Pond	id=g:4987037
Brockway	id=g:4987038
Brockway Church	id=g:4987039
Brockway Lake	id=g:4987040
Brockway Nose	id=g:4987041
Township of Brockway	id=g:4987042
Brocky Lake	id=g:4987043
Brohman	id=g:4987044
Bronson	id=g:4987045
Bronson Hospital	id=g:4987046
Bronson Lake	id=g:4987047
Bronson Lake	id=g:4987048
Bronson Methodist Hospital Heliport	id=g:4987049
Kruse Park	id=g:4987050
Bronson School	id=g:4987051
City of Bronson	id=g:4987052
Township of Bronson	id=g:4987053
Brook Creek	id=g:4987054
Brinton	id=g:4987055
Brook Drain	id=g:4987056
Brook School	id=g:4987057
Brookfield Exit	id=g:4987058
Township of Brookfield	id=g:4987059
Township of Brookfield	id=g:4987060
Brooklands School	id=g:4987061
Brooklane Golf Course	id=g:4987062
Brooklawn Cemetery	id=g:4987063
Brooklyn	id=g:4987064
Brooklyn School	id=g:4987065
Brooks Creek	id=g:4987066
Brookfield	id=g:4987067
Brooks Creek	id=g:4987068
Brooks Creek	id=g:4987069
Brooks Field	id=g:4987070
Brooks Lake	id=g:4987071
Brooks Lake	id=g:4987072
Brooks Lake	id=g:4987073
Brooks Lake	id=g:4987074
Brooks Lake Chapel	id=g:4987075
Brooks School	id=g:4987076
Brooks School	id=g:4987077
Township of Brooks	id=g:4987078
Brookside	id=g:4987079
Brookside Cemetery	id=g:4987080
Brookside Cemetery	id=g:4987081
Brookside Cemetery	id=g:4987082
Brookside Cemetery	id=g:4987083
Brookside Cemetery	id=g:4987084
Brookside Cemetery	id=g:4987085
Brookside School	id=g:4987086
Brookside Elementary School	id=g:4987087
Brookside School	id=g:4987088
Brookside School	id=g:4987089
Brookside School	id=g:4987090
Brookton Corners	id=g:4987091
Brookville	id=g:4987092
Brookwood Golf Course	id=g:4987093
Brookwood Golf Course	id=g:4987094
Brookwood School	id=g:4987095
Broom Lake	id=g:4987096
Broomfield Center	id=g:4987097
Township of Broomfield	id=g:4987098
Brost Drain	id=g:4987099
Brooks Junior High School	id=g:4987100
Brotherton Creek	id=g:4987101
Brow Marina	id=g:4987102
Brower Drain	id=g:4987103
Brower Lake	id=g:4987104
Brown Bridge	id=g:4987105
Brown Bridge Pond	id=g:4987106
Brown Cemetery	id=g:4987107
Brown Cemetery	id=g:4987108
Brown Cemetery	id=g:4987109
Brown Cemetery	id=g:4987110
Brown Cemetery	id=g:4987111
Brown City	id=g:4987112
City of Brown City	id=g:4987113
Brown Creek	id=g:4987114
Browell Roadside Park	id=g:4987115
Brown Creek	id=g:4987116
Brown Creek	id=g:4987117
Brown Creek	id=g:4987118
Brown Creek	id=g:4987119
Brown Creek	id=g:4987120
Brown Drain	id=g:4987121
Brown Drain	id=g:4987122
Brown Drain	id=g:4987123
Brown Drain	id=g:4987124
Brown Fickies Drain	id=g:4987125
Brown Island	id=g:4987126
Brown Lake	id=g:4987127
Brown Lake	id=g:4987128
Brown Lake	id=g:4987129
Brown Lake	id=g:4987130
Brown Lake	id=g:4987131
Brown Lake	id=g:4987132
Brown Lake	id=g:4987133
Brown Lake	id=g:4987134
Brown Lake	id=g:4987135
Brown School	id=g:4987136
Brown School	id=g:4987137
Brown School	id=g:4987138
Brown School	id=g:4987139
Brown School	id=g:4987140
Brown School	id=g:4987141
Brown School	id=g:4987142
Brown School	id=g:4987143
Brown and Mills Drain	id=g:4987144
Brown and Rounds Drain	id=g:4987145
Township of Brown	id=g:4987146
Browne Creek	id=g:4987147
Brown Drain	id=g:4987148
Brownell School	id=g:4987149
Browning Creek	id=g:4987150
Brownell Junior High School	id=g:4987151
Browning Lake	id=g:4987152
Brownlee Lake	id=g:4987153
Brownlee Park	id=g:4987154
Browns Bayou	id=g:4987155
Browns Bayou	id=g:4987156
Browns Corners	id=g:4987157
Browns Creek	id=g:4987158
Browning Lake	id=g:4987159
Browns Lake	id=g:4987160
Browns Lake	id=g:4987161
Browns Lake	id=g:4987162
Browns Lake	id=g:4987163
Browns Lake	id=g:4987164
Browns Lake	id=g:4987165
Browns Pond	id=g:4987166
Browns Pond	id=g:4987167
Brownstown Creek	id=g:4987168
Browns Fishery	id=g:4987169
Brownsville	id=g:4987170
Browntown Cemetery	id=g:4987171
Browntown School	id=g:4987172
Brownwood Lake	id=g:4987173
Bruce and Armada Cemetery	id=g:4987174
Bruce Bayou	id=g:4987175
Charter Township of Brownstown	id=g:4987176
Bruce Creek	id=g:4987177
Bruce Cemetery	id=g:4987178
Bruce Crossing Cemetery	id=g:4987179
Bruce Hills Golf Course	id=g:4987180
Bruce Park	id=g:4987181
Bruce Point	id=g:4987182
Bruce Township Fire Department	id=g:4987183
Township of Bruce	id=g:4987184
Township of Bruce	id=g:4987185
Brucker Lake	id=g:4987186
Brucker School	id=g:4987187
Brucker School	id=g:4987188
Bruckner Island	id=g:4987189
Bruders Lake	id=g:4987190
Brue Drain	id=g:4987191
Bruin Lake	id=g:4987192
Brule Island Dam	id=g:4987193
Brule Lake	id=g:4987194
Brule Lookout Tower	id=g:4987195
Brule Mountain Ski Area	id=g:4987196
Brule River	id=g:4987197
Bruce Crossing	id=g:4987198
Brundage Cemetery	id=g:4987199
Brundage Creek	id=g:4987200
Brulee Point	id=g:4987201
Bruneau Creek	id=g:4987202
Bruningville	id=g:4987203
Bruno Creek	id=g:4987204
Bruno Drain	id=g:4987205
Brunkow School	id=g:4987206
Brunswick School	id=g:4987207
Brush Creek	id=g:4987208
Brunswick	id=g:4987209
Brush Creek	id=g:4987210
Brush Creek	id=g:4987211
Brush Island	id=g:4987212
Brush Lake	id=g:4987213
