Santo Stefano d'Aveto	id=g:6542010
Monte Orneti	id=g:6695325
Monte Petria	id=g:6695326
Piccolo Vernel	id=g:6695327
Collaccio	id=g:6695328
Sasso di Rocca	id=g:6695329
Col Ombert	id=g:6695330
Punta Masare	id=g:6695331
Cima Sforcella	id=g:6695332
Coronelle	id=g:6695333
Croda di Re Laurino	id=g:6695334
Cima Vaiolet	id=g:6695335
Catinaccio d'Antermoia	id=g:6695336
Cigolade	id=g:6695337
Pale Rabbiose	id=g:6695338
Col Cornon	id=g:6695339
Cima del Forcellone	id=g:6695340
Punta Chiesa	id=g:6695341
Forcola dei Campanili	id=g:6695342
Col Bel	id=g:6695343
Punta di Soel	id=g:6695344
Piz Lago Gelato	id=g:6695345
Cima Pissadu	id=g:6695346
Dent de Mezdi	id=g:6695347
L'Antersass	id=g:6695348
Lago Gelato	id=g:6695349
Piz Gralba	id=g:6695350
Piz Miara	id=g:6695351
Croda Nera	id=g:6695352
Forcia Neigra	id=g:6695353
La Crepa Neigra	id=g:6695354
Cima Ombretta	id=g:6695355
Punta Zigole	id=g:6695356
Cima dell'Uomo	id=g:6695357
Punta di Cadino	id=g:6695358
Punta dell'Uomo	id=g:6695359
Sasso di Tasca	id=g:6695360
Doss Negro	id=g:6695361
Crozzon di Brenta	id=g:6695362
Spallone dei Massodi	id=g:6695363
Monterone	id=g:6695371
Prato della Contessa	id=g:6695373
Prato delle Macinaie	id=g:6695374
Casa del Corto	id=g:6695375
Centrale ENEL di Montalto	id=g:6695377
Monte Porche	id=g:6695391
Palazzo Borghese	id=g:6695392
Monte Argentella	id=g:6695393
Quarto San Lorenzo	id=g:6695394
Monte Lieto	id=g:6695395
Monte Patino	id=g:6695396
Monte delle Prata	id=g:6695397
Monte Castel Manardo	id=g:6695398
Pizzo Tre Vescovi	id=g:6695399
Monte Val di Fibbia	id=g:6695400
Monte Pietralata	id=g:6695401
Monte Cacamillo	id=g:6695402
Croce di Monte Rotondo	id=g:6695403
Monte Valvasseto	id=g:6695404
Pizzo di Meta	id=g:6695405
Punta del Ragnolo	id=g:6695406
Monte Bove Nord	id=g:6695407
Monte Bove Sud	id=g:6695408
Monte Bicco	id=g:6695409
Cima Cannafusto	id=g:6695410
Lago di San Ruffino	id=g:6695411
Garulla Superiore	id=g:6695412
Cima Bassa	id=g:6695417
Passo del Parol	id=g:6695423
Bocchetta dei Due Denti	id=g:6695424
Agliate	id=g:6695517
Cassignanica	id=g:6695524
Campanile dei Camosci	id=g:6695529
Termoncello	id=g:6695530
Cima Molveno	id=g:6695547
Mularo Alto	id=g:6695548
Croce del Re	id=g:6695549
Cenglo Korf	id=g:6695551
Cima del Dil	id=g:6695552
Monte Lavino	id=g:6695553
Cima Avez	id=g:6695554
Monte Solvia	id=g:6695555
Monte Friscec	id=g:6695556
Monte Speggia	id=g:6695557
Torre di Alleghe	id=g:6695560
Torre di Val Grande	id=g:6695561
Punta Civetta	id=g:6695562
Schienal del Bec	id=g:6695563
Torre Coldai	id=g:6695564
Monte Pelmetto	id=g:6695565
Punta della Puina	id=g:6695566
Crep di Casamatta	id=g:6695567
Cima della Busazza	id=g:6695568
Piz Croce	id=g:6695569
Monte Pettenassa	id=g:6695570
Monte Tamer	id=g:6695571
Cimon della Stia	id=g:6695572
Cinque Torri	id=g:6695590
Passo Valparola	id=g:6695591
Rifugio Pederü	id=g:6695641
Cima di Val Grande	id=g:6695645
Campanile di Val Grande	id=g:6695646
Cima di Focobon	id=g:6695647
Malga Venegia	id=g:6695648
Cima di Sella	id=g:6695649
Castel	id=g:6695651
Viezzena	id=g:6695652
Le Pezze	id=g:6695654
Costazza	id=g:6695657
Punte Rolle	id=g:6695658
Croda della Pala	id=g:6695659
Cima Corona	id=g:6695660
Castellazzo	id=g:6695661
Tognazza	id=g:6695662
Cavallazza	id=g:6695663
Cavallazza Piccola	id=g:6695664
Mulaz	id=g:6695668
Antonella	id=g:6695752
Monte Ardizio	id=g:6695805
Cimon di Cadinello	id=g:6695827
Cima Formion	id=g:6695828
Cimon di Lasteolo	id=g:6695829
Monte Stelle delle Sute	id=g:6695830
Cima di Lagorai	id=g:6695831
Cima delle Stellune	id=g:6695832
Busa Grana	id=g:6695833
Castel	id=g:6695834
Cimon della Roa	id=g:6695835
Malga Lagorai	id=g:6695836
Lago Lagorai	id=g:6695837
Laghi di Bombasel	id=g:6695838
Cima Bocche	id=g:6695839
Cima Iuribrutto	id=g:6695840
Cima Cucul	id=g:6695841
Monte Kalmegg	id=g:6695842
Pale delle Buse	id=g:6695843
Monte Camin	id=g:6695844
Cima Bolenga	id=g:6695845
Lago d'Ezze	id=g:6695846
Cima Fornace	id=g:6695847
Monte Cadino	id=g:6695848
Cima di Valsolaro	id=g:6695849
Monte Ziolera	id=g:6695850
Monte Manghen	id=g:6695851
Cresta Onchieli	id=g:6695852
Monte Cogne	id=g:6695853
Il Rocadin	id=g:6695854
Cima dell'Inferno	id=g:6695855
Cardinal	id=g:6695857
Cauriol	id=g:6695858
Cima Busa Alta	id=g:6695859
Il Becco	id=g:6695860
Castel delle Aie	id=g:6695861
Monte Formentone	id=g:6695863
Cima di Lingora	id=g:6695864
Cima di Copola	id=g:6695865
Mandriccione	id=g:6695866
Campanile di Val Strutt	id=g:6695867
Paiom di Cermis	id=g:6695869
Cimon del To della Trappola	id=g:6695870
Doss di Mezzodì	id=g:6695872
Cima delle Buse	id=g:6695873
Corona Alta	id=g:6695874
Rifugio Bosi	id=g:6695880
Montesover	id=g:6695890
Monte di Cembra	id=g:6695891
Lago Santo	id=g:6695892
La Gorsa	id=g:6695893
Dosso dei Brusadi	id=g:6695894
Cimoni	id=g:6695896
Dosso Mozalon	id=g:6695897
Sammomme	id=g:6695928
Poltu Quatu	id=g:6695930
Cima Forzellina	id=g:6695955
Monte Nero	id=g:6695956
Cima Vedrettine	id=g:6695957
Cima di Bon	id=g:6695958
Cima Giner	id=g:6695959
Rifugio Scotoni	id=g:6696063
Rifugio Saraghes	id=g:6696064
Passo Furcia	id=g:6696065
Piz da Peres	id=g:6696066
Castelmuzio	id=g:6696069
Isola Tiberina	id=g:6696119
Cima d'Oltro	id=g:6696143
Punta della Madonna	id=g:6696144
Cima d'Alberghetto	id=g:6696148
Sasso d'Ortiga	id=g:6696149
Punta Caldrolon	id=g:6696150
Cima Sforcelloni	id=g:6696151
Cima Feltraio	id=g:6696152
Le Rocchette	id=g:6696153
Pala del Rifugio	id=g:6696154
Cima di Lastei	id=g:6696155
Sass Maor	id=g:6696157
Cima della Madonna	id=g:6696158
Cima della Stanga	id=g:6696160
Cimerlo	id=g:6696161
Cima della Beta	id=g:6696170
Cima d'Ostio	id=g:6696171
Cima di Sedole	id=g:6696172
Sasso delle Lede	id=g:6696173
Cima Wilma	id=g:6696174
Cima di Val di Roda	id=g:6696175
Cima della Rosetta	id=g:6696176
Cusiglio	id=g:6696177
Spiz del Doch	id=g:6696178
Col Santo	id=g:6696179
Bedole	id=g:6696180
Lago di Calaita	id=g:6696181
Cima Redasega	id=g:6696182
Cicona	id=g:6696183
Zortea	id=g:6696184
Valline	id=g:6696185
Mureri	id=g:6696186
Berni	id=g:6696187
Valmolin	id=g:6696188
Cima Arinas	id=g:6696189
Cima di Valsorda	id=g:6696190
Doss dei Corvi	id=g:6696210
L'Omenet	id=g:6696211
Doss Castion	id=g:6696212
Monte Mezzana	id=g:6696213
Cime dell'Auta	id=g:6696270
Monte Alto	id=g:6696271
Ricoletta	id=g:6696272
Cima dell'Inferno	id=g:6696273
Pizzo le Crene	id=g:6696274
Cima Bel Pra	id=g:6696275
Torre Sabbioni	id=g:6696276
Punta Taiola	id=g:6696277
Croda Marcora	id=g:6696278
Cima Bastion	id=g:6696279
Cima Valles	id=g:6696281
Cima Venegiotta	id=g:6696282
Cima del Lago	id=g:6696283
ex Forte Dossaccio	id=g:6696284
Monte di Grumes	id=g:6696285
Monte Cucal	id=g:6696286
Lago Bianco	id=g:6696287
La Rocca	id=g:6696288
Pala di Santa	id=g:6696289
Nemesis	id=g:6696290
Corno Bianco	id=g:6696292
Punta di Fanis Nord	id=g:6696293
Punta di Fanis di Mezzo	id=g:6696294
Punta di Fanis Sud	id=g:6696295
Cime Campestrin Punta Nord	id=g:6696296
Cime Campestrin Punta Sud	id=g:6696297
Gran Cront	id=g:6696298
Monte Catino	id=g:6696299
Denti di Terrarossa	id=g:6696300
Col del Puez	id=g:6696301
Punte del Puez	id=g:6696302
Piz Duleda	id=g:6696303
Sass da l'Ega	id=g:6696304
Monte Balzo	id=g:6696305
Monte Pez	id=g:6696306
Monte Castello	id=g:6696307
Monte Soprachiesa	id=g:6696308
Cauria	id=g:6696310
Dosso Rotondo	id=g:6696338
Grande Fermeda	id=g:6696350
Piccola Fermeda	id=g:6696351
Gran Odla	id=g:6696352
Monte Orbieso	id=g:6696353
Monte Gallo	id=g:6696354
Monte Trevisan	id=g:6696355
Monte Rua	id=g:6696356
Baiamonte	id=g:6696357
Monte Vendevolo	id=g:6696358
Monte Orsara	id=g:6696359
San Daniele in Monte	id=g:6696360
Monte Ortone	id=g:6696361
Rocca Pendice	id=g:6696362
Monte Solone	id=g:6696363
Monte Lonzina	id=g:6696364
Cima La Serra	id=g:6696366
Monte Castello	id=g:6696367
Cime di Bosco Nero	id=g:6696368
Piz da Lec	id=g:6696369
Sasso delle Dieci	id=g:6696370
Sasso delle Nove	id=g:6696371
Rifugio Cavazza al Passadu	id=g:6696372
Cima d'Ambrizzola	id=g:6696373
Settsass	id=g:6696374
La Varella	id=g:6696375
Cunturines	id=g:6696376
Sassongher	id=g:6696377
Monte Trentin	id=g:6696398
Cima Portule	id=g:6696399
Monte Campolon	id=g:6696400
Cima Valbona	id=g:6696401
Monte Melignone	id=g:6696402
Monte Biaina	id=g:6696403
Rocca di Manerba	id=g:6696644
Monte Nuvolo	id=g:6696645
Monte Rosso	id=g:6696646
Monte Cas	id=g:6696647
Dosso Grande	id=g:6696648
Cima dei Coi	id=g:6696649
Punta dei Larici	id=g:6696650
Ceniga	id=g:6696651
Località Luch	id=g:6696652
Monte Tondo	id=g:6696653
Monte Lozzo	id=g:6696654
Monte Alba	id=g:6696655
Corna Blacca	id=g:6696656
Rifugio Viote	id=g:6696657
Monte Glacier	id=g:6696698
Monte Belpla	id=g:6696699
Monte Emilius	id=g:6696700
Torre di Lavina	id=g:6696701
La Grivola	id=g:6696702
Torre del Gran San Pietro	id=g:6696703
Il Monte	id=g:6696705
Monte Fiorino	id=g:6696706
Cima Terre Fredde	id=g:6696707
Monte Frerone	id=g:6696708
Corno Baitone	id=g:6696709
Pizzo del Diavolo di Tenda	id=g:6696710
Pregasina	id=g:6696779
Dos de Cala	id=g:6696780
Sant'Ilario	id=g:6696784
Lago delle Piazze	id=g:6696787
Nogare	id=g:6696789
Martignano	id=g:6696790
Vigo Meano	id=g:6696792
Ville di Giovo	id=g:6696793
Cima San Giacomo	id=g:6696807
Monte San Martino	id=g:6696829
Monte Irone	id=g:6696830
La Petta	id=g:6696831
Monte Toff	id=g:6696832
Pala dei Mughi	id=g:6696833
Doss del Sabion	id=g:6696834
Cima Mezzana	id=g:6696835
Malga Calvera Alta	id=g:6696836
quota 2742	id=g:6696837
Creper di Stracciola	id=g:6696838
Piccolo Settsass	id=g:6696840
Nuvolao	id=g:6696841
La Gusella	id=g:6696842
Cima Cadìn	id=g:6696843
Cime Scotter	id=g:6696844
Col di Lana	id=g:6696845
Torre dei Camosci	id=g:6696846
Sasso di Mezzodì	id=g:6696847
Cima Undici	id=g:6696848
Pala del Becco	id=g:6696849
Monte Ciamp	id=g:6696850
Piz dei Muss	id=g:6696851
Piz Sella	id=g:6696852
Monte Bustaccio	id=g:6696853
Monte Nambino	id=g:6696854
Cima Careser	id=g:6696855
Cima Campisol	id=g:6696856
Cima Mezzena	id=g:6696857
Corno Miller	id=g:6696860
Cima di Le	id=g:6696861
Cima Grotta Dazi	id=g:6696863
Cima Fontana Bianca	id=g:6696871
Tomba di Teodorico	id=g:6697040
Marina di Andrano	id=g:6697055
Feronzo	id=g:6697056
Porto Badisco	id=g:6697057
San Michele Extra	id=g:6697072
Nebida	id=g:6697073
Malga Millegrubbe	id=g:6697078
Malga Costa Alta	id=g:6697079
Monte Tolargo	id=g:6697106
Sasso del Gazzo	id=g:6697107
La Cugola	id=g:6697108
Monte Francesco	id=g:6697109
Col dell'Omo	id=g:6697110
Monte Largo	id=g:6697111
Il Palone	id=g:6697112
Punta Santner	id=g:6697113
Punta Furinger	id=g:6697114
Cima di Mezzodì	id=g:6697115
Monte Giavaccio	id=g:6697116
Monte Nicola	id=g:6697117
Cima di Terrarossa	id=g:6697118
Croda dei Cirmei	id=g:6697119
Cima Valbona	id=g:6697120
Monte Pozza	id=g:6697121
Monte Bullaccia	id=g:6697122
Monte Tondo	id=g:6697123
Cima Penel	id=g:6697157
Bocca di Saval	id=g:6697158
Baitone di Gelos	id=g:6697159
Madonna dell'Aiuto	id=g:6697160
Monte Macaion	id=g:6697161
Colle del Giovo	id=g:6697162
Poggiolungo	id=g:6697169
Pescina	id=g:6697170
Località Schiacciaie	id=g:6697171
Monte Nambrone	id=g:6697186
Monte Ritorto	id=g:6697187
Ufo di Desio	id=g:6697198
Ciminiere di Varedo	id=g:6697199
Corno Zeno	id=g:6697200
Muttanella	id=g:6697205
Unterrothorn	id=g:6697209
Strahlhorn	id=g:6697210
Pizzo d'Andolla	id=g:6697211
Calerno	id=g:6697218
Colle Lidia	id=g:6697234
Cima della Brignola	id=g:6697264
Doss del Bue	id=g:6697278
Sasso Bianco	id=g:6697279
Mandrett	id=g:6697280
Monte Cimon	id=g:6697281
Monte Cucco	id=g:6697282
Sommi	id=g:6697283
Dosso della Piera	id=g:6697284
Zobbio	id=g:6697285
Vedretta de la Mare	id=g:6697286
Cime Baremone	id=g:6697310
quota 1760	id=g:6697311
quota 1776	id=g:6697312
Corno Spezzato	id=g:6697313
quota 1858	id=g:6697314
Eurowaterjet Srl	id=g:6697393
Busa Brodeghera	id=g:6697407
Corno Bianco	id=g:6697415
Corno Carro	id=g:6697417
Sass da Lec	id=g:6697418
Sass Dai Ciamorces	id=g:6697419
Val Culea	id=g:6697420
Col de Frea	id=g:6697421
Pizza Bottacello	id=g:6697460
Monte Minisfreddo	id=g:6697461
Monte Summano	id=g:6697467
Scoglio dell'Aquila	id=g:6697487
Cima di Favaro	id=g:6697488
Monte Cengio	id=g:6697489
Passo Manghen	id=g:6697558
Pontarso	id=g:6697559
Malga Valtrighetta	id=g:6697560
Rifugio Passo Manghen	id=g:6697565
Doss della Rocchetta	id=g:6697605
Luni Mare	id=g:6697611
San Sisto	id=g:6697612
Canneto	id=g:6697623
Cima di Tavels	id=g:6697646
Testa Mercera	id=g:6697647
Laghi di Terra Rubbia	id=g:6697655
Monte Fico	id=g:6697670
Orti della Regina	id=g:6697674
Cima Lancia	id=g:6697676
Becca di Vlou	id=g:6697679
Becca di Torche	id=g:6697680
Monte Nery	id=g:6697681
Monte Orsiera	id=g:6697685
Cima delle Lobbie	id=g:6697689
Punta Malta	id=g:6697690
Punta Michelis	id=g:6697691
Punta Dante	id=g:6697692
Cima di Val Scura	id=g:6697706
Cima Val Strangola	id=g:6697707
Cima Val d'Inferno	id=g:6697708
Loverdina	id=g:6697709
Croz della Madonna	id=g:6697710
La Forcella	id=g:6697716
Monte Agnello	id=g:6697717
Censi	id=g:6697718
Doss Capello	id=g:6697719
Dosso Branchi	id=g:6697720
Malga Sacina	id=g:6697722
Pizzancae	id=g:6697723
Cornacci	id=g:6697724
Penia	id=g:6697725
Medil	id=g:6697726
Forno	id=g:6697727
Malga Panna	id=g:6697728
Malga Roncac	id=g:6697729
Sorte	id=g:6697730
Someda	id=g:6697731
Monte Pizmeda	id=g:6697732
Punta Vallaccia	id=g:6697733
Madone	id=g:6697736
Motto Rotondo	id=g:6697738
Monte Magno	id=g:6697739
Piz Forbesch	id=g:6697755
Pizzo dei Vanni Orientale	id=g:6697757
Punta Rasica	id=g:6697783
Monte del Forno	id=g:6697852
Pizzo Mellasc	id=g:6697853
Gran Madre di Dio	id=g:6697877
Piazza Vittorio Veneto	id=g:6697878
Palazzo Madama	id=g:6697879
Palazzo Reale	id=g:6697880
Giardino Reale	id=g:6697881
Palazzo Nuovo	id=g:6697882
Biblioteca Nazionale	id=g:6697883
Palazzo Carignano	id=g:6697884
Piazza San Carlo	id=g:6697885
Museo Egizio	id=g:6697886
Teatro Regio	id=g:6697887
La Cavallerizza Reale	id=g:6697888
Cappella della Sindone	id=g:6697889
Duomo di San Giovanni	id=g:6697890
Porte Palatine	id=g:6697891
Politecnico di Torino	id=g:6697899
Cimitero Monumentale	id=g:6697900
GAM Galleria d'Arte Moderna	id=g:6697901
Palazzo Bricherasio	id=g:6697903
Monte dei Cappuccini	id=g:6697904
Villa della Regina	id=g:6697905
Murazzi	id=g:6697906
Parcheggio Valdo Fusi	id=g:6697907
Parcheggio Piazza Vittorio	id=g:6697908
Chiesa di San Lorenzo	id=g:6697909
Anfiteatro Romano	id=g:6697910
Mercato di Porta Palazzo	id=g:6697911
Auditorium della RAI	id=g:6697912
Teatro Alfieri	id=g:6697913
Piazza Solferino	id=g:6697914
Galleria Sabauda	id=g:6697915
Teatro Carignano	id=g:6697916
Museo di Antichità di Torino	id=g:6697917
Municipio di Torino	id=g:6697918
Parcheggio Porta Palazzo	id=g:6697919
Parcheggio Via Roma	id=g:6697920
Piazza Carlo Felice	id=g:6697921
Conservatorio di Torino	id=g:6697922
Parcheggio di Piazza Bodoni	id=g:6697923
Aiuola Cavour	id=g:6697924
Stadio Olimpico Grande Torino	id=g:6697925
Ospedale San Giovanni Battista di Torino	id=g:6697926
Parco del Valentino	id=g:6697927
Castello del Valentino	id=g:6697929
Facoltà di Architettura	id=g:6697930
Borgo Medievale	id=g:6697931
Stadio delle Alpi di Torino	id=g:6697933
Mazda Palace	id=g:6697934
Reggia di Venaria	id=g:6697935
Parco Regionale La Mandria	id=g:6697936
Castello di Rivoli	id=g:6697937
Museo d'Arte Contemporanea di Rivoli	id=g:6697938
Palazzina di Caccia di Stupinigi	id=g:6697939
Castello di Moncalieri	id=g:6697940
Laghi d'Avigliana	id=g:6697941
Sacra di San Michele	id=g:6697942
Ospedale San Giovanni Bosco	id=g:6697944
Forte di Exilles	id=g:6697945
Battistero di Firenze	id=g:6697946
Duomo di Firenze	id=g:6697947
Palazzo Ducale	id=g:6697948
Chiesa di Santa Croce	id=g:6697949
Palazzo Pitti	id=g:6697950
Monte Fragoloso	id=g:6697958
Montecassino	id=g:6697959
San Pietro	id=g:6697960
Monte Calvo	id=g:6697961
Lago Marmotta	id=g:6697962
Cima di Laste	id=g:6697963
Cima Cadinel	id=g:6697964
Cima Cavaion	id=g:6697965
Cima Ponte Vecchio	id=g:6697966
Resegone	id=g:6697988
Monte Tesoro	id=g:6697989
Punta Garin	id=g:6698018
Punta di Soleron	id=g:6698019
Monte Novesso	id=g:6698022
Castello di Gavala	id=g:6698024
Punta Rossa	id=g:6698025
Monte Mazzarone	id=g:6698026
Monte Trevigno	id=g:6698027
Monte Piogera	id=g:6698028
Monte Vesso	id=g:6698029
Punta Nera	id=g:6698030
Punta Bianca	id=g:6698032
Punta Rossa	id=g:6698033
Grivoletta	id=g:6698034
Monte Rafray	id=g:6698054
Monte Cambra	id=g:6698057
Domus Angelae B&B - www.domusangelae.it	id=g:6698164
Punta Trento	id=g:6698178
Pian di Bobbio	id=g:6698192
Monte Cuccio	id=g:6698197
Pizzo Vuturo	id=g:6698198
Monte Gibilmesi	id=g:6698199
Punta Mastrangelo	id=g:6698200
Passo di San Antonio	id=g:6698201
Malga di Covelo	id=g:6698202
Infernetto	id=g:6698332
Casal Palocco	id=g:6698333
Vitinia	id=g:6698334
Axa	id=g:6698335
Lido di Castel Fusano	id=g:6698336
Baja Sardinia	id=g:6698337
Platthorn	id=g:6698347
Gardolo di Mezzo	id=g:6698353
Cima della Maledia	id=g:6698377
Cima Ciamineias	id=g:6698378
Cima Peirabroc	id=g:6698379
Monte Pietraborga	id=g:6698387
Monte San Giorgio	id=g:6698388
Abbadia di Montepulciano	id=g:6698389
Alica	id=g:6698390
Avane	id=g:6698391
Buchignano	id=g:6698392
Castel dell'aquila	id=g:6698393
casesi	id=g:6698403
Crespignaga	id=g:6698404
Donoratico	id=g:6698405
Figline di Prato	id=g:6698406
Sant' Elia	id=g:6698407
Cugnana Verde	id=g:6698408
Isola dei Pescatori	id=g:6698409
Santa Maria di Leuca	id=g:6698410
Terme di Comano	id=g:6698411
Monte Santa Maria	id=g:6698606
Deserto	id=g:6698607
Colle Umberto	id=g:6698608
Cognoli d'Ottaviano	id=g:6698609
Colle Sughero	id=g:6698610
Monte Cervigliano	id=g:6698611
Colle S. Angelo	id=g:6698612
Sorgenti del Timavo	id=g:6848471
Monte Vincenzo	id=g:6884788
Monte Piccione	id=g:6884789
Colle Zappacenere	id=g:6884790
Colle della Tronetta	id=g:6884791
Monte Arcese	id=g:6884792
Monte Fornace	id=g:6929925
Cimone di Pra Secco	id=g:6929926
Monte Ospedale	id=g:6929927
Cima Cop di Casa	id=g:6929928
Monte Cengledino	id=g:6929929
Cima di Danerba	id=g:6929930
Creper Vac	id=g:6929931
Cima d'Arno	id=g:6929932
Verdesina	id=g:6929933
Corno Basso	id=g:6929934
Larzana	id=g:6929935
Colle Farnese	id=g:6929939
Doss del Praton	id=g:6929941
Monte del Lago	id=g:6929942
Cima di Cavè	id=g:6929943
Sopra Conella	id=g:6929944
Sasso Rosso	id=g:6929945
Monte Cola	id=g:6929946
Lo Stocher	id=g:6929947
Cima d'Orno	id=g:6929948
Monte Calvo	id=g:6929949
Trattoria del Porto	id=g:6929975
Castle of Charles V	id=g:6929976
San Marco Energia	id=g:6929977
Col del Vento	id=g:6929986
Rotonda della Besana	id=g:6929996
Monte Fasce	id=g:6930002
Monte Ramaceto	id=g:6930003
Monte Mignano	id=g:6930004
Monte Rondanara	id=g:6930005
Caprile	id=g:6930006
Monte Nero	id=g:6930007
Passo della Spingarda	id=g:6930008
Monte Aiona	id=g:6930009
Monte Zuccarello	id=g:6930010
Monte degli Abeti	id=g:6930011
Passo Pre de Lame	id=g:6930012
Monte Cerighetto	id=g:6930013
Bric Praioli	id=g:6930014
Bric Dato	id=g:6930015
Monte Reisa	id=g:6930016
Cima Rocca Vaccaria	id=g:6930017
Monte Mars	id=g:6930069
Monte Voghel	id=g:6930070
Monte Pelpi	id=g:6930080
Monte Carmo	id=g:6930081
Monte Alfeo	id=g:6930082
Monte Aserei	id=g:6930083
Monte Oramara	id=g:6930084
Pizzo Maggiore	id=g:6930085
Monte Cavallo	id=g:6930086
Monte Tambura	id=g:6930087
Monte Sagro	id=g:6930088
Monte Fiocca	id=g:6930089
Pania Secca	id=g:6930090
Pizzo delle Saette	id=g:6930091
Monte Corchia	id=g:6930092
Monte Altissimo	id=g:6930093
Monte Taversa	id=g:6930095
Monte Alpe	id=g:6930096
Monte Caravagli	id=g:6930097
Monte Prato del Re	id=g:6930169
La Madrutta	id=g:6930170
Monte Conca	id=g:6930171
Monte Slimber	id=g:6930172
Cima di Bondolo	id=g:6930224
Limito	id=g:6930334
San Felice	id=g:6930335
Besozza	id=g:6930336
Parco delle Cascine	id=g:6930337
Rovagnasco	id=g:6930338
Trenzanesio	id=g:6930339
Monte Cantiere	id=g:6930575
Monte S. Andrea	id=g:6930576
Alpesigola	id=g:6930577
Cagapicchio	id=g:6930578
Monte Giovarello	id=g:6930579
Cima La Nuda	id=g:6930580
Colle dei Laghi	id=g:6930581
Alpicella delle Radici	id=g:6930582
Le Forbici	id=g:6930583
Monte Cella	id=g:6930584
Monte Vecchio	id=g:6930585
Monte S. Croce	id=g:6930586
Monte Prampa	id=g:6930587
Monte Cisa	id=g:6930588
Monte Ravino	id=g:6930589
Alpe di Vallestrina	id=g:6930590
Monte La Piella	id=g:6930591
Monte Cavrile	id=g:6930592
Monte Cervarola	id=g:6930593
Monte San Martino	id=g:6930594
Monte Ventasso	id=g:6930595
Monte Losanna	id=g:6930596
Monte Matto	id=g:6930597
Monte Brusa	id=g:6930598
Monte Aquila	id=g:6930599
Monte Marma	id=g:6930600
Monte Braiola	id=g:6930601
Monte Orsaro	id=g:6930602
Poggio Castro	id=g:6930603
Monte Bocco	id=g:6930604
Monte Caio	id=g:6930605
Monte Modino	id=g:6930606
Monte Albano	id=g:6930607
Alpicella del Cimone	id=g:6930608
Monte Lagoni	id=g:6930609
Libro Aperto	id=g:6930610
Cima Tauffi	id=g:6930611
Balzoni	id=g:6930612
Monte Spigolino	id=g:6930734
Corno alle Scale	id=g:6930735
Torre	id=g:6930736
Punta di Maggiasone	id=g:6930776
Cima di Boazzolo	id=g:6930777
Monte del Gelo	id=g:6930778
Monte Serosine	id=g:6930779
Cima di Blumone	id=g:6930780
Cima Rossola	id=g:6930781
Cima Gellino	id=g:6930782
Cima Dernal	id=g:6930783
Monte Frisozzo	id=g:6930784
Monte Corona	id=g:6930785
Corno Vecchio	id=g:6930786
Dosso dei Morti	id=g:6930787
Monte Lavanech	id=g:6930788
Monte Mignolino	id=g:6930789
Monte Pietra da Rasoio	id=g:6930790
Monte Brealone	id=g:6930791
Cima Clevet	id=g:6930792
Cingolo Rosso	id=g:6930793
Monte Pizza	id=g:6930794
Colmo Valghilada	id=g:6930795
Monte Alto	id=g:6930796
Monte Bagioletto	id=g:6930797
Casera Pidocchio	id=g:6930801
Monte Castelberto	id=g:6930802
Monte Tesoro	id=g:6930803
Monte Cogolo	id=g:6930804
Monte Rione	id=g:6930805
Monte Pratobello	id=g:6930806
Monte Carameto	id=g:6930807
Monte Mezzano	id=g:6930808
Monte Scassella	id=g:6930809
Monte Zuccone	id=g:6930810
Pizzo d'Oca	id=g:6930811
Monte Passo del Lupo	id=g:6930812
Monte Chiappa	id=g:6930813
Monte Teccio al sole	id=g:6930814
Monte Barigazzo	id=g:6930815
Monte Dosso	id=g:6930816
Monte Tecchione	id=g:6930817
Monte Colombo	id=g:6930818
Monte Spiaggi	id=g:6930819
Costa delle Segate	id=g:6930820
Monte Molinatico	id=g:6930821
Monte Pelata	id=g:6930822
Monte Valoria	id=g:6930823
Groppo del Vescovo	id=g:6930824
Monte Fontanini	id=g:6930825
Monte Beccara	id=g:6930826
Monte Borgognone	id=g:6930827
Punta Buefanaro	id=g:6930828
Monte Ischia	id=g:6930829
Monte Cavalbianco	id=g:6930830
Monte Asinara	id=g:6930831
Monte Sillano	id=g:6930832
Dos di Laven	id=g:6930833
Pizzo Scala	id=g:6930861
Monte Moro	id=g:6930862
Monte Seleron	id=g:6930863
Monte Tre Cornelli	id=g:6930867
Monte Olivo	id=g:6930868
Monte Ucia	id=g:6930869
Selvapiana	id=g:6930870
Monte Castelle	id=g:6930875
La Rocchetta	id=g:6930876
Canale Patoc	id=g:6930877
Roggia Macillare	id=g:6931002
Roggia Barbariga	id=g:6931003
Gorghi Isernicco	id=g:6931004
Gorghi di Sopra	id=g:6931005
Roggia Cusana	id=g:6931006
Mont Lega	id=g:6931237
Mont Torrage	id=g:6931244
Monte Armetta	id=g:6931273
Cima Bracco	id=g:6931355
Corna Del Sonclino	id=g:6931418
Monte Obré	id=g:6931422
Mont Greume	id=g:6931423
Cima della Mora	id=g:6931424
Cima di Bors	id=g:6931425
Monte Camparient	id=g:6931426
Cima d'Ometto	id=g:6931427
Il Badile	id=g:6931431
Monte Ovago	id=g:6931432
Cimaron del Giura	id=g:6931433
Monte Torrezzo	id=g:6931435
Pizzo del Loranzola	id=g:6931436
Il Pizzo	id=g:6931437
Mont Blan	id=g:6931438
Saint Evence	id=g:6931439
La Pesse	id=g:6931440
Monte Ander	id=g:6931441
Verga Mouga	id=g:6931443
