Shibatou	id=g:6414646
Zunyi Hotel	id=g:6522701
Weisheng Hotel Weihai	id=g:6522702
Castle Hotel Suzhou	id=g:6522703
Guilin Guan Guang Hotel	id=g:6522706
Dongqian Lake Hotel Ningbo	id=g:6522707
Happy Garden Great Hotel Ningbo	id=g:6522712
New Maocheng Hotel Ningbo	id=g:6522713
Nanxiang Green Valley Villa Shanghai	id=g:6522714
Shanghai Zhonggonghui Shajia Sa	id=g:6522717
Emperor Palace Business Hotel Shenyang	id=g:6522720
Sequoia Hotel	id=g:6522721
Shu Yun Hotel Chengdu	id=g:6522722
South China Hotel Fuyang	id=g:6522724
Tian Wai Tian Hotel Baotou	id=g:6522725
Fen Jiu Hotel Taiyuan	id=g:6522732
Es Spring Resort Nanjing	id=g:6522735
Hua Qiao Hotel Guangzhou	id=g:6522740
Kaili Hotel Shenzhen	id=g:6522741
Continental International Hotel	id=g:6522743
Xinjiang Grand Hotel Urumchi	id=g:6522744
Xiguan Hotel Jilin	id=g:6522746
Nan Yue Yuan Holiday Centre Zhaoqing	id=g:6522749
Binhu Hotel Wuhan	id=g:6522752
Marshal Palace Hotel Wuhan	id=g:6522753
Li Yuan Hotel Weihai	id=g:6522755
Xinxiang International Hotel	id=g:6522756
Huibao Hotel Jinan	id=g:6522757
Lugu Lake Da Ba Hotel Lijiang	id=g:6522758
Deer Hill Hotel Foshan	id=g:6522759
Xi Shan Hotel Taiyuan	id=g:6522760
Air China Shanghai Hotel Shanghai	id=g:6522761
Yingze Hotel Taiyuan	id=g:6522762
Tao Yuan Hotel Nanning	id=g:6522766
Silver Grand Hotel Harbin	id=g:6522768
Wesun Hotel Wuhan	id=g:6522774
Sun Yee Hotel Wuhan	id=g:6522775
Heqing Hotel Weihai	id=g:6522776
Zhuhai Nan Wan Guo Ji Hotel	id=g:6522779
Peony Hotel Beijing	id=g:6522780
Home Inn Shanghai Longdong Aven	id=g:6522781
Home Inn Hangzhou Stadium Road	id=g:6522782
Home Inn Shanghai Century Park	id=g:6522783
Golden Island Hotel Shanghai	id=g:6522784
Shanghai Tian He Hotel  China	id=g:6522785
Qingshan Hotel Baotou	id=g:6522787
Dongguan Springwood Harbor Hote	id=g:6522788
Ju Neng Hotel Shiyan	id=g:6522789
Magnolia Hotel Shanghai	id=g:6522790
Shen Hua Business Hotel	id=g:6522791
Yunting Villa Zhouzhuang	id=g:6522792
Beihai Jiatianxia International	id=g:6522793
Bright Pearl Hotel	id=g:6522797
Guomao Hotel Zhangjiagang	id=g:6522799
Gaoyao Li Jing Hotel Zhaoqing	id=g:6522800
Home Inn Suzhou Tongjing Road	id=g:6522804
Nanya Hotel Suzhou	id=g:6522805
Century Run Hua Hotel Jinan	id=g:6522807
Shui Ye Hai Jing Hotel Sanya	id=g:6522808
Jin Du Hotel	id=g:6522810
Tianniange Hotel Xining	id=g:6522811
Hot Spring Hotel Guilin	id=g:6522813
Jiangsu Airline Dongyuan Hotel	id=g:6522814
Deyang Hotel	id=g:6522818
Home Inn Tianjin Jiefang Road S	id=g:6522819
Hong Xin Hotel Urumqi	id=g:6522824
Ramada Plaza Guangzhou	id=g:6522827
Haining Kai Yuan International	id=g:6522830
Hai Zhou Hotel Haining	id=g:6522831
Jin Ling Holiday Resort Sanya	id=g:6522833
Guangzhou Oriental Silk Hotel	id=g:6522834
Heaven Gate Hotel Zhangjiajie	id=g:6522835
Modern Square Hotel Lishui	id=g:6522839
Shanghai Swan Hotel	id=g:6522842
Super 8 Hotel Shanghai Yi Le	id=g:6522843
Lijiang Yu Long Hua Yuan Hotel	id=g:6522844
Yibin Grand Hotel	id=g:6522850
Hainajianguo Hotel Rizhao	id=g:6522851
Hubin Hotel Wuxi	id=g:6522852
Yin Feng Resort	id=g:6522853
Yan Tai Hong Kou Htl Yantai	id=g:6522855
Huayu Hotel Zhangjiajie	id=g:6522857
Wenzhou Chamber Of Commerce Hot	id=g:6522861
Metropolitan Hotel	id=g:6522863
Kunming Weilong Hotel	id=g:6522865
Bothland Hotel Shanghai	id=g:6522868
Yin Hao Hotel	id=g:6522874
China Merchants Hotel Guangzhou	id=g:6522875
Classic View Hotel	id=g:6522876
Yuanbo Hotel Shanghai	id=g:6522881
Huan Dao Hotel Hangzhou	id=g:6522883
Baohai Hotel Weihai	id=g:6522884
Fujian Shanshui Hotel	id=g:6522893
Guangzhou He Yuan Building	id=g:6522894
Triumphal Arch Hotel Anji	id=g:6522897
Jingwei Plaza Harbin	id=g:6522898
Press Plaza	id=g:6522899
Mascot Hotel	id=g:6522900
Tianjin Baolijin Hotel	id=g:6522903
Junyue Hotel Tianjin	id=g:6522904
Hilton Hefei	id=g:6522906
Orient Hotel Xi An	id=g:6522908
Master Club Shenzhen	id=g:6522913
Tong Lian Plaza Hotel Beijing	id=g:6522914
Qinglan Hotel Beijing	id=g:6522915
Beijing Dongdan Yindi Hotel	id=g:6522916
Sunshine Business Hotel	id=g:6522923
Overseas Chinese Hotel Guangzhou	id=g:6522926
China Garment Hotel Beijing	id=g:6522936
Jiuxing Hotel Beijing	id=g:6522937
Yalong Bay Mangrove Tree Resort	id=g:6522938
China People S Palace	id=g:6522939
Ya Guan Business Hotel Shanghai	id=g:6522945
Guan Tong Modern Hotel Beijing	id=g:6522947
Lee Garden Service Apartments	id=g:6522948
Dynasty Hotel Shaoxing	id=g:6522950
Powerlong Hotel Xiamen	id=g:6522951
Sino Trade Centre Guangzhou	id=g:6522957
Manhattan Hotel Ningbo	id=g:6522958
Shanxi Sifront Hotel	id=g:6522959
Shang Hai Hotel Shenzhen	id=g:6522973
Greatwall Hotel Shenzhen	id=g:6522974
Zhejiang Xin Yu City Hotel	id=g:6522978
Beijing Dunhuang Hotel	id=g:6522982
Dongfang Hotel Beijing	id=g:6522983
Yatai Hotel Changchun	id=g:6522985
Shenhua Hotel	id=g:6522986
Longcheng International Hotel Taiyuan	id=g:6522989
Jin Fu Men Hotel Shanghai	id=g:6522992
Kaispring Golf Hotel Guangdong	id=g:6522996
Central Hotel Nanjing	id=g:6522997
Jinhe Hotel Chengdu	id=g:6522998
New Century Hotel Nanjing	id=g:6522999
Qing Shui Wan Holiday Hotel Hangzhou	id=g:6523001
Jolly Spring Hotel	id=g:6523002
Huayan Hotel Guangzhou	id=g:6523006
Zhenjiang Hotel	id=g:6523012
Shanghai Railway Hotel	id=g:6523013
Xinci Hotel	id=g:6523014
Shanghai Jiuyang Guest Hotel	id=g:6523015
Shunyi Hotel Beijing	id=g:6523017
Zhangjiajie International Hotel	id=g:6523018
Xiamen Airlines Quanzhou Hotel	id=g:6523023
Guo Bin Grand Hotel Wuhan	id=g:6523029
Intercontinental Hotel Yichang	id=g:6523033
International Exchange Center O	id=g:6523034
Tian Hang Hotel Hangzhou	id=g:6523047
Aijinhua Hotel Shanghai	id=g:6523052
Xiamen Dong Hai Hotel	id=g:6523053
Green Boat Villa Shanghai	id=g:6523055
Shanghai Xinmin Hotel	id=g:6523056
Sofitel Suzhou	id=g:6523058
Guangzhou Jinying Hotel	id=g:6523065
Tianjin Dickson Hotel	id=g:6523071
Dalian Intl Airport Hotel	id=g:6523073
Ning Bo Hai Ou Hotel	id=g:6523075
Dunhuang International Hotel	id=g:6523077
Lily Hotel Hangzhou	id=g:6523078
Guwu Hotel  Suzhou	id=g:6523081
Shanghai Shahu Islamic Hotel	id=g:6523083
Culture Resource Hotel Hangzhou	id=g:6523084
Jinming Business Hotel	id=g:6523085
Noble Center Shanghai	id=g:6523086
Xinchao Hotel	id=g:6523087
Lishui International Hotel	id=g:6523088
Jinbi Garden Hotel Heyuan	id=g:6523093
Int L Education Communication C	id=g:6523097
Wenbo Plaza Beijing	id=g:6523098
Zhe Jiang Jin Du Hotel Hangzhou	id=g:6523100
Harbour Hotel Hangzhou	id=g:6523101
Catic Hotel Complex	id=g:6523105
Sanjin International Hotel Taiyuan	id=g:6523108
Qi Bao Shan Hotel Shenyang	id=g:6523111
Meilin Hotel Anji	id=g:6523114
Nantong Zhongcheng Hotel	id=g:6523117
Grand Hotel Dalian	id=g:6523118
Asia Capital Hotel Dongguan	id=g:6523122
Jreatyu Hotel Changsha	id=g:6523125
Shanghai Joyage Business Hotel	id=g:6523126
Shanghai Chaoyue Business Hotel	id=g:6523127
Sinoway Hotel Shanghai	id=g:6523128
Chen Nan Hotel Shanghai	id=g:6523129
Difu Hotel Shenzhen	id=g:6523131
Yanan Hotel Shanghai	id=g:6523132
Shen Zhou Hotel Shaoxing	id=g:6523133
Ning Bo Nan Du Hotel	id=g:6523137
Huangshan Pine Golf   Country C	id=g:6523140
Yue Du Hotel	id=g:6523141
Hoch Hotel Anji	id=g:6523148
Qingdao Kuaitong Hotel	id=g:6523149
Meiyi Hotel Guangzhou	id=g:6523155
Tianjin Geneva Hotel	id=g:6523156
Tianjianj Tian Bao Internationa	id=g:6523157
Caesar Palace Hotel Tianjin	id=g:6523158
Jinxin Hotel Chengdu	id=g:6523159
Hawaii International Hotel Guan	id=g:6523166
Ningde Shan Shui Hotel	id=g:6523168
Tianjin Liulin Hotel	id=g:6523169
Beijing Jing Gang Wan Hotel	id=g:6523177
Sha Tan Hotel	id=g:6523179
Hotel Of Chang Chun Internation	id=g:6523180
Jinshishengyuan Hotel Lhasa	id=g:6523182
Jinchuan Hotel Hangzhou	id=g:6523187
Hangzhou Dahua Hotel	id=g:6523188
Hongta Hotel Huangshan	id=g:6523190
Jiading Hotel	id=g:6523191
Clovelly Garden Club Shanghai	id=g:6523192
Jinchen Hotel Shanghai	id=g:6523193
Hainan Ye Hai Hotel	id=g:6523194
Jinxi Hotel Hangzhou	id=g:6523195
Galaxy Hotel Xiamen	id=g:6523197
Newman Hotel Hotel Suzhou	id=g:6523198
Chancheng Hotel Foshan	id=g:6523199
Shanghai Jiyage Business Hotel	id=g:6523201
Rich Garden Hotel Shanghai	id=g:6523202
Li Yuan Hotel Shenzhen	id=g:6523207
Pitman Rooming House Hotel	id=g:6523208
Dahe Jinjiang Hotel Zhengzhou	id=g:6523209
Customs Hotel Guangzhou	id=g:6523212
Dong Shan International Hotel	id=g:6523217
Holiday Islands Hotel	id=g:6523218
Dongfang Haosheng Hotel Guangzhou	id=g:6523222
Jingkou Hotel Zhenjiang	id=g:6523225
Beijing Huanlu Hotel	id=g:6523228
Shanghai Jiang Qiu Vocation Vil	id=g:6523229
Angel Hotel Chengdu	id=g:6523234
Xinde Mansion Nanjing	id=g:6523235
World Trade Plaza Hotel Shijiazhuang	id=g:6523236
Bamboo Hotel Zhenjiang	id=g:6523237
Xiangyun Hotel Nanning	id=g:6523240
Jin Ling Plaza Changzhou	id=g:6523244
Grand China Hotel Guangzhou	id=g:6523252
Ever Joint Hotel Kaiping	id=g:6523255
Shanghai New Yangtze Hotel	id=g:6523260
The Garden Hotel Taicang	id=g:6523262
Yungang Garden Hotel Beijing	id=g:6523264
No  9 Business Hotel Chongqing	id=g:6523267
Jinghua Hotel Nanjing	id=g:6523273
Shudu Mansion Hotel Chengdu	id=g:6523276
Donghu Lingang Hotel Shanghai	id=g:6523283
Dalian Regent Jasper Hotel	id=g:6523285
Fuding International Hotel	id=g:6523288
Beijing Tibet Hotel	id=g:6523293
Shanghai Pudong Conference	id=g:6523295
Zhonghao Hotel Hangzhou	id=g:6523296
Jia Yuan Hotel Shanghai	id=g:6523297
Jin Shan Hotel Hangzhou	id=g:6523298
Xinyuan Hotel Hangzhou	id=g:6523299
Pan Harvest Inn Shanghai	id=g:6523301
Yangtze Island Hotel Chongqing	id=g:6523303
United Hotel Xiamen	id=g:6523304
Xiamen Fu Xin Yuan Hotel	id=g:6523306
Xiangyi Huansha Hotel Hangzhou	id=g:6523308
Siyuan Hotel Guang An	id=g:6523324
Hua Sha Hotel Yiwu	id=g:6523325
Oliver Garden Hotel Dongguan	id=g:6523337
Beijing Shihao International Ho	id=g:6523343
Fu De Hotel Chengdu	id=g:6523344
Merro Hotel	id=g:6523348
He Ye Ying Hotel Jiuzhaigou	id=g:6523352
Liangyuan Business Hotel Hefei	id=g:6523356
New Bright Hotel Wuxi	id=g:6523359
Shanghai Pearl Hotel	id=g:6523363
Diamond Hotel Jiaxing	id=g:6523365
Shanghai Literature And Art Hot	id=g:6523366
Shanghai Jiu Gang Hotel	id=g:6523367
Shanghai Yin Gang Hotel	id=g:6523368
Beijing Meihua Century Internat	id=g:6523370
Qingdao Huangjia Hotel	id=g:6523371
Shan Dong Hotel	id=g:6523372
Dalian Kerren Hotel	id=g:6523384
Top Cloud Great Hotel Suzhou	id=g:6523393
Xinyue Hotel Guangzhou	id=g:6523398
Sun City Hotel Guangzhou	id=g:6523399
Shanghai Keramayi Tianshan Petr	id=g:6523401
Yindu Hotel Yiwu	id=g:6523409
Cyber Mode Service Apartment Ho	id=g:6523415
Beijing Resource Yanyuan Hotel	id=g:6523416
Beijing Dongfang Gongxiao	id=g:6523417
Hongjia Hotel	id=g:6523418
Hyton Hotel Sanya	id=g:6523419
Tianhong Resort Sanya	id=g:6523420
Jilin Jindu Hotel Changchun	id=g:6523421
Lvyin Holiday Reception Center	id=g:6523422
Qingdao Ocean Hotel	id=g:6523430
Kingty Hotel Xiamen	id=g:6523432
Quanxing Hotel Chengdu	id=g:6523434
Harbor Hotel Beijing	id=g:6523435
New Century Hotel Guangzhou	id=g:6523436
Huangtai International Hotel	id=g:6523439
Xiandai Hotel Ningbo	id=g:6523441
Suzhou Fu Hui Hotel Suzhou	id=g:6523448
Xingyuan Hotel  Nanjing	id=g:6523449
Real Estate Hotel Shenyang	id=g:6523450
Hainan New Hot Spring Intl Hote	id=g:6523454
Beijing Ruichi Hotel	id=g:6523456
Beijing Zhongmin Hotel	id=g:6523458
Beijing Railway Mansion	id=g:6523459
Shanghai Classical Hotel	id=g:6523460
Brocade Wave Holiday Hotel Hangzhou	id=g:6523463
Nine Dragons Villas Ningbo	id=g:6523467
Nongye Plaza Hotel Shandong	id=g:6523468
Guoxin Hotel Nanjing	id=g:6523469
White Palace Hotel Nanjing	id=g:6523470
Shanghai Xinlonghua Hotel	id=g:6523484
Sea Fog Hotel Shanghai	id=g:6523485
Taihu Pearl International Hotel	id=g:6523487
Daiyuan Hotel Xishuangbanna	id=g:6523488
Xin Chang Bai Yun Hotel Shaoxin	id=g:6523493
Senhua Garden Business Apartmen	id=g:6523499
Leahouse Garden Hotel Chengdu	id=g:6523503
Conch International Hotel	id=g:6523510
Ack Cyber Hotel Shenzhen	id=g:6523514
Hayyat Holiday Hotel Suzhou	id=g:6523515
Eastern Wenice Grand Hotel Shaoxing	id=g:6523518
Jinmao Business Hotel Hangzhou	id=g:6523521
Beijing Nanyueyuan Hotel	id=g:6523525
Yuehua Hotel	id=g:6523526
Nan Yu Hotel Hangzhou	id=g:6523527
Shanghai Sports Hotel	id=g:6523533
Yang Jiang Hot Spring Hotel	id=g:6523534
Shanghai Fareast Ever Bright Ci	id=g:6523535
Miramar Hotel Xiamen	id=g:6523537
Long You Hotel	id=g:6523539
Hai Bin Hotel Zhanjiang	id=g:6523544
Beijing Tiangui Hotel	id=g:6523549
Tongfa Holley Hotel Changsha	id=g:6523555
Norinco Hotel Dalian	id=g:6523559
Central Hotel Suzhou	id=g:6523561
Jin Hua Hotel Hangzhou	id=g:6523566
Garden Hotel Shantou	id=g:6523567
Chao Zhou Guest Hotel	id=g:6523573
Guidu Hotel Jinan	id=g:6523575
Zhong Du Business Hotel	id=g:6523577
Cambridge Hotel Beijing	id=g:6523578
Happiness Hotel Hangzhou	id=g:6523580
Meishi May Flower International	id=g:6523588
San Fragrant Hotel Suzhou	id=g:6523592
New Star Hotel Hangzhou	id=g:6523597
Peace Palace Shanghai	id=g:6523599
Jin Jiang Jin Sha Hotel	id=g:6523600
The Good World Hotel Xi An	id=g:6523601
Wuxi Xizhou Garden Hotel	id=g:6523602
Sports Hotel Tianjin	id=g:6523603
Ming Yuan Hotel Beijing	id=g:6523604
Huarong Hotel Yibin	id=g:6523619
Qinhuangdao Oasis Hotel	id=g:6523627
Yin Long Yuan Hotel Beijing	id=g:6523630
Civil Aviation Garden Hotel Jia	id=g:6523633
Jixiang Hotel Changchun	id=g:6523639
Hainan Business Hotel	id=g:6523643
Ningbo Sunny Hotel	id=g:6523647
Friend Hotel Tianjin	id=g:6523651
Tianjin Water Hotel	id=g:6523653
Qingdao Harvest Hotel	id=g:6523654
Xinyue Hotel Beijing	id=g:6523656
York Hotel Beijing	id=g:6523657
Shu Lan Grand Hotel Chengdu	id=g:6523660
Century Towers Beijing	id=g:6523661
Xiamen Hua Neng Hotel	id=g:6523666
Haitian Hotel Xiamen	id=g:6523667
Kempinski Hotel Urumqi	id=g:6523670
Millennium Hongqiao Shanghai	id=g:6523671
Shanghai Tong Xin Hotel	id=g:6523672
Songjiang Hotel	id=g:6523673
Super 8 Wuxi Ai Di	id=g:6523684
Ka Qiu Sha Grand Hotel Chengdu	id=g:6523685
Hua Dong Hotel Nanjing	id=g:6523692
Furamaxpress Hotel  Beijing	id=g:6523694
Beijing Kingsintel Commercial H	id=g:6523695
Friendship Hotel Shenzhen	id=g:6523696
Xitang Holiday Jiashan	id=g:6523697
Phoenix Hotel	id=g:6523699
New Era Hotel Nanjing	id=g:6523702
Zijing Hotel Nanjing	id=g:6523704
Fu Hai Hotel Zhuhai	id=g:6523705
Jingan Peony Plaza Hotel	id=g:6523709
Beijing News Plaza Hotel	id=g:6523712
Beijing He Ping Li Hotel	id=g:6523715
Shanghai Inner Mongolla Bai Yun	id=g:6523718
Shanghai Weimeisi Hotel	id=g:6523719
Xinhua International Hotel Sich	id=g:6523723
Zhouzhuang Guesthouse	id=g:6523725
Yingang Hotel Changsha	id=g:6523728
Yangzhou State Guesthouse	id=g:6523730
Home Inn Shenzhen Dongmen	id=g:6523733
Suzhou Overseas Chinese Hotel Suzhou	id=g:6523737
Shenzhen Hotel	id=g:6523747
E Time Hotel Shanghai	id=g:6523748
Sentosa Hotel	id=g:6523749
Long Hua Hotel	id=g:6523750
Hua Chen International Hotel Zhangye	id=g:6523755
Chongqing Grand Hotel	id=g:6523760
Century Hotel Foshan	id=g:6523764
Himalayan Hotel Chengdu	id=g:6523765
Plum Bamboo Resort Hotel Hangzhou	id=g:6523768
Gezhouba Great Hotel Wuhan	id=g:6523773
Beijing Xinze Hotel	id=g:6523777
Tian Yi Hotel	id=g:6523779
Shanghai Shizeyuan Hotel	id=g:6523780
Tonglian Resort Shaoxing	id=g:6523781
Shaoxing Hotel	id=g:6523782
Home Inn Shanghai Stadium	id=g:6523787
Bailemen Hotel Shanghai	id=g:6523790
Shanghai Jian Gong Hotel	id=g:6523791
Mason Hotel Shanghai	id=g:6523793
Minggu Service Apartment	id=g:6523794
Wenzhou Wanhao Business Hotel	id=g:6523805
Kylie Hotel Ningbo	id=g:6523807
Fortune Bond Hotel  Ningbo	id=g:6523810
Hangzhou Fuyang Yi Dian Holiday	id=g:6523812
Dalian Lee Wan Hotel	id=g:6523813
Shan Dong Zheng Xie Plaza Hotel	id=g:6523814
Phoenix Hotel Shenyang	id=g:6523822
Jiangxin Railway Hotel Wenzhou	id=g:6523829
Lake View Hotel Nanchang	id=g:6523830
Xunlimen Hotel Wuhan	id=g:6523833
Shanghai Huaxia Hotel	id=g:6523850
Hangzhou Golden Horse Hotel	id=g:6523855
Oriental Hotel Hangzhou Zhejian	id=g:6523856
Park View Hotel Shanghai	id=g:6523859
Sanfod Hotel Shandong	id=g:6523878
Kinglead Hotel	id=g:6523889
Ming Xuan Hotel	id=g:6523892
First Great Wall Hotel	id=g:6523903
Beijing Purplejade Laguna Resor	id=g:6523907
Ziying Garden Hotel Beijing	id=g:6523910
Beijing Railway Hotel	id=g:6523911
Super 8 Hotel Hangzhou He Ju	id=g:6523926
Hainan New State Guesthouse	id=g:6523929
Guangzhou Hotel Eelan	id=g:6523940
South Lake Hotel	id=g:6523941
Wuxi International Hotel	id=g:6523953
Wuhan Tianyuan Business Hotel	id=g:6523964
Dalian Inn Fine Hotel	id=g:6523977
Swiss Belhotel Hualun Hefei	id=g:6523979
Weihai Golden Bay Hotel	id=g:6523986
Golden Family Hotel Jinan	id=g:6524003
Weihai Qi Ming Holiday Hotel	id=g:6524008
Hainan Sun City Hotel	id=g:6524011
Shaoxing International Hotel	id=g:6524016
Shanghai Yinyuewan Hotel	id=g:6524019
Shanghai Qianhe Hotel China	id=g:6524020
Marine Garden Hotel	id=g:6524021
Xiamen Yinlu Hotel	id=g:6524023
Shenzhen Gold Hotel	id=g:6524042
Byfond Hotel Shanghai	id=g:6524047
Zhenjiang International Hotel	id=g:6524055
Landmark Hotel	id=g:6524056
Chengde Bailou Hotel	id=g:6524062
Golden Gulf Hotel Shantou	id=g:6524065
Bonding Hotel Beijing	id=g:6524067
Century Garden Hotel	id=g:6524069
Minhang Hua Mao Hotel	id=g:6524085
Carlton Hotel Shanghai	id=g:6524086
Shanghai Oriental Century Hotel	id=g:6524087
Changsha Tongtian Hotel	id=g:6524090
Changzhou Grand Hotel	id=g:6524098
Beijing Fuhao  Hotel	id=g:6524104
Sun And Moon Island Holiday Res	id=g:6524112
Lanzhou Friendship Hotel	id=g:6524135
Fleming Hotel	id=g:6524141
Youngor Business Hotel	id=g:6524143
Dazhong Hotel Shanghai	id=g:6524146
Shanghai Kunminghu Hotel Villag	id=g:6524147
Shanghai Victory Hotel	id=g:6524148
Wuhan Changhang Hotel	id=g:6524154
Guiyou Hotel Jinan	id=g:6524160
Nan Jiao Hotel	id=g:6524164
Tian Rong Hotel Beijing	id=g:6524173
Shatoujiao Hotel Shenzhen	id=g:6524177
Changsha Gold Source Hotel	id=g:6524178
Changsha Grand Sun City Hotel	id=g:6524179
Nanjing Jinling Jingyuan Plaza	id=g:6524185
Jin Li Hua Business Hotel	id=g:6524191
Beijing Longwue Hotel	id=g:6524193
Wanhao Hotel Xiamen Fujian	id=g:6524199
Midtown Business Hotel Kunshan	id=g:6524201
Zhejiang Putuoshan Hotel	id=g:6524208
Tianyin Tianyu Hotel	id=g:6524218
Bao Steel Group Baoshan Hotel	id=g:6524222
Yuan Da Business Hotel	id=g:6524229
Hotel Good View Sangem Dongguan	id=g:6524241
Royal Court Hotel	id=g:6524242
Shangri La Hotel Suzhou	id=g:6524243
Phoenix Garden Hotel	id=g:6524252
Huantian Xiangdu Hotel	id=g:6524261
Beijing Yuedu Hotel	id=g:6524262
Hainan Yantai International Hot	id=g:6524273
Super 8 Hotel Zhu Ji Mei Jia	id=g:6524283
Beijing Jiangsu Plaza	id=g:6524287
Champs Elysees Business Hotel	id=g:6524289
Hangzhou Haiwaihai Hotel	id=g:6524302
Shandong Galaxy Diamond Club	id=g:6524303
Hengshan Comfotel Hotel Shanghai	id=g:6524308
Beijing Sardony Hotel	id=g:6524310
Swiss Hotel Dalian	id=g:6524314
Qingdao Uhome China Service Apa	id=g:6524315
Xinhua Hotel Chongqing	id=g:6524316
Golden Hotel Shenyang	id=g:6524317
Long Du Business Hotel	id=g:6524320
Oasis Beveily Garden Club Hotel	id=g:6524321
Nanjing Da Qing Oil Hotel	id=g:6524329
Yantai Orient Haitian Hotel	id=g:6524337
Novotel Citygate Hong Kong	id=g:6524352
Shanghai Shenzhou Hotel  China	id=g:6524359
Tianjin Friendship Hotel	id=g:6524373
Tiandi Hotel Shenzhen	id=g:6524387
Nantong Wenfeng Hotel	id=g:6524399
Dalian Guoxin Hotel	id=g:6524401
Xinhai Resort Hotel Shenzhen	id=g:6524404
Harbin Milky Way Hotel	id=g:6524405
Xiaomeisha Hotel Shenzhen	id=g:6524406
The Lotus Villa Hotel Dongguan	id=g:6524409
Sanya Yintai Resort Intime Hotel	id=g:6524410
Weifang International Financial	id=g:6524418
Royal Mediterranean Hotel Guangzhou	id=g:6524421
Ningxia Youth Business Hotel	id=g:6524431
Ming Wah International Conventi	id=g:6524436
Shanxi Traffic Hotel	id=g:6524447
Xi Jiao Hotel	id=g:6524450
Golden Shine International Hote	id=g:6524456
Tianjin Green Park Villa Hotel	id=g:6524460
Changsha Jinhui Jinjiang Hotel	id=g:6524466
Jin Qiao Hotel	id=g:6524472
Hua Fu International Hotel Beij	id=g:6524475
Shanghai Yangjianhua Hotel	id=g:6524477
Crown Hotel	id=g:6524481
Beijing National Jade Hotel	id=g:6524483
Kai Menzi Grand Hotel	id=g:6524489
Nei Mongol Erdous Hotel	id=g:6524495
Swan Hotel	id=g:6524499
Grand Castle Hotel Xi An	id=g:6524508
Super 8 Hotel Feng Ye Nan Zhan	id=g:6524509
Xin Long Hotel Shanghai	id=g:6524510
Beijing Jun Wang Fu Hotel	id=g:6524513
Shanxi Jian Yuan Hotel	id=g:6524524
Zhongmei Hotel Beijing	id=g:6524528
Min Fang Business Hotel	id=g:6524529
Shanghai Qingpu Hotel	id=g:6524555
Fu Kang Inn Hotel	id=g:6524561
Fuzhou Hot Spring Hotel	id=g:6524562
Shenzhen Yongtong Hotel	id=g:6524571
Changchun Noble Hotel	id=g:6524572
Guangxi Xinhua Hotel	id=g:6524576
Ocean Hotel Beijing	id=g:6524584
Beijing Huiqiao Hotel	id=g:6524585
Rongwei Hotel Guangzhou	id=g:6524597
Pujiang International Hotel	id=g:6524601
Yiwu Yihe Hotel	id=g:6524608
Hongyi Hotel	id=g:6524612
International Bamboo And Rattan	id=g:6524617
Tianjin Victory Hotel	id=g:6524636
Li Zhu Internl Hotel Of Beihai	id=g:6524657
Guilin Guishan Hotel	id=g:6524661
Shanghai Ruiyu Hotel	id=g:6524669
Shanghai Olympic Hotel  China	id=g:6524670
Yunnan Avaition Sightseeing Hot	id=g:6524671
Wuhan Zhongyuan Yinhai Hotel	id=g:6524683
Noble Yacht Club	id=g:6524702
Kempinski Hotel Dalian	id=g:6524705
Shanxi Civil Aviation Hotel	id=g:6524712
Mandarin Hotel Yunnan	id=g:6524714
Suning Universal Hotel	id=g:6524727
Harbin Long Men Hotel	id=g:6524739
Best Western Premier Yiwu Ocea	id=g:6524750
New Times Maruika Hotel	id=g:6524755
Guizhou Hualian Hotel	id=g:6524757
Jin Xuan Hotel	id=g:6524763
Da Li Phoenix Spa Resort	id=g:6524764
Guangzhou Guangdong Hotel	id=g:6524784
Guizhou Park Hotel	id=g:6524785
Suzhou Jindi Xingzuo Hotel	id=g:6524789
Beijing Great Hotel	id=g:6524794
Jinwei Hotel Xiamen	id=g:6524796
Shenzhen Petrel Hotel	id=g:6524809
Shanghai Scenery Service Apartm	id=g:6524814
Fujian Foreign Trade Center Hot	id=g:6524821
Zobon Business Hotel	id=g:6524823
Hua Yang Plaza Hotel	id=g:6524849
New Century Grand Hotel Xuzhou	id=g:6524851
Hunan Furama Hotel	id=g:6524866
Richwood Garden Hotel	id=g:6524872
Dong Guan Hotel	id=g:6524891
Shanghai Hunan Hotel	id=g:6524892
Yiyang Huantian Hotel	id=g:6524896
5 Star Wangjiang International	id=g:6524903
Zhongyan Hotel Beijing	id=g:6524915
Beijing Hwa Hotel	id=g:6524919
Beijing River View Hotel	id=g:6524920
Chongqing Peach Hotel	id=g:6524922
Chongqing Jianshe Hotel	id=g:6524923
Beijing Goldsun Hotel	id=g:6524924
Seagull    Hotel Shanghai	id=g:6524925
Zhuzhou Huatian Hotel	id=g:6524936
Nanchang Huayue International H	id=g:6524957
Shanxi Women And Children Activ	id=g:6524959
Yiwu Kingdom Hotel	id=g:6524960
Wuhan Zhongyuan International H	id=g:6524968
Guangzhou Zhong Hua Hotel	id=g:6524971
Lijiang Golden Spring Hotel	id=g:6524986
Jinmantang International Hotel	id=g:6524988
Diaoyutai Villa Huatian Hotel	id=g:6524991
Beijing Kang Ming Hotel	id=g:6524993
Chengdu Jinjiang Generation Com	id=g:6524998
Changhang Hotel Shanghai	id=g:6524999
Guangzhou Phoenix City Hotel	id=g:6525009
