Bản A Ma	id=g:1591223
Vũng Tron	id=g:1902044
Núi Chut	id=g:1902045
Bãi Rang	id=g:1902046
Bau Than	id=g:1902047
Hòn Mot	id=g:1902048
Roche du Lion	id=g:1902049
Hòn Tre	id=g:1902051
Mũi Lang	id=g:1902052
Mũi Nam	id=g:1902053
Vinh Hiep	id=g:1902054
Hòn Cut Chim	id=g:1902055
Hòn San	id=g:1902056
Vinh Hai	id=g:1902057
Hòn Chong	id=g:1902058
Ganh Thieng	id=g:1902059
Rochers de la Tortue	id=g:1902060
Suối Dong Dua	id=g:1902061
Núi Mũi Yến	id=g:1902062
Tay Phuong	id=g:1902063
Núi Dau Goc Let	id=g:1902064
Sông Dan Xay	id=g:1902259
Tắc Sông Trau	id=g:1902260
Sông Ong Tieu	id=g:1902261
Rạch Cái Duoc	id=g:1902262
Rạch Tắc Cau	id=g:1902263
Pointe An Thanh	id=g:1902264
Pointe du Kervella	id=g:1902265
Rạch Long Vuong	id=g:1902266
Sông Khuc Dai	id=g:1902267
Rạch So Dua Be	id=g:1902268
Rạch So Dua Lon	id=g:1902269
Rạch Ca Ngang Be	id=g:1902270
Pointe de la Pagode	id=g:1902271
Rạch Nam Moi	id=g:1902272
Tắc Moi Be	id=g:1902273
Rạch Go Bau	id=g:1902274
Rạch Bat Oc	id=g:1902275
Cù Lao Ban	id=g:1902276
Rạch Thien Lieu	id=g:1902277
Rạch Coc	id=g:1902278
Rạch Mong Ga	id=g:1902279
Coude du Propontis	id=g:1902280
Banc du Propontis	id=g:1902281
Haut de l’Est	id=g:1902282
Coude de l’Est	id=g:1902283
Banc du Mongom	id=g:1902284
Banc du Kervella	id=g:1902285
Bãi Hòn Ngang	id=g:1902286
Bãi Hòn Cat Tham	id=g:1902287
Hòn Mao	id=g:1902288
Hòn Trâu	id=g:1902289
Ðầm Môn Thuong	id=g:1902290
Vũng Nai	id=g:1902291
Hòn Gam	id=g:1902292
Hòn Tri	id=g:1902293
Núi Hon Nhon	id=g:1902294
Hòn Do	id=g:1902295
Mũi Nai Ba Ken	id=g:1902296
Vũng Ke	id=g:1902297
Hòn Kho	id=g:1902298
Hòn Kho Tran	id=g:1902299
La Sentinelle	id=g:1902300
Rocher Varella	id=g:1902301
Núi Ðá Vách	id=g:1902302
Baie Thung	id=g:1902303
Hòn Den	id=g:1902304
Mũi Co	id=g:1902305
Núi Chua	id=g:1902306
Hòn Ty	id=g:1902307
Baie Hon	id=g:1902308
Núi Sua	id=g:1902309
Hòn Tai	id=g:1902310
Rocher Hòn Ty	id=g:1902311
Mũi Gành Rông	id=g:1902312
Baie Hoi	id=g:1902313
Ấp Gio Ta	id=g:1902314
Hòn Me	id=g:1902315
Baie Da Let	id=g:1902316
Mũi Bai Hom	id=g:1902317
Rocher Muc Nuoc	id=g:1902318
Baie Tranh	id=g:1902319
Baie Nan	id=g:1902320
Hòn Kho Trong	id=g:1902321
Hòn Kho Ngoai	id=g:1902322
Hòn Kho	id=g:1902323
Baie Ve	id=g:1902324
Hòn Deo	id=g:1902325
Baie Chinh	id=g:1902326
Hòn Xay	id=g:1902327
Hòn Nan	id=g:1902328
Binh Tay	id=g:1902329
Dong Ha	id=g:1902330
Ba Ha	id=g:1902331
My Luong	id=g:1902332
Mũi My A	id=g:1902333
Hòn Giong	id=g:1902334
Cum Meo	id=g:1902335
Îlot Ba Ninh	id=g:1902336
Mũi Ong Dinh	id=g:1902337
Baie de Con Can	id=g:1902338
Baie Nang	id=g:1902339
Hòn Lo Ong Gia	id=g:1902340
Baie Heo	id=g:1902341
Mũi Ho Nang	id=g:1902342
Baie Cat	id=g:1902343
Mũi Hoi	id=g:1902344
Banc de Da Bac	id=g:1902345
Núi Cam Linh	id=g:1902346
Bai Choi	id=g:1902347
Mũi Bãi Chỏi	id=g:1902348
Pointe de Nui Dat	id=g:1902349
Anse de Ba Ngoi	id=g:1902350
Hòn Tai	id=g:1902351
Rocher Da Nau	id=g:1902352
Núi Trong	id=g:1902353
Xóm Moi Trong	id=g:1902354
Nha Moi Trong	id=g:1902355
Sông Hiền Lương	id=g:1902356
Con Xung	id=g:1902357
Xóm Moi	id=g:1902358
Thôn Xuan Ninh	id=g:1902359
Pointe des Pecheries	id=g:1902360
Núi Da Cao	id=g:1902361
Suối Muong Cai	id=g:1902362
Sông Cha La	id=g:1902363
Sông Ngoi Tre	id=g:1902364
Vịnh Cam Linh	id=g:1902365
Suối Aiquade	id=g:1902366
Suối Gio Ta	id=g:1902367
Suối Bai	id=g:1902368
Xã Thang Tam	id=g:1902384
Mũi Do Cao Trang	id=g:1902385
Rạch Dong	id=g:1902386
Mũi Diem	id=g:1902432
Suối Mo Cay	id=g:1902433
Suối Hon Say	id=g:1902434
Mũi Mu U	id=g:1902435
Mũi Go Boi	id=g:1902436
Hòn Ro	id=g:1902437
Hòn Nua	id=g:1902438
Ninh Giang	id=g:1902439
Ninh Ha	id=g:1902440
Ninh Phu	id=g:1902441
Ninh Da	id=g:1902442
Hòn Hoai	id=g:1902443
Sông Nga Da	id=g:1902444
Thôn Van Thuan	id=g:1902445
Sông Ro Tuong	id=g:1902446
Thôn Cai Loi	id=g:1902447
Vĩnh Luong	id=g:1902448
Hòn Chao	id=g:1902449
Ðèo Cuc Kich	id=g:1902455
Hòn Con Qua	id=g:1903430
L’ Ours	id=g:1903431
Hòn Lướt	id=g:1903432
Les Lions	id=g:1903433
Va Ray Giữa	id=g:1903434
La Molaire	id=g:1903435
Le Bouton	id=g:1903436
Hòn Cáỉ Môi	id=g:1903437
Île de l’ Angle	id=g:1903438
Lạch Hui	id=g:1903439
Hòn Nê	id=g:1903440
Lue Sông	id=g:1903441
Île Verte	id=g:1903442
Cù Lao	id=g:1904446
Hiêp Bình Xá	id=g:1904469
Tân Tạo	id=g:1904471
Tân Hưng	id=g:1904472
Tân Lơi	id=g:1904473
Rạch Ong Mưu	id=g:1904474
Xóm Hòa Dông	id=g:1904475
Mỹ Trung	id=g:1904476
Câu An Lac	id=g:1904477
An Phú Tây	id=g:1904478
Tân Kiều	id=g:1904479
Xóm Ðông Phú (1)	id=g:1904482
Xóm Châu Tối	id=g:1904483
An Ðịnh	id=g:1904484
Xóm Phú Thới	id=g:1904485
Ðông Phú	id=g:1904486
Phú Lac	id=g:1904491
Xóm Phong Thuân	id=g:1904492
Rạch Ba Lac	id=g:1904493
Rạch Ngan	id=g:1904494
Bánh Téc	id=g:1904495
Tân Hòa	id=g:1904496
Trung Dông	id=g:1904497
Lan Trung	id=g:1904498
Ðông Thanh	id=g:1904499
Thói Tứ	id=g:1904500
Thới Tam Thôn	id=g:1904501
Trung Chánh	id=g:1904502
Tân Xùân	id=g:1904503
Tân Phong	id=g:1904504
Bà Thôn	id=g:1904505
An Xuân	id=g:1904506
Ðông Nhì	id=g:1904507
Ðông Nhút	id=g:1904508
Vĩnh Bình	id=g:1904516
An Phú Ðông	id=g:1904520
Tam Bình	id=g:1904521
Tam Phúc	id=g:1904522
Linh Xúân	id=g:1904523
Linh Ðông	id=g:1904524
Hương Ức	id=g:1904525
Bến Ðò	id=g:1904526
Bình Phước	id=g:1904527
Hương Lương	id=g:1904528
Ông Ðen	id=g:1904529
Ðồng Chay	id=g:1904530
Phước Long	id=g:1904531
Phú Tho	id=g:1904532
Trung Nhât	id=g:1904533
Trung Nhì	id=g:1904534
Tân An	id=g:1904535
Tân Hưng	id=g:1904536
Tiền Lân	id=g:1904537
Gò May	id=g:1904538
Bình Thanh (1)	id=g:1904539
Bình Khánh	id=g:1904540
Lôc Hòa	id=g:1904541
Bình Quới	id=g:1904542
Bình Ðông	id=g:1904543
Tân Thành	id=g:1904548
Tấn Hòa	id=g:1904549
Phú Trung	id=g:1904551
Phú Hòa	id=g:1904552
Bình Hưng	id=g:1904554
Ngũ Phườc	id=g:1904555
Tân Chánh	id=g:1904556
Khánh Bình	id=g:1904557
Phước Lộc	id=g:1904558
Phước Kiến	id=g:1904559
Phú Mỹ	id=g:1904560
Bình Lơi	id=g:1904561
Thạnh Mỹ Lợi	id=g:1904562
Mỹ Thũy	id=g:1904563
Bình Thạnh	id=g:1904564
Ấp Ðình	id=g:1904565
Gìồng Trầu	id=g:1904566
Ðông Hưng Thuân	id=g:1904567
Kinh Than Lương	id=g:1904568
Sóng Nước Lớn	id=g:1904569
Rạch Ban Góc	id=g:1904570
Rạch Tác Bà Pho	id=g:1904578
Rạch Bền Sao	id=g:1904579
Rạch Bình Khánh	id=g:1904580
Rạch Kinh Chùa	id=g:1904587
Cầu Bình Lợi	id=g:1904588
Cầu Bình Triệu	id=g:1904589
Cầu Sài Gòn	id=g:1904590
Cầu Bình Phước	id=g:1904591
Cầu Rạch Chiềc	id=g:1904592
Tân Sơn Nhất	id=g:1904593
Tân Qui	id=g:1904594
Xóm Bến Tông An	id=g:1904595
Xóm Bà Ðiêm	id=g:1904596
Xóm Ðình	id=g:1904597
Cầu Bến Phân	id=g:1904598
Bên Cát	id=g:1904599
Hanh Thông Xã	id=g:1904600
Âp Ðông Nhì	id=g:1904601
Rạch Ba Hồng	id=g:1904702
Rạch Cãu Dừa	id=g:1904703
Ðông Thanh	id=g:1904704
Lang Khoa	id=g:1904705
Lan Nhút	id=g:1904706
Nam Thanh	id=g:1904707
Bình Ðông (1)	id=g:1904708
Bình Ðông (2)	id=g:1904709
Bình Gôi	id=g:1904710
Thanh Lôc	id=g:1904711
Rạch Ồng Phan	id=g:1904712
Rạch Cây Khô	id=g:1904714
Tân Thuận	id=g:1904715
Ðông Nhì	id=g:1904716
Dân Sinh	id=g:1904717
Ấp Chánh	id=g:1904718
Huyện Thạnh Phú	id=g:1904844
Huyện Mỏ Cày	id=g:1904845
Huyện Chợ Lách	id=g:1904846
Huyện Chợu Thành	id=g:1904847
Huyện Giồng Trôm	id=g:1904848
Huyện Bình Ðại	id=g:1904849
Huyện Ba Tri	id=g:1904850
Thị Xã Bến Tre	id=g:1904851
Thành Phố Mỹ Tho	id=g:1904852
Thị Xã Gò Công	id=g:1904853
Huyện Gò Công Ðông	id=g:1904855
Huyện Gò Công Tây	id=g:1904856
Huyện Chợ Gạo	id=g:1904857
Huyện ChậuThành	id=g:1904858
Huyện Tân Phước	id=g:1904859
Huyện Cai Lậy	id=g:1904860
Huyện Cái Bé	id=g:1904861
Thành Phố Tây Ninh	id=g:1904862
Huyện Hòa Thành	id=g:1904863
Huyện Châu Thành	id=g:1904864
Huyện Bến Cầu	id=g:1904865
Huyện Gò Dầu	id=g:1904866
Huyện Trảng Bàng	id=g:1904867
Huyện Dương Minh Châu	id=g:1904868
Huyện Tân Châu	id=g:1904869
Huyện Tân Biên	id=g:1904870
Quận Một	id=g:1904873
Quận Hai	id=g:1904874
Quận Ba	id=g:1904875
Quận Bốn	id=g:1904876
Quận Năm	id=g:1904877
Quận Sáu	id=g:1904878
Quận Bầy	id=g:1904879
Quận Tám	id=g:1904880
Quận Chín	id=g:1904881
Quận Mười	id=g:1904882
Quận Mười một	id=g:1904883
Quận Mười hai	id=g:1904884
Quận Phú Nhuận	id=g:1904885
Quận Tân Bình	id=g:1904886
Quận Bình Thanh	id=g:1904887
Quận Gò Vấp	id=g:1904888
Quận Thủ Ðức	id=g:1904890
Huyên Hóc Môn	id=g:1904891
Huyên Củ Chi	id=g:1904892
Huyên Bình Chánh	id=g:1904893
Huyên Nha Bè	id=g:1904894
Huyên Cần Giờ	id=g:1904895
Thành Phố Vũng Tàu	id=g:1904896
Thị Xã Bà Rịa	id=g:1904897
Huyện Tân Thành	id=g:1904898
Huyện Châu Ðức	id=g:1904899
Huyện Long Ðất	id=g:1904900
Huyện Xuyên Mộc	id=g:1904901
Huyện Côn Ðảo	id=g:1904903
Thị Xã Vĩnh Long	id=g:1904905
Huyện Long Hồ	id=g:1904906
Huyện Mang Thít	id=g:1904907
Huyện Tam Bình	id=g:1904908
Huyện Bình Minh	id=g:1904909
Huyện Vũng Liêm	id=g:1904910
Huyện Trà Ôn	id=g:1904911
Thị Xã Trà Vinh	id=g:1904913
Huyện Châu Thành	id=g:1904914
Huyện Càng Long	id=g:1904915
Huyện Cầu Ngang	id=g:1904916
Huyện Cầu Kè	id=g:1904917
Huyện Tiểu Cần	id=g:1904918
Huyện Trà Cú	id=g:1904919
Huyện Duyên Hải	id=g:1904920
Thị Xã Sóc Trăng	id=g:1904921
Huyện Long Phú	id=g:1904922
Huyện Kế Sách	id=g:1904923
Mỹ Tú Huyện	id=g:1904924
Huyện Mỹ Xuyên	id=g:1904925
Huyện Thạnh Trị	id=g:1904926
Huyện Vĩnh Châu	id=g:1904927
Thành Phố Cần Thơ	id=g:1904928
Huyện Châu Thành	id=g:1904929
Huyện Ô Môn	id=g:1904930
Huyện Thốt Nốt	id=g:1904931
Huyện Phụng Hiệp	id=g:1904932
Huyện Vị Thanh	id=g:1904933
Huyện Long Mỹ	id=g:1904934
Thị Xã Cao Lãnh	id=g:1904938
Thị Xã Sa Ðé	id=g:1904939
Huyện Châu Thành	id=g:1904940
Huyện Lai Vung	id=g:1904941
Huyện Thạnh Hưng	id=g:1904942
Huyện Cao Lãnh	id=g:1904943
Huyện Tháp Mười	id=g:1904944
Huyện Thanh Bình	id=g:1904945
Huyện Tam Nông	id=g:1904946
Huyện Hồng Ngự	id=g:1904947
Huyện Tân Hồng	id=g:1904948
Thị Xã Rạch Giá	id=g:1904949
Huyện Châu Thành	id=g:1904950
Huyện Giồng Riềng	id=g:1904951
Huyện Tân Hiêp	id=g:1904952
Huyện Gò Quao	id=g:1904953
Huyện An Biên	id=g:1904954
Huyện An Minh	id=g:1904955
Huyện Vĩnh Thuận	id=g:1904956
Huyện Hòn Ðất	id=g:1904957
Huyện Hà Tiên	id=g:1904958
Huyện Kiên Hải	id=g:1904959
Huyện Phú Quốc	id=g:1904960
Thị Xã Phan Rang-Tháp Chàm	id=g:1904963
Huyện Ninh Hải	id=g:1904965
Huyện Ninh Phướ	id=g:1904966
Huyện Ninh Sơn	id=g:1904967
Thị Xã Pleiku	id=g:1904973
Huyện Chư Pah	id=g:1904974
Huyện Ia Grai	id=g:1904975
Huyện Ðức Cơ	id=g:1904976
Huyện Chư Prông	id=g:1904977
Huyện Chư Sê	id=g:1904978
Huyện Krông Pa	id=g:1904979
Huyện Ayun Pa	id=g:1904980
Huyện Kông Chrô	id=g:1904981
Huyện An Khê	id=g:1904982
Huyện Mang Yang	id=g:1904983
Huyện K’Bang	id=g:1904984
Thành Phố Buôn Ma Thuột	id=g:1904985
Huyện Ðắk R'Lắp	id=g:1904986
Ðắk Nông	id=g:1904987
Huyện Krông Nô	id=g:1904988
Huyện Buôn Ðôn	id=g:1904989
Huyện Ea Súp	id=g:1904990
Thị Xã Tân An	id=g:1904991
Huyện Châu Thành	id=g:1904992
Huyện Tân Trụ	id=g:1904993
Huyện Cần Ðước	id=g:1904994
Huyện Cần Giuộc	id=g:1904995
Huyện Bến Lức	id=g:1904996
Huyện Thủ Thừa	id=g:1904997
Huyện Thạnh Hóa	id=g:1904998
Huyện Ðức Huệ	id=g:1904999
Huyện Ðức Hòa	id=g:1905000
Huyện Tân Thạnh	id=g:1905001
Huyện Mộc Hóa	id=g:1905002
Huyện Tân Hưng	id=g:1905003
Huyện Vình Hưng	id=g:1905004
Thị Xã Lào Cai	id=g:1905005
Thị Xã Cam Ðường	id=g:1905006
Huyện Bảo Thắng	id=g:1905007
Huyện Sa Pa	id=g:1905008
Huyện Bát Xát	id=g:1905009
Huyện Mường Khương	id=g:1905010
Huyện Bắc Hà	id=g:1905011
Huyện Bảo Yên	id=g:1905012
Huyện Văn Bàn	id=g:1905013
Huyện Than Uyên	id=g:1905014
Thị Xã Hòa Bình	id=g:1905015
Huyện Kỳ Sơn	id=g:1905016
Huyện Ðà Bắc	id=g:1905017
Huyện Mai Châu	id=g:1905018
Huyện Tân Lạc	id=g:1905019
Huyện Lương Sơn	id=g:1905020
Huyện Kim Bôi	id=g:1905021
Huyện Lạc Sơn	id=g:1905022
Huyện Lạc Thủy	id=g:1905023
Huyện Yên Thủy	id=g:1905024
Thị Xã Hà Giang	id=g:1905025
Huyện Vị Xuyên	id=g:1905026
Huyện Bắc Mê	id=g:1905027
Huyện Yên Minh	id=g:1905028
Huyện Quản Bạ	id=g:1905029
Huyện Ðồng Văn	id=g:1905030
Huyện Mèo Vạc	id=g:1905031
Huyện Xín Mần	id=g:1905032
Huyện Hoàng Su Phì	id=g:1905033
Huyện Bắc Quang	id=g:1905034
Thị Xã Hà Ðông	id=g:1905035
Thị Xã Sơn Tây	id=g:1905036
Huyện Thanh Oai	id=g:1905037
Huyện Chương Mỹ	id=g:1905038
Huyện Hoài Ðức	id=g:1905039
Huyện Quốc Oai	id=g:1905040
Huyện Thạch Thất	id=g:1905041
Huyện Ðan Phượng	id=g:1905042
Huyện Phúc Thọ	id=g:1905043
Huyện Ba Vì	id=g:1905044
Huyện Thương Tín	id=g:1905045
Huyện Phú Xuyên	id=g:1905046
Huyện Ứng Hòa	id=g:1905047
Huyện Mỹ Ðức	id=g:1905048
Thành Phố Vinh	id=g:1905049
Huyện Hưng Nguyên	id=g:1905050
Huyện Nam Ðàn	id=g:1905051
Huyện Nghi Lộc	id=g:1905052
Thị Xã Cửa Lò	id=g:1905053
Huyện Diễn Châu	id=g:1905054
Huyện Yên Thành	id=g:1905055
Huyện Ðô Lương	id=g:1905056
Huyện Thanh Chương	id=g:1905057
Huyện Anh Sơn	id=g:1905058
Huyện Con Cuông	id=g:1905059
Huyện Tân Kỳ	id=g:1905060
Huyện Quỳnh Lưu	id=g:1905061
Huyện Nghĩa Ðàn	id=g:1905062
Huyện Quỳ Hơp	id=g:1905063
Huyện Quỳ Châu	id=g:1905064
Huyện Quế Phong	id=g:1905065
Huyện Tương Dương	id=g:1905066
Huyện Kỳ Sơn	id=g:1905067
Thị Xã Thái Bình	id=g:1905068
Huyện Vũ Thư	id=g:1905069
Huyện Ðông Hưng	id=g:1905070
Huyện Kiến Xương	id=g:1905071
Huyện Tiền Hải	id=g:1905072
Huyện Thái Thụy	id=g:1905073
Huyện Quỳnh Phụ	id=g:1905074
Huyện Hưng Hà	id=g:1905075
Thị Xã Sơn La	id=g:1905076
Huyện Mường La	id=g:1905077
Huyện Quỳnh Nhai	id=g:1905078
Huyện Thuận Châu	id=g:1905079
Huyện Sông Mã	id=g:1905080
Huyện Mai Sơn	id=g:1905081
Huyện Bắc Yên	id=g:1905082
Huyện Yên Châu	id=g:1905083
Huyện Phù Yên	id=g:1905084
Huyện Mộc Châu	id=g:1905085
Quận Lê Chân	id=g:1905086
Quận Ngô Quyền	id=g:1905087
Quận Kiến An	id=g:1905088
Thị Xã Ðồ Sơn	id=g:1905089
Huyện An Hải	id=g:1905090
Huyện Thủy Nguyên	id=g:1905091
Huyện Na Lão	id=g:1905092
Huyện Kiến Thụy	id=g:1905093
Huyện Tiến Lãng	id=g:1905094
Huyện Vĩnh Bảo	id=g:1905095
Huyện Cát Hải	id=g:1905096
Huyện Bạch Long Vỹ	id=g:1905097
Thị Xã Diện Biên Phủ	id=g:1905098
Huyện Ðiện Biên	id=g:1905099
Huyện Ðiện Biên Ðông	id=g:1905100
Huyện Tuần Giào	id=g:1905101
Huyện Tủa Chùa	id=g:1905102
Huyện Mưòng Lay	id=g:1905103
Huyện Sin Hò	id=g:1905104
Thị Xã Lai Châu	id=g:1905105
Huyện Phong Thổ	id=g:1905106
Huyện Mưòng Tè	id=g:1905107
Thị Xã Hạ Long	id=g:1905108
Thị Xã Cẩm Phả	id=g:1905109
Thị Xã Uông Bí	id=g:1905110
Huyện Ðông Triều	id=g:1905111
Huyện Yên Hưng	id=g:1905112
Huyện Hoành Bồ	id=g:1905113
Huyện Ba Chẽ	id=g:1905114
Huyện Tiên Yên	id=g:1905115
Huyện Bình Liêu	id=g:1905116
Huyện Quảng Hà	id=g:1905117
Huyện Hải Ninh	id=g:1905118
Huyện Vân Ðồn	id=g:1905119
Huyện Cô Tô	id=g:1905120
Quận Ba Ðình	id=g:1905121
Quận Cầu Giấy	id=g:1905122
Huyện Ðông Anh	id=g:1905123
Quận Ðống Ða	id=g:1905124
Huyện Gia Lâm	id=g:1905125
Quận Hai BàTrưng	id=g:1905126
Quận Hoàn Kiếm	id=g:1905127
Huyện Sóc Sơn	id=g:1905128
Quận Tây Hồ	id=g:1905129
Huyện Từ Liêm	id=g:1905130
Huyện Thanh Trì	id=g:1905131
Quận Thanh Xuân	id=g:1905132
Thành Phố Ðà Lạt	id=g:1905197
Thị Xã Bảo Lộc	id=g:1905200
Huyện Bảo Lâm	id=g:1905201
Huyện Ðạ Hu Oai	id=g:1905202
Huyện Ðạ Tẻh	id=g:1905203
Huyện Cát Tiên	id=g:1905204
Huyện Di Linh	id=g:1905205
Huyện Ðức Trọng	id=g:1905206
Huyện Ðơn Dương	id=g:1905207
Huyện Lâm Hà	id=g:1905208
Huyện Lạc Dương	id=g:1905209
Thị Xã Ninh Bình	id=g:1905210
Huyện Kim Sơn	id=g:1905211
Huyện Yên Mô	id=g:1905212
Huyện Yên Khánh	id=g:1905213
Huyện Tam Ðiệp	id=g:1905214
Huyện Hoa Lư	id=g:1905215
Huyện Gia Viễn	id=g:1905216
Huyện Nho Quan	id=g:1905217
Thành Phố Thanh Hóa	id=g:1905218
Huyện Tĩnh Gia	id=g:1905219
Huyện Nông Cống	id=g:1905220
Huyện Như Thanh	id=g:1905221
Huyện Như Xuân	id=g:1905222
Huyện Quảng Xương	id=g:1905223
Thị Xã Sầm Sơn	id=g:1905224
Huyện Hoằng Hóa	id=g:1905225
Huyện Ðơng Sơn	id=g:1905226
Huyện Thiệu Hóa	id=g:1905227
Huyện Yên Ðịnh	id=g:1905228
Huyện Triệu Sơn	id=g:1905229
Huyện Thọ Xuân	id=g:1905230
Huyện Thường Xuân	id=g:1905231
Huyện Ngọc Lậc	id=g:1905233
Huyện Lang Chánh	id=g:1905234
Huyện Cẩm Thủy	id=g:1905235
Huyện Vĩnh Lộc	id=g:1905236
Huyện Hậu Lộc	id=g:1905237
Huyện Nga Sơn	id=g:1905238
Huyện Hà Trung	id=g:1905239
Thị Xã Bỉm Sơn	id=g:1905240
Huyện Thạch Thành	id=g:1905241
Huyện Bá Thước	id=g:1905242
Huyện Quan Sơn	id=g:1905243
Huyện Quan Hóa	id=g:1905244
Huyện Mường Lát	id=g:1905245
Thị Xã Ðông Hà	id=g:1905247
Huyện Ða Krông	id=g:1905248
Huyện Hướng Hóa	id=g:1905249
Huyện Hải Lăng	id=g:1905250
Thị Xã Quảng Trị	id=g:1905251
Huyện Triệu Phong	id=g:1905252
Huyện Cam Lộ	id=g:1905253
Huyện Gio Linh	id=g:1905254
Huyện Vĩnh Linh	id=g:1905255
Thị Xã Ðồng Hới	id=g:1905258
Huyện Lệ Thủy	id=g:1905259
Huyện Quảng Ninh	id=g:1905260
Huyện Bố Trạch	id=g:1905261
Huyện Quảng Trạch	id=g:1905262
Huyện Tuyên Hóa	id=g:1905264
Huyện Minh Hóa	id=g:1905265
Tỉnh Bắc Ninh	id=g:1905412
Thị Xã Bắc Ninh	id=g:1905413
Huyện Yên Phong	id=g:1905414
Huyện Quế Võ	id=g:1905415
Huyện Tiên Sơn	id=g:1905416
Huyện Gia Lương	id=g:1905417
Huyện Thuân Thành	id=g:1905418
Tỉnh Bắc Giang	id=g:1905419
Huyện VIệt Ỵên	id=g:1905434
Huyện Yên Dũng	id=g:1905438
Huyện Lạng Giang	id=g:1905441
Huyện Tân Yên	id=g:1905443
Huyện Hiệp Hòa	id=g:1905444
Huyện Yên Thế	id=g:1905445
Huyện Lục Nam	id=g:1905446
Huyện Lục Ngạn	id=g:1905447
Huyện Sơn Dộng	id=g:1905448
Tỉnh Ðà Nẵng	id=g:1905468
Quận Thanh Khê	id=g:1905469
Quận Sơn Trà	id=g:1905470
Quận Ngũ Hành Sơn	id=g:1905471
Quận Liên Chiểu	id=g:1905472
Huyện Hòa Vang	id=g:1905473
Huyện Hoàng Sa	id=g:1905474
Tỉnh Bình Dương	id=g:1905475
Thị Xã Thủ Dầu Một	id=g:1905476
Huyện Thuận an	id=g:1905477
Huyện Tân Uyên	id=g:1905478
Huyện Bến Cát	id=g:1905479
Tỉnh Bình Phước	id=g:1905480
Huyện Ðồng Phu	id=g:1905481
Huyện Bình Long	id=g:1905482
Huyện Lộc Ninh	id=g:1905483
Huyện Phơức Long	id=g:1905484
Huyện Bù Ðăng	id=g:1905485
Thị Xã Long Xuyên	id=g:1905486
Thị Xã Châu Ðốc	id=g:1905487
Huyện Thoại Sơn	id=g:1905488
Huyện Châu Thành	id=g:1905489
Huyện Chợ Mới	id=g:1905490
Huyện Phú Tân	id=g:1905491
Huyện Châu Phú	id=g:1905492
Huyện Tri Tôn	id=g:1905493
Huyện Tịnh Biên	id=g:1905494
Huyện Tân Châu	id=g:1905495
Huyện An Phú	id=g:1905496
Tỉnh Thái Nguyên	id=g:1905497
Thị Xã Sông Công	id=g:1905498
Huyện Phú Bình	id=g:1905499
Huyện Phổ Yên	id=g:1905500
Huyện Ðại Từ	id=g:1905501
Huyện Ðịnh Hóa	id=g:1905502
Huyện Phú Lương	id=g:1905503
Huyện Ðồng Hỷ	id=g:1905504
Huyện Võ Nhai	id=g:1905505
Huyện Hòa An	id=g:1905506
Huyện Trà Lĩnh	id=g:1905507
Huyện Trùng Khánh	id=g:1905508
Huyện Hạ Lang	id=g:1905509
Huyện Quảng Hòa	id=g:1905510
Huyện Thạch An	id=g:1905511
Huyện Nguyên Bình	id=g:1905512
Huyện Thông Nông	id=g:1905513
Huyện Hà Quảng	id=g:1905514
Huyện Bảo Lac	id=g:1905515
Tỉnh Quảng Nam	id=g:1905516
Thị Xã Tam Kỳ	id=g:1905517
Thị Xã Hôi An	id=g:1905518
Huyện Thăng Bình	id=g:1905519
Huyện Quế Sơn	id=g:1905520
Huyện Duy Xuyên	id=g:1905521
Huyện Ðiện Bàn	id=g:1905522
Huyện Ðại Lộc	id=g:1905523
Huyện Hiên	id=g:1905524
Huyện Giẳng	id=g:1905525
Huyện Phước Sơn	id=g:1905526
Huyện Hiệp Ðức	id=g:1905527
Huyện Tiên Phước	id=g:1905528
Huyện Núi Thành	id=g:1905529
Huyện Trà My	id=g:1905530
Thị Xã Lạng Sơn	id=g:1905531
Huyện Văn Lãng	id=g:1905532
Huyện Cao Lộc	id=g:1905533
Huyện Vặn Quan	id=g:1905534
Huyện Chi Lăng	id=g:1905535
Huyện Lộc Bình	id=g:1905536
Huyện Ðình Lập	id=g:1905537
Huyện Hũu Lũng	id=g:1905538
Huyện Bắc Sơn	id=g:1905539
Huyện Bình Gia	id=g:1905540
Huyện Tràng Ðịnh	id=g:1905541
Thành Phố Biên Hòa	id=g:1905542
Huyện Vĩnh Cửu	id=g:1905543
Huyện Thống Nhất	id=g:1905544
Huyện Long Thành	id=g:1905545
Huyện Nhơn Trạch	id=g:1905546
Huyện Long Khánh	id=g:1905547
Huyện Xuân Lộc	id=g:1905548
Huyện Ðịnh Quán	id=g:1905549
Huyện Tân Phú	id=g:1905550
Thành Phố Quy Nhơn	id=g:1905551
Huyện Tuy Phước	id=g:1905552
Huyện An Nhơn	id=g:1905553
Huyện Vân Canh	id=g:1905554
Huyện Tây Sơn	id=g:1905555
Huyện Phù Cát	id=g:1905556
Huyện Phù Mỹ	id=g:1905557
Huyện Hoài Nhơn	id=g:1905558
Huyện Vĩnh Thạnh	id=g:1905559
Huyện Hoài Ân	id=g:1905560
Huyện An Lão	id=g:1905561
Thị Xã Phan Thiết	id=g:1905562
Huyện Hàm Thuận Nam	id=g:1905563
Huyện Hàm Thuận Bắc	id=g:1905564
Huyện Bắc Bình	id=g:1905565
Huyện Tuy Phong	id=g:1905566
Huyện Hàm Tân	id=g:1905567
