Iwey	id=g:2136806
Lu’ua	id=g:7106434
Sapini	id=g:7106435
Oloiti	id=g:7106436
Mount Lifa	id=g:7106437
Punaiseesee	id=g:7106438
Mount Ve’a	id=g:7106439
Mount Mataulano	id=g:7106440
Lake Mataulano	id=g:7106441
Poutoga	id=g:7106442
Leavaa-uta	id=g:7106443
Aleisa	id=g:7106444
Fiaga	id=g:7106445
Lepale	id=g:7106446
Matānofo	id=g:7106447
Nu’unefu Island	id=g:7106448
Leniu Point	id=g:7106449
Muligaauau Stream	id=g:7106450
Vaipapa	id=g:7106451
Mount Mariota	id=g:7106452
Matega	id=g:7106453
Maliolio River	id=g:7106454
Utuimo Point	id=g:7106455
Asau	id=g:7106456
Matafa‘a	id=g:7106457
Mount Punaiseesee	id=g:7106458
Leaoa	id=g:7106459
Mount Olouta	id=g:7106460
Mount Maugafolau	id=g:7106461
Cape Vaitoloa	id=g:7106462
Vailele	id=g:7106463
Mount Pa-Amelia	id=g:7106464
Cave of Vaatausili	id=g:7106465
Mount O Mata’utia	id=g:7106466
Aveavai	id=g:7106467
Matavai	id=g:7106468
Salani Surf Resort	id=g:7109398
Namua Beach Fale	id=g:7109399
Coconut Beach Resort	id=g:7109400
Saleseu River	id=g:7109401
Anapu Beach Fale	id=g:7109402
Nuu o Vasa Beach Fale	id=g:7109403
Sa’anapu Beach Fale	id=g:7109404
Sa’anapu Lagoon	id=g:7109405
Nuusuatia River	id=g:7109406
Sataoa Mangrove Conservation Area	id=g:7109407
Leafe River	id=g:7109408
Sataoa Stream	id=g:7109409
Matalipi River	id=g:7109410
Return to Paradise Beach	id=g:7109411
Tumu o le Manu River	id=g:7109412
Le Mata Pass	id=g:7109413
Lake Fiti	id=g:7109414
Taelefaga Power Station	id=g:7109415
Vaifou	id=g:7109416
Siane Stream	id=g:7109417
So’agu Falls	id=g:7109418
Page Stream	id=g:7109419
Falevai River	id=g:7109420
Vaiaumoe	id=g:7109421
Tanumalala	id=g:7109422
Tuafalelola Stream	id=g:7109423
Middle Branch Vaisigano River	id=g:7109424
Weatern Branch Vaisigano River	id=g:7109425
Avele College	id=g:7109426
Papase’ea Sliding Rock	id=g:7109427
Eastern Branch Vaisigano River	id=g:7109428
Manono Jetty	id=g:7109429
Robert Louis Stevenson Museum	id=g:7109430
Muliaeuafasa Stream	id=g:7109431
Robert Louis Stevenson Tomb	id=g:7109432
Ma’epu Stream	id=g:7109433
Samoan Village Resort	id=g:7109434
Samule Stream	id=g:7109435
University of the South Pacific	id=g:7109436
Matasiva Point	id=g:7109437
Vaea	id=g:7109438
Casala	id=g:7109439
Nafanua	id=g:7109440
Olo	id=g:7109441
Manono Hospital	id=g:7109442
University of Samoa	id=g:7109443
Tuanaimato	id=g:7109444
Apia Park	id=g:7109445
Atula Stream	id=g:7109446
Paul VI College	id=g:7109447
Pilot Point	id=g:7109448
Apolimatuai	id=g:7109449
Apia Observatory	id=g:7109450
Alesia Stream	id=g:7109451
Methodist High School	id=g:7109452
Vaoto Stream	id=g:7109453
Tofamamao Cultural Center	id=g:7109454
Aganoa	id=g:7109455
Nu’utiloto Island	id=g:7109456
Mata’afa Island	id=g:7109457
Gataivai River	id=g:7109458
Vaiola River	id=g:7109459
Salalologa New Township	id=g:7109460
Vaega Road	id=g:7109461
Vaiola Stream	id=g:7109462
Vaitai Stream	id=g:7109463
Lata River	id=g:7109464
Seugagogo River	id=g:7109465
Afu Aau Falls	id=g:7109466
Pulemeli Mound	id=g:7109467
Mount Lelua	id=g:7109468
Faasaleleaga Power Station	id=g:7109469
Saletagaloa	id=g:7109470
Mount Ailao	id=g:7109471
Mount Leele	id=g:7109472
Satuiatua Beach Fale	id=g:7109473
Prince Edward Park	id=g:7109474
Savaiian Hotel	id=g:7109475
Nu’umasaga Islands	id=g:7109476
Papaula Spring	id=g:7109477
Safua Stream	id=g:7109478
Vaitolo Stream	id=g:7109479
Tuvasivi College	id=g:7109480
Logo-i-Pulotu College	id=g:7109481
Vai’a’ata Prison	id=g:7109482
Vaiola College	id=g:7109483
Vaiola	id=g:7109484
Mount Masa	id=g:7109485
Mount Mua	id=g:7109486
Sologa Stream	id=g:7109487
Puapua Road	id=g:7109488
Mauga Pu’ega	id=g:7109489
Mount Ma’asina	id=g:7109490
Le Aisa	id=g:7109491
Ologogo	id=g:7109492
Mosos Footprint	id=g:7109493
Safune	id=g:7109494
Vaipouli College	id=g:7109495
Tane Beach Fale	id=g:7109496
Stevenson Manase Hotel	id=g:7109497
Maja e Ksula e Priftit	id=g:782674
Železnička Stanica Zvečan	id=g:783769
Zvečan	id=g:783770
Guri i Kuq	id=g:783775
Žur	id=g:783780
Zupče	id=g:783781
Zulfaj	id=g:783790
Žuja	id=g:783794
Zubin Potok	id=g:783802
Zrze	id=g:783804
Zrza	id=g:783807
Zojz	id=g:783820
Zočište	id=g:783821
Zminjak	id=g:783823
Zmić	id=g:783828
Zlopek	id=g:783832
Zlokućane	id=g:783836
Zllakuqan	id=g:783837
Zli Potok	id=g:783841
Zlipotočka Planina	id=g:783842
Zlatare	id=g:783861
Zlatare	id=g:783862
Veliki Zlaš	id=g:783864
Zjum	id=g:783865
Zjum	id=g:783866
Živinjane	id=g:783873
Žitkovac	id=g:783885
Žitinje	id=g:783888
Žitinje	id=g:783889
Žiljivoda	id=g:783898
Zgatar	id=g:783908
Žerovnica	id=g:783909
Zeleni Vrh	id=g:783935
Žegra	id=g:783944
Žegovac	id=g:783945
Zhegoc	id=g:783946
Žegovac	id=g:783947
Zečeviće	id=g:783952
Zebince	id=g:783955
Ždrelo	id=g:783962
Zborce	id=g:783970
Zbinac	id=g:783971
Žaža	id=g:783978
Zatrić	id=g:783983
Zaskok	id=g:783987
Zasela	id=g:783988
Žar Planina	id=g:783990
Čuka Žari	id=g:783994
Žarevi	id=g:783998
Žar	id=g:784001
Sumulore	id=g:784002
Zaplužje	id=g:784005
Zakut	id=g:784017
Žakovo	id=g:784018
Zajčevce	id=g:784025
Zahać	id=g:784028
Zagrmlje	id=g:784033
Žač	id=g:784047
Zabrđska Reka	id=g:784053
Zabrđe	id=g:784056
Pašin Zabel	id=g:784060
Žabelj	id=g:784061
Vukojevići	id=g:784073
Komuna e Vushtrrisë	id=g:784096
Vučitrn	id=g:784097
Vučak	id=g:784106
Vućak	id=g:784107
Vuča	id=g:784109
Vriqec	id=g:784115
Vrtolnica	id=g:784118
Vrševce	id=g:784127
Vrševce	id=g:784128
Vrnica	id=g:784142
Vrnovo Kolo	id=g:784145
Vrmnica	id=g:784146
Vrelo	id=g:784165
Vrela	id=g:784167
Vrbovac	id=g:784179
Vrbovac	id=g:784180
Vrbnica	id=g:784183
Vrbnica	id=g:784184
Vrbičane	id=g:784189
Žegovačka Vrbica	id=g:784193
Vrbeštica	id=g:784196
Vrban	id=g:784199
Vrapčić	id=g:784213
Vranovac	id=g:784221
Vrajak	id=g:784228
Vraniq	id=g:784230
Vrani Do	id=g:784233
Vranić	id=g:784237
Vraniq	id=g:784238
Vragovac	id=g:784244
Vragolija	id=g:784246
Vraca	id=g:784253
Vraca	id=g:784254
Volljak	id=g:784258
Vokša	id=g:784270
Vojmisliće	id=g:784283
Vojinovce	id=g:784289
Vogovo	id=g:784294
Vojetin	id=g:784295
Vogačica	id=g:784297
Voćnjak	id=g:784310
Vneš	id=g:784311
Vlaštica	id=g:784314
Vlašnja	id=g:784319
Vlaški Drenovac	id=g:784323
Vlahinje	id=g:784349
Vladovo	id=g:784350
Majae Vjelakut	id=g:784357
Vitomirica	id=g:784365
Komuna e Vitisë	id=g:784371
Vitina	id=g:784372
Vitak	id=g:784379
Visoko Brdo	id=g:784383
Manastir Visoki Dečani	id=g:784389
Visikučka	id=g:784400
Vidušić	id=g:784438
Vidovo Brdo	id=g:784445
Vidomirić	id=g:784450
Vidanje	id=g:784455
Vibički Vrh	id=g:784459
Veternik	id=g:784472
Veternik	id=g:784473
Vesekovce	id=g:784484
Verić	id=g:784487
Zaleč	id=g:784504
Velji Breg	id=g:784508
Veljeglava	id=g:784512
Velja Glava	id=g:784513
Veliko Rudare	id=g:784523
Veliko Ropotovo	id=g:784524
Ribar i Madh	id=g:784525
Shtupeq i Madh	id=g:784555
Veliki Kičić	id=g:784580
Gjurgjevik i Madh	id=g:784589
Veliki Belaćevac	id=g:784602
Veliki Alaš	id=g:784603
Velika Slatina	id=g:784618
Velika Reka	id=g:784627
Velika Planina	id=g:784628
Velika Kruša	id=g:784643
Velika Kaludra	id=g:784649
Velika Jablanica	id=g:784652
Velika Hoča	id=g:784660
Velika Greda	id=g:784662
Velika Glava	id=g:784665
Velika Dobranja	id=g:784667
Veleža	id=g:784677
Velekince	id=g:784684
Vata	id=g:784693
Vašnjavica	id=g:784694
Vasiljevo	id=g:784696
Varoš Selo	id=g:784708
Varigovce	id=g:784714
Varage	id=g:784719
Valač	id=g:784735
Vaganicë	id=g:784741
Vaganeš	id=g:784742
Komuna e Ferizajt	id=g:784758
Uroševac	id=g:784759
Ulinje	id=g:784772
Ukča	id=g:784777
Ujz	id=g:784778
Ugljare	id=g:784784
Ugljare	id=g:784785
Uglar	id=g:784786
Tvrgjan	id=g:784797
Tušilje	id=g:784801
Tušiće	id=g:784802
Turušička Reka	id=g:784803
Turučica	id=g:784804
Turjak	id=g:784813
Turjak	id=g:784814
Turićevac	id=g:784823
Tupec	id=g:784830
Tumičina	id=g:784835
Tugjec	id=g:784855
Tučep	id=g:784858
Trudna	id=g:784864
Trstenik	id=g:784874
Trstenik	id=g:784875
Trstenik	id=g:784876
Trstena	id=g:784881
Trpeza	id=g:784887
Trpeza	id=g:784888
Troja	id=g:784896
Trnavica	id=g:784904
Trnje	id=g:784910
Trnavce	id=g:784918
Trnava	id=g:784927
Trn	id=g:784930
Trepetnica	id=g:784959
Tropoviq	id=g:784965
Trebička Reka	id=g:784970
Trebiće	id=g:784972
Trđevac	id=g:784974
Trubuhoc	id=g:784978
Trava	id=g:784979
Lukavac	id=g:784982
Trakanić	id=g:784983
Kara Husa	id=g:784987
Torina	id=g:784990
Toponica	id=g:785002
Topluga	id=g:785016
Topličane	id=g:785024
Topilo	id=g:785033
Topila	id=g:785034
Topan	id=g:785037
Tomoc	id=g:785042
Tomance	id=g:785043
Komuna e Mitrovicës	id=g:785059
Tirince	id=g:785067
Tica	id=g:785078
Tepe	id=g:785090
Teneš Do	id=g:785096
Teća	id=g:785112
Taradža	id=g:785126
Tankosić	id=g:785130
Tačevac	id=g:785148
Svrke	id=g:785165
Svrhe	id=g:785166
Svirce	id=g:785172
Svinjar	id=g:785180
Svetlje	id=g:785190
Sveti Jovan	id=g:785205
Suvo Grlo	id=g:785218
Suvi Lukavac	id=g:785227
Suvi Do	id=g:785233
Komuna e Thërandës	id=g:785234
Suva Reka	id=g:785235
Thëranda	id=g:785238
Suva Planina	id=g:785241
Sušiće	id=g:785256
Sušica	id=g:785257
Sušica	id=g:785260
Sušica	id=g:785263
Sušica	id=g:785264
Šurlane	id=g:785280
Surdula	id=g:785286
Šupenovac	id=g:785298
Sultan Tepe	id=g:785310
Sulejmanica	id=g:785314
Suho	id=g:785320
Suva Reka	id=g:785322
Sudimlja Reka	id=g:785327
Štutica	id=g:785333
Štupelj	id=g:785336
Stup	id=g:785339
Studenica	id=g:785348
Studenica	id=g:785349
Studenčane	id=g:785350
Stublina	id=g:785360
Stubla	id=g:785365
Stružje	id=g:785376
Štrpce	id=g:785388
Strovce	id=g:785390
Stropačka Glava	id=g:785393
Strezovce	id=g:785416
Maja e Strellcit	id=g:785424
Strelica	id=g:785426
Straža	id=g:785436
Straža	id=g:785438
Štitarica	id=g:785474
Shtime	id=g:785485
Staro Selo	id=g:785510
Staro Rujce	id=g:785513
Staro Poljance	id=g:785514
Staro Gracko	id=g:785520
Staro Čikatovo	id=g:785522
Stari Trg	id=g:785528
Stari Kolašin	id=g:785531
Stari Kačanik	id=g:785532
Stara Vučina	id=g:785547
Stara Reka	id=g:785551
Stankovc	id=g:785575
Stanišor	id=g:785579
Stančić	id=g:785583
Stagovo	id=g:785599
Srpski Babuš	id=g:785601
Srednji Deo	id=g:785623
Srednja Klina	id=g:785628
Srbovac	id=g:785637
Komuna e Skenderajt	id=g:785641
Srbica	id=g:785642
Špinadija	id=g:785646
Šošnica	id=g:785662
Sopnić	id=g:785678
Sopina	id=g:785680
Sokolica	id=g:785698
Sojevo	id=g:785705
Softović	id=g:785709
Sofalija	id=g:785711
Sočanica	id=g:785714
Smrekovnička	id=g:785720
Smrekovnica	id=g:785721
Smoluša	id=g:785730
Smonica	id=g:785732
Smira	id=g:785737
Smać	id=g:785757
Smać	id=g:785758
Slup	id=g:785760
Slubica	id=g:785761
Slovinje	id=g:785763
Šljivovica	id=g:785770
Slivovo	id=g:785776
Slivovo	id=g:785777
Shlepica	id=g:785790
Slatina	id=g:785812
Slatina	id=g:785813
Slapužane	id=g:785815
Slakovce	id=g:785819
Slakovačka Reka	id=g:785820
Skulanevo	id=g:785824
Skrovna	id=g:785827
Škoza	id=g:785834
Skorošnik	id=g:785836
Skorobište	id=g:785837
Skočna	id=g:785843
Skočanska Čuka	id=g:785845
Skivjane	id=g:785848
Sitnica	id=g:785856
Šišman	id=g:785858
Široko Polje	id=g:785865
Sirinić	id=g:785872
Šipolje	id=g:785879
Šipitula	id=g:785884
Sinajsko Brdo	id=g:785899
Sinaj	id=g:785900
Šilovo	id=g:785905
Siljevica	id=g:785910
Siga	id=g:785926
Sićevo	id=g:785929
Sibovac	id=g:785931
Sevc	id=g:785944
Šeremet	id=g:785956
Senik	id=g:785974
Semetište	id=g:785981
Semetiška Reka	id=g:785982
Selogražde	id=g:785989
Seljance	id=g:785991
Sekirački Potok	id=g:786017
Sedrova Reka	id=g:786023
Sedlare	id=g:786028
Sedlare	id=g:786029
Sečište	id=g:786033
Sazlija	id=g:786046
Savrovo	id=g:786050
Šašare	id=g:786066
Šarban	id=g:786086
Shaptej	id=g:786096
Capar	id=g:786101
Senoc	id=g:786103
Samodreža	id=g:786115
Samodraža	id=g:786116
Šaljinovica	id=g:786126
Šalce	id=g:786130
Šakovica	id=g:786138
Šajkovac	id=g:786140
Šaić	id=g:786145
Shajn II	id=g:786148
Zid Sadih Aga	id=g:786153
Irzniq	id=g:786156
Ržana	id=g:786162
Rvatska	id=g:786164
Rusulija	id=g:786168
Rusinovce	id=g:786172
Rušica Planina	id=g:786173
Runjevo	id=g:786177
Rujište	id=g:786184
Ruhot	id=g:786196
Rugovska Klisura	id=g:786197
Rudnik	id=g:786204
Rudine	id=g:786211
Rudice	id=g:786214
Rucmanc	id=g:786217
Roša	id=g:786244
Ropica	id=g:786247
Romune	id=g:786249
Romaja	id=g:786252
Rogovo	id=g:786258
Rogačica	id=g:786268
Rodel	id=g:786272
Rubofc	id=g:786278
Roboc	id=g:786279
Ribnik	id=g:786298
Rezala	id=g:786323
Rezala	id=g:786324
Revuq	id=g:786325
Retimlje	id=g:786329
Restelička Reka	id=g:786330
Restelica	id=g:786331
Reška Gora	id=g:786337
Rep	id=g:786350
Ranoc	id=g:786351
Rence	id=g:786352
Rečičko Preslo	id=g:786363
Reçica	id=g:786367
Rečica	id=g:786371
Rečane	id=g:786378
Rečane	id=g:786379
Ravš	id=g:786391
Ratkovac	id=g:786422
Ratish e Eperme	id=g:786423
Rastavica	id=g:786440
Reshtan	id=g:786444
Raskovo	id=g:786455
Raški Dol	id=g:786457
Rašince	id=g:786461
Rašić	id=g:786464
Rapča	id=g:786472
Ranilug	id=g:786478
Randubrava	id=g:786480
Rančiće	id=g:786481
Rance	id=g:786483
Ramoc	id=g:786485
Rakovina	id=g:786499
Rakoš	id=g:786510
Rakoc	id=g:786511
Rakitnica	id=g:786518
Rakinica	id=g:786522
Raka	id=g:786525
Rajanovce	id=g:786544
Rahovica	id=g:786548
Radulloc	id=g:786555
Stenjevac	id=g:786569
Radoste	id=g:786572
Radoševac	id=g:786575
Radopolje	id=g:786578
Radenić	id=g:786580
Radivojce	id=g:786592
Radiševska Reka	id=g:786593
Radiševo	id=g:786594
Radevo	id=g:786606
Radeška Reka	id=g:786610
Radeša	id=g:786612
Radavci	id=g:786617
Racaj	id=g:786621
Rača	id=g:786626
Pusto Selo	id=g:786639
Pustenik	id=g:786640
Kodra Pulješ	id=g:786648
Prvi Tunel	id=g:786660
Qafa e Prushit	id=g:786667
Prugovac	id=g:786670
Prugovac	id=g:786671
Prue Potok	id=g:786672
Propaštica	id=g:786684
Komuna e Prizrenit	id=g:786711
Prizren	id=g:786712
Komuna e Prishtinës	id=g:786713
Pristina	id=g:786714
Prištevka	id=g:786715
Prilužje	id=g:786726
Prilepnička Reka	id=g:786731
Prilepnica	id=g:786732
Prilep	id=g:786734
Prigoda	id=g:786740
Pridvorica	id=g:786745
Pridvorica	id=g:786747
Prepolac	id=g:786779
Preoce	id=g:786782
Prelovac	id=g:786785
Prelez	id=g:786787
Prekovce	id=g:786788
Prekorupje	id=g:786789
Prekolluk	id=g:786796
Prekale	id=g:786799
Predgata	id=g:786803
Prčevo	id=g:786810
Pozhar	id=g:786828
Požaranje	id=g:786829
Postenje	id=g:786841
Poslište	id=g:786845
Popovo	id=g:786861
Popovljane	id=g:786865
Popovci	id=g:786868
Popova Šapka	id=g:786872
Popovac	id=g:786877
Ponoševac	id=g:786890
Ponorac	id=g:786892
Poneš	id=g:786899
Poluža	id=g:786902
Poluža	id=g:786903
Polan	id=g:786914
Polička	id=g:786917
Poklek	id=g:786930
Pojatište	id=g:786932
Poglavlje	id=g:786940
Komuna e Podujevës	id=g:786949
Podujeva	id=g:786950
Podrima	id=g:786953
Podi i Kodres	id=g:786962
Podgrađe	id=g:786963
Podgorc	id=g:786965
Počešće	id=g:786972
Pobergje	id=g:786977
Plužina	id=g:786981
Pločica	id=g:786986
Pljančor	id=g:786993
Plitković	id=g:786995
Plitković	id=g:786996
Plešina	id=g:786999
Plemetina	id=g:787004
Pavllan	id=g:787009
Plava	id=g:787014
Planjane	id=g:787019
Planica	id=g:787029
Planeja	id=g:787030
Plakaonica	id=g:787038
Plajnike	id=g:787039
Pishtanë	id=g:787043
Pirane	id=g:787055
Pidić	id=g:787061
Petrušan	id=g:787063
Petrovo Selo	id=g:787068
Petrovo	id=g:787069
Petrović	id=g:787071
Petrovce	id=g:787074
Petraštica	id=g:787091
Petkoviq	id=g:787097
Pestovo	id=g:787105
Perane	id=g:787127
Pepići	id=g:787128
Penuh	id=g:787136
Pećska Bistrica	id=g:787148
Paklena	id=g:787150
Pećane	id=g:787155
Komuna e Pejës	id=g:787156
Pejë	id=g:787157
Patričeva Čuka	id=g:787171
Beshtriq	id=g:787175
Pasoma	id=g:787177
Pasji Vrh	id=g:787180
Pasjane	id=g:787182
Pasjak	id=g:787183
Paruci	id=g:787195
Parteš	id=g:787197
Paralovo	id=g:787210
Papaz	id=g:787224
Papaz	id=g:787225
Pantina	id=g:787227
Paljabarda	id=g:787248
Palivodenica	id=g:787250
Pagaruša	id=g:787268
Padine	id=g:787270
Pacaj	id=g:787277
Ozrim	id=g:787278
Ovčinec	id=g:787287
Ovčarevo	id=g:787293
Ostrozub	id=g:787308
Oštro Koplje	id=g:787317
Oštri Vrh	id=g:787318
Ostraće	id=g:787339
Osojane	id=g:787349
Ošljane	id=g:787362
Ošljak	id=g:787363
Osek Paša	id=g:787372
Osek Hilja	id=g:787373
Ruica	id=g:787380
Orno Brdo	id=g:787385
Orlović	id=g:787390
Orljak	id=g:787403
Orlate	id=g:787409
Orlane	id=g:787410
Orčuša	id=g:787435
Oraovica	id=g:787446
Orahovo	id=g:787453
Komuna e Rahovecit	id=g:787455
Orahovac	id=g:787456
Opteruša	id=g:787459
Opolje	id=g:787463
Okraštica	id=g:787479
Okosnica	id=g:787480
Oklap	id=g:787483
Oklačka Glava	id=g:787484
Oklace	id=g:787485
Hogosht	id=g:787492
Ogoška Reka	id=g:787493
Odevce	id=g:787504
Hodonoc	id=g:787505
Obrangj	id=g:787519
Oblik	id=g:787523
Obilić	id=g:787534
Novo Selo Begovo	id=g:787541
Zajmovo	id=g:787542
Deiq	id=g:787543
Novo Selo Mađunsko	id=g:787555
Novo Selo	id=g:787556
Novo Selo	id=g:787557
Novo Selo	id=g:787559
Novo Poljance	id=g:787582
Novo Brdo	id=g:787589
Novi Vrh	id=g:787590
Nova Šumadija	id=g:787614
Novake	id=g:787617
Nosalje	id=g:787632
Nagavc	id=g:787636
Nivokaz	id=g:787642
Nišor	id=g:787650
Niševce	id=g:787653
Nikovc	id=g:787661
Nikaj	id=g:787673
Nevoljane	id=g:787679
Nerodimka	id=g:787687
Neprebište	id=g:787697
Nepolje	id=g:787698
Nekovce	id=g:787706
Negrovc	id=g:787708
Nedakovac	id=g:787722
Nećavce	id=g:787723
Nec	id=g:787724
Nebregosht	id=g:787726
Nushpal	id=g:787734
Našec	id=g:787735
Prapštija	id=g:787740
Donje Naklo	id=g:787745
Nabërgjan	id=g:787749
Mužičane	id=g:787753
Muževine	id=g:787754
Mučivrce	id=g:787757
Mušutište	id=g:787760
Mušnikovo	id=g:787764
Musinac	id=g:787769
Muržica	id=g:787773
Murgulska Reka	id=g:787775
Murgula	id=g:787776
Murga	id=g:787781
Muhovce	id=g:787787
Muhadžer Talinovac	id=g:787790
Muhaxherbabush	id=g:787791
Mučibaba	id=g:787795
Mrasor	id=g:787819
Mramor	id=g:787824
Mozgovo	id=g:787829
Movljane	id=g:787831
Klina	id=g:787832
Mošnička Reka	id=g:787838
Mošnica	id=g:787839
Morina	id=g:787843
Molić	id=g:787854
Mokra Planina	id=g:787860
Mojstir	id=g:787865
Moglica	id=g:787873
Mogila	id=g:787876
Močare	id=g:787882
Mlike	id=g:787884
Mleqan	id=g:787886
Miruša	id=g:787907
Miruša	id=g:787908
Mirovac	id=g:787913
Mirosavlje	id=g:787915
Mirena	id=g:787927
Mirash	id=g:787931
Miraçë	id=g:787933
Miokoviće	id=g:787936
Miloševo	id=g:787948
Miljeshevci	id=g:787954
Miljaj	id=g:787960
Milanov Vrh	id=g:787980
Milanović	id=g:787982
Milanovac	id=g:787983
Mikušnica	id=g:787986
Mijalić	id=g:787992
Železnička Stanica Metohija	id=g:788007
Metohija	id=g:788008
Metohija	id=g:788009
Mešina	id=g:788017
Merdar	id=g:788029
Meljenica	id=g:788036
Meljenička Reka	id=g:788039
Mekiniqe	id=g:788043
Meja	id=g:788045
Medvece	id=g:788051
Medveđak	id=g:788052
Medvece	id=g:788058
Medregovac	id=g:788065
Međeđi Potok	id=g:788071
Meće	id=g:788084
Mazrek	id=g:788086
Maznik	id=g:788087
Mažić	id=g:788088
Mazgit	id=g:788090
Mazap	id=g:788094
Matičane	id=g:788103
Marmule	id=g:788125
Marina	id=g:788148
Marijash	id=g:788149
Marevska Reka	id=g:788156
Marevce	id=g:788157
Marevce	id=g:788158
Maralija	id=g:788165
Manišince	id=g:788171
Manastirica	id=g:788179
Mamuša	id=g:788187
Malo Rudare	id=g:788199
Malo Ropotovo	id=g:788200
Malo Ribare	id=g:788201
Malopoljce	id=g:788202
Malo Kosovo	id=g:788208
Malo Kičiće	id=g:788210
Malo Dubovo	id=g:788215
Mali Vranovac	id=g:788229
Mali Štupelj	id=g:788235
Mališevo	id=g:788239
Mališevo	id=g:788240
Mali Ðurđevik	id=g:788270
Mali Belaćevac	id=g:788277
Mali Alaš	id=g:788278
Guri i Made	id=g:788284
Mala Slatina	id=g:788296
Mala Reka	id=g:788305
Mala Kruša	id=g:788318
Mala Kaludra	id=g:788324
Mala Jablanica	id=g:788328
Mala Hoča	id=g:788331
Mala Dobranja	id=g:788335
Makovac	id=g:788346
Majdevo	id=g:788352
Majdan	id=g:788360
Magura	id=g:788361
Mađera	id=g:788376
Mađare	id=g:788380
Mačitevo	id=g:788389
Lužnica	id=g:788399
Lužane	id=g:788401
Lumbardhi	id=g:788407
Lukovo Polje	id=g:788410
Lukare	id=g:788431
Lugovo	id=g:788436
Maja e Podit	id=g:788438
Llugagji	id=g:788441
Lug	id=g:788443
Lučka Reka	id=g:788447
Lozno	id=g:788463
Lozište	id=g:788469
Llazicë	id=g:788470
Llozhan	id=g:788474
Lovce	id=g:788479
Lovac	id=g:788480
Lapušnica	id=g:788487
Lokvica	id=g:788503
Lokva	id=g:788509
Loxhë	id=g:788519
Loćanska Bistrica	id=g:788523
Ljutoglav	id=g:788527
Ljušta	id=g:788533
Lumbardhi	id=g:788536
Lukanja	id=g:788540
Ljugbunar	id=g:788541
Ljubuša	id=g:788543
Ljubožda	id=g:788544
Ljubovo	id=g:788545
Ljubovište	id=g:788546
Kodra Ljubovac	id=g:788548
Ljubovac	id=g:788549
Ljuboten	id=g:788552
Ljubižda	id=g:788557
Ljubižda	id=g:788558
Ljubižda	id=g:788559
Ljubište	id=g:788560
Ljubičevo	id=g:788566
Lybeniq	id=g:788571
Leštar	id=g:788586
Lješane	id=g:788588
Ljajčić	id=g:788591
Livadica	id=g:788593
Livagjë	id=g:788596
Lisacka	id=g:788603
Lisica	id=g:788611
Lisac	id=g:788619
Lipovica	id=g:788631
Lipovica	id=g:788633
Lipovica	id=g:788634
Lipovica	id=g:788635
Lipovac	id=g:788645
Komuna e Lipjanit	id=g:788651
Lipljan	id=g:788652
Lipa	id=g:788660
Likovac	id=g:788665
Likoshan	id=g:788666
Brodska Reka	id=g:788671
Letnička Reka	id=g:788681
Letnica	id=g:788682
Letance	id=g:788684
Leštane	id=g:788686
Leskova Glava	id=g:788703
Leskovac	id=g:788710
Leskovac	id=g:788711
Lešane	id=g:788726
Lešak	id=g:788727
Komuna e Leposaviqit	id=g:788730
Leposavić	id=g:788731
Leočina	id=g:788749
Lazarevo	id=g:788769
Lauša	id=g:788780
Laškobare	id=g:788788
Lapušnik	id=g:788791
Laplje Selo	id=g:788794
Lanište	id=g:788797
Landovica	id=g:788798
Ladrović	id=g:788813
Ladrovac	id=g:788814
Ladovo	id=g:788815
Ladovac	id=g:788817
Labučevo	id=g:788821
Labljane	id=g:788822
Labljane	id=g:788823
Lab	id=g:788825
Kutlloc	id=g:788833
Kušnin	id=g:788839
Kuševac	id=g:788845
Kusar	id=g:788847
Kurkulica	id=g:788853
Kurilovo	id=g:788856
Kurilo	id=g:788858
Kukulan	id=g:788907
Kuk	id=g:788910
Kukavica	id=g:788920
Kukavica	id=g:788923
Kujavča Potok	id=g:788926
Kuqishte	id=g:788931
Kućica	id=g:788934
Veliko Kruševo	id=g:788958
Malo Kruševo	id=g:788959
Kruševo	id=g:788960
Kruševica	id=g:788969
Kruševac	id=g:788976
Kruševac	id=g:788977
Kruščica	id=g:788982
Krtinjak	id=g:788992
Kërstec	id=g:788995
Krstac	id=g:789005
Krpimej	id=g:789013
Krnjina	id=g:789017
Krnjince	id=g:789018
Krljigate	id=g:789024
Krivenik	id=g:789034
Kriva Reka	id=g:789040
Kriljevo	id=g:789054
Krena	id=g:789062
Kremenatska Reka	id=g:789067
Kremenata	id=g:789068
Kravasarija	id=g:789081
Kastra	id=g:789092
Krasmirovac	id=g:789098
Krasalić	id=g:789099
Kramovik	id=g:789103
Kralan	id=g:789111
Kranidel	id=g:789115
Krajmirovce	id=g:789117
Krajkovo	id=g:789118
Krajk	id=g:789121
Krajište	id=g:789123
Kpuz	id=g:789129
Kaznik	id=g:789131
Koznik	id=g:789132
Koznica	id=g:789135
Kozmatica	id=g:789136
Kožica	id=g:789155
Kozarevo	id=g:789161
Kovrage	id=g:789163
Kovačica	id=g:789179
Kovačevac	id=g:789185
Kotradiq	id=g:789191
Kotore	id=g:789192
Kotlina	id=g:789193
Košutovo	id=g:789194
Košutovo	id=g:789195
Košutane	id=g:789197
Kosuriq	id=g:789199
Kostrce	id=g:789207
Kostrc	id=g:789208
Kostinpotok	id=g:789212
