Richards Cemetery	id=g:4048692
Browns School (historical)	id=g:4052120
Browns Spring	id=g:4052121
Browns Spring	id=g:4052122
Browns Store (historical)	id=g:4052123
Browns Store (historical)	id=g:4052124
Browns Store and Mill (historical)	id=g:4052125
Browns Temple (historical)	id=g:4052126
Browns Valley	id=g:4052127
Browns Pond	id=g:4052128
Brownsboro	id=g:4052129
Brownstown	id=g:4052130
Brownsville	id=g:4052131
Browntown	id=g:4052132
Browntown	id=g:4052133
Browntown	id=g:4052134
Brownville	id=g:4052135
Brownville	id=g:4052136
Brownville	id=g:4052137
Brownville Church	id=g:4052138
Brownville Church	id=g:4052139
Brownville Church	id=g:4052140
Brownville City Hall	id=g:4052141
Brownville Number One School (historical)	id=g:4052142
Brownville Number Two School (historical)	id=g:4052143
Brownville-Summerville Historic District	id=g:4052144
Brownwood Elementary School	id=g:4052145
Brox Mcintosh Dam	id=g:4052146
Brox Mcintosh Lake	id=g:4052147
Broxson Creek	id=g:4052148
Browns Valley (historical)	id=g:4052149
Broyles Branch	id=g:4052150
Bruce Blaum Dam	id=g:4052151
Bruce Pardue Lake Dam	id=g:4052152
Bruce Park	id=g:4052153
Bruce Pond Number Four	id=g:4052154
Bruce Pond Number One	id=g:4052155
Bruce Pond Number Two	id=g:4052156
Bruces Mill Creek	id=g:4052157
Bruce Blaum Lake	id=g:4052158
Bruceville	id=g:4052159
Brumley Branch	id=g:4052160
Bruceton	id=g:4052161
Brundidge Church of Christ	id=g:4052162
Brundidge Church of God	id=g:4052163
Brundidge City Cemetery	id=g:4052164
Brundidge City Hall	id=g:4052165
Brundidge Country Club	id=g:4052166
Brundidge High School (historical)	id=g:4052167
Brundidge Medical Center	id=g:4052168
Brundidge Municipal Airport	id=g:4052169
Brundidge Post Office	id=g:4052170
Brundidge Pre-School	id=g:4052171
Brundidge Public Library	id=g:4052172
Brundidge Recreational Park	id=g:4052173
Brundidge United Methodist Church	id=g:4052174
Bruner (historical)	id=g:4052175
Bruner Creek	id=g:4052176
Brundidge	id=g:4052177
Bruner Creek	id=g:4052178
Bruner School (historical)	id=g:4052179
Bruners Gin Creek	id=g:4052180
Bruners Pond	id=g:4052181
Brunson Church	id=g:4052182
Brush Arbor School (historical)	id=g:4052183
Brush Creek	id=g:4052184
Brunson Chapel	id=g:4052185
Brush Creek	id=g:4052186
Brush Creek	id=g:4052187
Brush Creek	id=g:4052188
Brush Creek	id=g:4052189
Brush Creek	id=g:4052190
Brush Creek	id=g:4052191
Brush Creek	id=g:4052192
Brush Creek	id=g:4052193
Brush Creek	id=g:4052194
Brush Creek	id=g:4052195
Brush Creek	id=g:4052196
Brush Creek	id=g:4052197
Brush Creek	id=g:4052198
Brush Creek	id=g:4052199
Brush Creek	id=g:4052200
Brush Creek	id=g:4052201
Brush Creek Bar	id=g:4052202
Brush Creek Camp (historical)	id=g:4052203
Harrison Chapel United Methodist Church	id=g:4052204
Brush Creek Gas Field	id=g:4052205
Brush Creek Hollow	id=g:4052206
Brush Creek Bridge	id=g:4052207
Brush Creek Park	id=g:4052208
Brush Creek School (historical)	id=g:4052209
Brush Mountain	id=g:4052210
Brush Pond	id=g:4052211
Brush Pond	id=g:4052212
Brushy Branch	id=g:4052213
Brush Creek Island (historical)	id=g:4052214
Brushy Creek	id=g:4052215
Brushy Creek	id=g:4052216
Brushy Creek	id=g:4052217
Brushy Creek	id=g:4052218
Brushy Creek	id=g:4052219
Brushy Creek	id=g:4052220
Brushy Creek	id=g:4052221
Brushy Creek	id=g:4052222
Brushy Creek	id=g:4052223
Brushy Creek	id=g:4052224
Brushy Creek	id=g:4052225
Brushy Creek (historical)	id=g:4052226
Brushy Creek Cemetery	id=g:4052227
Brushy Creek Church	id=g:4052228
Brushy Creek Church of Jesus Christ	id=g:4052229
Brushy Creek Lake	id=g:4052230
Brushy Creek Lake Dam	id=g:4052231
Brushy Creek Recreational Area	id=g:4052232
Brushy Creek School (historical)	id=g:4052233
Brushy Mountain	id=g:4052234
Brushy Mountain	id=g:4052235
Brushy Pond	id=g:4052236
Brushy Pond	id=g:4052237
Brushy Pond Number 1 Mine	id=g:4052238
Brushy Ridge	id=g:4052239
Bruton Branch	id=g:4052240
Brushy Creek Cemetery	id=g:4052241
Bruton Creek	id=g:4052242
Bruton Gap	id=g:4052243
Bruton School (historical)	id=g:4052244
Brutonville	id=g:4052245
Brutonville Junior High School	id=g:4052246
Brvens Chapel	id=g:4052247
Bryan	id=g:4052248
Bryan Church	id=g:4052249
Bryan Estates	id=g:4052250
Bryan Hill School (historical)	id=g:4052251
Bryan Memorial Cemetery	id=g:4052252
Bryan Presbyterian Memorial Church	id=g:4052253
Bryan Mill Creek	id=g:4052254
Bruton Bridge	id=g:4052255
Bryan Store (historical)	id=g:4052256
Bryan W Whitfield Memorial Hospital	id=g:4052257
Bryans Creek	id=g:4052258
Bryan School	id=g:4052259
Bryant	id=g:4052260
Bryant	id=g:4052261
Bryant Branch	id=g:4052262
Bryans Pond	id=g:4052263
Bryant Burns Landing	id=g:4052264
Bryant Cemetery	id=g:4052265
Bryant Cemetery	id=g:4052266
Bryant Cemetery	id=g:4052267
Bryant Cemetery	id=g:4052268
Bryant Cemetery	id=g:4052269
Bryant Chapel African Methodist Episcopal Church	id=g:4052270
Bryant Church	id=g:4052271
Bryant Church	id=g:4052272
Bryant Community Center	id=g:4052273
Bryant Creek	id=g:4052274
Bryant Bridge	id=g:4052275
Bryant Culberson Airport	id=g:4052276
Bryant Gap	id=g:4052277
Bryant Gulf	id=g:4052278
Bryant Creek Mine	id=g:4052279
Bryant Gulley	id=g:4052280
Bryant Junior High School	id=g:4052281
Bryant Landing	id=g:4052282
Bryant Mill Hollow	id=g:4052283
Bryant Landing	id=g:4052284
Bryant Pond	id=g:4052285
Bryant School (historical)	id=g:4052286
Bryant Street Baptist Church	id=g:4052287
Bryant Tabernacle	id=g:4052288
Bryant-Deer Cemetery	id=g:4052289
Bryant-Denny Stadium	id=g:4052290
Bryants Creek	id=g:4052291
Bryant Mountain	id=g:4052292
Bryars Junior Lake	id=g:4052293
Bryars Junior Lakes	id=g:4052294
Bryars Junior Lakes	id=g:4052295
Bryars McGill Cemetery	id=g:4052296
Bryce (historical)	id=g:4052297
Bryce Hospital	id=g:4052298
Bryce Hospital	id=g:4052299
Bryce Hospital Dam	id=g:4052300
Bryce Hospital Lake	id=g:4052301
Bryce Smith Dam	id=g:4052302
Brymer Mountain	id=g:4052303
Bayou Bubie	id=g:4052304
Bucatunna Creek Oil Field	id=g:4052305
Buccaneer Yacht Club	id=g:4052306
Bucey Bluff	id=g:4052307
Buchanan Bay	id=g:4052308
Buchanan Dam	id=g:4052309
Buchanan Ferry (historical)	id=g:4052310
Buchanan Peninsula Cabin Area	id=g:4052311
Buchannon Lake	id=g:4052312
Buchman Bridge	id=g:4052313
Buck Branch	id=g:4052314
Bryants Landing	id=g:4052315
Buck Branch	id=g:4052316
Buck Branch	id=g:4052317
Buck Branch	id=g:4052318
Buck Branch	id=g:4052319
Buck Branch	id=g:4052320
Buck Branch	id=g:4052321
Buck Branch	id=g:4052322
Buck Branch	id=g:4052323
Buck Branch	id=g:4052324
Buck Branch	id=g:4052325
Buck Bridge	id=g:4052326
Buck Creek	id=g:4052327
Buck Creek	id=g:4052328
Buck Creek	id=g:4052329
Buck Creek	id=g:4052330
Buck Creek	id=g:4052331
Buck Creek	id=g:4052332
Buck Creek	id=g:4052333
Buck Creek	id=g:4052334
Buck Creek	id=g:4052335
Buck Creek	id=g:4052336
Buck Creek	id=g:4052337
Buck Creek	id=g:4052338
Buck Creek	id=g:4052339
Buck Creek	id=g:4052340
Buck Creek	id=g:4052341
Buck Creek	id=g:4052342
Buck Creek	id=g:4052343
Buck Creek	id=g:4052344
Buck Creek	id=g:4052345
Buck Creek	id=g:4052346
Buck Creek	id=g:4052347
Buck Creek	id=g:4052348
Buck Creek Bridge	id=g:4052349
Buck Creek Ferry (historical)	id=g:4052350
Buck Creek Spring	id=g:4052351
Buck Ditch	id=g:4052352
Buck Creek Church	id=g:4052353
Buck Ford Bend	id=g:4052354
Buck Horn Valley	id=g:4052355
Buck Ford	id=g:4052356
Buck Island	id=g:4052357
Buck Island	id=g:4052358
Buck Island (historical)	id=g:4052359
Buck Island Bar	id=g:4052360
Buck Island Bridge	id=g:4052361
Buck Island Chute	id=g:4052362
Buck Island Shores	id=g:4052363
Buck Island Subdivision	id=g:4052364
Buck Mountain	id=g:4052365
Buck Pond	id=g:4052366
Buck Ridge	id=g:4052367
Buck Rough	id=g:4052368
Buck Island	id=g:4052369
Buckaloo Church	id=g:4052370
Bucker Pond	id=g:4052371
Buckeye (historical)	id=g:4052372
Buckeye Creek	id=g:4052373
Buckalew Bridge	id=g:4052374
Buckeye Hollow	id=g:4052375
Buckeye Hill	id=g:4052376
Buckeye Pond	id=g:4052377
Buckhannon Creek	id=g:4052378
Buckeye Pond	id=g:4052379
Buckhorn	id=g:4052380
Buckhorn	id=g:4052381
Buckhorn Branch	id=g:4052382
Buckhead	id=g:4052383
Buckhorn Branch	id=g:4052384
Buckhorn Branch	id=g:4052385
Buckhorn Camp (historical)	id=g:4052386
Buckhorn Creek	id=g:4052387
Buckhorn Creek	id=g:4052388
Buckhorn High School	id=g:4052389
Buckingham	id=g:4052390
Bucklight Point	id=g:4052391
Buckmans Island	id=g:4052392
Bucks	id=g:4052393
Bucks Canyon	id=g:4052394
Bucks Chapel Methodist Church	id=g:4052395
Bucks Chapel Elementary School (historical)	id=g:4052396
Bucks Mill Creek	id=g:4052397
Buckhorn Spring	id=g:4052398
Bucks Pocket	id=g:4052399
Bucks Pocket	id=g:4052400
Bucks Valley	id=g:4052401
Bucks Pocket Tri-County Park	id=g:4052402
Bucksnort (historical)	id=g:4052403
Bucksville	id=g:4052404
Bucksville Cemetery	id=g:4052405
Bucksville School (historical)	id=g:4052406
Bucktown (historical)	id=g:4052407
Buckville	id=g:4052408
Bucky Peak	id=g:4052409
Bucky Sink	id=g:4052410
Bud Coffee Branch	id=g:4052411
Bucksnort	id=g:4052412
Buddy Top	id=g:4052413
Buelah Baptist Church (historical)	id=g:4052414
Buena Vista	id=g:4052415
Buena Vista	id=g:4052416
Buena Vista Cemetery	id=g:4052417
Buena Vista Highlands	id=g:4052418
Buena Vista Landing (historical)	id=g:4052419
Buffalo Branch	id=g:4052420
Bud Graham Bluff	id=g:4052421
Buffalo Creek	id=g:4052422
Buffalo Hill	id=g:4052423
Buffalo Point	id=g:4052424
Buffington Cemetery	id=g:4052425
Buffington Field	id=g:4052426
Buffington Memorial Methodist Church	id=g:4052427
Buffingtons Island	id=g:4052428
Buffs Store (historical)	id=g:4052429
Buford Branch	id=g:4052430
Buffalo Island	id=g:4052431
Buford Plaza Shopping Center	id=g:4052432
Bugaboo Mountain	id=g:4052433
Bugg Mill Hollow	id=g:4052434
Buford Cemetery	id=g:4052435
Buggs Chapel	id=g:4052436
Bughall Creek	id=g:4052437
Bugger Bottom	id=g:4052438
Bugs Lake Dam	id=g:4052439
Buhl	id=g:4052440
Buhl Baptist Church	id=g:4052441
Buhl Church of God	id=g:4052442
Buhl Elementary School	id=g:4052443
Buhl Post Office	id=g:4052444
Buie Branch	id=g:4052445
Bugs Lake	id=g:4052446
Bulah Church (historical)	id=g:4052447
Bulger Creek	id=g:4052448
Bula School (historical)	id=g:4052449
Bull Bay Bayou	id=g:4052450
Bull Branch	id=g:4052451
Bulgers	id=g:4052452
Bull Branch	id=g:4052453
Bull Branch	id=g:4052454
Bull Branch	id=g:4052455
Bull Branch	id=g:4052456
Bull Branch	id=g:4052457
Bull Branch	id=g:4052458
Bull City	id=g:4052459
Bull Gulf	id=g:4052460
Bull Hall Creek	id=g:4052461
Bull Hall Swamp	id=g:4052462
Bull Hollow	id=g:4052463
Bull Mountain	id=g:4052464
Bull Mountain Creek	id=g:4052465
Bull Pen Creek	id=g:4052466
Bull Ridge Pond	id=g:4052467
Bull Skull Creek	id=g:4052468
Bull Run	id=g:4052469
Bullard Branch	id=g:4052470
Bullard Branch	id=g:4052471
Bullard Cemetery	id=g:4052472
Bullbarn Creek	id=g:4052473
Bullard Shoals (historical)	id=g:4052474
Bulldog Stadium	id=g:4052475
Bullen Branch	id=g:4052476
Bulldog Bend	id=g:4052477
Bullen Branch	id=g:4052478
Bullen Cemetery	id=g:4052479
Bulley Creek	id=g:4052480
Bullock	id=g:4052481
Bullock Branch	id=g:4052482
Bullock Branch	id=g:4052483
Bullock Cemetery	id=g:4052484
Bullock County Area Vocational Center	id=g:4052485
Bullock County Courthouse	id=g:4052486
Bullock County Courthouse Historic District	id=g:4052487
Bullock County High School	id=g:4052488
Bullock County Hospital	id=g:4052489
Bullock County Jail	id=g:4052490
Bullock County Technical High School	id=g:4052491
Bullock Hill Cemetery	id=g:4052492
Bullock Point	id=g:4052493
Bullock School (historical)	id=g:4052494
Bullocks Hill	id=g:4052495
Bullocks Hollow	id=g:4052496
Bullock County	id=g:4052497
Bullpen Creek	id=g:4052498
Bullocks Islands	id=g:4052499
Bullpen Hollow	id=g:4052500
Bulls Creek	id=g:4052501
Bulls Gap	id=g:4052502
Bulse Branch	id=g:4052503
Buloh Church	id=g:4052504
Bumpass Creek	id=g:4052505
Bumpas Creek School (historical)	id=g:4052506
Bumpass Creek Church	id=g:4052507
Bumpers Cemetery	id=g:4052508
Bunch Creek	id=g:4052509
Bumpass Creek Freewill Baptist Church	id=g:4052510
Bunch Creek	id=g:4052511
Buncomb Creek	id=g:4052512
Bunk Branch	id=g:4052513
Bunker Branch	id=g:4052514
Bunkum Creek	id=g:4052515
Bunny Lake	id=g:4052516
Burbank	id=g:4052517
Burbank Cemetery	id=g:4052518
Burch Cemetery	id=g:4052519
Burch Creek	id=g:4052520
Bunyan Hill Cemetery	id=g:4052521
Burch Lake	id=g:4052522
Burch Pond	id=g:4052523
Burcham Creek	id=g:4052524
Burch Dam	id=g:4052525
Burcham Hollow	id=g:4052526
Burcham Mills (historical)	id=g:4052527
Burchfield	id=g:4052528
Burchfield Branch	id=g:4052529
Burcham Mills Post Office (historical)	id=g:4052530
Burchfield Store	id=g:4052531
Burchfield Store High School (historical)	id=g:4052532
Burdeshaw Bridge	id=g:4052533
Burdeshaw Mill Creek	id=g:4052534
Burchfield Lake	id=g:4052535
Burdine Branch	id=g:4052536
Burdick-West Memorial Hospital	id=g:4052537
Burdine Creek	id=g:4052538
Burdine Cemetery	id=g:4052539
Burelson Church	id=g:4052540
Burfield Branch	id=g:4052541
Bureham Valley School (historical)	id=g:4052542
Burford Branch	id=g:4052543
Burford Cemetery	id=g:4052544
Burgan Branch	id=g:4052545
Burge Lake	id=g:4052546
Burgess	id=g:4052547
Burgess Bridge	id=g:4052548
Burgess Cemetery	id=g:4052549
Burgess Cemetery	id=g:4052550
Burgess Plantation (historical)	id=g:4052551
Burgess Point	id=g:4052552
Burgess Pond	id=g:4052553
Burgess School (historical)	id=g:4052554
Burgess Spring Lakes	id=g:4052555
Burgony Creek	id=g:4052556
Burge Lake Dam	id=g:4052557
Burgreen Lake	id=g:4052558
Burk Cemetery	id=g:4052559
Burke Branch	id=g:4052560
Burgreen Gin	id=g:4052561
Burke Ponds	id=g:4052562
Burkes Lake Dam	id=g:4052563
Burkett Hollow	id=g:4052564
Burke Chapel	id=g:4052565
Burkhalter Branch	id=g:4052566
Burkhalter Creek	id=g:4052567
Burkhalter Subdivision	id=g:4052568
Burks Garden	id=g:4052569
Burkville	id=g:4052570
Burkville Post Office	id=g:4052571
Burleson Cemetery	id=g:4052572
Burleson Cemetery	id=g:4052573
Burleson Cemetery	id=g:4052574
Burleson Cemetery	id=g:4052575
Burleson Cemetery	id=g:4052576
Burleson Cemetery	id=g:4052577
Burleson Cemetery	id=g:4052578
Burleson Church	id=g:4052579
Burleson Church	id=g:4052580
Burleson Elementary School	id=g:4052581
Burleson Ferry (historical)	id=g:4052582
Burleson Mountain	id=g:4052583
Burlesons Ferry (historical)	id=g:4052584
Burlington	id=g:4052585
Burll Creek	id=g:4052586
Burks Creek	id=g:4052587
Burmah (historical)	id=g:4052588
Burman Island	id=g:4052589
Burn Branch	id=g:4052590
Burma Hills	id=g:4052591
Burnam Branch	id=g:4052592
Burndine Bar (historical)	id=g:4052593
Burnet Branch	id=g:4052594
Burnett Branch	id=g:4052595
Burnett Bridge	id=g:4052596
Burney Mountain	id=g:4052597
Burney Pond	id=g:4052598
Burneys Camp	id=g:4052599
Burning Bush Revival Center	id=g:4052600
Burning Tree Memorial Gardens	id=g:4052601
Burningtree Country Club	id=g:4052602
Burningtree Estates	id=g:4052603
Burningtree Mountain	id=g:4052604
Burns	id=g:4052605
Burns Branch	id=g:4052606
Burnetts Salt Well (historical)	id=g:4052607
Burns Branch	id=g:4052608
Burns Branch	id=g:4052609
Burns Cemetery	id=g:4052610
Burns Church	id=g:4052611
Burns Creek	id=g:4052612
Burns Cemetery	id=g:4052613
Burns Lake Number 2	id=g:4052614
Burns Lakes	id=g:4052615
Burns Landing (historical)	id=g:4052616
Burns Marina	id=g:4052617
Burns Mill (historical)	id=g:4052618
Burns Number 2 Dam	id=g:4052619
Burns Park	id=g:4052620
Burns Reservation	id=g:4052621
Burns School (historical)	id=g:4052622
Burns School (historical)	id=g:4052623
Burns Spring	id=g:4052624
Burns Valley	id=g:4052625
Burnside Creek	id=g:4052626
Burns Crossroad	id=g:4052627
Burnstand Branch	id=g:4052628
Burnstown	id=g:4052629
Burnsville	id=g:4052630
Burnt Bridge Branch	id=g:4052631
Burnstown Cemetery	id=g:4052632
Burnt Cane Creek	id=g:4052633
Burnt Church Cemetery	id=g:4052634
Burnt Corn Academy (historical)	id=g:4052635
Burnt Corn Community Church	id=g:4052636
Burnt Corn Creek	id=g:4052637
Burnt Corn	id=g:4052638
Burnt Corn Methodist Church	id=g:4052639
Burnt Cypress Gut	id=g:4052640
Burnt House Cemetery	id=g:4052641
Burnt Mill Branch	id=g:4052642
Burnt Corn Creek Oil Field	id=g:4052643
Burnt Out School (historical)	id=g:4052644
Burnt Pine	id=g:4052645
Burnt Village Marina	id=g:4052646
Burnt Village Park	id=g:4052647
Burntout	id=g:4052648
Burntout Cemetery	id=g:4052649
Burntout Church	id=g:4052650
Burntout Community Center	id=g:4052651
Burntwood Branch	id=g:4052652
Burnt Mill Bridge	id=g:4052653
Burntwood Creek	id=g:4052654
Burnwell	id=g:4052655
Burnwell Station (historical)	id=g:4052656
Burr Branch	id=g:4052657
Burnwell Mines	id=g:4052658
Burr Hollow	id=g:4052659
Burrell Cemetery	id=g:4052660
Burritt Museum	id=g:4052661
Burrough Cemetery	id=g:4052662
Burroughs Cemetery	id=g:4052663
Burroughs Landing	id=g:4052664
Burrow Ferry (historical)	id=g:4052665
Burrow Lake	id=g:4052666
Burrows	id=g:4052667
Burrows Crossroads	id=g:4052668
Burrs Landing (historical)	id=g:4052669
Burson School	id=g:4052670
Burstall (historical)	id=g:4052671
Burt Cemetery	id=g:4052672
Burt Cemetery	id=g:4052673
Burt Reid Mountain	id=g:4052674
Burton Bend	id=g:4052675
Burton Branch	id=g:4052676
Burrell Chapel	id=g:4052677
Burton Cemetery	id=g:4052678
Burton Cemetery	id=g:4052679
Burton Cemetery	id=g:4052680
Burton Creek	id=g:4052681
Burton Creek	id=g:4052682
Burton Cemetery	id=g:4052683
Burton Creek	id=g:4052684
Burton D Olshan Airport	id=g:4052685
Burton Hill School (historical)	id=g:4052686
Burtons Ferry (historical)	id=g:4052687
Burtons Hill Post Office (historical)	id=g:4052688
Burts Chapel (historical)	id=g:4052689
Burts Lake	id=g:4052690
Burtwell Spring	id=g:4052691
Burwell (historical)	id=g:4052692
Burwell Mountain	id=g:4052693
Burwell Spring	id=g:4052694
Busby Branch	id=g:4052695
Burton Hill	id=g:4052696
Busby Church	id=g:4052697
Busby Hollow	id=g:4052698
Busby Cemetery	id=g:4052699
Busbyville Post Office (historical)	id=g:4052700
Bush	id=g:4052701
Bush	id=g:4052702
Bush Branch	id=g:4052703
Busby Mine	id=g:4052704
Bush Cemetery	id=g:4052705
Bush Cemetery	id=g:4052706
Bush Cemetery	id=g:4052707
Bush Coon Creek	id=g:4052708
Bush Cemetery	id=g:4052709
Bush Hills Baptist Church (historical)	id=g:4052710
Bush Memorial Baptist Church	id=g:4052711
Bush Pond	id=g:4052712
Bush Pond Dam	id=g:4052713
Bush School Number 2	id=g:4052714
Bush Still (historical)	id=g:4052715
Bush Store (historical)	id=g:4052716
Bush Tower	id=g:4052717
Bushfield Cemetery	id=g:4052718
Bushy Branch	id=g:4052719
Bush Dam	id=g:4052720
Bushy Branch	id=g:4052721
Bushy Creek	id=g:4052722
Bushy Creek	id=g:4052723
Bushy Oak (historical)	id=g:4052724
Bustup Mine	id=g:4052725
Butler	id=g:4052726
Butler Branch	id=g:4052727
Busseys Lake	id=g:4052728
Butler Branch	id=g:4052729
Butler Branch	id=g:4052730
Butler Branch	id=g:4052731
Butler Bridge	id=g:4052732
Butler Cemetery	id=g:4052733
Butler Cemetery	id=g:4052734
Butler Cemetery	id=g:4052735
Butler Cemetery	id=g:4052736
Butler Cemetery	id=g:4052737
Butler Cemetery	id=g:4052738
Butler Chapel African Methodist Episcopal Zion Church	id=g:4052739
Butler Cemetery	id=g:4052740
Butler Church of Christ	id=g:4052741
Butler City Cemetery	id=g:4052742
Butler City Hall	id=g:4052743
Butler County	id=g:4052744
Butler County Area Vocational School	id=g:4052745
Butler County Courthouse	id=g:4052746
Butler County Number 1 Dam	id=g:4052747
Butler County State Wildlife Management Area	id=g:4052748
Butler Creek	id=g:4052749
Butler Baptist Church	id=g:4052750
Butler Elementary School	id=g:4052751
Butler Falls	id=g:4052752
Butler Falls Branch	id=g:4052753
Butler Elementary School	id=g:4052754
Butler Hollow	id=g:4052755
Butler First United Methodist Church	id=g:4052756
Butler Hollow	id=g:4052757
Butler Memorial Church	id=g:4052758
Butler Mill Church	id=g:4052759
Butler Mill Road Church	id=g:4052760
Butler Mountain	id=g:4052761
Butler Mountain Lookout Tower	id=g:4052762
Butler Number 1 Mine	id=g:4052763
Butler Park	id=g:4052764
Butler Post Office	id=g:4052765
Butler Spring	id=g:4052766
Butler Springs	id=g:4052767
Butler Springs Cemetery	id=g:4052768
Butler Springs Baptist Church	id=g:4052769
Butler-Choctaw County Airport	id=g:4052770
Butlers Ferry (historical)	id=g:4052771
Butlers Ferry (historical)	id=g:4052772
Butlers Mill	id=g:4052773
Butlers Mill (historical)	id=g:4052774
Butlers Pond	id=g:4052775
Buttahatchee Dam	id=g:4052776
Buttahatchee Junior High School	id=g:4052777
Lake Buttahatchee	id=g:4052778
Butterfield Junior High School	id=g:4052779
Butterfly Branch	id=g:4052780
Butler Mill	id=g:4052781
Butterfork Creek	id=g:4052782
Buttermilk Mountain	id=g:4052783
Buttonwood Branch	id=g:4052784
Butting Ram Shoals	id=g:4052785
Buttram Gulf	id=g:4052786
Butts Branch	id=g:4052787
Butts Depot (historical)	id=g:4052788
Butts Mill	id=g:4052789
Buttston	id=g:4052790
Buttston Cemetery	id=g:4052791
Buttston School (historical)	id=g:4052792
Buxahatchee Creek	id=g:4052793
Butts Landing (historical)	id=g:4052794
Buyck	id=g:4052795
Buyck Church	id=g:4052796
Buzbee Fish Camp	id=g:4052797
Buzbee Landing	id=g:4052798
Buzzard Bay Branch	id=g:4052799
Buxtion Church	id=g:4052800
Buzzard Branch	id=g:4052801
Buzzard Bluff	id=g:4052802
Buzzard Branch	id=g:4052803
Buzzard Cove	id=g:4052804
Buzzard Creek	id=g:4052805
Buzzard Island	id=g:4052806
Buzzard Rock	id=g:4052807
Buzzard Roost	id=g:4052808
Buzzard Roost	id=g:4052809
Buzzard Roost	id=g:4052810
Buzzard Roost Bluff	id=g:4052811
Buzzard Roost Bluff	id=g:4052812
Buzzard Roost Bridge	id=g:4052813
Buzzard Roost Creek	id=g:4052814
Buzzard Island	id=g:4052815
Buzzard Roost Hollow	id=g:4052816
Buzzard Roost Dock	id=g:4052817
Buzzard Roost Park	id=g:4052818
Buzzard Roost Post Office	id=g:4052819
Buzzard Roost Spring	id=g:4052820
The Buzzard Roost	id=g:4052821
Buzzards Bar	id=g:4052822
Byars Cemetery	id=g:4052823
Bynum	id=g:4052824
Bynum Baptist Church	id=g:4052825
Bynum Cemetery	id=g:4052826
Bynum Cemetery	id=g:4052827
Bynum Cemetery	id=g:4052828
Bynum Drift Mine	id=g:4052829
Bynum Methodist Church	id=g:4052830
Bynum Mill Branch	id=g:4052831
Buzzard Roost Mountain	id=g:4052832
Lake Byram	id=g:4052833
Byrams Island	id=g:4052834
Byrd	id=g:4052835
Byrd Bridge	id=g:4052836
Byrd Cemetery	id=g:4052837
Byrd Cemetery	id=g:4052838
Byrd Cemetery	id=g:4052839
Byrd Cemetery	id=g:4052840
Byrd Church	id=g:4052841
Byrd Creek	id=g:4052842
Byram Heights	id=g:4052843
Byrd Creek	id=g:4052844
Byrd Elementary School	id=g:4052845
Byrd Junior High School	id=g:4052846
Byrd Memorial Cemetery	id=g:4052847
Byrd Spring	id=g:4052848
Byrd Spring Branch	id=g:4052849
Byrd Island Bar	id=g:4052850
Byrd Spring Rod and Gun Club	id=g:4052851
Byrd Springs	id=g:4052852
Byrd Subdivision	id=g:4052853
Byrd-Cole Number 6 Mine	id=g:4052854
Byrds Branch	id=g:4052855
Byrd Spring Lake	id=g:4052856
Byrds Pond	id=g:4052857
Byrnes Lake	id=g:4052858
Byrnes Mill (historical)	id=g:4052859
Byron (historical)	id=g:4052860
C A Caines Lake	id=g:4052861
C A Caines Lake Dam	id=g:4052862
C A Ezell Dam	id=g:4052863
C A Ezell Fish Hatchery	id=g:4052864
C A Ezell Fish Hatchery Dam	id=g:4052865
C A Fredd State Technical College	id=g:4052866
C A Jernigan Lake Dam	id=g:4052867
C A Kirkendoll Learning Resources Center	id=g:4052868
C C Smith Elementary School	id=g:4052869
C C W Dam Number 6 Lake	id=g:4052870
C D Long Lake	id=g:4052871
C D Long Lake Dam	id=g:4052872
C E Boyd Dam	id=g:4052873
C E Boyd Lake	id=g:4052874
C E Boyd Pond	id=g:4052875
C E Lee Dam	id=g:4052876
C E Neal Dam	id=g:4052877
C E Sellers Dam	id=g:4052878
C E Sellers Lake	id=g:4052879
C E Sellers Number 2 Dam	id=g:4052880
C E Sellers Number 3 Dam	id=g:4052881
C E Sellers Number 4 Dam	id=g:4052882
C F Green Lake	id=g:4052883
C F Green Lake Dam	id=g:4052884
C F Vigor High School	id=g:4052885
C H Bryars Junior Dam Number 1	id=g:4052886
C H Bryars Junior Dam Number 2	id=g:4052887
C H Bryars Junior Dam Number 3	id=g:4052888
C H Head Lake Dam	id=g:4052889
C H Rhyne Dam	id=g:4052890
C H Warner Dam	id=g:4052891
C J Holy Church	id=g:4052892
C L Mullins Dam	id=g:4052893
C L Salter Elementary School	id=g:4052894
C L Scarborough Middle School	id=g:4052895
C N Drennen Dam Number 1	id=g:4052896
C N Drennen Dam Number 2	id=g:4052897
C N Drennen Dam Number 3	id=g:4052898
C N Drennen Dam Number 4	id=g:4052899
C N Drennen Lake Number 1	id=g:4052900
C N Drennen Lake Number 2	id=g:4052901
C P Crenshaw Dam	id=g:4052902
C S Stirling Junior Dam	id=g:4052903
C Shuptrine Dam	id=g:4052904
C Snow Hinton Park	id=g:4052905
C W Gaston Dam	id=g:4052906
C W Ladow Center	id=g:4052907
C W Trenholm School	id=g:4052908
C and J Church	id=g:4052909
C and J Holiness Church	id=g:4052910
CED Mental Health Center	id=g:4052911
Caanon Church	id=g:4052912
Cabaniss Cemetery	id=g:4052913
Cabbage Ridge	id=g:4052914
Cabin Branch	id=g:4052915
Byrds Mill (historical)	id=g:4052916
Cabin Creek	id=g:4052917
Cable Hill	id=g:4052918
