Aneri Soak	id=g:2077736
Whispering Gallery Creek	id=g:2143861
Whisky Waterhole	id=g:2143862
Whisky Tank	id=g:2143863
Whisky Creek	id=g:2143864
Whiskey Swamp	id=g:2143865
Whirily	id=g:2143866
Whiptail Range	id=g:2143867
Whipstick	id=g:2143868
Whippet Creek	id=g:2143869
Whiporie	id=g:2143870
Whiphandle Lagoon	id=g:2143871
Whinmoor	id=g:2143872
Whim Paddock Bore	id=g:2143873
Whim Bore	id=g:2143874
Whian Whian	id=g:2143875
Whetstone	id=g:2143876
Wherrol Flat	id=g:2143877
Wherretts Lookout	id=g:2143878
Mount Wheoga	id=g:2143879
Whenua	id=g:2143880
Whelan Creek	id=g:2143881
Wheeo Creek	id=g:2143882
Wheeo	id=g:2143883
Wheeny Creek	id=g:2143884
Wheel of Fortune Creek	id=g:2143885
Wheelholme	id=g:2143886
Wheelers Hill	id=g:2143887
Wheelers Creek	id=g:2143888
Wheeler Reef	id=g:2143889
Wheeler Island	id=g:2143890
Wheeler Creek	id=g:2143891
Mount Wheeler	id=g:2143892
Wheelbarrow Creek	id=g:2143893
Wheelbarrow Creek	id=g:2143894
Wheelamurra Tank	id=g:2143895
Wheatvale	id=g:2143896
Wheatsheaf Islet	id=g:2143897
Wheatley Shoal	id=g:2143898
Wheatleigh	id=g:2143899
Whealbah	id=g:2143900
Mount Wheal	id=g:2143901
Wharton Reef	id=g:2143902
Wharton Creek	id=g:2143903
Wharton Creek	id=g:2143904
Wharparilla North	id=g:2143905
Wharparilla	id=g:2143906
Whannell Creek	id=g:2143907
Whale Rock	id=g:2143908
Whale Point	id=g:2143909
Whale Island	id=g:2143910
Whale Hill	id=g:2143911
Whale Head	id=g:2143912
Whale Boat Harbour	id=g:2143913
Whale Beach	id=g:2143914
The Whale	id=g:2143915
Whalan Creek	id=g:2143916
Whalan Creek	id=g:2143917
Mount Whacogo	id=g:2143918
Wey River	id=g:2143919
Weymouth Bay	id=g:2143920
Cape Weymouth	id=g:2143921
Weymouth	id=g:2143922
Lake Weyba	id=g:2143923
Wetuppa	id=g:2143924
Wethers Dane Dam	id=g:2143925
Wetheron Creek	id=g:2143926
Wetheron	id=g:2143927
Wetherby Bore	id=g:2143928
Wetalla	id=g:2143929
West Wyalong	id=g:2143930
Westwood Range	id=g:2143931
Westwood Downs	id=g:2143932
Lake Westwood	id=g:2143933
Westwood	id=g:2143934
Westwood	id=g:2143935
Westward Ho	id=g:2143936
West Wallsend	id=g:2143937
Westville	id=g:2143938
West Ulverstone	id=g:2143939
West Tamworth	id=g:2143940
West Taboonbay	id=g:2143941
West Strahan	id=g:2143942
West Spur	id=g:2143943
West Sister Island	id=g:2143944
West Side Island	id=g:2143945
West Shoal	id=g:2143946
Wests Creek	id=g:2143947
West Sandy Cape	id=g:2143948
West Ridgeley	id=g:2143949
West Ridge Banks	id=g:2143950
West Ridge	id=g:2143951
West Richmond	id=g:2143952
West Reef	id=g:2143953
West Pymble	id=g:2143954
West Prospect	id=g:2143955
West Point Head	id=g:2143956
West Point	id=g:2143957
West Point	id=g:2143958
West Point	id=g:2143959
West Point	id=g:2143960
Westphalia Creek	id=g:2143961
West Peak	id=g:2143962
Weston Rivulet	id=g:2143963
Weston Creek	id=g:2143964
Weston	id=g:2143965
Weston	id=g:2143966
West Normanby River	id=g:2143967
West Moncoeur Island	id=g:2143968
West Molle Island	id=g:2143969
Mount Westminster Abbey	id=g:2143970
Westmere	id=g:2143971
West Melville Passage	id=g:2143972
Westmead	id=g:2143973
West Lynne	id=g:2143974
West Logan Creek	id=g:2143975
Westland	id=g:2143976
West Kentish	id=g:2143977
West Johnson Creek	id=g:2143978
West Jindivick	id=g:2143979
West Jersey Well	id=g:2143980
West Islet	id=g:2143981
West Island	id=g:2143982
West Inlet	id=g:2143983
West Hoxton	id=g:2143984
West Hill Island	id=g:2143985
West Hill Creek	id=g:2143986
West Hill Bore	id=g:2143987
West Hill	id=g:2143988
West Hill	id=g:2143989
West Head	id=g:2143990
West Head	id=g:2143991
West Head	id=g:2143992
West Haran	id=g:2143993
West Gungalman	id=g:2143994
Westgrove	id=g:2143995
Westgate Station	id=g:2143996
Westgarth	id=g:2143997
Westerway	id=g:2143998
Western Waterhole	id=g:2143999
Western River	id=g:2144000
Western Port	id=g:2144001
Western Passage	id=g:2144002
Western Park	id=g:2144003
Western Junction	id=g:2144004
Western Hill	id=g:2144005
Western Hill	id=g:2144006
Western Head Langlo River	id=g:2144007
Western Head Creek	id=g:2144008
Western Flat	id=g:2144009
Western District	id=g:2144010
Westerndale	id=g:2144011
Western Creek Bore	id=g:2144012
Western Creek	id=g:2144013
Western Creek	id=g:2144014
Western Creek	id=g:2144015
Western Creek	id=g:2144016
Western Creek	id=g:2144017
Western Creek	id=g:2144018
Western Creek	id=g:2144019
Western Creek	id=g:2144020
Western Creek	id=g:2144021
Western Creek	id=g:2144022
Western Creek	id=g:2144023
Western Cliff	id=g:2144024
Western Channel	id=g:2144025
The Western Billabong	id=g:2144026
Western Banks	id=g:2144027
Western	id=g:2144028
West End	id=g:2144029
Westella	id=g:2144030
West Denison	id=g:2144031
West Creek	id=g:2144032
Westcourt	id=g:2144033
Westcourt	id=g:2144034
Westcourt	id=g:2144035
West Cobbora	id=g:2144036
West Cleveland	id=g:2144037
West Channel	id=g:2144038
West Channel	id=g:2144039
West Cambewarra	id=g:2144040
Westby	id=g:2144041
Westby	id=g:2144042
Westbury Bore	id=g:2144043
Westbury	id=g:2144044
Westbury	id=g:2144045
Westbury	id=g:2144046
West Burnett River	id=g:2144047
West Burleigh	id=g:2144048
Westbrook Sugarloaf	id=g:2144049
Westbrook Creek	id=g:2144050
West Brook	id=g:2144051
Westbrook	id=g:2144052
Westbrook	id=g:2144053
West Branch Tarwin River	id=g:2144054
West Branch Swan River	id=g:2144055
West Branch Rintouls Creek	id=g:2144056
West Branch Owens Creek	id=g:2144057
West Branch Ovens River	id=g:2144058
West Branch Morwell River	id=g:2144059
West Branch Maranoa River	id=g:2144060
West Branch Mackunda Creek	id=g:2144061
West Branch Ingleounda Creek	id=g:2144062
West Branch Bustard Creek	id=g:2144063
West Branch Barkly River	id=g:2144064
Westbourne	id=g:2144065
West Bluff	id=g:2144066
West Bight	id=g:2144067
West Bay	id=g:2144068
Westbank Waterhole	id=g:2144069
West Banks	id=g:2144070
West Banks	id=g:2144071
West Arm Hill	id=g:2144072
West Arm	id=g:2144073
West Archer River	id=g:2144074
Mount Westall	id=g:2144075
Mount West	id=g:2144076
Wesley Vale	id=g:2144077
Wesburn	id=g:2144078
Werta Wert	id=g:2144079
Wertago	id=g:2144080
Lake Werrnathi	id=g:2144081
Werris Creek	id=g:2144082
Werrington	id=g:2144083
Werrington	id=g:2144084
Werrina Bore	id=g:2144085
Werrina	id=g:2144086
Werrina	id=g:2144087
Werrina	id=g:2144088
Mount Werrikimbe	id=g:2144089
Werries Creek	id=g:2144090
Werri Creek	id=g:2144091
Werri Berri	id=g:2144092
Werribee River	id=g:2144093
Werribee Creek	id=g:2144094
Werribee	id=g:2144095
Werribee	id=g:2144096
Werri Beach	id=g:2144097
Werouera	id=g:2144098
Werong Creek	id=g:2144099
Werong Branch	id=g:2144100
Mount Werong	id=g:2144101
Werona	id=g:2144102
Werombi	id=g:2144103
Werneth Station	id=g:2144104
Werneth	id=g:2144105
Werna Creek	id=g:2144106
Werna	id=g:2144107
Weringa Creek	id=g:2144108
Werie Ela	id=g:2144109
Weribone Lagoon	id=g:2144110
Weribone Creek	id=g:2144111
Mount Weribone	id=g:2144112
Weribone	id=g:2144113
Werewilka Creek	id=g:2144114
Wereboldera	id=g:2144115
Werchilleba	id=g:2144116
Weranga	id=g:2144117
Werai Creek	id=g:2144118
Werai	id=g:2144119
Werah Creek	id=g:2144120
Wepar	id=g:2144121
Wentworthville	id=g:2144122
Wentworth Swamp	id=g:2144123
Wentworth River	id=g:2144124
Wentworth Reef	id=g:2144125
Wentworth Hills	id=g:2144126
Wentworth Falls	id=g:2144127
Mount Wentworth	id=g:2144128
Wentworth	id=g:2144129
Wentworth	id=g:2144130
Wensleydale	id=g:2144131
Wensley	id=g:2144132
Wenonah Head	id=g:2144133
Wenolga	id=g:2144134
Wenlock River	id=g:2144135
Wenlock	id=g:2144136
Wengenville	id=g:2144137
Lake Wendouree	id=g:2144138
Wendouree	id=g:2144139
Wendoora	id=g:2144140
Wemabung Creek	id=g:2144141
Welumba Creek	id=g:2144142
Welshpool	id=g:2144143
Welshmans Reef	id=g:2144144
Welshmans Creek	id=g:2144145
Wellwater Bore	id=g:2144146
Welltown	id=g:2144147
Welltown	id=g:2144148
Wellshot Trust Bore	id=g:2144149
Wellshot Creek	id=g:2144150
Wellshot	id=g:2144151
Wellsford	id=g:2144152
Wellington Vale	id=g:2144153
Wellington Rocks	id=g:2144154
Wellington River	id=g:2144155
Wellington Point	id=g:2144156
Wellington Point	id=g:2144157
Wellington Head	id=g:2144158
Wellington Falls	id=g:2144159
Wellington Creek	id=g:2144160
Mount Wellington	id=g:2144161
Mount Wellington	id=g:2144162
Mount Wellington	id=g:2144163
Mount Wellington	id=g:2144164
Mount Wellington	id=g:2144165
Lake Wellington	id=g:2144166
Cape Wellington	id=g:2144167
Wellington	id=g:2144168
Wellingrove Creek	id=g:2144169
Wellingrove	id=g:2144170
Wellesley	id=g:2144171
Wellesley	id=g:2144172
Wellers Hill	id=g:2144173
Well Creek	id=g:2144174
Well Creek	id=g:2144175
Wellclose Tank	id=g:2144176
Wellclose Creek	id=g:2144177
Wellclose	id=g:2144178
Wellcamp Creek	id=g:2144179
Wellcamp	id=g:2144180
Welford Lagoon	id=g:2144181
Mount Welford	id=g:2144182
Welford	id=g:2144183
Welford	id=g:2144184
Weld River	id=g:2144185
Weld River	id=g:2144186
Mount Weldon	id=g:2144187
Weldborough	id=g:2144188
Welcome Tank	id=g:2144189
Welcome Swamp	id=g:2144190
Welcome Station	id=g:2144191
Welcome River	id=g:2144192
Welcome Creek	id=g:2144193
Welcome Creek	id=g:2144194
Welcome Creek	id=g:2144195
Welcome Creek	id=g:2144196
Welcome Creek	id=g:2144197
Mount Welcome	id=g:2144198
Welch Creek	id=g:2144199
Welbendungah	id=g:2144200
Welbendong Bore	id=g:2144201
Welbeck Creek	id=g:2144202
Welaregang	id=g:2144203
Weja	id=g:2144204
Weithew	id=g:2144205
Weiss Creek	id=g:2144206
Weirs Lagoon	id=g:2144207
Weir River	id=g:2144208
Weipa	id=g:2144209
Weinteriga	id=g:2144210
Weinerts Siding	id=g:2144211
Weinam Creek	id=g:2144212
Weilmoringle	id=g:2144213
Weigall Reefs	id=g:2144214
Wehla Creek	id=g:2144215
Wehla	id=g:2144216
Weewondilla Bore	id=g:2144217
Weewondilla	id=g:2144218
Wee-wee-rup	id=g:2144219
Wee Waa	id=g:2144220
Weeumbah Bore	id=g:2144221
Weethalle	id=g:2144222
Weeta Waa	id=g:2144223
Weetangerra	id=g:2144224
Weetaliba Waterholes	id=g:2144225
Weetaliba Creek	id=g:2144226
Weetaliba Creek	id=g:2144227
Weetaliba	id=g:2144228
Weetah	id=g:2144229
Weerite	id=g:2144230
Lake Weering	id=g:2144231
Weering	id=g:2144232
Mount Weerimba	id=g:2144233
Weerimba	id=g:2144234
Weerangourt Creek	id=g:2144235
Weeraman	id=g:2144236
Weenga	id=g:2144237
Weemelah	id=g:2144238
Weemah	id=g:2144239
Weelu	id=g:2144240
Weel Neer	id=g:2144241
Weelamurra	id=g:2144242
Weekeroo	id=g:2144243
Mount Weejort	id=g:2144244
Wee Jasper Creek	id=g:2144245
Wee Jasper	id=g:2144246
Weegena	id=g:2144247
Wee Elwah Station	id=g:2144248
Weedons Hill	id=g:2144249
Weedallion Creek	id=g:2144250
Weedallion	id=g:2144251
Weeba	id=g:2144252
Weeaproinah	id=g:2144253
Weean Creek	id=g:2144254
Weeamera	id=g:2144255
Wednesday Island	id=g:2144256
Wedgewood	id=g:2144257
Wedge Rocks	id=g:2144258
Wedge River	id=g:2144259
Wedge Island	id=g:2144260
Wedge Island	id=g:2144261
Wedge Island	id=g:2144262
Wedge Bay	id=g:2144263
Mount Wedge	id=g:2144264
Weddin Range	id=g:2144265
Weddin Mountain	id=g:2144266
Wedding Bell Creek	id=g:2144267
Weddin Creek	id=g:2144268
Wedderburn Junction	id=g:2144269
Wedderburn	id=g:2144270
Wedderburn	id=g:2144271
Websters Peak	id=g:2144272
Websters Creek	id=g:2144273
Lake Webster	id=g:2144274
Webbs Tank	id=g:2144275
Webbs Station	id=g:2144276
Webbs Creek	id=g:2144277
Webb Point	id=g:2144278
Webbers Dam	id=g:2144279
Webbers Creek	id=g:2144280
Webbers Creek	id=g:2144281
Webbers Creek	id=g:2144282
Webber Point	id=g:2144283
Lake Webb	id=g:2144284
Webar	id=g:2144285
Weave Creek	id=g:2144286
Weatherly Creek	id=g:2144287
Weatherboard	id=g:2144288
Wearymans Rest Creek	id=g:2144289
Weary Island	id=g:2144290
Wearyfoot Creek	id=g:2144291
Weary Bay	id=g:2144292
Mount Weary	id=g:2144293
Wearne Station	id=g:2144294
Wearne Creek	id=g:2144295
Weaner Waterhole	id=g:2144296
Weaner Creek Dam	id=g:2144297
Weaner Creek	id=g:2144298
Weaner Creek	id=g:2144299
Weandre Creek	id=g:2144300
Wean	id=g:2144301
Wealwandangie	id=g:2144302
Weah Waa Creek	id=g:2144303
Weabonga	id=g:2144304
Wea	id=g:2144305
W Creek	id=g:2144306
Mount Wayo	id=g:2144307
Waygara	id=g:2144308
Wawirra	id=g:2144309
Wawirra	id=g:2144310
Waverton	id=g:2144311
Waverney	id=g:2144312
Waverly	id=g:2144313
Waverly	id=g:2144314
Waverley Point	id=g:2144315
Waverley Knob	id=g:2144316
Waverley Downs	id=g:2144317
Waverley Creek	id=g:2144318
Waverley	id=g:2144319
Waverley	id=g:2144320
Waverley	id=g:2144321
Waverley	id=g:2144322
Waverley	id=g:2144323
Wave Hill	id=g:2144324
Wau Wauka Lake	id=g:2144325
Waurn Ponds	id=g:2144326
Waukivory River	id=g:2144327
Waukivory	id=g:2144328
Waugoola Creek	id=g:2144329
Waugoola	id=g:2144330
Waughs Pocket	id=g:2144331
Wauchope	id=g:2144332
Waubra Junction	id=g:2144333
Waubra	id=g:2144334
Waubs Bay	id=g:2144335
Waubebunga Creek	id=g:2144336
Watts Siding	id=g:2144337
Watts River	id=g:2144338
Watts Hill	id=g:2144339
Watts Hill	id=g:2144340
Watts	id=g:2144341
Wattle View	id=g:2144342
Wattle Vale	id=g:2144343
Wattle Vale	id=g:2144344
Wattlevale	id=g:2144345
Wattle Tree Creek	id=g:2144346
Wattle Range	id=g:2144347
Wattle Park	id=g:2144348
Wattle Park	id=g:2144349
Wattle Island	id=g:2144350
Wattle Hill	id=g:2144351
Wattle Hill	id=g:2144352
Wattle Grove	id=g:2144353
Wattle Grove	id=g:2144354
Wattleglen	id=g:2144355
Wattle Flat	id=g:2144356
Wattle Flat	id=g:2144357
Wattle Creek	id=g:2144358
Wattle Creek	id=g:2144359
Wattle Creek	id=g:2144360
Wattle Creek	id=g:2144361
Wattle Creek	id=g:2144362
Wattle Creek	id=g:2144363
Wattle Creek	id=g:2144364
Wattle Creek	id=g:2144365
Wattle Creek	id=g:2144366
Wattlebrye	id=g:2144367
Wattlebrae	id=g:2144368
Wattle Bore	id=g:2144369
Wattle Bank	id=g:2144370
Wattle Bank	id=g:2144371
Wattle Bank	id=g:2144372
Wattieboora Hill	id=g:2144373
Watten Station	id=g:2144374
Watten Hill Bore	id=g:2144375
Watten Eight Mile Bore	id=g:2144376
Watten Bore	id=g:2144377
Watt Creek	id=g:2144378
Wattamondara	id=g:2144379
Wattamolla	id=g:2144380
Wattamolla	id=g:2144381
Wattagong	id=g:2144382
Mount Watt	id=g:2144383
Watsonville	id=g:2144384
Watsons Well	id=g:2144385
Watsons Creek	id=g:2144386
Watsons Creek	id=g:2144387
Watsons Creek	id=g:2144388
Watsons Creek	id=g:2144389
Watsons Bore	id=g:2144390
Watsons Bay	id=g:2144391
Watsons Bay	id=g:2144392
Watson River	id=g:2144393
Watson Lagoon	id=g:2144394
Watson Island	id=g:2144395
Watson Inlet	id=g:2144396
Watsonia	id=g:2144397
Watson Dam	id=g:2144398
Watson Creek	id=g:2144399
Watson Cay	id=g:2144400
Mount Watson	id=g:2144401
Watson	id=g:2144402
Watkins Creek	id=g:2144403
Watkins Creek	id=g:2144404
Wathumba Creek	id=g:2144405
Wathumba	id=g:2144406
Watganie	id=g:2144407
Waterwitch Passage	id=g:2144408
Waterview Creek	id=g:2144409
Waterview	id=g:2144410
Waterview	id=g:2144411
Waterton	id=g:2144412
Water Park Point	id=g:2144413
Water Park Creek	id=g:2144414
Watermill Creek	id=g:2144415
Water Mark Mountain	id=g:2144416
Water Mark	id=g:2144417
Waterloo Point	id=g:2144418
Waterloo Point	id=g:2144419
Waterloo Plains	id=g:2144420
Waterloo Pinnacle	id=g:2144421
Waterloo Lake	id=g:2144422
Waterloo Creek	id=g:2144423
Waterloo Creek	id=g:2144424
Waterloo Creek	id=g:2144425
Waterloo Creek	id=g:2144426
Waterloo Creek	id=g:2144427
Waterloo Bay	id=g:2144428
Waterloo Bay	id=g:2144429
Waterloo	id=g:2144430
Waterloo	id=g:2144431
Waterloo	id=g:2144432
Waterloo	id=g:2144433
Waterloo	id=g:2144434
Waterhouse Point	id=g:2144435
Waterhouse Island	id=g:2144436
Waterhole Creek	id=g:2144437
Waterhole Creek	id=g:2144438
Waterhole Creek	id=g:2144439
Waterhole Creek	id=g:2144440
Water Hole Bay	id=g:2144441
The Waterhold	id=g:2144442
Waterford	id=g:2144443
Waterford	id=g:2144444
Waterford	id=g:2144445
Waterfall Lake	id=g:2144446
Waterfall Creek	id=g:2144447
Waterfall Creek	id=g:2144448
Waterfall Creek	id=g:2144449
Waterfall Creek	id=g:2144450
Waterfall Creek	id=g:2144451
Waterfall Creek	id=g:2144452
Waterfall Creek	id=g:2144453
Waterfall Creek	id=g:2144454
Waterfall Creek	id=g:2144455
Waterfall Creek	id=g:2144456
Waterfall Bay	id=g:2144457
Waterfall	id=g:2144458
Watercress Creek	id=g:2144459
Waterbag	id=g:2144460
Watchupga	id=g:2144461
Watchorns Hill	id=g:2144462
Watchiepondrinie Creek	id=g:2144463
Watch Hill	id=g:2144464
Watchem	id=g:2144465
Watchbox Creek	id=g:2144466
Watchabull Bore	id=g:2144467
Watawa	id=g:2144468
Watalgan Range	id=g:2144469
Watalgan	id=g:2144470
Wasp Reef	id=g:2144471
Wasp Head	id=g:2144472
Wasp Creek	id=g:2144473
Wash Tub Bay	id=g:2144474
Washpool Waterhole	id=g:2144475
Washpool Waterhole	id=g:2144476
Washpool Swamp	id=g:2144477
Washpool Lagoon	id=g:2144478
Washpool Lagoon	id=g:2144479
Washpool Lagoon	id=g:2144480
Washpool Lagoon	id=g:2144481
Washpool Gully	id=g:2144482
Washpool Gully	id=g:2144483
Washpool Creek Bore	id=g:2144484
Washpool Creek	id=g:2144485
Washpool Creek	id=g:2144486
Washpool Creek	id=g:2144487
Washpool Creek	id=g:2144488
Washpool Creek	id=g:2144489
Washpool Creek	id=g:2144490
Washpool Creek	id=g:2144491
Washpool Creek	id=g:2144492
Washpool Creek	id=g:2144493
Washpool Creek	id=g:2144494
Washpool Creek	id=g:2144495
Washpool Creek	id=g:2144496
Washpool Bore	id=g:2144497
The Wash Pool	id=g:2144498
Washpen Creek	id=g:2144499
Warwillah	id=g:2144500
Warwick Park	id=g:2144501
Warwick	id=g:2144502
Warwick	id=g:2144503
Warwiba Creek	id=g:2144504
War War	id=g:2144505
Warumkarie	id=g:2144506
Wartook Reservoir	id=g:2144507
Wartook	id=g:2144508
Wart Hill	id=g:2144509
Warry Warry Creek	id=g:2144510
Warrumbungle Range	id=g:2144511
Warrumbungle National Park	id=g:2144512
Warrumba Mountain	id=g:2144513
Warrubullen	id=g:2144514
Mount Warrubullen	id=g:2144515
Warroo Shire	id=g:2144516
Warroon Creek	id=g:2144517
Warroon	id=g:2144518
Warroo Bore	id=g:2144519
Warroo	id=g:2144520
Warroo	id=g:2144521
Warroo	id=g:2144522
Warroo	id=g:2144523
Warrong	id=g:2144524
Warrong	id=g:2144525
Warrong	id=g:2144526
Warrobil	id=g:2144527
Warrnambool	id=g:2144528
Warrion	id=g:2144529
Warrinilla	id=g:2144530
Warringah Shire	id=g:2144531
Warrimoo	id=g:2144532
Warrill Creek	id=g:2144533
Warril Creek	id=g:2144534
Warrigundi	id=g:2144535
Warrigal Station	id=g:2144536
Warrigal Creek	id=g:2144537
Warrigal Creek	id=g:2144538
Warrigal Creek	id=g:2144539
Warrigal Creek	id=g:2144540
Warrigal	id=g:2144541
Warrie	id=g:2144542
Warre Warren Creek	id=g:2144543
Warrenville	id=g:2144544
Warren Vale	id=g:2144545
Warrentina Siding	id=g:2144546
Warren Shire	id=g:2144547
Warrenquite Creek	id=g:2144548
Warrenmang	id=g:2144549
Mount Warrenheip	id=g:2144550
Warrenheip	id=g:2144551
Warrenbayne	id=g:2144552
Warrena Waterhole	id=g:2144553
Mount Warren	id=g:2144554
Warren	id=g:2144555
Warren	id=g:2144556
Warrell Creek	id=g:2144557
Warrego River Station	id=g:2144558
Warrego River	id=g:2144559
Warrego Range	id=g:2144560
Warrego Bore	id=g:2144561
Warreeach Creek	id=g:2144562
Warreah Station	id=g:2144563
Warrazambil Creek	id=g:2144564
Warrayure	id=g:2144565
Warra Yadin	id=g:2144566
Warra-Wong Creek	id=g:2144567
Mount Warrawolong	id=g:2144568
Warraweena	id=g:2144569
Mount Warrawee	id=g:2144570
Warrawee	id=g:2144571
Warrawee	id=g:2144572
Mount Warraway	id=g:2144573
Lake Warra Warreenie	id=g:2144574
Warra Warra Lagoon	id=g:2144575
Warratta Creek	id=g:2144576
Warratta Bore	id=g:2144577
Warrara Bore	id=g:2144578
Warranulla	id=g:2144579
Warrangong	id=g:2144580
Warrane	id=g:2144581
Warrandyte South	id=g:2144582
Warrandyte	id=g:2144583
Warrandine Creek	id=g:2144584
Warrandine	id=g:2144585
Warrandaroo	id=g:2144586
Warrana Creek	id=g:2144587
Warramutty Tank	id=g:2144588
Warrambine Creek	id=g:2144589
Warrambine Creek	id=g:2144590
Warrambah Creek	id=g:2144591
Warramate Hills	id=g:2144592
Warramate	id=g:2144593
Warral	id=g:2144594
Warraka Downs	id=g:2144595
Warrak	id=g:2144596
Warrain Beach	id=g:2144597
Warrah Ridge	id=g:2144598
Warrah Range	id=g:2144599
Warrah Peak	id=g:2144600
Warrah Creek	id=g:2144601
Warrah Creek	id=g:2144602
Warrah	id=g:2144603
Warragul	id=g:2144604
Warragoon Station	id=g:2144605
Warragoon	id=g:2144606
Warragena Creek	id=g:2144607
Warragamba River	id=g:2144608
Warragamba Dam	id=g:2144609
Warragamba	id=g:2144610
Warragai Creek	id=g:2144611
Warraderry Range	id=g:2144612
Warraderry Creek	id=g:2144613
Warraderry	id=g:2144614
Warra Creek	id=g:2144615
Warra Creek	id=g:2144616
Warracknabeal	id=g:2144617
Warrabkook	id=g:2144618
Warrabin	id=g:2144619
Warra Bank	id=g:2144620
Warrabah Creek	id=g:2144621
Warra	id=g:2144622
Warra	id=g:2144623
Waroula	id=g:2144624
Waroonga	id=g:2144625
Waroo Creek	id=g:2144626
Warooby Creek	id=g:2144627
Warooby	id=g:2144628
Warnung	id=g:2144629
Mount Warning	id=g:2144630
Warneton	id=g:2144631
Warne Station	id=g:2144632
Warnes River	id=g:2144633
Warnes Lookout	id=g:2144634
Warner Waterhole	id=g:2144635
Warnervale	id=g:2144636
Warner Sugarloaf	id=g:2144637
Warner Point	id=g:2144638
Warner Creek	id=g:2144639
Warnecliffe	id=g:2144640
Warncoort	id=g:2144641
Warnambool Downs	id=g:2144642
Warmur	id=g:2144643
Warmga	id=g:2144644
Warmatta	id=g:2144645
Warlands Creek	id=g:2144646
Warkworth	id=g:2144647
Warkton	id=g:2144648
Warkon Lagoon	id=g:2144649
Warkon	id=g:2144650
Waringa Creek	id=g:2144651
Mount Waring	id=g:2144652
Warilda	id=g:2144653
Warida	id=g:2144654
Warianna Station	id=g:2144655
Warianna Creek	id=g:2144656
Warianna Bore	id=g:2144657
Warianna Bore	id=g:2144658
Warialda Station	id=g:2144659
Warialda Road	id=g:2144660
Warialda Creek	id=g:2144661
Warialda	id=g:2144662
Wargin	id=g:2144663
Warge Rock	id=g:2144664
Wargan Bogan	id=g:2144665
Wargambegal Station	id=g:2144666
Wargambegal	id=g:2144667
Wares Creek	id=g:2144668
Wareng Creek	id=g:2144669
Warenda Creek	id=g:2144670
Warenda	id=g:2144671
Warenda	id=g:2144672
Warenda	id=g:2144673
Wareena Creek	id=g:2144674
Wareek	id=g:2144675
Wards River	id=g:2144676
Wards River	id=g:2144677
Wards Mistake	id=g:2144678
Wards Hill	id=g:2144679
Wards Hill	id=g:2144680
Wardsdale	id=g:2144681
Wards Creek	id=g:2144682
Wardry South	id=g:2144683
Wardry	id=g:2144684
Ward River	id=g:2144685
Ward River	id=g:2144686
Wardoo Creek	id=g:2144687
Wardle Reef	id=g:2144688
Wardilla Bore	id=g:2144689
Warden Head	id=g:2144690
Wardell	id=g:2144691
Ward Creek	id=g:2144692
Ward Creek	id=g:2144693
Warburton Creek	id=g:2144694
Warburton	id=g:2144695
Warburn	id=g:2144696
Warbro Creek	id=g:2144697
Warbreccan Creek	id=g:2144698
Mount Warbreccan	id=g:2144699
Warbreccan	id=g:2144700
Warbeena Creek	id=g:2144701
Waratah Rivulet	id=g:2144702
Waratah North	id=g:2144703
Waratah Island	id=g:2144704
Waratah Creek	id=g:2144705
Waratah Creek	id=g:2144706
Waratah Bay	id=g:2144707
Port Waratah	id=g:2144708
Waratah	id=g:2144709
Waratah	id=g:2144710
Waratah	id=g:2144711
Waratah	id=g:2144712
Waratah	id=g:2144713
Wararba Creek	id=g:2144714
Waraperta	id=g:2144715
Waranga Reservoir	id=g:2144716
Waranga	id=g:2144717
Waraker Creek	id=g:2144718
Wapweelah	id=g:2144719
Wappinguy	id=g:2144720
Wappilka	id=g:2144721
Mount Wappa	id=g:2144722
Wapengo Lake	id=g:2144723
Wapengo	id=g:2144724
Wanwin	id=g:2144725
Wanurp	id=g:2144726
Wanttool Creek	id=g:2144727
Wantirna South	id=g:2144728
Wantirna	id=g:2144729
Wantiool	id=g:2144730
Wantalanya	id=g:2144731
Wantagong Creek	id=g:2144732
Wantagong	id=g:2144733
Wantabudger	id=g:2144734
Wantabadgery	id=g:2144735
Wanora Downs	id=g:2144736
Wanora	id=g:2144737
Wannon River	id=g:2144738
Wannon	id=g:2144739
Wannara Creek	id=g:2144740
Wannamurra Well	id=g:2144741
Wanko	id=g:2144742
Waniora Point	id=g:2144743
Waniola Bore	id=g:2144744
Waniecarlie Hill	id=g:2144745
Wang Wauk River	id=g:2144746
Wang Wauk	id=g:2144747
Wangrawally	id=g:2144748
Wangrabry Creek	id=g:2144749
Wangrabelle	id=g:2144750
Wangow Creek	id=g:2144751
Wangoom	id=g:2144752
Wangi Wangi Point	id=g:2144753
Wangi Wangi Creek	id=g:2144754
Wangi Wangi Bay	id=g:2144755
Wangi Wangi	id=g:2144756
Wangellie	id=g:2144757
Wangat River	id=g:2144758
Wangat	id=g:2144759
Wangary	id=g:2144760
Wangaron	id=g:2144761
Wangarella	id=g:2144762
Wangaratta Creek	id=g:2144763
Wangaratta	id=g:2144764
Wanganumbit Creek	id=g:2144765
Wanganui	id=g:2144766
Wanganella	id=g:2144767
Wanganderry	id=g:2144768
Wangamong	id=g:2144769
Wangamana	id=g:2144770
Wangalee Creek	id=g:2144771
Wangabutta	id=g:2144772
Wangabbri	id=g:2144773
Wandsworth	id=g:2144774
