Duvaduve	id=g:7453416
Puzzle Hole	id=g:3247410
Upper Scruff	id=g:3247411
Ringkøbing Grund	id=g:3247412
Bovbjerg Grund	id=g:3247413
Turbot Bank	id=g:3247414
Monkey Bank	id=g:3247415
Holmen Grund	id=g:3247416
Jubilee Bank	id=g:3247417
Eastern Hole	id=g:3247425
Swallow Hole	id=g:3247426
The Gut	id=g:3247427
Dog Hole	id=g:3247428
Graveyard	id=g:3247429
Almeida Carvalho Seamounts	id=g:3337534
Andromeda Seamount	id=g:3337535
Arosa Canyon	id=g:3337536
Auriga Seamount	id=g:3337537
Aveiro Canyon	id=g:3337538
Beiral de Viana Escarpment	id=g:3337540
Bérrio Saddle	id=g:3337541
Castro Terrace	id=g:3337543
Fernandes Lopes Seamount	id=g:3337544
Galicia Escarpment	id=g:3337545
Hugo de Lacerda Seamount	id=g:3337546
Laxe Canyon	id=g:3337547
Pardo Bazan Spur	id=g:3337548
Nordic Basin	id=g:3337549
Pedro Nunes Seamounts	id=g:3337550
São Gabriel Valley	id=g:3337551
São Rafael Canyon	id=g:3337552
Porto Canyon	id=g:3343702
Brutus Hill	id=g:3344954
Spartacus Hill	id=g:3344955
Sørkapp Bank	id=g:3345245
Brass Ridge	id=g:3345309
R. K. Perry Seamount	id=g:3345310
Georgiy Zima Seamount	id=g:3345455
South Atlantic Ocean	id=g:3358844
Zubov Seamount	id=g:3371127
Zenker Seamount	id=g:3371128
Wyandot Seamount	id=g:3371129
Wüst Seamount	id=g:3371130
Walvis Ridge	id=g:3371131
Vema Seamount	id=g:3371132
Valdivia Seamount	id=g:3371133
Tripp Seamount	id=g:3371134
Spiess Seamount	id=g:3371135
Simpson Seamounts	id=g:3371136
Shannon Seamount	id=g:3371137
Schwabenland Seamount	id=g:3371138
Schmidt-Ott Seamount	id=g:3371139
Sanders Seamount	id=g:3371140
R.S.A. Seamount	id=g:3371141
Richardson Seamount	id=g:3371142
Protea Seamount	id=g:3371143
Panzarini Seamount	id=g:3371144
Orange Fan	id=g:3371145
Orange Canyon	id=g:3371146
Meteor Seamount	id=g:3371147
Meteor Rise	id=g:3371148
Merz Seamount	id=g:3371149
McNish Seamount	id=g:3371150
Malloy Seamount	id=g:3371151
Tolstoy Seamount	id=g:3371152
Islas Orcadas Fracture Zone	id=g:3371153
Herdman Seamount	id=g:3371154
Ewing Seamount	id=g:3371155
Erica Seamount	id=g:3371156
Engelbrecht Seamount	id=g:3371157
Discovery Tablemount	id=g:3371158
Davis Seamounts	id=g:3371159
Dampier Seamount	id=g:3371160
Crawford Seamount	id=g:3371161
Conrad Fracture Zone	id=g:3371162
Cardno Tablemount	id=g:3371163
Cape Rise	id=g:3371164
Cape Plain	id=g:3371165
Cape Basin	id=g:3371166
Bullard Fracture Zone	id=g:3371167
Bouvet Fracture Zone	id=g:3371168
Bonaparte Seamount	id=g:3371169
Bode Verde Fracture Zone	id=g:3371170
Sysoev Seamount	id=g:3371171
Atlantic-Indian Ridge	id=g:3371172
Argentina Seamount	id=g:3371173
Angola Plain	id=g:3371174
Angola Basin	id=g:3371175
America-Antarctica Ridge	id=g:3371176
Yunov Seamount	id=g:3371362
Malakhit Guyot	id=g:3371363
Kohnen Seamount	id=g:3371369
Anton Leonov Seamount	id=g:3372277
Hintsa Seamount	id=g:3372278
Sandile Seamount	id=g:3372279
Yermolenko Seamount	id=g:3372467
Sargasso Sea	id=g:3373404
Atlantic Ocean	id=g:3373405
Yakutat Seamount	id=g:3408439
Wyoming Seamount	id=g:3408440
Whitney Seamount	id=g:3408441
Webb Seamount	id=g:3408442
Vidal Seachannel	id=g:3408443
Vidal Plain	id=g:3408444
Vernadskiy Fracture Zone	id=g:3408445
Vema Fracture Zone	id=g:3408446
Vayda Seamount	id=g:3408447
Tropic Seamount	id=g:3408448
Trident Ridge	id=g:3408449
Sorensen Seamount	id=g:3408450
Sohm Plain	id=g:3408451
Snodgrass Seamount	id=g:3408452
Sierra Leone Rise	id=g:3408453
Sierra Leone Fracture Zone	id=g:3408454
Seewarte Seamounts	id=g:3408455
Santo Antão Ridge	id=g:3408456
Santa Maria Ridge	id=g:3408457
Saint Paul Fracture Zone	id=g:3408458
Royal Trough	id=g:3408459
Rockaway Seamount	id=g:3408460
Researcher Ridge	id=g:3408461
Rehoboth Seamount	id=g:3408462
Reedjones Seamount	id=g:3408463
Rebman Seamount	id=g:3408464
Princesse Alice Bank	id=g:3408465
Plato Seamount	id=g:3408466
Pico Fracture Zone	id=g:3408467
Pernambuco Seamounts	id=g:3408468
Pernambuco Plateau	id=g:3408469
Pernambuco Plain	id=g:3408470
Parnaíba Ridge	id=g:3408471
Paraíba Seamount	id=g:3408472
Papp Seamount	id=g:3408473
Oceanographer Fracture Zone	id=g:3408474
North American Basin	id=g:3408475
Nola Seamount	id=g:3408476
Nashville Seamount	id=g:3408477
Murchison Seamount	id=g:3408478
Molodezhnaya Seamount	id=g:3408479
Michael Seamount	id=g:3408480
Melmoore Seamount	id=g:3408481
McGowan Seamount	id=g:3408482
Marsala Seamount	id=g:3408483
Marchant Seamount	id=g:3408484
Maio Seamount	id=g:3408485
Madeira Plain	id=g:3408486
Lynch Seamount	id=g:3408487
Krylov Seamount	id=g:3408488
Knipovich Seamount	id=g:3408489
Kane Seamount	id=g:3408490
Kane Fracture Zone	id=g:3408491
Justus Seamount	id=g:3408492
Hyères Seamount	id=g:3408493
Hodgson Seamount	id=g:3408494
Hodges Seamount	id=g:3408495
Hayes Fracture Zone	id=g:3408496
Guinea Fracture Zone	id=g:3408497
Guiana Basin	id=g:3408498
Great Meteor Tablemount	id=g:3408499
Gilliss Seamount	id=g:3408500
Gilg Seamount	id=g:3408501
Gerda Seamount	id=g:3408502
Gambia Plain	id=g:3408503
Four North Fracture Zone	id=g:3408504
Flanagan Seamount	id=g:3408505
Fernando de Noronha Plain	id=g:3408506
Equatorial Seachannel	id=g:3408507
East Azores Fracture Zone	id=g:3408508
Dom João de Castro Reef	id=g:3408509
Doldrums Fracture Zone	id=g:3408510
Demerara Plateau	id=g:3408511
Demerara Plain	id=g:3408512
Cruiser Tablemount	id=g:3408513
Corner Seamounts	id=g:3408514
Congress Seamount	id=g:3408515
Colorado Seamount	id=g:3408516
Cindy Seamount	id=g:3408517
Ceará Terrace	id=g:3408518
Ceará Ridge	id=g:3408519
Ceará Plateau	id=g:3408520
Ceará Plain	id=g:3408521
Castle Rock Seamount	id=g:3408522
Carter Seamount	id=g:3408523
Cape Verde Seamount	id=g:3408524
Cape Verde Plain	id=g:3408525
Cape Verde Basin	id=g:3408526
Canopus Bank	id=g:3408527
Canary Basin	id=g:3408528
Caloosahatchee Seamount	id=g:3408529
Cadamosto Seamount	id=g:3408530
Boa Vista Seamount	id=g:3408531
Belém Ridge	id=g:3408532
Bathymetrists Seamounts	id=g:3408533
Barracuda Ridge	id=g:3408534
Barracuda Plain	id=g:3408535
Barracuda Fracture Zone	id=g:3408536
Barbados Trough	id=g:3408537
Barbados Ridge	id=g:3408538
Azores Plateau	id=g:3408539
Atlantis Seamount	id=g:3408540
Atlantis Fracture Zone	id=g:3408541
Arroyo Seamount	id=g:3408542
Amazon Fan	id=g:3408543
Amazon Canyons	id=g:3408544
Almirante Leite Bank	id=g:3408545
Allegheny Seamount	id=g:3408546
Albany Seamount	id=g:3408547
Açor Bank	id=g:3408548
Lombardi Seamount	id=g:3408554
Belousov Seamount	id=g:3408558
Carron Seamount	id=g:3408570
Rankin Seamount	id=g:3408571
Hirondelle Seamount	id=g:3411118
Princesse Alice Seamount	id=g:3411119
Grimaldi Seamounts	id=g:3411205
Konstantinov Ridge	id=g:3411759
Kucherov Seamount	id=g:3411760
Muratov Seamount	id=g:3411761
Gorini Seamount	id=g:3411919
Arguin Canyon	id=g:3411920
Bissau Knoll	id=g:3411921
North Atlantic Ocean	id=g:3411923
Martino Seamount	id=g:3411929
Fleming Ridge	id=g:3411930
Gramberg Seamount	id=g:3411931
Kazanskiy Seamount	id=g:3411932
Scotia Sea	id=g:3424927
Labrador Sea	id=g:3424929
Denmark Strait	id=g:3424930
Davis Strait	id=g:3424931
Williams Seamount	id=g:3424949
Whitbourne Canyon	id=g:3424950
Whale Bank	id=g:3424951
West Thulean Rise	id=g:3424952
Virgin Rocks	id=g:3424953
Vikuráll	id=g:3424954
Trold Canyon	id=g:3424955
Treworgie Canyon	id=g:3424956
Sukkertoppen Valley	id=g:3424957
Sukkertoppen Bank	id=g:3424958
Store Hellefiske Bank	id=g:3424959
The Stone Fence	id=g:3424960
Spjældebod Canyon	id=g:3424961
Southeast Shoal	id=g:3424962
Skrælling Canyon	id=g:3424963
Skjoldungen Valley	id=g:3424964
Skjoldungen Bank	id=g:3424965
Shortland Canyon	id=g:3424967
Sermilik Valley	id=g:3424968
Sedlo Seamount	id=g:3424969
Scoresby Valley	id=g:3424970
Scatarie Bank	id=g:3424971
Saint Pierre Bank	id=g:3424972
Rune Seamount	id=g:3424973
Rose Blanche Bank	id=g:3424974
Reykjarfjarðaráll	id=g:3424975
Reykjanes Ridge	id=g:3424976
Irminger Basin	id=g:3424977
Pothorst Canyon	id=g:3424978
Pining Canyon	id=g:3424979
Peake Trough	id=g:3424980
Orphan Knoll	id=g:3424981
Northwest Atlantic Mid-Ocean Canyon	id=g:3424982
Newfoundland Seamounts	id=g:3424983
Newfoundland Ridge	id=g:3424984
Newfoundland Plain	id=g:3424985
Newfoundland Basin	id=g:3424986
Nanortalik Bank	id=g:3424987
Misaine Bank	id=g:3424988
Minia Seamount	id=g:3424989
Milne Seamounts	id=g:3424990
Maury Seachannel	id=g:3424991
Marietta Seamount	id=g:3424992
Loury Canyon	id=g:3424993
Logan Canyon	id=g:3424994
Lindenows Valley	id=g:3424995
Lilly Canyon	id=g:3424996
Lille Hellefiske Bank	id=g:3424997
Laurentian Trough	id=g:3424998
Laurentian Fan	id=g:3424999
Labrador Trough	id=g:3425000
Labrador Basin	id=g:3425001
Kings Trough	id=g:3425003
Kettle Canyon	id=g:3425004
Kangermio Canyon	id=g:3425005
Kangerlussuaq Valley	id=g:3425006
Julianehåb Valley	id=g:3425007
Jukes Canyon	id=g:3425008
J-Anomaly Ridge	id=g:3425010
Jackman Canyon	id=g:3425011
Ísafjarðardjúp	id=g:3425012
Imarssuak Seachannel	id=g:3425013
Hoyles Canyon	id=g:3425015
Hecate Seamount	id=g:3425016
Hamilton Bank	id=g:3425017
Haldimand Canyon	id=g:3425018
Guy Canyon	id=g:3425019
The Gully	id=g:3425020
Greenland-Iceland Rise	id=g:3425022
Green Bank	id=g:3425023
Grand Banks of Newfoundland	id=g:3425024
Grand Bank	id=g:3425025
Godthåb Valley	id=g:3425026
Gloria Ridge	id=g:3425027
Gardar Ridge	id=g:3425028
Fyllas Bank	id=g:3425029
Frederikshåbs Bank	id=g:3425030
Franklin Seamount	id=g:3425031
Foster Ridge	id=g:3425032
Flemish Pass	id=g:3425033
Flemish Cap	id=g:3425034
Fiskenæs Bank	id=g:3425035
Faraday Seamounts	id=g:3425036
Eriador Seamount	id=g:3425037
Eirik Ridge	id=g:3425038
Edoras Bank	id=g:3425039
East Thulean Rise	id=g:3425040
Eastern Shoals	id=g:3425041
Djúpáll	id=g:3425042
Disko Bank	id=g:3425043
DesBarres Canyon	id=g:3425044
Denys Canyon	id=g:3425045
Davis Sill	id=g:3425046
Danielsen Canyon	id=g:3425047
Danells Valley	id=g:3425048
Danas Valley	id=g:3425049
Danas Bank	id=g:3425050
Crumb Seamount	id=g:3425051
Clifford Smith Canyon	id=g:3425052
Christian Canyon	id=g:3425053
Cherkis Seamount	id=g:3425054
Charlie-Gibbs Fracture Zone	id=g:3425055
Carson Canyon	id=g:3425056
Cameron Canyon	id=g:3425057
Burgeo Bank	id=g:3425058
Beothuk Knoll	id=g:3425059
Banquereau	id=g:3425060
Artimon Bank	id=g:3425061
Antialtair Seamount	id=g:3425062
Altair Seamount	id=g:3425063
Evlanov Seamount	id=g:3425229
Funk Island Bank	id=g:3425499
Great North	id=g:3425500
Northeast Newfoundland Shelf	id=g:3425501
Sackville Spur	id=g:3425502
Tail of the Bank	id=g:3425503
Whale Deep	id=g:3425504
Downing Basin	id=g:3426061
Montmagny Seamount	id=g:3426196
Olympus Knoll	id=g:3426197
Bight Fracture Zone	id=g:3426198
Faraday Fracture Zone	id=g:3426199
Harrison Bank	id=g:3426200
Labrador Shelf	id=g:3426201
Makkovik Bank	id=g:3426202
Maxwell Fracture Zone	id=g:3426203
Nain Bank	id=g:3426204
Gnitsevich Seamounts	id=g:3426219
Lukin-Lebedev Seamount	id=g:3426220
Río de la Plata	id=g:3426221
Zapiola Seamount	id=g:3473277
Zapiola Ridge	id=g:3473278
West Scotia Basin	id=g:3473279
Vysokaya Bank	id=g:3473280
Vitória-Trindade Seamounts	id=g:3473281
Vitória Seamount	id=g:3473282
Trindade Seachannel	id=g:3473283
Tehuelche Fracture Zone	id=g:3473284
Stocks Seamount	id=g:3473285
South Sandwich Trench	id=g:3473286
South Sandwich Ridge	id=g:3473287
South Georgia Rise	id=g:3473288
South Georgia Ridge	id=g:3473289
Santos Plateau	id=g:3473290
Royal Charlotte Bank	id=g:3473291
Rodgers Seamount	id=g:3473292
Rio Grande Rise	id=g:3473293
Rio Grande Gap	id=g:3473294
Río de la Plata Canyon	id=g:3473295
Protector Shoal	id=g:3473296
Pernambuco Seachannel	id=g:3473297
Ona Basin	id=g:3473298
Montague Seamount	id=g:3473299
Minerva Seamount	id=g:3473300
Maurice Ewing Bank	id=g:3473301
Mar del Plata Canyon	id=g:3473302
Jaseur Seamount	id=g:3473303
Islas Orcadas Rise	id=g:3473304
Hunter Gap	id=g:3473305
Hotspur Seamount	id=g:3473306
Gröll Seamount	id=g:3473307
Garnet Bank	id=g:3473308
Ferraz Ridge	id=g:3473309
Falkland Trough	id=g:3473310
Falkland Plateau	id=g:3473311
Falkland Fracture Zone	id=g:3473312
Falkland Escarpment	id=g:3473313
East Scotia Basin	id=g:3473314
Columbia Seamount	id=g:3473315
Champlain Seamount	id=g:3473316
Burdwood Bank	id=g:3473317
Bromley Plateau	id=g:3473318
Brazil Basin	id=g:3473319
Bahía Blanca Canyon	id=g:3473320
Argentine Plain	id=g:3473321
Argentine Basin	id=g:3473322
Ameghino Canyon	id=g:3473323
Almirante Saldanha Seamount	id=g:3473324
Almirante Brown Canyon	id=g:3473325
Abrolhos Seamounts	id=g:3473326
Abrolhos Bank	id=g:3473327
Guevara Seamounts	id=g:3473331
Northwest Georgia Rise	id=g:3473332
Protector Basin	id=g:3473333
Vema Channel	id=g:3473334
East Scotia Ridge	id=g:3473770
Samarin Seamount	id=g:3474569
Caicos Passage	id=g:3577033
Gulf of Honduras	id=g:3595439
Yuma Basin	id=g:3715181
Yucatan Plain	id=g:3715182
Yucatan Escarpment	id=g:3715183
Yucatan Basin	id=g:3715184
Yaquina Trough	id=g:3715185
Worzel Basin	id=g:3715186
Witter Bank	id=g:3715187
Winyah Scarp	id=g:3715188
Wilmington Valley	id=g:3715189
Wilmington Canyon	id=g:3715190
Willoughby Valley	id=g:3715191
Whiting Seamount	id=g:3715192
Whiting Dome	id=g:3715193
Whiting Basin	id=g:3715194
West TAMU Basin	id=g:3715195
West Pigmy Basin	id=g:3715196
West Flower Garden Bank	id=g:3715197
West Florida Slope	id=g:3715198
West Florida Shelf	id=g:3715199
West Cocos Seamount	id=g:3715200
West Chitimacha Basin	id=g:3715201
West Aves Escarpment	id=g:3715202
Washington Canyon	id=g:3715203
Warr Canyon	id=g:3715204
Walton Bank	id=g:3715205
Wall Basin	id=g:3715206
Walker Ridge	id=g:3715207
Volcán Bank	id=g:3715208
Vogel Seamount	id=g:3715209
Virgin Islands Trough	id=g:3715210
Virgin Islands Shelf	id=g:3715211
Virgin Gorda Knoll	id=g:3715212
Viosca Knoll	id=g:3715213
Vieux-Fort Spur	id=g:3715214
Vernon Basin	id=g:3715215
Vermilion Basin	id=g:3715216
Veracruz Tongue	id=g:3715217
Venezuelan Plain	id=g:3715218
Venezuelan Basin	id=g:3715219
Vema Knoll	id=g:3715220
Vema Gap	id=g:3715221
Veatch Canyon	id=g:3715222
Vanguard Knoll	id=g:3715223
Vaca Basin	id=g:3715224
Turner Hole Canyon	id=g:3715225
Trinity Shoal	id=g:3715226
Tresslar Bank	id=g:3715227
Tortugas Valley	id=g:3715228
Tortugas Terrace	id=g:3715229
Tortola Ridge	id=g:3715230
Tongue of the Ocean	id=g:3715231
Toms Canyon	id=g:3715232
Tobago Plain	id=g:3715233
Tobago Basin	id=g:3715234
Titiri Bank	id=g:3715235
Tison Basin	id=g:3715236
Tintamarre Spur	id=g:3715237
Timbalier Basin	id=g:3715238
Tiger Basin	id=g:3715239
Thunder Knoll	id=g:3715240
Thibodaux Basin	id=g:3715241
Texas-Louisiana Shelf	id=g:3715242
Terrebonne Basin	id=g:3715243
Tehuantepec Ridge	id=g:3715244
Tchefuncte Mound	id=g:3715245
TAMU Dome	id=g:3715246
TAMU Basin	id=g:3715247
Sweet Bank	id=g:3715248
Swan Trough	id=g:3715249
Swallow Knoll	id=g:3715250
Sun Ray Seamount	id=g:3715251
Stewart Basin	id=g:3715252
Stetson Mesa	id=g:3715253
Stetson Bank	id=g:3715254
Sprat Hall Canyon	id=g:3715255
Spencer Canyon	id=g:3715256
South Wilmington Canyon	id=g:3715257
South Vries Canyon	id=g:3715258
South Toms Canyon	id=g:3715259
South Heyes Canyon	id=g:3715260
Sounder Canyon	id=g:3715261
Sonnier Banks	id=g:3715262
Sombrero Trough	id=g:3715263
Silvertown Bank	id=g:3715264
Silver Plain	id=g:3715265
Silver Knoll	id=g:3715266
Silver Bank	id=g:3715267
Sigsbee Plain	id=g:3715268
Sigsbee Knolls	id=g:3715269
Sigsbee Escarpment	id=g:3715270
Sidner Bank	id=g:3715271
Siboney Seamount	id=g:3715272
Shoe Rock Spur	id=g:3715273
Ship Shoal	id=g:3715274
Ship Basin	id=g:3715275
Shepard Canyon	id=g:3715276
Sheldrake Seamount	id=g:3715277
Shallop Canyon	id=g:3715278
Serranilla Basin	id=g:3715279
Saury Seamount	id=g:3715280
Sarmiento Ridge	id=g:3715281
Santo Domingo Basin	id=g:3715282
San Salvador Ridge	id=g:3715283
San Pablo Seamount	id=g:3715284
San Juan Canyon	id=g:3715285
San Antonio Reef	id=g:3715286
San Andrés Trough	id=g:3715287
San Andrés Ridge	id=g:3715288
Saint Tammany Basin	id=g:3715289
Saint Mary Basin	id=g:3715290
Saint Kitts Valley	id=g:3715291
Saint Helena Shoal	id=g:3715292
Saint Croix Valley	id=g:3715293
Saint Croix Ridge	id=g:3715294
Saint Croix Basin	id=g:3715295
Saint Bernard Basin	id=g:3715296
Saint-Barthélemy Valley	id=g:3715297
Sackett Bank	id=g:3715298
Sable Mound	id=g:3715299
Sabine Bank	id=g:3715300
Saba Valley	id=g:3715301
Saba Spur	id=g:3715302
Saba Bank	id=g:3715303
Russell Basin	id=g:3715304
Rosario Bank	id=g:3715305
Rosalind Channel	id=g:3715306
Rosalind Bank	id=g:3715307
Rompidas Ledge	id=g:3715308
Richardson Hills	id=g:3715309
Rezak Bank	id=g:3715310
Retriever Seamount	id=g:3715311
Researcher Seamount	id=g:3715312
Researcher Basin	id=g:3715313
Redonda Valley	id=g:3715314
Redfish Valley	id=g:3715315
Rankin Bank	id=g:3715316
Ranchería Basin	id=g:3715317
Quintero Knoll	id=g:3715318
Pulley Ridge	id=g:3715319
Puerto Rico Trench	id=g:3715320
Puerto Rico Ridge	id=g:3715321
Puerto Rico Apron	id=g:3715322
Pourtales Terrace	id=g:3715323
Pourtales Escarpment	id=g:3715324
Pointe-Noire Valley	id=g:3715325
Plaquemines Basin	id=g:3715326
Plantagenet Bank	id=g:3715327
Piñones Canyon	id=g:3715328
Pinzón Knoll	id=g:3715329
Pinta Bank	id=g:3715330
Pinar del Río Knoll	id=g:3715331
Pillsbury Basin	id=g:3715332
Pigmy Basin	id=g:3715333
Pickle Seamount	id=g:3715334
Pickle Reef	id=g:3715335
Picket Seamount	id=g:3715336
Physalia Seamount	id=g:3715337
Phoenix Canyon	id=g:3715338
Phleger Bank	id=g:3715339
Petit Bois Dome	id=g:3715340
Perrico Ridge	id=g:3715341
Pera Bank	id=g:3715342
Pelican Basin	id=g:3715343
Pedro Escarpment	id=g:3715344
Paz Bank	id=g:3715345
Pascagoula Dome	id=g:3715346
Parker Bank	id=g:3715347
Paramount Seamount	id=g:3715348
Papagayo Valley	id=g:3715349
Papagayo Seamount	id=g:3715350
Papagayo Ridge	id=g:3715351
Panulirus Seamount	id=g:3715352
Panama Plain	id=g:3715353
Panama Fracture Zone	id=g:3715354
Panama Basin	id=g:3715355
Pamlico Canyon	id=g:3715356
Orleans Basin	id=g:3715357
Orca Basin	id=g:3715358
Obispo Sur Shoal	id=g:3715359
Obispo Norte Shoal	id=g:3715360
Nuevo Reef	id=g:3715361
Nuevo Bank	id=g:3715362
Northwest Slope	id=g:3715363
Northwest Diriangen Channel	id=g:3715364
North Terrebonne Basin	id=g:3715365
North Rosalind Bank	id=g:3715366
North Orca Basin	id=g:3715367
North Heyes Canyon	id=g:3715368
Northern Shelves	id=g:3715369
Northeast Diriangen Channel	id=g:3715370
Noroit Seamount	id=g:3715371
Norfolk Canyon	id=g:3715372
Niobe Seamount	id=g:3715373
Niños Valley	id=g:3715374
Niños Knoll	id=g:3715375
Nicaraguan Rise	id=g:3715376
New England Seamounts	id=g:3715377
Nettleton Basin	id=g:3715378
Neiba Valley	id=g:3715379
Necker Knoll	id=g:3715380
Neches Basin	id=g:3715381
Navidad Bank	id=g:3715382
Navassa Knoll	id=g:3715383
Natchez Basin	id=g:3715384
Nares Plain	id=g:3715385
Nares Basin	id=g:3715386
Nantucket Canyon	id=g:3715387
Mytilus Seamount	id=g:3715388
Muir Seamount	id=g:3715389
Muertos Trough	id=g:3715390
Mouchoir Bank	id=g:3715391
Motagua Fan	id=g:3715392
Morgan Basin	id=g:3715393
Morant Trough	id=g:3715394
Moore Basin	id=g:3715395
Montserrat Valley	id=g:3715396
Mono Rise	id=g:3715397
Monito Canyon	id=g:3715398
Mona Seamount	id=g:3715399
Mona Ridge	id=g:3715400
Mona Canyon	id=g:3715401
Molinos Canyon	id=g:3715402
Mobile Dome	id=g:3715403
Mitchell Escarpment	id=g:3715404
Mitchell Dome	id=g:3715405
Mitchell Basin	id=g:3715406
Misteriosa Bank	id=g:3715407
Mississippi Slope	id=g:3715408
Mississippi Fan	id=g:3715409
Mississippi Canyon	id=g:3715410
Mississippi-Alabama Shelf	id=g:3715411
Middle Toms Canyon	id=g:3715412
Middle America Trench	id=g:3715413
Miami Terrace	id=g:3715414
Mey Canyon	id=g:3715415
Mexico Basin	id=g:3715416
Mexican Ridges	id=g:3715417
Mermentau Basin	id=g:3715418
Medina Seamount	id=g:3715419
McIntire Basin	id=g:3715420
McGrail Bank	id=g:3715421
McFarlan Basin	id=g:3715422
McAlinden Valley	id=g:3715423
McAlinden Spur	id=g:3715424
Mattison Basin	id=g:3715425
Man of War Spur	id=g:3715426
Manning Seamounts	id=g:3715427
Manicou Bank	id=g:3715428
Mameyes Canyon	id=g:3715429
Malpelo Ridge	id=g:3715430
Maimón Escarpment	id=g:3715431
Maimón Basin	id=g:3715432
Magdalena Fan	id=g:3715433
MacNeil Bank	id=g:3715434
Macgowen Reef	id=g:3715435
Lyons Basin	id=g:3715436
Luymes Bank	id=g:3715437
Lund Valley	id=g:3715438
Los Roques Basin	id=g:3715439
Loro Seamount	id=g:3715440
Long Point Canyon	id=g:3715441
Longhorn Basin	id=g:3715442
Loiza Canyon	id=g:3715443
Lloyd Ridge	id=g:3715444
Little Bahama Bank	id=g:3715445
Little Abaco Canyon	id=g:3715446
Lindenkohl Canyon	id=g:3715447
Lightning Bank	id=g:3715448
Les Saintes Valley	id=g:3715449
Leonard Canyon	id=g:3715450
Leipper Basin	id=g:3715451
LeBlanc Basin	id=g:3715452
La Salle Basin	id=g:3715453
La Orchila Basin	id=g:3715454
Lambi Bank	id=g:3715455
Lafourche Basin	id=g:3715456
Lafayette Mound	id=g:3715457
La Désirade Valley	id=g:3715458
La Désirade Escarpment	id=g:3715459
Kupfer Mound	id=g:3715460
Krause Canyon	id=g:3715461
Kniffen Basin	id=g:3715462
Knauss Seamount	id=g:3715463
Kiwi Seamount	id=g:3715464
Kelvin Seamount	id=g:3715465
Keller Canyon	id=g:3715466
Keathley Canyon	id=g:3715467
Karankawa Basin	id=g:3715468
Kallinago Trough	id=g:3715469
Kahouanne Trough	id=g:3715470
Jordan Knoll	id=g:3715471
Jones Canyon	id=g:3715472
Jefferson Davis Mound	id=g:3715473
Jefferson Basin	id=g:3715474
Jamaican Plain	id=g:3715475
Jakkula Bank	id=g:3715476
Jagüey Spur	id=g:3715477
Jagüey Escarpment	id=g:3715478
Jagua Bank	id=g:3715479
Jacksonville Valley	id=g:3715480
Jacksonville Knoll	id=g:3715481
Jacksonville Canyon	id=g:3715482
Investigator Canyon	id=g:3715483
Investigator Bank	id=g:3715484
Ingleses Banks	id=g:3715485
Independence Knolls	id=g:3715486
Inca Fracture Zone	id=g:3715487
Iberia Basin	id=g:3715488
Gibbs Seamount	id=g:3715489
Hydrographer Basin	id=g:3715490
Hull Canyon	id=g:3715491
Hudson Valley	id=g:3715492
Hudson Fan	id=g:3715493
Hudson Canyon	id=g:3715494
Hoyt Hills	id=g:3715495
Howell Hook	id=g:3715496
Howe Basin	id=g:3715497
Houma Valley	id=g:3715498
Horn Dome	id=g:3715499
Hog Mound	id=g:3715500
Hispaniola Plain	id=g:3715501
Hispaniola Basin	id=g:3715502
Hidalgo Basin	id=g:3715503
Hess Escarpment	id=g:3715504
Herons Mound	id=g:3715505
Hendrickson Canyon	id=g:3715506
Henderson Ridge	id=g:3715507
Heezen Plateau	id=g:3715508
Hedberg Basin	id=g:3715509
Heald Bank	id=g:3715510
Hatteras Ridge	id=g:3715512
Hatteras Plain	id=g:3715513
Hatteras Canyon	id=g:3715514
Harrison Basin	id=g:3715515
Harrington Hill	id=g:3715516
Hannibal Bank	id=g:3715517
Hancock Basin	id=g:3715518
Hancock Bank	id=g:3715519
Gulfport Valley	id=g:3715520
Guayanilla Canyon	id=g:3715521
Guatemala Basin	id=g:3715522
Guardian Seamount	id=g:3715523
Guajataca Canyon	id=g:3715524
Guacanayabo Trough	id=g:3715525
Guacamayo Seamount	id=g:3715526
Grijalva Ridge	id=g:3715527
Grenada Plain	id=g:3715528
Grenada Basin	id=g:3715529
Gregg Seamount	id=g:3715530
Green Knoll	id=g:3715531
Green Canyon	id=g:3715532
Green Basin	id=g:3715533
Greater Antilles Ridge	id=g:3715534
Great Bahama Canyon	id=g:3715535
Great Bahama Bank	id=g:3715536
Great Abaco Canyon	id=g:3715537
Grappler Seamount	id=g:3715538
Grappler Bank	id=g:3715539
Granville Shoal	id=g:3715540
Grand Gosier Mound	id=g:3715541
Grand Chenier Mound	id=g:3715542
Gould Basin	id=g:3715543
Gosnold Seamount	id=g:3715544
Gorda Bank	id=g:3715545
Golondrina Seamount	id=g:3715546
GLORIA Dome	id=g:3715547
Ginger Basin	id=g:3715548
Geyer Bank	id=g:3715549
George Seamount	id=g:3715550
Gentry Bank	id=g:3715551
Gaviota Knoll	id=g:3715552
Garrison Basin	id=g:3715553
Garcia Knoll	id=g:3715554
Galapagos Seamount	id=g:3715555
Galapagos Fracture Zone	id=g:3715556
Frying Pan Shoals	id=g:3715557
Frederiksted Canyon	id=g:3715558
Frazier Basin	id=g:3715559
Formigas Reef	id=g:3715560
Florida Reefs	id=g:3715561
Florida Plain	id=g:3715562
Florida Middle Ground	id=g:3715563
Florida-Hatteras Slope	id=g:3715564
Florida Escarpment	id=g:3715565
