Bissanbougou	id=g:6875181
Fanto	id=g:6907253
Lajidanbougou	id=g:6907254
Doum	id=g:6907255
Sérébabougou	id=g:6907256
Konébougou	id=g:6907257
Balanbougou	id=g:6907258
Mosanbougou	id=g:6907259
Nyola	id=g:6907260
Zabakogo	id=g:6907261
Bertebougou	id=g:6907262
Bandyougou	id=g:6907263
Tyémarebougou	id=g:6907264
Gorivéré	id=g:6907265
Banindo	id=g:6907266
Dyabalougou	id=g:6907267
Gantiguiwéré	id=g:6907268
Boubouwéré	id=g:6907269
Mamadou-Sisébougou	id=g:6907270
Dyoni	id=g:6907271
Dyoni-Sibi	id=g:6907272
Dyoni-Mamari	id=g:6907273
Sékoro	id=g:6907274
Nyola	id=g:6907275
Falani	id=g:6907276
Zankourtakabougou	id=g:6907277
Sirila	id=g:6907278
Djikabougou	id=g:6907279
Dyoléwéré	id=g:6907280
Mbébougou	id=g:6907281
Baguini	id=g:6907282
Siokolo	id=g:6907283
Bendyébougou	id=g:6907284
Nokala	id=g:6907285
Mana	id=g:6907286
Boyo	id=g:6907287
Moghon	id=g:6907288
Toubani	id=g:6907289
Koba	id=g:6907290
Balébougou	id=g:6907291
Konbalabougou	id=g:6907292
Tegn	id=g:6907293
Sraghabougou	id=g:6907294
Ntosonibougou	id=g:6907295
Koumantou	id=g:6907296
Tourélabougou	id=g:6907297
Nganakoumana	id=g:6907298
Gouwasolo	id=g:6907299
Fâ	id=g:6907300
Boubakabougou	id=g:6907301
Kanadi	id=g:6907302
Ndomabougou	id=g:6907303
Dabiélabougou	id=g:6907304
Konida	id=g:6907305
Noumoubougou	id=g:6907306
Faradyala	id=g:6907307
Kokoungo	id=g:6907308
Magouwéna	id=g:6907309
Namsabougou	id=g:6907310
Dyalanyéna	id=g:6907311
Gouwala	id=g:6907312
Tnébougou	id=g:6907313
Lamini	id=g:6907314
Koulouni	id=g:6907315
Nyanpéla	id=g:6907316
Baramabougou	id=g:6907317
Bélékou	id=g:6907318
Sanzana	id=g:6907319
Baladengué	id=g:6907320
Soukorola	id=g:6907321
Koba	id=g:6907322
Ngolobala	id=g:6907323
Farabakoulou	id=g:6907324
Dyonkolobougou	id=g:6907325
Farabala	id=g:6907326
Kwabougou	id=g:6907327
Kwabougou	id=g:6907328
Worani	id=g:6907329
Nyofaléna	id=g:6907330
Kérémé	id=g:6907331
Tyon	id=g:6907332
Korobougou	id=g:6907333
Tougwazana	id=g:6907334
Bafoulabé	id=g:6907335
Kona	id=g:6907336
Bamanantyé-Kabougou	id=g:6907337
Ngolobougou	id=g:6907338
Wasanntila	id=g:6907339
Boukankoukoulou	id=g:6907340
Dyaséla	id=g:6907341
Ngolola	id=g:6907342
Sébougou	id=g:6907343
Faléna	id=g:6907344
Zanbléna	id=g:6907345
Dougoutiguila	id=g:6907346
Nasouna	id=g:6907347
Béléko-Sengala	id=g:6907348
Béléko-Noumouna	id=g:6907349
Béléko-Famola	id=g:6907350
Béléko-Fyénkala	id=g:6907351
Béléko-Dougouyala	id=g:6907352
Béléko-Dyawarèla	id=g:6907353
Badyana	id=g:6907354
Bougoula	id=g:6907355
Bléndo	id=g:6907356
Baladéguenni	id=g:6907357
Goan	id=g:6907358
Misirila	id=g:6907359
Gwélékou	id=g:6907360
Ngolokouma	id=g:6907361
Fatyékabougou	id=g:6907362
Gwénguéna-Flala	id=g:6907363
Dyanki	id=g:6907364
Chéni	id=g:6907365
Danbala	id=g:6907366
Wili	id=g:6907367
Nyangwela	id=g:6907368
Ntya-Dougoutiguila	id=g:6907369
Ngolobala	id=g:6907370
Kogodyanbélé	id=g:6907371
Falani	id=g:6907372
Nyédougou	id=g:6907373
Kwakoum	id=g:6907374
Nasonbougou	id=g:6907375
Karono	id=g:6907376
Nogola	id=g:6907377
Monéna	id=g:6907378
Dangan	id=g:6907379
Kisakoro	id=g:6907380
Béléni	id=g:6907381
Zanbougou	id=g:6907382
Kérélamarka	id=g:6907383
Dengakoro	id=g:6907384
Koala	id=g:6907385
Touroumana	id=g:6907386
Bélénouko	id=g:6907387
Gwendo	id=g:6907388
Nyobala	id=g:6907389
Souando	id=g:6907390
Boundou	id=g:6907391
Kèrkéla	id=g:6907392
Nyona	id=g:6907393
Foala	id=g:6907394
Filala	id=g:6907395
Tinéra	id=g:6907396
Sondiguila	id=g:6907397
Sézékoulou	id=g:6907398
Djiki	id=g:6907399
Tyentyéna	id=g:6907400
Dâkabougou	id=g:6907401
Sorodo	id=g:6907402
Goulouka	id=g:6907403
Manyanbougou	id=g:6907404
Fiélé	id=g:6907405
Kané	id=g:6907406
Nyonina	id=g:6907407
Zankabougou	id=g:6907408
Kiribougou	id=g:6907409
Danya	id=g:6907410
Finyanibougou	id=g:6907411
Wolokoro	id=g:6907412
Ngalabougou	id=g:6907413
Bakoro	id=g:6907414
Djiguina	id=g:6907415
Kakouma	id=g:6907416
Bakarikabougou	id=g:6907417
Sérmanbougou	id=g:6907418
Douabougou	id=g:6907419
Dyan	id=g:6907420
Bao-Bamana	id=g:6907421
Djiguila	id=g:6907422
Bougou-Kourala	id=g:6907423
Djiguibougou	id=g:6907424
Walola	id=g:6907425
Soronina	id=g:6907426
Fatiguidyana	id=g:6907427
Saraka	id=g:6907428
Bérétéla	id=g:6907429
Kanfara-Foulala	id=g:6907430
Kanfara-Dyourala	id=g:6907431
Timini	id=g:6907432
Modila	id=g:6907433
Koulani Ngogou	id=g:6907434
Tyorona	id=g:6907435
Bamorila	id=g:6907436
Kalabougou	id=g:6907437
Soroni	id=g:6907438
Konzorolan	id=g:6907439
Dyéko	id=g:6907440
Séou	id=g:6907441
Dyéba	id=g:6907442
Masafenbougou	id=g:6907443
Fougouyé	id=g:6907444
Toubala	id=g:6907445
Sala	id=g:6907446
Masako	id=g:6907447
Togo-Mbougoula	id=g:6907448
Kanzo	id=g:6907449
Kélékélé	id=g:6907450
Yérédon	id=g:6907451
Wolokoro	id=g:6907452
Môké-Bougou	id=g:6907453
Sanakoro	id=g:6907454
Nokébougou	id=g:6907455
Farani	id=g:6907633
Nafadjikoni	id=g:6907634
Gré Kourou	id=g:6907635
Karontantou	id=g:6907636
Foundouko	id=g:6907637
Kiniémiako	id=g:6907638
Dougoudiabako	id=g:6907639
Kabadiè Kourou	id=g:6907640
Samako	id=g:6907641
Bouroukou	id=g:6907642
Kinieko	id=g:6907643
Farakoni	id=g:6907644
Tonsanko	id=g:6907645
Torokoroko	id=g:6907646
Kolifilo Kourou	id=g:6907647
Banko Kourou	id=g:6907648
Banko	id=g:6907649
Syani	id=g:6907650
Sikoroni Kourou	id=g:6907651
Kiri Kourou	id=g:6907652
Banambako	id=g:6907653
Menyinko	id=g:6907654
Sitadian	id=g:6907655
Taliko	id=g:6907656
Diantamba Kourou	id=g:6907657
Niamala	id=g:6907658
Doko	id=g:6907659
Sonson	id=g:6907660
Samanko	id=g:6907661
Botouba	id=g:6907662
Gouèntako	id=g:6907663
Niobo Koulouni	id=g:6907664
Bassala	id=g:6907665
Donadji	id=g:6907666
Klémassa Koulou	id=g:6907667
Farako	id=g:6907668
Ouadïan	id=g:6907669
Bama Koulou	id=g:6907670
Koulouni Bélé	id=g:6907671
Ntyènindiè Koulouni	id=g:6907672
Kabani Koulou	id=g:6907673
Niakan Koulou	id=g:6907674
Kokolo	id=g:6907675
Kouloutyè	id=g:6907676
Danganiko	id=g:6907677
Doubabougou Koulou	id=g:6907678
Ouéyanko	id=g:6907679
Samanko	id=g:6907680
Bin Koulou	id=g:6907681
Totako	id=g:6907682
Sébéka	id=g:6907683
Bèndougou Koulou	id=g:6907684
Kouloutyè	id=g:6907685
Kokorobougou	id=g:6907686
Bonfan Kourou	id=g:6907687
Ouofina	id=g:6907688
Sélènké	id=g:6907689
Sèloba	id=g:6907690
Bamandigan	id=g:6907691
Balamansaya Kourou	id=g:6907692
Korowoulé	id=g:6907693
Miria	id=g:6907694
Diélibani	id=g:6907695
Kotorotou	id=g:6907696
Kéniéba Kourou	id=g:6907697
Farani	id=g:6907698
Fanfada	id=g:6907699
Nora	id=g:6907700
Kodjiramba	id=g:6907701
Danankourou	id=g:6907702
Soumoukouroulé	id=g:6907703
Kokoro	id=g:6907704
Kabatafara	id=g:6907705
Satako	id=g:6907706
Loukou Kourou	id=g:6907707
Kolènda	id=g:6907708
Konikonéla	id=g:6907709
Labata Kourou	id=g:6907710
Koléna Kourou	id=g:6907711
Nassira	id=g:6907712
Makandiana Kourou	id=g:6907713
Sokoléko	id=g:6907714
Télisséuko	id=g:6907715
Bédeyakoni	id=g:6907716
Kagalassoko	id=g:6907717
Nodikolé	id=g:6907718
Kobalé	id=g:6907719
Lotala	id=g:6907720
Douamanko	id=g:6907721
Ouoionidako	id=g:6907722
Lotalako	id=g:6907723
Koumbouya	id=g:6907724
Dèmbélé	id=g:6907725
Koumbouni	id=g:6907726
Kili Kourou	id=g:6907727
Kombo	id=g:6907728
Kolonko Kourou	id=g:6907729
Tènguéro Kourou	id=g:6907730
Tènguéroko	id=g:6907731
Nonouko	id=g:6907732
Dènguéla Kourou	id=g:6907733
Bassa Kourou	id=g:6907734
Bassalako	id=g:6907735
Dombakolé	id=g:6907736
Bouba Kourou	id=g:6907737
Woutoulako	id=g:6907738
Fassouroulako	id=g:6907739
Farako	id=g:6907740
Baguétara	id=g:6907741
Tabou Kourou	id=g:6907742
Yiri	id=g:6907743
Boundanko	id=g:6907744
Bontanko	id=g:6907745
Baniniako	id=g:6907746
Nara Kourou	id=g:6907747
Soulou Kourou	id=g:6907748
Kourouni	id=g:6907749
Kourouninko	id=g:6907750
Faranianako	id=g:6907751
Diniko	id=g:6907752
Soloma Koulou	id=g:6907753
Djiné Koulou	id=g:6907754
Didé Koulouba	id=g:6907755
Lafiabougou	id=g:6907756
Saman	id=g:6907757
Lindji	id=g:6907758
Bassi Koulou	id=g:6907759
Nkoè	id=g:6907760
Kouroukoro	id=g:6907761
Kolonko	id=g:6907762
Kourako	id=g:6907763
Kombakaiako	id=g:6907764
Kokourou	id=g:6907765
Koulounityè	id=g:6907766
Koléko	id=g:6907767
Fouka	id=g:6907768
Ie Lido	id=g:6907769
Vallée du Serpent	id=g:6909652
Ntomikoro	id=g:6909653
Kèndara	id=g:6909654
Mbéso	id=g:6909655
Toura Kalani	id=g:6909656
Ségou-Koura	id=g:6909657
Kouwanta	id=g:6909658
Soukourani	id=g:6909659
Silakonkari	id=g:6909660
Sélé	id=g:6909661
Farako	id=g:6909662
Tichitîtka	id=g:6909663
Dyolakoro	id=g:6909664
Sirakoro	id=g:6909665
Féto Hayre	id=g:6909666
Koba	id=g:6909667
Kélédiliko	id=g:6909668
Finyéni	id=g:6909669
Pilingata	id=g:6909670
Koba	id=g:6909671
Zabanouko	id=g:6909672
Bamangari	id=g:6909673
Dilaba	id=g:6909674
Dyatrou	id=g:6909675
Modyougou	id=g:6909676
Daouna-Ba	id=g:6909677
Dyakalé	id=g:6909678
Mèprékoumba	id=g:6909679
Ténabougou	id=g:6909680
Tyangolobougou	id=g:6909681
Bélé	id=g:6909682
Sirabolo	id=g:6909683
Farako	id=g:6909684
Bélada	id=g:6909685
Korogoni	id=g:6909686
Molado	id=g:6909687
Tyéléména	id=g:6909688
Ntomo	id=g:6909689
Jâla-Amar	id=g:6909690
Alaforo	id=g:6909691
Râs el Fil	id=g:6909692
Kolonkoloni	id=g:6909693
Filakoloni	id=g:6909694
Koromanbougou	id=g:6909695
Filadyombougou	id=g:6909696
Balasambouloukoura	id=g:6909697
Dyényéni Kmba	id=g:6909698
Farako	id=g:6909699
Farako	id=g:6909700
Balikoro	id=g:6909701
Kouloufina	id=g:6909702
Koulouba	id=g:6909703
Misi Dayoro	id=g:6909704
Oyokolo	id=g:6909705
Éli Dyoula	id=g:6909706
Séréa	id=g:6909707
Zirokorodyalani	id=g:6909708
Masabougou	id=g:6909709
Gonikoro	id=g:6909710
Tyongoro	id=g:6909711
Koumantigué	id=g:6909712
Kogué	id=g:6909713
Dingué	id=g:6909714
Tchègué	id=g:6909715
Guélédo	id=g:6909716
Niamassana	id=g:6910124
Nzana	id=g:6910125
Ndzilakouo	id=g:6910126
Koba	id=g:6910127
Bankoko	id=g:6910128
Gouankélé	id=g:6910129
Diokéla	id=g:6910130
Blé	id=g:6910131
Syobougou	id=g:6910132
Sorondoni	id=g:6910133
Solé	id=g:6910134
Niamala	id=g:6910135
Zana	id=g:6910136
Ngola	id=g:6910137
Sokéla	id=g:6910138
Ouénia	id=g:6910139
Sokourala	id=g:6910140
Koléni	id=g:6910141
Diobo	id=g:6910142
Kouma	id=g:6910143
Sédougou Ntjila	id=g:6910144
Kotoula	id=g:6910145
Diéribougou	id=g:6910146
Dialakoroba	id=g:6910147
Diomana	id=g:6910148
Ntomina	id=g:6910149
Koloni	id=g:6910150
Boundioba	id=g:6910151
Yanfola	id=g:6910152
Kassouna	id=g:6910153
Diotégué	id=g:6910154
Banko	id=g:6910155
Banandio	id=g:6910156
Tyindio	id=g:6910157
Dialakoro	id=g:6910158
Mansara	id=g:6910159
Sounsounkoro	id=g:6910160
Komorola	id=g:6910161
Zanbougou	id=g:6910162
Oualassébougou	id=g:6910163
Morila	id=g:6910164
Moussasso	id=g:6910165
Toulomiala	id=g:6910166
Boufala	id=g:6910167
Ména	id=g:6910168
Kokouna	id=g:6910169
Famorila	id=g:6910170
Fouroukorola	id=g:6910171
Kologo	id=g:6910172
Tiénaga	id=g:6910173
Donfanani	id=g:6910174
Tékéré	id=g:6910175
Koumabougou	id=g:6910176
Tiontala	id=g:6910177
Doubalakoura	id=g:6910178
Bougoula	id=g:6910179
Bamanana	id=g:6910180
Lanfiala	id=g:6910181
Klémina	id=g:6910182
Diadio	id=g:6910183
Fantola	id=g:6910184
Gouinguila	id=g:6910185
Montola	id=g:6910186
Silamana	id=g:6910187
Koroféréla	id=g:6910188
Tionta	id=g:6910189
Gontola	id=g:6910190
Timfouga	id=g:6910191
Massako	id=g:6910192
Tébézana	id=g:6910193
Tébézana	id=g:6910194
Zanfina	id=g:6910195
Diarala	id=g:6910196
Mparako	id=g:6910197
Mpiébougoula	id=g:6910198
Siondougou	id=g:6910199
Koué	id=g:6910200
Déniékoro	id=g:6910201
Biba	id=g:6910202
Tabakoro	id=g:6910203
Kantéla	id=g:6910204
Sassouma	id=g:6910205
Kéninkéla	id=g:6910206
Ménié	id=g:6910207
Mangana	id=g:6910208
Syola	id=g:6910209
Kéniéréla	id=g:6910210
Koba	id=g:6910211
Diédoula	id=g:6910212
Béréla	id=g:6910213
Dialakoroba	id=g:6910214
Djissan	id=g:6910215
Kara	id=g:6910216
Néguémala	id=g:6910217
Falani	id=g:6910218
Bénogobougou	id=g:6910219
Sirakoro	id=g:6910220
Samako	id=g:6910221
Zorona	id=g:6910222
Gouantiédougou	id=g:6910223
Gouassa	id=g:6910224
Niamakoro	id=g:6910225
Kouantou	id=g:6910226
Faniobougou	id=g:6910227
Zana	id=g:6910228
Nanpéréjédougou	id=g:6910229
Koba	id=g:6910230
Sanbako	id=g:6910231
Diéki	id=g:6910232
Fougani	id=g:6910233
Dionsala	id=g:6910234
Molotiorola	id=g:6910235
Guélébougoula	id=g:6910236
Sanankoro	id=g:6910237
Ourounia	id=g:6910238
Korossina	id=g:6910239
Nianzila	id=g:6910240
Kinia	id=g:6910241
Farako	id=g:6910242
Sirakoro	id=g:6910243
Fouga	id=g:6910244
Farako	id=g:6910245
Titiéna	id=g:6910246
Syokoro	id=g:6910247
Bénogobougou	id=g:6910248
Kélébougou	id=g:6910249
Sokolondié	id=g:6910250
Ntiobougou	id=g:6910251
Sérémé	id=g:6910252
Kangala	id=g:6910253
Koka	id=g:6910254
Ntendioulo	id=g:6910255
Diénékaba	id=g:6910256
Maguiné	id=g:6910257
Kaba	id=g:6910258
Kémogola	id=g:6910259
Kongoli	id=g:6910260
Koulou	id=g:6910261
Kongola	id=g:6910262
Tiorona	id=g:6910263
Taman	id=g:6910264
Bougoula	id=g:6910265
Mononoman	id=g:6910266
Syokoro	id=g:6910267
Sondio	id=g:6910268
Miabougou	id=g:6910269
Dénié	id=g:6910270
Ntyikoumala	id=g:6910271
Sibirila	id=g:6910272
Guélébougoulo	id=g:6910273
Ouékorobougou	id=g:6910274
Pénabougou	id=g:6910275
Ntyibala	id=g:6910276
Mamouroubougou	id=g:6910277
Miabougou	id=g:6910278
Dougourila	id=g:6910279
Diourola	id=g:6910280
Kongolikoro	id=g:6910281
Diodia	id=g:6910282
Sounoumba	id=g:6910283
Fatinbougou	id=g:6910284
Kobala	id=g:6910285
Kobalako	id=g:6910286
Kouba	id=g:6910287
Gona	id=g:6910288
Koba	id=g:6910289
Diarokala	id=g:6910290
Kéméni	id=g:6910291
Niamala	id=g:6910292
Koulikoro	id=g:6910293
Niantini	id=g:6910294
Niamakina	id=g:6910295
Fétéla	id=g:6910296
Baladougou	id=g:6910297
Koundjila	id=g:6910298
Ména	id=g:6910299
Ntiola	id=g:6910300
Méguéla	id=g:6910301
Mpéguélakoro	id=g:6910302
Diassa	id=g:6910303
Mompiéla	id=g:6910304
Ouotobola	id=g:6910305
Fatambougou	id=g:6910306
Ouaténébougou	id=g:6910307
Tiolokola	id=g:6910308
Tondjila	id=g:6910309
Tamadéna	id=g:6910310
Biramabougou	id=g:6910311
Nimoula	id=g:6910312
Mpétéla	id=g:6910313
Diamouna	id=g:6910314
Konga	id=g:6910315
Nakouna	id=g:6910316
Kéfala	id=g:6910317
Farakouna	id=g:6910318
Sanankoro	id=g:6910319
Ngoloforona	id=g:6910320
Kobéna	id=g:6910321
Tabakoro	id=g:6910322
Ngoulouma	id=g:6910323
Ntiéguéla	id=g:6910324
Mani	id=g:6910325
Koronko	id=g:6910326
Déna	id=g:6910327
Kona	id=g:6910328
Bénéndjila	id=g:6910329
Wolokoro	id=g:6910330
Yokola	id=g:6910331
Farako	id=g:6910332
Yankasso	id=g:6910333
Diassa	id=g:6910334
Banzankoro	id=g:6910335
Zankorobougou	id=g:6910336
Nankola	id=g:6910337
Kanzo	id=g:6910338
Timpolo	id=g:6910339
Kourouma	id=g:6910340
Makonobougou	id=g:6910341
Ntyoasso	id=g:6910342
Sirakoroni	id=g:6910343
Diéssoni	id=g:6910344
Niénié	id=g:6910345
Fonsébougou	id=g:6910346
Fonsébougou	id=g:6910347
Tankabougou	id=g:6910348
Séna	id=g:6910349
Nantéguébougou	id=g:6910350
Fara	id=g:6910351
Faboulabougou	id=g:6910352
Banzana	id=g:6910353
Koutiénébougou	id=g:6910354
Kalifabougou	id=g:6910355
Ouotobala	id=g:6910356
Tononkalakoro	id=g:6910357
Gla	id=g:6910358
Bankorobougou	id=g:6910359
Vinga	id=g:6910360
Nérébougou	id=g:6910361
Fatimabougou	id=g:6910362
Kolontabalé	id=g:6910363
Ténina	id=g:6910364
Santiguila	id=g:6910365
Zibangolola	id=g:6910366
Débéntoula	id=g:6910367
Tiékorobougou	id=g:6910368
Tiérouala	id=g:6910369
Ngolopérébougou	id=g:6910370
Zannana	id=g:6910371
Niangolobougou	id=g:6910372
Montonbougou	id=g:6910373
Fanianga	id=g:6910374
Nyintéan	id=g:6910375
Diassa	id=g:6910376
Yantiorobougou	id=g:6910377
Ngolokonasso	id=g:6910378
Guétéla	id=g:6910379
Zangasso	id=g:6910380
Gonzanadougou	id=g:6910381
Farakala	id=g:6910382
Leva	id=g:6910383
Koba	id=g:6910384
Datékmaro	id=g:6910385
Souribougou	id=g:6910386
Ngonyi	id=g:6910418
Zokofina Ouèrèba	id=g:6910419
Diakobougou	id=g:6910420
Moussokorobougou	id=g:6910421
Marabougou	id=g:6910422
Kounè	id=g:6910423
Dougadougou	id=g:6910424
Nioroko Ouèrè	id=g:6910425
Soro Ouèrè	id=g:6910426
Sirakoro	id=g:6910427
Binana Ouèrèba	id=g:6910428
Bougounina	id=g:6910429
Ségoukabougoufié	id=g:6910430
Nakola	id=g:6910431
Sékoukabougoufié	id=g:6910432
Usine Compagnie Malienne Des Textiles	id=g:6910433
Balé	id=g:6910434
Canal du Massina	id=g:6910435
Canal De Dioro	id=g:6910436
Canal Coste-Ongoïba	id=g:6910437
Niagolola	id=g:6910438
Babougou	id=g:6910439
Yèkè	id=g:6910440
Gouéni	id=g:6910441
Fassombougou	id=g:6910442
Kaka	id=g:6910443
Dougabo	id=g:6910444
Siradiankoro	id=g:6910445
Maniana	id=g:6910446
Dangalambougou	id=g:6910447
Kobala	id=g:6910448
Nassambougou	id=g:6910449
Ngabakoro	id=g:6910450
Moribougou	id=g:6910451
Kongobougou	id=g:6910452
Salaba Ouèrè	id=g:6910453
Ntobougou	id=g:6910454
Dénimba	id=g:6910455
Ndiéla	id=g:6910456
Ndjirabougou	id=g:6910457
Nèma	id=g:6910458
Silé	id=g:6910459
Foni	id=g:6910460
Bama Ouèrè	id=g:6910461
Bakari Ouèrè	id=g:6910462
Ngabakoro	id=g:6910463
Mbrabèla-Camp	id=g:6910464
Bébé Ouèrè	id=g:6910465
Zèrèkoro	id=g:6910466
Mbrabèla	id=g:6910467
Karimou Ouèrè	id=g:6910468
Moni	id=g:6910469
Soualani	id=g:6910470
Choubougou	id=g:6910471
Kango	id=g:6910472
Zambougou	id=g:6910473
Yaya Ouèrè	id=g:6910474
Mentogola	id=g:6910475
Mbalibougou	id=g:6910476
Nfabougou	id=g:6910477
Somana	id=g:6910478
Zanfina	id=g:6910479
Ntomikorobougou	id=g:6910480
Dougabougou Koroni	id=g:6910481
Bolibana	id=g:6910482
Sanouolola	id=g:6910483
Torola	id=g:6910484
Doléna	id=g:6910485
Gaoussou Ouèrè	id=g:6910486
Sirawoma	id=g:6910487
Finébougou	id=g:6910488
Mamaribougou	id=g:6910489
Diofoulogo	id=g:6910490
Ouèrèla	id=g:6910491
Siradoba	id=g:6910492
Bourama Ouèrè	id=g:6910493
Niadougou	id=g:6910494
Dogoma	id=g:6910495
Mossi Ouèrè	id=g:6910496
Téblé	id=g:6910497
Djidièni	id=g:6910498
Datou Ouèrè	id=g:6910499
Sarakala Tièbèla	id=g:6910500
Fafa Ouèrè	id=g:6910501
Banoukou Ouèrè	id=g:6910502
Banoukou	id=g:6910503
Marka Ouèrè	id=g:6910504
Sièkana	id=g:6910505
Bakoro Ouèrè	id=g:6910506
Souroukoubougou	id=g:6910507
Lamine Ouèrè	id=g:6910508
Nionguébougou	id=g:6910509
Noumoubougou	id=g:6910510
Missiribougou	id=g:6910511
Balé	id=g:6910512
Tèkèna	id=g:6910513
Témou	id=g:6910514
Kolon Koura	id=g:6910515
Sanga	id=g:6910516
Samalé Ouèrè	id=g:6910517
Banimamarila	id=g:6910518
Siriki Ouèrè	id=g:6910519
Faya-Bamanan	id=g:6910520
Faya Ndékékoro	id=g:6910521
Mbana	id=g:6910522
Fakinè	id=g:6910523
Tyèntindi	id=g:6910524
Kirango	id=g:6910525
Sarakala	id=g:6910526
Baka Ouèrè	id=g:6910527
Diamarabougou	id=g:6910528
Tiyèn	id=g:6910529
Tiyo	id=g:6910530
Tlabougou	id=g:6910531
Bèrèdola	id=g:6910532
Kènè	id=g:6910533
Bambougouninkoro	id=g:6910534
Bambougou Ouèrè	id=g:6910535
Tiongoni	id=g:6910536
Koungobougou	id=g:6910537
Sokolombala	id=g:6910538
Diamouna	id=g:6910539
Kaman Media	id=g:6910540
Kaman	id=g:6910541
Binatomambougou	id=g:6910542
Tiguindola	id=g:6910543
Dougouba	id=g:6910544
Souraka Ouèrè	id=g:6910545
Namblabougou	id=g:6910546
Bafo	id=g:6910547
Maniabougou	id=g:6910548
Solomani Ouèrè	id=g:6910549
Ngassan Ouèrè	id=g:6910550
Ndie Ouèrè	id=g:6910551
Pendia	id=g:6910552
Fakola	id=g:6910553
Massina Ouèrè	id=g:6910554
Ngounando Ouèrè	id=g:6910555
Tombala	id=g:6910556
Kéfabougou	id=g:6910557
Kélé	id=g:6910558
Bèlèkoun	id=g:6910559
Kouroukouna	id=g:6910560
Fobougou	id=g:6910561
Dialakélé	id=g:6910562
Sirifi Ouèrè	id=g:6910563
Bèyèmbougou	id=g:6910564
Tioba	id=g:6910565
Siranikourou	id=g:6910566
Tékélé	id=g:6910567
Niamakoro	id=g:6910568
Zambougou	id=g:6910569
Zozo	id=g:6910570
Nienkèdola	id=g:6910571
Torokiana	id=g:6910572
Kokolo	id=g:6910573
Niokalabougou	id=g:6910574
Sokoba	id=g:6910575
Ndonfing	id=g:6910576
Ndonla	id=g:6910577
Famanandola	id=g:6910578
Kolombala-Peul	id=g:6910579
Tiébougou	id=g:6910580
Diamabougou	id=g:6910581
Diarako	id=g:6910582
Kodiani Malébougou	id=g:6910583
Bakaribougou	id=g:6910584
Fantambougou-Bambara	id=g:6910585
Siradoba	id=g:6910586
Banzanikélé	id=g:6910587
Massabougou	id=g:6910588
Ngounakoro	id=g:6910589
Kandola	id=g:6910590
Mossirèla	id=g:6910592
Kokolo	id=g:6910594
Tounkan	id=g:6910596
Ndiéla	id=g:6910598
Dènèbougou	id=g:6910600
Baniè	id=g:6910602
Bokon	id=g:6910604
Mamana	id=g:6910606
Séguéla	id=g:6910607
Ndjidabougou Ouèrè	id=g:6910608
Kabalambougou Ouèrè	id=g:6910609
Kabalambougou	id=g:6910610
Ouéndéguébougou	id=g:6910611
Koronindo	id=g:6910612
Siakabougou	id=g:6910613
Kambabakabougou	id=g:6910614
Sondobougou	id=g:6910615
Sié	id=g:6910616
Solobougou	id=g:6910617
Solobougou Koulou	id=g:6910618
Handiyari	id=g:6910619
Bougoudian	id=g:6910620
Nianzana	id=g:6910621
Sirifila	id=g:6910622
Boyakibougou	id=g:6910623
Diako	id=g:6910624
Chodo	id=g:6910625
Pitiola	id=g:6910626
Bèya	id=g:6910627
Kinta-Bamana	id=g:6910628
Yéguérébougou	id=g:6910629
Sèguèbaouli	id=g:6910630
Boubouka Ouèrè	id=g:6910631
Bakébougou	id=g:6910632
Koungotienkoulou	id=g:6910633
Mérédingué	id=g:6910634
Wourou	id=g:6910635
Diabougou	id=g:6910636
Ouondo	id=g:6910637
Sinikoro	id=g:6910638
Kara	id=g:6910639
Dienkoro	id=g:6910640
Djigani-Mango	id=g:6910641
Djigani Ouèrè	id=g:6910642
Soungoun Ouèrè	id=g:6910643
Tikaouolo	id=g:6910644
Tékébé	id=g:6910645
Faradla	id=g:6910646
Sougouléni	id=g:6910647
Tafalan Ouèrè	id=g:6910648
Tiènabougou	id=g:6910649
Bougouni	id=g:6910650
Bayibougou	id=g:6910651
Siribala	id=g:6910652
Tiènabougou Ouèrè	id=g:6910653
Djidian	id=g:6910654
Kokribougou	id=g:6910655
Fambougou	id=g:6910656
Bougouba	id=g:6910657
Djikoungo	id=g:6910658
Famana	id=g:6910659
Kalangabougou	id=g:6910660
Polodji	id=g:6910661
Djikouna	id=g:6910662
Koyan	id=g:6910663
Dionzan	id=g:6910664
Fougan	id=g:6910665
Koni Ouèrè	id=g:6910666
Dèninkoura	id=g:6910667
Badiguèbougou	id=g:6910668
Térimabougou-Peul	id=g:6910669
Babérébougou	id=g:6910670
Tomba	id=g:6910671
Lèmbè	id=g:6910672
Sagani	id=g:6910673
Bougou Koura	id=g:6910674
Diaba	id=g:6910675
Hamdallaϊ	id=g:6910676
Sagni Ouèrè	id=g:6910677
Dongo-Bambara	id=g:6910678
Bafaro Dangan	id=g:6910679
Yakouba Ouèrè	id=g:6910680
Boundo Somono	id=g:6910681
Badjini Ouèrè	id=g:6910682
Ouolokoro	id=g:6910683
Fassongo	id=g:6910684
Fassongo Ouèrè	id=g:6910685
Balado	id=g:6910686
Koulenzé	id=g:6910687
Koumènaka	id=g:6910688
Kodala Ouèrè	id=g:6910689
Somon Ouèrè II	id=g:6910690
Sokoungo	id=g:6910691
Somon	id=g:6910692
Kabaka Ouèrè	id=g:6910693
