Moami	id=g:2357950
Kaboutola	id=g:2359931
Kabouti	id=g:2359932
Kabourou	id=g:2359933
Kaboulé	id=g:2359934
Kaboulé	id=g:2359935
Kabouda	id=g:2359936
Kaboré	id=g:2359937
Kabora	id=g:2359938
Kabolo	id=g:2359939
Kabolé	id=g:2359940
Kabo	id=g:2359941
Kabo	id=g:2359942
Kabinou	id=g:2359943
Kabéra	id=g:2359945
Kabera	id=g:2359946
Kabéba	id=g:2359947
Kabarvaro	id=g:2359948
Kabaro	id=g:2359949
Kabarikaha	id=g:2359950
Kabaralé	id=g:2359951
Kobao	id=g:2359952
Kabala	id=g:2359953
Kabala	id=g:2359954
Kaba	id=g:2359955
Kaabougou	id=g:2359956
Jourès Ouidi	id=g:2359957
Jitoera	id=g:2359958
Izir	id=g:2359959
Izir	id=g:2359960
Iwara	id=g:2359961
Iwanan	id=g:2359962
Itian	id=g:2359963
Itènga	id=g:2359964
Itaoua	id=g:2359965
Itao	id=g:2359966
Issigui	id=g:2359967
Issaogo	id=g:2359968
Issaô	id=g:2359969
Yissouken	id=g:2359970
Yissouka	id=g:2359971
Irkoy Faba	id=g:2359972
Irkou	id=g:2359973
Iripo	id=g:2359974
Iripé	id=g:2359975
Irino	id=g:2359976
Irino	id=g:2359977
Irikourounko	id=g:2359979
Iridiaka	id=g:2359980
Iria	id=g:2359981
Irga	id=g:2359982
Irédié	id=g:2359983
Ira	id=g:2359984
Ipo	id=g:2359985
Ipiel	id=g:2359986
Ipiel	id=g:2359987
Ipèndo	id=g:2359988
Ipelsé	id=g:2359989
Ipéli	id=g:2359990
Ipélé	id=g:2359991
Ipélé	id=g:2359992
Ipala Wobsen	id=g:2359993
Ipala	id=g:2359994
Ipala	id=g:2359995
Ipala	id=g:2359996
Ipala	id=g:2359997
Ipala	id=g:2359998
Ipala	id=g:2359999
Ipala	id=g:2360000
Ipala	id=g:2360001
Ipala	id=g:2360002
Ipala	id=g:2360003
Ipala	id=g:2360004
Ipala	id=g:2360005
Ipal	id=g:2360006
Intoumpira	id=g:2360007
Intoulé	id=g:2360008
Intilé	id=g:2360009
Intiédougou	id=g:2360010
Intaya	id=g:2360011
Intara	id=g:2360012
I-n-Tara	id=g:2360013
I-n-Tangoum	id=g:2360014
I-n-Soas	id=g:2360015
Inpéréga	id=g:2360016
I-n-Karana	id=g:2360017
Inisza	id=g:2360018
I-n-Guitan	id=g:2360019
Inguilbo	id=g:2360020
Inguépé	id=g:2360021
Ingaré	id=g:2360022
Ingané	id=g:2360023
Inga	id=g:2360024
I-n-Fagagane	id=g:2360025
Indibi	id=g:2360026
Indangara	id=g:2360027
Indahou Fouanou	id=g:2360028
Imyiré	id=g:2360029
Imsélé	id=g:2360030
Imkouka	id=g:2360031
Imiougou	id=g:2360032
Yimyougou	id=g:2360033
Imiga	id=g:2360034
Imfai	id=g:2360035
Imégou	id=g:2360036
Imatoro	id=g:2360037
Imassolo	id=g:2360038
Imassoko	id=g:2360039
Imassogo	id=g:2360040
Imaré	id=g:2360041
Imanndé	id=g:2360042
Ilyala	id=g:2360043
Illiyala	id=g:2360044
Illigué	id=g:2360045
Illigué	id=g:2360046
Illa	id=g:2360047
Iliwoaténa	id=g:2360048
Ilémaka	id=g:2360049
Iléala	id=g:2360050
Llaga	id=g:2360051
Ikyèmden	id=g:2360052
Ikouten	id=g:2360053
Igouri	id=g:2360054
Igondara	id=g:2360055
Ifoukar	id=g:2360056
Ifidi	id=g:2360057
Idiandiari	id=g:2360058
Idiou	id=g:2360059
Ibouréni	id=g:2360060
Ibounini	id=g:2360061
Ibonboué	id=g:2360062
Ibo Koungui	id=g:2360063
Ibogo	id=g:2360064
Ibobo	id=g:2360065
Ibi-Palga	id=g:2360066
Ibi Koudré	id=g:2360067
Ibéré	id=g:2360068
Ibélé	id=g:2360069
Ibangoto	id=g:2360070
Ibal	id=g:2360071
Housi	id=g:2360072
Houndé	id=g:2360073
Houl	id=g:2360074
Province du Houet	id=g:2360075
Houbé	id=g:2360076
Houbandé	id=g:2360077
Horé	id=g:2360078
Honda	id=g:2360079
Homo	id=g:2360080
Hoko	id=g:2360081
Hokélirou	id=g:2360082
Hogo	id=g:2360083
Hitté	id=g:2360084
Mare aux Hippopotames	id=g:2360085
Hinn	id=g:2360086
Higa	id=g:2360087
Hériba	id=g:2360088
Hemkoa	id=g:2360089
Hello Bondou	id=g:2360090
Hello Bokona	id=g:2360091
Hello	id=g:2360092
Hella	id=g:2360093
Hèlga	id=g:2360094
Hélé	id=g:2360095
Héla	id=g:2360096
Hasbialahou	id=g:2360097
Hargadangou	id=g:2360098
Hantoukoura	id=g:2360099
Hanhoui	id=g:2360100
Hamélé	id=g:2360101
Haloko	id=g:2360102
Halgué	id=g:2360103
Haho	id=g:2360104
Haho	id=g:2360105
Hagado	id=g:2360106
Habri	id=g:2360107
Habé	id=g:2360108
Haba	id=g:2360109
Haba	id=g:2360110
Haba	id=g:2360111
Gyinouama	id=g:2360112
Gyido	id=g:2360113
Gyéren	id=g:2360114
Guiéfourgou	id=g:2360115
Gyé	id=g:2360116
Gwapéga	id=g:2360117
Gwanga	id=g:2360118
Gwanda	id=g:2360119
Gwahala	id=g:2360120
Gwabaga	id=g:2360121
Guitti	id=g:2360122
Guitanga	id=g:2360123
Guestoguen	id=g:2360124
Guissikoro	id=g:2360125
Guissangou	id=g:2360126
Guisendyori	id=g:2360127
Guiri Guiri	id=g:2360128
Guirgo	id=g:2360129
Guirgo	id=g:2360130
Guirgo	id=g:2360131
Guirga	id=g:2360132
Guira	id=g:2360133
Guipo	id=g:2360134
Guipa	id=g:2360135
Guinnsi	id=g:2360136
Guininguédougou	id=g:2360137
Guinguini	id=g:2360138
Guiné	id=g:2360139
Guinda	id=g:2360140
Guinboro	id=g:2360141
Guinaola	id=g:2360142
Guilonguen	id=g:2360143
Guilongou	id=g:2360144
Guilma	id=g:2360145
Guilé	id=g:2360146
Guilay	id=g:2360147
Guilaniora	id=g:2360148
Guilanio	id=g:2360149
Guilakoro Tiopanao	id=g:2360150
Guilakora	id=g:2360151
Guila	id=g:2360152
Guila	id=g:2360153
Guikpéré	id=g:2360154
Guihiré	id=g:2360155
Guigui	id=g:2360156
Guiernogo	id=g:2360157
Guiéré	id=g:2360158
Guien	id=g:2360159
Guiéléba	id=g:2360160
Guiékéma	id=g:2360161
Guiéboro	id=g:2360162
Guidritenga	id=g:2360163
Guidoy	id=g:2360164
Guiddéré	id=g:2360165
Guiddé	id=g:2360166
Guibou	id=g:2360167
Guiboanndi	id=g:2360168
Guibga	id=g:2360169
Guibé	id=g:2360170
Guibaré	id=g:2360171
Guiaro	id=g:2360172
Guiao	id=g:2360173
Gui	id=g:2360174
Gui	id=g:2360175
Guéyri	id=g:2360176
Guèygou	id=g:2360177
Guesséré	id=g:2360178
Guéssélakobo	id=g:2360179
Guèssèdannyè	id=g:2360180
Guèssèdangué	id=g:2360181
Guessa	id=g:2360182
Guérina	id=g:2360183
Guéré	id=g:2360184
Guénié	id=g:2360185
Guénéména	id=g:2360186
Guèndé	id=g:2360187
Guénako	id=g:2360188
Guéna	id=g:2360189
Guèmni Ouro Nama	id=g:2360190
Guélou	id=g:2360191
Guéléoungo	id=g:2360192
Guélan	id=g:2360193
Guékouna	id=g:2360194
Guéhébra	id=g:2360195
Guéguéré	id=g:2360196
Guédou	id=g:2360197
Guébi	id=g:2360198
Grina	id=g:2360200
Halte du Grand Balé	id=g:2360201
Gowin	id=g:2360202
Gowin	id=g:2360203
Gouym	id=g:2360204
Goutouré Irbidi	id=g:2360205
Goutouré	id=g:2360206
Goutoulé	id=g:2360207
Goutaro	id=g:2360208
Goussirite	id=g:2360209
Gousi	id=g:2360210
Gousey Laba	id=g:2360211
Goursi	id=g:2360212
Gouroungo	id=g:2360213
Gourouma	id=g:2360214
Gourouga	id=g:2360215
Gourou	id=g:2360216
Gouropila	id=g:2360217
Gourongo	id=g:2360218
Gouromo	id=g:2360219
Gournyel	id=g:2360220
Gourmassa	id=g:2360221
Gourman	id=g:2360222
Province du Gourma	id=g:2360223
Gourma	id=g:2360224
Gourma	id=g:2360225
Gourlè	id=g:2360226
Gourkyana	id=g:2360227
Gouria	id=g:2360228
Gouri	id=g:2360229
Gouri	id=g:2360230
Gouri	id=g:2360231
Gourgou	id=g:2360232
Gourga	id=g:2360233
Gourésen	id=g:2360234
Gouren	id=g:2360235
Gourèl Manma	id=g:2360236
Gouréba	id=g:2360237
Gourcy	id=g:2360238
Gourbiri	id=g:2360239
Gourbaré	id=g:2360240
Gouraogo	id=g:2360241
Gourango	id=g:2360242
Gouran	id=g:2360243
Goura	id=g:2360244
Goupana	id=g:2360245
Gounyin	id=g:2360246
Gountouwala	id=g:2360247
Gountourou Malfa	id=g:2360248
Gountouré Niénié	id=g:2360249
Gountouré Kiri	id=g:2360250
Gountouré	id=g:2360251
Gountoudié	id=g:2360252
Gounndi	id=g:2360253
Goungué Yolgo	id=g:2360254
Gounguèn	id=g:2360255
Gounguen	id=g:2360256
Goungré Tanga	id=g:2360257
Goungou	id=g:2360258
Goungnen	id=g:2360259
Goungla	id=g:2360260
Goungé	id=g:2360261
Gounga	id=g:2360262
Gounga	id=g:2360263
Goundré	id=g:2360264
Goundoukay	id=g:2360265
Goundou	id=g:2360266
Goundi	id=g:2360267
Gounda	id=g:2360268
Gounda	id=g:2360269
Goun	id=g:2360270
Goumtoaga	id=g:2360271
Goumsa	id=g:2360272
Goumparé	id=g:2360273
Goumou	id=g:2360274
Goumogo	id=g:2360275
Goumodyo	id=g:2360276
Goummsé	id=g:2360277
Goumissi	id=g:2360278
Goumisi	id=g:2360279
Goumi	id=g:2360280
Goumé	id=g:2360281
Goumbio	id=g:2360282
Goumataka	id=g:2360283
Goumalél	id=g:2360284
Gouma	id=g:2360285
Goulouré	id=g:2360286
Gouloumtouba	id=g:2360287
Gouloumbassa	id=g:2360288
Goulouguen	id=g:2360289
Goulouga	id=g:2360290
Gouloubala	id=g:2360291
Goulouba	id=g:2360292
Goulogo	id=g:2360293
Goulo	id=g:2360294
Goulivodé	id=g:2360295
Gouli Godiaré	id=g:2360296
Gouli	id=g:2360297
Gouli	id=g:2360298
Gouli	id=g:2360299
Goulé	id=g:2360300
Goulana	id=g:2360301
Goula	id=g:2360302
Goula	id=g:2360303
Gouingo	id=g:2360304
Gonhiré	id=g:2360305
Gouindougouni	id=g:2360306
Gouindougouba	id=g:2360307
Gouilibila	id=g:2360308
Gougué	id=g:2360309
Gougou	id=g:2360310
Gougogo	id=g:2360311
Gouéra	id=g:2360312
Gouéra	id=g:2360313
Gouèngo	id=g:2360314
Gouèngo	id=g:2360315
Gouéli	id=g:2360316
Goué	id=g:2360317
Goudri	id=g:2360318
Goudri	id=g:2360319
Goudren	id=g:2360320
Goudren	id=g:2360321
Goudren	id=g:2360322
Goudré	id=g:2360323
Goudré	id=g:2360324
Goudré	id=g:2360325
Goudou	id=g:2360326
Goudogo	id=g:2360327
Goudlé	id=g:2360328
Goudébo	id=g:2360329
Goudda	id=g:2360330
Gouda	id=g:2360331
Goubré	id=g:2360332
Goubla	id=g:2360333
Goubi	id=g:2360334
Gouaya	id=g:2360335
Gouatéré	id=g:2360336
Gouatenga	id=g:2360337
Gouassa	id=g:2360338
Gouasa	id=g:2360339
Gouari	id=g:2360340
Gouaréen	id=g:2360341
Gouara	id=g:2360342
Gouansé	id=g:2360343
Gouankadéné	id=g:2360344
Gouanba	id=g:2360345
Goualé	id=g:2360346
Gouala	id=g:2360347
Gouaèna	id=g:2360348
Gotogou	id=g:2360349
Gosson	id=g:2360350
Gossina	id=g:2360351
Gossiamandara	id=g:2360352
Gossèy	id=g:2360353
Gossèy	id=g:2360354
Gossèy	id=g:2360355
Gorwol Daké	id=g:2360356
Gorpouli	id=g:2360357
Gorpérégora	id=g:2360358
Gorpéné	id=g:2360359
Goroy	id=g:2360360
Gorouré	id=g:2360361
Gorouolkolé	id=g:2360362
Gorouolkadyé	id=g:2360363
Gorougbé	id=g:2360365
Gorouél	id=g:2360366
Goroué	id=g:2360367
Goroua	id=g:2360368
Gorongo	id=g:2360369
Goronbouli	id=g:2360370
Goron	id=g:2360371
Gorom-Gorom	id=g:2360372
Gorombouli	id=g:2360373
Gorol Gouldi	id=g:2360374
Gorol Bourlé	id=g:2360375
Gorol Addo	id=g:2360376
Goro	id=g:2360377
Gorki	id=g:2360378
Gorikoga	id=g:2360379
Gori	id=g:2360380
Gorguèl	id=g:2360381
Gorgoloro	id=g:2360382
Gorgo	id=g:2360383
Gorgane	id=g:2360384
Gorgadji	id=g:2360385
Goren	id=g:2360386
Goren	id=g:2360387
Gorèl	id=g:2360388
Gorasola	id=g:2360389
Goragi	id=g:2360390
Gora Gane	id=g:2360391
Gora	id=g:2360392
Gopi	id=g:2360393
Gontouhoré	id=g:2360394
Gonsin	id=g:2360395
Gonsen	id=g:2360396
Gonsen	id=g:2360397
Gonsen	id=g:2360398
Gonsen	id=g:2360399
Gonsen	id=g:2360400
Gonsen	id=g:2360401
Forêt Classée de Gonsé	id=g:2360402
Gonsé	id=g:2360403
Gonsé	id=g:2360404
Gonsé	id=g:2360405
Gonsé	id=g:2360406
Gonponsago	id=g:2360407
Gonon	id=g:2360408
Gonon	id=g:2360409
Gonken	id=g:2360410
Gonion Bouli	id=g:2360411
Gonion	id=g:2360412
Goni	id=g:2360413
Gongoya	id=g:2360414
Gongouré	id=g:2360415
Gongorona	id=g:2360416
Gongorgol	id=g:2360417
Gongonkou	id=g:2360418
Gongonka	id=g:2360419
Gongongou	id=g:2360420
Gongonbiro	id=g:2360421
Gongonbili	id=g:2360422
Gongon	id=g:2360423
Gongon	id=g:2360424
Gongon	id=g:2360425
Gongho	id=g:2360426
Gondyori	id=g:2360427
Gondologo	id=g:2360428
Gondékoubé	id=g:2360429
Gonbré	id=g:2360430
Gonbon	id=g:2360431
Gonboko	id=g:2360432
Gon	id=g:2360433
Gon	id=g:2360434
Gomwadini	id=g:2360435
Gomtenga	id=g:2360436
Gomtenga	id=g:2360437
Gompèlgo	id=g:2360438
Gomnigoubé	id=g:2360439
Gomnaoré	id=g:2360440
Gomponsom	id=g:2360441
Gombo	id=g:2360442
Gomé	id=g:2360443
Gomdiri	id=g:2360444
Gomdé	id=g:2360445
Gomboro	id=g:2360446
Gombélédougou	id=g:2360447
Golo	id=g:2360448
Golmidou	id=g:2360449
Golgountou	id=g:2360450
Goré	id=g:2360451
Goko	id=g:2360452
Goini Tonbo	id=g:2360453
Goini	id=g:2360454
Goin	id=g:2360455
Goïalé	id=g:2360456
Gohipoua	id=g:2360457
Gogwin	id=g:2360458
Gogwin	id=g:2360459
Gogwin	id=g:2360460
Goguin	id=g:2360461
Goguin	id=g:2360462
Goguen	id=g:2360463
Gogozougou	id=g:2360464
Gogonapou	id=g:2360465
Gogo	id=g:2360466
Gogo	id=g:2360467
Gogo	id=g:2360468
Gogo	id=g:2360469
Goguen	id=g:2360470
Gogo	id=g:2360471
Goguen	id=g:2360472
Gogen	id=g:2360473
Gogen	id=g:2360474
Goguen	id=g:2360475
Goguen	id=g:2360476
Gounguen	id=g:2360477
Goersa	id=g:2360478
Gouiré	id=g:2360479
Goen	id=g:2360480
Godyr	id=g:2360481
Godyiri	id=g:2360482
Godou	id=g:2360483
Godou	id=g:2360484
Godo	id=g:2360485
Godo	id=g:2360486
Godiyr	id=g:2360487
Godin	id=g:2360488
Godin	id=g:2360489
Godin	id=g:2360490
Godin	id=g:2360491
Godié	id=g:2360492
Godi	id=g:2360493
Godé Sarya	id=g:2360494
Goden	id=g:2360495
Goden	id=g:2360496
Goden	id=g:2360497
Goden	id=g:2360498
Goden	id=g:2360499
Goden	id=g:2360500
Godé	id=g:2360501
Godé	id=g:2360502
Godé	id=g:2360503
Godé	id=g:2360504
Gobila	id=g:2360505
Gobila	id=g:2360506
Gobi	id=g:2360507
Goatéré	id=g:2360508
Goargo	id=g:2360509
Goantenga	id=g:2360510
Gonna	id=g:2360511
Goalga	id=g:2360512
Goa	id=g:2360513
Gninga	id=g:2360514
Gnenga	id=g:2360515
Province de la Gnagna	id=g:2360516
Gingou Toungou	id=g:2360517
Giliéni	id=g:2360518
Guienbilé	id=g:2360519
Guidé	id=g:2360520
Guéssèlnay	id=g:2360521
Guérou	id=g:2360522
Gboué Gboué	id=g:2360523
Gbossara	id=g:2360524
Gbossara	id=g:2360525
Gbonha	id=g:2360526
Gbonfiasso	id=g:2360527
Gbonboulo	id=g:2360528
Gboin	id=g:2360529
Gbingué	id=g:2360530
Gbinbéna	id=g:2360531
Gbéindi	id=g:2360532
Gbé	id=g:2360533
Gbassamo	id=g:2360534
Gbara	id=g:2360535
Gbanko	id=g:2360536
Gbangbo	id=g:2360537
Gbalara	id=g:2360538
Gbaba	id=g:2360539
Gazourougou	id=g:2360540
Gayéri	id=g:2360541
Gayarmou	id=g:2360542
Gaya	id=g:2360543
Gawa	id=g:2360544
Gatougou	id=g:2360545
Gatapoula	id=g:2360546
Gatabré	id=g:2360547
Gassougou	id=g:2360548
Gassongo	id=g:2360549
Gassinko	id=g:2360550
Gassiliki	id=g:2360551
Gasséré	id=g:2360552
Gassèl Saiguè	id=g:2360553
Gassèl Nwaradji	id=g:2360554
Gassel Kadié	id=g:2360555
Gassel Bianko	id=g:2360556
Gassel	id=g:2360557
Gassèl	id=g:2360558
Gasségalo	id=g:2360559
Gassan	id=g:2360560
Gaspyéri	id=g:2360561
Gasoum	id=g:2360562
Gaskindé	id=g:2360563
Gaskénidfay	id=g:2360564
Gaské	id=g:2360565
Gaskaé Kodogen	id=g:2360566
Gaskaé	id=g:2360567
Gasgo	id=g:2360568
Gasénay	id=g:2360569
Gaséna	id=g:2360570
Gassél Yéroré	id=g:2360571
Gasèl Tépar	id=g:2360572
Gassél Téfar	id=g:2360573
Gassél Saydou	id=g:2360574
Gasèl Nay	id=g:2360575
Gasèl-Lini	id=g:2360576
Gasel Lidji	id=g:2360577
Gassél Goroudié	id=g:2360578
Gassél Gandé	id=g:2360579
Gasèl Dobé	id=g:2360580
Gassél Diam Diodo	id=g:2360581
Gassél Diabé	id=g:2360582
Gasèl Daré Banguié	id=g:2360583
Gassél Boua	id=g:2360584
Gasèl Boulbi	id=g:2360585
Gassél Bodéo	id=g:2360586
Gassél Bodé	id=g:2360587
Gasel-Bila	id=g:2360588
Gassél Béoudi	id=g:2360589
Gasèl Aliou	id=g:2360590
Gasédonka	id=g:2360591
Gasamdamdé	id=g:2360592
Garouendé	id=g:2360593
Garou	id=g:2360594
Garka	id=g:2360595
Garitenga	id=g:2360596
Gariol	id=g:2360597
Garkéré	id=g:2360598
Garidi	id=g:2360599
Garibonga	id=g:2360600
Gargo	id=g:2360601
Gargo	id=g:2360602
Gargassa	id=g:2360603
Gargandi	id=g:2360604
Gargaboulli	id=g:2360605
Garga	id=g:2360606
Garga	id=g:2360607
Garèmwan	id=g:2360608
Garéba	id=g:2360609
Garbogoum	id=g:2360610
Garatouba	id=g:2360611
Garatou	id=g:2360612
Garansé	id=g:2360613
Garansé	id=g:2360614
Garango	id=g:2360615
Garalié	id=g:2360616
Gapar	id=g:2360617
Gaouda	id=g:2360618
Gaoua	id=g:2360619
Gaoua	id=g:2360620
Gaongo	id=g:2360621
Gaoko	id=g:2360622
Gaoko	id=g:2360623
Gaoko	id=g:2360624
Gaoga	id=g:2360625
Gao	id=g:2360626
Province du Ganzourgou	id=g:2360627
Ganzourgou	id=g:2360628
Ganzogo	id=g:2360629
Ganzi	id=g:2360630
Ganyéla	id=g:2360631
Ganworodo	id=g:2360632
Gantolsougo	id=g:2360633
Ganfodro	id=g:2360634
Gantodoga	id=g:2360635
Ganten	id=g:2360636
Ganta	id=g:2360637
Gankouna	id=g:2360638
Ganpéologo	id=g:2360639
Gampéla	id=g:2360640
Ganoua	id=g:2360641
Ganonguen	id=g:2360642
Gankoula	id=g:2360643
Ganion	id=g:2360644
Ganiangué	id=g:2360645
Gani	id=g:2360646
Gani	id=g:2360647
Ganho	id=g:2360648
Gangen	id=g:2360649
Gangargui Yarsé	id=g:2360650
Gangargui	id=g:2360651
Gangaol	id=g:2360652
Gangankoudyaga	id=g:2360653
Gangani	id=g:2360654
Ganganden	id=g:2360655
Gangana	id=g:2360656
Gangadogo	id=g:2360657
Ganés	id=g:2360658
Gandraogo	id=g:2360659
Gandouré	id=g:2360660
Gandi	id=g:2360661
Gandi	id=g:2360662
Gandèntenga	id=g:2360663
Gandéfabou Kélévélévé	id=g:2360664
Gandéfabou Djelgobé	id=g:2360665
Gandatingo	id=g:2360666
Gandaogo	id=g:2360667
Gandado	id=g:2360668
Ganten	id=g:2360669
Gananédjé	id=g:2360670
Ganagoulo	id=g:2360671
Gana	id=g:2360672
Gan	id=g:2360673
Gamtiki	id=g:2360674
Gam Silmimosé	id=g:2360675
Gamdéni	id=g:2360676
Gambastenga	id=g:2360677
Gamadou	id=g:2360678
Galouenga	id=g:2360679
Galo	id=g:2360680
Galla	id=g:2360681
Galgouli	id=g:2360682
Galéré	id=g:2360683
Galébougou	id=g:2360684
Golonga	id=g:2360685
Gala	id=g:2360686
Gakoula	id=g:2360687
Gakola	id=g:2360688
Gakindé	id=g:2360689
Gakindé	id=g:2360690
Gaïma	id=g:2360691
Gaigou Maoundé	id=g:2360692
Gaigou	id=g:2360693
Gahandou	id=g:2360694
Gagui	id=g:2360695
Gago	id=g:2360696
Garguen	id=g:2360697
Gagara	id=g:2360698
Gafal	id=g:2360699
Gadagorlol	id=g:2360700
Gada	id=g:2360701
Gabwama	id=g:2360702
Gabou Kani	id=g:2360703
Gabouga	id=g:2360704
Gabouga	id=g:2360705
Gabouga	id=g:2360706
Gabouanli	id=g:2360707
Gabou	id=g:2360708
Gabou	id=g:2360709
Gaboandou	id=g:2360710
Gaboandi	id=g:2360711
Gaboandi	id=g:2360712
Gaboandi	id=g:2360713
Gaalbila	id=g:2360714
Ga	id=g:2360715
Fyofonou	id=g:2360716
Fwanmbouani	id=g:2360717
Fwadougou	id=g:2360718
Fovéli	id=g:2360719
Foutrigui	id=g:2360720
Foutouri	id=g:2360721
Foutou Nélou	id=g:2360722
Fouti	id=g:2360723
Kouroumani	id=g:2360724
Fourouma	id=g:2360725
Fourkoussou	id=g:2360726
Fourkoura	id=g:2360727
Fourga	id=g:2360728
Fourfaré Tiaïga	id=g:2360729
Foura	id=g:2360730
Foura	id=g:2360731
Founzan	id=g:2360732
Founfouna	id=g:2360733
Founa	id=g:2360734
Founa	id=g:2360735
Foumassa	id=g:2360736
Fouloumzougou	id=g:2360737
Foulou	id=g:2360738
Foulgou	id=g:2360739
Foulgo Koken	id=g:2360740
Foulgo	id=g:2360741
Foulba	id=g:2360742
Foulasso	id=g:2360743
Foula	id=g:2360744
Fouidéboko	id=g:2360745
Fougara	id=g:2360746
Fougagbé	id=g:2360747
Fouga	id=g:2360748
Foufou	id=g:2360749
Foubourou	id=g:2360750
Fouanmbwanou	id=g:2360751
Fouanmbori	id=g:2360752
Fouanbouandi	id=g:2360753
Fouambara	id=g:2360754
Fouadé	id=g:2360755
Fottigué	id=g:2360756
Fosinfogou	id=g:2360757
Foroba	id=g:2360758
Forgui Bisnogo	id=g:2360759
Forgané	id=g:2360760
Fono	id=g:2360761
Foni	id=g:2360762
Fon	id=g:2360763
Folonzo	id=g:2360764
Foloni	id=g:2360765
Folgou	id=g:2360766
Folgou	id=g:2360767
Fogouldé	id=g:2360768
Fogou	id=g:2360769
Fogga Gounianga	id=g:2360770
Fogara	id=g:2360771
Fofora	id=g:2360772
Fofora	id=g:2360773
Fobolé	id=g:2360774
Fobiri	id=g:2360775
Foadyendyengou	id=g:2360776
Fô	id=g:2360777
Flakélé	id=g:2360778
Fitingué	id=g:2360779
Fitien	id=g:2360780
Fitéo	id=g:2360781
Firka	id=g:2360782
Firguindi	id=g:2360783
Finougou	id=g:2360784
Finng	id=g:2360785
Finima	id=g:2360786
Fini	id=g:2360787
Finguila	id=g:2360788
Finfinra	id=g:2360789
Finégata	id=g:2360790
Fina	id=g:2360791
Fin	id=g:2360792
Filio	id=g:2360793
Filifili	id=g:2360794
Fili	id=g:2360795
Filaworo	id=g:2360796
Filandé	id=g:2360797
Filakui	id=g:2360798
Filakora	id=g:2360799
Fikiéri	id=g:2360800
Figuialaré	id=g:2360801
Fiéro	id=g:2360802
Fien	id=g:2360803
Fié	id=g:2360804
Fido	id=g:2360805
Fètsayguéré	id=g:2360806
Féto Orango	id=g:2360807
Féto Ondé	id=g:2360808
Féto Nouri	id=g:2360809
Féto Noré	id=g:2360810
Féto Nélba	id=g:2360811
Fétombalé	id=g:2360812
Féto Maraboulé	id=g:2360813
Féto Kolé	id=g:2360814
Féto Kobi	id=g:2360815
Féto Garsay	id=g:2360816
Féto Gaobé	id=g:2360817
Féto Barké	id=g:2360818
Fété Poli	id=g:2360819
Féténdanèva	id=g:2360820
Fété Koba	id=g:2360821
Fété Ay	id=g:2360822
Ferka	id=g:2360823
Féririlia	id=g:2360824
Férétaka	id=g:2360825
Férèl	id=g:2360826
Férékoutaka	id=g:2360827
Fénéramé	id=g:2360828
Féléol	id=g:2360829
Félènga	id=g:2360830
Féildégassé	id=g:2360831
Fegué	id=g:2360832
Fazanga Kourouba	id=g:2360833
Fayiri	id=g:2360834
Fayando	id=g:2360835
Fatoma	id=g:2360836
Fatmatenga	id=g:2360837
Fatibanga	id=g:2360838
Fatiana	id=g:2360839
Faten	id=g:2360840
Faro	id=g:2360841
Farkasso	id=g:2360842
Farba	id=g:2360843
Faramoura	id=g:2360844
Faramana	id=g:2360845
Farakui	id=g:2360846
Farakorosso	id=g:2360847
Farakoro	id=g:2360848
Farakordéni	id=g:2360849
Station Agricole du Farakoba	id=g:2360850
Farakoba	id=g:2360851
Faradofasso	id=g:2360852
Farabolo	id=g:2360853
Fara	id=g:2360854
Fara	id=g:2360855
Faoundé	id=g:2360856
Faon	id=g:2360857
Faogodo	id=g:2360858
Fanténéba	id=g:2360859
Fantafâta	id=g:2360860
Fankuy	id=g:2360861
Faniga	id=g:2360862
Faniagara	id=g:2360863
Famtenga	id=g:2360864
Faméla	id=g:2360865
Fanbéréla	id=g:2360866
Fama	id=g:2360867
Falou	id=g:2360868
Faléwé	id=g:2360869
Falagountou	id=g:2360870
Fala	id=g:2360871
Fakouna	id=g:2360872
Fakou	id=g:2360873
Fakara	id=g:2360874
Faka Boulli	id=g:2360875
Faka	id=g:2360876
Fairdi Syénou	id=g:2360877
Faga	id=g:2360878
Fafo	id=g:2360879
Fafati	id=g:2360880
Fadyi	id=g:2360881
Fadona	id=g:2360882
Fadio	id=g:2360883
Fadio	id=g:2360884
Fadeba	id=g:2360885
Fada N’Gourma	id=g:2360886
Etwayou	id=g:2360887
Essakan	id=g:2360888
Essakan	id=g:2360889
Èrza	id=g:2360890
Èrmos	id=g:2360891
Yensé	id=g:2360892
Em Mbang-Em Béro	id=g:2360893
Elinga	id=g:2360894
Eléwar	id=g:2360895
Elémira	id=g:2360896
Éléoui	id=g:2360897
Ekoulkola	id=g:2360898
Ekacham	id=g:2360899
Een	id=g:2360900
Dyowanga	id=g:2360901
Dyoukoura	id=g:2360902
Dyoro	id=g:2360903
Dyongan	id=g:2360904
Dyoko	id=g:2360905
Dyogori	id=g:2360906
Dyogora	id=g:2360907
Dyogodougou	id=g:2360908
Dyiwari	id=g:2360909
Dyéséma	id=g:2360910
Dyéréden	id=g:2360911
Dyéré	id=g:2360912
Dyèpoungo	id=g:2360913
Diépo	id=g:2360914
Dyépièrga	id=g:2360915
Dyendyennima	id=g:2360916
Dyendéré	id=g:2360917
Dyemsongo	id=g:2360918
Dyemba	id=g:2360919
Dyéma	id=g:2360920
Dyelkoto	id=g:2360921
Dyéléko	id=g:2360922
