Pa-ling	id=g:1302301
’Nja Hka	id=g:1304084
’Nja Hka	id=g:1304085
Nizung Htame Wāng	id=g:1304086
Ni Va	id=g:1304087
Niu-wān	id=g:1304088
Niu-pingtzu	id=g:1304089
Nitu	id=g:1304090
Ni-tu	id=g:1304091
Nithuta	id=g:1304092
Nithet	id=g:1304093
Nithè	id=g:1304094
Nam Nit	id=g:1304095
Nisat	id=g:1304096
Nipasegon	id=g:1304097
Nipasedaw	id=g:1304098
Nipadan	id=g:1304099
Ninkamaw Taung	id=g:1304100
Ninhtauk	id=g:1304101
Ningyan	id=g:1304102
Ningya	id=g:1304103
Nin-gun Bum	id=g:1304104
Ning Ting Bum	id=g:1304105
Ningting	id=g:1304106
Ningtap-Chicha	id=g:1304107
Ningtap	id=g:1304108
Ningtangkyun	id=g:1304109
Ningta	id=g:1304110
Ningsunyang	id=g:1304111
Ningsin	id=g:1304112
Ningshawn Pum	id=g:1304113
Ningsa Pum	id=g:1304114
Ningru Ga	id=g:1304115
Ningrinhku	id=g:1304116
Ningrawngkawng	id=g:1304117
Ningrawng Htingnu	id=g:1304118
Ningrawng	id=g:1304119
Ningrawng	id=g:1304120
Ningrawng	id=g:1304121
Ningraw	id=g:1304122
Ningrau Ga	id=g:1304123
Ningrangkawng	id=g:1304124
Ningra	id=g:1304125
Ningpyen	id=g:1304126
Ningpwot	id=g:1304127
Ningpwon	id=g:1304128
Ningpawnkrawn	id=g:1304129
Ningpawn	id=g:1304130
Ningpawn	id=g:1304131
Ningmwi	id=g:1304132
Ningmwe Hka	id=g:1304133
Ningmwe	id=g:1304134
Ningmoi Ga	id=g:1304135
Ningma Hka	id=g:1304136
Ninglum	id=g:1304137
Ninglum	id=g:1304138
Ninglom	id=g:1304139
Ninglep Ga	id=g:1304140
Ninglaw	id=g:1304141
Ninglaw	id=g:1304142
Ninglaw	id=g:1304143
Ninglam	id=g:1304144
Ningkyi	id=g:1304145
Ningkyen Bum	id=g:1304146
Ningjatawng	id=g:1304147
Ninghsan	id=g:1304148
Ninghpawt	id=g:1304149
Ninghku Ga	id=g:1304150
Ningdibum	id=g:1304151
Ningdi Bum	id=g:1304152
Ningdawngyang	id=g:1304153
Ningdaw Hka	id=g:1304154
Ningdaogahtawng	id=g:1304155
Ningchin Hka	id=g:1304156
Ningchangyang	id=g:1304157
Ningchang Hka	id=g:1304158
Ningbyen	id=g:1304159
Ningbyen	id=g:1304160
Ningbau Ga	id=g:1304161
Ning Awng	id=g:1304162
Ningam Sakan	id=g:1304163
Nam Ning	id=g:1304164
Ninepin	id=g:1304165
Nam Nin	id=g:1304166
Nimzawl	id=g:1304167
Loi Nimpon	id=g:1304168
Nam Nim	id=g:1304169
Ni Law	id=g:1304170
Ni Law	id=g:1304171
Nikhu Razi	id=g:1304172
Nikalon	id=g:1304173
Nihglai Pum	id=g:1304174
Nigyaw	id=g:1304175
Nigaik	id=g:1304176
Nibase	id=g:1304177
Nibadaung	id=g:1304178
Niangtang	id=g:1304179
’Niam Ga	id=g:1304180
Mè Ni	id=g:1304181
’Nhtem	id=g:1304182
’Nhtem	id=g:1304183
’Nhpumhhang	id=g:1304184
’Nhpum Ga	id=g:1304185
Nhpum Ga	id=g:1304186
’Nhpum	id=g:1304187
Nhpum	id=g:1304188
Nhpi Ga	id=g:1304189
Nhkyengbum	id=g:1304190
’Nhkyen Bum	id=g:1304191
Nhkut	id=g:1304192
Nhkummata	id=g:1304193
Nhkumkang	id=g:1304194
’Nhkumi Hka	id=g:1304195
Nhkum Ga	id=g:1304196
’Nhkum	id=g:1304197
Nhkum	id=g:1304198
N’hkrut	id=g:1304199
N’hkrut	id=g:1304200
Nhkruhtu Bum	id=g:1304201
Nhkram	id=g:1304202
’Nhkeng Hka	id=g:1304203
’Nhkat Ga	id=g:1304204
’Nhkap	id=g:1304205
’Nhkang Waga	id=g:1304206
’Nhkang Kayang Ga	id=g:1304207
’Nhkang Hka	id=g:1304208
’Nhkang Ga	id=g:1304209
’Nhkang Ga	id=g:1304210
’Nhkal Ga	id=g:1304211
Nhkai Pum	id=g:1304212
’Nhkai Ga	id=g:1304213
Nhkai Ga	id=g:1304214
Nhkai Ga	id=g:1304215
Nhemnokkyun	id=g:1304216
Ngyin Hka	id=g:1304217
Ngyat-in	id=g:1304218
Ngwetha	id=g:1304219
Ngwe Taung	id=g:1304220
Ngwe-o-daung	id=g:1304221
Ngwe-na	id=g:1304222
Ngwele	id=g:1304223
Ngwele	id=g:1304224
Ngwelaung Distributary	id=g:1304225
Ngweiwa	id=g:1304226
Ngwe-in	id=g:1304227
Ngwedwindwe	id=g:1304228
Ngwedwindu	id=g:1304229
Ngwedwin	id=g:1304230
Ngwedu	id=g:1304231
Ngwedaunggale	id=g:1304232
Ngwedaung Chaung	id=g:1304233
Ngwedaung	id=g:1304234
Ngwedaung	id=g:1304235
Ngwedaung	id=g:1304236
Ngwedaung	id=g:1304237
Ngwedaung	id=g:1304238
Ngwedaung	id=g:1304239
Ngwedaung	id=g:1304240
Ngwebon Taung	id=g:1304241
Ngwebo	id=g:1304242
Ngwarukchaung	id=g:1304243
Ngwanhsai	id=g:1304244
Ngwa-la-me	id=g:1304245
Nguzup	id=g:1304246
Ngut Va	id=g:1304247
’Ngusharawng	id=g:1304248
Ngurwangdam	id=g:1304249
Ngunsaing	id=g:1304250
Noi Ngun	id=g:1304251
Noi Ngün	id=g:1304252
Nam Ngun	id=g:1304253
Loi Ngun	id=g:1304254
Loi Ngun	id=g:1304255
Loi Ngün	id=g:1304256
Ngumla	id=g:1304257
Ngumgahtawng	id=g:1304258
Ngu-lom	id=g:1304259
’Ngukun Ga	id=g:1304260
’Ngukun	id=g:1304261
Ngu Hka	id=g:1304262
Nguansai	id=g:1304263
Nguaing	id=g:1304264
Loi Ngu	id=g:1304265
’Ngrauju Bum	id=g:1304266
Ngo-yeng	id=g:1304267
Ngote Chaung	id=g:1304268
Ngot	id=g:1304269
Ngosin	id=g:1304270
Ngonthon	id=g:1304271
Ngôngyaung Chaung	id=g:1304272
Ngôngyaung	id=g:1304273
Ngong-sang	id=g:1304274
Ngöngsang	id=g:1304275
Loi Ngön	id=g:1304276
Loi Ngon	id=g:1304277
Loi Ngom	id=g:1304278
Loi Ngöm	id=g:1304279
Loi Ngom	id=g:1304280
Loi Ngöm	id=g:1304281
Ngola Taung	id=g:1304282
Ngokto	id=g:1304283
Ngokeywa	id=g:1304284
Nam Ngok	id=g:1304285
Ngok	id=g:1304286
Ngofewngrowa	id=g:1304287
Ngobin	id=g:1304288
Nam Ngo	id=g:1304289
Ngit-o	id=g:1304290
Ngitma-ro	id=g:1304291
Ngitma-ro	id=g:1304292
Ngiau-kinshan	id=g:1304293
Nghka	id=g:1304294
Nghet-thaik Taung	id=g:1304295
Ngewtha Chaung	id=g:1304296
Loi Ngeun	id=g:1304297
Ngetthauk	id=g:1304298
Ngetpyaw Chaung	id=g:1304299
Ngeshingwin	id=g:1304300
Ngeo-kunhtang	id=g:1304301
Ngente	id=g:1304302
Nam Ngeng	id=g:1304303
Nam Ngen	id=g:1304304
Nam Nge-lam	id=g:1304305
Ngek-yawng	id=g:1304306
Ngekwa	id=g:1304307
Ngekkawp	id=g:1304308
Ngekhting	id=g:1304309
Ngekhte Tao	id=g:1304310
Nam Nge-hpok	id=g:1304311
Ngedo	id=g:1304312
Ngedaw	id=g:1304313
Ngè Chaung	id=g:1304314
Ngazun	id=g:1304315
Ngazu	id=g:1304316
Nga-zu	id=g:1304317
Ngazinyaing	id=g:1304318
Ngazinyain	id=g:1304319
Ngazilaung	id=g:1304320
Ngazawi Lui	id=g:1304321
Ngazaukkan	id=g:1304322
Ngazane	id=g:1304323
Ngaywe Chaung	id=g:1304324
Ngaywe	id=g:1304325
Nga-ywa	id=g:1304326
Ngayongyi	id=g:1304327
Ngayon	id=g:1304328
Ngayokkon	id=g:1304329
Ngayokkhin	id=g:1304330
Ngayokkaungaw	id=g:1304331
Ngayokkaung	id=g:1304332
Ngayokkaung	id=g:1304333
Ngayok Chaung	id=g:1304334
Ngayok Bay	id=g:1304335
Ngayobon Chaung	id=g:1304336
Ngayinbyo	id=g:1304337
Ngayewin	id=g:1304338
Nga Ye O	id=g:1304339
Ngayè Chaung	id=g:1304340
Nga-yè-chaung	id=g:1304341
Ngaye	id=g:1304342
Ngayaung	id=g:1304343
Ngayanton Chaung	id=g:1304344
Ngayanohaung	id=g:1304345
Ngayan-o	id=g:1304346
Ngayannichaung Taung	id=g:1304347
Ngayanni Chaung	id=g:1304348
Ngayanni Chaung	id=g:1304349
Ngayanni Chaung	id=g:1304350
Ngayanni Chaung	id=g:1304351
Ngayanni	id=g:1304352
Ngayanni	id=g:1304353
Ngayanni	id=g:1304354
Ngayan Myaung	id=g:1304355
Ngayanin Taung	id=g:1304356
Ngayanin	id=g:1304357
Ngayangyaw	id=g:1304358
Ngayangyaw	id=g:1304359
Ngayangyaw	id=g:1304360
Nga-yan-gyaung	id=g:1304361
Ngayangyaung	id=g:1304362
Ngayanè	id=g:1304363
Ngayandaing	id=g:1304364
Ngayan Chaung	id=g:1304365
Ngayan Chaung	id=g:1304366
Ngayan Chaung	id=g:1304367
Ngayan Chaung	id=g:1304368
Ngayanbain	id=g:1304369
Ngayaho	id=g:1304370
Ngayabya	id=g:1304371
Ngayabo	id=g:1304372
Ngawun Chaung	id=g:1304373
Ngawt-savit	id=g:1304374
Ngawt-panglang	id=g:1304375
Ngaw Taung	id=g:1304376
Ngaw Taung	id=g:1304377
Ngawsayup	id=g:1304378
Ngawre	id=g:1304379
Ngawnghkyet	id=g:1304380
N-gawngbum	id=g:1304381
Ngawngan	id=g:1304382
Ngawnga	id=g:1304383
’Ngawma	id=g:1304384
Nam Ngawm	id=g:1304385
Ngawlawngtam	id=g:1304386
Ngawin	id=g:1304387
Ngawhwe-pangtap	id=g:1304388
’Ngaw Ga	id=g:1304389
Ngawetswe	id=g:1304390
Ngawet Chaung	id=g:1304391
Ngawchang Hka	id=g:1304392
’Ngawbum	id=g:1304393
Ngawapaka	id=g:1304394
Ngawagyalaw	id=g:1304395
’Ngau ’Npawn	id=g:1304396
Ngaungbin Hla	id=g:1304397
Loi Ngaung	id=g:1304398
Ngauksa	id=g:1304399
’Ngau Bum	id=g:1304400
Ngatwin	id=g:1304401
Ngatwezok In	id=g:1304402
Ngatwezok	id=g:1304403
Nga Tun	id=g:1304404
Ngatong	id=g:1304405
Ngatogin	id=g:1304406
Ngatogin	id=g:1304407
Ngato	id=g:1304408
Ngatkyiywa	id=g:1304409
Nga Tingsa	id=g:1304410
Nga-thôk Kyun	id=g:1304411
Ngathet	id=g:1304412
Ngathayauk	id=g:1304413
Ngathayauk	id=g:1304414
Ngathantha Kyun	id=g:1304415
Ngathan Taung	id=g:1304416
Nga Than	id=g:1304417
Nga Thamôk	id=g:1304418
Ngathainglwe	id=g:1304419
Ngathainggyaung	id=g:1304420
Ngatgyaungwa	id=g:1304421
Ngatet Taung	id=g:1304422
Ngateng Ga	id=g:1304423
Ngat Chaung	id=g:1304424
Ngatayaw	id=g:1304425
Ngatayaw	id=g:1304426
Ngatawzôk	id=g:1304427
Ngataung	id=g:1304428
Ngatauktugyi	id=g:1304429
Ngatauktet	id=g:1304430
Ngata Sakan	id=g:1304431
Ngataolungbu	id=g:1304432
Ngatan Lui	id=g:1304433
Ngataba	id=g:1304434
Ngaswi	id=g:1304435
Ngasong Hpawng	id=g:1304436
Ngasingu	id=g:1304437
Ngasin Chaung	id=g:1304438
Ngasinbôn	id=g:1304439
Ngasin	id=g:1304440
Ngasigyi	id=g:1304441
Ngasi Chaung	id=g:1304442
Ngashwegyi Island	id=g:1304443
Ngashaung	id=g:1304444
Ngashang	id=g:1304445
Ngashandaung	id=g:1304446
Ngashan	id=g:1304447
Ngasha	id=g:1304448
Ngasaw	id=g:1304449
Ngasaung	id=g:1304450
Hwè Nga-sang	id=g:1304451
Ngasanbaw Chaung	id=g:1304452
Ngareng Bum	id=g:1304453
Ngapywagyan	id=g:1304454
Ngapyugyaung	id=g:1304455
Ngapyugale	id=g:1304456
Ngapyin-in	id=g:1304457
Ngapyinchaung	id=g:1304458
Ngapyin	id=g:1304459
Ngapyetchaung	id=g:1304460
Ngapyetaungzauk	id=g:1304461
Ngapye	id=g:1304462
Ngapyawin	id=g:1304463
Ngapyawgyaw	id=g:1304464
Ngapyawgyaung River	id=g:1304465
Ngapyawgyaung	id=g:1304466
Ngapyawgaing	id=g:1304467
Ngapyawdon	id=g:1304468
Ngapyawdon	id=g:1304469
Ngapyawdaw Chaung	id=g:1304470
Ngapyawdaw Chaung	id=g:1304471
Ngapyawdaw	id=g:1304472
Ngapyawdaw	id=g:1304473
Ngapyawdaw	id=g:1304474
Ngapyawdaw	id=g:1304475
Ngapyawdaw	id=g:1304476
Ngapyawdaw	id=g:1304477
Ngapyawdaw	id=g:1304478
Ngapyawdaw	id=g:1304479
Ngapyawdaw	id=g:1304480
Ngapyawdaw	id=g:1304481
Ngapyawdaw	id=g:1304482
Ngapyawdaung	id=g:1304483
Ngapyawdaing	id=g:1304484
Ngapyaw Chaung	id=g:1304485
Ngapyawaing	id=g:1304486
Ngapya-wa	id=g:1304487
Ngapyaw	id=g:1304488
Ngapyaukseywa	id=g:1304489
Ngapyagyin	id=g:1304490
Ngapya	id=g:1304491
Nga-pwegyi	id=g:1304492
Ngapwe Chaung	id=g:1304493
Ngaputaw	id=g:1304494
Nga Putau Reach	id=g:1304495
Ngapun	id=g:1304496
Ngapu-in	id=g:1304497
Ngaprang	id=g:1304498
Ngaprang	id=g:1304499
Nga-pon-gyi	id=g:1304500
Ngapongon	id=g:1304501
Ngapôngôn	id=g:1304502
Ngapongôn	id=g:1304503
Ngapok Chaung	id=g:1304504
Ngapogyi	id=g:1304505
Ngapogale	id=g:1304506
Ngapo	id=g:1304507
Ngapizeik	id=g:1304508
Ngapizeik	id=g:1304509
Ngapi-o	id=g:1304510
Ngapi Kyun	id=g:1304511
Ngapigyaung	id=g:1304512
Ngaphedu	id=g:1304513
Ngape Law	id=g:1304514
Ngapè Kercher	id=g:1304515
Ngapeinthale	id=g:1304516
Ngapeinchaung	id=g:1304517
Ngape-in	id=g:1304518
Ngape-in	id=g:1304519
Ngapè-in	id=g:1304520
Ngapegyaung	id=g:1304521
Ngape Chaung	id=g:1304522
Ngape	id=g:1304523
Ngape	id=g:1304524
Ngapayin	id=g:1304525
Ngapaw	id=g:1304526
Ngapaung-aing Chaung	id=g:1304527
Ngapathon	id=g:1304528
Ngapan-in	id=g:1304529
Ngapali	id=g:1304530
Ngapa	id=g:1304531
’Ngao Ga	id=g:1304532
Nga-o	id=g:1304533
Nga-o	id=g:1304534
Nganzat	id=g:1304535
Nganwezin	id=g:1304536
Nganwazeik Auk	id=g:1304537
Nganwazeik Atet	id=g:1304538
Nganwazeik	id=g:1304539
Ngan Va	id=g:1304540
Nganuthan Chaung	id=g:1304541
Nganuthan	id=g:1304542
Nga-nugyaung	id=g:1304543
Ngante	id=g:1304544
Ngan-taung	id=g:1304545
Ngan Kyun	id=g:1304546
Ngangyaung	id=g:1304547
Ngangyaung	id=g:1304548
Ngangya	id=g:1304549
Ngangu Ga	id=g:1304550
’Ngān Gahtawng	id=g:1304551
Nganetpya	id=g:1304552
Nganetke	id=g:1304553
Nga-ne Chaung	id=g:1304554
Nga-ne	id=g:1304555
Ngandet	id=g:1304556
Ngandaung River	id=g:1304557
Ngandaung	id=g:1304558
Ngandaung	id=g:1304559
Ngan Chaung	id=g:1304560
Ngan Chaung	id=g:1304561
Ngan Chaung	id=g:1304562
Nganbyudaung	id=g:1304563
Nganbya	id=g:1304564
Nganbok Chaung	id=g:1304565
Nganbhagaung	id=g:1304566
Nganaung Kyaung	id=g:1304567
Ngananda	id=g:1304568
Nganan	id=g:1304569
Nganabya	id=g:1304570
Klōhng Ngan	id=g:1304571
N’Gan	id=g:1304572
Ngamyitchin	id=g:1304573
Ngamyin-u	id=g:1304574
Ngamyinthaung	id=g:1304575
Ngamyin	id=g:1304576
Ngamyaung	id=g:1304577
Ngamya	id=g:1304578
Ngamwezin	id=g:1304579
Ngamwe Chaung	id=g:1304580
Ngamu Tē	id=g:1304581
Ngamu	id=g:1304582
Nga-mu	id=g:1304583
Ngamngai	id=g:1304584
Ngammöng	id=g:1304585
Ngamin Reserved Forest	id=g:1304586
Ngaminme	id=g:1304587
Ngamin Chaung	id=g:1304588
Ngamin	id=g:1304589
’Ngam Ga	id=g:1304590
’Ngam Ga	id=g:1304591
Ngāmeye	id=g:1304592
Ngame Taung	id=g:1304593
Ngamè-in Chaung	id=g:1304594
Ngamègan	id=g:1304595
Ngame	id=g:1304596
Ngamaw Ga	id=g:1304597
Ngamaw	id=g:1304598
Ngamaw	id=g:1304599
Ngamaunggyi	id=g:1304600
Ngamaung Chaung	id=g:1304601
Ngamaung	id=g:1304602
Ngamaukchaung	id=g:1304603
Ngamankai	id=g:1304604
Ngamangyaung-auk	id=g:1304605
Ngaman-gyaung	id=g:1304606
Ngaman Chaung	id=g:1304607
Ngaman Aing	id=g:1304608
Ngama	id=g:1304609
Loi Ngam	id=g:1304610
Ngalzang	id=g:1304611
Ngalwegyin	id=g:1304612
Ngaluseik	id=g:1304613
Ngalung Ga	id=g:1304614
Ngalungdam	id=g:1304615
Ngalun	id=g:1304616
Ngalun	id=g:1304617
Ngaludon	id=g:1304618
Ngalu Chaung	id=g:1304619
Ngalu-aing	id=g:1304620
Ngalsip Va	id=g:1304621
Ngalonzu	id=g:1304622
Ngalondin	id=g:1304623
Ngalitkyi	id=g:1304624
Ngalinbyu	id=g:1304625
Ngalinban Chaung	id=g:1304626
Ngalinban	id=g:1304627
Ngaletkya	id=g:1304628
Ngalengyi	id=g:1304629
Ngaleng	id=g:1304630
Ngaleik	id=g:1304631
Ngalegôn	id=g:1304632
Ngale	id=g:1304633
Ngalbual	id=g:1304634
Ngalayang	id=g:1304635
Ngalaungbyin	id=g:1304636
Ngalauktet In	id=g:1304637
Ngalauktet	id=g:1304638
Ngalauktet	id=g:1304639
Ngalapwe Creek	id=g:1304640
Ngālang Ga	id=g:1304641
Ngalang Ga	id=g:1304642
Ngālang Ga	id=g:1304643
Ngālang Bum	id=g:1304644
Ngālang Bum	id=g:1304645
Ngalang	id=g:1304646
Ngalaingzin Canal	id=g:1304647
Ngalaik Reserved Forest	id=g:1304648
Ngalaik Chaung	id=g:1304649
Ngalagyit	id=g:1304650
Ngala	id=g:1304651
Ngakywe Chaung	id=g:1304652
Nga Kyun	id=g:1304653
Ngakyedauk	id=g:1304654
Ngakyaukkon	id=g:1304655
Ngakwet	id=g:1304656
Ngakwe	id=g:1304657
Nga Kuye	id=g:1304658
Ngakura	id=g:1304659
Ngakura	id=g:1304660
Ngaku-o	id=g:1304661
Ngakuchaung	id=g:1304662
Ngakuchaung	id=g:1304663
Nga Kon Yama Chaung	id=g:1304664
Ngakonma	id=g:1304665
Ngakongwin	id=g:1304666
Ngakin	id=g:1304667
Ngakechidwin	id=g:1304668
Ngakaw	id=g:1304669
Nga-kan-taung	id=g:1304670
Ngakahtawng	id=g:1304671
Ngajatzup	id=g:1304672
Ngajathku Bum	id=g:1304673
Ngajathku	id=g:1304674
Ngaizam	id=g:1304675
Ngaitaö	id=g:1304676
Ngaiphaite	id=g:1304677
Ngaiphaipi	id=g:1304678
Nga-in	id=g:1304679
Ngailan	id=g:1304680
’Ngai Ga	id=g:1304681
Hwè Nga-hsè	id=g:1304682
Ngahpun	id=g:1304683
Ngahpeze	id=g:1304684
Ngahpechaung	id=g:1304685
Ngahnyi Chaung	id=g:1304686
Ngahmwe	id=g:1304687
Ngahmundaung	id=g:1304688
Ngahlauk	id=g:1304689
Ngahlasan	id=g:1304690
Ngahlaingyon	id=g:1304691
Ngahlaingsan	id=g:1304692
Ngahlaingdwin	id=g:1304693
Ngahlaingdaw	id=g:1304694
Ngahlaing	id=g:1304695
Nga-hawm	id=g:1304696
Ngahaung	id=g:1304697
Ngahan Chaung	id=g:1304698
Ngahan	id=g:1304699
Nga-gyun River	id=g:1304700
Ngagyiwin	id=g:1304701
Ngagyin Chaung	id=g:1304702
Ngagyi In	id=g:1304703
Ngagyi-in	id=g:1304704
Ngagyi-in	id=g:1304705
Ngagyi Chaung	id=g:1304706
Nga-gyi-aing	id=g:1304707
Ngagyi	id=g:1304708
Ngagyi	id=g:1304709
Ngagyang	id=g:1304710
Ngagyan	id=g:1304711
Ngagyaing	id=g:1304712
Ngagwegyi	id=g:1304713
Nga-gwa	id=g:1304714
Ngagu-aing	id=g:1304715
Ngaginge	id=g:1304716
Ngagaung-in	id=g:1304717
Ngagahtawng	id=g:1304718
’Ngāgahtawng	id=g:1304719
Ngafu	id=g:1304720
Ngadongyaung	id=g:1304721
Ngadingyi	id=g:1304722
Ngādingya	id=g:1304723
Ngadet Chaung	id=g:1304724
Ngadetchaung	id=g:1304725
Ngade Taung	id=g:1304726
Ngadet	id=g:1304727
Ngade	id=g:1304728
Ngadatkyi	id=g:1304729
Ngadandi	id=g:1304730
Ngadan	id=g:1304731
Ngada	id=g:1304732
Nga Chaung	id=g:1304733
Ngacham	id=g:1304734
Ngabyin	id=g:1304735
Ngabyetin	id=g:1304736
Ngabyetha	id=g:1304737
Ngabyema	id=g:1304738
Ngabyema	id=g:1304739
Ngabyema	id=g:1304740
Ngabyema	id=g:1304741
Ngabyema	id=g:1304742
Ngabyema	id=g:1304743
Ngabyawchaungywa	id=g:1304744
Ngabyaung Canal	id=g:1304745
Ngabuchin	id=g:1304746
Ngabon Chaung	id=g:1304747
Ngabokkwin	id=g:1304748
Ngabo Chaung	id=g:1304749
Ngabinzin	id=g:1304750
Nga-bin	id=g:1304751
Nga-bin	id=g:1304752
Ngabin	id=g:1304753
Ngabe	id=g:1304754
Ngabe	id=g:1304755
Ngabatsein	id=g:1304756
Ngabatkya	id=g:1304757
Ngabat-in	id=g:1304758
Ngabatgyi	id=g:1304759
Ngabatchaung	id=g:1304760
Ngabat-aing	id=g:1304761
Ngabataing	id=g:1304762
Ngabat-aing	id=g:1304763
Nam Nga	id=g:1304764
Nam Nga	id=g:1304765
Loi Nga	id=g:1304766
Neyinzaya Chaung	id=g:1304767
Neyin	id=g:1304768
Neyaunggon	id=g:1304769
Neyaungga	id=g:1304770
Neyaungga	id=g:1304771
Neyaungbya Yo	id=g:1304772
Neyagin	id=g:1304773
New Shoal	id=g:1304774
Netpian Va	id=g:1304775
Netpali	id=g:1304776
Netkyiletape Taung	id=g:1304777
Ne-thi-taka-kye Taung	id=g:1304778
Nethamein	id=g:1304779
Nethala Sakhan	id=g:1304780
Netha Chaung	id=g:1304781
Netchaung	id=g:1304782
Nam Net	id=g:1304783
Nerbudda Shoal	id=g:1304784
Nerbudda Island	id=g:1304785
Neputaung	id=g:1304786
Nepukhun River	id=g:1304787
Nepasaichaung	id=g:1304788
Nepāli Khuti	id=g:1304789
Nengrang	id=g:1304790
Nam Nenglong	id=g:1304791
Nenghsan	id=g:1304792
Neng-hkio	id=g:1304793
Nemlang	id=g:1304794
Nemaneik	id=g:1304795
Nekmo	id=g:1304796
Neka	id=g:1304797
Neilingon Taung	id=g:1304798
Neikbanwa	id=g:1304799
Neikban	id=g:1304800
Neikban	id=g:1304801
Nehpokhi	id=g:1304802
Negyadaung Pass	id=g:1304803
Ne-gya Chaung	id=g:1304804
Negya Chaung	id=g:1304805
Negya	id=g:1304806
Cape Negrais	id=g:1304807
Negawla-aze	id=g:1304808
Nega	id=g:1304809
Nedwin Taung	id=g:1304810
Nebyaw	id=g:1304811
Nebuzu	id=g:1304812
Nebuywa	id=g:1304813
Nebugon	id=g:1304814
Nebugon	id=g:1304815
Nebugon	id=g:1304816
Nebugon	id=g:1304817
Nebugan	id=g:1304818
Nebugan	id=g:1304819
Nebu	id=g:1304820
Nearchus Rock	id=g:1304821
Nearchus Passage	id=g:1304822
Nam Ne	id=g:1304823
’Ndup Tumsa	id=g:1304824
’Ndup Gahtawng	id=g:1304825
’Ndup Ga	id=g:1304826
’Ndup Ga	id=g:1304827
’Ndup	id=g:1304828
’Ndunghkang	id=g:1304829
Ndung-gahtawng	id=g:1304830
’Ndun Ga	id=g:1304831
Ndumzup	id=g:1304832
’Ndu Ga	id=g:1304833
’Ndu Ga	id=g:1304834
’Nding Ga	id=g:1304835
’Nding Ga	id=g:1304836
’Nding Ga	id=g:1304837
’Ndawyang	id=g:1304838
’Ndawng Ga	id=g:1304839
’Ndawng Ga	id=g:1304840
Ndaung Ga	id=g:1304841
’Ndaung Bum	id=g:1304842
’Ndau Gahtawng	id=g:1304843
’Ndau Ga	id=g:1304844
’Ndatang	id=g:1304845
Ndaogahtawng	id=g:1304846
’Ndao	id=g:1304847
N’daichet	id=g:1304848
’Nchet Ga	id=g:1304849
’Nchaw Ga	id=g:1304850
’Nchaw Ga	id=g:1304851
’Nchaw Ga	id=g:1304852
’Nbyen	id=g:1304853
’Nbukawng	id=g:1304854
’Nbugahtawng	id=g:1304855
Nbrawyang	id=g:1304856
Nbawp Ga	id=g:1304857
Nbawpa	id=g:1304858
’Nbawp	id=g:1304859
’Nbawnhkü	id=g:1304860
’Nbawngtawng Ga	id=g:1304861
’Nbawn Ga	id=g:1304862
’Nbawn Ga	id=g:1304863
N’baw Marawn	id=g:1304864
N’baw	id=g:1304865
’Nbau Ga	id=g:1304866
’Nbang Ga	id=g:1304867
’Nbang Ga	id=g:1304868
’Nbangbum Ga	id=g:1304869
’Nba Ga	id=g:1304870
’Nba Ga	id=g:1304871
’Nba Ga	id=g:1304872
Naywegôn	id=g:1304873
Naywedaw	id=g:1304874
Naywebinmauk Taung	id=g:1304875
Naywèbin	id=g:1304876
Nayok	id=g:1304877
Nā-yok	id=g:1304878
Nayok	id=g:1304879
Na-yok	id=g:1304880
Nā-yok	id=g:1304881
Nā-yok	id=g:1304882
Nayo	id=g:1304883
Nayigan	id=g:1304884
Nayi	id=g:1304885
Nā-yeng	id=g:1304886
Na-yawng	id=g:1304887
Nayawng	id=g:1304888
Nayawng	id=g:1304889
Nayawng	id=g:1304890
Nā-yawn	id=g:1304891
Nayawk	id=g:1304892
Na-ya-wai	id=g:1304893
Nayapyangyi	id=g:1304894
Nayangat Chaung	id=g:1304895
Nayang	id=g:1304896
Nā-yang	id=g:1304897
Nā-yan	id=g:1304898
Na-yai	id=g:1304899
Nāyai	id=g:1304900
Nayagan	id=g:1304901
Naya	id=g:1304902
Nā-ya	id=g:1304903
Nawwehta	id=g:1304904
Nawwedo	id=g:1304905
Nawwedo	id=g:1304906
Nawvin	id=g:1304907
Nawt Ga	id=g:1304908
Nawtedo	id=g:1304909
Nawtawng Hka	id=g:1304910
Nawtara	id=g:1304911
Nawt	id=g:1304912
Nawsing Nok	id=g:1304913
Nawsido	id=g:1304914
Nawrondaung	id=g:1304915
Nawre	id=g:1304916
Nawraw Hka	id=g:1304917
Nawpyu	id=g:1304918
Nawpyu	id=g:1304919
Nawpyu	id=g:1304920
Naw Pan Ping	id=g:1304921
Nam Na-wo	id=g:1304922
Na-wo	id=g:1304923
Naw-nya	id=g:1304924
Nawnpakhi	id=g:1304925
Nawnoi	id=g:1304926
Nawngywi	id=g:1304927
Nawng-ywe	id=g:1304928
Nawngywe	id=g:1304929
Nawng-yunno	id=g:1304930
Nawngyun	id=g:1304931
Nawng-yun	id=g:1304932
Nawng-yom	id=g:1304933
Nawng-yen	id=g:1304934
Nawng-yen	id=g:1304935
Nawngyau	id=g:1304936
Nawngyāsai	id=g:1304937
Nawngyang	id=g:1304938
Nawngyāng	id=g:1304939
Nawngyang	id=g:1304940
Nawngyai	id=g:1304941
Nawngya Hsai	id=g:1304942
Nawngya Hsai	id=g:1304943
