Aquia Harbor Police	id=g:7137296
Eolia Church	id=g:7140345
Eolia Post Office	id=g:7140346
Eolia School (historical)	id=g:7140347
Ermine Post Office	id=g:7140348
Extra Post Office (historical)	id=g:7140349
Fall Post Office (historical)	id=g:7140350
Field Post Office (historical)	id=g:7140351
Fishpond Post Office (historical)	id=g:7140352
Flat Gap	id=g:7140353
Fleming Post Office (historical)	id=g:7140354
Flint Post Office (historical)	id=g:7140355
Gamblers Rock	id=g:7140356
Gander Post Office (historical)	id=g:7140357
Gilley Post Office (historical)	id=g:7140358
Gordon Post Office (historical)	id=g:7140359
Gourd Post Office (historical)	id=g:7140360
Grouse Post Office (historical)	id=g:7140361
Fisherman Point	id=g:7140362
Sunset Point	id=g:7140363
River Park	id=g:7140364
North Marquette Outdoor Recreation Area	id=g:7140365
Setter Field	id=g:7140366
Tourist Park	id=g:7140367
Father Marquette Park	id=g:7140368
Lakeside Park	id=g:7140369
Shiras Hill Park	id=g:7140370
McCarty Cave Park	id=g:7140371
Picnic Rocks Park	id=g:7140372
Spring Street Park	id=g:7140373
Harlow Park	id=g:7140374
Pocket Park	id=g:7140375
Ellwood A Mattson Lower Harbor Park	id=g:7140376
Lions Park	id=g:7140377
Giants Foot Park	id=g:7140379
South Beach Park	id=g:7140380
Corner Lake Recreation Park	id=g:7140381
Math/Science Building	id=g:7140382
Catherine Bonifas/Administrative Services Building	id=g:7140383
Bay de Noc Community College Gymnasium	id=g:7140384
Health and Applied Technology Center	id=g:7140385
Student Services Center	id=g:7140386
Bay de Noc Community College Extension Center	id=g:7140387
Bay de Noc Community College Apartments	id=g:7140388
Learning Resources Center	id=g:7140389
Joseph Heirman University Center	id=g:7140390
Michigan Technical Education Center	id=g:7140391
Maintenance Building	id=g:7140392
Saint Stephen's Episcopal Church	id=g:7140393
Seventh Day Adventist Church	id=g:7140394
Immanuel Lutheran Church	id=g:7140395
Central United Methodist Church	id=g:7140396
Saint Ann Church	id=g:7140397
Lighthouse Church of the Nazarene	id=g:7140398
Silver Winds Church	id=g:7140399
Cornerstone Community Church	id=g:7140400
Saint Joseph and Saint Patrick Church	id=g:7140401
First Presbyterian Church	id=g:7140402
Assembly of God Church	id=g:7140403
Saint Thomas the Apostle Church	id=g:7140404
Calvary Baptist Church	id=g:7140405
First United Methodist Church	id=g:7140406
Bethany Lutheran Church	id=g:7140407
Escanaba Free Lutheran Church	id=g:7140408
Church of Jesus Christ of Latter-Day Saints	id=g:7140409
Christ the King Lutheran Church	id=g:7140410
Salem Evangelical Lutheran Church	id=g:7140411
Church of Christ	id=g:7140412
Our Savior Lutheran Church	id=g:7140413
Escanaba Pentecostal Church	id=g:7140414
Kingdom Hall of Jehovah's Witnesses	id=g:7140415
West 111th Street People's Garden	id=g:7140416
Maywood Public Library	id=g:7140417
Maywood Boro Hall	id=g:7140418
Rochelle Park Public Library	id=g:7140419
Rochelle Park Town Hall	id=g:7140420
Charles E Reid Branch Paramus Public Library	id=g:7140421
Paramus Municipal Building	id=g:7140422
Church of the Ascension	id=g:7140423
Hovnanian Armenian School	id=g:7140424
New Milford Public Library	id=g:7140425
Gloria Dei Evangelical Lutheran Church	id=g:7140426
New Milford Presbyterian Church	id=g:7140427
New Milford Boro Hall	id=g:7140428
Grace Episcopal Church	id=g:7140429
Top Stone Presbyterian Church	id=g:7140430
Westwood United Methodist Church	id=g:7140431
Grace Korean Methodist Church	id=g:7140432
Zion Lutheran Church	id=g:7140433
Saint Andrew's Roman Catholic Church	id=g:7140434
Westwood Boro Hall	id=g:7140435
Westwood Free Public Library	id=g:7140436
Emerson Public Library	id=g:7140437
Woodbine Cemetery	id=g:7140438
Woodbine Baptist Christian School	id=g:7140439
Immanuel Lutheran Church	id=g:7140440
Church of Our Saviour	id=g:7140441
Seventh Day Adventist Church	id=g:7140442
Our Lady of Perpetual Help Catholic Church	id=g:7140443
Palmer-Suomi Lutheran Parish	id=g:7140444
Episcopal Church of Saint Johns	id=g:7140445
Saint Paul Parish	id=g:7140446
Mitchell United Methodist Church	id=g:7140447
Calvary Church of Negaunee	id=g:7140448
Bethany Lutheran Church	id=g:7140449
Eastwood Apostolic Lutheran Church	id=g:7140450
Calvary Baptist Church	id=g:7140451
Negaunee Fire Department	id=g:7140452
Negaunee City Police Department	id=g:7140453
Eastwood Nursing Center	id=g:7140454
Negaunee City Library	id=g:7140455
Negaunee Historical Society Museum	id=g:7140456
Negaunee Middle School	id=g:7140457
Negaunee High School	id=g:7140458
Lakeview School	id=g:7140459
Negaunee Post Office	id=g:7140460
Cherry Street Field	id=g:7140461
Teal Lake Beach	id=g:7140462
Eastwood Playlot	id=g:7140463
Miners Park	id=g:7140464
Breitung Park	id=g:7140465
Jackson Park	id=g:7140466
Buffalo Hills Playground	id=g:7140467
Peter Waara Park	id=g:7140468
Michigan Iron Industry Museum	id=g:7140469
Bethany Lutheran Church	id=g:7140470
Saint Joseph Church	id=g:7140471
Temple Beth Sholom	id=g:7140472
Laestadian Church	id=g:7140473
Wesley United Methodist Church	id=g:7140474
Faith Lutheran Church	id=g:7140475
Hope Free Evangelical Lutheran Church	id=g:7140476
Christ the King Lutheran Church	id=g:7140477
Bible Baptist Church	id=g:7140478
Apostolic Lutheran Church	id=g:7140479
Jehovah's Witnesses	id=g:7140480
Good News Assembly of God Church	id=g:7140481
United Evangelical Covenant Church	id=g:7140482
Saint John the Evangelist Church	id=g:7140483
Old Fashion Baptist Church	id=g:7140484
Marquette Post Office	id=g:7140485
Good Shepherd Fellowship	id=g:7140486
Trinity Lutheran Church	id=g:7140487
Bethel Lutheran Church	id=g:7140488
Grace Episcopal Church	id=g:7140489
United Presbyterian Church	id=g:7140490
Salisbury United Methodist Church	id=g:7140491
Ishpeming Post Office	id=g:7140492
Ishpeming Police Department	id=g:7140493
Ishpeming Fire Department	id=g:7140494
Ishpeming City Library	id=g:7140495
K Mine	id=g:7140496
Pit 12 Northern Mine	id=g:7140497
Pit 14 Northern Mine	id=g:7140498
A Mine	id=g:7140499
Grand Prairie Mine	id=g:7140500
Pit 13 Northern Mine	id=g:7140501
Clark City Mine	id=g:7140502
Pit 15 Northern Mine	id=g:7140503
Joliet And Aurora Number 1 Mine	id=g:7140504
M Mine	id=g:7140505
Rixson Mine	id=g:7140506
Wilmington Number 2 Mine	id=g:7140507
Wilmington Number 6 Mine	id=g:7140508
Pit 11 Northern Mine	id=g:7140509
Big Four Wilmington Number 1 Mine	id=g:7140510
Big Four Wilmington Number 3 Mine	id=g:7140511
Big Four Wilmington Number 4 Mine	id=g:7140512
Big Four Wilmington Number 5 Mine	id=g:7140513
Braceville Number 5 Mine	id=g:7140514
Braceville Number 6 Mine	id=g:7140515
Coal City Number 1 Mine	id=g:7140516
Diamond Number 2 Mine	id=g:7140517
Diamond Number 3 Mine	id=g:7140518
Diamond Number 4 Mine	id=g:7140519
Diamond Number 5 Mine	id=g:7140520
E Mine	id=g:7140521
Eureka Number 4 Mine	id=g:7140522
Maria Mine	id=g:7140523
Central Elementary School	id=g:7140524
Aspen Ridge Middle School	id=g:7140525
P Mine	id=g:7140526
United States National Ski Hall of Fame	id=g:7140527
Roland Palmede National Ski Library	id=g:7140528
Birchview Elementary School	id=g:7140529
Pit 6 Northern Mine	id=g:7140530
Al Quaal Recreation Area	id=g:7140531
Teal Lake Medical Center	id=g:7140532
Pit 7 Northern Mine	id=g:7140533
Mother Baseball Diamond	id=g:7140534
Pit 8 Northern Mine	id=g:7140535
Ishpeming High School	id=g:7140536
Bell Hospital	id=g:7140537
Star Number 2 Mine	id=g:7140538
Lake Angeline Park	id=g:7140539
Cliffs Shaft Mine Museum	id=g:7140540
Star Number 4 Mine	id=g:7140541
Lake Bancroft Park	id=g:7140542
Marquette County Medical Care Facility	id=g:7140543
Will County Mine	id=g:7140544
Wilmington Star Number 3 Mine	id=g:7140545
Westwood High School	id=g:7140546
Turkey Neck Falls	id=g:7140547
Trestle Falls	id=g:7140548
Wilmington Star Number 4 Mine	id=g:7140549
Tiger Falls	id=g:7140550
Schweitzer Falls	id=g:7140551
Mulligan Falls	id=g:7140552
Holeyoke Falls	id=g:7140553
Ely Falls	id=g:7140554
Wilmington Star Number 5 Mine	id=g:7140555
Wilmington Star Number 6 Mine	id=g:7140556
Wilmington Star Number 7 Mine	id=g:7140557
West Branch Yellow Dog Falls	id=g:7140558
Yellow Dog Falls	id=g:7140559
Big Garlic River Falls	id=g:7140560
Upper Carp River Falls	id=g:7140561
Lower Carp River Falls	id=g:7140562
Alder Falls	id=g:7140563
Reany Falls	id=g:7140564
Warner Falls	id=g:7140565
Dead River Falls	id=g:7140566
Yellow Dog River Falls	id=g:7140567
Big Pup Falls	id=g:7140568
Morgan Falls	id=g:7140569
Bushy Creek Falls	id=g:7140570
Forty Foot Falls	id=g:7140571
Eighty Foot Falls	id=g:7140572
Upper Chocolay Falls	id=g:7140573
Cataract Dam Falls	id=g:7140574
White City Falls	id=g:7140575
Black River Falls	id=g:7140576
Yalmar Post Office (historical)	id=g:7140577
Witch Lake Post Office (historical)	id=g:7140578
Turin Post Office (historical)	id=g:7140579
Tilden Post Office (historical)	id=g:7140580
Swanzy Post Office (historical)	id=g:7140581
Stoneville Post Office (historical)	id=g:7140582
Stack Post Office (historical)	id=g:7140583
Sands Post Office (historical)	id=g:7140584
Sand River Post Office (historical)	id=g:7140585
Princeton Post Office (historical)	id=g:7140586
Northland Post Office	id=g:7140587
New Dalton Post Office (historical)	id=g:7140588
Morgan Post Office (historical)	id=g:7140589
National Mine Post Office (historical)	id=g:7140590
Mangum Post Office (historical)	id=g:7140591
Humboldt Post Office (historical)	id=g:7140592
Hogstrom Post Office (historical)	id=g:7140593
Greengarden Post Office (historical)	id=g:7140594
Eagle Mills Post Office (historical)	id=g:7140595
Dukes Post Office (historical)	id=g:7140596
Diorite Post Office (historical)	id=g:7140597
Clowry Post Office (historical)	id=g:7140598
Clarksburg Post Office (historical)	id=g:7140599
Carlshend Post Office (historical)	id=g:7140600
Birch Post Office (historical)	id=g:7140601
Beacon Post Office (historical)	id=g:7140602
Skandia Post Office	id=g:7140603
Skandia United Methodist Church	id=g:7140604
Skandia-West Branch Fire Hall	id=g:7140605
Republic Post Office	id=g:7140606
Saint Augustine Catholic Church	id=g:7140607
Republic United Methodist Church	id=g:7140608
Republic Police Department	id=g:7140609
Republic Fire Department	id=g:7140610
Republic Michigamme School	id=g:7140611
Republic Michigamme Public Library	id=g:7140612
First Baptist Church	id=g:7140613
Bethany Lutheran Church	id=g:7140614
Bell Medical Family Practice	id=g:7140615
Palmer Post Office	id=g:7140616
Richmond Township Library	id=g:7140617
Church in the Wildwood	id=g:7140618
Michigamme Fire Department	id=g:7140619
Michigamme Historical Museum	id=g:7140620
Michigamme Post Office	id=g:7140621
Lake Haven Estates Mobile Home Park	id=g:7140622
Holy Innocents Episcopal Church	id=g:7140623
Little Lake Post Office	id=g:7140624
Little Lake Gospel Chapel	id=g:7140625
Harvey Post Office (historical)	id=g:7140626
Pine Acres Trailer Court	id=g:7140627
Harvey Fire Department	id=g:7140628
Prince of Peace Lutheran Church	id=g:7140629
Saint James the Less Episcopal Church	id=g:7140630
Saint Louis Catholic Church	id=g:7140631
Harvey Baptist Church	id=g:7140632
Silver Creek Church	id=g:7140633
Cherry Creek Elementary School	id=g:7140634
Sands Trailer Court	id=g:7140635
Grace Korean Church	id=g:7140636
Shiloh Baptist Church	id=g:7140637
Upper Room Church of God	id=g:7140638
Heritage Baptist Church	id=g:7140639
United Methodist Church	id=g:7140640
Saint Anthony's Catholic Church	id=g:7140641
Grace Lutheran Church	id=g:7140642
First Baptist Church	id=g:7140643
Living Faith Fellowship	id=g:7140644
Sawyer Free Will Baptist Church	id=g:7140645
Victory Lutheran Church	id=g:7140646
Gwinn-Sawyer Medical Center	id=g:7140647
Gwinn-Sawyer Medical Center	id=g:7140648
Forsyth Township Public Library	id=g:7140649
Little Trout Lake Park	id=g:7140650
McCormick Cemetery	id=g:7140651
Gwinn Post Office	id=g:7140652
Forsyth Township Police Department	id=g:7140653
Northernair Mobile Estates	id=g:7140654
Gilbert Elementary School	id=g:7140655
Gwinn Middle School	id=g:7140656
Gwinn High School	id=g:7140657
Farquar-Metsa Tourist Park	id=g:7140658
Peter Nordeen Park	id=g:7140659
Forsyth Township Ball Park	id=g:7140660
Forsyth Township Historical Museum	id=g:7140661
Champion Township Fire Hall	id=g:7140662
Our Redeemer Lutheran Church	id=g:7140663
Sacred Heart Catholic Church	id=g:7140664
Saint Agnes Catholic Church	id=g:7140665
Champion Post Office	id=g:7140666
Big Bay Post Office	id=g:7140667
Presbyterian Church of Big Bay	id=g:7140668
Saint Mary's Catholic Church	id=g:7140669
Powell Township School	id=g:7140670
Arnold Post Office (historical)	id=g:7140671
Marquette Iron Range Historical Marker	id=g:7140672
Jackson Mine Historical Marker	id=g:7140673
Sam Cohodas Lodge Historical Marker	id=g:7140674
Sam Cohodas Historical Marker	id=g:7140675
Northern Michigan University Historical Marker	id=g:7140676
Marquette County Courthouse Historical Marker	id=g:7140677
Jacques Marquette Historical Marker	id=g:7140678
First Steam Railroad in Upper Peninsula Historical Marker	id=g:7140679
Ishpeming: Historic Ski Center Historical Marker	id=g:7140680
Cliffs Shaft Mine Historical Marker	id=g:7140681
Northland Chapel Gardens	id=g:7140682
Old Catholic Cemetery	id=g:7140683
United Methodist Church Cemetery	id=g:7140684
Riverview Cemetery	id=g:7140685
Republic Cemetery	id=g:7140686
Emmanuel Lutheran Church Cemetery	id=g:7140687
Clarksburg Cemetery	id=g:7140688
Champion Cemetery	id=g:7140689
Big Bay Cemetery	id=g:7140690
Ishpeming Township Recreation Area	id=g:7140691
Bottum University Center	id=g:7140692
West Hall	id=g:7140693
Gries Hall	id=g:7140694
Vielmetti Health Center	id=g:7140695
Superior Dome	id=g:7140696
Physical Education Instructional Facility	id=g:7140697
Berry Events Center	id=g:7140698
Cohodas Administrative Center	id=g:7140699
Carey Hall	id=g:7140700
Lee Hall	id=g:7140701
Spooner Hall	id=g:7140702
Art and Design North	id=g:7140703
Forest Roberts Theatre	id=g:7140704
Thomas Fine Arts Building	id=g:7140705
McClintock Building	id=g:7140706
C B Hedgcock Student Service Center	id=g:7140707
Harden Learning Resources Center	id=g:7140708
New Science Facility	id=g:7140709
West Science Building	id=g:7140710
Jamrich Hall	id=g:7140711
Summit/Center Apartments	id=g:7140712
Center/Norwood/Lincoln Apartments	id=g:7140713
Magers Hall	id=g:7140714
Kaye House	id=g:7140715
Meyland Hall	id=g:7140716
Quad II Central Area	id=g:7140717
Hunt Hall	id=g:7140718
Van Antwerp Hall	id=g:7140719
Gant Hall	id=g:7140720
Spalding Hall	id=g:7140721
Quad I Food Service Building	id=g:7140722
Donald Goodkind Bridge	id=g:7140723
Payne Hall	id=g:7140724
Halverson Hall	id=g:7140725
John A Lynch Senior Memorial Bridge	id=g:7140726
Landing Lane Bridge	id=g:7140727
Ripley Heating Plant	id=g:7140728
Services Building	id=g:7140729
Livingston Avenue High School (historical)	id=g:7140730
Memorial Field	id=g:7140731
Sewaren Generating Station	id=g:7140732
Jacobetti Center	id=g:7140733
Hua Xia Edison Chinese School	id=g:7140734
Jacobetti Storage Building	id=g:7140735
South Brunswick High School	id=g:7140736
South Amboy High-Middle School	id=g:7140737
John Basilone Memorial Field	id=g:7140738
Hawthorne Water Tower Number 1	id=g:7140739
Long Fork Post Office (historical)	id=g:7140740
Long Fork School (historical)	id=g:7140741
Lookout Elementary School (historical)	id=g:7140742
Lookout Post Office (historical)	id=g:7140743
Louisia A Church	id=g:7140744
Lowe School (historical)	id=g:7140745
Lower Chloe Creek School (historical)	id=g:7140746
Lower Chloe School	id=g:7140747
Lower Greasy Creek	id=g:7140748
Lower Greasy Creek School (historical)	id=g:7140749
Lower Little Creek School (historical)	id=g:7140750
Lower Long Fork School (historical)	id=g:7140751
Lower Pompey Post Office (historical)	id=g:7140752
Lower Pompey School (historical)	id=g:7140753
Majestic Post Office	id=g:7140754
Mancho Post Office (historical)	id=g:7140755
Maritha Johnson Cemetery	id=g:7140756
Marrs Cemetery	id=g:7140757
Matthew Hatfield Cemetery	id=g:7140758
May Cemetery	id=g:7140759
May Flower Post Office (historical)	id=g:7140760
McAndrews School (historical)	id=g:7140761
McCarr Post Office	id=g:7140762
McCombs Post Office (historical)	id=g:7140763
McCombs Post Office (historical)	id=g:7140764
McVeigh Post Office (historical)	id=g:7140765
Meathouse Fork School	id=g:7140766
Meta Post Office (historical)	id=g:7140767
Mikes Branch Church	id=g:7140768
Mikes School (historical)	id=g:7140769
Mill Branch Regular Baptist Church	id=g:7140770
Miller Creek School (historical)	id=g:7140771
Morcoal	id=g:7140772
Mossy Bottom Bridge	id=g:7140773
Mossy Bottom School (historical)	id=g:7140774
Motley	id=g:7140775
Mouth of Beaver School (historical)	id=g:7140776
Mouth of Big Creek School (historical)	id=g:7140777
Mouth of Card Post Office (historical)	id=g:7140778
Mouth of Card School (historical)	id=g:7140779
Mouth of Peter Fork School (historical)	id=g:7140780
Mouth of Pond Post Office (historical)	id=g:7140781
Mouth of Popular School (historical)	id=g:7140782
Mouth of Sims Creek School (historical)	id=g:7140783
Mouthcard Baptist Church	id=g:7140784
Mouthcard School (historical)	id=g:7140785
Mullins Cemetery	id=g:7140786
Myra School (historical)	id=g:7140787
Narrows Bottom	id=g:7140788
New Alma Coal Camp	id=g:7140789
Octavia School (historical)	id=g:7140790
Old Sydney	id=g:7140791
Ore Knob Post Office (historical)	id=g:7140792
Orrison Lowe Branch Number 2 Cemetery	id=g:7140793
Orrison R Lowe Number One Cemetery	id=g:7140794
Osborne Cemetery	id=g:7140795
Osborne Fork	id=g:7140796
Owsley Post Office (historical)	id=g:7140797
Pauley Post Office (historical)	id=g:7140798
Paw Paw Post Office (historical)	id=g:7140799
Peach Orchard Bottom	id=g:7140800
Peach Orchard Mountain	id=g:7140801
Pebelton Johnson Cemetery	id=g:7140802
Penny Post Office (historical)	id=g:7140803
Penny School (historical)	id=g:7140804
Pete Post Office (historical)	id=g:7140805
Peter Post Office (historical)	id=g:7140806
Phillips Bottom	id=g:7140807
Phillips Cemetery	id=g:7140808
Phyllis Post Office	id=g:7140809
Pigeon Roost	id=g:7140810
Pikeville Airfield	id=g:7140811
Pikeville College	id=g:7140812
Pikeville Elementary School	id=g:7140813
Pikeville High School	id=g:7140814
Pikeville Post Office	id=g:7140815
Pikeville School of Osteopathic Medicine	id=g:7140816
Pikeville Sportsman Club	id=g:7140817
Pine Grove Regular Baptist Church	id=g:7140818
Pinson Fork Post Office (historical)	id=g:7140819
Pinson Post Office (historical)	id=g:7140820
Pinson School (historical)	id=g:7140821
Piso Post Office (historical)	id=g:7140822
Point Truth Church (historical)	id=g:7140823
Point Twenty Eight Bridge Railroad Stop (historical)	id=g:7140824
Pond Post Office (historical)	id=g:7140825
Pool Point Bridge	id=g:7140826
Poor Bottom School (historical)	id=g:7140827
Powell's Mill Post Office (historical)	id=g:7140828
Ransom Post Office (historical)	id=g:7140829
Ratcliff Creek Church	id=g:7140830
Raystore Post Office (historical)	id=g:7140831
Red Bud Post Office (historical)	id=g:7140832
Red Creek School (historical)	id=g:7140833
Regina School (historical)	id=g:7140834
Richam Post Office (historical)	id=g:7140835
Right Fork of Meathouse	id=g:7140836
Rock Spring	id=g:7140837
Romans Cemetery	id=g:7140838
Rose Cemetery	id=g:7140839
Rowton Post Office (historical)	id=g:7140840
Runyon Cemetery	id=g:7140841
Runyon Post Office (historical)	id=g:7140842
Rural Post Office (historical)	id=g:7140843
Salem Cemetery	id=g:7140844
Salem United Methodist Church	id=g:7140845
Salter Branch School (historical)	id=g:7140846
School 24 (historical)	id=g:7140847
School Number 130 (historical)	id=g:7140848
School Number 143 (historical)	id=g:7140849
School Number 151 (historical)	id=g:7140850
Senterville	id=g:7140851
Sharondale Post Office (historical)	id=g:7140852
Sharondale School (historical)	id=g:7140853
Sheep Cliff	id=g:7140854
Shelbiana Post Office (historical)	id=g:7140855
Shelbiana School (historical)	id=g:7140856
Shelby Gap Post Office (historical)	id=g:7140857
Shepardmen Church	id=g:7140858
Shock Post Office (historical)	id=g:7140859
Sidney Post Office (historical)	id=g:7140860
Simers Post Office (historical)	id=g:7140861
Sims Creek School (historical)	id=g:7140862
Slatter Branch	id=g:7140863
Sookeys Creek School (historical)	id=g:7140864
South Side Mall Shopping Center	id=g:7140865
South Williams School	id=g:7140866
Sowards Cemetery	id=g:7140867
Speight Post Office (historical)	id=g:7140868
Speight Post Office (historical)	id=g:7140869
Steele Post Office (historical)	id=g:7140870
Steele Post Office (historical)	id=g:7140871
Stewart Post Office (historical)	id=g:7140872
Stiltner Cemetery	id=g:7140873
Stinking Branch School (historical)	id=g:7140874
Stone Post Office (historical)	id=g:7140875
Stratton Fork School	id=g:7140876
Stratton Knob Lookout Tower	id=g:7140877
Stratton Post Office (historical)	id=g:7140878
Stringtown School (historical)	id=g:7140879
Stump Island	id=g:7140880
Sulpher Spring	id=g:7140881
Sulton Post Office (historical)	id=g:7140882
Sword Post Office (historical)	id=g:7140883
Sycamore	id=g:7140884
Tackett Post Office (historical)	id=g:7140885
Tandy Sester Alley Cemetery	id=g:7140886
The Head of Coon School (historical)	id=g:7140887
Thomas Shermon Lowe Cemetery	id=g:7140888
Tom Ray	id=g:7140889
Tom Ray School (historical)	id=g:7140890
Turkey Branch School (historical)	id=g:7140891
Turkey Creek Consolidated School	id=g:7140892
Turkey Pen	id=g:7140893
Upper Chloe Creek School (historical)	id=g:7140894
Upper Dick	id=g:7140895
Upper Elkhorn Creek School (historical)	id=g:7140896
Upper Feds Creek School (historical)	id=g:7140897
Upper Island Creek School (historical)	id=g:7140898
Upper Little Creek	id=g:7140899
Upper McVeigh School (historical)	id=g:7140900
Upper Pompey School (historical)	id=g:7140901
Upper Rockhouse School (historical)	id=g:7140902
Upper Turkey	id=g:7140903
Varney Post Office (historical)	id=g:7140904
Virgie School	id=g:7140905
Wagoner	id=g:7140906
Wagoner Church (historical)	id=g:7140907
Wales Post Office (historical)	id=g:7140908
Wedding Plaza Shopping Center	id=g:7140909
Wedding Square Shopping Center	id=g:7140910
Weddington Cemetery	id=g:7140911
White Post Office (historical)	id=g:7140912
WHJC Radio Tower	id=g:7140913
Wolf Pit Post Office (historical)	id=g:7140914
Yeager Post Office (historical)	id=g:7140915
Zebulon Post Office (historical)	id=g:7140916
Green Bridge	id=g:7140917
Arthur Bays Cemetery	id=g:7140918
Carter Cemetery	id=g:7140919
Clay Cemetery (historical)	id=g:7140920
Fairview Cemetery	id=g:7140921
Flannery Cemetery	id=g:7140922
Flannery Cemetery	id=g:7140923
Flannery Cemetery (historical)	id=g:7140924
Gilliam Cemetery	id=g:7140925
Gray Cemetery (historical)	id=g:7140926
Lawson Cemetery	id=g:7140927
Milton Ladd Carter Cemetery	id=g:7140928
Mock Cemetery	id=g:7140929
Oney Cemetery	id=g:7140930
Polk Howard Cemetery	id=g:7140931
Riley Conn Cemetery	id=g:7140932
Rose Cemetery (historical)	id=g:7140933
Thompson Cemetery	id=g:7140934
Watson Cemetery	id=g:7140935
Concord Enterprise Baptist Church	id=g:7140936
Shady Grove Church of God (historical)	id=g:7140937
Stark Methodist Church	id=g:7140938
The Tabernacle (historical)	id=g:7140939
Watson Church	id=g:7140940
Wyett Church of Jesus Christ	id=g:7140941
Bat Williams Flat	id=g:7140942
Bear Flats	id=g:7140943
Flannery Flats	id=g:7140944
Henson Flat	id=g:7140945
Horton Flat	id=g:7140946
Kentucky Gap	id=g:7140947
Clay Fork	id=g:7140948
Devil Fork (historical)	id=g:7140949
Fannin Valley	id=g:7140950
Gomez	id=g:7140951
Shady Grove	id=g:7140952
Bascom Post Office (historical)	id=g:7140953
Bigstone Post Office (historical)	id=g:7140954
Blevins Post Office (historical)	id=g:7140955
Bruin Post Office (historical)	id=g:7140956
Charity Post Office (historical)	id=g:7140957
Clayton Post Office (historical)	id=g:7140958
Conn Post Office (historical)	id=g:7140959
Dobbins Post Office (historical)	id=g:7140960
Eldridge Post Office (historical)	id=g:7140961
Fannin Post Office (historical)	id=g:7140962
Faye Post Office (historical)	id=g:7140963
Fielding Post Office (historical)	id=g:7140964
Green Post Office (historical)	id=g:7140965
Guss Post Office (historical)	id=g:7140966
Isonville Post Office (historical)	id=g:7140967
Klein Post Office (historical)	id=g:7140968
Leadingham Post Office (historical)	id=g:7140969
Little Sandy Post Office (historical)	id=g:7140970
Johns Run Post Office (historical)	id=g:7140971
Caves Post Office (historical)	id=g:7140972
Buckeye School (historical)	id=g:7140973
Lower Wilson School (historical)	id=g:7140974
Cliffdale School (historical)	id=g:7140975
Deadening Hollow	id=g:7140976
Ground Hog Branch	id=g:7140977
Holly Bush Branch	id=g:7140978
Left Fork Bent Branch	id=g:7140979
Lower Heights Branch	id=g:7140980
Perry Branch	id=g:7140981
Right Fork Little Beech Fork	id=g:7140982
Spicewood Hollow	id=g:7140983
Deer Creek Chapel	id=g:7140984
Community Church (historical)	id=g:7140985
Norton Branch Church	id=g:7140986
Horton Flat	id=g:7140987
Deep Cut	id=g:7140988
Sunrise Valley Golf and Country Club	id=g:7140989
Camp Robert C. Webb (historical)	id=g:7140990
Grayson Game Refuge Area	id=g:7140991
Offill's Mill (historical)	id=g:7140992
Silica	id=g:7140993
Ross	id=g:7140994
Globe Community	id=g:7140995
Reeder	id=g:7140996
Antioch	id=g:7140997
The Cross Roads (historical)	id=g:7140998
Clifty (historical)	id=g:7140999
Brinergar Post Office (historical)	id=g:7141000
Blue Rock Post Office (historical)	id=g:7141001
Upper Tygart Post Office (historical)	id=g:7141002
Jacobs Post Office (historical)	id=g:7141003
Forks of Tygarts Post Office (historical)	id=g:7141004
Limestone Post Office (historical)	id=g:7141005
Ira Post Office (historical)	id=g:7141006
Globe Post Office (historical)	id=g:7141007
Reeder Post Office (historical)	id=g:7141008
Armstrong Post Office (historical)	id=g:7141009
Smoky Valley Post Office (historical)	id=g:7141010
Prater Post Office (historical)	id=g:7141011
Prater Post Office (historical)	id=g:7141012
Jeriel Post Office (historical)	id=g:7141013
McDavid Post Office (historical)	id=g:7141014
Lego Post Office (historical)	id=g:7141015
Little John Post Office (historical)	id=g:7141016
Rosedale Post Office (historical)	id=g:7141017
Beetle Post Office (historical)	id=g:7141018
Reedville Post Office (historical)	id=g:7141019
Gollihue Post Office (historical)	id=g:7141020
Dry Fork Post Office (historical)	id=g:7141021
Mountain Chapel United Baptist Church	id=g:7141022
Partlow Post Office (historical)	id=g:7141023
Mount Savage Post Office (historical)	id=g:7141024
Reedville Post Office (historical)	id=g:7141025
Cox Post Office (historical)	id=g:7141026
Fontana Post Office (historical)	id=g:7141027
Gregoryville Post Office (historical)	id=g:7141028
Fultz Post Office (historical)	id=g:7141029
McGlome Post Office (historical)	id=g:7141030
Counts Crossroads Post Office (historical)	id=g:7141031
Kings Chapel Post Office (historical)	id=g:7141032
Fay Post Office (historical)	id=g:7141033
Smiths Creek Post Office (historical)	id=g:7141034
Caves Post Office (historical)	id=g:7141035
Road Post Office (historical)	id=g:7141036
Maddox Post Office (historical)	id=g:7141037
Sophie Post Office (historical)	id=g:7141038
Sophie Post Office (historical)	id=g:7141039
Crisco Post Office (historical)	id=g:7141040
Lick Falls Post Office (historical)	id=g:7141041
Whitt Post Office (historical)	id=g:7141042
Bet Post Office (historical)	id=g:7141043
Deer Creek Post Office (historical)	id=g:7141044
Seney Post Office (historical)	id=g:7141045
Norton Post Office (historical)	id=g:7141046
Music Post Office (historical)	id=g:7141047
Williams Creek Station (historical)	id=g:7141048
Everman Post Office (historical)	id=g:7141049
Blueberry Ridge	id=g:7141050
Smoky Ridge	id=g:7141051
Greenbrier Ridge	id=g:7141052
Mocabee School (historical)	id=g:7141053
