Kūh-e Lāmīsh	id=g:6875556
Gardaneh-ye Takhteh	id=g:6925712
Estādyowm-e Takhtī	id=g:6925713
Moţallā-ye Jom‘eh Jahrom	id=g:6925714
Bāgh-e Nemūneh	id=g:6925715
Ḩoseynābād-e Qebleh	id=g:6925716
Par-e Sīāh	id=g:6925717
Ḩoseynābād-e Qebleh	id=g:6925718
Āb Talkhū	id=g:6925719
Dowghārī	id=g:6925720
Madreseh	id=g:6925721
Kūh-e Zāzī	id=g:6925722
Kārzīād	id=g:6925723
Kūh-e Malek	id=g:6925724
Bārūs	id=g:6925725
Kārvānsarā-ye Shāh ‘Abbāsī	id=g:6925726
Chāh Asb	id=g:6925727
Chāh Ramrū	id=g:6925728
Mollā Ḩoseynī	id=g:6925729
Bāfaraj	id=g:6925730
Chāh Tolombeh	id=g:6925731
Chāh Dahaneh	id=g:6925732
Chāh Bīlgūn	id=g:6925733
Chāh Mollā	id=g:6925734
Emāmzādeh Seyyed ‘Abd ol Ghafūr	id=g:6925735
Chāh Qalātū	id=g:6925736
Cham Sefīd	id=g:6925737
Bāgh-e Seyyed Khāleq	id=g:6925738
Ḩasan Khānī	id=g:6925739
Sar Chek Rostamī	id=g:6925740
Sehh Kadeh	id=g:6925741
Dārbast	id=g:6925742
Shīrdān	id=g:6925743
Āb Dān	id=g:6925744
Chāh Keshtarī	id=g:6925745
Kohreh	id=g:6925746
Tangeh Varā	id=g:6925747
Bāgh-e Sheykh	id=g:6925748
Sehh Darreh	id=g:6925749
Kal Khongoz̄ār	id=g:6925750
Bast Kūtak	id=g:6925751
Sang	id=g:6925752
Sang	id=g:6925753
Gowd-e Kūrakī	id=g:6925754
Gowd-e Kūrakī	id=g:6925755
Khoffeh Bīdeh	id=g:6925756
Kārvānsarā-ye Shāh ‘Abbāsī	id=g:6925757
Gowd-e Zūrū	id=g:6925758
Pācheh Anbār	id=g:6925759
Owkenār	id=g:6925760
Gelak	id=g:6925761
Ḩasanī	id=g:6925762
Kūh-e Rabīzū	id=g:6926437
Kūh-e Lāy-e Anjīr	id=g:6926438
Kūh-e Kheẕer Zendeh	id=g:6926439
Bāgh Qāẕī	id=g:6926440
Kūh-e Barrkhār	id=g:6926441
Kūh-e Sīāh	id=g:6926442
Bastarm (Do)	id=g:6926443
Bastarm (Seh)	id=g:6926444
Bastarm (Chahār)	id=g:6926445
Manak-e Ābī	id=g:6926446
Manak-e Khoshkī	id=g:6926447
Khāneh-ye Sīāh	id=g:6926448
Tang-e Chahār Chīnag	id=g:6926449
Tang-e Mīshī	id=g:6926450
Tang-e Bozorg	id=g:6926451
Tang-e Haft Darān	id=g:6926452
Kārkhāneh-ye Sīmān-e Estahbān	id=g:6926453
Solţān Parastū	id=g:6926454
Sefīd Darreh	id=g:6926455
Kūh-e Godār	id=g:6926456
Darreh-ye Qorqorū	id=g:6926457
Darreh-ye Morghak	id=g:6926458
Kūh-e Morghakī	id=g:6926459
Kūh-e Dom Kharī	id=g:6926460
Melk-e Chenār	id=g:6926461
Kūh-e Karrat Khī	id=g:6926462
Kūh-e Tavān Gazī	id=g:6926463
Tang-e Bozorg	id=g:6926464
Eshgaft-e Sīāh	id=g:6926465
Tang-e Sīm	id=g:6926466
Madreseh-ye Chādorī	id=g:6926467
Chāh-e Dowlat	id=g:6926468
Chāh-e Nār	id=g:6926469
Rūdkhāneh-ye Tang-e Sīm	id=g:6926470
Rūdkhāneh-ye Seh Chāh	id=g:6926471
Tang-e Khoshk	id=g:6926472
Kūh-e Tang-e Fūreh	id=g:6926473
Tang-e Sārū	id=g:6926474
Parreh Zeytūn	id=g:6926475
Tang-e Moj	id=g:6926476
Kar Kashtargī	id=g:6926477
Kar Panbeh	id=g:6926478
Qāsh-e Sorkh	id=g:6926479
Kar Garmeh Dān	id=g:6926480
Cheshmeh-ye Kar Kahkūmī	id=g:6926481
Kar Bādāmī	id=g:6926482
Marv	id=g:6926483
Qorqorū	id=g:6926484
Cheshmeh-ye Sar-e Gordeh	id=g:6926485
Mazrū	id=g:6926486
Kūh-e Kar Garmeh Dān	id=g:6926487
Kārkhāneh-ye Anjīr-e Estahbān	id=g:6926488
Pārk-e Jangalī	id=g:6926489
Gar Kūh	id=g:6926490
Gardaneh-ye Bezan	id=g:6926491
Kūh-e Dahaneh Sefīd	id=g:6926492
Dahaneh-ye Darbanī	id=g:6926493
Pūzeh-ye Khanrī	id=g:6926494
Tall-e Ganjītī	id=g:6926495
Qadamgāh-e Ḩaẕrat-e Kheẕr Nabīollāh	id=g:6926496
Kūh-e Nesār	id=g:6926497
Cheshmeh-ye Talkhūn	id=g:6926498
Tang-e Khūnī	id=g:6926499
Dahaneh-ye Sang Shekanī	id=g:6926500
Dahaneh-ye Māhfar Khān	id=g:6926501
Tappeh-ye Ḩowẕ Gap	id=g:6926502
Dahaneh-ye Sang Shekanī	id=g:6926503
Ma‘dan-e Darreh Tangū	id=g:6926504
Darreh Tangū	id=g:6926505
Tūvash Tīreh-ye Vanjū	id=g:6926506
Dahaneh-ye Ramedān	id=g:6926507
Tang-e Khūnī	id=g:6926508
Sherkat-e Ḩaml va Naql	id=g:6926509
Kārkhāneh-ye Mākārownī	id=g:6926510
Kārkhāneh-ye Şanāy‘-e Behdāshtī	id=g:6926511
Kūh-e Dom Tang	id=g:6926512
Kūh-e Shams-e Ḩeydarī	id=g:6926513
Cheshmeh Anjīr	id=g:6926514
Kūh-e Goshanābād	id=g:6926515
Dahaneh-ye Patū‘eh Ābī	id=g:6926516
Cheshmeh-ye Qolvand	id=g:6926517
Dahaneh-ye Kūr Tālārd	id=g:6926518
Kūh-e Banālū	id=g:6926519
Banālū	id=g:6926520
Behesht	id=g:6926521
Kesheh Bīdī	id=g:6926522
Chāh Bahāreh	id=g:6926523
Khomī Gerdū	id=g:6926524
Del Khomī	id=g:6926525
Cheshmeh-ye Moz̧̧affarī	id=g:6926526
Qomp-e Asb	id=g:6926527
Kamar-e Qomp	id=g:6926528
Gardaneh-ye Kāzār	id=g:6926529
Tang-e Khvoreh	id=g:6926530
Pareh Nārbīd	id=g:6926531
Tang-e Nārbīd	id=g:6926532
Tang-e Nārbīd	id=g:6926533
Dahaneh-ye Ḩowẕ Gap	id=g:6926534
Boneh Kūreh	id=g:6926535
Morūjī	id=g:6926536
Maḩmūdābād	id=g:6926537
Yazdān	id=g:6926538
Kamar-e Gorāzī	id=g:6926539
Nārak-e Qāsemī	id=g:6926540
Tall-e Qadamgāh	id=g:6926541
Barashlū	id=g:6926542
Beshkār	id=g:6926543
Chāh-e ‘Alī	id=g:6926544
Chāh-e ‘Alī	id=g:6926545
Cheshmeh-ye Mūrdī	id=g:6926546
Kūh-e Bāgh-e Şamad	id=g:6926547
Pūzeh-ye Kolar Saddī	id=g:6926548
Pāsgāh-e Entez̧āmī-ye Zarjān	id=g:6926549
Kowgān	id=g:6926550
Tappehhā-ye Zarjān	id=g:6926551
Rūdkhāneh-ye Zarjān	id=g:6926552
Dāneshgāh-e Āzād-e Eslāmī	id=g:6926553
Rūdkhāneh-ye Zeytūnak	id=g:6926554
Rūdkhāneh-ye Shahrestān	id=g:6926555
Cheshmeh-ye Mūrdī	id=g:6926556
Rūdkhāneh-ye Tang-e Karam	id=g:6926557
Bāgh-e Bozorg	id=g:6926558
Kamp-e Ātashkadeh	id=g:6926559
Kūsh-e Kūyeh	id=g:6926560
Dehūyek	id=g:6926561
Bahman	id=g:6926562
Tappehhā-ye Bahmanī	id=g:6926563
Maqbareh-ye Pīrshekār	id=g:6926564
Tang-e Ma‘dan-e Āhak	id=g:6926565
Ma‘adan-e Sang-e Āhak-e Zeytūnak	id=g:6926566
Dīsū	id=g:6926567
Tappehhā-ye Zeytūnak	id=g:6926568
Chāh-e Dowlat	id=g:6926569
Seh Chāh	id=g:6926570
Tappehhā-ye Doshākh	id=g:6926571
Do Shākh	id=g:6926572
Rūdkhāneh-ye Kord Khānī	id=g:6926573
Rūdkhāneh-ye Dārbast	id=g:6926574
Kūh-e Pol-e Takht	id=g:6926575
Pol-e Takht	id=g:6926576
Qarah Qayah	id=g:6926577
Kūh-e Qarah Qayah	id=g:6926578
Kūh-e Chāh Shekar	id=g:6926579
Kūh-e Chāh Bāgh	id=g:6926580
Kūh-e Bar Āftāb	id=g:6926581
Dasht-e Sakhtakī	id=g:6926582
Bar Āftāb	id=g:6926583
Chāh-e Zanjīr	id=g:6926584
Seh Chāh	id=g:6926585
Chāh-e Kord Khānī	id=g:6926586
Gardaneh-ye Qalyānī	id=g:6926587
Tang-e Qārchī	id=g:6926588
Kūh-e Angalī	id=g:6926589
Tang-e Angalī	id=g:6926590
Kūh-e Pīch Kūn	id=g:6926591
Dahaneh-ye Kaftarī	id=g:6926592
Tall-e Kahreh’ī	id=g:6926593
Gonbad	id=g:6926594
Āghol Kamar	id=g:6926595
Tem Gol Kūh	id=g:6926596
Darreh-ye Eshkaft Sīāh	id=g:6926597
Kūh-e Eshkaft Gāvī	id=g:6926598
Darreh-ye Eshkaft Gāvī	id=g:6926599
Tang-e Zābeţ	id=g:6926600
Tang-e Dārbast	id=g:6926601
Pūzeh-ye Dārbast	id=g:6926602
Chāh-e Nīk	id=g:6926603
Chāh-e Shūr	id=g:6926604
Dahāneh-ye Morādī	id=g:6926605
Tang-e Mīr	id=g:6926912
Tīzak	id=g:6926913
Ḩasan Qolī	id=g:6926914
Kūh-e Kalīlī	id=g:6926915
Tang-e Kāfarhā	id=g:6926916
Zamīn Sarv	id=g:6926917
Bāgh Gūk	id=g:6926918
Bāgh Dūk	id=g:6926919
Gūshkan	id=g:6926920
Kūh-e Qalā Gazū	id=g:6926921
Gūrīneh	id=g:6926922
Kesht Rīgū	id=g:6926923
Sarvārūq	id=g:6926924
Rūdkhāneh-ye Kūyekān	id=g:6926925
Rūdkhāneh-ye Zamīn Sarv	id=g:6926926
Rūdkhāneh-ye Tīūn	id=g:6926927
Kūh-e Tabār	id=g:6926928
Rūdkhāneh-ye Ābgarm Maskūn	id=g:6926929
Kūh-e Zard	id=g:6926930
Gowd-e Mīlū	id=g:6926931
Karmachkī	id=g:6926932
Solţānābād	id=g:6926933
Darreh-ye Derāz	id=g:6926934
Sar Bak	id=g:6926935
Sharābī	id=g:6926936
Gūrnāl	id=g:6926937
Gowd-e Bādāmī	id=g:6926938
Bāgh-e Shāh Malekī	id=g:6926939
Ābgarmū	id=g:6926940
Kūh-e Sabz	id=g:6926941
Kūh-e Kūchān	id=g:6926942
Kamar Sīāh	id=g:6926943
Godār Chītak	id=g:6926944
Kūh-e Kādūn	id=g:6926945
Chenār Qāẕī	id=g:6926946
Āb Bād	id=g:6926947
Mazra‘eh-ye ‘Abbās Khān-e ‘Āmerī	id=g:6926948
Kahn Deh Now	id=g:6926949
Do Kal-e Soflá	id=g:6926950
Do Kal-e ‘Olyā	id=g:6926951
Kūh-e Godār Būgandeh	id=g:6926952
Bāghcheh-ye Bīd Khān	id=g:6926953
Jamālī	id=g:6926954
Godār-e Khalīlī	id=g:6926955
Ḩoseynābād	id=g:6926956
Zīārat-e Mollā Ḩasan	id=g:6926957
Kūh-e Mār Sīāh	id=g:6926958
Mūrīj Bāgh	id=g:6926959
Tang-e Sabz	id=g:6926960
Qūchī	id=g:6926961
Āb Torsh	id=g:6926962
Kūh-e Bādāmī	id=g:6926963
Āb Bīdak	id=g:6926964
Kalleh Anjīr	id=g:6926965
Darreh-ye Gūr Bādāmū	id=g:6926966
Dahāneh-ye Zarak	id=g:6926967
Hemmatābād	id=g:6926968
Zīāratgāh-e Amīr ol Mow’menīn	id=g:6926969
Gol-e Boland	id=g:6926970
Zargarān	id=g:6926971
Kal Bīdān	id=g:6926972
Palang Gūtleh	id=g:6926973
Kalāqū	id=g:6926974
Rūdkhāneh-ye Sābāt	id=g:6926975
Deh Chenār	id=g:6926976
Abūrsū’īyeh	id=g:6926977
Gūdūs	id=g:6926978
Rūdkhāneh-ye Jedkānī	id=g:6926979
Rūdkhāneh-ye Darījān	id=g:6926980
Rūdkhāneh-ye Deh Bakrī	id=g:6926981
Sar Tashtak	id=g:6926982
Karpā	id=g:6926983
Aḩmadābād	id=g:6926984
Lakūt-e Pāgodār	id=g:6926985
Lakūt-e Gerdū	id=g:6926986
Lakūt-e Khamūrūd	id=g:6926987
Bīdak	id=g:6926988
Kūh-e Lakūt	id=g:6926989
Kūh-e Qal‘eh	id=g:6926990
Seyfābād	id=g:6926991
Seyfābād	id=g:6926992
Darī Mārān	id=g:6926993
Gol Chaman	id=g:6926994
‘Alī Akbarī	id=g:6926995
Kahgān	id=g:6926996
Shāh Sar Bīzhan	id=g:6926997
Khamūrūd	id=g:6926998
Darreh Gorgī	id=g:6926999
Kandar Chenār	id=g:6927000
Kūh-e Shengarā	id=g:6927001
Shāh-e Chehel Mard	id=g:6927002
Kūh-e Shāh-e Chehel Mard	id=g:6927003
Bandar-e Dalfārd	id=g:6927004
Bandar-e Dalfārd	id=g:6927005
Bāgh-e Kīān	id=g:6927006
Nabestān	id=g:6927007
Bāgh Sāybā	id=g:6927008
Sar Chīl	id=g:6927009
Gīshk	id=g:6927010
Kejīk	id=g:6927011
Tat	id=g:6927012
Gas Penī Gūn	id=g:6927013
Bāgh Aḩmad	id=g:6927014
Archnū’īyeh	id=g:6927015
Ḩoseyn Lūlū	id=g:6927016
Ordūgāh-e Tarbeatī-ye Darreh Tang	id=g:6927017
Sherkat-e Pārīz	id=g:6927018
Pāgodār	id=g:6927019
Bāgh Darreh	id=g:6927020
Kalpakī	id=g:6927021
Bī Tarsak	id=g:6927022
Gordān	id=g:6927023
Gāzerūn	id=g:6927024
Garak	id=g:6927025
Kam Chamān	id=g:6927026
Sarāb	id=g:6927027
Rīgū-ye Bālā	id=g:6927028
Rīgū-ye Pā’īn	id=g:6927029
Rostam Sūkhteh	id=g:6927030
Chāh Jahān	id=g:6927031
Chāh Bahrām	id=g:6927032
Dowdel-e Bālā	id=g:6927033
Dowdel-e Pā’īn	id=g:6927034
Kūh-e Pāgodār	id=g:6927035
Gerdū Chūb-e Bālā	id=g:6927036
Legūrī	id=g:6927037
Deh-e Darvīsh	id=g:6927038
Cheshmeh-ye Ābgarm	id=g:6927039
Bīd Zāgh	id=g:6927040
Derashk	id=g:6927041
Kūh-e Bāgh Seyyed	id=g:6927042
Kūh-e Kobrā	id=g:6927043
Qadamgāh-e Amīr Badr od Dīn	id=g:6927044
Kūh-e Āb Sard	id=g:6927045
Chāh Chenār	id=g:6927046
Gonbarzak	id=g:6927047
Kūh-e Karāpī	id=g:6927048
Pīneh Gū	id=g:6927049
Kūh-e Kam Nesā	id=g:6927050
Kūh-e Choghaldān	id=g:6927051
Kūh-e Āzād	id=g:6927052
Gūy Gūn	id=g:6927053
Kūh-e Falāgzū	id=g:6927054
Dowdarān	id=g:6927055
Kūh-e Dowdarān	id=g:6927056
Gorgāb	id=g:6927057
Gūshangar	id=g:6927058
Qāhīn	id=g:6927059
Pā’īn	id=g:6927060
Kūh-e Dūstālī	id=g:6927061
Bahrāmī	id=g:6927062
Sar Shaşt	id=g:6927063
Qadamgāh-e Ḩaẕrat-e ‘Alī	id=g:6927064
Shākh Chenār	id=g:6927065
Kūh-e Lorī	id=g:6927066
Kūh-e Goldār-e Sīāh	id=g:6927067
Tang-e Golīgūn	id=g:6927068
Rūdkhāneh-ye Hezār Kūh	id=g:6927069
Jahādābād	id=g:6927070
Ḩasanābād-e Bālā	id=g:6927071
Qadamgāh-e Abū ol Faẕl	id=g:6927072
Maḩmūdābād	id=g:6927073
Rūdkhāneh-ye Marghzār	id=g:6927074
Ḩekmatābād	id=g:6927075
Kūh-e Zārchū’īyeh	id=g:6927076
Dahaneh Sīlābī	id=g:6927077
Kūh-e Namak Zār	id=g:6927078
Yadū	id=g:6927079
Dahāneh-ye Seylābī	id=g:6927080
Cheshmeh-ye Qadar Khāneh-ye Pā’īn	id=g:6927081
Dasht-e Bezanjān	id=g:6927082
Rūdkhāneh-ye Harūd	id=g:6927083
Felfelī	id=g:6927084
Kūh-e Bāghū	id=g:6927085
Chāh Gondeh	id=g:6927086
Golī	id=g:6927087
Kūh-e Chāh Gondeh	id=g:6927088
Rūdkhāneh-ye Tahrūd	id=g:6927089
Dabestān-e Sepāh-e Dānesh	id=g:6927090
Qal‘eh-ye Moḩammad Khān	id=g:6927091
Kūh-e Qalāt-e Zīr	id=g:6927092
Kūh-e Yatīm	id=g:6927093
Kūh-e Bālā Tabrīzī	id=g:6927094
Chehel Cheshmeh	id=g:6927095
Kūh-e Chehel Cheshmeh	id=g:6927096
Dahaneh-ye Bāgh-e Morād	id=g:6927097
Cheshmeh-ye Āb Anārak	id=g:6927098
Cheshmeh-ye Anjīrak	id=g:6927099
Cheshmeh-ye Ārdakī	id=g:6927100
Kūh-e Ārdakī	id=g:6927101
Kūh-e Sefīd	id=g:6927102
Cheshmeh-ye Sar Cheshmeh	id=g:6927103
Kūh-e Derakhtī	id=g:6927104
Kūh-e Bāgh-e Morād	id=g:6927105
Bāgh-e Morād	id=g:6927106
Cheshmeh-ye Bāgh-e Morād	id=g:6927107
Cheshmeh-ye Neygī	id=g:6927108
Kūh-e Shab Kalleh	id=g:6927109
Pīr-e Hāmūn	id=g:6927110
Tangeh-ye Raqz	id=g:6927111
Kūh-e Raqz	id=g:6927112
Tangeh-ye Āb Bārīk	id=g:6927113
Qāsemābād	id=g:6927114
Shamsābād	id=g:6927115
Shamsābād	id=g:6927116
Seyyed Ḩoseyn	id=g:6927117
Pīr-e Gheyb	id=g:6927118
Shāh Faẕlollāh	id=g:6927119
Kūhjerd	id=g:6927120
Manşūrābād	id=g:6927121
Seyyedābād	id=g:6927122
Marbūyeh	id=g:6927123
Fasārūd	id=g:6927124
Manşūrī-ye Pā’īn	id=g:6927125
Tolombeh-ye Kar Sīāh	id=g:6927126
Kar Sīāh-e Soflá	id=g:6927127
Seyyed Şāleḩ	id=g:6927128
‘Alīābād-e Fasārūd	id=g:6927129
Cheshmeh-ye Golābī	id=g:6927130
Javānān	id=g:6927131
Karīmābād	id=g:6927132
Cheshmeh-ye Owghlān Qez	id=g:6927133
Kar Sīāh-e ‘Olyā	id=g:6927134
Kūh-e Owghlān Qez	id=g:6927135
Kūh-e Cheshmeh Golābī	id=g:6927136
Qerqer	id=g:6927137
Kūh-e Cheshmeh Neygī	id=g:6927138
Darreh-ye Rūd Shūr	id=g:6927139
Chāh-e Khodā	id=g:6927140
Kūh-e Chāh Khodā	id=g:6927141
Kūh-e Takhtī	id=g:6927142
Konār Sīāh	id=g:6927143
Tappeh-ye Qermez	id=g:6927144
Yowrd-e Ābegarm	id=g:6927145
Cheshmeh-ye Ābegarm	id=g:6927146
Āb Band	id=g:6927147
Paschek	id=g:6927148
Ma‘dan-e Mangenez-e Āb Band	id=g:6927149
Anjīrak-e ‘Olyā	id=g:6927150
Bāgh-e Shād	id=g:6927151
Solţān Shahbāz	id=g:6927152
Solţān Shahbāz	id=g:6927153
Darreh-ye Hashīrū	id=g:6927154
Kūh-e Chāh Bohlūl	id=g:6927155
Darreh-ye Allāh Karamī	id=g:6927156
Kūh-e Ādamū	id=g:6927157
Chāh-e Rīgī	id=g:6927158
Ādamū	id=g:6927159
Cheshmeh-ye Ādamū	id=g:6927160
Kūh-e Pahn Chāh	id=g:6927161
Bohlūl	id=g:6927162
Cheshmeh-ye Bohlūl	id=g:6927163
Chāh-e Baseh	id=g:6927164
Chāh-e Baseh	id=g:6927165
Cheshmeh-ye Shamūl	id=g:6927166
Bāgh-e Shamūl	id=g:6927167
Cheshmeh-ye Andar	id=g:6927168
Andar	id=g:6927169
Andar	id=g:6927170
Cheshmeh-ye Mazrū	id=g:6927171
Bīchūyeh	id=g:6927172
Pahn Chāh	id=g:6927173
Kūh-e Narmeh	id=g:6927174
Cheshmeh-ye Barkan	id=g:6927175
Yowrd-e Dād ‘Alī	id=g:6927176
Dom Towbeh	id=g:6927177
Sīvīlū	id=g:6927178
Kūh-e Bādāmī	id=g:6927179
Shahrak-e Fatḩ ol Mobīn	id=g:6927180
Beshkāl	id=g:6927181
Kūh-e Zard	id=g:6927182
Gowzūn	id=g:6927183
Kūh-e Chāh Jamālī	id=g:6927184
Kūh-e Ḩātam Khānī	id=g:6927185
Kūh-e Eshgaft-e Sīāh	id=g:6927186
Qalāt-e Qāẕī	id=g:6927187
Ḩasanābād	id=g:6927188
Cheshmeh-ye Kar Sīāh	id=g:6927189
Tolombeh-ye Gholāmḩoseyn	id=g:6927190
Āmūzeshgāh-e Keshāvarzī-ye Dārāb	id=g:6927191
‘Aţābakhsh	id=g:6927192
Seyyed ‘Alā’ od Dīn	id=g:6927193
Kūh-e Pīr-e Morād	id=g:6927194
Kūh-e Nowdeh Shahr	id=g:6927195
Kūh-e Khomm	id=g:6927196
Tappeh-ye Pīr-e Hāmūn	id=g:6927197
A‘rāb-e Ghanbarī	id=g:6927198
Shāh Fīrūz	id=g:6927199
A‘rāb-e Mehrābī	id=g:6927200
Gowd Shāneh	id=g:6927201
Gowd Shāneh	id=g:6927202
Gowd Shāneh	id=g:6927203
Gowd Shāneh	id=g:6927204
Qal‘eh-ye Feyẕābād	id=g:6927205
Chāh Bīd	id=g:6927206
Pāsālārī	id=g:6927207
Pāsālārī	id=g:6927208
Shāh Zendān	id=g:6927209
Dashtollāh	id=g:6927210
Kūh-e Mūmenā’ī	id=g:6927211
Chāh Gol	id=g:6927212
Rūdkhāneh-ye Kharz̄aleh-ye Chāh Gel	id=g:6927213
Hoveys ol Ḩaram	id=g:6927214
Emāmzādeh Seyyed Shams od Dīn	id=g:6927215
Emāmzādeh Moḩammad	id=g:6927216
Shāhzādeh Faẕlollāh	id=g:6927217
Pāsgāh-e Nīrūy-e Entez̧āmī-ye Khosūyeh	id=g:6927218
Shāh Zakarīyā	id=g:6927219
Maqbareh-ye Pīr-e Gheyb	id=g:6927220
Tappeh-ye Tall Barfī	id=g:6927221
Tall-e Rīgī	id=g:6927222
Rūdkhāneh-ye Āb Shūr	id=g:6927223
Tall-e Rīgī-ye Bālā	id=g:6927224
Rūdkhāneh-ye Tang-e Charkhī	id=g:6927225
Tang-e Khosūyeh	id=g:6927226
Ḩasanābād	id=g:6927227
Maḩdūdeh-ye Kūrehhā-ye Ājorpazī-ye Vālfajr	id=g:6927228
Rūdkhāneh-ye Bīzdān	id=g:6927229
Tappeh-ye Qarah Qayah	id=g:6927230
Shāhzādeh Ebrāhīm	id=g:6927231
Pol-e Bahādorān	id=g:6927232
Gholām-e Koveyt	id=g:6927233
Emāmzādeh Moḩammad	id=g:6927234
Nahr-e Shāyjān	id=g:6927235
Shāhzādeh Ya‘qūb	id=g:6927236
Bargān	id=g:6927237
Shahrak-e S̄ārollāh	id=g:6927238
‘Alīābād	id=g:6927239
Rūdkhāneh-ye Gelāl	id=g:6927240
Forūdgāh-e Dārāb	id=g:6927241
Dehīyeh-ye Kalbī	id=g:6927242
Qal‘eh-ye Dahyā	id=g:6927243
Nahr-e Qal‘eh Now	id=g:6927244
Nahr-e Bīādeh	id=g:6927245
Solţān ‘Omar od Dīn	id=g:6927246
‘Abbās‘alī	id=g:6927247
Nahr-e Khūn-e Gāv	id=g:6927248
Nahr-e Chālūn	id=g:6927249
Nahr-e Āb Shīb	id=g:6927250
Nahr-e Khaẕrā’ī	id=g:6927251
Ḩasanābād	id=g:6927252
Kūh-e Shāh Neshīn	id=g:6927253
Kūh-e Pūzeh Sūdar	id=g:6927254
Kūh-e Taftī	id=g:6927255
Dahaneh-ye ‘Abd ol Ḩoseyn Khānī	id=g:6927256
Kūh-e Sīneh Sīāh	id=g:6927257
Kūh-e Sar Gowdī	id=g:6927258
Kūh-e Qarasī	id=g:6927259
Kūh-e Kamar	id=g:6927260
Tappeh-ye Tang Darvāzeh	id=g:6927261
Shahrak-e Khalīlābād	id=g:6927262
Shāhzādeh Ẕīā’ od Dīn Moḩammad	id=g:6927263
Mīāndeh	id=g:6927264
Rūdkhāneh-ye Golāl	id=g:6927265
Dasht-e Bīkheh Derāz	id=g:6927266
Cheshmeh-ye Dastgīreh	id=g:6927267
Cheshmehhā-ye Dasht-e Gorg	id=g:6927268
Rūdkhāneh-ye Chāh Qūch	id=g:6927269
Kūh-e Shīrkhūn	id=g:6927270
Chāh-e Qabr-e Sefīd	id=g:6927271
Rūdkhāneh-ye Chāh-e Shūr	id=g:6927272
Kūh-e Yakhchāl	id=g:6927273
Kūh-e Khar Zahleh	id=g:6927274
Kūh-e Qabr-e Sefīd	id=g:6927275
Dasht-e Chāh-e Qūch	id=g:6927276
Gardaneh-ye Dasht-e Gorg	id=g:6927277
Chāh-e Qūch	id=g:6927278
Chāh-e Dasht-e Gorg	id=g:6927279
Dasht-e Gorg	id=g:6927280
Tang-e Sarḩ	id=g:6927281
Cheshmeh-ye Tang-e Sarḩ	id=g:6927282
Kūh-e Chāh Qūch	id=g:6927283
Chāh-e Ashkeh Pāreh	id=g:6927284
Chāh-e Shekar	id=g:6927285
Kūh-e Chāh-e Bīd	id=g:6927286
Kūh-e Dasht Konār	id=g:6927287
Gardaneh-ye Bīkheh Derāz	id=g:6927288
Kūh-e Darreh Sūkhteh	id=g:6927289
Pāsgāh-e Bīkheh Derāz	id=g:6927290
Qāsemābād-e Golchīn	id=g:6927291
Kūh-e Parshāneh	id=g:6927292
Tolombeh-ye Ḩājj Kamāl	id=g:6927293
Kūh-e Bīkheh Derāz	id=g:6927294
Kūh-e Gowdshāneh	id=g:6927295
Kārkhāneh-ye Sīmān-e Dārāb	id=g:6927296
Ţarḩ-e Ābresānī-ye Ḩājjīābād	id=g:6927297
Kūh-e Qalb	id=g:6927298
Kūh-e Chang-e Farhād	id=g:6927299
Chāh-e Kīleh	id=g:6927300
Chāh Farhād	id=g:6927301
Chāh-e Āb-e Farhād	id=g:6927302
Gardaneh-ye Khar Sorkh	id=g:6927303
Kūh-e Chāh Gol	id=g:6927304
Kūh-e Namak	id=g:6927305
Rūdkhāneh-ye Kūp Kenārī	id=g:6927306
Tang-e Mālā Shahr	id=g:6927307
Kūh-e Chūk	id=g:6927308
Kūh-e Sīāh	id=g:6927309
Tang-e Towjīh	id=g:6927310
Tang-e Sarvak	id=g:6927311
Kūh-e Dey	id=g:6927312
Basţ-e Balekī	id=g:6927313
Hādīābād	id=g:6927314
Kūh-e Qalāt Sabz	id=g:6927315
Tang-e Ghāşī	id=g:6927316
Qarah Bolāgh-e Sheshdeh	id=g:6927317
Tappeh-ye Pūzeh	id=g:6927318
Kūh-e Kat Kamī	id=g:6927319
Dahaneh-ye Tang-e Begū	id=g:6927320
Kūh-e Karamī	id=g:6927321
Tall-e Qorbānī	id=g:6927322
Kūh-e Haft Magazī	id=g:6927323
Tall-e Derāz	id=g:6927324
Kūh-e Ţāherī	id=g:6927325
Kūh-e Pālān	id=g:6927326
Darreh Jennī	id=g:6927327
Kūh-e Yatīm	id=g:6927328
Khāngolī	id=g:6927329
Kūh-e Darz	id=g:6927330
Kūh-e Seh Chāh	id=g:6927331
Dowlatābād-e Seh Chāh	id=g:6927332
Chāh-e Bīdak	id=g:6927333
Golchīn	id=g:6927334
Rūdkhāneh-ye Chāh-e Bīdak	id=g:6927335
Kūh-e Zībā	id=g:6927336
Kūh-e Ţāherī	id=g:6927337
Dogān-e ‘Olyā	id=g:6927338
Beyg Īnānlū	id=g:6927339
Kūh-e Tīr Sīāh	id=g:6927340
Kūh-e Chāh Dūk	id=g:6927341
Tang-e Lī Chāy	id=g:6927342
Kūh-e Galū	id=g:6927343
Rūdkhāneh-ye Kareh	id=g:6927344
Tang-e Mārī	id=g:6927345
Kūh-e Ayūẕ Āqā	id=g:6927346
Eshgaft Sīāh-e ‘Abbāsābād	id=g:6927347
Rūdkhāneh-ye Tang-e Ḩājjī	id=g:6927348
