El Jacalón	id=g:4028256
Cacahoatán	id=g:6955082
Catazajá	id=g:6955083
Chalchihuitán	id=g:6955084
Chamula	id=g:6955085
Chanal	id=g:6955086
Chapultenango	id=g:6955087
Chenalhó	id=g:6955088
Chiapa de Corzo	id=g:6955089
Chiapilla	id=g:6955090
Chicoasén	id=g:6955091
Chicomuselo	id=g:6955092
Chilón	id=g:6955093
Cintalapa	id=g:6955094
Coapilla	id=g:6955095
Comitán	id=g:6955096
La Concordia	id=g:6955097
Copainalá	id=g:6955098
Escuintla	id=g:6955099
Francisco León	id=g:6955100
Cenote Esmeralda	id=g:6956111
Flughafen Mexiko-City	id=g:6957077
Benito Juárez	id=g:6957079
Chapultepec Schloss	id=g:6957080
Museo de Arte Moderno	id=g:6957081
Museo Nacional de Arte	id=g:6957082
Nationalpalast	id=g:6957083
Palacio de Bellas Artes	id=g:6957084
Plaza de las Tres Culturas	id=g:6957085
Templo Mayor	id=g:6957086
Torre Latinoamericana	id=g:6957087
World Trade Center Mexico City	id=g:6957088
José Vasconcelos Bibliothek	id=g:6957089
Cenote Nohoch Nah Chich	id=g:6957317
Colonia del Valle	id=g:7280708
Colonia Nápoles	id=g:7280709
Colonia Portales	id=g:7280710
Colonia Lindavista	id=g:7280711
Col. Bosques de las Lomas	id=g:7280712
Colonia Condesa	id=g:7280713
Colonia Roma	id=g:7280714
Colonia Narvarte	id=g:7280715
Colonia Escandón	id=g:7280716
Col. Extremadura Insurgentes	id=g:7280717
Colonia Nativitas	id=g:7280718
Col. Lomas Verdes	id=g:7280719
Interlomas	id=g:7280720
Marina Vallarta	id=g:7281829
Quintana Roo	id=g:7284139
Playa Paraíso	id=g:7284358
Cintermex	id=g:7287727
Macroplaza	id=g:7287804
Fuente del Puente	id=g:7288579
Los Rancheros	id=g:7288668
Carlos and Charlies	id=g:7288669
Los Aluxes	id=g:7288670
Senor Frog's	id=g:7288671
Ristorante da Bruno	id=g:7288672
Sur	id=g:7288673
Madre Tierra	id=g:7288674
La Panga Antigua	id=g:7288747
Restaurante da Bruno	id=g:7288816
Valle de Chalco	id=g:7289295
Villa Coapa	id=g:7289296
Gustavo Baz	id=g:7289297
Zapotlán el Grande	id=g:7289298
Col. Industrial Vallejo	id=g:7289299
Col. Mixcoac	id=g:7289300
Manuel Crescencio Rejón International Airport	id=g:7289692
Corredor Turístico de Los Cabos	id=g:7290712
El Arco	id=g:7302215
Reserva Natural Cuatro Ciénagas	id=g:7302454
Cabo Pulmo	id=g:7302527
Zipolite	id=g:7303327
5ta Avenida	id=g:7536049
Mamitas Beach Club	id=g:7536061
Langkawi	id=g:1222381
Pasir Hitam	id=g:1222382
Tanjung Belua	id=g:1222383
Kuala Melaka	id=g:1222384
Pelabuhan Bass	id=g:1222385
Pulau Tebuyi	id=g:1222386
Padang Mat Sirat	id=g:1222387
Kisap	id=g:1222388
Pulau Dangli	id=g:1222389
Tanjong Chinchin	id=g:1222390
Ayer Hangat	id=g:1222391
Pulau Langkawi	id=g:1222392
Tanjung Kemarung	id=g:1222393
Pulau Langgun	id=g:1222394
Pulau Tanjung Dendang	id=g:1222395
Kuah	id=g:1222396
Pulau Corong	id=g:1222397
Pulau Timun	id=g:1222398
Gunung Raya	id=g:1222399
Pulau Rebak Besar	id=g:1222400
Pulau Tepor	id=g:1222401
Pulau Beras Basah	id=g:1222402
Pulau Singa Besar	id=g:1222403
Pulau Enggang	id=g:1222404
Pulau Tuba	id=g:1222405
Pulau Dayang Bunting	id=g:1222406
Tanjung Genting	id=g:1222407
Tanjung Pinang	id=g:1222408
Pulau Perak	id=g:1222409
Pulau Segantang	id=g:1222410
Pulau Ular	id=g:1222411
Pulau Ujong Buloh	id=g:1222412
Selat Dayang Bunting	id=g:1222413
Tanjung Tuba	id=g:1222414
Selat Tuba	id=g:1222415
Telok Tok Kaya Alang	id=g:1222416
Tanjung Timun	id=g:1222417
Bukit Timun	id=g:1222418
Kuala Teriang	id=g:1222419
Tanjung Tirai	id=g:1222420
Tanjung Tempulin	id=g:1222421
Tanjong Telok Sin	id=g:1222422
Pulau Duyong	id=g:1222423
Sungai Telok Apau	id=g:1222424
Tukun Bebau Besar	id=g:1222425
Selat Tanjung Dendang	id=g:1222426
Pulau Tak Berumput	id=g:1222427
Pulau Tajai	id=g:1222428
Pulau Sipak	id=g:1222429
Pulau Singa Kecil	id=g:1222430
Selat Simpang Tiga	id=g:1222431
Pulau Selat Riang Riang	id=g:1222432
Pulau Selang Kechil	id=g:1222433
Pulau Selang Besar	id=g:1222434
Pulau Selang	id=g:1222435
Bukit Sawak	id=g:1222437
Tanjung Sawa	id=g:1222438
Tanjong Ru	id=g:1222440
Pulau Rebak Kechil	id=g:1222441
Tanjong Rami	id=g:1222442
Selat Pulau Peluru	id=g:1222443
Tanjong Perpat	id=g:1222444
Tanjong Peluru	id=g:1222445
Tanjung Pasir Ok	id=g:1222446
Pulau Pasir	id=g:1222447
Pulau Pasir	id=g:1222448
Tanjung Pandan	id=g:1222449
Selat Panchor	id=g:1222450
Pulau Paku	id=g:1222451
Pulau Nyor Setall	id=g:1222452
Tanjung Nyiru	id=g:1222453
Teluk Nangka Besar	id=g:1222454
Sungai Melaka	id=g:1222455
Pulau Lima	id=g:1222456
Tanjung Lilin	id=g:1222457
Pulau Lintang Jalan	id=g:1222458
Tasik Dayang Bunting	id=g:1222459
Langkawi Sound	id=g:1222460
Langkawi Islands	id=g:1222461
Pulau Lalang	id=g:1222462
Pulau Lading	id=g:1222463
Pulau Kukus	id=g:1222464
Tanjung Kubu	id=g:1222465
Gunung Kuang	id=g:1222466
Sungai Kuah	id=g:1222467
Selat Kuah	id=g:1222468
Sungai Kisap	id=g:1222469
Sungai Kilim	id=g:1222470
Pulau Ketumbu	id=g:1222471
Telok Ketapang	id=g:1222472
Pulau Kentut Kecil	id=g:1222473
Pulau Kentut Besar	id=g:1222474
Pulau Kelam Baya	id=g:1222475
Pulau Kedera	id=g:1222477
Sungai Ayer Hangat	id=g:1222478
Pulau Jong	id=g:1222479
Pulau Jerkom Besar	id=g:1222480
Pulau Jemurok	id=g:1222481
Pulau Gubang Laut	id=g:1222482
Pulau Gubang Darat	id=g:1222483
Tanjong Gua Tembus	id=g:1222484
Teluk Gua Langsiar	id=g:1222485
Pulau Anak Gua Cherita	id=g:1222486
Tanjung Gerak	id=g:1222487
Pulau Gasing	id=g:1222488
Pulau Dua	id=g:1222489
Tanjong Dendang	id=g:1222490
Teluk Dayang Bunting	id=g:1222491
Teluk Datai	id=g:1222493
Tanjong Datai	id=g:1222494
Sungai Datai	id=g:1222495
Tanjong Dagu	id=g:1222496
Pulau Chupak	id=g:1222497
Salat Changchong Chong	id=g:1222499
Sungai Chanang	id=g:1222500
Canister Rock	id=g:1222501
Pulau Burau	id=g:1222502
Pulau Bumbon Kechil	id=g:1222503
Pulau Bumbon Besar	id=g:1222504
Pulau Buyong	id=g:1222505
Teluk Botol	id=g:1222506
Teluk Burau	id=g:1222507
Sungai Borau	id=g:1222508
Tanjong Bongkok Pennyu	id=g:1222509
Tanjong Bewak	id=g:1222510
Telok Berembang	id=g:1222511
Pulau Bebilis	id=g:1222512
Bukit Batu Uban	id=g:1222513
Pulau Batu Pungah	id=g:1222514
Pulau Batu Merah	id=g:1222515
Sungai Batu Gajah	id=g:1222516
Pulau Batang	id=g:1222517
Pulau Balar	id=g:1222518
Teluk Ayer Tuan	id=g:1222519
Pulau Ayam	id=g:1222520
Tanjong Asam	id=g:1222521
Telok Apau	id=g:1222522
Pulau Anak Datai	id=g:1222524
Pulau Chorong	id=g:1346795
Kampung Huma	id=g:1346796
Bukit Mudin Besar	id=g:1597065
Bukit Wehi	id=g:1605029
Khao Wang Mu	id=g:1605120
Bukit Luat Lantai	id=g:1608987
Gunong Ulu Makar	id=g:1610596
Bukit Arang	id=g:1621026
Sungai Trusan	id=g:1623218
Sungai Suman	id=g:1626207
Gunung Siruruh	id=g:1626827
Bukit Sinalub	id=g:1626988
Bukit Sinaladin	id=g:1626989
Sungai Separan	id=g:1627618
Gunong Semaong	id=g:1627899
Gunong Selanchang	id=g:1628053
Apad Runan	id=g:1629415
Gunong Rawan	id=g:1629837
Bukit Rampaong	id=g:1630153
Pueh Range	id=g:1630582
Gunong Pueh	id=g:1630583
Sungai Odong	id=g:1633679
Gunong Meranja Kechil	id=g:1635408
Selat Kering	id=g:1640222
Gunung Jeramat	id=g:1642539
Gunong Gumbang	id=g:1643692
Gunong Gaharu	id=g:1644641
First Point	id=g:1644756
Gunong Entitik	id=g:1644891
Gunong Entenuk	id=g:1644895
Bukit Bubong Alak	id=g:1647962
Sungai Buan	id=g:1648009
Bukit Biru	id=g:1648659
Gunong Berpayung	id=g:1648983
Bukit Baya	id=g:1649499
Bukit Batu Lemak	id=g:1649678
Bukit Batu Burak	id=g:1649749
Bukit Batu Bebaring	id=g:1649770
Sungai Bangak	id=g:1650341
Bukit Aras	id=g:1651258
Sungai Pahan	id=g:1732539
Sungai Tijok	id=g:1732540
Gunung Guram	id=g:1732541
Sungai Timoh	id=g:1732542
Kampong Telok Baharu	id=g:1732543
Sengkuang	id=g:1732544
Tanah Putch	id=g:1732545
Arau Canal	id=g:1732546
Padang Sepaoh	id=g:1732547
Serian	id=g:1732548
Kampong Permatang Sintok	id=g:1732550
Kampong Permatang Pauh	id=g:1732551
Kampong Peradong	id=g:1732552
Kampong Padang Lebar	id=g:1732553
Kampung Nahabah	id=g:1732554
Sungai Kerangan	id=g:1732555
Sungai Kamiau	id=g:1732556
Kampong Daso	id=g:1732557
Kampong Perupok	id=g:1732558
Kampong Pilor	id=g:1732559
Kampong Sain	id=g:1732560
Kampung Charok Kelian	id=g:1732561
Bahagian Pantai Barat	id=g:1732562
Tanjong Malim	id=g:1732564
Kampong Simparg Ampat Bagan Nakoda Omar	id=g:1732565
Berumput Gunong	id=g:1732566
Tanjong Batu Batu	id=g:1732567
Kampong Bakar Arang	id=g:1732568
Gunong Ulu Bakar	id=g:1732569
Kampung Pulau Betung	id=g:1732570
Bukit Wuak Besar	id=g:1732571
Wuak	id=g:1732572
Sungai Wu	id=g:1732573
Wrays Hill	id=g:1732574
Woon Chong Sam Estate	id=g:1732575
Woodlake Estate	id=g:1732576
Woodford Rubber Estate	id=g:1732577
Woodford Estate Klias Division	id=g:1732578
Wong Panjai	id=g:1732579
Wong Pack Choy Estate	id=g:1732580
Sungai Wong Mutar	id=g:1732581
Tanjong Wong Lembang	id=g:1732582
Sungai Jengka	id=g:1732583
Kampung Awah	id=g:1732584
Temerluh	id=g:1732585
Perhentian Jenderak	id=g:1732586
Sungai Chenderoh	id=g:1732587
Gunung Senyum	id=g:1732588
Perhentian Sungai Dalam	id=g:1732589
Perhentian Teh	id=g:1732590
Sugai Kerau	id=g:1732591
Kampung Mangsuk	id=g:1732592
Sungai Teris	id=g:1732593
Kampung Kuala Kerdau	id=g:1732594
Gunung Benum	id=g:1732595
Gunung Tungku	id=g:1732596
Kampung Damak	id=g:1732597
Kampung Som	id=g:1732598
Kampung Rial	id=g:1732599
Kampung Baharu	id=g:1732600
Jeransang	id=g:1732601
Jerantut	id=g:1732602
Kampung Pulau Tawar	id=g:1732603
Kampung Kelola	id=g:1732604
Kampung Kepala Pulau	id=g:1732605
Perhentian Mai	id=g:1732606
Kuala Kerau	id=g:1732607
Kampung Paya Baharu	id=g:1732608
Perhentian Tekal	id=g:1732609
Kampung Tekal	id=g:1732610
Kerdau	id=g:1732611
Kampung Sanggang	id=g:1732612
Kampung Gantuk	id=g:1732613
Sungai Semantan	id=g:1732614
Kampung Paya Laman	id=g:1732615
Bukit Tapah	id=g:1732616
Sungai Lompat	id=g:1732617
Kampung Teris	id=g:1732618
Sungai Temir	id=g:1732619
Kampung Sertik	id=g:1732620
Kampung Kelunjung	id=g:1732621
Kampung Seri Jaya	id=g:1732622
Kampung Kuala Sentul	id=g:1732623
Sungai Jempul	id=g:1732624
Sungai Tekam	id=g:1732625
Gunung Serudum	id=g:1732626
Gunung Lerek	id=g:1732627
Sungai Lepar	id=g:1732628
Kampung Paya Bungur	id=g:1732629
Kampung Bakapur	id=g:1732630
Kampung Gelugur	id=g:1732631
Kampung New Zealand	id=g:1732632
Bukit Chondong	id=g:1732633
Kampung Kincir	id=g:1732634
Kampung Lubuk	id=g:1732635
Kampung Senggora	id=g:1732636
Maran	id=g:1732637
Sungai Luit	id=g:1732638
Kampung Luit	id=g:1732639
Gunung Berantai	id=g:1732640
Kampung Kundang	id=g:1732641
Bukit Gebuk	id=g:1732642
Kampung Temiang	id=g:1732643
Kampung Pesagi	id=g:1732644
Kampung Lembah Bilut	id=g:1732645
Kampung Lembah Bilut	id=g:1732646
Kampung Asap	id=g:1732647
Kampung Cermas	id=g:1732648
Sungai Chermas	id=g:1732649
Kampung Bukit Koman	id=g:1732650
Raub	id=g:1732651
Gunung Liang Timur	id=g:1732652
Sungai Sempam	id=g:1732653
Gunung Gapis	id=g:1732654
Sungai Liang	id=g:1732655
Ceruh	id=g:1732656
Gunung Jua	id=g:1732657
Kampung Kuala Sia	id=g:1732658
Kampung Cin	id=g:1732659
Sungai Lipis	id=g:1732660
Kampung Dong	id=g:1732661
Bukit Serdam	id=g:1732662
Raub	id=g:1732663
Teras	id=g:1732664
Teranum	id=g:1732665
Sungai Bilut	id=g:1732666
Bentung	id=g:1732667
Kampung Camang	id=g:1732668
Gunung Rajah	id=g:1732669
Gunung Hulu Semangko	id=g:1732670
Bukit Fraser	id=g:1732671
Tanjung Malim	id=g:1732672
Kalumpang	id=g:1732673
Kalumpang	id=g:1732674
Kerling	id=g:1732675
Kuala Kubu Baharu	id=g:1732676
Kuala Kubu Jalan	id=g:1732677
Seri Medan	id=g:1732678
Sungai Simpang Kiri	id=g:1732679
Parit Sulung	id=g:1732680
Parit Jawa	id=g:1732681
Tongkang Pechah	id=g:1732682
Sungai Simpang Kanan	id=g:1732683
Tanjung Segenting	id=g:1732684
Tanjung Api Api	id=g:1732685
Daerah Batu Pahat	id=g:1732686
Batu Pahat	id=g:1732687
Tanjung Tohor	id=g:1732688
Semerah	id=g:1732689
Tanjung Labuh	id=g:1732690
Sungai Balang	id=g:1732691
Kampung Bukit Batu	id=g:1732692
Mengkibul	id=g:1732693
Sungai Semberuung	id=g:1732694
Sungai Sayung	id=g:1732695
Air Hitam	id=g:1732696
Rengam	id=g:1732697
Parit Raja	id=g:1732698
Layang-Layang	id=g:1732699
Simpang Renggam	id=g:1732700
Simpang Enam	id=g:1732701
Senggarang	id=g:1732702
Kampong Air Bemban	id=g:1732703
Rengit	id=g:1732704
Benut	id=g:1732705
Pekan Nanas	id=g:1732706
Daerah Pontian	id=g:1732707
Pekan Teluk Kerang	id=g:1732708
Kampung Air Baloi	id=g:1732709
Pontian Besar	id=g:1732710
Pontian Kecil	id=g:1732711
Pulau Sauh	id=g:1732712
Pulau Pisang	id=g:1732713
Pulau Kukup	id=g:1732714
Kukup	id=g:1732715
Bandar Permas	id=g:1732716
Kampung Api-Api	id=g:1732717
Renggam	id=g:1732718
Kampung Sungai Biuh	id=g:1732719
Kampung Seri Lalang	id=g:1732720
Kampung Pasir Gudang	id=g:1732721
Pasir Gudang	id=g:1732722
Kampung Hulu Tiram	id=g:1732723
Larkin	id=g:1732724
Tanjung Pelepas	id=g:1732725
Bukit Batu Tongkat	id=g:1732726
Sungai Linggiu	id=g:1732727
Gunung Sumalayang	id=g:1732728
Sungai Sedili Besar	id=g:1732729
Mawai	id=g:1732730
Kampung Lukut	id=g:1732731
Gunung Muntahak	id=g:1732732
Lombong	id=g:1732733
Kampung Sedenak	id=g:1732734
Bukit Lawang	id=g:1732735
Sungai Johor	id=g:1732736
Daerah Kota Tinggi	id=g:1732737
Kota Tinggi	id=g:1732738
Kangkar Sungai Tiram	id=g:1732739
Kampung Seelung	id=g:1732740
Senai	id=g:1732741
Kulai	id=g:1732742
Gunung Pulai	id=g:1732743
Kampung Kangkar Pulai	id=g:1732744
Sekudai	id=g:1732745
Kempas	id=g:1732746
Pelentung	id=g:1732747
Luncoo	id=g:1732748
Kampung Tanjung Langsat	id=g:1732749
Masai	id=g:1732750
Daerah Johor Baharu	id=g:1732751
Johor Bahru	id=g:1732752
Tampoi	id=g:1732753
Kampung Hulu Coh	id=g:1732754
Gelang Patah	id=g:1732755
Sungai Pulai	id=g:1732756
Tanjung Kupang	id=g:1732757
Tanjung Piai	id=g:1732758
Teluk Punggai	id=g:1732759
Teluk Penawar	id=g:1732760
Tanjung Penawar	id=g:1732761
Teluk Mahkota	id=g:1732762
Kangkar Kambau	id=g:1732763
Tanjung Tenggara	id=g:1732764
Kampung Sedili Besar	id=g:1732765
Tanjung Sedili Kecil	id=g:1732766
Tanjung Gemuh	id=g:1732767
Kampung Laut	id=g:1732768
Tanjung Kelesa	id=g:1732769
Kangkar Sedili Kecil	id=g:1732770
Bukit Tangga Tujuh	id=g:1732771
Tanjung Siang	id=g:1732772
Kampung Tengah	id=g:1732773
Tanjung Balau	id=g:1732774
Kampung Pancur	id=g:1732775
Kampung Johor Lama	id=g:1732776
Sungai Lebam	id=g:1732777
Bukit Tuatau	id=g:1732778
Kampung Punggai	id=g:1732779
Tanjong Punggai	id=g:1732780
Sungai Punggai	id=g:1732781
Pasir Gogok	id=g:1732782
Tanjung Setapa	id=g:1732783
Kampung Langkah Baik	id=g:1732784
Pengerang	id=g:1732785
Kampung Ramunia	id=g:1732786
Tanjung Sepang	id=g:1732787
Kampung Sungai Rengit	id=g:1732788
Tanjung Ayam	id=g:1732789
Tanjung Logok	id=g:1732790
Pulau Pinang	id=g:1732791
Pulau Lang	id=g:1732792
Pulau Dayang	id=g:1732793
Pulau Aur	id=g:1732794
Pulau Ibul	id=g:1732795
Pulau Tinggi	id=g:1732796
Tanjung Tenggaruh	id=g:1732797
Pulau Sibu	id=g:1732798
Pulau Sibu Tengah	id=g:1732799
Pulau Yu	id=g:1732800
Tanjung Petai	id=g:1732801
Jaguh	id=g:1732802
Sungai Lenik	id=g:1732803
Beradin	id=g:1732804
Paluh	id=g:1732805
Kampung Gajah	id=g:1732806
Gunung Lambak	id=g:1732807
Kampung Paya Baharu	id=g:1732808
Kampung Paya	id=g:1732809
Daerah Keluang	id=g:1732810
Keluang	id=g:1732811
Nyiur	id=g:1732812
Kampung Kang Kar Baharu	id=g:1732813
Yong Peng	id=g:1732814
Sungai Bekuk	id=g:1732815
Jemaluang Kecil	id=g:1732816
Seri Pantai	id=g:1732817
Bukit Tanah Abang	id=g:1732818
Sungai Endau	id=g:1732819
Sungai Lenggur	id=g:1732820
Pulau Setindan	id=g:1732821
Pulau Babi Hujung	id=g:1732822
Pulau Babi Tengah	id=g:1732823
Pulau Babi Besar	id=g:1732824
Tanjung Sekakap	id=g:1732825
Mersing	id=g:1732826
Daerah Mersing	id=g:1732827
Jemaluang	id=g:1732828
Bukit Tinggi	id=g:1732829
Sungai Semberung	id=g:1732830
Kuala Semberung	id=g:1732831
Kampung Kahang Baharu	id=g:1732832
Sungai Kahang	id=g:1732833
Sungai Ambat	id=g:1732834
Sungai Hulu Sedili	id=g:1732835
Gunung Belumut	id=g:1732836
Jementah	id=g:1732837
Kampung Bukit Kepung	id=g:1732838
Pt Bunga	id=g:1732839
Bukit Kangkar	id=g:1732840
Kampung Langkap	id=g:1732841
Kampung Kepuh	id=g:1732842
Kampung Paya Jakas	id=g:1732843
Gunung Ledang	id=g:1732844
Kebun Baharu	id=g:1732845
Segamat	id=g:1732846
Daerah Segamat	id=g:1732847
Genuang	id=g:1732848
Tenang	id=g:1732849
Sungai Labis	id=g:1732850
Bukit Kepung	id=g:1732851
Lenga	id=g:1732852
Sengkang	id=g:1732853
Sagil	id=g:1732854
Bukit Asahan	id=g:1732855
Bekuh Simpang	id=g:1732856
Tangkak	id=g:1732857
Gerisik	id=g:1732858
Paguh	id=g:1732859
Pancur	id=g:1732860
Kundang	id=g:1732861
Sungai Kesang	id=g:1732862
Sungai Mati	id=g:1732863
Bukit Pasir	id=g:1732864
Tanjung Agas	id=g:1732865
Kampung Tanjung Agas	id=g:1732866
Sungai Muar	id=g:1732867
Daerah Muar	id=g:1732868
Muar	id=g:1732869
Simpang Jeram	id=g:1732870
Bakri	id=g:1732871
Ma’ Okil	id=g:1732872
Bukit Inas	id=g:1732873
Prehentain Batang Ridan	id=g:1732874
Camik	id=g:1732875
Pekar Air Panas	id=g:1732876
Labis	id=g:1732877
Gunung Bekuk	id=g:1732878
Sungai Selai	id=g:1732879
Kampung Yap Tow Sah	id=g:1732880
Bukit Selegi	id=g:1732881
Lenek	id=g:1732882
Bekuk	id=g:1732883
Caah	id=g:1732884
Batu Kincing	id=g:1732885
Sungai Tengi	id=g:1732886
Sungai Encik Hamid	id=g:1732887
Tanjung Karang	id=g:1732888
Sungai Selangor	id=g:1732889
Kuala Selangor	id=g:1732890
Kuala Selangor	id=g:1732891
Batang Berjuntai	id=g:1732892
Batu Arang	id=g:1732893
Bukit Rotan	id=g:1732894
Kampung Asam Jawa	id=g:1732895
Kuala Sungai Buluh	id=g:1732896
Bukit Cerakah	id=g:1732897
Jeram	id=g:1732898
Pulau Tekukur	id=g:1732899
Pulau Angsa	id=g:1732900
Kapar	id=g:1732901
Meru	id=g:1732902
Shah Alam	id=g:1732903
Klang	id=g:1732904
Klang	id=g:1732905
Tanjung Bakau	id=g:1732906
Pulau Ketam	id=g:1732907
Tanjung Tenteram	id=g:1732908
Pulau Tengah	id=g:1732909
Gedangsa	id=g:1732910
Kampung Suharto	id=g:1732911
Lubuk Banting	id=g:1732912
Kampung Kian Sit	id=g:1732913
Bagan Terap	id=g:1732914
Changkat Jong	id=g:1732915
Perak Hilir Daerah	id=g:1732916
Kampung Sungai Samak	id=g:1732917
Kampung Sungai Panjang	id=g:1732918
Kampung Simpang Lima	id=g:1732919
Kampung Pasir Panjang	id=g:1732920
Sungai Bernam	id=g:1732921
Kampung Buluh Seruas	id=g:1732922
Kampung Kuala Slim	id=g:1732923
Kampung Kuala Geliting	id=g:1732924
Terolak	id=g:1732925
Kelah	id=g:1732926
Sungkai	id=g:1732927
Kampung Jeram Kawang	id=g:1732928
Kampung Hulu Slim	id=g:1732929
Sungai Slim	id=g:1732930
Slim River	id=g:1732931
Selim	id=g:1732932
Kampung Sungai Bil	id=g:1732933
Behrang Hulu	id=g:1732934
Kampung Behrang	id=g:1732935
Sungai Dusun	id=g:1732936
Bukit Tunggal	id=g:1732937
Sekincan	id=g:1732938
Tanjung Geliga	id=g:1732939
Kampung Kuala Kemaman	id=g:1732940
Kampung Ceneh	id=g:1732941
Tanjung Berhala	id=g:1732942
Kampung Sekuang	id=g:1732943
Kampung Baharu Batu Empat	id=g:1732944
Cukai	id=g:1732945
Sungai Cukai	id=g:1732946
Bukit Kemuning	id=g:1732947
Tanjong Panunyut	id=g:1732948
Tanjung Penunjuk	id=g:1732949
Kuala Kijal	id=g:1732950
Kijal	id=g:1732951
Kampung Ibuk	id=g:1732952
Kampung Payuh	id=g:1732953
Kuala Kemasik	id=g:1732954
Kemasik	id=g:1732955
Kampung Cabang	id=g:1732956
Bukit Patang	id=g:1732957
Kampung Kubu	id=g:1732958
Pengkalan Yak Yah	id=g:1732959
Kampung Lubuk Batu	id=g:1732960
Kampung Air Putih	id=g:1732961
Sungai Kemaman	id=g:1732962
Daerah Kemaman	id=g:1732963
Bukit Bandi	id=g:1732964
Sungai Cerul	id=g:1732965
Kampung Tanjung	id=g:1732966
Bukit Paluh	id=g:1732967
Sungai Jabur	id=g:1732968
Kampung Kuala Jabur	id=g:1732969
Kampung Tanjung	id=g:1732970
Bukit Geliga Besar	id=g:1732971
Tanjung Geliga	id=g:1732972
Kampung Cerating	id=g:1732973
Kampung Sungai Ular	id=g:1732974
Bukit Sah	id=g:1732975
Kampung Inkiang	id=g:1732976
Kampong Aur Gading	id=g:1732977
Perhentian Aur Gading	id=g:1732978
Perhentian Sungai Teman	id=g:1732979
Setesen Padang Tungku	id=g:1732980
Gunung Panggang Paku	id=g:1732981
Sungai Bertam	id=g:1732982
Bukit Bujang	id=g:1732983
Sungai Telum	id=g:1732984
Sungai Tanum	id=g:1732985
Chegar Perah	id=g:1732986
Daerah Lipis	id=g:1732987
Kampung Lembu	id=g:1732988
Kampung Kecur	id=g:1732989
Sungai Jelai Kecil	id=g:1732990
Kampung Kuala Medang	id=g:1732991
Bukit Betung	id=g:1732992
Perhentian Telang	id=g:1732993
Gua Sai	id=g:1732994
Bukit Simpur	id=g:1732995
Kampung Belitik	id=g:1732996
Benta	id=g:1732997
Kampung Jerkuh Cina	id=g:1732998
Perhentian Dura	id=g:1732999
Bukit Lima	id=g:1733000
Kampung Kuala Atuk	id=g:1733001
Gunung Tui	id=g:1733002
Gunung Lebah	id=g:1733003
Kampung Batu Luar	id=g:1733004
Perhentian Batu Sembilan	id=g:1733005
Kampung Kuala Kecau	id=g:1733006
Kuala Tahan	id=g:1733007
Tembeling	id=g:1733008
Kampung Kuala Tembeling	id=g:1733009
Kampung Kenung	id=g:1733010
Kampung Serana	id=g:1733011
Bukit Tujuh	id=g:1733012
Kampung Pagar Sasak	id=g:1733013
Sungai Kecau	id=g:1733014
Sungai Tahan	id=g:1733015
Kampung Tok	id=g:1733016
Bukit Guling Gendang	id=g:1733017
Kampung Pasir Sumpit	id=g:1733018
Kampung Merting	id=g:1733019
Kampung Batu Garang	id=g:1733020
Perhentian Sibar	id=g:1733021
Sungai Jelai	id=g:1733022
Kuala Lipis	id=g:1733023
Kampung Pagar	id=g:1733024
Kerambit	id=g:1733025
Kampung Batu Balak	id=g:1733026
Limau Purut	id=g:1733027
Mela	id=g:1733028
Sungai Retang	id=g:1733029
Bukit Jenderus	id=g:1733030
Kampung Tanjung Besar	id=g:1733031
Kampung Guai	id=g:1733032
Perhentian Padang Piol	id=g:1733033
Sungai Bikam	id=g:1733034
Melaka	id=g:1733035
Terengganu	id=g:1733036
Selangor	id=g:1733037
Sarawak	id=g:1733038
Sabah	id=g:1733039
Perlis	id=g:1733040
Perak	id=g:1733041
Pahang	id=g:1733042
Negeri Sembilan	id=g:1733043
Kelantan	id=g:1733044
Malaysia	id=g:1733045
Kuala Lumpur	id=g:1733046
Pulau Pinang	id=g:1733047
Kedah	id=g:1733048
Johor	id=g:1733049
Zehnder Estate	id=g:1733051
Zebra Reefs	id=g:1733052
Parit Yusoff	id=g:1733053
Parit Yusof	id=g:1733054
Parit Yunos	id=g:1733055
Yun Lew Foong Estate	id=g:1733056
Khlong Lam Yun	id=g:1733057
Sungai Yul	id=g:1733058
Yukong Rubber Estate	id=g:1733059
Sungai Yu	id=g:1733060
Sungai Yu	id=g:1733061
Sungai Yu	id=g:1733062
Sungai Yu	id=g:1733063
Sungai Yu	id=g:1733064
Sungai Yu	id=g:1733065
Lubok Yu	id=g:1733066
Bukit Yu	id=g:1733067
York Rubber Estate	id=g:1733068
Sungai Yor	id=g:1733069
Yong Yoon Pow Estate	id=g:1733070
Gunong Yong Yap	id=g:1733071
Sungai Yong Singkai	id=g:1733072
Yong Poon Onn Estate	id=g:1733073
Yong Peng River Estate	id=g:1733074
Yong Peng Estate	id=g:1733075
Sungai Yong Kelah	id=g:1733076
Yong Kee Shian Estate	id=g:1733077
Sungai Yong Kanan	id=g:1733078
Yong Forest Reserve	id=g:1733079
Sungai Yong Belit	id=g:1733080
Gunong Yong Belar	id=g:1733081
Sungai Yong	id=g:1733082
Sungai Yong	id=g:1733083
Sungai Yong	id=g:1733084
Sungai Yong	id=g:1733085
Sungai Yong	id=g:1733086
Sungai Yong	id=g:1733087
Sungai Yong	id=g:1733088
Sungai Yong	id=g:1733089
Sungai Yong	id=g:1733090
Sungai Yong	id=g:1733091
Sungai Yol	id=g:1733092
