Mofraa	id=g:166849
Nahr al Khā’ib	id=g:168417
Khafsah	id=g:168418
Khafsah aş Şaghīrah	id=g:168419
Bi’r al Khafsah	id=g:168420
‘Ayn al Khafsah	id=g:168421
Khafsah	id=g:168422
Khafīyat al Ḩumr	id=g:168423
Khafīyat Abū Qalqal	id=g:168424
Ḑahr Khāfīyah	id=g:168425
Bi’r al Khafīyah	id=g:168426
Khāfīyah	id=g:168427
Khāfīyah	id=g:168428
Khāfīyah	id=g:168429
Khāfīyah	id=g:168430
Wādī al Khafayān	id=g:168431
Qulbān al Khafayān	id=g:168432
Khafar Yānlī	id=g:168433
Tall al Khaḑrā’	id=g:168434
Fayḑat al Khaḑrā’	id=g:168435
‘Ayn al Khaḑrā’	id=g:168436
Kharāb al Khadhraf	id=g:168437
Tulūl al Khaḑḑārīyah	id=g:168438
Wādī al Khabz	id=g:168439
Khābūrīyah	id=g:168440
Nahr al Khābūr	id=g:168441
Wādī al Khabrah	id=g:168442
Arḑ al Khabīr	id=g:168443
Tall Khabī’ah	id=g:168444
Nahr Khabbānī	id=g:168445
Wādī Khabār	id=g:168446
Tulūl al Khabār	id=g:168447
Sahl al Khabā’ir al Ḩāmidah	id=g:168448
Maḩaţţat Khabab	id=g:168449
Khabab	id=g:168450
‘Ayn Khāb	id=g:168451
Kfarz	id=g:168452
Kfartah	id=g:168453
Kfarrīsh	id=g:168454
Kfarrīkhah	id=g:168455
Kfarrām	id=g:168456
Tall Kesouk	id=g:168457
Kert Taḩtānī	id=g:168458
Kert Fawqānī	id=g:168459
Wādī Kersana	id=g:168460
Tall Kersana	id=g:168461
Kers	id=g:168462
Tall Kermichi	id=g:168463
Kdoûra	id=g:168464
Kdīn	id=g:168465
Kbāshīn	id=g:168466
Kbānah	id=g:168467
Kāzū	id=g:168468
Kāziklī	id=g:168469
Kāzik	id=g:168470
Kaykān	id=g:168471
Kayfūn	id=g:168472
Kayfūn	id=g:168473
Tall Kayfūk	id=g:168474
Kayārīyah	id=g:168475
Kāwur Qirān	id=g:168476
Kāwur Kūy	id=g:168477
Kāwurāylī	id=g:168478
Kāwurāylī	id=g:168479
Kawrān	id=g:168480
Kawm Marj Burghūth	id=g:168481
Maḩaţţat Kawm Gharz	id=g:168482
Kawm Gharz	id=g:168483
Kawm ‘Ayn al Bāshā	id=g:168484
Kawm ar Rummān	id=g:168485
Kawm al Wādī	id=g:168486
Nahr al Kawm	id=g:168487
Mamlaḩat al Kawm	id=g:168488
Kawkarān	id=g:168489
Kawka‘ī	id=g:168491
Kawkab as Suwayd	id=g:168492
Kawkab al Hawā’	id=g:168493
Tall al Kawkabah aţ Ţawīlah	id=g:168494
Wādī Kawkabah	id=g:168495
Khirbat Kawkabah	id=g:168496
Jabal Kawkabah	id=g:168497
Kawkabah	id=g:168498
Kawkabah	id=g:168499
Kawkabah	id=g:168500
Tall Kawkab	id=g:168501
Maḩaţţat Kawkab	id=g:168502
Kawkab	id=g:168503
Kawkab	id=g:168504
Jabal al Kawdān	id=g:168505
Katif ar Rām	id=g:168506
Jabal Katif al Bi’r	id=g:168507
Ra’s Kasyūd	id=g:168508
Kāsūn al Jabal	id=g:168509
Jabal Kāsūn	id=g:168510
Kastanah Taḩtānī	id=g:168511
Kastanah Fawqānī	id=g:168512
Kastak	id=g:168513
Kas Tabâne	id=g:168514
Tall al Kâssîr	id=g:168515
Kassārah	id=g:168516
Kassār	id=g:168517
Kassab Bay	id=g:168518
Kassab	id=g:168519
Kasrat Muraybiţ	id=g:168520
Kasrat Muḩammad Āghā	id=g:168521
Kasrat Faraj	id=g:168522
Kasrat Faraj	id=g:168523
Kasrat ash Shaykh Jum‘ah	id=g:168524
Makhfar al Kasrah	id=g:168525
Kasrah	id=g:168526
Kasrah	id=g:168527
Kaslājūq Turkumān	id=g:168528
Kaslājūq Fallāḩ	id=g:168529
Kaslājūq	id=g:168530
Kaslājūq	id=g:168531
Tall Kasīḩah	id=g:168532
Wādī al Kasīḩ	id=g:168533
Al Kishmah	id=g:168534
Al Kashmah	id=g:168535
Kashīsh	id=g:168536
Kāshif	id=g:168537
Kashfah	id=g:168538
Kāsān	id=g:168539
Kārūs	id=g:168540
Kartū	id=g:168541
Karrī	id=g:168542
Karrātīn aş Şaghīrah	id=g:168543
Karrātīn al Kabīrah	id=g:168544
Karm Şāliḩ	id=g:168545
Karm Mughayzil	id=g:168546
Tall Karmīn	id=g:168547
Karmīl	id=g:168548
Karm Bayram	id=g:168549
Karm az Ziyādīyah	id=g:168550
Karm ‘Ayyāsh	id=g:168551
Karmāyā	id=g:168552
Karm at Tīn	id=g:168553
Karm al Ḩalwānī	id=g:168554
Karm al Fawzī	id=g:168555
Jabal Karm Adikh	id=g:168556
Wādī al Karm	id=g:168557
Tall al Karm	id=g:168558
Jabal al Karm	id=g:168559
‘Ayn Karkar	id=g:168560
Kāris	id=g:168561
Jabal Karīm	id=g:168562
Karīd	id=g:168563
Karenngo	id=g:168564
Wādī al Karbah	id=g:168565
Kāratshān	id=g:168566
Karamdilik	id=g:168567
Karafs	id=g:168568
Karāfīsh	id=g:168569
Ḑahr al Karab	id=g:168570
Wādī al Kaouak	id=g:168571
Kanşafrah	id=g:168572
Kanīsat Nakhlah	id=g:168573
Ḑahr al Kanīsah	id=g:168574
Kānī Qirq	id=g:168575
Kānī Nabī	id=g:168576
Kanfū	id=g:168577
Kandarlīyah	id=g:168578
Kanākir	id=g:168579
Kanākir	id=g:168580
Wādī al Kanā’is	id=g:168581
Jabal al Kanā’is	id=g:168582
Kanā’is	id=g:168583
Kammūnīyah	id=g:168584
Kammūnah	id=g:168585
Ḑahr al Kammūn	id=g:168586
Kāmilīyah	id=g:168587
Kam‘āyā	id=g:168588
Rābiyat al Kam’ah	id=g:168589
Wādī al Kamā	id=g:168590
Khirbat al Kamā	id=g:168591
Jubb al Ka‘lūlī	id=g:168592
Kalţah	id=g:168593
Kallāwīyah	id=g:168594
Kallat Şaghīr	id=g:168595
Kallat al Kabīr	id=g:168596
Wādī al Kalkhah	id=g:168597
Kalīd at Taḩtānī	id=g:168598
Wādī al Kalb	id=g:168599
Wādī Kalb	id=g:168600
Rujm al Kalb	id=g:168601
Jabal Jubb al Kalb	id=g:168602
Nahr Kalāsī	id=g:168603
Tall Kalābinah	id=g:168604
Kaklīk at Taḩtānī	id=g:168605
Kaklīk al Fawqānī	id=g:168606
Kaklījah	id=g:168607
Kākah	id=g:168608
Kajal ‘Ubayd	id=g:168609
Jall ‘Arab	id=g:168610
Tall al Kājālah ash Shamālī	id=g:168611
Tall al Kājālah al Gharbī	id=g:168612
Kā’ibah	id=g:168613
Kaḩīl	id=g:168614
Kahf al Ḩabash	id=g:168615
Qal‘at al Kahf	id=g:168616
Kaftayn	id=g:168617
Kafr Zībā	id=g:168618
Kafr Zaytā	id=g:168619
Kafr Zaytā	id=g:168620
Kafr Yūnah	id=g:168621
Kafr Yahūd	id=g:168622
Kafr Yaḩmūl	id=g:168623
Kafr ‘Uwayd	id=g:168624
Kafr ‘Urūq	id=g:168625
Kafrūn Bashūr	id=g:168626
Kafr Tūnah	id=g:168627
Kafr Ţallash	id=g:168628
Kafr Takhārīm	id=g:168629
Kafr Taalé	id=g:168630
Kafr Sūsah	id=g:168631
Kafr Shūsh	id=g:168632
Kafr Shīl	id=g:168633
Kafr Shams	id=g:168634
Kafr Shalāyā	id=g:168635
Kafr Shāghir	id=g:168636
Kafr Shāghir	id=g:168637
Kafr Şandal	id=g:168638
Kafr Sajnah	id=g:168639
Kafr Şafrā’	id=g:168640
Kafr Rūmah	id=g:168641
Jabal Kafr Rā‘	id=g:168642
Kafr Rā‘	id=g:168643
Kafr Qūq	id=g:168644
Kafr Qaţţār	id=g:168645
Kafr Qāriş	id=g:168646
Kafr Qadaḩ	id=g:168647
Kafr Nūrān	id=g:168648
Tall Kafr Njouz	id=g:168649
Wādī Kafr Ni‘āl	id=g:168650
Kafr Ni‘āl	id=g:168651
Kafr Nāyā	id=g:168652
Kafr Nāsij	id=g:168653
Kafr Nāşiḩ	id=g:168654
Kafr Nāşiḩ	id=g:168655
Kafr Nān	id=g:168656
Kafr Najed	id=g:168657
Kafr Naffākh	id=g:168658
Kafr Nabw	id=g:168659
Kafr Nabūdah	id=g:168660
Kafr Nabl	id=g:168661
Kafr Mūsá	id=g:168662
Kafr Mūs	id=g:168663
Kafr Mū	id=g:168664
Kafr Mīd	id=g:168665
Kafr Māris	id=g:168666
Kafr Lātah	id=g:168667
Kafr Lāḩah	id=g:168668
Kafr Lāḩah	id=g:168669
Kafr Khāshir	id=g:168670
Khirbat Kafr Khashīn	id=g:168671
Kafr Karmīn	id=g:168672
Kafr Kān	id=g:168673
Kafr Kamrah	id=g:168674
Kafr Kalbīn	id=g:168675
Kafr Kalb	id=g:168676
Kafr Jwāyā	id=g:168677
Kafr Jūm	id=g:168678
Kafr Jālis	id=g:168679
Nahr Kafrīyah	id=g:168680
Kafrīyah	id=g:168681
Kafrīyah	id=g:168682
Kafrinnah	id=g:168683
Kafrinjī	id=g:168684
Kafr Ibbīn	id=g:168685
Kafr Ḩūt	id=g:168686
Kafr Hūm	id=g:168687
Kafr Hind al Fawqānī	id=g:168688
Kafr Ḩāyā	id=g:168689
Kafr Ḩāyā	id=g:168690
Kafr Ḩawar	id=g:168691
Kafr Ḩārib	id=g:168692
Kafr Ḩannah	id=g:168693
Arḑ Kafr Ḩamrā’	id=g:168694
Kafr Ḩalab	id=g:168695
Kafr Ḩaddād	id=g:168696
Kafr Ghān	id=g:168697
Kafr Fū	id=g:168698
Kafr Dulbah	id=g:168699
Kafr Dīn	id=g:168700
Kafr Dibbīn	id=g:168701
Kafr Dannah	id=g:168702
Kafr Dalī at Taḩtānī	id=g:168703
Kafr Dalī al Fawqānī	id=g:168704
Kafr Dā‘il	id=g:168705
Kafr Dabīl	id=g:168706
Kafr Burayshah	id=g:168707
Kafr Buhum	id=g:168708
Kafr Bissīn	id=g:168709
Kafr Bissīn	id=g:168710
Kafr Baţţīkh	id=g:168711
Kafr Baţrah	id=g:168712
Kafr Baţnā	id=g:168713
Kafr Başal	id=g:168714
Khirbat Kafr az Zīghān	id=g:168715
Kafr az Zayt	id=g:168716
Kafrayyā	id=g:168717
Kafr ‘Ayn	id=g:168718
Tall Kafr ‘Āyā	id=g:168719
Kafr ‘Āyā	id=g:168720
Kafr at Tūn	id=g:168721
Kafr at Tīn	id=g:168722
Kafr ‘Āţīyah	id=g:168723
Kafr aş Şaghīr	id=g:168724
Kafr ‘Aqīd	id=g:168725
Kafr ‘Āqib	id=g:168726
Kafr Anţūn	id=g:168727
Kafrantah	id=g:168728
Kafr Amīn	id=g:168729
Kafr ‘Amīn	id=g:168730
Kafr ‘Amīm	id=g:168731
Kafr al Mā’	id=g:168732
Kafr ‘Alīl	id=g:168733
Kafr al Ḩamrā’	id=g:168734
Jabal Kafr al Bāshā	id=g:168735
Kafr al ‘Awāmīd	id=g:168736
Kafr al ‘Ābid	id=g:168737
Kafr ‘Akkār	id=g:168738
Kafr ‘Ajūz	id=g:168739
Kafr Aḩmar	id=g:168740
Kafrah	id=g:168741
Kafrah	id=g:168742
Kafrah	id=g:168743
Kafr ‘Abīd	id=g:168744
Kafr ‘Abdah	id=g:168745
Jabal Kaff aḑ Ḑab‘	id=g:168746
Wādī al Kāfāt	id=g:168747
Khirbat Kafarjalī	id=g:168748
Kāf al Ḩamām	id=g:168750
Kafaldīn	id=g:168751
Kadrīsh	id=g:168752
Kadesh	id=g:168753
Ţāḩūnat Kaddās	id=g:168754
Tall al Kachaa	id=g:168755
Kabtā	id=g:168756
Kabrah	id=g:168757
Nahr al Ka‘bīyah	id=g:168758
Kābir aş Şaghīr	id=g:168759
Kābir al Kabīr	id=g:168760
Wādī al Kabīrah	id=g:168761
Wādī al Kabīrah	id=g:168762
Wādī al Kabīr	id=g:168763
Wādī al Kabīr	id=g:168764
Wādī al Kabīr	id=g:168765
Tall al Kabīr	id=g:168766
Tall al Kabīr	id=g:168767
Ra’s al Kabīr	id=g:168768
Ra’s al Kabīr	id=g:168769
Ra’s al Kabīr	id=g:168770
Nahr al Kabīr	id=g:168771
Kabīr	id=g:168772
Kabd Warqah	id=g:168773
Kabd aş Şārim	id=g:168774
Kabbāsīn	id=g:168775
Wādī Kabarah	id=g:168776
Kabakah	id=g:168777
Ka‘bīyat ‘Umar	id=g:168778
Jūzif	id=g:168779
Juwayzir	id=g:168780
Juwayzah	id=g:168781
‘Ayn al Juwayyif	id=g:168782
Juwaytī	id=g:168783
Juwayq	id=g:168784
Tall Juwaylil	id=g:168785
Juwaykhāt	id=g:168786
Juwayfāt	id=g:168787
Rujūmāt al Juwayf	id=g:168788
Rujm al Juwayf	id=g:168789
Bi’r al Juwayf	id=g:168790
Bi’r Juwayf	id=g:168791
Juwayb Yāshūţ	id=g:168792
Juwayb Qarāḩilah	id=g:168793
Juwar al Juḩaysh	id=g:168794
Jūtar	id=g:168795
Jūtāmā	id=g:168796
Jūţah	id=g:168797
Khirbat Jūsīyah	id=g:168798
Jūsīyah	id=g:168799
Jūrunlī	id=g:168800
Jurūḩ	id=g:168801
Wādī al Jurūf	id=g:168802
Jurūf	id=g:168803
Jurrayn	id=g:168804
Khirbat Jurnīyah	id=g:168805
Jurnī Rashsh Fawqānī	id=g:168806
Jurnik Taḩtānī	id=g:168807
Jurnāyā	id=g:168808
Jurn aş Şaghīr	id=g:168809
Jurn al Kabīr	id=g:168810
Jurn al Aswad	id=g:168811
Jurn al Aswad	id=g:168812
Jurn al Aswad	id=g:168813
Khirbat Jurnah	id=g:168814
Jurn Ādār	id=g:168815
‘Ayn al Jurn	id=g:168816
Jurmāyā	id=g:168817
Büyüköz	id=g:168818
Tall Jurjub	id=g:168819
Jūrīn	id=g:168820
Jabal al Jurf	id=g:168821
Ḑahr al Jurf	id=g:168822
Jurd ar Rayḩān	id=g:168823
Jurayjirīyah	id=g:168824
Jabal Juraybah	id=g:168825
Jūrat Yūnus	id=g:168826
Jūrat Shaţbūsh	id=g:168827
Jūrat Rajab	id=g:168828
Jūrat Nazzāl	id=g:168829
Wādī Jūrat Khabshī	id=g:168830
Jabal Jūrat Da‘lah	id=g:168831
Jūrat Bīrīn	id=g:168832
Jūrat ‘Ayn al Kurūm	id=g:168833
Jūrat ash Shanbūr	id=g:168834
Jūrat an Naḩl	id=g:168835
Jūrat al Mar’ab	id=g:168836
Jūrat al Khinzīr	id=g:168837
Wādī Jūrat al Ḩuwaylī	id=g:168838
Jūrat al Ḩammām	id=g:168839
Jūrat al ‘Ayn	id=g:168840
Jūrat al ‘Arīshah	id=g:168841
Jūrat ad Dabbah	id=g:168842
Wādī al Jūrah	id=g:168843
Wādī al Jūrah	id=g:168844
Wādī al Jūrah	id=g:168845
‘Ayn al Jūrah	id=g:168846
Arḑ al Jūrah	id=g:168847
Jūrah	id=g:168848
Jūrah	id=g:168849
Juqūrjaq	id=g:168850
Jund	id=g:168851
Junaynat Raslān	id=g:168852
Junaynat al ‘Awārinah	id=g:168853
Junaynāt	id=g:168854
Junaynah	id=g:168855
Junaynah	id=g:168856
Junaynah	id=g:168857
Junaynah	id=g:168858
Junaynah	id=g:168859
Ḑahr al Junayd	id=g:168860
Junayd	id=g:168861
Khirbat al Jummayzah	id=g:168862
Wādī al Jummayz	id=g:168863
Tall Jummāḩ	id=g:168864
Tall Jummāḩ	id=g:168865
Khirbat Jumḩah	id=g:168866
Jumaymah	id=g:168867
Ţāḩūnat al Jum‘āt	id=g:168868
Jūm ‘Alī	id=g:168869
Tall Jullat al Ḩamām	id=g:168870
Julaytī	id=g:168871
Ţāḩūnat al Julaybīnah	id=g:168873
Khirbat al Julaybīnah	id=g:168874
Jūkhah	id=g:168875
Jūfīn	id=g:168876
Jūfīn	id=g:168877
Bi’r Juffat ar Rushayd	id=g:168878
Ḑuhūral Juffah	id=g:168879
Ḑahr al Jufayfah	id=g:168880
Bi’r Jufayfah	id=g:168881
Wādī al Jūfah	id=g:168882
Judayyah	id=g:168883
Judaytah	id=g:168884
Judaymah	id=g:168885
Judaydat Yābūs	id=g:168886
Judaydat Khābūr	id=g:168887
Judaydat Ḩarb	id=g:168888
Judaydat ash Sharqīyah	id=g:168889
Judaydat ‘Arţūz	id=g:168890
Judaydat al Wādī	id=g:168891
Judaydat al Khāş	id=g:168892
Judaydat al Faras	id=g:168893
Judaydat al Baḩr	id=g:168894
Ţāḩūn Judaydah	id=g:168895
Khirbat Judaydah	id=g:168896
Judaydah	id=g:168897
Judaydah	id=g:168898
Judaydah	id=g:168899
Judaydah	id=g:168900
Judaydah	id=g:168901
Judaydah	id=g:168902
Judaydah	id=g:168903
Judaydah	id=g:168904
Judaydah	id=g:168905
Judaydah	id=g:168906
Judaydah	id=g:168907
Judaydah	id=g:168908
Judaydah	id=g:168909
Judaydah	id=g:168910
Khirbat Jūdah	id=g:168911
Ḑahr Jūdah	id=g:168912
Jūbī	id=g:168913
Jubb ‘Uthmān	id=g:168914
Jabal Jubb Sulaymān	id=g:168915
Jubb Ruzayq	id=g:168916
Jubb Ramlah	id=g:168917
Wādī Jubb Qitaz	id=g:168918
Jubb Qāsim	id=g:168919
Jubb Na‘sān	id=g:168920
Jubb Maḩlī	id=g:168921
Jubb Māḑī	id=g:168922
Jubb Khessâra	id=g:168923
Jubb Ka’s	id=g:168924
Wādī Jubb Ja‘far	id=g:168925
Wādī Jubbīyah	id=g:168926
Jubb Hindī	id=g:168927
Jubb Ḩasan Āghā	id=g:168928
Jubb Ḩamzah	id=g:168929
Jubb Ḩamad ash Shallāl	id=g:168930
Jubb Ḩabl	id=g:168931
Jubb Ḩabl	id=g:168932
Jubb Ghabshah	id=g:168933
Jubb Dukaylah al Janūbī	id=g:168934
Jubb az Zu‘rūr	id=g:168935
Wādī Jubbayn	id=g:168936
Arḑ Jubbayn	id=g:168937
Jubbayn	id=g:168938
Jubbayn	id=g:168939
Jubbayn	id=g:168940
Jubbayn	id=g:168941
Jubb ‘Awwād	id=g:168942
Jubb at Tīnah	id=g:168943
Jubb aţ Ţawīl	id=g:168944
Jubbātā az Zayt	id=g:168945
Jubbātā al Khashab	id=g:168946
Jubb as Sulţān	id=g:168947
Jubb as Sukkar	id=g:168948
Jubb as Sayl	id=g:168949
Jubb aş Şafā	id=g:168950
Jubb aş Şafā	id=g:168951
Jubb aş Şafā	id=g:168952
Jubb aş Şafā	id=g:168953
Jubb aş Şafā	id=g:168954
Jubb aş Şaddī	id=g:168955
Jubb ash Shaykh ‘Ubayd	id=g:168956
Jubb ash Shāmī	id=g:168957
Jubb al Wuḑayḩī	id=g:168958
Jubb al Rhasseb	id=g:168959
Jubb al Qaţashlī	id=g:168960
Jubb al Qādir	id=g:168961
Jubb al Mazārīb	id=g:168962
Jubb al Maghārah	id=g:168963
Jubb al Kūsā	id=g:168964
Jubb al Kīrādah	id=g:168965
Jubb al Khamīs	id=g:168966
Jubb al Khamīs	id=g:168967
Jubb al Khāfī	id=g:168968
Jubb al Kalb aş Şaghīr	id=g:168969
Jubb al Kalb al Kabīr	id=g:168970
Jubb al Kalb	id=g:168971
Jubb al Jarrāḩ	id=g:168972
Arḑ Jubb al Jarād	id=g:168973
Jubb al Intāsh	id=g:168974
Jubb al Ḩummuş	id=g:168975
Jubb al Ḩinţah	id=g:168976
Jubb al Ḩamīr	id=g:168977
Jubb al Ḩamām al Misţāḩah	id=g:168978
Jubb al Ḩamām	id=g:168979
Jubb al Ghār	id=g:168980
Jubb al Faraj	id=g:168981
Jubb al Bustān	id=g:168982
Jubb al Bashīr	id=g:168983
Jubb al Barāzī	id=g:168984
Jubb al ‘Asharah	id=g:168985
Jubb al ‘Arūs	id=g:168986
Jubb al Amlas	id=g:168987
Jubb al ‘Ālī	id=g:168988
Jubb al ‘Ālī	id=g:168989
Jubb al ‘Ajūz	id=g:168990
Jubb al Aḩmar	id=g:168991
Jubb al Abyaḑ	id=g:168992
Jubb al Abyaḑ	id=g:168993
Jubb al Abyaḑ	id=g:168994
Jubb al Abyaḑ	id=g:168995
Jubbah	id=g:168996
‘Ayn Jubb ad Dam	id=g:168997
Jubb ‘Abbās	id=g:168998
Jubb Aalaiss	id=g:168999
Jubaytā	id=g:169000
Jubayrīyah	id=g:169001
Wādī al Jubayl	id=g:169002
Jubaybāt	id=g:169003
Jubayb	id=g:169004
Jūbās	id=g:169005
Jūbānīyah	id=g:169006
Jūbah	id=g:169007
Jub‘ādīn	id=g:169008
Wādī Ju‘aylī	id=g:169009
Jrāş	id=g:169010
Bi’r al Jurayş	id=g:169011
Ţāḩūn al Jrabate	id=g:169012
Jabal Joumrah	id=g:169013
Jabal Joubie	id=g:169014
Wādī al Jizum	id=g:169016
Al Jīzah	id=g:169017
Bi’r Jiwā’ al Aḩmar	id=g:169018
Jisrī	id=g:169019
Jisrayn	id=g:169020
Jisr as Samūqah	id=g:169021
Minţaqat Jisr ash Shughūr	id=g:169022
Jisr ash Shughūr	id=g:169023
Jisr al Maksūr	id=g:169024
Jisr ad Darī	id=g:169025
Jīshīyah	id=g:169026
Jubb Jirrī	id=g:169027
Jirnāz	id=g:169028
Jirnak	id=g:169029
Jirmātī	id=g:169030
Tall Jirmā	id=g:169031
Jabal Jirjī	id=g:169032
Jirīyah	id=g:169033
Jirīyah	id=g:169034
Al Jurdī al Gharbī	id=g:169035
Wādī Jīrān	id=g:169036
Ḑahr Ji‘rān	id=g:169037
Shārat al Jirābīyah	id=g:169038
Jirābīyah	id=g:169039
Jirābā	id=g:169040
Jinnīyah	id=g:169041
Khirbat al Jinniss	id=g:169042
Jinnī as Salāmah	id=g:169043
Jinnātā	id=g:169044
Jinnaqrah	id=g:169045
Wādī al Jinn	id=g:169046
Jinkīl	id=g:169047
Jinjānīyah	id=g:169048
Jindāwī	id=g:169049
Jinārjiq	id=g:169050
Jinān	id=g:169051
Jīnah	id=g:169052
Bi’r Jilrayf	id=g:169053
Jābirīyah	id=g:169054
Wādī Jilbān	id=g:169055
Tall Jilān	id=g:169056
Tall Jilāḩ	id=g:169057
Tall al Jiḩāsh	id=g:169058
Tall Jiḩāsh	id=g:169059
Wādī al Jiḩār	id=g:169060
Jabal al Jiḩār	id=g:169061
Bi’r al Jiḩār	id=g:169062
Jihār	id=g:169063
Jiḩā Şaghīrah	id=g:169064
Jiḩā Kabīrah	id=g:169065
Jiftlik Shughūr	id=g:169066
Jiftānah	id=g:169067
Jidrīn	id=g:169068
Jiddāwī	id=g:169069
Jidār Birţāshah	id=g:169070
Jidār al Ghāb	id=g:169071
Jidār aḑ Ḑahrīyah	id=g:169072
Sha‘īb Jid‘ān	id=g:169073
Khirbat Jid‘ān	id=g:169074
Jībūl	id=g:169075
Tall Jibrīn	id=g:169076
Sāqiyat Jibrīn	id=g:169077
Jibrīn	id=g:169078
Jibrīn	id=g:169079
Jibrīn	id=g:169080
Jibnah	id=g:169081
Jiblāyā	id=g:169082
Jiblāyā	id=g:169083
Tall Jibbīn	id=g:169084
Jibbīn	id=g:169085
Jibāb Ḩamad	id=g:169086
Tall al Jibāb	id=g:169087
Jibāb	id=g:169088
Wādī al Jib	id=g:169089
Jabal Jéoné	id=g:169090
Khirbat Jenib	id=g:169091
Jenf al Aḩmar	id=g:169092
Junaydīyah	id=g:169093
Jemâïyé	id=g:169094
‘Ayn Jelbé	id=g:169095
Ḑahrat Jelassi	id=g:169096
Jeddaine	id=g:169097
Wādī Jebrache	id=g:169098
Jdīn	id=g:169099
Jbaryūn	id=g:169100
‘Ayn Jbaryū	id=g:169101
Jbālā	id=g:169102
Sha‘īb al Jazzīyah	id=g:169103
Bi’r al Jazzīyah	id=g:169104
‘Ayn al Jazzīyah	id=g:169105
Khirbat Jazrāyā	id=g:169106
Jazrāyā	id=g:169107
Wādī al Jazal	id=g:169108
Bi’r al Jazal	id=g:169109
Arḑ al Jazā’ir	id=g:169110
Tall Jaysh	id=g:169111
Baḩrat al Mallāḩat	id=g:169112
Jayrūd	id=g:169113
Jayqmah al Kabīrah	id=g:169114
Tall al Jaynah	id=g:169115
Jaylakah	id=g:169116
Jaybiţ	id=g:169117
Jay‘ā	id=g:169118
Jawzāt	id=g:169119
Wādī al Jawzah	id=g:169120
Wādī Jawzah	id=g:169121
Khirbat al Jawzah	id=g:169122
Karm al Jawzah	id=g:169123
Ḑahr al Jawzah	id=g:169124
Jawwānīyāt	id=g:169125
Jawwānīyah	id=g:169126
Sudd al Jawwānī	id=g:169127
Jawwānī	id=g:169128
Jawharīyah	id=g:169129
Jawbat Sharīfah	id=g:169130
Jawbat Mujbir	id=g:169131
Jawbat Muḩmiş	id=g:169132
Jawbat Kalakh	id=g:169133
Jawbat Daryūs	id=g:169134
Jawbat Burghāl	id=g:169135
Nahr Jawbar	id=g:169136
Jawbar	id=g:169137
Jawbān Bayk	id=g:169138
Tall al Jawāsīyah	id=g:169139
Jawār Kitrīn	id=g:169140
Jawār Ḩamūdīyah	id=g:169141
Jabal Jawār al Usūd	id=g:169142
Jawār al Jiḩāsh	id=g:169143
Jawār al Ḩadīth	id=g:169144
Jawār al Baqar	id=g:169145
Jawār al ‘Afş	id=g:169146
Jawāmīsīyah	id=g:169147
Wādī Jawā’id	id=g:169148
Bi’r al Jawā’id	id=g:169149
Jattālah	id=g:169150
Wādī al Jathūm	id=g:169151
Jatāl Qabū	id=g:169152
Jaţal Millīyah	id=g:169153
Jassīn	id=g:169154
‘Ayn Jassā‘	id=g:169155
Jarwān	id=g:169156
Jarwah	id=g:169157
Tall Jārūdīyah	id=g:169158
Jārūdīyah	id=g:169159
Wādī Jarrāḩ	id=g:169160
Tall Jarnīyah	id=g:169161
Jarnīyah	id=g:169162
Jarnīyah	id=g:169163
Jarmakīyah	id=g:169164
Tall Jarmā	id=g:169165
‘Ayn Jarmā	id=g:169166
Jarjīsah	id=g:169167
Jarjanāz	id=g:169168
Jāriz	id=g:169169
Jabal al Jārayn	id=g:169170
Khirbat al Jarfi	id=g:169171
Khirbat Jarbū‘	id=g:169172
Jarbū‘	id=g:169173
Jaramānah	id=g:169174
Jarājīr	id=g:169175
Tall Jaraḩ	id=g:169176
Jarābulus at Taḩtānī	id=g:169177
Minţaqat Jarābulus	id=g:169178
Jarābulus	id=g:169179
‘Ayn al Jarab	id=g:169180
Ja‘r	id=g:169181
Jaqāljiq	id=g:169182
Jannāt as Salāmah	id=g:169183
Jannāt aş Şaghīr	id=g:169184
Tall al Jannāb	id=g:169185
Jankamrah	id=g:169186
Khirbat Janjīm	id=g:169187
Burj Janīn	id=g:169188
Janīn	id=g:169189
Jandarīs	id=g:169190
Jandar	id=g:169191
Tall Janbah	id=g:169192
Janāzah	id=g:169193
Janājiq	id=g:169194
‘Uyūn al Jān	id=g:169195
Jān	id=g:169196
Jāmūs Wīrān	id=g:169197
Tall Jāmūs	id=g:169198
Jāmūs	id=g:169199
Jāmūs	id=g:169200
Jamrīn	id=g:169201
Jabal Jamrah	id=g:169202
Jamrah	id=g:169203
Jammāshīyah	id=g:169204
Jammāsat Farḩah	id=g:169205
Jammāsah al Qiblīyah	id=g:169206
Jammāsah	id=g:169207
Wādī al Jammālah	id=g:169208
Tall Jammālah	id=g:169209
Jammah	id=g:169210
Khirbat al Jammā	id=g:169211
Jabal al Jammā	id=g:169212
Bi’r Jamlān	id=g:169213
Qalīb al Jamâssa	id=g:169214
Wādī al Jamal	id=g:169215
Wādī Jamal	id=g:169216
Khirbat Jamal	id=g:169217
Arḑ al Jamal	id=g:169218
Jabal al Jāmah	id=g:169219
Nahr Ja‘m	id=g:169220
Jām	id=g:169221
Wādī Jalt al Jūr	id=g:169222
Jalqah Mālī	id=g:169223
Jalmīdūn	id=g:169224
Jallayn	id=g:169225
Wādī Jallāl	id=g:169226
Tall Jallād	id=g:169227
