Zardū’īyeh	id=g:111332
Kūh-e Tāvārā	id=g:113038
Ţavaq	id=g:113039
Kūh-e Tavanjīr	id=g:113040
Kūh-e Tamang	id=g:113041
Tavāneh	id=g:113042
Tavān Dasht-e Soflá	id=g:113043
Tavān Dasht-e ‘Olyā	id=g:113044
Tavandar	id=g:113045
Rūdkhāneh-ye Tāvan	id=g:113046
Tavān	id=g:113047
Tavallī	id=g:113048
Tavakkolābād	id=g:113049
Tavakkolān	id=g:113050
Rūdkhāneh-ye Tavakkolābād	id=g:113051
Tavakkolābād	id=g:113052
Tavakkolābād	id=g:113053
Tavakkolābād	id=g:113054
Tavakkolābād	id=g:113055
Tavakkolābād	id=g:113056
Tavakkolābād	id=g:113058
Takol Ḩasan	id=g:113059
Tavakkolābād	id=g:113060
Tatnak	id=g:113061
Darreh-ye Nabātī	id=g:113062
Tāthā	id=g:113063
Tātārshī	id=g:113064
Tātār-e Soflá	id=g:113065
Tātār-e ‘Olyā	id=g:113066
Tātār-e Bālā	id=g:113067
Tātār	id=g:113068
Taţaf Rūd (2)	id=g:113069
Taţaf (3)	id=g:113070
Rūdkhāneh-ye Ţasūj	id=g:113071
Tasūj	id=g:113072
Ţasūj	id=g:113073
Ţasūj	id=g:113074
Ţās Tappeh	id=g:113075
Ţāsrān	id=g:113076
Taskīn	id=g:113077
Ţās Kand	id=g:113078
Tāsīlkān	id=g:113079
Tashvīr	id=g:113080
Tasht	id=g:113081
Tash Rūd	id=g:113082
Āb-e Teshnavī	id=g:113083
Teshnavī	id=g:113084
Ţāshkū’īyeh	id=g:113085
Tashkan	id=g:113086
Tashkānān	id=g:113087
Daryācheh-ye Ţashk	id=g:113088
Ţāshk	id=g:113089
Ābādeh Ţashk	id=g:113090
Tāsh-e Soflá	id=g:113091
Ţāshal	id=g:113092
Kūh-e Tash Barqī	id=g:113093
Tāsh-e ‘Olyā	id=g:113094
Tāshār	id=g:113095
Tashān	id=g:113096
Tashshān	id=g:113097
Tash	id=g:113098
Tasfīyeh Shekar	id=g:113099
Rūdkhāneh-ye Tāsbar	id=g:113100
Tāsbar	id=g:113101
Ţāsbandī	id=g:113102
Tasband	id=g:113103
Kūh-e Tāsak	id=g:113104
Kāsak	id=g:113105
Ţorzeh	id=g:113107
Tarzanaq	id=g:113108
Tāzeh Rān	id=g:113109
Ţarzam	id=g:113110
Ţarzak	id=g:113111
Ma`dan-e Ţarz	id=g:113112
Ţarz	id=g:113113
Ţarz	id=g:113114
Ţaraz	id=g:113115
Tabrīzak	id=g:113116
Tarveyd	id=g:113117
Kūh-e Tārūneh	id=g:113118
Toros Kūh	id=g:113119
Torsheh Kolā	id=g:113120
Tars	id=g:113121
Tarreh Chī	id=g:113122
Kūh-e Qarrcheh	id=g:113123
Ţarrārān-e Pā’īn	id=g:113124
Ţarrārān-e `Olyā	id=g:113125
Ţarrār	id=g:113126
Ţarrāḩ	id=g:113127
Ţarrāḩ-e Yek	id=g:113128
Ţarādeh	id=g:113129
Tarqey	id=g:113130
Ţarq	id=g:113131
Ţarq	id=g:113132
Torpāq Tappeh	id=g:113133
Ţāroq	id=g:113134
Ţārom Sarā	id=g:113135
Ţārūn	id=g:113136
Ţārom	id=g:113137
Ţārob	id=g:113138
Kūh-e Tarnowlī	id=g:113139
Tarnāb	id=g:113140
Ţarāmazd	id=g:113141
Nermān	id=g:113142
Ţarlān	id=g:113143
Ţarlāb	id=g:113144
Ra’s-e Tarkūn	id=g:113145
Rūd-e Tarkowlū	id=g:113146
Torkeh Maḩalleh	id=g:113147
Tarkhūrān	id=g:113148
Tarfīnābād	id=g:113149
Tarkhānābād	id=g:113150
Torkāgakī	id=g:113151
Tark	id=g:113152
Tark	id=g:113153
Tarjagān	id=g:113154
Ţerj	id=g:113155
Ţarīzābād	id=g:113156
Tār	id=g:113158
Ţarḩānī-ye Soflá	id=g:113159
Ţarhān	id=g:113160
Kāl-e Tangū Āb	id=g:113161
Tar Golābād	id=g:113162
Darreh-ye Targī	id=g:113163
Ţarfeh	id=g:113164
Ţorfāyeh	id=g:113165
Tarreh Dān	id=g:113167
Tareh Chāy	id=g:113168
Kūh-e Taḩreh	id=g:113169
Ţareh	id=g:113170
Tarlān	id=g:113171
Tarbor-e Sādāt	id=g:113173
Tarbor-e Ja‘farī	id=g:113174
Tarbor	id=g:113175
Tarāzvaleh	id=g:113176
Tarāzūj	id=g:113177
Ţarāzūj	id=g:113178
Ţarāz Kūh	id=g:113179
Tarāzī	id=g:113180
Ţarāz-e Nāhīd	id=g:113181
Tarzdūn	id=g:113182
Kūh-e Tārāz	id=g:113183
Deh Tarāz	id=g:113184
Terātī	id=g:113185
Ţāres	id=g:113186
Targhī	id=g:113187
Ţarāqī Tork	id=g:113188
Ţarāqī-ye Kord	id=g:113189
Ţarāqayah	id=g:113190
Tarānpūk	id=g:113191
Torānlū	id=g:113192
Tārangī	id=g:113193
Ţārān	id=g:113194
Taran-e Nāderī	id=g:113195
Tarān	id=g:113196
Tarākomeh-ye ‘Olyā	id=g:113197
Tarakāb	id=g:113198
Ţarajd	id=g:113199
Kūh-e Kalakajār	id=g:113200
Ţaraf	id=g:113201
Tārābād	id=g:113202
Ţarabābād	id=g:113203
Ţār	id=g:113204
Taqūk	id=g:113205
Kūh-e Ţāq Gāhī	id=g:113206
Tappeh Rash	id=g:113207
Tāqonj	id=g:113208
Ţāq Kand	id=g:113209
Taqī Bīl	id=g:113210
Rūdkhāneh-ye Taqīābād	id=g:113211
Taqīābād	id=g:113212
Taqīābād	id=g:113213
Taqīābād	id=g:113214
Taqīābād	id=g:113215
Taqīābād	id=g:113216
Taqīābād	id=g:113217
Kankot	id=g:113219
Taqīābād	id=g:113220
Taqīābād	id=g:113221
Taqīābād	id=g:113222
Taqīābād	id=g:113223
Taqīābād	id=g:113224
Taqīābād	id=g:113225
Taqīābād	id=g:113226
Taqīābād	id=g:113227
Taqīābād	id=g:113228
Taqīābād	id=g:113229
Taqīābād	id=g:113230
Taqīābād	id=g:113231
Taqīābād	id=g:113232
Taqīābād	id=g:113233
Taqīābād	id=g:113234
Taqīābād	id=g:113235
Taqīābād	id=g:113236
Taqīābād	id=g:113237
Taqīābād	id=g:113238
Chāh-e Taqī	id=g:113239
Chāh-e Taqī	id=g:113240
Chāh-e Ţāqestān	id=g:113241
Tak Kharā	id=g:113242
Kūh-e Taqeh	id=g:113243
Ţāq-e Bostān	id=g:113244
Taqavīyeh	id=g:113245
Taqar Kūh	id=g:113246
Ţāqankūh	id=g:113247
Taghandak	id=g:113248
Kūh-e Ţāq ‘Alī	id=g:113249
Taqāb	id=g:113250
Ţāq	id=g:113251
Taptū	id=g:113252
Tappeh Shārak	id=g:113253
Tappeh Rash	id=g:113254
Tappeh-ye Kolūcheh	id=g:113255
Tappeh-ye Ḩoseyn Khān	id=g:113256
Tappeh-ye Ardūn	id=g:113257
Tappehdībī	id=g:113258
Tappeh-ye Darb Jārū	id=g:113259
Tappeh-ye Abrī	id=g:113260
Tappeh Yazdān	id=g:113261
Tappeh Yaḩyá	id=g:113262
Tappeh Ţāq	id=g:113263
Tappehsī Dalīk	id=g:113264
Tappeh Shīr Khān	id=g:113266
Īstgāh-e Tappeh Sefīd	id=g:113267
Tappeh Rash	id=g:113268
Deh-e Now	id=g:113269
Tappeh-ye Mowlā	id=g:113270
Tappeh Moḩammadī	id=g:113271
Tappeh Marjān	id=g:113272
Tappeh Kabūd	id=g:113273
Tappeh-ye Gāreh	id=g:113274
Tappeh Goleh-ye Soflá	id=g:113275
Tappeh Gol-e ‘Olyā	id=g:113276
Tappeh Gachī	id=g:113277
Tappeh Dār	id=g:113278
Tappeh Būr	id=g:113279
Tappeh Bāshī-ye Namāz	id=g:113280
Kūh-e Tappeh Bāgh	id=g:113281
Tappeh ‘Alī	id=g:113282
Tappeh	id=g:113283
Kūh-e Tapīzor	id=g:113284
Kūh-e Tapand	id=g:113285
Tanūrjeh	id=g:113286
Tanūr-e Boland	id=g:113287
Shūr Dar	id=g:113288
Kūh-e Tanūr	id=g:113289
Tanasvān	id=g:113290
Tang Ghūreh	id=g:113291
Kūh-e Tanowsh	id=g:113292
Tankamān	id=g:113293
Ţanjūr	id=g:113294
Kūh-e Tanīţī	id=g:113295
Tanīţī	id=g:113296
Tanīān	id=g:113297
Tang Zard	id=g:113298
Tangūyeh	id=g:113299
Āb-e Tangūleh	id=g:113300
Rūdkhāneh-ye Tangū	id=g:113301
Tangūyeh	id=g:113302
Tang Tīseh	id=g:113303
Tang-e Tekāb	id=g:113304
Tang Tāf	id=g:113305
Kūh-e Tang Satar	id=g:113306
Kūh-e Tang Mū	id=g:113307
Tang-e Rū’īn	id=g:113308
Tang Rūd	id=g:113309
Tang Rūd	id=g:113310
Tang-e Rīz	id=g:113311
Tang-e Qūchān	id=g:113312
Tang Qal‘eh	id=g:113313
Īstgāh-e Nīk Panch	id=g:113314
Tang-e Mū	id=g:113316
Darreh Tangleh	id=g:113317
Kāl-e Tang Laleh	id=g:113318
Tang-e Kīsh	id=g:113319
Kūh-e Tang Khvor	id=g:113320
Kūh-e Tang-e Khoshk	id=g:113321
Tang-e Koleh	id=g:113322
Darreh-ye Tangīvar	id=g:113323
Tang Var	id=g:113324
Tangī Sar	id=g:113325
Kūh-e Tang Ḩāshī	id=g:113326
Tang-e Zīn	id=g:113327
Tang-e Zard	id=g:113328
Tang Zard-e Pā’īn	id=g:113329
Īstgāh-e Amravān	id=g:113330
Tamīshān	id=g:113331
Ţalḩeh	id=g:113332
Tol Gorosneh	id=g:113333
Kūh-e Talgeh	id=g:113334
Tall Gavīneh	id=g:113335
Tall Geser-e Pā'īn	id=g:113336
Tall Gesar	id=g:113337
Rūdkhaneh-ye Talganū	id=g:113338
Tal-e Zālī	id=g:113339
Kūh-e Tālestān	id=g:113340
Tol Sīāsat	id=g:113341
Ţāleshān	id=g:113342
Hashtpar	id=g:113343
Tāl-e Sangarī	id=g:113344
Tall-e Sabz	id=g:113345
Ţāleqān Rūd	id=g:113346
Kūh-e Tāleqān	id=g:113347
Ţāleqān	id=g:113348
Tālem Seh Shanbeh	id=g:113349
Tall Moḩammad	id=g:113350
Tall-e Kheshtak	id=g:113351
Rūdkhāneh-ye Talehzī	id=g:113352
Īstgāh-e Talleh Zang	id=g:113353
Qal'eh Tūt-e Soflá	id=g:113354
Ţal‘eh Kūh	id=g:113355
Talegerd	id=g:113356
Tal-e Gāvmīsh	id=g:113357
Ţāleb Qeshlāqī	id=g:113358
Tol-e Bondū	id=g:113359
Ţāleb Beygī	id=g:113360
Ţālebābād	id=g:113361
Ţālebābād	id=g:113362
Ţālebābād	id=g:113363
Ţālebābād	id=g:113364
Ţālebābād	id=g:113365
Ţāleb	id=g:113366
Ţāle‘	id=g:113367
Tolchegāh	id=g:113368
Tall Chegāh-e ‘Olyā	id=g:113369
Tall Borūn	id=g:113370
Tall Borj	id=g:113371
Tall Bahī	id=g:113372
Talīneh	id=g:113373
Ţalāyah	id=g:113374
Talāvak	id=g:113375
Ţalāvar-e ‘Olyā	id=g:113376
Ţalā Tappeh	id=g:113377
Rūdkhāneh-ye Tālār	id=g:113378
Kūh-e Ţalāqābād	id=g:113379
Ţalāqābād	id=g:113380
Tālāndasht	id=g:113381
Talambū	id=g:113382
Āb-e Tālān	id=g:113383
Tāleh Kūh	id=g:113384
Pāsgāh-e Marzī-ye Ţalā‘īyeh Jadīd	id=g:113385
Taleh Jerd-e Soflá	id=g:113386
Taleh Jerd-e ‘Olyā	id=g:113387
Talaf Gerd	id=g:113388
Ţalā Bar	id=g:113389
Talābād	id=g:113390
Tallābād	id=g:113391
Ta‘al	id=g:113392
Valī-ye ‘Aşr	id=g:113393
Takyeh	id=g:113394
Tekyeh	id=g:113395
Tekyah	id=g:113396
Takyeh	id=g:113397
Takyeh	id=g:113398
Takyeh	id=g:113399
Takyeh-ye Chahār Gonbad	id=g:113400
Kūh-e Takūnar	id=g:113401
Tākūtar	id=g:113402
Tākūn	id=g:113403
Tak Tītī	id=g:113404
Tāksīseh-ye Soflá	id=g:113405
Tak Shīrū	id=g:113406
Takram	id=g:113407
Kūh-e Takpūk	id=g:113408
Tak Āb	id=g:113409
Tag-e Oshtorān	id=g:113410
Tak Māhjānī	id=g:113411
Taklīm	id=g:113412
Taklak Qūz	id=g:113413
Takī Dāgh	id=g:113414
Takhvīj	id=g:113415
Zamīn Takht	id=g:113416
Kūh-e Takht Tarāk	id=g:113417
Takht Tarāk	id=g:113418
Kūh-e Takht-e Sorkh	id=g:113419
Kūh-e Takht Soleymān	id=g:113420
Kūh-e Takht Rāj	id=g:113421
Kūh-e Takhteh Qal‘eh	id=g:113422
Kūh-e Takht Neshīn	id=g:113423
Kūh-e Takht-e Kalā	id=g:113424
Chaqcherābād	id=g:113425
Takhtī-ye Ḩājjī Nowrūz ‘Alī	id=g:113426
Takhtī	id=g:113427
Takhtgāh-e Dānīāl	id=g:113428
Takht-e Zangī	id=g:113429
Takht-e Ţāvūs	id=g:113430
Kūh-e Takht-e Sorkh	id=g:113431
Kūh-e Takht-e Soleymān	id=g:113432
Takht-e Soleymān	id=g:113433
Takht-e Shāhzādeh	id=g:113434
Takht-e Shāhū	id=g:113435
Takht-e Sar Shaţţ	id=g:113436
Takht-e Sarchān	id=g:113437
Takht-e Şādeq	id=g:113438
Kūh-e Takht-e Sādāt	id=g:113439
Kūh-e Takht-e Sād	id=g:113440
Kūh-e Takht-e Rostam	id=g:113441
Takht-e Qūch Khar	id=g:113442
Kūh-e Takht-e Pīrān	id=g:113443
Takht-e Soflá	id=g:113444
Kūh-e Takht-e Pā Chenār	id=g:113445
Takht-e Nāderī	id=g:113446
Takht Maqdar	id=g:113447
Takht-e Mīrzā Ḩasan	id=g:113448
Kūh-e Takht-e Kūseh	id=g:113449
Takht-e Kūh	id=g:113450
Kūh-e Takht-e Khvājeh	id=g:113452
Kūh-e Takht-e Khūjeh	id=g:113453
Takht-e Khosrow Khān	id=g:113454
Takht Kūh	id=g:113455
Kūh-e Takht-e Kāshūn	id=g:113456
Takht-e Jahāngīr	id=g:113457
Takhteh-ye -orūḩ Dīvānī	id=g:113458
Tappeh-ye Takhteh Sorkh	id=g:113459
Tappeh-ye Takhteh Kamand	id=g:113460
Takht Derāz	id=g:113461
Takhteh Chaman	id=g:113462
Takht-e Hadīkhan	id=g:113463
Takhteh	id=g:113464
Takhteh	id=g:113465
Kūh-e Takht-e Golzār	id=g:113466
Darreh-ye Takht-e Chān	id=g:113468
Takht-e Chaman	id=g:113469
Kūh-e Takht-e Chāh	id=g:113470
Takht-e Chādnīār	id=g:113471
Takht-e Beyg	id=g:113472
Takht-e ‘Olyā	id=g:113473
Takht-e ‘Arūs	id=g:113474
Āb Takhtān	id=g:113475
Tokhtamoshlū	id=g:113476
Kūh-e Takhtak	id=g:113477
Kūh-e Takhtak	id=g:113478
Maqbareh-ye Mīr Kheyrollāh	id=g:113479
Kūh-e Takht	id=g:113480
Kūh-e Takht	id=g:113481
Darreh-ye Takht	id=g:113482
Takht	id=g:113483
Takht	id=g:113484
Kalāteh-ye Takht	id=g:113485
Takht	id=g:113486
Tekhsem	id=g:113487
Takhmīk	id=g:113488
Tak-e Talkh Āb	id=g:113489
Kūh-e Tākestān	id=g:113490
Tākestān	id=g:113491
Tak-e Kalūtak	id=g:113492
Kūh-e Takeh Qayah Ḩesī	id=g:113493
Takchī	id=g:113494
Rūd-e Tak Chāh	id=g:113495
Tak Bāghestān	id=g:113496
Tak-e Ārangī	id=g:113497
Tākar	id=g:113498
Takāneh	id=g:113499
Tākand	id=g:113500
Tākām	id=g:113501
Tākalā	id=g:113502
Kūh-e Tākelā	id=g:113503
Tākā’īdī	id=g:113504
Tak Āb-e Chāh Zard	id=g:113505
Rūdkhāneh-ye Takāb	id=g:113506
Kūh-e Takāb	id=g:113507
Takāb	id=g:113508
Tak Āb	id=g:113509
Kūh-e Tak	id=g:113510
Tak	id=g:113511
Tajūr	id=g:113512
Tajrūd	id=g:113513
Tajrīsh	id=g:113514
Tāj od Dīn	id=g:113515
Tāj Mīrī	id=g:113516
Tājkūh	id=g:113517
Ma‘dan-e Tājkūh	id=g:113518
Tāj Kūh	id=g:113519
Tāj Khātūn	id=g:113520
Tāj Khātūn	id=g:113521
Tejkenār	id=g:113522
Tājīābād	id=g:113523
Āb-e Tājgāh	id=g:113524
Tajark	id=g:113525
Tajareh-ye Gallehdār	id=g:113526
Tajan Gū’eh-ye Pā’īn	id=g:113527
Tajan	id=g:113528
Tāj Malekī	id=g:113529
Tāj-e Dowlatshāh	id=g:113530
Tāj od Dīn	id=g:113531
Ţajar-e Sāmen	id=g:113532
Tajareh	id=g:113533
Godār-e Tajareh	id=g:113534
Tajareh	id=g:113535
Tajareh	id=g:113536
Tajareh	id=g:113537
Tajareh	id=g:113538
Tajareh	id=g:113539
Tajareh	id=g:113540
Tajareh	id=g:113541
Ţajjar	id=g:113542
Tajarak	id=g:113543
Tezerj	id=g:113544
Tajar	id=g:113545
Tajan Gūkeh	id=g:113546
Rūdkhāneh-ye Tajan	id=g:113547
Tajan	id=g:113548
Tāj Amīr	id=g:113549
Tījak	id=g:113550
Tājābād	id=g:113551
Tājīābād-e Soflá	id=g:113552
Tājīābād-e ‘Olyā	id=g:113553
Tājābād-e Now	id=g:113554
Tājābād-e Kohneh	id=g:113555
Harāt	id=g:113556
Tājābād-e Qadīm	id=g:113557
Tājābād	id=g:113558
Tājābād	id=g:113559
Tājābād	id=g:113560
Tājābād	id=g:113561
Tājābād	id=g:113562
Tājābād	id=g:113563
Tājābād	id=g:113564
Tājābād	id=g:113565
Tājābād	id=g:113566
Tājābād	id=g:113567
Tājābād	id=g:113568
Tājābād	id=g:113569
Ţāḩūneh	id=g:113570
Tāhūnābād	id=g:113571
Ţāhūneh Ostād	id=g:113572
Taḩt-e Rūd	id=g:113573
Tahtūn	id=g:113574
Takht-e Maḩall	id=g:113575
Tah Shīhū	id=g:113576
Ţāhrū’ī	id=g:113577
Tahrūd	id=g:113578
Tahrūd	id=g:113579
Taḩrīkeh-ye Sabzī Beyg	id=g:113580
Tahrezān	id=g:113581
Kūh-e Tahr	id=g:113582
Ţahmūres̄	id=g:113583
Kūh-e Tah Mū’ī	id=g:113584
Tāhmū	id=g:113585
Tah Māhī	id=g:113587
Tahlū	id=g:113588
Tahleh Zār	id=g:113589
Kūh-e Tāhī	id=g:113590
Jahānshāhlū	id=g:113591
Ţāherlū	id=g:113592
Ţāherīyeh-ye Yek	id=g:113593
Ţāherīyeh-ye Yek Va Do	id=g:113594
Ţāherīyeh-ye Seh	id=g:113595
Bandar-e Ţāherī	id=g:113596
Ţāher Gūrāb	id=g:113597
Ţāhereh Khātūn	id=g:113598
Ţāherābād	id=g:113599
Ţāherābād	id=g:113600
Ţāherābād	id=g:113601
Qal‘eh-ye Ţāherābād	id=g:113602
Ţāherābād	id=g:113603
Ţāherābād	id=g:113604
Ţāherābād	id=g:113605
Ţāherābād-e Pā'īn	id=g:113606
Ţāherābād	id=g:113607
Takhtegān	id=g:113608
Tah Darreh	id=g:113609
Kūh-e Ţahārū	id=g:113610
Taham Chāy	id=g:113611
Taham	id=g:113612
Kalātūtīyeh	id=g:113613
Tāhaiyar	id=g:113614
Tagzīn	id=g:113615
Cheshmeh-ye Taglag	id=g:113616
Tagī	id=g:113617
Ţaghrūd	id=g:113618
Tāgheskī	id=g:113619
Rūdkhāneh-ye Taghār	id=g:113620
Kūh-e Taghār	id=g:113621
Rūdkhāneh-ye Ţāqān	id=g:113622
Ţāghān	id=g:113623
Tang-e Tāgemeh	id=g:113624
Tagargī	id=g:113625
Kūh-e Tagarg Āb	id=g:113626
Tegerbārī	id=g:113627
Rūdkhāneh-ye Tak	id=g:113629
Taftīleh	id=g:113630
Taftāzān	id=g:113631
Taft	id=g:113632
Tafrījān	id=g:113633
Kūh-e Tafresh	id=g:113634
Rūdkhāneh-ye Āb-e Kamar	id=g:113635
Tafresh	id=g:113636
Tayūn	id=g:113637
Tafaẕẕolābād	id=g:113638
Ţāqāb	id=g:113639
Kūh-e Tāf	id=g:113640
Tāf	id=g:113641
Ţāyesh‘ī	id=g:113642
Tazarch	id=g:113643
Kūh-e Tadargeh	id=g:113644
Tajyeh	id=g:113645
Tabrīz	id=g:113646
Tabrīk	id=g:113647
Tabareh	id=g:113648
Tablān	id=g:113649
Ţabl	id=g:113650
Kūh-e Tābī Qū	id=g:113653
Kūh-e Ţāvīq	id=g:113654
Tabatī	id=g:113655
Tabāsīn	id=g:113656
Chāh-e Ţabasī	id=g:113657
Ţabas	id=g:113658
Ţabas	id=g:113659
Tabarteh	id=g:113660
Tabarak-e Pā’īn	id=g:113661
Tabar Kūh	id=g:113662
Tabar Kūh	id=g:113663
Tabarkan	id=g:113664
Ţabarījān	id=g:113665
Ţabrīān	id=g:113666
Ţabreh-ye ‘Olyā	id=g:113667
Kamar-e Tabar	id=g:113668
Ţabar	id=g:113669
Kūh-e Ţabaq Sar	id=g:113670
Chāh-e Ţabaq Sar	id=g:113671
Tapāq	id=g:113672
Tābān	id=g:113673
Tābān	id=g:113674
Tabakī	id=g:113675
Tabādakān	id=g:113676
Kūh-e Tāb	id=g:113677
Sūzesh	id=g:113678
Sūzar	id=g:113679
Sūzan	id=g:113680
Sūzān	id=g:113681
Sūrān	id=g:113682
Sūzan	id=g:113683
Bandar-e Sūzā	id=g:113684
Sūyūn Chāy	id=g:113685
Sūyeh	id=g:113686
Sūtlaq	id=g:113687
Sūteh Zar	id=g:113688
Sūteh Kosh	id=g:113689
Sūteh	id=g:113690
Sūteh	id=g:113691
Sū Tappeh	id=g:113692
Setan	id=g:113693
Kūh-e Sūsūz	id=g:113694
Cheshmeh-ye Sūsūmak	id=g:113695
Kūh-e Yūsef Sīāh	id=g:113696
Sūsef	id=g:113697
Sūseh Naqī	id=g:113698
Sūsan Sorkhāb	id=g:113699
Āb-e Sūsan	id=g:113700
Sūsan	id=g:113701
Sūsahāb	id=g:113702
Sūrū’īyeh	id=g:113703
Kūh-e Sūrū	id=g:113704
S̄ūrū	id=g:113705
Sūrū	id=g:113706
Sūrū	id=g:113707
Sūrū	id=g:113708
Sūrū	id=g:113709
Sūrtajīn	id=g:113710
Shūrshānī	id=g:113711
Sūrmaq	id=g:113712
Kūh-e Sūrmaq	id=g:113713
Chāh-e Sūrman Kūh	id=g:113714
Sūrgāh	id=g:113715
Sūrk-e Pā’īn	id=g:113716
Sūrak-e Bālā	id=g:113717
Kūh-e Sūrk	id=g:113718
Kūh-e Sūrak-e Bālā	id=g:113719
Suren	id=g:113720
Soveyreh	id=g:113721
Sūriha	id=g:113722
Sūrīān	id=g:113723
Şevarīn	id=g:113724
Sūr	id=g:113725
Sūrghāl	id=g:113726
Sūrgalm	id=g:113727
Kūh-e Sūrgah	id=g:113728
Kūh-e Sūrgah	id=g:113729
Kūh-e Sūrgāh	id=g:113730
Sūrgāh	id=g:113731
Sūreshjān	id=g:113732
Sūrqī	id=g:113733
Sūrnī-ye Pā'īn	id=g:113734
Sūrnī-ye Bālā	id=g:113735
Sūrrek	id=g:113736
Kūh-e Sūr-e Jam	id=g:113737
Sūrā Pesht	id=g:113738
Sūrehjar	id=g:113739
Sūreh Barq	id=g:113740
Sūrbān	id=g:113741
Kūh-e Sūreh	id=g:113742
Sowreh	id=g:113743
Sūrcheh	id=g:113744
Sūr Chāh	id=g:113745
Sūrāvjīn	id=g:113746
Sūrang	id=g:113747
Sūrāneh	id=g:113748
Kūh-e Sūrān	id=g:113749
Sūrān	id=g:113750
Manşūrān	id=g:113751
Sūrān-e Soflá	id=g:113752
Sūrāl	id=g:113753
Gardaneh-ye Sūrākh Sūrākh	id=g:113754
Sūrākhī	id=g:113755
Kūh-e Sūrākh-e Khvānsār	id=g:113756
Sūrākh Bedar	id=g:113757
Kūh-e Sūrākh	id=g:113758
Sūrgābād	id=g:113759
Sūrak	id=g:113760
Sūrak	id=g:113761
Sūrak	id=g:113762
Sūrak	id=g:113763
Sūrak	id=g:113764
Sūr	id=g:113765
Sūg	id=g:113766
Sūrag	id=g:113767
Surap	id=g:113768
Shūrāb	id=g:113770
Rūdkhāneh-ye Sūr	id=g:113771
Kūh-e Sūr	id=g:113772
Sūr	id=g:113773
Sūr	id=g:113774
Sahr	id=g:113775
Sūqeh-ye Bālā	id=g:113776
Sūq	id=g:113777
Sānbadān	id=g:113778
Sondākhvār	id=g:113779
Sūnk	id=g:113780
Sūn	id=g:113781
Sūmār	id=g:113782
Sūlūjeh	id=g:113783
Şabalū’īyeh	id=g:113784
Sūlkūk	id=g:113785
Sūl Jāmak	id=g:113786
Sūlījeh	id=g:113787
Sūlī Darreh	id=g:113788
Sūlī Daraq	id=g:113789
Sūlījān	id=g:113790
Sūleqān	id=g:113791
Sūlaqān	id=g:113792
Sūlī Qapāq	id=g:113793
Sūleh Dar	id=g:113794
Sūleh	id=g:113795
Rūdkhāneh-ye Sūlījān	id=g:113796
Nūr	id=g:113797
Kūh-e Sūl Darreh	id=g:113798
Kūh-e Darhasī	id=g:113799
Sūlār	id=g:113800
Kūh-e Sūlān Gāvareh	id=g:113801
Sūlān	id=g:113802
Sūlākhān	id=g:113803
Sūlak	id=g:113804
Sūlāb	id=g:113805
Sūl	id=g:113806
Sūkī-ye Soflá	id=g:113807
Kūh-e Sūkhteh Rūd	id=g:113808
Sūkhteh Kūh	id=g:113809
Chenār Sūkhteh	id=g:113810
Kūh-e Sūkhteh	id=g:113811
Kūh-e Sūkhteh	id=g:113812
Āb-e Sūkhteh	id=g:113813
Kotal-e Sūkhānī	id=g:113814
Sūk Qazqān	id=g:113815
Sū Kahrīz	id=g:113816
Sūhān	id=g:113817
Sūhā	id=g:113818
Rūdkhāneh-ye Şowghān	id=g:113819
Kūh-e Sūzgazī	id=g:113820
Sūkadlī	id=g:113821
Şūflū	id=g:113822
Şūfī Chāy	id=g:113823
Şūfī Baleh	id=g:113824
Rūd-e Şūfīān	id=g:113825
Cham-e Şūfīān	id=g:113826
Şūfīān	id=g:113828
Şūfīān	id=g:113829
Şūfīān	id=g:113830
Şūf‘alī Kandī	id=g:113831
Şūfīābād	id=g:113832
Şūfīābād	id=g:113833
Kūh-e Şūfīā	id=g:113834
Şūfī	id=g:113835
Sūfān-e ‘Olyā	id=g:113836
Sūderū	id=g:113837
Sūr-e Meghdād	id=g:113838
Sūdeh Jān	id=g:113839
Sūdān	id=g:113840
Sūchelmā	id=g:113842
Kūh-e Sūbāshī	id=g:113843
Sūbāshī	id=g:113844
Sovā	id=g:113845
Kūh-e Sū	id=g:113846
Sū	id=g:113847
Sīs	id=g:113848
Chāh-e Sowzūn	id=g:113849
Rūdkhāneh-ye Sowzavār	id=g:113850
Sowt Gavāber	id=g:113851
Sū Sar	id=g:113852
Sūrenābād	id=g:113853
Kūh-e Sowqī	id=g:113854
Samīnak	id=g:113855
Şowme‘eh	id=g:113856
Şowme‘eh	id=g:113857
Şowma‘eh Zarrīn	id=g:113858
Şowma‘eh-ye Bālā	id=g:113859
Şowme‘eh Sarā	id=g:113860
Şowma‘eh Del	id=g:113861
Samāvar	id=g:113862
Şowma‘eh	id=g:113863
Şowma‘eh	id=g:113864
Sowlān	id=g:113866
Sowʼel Barjeh	id=g:113867
Sūleh	id=g:113868
Sūlakī	id=g:113869
Kūh-e Sowlak	id=g:113870
Kūh-e Sūl	id=g:113871
Sūl	id=g:113872
Sūj-e ‘Olyā	id=g:113873
Sowhūk	id=g:113874
Sowhānak	id=g:113875
Sowhān	id=g:113876
Sowghānlū	id=g:113877
Şowghān	id=g:113879
Sūrgābād	id=g:113880
Sowdeh-ye Soflá	id=g:113881
Sowdeh-ye ‘Olyā	id=g:113882
Sovūq Sū	id=g:113883
Sovīn	id=g:113884
