Ile Aūdany	id=g:1524128
Ozero Solenoye	id=g:1530799
Ozero Mogil’noye	id=g:1530800
Zapadnoye	id=g:1530801
Ozero Bol’shoye Troyebratnoye	id=g:1530802
Ozero Taksombay	id=g:1530803
Kordon Borki	id=g:1530804
Ozero Kirgizskoye	id=g:1530805
Ozero Tul’kol’	id=g:1530806
Ozero Tukayevo	id=g:1530807
Ozero Ul’kensor	id=g:1530808
Ozero Krasnoye	id=g:1530809
Ozero Izbasar	id=g:1530810
Ozero Akbastykol’	id=g:1530811
Ozero Solenoye	id=g:1530812
Ozero Velikoye	id=g:1530813
Ozero Zhaltyrsha	id=g:1530814
Ozero Streletskoye	id=g:1530815
Ozero Alkasor	id=g:1530816
Ozero Zhekekol’	id=g:1530817
Ozera Sazdysor	id=g:1530818
Ozero Krivoye	id=g:1530819
Ozero Sor	id=g:1530820
Ozero Ul’kenkarakamys	id=g:1530821
Ozero Muzhuk	id=g:1530822
Ozero Satay	id=g:1530823
Ozero Baytagayskiy Sor	id=g:1530824
Urochishche Kishkentaykarakamys	id=g:1530825
Ozero Opel’duk	id=g:1530826
Ozero Karakol’	id=g:1530827
Ozero Sary	id=g:1530828
Ozero Sorbalyk	id=g:1530829
Ozero Kurbay	id=g:1530830
Ozero Solenoye	id=g:1530831
Ozero Malyy Karakamys	id=g:1530832
Baumanskoye	id=g:1530833
Ozero Surely	id=g:1530834
Ozero Shanabay	id=g:1530835
Ozero Zharkol’	id=g:1530836
Ozero Ul’kenkol’	id=g:1530837
Ozero Zhilymdy	id=g:1530838
Ozero Kazaly	id=g:1530839
Ozero Uzynkol’	id=g:1530840
Ozero Taymassor	id=g:1530841
Tselinnoye	id=g:1530842
Ozero Kayrankol’	id=g:1530843
Ozero Alkasor	id=g:1530844
Urochishche Aralkol’	id=g:1530845
Boloto Taldykol’	id=g:1530846
Karatomar	id=g:1530847
Ozero Kayrankol’	id=g:1530848
Ozero Akpek	id=g:1530849
Boloto Zhibek	id=g:1530850
Ozero Atantay	id=g:1530851
Esperly	id=g:1530852
Ozero Seksembay	id=g:1530853
Ozero Akbasty	id=g:1530854
Ozero Utepsor	id=g:1530855
Boloto Taldykol’	id=g:1530856
Ozero Isiney	id=g:1530857
Ozero Sarbalyk	id=g:1530858
Ozero Bol’shoy Zhambatyr	id=g:1530859
Dal’neye	id=g:1530860
Ozero Inzhimbay	id=g:1530861
Novoye	id=g:1530862
Ozero Galkyrkol’	id=g:1530863
Kayrankul’	id=g:1530864
Ozero Aitu	id=g:1530865
Ozero Solenoye	id=g:1530866
Ozero Bol’shoye Praporshchikovo	id=g:1530867
Oktyabr’	id=g:1530868
Dachnoye	id=g:1530869
Ozero Piterovo	id=g:1530870
Ozero Kamylovo	id=g:1530871
Ozero Ponomarevo	id=g:1530872
Ozero Varvarino	id=g:1530873
Komsomol’skoye	id=g:1530874
Ozero Danilovo	id=g:1530875
Ozero Kapral’skoye	id=g:1530876
Lenino	id=g:1530877
Ozero Suatkol’	id=g:1530878
Ozero Uzynkol’	id=g:1530879
Minkeser	id=g:1530880
Ozero Bazay	id=g:1530881
Razdol’noye	id=g:1530882
Ozero Gor’koye	id=g:1530883
Mirnoye	id=g:1530884
Ozero Kaksor	id=g:1530885
Ozero Kayrankol’	id=g:1530886
Ozero Makaykino	id=g:1530887
Ozero Krivoye	id=g:1530888
Boloto Klaybinskoye	id=g:1530889
Ozero Glubokoye	id=g:1530890
Ozero Tsyganskoye	id=g:1530891
Boloto Chagalaly	id=g:1530892
Ozero Krivoye	id=g:1530893
Ozero Mustapino	id=g:1530894
Ozero Tulumbay	id=g:1530895
Ozero Rybnoye	id=g:1530896
Ozero Gusevo	id=g:1530897
Boloto Bol’shoy Liman	id=g:1530898
Boyevik	id=g:1530899
Stepnoye	id=g:1530900
Ozero Bol’shaya Karakoga	id=g:1530901
Ozero Mukanaykino	id=g:1530902
Ozero Shoptikol’	id=g:1530903
Ozero Krugloye	id=g:1530904
Ozero Sarykol’	id=g:1530905
Ozero Kurtupkol’	id=g:1530906
Muromsk	id=g:1530907
Ozero Chistoye	id=g:1530908
Talpyn	id=g:1530909
Ozero Krakhtykol’	id=g:1530910
Ozero Baymyrza	id=g:1530911
Ozero Kamyshnoye	id=g:1530912
Ozero Obaly	id=g:1530913
Ozero Obaly	id=g:1530914
Talaspay	id=g:1530915
Koshara Akanovka	id=g:1530916
Ozero Bol’shoy Sultan	id=g:1530917
Ozero Malyy Sultan	id=g:1530918
Ozero Solenoye	id=g:1530919
Ortakol’	id=g:1530920
Karatal	id=g:1530921
Karabulak	id=g:1530922
Ozero Kayrankol’	id=g:1530923
Ozero Baskol’	id=g:1530924
Ozero Ul’kenkol’	id=g:1530925
Ozero Shortandy	id=g:1530926
Amangel’dy	id=g:1530927
Veseloye	id=g:1530928
Urnek	id=g:1530929
Birlik	id=g:1530930
Ozero Obaly	id=g:1530931
Ozero Kopa	id=g:1530932
Ostagan	id=g:1530933
Cherunovka	id=g:1530934
Ozero Astashkino	id=g:1530935
Ozero Chistoye	id=g:1530936
Ozero Popovo	id=g:1530937
Ozero Kabany	id=g:1530938
Ozero Kurganka	id=g:1530939
Ozero Zav’yalovo	id=g:1530940
Ivanovka	id=g:1530941
Priishimka	id=g:1530942
Ozero Sitovo	id=g:1530943
Ozero Mokhovoye	id=g:1530944
Ryabinovka	id=g:1530945
Ozero Mokhovoye	id=g:1530946
Ozero Shaldyk	id=g:1530947
Bostandyq	id=g:1530948
Ozero Selikty	id=g:1530949
Ozero Uyaly	id=g:1530950
Ozero Ushkol’	id=g:1530951
Ozero Kholodnoye	id=g:1530952
Urochishche Tuznol’	id=g:1530953
Ozero Bol’shoye Kamyshnoye	id=g:1530954
Ozero Belen’koye	id=g:1530955
Boloto Krasnaya Shapka	id=g:1530956
Boloto Batan	id=g:1530957
Boloto Zharkol’	id=g:1530958
Ozero Kostomar	id=g:1530959
Ozero Perervanskoye	id=g:1530960
Novoaleksandrovka	id=g:1530961
Ozero Kyzdykol’	id=g:1530962
Ozero Ulykol’	id=g:1530963
Boloto Shomyshkol’	id=g:1530964
Urochishche Syktomar	id=g:1530965
Ozero Zhaltyr	id=g:1530966
Urochishche Zhaltyr	id=g:1530967
Boloto Yssykol’	id=g:1530968
Zhekekol’	id=g:1530969
Novoye	id=g:1530970
Talapker	id=g:1530971
Ozero Pestroye	id=g:1530972
Ozero Shirokoye	id=g:1530973
Semipalatnoye	id=g:1530974
Ozero Kishkenekol’	id=g:1530975
Urochishche Kruzhel’chel’bi	id=g:1530976
Lesnoye	id=g:1530977
Lugovoye	id=g:1530978
Chirikovka	id=g:1530979
Ozero Kochkar	id=g:1530980
Polyakovka	id=g:1530981
Osedloye	id=g:1530982
Ozero Lyaga	id=g:1530983
Gur’yanovka	id=g:1530984
Qaraaghash	id=g:1530985
Urochishche Kapustino	id=g:1530986
Romazanovo	id=g:1530987
Ozero Kamyshnoye	id=g:1530988
Ozero Kamyshnoye	id=g:1530989
Kindykty	id=g:1530990
Ozero Kindykty	id=g:1530991
Ozero Kamystykol’	id=g:1530992
Madeniyet	id=g:1530993
Ozero Polonskoye	id=g:1530994
Urochishche Smolino	id=g:1530995
Ortalyk	id=g:1530996
Urochishche Nagurbek	id=g:1530997
Alka	id=g:1530998
Zhanalyk	id=g:1530999
Urochishche Bol’shoy Sarykol’	id=g:1531000
Birlik	id=g:1531001
Urochishche Alka	id=g:1531002
Log Sarykol’	id=g:1531003
Dmitrovka	id=g:1531004
Urochishche Zhanak	id=g:1531005
Ozero Batpakkol’	id=g:1531006
Dvinsk	id=g:1531007
Ozero Sarykol’	id=g:1531008
Sarykol’	id=g:1531009
Iversk	id=g:1531010
Urochishche Samofalovka	id=g:1531011
Urochishche Basuzynkol’	id=g:1531012
Log Baskarasu	id=g:1531013
Alabiye	id=g:1531014
Tamambay	id=g:1531015
Urochishche Podleonidovskaya Loza	id=g:1531016
Kramatorovka	id=g:1531017
Voroshilovskiy	id=g:1531018
Urochishche Razvaliny	id=g:1531019
Mal’tsevo	id=g:1531020
Chapayevo	id=g:1531021
Trudovaya Niva	id=g:1531022
Urochishche Zhaltyr	id=g:1531023
Ozero Kapp	id=g:1531024
Ozero Shustroye	id=g:1531025
Ozero Kishkenezharma	id=g:1531026
Ozero Bespay	id=g:1531027
Ozero Uzynkol’	id=g:1531028
Ozero Sukhoye	id=g:1531029
Ozero Kakaygyr	id=g:1531030
Ozero Zhaltyr	id=g:1531031
Raz”yezd Kaudandy	id=g:1531032
Urochishche Maymak	id=g:1531033
Nikitino	id=g:1531034
Urochishche Sholak-Doshak	id=g:1531035
Urochishche Yesenkil’dy	id=g:1531036
Ozero Ayakkol’	id=g:1531037
Ozero Artokol’	id=g:1531038
Ozero Uzynkol’	id=g:1531039
Ul’go	id=g:1531040
Ozero Zhaltyr’	id=g:1531041
Kenzhagaly	id=g:1531042
Dayyndyk	id=g:1531043
Karatomar	id=g:1531044
Kokterek	id=g:1531045
Ozero Bozaral	id=g:1531046
Ozero Tuzkol’	id=g:1531047
Boloto Ashchikol’	id=g:1531048
Ozero Aderbek	id=g:1531049
Ozero Zhilandykol’	id=g:1531050
Lesnyye Polyany	id=g:1531051
Ozero Kushukkol’	id=g:1531052
Urochishche Mangul	id=g:1531053
Ozero Isnal	id=g:1531054
Urochishche Taitkol’	id=g:1531055
Kyzylzhuldyz	id=g:1531056
Raz”yezd Bozaral	id=g:1531057
Ozero Bozaral	id=g:1531058
Tselinnoye	id=g:1531059
Urochishche Aybas	id=g:1531060
Ozero Obalykol’	id=g:1531061
Ozero Baysa	id=g:1531062
Urochishche Iglek	id=g:1531063
Ozero Kishkenekopa	id=g:1531064
Ozero Terenkol’	id=g:1531065
Boloto Babaly	id=g:1531066
Urochishche Ushkyzyl	id=g:1531067
Aralagash	id=g:1531068
Urochishche Kyzylagash	id=g:1531069
Raz”yezd Zhanazhol	id=g:1531070
Ozero Solenoye	id=g:1531071
Ozero Makykol’	id=g:1531072
Ozero Teke	id=g:1531073
Ozero Kishkenekol’	id=g:1531074
Ozero Krugloye	id=g:1531075
Boloto Aksuat	id=g:1531076
Ozero Balykty	id=g:1531077
Raz”yezd Sovet	id=g:1531078
Ozero Kankel’dy	id=g:1531079
Boloto Maybike	id=g:1531080
Zemledel’cheskoye	id=g:1531081
Gagarino	id=g:1531082
Ozero Muktukol’	id=g:1531083
Ozero Sivash	id=g:1531084
Ozero Kyzylsor	id=g:1531085
Bayandy	id=g:1531086
Stepnoye	id=g:1531087
Urochishche Shnurovka	id=g:1531088
Ozero Ul’ken-Taytansor	id=g:1531089
Ozero Uzynkol’	id=g:1531090
Bezlesnoye	id=g:1531091
Kur’ya	id=g:1531092
Raz”yezd Shagyly	id=g:1531093
Yuzhnoye	id=g:1531094
Urochishche Klevernyy	id=g:1531095
Komsomol’skoye	id=g:1531096
Urochishche Krasnyy Khutor	id=g:1531097
Chaglinskiy Kamyshitovyy Zavod	id=g:1531098
Urochishche Kuduk	id=g:1531099
Sarbay	id=g:1531100
Urochishche Tenel’dyk	id=g:1531101
Moldagul	id=g:1531102
Roshchino	id=g:1531103
Urochishche Chapayevka	id=g:1531104
Lenino	id=g:1531105
Urochishche Kiyevskoye	id=g:1531106
Urochishche Betikol	id=g:1531107
Urochishche Kadyrskoye	id=g:1531108
Urochishche Zhaltyrkol’	id=g:1531109
Urochishche Enbek	id=g:1531110
Urochishche Sukhoye Ozero	id=g:1531111
Urochishche Atpak	id=g:1531112
Bastomar	id=g:1531113
Raz”yezd Uzunkul’skiy	id=g:1531114
Urochishche Sasay	id=g:1531115
Ozero Sasykkol’	id=g:1531116
Urochishche Aul Abaya	id=g:1531117
Pridorozhnoye	id=g:1531118
Ozero Uzynkol’	id=g:1531119
Izobil’noye	id=g:1531120
Ozero Zhenekesh	id=g:1531121
Ozero Kulabiye	id=g:1531122
Ozero Bol’shoy Saryaygyr	id=g:1531123
Ozero Taldykol’	id=g:1531124
Ozero Karabul	id=g:1531125
Urochishche Batpakkol’	id=g:1531126
Koskol’	id=g:1531127
Shandak	id=g:1531128
Seyfulino	id=g:1531129
Urochishche Bol’shoy Koskol’	id=g:1531130
Ozero Selekty	id=g:1531131
Urochishche Batpak	id=g:1531132
Ozero Bol’shoy Kurymbay	id=g:1531133
Selekty	id=g:1531134
Urochishche Uzynkol’	id=g:1531135
Urochishche Asau	id=g:1531136
Urochishche Ikeoypat	id=g:1531137
Maybalyq	id=g:1531138
Ozero Maybalyk	id=g:1531139
Letovka	id=g:1531140
Vostochnoye	id=g:1531141
Ozero Sarybalyk	id=g:1531142
Ozero Shurbay	id=g:1531143
Urochishche Akbas	id=g:1531144
Ozero Shogat	id=g:1531145
Ozero Konak-Kolgan	id=g:1531146
Ozero Baskarakol’	id=g:1531147
Boloto Bol’shoy Berkut	id=g:1531148
Ozero Uzynkol’	id=g:1531149
Agronom	id=g:1531150
Sartay	id=g:1531151
Urochishche Staryy Sartay	id=g:1531152
Ozero Saraly	id=g:1531153
Ozero Shokyrkol’	id=g:1531154
Ozero Bazhenkol’	id=g:1531155
Urochishche Rakita	id=g:1531156
Ozero Tayncha	id=g:1531157
Ozero Sandykol’	id=g:1531158
Razvaliny Kulaty	id=g:1531159
Urochishche Shaglyteniz	id=g:1531160
Yenbek	id=g:1531161
Urochishche Andreyevka	id=g:1531162
Yuzhnyy	id=g:1531163
Zharkol’	id=g:1531164
Otdeleniye Nomer Pyat’ Sovkhoza Imeni Kirova	id=g:1531165
Otdeleniye Nomer Odin Sovkhoza Maybalykskiy	id=g:1531166
Otdeleniye Nomer Chetyre Sovkhoza Imeni Kirova	id=g:1531167
Otdeleniye Nomer Tri Sovkhoza Imeni Kirova	id=g:1531168
Ferma Nomer Dva Sovkhoza Kantemirovets	id=g:1531169
Yevgen’yevka	id=g:1531170
Yesil’skoye	id=g:1531171
Urochishche Yekishok	id=g:1531172
Leunchi	id=g:1531173
Razvaliny Ushkyzyl	id=g:1531174
Aralagash	id=g:1531175
Al’va	id=g:1531196
Urochishche Koshaly	id=g:1531224
Kommūnīzm	id=g:1531227
Razvaliny Kusumis	id=g:1531229
Razvaliny Zhanaaul	id=g:1531230
Kenashchy	id=g:1531231
Urochishche Sheken	id=g:1531232
Brigada Nomer Chetyre Sovkhoza Kommunizm	id=g:1531233
Burovaya Nomer Pyat’ Sovkhoz Kommunizm	id=g:1531234
Kolodets Amansaz	id=g:1531235
Mogila Mykhay	id=g:1531236
Zimovka Sovkhoz Baykonyrskiy	id=g:1531237
Zimovka Shortanbay	id=g:1531238
Urochishche Taruzek	id=g:1531239
Kolodets Kalmaganbet-Shegen	id=g:1531240
Kolodets Oykbakay	id=g:1531241
Urochishche Uzunshunkur	id=g:1531242
Kolodets Tauyekel’	id=g:1531243
Peski Zhangaska	id=g:1531244
Urochishche Shibynozek	id=g:1531245
Kolodets Kol’kuduk	id=g:1531246
Kolodets Abiya	id=g:1531247
Kolodets Adyraspan	id=g:1531248
Kladbishche Sarmankozha	id=g:1531249
Kolodets Sarmankuduk	id=g:1531250
Peski Sarmankozha	id=g:1531251
Kolodets Urazbaykongan	id=g:1531252
Kladbishche Karamola	id=g:1531253
Peski Zhangaskakum	id=g:1531254
Kolodets Aktaban	id=g:1531255
Kolodets Koyshman	id=g:1531256
Urochishche Uzyntumsyk	id=g:1531257
Urochishche Ul’ken-Tastemir	id=g:1531258
Kolodets Zhibeday	id=g:1531259
Peski Shetkum	id=g:1531260
Kolodets Berme	id=g:1531261
Kolodets Kozhataban	id=g:1531262
Kolodets Narol’gen	id=g:1531263
Kolodets Kamalshegen	id=g:1531264
Urochishche Altynsary	id=g:1531265
Kolodets Shomokoy	id=g:1531266
Peski Shalbarshakum	id=g:1531267
Kolodets Salmalyk	id=g:1531268
Kladbishche Bukharbay	id=g:1531269
Gora Kiiktobe	id=g:1531270
Urochishche Atakanzhal	id=g:1531271
Kolodets Altynsary	id=g:1531272
Kolodets Kandykuduk	id=g:1531273
Kladbishche Narol’gen	id=g:1531274
Mogila Dadikbay	id=g:1531275
Gora Aygyrbek	id=g:1531276
Mogila Kozhaakhmet	id=g:1531277
Kladbishche Shokykbayuly	id=g:1531278
Kolodets Naztaban	id=g:1531279
Kolodets Nrdebay	id=g:1531280
Kolodets Yerdebay	id=g:1531281
Urochishche Tastemir	id=g:1531282
Urochishche Terenzhira	id=g:1531283
Kolodets Nauruzbayshubar	id=g:1531284
Urochishche Tarzhira	id=g:1531285
Urochishche Akdzhigit	id=g:1531286
Kolodets Deritaldy	id=g:1531287
Urochishche Zhappastaban	id=g:1531288
Peski Kosalbay	id=g:1531289
Kladbishche Kyzmola	id=g:1531290
Kolodets Satkar	id=g:1531291
Kolodets Begman	id=g:1531292
Razvaliny Malkora	id=g:1531293
Kolodets Kosalbay	id=g:1531294
Kolodets Tokashegen	id=g:1531295
Mogila Amanzhol	id=g:1531296
Artezianskiy Kolodets Itketken	id=g:1531297
Urochishche Kishkentay-Tastemir	id=g:1531298
Mogila Karamola	id=g:1531299
Gora Karabakhsyzhantay	id=g:1531300
Kladbishche Zhantay	id=g:1531301
Kolodets Kosalbay	id=g:1531302
Kolodets Aygyrbek	id=g:1531303
Kolodets Atbayshegen	id=g:1531304
Kladbishche Kashkynbay	id=g:1531305
Kolodets Tokanshegen	id=g:1531306
Kolodets Koltabay	id=g:1531307
Solonchak Birshildak	id=g:1531308
Kolodets Naushabay	id=g:1531309
Kolodets Sasykbay	id=g:1531310
Urochishche Naushabay	id=g:1531311
Kolodets Ataybaz	id=g:1531312
Kolodets Kiyaktabak	id=g:1531313
Urochishche Aktnen	id=g:1531314
Balabay	id=g:1531315
Gora Tastemir	id=g:1531316
Kolodets Besshegen	id=g:1531317
Kolodets Del’dibay	id=g:1531318
Kolodets Umsundykshegen	id=g:1531319
Urochishche Dongeleksor	id=g:1531320
Gora Dankara	id=g:1531321
Kolodets Zhail’bay	id=g:1531322
Urochishche Zhamantuz	id=g:1531323
Kolodets Ul’ken-Zalishegen	id=g:1531324
Kolodets Benbolshegen	id=g:1531325
Peski Zhineshkekum	id=g:1531326
Solonchak Beltebissor	id=g:1531327
Kladbishche Burancha	id=g:1531328
Kolodets Buranbaysary	id=g:1531329
Kolodets Rakhimshegen	id=g:1531330
Kolodets Tulegen	id=g:1531331
Artezianskiy Kolodets Kyzylzhaly	id=g:1531332
Artezianskiy Kolodets Bogdok	id=g:1531333
Meteorologicheskaya Stantsiya Bogdok	id=g:1531334
Rodnik Karabulak	id=g:1531335
Rodnik Kokbulak	id=g:1531336
Rodnik Il’kubay	id=g:1531337
Rodnik Auliyebulak	id=g:1531338
Kolodets Andybay	id=g:1531339
Mogila Arbob	id=g:1531340
Kolodets Zhanbasshegen	id=g:1531341
Solonchak Zhanbassor	id=g:1531342
Rodnik Karakaynar	id=g:1531343
Rodnik Tazhibay	id=g:1531344
Rodnik Tomarbulak	id=g:1531345
Tyshtykbay	id=g:1531346
Artezianskiy Kolodets Daldabay	id=g:1531347
Zimovka Tobekuduk	id=g:1531348
Bugor Aktobe	id=g:1531349
Kolodets Tabekuduk	id=g:1531350
Rodnik Shiybulak	id=g:1531351
Rodnik Zhiryk	id=g:1531352
Rodnik Zhaylbulak	id=g:1531353
Urochishche Mynbulak	id=g:1531354
Zimovka Besapan	id=g:1531355
Rodnik Karabulak	id=g:1531356
Rodnik Zhiryk	id=g:1531357
Kolodets Arstan	id=g:1531358
Urochishche Ushtobe	id=g:1531359
Kladbishche Zhantokha	id=g:1531360
Urochishche Bestobe	id=g:1531361
Zimovka Akbulak	id=g:1531362
Rodnik Akbulak	id=g:1531363
Aksay	id=g:1531364
Ostanets Kizemshiktau	id=g:1531365
Gora Zharaspaytau	id=g:1531366
Gora Akkorganboltyk	id=g:1531367
Mogila Dali	id=g:1531368
Gora Karatumsyk	id=g:1531369
Kolodets Ushkuduk	id=g:1531370
Bugor Akkorgan	id=g:1531372
Rodnik Karakol’	id=g:1531373
Solonchak Karakol’	id=g:1531374
Rodnik Tauken	id=g:1531375
Rodnik Obkarakol’	id=g:1531376
Rodnik Taldybulak	id=g:1531377
Rodnik Dauzharshan	id=g:1531378
Rodnik Argumbay	id=g:1531379
Moyynqum	id=g:1531380
Kladbishche Sekseul	id=g:1531381
Mogila Kyzlar	id=g:1531382
Bugor Sulutaban	id=g:1531383
Kolodets Tabakkalgan	id=g:1531384
Mogila Dar’yabay	id=g:1531385
Rodnik Akshabulak	id=g:1531386
Kurgancha Kalgan	id=g:1531387
Bugor Suzystabak	id=g:1531388
Rodnik Dosen	id=g:1531389
Kolodets Kumbulak	id=g:1531390
Kolodets Kyzylkuduk	id=g:1531391
Kolodets Doshchan	id=g:1531392
Kolodets Zhar	id=g:1531393
Kolodets Yegizkara	id=g:1531394
Bugor Baysiu	id=g:1531395
Kolodets Arystan	id=g:1531396
Mogila Pirim	id=g:1531397
Mogila Borbol	id=g:1531398
Kolodets Dadikbay	id=g:1531399
Mogila Sarboksy	id=g:1531400
Mogila Tasmola	id=g:1531401
Kolodets Abyltaykuduk	id=g:1531402
Kolodets Zharkuduk	id=g:1531403
Kolodets Vyshka	id=g:1531404
Kolodets Bel’	id=g:1531405
Kolodets Bet	id=g:1531406
Takyr Bobedeukak	id=g:1531407
Mogila Kalbagay	id=g:1531408
Mogila Sugretbay	id=g:1531409
Kolodets Barbol	id=g:1531410
Kolodets Muryn	id=g:1531411
Takyr Kyzylkak	id=g:1531412
Kolodets Saykuduk	id=g:1531413
Kolodets Tyshtykbay	id=g:1531414
Urochishche Kyzylkiya	id=g:1531415
Kolodets Sorkuduk	id=g:1531416
Kolodets Nomer Pyat’sot Pyat’	id=g:1531417
Mogila Suzakbay	id=g:1531418
Urochishche Mynsay	id=g:1531419
Kolodets Kankazgan	id=g:1531420
Mogila Sarymola	id=g:1531421
Kolodets Boshibay	id=g:1531422
Kolodets Tasbulak	id=g:1531423
Rodnik Rayfobulak	id=g:1531424
Mogila Bekaly	id=g:1531425
Ashchysay	id=g:1531426
Kolodets Za	id=g:1531427
Kladbishche Bekbay	id=g:1531428
Koktal	id=g:1531429
Kolodets Zhandymbay	id=g:1531430
Urochishche Koktal	id=g:1531431
Kladbishche Zhalgyztam	id=g:1531432
Urochishche Bulanty	id=g:1531433
Nurtaza	id=g:1531434
Kladbishche Turgay	id=g:1531435
Mogila Bayzhan	id=g:1531436
Gora Bolekkyzyl	id=g:1531437
Urochishche Shansuat	id=g:1531438
Urochishche Karagandysay	id=g:1531439
Urochishche Sortanoy	id=g:1531440
Urochishche Saryoy	id=g:1531441
Urochishche Zhyngyldysay	id=g:1531442
Kolodets Ashchymuyir	id=g:1531443
Kladbishche Zhiyenkol’mola	id=g:1531444
Kladbishche Zhalau	id=g:1531445
Urochishche Turlynin-Karasu	id=g:1531446
Urochishche Karagandysay	id=g:1531447
Urochishche Muyir	id=g:1531448
Mogila Uygutbay	id=g:1531449
Urochishche Ogizmeyiz	id=g:1531450
Urochishche Aksan	id=g:1531451
Urochishche Ireksay	id=g:1531452
Kurgancha Araltobe	id=g:1531453
Urochishche Yebelekoy	id=g:1531454
Urochishche Borbas	id=g:1531455
Gora Aktumsyk	id=g:1531456
Urochishche Konyrtompak	id=g:1531457
Urochishche Teriskendisay	id=g:1531458
Gora Karadon	id=g:1531459
Urochishche Belen	id=g:1531460
Urochishche Karasuyr	id=g:1531461
Urochishche Aksanshik	id=g:1531462
Urochishche Oyshubar	id=g:1531463
Urochishche Ashel’oyshubar	id=g:1531464
Kladbishche Ushkarasu	id=g:1531465
Kladbishche Kuzembay	id=g:1531466
Tauzhan	id=g:1531467
Urochishche Beleutty	id=g:1531468
Urochishche Duanas	id=g:1531469
Urochishche Takyrsay	id=g:1531470
Urochishche Kyrka	id=g:1531471
Urochishche Zhanas	id=g:1531472
Urochishche Miis	id=g:1531473
Urochishche Kosau	id=g:1531474
Kolodets Koskuduk	id=g:1531475
Urochishche Kyzyn	id=g:1531476
Kolodets Kamystykuduk	id=g:1531477
Urochishche Zholaskan	id=g:1531478
Urochishche Kyzylkuys	id=g:1531479
Urochishche Saryadyr	id=g:1531480
Kolodets Kalmak	id=g:1531481
Kolodets Turly	id=g:1531482
Urochishche Zhyngyldyozek	id=g:1531483
Kladbishche Turly	id=g:1531484
Kolodets Zhebirbay	id=g:1531485
Mogila Borbas	id=g:1531486
Urochishche Borbas	id=g:1531487
Urochishche Tortkol’	id=g:1531488
Mogila Zharmola	id=g:1531489
Kolodets Zharsu	id=g:1531490
Kladbishche Zhalau	id=g:1531491
Gora Obalysan	id=g:1531492
Urochishche Kentaban	id=g:1531493
Gora Boleknura	id=g:1531494
Gora Saryadyr	id=g:1531495
Urochishche Konratbay	id=g:1531496
Kurkus	id=g:1531497
Urochishche Arna	id=g:1531498
Piket Nomer Odynnadtsat’	id=g:1531499
Kladbishche Togay	id=g:1531500
Kladbishche Torgay	id=g:1531501
Urochishche Bel’deu-Karagandysay	id=g:1531502
Solonchak Oysor	id=g:1531503
Solonchak Takyrsay	id=g:1531504
Urochishche Kensay	id=g:1531505
Mogila Zhermola	id=g:1531506
Mogila Kunakbay	id=g:1531507
Urochishche Oyshubar	id=g:1531508
Urochishche Sarydala	id=g:1531509
Urochishche Asherek	id=g:1531510
Urochishche Borzhaktysay	id=g:1531511
Urochishche Kemer	id=g:1531512
Kladbishche Akmola	id=g:1531513
Vozvyshennost’ Boztumsyk	id=g:1531514
Urochishche Bozazyk	id=g:1531515
Urochishche Zhazyksay	id=g:1531516
Ovrag Teriskendisay	id=g:1531517
Kolodets Nesipel’dy	id=g:1531518
Urochishche Sarydon	id=g:1531519
Ovrag Karagandysay	id=g:1531520
Urochishche Kaskanesay	id=g:1531521
Kolodets Kurkuduk	id=g:1531522
Kolodets Shatyrlykuduk	id=g:1531523
Urochishche Sarytobe	id=g:1531524
Mogila Togaykayyr	id=g:1531525
Urochishche Zhamanshubar	id=g:1531526
Urochishche Botbaysor	id=g:1531527
Solonchak Kishkenesor	id=g:1531528
Urochishche Aksay	id=g:1531529
Solonchak Ashchysay	id=g:1531530
Solonchak Dongeleksor	id=g:1531531
Kolodets Shiy	id=g:1531532
Mogila Aytugan	id=g:1531533
Urochishche Tagambay	id=g:1531534
Kolodets Ashchykuduk	id=g:1531535
Kolodets Betkuduk	id=g:1531536
Kolodets Tendykuduk	id=g:1531537
Gora Kezauz	id=g:1531538
Kolodets Kamystykuduk	id=g:1531539
Gora Bolektobe	id=g:1531540
Kolodets Saykuduk	id=g:1531541
Urochishche Yebelekoy	id=g:1531542
Urochishche Kokpektioy	id=g:1531543
Urochishche Saryzhota	id=g:1531544
Urochishche Koskak	id=g:1531545
Mogila Zhekebel’gi	id=g:1531546
Urochishche Shatyrlykak	id=g:1531547
Mogila Zhazykbay	id=g:1531548
Mogila Zhaylybay	id=g:1531549
Solonchak Ul’ken-Aksor	id=g:1531550
Mogila Adel’	id=g:1531551
Ovrag Terensay	id=g:1531552
Terensay	id=g:1531553
Ovrag Koynau	id=g:1531554
Gora Tuyyemoynak	id=g:1531555
Urochishche Karagandy	id=g:1531556
Urochishche Zhyngyldy	id=g:1531557
Mogila Sarybay	id=g:1531558
Mogila Yegizbay	id=g:1531559
Urochishche Takyrly	id=g:1531560
Urochishche Kubadon	id=g:1531561
Urochishche Sarydala	id=g:1531562
Urochishche Karaoba	id=g:1531563
Kolodets Karakuduk	id=g:1531564
Mogila Baytenmola	id=g:1531565
Turmakhansay	id=g:1531566
Gora Kustumsyk	id=g:1531567
Mogila Bayten	id=g:1531568
Kolodets Akkuduk	id=g:1531569
Mogila Zhunarbay	id=g:1531570
Mogila Imankozha	id=g:1531571
Mogila Bel’gisizmola	id=g:1531572
Zhaimbay	id=g:1531573
Gora Dongelektau	id=g:1531574
