Gainda	id=g:1506733
Charba	id=g:1508441
Charash-Dyt	id=g:1508442
Chary	id=g:1508443
Chapyl’-Ky	id=g:1508444
Chaptykov	id=g:1508445
Chapshi	id=g:1508446
Chapsha	id=g:1508447
Chapsha	id=g:1508448
Sovkhoz Chapayevskiy	id=g:1508449
Chapayevo	id=g:1508450
Chapayevka	id=g:1508451
Chapayeva	id=g:1508452
Chapa	id=g:1508453
Chapa	id=g:1508454
Chanysh	id=g:1508455
Chany-Sakan	id=g:1508456
Ozero Chany	id=g:1508457
Chany	id=g:1508458
Chanovskiy Rayon	id=g:1508459
Sovkhoz Chanovskiy	id=g:1508460
Peschanoye Ozero	id=g:1508461
Chanovo	id=g:1508462
Chanovka	id=g:1508463
Ozero Chankyagyarbyak	id=g:1508464
Changyl’-Ky	id=g:1508465
Ozero Chandzhel’tu	id=g:1508467
Chanchar	id=g:1508468
Chamzhel’ka	id=g:1508469
Chaltymovy Pervyye	id=g:1508470
Chalkovo	id=g:1508471
Chalkino	id=g:1508472
Chal-Kezhig	id=g:1508473
Chalgystag	id=g:1508474
Chalbyshevo	id=g:1508475
Chalaaty	id=g:1508476
Gora Chakpak	id=g:1508478
Chakhlovo	id=g:1508479
Chakhlovo	id=g:1508480
Chainskiy Rayon	id=g:1508481
Sovkhoz Chainskiy	id=g:1508482
Chainsk	id=g:1508483
Chainka	id=g:1508484
Chayach’ye	id=g:1508485
Ozero Chagytay	id=g:1508486
Chagva	id=g:1508487
Chagiseyka	id=g:1508488
Chaginskiye	id=g:1508489
Chagino	id=g:1508490
Chagay	id=g:1508491
Chaganuzun	id=g:1508492
Chaganuzun	id=g:1508493
Chagan-Burgazy	id=g:1508494
Chaga	id=g:1508495
Chaga	id=g:1508496
Chaga	id=g:1508497
Chadobets	id=g:1508498
Chadobets	id=g:1508499
Chadan	id=g:1508500
Chadan	id=g:1508501
Chachamga	id=g:1508502
Chaarbay	id=g:1508503
Chaa-Khol’	id=g:1508504
Chaa-Khol’	id=g:1508505
Chaa-Khol’	id=g:1508506
Bzhitskaya	id=g:1508507
Byzynskiy	id=g:1508508
Byzovo	id=g:1508509
Byzovka	id=g:1508510
Byzova	id=g:1508511
Byzanovskiy	id=g:1508512
Byuza	id=g:1508513
Byuza	id=g:1508514
Byurkarak	id=g:1508515
Byurya	id=g:1508516
Bystryy Istok	id=g:1508517
Bystryy	id=g:1508518
Bystryy	id=g:1508519
Bystryanka	id=g:1508520
Bystrushka	id=g:1508521
Sovkhoz Bystrukhinskiy	id=g:1508522
Bystrukha	id=g:1508523
Bystrukha	id=g:1508524
Bystrukha	id=g:1508525
Bystrovka	id=g:1508526
Bystroistokskiy Rayon	id=g:1508527
Bystraya	id=g:1508528
Bystraya	id=g:1508529
Bystraya	id=g:1508530
Bystraya	id=g:1508531
Bystraya	id=g:1508532
Bystraya	id=g:1508533
Byskar	id=g:1508534
Byskar	id=g:1508535
Byselka	id=g:1508536
Gory Byrranga	id=g:1508537
Obgonnyy Punkt Byn’govskiy	id=g:1508538
Byn’gi	id=g:1508539
Bylino	id=g:1508540
Ozero Bykovskoye	id=g:1508541
Bykovskiy	id=g:1508542
Ozero Bykovo	id=g:1508543
Bykovo	id=g:1508544
Bykova	id=g:1508545
Bykovo	id=g:1508546
Bykovo	id=g:1508547
Bykovo	id=g:1508548
Bykovo	id=g:1508549
Bykova	id=g:1508550
Bykovo	id=g:1508551
Bykov	id=g:1508552
Gora Byk	id=g:1508553
Staryy Byk	id=g:1508554
Bygan	id=g:1508555
Bydino	id=g:1508556
Ozero Bych’ye	id=g:1508557
Bychkovka	id=g:1508558
Bychki	id=g:1508559
Bychki	id=g:1508560
Net’va	id=g:1508561
Buzykanovo	id=g:1508562
Buzykanova	id=g:1508563
Buzunovo	id=g:1508564
Buzulayeva	id=g:1508565
Buzhan	id=g:1508566
Buzany	id=g:1508567
Buzanovskiy	id=g:1508568
Buzan	id=g:1508569
Buzan	id=g:1508570
Buyedzhul'	id=g:1508571
Buyba	id=g:1508572
Buyan	id=g:1508573
Buval’chik	id=g:1508574
Butyukova	id=g:1508575
Butyrskoye	id=g:1508576
Butyrskoye	id=g:1508577
Butyrki	id=g:1508578
Butyrki	id=g:1508579
Butyrino	id=g:1508580
Butusovo	id=g:1508581
Ozero Buturly	id=g:1508582
Butovka	id=g:1508583
Butorikha	id=g:1508584
Butkinskoye Ozero	id=g:1508585
Butkinskiy	id=g:1508586
Butka	id=g:1508587
Butka	id=g:1508588
Butka	id=g:1508589
Ozero Butash	id=g:1508590
Butakovo	id=g:1508591
Butakova	id=g:1508592
Butakova	id=g:1508593
Butaki	id=g:1508594
Gora Butachikha	id=g:1508595
Ozero Busly	id=g:1508596
Busly	id=g:1508597
Buskul’skiy	id=g:1508598
Buskul’skiy	id=g:1508599
Bushuyevo	id=g:1508600
Bushuy	id=g:1508601
Bushlanovo	id=g:1508602
Buryaki	id=g:1508603
Burus	id=g:1508604
Mys Burunnyy	id=g:1508605
Burungda	id=g:1508606
Burundukovo	id=g:1508607
Burunda	id=g:1508608
Burul	id=g:1508610
Buruktal	id=g:1508611
Buruktal	id=g:1508612
Burukan	id=g:1508613
Ozero Bureteshken	id=g:1508614
Bursyanino	id=g:1508615
Bursol’	id=g:1508616
Burovskoye	id=g:1508617
Burova	id=g:1508618
Buro	id=g:1508619
Burnyy	id=g:1508620
Burnyy	id=g:1508621
Burnino	id=g:1508622
Burmistrovo	id=g:1508623
Burmantovo	id=g:1508624
Burmakina	id=g:1508625
Burly	id=g:1508626
Ozero Burlinskoye	id=g:1508627
Burlinskiy Rayon	id=g:1508628
Burlinka	id=g:1508629
Burlikha	id=g:1508630
Okunëvo	id=g:1508631
Burlëvka	id=g:1508632
Burlaki	id=g:1508633
Ozero Burla	id=g:1508634
Burla	id=g:1508635
Burla	id=g:1508636
Porog Burnyy	id=g:1508637
Burnyy	id=g:1508638
Novopokrovka	id=g:1508639
Burkhankul’	id=g:1508640
Gory Burkan	id=g:1508641
Novoburino	id=g:1508642
Burino	id=g:1508643
Burgutuy	id=g:1508644
Ozero Burgunkuy	id=g:1508645
Burgukhli	id=g:1508646
Burgon	id=g:1508647
Ozero Burekesken	id=g:1508648
Buren-Khem	id=g:1508649
Buren-Bay-Khaak	id=g:1508650
Buren-Aksy	id=g:1508651
Buren	id=g:1508652
Urochishche Burelomnoye	id=g:1508653
Vodopad Buredan	id=g:1508654
Burdishka	id=g:1508655
Burashevskiy	id=g:1508656
Buranovskiy	id=g:1508657
Buranovo	id=g:1508658
Buranovo	id=g:1508659
Buranovo	id=g:1508660
Buranovo	id=g:1508661
Buranovka	id=g:1508662
Buranovka	id=g:1508663
Bura	id=g:1508664
Bura	id=g:1508665
Bur	id=g:1508666
Buotankaga	id=g:1508667
Bunyakovka	id=g:1508668
Bun’kova	id=g:1508669
Bun’kovo	id=g:1508670
Bun’kovo	id=g:1508671
Pokoynitskaya	id=g:1508672
Bungur	id=g:1508673
Bungarap	id=g:1508674
Bundyur	id=g:1508675
Bunbuy	id=g:1508676
Bunarka	id=g:1508677
Bul’zoment	id=g:1508678
Bulzi	id=g:1508679
Bulygina	id=g:1508680
Bulygin	id=g:1508681
Bul’var	id=g:1508682
Bulun-Terek	id=g:1508683
Bulun-Bazhy	id=g:1508684
Bulukhta	id=g:1508685
Bulukhta	id=g:1508686
Buluk	id=g:1508687
Bultusuk	id=g:1508688
Gora Bulka	id=g:1508689
Bulka	id=g:1508690
Khrebet Bulgutuyskiy	id=g:1508691
Bulgutuy	id=g:1508692
Bulekbay	id=g:1508693
Ozero Buldym	id=g:1508694
Buldakova	id=g:1508695
Buldak	id=g:1508696
Sovkhoz Bulatovskiy	id=g:1508697
Bulatovskiy	id=g:1508698
Ozero Bulatovo	id=g:1508699
Bulatovo	id=g:1508700
Bulatovo	id=g:1508701
Bulatovo	id=g:1508702
Bulatovka	id=g:1508703
Bulatova	id=g:1508704
Bulashevo	id=g:1508705
Bulanova	id=g:1508706
Bulanovo	id=g:1508707
Bulanovka	id=g:1508708
Bulanova	id=g:1508709
Ozero Bulankovo	id=g:1508710
Stantsiya Bulanikha	id=g:1508711
Bulanikha	id=g:1508712
Bulanikha	id=g:1508713
Stantsiya Bulanash	id=g:1508714
Bulanash	id=g:1508715
Bulambuk	id=g:1508716
Bulag-Shebe	id=g:1508717
Bulag	id=g:1508718
Bula	id=g:1508719
Buksir	id=g:1508720
Urochishche Kordon Buksinskiy	id=g:1508721
Urochishche Buksino	id=g:1508722
Bukreyevskiy	id=g:1508723
Bukreyevo-Pleso	id=g:1508724
Ozero Bukovoye	id=g:1508725
Bukino	id=g:1508726
Bukino	id=g:1508727
Mys Bukhteyeva	id=g:1508728
Bukhtal	id=g:1508729
Ozero Bukharovo	id=g:1508730
Bukharino	id=g:1508731
Bukharikha	id=g:1508732
Bukashkina	id=g:1508733
Bukar	id=g:1508734
Bukanskoye	id=g:1508735
Buinka	id=g:1508736
Buguzun	id=g:1508737
Buguzun	id=g:1508738
Bugurtak	id=g:1508739
Bugul’minskiy	id=g:1508740
Bugryshikha	id=g:1508741
Stantsiya Bugry Polyarnyye	id=g:1508742
Bugry	id=g:1508743
Bugry	id=g:1508744
Bugry	id=g:1508745
Bugrovoye	id=g:1508746
Bugrovaya	id=g:1508747
Bugrinskaya Roshcha	id=g:1508748
Bugrinovka	id=g:1508749
Bugrinka	id=g:1508750
Bugoyak	id=g:1508751
Bugotakskiye Sopki	id=g:1508752
Bugotak	id=g:1508753
Bugotak	id=g:1508754
Bugayevo	id=g:1508755
Bugayevka	id=g:1508756
Bugarikta	id=g:1508757
Bugarikhta	id=g:1508758
Bugaly	id=g:1508759
Bugaly	id=g:1508760
Bugachëvo	id=g:1508761
Budnikovo	id=g:1508762
Mys Budënnogo	id=g:1508763
Budayka	id=g:1508764
Buchino	id=g:1508765
Buchina	id=g:1508766
Buchikha	id=g:1508767
Gory Bucharama	id=g:1508768
Bubnova	id=g:1508769
Bubenshchikova	id=g:1508770
Urochishche Bubenshchikovo	id=g:1508771
Bubchikovo	id=g:1508772
Bryukhovo	id=g:1508773
Bryukhovo	id=g:1508774
Bryukhanovka	id=g:1508775
Bryukhanova	id=g:1508776
Brylino	id=g:1508777
Bryanskiy	id=g:1508778
Bryanskiy	id=g:1508779
Bryanka	id=g:1508780
Bryakich	id=g:1508781
Brusyanka	id=g:1508782
Brusyanka	id=g:1508783
Brusyana	id=g:1508784
Brusovo	id=g:1508785
Brusnyatskoye	id=g:1508786
Brusnichnyy	id=g:1508787
Brusnichnyy	id=g:1508788
Brusnichnyy	id=g:1508789
Vozvyshennost' Brus-Kamen'	id=g:1508790
Brusentsevo	id=g:1508791
Brus	id=g:1508792
Brovnichi	id=g:1508793
Brovka	id=g:1508794
Brovanova	id=g:1508795
Bronnikovo	id=g:1508796
Brodovoye	id=g:1508797
Brodovo	id=g:1508798
Brodovka	id=g:1508799
Brodovaya	id=g:1508800
Sovkhoz Brodokalmakskiy	id=g:1508801
Brodokalmak	id=g:1508802
Brodnikovo	id=g:1508803
Brod	id=g:1508804
Brod	id=g:1508805
Brezitskoye	id=g:1508806
Urochishche Breusovka	id=g:1508807
Breusenkovo	id=g:1508808
Breslavka	id=g:1508809
Brekhovskiye Ostrova	id=g:1508810
Bredy	id=g:1508811
Bredinskiy Rayon	id=g:1508812
Sovkhoz Bredinskiy	id=g:1508813
Bredinskaya	id=g:1508814
Braziliya	id=g:1508815
Brazhnoye	id=g:1508816
Brazhnikovo	id=g:1508817
Mys Brazhnikova	id=g:1508818
Zimovka Brazhnikova	id=g:1508819
Brazhnikova	id=g:1508820
Brazhkina	id=g:1508821
Bratslavka	id=g:1508822
Bratskaya Yeda	id=g:1508823
Bralgina	id=g:1508824
Bragino	id=g:1508825
Bragino	id=g:1508826
Bragino	id=g:1508827
Bragina	id=g:1508828
Bozhedarovka	id=g:1508829
Boyevoy	id=g:1508830
Boyevoy	id=g:1508831
Boyevoy	id=g:1508832
Boyevka	id=g:1508833
Boyevka	id=g:1508834
Boyevka	id=g:1508835
Boyazitova	id=g:1508836
Boyarskaya	id=g:1508837
Urochishche Boyarshchino	id=g:1508838
Boyarovka	id=g:1508839
Ozero Sopatoye	id=g:1508840
Boyarkino	id=g:1508841
Boyarka	id=g:1508842
Boyarka	id=g:1508843
Boyarka	id=g:1508844
Boyarka	id=g:1508845
Boyarka	id=g:1508846
Boyarka	id=g:1508847
Boyarka	id=g:1508848
Bot’yevo	id=g:1508849
Botvino	id=g:1508850
Mys Botkina	id=g:1508851
Botalevo	id=g:1508852
Bostok	id=g:1508853
Bosonogovo	id=g:1508854
Boshnyakovo	id=g:1508855
Borzunovka	id=g:1508856
Peya	id=g:1508857
Zaliv Borzova	id=g:1508858
Borzinskiy	id=g:1508859
Borzikova	id=g:1508860
Boryatino	id=g:1508861
Khrebet Borus	id=g:1508862
Bortsy	id=g:1508863
Bortsovo	id=g:1508864
Borsk	id=g:1508865
Sovkhoz Borozdinskiy	id=g:1508866
Borozdinka	id=g:1508867
Borovaya	id=g:1508868
Borovyanka	id=g:1508869
Borovushka	id=g:1508870
Borovskoye	id=g:1508871
Borovskoy	id=g:1508872
Borovskoye	id=g:1508873
Borovskoye	id=g:1508874
Borovskoye	id=g:1508875
Borovskoye	id=g:1508876
Borovskoy	id=g:1508877
Borovskiye	id=g:1508878
Borovskiy	id=g:1508879
Borovoy Forpost	id=g:1508880
Ozero Borovoye	id=g:1508881
Borovoye	id=g:1508882
Borovoye	id=g:1508883
Borovoye	id=g:1508884
Borovoye	id=g:1508885
Borovoye	id=g:1508886
Borovichi	id=g:1508887
Borovoye	id=g:1508888
Borovoye	id=g:1508889
Borovoye	id=g:1508890
Sovkhoz Borovoy	id=g:1508891
Borovoy	id=g:1508892
Borovoy	id=g:1508893
Borovoy	id=g:1508894
Maslyakha	id=g:1508895
Borovlyanka	id=g:1508896
Borovlyanka	id=g:1508897
Borovlyanka	id=g:1508898
Borovlyanka	id=g:1508899
Borovlyanka	id=g:1508900
Borovlyanka	id=g:1508901
Borovlyanskoye	id=g:1508902
Borovlyanka	id=g:1508903
Borovlyanka	id=g:1508904
Borovlyanka	id=g:1508905
Borovlyanka	id=g:1508906
Borovlyanka	id=g:1508907
Borovlyanka	id=g:1508908
Borovlyanka	id=g:1508909
Urochishche Borovlyanka	id=g:1508910
Borovlyanka	id=g:1508911
Borovki	id=g:1508912
Borovka	id=g:1508913
Borovinok	id=g:1508914
Borovinka	id=g:1508915
Borovikova	id=g:1508916
Borovikovo	id=g:1508917
Borovikha	id=g:1508918
Borovichi	id=g:1508919
Borovaya Ingala	id=g:1508920
Borovaya	id=g:1508921
Borovaya	id=g:1508922
Borovaya	id=g:1508923
Borovaya	id=g:1508924
Borovaya	id=g:1508925
Borovaya	id=g:1508926
Borovaya	id=g:1508927
Borovaya	id=g:1508928
Boroushka	id=g:1508929
Chesnoki	id=g:1508930
Borokovka	id=g:1508931
Borokovka	id=g:1508932
Borok	id=g:1508933
Borok	id=g:1508934
Borodulino	id=g:1508935
Borodinskiy	id=g:1508936
Lozovaya	id=g:1508937
Borodinka	id=g:1508938
Borodinsk	id=g:1508939
Borodinsk	id=g:1508940
Borodinovka	id=g:1508941
Borodino	id=g:1508942
Borodino	id=g:1508943
Borodino	id=g:1508944
Borodino	id=g:1508945
Borodinka	id=g:1508946
Borodinka	id=g:1508947
Borodinka	id=g:1508948
Borodinka	id=g:1508949
Borodikhino	id=g:1508950
Borodikhina	id=g:1508951
Borodavkino	id=g:1508952
Kaltyshino	id=g:1508953
Borkovo	id=g:1508954
Borkovo	id=g:1508955
Bor-Kosobulat	id=g:1508956
Borkino	id=g:1508957
Bor’kina	id=g:1508958
Borki	id=g:1508959
Borki	id=g:1508960
Borki	id=g:1508961
Borki	id=g:1508962
Borki	id=g:1508963
Borki	id=g:1508964
Borki	id=g:1508965
Borki	id=g:1508966
Borikhino	id=g:1508967
Borisovskoye	id=g:1508968
Borisovska	id=g:1508969
Sovkhoz Borisovskiy	id=g:1508970
Borisovskiy	id=g:1508971
Borisovskiy	id=g:1508972
Borisovskiy	id=g:1508973
Borisovskiy	id=g:1508974
Borisovo	id=g:1508975
Borisovo	id=g:1508976
Borisovo	id=g:1508977
Borisovo	id=g:1508978
Borisovka	id=g:1508979
Borisovka	id=g:1508980
Borisovka	id=g:1508981
Borisovka	id=g:1508982
Borisovka	id=g:1508983
Borisovka	id=g:1508984
Borisovka	id=g:1508985
Borisovka	id=g:1508986
Borisovka	id=g:1508987
Borisovka	id=g:1508988
Borisovka	id=g:1508989
Borisova	id=g:1508990
Borisova	id=g:1508991
Borisovka	id=g:1508992
Borisoglebskoye	id=g:1508993
Borisoglebskiy	id=g:1508994
Bor-Forpost	id=g:1508995
Borets	id=g:1508996
Bordin-Dyaga	id=g:1508997
Borchaninovo	id=g:1508998
Fadyushino	id=g:1508999
Bor-Burgasny	id=g:1509000
Bor’ba	id=g:1509001
Boravaya	id=g:1509002
Bora-Tayga	id=g:1509003
Bora-Shay	id=g:1509004
Borakly	id=g:1509005
Bora-Khol’	id=g:1509006
Bor	id=g:1509007
Bor	id=g:1509008
Bor	id=g:1509009
Bor	id=g:1509010
Ostrov Bonevi	id=g:1509011
Bondarka	id=g:1509012
Bondarevo	id=g:1509013
Bomedëkit	id=g:1509014
Boltyshëvo	id=g:1509015
Sovkhoz Boltovskiy	id=g:1509016
Boltovo	id=g:1509017
Boltovka	id=g:1509018
Bol’shoy Yunkul’	id=g:1509019
Bol’shoy Yugan	id=g:1509020
Большой Енисей	id=g:1509021
Bol’shoy Yelbash	id=g:1509022
Ozero Bol’shoy Yelanchik	id=g:1509023
Bol’shoy Yegom”yakh	id=g:1509024
Bol’shoy Yarudey	id=g:1509025
Bol’shoy Yarok	id=g:1509026
Ozero Bol’shoy Yargul’	id=g:1509027
Bol’shoy Yamsovey	id=g:1509028
Ozero Bol’shoy Yalynkul’	id=g:1509029
Bol’shoy Yaloman	id=g:1509030
Bol’shoy Yaloman	id=g:1509031
Ozero Bol’shoy Yalankul’	id=g:1509032
Bol’shoy Varen”yegan	id=g:1509033
Ozero Bol’shoy Vagil’skiy Tuman	id=g:1509034
Ozero Bol’shoy Uvat	id=g:1509035
Bol’shoy Uryup	id=g:1509036
Ozero Bol’shoy Urdobay	id=g:1509037
Bol’shoy Ural	id=g:1509038
Bol’shoy Ur	id=g:1509039
Bol’shoy Unzas	id=g:1509040
Bol'shoy Ungut	id=g:1509041
Bol’shoy Uluy	id=g:1509042
Bol’shoy Uluy	id=g:1509043
Bol’shoy Ulagan	id=g:1509044
Bol’shoy Uchak	id=g:1509045
Bol'shoy Tyukhtet	id=g:1509046
Bol’shoy Tuy	id=g:1509047
Bol’shoy Turtas	id=g:1509048
Ozero Bol’shoy Tuman	id=g:1509049
Bol’shoy Tuluyul	id=g:1509050
Bol’shoy Tukshin	id=g:1509051
Bol'shoy Tol'doks	id=g:1509052
Bol'shoy Togul'ches	id=g:1509053
Bol’shoy Teter	id=g:1509054
Bol’shoy Tesh	id=g:1509055
Ozero Bol’shoy Terenkul’	id=g:1509056
Bol'shoy Tepsel'	id=g:1509057
Bol'shoy Telek	id=g:1509058
Bol’shoy Tegus	id=g:1509059
Ozero Tebis	id=g:1509060
Bol’shoy Tebiss	id=g:1509061
Bol’shoy Taz	id=g:1509062
Urochishche Bol’shoy Taz	id=g:1509063
Bol’shoy Taytym	id=g:1509064
Bol'shoy Taygish	id=g:1509065
Bol’shoy Taydon	id=g:1509066
Bol’shoy Tatosh	id=g:1509067
Bol’shoy Tatosh	id=g:1509068
Ozero Bol’shoy Tatkul’	id=g:1509069
Gora Bol’shoy Taskyl	id=g:1509070
Bol’shoy Tashtyp	id=g:1509071
Bol’shoy Tap	id=g:1509072
Ozero Bol’shoy Syugan	id=g:1509073
Bol’shoy Syugan	id=g:1509074
Bol’shoy Syr	id=g:1509075
Bol'shoy Synzhul	id=g:1509076
Bol’shoy Syasik	id=g:1509077
Ozero Bol’shoy Sunukul’	id=g:1509078
Bol’shoy Sukhovyaz	id=g:1509079
Gora Bol’shoy Stog	id=g:1509080
Ozero Bol’shoy Sor	id=g:1509081
Sor Bol’shoy Sobtyyëganskiy	id=g:1509082
Bol’shoy Soboklond	id=g:1509083
Bol’shoy Skit	id=g:1509084
Ozero Bol’shoy Sibirkul’	id=g:1509085
Bol’shoy Shityy	id=g:1509086
Ozero Bol’shoy Shishkarym	id=g:1509087
Bol’shoy Shirokiy	id=g:1509088
Bol’shoy Serezh	id=g:1509089
Bol’shoy Selim	id=g:1509090
Bol'shoy Sayan	id=g:1509091
Urochishche Ozero Bol’shoy Sarykul’	id=g:1509092
Ozero Bol’shoy Sar-Balyk	id=g:1509094
Bol’shoy Sap	id=g:1509095
Bol'shoy Sap	id=g:1509096
Bol’shoy Salym	id=g:1509097
Bol’shoy Rozental’	id=g:1509098
Bol’shoy Reft	id=g:1509099
Bol’shoy Rastay	id=g:1509100
Bol’shoy Pur	id=g:1509101
Bol'shoy Punchet	id=g:1509102
Bol’shoy Prygan	id=g:1509103
Bol'shoy Porog	id=g:1509104
Bol'shoy Porog	id=g:1509105
Bol'shoy Porog	id=g:1509106
Bol’shoy Ponil	id=g:1509107
Sor Bol’shoy Poluyskiy	id=g:1509108
Bol’shoy Pokur	id=g:1509109
Bol’shoy Pod”yel’nik	id=g:1509110
Bol'shoy Pit	id=g:1509111
Bol’shoy Pidym	id=g:1509112
Bol’shoy Petryak	id=g:1509113
Bol’shoy Penzer	id=g:1509114
Ostrov Bol’shoy Pankrat’yev	id=g:1509115
Bol’shoy Panas	id=g:1509116
Bol’shoy Oyësh	id=g:1509117
Bol’shoy Ous	id=g:1509118
Bol’shoy Orton	id=g:1509119
Bol’shoy Orton	id=g:1509120
Bol’shoy Onzhes	id=g:1509121
Bol’shoy Onzhas	id=g:1509122
Bol’shoy On	id=g:1509123
Ostrov Bol'shoy Oleniy	id=g:1509124
Urochishche Bol’shoy Oktyabr’	id=g:1509125
Bol’shoy Oder	id=g:1509126
Bol’shoy Nyagov	id=g:1509127
Bol’shoy Noskinbash	id=g:1509128
Ozero Bol’shoy Nevidim	id=g:1509129
Bol’shoy Negoltok	id=g:1509130
Bol’shoy Mungay	id=g:1509132
Bol’shoy Monok	id=g:1509133
Gora Bol’shoy Minisey	id=g:1509134
Bol’shoy Mediak	id=g:1509135
Ozero Bol’shoy Meyuskul’	id=g:1509136
Ostrov Bol’shoy Meshchanskiy	id=g:1509137
Ozero Bol’shoy Meretkul’	id=g:1509138
Bol’shoy Megtyg”yëgan	id=g:1509139
Ostrov Bol'shoy Medvezhiy	id=g:1509140
Ostrov Bol’shoy Medvezhiy	id=g:1509141
Bol’shoy Mayzas	id=g:1509142
Bol’shoy Mauk	id=g:1509143
Ozero Bol’shoy Mangut	id=g:1509144
Ozero Bol’shoy Mamatkul’	id=g:1509145
Bol’shoy Lug	id=g:1509146
Ozero Bol’shoy Lonchik	id=g:1509147
Bol’shoy Log	id=g:1509148
Ozero Bol’shoy Liman	id=g:1509149
Bol’shoy Les	id=g:1509150
Mys Bol’shoy Ledyanoy	id=g:1509151
Bol’shoy Lar’yak	id=g:1509152
Bol’shoy Kyzyrsuk	id=g:1509153
Bol’shoy Kyzym	id=g:1509154
Bol’shoy Kuyut	id=g:1509155
Ozero Bol’shoy Kuyash	id=g:1509156
Bol’shoy Kuyash	id=g:1509157
Bol’shoy Kuvatal	id=g:1509158
Bol’shoy Kutis	id=g:1509159
Bol’shoy Kust	id=g:1509160
Ozero Bol’shoy Kushluk	id=g:1509161
Bol’shoy Kuseryak	id=g:1509162
Ozero Bol’shoy Kurtal	id=g:1509163
Bol’shoy Kun’yak	id=g:1509164
Bol’shoy Kun’yak	id=g:1509165
Ozero Bol’shoy Kunkul’	id=g:1509166
Bol’shoy Kundat	id=g:1509167
Ozero Bol’shoy Kremenkul’	id=g:1509168
Bol’shoy Krasnoyar	id=g:1509169
Bol’shoy Krasnoyar	id=g:1509170
Bol’shoy Koyën	id=g:1509171
Gora Bol'shoy Kotyr	id=g:1509172
Bol'shoy Kosul'	id=g:1509173
Ozero Bol’shoy Kosogol’	id=g:1509174
Bol’shoy Kosets	id=g:1509175
Ostrov Bol'shoy Korsakovskiy	id=g:1509176
Bol’shoy Korchugan	id=g:1509177
Gora Bol’shoy Kol’-Tayga	id=g:1509178
Bol’shoy Kol’chum	id=g:1509179
Bol’shoy Kokuy	id=g:1509180
Bol’shoy Kochmes	id=g:1509181
Bol’shoy Kitap	id=g:1509182
Ozero Bol’shoy Kisegach	id=g:1509183
Bol’shoy Kialim	id=g:1509184
Bol’shoy Khulym-Yugan	id=g:1509185
Ozero Bol’shoy Kharbeyskiy Sor	id=g:1509186
Bol'shoy Khantayskiy Porog	id=g:1509187
Bol’shoy Khanmey	id=g:1509188
Bol’shoy Khadyta-Yugan	id=g:1509189
Bol'shoy Khabyk	id=g:1509190
Bol'shoy Kershul	id=g:1509191
Bol’shoy Kerlegesh	id=g:1509192
Bol’shoy Kemchug	id=g:1509193
Bol’shoy Kemchug	id=g:1509194
Bol'shoy Kebezh	id=g:1509195
Bol’shoy Kazyr	id=g:1509196
Ozero Bol’shoy Kazymskiy Sor	id=g:1509197
Bol’shoy Kazym	id=g:1509198
Bol'shoy Kaydat	id=g:1509199
Bol’shoy Katukh	id=g:1509200
Ozero Bol’shoy Kasli	id=g:1509201
Bol’shoye Kasargul’skoye	id=g:1509202
Bol'shoy Kas	id=g:1509203
Bol'shoy Karbay	id=g:1509204
Bol’shoy Karay	id=g:1509205
Ozero Bol’shoy Karasuk	id=g:1509206
Bol’shoy Karagay	id=g:1509207
Bol'shoy Karagan	id=g:1509208
Bol’shoy Karabas	id=g:1509209
Gora Bol’shoy Kanym	id=g:1509210
Bol'shoy Kantat	id=g:1509211
Bol'shoy Kandat	id=g:1509212
Bol’shoy Kamysh	id=g:1509213
Bol’shoy Kamen’	id=g:1509214
Ozero Bol’shoy Kamagan	id=g:1509215
Bol’shoy Kamagan	id=g:1509216
Bol’shoy Kaltay	id=g:1509217
Bol’shoy Kaim	id=g:1509218
Bol’shoy Kaduy	id=g:1509219
Bol’shoy Izyrak	id=g:1509220
Ozero Utkul’	id=g:1509221
Bol'shoy Itat	id=g:1509222
Bol’shoy Istok	id=g:1509223
Bol’shoy Iskak	id=g:1509224
Bol'shoy Inzhul	id=g:1509225
Bol’shoy Indey	id=g:1509226
Bol’shoy Imysh	id=g:1509227
Gora Bol'shoy Imir	id=g:1509228
Bol’shoy Il’gumen’	id=g:1509229
Ozero Bol’shoy Ilgan	id=g:1509230
Bol'shoy Il'bin	id=g:1509231
Ostrov Bol'shoy Gol'tsman	id=g:1509232
Ozero Bol’shoy Gagauch	id=g:1509233
Bol'shoye Zhuzhgovo	id=g:1509234
Bol’shezhirovo	id=g:1509235
Bol’shaya Zamorozovka	id=g:1509236
Yudina	id=g:1509237
Ozero Bol’shoye Yem’yakhovskoye	id=g:1509238
Ozero Bol’shoye Yasaveyto	id=g:1509239
Ozero Bol’shoye Yarovoye	id=g:1509240
Ozero Bol’shoye Vorob’yëvo	id=g:1509241
Ozero Bol’shoye Volkovo	id=g:1509242
Ozero Bol’shoye Utich’ye	id=g:1509243
Ozero Bol’shoye Uktuzskoye	id=g:1509244
Bol’shoye Trifanovo	id=g:1509245
Ozero Bol’shoye Topol’noye	id=g:1509246
Ozero Bol’shoye Tointo	id=g:1509247
Bol’shoye Tikhvino	id=g:1509248
Bol'shoye Tezo	id=g:1509249
Bol’shoye Terëkhino	id=g:1509250
Ozero Bol’shoye Tel’noye	id=g:1509251
Ozero Bol’shoye Taylakovo	id=g:1509252
Ozero Bol’shoye Tarmanskoye	id=g:1509253
