Plav	id=g:509074
Usyany	id=g:620501
Usvyacha	id=g:620502
Usvizh-Buk	id=g:620503
Usvitsa Vtoraya	id=g:620504
Usvitsa	id=g:620505
Usveyka	id=g:620506
Ozero Usveya	id=g:620507
Usveya	id=g:620508
Ozero Usvech’ye	id=g:620509
Usushek	id=g:620510
Ust’ye	id=g:620511
Ust’ye	id=g:620512
Ust’ye	id=g:620513
Ust’ye	id=g:620514
Ust’ye	id=g:620515
Ustron’	id=g:620516
Ustrekhi	id=g:620517
Ustizh	id=g:620518
Ustinovichi	id=g:620519
Ussa	id=g:620520
Uspol’ye	id=g:620521
Uspalishche	id=g:620522
Usovshchina	id=g:620523
Usovo	id=g:620524
Usoviki	id=g:620525
Usov	id=g:620526
Usoshnoye	id=g:620527
Ozero Usomlya	id=g:620528
Usokhi	id=g:620529
Usokhi	id=g:620530
Usokhi	id=g:620531
Usokhi	id=g:620532
Usokh	id=g:620533
Uskrom’ye	id=g:620534
Ushpitov	id=g:620535
Ushivets	id=g:620536
Ushchelepki	id=g:620537
Ushaki	id=g:620538
Ushatski Rayon	id=g:620539
Ushachy	id=g:620540
Ushacha	id=g:620541
Stantsiya Usha	id=g:620542
Usha	id=g:620543
Usha	id=g:620544
Usha	id=g:620545
Usha	id=g:620546
Usha	id=g:620547
Usha	id=g:620548
Usaya	id=g:620549
Usakino	id=g:620550
Usa	id=g:620551
Usa	id=g:620552
Uruch’ye	id=g:620553
Urtishki	id=g:620554
Urliki	id=g:620555
Uritskoye	id=g:620556
Urech’ye	id=g:620557
Urechcha	id=g:620558
Urech’ye	id=g:620559
Urbany	id=g:620560
Urbanovo	id=g:620561
Ozero Urada	id=g:620562
Upirov	id=g:620563
Unoshev	id=g:620564
Unoritsa	id=g:620565
Una	id=g:620566
Ulyzh’ye	id=g:620567
Ul’yanovka	id=g:620568
Ul’yanovka	id=g:620569
Ul’yanovka	id=g:620570
Ul’yanovichi	id=g:620571
Ul’yanka	id=g:620572
Ulukov’ye	id=g:620574
Uluki	id=g:620575
Ulles’ye	id=g:620576
Ulla-Ul’yanka	id=g:620577
Ulla	id=g:620578
Ulla	id=g:620579
Ulitsa	id=g:620580
Ulino	id=g:620581
Ulezly	id=g:620582
Ulazoviche	id=g:620583
Ulasy	id=g:620584
Ulasy	id=g:620585
Ulanovshchina	id=g:620586
Ulanovo	id=g:620587
Ukropyanka	id=g:620588
Ukraishchi	id=g:620589
Ukraishche	id=g:620590
Ozero Uklya	id=g:620591
Ukleyenka	id=g:620592
Ukla	id=g:620593
Ukhvala	id=g:620594
Ukhovskiye	id=g:620595
Ukhov	id=g:620596
Ukhlyast’	id=g:620597
Uhlyany	id=g:620598
Ugryn’ Maly	id=g:620599
Ugol Tretiy	id=g:620600
Ugol’shchina	id=g:620601
Ugolets	id=g:620602
Ugolets	id=g:620603
Ugol	id=g:620604
Ugoden’	id=g:620605
Ugly Malenkovo	id=g:620606
Uglyany	id=g:620607
Uglyany	id=g:620608
Uglyany	id=g:620609
Uglyane	id=g:620610
Ugly	id=g:620611
Ugly	id=g:620612
Ugly	id=g:620613
Ugly	id=g:620614
Ugly	id=g:620615
Ugly	id=g:620616
Ugly	id=g:620617
Ugly	id=g:620618
Ugly	id=g:620619
Ugly	id=g:620620
Ugly	id=g:620621
Ugly	id=g:620622
Ugly	id=g:620623
Ugly	id=g:620624
Ugly	id=g:620625
Ugly	id=g:620626
Ugl’niki	id=g:620627
Udranka	id=g:620628
Udranka	id=g:620629
Udoga	id=g:620630
Udoga	id=g:620631
Udelo	id=g:620632
Udalëvka	id=g:620633
Ubortskaya Rudnya	id=g:620634
Stantsiya Uborok	id=g:620635
Uborok	id=g:620636
Uborok	id=g:620637
Uborok	id=g:620638
Uborok	id=g:620639
Uborki	id=g:620640
Ubolot’ye	id=g:620641
Ubolot’ye	id=g:620642
Ubolot’ye	id=g:620643
Ubolot’	id=g:620644
Ubibachki	id=g:620645
Ozero Ubezho	id=g:620646
Tyukhinichi	id=g:620647
Tyshkavichy	id=g:620648
Tyrvovichi	id=g:620649
Tyntsova	id=g:620650
Tyl’tsy	id=g:620651
Tychki	id=g:620652
Ozero Tyatno	id=g:620653
Tyasty	id=g:620654
Tyapino	id=g:620655
Tvërdovo	id=g:620656
Tvarichevka	id=g:620657
Tvardovka	id=g:620658
Tuzbitsa	id=g:620659
Tusumantsy	id=g:620660
Tushkova	id=g:620661
Tushemlya	id=g:620662
Turzhets Vtoroy	id=g:620663
Turzhets Pervyy	id=g:620664
Tur’yevo	id=g:620665
Tur’ya	id=g:620666
Tur’ya	id=g:620667
Tury	id=g:620668
Tursk	id=g:620669
Turovshchina	id=g:620670
Ozero Turovlya	id=g:620671
Turovlya	id=g:620672
Turovichi	id=g:620673
Turovichi	id=g:620674
Turove Vel’ke	id=g:620675
Turov	id=g:620676
Turossa	id=g:620677
Turok	id=g:620678
Turok	id=g:620679
Turnaya	id=g:620680
Turna Vyalikaya	id=g:620681
Turna	id=g:620682
Turlai	id=g:620683
Turkovo	id=g:620684
Turki Stare	id=g:620685
Turki	id=g:620686
Turishchëvo	id=g:620687
Turin	id=g:620688
Tureysk	id=g:620689
Turets	id=g:620690
Turets	id=g:620691
Turets	id=g:620692
Turchino	id=g:620693
Turchalovo	id=g:620694
Tur	id=g:620695
Tupichino	id=g:620696
Tupichany	id=g:620697
Tupchitsy	id=g:620698
Tumilovichi	id=g:620699
Tumentsy	id=g:620700
Tumashi	id=g:620701
Tumarovka	id=g:620702
Tumanovka Pervaya	id=g:620703
Tumanovka	id=g:620704
Tulovo	id=g:620705
Tulovo	id=g:620706
Tulichëvo	id=g:620707
Tul’govichi	id=g:620708
Tukhavichy	id=g:620709
Tukhinka	id=g:620710
Tudorovo	id=g:620711
Tudarovo	id=g:620712
Tucha	id=g:620713
Tsyvany	id=g:620714
Tsygane	id=g:620715
Tsvyrkovo	id=g:620716
Ts’virki	id=g:620717
Tsverty	id=g:620718
Tsverbuty	id=g:620719
Tsuper	id=g:620720
Tsudenishki	id=g:620721
Tsotovo	id=g:620722
Tsna Pervaya	id=g:620723
Tsna	id=g:620724
Tsna	id=g:620725
Tsna	id=g:620726
Tsna	id=g:620727
Ts’men’ Pervsha	id=g:620728
Tsitva	id=g:620729
Tsirin	id=g:620730
Tsintsevichi	id=g:620731
Tsidovichi	id=g:620732
Tsidov	id=g:620733
Tserkov’ye	id=g:620734
Tserkovno	id=g:620735
Tserkovishche	id=g:620736
Tserkovishche	id=g:620737
Tserkovishche	id=g:620738
Tseribostyn’	id=g:620739
Tsepra	id=g:620740
Tsepra	id=g:620741
Tsepenyata	id=g:620742
Tsentral’ny Rayon	id=g:620743
Tsentral’ny Rayon	id=g:620744
Tsentral’ny Rayon	id=g:620745
Tsentral’nyy	id=g:620746
Tsentral’no-Berezinskaya Ravnina	id=g:620747
Tselovtse	id=g:620748
Tselevichi	id=g:620749
Tseleshche	id=g:620750
Tsegel’nya	id=g:620751
Tsegel’nya	id=g:620752
Tsav’i	id=g:620753
Tsatski	id=g:620754
Tsarovtsy	id=g:620755
Tsarëvo	id=g:620756
Tryliski	id=g:620757
Trylese	id=g:620758
Trydany	id=g:620759
Trushovo	id=g:620760
Trushchi	id=g:620761
Trun’tse	id=g:620762
Trukhonovichi	id=g:620763
Trukhanovichi	id=g:620764
Trukhanovichi	id=g:620765
Trudy	id=g:620766
Trud	id=g:620767
Trud	id=g:620768
Troychany	id=g:620769
Troyany	id=g:620770
Troyany	id=g:620771
Troyanovo	id=g:620772
Troyanovka	id=g:620773
Stantsiya Trotsilovo	id=g:620774
Trost’ye	id=g:620775
Trostyanka	id=g:620776
Trostyanitskiy Kanal	id=g:620777
Trastsyanitsa	id=g:620778
Trostyanitsa	id=g:620779
Trostino	id=g:620780
Ozero Trosno	id=g:620781
Trosnitsa	id=g:620782
Trosna	id=g:620783
Troslivka	id=g:620784
Troshchany	id=g:620785
Troschitsa	id=g:620786
Trokeniki	id=g:620787
Trokeli	id=g:620788
Trodovichi	id=g:620789
Trishin	id=g:620790
Trilesino	id=g:620791
Trilesino	id=g:620792
Tribushki	id=g:620793
Tribukhi	id=g:620794
Tret’ya Tishovka	id=g:620795
Tret’yakovtsy	id=g:620796
Tret’yaki	id=g:620797
Tremlya	id=g:620798
Trebukhi	id=g:620799
Travy	id=g:620800
Travna	id=g:620801
Tratsevichi	id=g:620802
Traskovshchina	id=g:620803
Trashkova	id=g:620804
Trasechenenta	id=g:620805
Trakhimovo	id=g:620806
Traby	id=g:620807
Trabovshchizna	id=g:620808
Tovshchinakh	id=g:620809
Toshchitsa	id=g:620810
Torkachi	id=g:620811
Torguny	id=g:620812
Torgoshino	id=g:620813
Torchytse	id=g:620814
Torchilovo	id=g:620815
Torchanka	id=g:620816
Topory	id=g:620817
Toporki	id=g:620818
Toporishche	id=g:620819
Topkoye	id=g:620820
Tonovo	id=g:620821
Tonezh	id=g:620822
Tomino	id=g:620823
Tamashowka	id=g:620824
Tolstyy Les	id=g:620825
Tolstyki	id=g:620826
Tolstitsa	id=g:620827
Tolpino	id=g:620828
Tolpechitsy	id=g:620829
Tolotsishki	id=g:620830
Talachynski Rayon	id=g:620831
Stantsiya Tolochin	id=g:620832
Talachyn	id=g:620833
Tolmachëvo	id=g:620834
Tolmachëvo	id=g:620835
Tollochki	id=g:620836
Tolkovo	id=g:620837
Tolkachi	id=g:620838
Tolkachëvshchina	id=g:620839
Tolkachevichi	id=g:620840
Tol’ka	id=g:620841
Toklinov	id=g:620842
Tokarishki	id=g:620843
Tofili	id=g:620844
Tochishche	id=g:620845
Tkachy	id=g:620846
Tivitskaya	id=g:620847
Tity	id=g:620848
Titovka	id=g:620849
Titovka	id=g:620850
Titovka	id=g:620851
Tishovka Vtoraya	id=g:620852
Tishovka	id=g:620853
Tishovka	id=g:620854
Tishkovka	id=g:620855
Tishkova	id=g:620856
Ozero Tiosto	id=g:620857
Tinkovtsy	id=g:620858
Timoshki	id=g:620859
Timoshki	id=g:620860
Timoshki	id=g:620861
Timoshevichi	id=g:620862
Sovkhoz Timonovo	id=g:620863
Timonovo	id=g:620864
Timokhovka	id=g:620865
Timokhovka	id=g:620866
Timokhovka	id=g:620867
Stantsiya Timkovichi	id=g:620868
Timkovichi	id=g:620869
Timki	id=g:620870
Til’kovka	id=g:620871
Tikhovolya	id=g:620872
Tikhonovo	id=g:620873
Tikhon’	id=g:620874
Tikhinichi	id=g:620875
Tikhinichi	id=g:620876
Tikhan’	id=g:620877
Tezhakha	id=g:620878
Teykichi	id=g:620879
Tewli	id=g:620880
Tetërki	id=g:620881
Tetërki	id=g:620882
Teterin	id=g:620883
Teterevets	id=g:620884
Ozero Tetcha	id=g:620885
Tesy	id=g:620886
Tësovo	id=g:620887
Tesny	id=g:620888
Tesnovoye	id=g:620889
Teshkovo	id=g:620890
Teshkovka	id=g:620891
Teshkov	id=g:620892
Teshki	id=g:620893
Stantsiya Teryukha	id=g:620894
Teryukha	id=g:620895
Teryukha	id=g:620896
Terushki	id=g:620897
Tertezh	id=g:620898
Terpilovka	id=g:620899
Terespol’	id=g:620900
Tereshki	id=g:620901
Terenichi	id=g:620902
Tereni	id=g:620903
Stantsiya Terekhovka	id=g:620904
Terekhovka	id=g:620905
Terekhovka	id=g:620906
Terekhovka	id=g:620907
Terekhovichi	id=g:620908
Terekhov Bor	id=g:620909
Terebov	id=g:620910
Tsyerablichy	id=g:620911
Terebin	id=g:620912
Terebezhov	id=g:620913
Terebeyno	id=g:620914
Tereben’	id=g:620915
Terebel’	id=g:620916
Terebekhovo	id=g:620917
Teraspol’ye	id=g:620918
Tëplyye	id=g:620919
Teplyaki	id=g:620920
Teplukha	id=g:620921
Teplen’koye	id=g:620922
Teplen’	id=g:620923
Teolin	id=g:620924
Temrivichi	id=g:620925
Urochishche Tëmnyy Les	id=g:620926
Stantsiya Tëmnyy Les	id=g:620927
Tëmnyy Les	id=g:620928
Temnoles’ye	id=g:620929
Telyuki	id=g:620930
Telyatnikova	id=g:620931
Telyashi	id=g:620932
Telyashevichi	id=g:620933
Telyakovo	id=g:620934
Telyaki	id=g:620935
Telyaki	id=g:620936
Telusha	id=g:620937
Telusha	id=g:620938
Tel’my Zhadove	id=g:620939
Tel’my Pyershyya	id=g:620940
Teleshova	id=g:620941
Teleshi	id=g:620942
Telepuny	id=g:620943
Telepni	id=g:620944
Tsyelyakhany	id=g:620945
Teklikopol’	id=g:620946
Tekhtin	id=g:620947
Tekhanichi	id=g:620948
Tazhilovichi	id=g:620949
Taymonovo	id=g:620950
Tatenka Vtoraya	id=g:620951
Tatenka Pervaya	id=g:620952
Tatarskiye	id=g:620953
Tatarske	id=g:620954
Tatarsk	id=g:620955
Tatarshchina	id=g:620956
Tatarnovichi	id=g:620957
Tatarkovichi	id=g:620958
Tatarka	id=g:620959
Tarutsy	id=g:620960
Tartaki	id=g:620961
Tartaki	id=g:620962
Tartak	id=g:620963
Tartachek	id=g:620964
Tarelki	id=g:620965
Tarasovo	id=g:620966
Tarasovka	id=g:620967
Tarasovichi	id=g:620968
Tarasovichi	id=g:620969
Tarasovichi	id=g:620970
Tarasovichi	id=g:620971
Tarasënki	id=g:620972
Tarantovo	id=g:620973
Taranovo	id=g:620974
Tarakhovka	id=g:620975
Tarakanovka	id=g:620976
Tanezhitsy	id=g:620977
Tanevichy	id=g:620978
Taly	id=g:620979
Talut’	id=g:620980
Talminovo	id=g:620981
Tal’minovichi	id=g:620982
Tal’kovtsy	id=g:620983
Tal’kovshchina	id=g:620984
Tal’ka	id=g:620985
Talitsa	id=g:620986
Talaskovshchina	id=g:620987
Tal’	id=g:620988
Taklëvka	id=g:620989
Stantsiya Tachanka	id=g:620990
Tabulki	id=g:620991
Taboly	id=g:620992
Tabola	id=g:620993
Syulki	id=g:620994
Kanal Sytnitskiy	id=g:620995
Sitnitski Dvor	id=g:620996
Sysoyevo	id=g:620997
Syshchichi	id=g:620998
Syroyezhki	id=g:620999
Syrovatki	id=g:621000
Syrochin	id=g:621001
Syrmezh	id=g:621002
Synkovichi	id=g:621003
Syngaly	id=g:621004
Symoneli	id=g:621005
Sychman	id=g:621007
Sychkovo	id=g:621008
Sychin	id=g:621009
Sychiki	id=g:621010
Sychi	id=g:621011
Sychëvo	id=g:621012
Sychëvo	id=g:621013
Sychëvo	id=g:621014
Sychevichi	id=g:621015
Syche	id=g:621016
Sych	id=g:621017
Syalyets	id=g:621018
Syaglovo	id=g:621019
Svyatsk-Velikiy	id=g:621020
Svyatsk-Gurny	id=g:621021
Svyatozer’ye	id=g:621022
Ozero Svyatoye	id=g:621023
Ozero Svyatoye	id=g:621024
Svyatitsa	id=g:621025
Svyatsitsa	id=g:621026
Svyataya Volya	id=g:621027
Dzyarzhynskaya Hara	id=g:621028
Ozero S’vyadovo	id=g:621029
Svyaditsa	id=g:621030
Svyada	id=g:621031
Svozy	id=g:621032
Svoyatichi	id=g:621033
Svorotva	id=g:621034
Svorotovka	id=g:621035
Stantsiya Svol’no	id=g:621036
Torfyanoy Zavod Svoboda	id=g:621038
Ozero Svityaz’	id=g:621039
Svitino	id=g:621040
Svitichi	id=g:621041
Svitaylovka	id=g:621042
Svistelki	id=g:621043
Svislatski Rayon	id=g:621044
Stantsiya Svisloch’	id=g:621045
Svisloch’	id=g:621046
Svisloch’	id=g:621047
Svislach	id=g:621048
Svishchi	id=g:621049
Svirany	id=g:621050
Svirshchizna	id=g:621051
Sviridovichi	id=g:621052
Sviridovichi	id=g:621053
Svirel’	id=g:621054
Svirany	id=g:621055
Sviranki	id=g:621056
Ozero Svir’	id=g:621057
Svir’	id=g:621058
Svinovod	id=g:621059
Ozero Svino	id=g:621060
Svinka	id=g:621061
Svinka	id=g:621062
Svinëvo	id=g:621063
Svily	id=g:621064
Svileli	id=g:621065
Svila	id=g:621066
Svidnoye	id=g:621067
Svidno	id=g:621068
Svidno	id=g:621069
Svidichi	id=g:621070
Svetogory	id=g:621071
Svetlyany	id=g:621072
Svyetlahorski Rayon	id=g:621073
Svyetlahorsk	id=g:621074
Svetlitsa	id=g:621075
Svetlishche	id=g:621076
Svetilovichi Vtoryye	id=g:621077
Svetilovichi Pervyye	id=g:621078
Svetilovichi	id=g:621079
Svetilovichi	id=g:621080
Sverzhen’	id=g:621081
Sverinovo	id=g:621082
Sveridovka	id=g:621083
Sverdly	id=g:621084
Sverchki	id=g:621085
Sverbilovka	id=g:621086
Svekrovo	id=g:621087
Svedskoye	id=g:621088
Svedera	id=g:621089
Svechanka	id=g:621090
Svecha	id=g:621091
Svecha	id=g:621092
Svatovka	id=g:621093
Svatoshitsy	id=g:621094
Svatki	id=g:621095
Svadkevichi	id=g:621096
Ozero Suya	id=g:621097
Suvidy	id=g:621098
Sutorovshchina	id=g:621099
Sutoki	id=g:621100
Sutoki	id=g:621101
Sutoki	id=g:621102
Sutoki	id=g:621103
Sutoki	id=g:621104
Sutkovo	id=g:621105
Sutki	id=g:621106
Sutin	id=g:621107
Suslovka	id=g:621108
Sushitskoy	id=g:621109
Ozero Sushino	id=g:621110
Sushino	id=g:621111
Sushchi	id=g:621112
Sushchëvskaya Slobodka	id=g:621113
Sushchevo	id=g:621114
Susha	id=g:621115
Susha	id=g:621116
Susha	id=g:621117
Sush	id=g:621118
Surynty	id=g:621119
Surynka	id=g:621120
Survilishki	id=g:621121
Surtsiny	id=g:621122
Surovni	id=g:621123
Surov	id=g:621124
Surov	id=g:621125
Surmino	id=g:621126
Surdy	id=g:621127
Surazh	id=g:621128
Surazh	id=g:621129
Supronenty	id=g:621130
Suporosnaya	id=g:621131
Suponichi	id=g:621132
Sunitsa	id=g:621133
Sunai	id=g:621134
Sumarokovo	id=g:621135
Sulyatichi	id=g:621136
Sulovy	id=g:621137
Sulichevo	id=g:621138
Sulevo	id=g:621139
Sula	id=g:621140
Sukovichi	id=g:621141
Sukoli	id=g:621142
Suklino Vtoroye	id=g:621143
Sukino	id=g:621144
Sukhval’nya	id=g:621145
Sukhoy Ostrov	id=g:621146
Sukhoye	id=g:621147
Sukhovshchina	id=g:621148
Sukhovichi	id=g:621149
Sukhovchitsy	id=g:621150
Sukhorukovo	id=g:621151
Sukhorukovo	id=g:621152
Sukhopol’	id=g:621153
Sukhodrovka	id=g:621154
Sukhodoly	id=g:621155
Sukhliche	id=g:621156
Sukhinichi	id=g:621157
Sukhaya Milya	id=g:621158
Sukhaya Grad’	id=g:621159
Sukhaya Gora	id=g:621160
Sukhaya Dolina	id=g:621161
Sukhari	id=g:621162
Sukhari	id=g:621163
Sukharëvo	id=g:621164
Sukachi	id=g:621165
Sukachi	id=g:621166
Sukachëvka	id=g:621167
Sukach	id=g:621168
Sugvozdy	id=g:621169
Sugaki	id=g:621170
Sudzily	id=g:621171
Ozero Sudoble	id=g:621172
Sudniki	id=g:621173
Sudniki	id=g:621174
Sudniki	id=g:621175
Sudniki	id=g:621176
Sudilovichi	id=g:621177
Sudilovichi	id=g:621178
Sudilovichi	id=g:621179
Sudayeviche	id=g:621180
Subochi	id=g:621181
Subaty	id=g:621182
Subbotniki	id=g:621183
Styriki	id=g:621184
Stvol’no	id=g:621185
Stuzhki	id=g:621186
Stupeni	id=g:621187
Stuparëvo	id=g:621188
Stul’gi	id=g:621189
Stukany	id=g:621190
Studzyanka	id=g:621191
Studzenki	id=g:621192
Studzenitsa	id=g:621193
Studerovshchina	id=g:621194
Studënki	id=g:621195
Studënki	id=g:621196
Studënka	id=g:621197
Studënka	id=g:621198
Studënka	id=g:621199
Studënka	id=g:621200
Studënka	id=g:621201
Studenka	id=g:621202
Studenka	id=g:621203
Studeniki	id=g:621204
Studenets	id=g:621205
Studenets	id=g:621206
Studenets	id=g:621207
Studenets	id=g:621208
Studenets	id=g:621209
Studënaya Guta	id=g:621210
Stshel’tse	id=g:621211
Stsetski	id=g:621212
S’tsepuzhytse	id=g:621213
Stsepenevo	id=g:621214
Stsenka	id=g:621215
S’tseberaki	id=g:621216
Stryzhava	id=g:621217
Stryaplitsa	id=g:621218
Ozero Strusto	id=g:621219
Strusto	id=g:621220
Strupen’	id=g:621221
Strunya	id=g:621222
Strumen’	id=g:621223
Strumen’	id=g:621224
Struki	id=g:621225
Struki	id=g:621226
Struki	id=g:621227
Strukachev	id=g:621228
Struga	id=g:621229
Struha	id=g:621230
Kanava Stroyevaya	id=g:621231
Stroma	id=g:621232
Strogatin	id=g:621233
Strizhki	id=g:621234
Striyevka	id=g:621235
Stripuny	id=g:621236
Strikili	id=g:621237
Strii	id=g:621238
Stryhava	id=g:621239
Stryhin’	id=g:621240
Strigi	id=g:621241
Striganets	id=g:621242
Streshin	id=g:621243
Strel’tsy	id=g:621244
Strel’tsovo	id=g:621245
Strel’sk	id=g:621246
Strelovo	id=g:621247
Ozero Strelkovskoye	id=g:621248
Strelka	id=g:621249
Stralichava	id=g:621250
Strela	id=g:621251
Ozero Strechno	id=g:621252
Strazhuny	id=g:621253
Strazhinskiy	id=g:621254
Strazhevo	id=g:621255
Strazhevichi	id=g:621256
Strakovichi	id=g:621257
Stradzyech	id=g:621258
Strachuny	id=g:621259
Stracha	id=g:621260
Stoyly	id=g:621261
Stoyetskiye	id=g:621262
Stantsiya Stoyalovo	id=g:621263
Stoyalovo	id=g:621264
Ozero Stoyacheye	id=g:621265
Stowbtsy	id=g:621266
Stoshany	id=g:621267
Storozhishche	id=g:621268
Storozhevtsy	id=g:621269
Stawpy	id=g:621270
Stolpnya	id=g:621271
Stolpishche	id=g:621272
Stolpenenta Velikaya	id=g:621273
Stalovichy	id=g:621274
Stolovaya	id=g:621275
Stolinski Rayon	id=g:621276
Stolin	id=g:621277
Stolbupovichi	id=g:621278
Stolbun	id=g:621279
Stolbtsy	id=g:621280
Stawbtsowski Rayon	id=g:621281
Stoki Vtoryye	id=g:621282
Stoki Pervyye	id=g:621283
Stoki	id=g:621284
Stodoly	id=g:621285
Stodolichi	id=g:621286
Stytychava	id=g:621287
Stigani	id=g:621288
Stezherno	id=g:621289
Stetsovo	id=g:621290
Stetskovshchina	id=g:621291
Stetski	id=g:621292
Steshitsy	id=g:621293
Ozero Sterzhen’	id=g:621294
Sterkovo	id=g:621295
Stantsiya Stepyanka	id=g:621296
Stepy	id=g:621297
Stepury	id=g:621298
Stepkovo	id=g:621299
Stepkovo	id=g:621300
Stepanovka	id=g:621301
Stepanovka	id=g:621302
Stepanovichi	id=g:621303
Stepanov	id=g:621304
Stepan’kova	id=g:621305
Stsyapanki	id=g:621306
Step	id=g:621307
Stenka	id=g:621308
Stëkhovo	id=g:621309
Stefanpol’ye	id=g:621310
Stefanovo	id=g:621311
Stefanovo	id=g:621312
Stefanopol’	id=g:621313
Stebrovo	id=g:621314
Stazhyn’tse	id=g:621315
Stazhynki	id=g:621316
Stazhyna	id=g:621317
Stayki	id=g:621318
Stayki	id=g:621319
Stayki	id=g:621320
Stayki	id=g:621321
Stayki	id=g:621322
Stayki	id=g:621323
Stayki	id=g:621324
Stayki	id=g:621325
Stayki	id=g:621326
Stayki	id=g:621327
Stayki	id=g:621328
Stayki	id=g:621329
Stayki	id=g:621330
Stayki	id=g:621331
Stayki	id=g:621332
Staychenko	id=g:621333
Stavy	id=g:621334
Stavry	id=g:621335
Stavrovo	id=g:621336
Stavok	id=g:621337
Stavitsy	id=g:621338
Stavishchi	id=g:621339
Staubury Gurny	id=g:621340
Staubury Dol’ny	id=g:621341
Stas’yevo	id=g:621342
Stashule	id=g:621344
Stasevka	id=g:621345
Stasevka	id=g:621346
Staryy Sverzhen’	id=g:621347
Staryy Stan	id=g:621348
Staryy Radin	id=g:621349
Staryy Pogost	id=g:621350
Staryy Ostrov	id=g:621351
Staryy Nakhov	id=g:621352
Staryy Myadel’	id=g:621353
Staryy Moskal’	id=g:621354
Staryy Mosin	id=g:621355
Staryy Mokrets	id=g:621356
Staryy Kryvsk	id=g:621357
Staryy Krupets	id=g:621358
Staryy Fol’vark	id=g:621359
Staryye Zhirmony	id=g:621360
Staryye Zharki	id=g:621361
Staryye Yurkovichi	id=g:621362
Staryye Volosovichi	id=g:621363
Staryye Vergani	id=g:621364
Staryye Velichkovichi	id=g:621365
Staryye Vasilishki	id=g:621366
Staryye Tereshkovichi	id=g:621367
Staryye Stepy	id=g:621368
Staryye Stayki	id=g:621369
Staryye Rossokhi	id=g:621370
Staryye Rechki	id=g:621371
Staryye Peski	id=g:621372
Staryye Novosëlki	id=g:621373
Staryye Negnevichi	id=g:621374
Staryye Mosty	id=g:621375
Staryye Morgi	id=g:621376
Staryye Mezhany	id=g:621377
Staryye Malynichi	id=g:621378
Staryye Maksimovichi	id=g:621379
Staryye Lyady	id=g:621380
Staryye Lavki	id=g:621381
Staryye Kryuki	id=g:621382
Staryye Klenki	id=g:621383
Staryya Khrakovichy	id=g:621384
Staryye Kholmy	id=g:621385
Staryye Ivaki	id=g:621386
Staryye Isayevichi	id=g:621387
Staryye Gusevitsy	id=g:621388
Staryye Gromyki	id=g:621389
Staryye Golovchitsy	id=g:621390
Staryye Gerniki	id=g:621391
Staryye Gaby	id=g:621392
Staryye Falichi	id=g:621393
Staryye Dyatlovichi	id=g:621394
Staryye Duntsy	id=g:621395
Staryya Darohi	id=g:621396
Staryye Botanichi	id=g:621397
Staryy Dyvin’skiy Kanal	id=g:621398
Staryy Dvozhets	id=g:621399
Staryy Dvor	id=g:621400
Staryy Dovsk	id=g:621401
Staryy Dedin	id=g:621402
Staryy Bych	id=g:621403
Staryy Budslav	id=g:621404
Staryy Bobr	id=g:621405
Staryy Barsuk	id=g:621406
Starushki	id=g:621407
Startsevichi	id=g:621408
Starozhevshchina	id=g:621409
Staroye Zhuknëvo	id=g:621410
Staroye Zapon’ye	id=g:621411
Staroye Zapolov’ye	id=g:621412
Staroye Zakruzh’ye	id=g:621413
Staroye Yanchino	id=g:621414
Staroye Syalo	id=g:621415
Staroye Selo	id=g:621416
Staroye Selo	id=g:621417
Staroye Selo	id=g:621418
Staroye Selo	id=g:621419
Staroye Selo	id=g:621420
Staroye Selo	id=g:621421
Staroye Selo	id=g:621422
Staroye Selo	id=g:621423
Staroye Syalo	id=g:621424
Staroye Ryasno	id=g:621425
Staroye Pribuzh’ye	id=g:621426
Staroye Kurgan’ye	id=g:621427
Staroye Brashchino	id=g:621428
Staroya Lutava	id=g:621429
Staro-Vysokoye	id=g:621430
Starovolya	id=g:621431
Staro-Tarasovichi	id=g:621432
Starosel’ye Vtoroye	id=g:621433
Starosel’ye Pervoye	id=g:621434
Starosel’ye	id=g:621435
Starosel’ye	id=g:621436
Starosel’ye	id=g:621437
Starosel’ye	id=g:621438
Starosel’ye	id=g:621439
Starosel’ye	id=g:621440
Starosel’ye	id=g:621441
Starosel’ye	id=g:621442
Starosel’ye	id=g:621443
Starosel’ye	id=g:621444
Starosel’ye	id=g:621445
Starosel’ye	id=g:621446
Starosel’ye	id=g:621447
Starosel’ye	id=g:621448
Starosel’ye	id=g:621449
Starosely	id=g:621450
Starosek	id=g:621451
Staromlyny Vtoryye	id=g:621452
Staromlyny Pervyye	id=g:621453
Staro-Krasnoye	id=g:621454
Starokozhevka	id=g:621455
Starograd	id=g:621456
Starodvortsy	id=g:621457
Starodvortsy	id=g:621458
Starodubka	id=g:621459
Staradarozhski Rayon	id=g:621460
Starobobyl’ye	id=g:621461
Starobin	id=g:621462
Starlygi	id=g:621463
Staritsa	id=g:621464
Starinki	id=g:621465
Starinki	id=g:621466
Starinki	id=g:621467
Starinki	id=g:621468
Starinki	id=g:621469
Starinki	id=g:621470
Starinki	id=g:621471
Starinki	id=g:621472
Starinka	id=g:621473
Starinka	id=g:621474
Starinka	id=g:621475
Stantsiya Starina	id=g:621476
Starina	id=g:621477
Starina	id=g:621478
Starina	id=g:621479
Starina	id=g:621480
Starina	id=g:621481
