Egwa	id=g:2343836
Dadin Duniya	id=g:2345801
Dadin Duniya	id=g:2345802
Dadigur	id=g:2345803
Dadiglon	id=g:2345804
River Dadi	id=g:2345805
Dadi	id=g:2345806
Dadi	id=g:2345807
Dade	id=g:2345808
Dade	id=g:2345810
Dade	id=g:2345811
Daddy Aro	id=g:2345812
River Daddi	id=g:2345813
River Daddi	id=g:2345814
Daddere Hill	id=g:2345815
Dadda	id=g:2345816
Dadawoloji	id=g:2345817
Dadarawa	id=g:2345818
Dadarau	id=g:2345819
Dadangu	id=g:2345820
Dadadi	id=g:2345821
Dadabuzum	id=g:2345822
Dadabiri	id=g:2345823
Dada	id=g:2345824
Dada	id=g:2345825
Dada	id=g:2345826
Dada	id=g:2345827
Dachino	id=g:2345828
Dachia	id=g:2345829
Dachi	id=g:2345830
Dabuu	id=g:2345831
Daburau	id=g:2345832
Dabugu	id=g:2345833
Dabudum	id=g:2345834
Dabu	id=g:2345835
Daboyi	id=g:2345836
Dabore	id=g:2345837
Dabongbo	id=g:2345838
Daboma	id=g:2345839
Dabogi	id=g:2345840
Dabo	id=g:2345841
Dabna	id=g:2345842
Dabkariva	id=g:2345843
Dabi Station	id=g:2345844
Dabiri	id=g:2345845
Dabiri	id=g:2345846
Dabira	id=g:2345847
Dabin Kanawa	id=g:2345848
Dabigi	id=g:2345849
Shangel	id=g:2345850
Esengebelekiri	id=g:2345851
Dabi	id=g:2345852
Dabewa	id=g:2345853
Dabere	id=g:2345854
Dabeki	id=g:2345855
Dabeki	id=g:2345856
Dabega	id=g:2345857
Dabbo Sarari	id=g:2345858
Dabbolungu	id=g:2345859
Dabbo	id=g:2345860
Dabba	id=g:2345861
Dabawa	id=g:2345862
Dabawa	id=g:2345863
Dabawa	id=g:2345864
Dabara	id=g:2345865
Dabao Hill	id=g:2345866
Daban Dutse	id=g:2345867
Dabalmawa	id=g:2345868
Dabalam	id=g:2345869
Dabala	id=g:2345870
Dabai	id=g:2345871
Dabai	id=g:2345872
Dabai	id=g:2345873
Dabagin Yari	id=g:2345874
Dabagin Gimsua	id=g:2345875
Dabagetu	id=g:2345876
Dabagin Ardo	id=g:2345877
Dabage	id=g:2345878
Dabage	id=g:2345879
Dabaga	id=g:2345880
Dabaga	id=g:2345881
Dabaga	id=g:2345882
Daba-Bilolu Zion	id=g:2345883
Dababe	id=g:2345884
Dababa	id=g:2345885
Daba	id=g:2345886
Daba	id=g:2345887
Daba	id=g:2345888
Daama	id=g:2345889
Curlew Island	id=g:2345890
Cross River State	id=g:2345891
Cross River Plains	id=g:2345892
Cross River Creek	id=g:2345893
Cross River	id=g:2345894
Cross Bank	id=g:2345895
Croft Creek	id=g:2345896
Creek Town Creek	id=g:2345897
Creek Town	id=g:2345898
Crawford Creek	id=g:2345899
Craig Creek	id=g:2345900
Cor	id=g:2345901
Congom	id=g:2345902
Commodore Channel	id=g:2345903
Comgom	id=g:2345904
Colare Potiskum	id=g:2345905
Colare Bornu	id=g:2345906
Cokers Market	id=g:2345907
Coker	id=g:2345908
Coker	id=g:2345909
Clough Point	id=g:2345910
Clough Creek	id=g:2345911
Cleave Flat	id=g:2345912
Clarendon Island	id=g:2345913
Ciromawa	id=g:2345914
Ciroma Dayi	id=g:2345915
Cirim	id=g:2345916
Cinkara	id=g:2345917
Cibiki Karimi	id=g:2345918
Masama	id=g:2345919
Cibauna	id=g:2345920
Chuwa	id=g:2345921
Chutar Buki	id=g:2345922
Chur	id=g:2345923
Chur	id=g:2345924
Chunku	id=g:2345925
Chungul Jabarari	id=g:2345926
Chungul Bulturi	id=g:2345927
Chumun	id=g:2345928
Chumu	id=g:2345929
Chumo	id=g:2345930
Chumekamole Hills	id=g:2345931
Chum	id=g:2345932
Chula	id=g:2345933
Chul	id=g:2345934
Chul	id=g:2345935
Chukurawa	id=g:2345936
Chukum	id=g:2345937
Chukum	id=g:2345938
Chukuku Hill	id=g:2345939
Chukuba	id=g:2345940
Chuadi	id=g:2345941
Chowalta	id=g:2345942
Chori	id=g:2345943
Chopal	id=g:2345944
Chooma	id=g:2345945
Chonita	id=g:2345946
Chongwon	id=g:2345947
Chongwom Hills	id=g:2345948
Chongwom Daji	id=g:2345949
Chongwom	id=g:2345950
Chongu	id=g:2345951
Chongolo Kura	id=g:2345952
Chongo	id=g:2345953
Chongke	id=g:2345954
Chong	id=g:2345955
Chondugh	id=g:2345956
Choncha Hill	id=g:2345957
Chancha	id=g:2345958
Cholli	id=g:2345959
Cholli	id=g:2345960
Chole	id=g:2345961
Chokom	id=g:2345962
Chokochoko Forest Reserve	id=g:2345963
Choko-Choko	id=g:2345964
Chokoche	id=g:2345965
Chokobo	id=g:2345966
Chokobo	id=g:2345967
Chokkin	id=g:2345968
Chohi	id=g:2345969
Chohi	id=g:2345970
Chogi	id=g:2345971
Chofa Jaule	id=g:2345972
Chobol	id=g:2345973
Chizi	id=g:2345974
Chizako	id=g:2345975
Chiwa	id=g:2345976
Chiwa	id=g:2345977
Chivir	id=g:2345978
Chivi Marsh	id=g:2345979
Chivi	id=g:2345980
Chiv	id=g:2345981
Chitawa	id=g:2345982
Chita	id=g:2345983
Chita	id=g:2345984
Chita	id=g:2345985
Chita	id=g:2345986
Chiruma	id=g:2345987
Chiromawa	id=g:2345988
Chiromawa	id=g:2345989
Chiromari	id=g:2345990
Chiroma	id=g:2345991
Chiriagi	id=g:2345992
Dutsen Chiri Hill	id=g:2345993
Chiri	id=g:2345994
Chirekayi	id=g:2345995
Chirebe Stream	id=g:2345996
Chirbun	id=g:2345997
Chirawa	id=g:2345998
Chirawa	id=g:2345999
Kogin Chirau	id=g:2346000
Chir	id=g:2346001
Chipo	id=g:2346002
Chi-Patake	id=g:2346003
Chip	id=g:2346004
Chinka	id=g:2346005
Chinka	id=g:2346006
Chini	id=g:2346007
Chini	id=g:2346008
Chinghuna	id=g:2346009
Chingabe	id=g:2346010
Chindu	id=g:2346011
Chindam	id=g:2346012
Chinchinna	id=g:2346013
Hui	id=g:2346014
Chinbir	id=g:2346015
Chinamari	id=g:2346016
Chinade	id=g:2346017
Chimola	id=g:2346018
Chimbi	id=g:2346019
Chimana	id=g:2346020
Chimabulu	id=g:2346021
Chillima	id=g:2346022
Chilimri	id=g:2346023
Kilgori	id=g:2346024
Chile	id=g:2346025
The Children	id=g:2346026
Child Point	id=g:2346027
Child Point	id=g:2346028
Child Creek	id=g:2346029
The Child	id=g:2346030
Chila	id=g:2346031
Chikwale	id=g:2346032
Chikwada	id=g:2346033
Chikuto	id=g:2346034
Chikuri	id=g:2346035
River Chikun	id=g:2346036
Chikun	id=g:2346037
Chikrikawa	id=g:2346038
River Chikoruba	id=g:2346039
Chikoro	id=g:2346040
Chikol Fulani	id=g:2346041
Chikol	id=g:2346042
Chiko	id=g:2346043
Chikito Jubawo	id=g:2346044
Chikito	id=g:2346045
Chikile	id=g:2346046
Chikia	id=g:2346047
Chikauje	id=g:2346048
Chikanda	id=g:2346049
River Chikaji	id=g:2346050
Chika	id=g:2346051
Chihiri	id=g:2346052
Chihichani	id=g:2346053
Chiha	id=g:2346054
Chiha	id=g:2346055
Chiha	id=g:2346056
Chigwanya	id=g:2346057
Chigwai	id=g:2346058
Chigwa	id=g:2346059
Chigel Hill	id=g:2346060
Chigarker Mumzu-Kutsa	id=g:2346061
Chigarker	id=g:2346062
Chiga	id=g:2346063
Chifu	id=g:2346064
Chidunu	id=g:2346065
Chido	id=g:2346066
Chido	id=g:2346067
Chidawaki	id=g:2346068
River Chidawaki	id=g:2346069
River Chidago	id=g:2346070
Chidago	id=g:2346071
Chichi	id=g:2346072
Chichi	id=g:2346073
Chichi	id=g:2346074
Chibok	id=g:2346076
Chibiani	id=g:2346077
Chibakur	id=g:2346078
Chiata	id=g:2346079
Chiase	id=g:2346080
Chia	id=g:2346081
Chia	id=g:2346082
Chia	id=g:2346083
Chia	id=g:2346084
Chia	id=g:2346085
Chia	id=g:2346086
Chia	id=g:2346087
Chia	id=g:2346088
Chia	id=g:2346089
Chia	id=g:2346090
Chi	id=g:2346091
Chevgo	id=g:2346092
Chetamen	id=g:2346093
Chessu	id=g:2346094
Chesgu	id=g:2346095
Cheren	id=g:2346096
Cherawa	id=g:2346097
Cheranchi	id=g:2346098
Cheordam	id=g:2346099
Chendam	id=g:2346100
Chenchenji	id=g:2346101
Chena	id=g:2346102
Chemso	id=g:2346103
Chemkussum	id=g:2346104
Chemisan	id=g:2346105
Chemi Moda	id=g:2346106
Chembeukum	id=g:2346107
Chemba	id=g:2346108
Chelen	id=g:2346109
Cheledi	id=g:2346110
Chekwe	id=g:2346111
Chekoshu	id=g:2346112
Chekku	id=g:2346113
Chekaparau	id=g:2346114
Chejipa	id=g:2346115
Chegusa	id=g:2346116
Chegu	id=g:2346117
Chegirgir	id=g:2346118
Chefe	id=g:2346119
Chediya	id=g:2346120
Chediya	id=g:2346121
Chediya	id=g:2346122
Checheko	id=g:2346123
Chechegi	id=g:2346124
Cheche	id=g:2346125
Cheche	id=g:2346126
Cheche	id=g:2346127
Cheanar	id=g:2346128
Chealeva	id=g:2346129
Cheako	id=g:2346130
Cheaklyne	id=g:2346131
Che Adekae	id=g:2346132
Chea	id=g:2346133
Che	id=g:2346134
Chawai	id=g:2346135
Chawagi	id=g:2346136
Chawa	id=g:2346137
Chawa	id=g:2346138
Chave Stream	id=g:2346139
Chata	id=g:2346140
Chase	id=g:2346141
River Kogin Charuma	id=g:2346142
Charleykiri	id=g:2346143
Charkoko	id=g:2346144
Charika Maiwada	id=g:2346145
Charika	id=g:2346146
Charenji	id=g:2346147
Charati	id=g:2346148
Chara	id=g:2346149
Chapu	id=g:2346150
Chapu	id=g:2346151
Chapu	id=g:2346152
Chapa	id=g:2346153
Chanyi	id=g:2346154
Chanyi	id=g:2346155
Chanta	id=g:2346156
Chanomi Creek	id=g:2346157
Chani	id=g:2346158
Changul	id=g:2346159
Change	id=g:2346160
Chan Gasuwa	id=g:2346161
Changala	id=g:2346162
Chanchan Bulguman Yamma	id=g:2346163
Chanchan Bulguman Gabas	id=g:2346164
Chanchama-Bussa	id=g:2346165
River Chanchaga	id=g:2346166
Chanchaga	id=g:2346167
Chanawa	id=g:2346168
Cana	id=g:2346169
Chamo	id=g:2346170
Chamegh	id=g:2346171
Mayo Chambula	id=g:2346172
Chambula	id=g:2346173
Chambi	id=g:2346174
Chalwaram	id=g:2346175
River Chalawa	id=g:2346176
Chalawa	id=g:2346177
Chali	id=g:2346178
Chal Hills	id=g:2346179
Chakwama	id=g:2346180
Chakwaikwaiwa	id=g:2346181
River Chakumi	id=g:2346182
Chakum	id=g:2346183
Chakuli	id=g:2346184
Chaku	id=g:2346185
Chakpu	id=g:2346186
Chakpale	id=g:2346187
Chakawa	id=g:2346188
Chakao	id=g:2346189
Chakai	id=g:2346190
Chaiye	id=g:2346191
Chaichai	id=g:2346192
Chahul	id=g:2346193
Chagwa	id=g:2346194
Chagwa	id=g:2346195
Chagu	id=g:2346196
Chagdamari	id=g:2346197
Chafo	id=g:2346198
Chafe	id=g:2346199
Chaeh	id=g:2346200
Chadawa	id=g:2346201
Lake Chad	id=g:2346202
Chaco	id=g:2346203
Chachile	id=g:2346204
Chachamnau	id=g:2346205
Chabbal	id=g:2346206
Chabatta	id=g:2346207
Chabal	id=g:2346208
Chabal	id=g:2346209
Chaba	id=g:2346210
Ceria	id=g:2346211
Centre-Nsukwa	id=g:2346212
Central Shen	id=g:2346213
Cecim	id=g:2346214
Cawthorne Channel	id=g:2346215
Caution Point	id=g:2346216
Caution Crossing	id=g:2346217
Caution Bank	id=g:2346218
Cara	id=g:2346219
Captninakiri	id=g:2346220
Canaan Oqua Otop	id=g:2346221
Camp Point	id=g:2346222
Cameroons Highlands	id=g:2346223
Calabar River	id=g:2346224
Calabar Reach	id=g:2346225
Calabar Crossing	id=g:2346226
Calabar	id=g:2346228
Calabar	id=g:2346229
Cachala	id=g:2346230
Cable Island	id=g:2346231
Bzoyagi	id=g:2346232
Byuan	id=g:2346233
Byamegh	id=g:2346234
Byaku	id=g:2346235
Bwomiam Hill	id=g:2346236
Bwomiam Hill	id=g:2346237
Bwom	id=g:2346238
Bwola	id=g:2346239
Bwoka Noma	id=g:2346240
Bwoi	id=g:2346241
Bwero	id=g:2346242
Bwelgan	id=g:2346243
Bwashishi	id=g:2346244
Bwari	id=g:2346245
Bwaregurji	id=g:2346246
Bwara	id=g:2346247
River Bwani	id=g:2346248
Bwangwar Kubaje	id=g:2346249
Bwanabe	id=g:2346250
Bwal-Pakla	id=g:2346251
Bwalokoja	id=g:2346252
Bwakoro	id=g:2346253
Bwakar	id=g:2346254
Bwaka Hamadawa	id=g:2346255
Buzum Hill	id=g:2346256
Buzum	id=g:2346257
Buzuku	id=g:2346258
Buzu Hills	id=g:2346259
Buzoti	id=g:2346260
Buzi Hill	id=g:2346261
Buzawa	id=g:2346262
Buzawa	id=g:2346263
Buzai Tudai	id=g:2346264
Buzai	id=g:2346265
Buzaga	id=g:2346266
Buyi	id=g:2346267
River Buya	id=g:2346268
Buweti	id=g:2346269
Buwu	id=g:2346270
Rafin Buwu	id=g:2346271
River Buwayi	id=g:2346272
Buwawa	id=g:2346273
Rafin Buwai	id=g:2346274
Buwadi	id=g:2346275
Buwa	id=g:2346276
Buturi	id=g:2346277
Butuku	id=g:2346278
Butubutu	id=g:2346279
Butu	id=g:2346280
Butu	id=g:2346281
Butu	id=g:2346282
Butol Tigon	id=g:2346283
Buter	id=g:2346284
Bute	id=g:2346285
Butauwa	id=g:2346286
River Butale	id=g:2346287
River Butale	id=g:2346288
Buta	id=g:2346289
Bususu	id=g:2346290
Busuru	id=g:2346291
Busuru	id=g:2346292
Busum	id=g:2346293
Busum	id=g:2346294
Busum	id=g:2346295
Busugu	id=g:2346296
Busu	id=g:2346297
Busuru	id=g:2346298
Bussa	id=g:2346299
Bussa Mangu	id=g:2346300
Busogmi	id=g:2346301
Busoboro	id=g:2346302
Buso	id=g:2346303
Bushira	id=g:2346304
Bushipal	id=g:2346305
Bushanki	id=g:2346306
Busawa	id=g:2346307
Busari	id=g:2346308
Busari	id=g:2346309
Busari	id=g:2346310
Busangi	id=g:2346311
Busangfong	id=g:2346312
Busamodi	id=g:2346313
Busai	id=g:2346314
Burwayi	id=g:2346315
Burutu Channel	id=g:2346316
Burutu	id=g:2346317
Buruta	id=g:2346318
Buru Sama	id=g:2346319
Buruo	id=g:2346320
River Burum Gana	id=g:2346321
Burumburum	id=g:2346322
Burumburum	id=g:2346323
Burum Burum	id=g:2346324
Burum	id=g:2346325
Burum	id=g:2346326
Burum	id=g:2346327
Buruluk	id=g:2346328
Burukusuma	id=g:2346329
Buruku	id=g:2346330
Buruku	id=g:2346331
Burukiri	id=g:2346332
Burugwi	id=g:2346333
Buru	id=g:2346334
Buru	id=g:2346335
Burtol	id=g:2346336
Bursi	id=g:2346337
Bursari	id=g:2346338
Burruo Sabon Gari	id=g:2346339
Burru	id=g:2346340
River Burra	id=g:2346341
Burra	id=g:2346342
River Burnor	id=g:2346343
Burmawa	id=g:2346344
Bermandi	id=g:2346345
Buro Lawal	id=g:2346346
Burkornu	id=g:2346347
Burkono	id=g:2346348
Burji	id=g:2346349
Burji	id=g:2346350
Burisidna	id=g:2346351
Burigure	id=g:2346352
Buri Buri	id=g:2346353
River Buri	id=g:2346354
Buri	id=g:2346355
Buri	id=g:2346356
Buri	id=g:2346357
Buri	id=g:2346358
Buri	id=g:2346359
Burgunya	id=g:2346360
Burgo	id=g:2346361
Burga	id=g:2346362
Buren Duguri	id=g:2346363
Bure	id=g:2346364
Bure	id=g:2346365
Bure	id=g:2346366
Burdugau	id=g:2346367
Burudu	id=g:2346368
Burdinga	id=g:2346369
Burdinga	id=g:2346370
Burdamanna	id=g:2346371
Burbumburum Hill	id=g:2346372
Burba	id=g:2346373
Burba	id=g:2346374
Buratai Forest Reserve	id=g:2346375
Buratai	id=g:2346376
Burat	id=g:2346377
Burashika	id=g:2346378
Burari	id=g:2346379
Burari	id=g:2346380
Burama	id=g:2346381
Burama	id=g:2346382
Burakum	id=g:2346383
Burako	id=g:2346384
Burak Hills	id=g:2346385
Burak	id=g:2346386
Buraimoh	id=g:2346387
Buraimo	id=g:2346388
Buraimawa	id=g:2346389
Burai	id=g:2346390
Buragbene	id=g:2346391
Bur	id=g:2346392
Buptan	id=g:2346393
Bupadeli Hills	id=g:2346394
Buoybokokiri	id=g:2346395
Bunza	id=g:2346396
Bunzan Hill	id=g:2346397
Bunyam	id=g:2346398
Bununu Kasa	id=g:2346399
Bununu Hills	id=g:2346400
Bununu Dass	id=g:2346401
Bunun	id=g:2346402
Bunu Forest Reserve	id=g:2346403
Bunu Barana	id=g:2346404
Buntusu	id=g:2346405
Bunturu	id=g:2346406
Hosere Buntoje	id=g:2346407
Bunto	id=g:2346408
River Bunsuru	id=g:2346409
Bunsura	id=g:2346410
Bunsari	id=g:2346411
Bunkure	id=g:2346412
Bunkawo	id=g:2346413
Bunkari	id=g:2346414
Buni	id=g:2346415
Bungudu	id=g:2346416
Bungudu	id=g:2346417
Bungel	id=g:2346418
Bunga Sabua	id=g:2346419
River Bunga	id=g:2346420
Bunga River	id=g:2346421
Bungan Ningi	id=g:2346422
Bungan Bauchi	id=g:2346423
Bungai	id=g:2346424
Bunga Baba	id=g:2346425
River Bunga	id=g:2346426
Bunga	id=g:2346427
Bunga	id=g:2346428
Bunga	id=g:2346429
Bunga	id=g:2346430
Bundura	id=g:2346431
Bundur	id=g:2346432
Bundun	id=g:2346433
Bundum	id=g:2346434
Bunduli	id=g:2346435
Bundukia	id=g:2346436
Bundu Hill	id=g:2346437
Budon	id=g:2346438
Bundila	id=g:2346439
Bundiai	id=g:2346440
Bundi	id=g:2346441
Bunaji	id=g:2346442
Buna	id=g:2346443
Bumsil Hill	id=g:2346444
Bumsa	id=g:2346445
Bumsa	id=g:2346446
Bumodi	id=g:2346447
Bumnid	id=g:2346448
Bumlar	id=g:2346449
Bumbum	id=g:2346450
Bumbulum	id=g:2346451
Bumbul	id=g:2346452
Bumbe	id=g:2346453
Bumba Hill	id=g:2346454
Bumanda	id=g:2346455
Buma	id=g:2346456
Bum	id=g:2346457
Bum	id=g:2346458
Bum	id=g:2346459
Bulyital Hills	id=g:2346460
Bulyital	id=g:2346461
Bulus	id=g:2346462
Bulungai	id=g:2346463
Bulum	id=g:2346464
Bululi	id=g:2346465
Buluk Buluk	id=g:2346466
Buluka	id=g:2346467
Bulturi	id=g:2346468
Bulturi	id=g:2346469
Bulturi	id=g:2346470
Bulturam	id=g:2346471
Bultawa	id=g:2346472
Bulou-Ozobo	id=g:2346473
Bulonguwa	id=g:2346474
Bulongu	id=g:2346475
Bulo	id=g:2346476
Bulo	id=g:2346477
Gulmari	id=g:2346478
Bullam	id=g:2346479
Bullagaidum	id=g:2346480
Bulla	id=g:2346481
Bulkachuwa	id=g:2346482
Buli Hill	id=g:2346483
Bulbuli	id=g:2346484
Bulbul	id=g:2346485
Bulbul	id=g:2346486
Bulbul	id=g:2346487
Bula Yagujabala	id=g:2346488
Bulawone	id=g:2346489
Bulawa	id=g:2346490
Bulaudo	id=g:2346491
Bulassa	id=g:2346492
Bulasamtari	id=g:2346493
Bularaba	id=g:2346494
Bula-Pogu	id=g:2346495
Bulanyaki	id=g:2346496
Bulanna	id=g:2346497
Bula Nkyaki	id=g:2346498
Bulanjilim	id=g:2346499
Bulanguwa	id=g:2346500
Bulanguwa	id=g:2346501
Bulanguarum	id=g:2346502
Bulanguaram	id=g:2346503
Bulangu	id=g:2346504
Bula Munjari	id=g:2346505
Bula Muge	id=g:2346506
Bula Morube	id=g:2346507
Bula Mel	id=g:2346508
Bulam Bodi	id=g:2346509
Bulamari	id=g:2346510
Bulamare	id=g:2346511
Bulamalum	id=g:2346512
Bula-Mallambe	id=g:2346513
Bulamakori	id=g:2346514
Bula Makoama	id=g:2346515
Bula Mairmi	id=g:2346516
Bula Mainari	id=g:2346517
Bulama Haseini	id=g:2346518
Bulama	id=g:2346519
Bulama	id=g:2346520
Bulakos	id=g:2346521
Bula Korege	id=g:2346522
Bula Karebe	id=g:2346523
Bula Kafie	id=g:2346524
Bula Julta	id=g:2346525
Bula Gonibe	id=g:2346526
Bulagarga III	id=g:2346527
Bulagarga II	id=g:2346528
Bulagarga I	id=g:2346529
Bulagana	id=g:2346530
Bula Dilima	id=g:2346531
Buladiama	id=g:2346532
Buladega	id=g:2346533
Buladega	id=g:2346534
Bula Daburu	id=g:2346535
Bula-Dabube	id=g:2346536
Bula Chirabe	id=g:2346537
Bula Buzuguwa	id=g:2346538
Bula Butube	id=g:2346539
Bula Bundibe	id=g:2346540
Bulabam Hamlets	id=g:2346541
Bulabulin	id=g:2346542
Bulabulin	id=g:2346543
Bulabulin	id=g:2346544
Bulabulin	id=g:2346545
Bula Bulin	id=g:2346546
Bula Alita	id=g:2346547
Bula	id=g:2346548
Bula	id=g:2346549
Bula	id=g:2346550
Bula	id=g:2346551
Bula	id=g:2346552
Bula	id=g:2346553
Bulla	id=g:2346554
Bula	id=g:2346555
Bula	id=g:2346556
Bul	id=g:2346557
Bukuta	id=g:2346558
Bukut	id=g:2346559
Bukuru	id=g:2346560
Bukuru	id=g:2346561
Bukuru	id=g:2346562
Bukuro	id=g:2346563
Bukunji	id=g:2346564
Bukumanya	id=g:2346565
Bukuma	id=g:2346566
Bukul	id=g:2346567
Bukul	id=g:2346568
Buku	id=g:2346569
River Buktaso	id=g:2346570
Buktaso	id=g:2346571
Bukr Kimeri	id=g:2346572
Bukoli	id=g:2346573
Bukola	id=g:2346574
Bukkuyum	id=g:2346575
Buki	id=g:2346576
Bukem	id=g:2346577
Bukaru	id=g:2346578
Bukarti	id=g:2346579
Bukar Thlawur	id=g:2346580
Bukar Saidi	id=g:2346581
Bukar Kwareri	id=g:2346582
Bukari	id=g:2346583
Bukar Allah	id=g:2346584
Bukan Tambari	id=g:2346585
Bukan Madayiki	id=g:2346586
River Bukan Kwatu	id=g:2346587
Bukan Kwasi	id=g:2346588
Bukan Kwaju	id=g:2346589
Bukan Fadama	id=g:2346590
Bukan Danjima	id=g:2346591
Bukan Buzu	id=g:2346592
Bukami	id=g:2346593
Bukaji	id=g:2346594
Bukah	id=g:2346595
Buka Bokwai	id=g:2346596
Buka	id=g:2346597
Buk	id=g:2346598
Bujimirum	id=g:2346599
Bujim	id=g:2346600
Buji Hill	id=g:2346601
River Buji	id=g:2346602
Buji	id=g:2346603
Buji	id=g:2346604
Buja	id=g:2346605
River Bui	id=g:2346606
Bui	id=g:2346607
Buhari Ridge	id=g:2346608
Bugzu	id=g:2346609
Bugwati	id=g:2346610
Bugundu	id=g:2346611
Bugun	id=g:2346612
Bugama Creek	id=g:2346613
Buguma	id=g:2346614
Buguma	id=g:2346615
Dutse Bugor Hill	id=g:2346616
Bugobi	id=g:2346617
Bugila	id=g:2346618
Bughta	id=g:2346619
Bugh	id=g:2346620
Bugawa	id=g:2346621
Bugawa	id=g:2346622
Bugau	id=g:2346623
Bugapa	id=g:2346624
Bugana Hills	id=g:2346625
Bugaje	id=g:2346626
Bugai Hill	id=g:2346627
Bugai	id=g:2346628
Bugai	id=g:2346629
Bugadam	id=g:2346630
Buga da Gindi	id=g:2346631
Buga	id=g:2346632
Bufejuma	id=g:2346633
River Bufalawa	id=g:2346634
Buen	id=g:2346635
Buegun	id=g:2346636
Buduwa	id=g:2346637
Budupe	id=g:2346638
Budun Gulum	id=g:2346639
Budumri	id=g:2346640
Budua	id=g:2346641
Budotu	id=g:2346642
Bude Titun	id=g:2346643
Budo Sule	id=g:2346644
Budo Soto	id=g:2346645
Budo Pupa	id=g:2346646
Budo Otun	id=g:2346647
Budo Ogbo	id=g:2346648
Budo Ogbo	id=g:2346649
Budo Ode Ajado	id=g:2346650
Budo Ode	id=g:2346651
Budo Ode	id=g:2346652
Budo Ode	id=g:2346653
Budo Ode	id=g:2346654
Budo Musa	id=g:2346655
Budoke	id=g:2346656
Budojoko	id=g:2346657
Budo Iya	id=g:2346658
Budo Ilorin	id=g:2346659
Budo Ige	id=g:2346660
Budo Igbo	id=g:2346661
Budo Igbo	id=g:2346662
Budo Gboro	id=g:2346663
Budo Gbemgbeleku	id=g:2346664
Budo Egun	id=g:2346665
Budo Egba	id=g:2346666
Budo Belora	id=g:2346667
Budo Bale	id=g:2346668
Budoayiki	id=g:2346669
Budo Ayan	id=g:2346670
Budo Atan	id=g:2346671
Budo Aro	id=g:2346672
Budoare	id=g:2346673
Budo Are	id=g:2346674
Budo Alfa Situ	id=g:2346675
Budo Alegbe	id=g:2346676
Budo Aiyekale	id=g:2346677
Budo Ago	id=g:2346678
Budo Agan	id=g:2346679
Budo Agbede	id=g:2346680
Budo Agba	id=g:2346681
Budo Adun	id=g:2346682
Budo Adio	id=g:2346683
Budo	id=g:2346684
Budide	id=g:2346685
Budena	id=g:2346686
Bude	id=g:2346687
Budda	id=g:2346688
Budda	id=g:2346689
Budawa	id=g:2346690
Budare Hills	id=g:2346691
Budan	id=g:2346692
Budale	id=g:2346693
Budade	id=g:2346694
Buda	id=g:2346695
Buchi	id=g:2346696
Bubui	id=g:2346697
Bubuche	id=g:2346698
Bubu	id=g:2346699
Bubu	id=g:2346700
Bubu	id=g:2346701
Bubon	id=g:2346702
Bubila	id=g:2346703
Bube	id=g:2346704
Bubaram Warde	id=g:2346705
Buba	id=g:2346706
River Buawau	id=g:2346707
Buasa Hill	id=g:2346708
Buari	id=g:2346709
Baunchor	id=g:2346710
Buan	id=g:2346711
Buahuan	id=g:2346712
Buagbong	id=g:2346713
Buabunde	id=g:2346714
Bua	id=g:2346715
Bua	id=g:2346716
Hosere Bu	id=g:2346717
Bu	id=g:2346718
Bryel	id=g:2346719
River Brum	id=g:2346720
Bruce Shoals	id=g:2346721
Bruce Point	id=g:2346722
Brinya Hill	id=g:2346723
Brinya	id=g:2346724
Brigisam	id=g:2346725
Bresibi	id=g:2346726
Breaker Spit	id=g:2346727
Bre	id=g:2346728
Bray Creek	id=g:2346729
Brass River	id=g:2346730
Brass Creek	id=g:2346731
Brass Creek	id=g:2346732
Brass	id=g:2346733
Brass	id=g:2346734
Brali	id=g:2346735
Braidu	id=g:2346736
Bozoganga	id=g:2346737
Bozazi	id=g:2346738
Boza	id=g:2346739
Boza	id=g:2346740
Boyu	id=g:2346741
Gidan-Buwai	id=g:2346742
Boyi	id=g:2346743
Bowas	id=g:2346744
Dan Ashitan	id=g:2346745
Bovtari	id=g:2346746
Bouva	id=g:2346747
River Boung	id=g:2346748
River Boudu	id=g:2346749
Boudamanga	id=g:2346751
Boube	id=g:2346752
River Bou	id=g:2346753
Botwer	id=g:2346754
Bototi	id=g:2346755
Botoro	id=g:2346756
Botokiri	id=g:2346757
Boto	id=g:2346758
Boto	id=g:2346759
Botin	id=g:2346760
Botem	id=g:2346761
Botawa	id=g:2346762
Botan	id=g:2346763
Botalu	id=g:2346764
Botala	id=g:2346765
Bota	id=g:2346766
Bota	id=g:2346767
Bosso	id=g:2346768
Boskeri	id=g:2346769
Boskeri	id=g:2346770
Boshi	id=g:2346771
Bosere	id=g:2346772
River Bose	id=g:2346773
Bosaro	id=g:2346774
Bosaji	id=g:2346775
Bos Hill	id=g:2346776
Borugu	id=g:2346777
Boruboru	id=g:2346778
Borrong	id=g:2346779
Borozo	id=g:2346780
Borowandu	id=g:2346781
Bororo	id=g:2346782
River Borom	id=g:2346783
Borobie	id=g:2346784
Boro	id=g:2346785
Boro	id=g:2346786
Boro	id=g:2346787
Bornu Yassu	id=g:2346788
Bornu Kiji	id=g:2346789
Bornukice	id=g:2346790
Bornuescu	id=g:2346791
Bornu Plains	id=g:2346792
Bornu	id=g:2346793
Borno State	id=g:2346794
Borno	id=g:2346795
