Temple Ner Tamid	id=g:6334684
Saint Luke's Evangelical Church	id=g:6338003
Saint Luke's United Presbyterian Church	id=g:6338004
Faith Missionary Baptist Church	id=g:6338005
Community Baptist Church	id=g:6338006
New Hope Baptist Church	id=g:6338007
Greater Bethel AME Church	id=g:6338008
Compassionate Outreach Ministries	id=g:6338009
Cathedral of Allen African Methodist Episcopal Church	id=g:6338010
Springfield Cemetery Chapel	id=g:6338011
Saint Helen's Church	id=g:6338012
Congregation Knesseth Israel	id=g:6338013
Sage Memorial Church	id=g:6338014
All Nation Apostolic Church	id=g:6338015
American Sevashram Sangha Temple	id=g:6338016
Amity Baptist Church	id=g:6338017
Bethany Baptist Church	id=g:6338018
Bethel Gospel Tabernacle	id=g:6338019
Bethlehem Church	id=g:6338020
Bethlehem Church of God in Christ	id=g:6338021
Brooks Memorial Methodist Church	id=g:6338022
Calvary African Methodist Episcopal Zion Church	id=g:6338023
Calvary Baptist Church	id=g:6338024
Christ Evangelical Lutheran Church	id=g:6338025
Christ Memorial Baptist Church	id=g:6338026
Christ Pentecostal Temple	id=g:6338027
Christ the King Roman Catholic Church	id=g:6338028
Church of God of Prophecy	id=g:6338029
Church of the Nazarene	id=g:6338030
Church of the Resurrection	id=g:6338031
Community Baptist Church	id=g:6338032
Community Baptist Church	id=g:6338033
Community Bible Evangelical Church	id=g:6338034
Congregation Beth Israel	id=g:6338035
Deeper Life Christian Church	id=g:6338036
Emanuel United Church of Christ	id=g:6338037
Epworth United Methodist Church	id=g:6338038
First Church of Christ	id=g:6338039
First Church of God	id=g:6338040
First Presbyterian Church	id=g:6338041
Friendship Baptist Church	id=g:6338042
Glendale Baptist Church	id=g:6338043
Gospel Baptist Church	id=g:6338044
Grace Episcopal Church	id=g:6338045
Grace Moravian Church	id=g:6338046
Grace United Methodist Church	id=g:6338047
Gurdwara Sikh Temple	id=g:6338048
Holy Child Jesus Church	id=g:6338049
Good Shepherd United Methodist Church	id=g:6338050
Church of the Immaculate Conception	id=g:6338051
Saint Irene Chrysovalantou Greek Orthodox Church	id=g:6338052
Steinway Reformed Church	id=g:6338053
Saint Francis of Assisi Roman Catholic Church	id=g:6338054
Church of the Most Precious Blood	id=g:6338055
The Highway Church of the Apostle Faith	id=g:6338056
The Oasis	id=g:6338057
The Church of God of Prophecy	id=g:6338058
Springhill Missionary Baptist Church	id=g:6338059
Southwest United Methodist Church	id=g:6338060
Wesley Chapel United Methodist Church	id=g:6338061
New Life Presbyterian Church	id=g:6338062
Faith Worship Center	id=g:6338063
Saint Paul's Episcopal Church of Woodside	id=g:6338064
Saint Patrick's Roman Catholic Church	id=g:6338065
Saint Mary's Roman Catholic Church	id=g:6338066
Saint Raphael's Roman Catholic Church	id=g:6338067
Iglesia Metodista	id=g:6338068
Union Evangelical Church of Corona	id=g:6338069
Masjid Alfalah	id=g:6338070
Korean Presbyterian Church	id=g:6338071
Reformed Dutch Church of Newtown	id=g:6338072
Saint James Episcopal Church	id=g:6338073
First Presbyterian Church of Elmhurst	id=g:6338074
Saint Stanislaus Kostka Roman Catholic Church	id=g:6338075
Holy Cross Roman Catholic Church	id=g:6338076
Church of the Transfiguration	id=g:6338077
Maspeth United Methodist Church	id=g:6338078
United Methodist Korean Church of Central Queens	id=g:6338079
Roman Catholic Church of Saint Aloysius	id=g:6338080
Saint Matthias Roman Catholic Church	id=g:6338081
Kew Gardens Jewish Center Anshe Sholom	id=g:6338082
Congregation Shaare Tova	id=g:6338083
First Reformed Church of College Point	id=g:6338084
Saint Fidelis of Sigmaringen Roman Catholic Church	id=g:6338085
Christ Congregational Church	id=g:6338086
Tabernacle of Prayer	id=g:6338087
Bethesda Missionary Baptist Church	id=g:6338088
Saint Peter's Roman Catholic Church	id=g:6338089
Saint Stanislaus Kostka Roman Catholic Church	id=g:6338090
Our Lady of Mount Carmel - Saint Benedicta Roman Catholic Church	id=g:6338091
Temple Emanu-El	id=g:6338092
Park Baptist Church	id=g:6338093
Staten Island Reformed Church	id=g:6338094
Staten Island Seventh Day Adventist Church	id=g:6338095
First Presbyterian Church	id=g:6338096
Church of Saint Joseph	id=g:6338097
Saint Mary's Roman Catholic Church	id=g:6338098
Son-Rise Charismatic Interfaith Church	id=g:6338099
New Dorp Moravian Church	id=g:6338100
Saint Simon's Episcopal Church	id=g:6338101
Free Magyar Reformed Church	id=g:6338102
Reformed Church of Huguenot Park	id=g:6338103
Knubel Chapel	id=g:6338104
Blessed Sacrament Church	id=g:6338105
Christ United Methodist Church	id=g:6338106
First Church of God and Christ	id=g:6338107
Mount Calvary Holy Church	id=g:6338108
Pentecostal Tabernacle Church	id=g:6338109
Saint Adalbert's Church	id=g:6338110
Saint Mary's of the Assumption Church	id=g:6338111
Saint Roch's Church	id=g:6338112
Summerfield United Methodist Church	id=g:6338113
Handmaidens of the Most Pure Heart of Mary Novitiate Convent	id=g:6338114
Faith Assembly of God Church	id=g:6338115
Evangelical Free Church	id=g:6338116
South Baptist Church	id=g:6338117
Church of Our Lady Help of Christians	id=g:6338118
Saint Paul's Methodist Church	id=g:6338119
Hellenic Church	id=g:6338120
Woodrow United Methodist Church	id=g:6338121
Good Church of Deliverance Pentecostal	id=g:6338122
First Reformed Church of Astoria	id=g:6338123
Community Church of Astoria	id=g:6338124
Our Lady of Mount Carmel Roman Catholic Church	id=g:6338125
Episcopal Church of the Redeemer	id=g:6338126
Saint John's Baptist Church	id=g:6338127
Christian Reformed Church	id=g:6338128
Saint Mary's Roman Catholic Church	id=g:6338129
Emmanuel Church	id=g:6338130
Central Presbyterian Church	id=g:6338131
First Church of Christ Scientist	id=g:6338132
Huntington Baptist Church	id=g:6338133
Saint Patrick's Roman Catholic Church	id=g:6338134
Saint Hugh's Church	id=g:6338135
Seventh Day Adventist Church	id=g:6338136
Presbyterian Church of Islip	id=g:6338137
Saint Mark's Episcopal Church	id=g:6338138
Trinity Lutheran Church	id=g:6338139
Christ Lutheran Church	id=g:6338140
Evangel Church of God	id=g:6338141
Grace United Methodist Church	id=g:6338142
Lindenhurst Hebrew Congregation	id=g:6338143
Our Lady of Perpetual Help Church	id=g:6338144
Saint John's Lutheran Church	id=g:6338145
Saint John's Lutheran Church	id=g:6338146
Saint Lawrence The Martyr Roman Catholic Church	id=g:6338147
Saint Mary's Malankara Orthodox Church	id=g:6338148
Sayville Congregational Church	id=g:6338149
Sayville United Methodist Church	id=g:6338150
Church of Christ	id=g:6338151
Holy Family Ukrainian Catholic Church	id=g:6338152
Saints Peter And Paul Church	id=g:6338153
Westminster United Presbyterian Church	id=g:6338154
United Methodist Church of Islip	id=g:6338155
All Angels Episcopal Church	id=g:6338156
First Baptist Church	id=g:6338157
Holy Trinity Roman Catholic Church	id=g:6338158
Mount Pleasant Baptist Church	id=g:6338159
Rutgers Presbyterian Church	id=g:6338160
Spanish Monastery	id=g:6338161
Saint Volodymyr Ukrainian Orthodox Church	id=g:6338162
Saints Matthew And Timothy Episcopal Church	id=g:6338163
Broadway Presbyterian Church	id=g:6338164
Brighton Heights Reformed Church	id=g:6338165
Lutheran Church of Our Savior	id=g:6338166
Patchogue United Methodist Church	id=g:6338167
Saint Francis De Sales Church	id=g:6338168
Saint Paul's Episcopal Church	id=g:6338169
Seventh Day Adventist Church	id=g:6338170
Temple Beth-El of Patchogue	id=g:6338171
Saint Joseph's Church	id=g:6338172
Saint John Nepomucene Roman Catholic Church	id=g:6338173
Episcopal Church of the Messiah	id=g:6338174
Saint John of God Roman Catholic Church	id=g:6338175
Mount Clear Baptist Church	id=g:6338176
Hicks Memorial United Church	id=g:6338177
Holy Trinity Baptist Church	id=g:6338178
Saint Martin of Tours Church	id=g:6338179
Shaw Temple African Methodist Episcopal Zion Church	id=g:6338180
Simpson United Methodist Church	id=g:6338181
Babylon Assembly of God Church	id=g:6338182
Bethel African Methodist Episcopal Church	id=g:6338183
Christ Episcopal Church	id=g:6338184
Congregation Beth Shalom	id=g:6338185
Cross of Christ Lutheran Church	id=g:6338186
First Baptist Church	id=g:6338187
First Presbyterian Church	id=g:6338188
Saint Joseph's Roman Catholic Church	id=g:6338189
Seventh Day Adventist Church	id=g:6338190
Calvary Baptist Church	id=g:6338191
First Congregational Church	id=g:6338192
Gospel Lighthouse Pentecostal Church	id=g:6338193
Jewish Center of Bay Shore	id=g:6338194
Saint Lukes Lutheran Church	id=g:6338195
Saint Patrick's Roman Catholic Church	id=g:6338196
Unity Greater Highway Church	id=g:6338197
Bayport United Methodist Church	id=g:6338198
Blue Point Bible Church	id=g:6338199
Our Lady of the Snow Roman Catholic Church	id=g:6338200
Bethel African Methodist Episcopal Church	id=g:6338201
Copiague Christian Church	id=g:6338202
Full Gospel Christian Church	id=g:6338203
First United Methodist Church	id=g:6338204
Infant Jesus Roman Catholic Church	id=g:6338205
Mount Sinai Congregational Church	id=g:6338206
Assembly of God Church	id=g:6338207
Christ United Methodist Church	id=g:6338208
Saint Paul's Evangelical Lutheran Church	id=g:6338209
Saint James Episcopal Church	id=g:6338210
Saint James Lutheran Church	id=g:6338211
Centereach Bible Church	id=g:6338212
Messiah Lutheran Church	id=g:6338213
Monastery of the Holy Cross	id=g:6338214
Presbyterian Church of Setauket	id=g:6338215
Setauket United Methodist Church	id=g:6338216
Christ Community Church	id=g:6338217
Stony Brook Community Methodist Church	id=g:6338218
Church of the Redeemer	id=g:6338219
Mattituck Presbyterian Church	id=g:6338220
First Presbyterian Church	id=g:6338221
Saint Andrews Roman Catholic Church	id=g:6338222
First Church of Christ Scientist	id=g:6338223
First Presbyterian Church	id=g:6338224
Sacred Hearts of Jesus and Mary Church	id=g:6338225
United Methodist Church of Southampton	id=g:6338226
East Quogue United Methodist Church	id=g:6338227
Hampton Bays United Methodist Church	id=g:6338228
Saint Mary's Episcopal Church	id=g:6338229
Saint Rosalie's Church	id=g:6338230
Church of the Atonement	id=g:6338231
Center Moriches Methodist Church	id=g:6338232
East Mastic Methodist Church	id=g:6338233
First Presbyterian Church	id=g:6338234
Eastport Bible Church	id=g:6338235
Saint Andrew Episcopal Church	id=g:6338236
Beach United Methodist Church	id=g:6338237
Immaculate Conception Church	id=g:6338238
Saint Mark's Church	id=g:6338239
Westhampton Presbyterian Church	id=g:6338240
Bellport Methodist Church	id=g:6338241
Harvest Temple Church of God	id=g:6338242
Victory Baptist Church	id=g:6338243
Anjuman Hefazatul Islam	id=g:6338244
Islamia Sunna Wal Jam'ah	id=g:6338245
North Bronx Islamic Center	id=g:6338246
Saint Angelas Convent	id=g:6338247
Emmanuel Seventh Day Adventist Church	id=g:6338248
Bethel Temple Church	id=g:6338249
Carmelite Sisters Convent	id=g:6338250
Community Church of Christ	id=g:6338251
Forest Avenue Community Congregational Church	id=g:6338252
Baptist Church of the Ascension	id=g:6338253
Bethany Lutheran Church	id=g:6338254
Centenary Methodist Church	id=g:6338255
Christ Episcopal Church	id=g:6338256
Saint David's African Methodist Episcopal Zion Church	id=g:6338257
Temple Adas Israel	id=g:6338258
Congregational Church of Huntington	id=g:6338259
First Church of Christ Scientist	id=g:6338260
First Presbyterian Church	id=g:6338261
Saint Paul's Methodist Church	id=g:6338262
Trinity Episcopal Church	id=g:6338263
Saint Philip Neri Roman Catholic Church	id=g:6338264
Saint Josephs Church	id=g:6338265
Saint Paul's Lutheran Church	id=g:6338266
Union Church	id=g:6338267
Berkery Chapel	id=g:6338268
Beth Sholom Jewish Center	id=g:6338269
First Church of Christ Scientist	id=g:6338270
First Methodist Church	id=g:6338271
Saint Mary's Episcopal Church	id=g:6338272
Saint Paul's Lutheran Church	id=g:6338273
Temple Sinai (historical)	id=g:6338274
Congregational Church of Patchogue	id=g:6338275
Bethel African Methodist Episcopal Church	id=g:6338276
Kingdom Hall of Jehovahs Witnesses	id=g:6338277
Unitarian Universalist Church	id=g:6338278
Christ Episcopal Church	id=g:6338279
First Baptist Church	id=g:6338280
First Presbyterian Church	id=g:6338281
Congers United Methodist Church	id=g:6338282
Calvary Baptist Church	id=g:6338283
Central Presbyterian Church	id=g:6338284
Grace Baptist Church	id=g:6338285
Saint Thomas Lutheran Church	id=g:6338286
Bayville Church (historical)	id=g:6338287
Locust Valley Church	id=g:6338288
Bethpage Assembly of God Church	id=g:6338289
Bethpage United Methodist Church	id=g:6338290
Saint Martin of Tours Church	id=g:6338291
Saint Paul's Lutheran Church	id=g:6338292
Farmingdale Assembly of God Church	id=g:6338293
Farmingdale Baptist Church	id=g:6338294
Farmingdale United Methodist Church	id=g:6338295
Saint Kilian Roman Catholic Church	id=g:6338296
Saint Luke's Lutheran Church	id=g:6338297
Saint Thomas Episcopal Church	id=g:6338298
Congregation Beth-El	id=g:6338299
First Baptist Church	id=g:6338300
Kingdom Hall of Jehovahs Witnesses	id=g:6338301
Saint David's Lutheran Church	id=g:6338302
Our Redeemer Lutheran Church	id=g:6338303
Saint Michaels Episcopal Church	id=g:6338304
Saint William The Abbot Church	id=g:6338305
Full Gospel Assembly Church	id=g:6338306
Church of Miracles Christian Center	id=g:6338307
Central Faith Independent Baptist Church	id=g:6338308
Church of Pentecost	id=g:6338309
Edmund Boulevard Baptist Church	id=g:6338310
First Assembly of God Church	id=g:6338311
Genesis Baptist Church	id=g:6338312
Saint Raphael Orthodox Church	id=g:6338313
Hernando Church of the Nazarene	id=g:6338314
Saint Margaret's Episcopal Church	id=g:6338315
First Baptist Church	id=g:6338316
Matinecock Quaker Meeting House	id=g:6338317
First Church of Christ Scientist	id=g:6338318
Calvary Church of God	id=g:6338319
First Church of God	id=g:6338320
Pentecostal Maranatha Church	id=g:6338321
Perfecting Faith Church	id=g:6338322
Refuge Church of Christ	id=g:6338323
South Nassau Unitarian Church	id=g:6338324
Spanish Evangelic Church	id=g:6338325
Tabernacle of Faith Church	id=g:6338326
Bethlehem Lutheran Church	id=g:6338327
Eglise Pentecotiste De Pecheur	id=g:6338328
Fellowship Missionary Baptist Church	id=g:6338329
French Speaking Baptist Church of Nassau County	id=g:6338330
Good Shepherd Lutheran Church	id=g:6338331
Powerhouse Church of God in Christ	id=g:6338332
Queen of the Most Holy Rosary Roman Catholic Church	id=g:6338333
Roosevelt African Methodist Episcopal Zion Church	id=g:6338334
Roosevelt Bible Church	id=g:6338335
Roosevelt Church of Christ	id=g:6338336
Roosevelt First Baptist Church	id=g:6338337
Saint Paul Episcopal Church	id=g:6338338
Grace Cathedral International	id=g:6338339
Guiding Light Tabernacle Church	id=g:6338340
Iglesia Profetica La Cuida	id=g:6338341
Mount Calvary Church of God in Christ	id=g:6338342
Saint John the Baptist Orthodox Church	id=g:6338343
Tabernacle of Joy Baptist Church	id=g:6338344
Uniondale Seventh Day Adventist Church	id=g:6338345
United Methodist Church of Uniondale	id=g:6338346
First Baptist Church of Brewster	id=g:6338347
First United Methodist Church	id=g:6338348
Drew United Methodist Church	id=g:6338349
Gilead Presbyterian Church	id=g:6338350
Sacred Heart Church	id=g:6338351
United Church of the Highlands	id=g:6338352
Clarkstown Reformed Church	id=g:6338353
First Baptist Church	id=g:6338354
First Church of Christ Scientist	id=g:6338355
First Presbyterian Church	id=g:6338356
First Reformed Church	id=g:6338357
Grace Episcopal Church	id=g:6338358
Macedonia Baptist Church	id=g:6338359
Christ Church	id=g:6338360
Second Baptist Church	id=g:6338361
Saint Peter's Evangelical Church	id=g:6338362
Calvary Protestant Church	id=g:6338363
Congregation Darchei Noam	id=g:6338364
South Hempstead Congregational Church	id=g:6338365
South Nassau Christian Church	id=g:6338366
All Nations Apostolic Tabernacle Church	id=g:6338367
All Saints Temple Church of God	id=g:6338368
Bible Vision Church of God	id=g:6338369
God's Miracle Temple	id=g:6338370
Hempstead Church of God of Prophecy	id=g:6338371
Hempstead Hispanic Methodist Church	id=g:6338372
Hempstead Pentecostal Church	id=g:6338373
Hempstead Seventh Day Adventist Church	id=g:6338374
Iglesia Apostoles Y Profetas	id=g:6338375
Jackson Memorial African Methodist Episcopal Church	id=g:6338376
Judea United Baptist Church	id=g:6338377
New Hope Mission Church	id=g:6338378
Our Lady of Loretto Catholic Church	id=g:6338379
Progressive Holiness Church	id=g:6338380
Saint George's Episcopal Church	id=g:6338381
Saint Ladislaus Roman Catholic Church	id=g:6338382
Union Christian Church	id=g:6338383
Central Synagogue of Nassau County	id=g:6338384
Bethel African Methodist Episcopal Church	id=g:6338385
Christ Lutheran Church	id=g:6338386
Church of God in Christ	id=g:6338387
Church of the Transfiguration	id=g:6338388
Congregation Bnai Israel	id=g:6338389
Dean Street Chapel	id=g:6338390
Ebenezer Seventh Day Adventist Church	id=g:6338391
First Baptist Church of Freeport	id=g:6338392
First Latin American Church of Nassau County	id=g:6338393
First Presbyterian Church	id=g:6338394
Freeport Full Gospel Assembly Church	id=g:6338395
Freeport United Methodist Church	id=g:6338396
Haitian American Apostolate Church	id=g:6338397
Iglesia Chritiana	id=g:6338398
Our Holy Redeemer Catholic Church	id=g:6338399
First Presbyterian Church	id=g:6338400
Church of Christ	id=g:6338401
Christ First Presbyterian Church	id=g:6338402
Iglesia Presbyterian Hispana	id=g:6338403
Prophets Church of God	id=g:6338404
Unity Church of Hempstead	id=g:6338405
Bellmore Community Church	id=g:6338406
Bellmore Jewish Center	id=g:6338407
Bellmore United Methodist Church	id=g:6338408
Christian Joy Fellowship Church	id=g:6338409
Neighborhood Assembly of God Church	id=g:6338410
Saint Barnabas Church	id=g:6338411
Saint John Lutheran Church	id=g:6338412
Antioch Baptist Church	id=g:6338413
Riches of Christ Church	id=g:6338414
Showers of Blessings World Church	id=g:6338415
Church of the Four Leaf Clover	id=g:6338416
Kings Chapel of Hempstead	id=g:6338417
Mount Zion Baptized Holiness Church	id=g:6338418
Cure of Ars Church	id=g:6338419
East Bay Reform Temple	id=g:6338420
Grace Reformed Baptist Church	id=g:6338421
Merrick Community Presbyterian Church	id=g:6338422
Saint Demetrius Greek Orthodox Church	id=g:6338423
Saint John's Lutheran Church	id=g:6338424
Temple Beth Am	id=g:6338425
Temple Israel of South Merrick	id=g:6338426
Young Israel of Merrick Temple	id=g:6338427
Fountain of Life Church	id=g:6338428
Grace Lutheran Church	id=g:6338429
Holy Trinity Baptist Church of Uniondale	id=g:6338430
Saint Michael's Ukrainian Orthodox Church	id=g:6338431
Saint Vladimir's Catholic Church	id=g:6338432
Uniondale Assembly of God Church	id=g:6338433
All Saints Episcopal Church	id=g:6338434
First Church of Baldwin	id=g:6338435
First Presbyterian Church	id=g:6338436
Mineola Korean Presbyterian Church	id=g:6338437
Refuge Church of Christ	id=g:6338438
Saint Christopher's Church	id=g:6338439
Christ the King Episcopal Church	id=g:6338440
East Meadow Assembly of God Church	id=g:6338441
East Meadow Jewish Center	id=g:6338442
East Meadow United Methodist Church	id=g:6338443
Holy Trinity Orthodox Church	id=g:6338444
Iglesia Pentacostal Jesus	id=g:6338445
Long Island Muslim Society of East Meadow	id=g:6338446
No Greater Love Fellowship Church	id=g:6338447
Open Hand of God Church	id=g:6338448
Saint Francis Polish National Church	id=g:6338449
Saint Raphael's Roman Catholic Church	id=g:6338450
Temple Emanuel of East Meadow	id=g:6338451
First Church In the Garden	id=g:6338452
Lutheran Church of the Resurrection	id=g:6338453
Parkway Community Church	id=g:6338454
Good Shepherd Lutheran Church	id=g:6338455
Levittown Baptist Church	id=g:6338456
Levittown Community Church	id=g:6338457
Levittown Presbyterian Church	id=g:6338458
No Greater Love Fellowship Church	id=g:6338459
Saint Bernard's Roman Catholic Church	id=g:6338460
Saint Francis Episcopal Church	id=g:6338461
Segunda Iglesia Pentecostal	id=g:6338462
Merrick United Methodist Church	id=g:6338463
Sacred Heart Church	id=g:6338464
Grace Lutheran Church	id=g:6338465
North Bellmore Neighborhood Assembly of God Church	id=g:6338466
Saint Mark the Evangelist Episcopal Church	id=g:6338467
Saint Matthias Episcopal Church	id=g:6338468
Temple Beth-El of Bellmore	id=g:6338469
Young Israel of North Bellmore Temple	id=g:6338470
Christ Lutheran Church	id=g:6338471
Saint Frances De Chantal Church	id=g:6338472
Saint Markella Greek Orthodox Church	id=g:6338473
Wantagh Memorial Church	id=g:6338474
Wantagh Suburban Temple	id=g:6338475
Long Island Bible Baptist Church	id=g:6338476
Westbury Community Reform Temple	id=g:6338477
Our Lady of Fatima Church	id=g:6338478
Iglesia Ni Christo	id=g:6338479
Rockville Centre Seventh Day Adventist Church	id=g:6338480
Saint Agnes Cathedral	id=g:6338481
Saint Marks Methodist Church	id=g:6338482
Shiloh Baptist Church	id=g:6338483
United Church of Rockville Centre	id=g:6338484
J M Paine Presbyterian Church	id=g:6338485
Bethesda Evangelical Church	id=g:6338486
Vineyard Christian Fellowship Church	id=g:6338487
Bethlehem Assembly of God Church	id=g:6338488
B'nai Israel Jewish Association Center	id=g:6338489
Congregation Beth Sholom	id=g:6338490
Saint Francis Parish	id=g:6338491
Congregation Tree of Life	id=g:6338492
Grace United Methodist Church	id=g:6338493
Holy Name of Mary Roman Catholic Church	id=g:6338494
Holy Trinity Episcopal Church	id=g:6338495
Iglesia Jesus Cristo La Esperanza	id=g:6338496
Lutheran Church of Our Savior	id=g:6338497
New Covenant Baptist Church	id=g:6338498
New Life Community Church	id=g:6338499
Saint Paul's Lutheran Church	id=g:6338500
The Church of Jesus Christ of Latter Day Saints	id=g:6338501
Sunrise Jewish Center	id=g:6338502
Valley Stream Church of the Nazarene	id=g:6338503
Trinity Lutheran Church	id=g:6338504
Valley Stream Baptist Church	id=g:6338505
Valley Stream Presbyterian Church	id=g:6338506
Valley Stream Unity Church of Christianity	id=g:6338507
Young Israel of Valley Stream Temple	id=g:6338508
Congregation Aish Kodesh	id=g:6338509
Congregation Sons of Israel	id=g:6338510
Woodmere-Lawrence Methodist Church	id=g:6338511
Young Israel of Woodmere Temple	id=g:6338512
Jesus Center Church	id=g:6338513
Emmanuel Lutheran Church	id=g:6338514
Barnum United Methodist Church	id=g:6338515
Jehovah's Witnesses Congregation	id=g:6338516
Bellmore Presbyterian Church	id=g:6338517
Calvary Lutheran Church	id=g:6338518
Elmont Temple of Seventh Day Adventists	id=g:6338519
Hentons Lodge	id=g:6338520
Presbyterian Church In Elmont	id=g:6338521
Beginning Anew Christian Church	id=g:6338522
Bethel International Church	id=g:6338523
Floral Park United Methodist Church	id=g:6338524
Holiness Church of the Nazarene	id=g:6338525
Mahanaim Seventh Day Adventist Church	id=g:6338526
Our Lady of Victory Church	id=g:6338527
Saint Elizabeth Church	id=g:6338528
Saint Thomas Episcopal Church	id=g:6338529
Saint Vincent De Paul Church	id=g:6338530
Congregation Ahavat Yisrael	id=g:6338531
Immanuel Baptist Church	id=g:6338532
Reconstructionist Congregation Church	id=g:6338533
Saint Joseph's Catholic Church	id=g:6338534
Saint Joseph's Convent	id=g:6338535
Trinity Saint John's Church	id=g:6338536
Christ Episcopal Church	id=g:6338537
Congregation Beth David	id=g:6338538
Lynbrook Baptist Church	id=g:6338539
Our Lady of Peace Roman Catholic Church	id=g:6338540
Saint James United Methodist Church	id=g:6338541
Saint John's Lutheran Church	id=g:6338542
Temple Emanuel of Lynbrook	id=g:6338543
Throne of Grace Bible Church	id=g:6338544
Trinity Evangelical Free Church of Lynbrook	id=g:6338545
Church of the Intercessor	id=g:6338546
Malverne Bible Church	id=g:6338547
Malverne Community Presbyterian Church	id=g:6338548
Our Lady of Lourdes Church	id=g:6338549
Congregation Ohr Torah	id=g:6338550
Young Israel of North Woodmere Temple	id=g:6338551
Oceanside First United Methodist Church	id=g:6338552
Oceanside Lutheran Church	id=g:6338553
Saint Andrews Episcopal Church	id=g:6338554
Saint Anthony's Roman Catholic Church	id=g:6338555
Temple Avodah	id=g:6338556
Young Israel of Oceanside Temple	id=g:6338557
Church of the Ascension	id=g:6338558
First Church of Christ Scientist	id=g:6338559
Church of Christ	id=g:6338560
Inverness First Assembly of God	id=g:6338561
Shirdi Sai Center	id=g:6338562
Grace Bible Fellowship	id=g:6338563
First Presbyterian Church	id=g:6338564
First Baptist Church of Rutland	id=g:6338565
Seventh-Day Adventist Church of Inverness	id=g:6338566
Highway 44 Church of God	id=g:6338567
The Greater Mount Carmel Baptist Church	id=g:6338568
Saint James AME Church	id=g:6338569
Inverness Church of God	id=g:6338570
Our Lady of Fatima Catholic Church	id=g:6338571
Vineyard Christian Fellowship	id=g:6338572
Grace Temple Church of the Living God	id=g:6338573
Floral City United Methodist Church	id=g:6338574
Church of Christ	id=g:6338575
Saint John's Lutheran Church	id=g:6338576
First Presbyterian Church	id=g:6338577
Son of Life Community Church	id=g:6338578
Krasa Center	id=g:6338579
Salem Lutheran Church	id=g:6338580
Mahtowa Covenant Church	id=g:6338581
Kettle River Apostolic Lutheran Church	id=g:6338582
New Life Tabernacle Church	id=g:6338583
Jehovah's Witnesses Congregation	id=g:6338584
Holy Angels Catholic Church	id=g:6338585
Family Worship Center	id=g:6338586
Holy Family Catholic Church	id=g:6338587
Moose Lake Seventh Day Adventist Church	id=g:6338588
Evangelical Covenant Church	id=g:6338589
Hope Lutheran Church	id=g:6338590
Moose Lake Methodist Church	id=g:6338591
Saint Peter's Evangelical Lutheran Church	id=g:6338592
Saint Boniface Roman Catholic Church	id=g:6338593
Saint Gregorios Orthodox Church	id=g:6338594
Temple B'nai Israel	id=g:6338595
Bethany Congregational Church	id=g:6338596
East Rockaway Church of the Nazarene	id=g:6338597
Saint Raymond's Church	id=g:6338598
Elmont Bible Baptist Church	id=g:6338599
San Jeong Hyon Alliance Church	id=g:6338600
Shuva Yisrael Messianic Church	id=g:6338601
Greater Bethel Tabernacle Church	id=g:6338602
Saint Paul Greek Orthodox Church	id=g:6338603
Church of the Nativity	id=g:6338604
Corpus Christi Church	id=g:6338605
Mineola First Presbyterian Church	id=g:6338606
Presbyterian Christian Community Church	id=g:6338607
First Presbyterian Church of New Hyde Park	id=g:6338608
Gloria Dei Lutheran Church	id=g:6338609
Holy Spirit Roman Catholic Church	id=g:6338610
New Hyde Park Baptist Church	id=g:6338611
First Church of Christ Scientist	id=g:6338612
Saint Andrews Lutheran Church	id=g:6338613
Saint Mary's Syro Malab Catholic Church	id=g:6338614
West Hempstead Christian Heritage Church	id=g:6338615
Chamsarant Korean Methodist Church	id=g:6338616
Church of Spiritual Truth	id=g:6338617
Faith Apostolic Church	id=g:6338618
Iglesia Luterana	id=g:6338619
Lutheran Church of the Epiphany	id=g:6338620
Mason Temple Church	id=g:6338621
New Generation Church	id=g:6338622
South Hempstead Baptist Church	id=g:6338623
Unification Church of Long Island	id=g:6338624
Hendrickson Avenue Bible Church	id=g:6338625
New York Messianic Witness Church	id=g:6338626
Grace Lutheran Church	id=g:6338627
Church of God In Christ Jesus	id=g:6338628
Saint Paul's African Methodist Episcopal Church	id=g:6338629
Temple B'nai Sholom	id=g:6338630
Bethel Church of God and Christ	id=g:6338631
Church of God of Prophecy	id=g:6338632
Saint Matthew African Methodist Episcopal Zion Church	id=g:6338633
West Hempstead Community Baptist Church	id=g:6338634
First Lutheran Church	id=g:6338635
Christ Way Fellowship	id=g:6338636
First Baptist Church of Inverness	id=g:6338637
First United Methodist Church	id=g:6338638
Church of the Master	id=g:6338639
First Lutheran Church of Throggs Neck	id=g:6338640
Kingdom Hall of Jehovahs Witnesses	id=g:6338641
Saint Benedict's Roman Catholic Church	id=g:6338642
Bernadotte Evangelical Lutheran Church	id=g:6338643
Congregation Anshe Amas of Williamsbridge	id=g:6338644
Kingdom Hall of Jehovahs Witnesses	id=g:6338645
Laconia Community Church	id=g:6338646
Our Lady of Grace Roman Catholic Church	id=g:6338647
Redeemer Lutheran Church	id=g:6338648
Saint Frances of Rome Church	id=g:6338649
Saint Luke's Episcopal Chapel	id=g:6338650
Saint Paul's Slovak Evangelical Lutheran Church	id=g:6338651
Tremont Terrace Moravian Church	id=g:6338652
Crawford Memorial United Methodist Church	id=g:6338653
Church of Saint Matthew	id=g:6338654
