La Colpa	id=g:3695937
Andalucia	id=g:3699665
Río Ancos	id=g:3699666
Ancos	id=g:3699667
Ancol Grande	id=g:3699668
Ancol Chiquito	id=g:3699669
Anchovira	id=g:3699670
Anchalay	id=g:3699671
Anchala	id=g:3699672
Quebrada Ancha	id=g:3699673
Departamento de Ancash	id=g:3699674
Cerro Anca	id=g:3699675
Anatico	id=g:3699676
Anaspampa	id=g:3699677
Anas Orco	id=g:3699678
Río Ananualla	id=g:3699679
Río Ananualla	id=g:3699680
Cerro Ananpunta	id=g:3699681
Ana María	id=g:3699682
Ana María	id=g:3699683
Cerro Añalqui	id=g:3699684
Río Ampiyacu	id=g:3699685
Quebrada Ampiyacu	id=g:3699686
Cerro de Ampanú	id=g:3699687
Ampanú	id=g:3699688
Quebrada Ampama	id=g:3699689
Cerros de Amotape	id=g:3699690
Amotape	id=g:3699691
Quebrada Amillas	id=g:3699692
Quebrada Amia	id=g:3699693
Amelia	id=g:3699694
Ambulco	id=g:3699695
Ambrosio	id=g:3699696
Ambrosio	id=g:3699697
Ambasal	id=g:3699698
Departamento de Amazonas	id=g:3699699
Cerro Amatistas	id=g:3699700
Amashca	id=g:3699701
Vega Los Amarillos	id=g:3699702
Río Amaleiria	id=g:3699703
Cerros de Amachonga	id=g:3699704
Quebrada Alvarados	id=g:3699705
Cerro Alvarados	id=g:3699706
Alumbre	id=g:3699707
Alumbre	id=g:3699708
Quebrada Alumbral	id=g:3699709
Cerros El Alumbral	id=g:3699710
Barrancos del Altrancadero	id=g:3699711
Río Alto Yuruá	id=g:3699712
Río Alto Tamaya	id=g:3699713
Alto San Ildefonso	id=g:3699714
Río Alto Purús	id=g:3699715
Cerro Alto Perú	id=g:3699716
Alto Peru	id=g:3699717
Alto Perú	id=g:3699718
Río Alto Marañón	id=g:3699719
Río Alto Maquía	id=g:3699720
Alto Mamelon	id=g:3699721
Alto Grande	id=g:3699722
Alto Grande	id=g:3699723
Cerro el Alto de Zarzal	id=g:3699724
Vega Alto Zorro	id=g:3699725
Medanos Alto del Zorro	id=g:3699726
Cerro Alto del Guayabo	id=g:3699727
Cerro Alto del Cóndor	id=g:3699728
Alto de la Paloma	id=g:3699729
Alto de la Cruz	id=g:3699730
Cerro Alto de Guitarras	id=g:3699731
Alto de Carrillo	id=g:3699732
Alto de Canchas	id=g:3699733
Cerro Alto Azul	id=g:3699734
Provincia de Alto Amazonas	id=g:3699735
Pampa El Alto	id=g:3699736
Cerro Alto	id=g:3699737
Alta Perilla	id=g:3699738
Altamisa	id=g:3699739
Altamisa	id=g:3699740
Acequia Alta de Tolón	id=g:3699741
Quebrada Alpamayo	id=g:3699742
Playa Almires	id=g:3699743
Almendro	id=g:3699744
Almendras	id=g:3699745
Quebrada Almendral	id=g:3699746
Almendral	id=g:3699747
Almendral	id=g:3699748
Allaymucha	id=g:3699749
Alizal	id=g:3699750
Alisos	id=g:3699751
Alisopata	id=g:3699752
Alisopat	id=g:3699753
Aliso	id=g:3699754
Alisal	id=g:3699755
Cerro Alicia	id=g:3699756
Alicia	id=g:3699757
Alicia	id=g:3699758
Alican Grande	id=g:3699759
Alican Chico	id=g:3699760
Alianza	id=g:3699761
Alianza	id=g:3699762
Alianza	id=g:3699763
Alianza	id=g:3699764
Ali	id=g:3699765
Quebrada Algodones	id=g:3699766
Algodonalillo	id=g:3699767
Quebrada Algodonal	id=g:3699768
Cerro Algodonal	id=g:3699769
Algodonales	id=g:3699770
Algodonal	id=g:3699771
Algodonal	id=g:3699772
Algodonal	id=g:3699773
Algodona	id=g:3699774
Río Algodón	id=g:3699775
Algarrobo Grande	id=g:3699776
Quebrada del Algarrobo	id=g:3699777
Estero Algarrobo	id=g:3699778
Algarrobo	id=g:3699779
Algarrobo	id=g:3699780
Quebrada Algarrobillo	id=g:3699781
Algarrobillo	id=g:3699782
Algarrobillo	id=g:3699783
Quebrada Algarrobal	id=g:3699784
Cerro Algarrobal	id=g:3699785
Algarrobal	id=g:3699786
Algarrobal	id=g:3699787
Algarrobal	id=g:3699788
Algarrobal	id=g:3699789
Algarrobal	id=g:3699790
Algarrobal	id=g:3699791
Hacienda Algarrobal	id=g:3699792
Algarrobal	id=g:3699793
Algarrobal	id=g:3699794
Mina Algamarca	id=g:3699795
Cerro Algamarca	id=g:3699796
Algamarca	id=g:3699797
Alerta	id=g:3699798
Quebrada Alemanyacu	id=g:3699799
Quebrada Alemán	id=g:3699800
Río Alemán	id=g:3699801
Abra Alegría	id=g:3699802
Playa las Aldas	id=g:3699803
Playa Alconsillo	id=g:3699804
Cerro Alcon	id=g:3699805
Cerro Alcaparrosa	id=g:3699806
Vega de Alberto	id=g:3699807
Jaguay Alberca	id=g:3699808
Alberca	id=g:3699809
Albacas	id=g:3699810
Alaypampa	id=g:3699811
Alao	id=g:3699812
Alamor	id=g:3699813
Cerro Alalaco	id=g:3699814
Punta Ajureyo	id=g:3699815
Quebrada de Aji	id=g:3699816
Ají	id=g:3699817
Río Aipena	id=g:3699818
Aipena	id=g:3699819
Provincia de Aija	id=g:3699820
Aija	id=g:3699821
Río Aichiyacu	id=g:3699822
Vega el Ahorcando	id=g:3699823
Cerro Ahorcado	id=g:3699824
Quebrada Aguytillo	id=g:3699825
Agupampa	id=g:3699826
Aguirre	id=g:3699827
Quebrada Águila	id=g:3699828
Cerro El Águila	id=g:3699829
Río Aguaytía	id=g:3699830
Aguaytía	id=g:3699831
Aguas Verdes	id=g:3699832
Aguas Negras	id=g:3699833
Laguna de Aguash	id=g:3699834
Aguas Calientes	id=g:3699835
Aguas Blanca	id=g:3699836
Agua Santa	id=g:3699837
Pozo de Agua Salada	id=g:3699838
Río Aguarico	id=g:3699839
Aguaquita	id=g:3699840
Río Aguanuya	id=g:3699841
Quebrada Agua Negra	id=g:3699842
Aguanana Muyuna	id=g:3699843
Río Aguana	id=g:3699844
Islas Aguaipa	id=g:3699845
Quebrada de Carlos	id=g:3699846
Quebrada Agua de las Palomas	id=g:3699847
Agua Colorada	id=g:3699848
Quebrada Agua Caliente	id=g:3699849
Río Agua Blanca	id=g:3699850
Quebrada Agua Blanca	id=g:3699851
Quebrada Agua Blanca	id=g:3699852
Agua Blanca	id=g:3699853
Agua Blanca	id=g:3699854
Agua Blanca	id=g:3699855
Quebrada Agua Azul	id=g:3699856
Agua Azul	id=g:3699857
Quebrada de Agua	id=g:3699858
Cerro Agopiti	id=g:3699859
Cerros la Agonía	id=g:3699860
Agallpampa	id=g:3699861
Pampa Afuera	id=g:3699862
Cerro Afilador	id=g:3699863
Afiladeras	id=g:3699864
Afiladera	id=g:3699865
Adriana	id=g:3699866
Aczo	id=g:3699867
Acurucay	id=g:3699868
Cerro Acrotambo	id=g:3699869
Acopampa	id=g:3699870
Acomayo	id=g:3699871
Acobamba	id=g:3699872
Aco	id=g:3699873
Achupal	id=g:3699874
Río Achuime	id=g:3699875
Islas Achual	id=g:3699876
Isla Achual	id=g:3699877
Achiras	id=g:3699878
Achiras	id=g:3699879
Achinamisa	id=g:3699880
Achacuas	id=g:3699881
Acco	id=g:3699882
Acchupata	id=g:3699883
Cerro Laccho	id=g:3699884
Aburgos	id=g:3699885
Aburgos	id=g:3699886
Río Abujao	id=g:3699887
Isla Abujao	id=g:3699888
Abujao	id=g:3699889
Abrojal	id=g:3699890
Río Abiseo	id=g:3699891
Estación A	id=g:3699892
Puerto Callao	id=g:3733377
San Martín de Porres	id=g:3733378
San Luis	id=g:3733379
Campoverde	id=g:3733380
Nueva Requena	id=g:3733381
Isla San Pedro	id=g:3733382
Panaillo	id=g:3733383
Tacshitea	id=g:3733384
Chamas	id=g:3733385
San Marcos	id=g:3733386
Bello Horizonte	id=g:3733387
Flor Naciente	id=g:3733388
San Pedro	id=g:3733389
San Isidro	id=g:3733390
Pucallpillo	id=g:3733391
Río Juantia	id=g:3733392
Isla Nuevo París	id=g:3733393
Laguna Brasil	id=g:3733394
Belgica	id=g:3733395
Mangual	id=g:3733396
San Antonio Viejo	id=g:3733397
Nuevo San Antonio	id=g:3733398
Hospital Amazónica	id=g:3733399
Río Ayamiria	id=g:3733400
Pólvora	id=g:3734331
Sion	id=g:3734332
Río Matallo	id=g:3734333
Cayumba	id=g:3734334
Río del Valle	id=g:3734335
Río Pacayama	id=g:3734337
Laguna Amaqueria	id=g:3734931
Holanda	id=g:3734932
Laguna Huasán	id=g:3734933
Nuevo San Juan	id=g:3734934
Laguna San José	id=g:3734935
Laguna Rafael	id=g:3734936
Santa Rosa de Cashiboya	id=g:3734937
Quebrada Inuya	id=g:3734938
Tumbes	id=g:3734939
Laguna Pinto	id=g:3734940
Laguna Belén	id=g:3734941
Laguna Balsa	id=g:3734942
Laguna Trinico	id=g:3734943
Isla Tumbes	id=g:3734944
Quebrada Cashiboya	id=g:3734945
Quebrada Sinuya	id=g:3734946
Isla Andrea	id=g:3734947
San Roque	id=g:3734948
San Pablo Viejo	id=g:3734949
Sucre	id=g:3734950
Quebrada Vervenita	id=g:3734951
Roaboya	id=g:3734953
Laguna Cupiso	id=g:3734955
Laguna Mapa	id=g:3734956
Laguna Huito	id=g:3734957
Laguna Huicungo	id=g:3734960
Laguna Shapaja	id=g:3734961
Laguna Shebón	id=g:3734962
Laguna Lopuna	id=g:3734963
Laguna Muerta	id=g:3734964
Laguna Puitante	id=g:3734965
Roaboya	id=g:3734966
Quebrada Lopuna	id=g:3734967
Pahococha	id=g:3734968
Laguna Julia	id=g:3734969
Laguna Moena	id=g:3734970
Laguna Lagarto	id=g:3734971
Isla Roaboya	id=g:3734972
Isla Polo Norte	id=g:3734973
Laguna Muerta	id=g:3734974
Pahoyan	id=g:3734975
Laguna Cashibomuyuna	id=g:3735064
Islandia	id=g:3735066
Nuevo San Antonio	id=g:3735067
Laguna Santa Lucia	id=g:3735070
San Antonio	id=g:3735071
Laguna Sharamasho	id=g:3735072
Sharamasho	id=g:3735073
Laguna Victoria	id=g:3735075
Shuyal	id=g:3735076
Quebrada Inintia	id=g:3735077
Quebrada Bimboya	id=g:3735078
Alfonso Ugarte	id=g:3735080
San Martín	id=g:3735081
Quebrada Agua Blanca	id=g:3735083
Laguna San Jerónimo	id=g:3735085
Nuevo Loreto	id=g:3735086
Nueva Bellavista	id=g:3735087
Isla Paca	id=g:3735089
Tiruntán	id=g:3735090
Laguna Tiruntán	id=g:3735091
Quebrada Garza	id=g:3735092
Laguna Paca	id=g:3735094
Laguna Martín	id=g:3735096
Tintiboya	id=g:3735097
San José de Vinuya	id=g:3735098
Quebrada Vinuya	id=g:3735099
Quebrada Lobo	id=g:3735100
Quebrada Roaboillo	id=g:3735102
Quebrada Zarzal	id=g:3735104
Laguna Tunuya	id=g:3735106
Quebrada Tunuya	id=g:3735107
Quebrada Vinuyalillo	id=g:3735109
Laguna Suave	id=g:3735115
Laguna Yarina	id=g:3735116
Congonita	id=g:3735118
Mariscal Castilla	id=g:3735119
Laguna Elva	id=g:3735120
Cashú	id=g:3735121
Ronsoco	id=g:3735122
Santa Elena	id=g:3735123
Quebrada Tishca Negra	id=g:3735125
Quebrada Agua Blanca	id=g:3735126
Quebrada Lecheyaco	id=g:3735127
Quebrada Ahuaya	id=g:3735128
Los Llanos	id=g:3736428
Los Cuyes	id=g:3736476
Chuchuhuasi	id=g:3736477
Naranjos	id=g:3736478
La Coipa	id=g:3736479
Tamborapa	id=g:3736480
Zapotal	id=g:3736481
Higuerones	id=g:3736482
Las Juntas	id=g:3736483
Inguro	id=g:3736484
Guayape	id=g:3736485
Pueblo Nuevo	id=g:3736505
La Sacilia	id=g:3736518
Río Chulucanas	id=g:3736581
Quebrada Chalanmache	id=g:3736582
Quebrada Ayacate	id=g:3736583
Río Piquijaca	id=g:3736584
Quebrada Tasajeras	id=g:3736585
Quebrada Los Burros	id=g:3736588
Quebrada Manta	id=g:3736594
Quebrada Lanchema	id=g:3736603
Quebrada de La Pagcha	id=g:3736604
Quebrada Purunta	id=g:3736608
Río Choros	id=g:3736614
Quebrada La Rinconada	id=g:3736615
Río Huayllabamba	id=g:3736616
Quebrada Caimito	id=g:3736617
Quebrada Morerilla	id=g:3736618
Quebrada Versalla	id=g:3736619
Quebrada Jahuanga	id=g:3736620
Quebrada Shushunga	id=g:3736621
Lagunas Arreviatadas	id=g:3736622
Río Samaniego	id=g:3736623
Río Tabaconas	id=g:3736624
Quebrada Timaruco	id=g:3736625
Quebrada Erizo	id=g:3736626
Puerto Solano	id=g:3736627
Quebrada Balsahuayco	id=g:3736628
Quebrada Paraíso	id=g:3736629
Pongo do Requema	id=g:3736630
Laguna Chanajao	id=g:3736642
Chanajao	id=g:3736643
San Juan	id=g:3736644
Maputay	id=g:3736645
Limón	id=g:3736646
San Lorenzo	id=g:3736647
Nuevo Barranco	id=g:3736648
Nuevo Bagazan	id=g:3736649
Escuela	id=g:3736650
Tercera Unión	id=g:3736651
Isla Libertad	id=g:3736652
Puerto Consuelo	id=g:3736653
Tres Islas	id=g:3736654
Belen de Juda	id=g:3736655
Vargas Llosa	id=g:3736656
Santa Rosita	id=g:3736657
Puerto Francisco	id=g:3736658
San José	id=g:3736659
Curamana	id=g:3736660
Puerto Alegre	id=g:3736661
Pueblo Libre	id=g:3736662
Flor Naciente	id=g:3736663
Capinuri	id=g:3736664
Tipisquillo	id=g:3736665
Laguna Nashantao	id=g:3736666
Quebrada Ishishimal	id=g:3736667
Quebrada Tingotero	id=g:3736668
Fundo Charasmaná	id=g:3736669
Preferida	id=g:3736670
Quebrada Facundo	id=g:3736671
Laguna Garza	id=g:3736672
Río Inamapuya	id=g:3736673
Santa Fe	id=g:3736674
Libertad	id=g:3736675
San Miguel Agua Blanca	id=g:3736676
San José	id=g:3736677
Montearan	id=g:3736678
San Pedro	id=g:3736679
Purin	id=g:3736680
Señor de Los Milagros	id=g:3736681
Laguna Panuco	id=g:3736682
Laguna Shapajal	id=g:3736683
Nuevo Egipto	id=g:3736684
El Tambo	id=g:3736685
Vinoncuro	id=g:3736686
Laguna Chioa	id=g:3736687
Laguna Chauya	id=g:3736688
Laguna Comania	id=g:3736689
Quebrada Punga	id=g:3736690
Laguna Putaya	id=g:3736691
Putaya	id=g:3736692
Rouni Paboro	id=g:3736693
Vencedores	id=g:3736694
Pani Paboro	id=g:3736695
Ushunchumo	id=g:3736696
Nusho Paboro	id=g:3736697
Nuevo Loreto	id=g:3736698
Isla Pacanace	id=g:3736699
Laguna Marañon	id=g:3736700
Buenos Aires	id=g:3736701
Nashan Paboro	id=g:3736702
Shaneaca Paboro	id=g:3736703
Nueva Generación	id=g:3736704
Resaca Caimito	id=g:3736705
Isla Atapanashi	id=g:3736706
Bella Flor	id=g:3736707
Isla Wingo	id=g:3736708
Resaca Salamanca	id=g:3736709
Resaca Riveiro	id=g:3736710
Junín Pablo	id=g:3736711
Unión Vecinal	id=g:3736712
Caño de Imiria	id=g:3736714
Resaca Tobias	id=g:3736715
Cabaña	id=g:3736716
Sacarita Sapuenya	id=g:3736717
Quebrada Sapuenya	id=g:3736718
Laguna Tahuantinsuyo	id=g:3736719
Vista Alegre	id=g:3736720
Santa Rosa de Dinamarca	id=g:3736721
Aserradero San Pedro	id=g:3736722
Ceilan	id=g:3736723
Nuevo Ancash	id=g:3736724
Tamaya	id=g:3736725
Laguna Imiria	id=g:3736727
Caimito	id=g:3736728
Shumba Alto	id=g:3736729
Shumba Bajo	id=g:3736730
Isla Indio del Perú	id=g:3736732
Salvatierra	id=g:3736733
Charupa	id=g:3736734
Nueva Alianza	id=g:3736735
Isla Charupa	id=g:3736736
Santa Martha	id=g:3736737
San Felipe	id=g:3736738
Naranjal	id=g:3736739
Laguna Naranjal	id=g:3736740
Isla San Luís	id=g:3736741
Paraíso	id=g:3736742
Balsamo	id=g:3736743
Pacharaco	id=g:3736744
Pucacuro	id=g:3736745
Eureca	id=g:3736746
Veracruz	id=g:3736747
Progreso	id=g:3736748
Esperanza	id=g:3736749
Laguna Shirimbo	id=g:3736750
Puntilla	id=g:3736751
Nuevo Progresso	id=g:3736752
Boca del Aipena	id=g:3736753
Laguna Huarituri	id=g:3736754
Laguna Acha	id=g:3736755
Nuevo Santa Isabel	id=g:3736756
Isla Diablo	id=g:3736757
Lejia	id=g:3736758
Las Pameras	id=g:3736759
Luz y Vida	id=g:3736760
Barranquita	id=g:3736761
Quebrada Shamboyacu	id=g:3736762
Quebrada Paranapura	id=g:3736763
Laguna Soldado	id=g:3736764
Laguna Huama	id=g:3736765
Laguna de Lagunas	id=g:3736766
Tamani	id=g:3736767
Santa Gema	id=g:3736768
Fundo Argentina	id=g:3736769
Golfo Percico	id=g:3736770
El Paraíso	id=g:3736771
Santa Rosa	id=g:3736772
Tibilo	id=g:3736773
Quebrada Tibilo	id=g:3736774
Isla Chancaca	id=g:3736775
California	id=g:3736776
Puertoamelia	id=g:3736777
Laguna San Tintin	id=g:3736778
Ocho de Octubre	id=g:3736779
Sananguillo	id=g:3736780
Laguna Tamarate	id=g:3736781
Tamarate	id=g:3736782
Vista Alegre	id=g:3736783
Nuevo Corina	id=g:3736784
Siete de Junio	id=g:3736785
Laguna Corina	id=g:3736786
Shamboyacu	id=g:3736787
Puma Isla	id=g:3736788
Victoria	id=g:3736789
Pampa Hermosa	id=g:3736790
Laguna Pampa Hermosa	id=g:3736791
Belén	id=g:3736792
Laguna Tipishca	id=g:3736793
Unión Challuana	id=g:3736794
Panamá	id=g:3736795
Bello Horizonte	id=g:3736796
Atahualpa	id=g:3736797
Yahuarhuaca	id=g:3736798
Nueva Vida	id=g:3736799
Isla Nuevo Portal	id=g:3736800
Nuevo Portal	id=g:3736801
Río Yuracyacu	id=g:3736802
Laguna Saba	id=g:3737500
Laguna Saño	id=g:3737501
Puerto Loreto	id=g:3737502
Nuevo San Jerónimo	id=g:3737503
Laguna Anguillayoc	id=g:3737504
Zancudo	id=g:3737505
Laguna Limón	id=g:3737506
Laguna Tamara	id=g:3737507
San Pablo	id=g:3737508
Laguna Muerta	id=g:3737509
Isla Seco	id=g:3737510
Tipishca Inchahual	id=g:3737511
Tipishca Espinal	id=g:3737512
Quebrada Vainilla	id=g:3737517
Santa Cecilia	id=g:3737518
Señal Santa Cecilia	id=g:3737519
Nuevo Edén	id=g:3737520
San Pedro	id=g:3737521
Nuevo Berlín	id=g:3737522
Fátima	id=g:3737523
Timcuro	id=g:3737524
Panameño	id=g:3737525
Señal Panameño	id=g:3737526
Nuevo Libertad	id=g:3737527
Río Quinquestay	id=g:3739190
Chuchuacruz	id=g:3740155
San Miguel	id=g:3740156
Cerro Moena	id=g:3740157
Angashyacu	id=g:3740158
Pacae	id=g:3740159
Alto Pacae	id=g:3740160
Río Pacae	id=g:3740163
Bajo Pacae	id=g:3740164
Pampa Hermosa	id=g:3740165
Manshito	id=g:3740166
Cumbres de La Vuelta del Mundo	id=g:3740167
Quebrada Cuchara	id=g:3740168
Santa Martha	id=g:3740169
Quebrada Bartolomé Herrera	id=g:3740170
Corvina	id=g:3740171
Quebrada Los Cedros	id=g:3740172
Los Cedros	id=g:3740173
Quebrada Venenillo	id=g:3740174
Quebrada Chontayacu	id=g:3740175
Anda	id=g:3740176
Arabe	id=g:3740177
Puerto Prado	id=g:3740178
Pueblo Nuevo	id=g:3740179
La Roca	id=g:3740180
Río Anda	id=g:3740181
San Miguel	id=g:3740182
Saipai	id=g:3740183
San Martín	id=g:3740184
La Rola	id=g:3740185
La Esperanza	id=g:3740186
Pedro Vilca	id=g:3740187
Huiracocha	id=g:3740188
Jorge Chávez	id=g:3740189
Ruyrupampa	id=g:3740190
Esperanza	id=g:3740191
Santo Domingo	id=g:3740192
Huarmaga	id=g:3740193
Pucayacu	id=g:3740194
Libertad	id=g:3740195
Filadelfia	id=g:3740196
San Cristobal	id=g:3740197
Quebrada Monbragra	id=g:3740198
Quebrada Santa Alicia	id=g:3740199
Porvenir	id=g:3740200
Nélida	id=g:3740201
Taso Grande	id=g:3740205
Matapalo	id=g:3740206
Quebrada Almendras	id=g:3740207
Puente María	id=g:3740208
Manchuria	id=g:3740209
Buenos Aires	id=g:3740210
Sachavaca	id=g:3740211
Cerro Pavas	id=g:3742381
Quebrada Pavas	id=g:3742383
Quebrada Campana	id=g:3742384
Quebrada Chaparri	id=g:3742386
Cerro Fila del Campana	id=g:3742388
Cerro Yaypón	id=g:3742390
El Campamento	id=g:3742392
Zapote	id=g:3742395
Chiriquipe	id=g:3742396
Cerro Caña Brava	id=g:3742400
Quebrada Caña Brava	id=g:3742402
Cerro La Manga	id=g:3742405
Cerro Chamusquina	id=g:3742408
Quebrada Chirquipe	id=g:3742411
Cerrilios	id=g:3742418
Mirador	id=g:3742425
Mojón	id=g:3742437
Quebrada Juana Ríos	id=g:3742442
Quebrada Yaypón	id=g:3742450
Hacienda Oberrazal	id=g:3742451
Mojonazgo	id=g:3742452
Cerro Piedra Grande	id=g:3742454
Quebrada Agua de Limón	id=g:3742458
Cerro Panzón	id=g:3742465
Playa de Querque	id=g:3742468
Cerro Agua Verde	id=g:3742469
Cerro Piedra Azul	id=g:3742470
El Horno	id=g:3742471
Quebrada Las Pampas	id=g:3742473
Cerros Las Pampas	id=g:3742475
Cerro La Poza	id=g:3742477
Las Vueltas	id=g:3742478
Potrerillo	id=g:3742480
Cerro San Lorenzo	id=g:3742483
El Espino	id=g:3742484
Parairaca	id=g:3742485
Tocac	id=g:3742486
Sican	id=g:3742487
Cerro Papaya Pitic	id=g:3742488
Cerro Llipta	id=g:3742489
Quebrada La Naranja	id=g:3742490
Tucupampa	id=g:3742492
Lluscapampa	id=g:3742493
Tunaspampa	id=g:3742494
Callapampa	id=g:3742495
San José	id=g:3742496
Cerro Espina Colorada	id=g:3742497
Señal Cerro Llipta	id=g:3742499
Quebrada Capacirca	id=g:3742500
Llan Llan	id=g:3742507
La Tranca	id=g:3742508
La File	id=g:3742511
Yanacaga	id=g:3742512
Los Paltos	id=g:3742514
Potrerillo	id=g:3742515
La Loma	id=g:3742517
Las Contoyas	id=g:3742518
Huagamullo	id=g:3742519
Cerro Cochapampa	id=g:3742520
Quebrada del Chorro	id=g:3742521
Río La Humaraca	id=g:3742522
Cerro Las Vizcachas	id=g:3742523
Quebrada Caña Brava	id=g:3742524
Quebrada Las Chanillas	id=g:3742525
Quebrada El Guayabo	id=g:3742526
Cerro Yuraccaca	id=g:3742527
Cerro La Punta	id=g:3742528
Pacopuquio	id=g:3742529
Rumisapa	id=g:3742530
Cerro Caracha	id=g:3742531
Sauce Puquio	id=g:3742532
Paden	id=g:3742533
Atumpampa	id=g:3742534
Cerro Cunyac	id=g:3742535
Hacienda Huarimarca	id=g:3742536
Quebrada Mangalpa	id=g:3742537
Quebrada Palomita	id=g:3742538
Cerro Las Palanganas	id=g:3742539
Cerro Suyundo	id=g:3742540
Viviana	id=g:3742541
Cerro Fila Blanca	id=g:3742543
Pauca Puquio	id=g:3742544
Quebrada Luchal	id=g:3742546
Río Cirato	id=g:3742547
Cerro Las Piedras	id=g:3742548
Cerro Los Pircos	id=g:3742549
Cerro El Oso	id=g:3742550
San Bartolo	id=g:3742551
La Rinconada	id=g:3742552
Zorín	id=g:3742553
Cerro Las Vizcachas	id=g:3742567
Cerro Zanjones	id=g:3742569
Mollepampa	id=g:3742570
Quebrada Los Zanjones	id=g:3742571
Adope	id=g:3742572
Cerro Adope	id=g:3742574
Quebrada El Chileno	id=g:3742575
Cerro Peña Rajada	id=g:3742581
Cerro Pedregal	id=g:3742585
Río Maichil	id=g:3742587
Cerro Culebrones	id=g:3742590
Cerro Azul	id=g:3742593
Quebrada Cerro Azul	id=g:3742594
Quebrada Playa Seca	id=g:3742595
El Chorro	id=g:3742596
El Cumbil	id=g:3742597
La Planta	id=g:3742598
Carhuaquero	id=g:3742599
Shilimbo	id=g:3742600
Los Higuerones	id=g:3742601
Cerro Blanco	id=g:3742602
Cerro Calabozo	id=g:3742603
Loma Canta Gallo	id=g:3742604
Quebrada Playa El Papayo	id=g:3742605
Quebrada Playita Seca	id=g:3742606
Cerro Tierra Amarilla	id=g:3742607
Cerro Balcón	id=g:3742608
Quebrada Tupala	id=g:3742609
Quebrada La Cárcel	id=g:3742610
Quebrada Punta de Oro	id=g:3742611
Quebrada de Cirato	id=g:3742612
Quebrada Piedra del Yungo	id=g:3742613
Cerro Cirato	id=g:3742614
Cerro Alumbral	id=g:3742615
Cerro Faique Negro	id=g:3742616
Quebrada Agua de Los Bravos	id=g:3742617
Cerro Las Pizarras	id=g:3742618
Hacienda La Munana	id=g:3742619
El Monte	id=g:3742620
Cerro Puente Barandas	id=g:3742622
Cascaden	id=g:3742623
Cerro Maichil	id=g:3742624
Cerro Marapampa	id=g:3742625
Cerro Chachala	id=g:3742626
Quebrada de Cuiden	id=g:3742627
Quebrada Lucmilla	id=g:3742630
Quebrada Motemayo	id=g:3742631
Cerro Chocolla	id=g:3742632
Cerro Portachuelo	id=g:3742633
Cerro Pan de Azúcar	id=g:3742634
Cerro La Chita	id=g:3742637
Cerro Las Barbacobas	id=g:3742639
Comuche	id=g:3742640
Iscomalca	id=g:3742641
Cerro La Lucmilla	id=g:3742642
Cerro Rodeopampa	id=g:3742647
Cerro Motemayo	id=g:3742649
Cerro Uñigon	id=g:3742650
Cerro La Conga	id=g:3742659
Cerro Loma Blanca	id=g:3742661
Cerro Lanchiconga	id=g:3742662
Quebrada Maramayo	id=g:3742663
Quebrada La Succha	id=g:3742665
Quebrada La Grama	id=g:3742666
Tallapampa	id=g:3742674
La Palizada	id=g:3742675
Cerro Lukis	id=g:3742676
Cerro Cantarito	id=g:3742677
Cerro Piedras	id=g:3742678
Cerro El Cedro	id=g:3742679
Los Alcibiades	id=g:3742680
Potrero Grande	id=g:3742681
La Palizada	id=g:3742682
Cerro El Palmo	id=g:3742683
Cerro Pilacón	id=g:3742684
El Palmito	id=g:3742685
Cerro Redondo	id=g:3742686
El Suro	id=g:3742687
Cerro Mojón	id=g:3742688
Pampa El Mojón	id=g:3742689
Cerro Cinegal	id=g:3742690
Quebrada La Cueva	id=g:3742691
Cerro Mirador	id=g:3742692
Cerro Cerezo	id=g:3742693
Pacan Nique	id=g:3742694
Cerro La Mala Muerte	id=g:3742695
Río Tingo	id=g:3742696
Señal Cerro Ponga La Mesa	id=g:3742697
Señal Pichucirca	id=g:3742698
Río La Manzana	id=g:3742699
Río Las Argollas	id=g:3742700
Quebrada El Cedro	id=g:3742701
Quebrada Honda	id=g:3742702
Quebrada El Palmo	id=g:3742703
San Lorenzo	id=g:3742704
Cusilhuan	id=g:3742706
El Pargo	id=g:3742708
Timón	id=g:3742709
Señal Mishahuanga	id=g:3742710
Cerro Mishahuanga	id=g:3742711
Pampa de Seques	id=g:3742712
Quebrada El Palmo	id=g:3742714
Quebrada Pajonal	id=g:3742715
Quebrada Chachacoma	id=g:3742716
Quebrada Gritón	id=g:3742717
Quebrada Paucal	id=g:3742718
Blanca Florida	id=g:3742719
Paucal	id=g:3742720
Diamante	id=g:3742721
Pampa del Potrero	id=g:3742722
La Laguna	id=g:3742724
Rejito	id=g:3742725
Palmica	id=g:3742726
Barro Alto	id=g:3742727
Buenos Aires	id=g:3742728
Río La Toma	id=g:3742729
Tambora	id=g:3742730
La Toma	id=g:3742731
El Rollo	id=g:3742732
Uscundal	id=g:3742733
Urajalpa	id=g:3742734
Chocotón	id=g:3742735
Quebrada Nogal	id=g:3742736
Trigal	id=g:3742737
Rumichaca	id=g:3742738
Espine	id=g:3742739
Bolívar	id=g:3742740
Quebrada Tuden	id=g:3742741
Quebrada Roblal	id=g:3742742
Sauce	id=g:3742743
Cerro Miraflores	id=g:3742744
La Tienda	id=g:3742745
La Retama	id=g:3742746
Puchaca	id=g:3742747
Cayoloma	id=g:3742748
La Cruz del Gato	id=g:3742750
Membrillar	id=g:3742751
