Sperry's Restaurant	id=g:7288749
Woodhaven Martial Art School	id=g:7307556
Coleman Cemetery	id=g:7307557
Spangler Mine	id=g:7307558
Shultz Station (historical)	id=g:7307559
Faith Bible Church	id=g:7307560
Lakewood Middle School	id=g:7307561
Quimby Station (historical)	id=g:7307562
Parmelee Station (historical)	id=g:7307563
Morgan Station (historical)	id=g:7307564
Irving Station (historical)	id=g:7307565
Milo Station (historical)	id=g:7307566
Cressey Station (historical)	id=g:7307567
Coats Grove Station (historical)	id=g:7307568
Otis Sanctuary	id=g:7307569
First Baptist Church of Hastings	id=g:7307570
Church of Jesus Christ of Latter Day Saints	id=g:7307571
Kingdom Hall of Jehovah's Witnesses	id=g:7307572
Grace Lutheran Church	id=g:7307573
Church of Christ	id=g:7307574
First Presbyterian Church	id=g:7307575
Emmanuel Episcopal Church	id=g:7307576
First United Methodist Church	id=g:7307577
Saint Rose Catholic Church	id=g:7307578
Saint Andrew and Matthias Anglican Church	id=g:7307579
Hastings Apostolic Tabernacle Church	id=g:7307580
Bible Missionary Church	id=g:7307581
Free Methodist Church	id=g:7307582
Hanover Village Apartments Mobile Home Park	id=g:7307583
Algonquin Lake Trailer Court	id=g:7307584
Welcome Woods Campground	id=g:7307585
Welcome Corners United Methodist Church	id=g:7307586
Saint Rose Catholic School	id=g:7307587
Family Tree Medical Associates	id=g:7307588
Hastings Internal Medicine Associates	id=g:7307589
Merlino's Hidden Valley Estates Mobile Home Park	id=g:7307590
Hastings Fire Department	id=g:7307591
Gun Ridge Golf Course	id=g:7307592
Dowling Public Library	id=g:7307593
Hope United Methodist Church	id=g:7307594
Whispering Waters Campground	id=g:7307595
Middleville Wesleyan Church	id=g:7307596
Rivergate Family Campground	id=g:7307597
Quimby United Methodist Church	id=g:7307598
Barry's Resort and Mobile Home Park	id=g:7307599
Barry County Christian School	id=g:7307600
Second Ward Park	id=g:7307601
Hastings Middle School	id=g:7307602
Hastings High School	id=g:7307603
Seventh-Day Adventist Church	id=g:7307604
Hastings Seventh Day Adventist School	id=g:7307605
First Ward Park	id=g:7307606
Barry County Sheriff's Office	id=g:7307607
Hastings Police Department	id=g:7307608
Hastings Public Library	id=g:7307609
Barry County Courthouse	id=g:7307610
Hastings Post Office	id=g:7307611
Riverbend Golf Course	id=g:7307612
Hastings Country Club	id=g:7307613
Woodland Station (historical)	id=g:7307614
Woodland Elementary School	id=g:7307615
Woodland Fire Department	id=g:7307616
Woodland Township Library	id=g:7307617
Woodland Post Office	id=g:7307618
Woodland United Methodist Church	id=g:7307619
Lake Odessa Grace Brethren Church	id=g:7307620
Nashville Baptist Church	id=g:7307621
Nashville United Methodist Church	id=g:7307622
Saint Cyril Catholic Church	id=g:7307623
Assembly of God Church	id=g:7307624
Grace Community Church	id=g:7307625
Church of the Nazarene	id=g:7307626
Nashville Station (historical)	id=g:7307627
Nashville Police Department	id=g:7307628
Nashville Post Office	id=g:7307629
Nashville Family Medicine	id=g:7307630
Kellogg Education Center	id=g:7307631
Nashville Fire Department	id=g:7307632
Thornapple Lake Estates Mobile Home Park	id=g:7307633
Peace United Methodist Church	id=g:7307634
Laurel Manor Rest Home	id=g:7307635
Cornerstone Wesleyan Church	id=g:7307636
First Baptist Church	id=g:7307637
Most Holy Rosary Church	id=g:7307638
United Methodist Church	id=g:7307639
Middleville Christian Reformed Church	id=g:7307640
Good Shepherd Lutheran Church	id=g:7307641
Middleville Station (historical)	id=g:7307642
Middleville Village Hall	id=g:7307643
Middleville Post Office	id=g:7307644
Thornapple Kellogg Middle School	id=g:7307645
Page Elementary School	id=g:7307646
McFall Elementary School	id=g:7307647
Lee Elementary School	id=g:7307648
Cider Mill Village Mobile Home Community	id=g:7307649
Cherry Valley Family Physicians	id=g:7307650
Parkside Park Campground	id=g:7307651
Sharp Park Campground	id=g:7307652
Indian Valley Campground	id=g:7307653
Walter F Morosky Memorial Library	id=g:7307654
Hickory Corners Post Office	id=g:7307655
Hickory Corners Bible Church	id=g:7307656
Gilmore Car Club Museum	id=g:7307657
Freeport United Methodist Church	id=g:7307658
Freeport United Brethren Church	id=g:7307659
Freeport Post Office	id=g:7307660
Freeport Police Department	id=g:7307661
Freeport Village Hall	id=g:7307662
Freeport Fire Department	id=g:7307663
Freeport District Library	id=g:7307664
Delton-Kellogg High School	id=g:7307665
Delton-Kellogg Middle School	id=g:7307666
Delton Post Office	id=g:7307667
Delton Medical Center	id=g:7307668
Delton Station (historical)	id=g:7307669
Stoney Point Trailer Park	id=g:7307670
Inter Lakes Baptist Church	id=g:7307671
Faith United Methodist Church	id=g:7307672
Delton District Library	id=g:7307673
Bernard Historical Museum	id=g:7307674
Jones Lake Campground	id=g:7307675
Guernsey Lake Mobile Home Court	id=g:7307676
Mullenhurst Golf Course	id=g:7307677
Prairieville Bible Church	id=g:7307678
Seventh-Day Adventist Church	id=g:7307679
Cedar Creek Bible Church	id=g:7307680
Pleasantville Family Church	id=g:7307681
Dowling Post Office	id=g:7307682
Country Chapel	id=g:7307683
Cloverdale Station (historical)	id=g:7307684
Cloverdale Post Office	id=g:7307685
Reno Station (historical)	id=g:7307686
Herrington Station (historical)	id=g:7307687
Harrisburg Station (historical)	id=g:7307688
Gooding Station (historical)	id=g:7307689
Dennison Station (historical)	id=g:7307690
Agnew Station	id=g:7307691
Zutphen Post Office (historical)	id=g:7307692
Wright Post Office (historical)	id=g:7307693
Vriesland Post Office (historical)	id=g:7307694
Ventura Post Office (historical)	id=g:7307695
Tallmadge Post Office (historical)	id=g:7307696
Six Corners Post Office (historical)	id=g:7307697
South Blendon Post Office (historical)	id=g:7307698
Robinson Post Office (historical)	id=g:7307699
Rusk Post Office (historical)	id=g:7307700
Reno Post Office (historical)	id=g:7307701
Pottamie Post Office (historical)	id=g:7307702
Portsheldon Post Office (historical)	id=g:7307703
Pearline Post Office (historical)	id=g:7307704
Ottawa Station Post Office (historical)	id=g:7307705
Ottawa Beach Post Office (historical)	id=g:7307706
Olive Center Post Office (historical)	id=g:7307707
Nortonville Post Office (historical)	id=g:7307708
Noordeloos Post Office (historical)	id=g:7307709
New Holland Post Office (historical)	id=g:7307710
New Groningen Post Office (historical)	id=g:7307711
Herrington Post Office (historical)	id=g:7307712
Hanley Post Office (historical)	id=g:7307713
Harrisburg Post Office (historical)	id=g:7307714
Gooding Post Office (historical)	id=g:7307715
Gitchel Post Office (historical)	id=g:7307716
Drenthe Post Office (historical)	id=g:7307717
Georgetown Post Office (historical)	id=g:7307718
Forestgrove Post Office (historical)	id=g:7307719
Eastmanville Post Office (historical)	id=g:7307720
Connelly Dance Center	id=g:7307721
Dance Studio A	id=g:7307722
Joanette Dance Studio	id=g:7307723
Louise Benes Dance Studio	id=g:7307724
Rising Stars Dance Studio	id=g:7307725
Stanford Dance Studio	id=g:7307726
Steps Ahead Dance Studio	id=g:7307727
Embassy 72nd Street Theatre (historical)	id=g:7307728
Embassy Cinema (historical)	id=g:7307729
Embassy Theatre (historical)	id=g:7307730
Empress Theater (historical)	id=g:7307731
East River Plaza Shopping Center	id=g:7307732
Flying Eagle Cove	id=g:7307733
Minnie Creek	id=g:7307734
Minerva-Midway Cemetery	id=g:7307735
Black Canyon Creek	id=g:7307736
Policarpio Creek	id=g:7307737
Hot Springs Canyon Creek	id=g:7307738
Oval Sink	id=g:7307739
East Holland Post Office (historical)	id=g:7307740
Dennison Post Office (historical)	id=g:7307741
Debri Post Office (historical)	id=g:7307742
Parkside Bible Church	id=g:7307743
Crisp Post Office (historical)	id=g:7307744
Borculo Post Office (historical)	id=g:7307745
Blendon Post Office (historical)	id=g:7307746
Big Spring Post Office (historical)	id=g:7307747
Beaverdam Post Office (historical)	id=g:7307748
Bauer Post Office (historical)	id=g:7307749
Bassriver Post Office (historical)	id=g:7307750
Agnew Post Office (historical)	id=g:7307751
Pillar Christian Reformed Church	id=g:7307752
Peace Lutheran Church	id=g:7307753
Resurrection Life Church	id=g:7307754
Church of the Nazarene	id=g:7307755
Pine Creek Christian Reformed Church	id=g:7307756
Beechwood Reformed Church	id=g:7307757
Church of God of Prophecy	id=g:7307758
Central Avenue Christian Reformed Church	id=g:7307759
Christ Memorial Reformed Church	id=g:7307760
Calvin Christian Reformed Church	id=g:7307761
Reformed Baptist Church of Holland	id=g:7307762
Baha'i Faith of Holland	id=g:7307763
Hester Park	id=g:7307764
Cook Landing Site	id=g:7307765
Higher Ground Ministries	id=g:7307766
Glenwood Post Office	id=g:7307767
Falls of Clyde	id=g:7307768
Oak Grove Resort Campground	id=g:7307769
Lake Macatawa Campground	id=g:7307770
Lake Michigan Campground	id=g:7307771
Ottawa County Courthouse	id=g:7307772
Eastown Shopping Center	id=g:7307773
Cedar Village Mall	id=g:7307774
Westshore Mall	id=g:7307775
Davenport University-Holland Campus	id=g:7307776
Jacks Pocket	id=g:7307777
Holland Station	id=g:7307778
Rosabelle Beach	id=g:7307779
Central Family Worship Center	id=g:7307780
Coopersville Christian Church	id=g:7307781
Coopersville United Methodist Church	id=g:7307782
Coopersville Fire Department	id=g:7307783
Coopersville Post Office	id=g:7307784
Coopersville Farm Museum	id=g:7307785
Coopersville East Elementary School	id=g:7307786
Coopersville West Elementary School	id=g:7307787
Coopersville Junior High School	id=g:7307788
Coopersville Police Department	id=g:7307789
Coopersville High School	id=g:7307790
Saint Michael's Catholic Church	id=g:7307791
Lamont Christian Reformed Church	id=g:7307792
Eastmanville United Reformed Church	id=g:7307793
Saint Joseph Catholic Church	id=g:7307794
Saint Joseph School	id=g:7307795
Conklin Post Office	id=g:7307796
Conklin Reformed Church	id=g:7307797
Lakeshore Church of Christ	id=g:7307798
Rose Park Baptist Church	id=g:7307799
Rose Park Reformed Church	id=g:7307800
Calvary Christian Reformed Church	id=g:7307801
Holland Church of Christ	id=g:7307802
Crosswinds Community Church	id=g:7307803
Northpoint Assembly of God Church	id=g:7307804
Our Lady of the Lake Parish	id=g:7307805
Harvestime Fellowship Church	id=g:7307806
Full Gospel All Nation Church	id=g:7307807
Grace Reformed Church	id=g:7307808
Spurgeon Heritage Church	id=g:7307809
Kingdom Hall of Jehovah's Witnesses	id=g:7307810
Central Park Reformed Church	id=g:7307811
Calvary Baptist Church	id=g:7307812
Montello Park Christian Church	id=g:7307813
Bethel Reformed Church	id=g:7307814
Immanuel Baptist Church	id=g:7307815
Grace Episcopal Church	id=g:7307816
First Assembly of God Church	id=g:7307817
Fourth Reformed Church	id=g:7307818
Holland Friends Church	id=g:7307819
Hope Church	id=g:7307820
First United Methodist Church	id=g:7307821
Potter's Wheel Bible Church	id=g:7307822
Saint Francis de Sales Catholic Church	id=g:7307823
Third Reformed Church	id=g:7307824
Missionary Church of Christ	id=g:7307825
Fourteenth Street Christian Reformed Church	id=g:7307826
Crossroad Church	id=g:7307827
Trinity Reformed Church	id=g:7307828
First Presbyterian Church	id=g:7307829
First Reformed Church	id=g:7307830
Zion Lutheran Church	id=g:7307831
Bethany Christian Reformed Church	id=g:7307832
Lakeshore Vineyard Christian Church	id=g:7307833
Holland Gospel Chapel	id=g:7307834
Faith Christian Reformed Church	id=g:7307835
Lord of Life Lutheran Church	id=g:7307836
Covenant Presbyterian Church	id=g:7307837
Lighthouse Baptist Church	id=g:7307838
Holland Baptist Church	id=g:7307839
Seventh Day Adventist Church	id=g:7307840
Ridge Point Community Church	id=g:7307841
Good Shepherd Lutheran Church	id=g:7307842
Miromar Lakes	id=g:7307843
Lake Myra Elementary School	id=g:7307844
Pinehurst Cemetery	id=g:7307845
North Holland Reformed Church	id=g:7307846
Lao Buddhist Temple of Holland	id=g:7307847
Westshore Christian Church	id=g:7307848
Van Wylen Library	id=g:7307849
Lakeview Mobile Park	id=g:7307850
Drew's Country Camping	id=g:7307851
Conklin Station (historical)	id=g:7307852
Winding Creek Golf Club	id=g:7307853
Leisure Estates Mobile Home Park	id=g:7307854
Sixteenth Street Residential Facility	id=g:7307855
Prince Medical Center	id=g:7307856
Cappon House Museum	id=g:7307857
Ottogan Mobile Home Estates	id=g:7307858
Lincoln Estates Mobile Home Park	id=g:7307859
Willow Park Mobile Home Park	id=g:7307860
Holiday West Village Mobile Home Park	id=g:7307861
Waverly Shores Village Mobile Home Park	id=g:7307862
Windmill Mobile Home Park	id=g:7307863
Holland Hospital Prime Care	id=g:7307864
New Life Fellowship Church	id=g:7307865
First Protestant Reformed Church	id=g:7307866
Gateway Community Church	id=g:7307867
Reformed Baptist Church	id=g:7307868
Zeeland Church of God	id=g:7307869
Zeeland Free Methodist Church	id=g:7307870
Bethel Christian Reformed Church	id=g:7307871
Community Reformed Church	id=g:7307872
Haven Christian Reformed Church	id=g:7307873
Faith Reformed Church	id=g:7307874
First Baptist Church	id=g:7307875
First Reformed Church	id=g:7307876
Second Reformed Church	id=g:7307877
Old Kent Pond Park	id=g:7307878
Johnston Park	id=g:7307879
Klaver Park	id=g:7307880
Klempel Park	id=g:7307881
Mercury Park	id=g:7307882
Pottawattomie Park	id=g:7307883
Tanglewood Park	id=g:7307884
Kiert Island Park	id=g:7307885
Minnie Skwarek Nature Reserve	id=g:7307886
West Michigan Academy of Arts and Sciences	id=g:7307887
Walden Green Montessori School	id=g:7307888
Fire Barn Park	id=g:7307889
Coast Guard Park	id=g:7307890
Ferrysburg Nature Preserve	id=g:7307891
Sunnyside Park	id=g:7307892
Water Tower Park	id=g:7307893
Coopersville Station	id=g:7307894
Veterans Park	id=g:7307895
Main Street Park	id=g:7307896
Grove Street Park	id=g:7307897
Randall Street Medical Clinic	id=g:7307898
Northeast Ottawa District Library	id=g:7307899
Grace Lutheran Church	id=g:7307900
Coopersville Bible Church	id=g:7307901
Coopersville Church of Christ	id=g:7307902
Coopersville Reformed Church	id=g:7307903
Timberline Estates Mobile Home Park	id=g:7307904
Grand Country Mobile Home Village	id=g:7307905
Conestoga Grand River Campground	id=g:7307906
White Plains Middle School	id=g:7307907
Grand Haven High School	id=g:7307908
Lakeshore Baptist Church	id=g:7307909
Lakeshore Baptist Academy	id=g:7307910
Lakeshore Middle School	id=g:7307911
Grand Haven Loutit Library	id=g:7307912
Tri Cities Historical Museum	id=g:7307913
Grand Haven Post Office	id=g:7307914
Grand Haven City Hall	id=g:7307915
Grand Haven Fire Department	id=g:7307916
Spring Lake Wesleyan Church	id=g:7307917
Spring Lake Presbyterian Church	id=g:7307918
Spring Lake Christian Reformed Church	id=g:7307919
Lakeshore Lutheran Fellowship	id=g:7307920
Ferrysburg Church	id=g:7307921
Discovery Montessori School	id=g:7307922
Country Estates Mobile Home Park	id=g:7307923
First Baptist Church	id=g:7307924
Warner Baird District Library	id=g:7307925
Christ Community Church	id=g:7307926
Spring Lake Fire Department	id=g:7307927
Spring Lake Post Office	id=g:7307928
Saint Mary's Church	id=g:7307929
Saint Mary's School	id=g:7307930
Spring Lake Junior High School	id=g:7307931
Spring Lake High School	id=g:7307932
Spring Lake Country Club	id=g:7307933
Ferrysburg Fire Department	id=g:7307934
Ferrysburg Post Office	id=g:7307935
Spring Lake Police Department	id=g:7307936
Mill Point Park	id=g:7307937
North Ottawa Community Hospital	id=g:7307938
Ottawa County Building	id=g:7307939
Chinook Pier Park	id=g:7307940
Maplewood Lake	id=g:7307941
Hager Park	id=g:7307942
First Christian Reformed Church	id=g:7307943
Third Christian Reformed Church	id=g:7307944
North Street Christian Church	id=g:7307945
Logan Estates Mobile Home Park	id=g:7307946
Zeeland Community Hospital	id=g:7307947
Peace Reformed Church	id=g:7307948
Christ Our Savior Church	id=g:7307949
South Olive Christian Church	id=g:7307950
Holland Heights Christian Church	id=g:7307951
Calvary Reformed Church	id=g:7307952
First Baptist Church	id=g:7307953
Church of Jesus Christ of Latter Day Saints	id=g:7307954
Daystar Living Church	id=g:7307955
Mapleview Valley Mobile Home Park	id=g:7307956
Pheasant Golf Course	id=g:7307957
Christian Reformed Church of Rusk	id=g:7307958
Drenthe Christian Reformed Church	id=g:7307959
Howard Miller Public Library	id=g:7307960
Zeeland Post Office	id=g:7307961
Zeeland Historical Museum	id=g:7307962
Quincy Elementary School	id=g:7307963
Cityside Middle School	id=g:7307964
Creekside Middle School	id=g:7307965
Zeeland West High School	id=g:7307966
Zeeland East High School	id=g:7307967
Woodbridge Elementary School	id=g:7307968
Borculo Christian Church	id=g:7307969
Beaverdam Reformed Church	id=g:7307970
Tallmadge Wesleyan Church	id=g:7307971
Marne Post Office	id=g:7307972
Marne United Methodist Church	id=g:7307973
Marne Elementary School	id=g:7307974
Berlin Baptist Church	id=g:7307975
Sand Creek Golf Club	id=g:7307976
Western Greens Country Club	id=g:7307977
Country Village Mobile Park	id=g:7307978
Marne Station	id=g:7307979
Lamont Post Office	id=g:7307980
Jenison Station	id=g:7307981
Brookside Meadows Community Mobile Home Park	id=g:7307982
Fairway Christian Reformed Church	id=g:7307983
Faith Protestant Reformed School	id=g:7307984
Water of Life Community Church	id=g:7307985
Grace Bible Fellowship	id=g:7307986
Holy Redeemer Catholic Church	id=g:7307987
Georgetown United Methodist Church	id=g:7307988
Parkwood Presbyterian Church	id=g:7307989
Holy Cross Lutheran Church	id=g:7307990
Hager Park Church	id=g:7307991
Bethel United Reformed Church	id=g:7307992
Baldwin Street Christian Church	id=g:7307993
Rock of Ages Evangelical Lutheran Church	id=g:7307994
Ridgewood Christian Reformed Church	id=g:7307995
Twelfth Avenue Christian Church	id=g:7307996
First Jenison Christian Reformed Church	id=g:7307997
Cottonwood Heights Christian Church	id=g:7307998
Jenison Baptist Temple	id=g:7307999
Jenison Post Office	id=g:7308000
Georgetown Medical Center	id=g:7308001
Sandy Hill Elementary School	id=g:7308002
Rosewood Elementary School	id=g:7308003
Jenison Junior High School	id=g:7308004
Jenison Senior High School	id=g:7308005
Jenison Christian School	id=g:7308006
Hudsonville Station	id=g:7308007
Hudsonville Freshman Campus	id=g:7308008
Summergreen Golf Course	id=g:7308009
Veterans Park	id=g:7308010
Sunrise Park	id=g:7308011
Hillside Park	id=g:7308012
Hudsonville Nature Center	id=g:7308013
Fellowship Covenant Church	id=g:7308014
Jenison Bible Church	id=g:7308015
Hudsonville Protestant Reformed Church	id=g:7308016
Heritage Reformed Church	id=g:7308017
Hudsonville Reformed Church	id=g:7308018
Grace Community Church	id=g:7308019
Living Word Assembly Church	id=g:7308020
First Christian Reformed Church	id=g:7308021
Harvest Baptist Church	id=g:7308022
Trinity Protestant Reformed Church	id=g:7308023
Immanuel Christian Reformed Church	id=g:7308024
Hillcrest Christian Reformed Church	id=g:7308025
Rosewood Reformed Church	id=g:7308026
Jenison Christian Church	id=g:7308027
Messiah Christian Reformed Church	id=g:7308028
Cornerstone United Reformed Church	id=g:7308029
Fellowship Reformed Church	id=g:7308030
New Hope Lutheran Church	id=g:7308031
Georgetown Protestant Reformed Church	id=g:7308032
Wellspring Community Church	id=g:7308033
Georgetown Bible Church	id=g:7308034
Covenant Community Church	id=g:7308035
Bread of Life Lutheran Church	id=g:7308036
Daybreak Community Church	id=g:7308037
Rolling Hills Golf Course	id=g:7308038
Country Hills Village Mobile Home Park	id=g:7308039
Baldwin Oaks Campground	id=g:7308040
Hudsonville Police Department	id=g:7308041
Freedom Baptist School	id=g:7308042
Heritage Christian School	id=g:7308043
Hudsonville Christian Middle School	id=g:7308044
Park Elementary School	id=g:7308045
Hudsonville Post Office	id=g:7308046
Hudsonville Fire Department	id=g:7308047
Hudsonville Library	id=g:7308048
Hudsonville Christian Elementary School	id=g:7308049
Unity Christian High School	id=g:7308050
South Elementary School	id=g:7308051
Hudsonville High School	id=g:7308052
Presidential Estates Mobile Home Park	id=g:7308053
Riley Street Middle School	id=g:7308054
Patmos Library	id=g:7308055
Baldwin Street Middle School	id=g:7308056
Zutphen Christian Reformed Church	id=g:7308057
Jamestown Elementary School	id=g:7308058
Jamestown Christian Reformed Church	id=g:7308059
Jamestown Baptist Church	id=g:7308060
Forest Grove Reformed Church	id=g:7308061
Forest Grove Elementary School	id=g:7308062
Forest Grove Christian Church	id=g:7308063
Beaverdam Christian Church	id=g:7308064
Bauer Community Fellowship Church	id=g:7308065
Bauer Christian Reformed Church	id=g:7308066
Bauer Elementary School	id=g:7308067
Bauer Seventh-Day Adventist Church	id=g:7308068
West Olive Station	id=g:7308069
West Olive Estates Mobile Home Park	id=g:7308070
West Olive Christian Reformed Church	id=g:7308071
West Olive Post Office	id=g:7308072
Ottawa Reformed Church	id=g:7308073
Haven Shores Community Church	id=g:7308074
Pigeon Creek Golf Course	id=g:7308075
Generations Baptist Church	id=g:7308076
Faith United Reformed Church	id=g:7308077
Kirk County Park	id=g:7308078
West Ottawa Golf Course	id=g:7308079
Jamestown Station (historical)	id=g:7308080
Nunica Station (historical)	id=g:7308081
Nunica Post Office	id=g:7308082
Terra Verde Golf Course	id=g:7308083
Nunica Bible Church	id=g:7308084
Saint Luke Lutheran Church	id=g:7308085
Crockery Mobile Home Park	id=g:7308086
Kingdom Hall of Jehovah's Witnesses	id=g:7308087
Fellowship Bible Church	id=g:7308088
Church of Christ	id=g:7308089
Church of God	id=g:7308090
Resurrection Life Church	id=g:7308091
Second Christian Reformed Church	id=g:7308092
United Methodist Church	id=g:7308093
Covenant Life Church	id=g:7308094
Church of the Healing Christ	id=g:7308095
Saint John's Lutheran Church	id=g:7308096
Saint John's Episcopal Church	id=g:7308097
Saint Patrick's Church	id=g:7308098
First Reformed Church	id=g:7308099
Seventh-Day Adventist Church	id=g:7308100
Trinity Reformed Church	id=g:7308101
Christian Science Church	id=g:7308102
First Presbyterian Church	id=g:7308103
Second Reformed Church	id=g:7308104
Calvary Christian Fellowship	id=g:7308105
Saint Paul's United Church of Christ	id=g:7308106
Church of the Nazarene	id=g:7308107
Watermark Church	id=g:7308108
Riverside Nursing Center	id=g:7308109
Shore Haven Nursing Home	id=g:7308110
Grand Haven Clinic	id=g:7308111
Dunewood Medical Center	id=g:7308112
River Haven Village Mobile Home Park	id=g:7308113
Village Green Mobile Home Park	id=g:7308114
Robinson Baptist Church	id=g:7308115
Robinson Elementary School	id=g:7308116
Grand Haven Golf Club	id=g:7308117
Grand Haven Police Department	id=g:7308118
Saint Johns Station (historical)	id=g:7308119
Saint Johns Police Department	id=g:7308120
Salish Sea	id=g:7308121
Lake Station Cemetery	id=g:7308122
North Jericho Cemetery	id=g:7308123
Dove Run	id=g:7308124
Kramer Run	id=g:7308125
Wild Violet Run	id=g:7308126
Kilkare (historical)	id=g:7308127
Orr Branch	id=g:7308128
Agnew Run	id=g:7308129
Chandlers Run	id=g:7308130
Brickyard Run	id=g:7308131
Snake Creek	id=g:7308132
Tecolate Creek	id=g:7308133
Laurel Woods Run	id=g:7308134
Miller Run	id=g:7308135
Richards Run	id=g:7308136
Walton Run	id=g:7308137
Water Plug Prong	id=g:7308138
Whiskey Run	id=g:7308139
Woodcock Rill	id=g:7308140
South Fork Dry Creek	id=g:7308141
Spanky Branch	id=g:7308142
Steamboat Bend	id=g:7308143
90th Street Drain	id=g:7308144
F Street Drain	id=g:7308145
Frederick Street Drain	id=g:7308146
Champions Creek	id=g:7308147
Midland Creek	id=g:7308148
East Midland Creek	id=g:7308149
West Midland Creek	id=g:7308150
Fricke Creek	id=g:7308151
Indian Creek	id=g:7308152
Lockwood Creek	id=g:7308153
Old Home Creek	id=g:7308154
Tiburon Creek	id=g:7308155
Beadle Creek	id=g:7308156
Behm Creek	id=g:7308157
Betz Road Ditch	id=g:7308158
Boettger Creek	id=g:7308159
Glenbrook Creek	id=g:7308160
Hanover Creek	id=g:7308161
Huntington Creek	id=g:7308162
Lonergan Creek	id=g:7308163
Morton Creek	id=g:7308164
Sachs-Palmer Creek	id=g:7308165
Schram Creek	id=g:7308166
Thompson Creek	id=g:7308167
Whitted Creek	id=g:7308168
North Whitted Creek	id=g:7308169
King Pond	id=g:7308170
Larga Vista Fork	id=g:7308171
Cupacoffee Creek	id=g:7308172
Old Galloway Creek	id=g:7308173
Hardwick Branch	id=g:7308174
Crystal Lakes Country Estates	id=g:7308175
Calf Hill Creek (historical)	id=g:7308176
Camp Cho-Yeh	id=g:7308177
Blue Mountains	id=g:7308178
Earl Brown Park	id=g:7308179
Golden Fleece Mine	id=g:7308180
Black Crook Mine	id=g:7308181
Lake Eva Park	id=g:7308182
8 Acre Park	id=g:7308183
Boomerang Park	id=g:7308184
Cook Field	id=g:7308185
Railroad Park	id=g:7308186
Larry Parrish Baseball Complex	id=g:7308187
East Park Softball Complex	id=g:7308188
Flandreau Cemetery	id=g:7308189
Dacusville Church of God	id=g:7308190
Center Point Church	id=g:7308191
Easley Church of God	id=g:7308192
Gap Hill Church of God	id=g:7308193
Liberty Church of God	id=g:7308194
Five Point Fellowship	id=g:7308195
Grace Baptist Church of Arlington	id=g:7308196
Sperling Sporting Complex	id=g:7308197
Ben Wilson Water Plant	id=g:7308198
Primera Iglesia Hispana	id=g:7308199
Children's Home Montessori School	id=g:7308200
Casa Montessori	id=g:7308201
Reedsburg Area High School	id=g:7308202
Webb Junior High School	id=g:7308203
Pineview Elementary School	id=g:7308204
Loganville Elementary	id=g:7308205
Reedsburg Christian School	id=g:7308206
Rock Springs Elementary	id=g:7308207
West Side Elementary	id=g:7308208
Weston Elementary School	id=g:7308209
Weston Middle School	id=g:7308210
Saint Anthony's Elementary School	id=g:7308211
Saint Anthony De Padua	id=g:7308212
Big Rock Park	id=g:7308213
Black Canyon Creek	id=g:7308214
Calvin Bend	id=g:7308215
Saint Pauls School (historical)	id=g:7308216
Holy Comforter Episcopal Church	id=g:7308217
Volusia County Fire Service Station 45	id=g:7308218
Life Point Community Church	id=g:7308219
Hammond Ranch	id=g:7308220
Sandy Hill School (historical)	id=g:7308221
Port Lavaca Cemetery	id=g:7308222
Ranger Cemetery	id=g:7308223
Hatch Cemetery	id=g:7308224
Old Town Cemetery	id=g:7308225
Six Mile Cemetery	id=g:7308226
Little Marys Grave	id=g:7308227
Asarco Smelter Tunnel	id=g:7308228
Battery Street Tunnel	id=g:7308229
Fort Columbia Tunnel	id=g:7308230
Knapps Hill Tunnel	id=g:7308231
Lake Keechelus Snowshed Tunnel	id=g:7308232
Mount Baker Ridge Tunnel	id=g:7308233
Multon Falls Tunnel	id=g:7308234
Discover the Disciple Church	id=g:7308235
New Cascade Tunnel	id=g:7308236
Rimrock Tunnel	id=g:7308237
South Roaring Fork	id=g:7308238
Tunnel No. 1	id=g:7308239
Tunnel No. 2	id=g:7308240
Tunnel No. 3	id=g:7308241
Tunnel No. 4	id=g:7308242
Tunnel No. 5	id=g:7308243
Tunnel on US 2	id=g:7308244
Tunnel on WA 123	id=g:7308245
Tunnel on WA 14	id=g:7308246
Sundquist Flats	id=g:7308247
Rapid Aerostat Initial Deployment System (RAID)	id=g:7308248
Chester Bridge	id=g:7308249
County Line Baptist Church Cemetery	id=g:7308250
Brass Community School	id=g:7308251
Crescent Bend Nature Park	id=g:7308252
Superior Care Home	id=g:7308253
Living Waters Christian Church	id=g:7308254
Life Center Church of God	id=g:7308255
Abundant Life Fellowship	id=g:7308256
WindSong Church Of Christ	id=g:7308257
Mosaic Miami Church	id=g:7308258
United Presbyterian Church of Middletown (Webb Horton Memorial location)	id=g:7308259
United Presbyterian Church of Middletown (First Presbyterian location)	id=g:7308260
Beresford Cemetery	id=g:7308261
Lighthouse Christian Church	id=g:7308262
Lighthouse Christian Academy	id=g:7308263
Lighthouse Christian Church	id=g:7308264
Lighthouse Christian Academy	id=g:7308265
Bethel Church Cemetery	id=g:7308266
The Bible Baptist Church	id=g:7308267
Ministry Center	id=g:7308268
Lagoon Road Creek	id=g:7308269
East Olive Elementary School	id=g:7308270
Briggs Public Library	id=g:7308271
Saint Johns Post Office	id=g:7308272
Stetson Soccer Complex	id=g:7308273
Champlin Beach Park	id=g:7308274
Bear Springs Blossom Nature Preserve	id=g:7308275
