Hārpur	id=g:7488963
Vossekot	id=g:2784353
Vossekot	id=g:2784354
Vossegat	id=g:2784355
Vosputhoek	id=g:2784356
Voskenshoek	id=g:2784357
Voskapel	id=g:2784358
Voshoek	id=g:2784359
Vosheydt	id=g:2784360
Vosdonken	id=g:2784361
Vosberg	id=g:2784362
Vosbeek	id=g:2784363
Vorst	id=g:2784364
Laakdal	id=g:2784365
Vorssingers	id=g:2784366
Vorsenpoel	id=g:2784367
Vorsen	id=g:2784368
Vorsen	id=g:2784369
Vorselaar	id=g:2784370
Vorselaar	id=g:2784371
Vorsdonkbos	id=g:2784372
Voroux-lez-Liers	id=g:2784373
Voroux-lez-Liers	id=g:2784374
Voroux-Goreux	id=g:2784375
Voroux-Goreux	id=g:2784376
Vorder Hart	id=g:2784377
Vordenstein	id=g:2784378
Voortkapel	id=g:2784379
Voortberg	id=g:2784380
Voortbeek	id=g:2784381
Voortbeek	id=g:2784382
Voort	id=g:2784383
Voort	id=g:2784384
Voort	id=g:2784385
Voort	id=g:2784386
Voort	id=g:2784387
Voort	id=g:2784388
Voorste Nete	id=g:2784389
Voorste Hostie	id=g:2784390
Voor Spiekelspade Heide	id=g:2784391
Voorshoven	id=g:2784392
Voornestraat	id=g:2784393
Voormezele	id=g:2784394
Voormezele	id=g:2784395
Voorhoutbeek	id=g:2784396
Voorhout	id=g:2784397
Voorheide	id=g:2784398
Voorheide	id=g:2784399
Voorhaven	id=g:2784400
Vooreel	id=g:2784401
Voordestraat	id=g:2784402
Voorderweert	id=g:2784403
Hof te Voorde	id=g:2784404
Voorde	id=g:2784405
Voorde	id=g:2784406
Voorde	id=g:2784407
Voorde	id=g:2784408
Voorde	id=g:2784409
Voogdij	id=g:2784410
Vonêche	id=g:2784411
Vonêche	id=g:2784412
Vondelen	id=g:2784413
Vondelbeek	id=g:2784414
Vondelbeek	id=g:2784415
Volsem	id=g:2784416
Volsbergen	id=g:2784417
Volpenswege	id=g:2784418
Vollonsbos	id=g:2784419
Vollezele	id=g:2784420
Vollezele	id=g:2784421
Volkerich	id=g:2784422
Volkegem	id=g:2784423
Volkegem	id=g:2784424
Volaiville	id=g:2784425
Voie du Chenet	id=g:2784426
Vogenée	id=g:2784427
Vogenée	id=g:2784428
Vogelzangkapel	id=g:2784429
Vogelzanghoeve	id=g:2784430
Vogelzanghoeve	id=g:2784431
Vogelzangbos	id=g:2784432
Vogelzangbeek	id=g:2784433
Vogelzang	id=g:2784434
Vogelzang	id=g:2784435
Vogelzang	id=g:2784436
Vogelzang	id=g:2784437
Vogelzang	id=g:2784438
Vogelzang	id=g:2784439
Vogelzang	id=g:2784440
Vogelzang	id=g:2784441
Vogelzang	id=g:2784442
Vogelzang	id=g:2784443
Vogelzang	id=g:2784444
Vogelsberg	id=g:2784445
Vogelhoek	id=g:2784446
Vogelenzang	id=g:2784447
Vogelenzang	id=g:2784448
Vogelenzang	id=g:2784449
Voetbeek	id=g:2784450
Voer	id=g:2784451
Voer	id=g:2784452
Vodelée	id=g:2784453
Vodelée	id=g:2784454
Vodecée	id=g:2784455
Vodecée	id=g:2784456
Vluchtenburg	id=g:2784457
Vlootgracht	id=g:2784458
Vloetgracht	id=g:2784459
Vloetgracht	id=g:2784460
Vloerzegem	id=g:2784461
Vloegroebe	id=g:2784462
Vlissegem	id=g:2784463
Vlissegem	id=g:2784464
Vlimmeren	id=g:2784465
Vlimmeren	id=g:2784466
Vlijtingen	id=g:2784467
Vlijtingen	id=g:2784468
Vlijminkshoek	id=g:2784469
Vlietmanshoek	id=g:2784470
Vliete-Bollebeek	id=g:2784471
Vlietbeek	id=g:2784472
Vliet	id=g:2784473
Vlierzele	id=g:2784474
Vlierzele	id=g:2784475
Vliermaalroot	id=g:2784476
Vliermaalroot	id=g:2784477
Vliermaal	id=g:2784478
Vliermaal	id=g:2784479
Vlierbeek	id=g:2784480
Vlierbeek	id=g:2784481
Vlienderhage	id=g:2784482
Vliegenstal	id=g:2784483
Vliegeneinde	id=g:2784484
Vliegendpaard	id=g:2784485
Vlezenbeek	id=g:2784486
Vlezenbeek	id=g:2784487
Vlezenbeek	id=g:2784488
Vleurgat	id=g:2784489
Vleugt	id=g:2784490
Vlietbeek	id=g:2784491
Vlessart	id=g:2784492
Vlekkem	id=g:2784493
Vlekkem	id=g:2784494
Vlassendaal	id=g:2784495
Vlassenbroek	id=g:2784496
Vlasselaar	id=g:2784497
Vlassardstraat	id=g:2784498
Vlas Rood	id=g:2784499
Vlas Retje	id=g:2784500
Vlasmer	id=g:2784501
Vlasendaal	id=g:2784502
Vlasberg	id=g:2784503
Vlamertinge	id=g:2784504
Vlamertinge	id=g:2784505
Ruisseau de la Vlamerie	id=g:2784506
Vladslo-Vaartje	id=g:2784507
Vladslo	id=g:2784508
Vladslo	id=g:2784509
Vlaanderbeek	id=g:2784510
Vlaams Hoofd	id=g:2784511
Vla	id=g:2784512
Vivy	id=g:2784513
Vivy	id=g:2784514
Vivrou	id=g:2784515
Viville	id=g:2784516
Bois des Viviers	id=g:2784517
Viviers	id=g:2784518
Vivier le Duc	id=g:2784520
Vivier d'Oie	id=g:2784521
Vivier Coulon	id=g:2784522
Ferme du Vivier	id=g:2784523
Château du Vivier	id=g:2784524
Bois du Vivier	id=g:2784525
Vivier	id=g:2784526
Viveriaux	id=g:2784527
Bois de Vivegnis	id=g:2784528
Vivegnis	id=g:2784529
Vivegnis	id=g:2784530
Vitshaag	id=g:2784531
Vitseroelhof	id=g:2784532
Vitseroel	id=g:2784533
Vitrival	id=g:2784534
Vitrival	id=g:2784535
Vitchen	id=g:2784536
Vissoule	id=g:2784537
Vissoul	id=g:2784538
Vissershoek	id=g:2784539
Kanaal der Visserij	id=g:2784540
Vissenholhoeve	id=g:2784541
Vissenheuvel	id=g:2784542
Visseneinde	id=g:2784543
Vissenaken	id=g:2784544
Vissenaken	id=g:2784545
Vispoel	id=g:2784546
Visplukt	id=g:2784547
Visé	id=g:2784548
Visé	id=g:2784549
Viscourt	id=g:2784550
Visbedden	id=g:2784551
Visakker	id=g:2784552
Bois de Virton	id=g:2784553
Arrondissement de Virton	id=g:2784554
Virton	id=g:2784555
Virton	id=g:2784556
Viroin	id=g:2784557
Virginal-Samme	id=g:2784558
Virginal-Samme	id=g:2784559
Étang de Virelles	id=g:2784560
Bois de Virelles	id=g:2784561
Virelles	id=g:2784562
Virelles	id=g:2784563
Bois de la Virée Sainte-Barbe	id=g:2784564
Bois des Virées	id=g:2784565
Virée du Lac	id=g:2784566
Virée du Fretis	id=g:2784567
Virée des Houlines	id=g:2784568
Virée des Croix	id=g:2784569
Virée de Schevauche	id=g:2784570
Bois de la Virée de la Doucette	id=g:2784571
Virée de la Basse Voie	id=g:2784572
Virée de Gaudru	id=g:2784573
Bois de la Virée d'Arnies	id=g:2784574
Virée d'Almache	id=g:2784575
Virée Coquinet	id=g:2784576
Virée aux Scies	id=g:2784577
Virée aux Loups	id=g:2784578
Virée aux Abois	id=g:2784579
Virée Audin	id=g:2784580
Virée à l'Goufre	id=g:2784581
Vî Pays	id=g:2784582
Violette	id=g:2784583
Vinrut	id=g:2784584
't Hof Vinne	id=g:2784585
Bois de Vinne	id=g:2784586
Vinkwijk	id=g:2784587
Vinkt	id=g:2784588
Vinkt	id=g:2784589
Vinkenhoek	id=g:2784590
Vinkenhoek	id=g:2784591
Vinkenberg	id=g:2784592
Vinkem Beek	id=g:2784593
Vinkem	id=g:2784594
Vinkem	id=g:2784595
Vink	id=g:2784596
Vinderhoute	id=g:2784597
Vinderhoute	id=g:2784598
Vincon	id=g:2784599
Ferme Vincart	id=g:2784600
Vinave	id=g:2784601
Vinalmont	id=g:2784602
Vinalmont	id=g:2784603
Vilvoorde	id=g:2784604
Vilvoorde	id=g:2784605
Villez	id=g:2784606
Villettes	id=g:2784607
Ville-sur-Haine	id=g:2784608
Ville-sur-Haine	id=g:2784609
Villers-Tortrue	id=g:2784610
Villers-sur-Semois	id=g:2784611
Villers-sur-Semois	id=g:2784612
Villers-sur-Lesse	id=g:2784613
Villers-sur-Lesse	id=g:2784614
Villers-Saint-Siméon	id=g:2784615
Villers-Saint-Siméon	id=g:2784616
Villers-Saint-Ghislain	id=g:2784617
Villers-Saint-Ghislain	id=g:2784618
Villers-Sainte-Gertrude	id=g:2784619
Villers-Sainte-Gertrude	id=g:2784620
Villers-Saint-Amand	id=g:2784621
Villers-Saint-Amand	id=g:2784622
Villers-Poterie	id=g:2784623
Villers-Poterie	id=g:2784624
Villers-Perwin	id=g:2784625
Les Bons Villers	id=g:2784626
Villers-Notre-Dame	id=g:2784627
Villers-Notre-Dame	id=g:2784628
Villers-lez-Heest	id=g:2784629
Villers-lez-Heest	id=g:2784630
Villers-l'Évêque	id=g:2784631
Villers-l'Évêque	id=g:2784632
Villers-le-Temple	id=g:2784633
Villers-le-Temple	id=g:2784634
Villers-le-Peuplier	id=g:2784635
Villers-le-Peuplier	id=g:2784636
Villers-le-Gambon	id=g:2784637
Villers-le-Gambon	id=g:2784638
Villers-le-Bouillet	id=g:2784639
Villers-le-Bouillet	id=g:2784640
Villers-la-Ville	id=g:2784641
Villers-la-Ville	id=g:2784642
Bois de Villers-la-Tour	id=g:2784643
Villers-la-Tour	id=g:2784644
Villers-la-Tour	id=g:2784645
Villers-la-Loue	id=g:2784646
Villers-la-Loue	id=g:2784647
Villers-la-Bonne-Eau	id=g:2784648
Villers-la-Bonne-Eau	id=g:2784649
Villers-en-Fagne	id=g:2784650
Villers-en-Fagne	id=g:2784651
Villers-devant-Orval	id=g:2784652
Villers-devant-Orval	id=g:2784653
Villers-Deux-Églises	id=g:2784654
Villers-Deux-Églises	id=g:2784655
Villers-aux-Tours	id=g:2784656
Villers-aux-Tours	id=g:2784657
Ruisseau de Villers	id=g:2784658
Ruisseau de Villers	id=g:2784659
Kasteel de Villers	id=g:2784660
Bois de Villers	id=g:2784661
Bois de Villers	id=g:2784662
Villers	id=g:2784663
Villeroux	id=g:2784664
Villeroux	id=g:2784665
Villerot	id=g:2784666
Villerot	id=g:2784667
Villeret	id=g:2784668
Ville-Pommeroeul	id=g:2784669
Ville-Pommeroeul	id=g:2784670
Ruisseau de Villencourt	id=g:2784671
Ville en Waret	id=g:2784672
Ville-en-Hesbaye	id=g:2784673
Ville-en-Hesbaye	id=g:2784674
Ville-du-Bois	id=g:2784675
Fange derrière la Ville	id=g:2784677
Bois de la Ville	id=g:2784678
Bois de la Ville	id=g:2784679
Bois de Ville	id=g:2784680
Bois de Ville	id=g:2784681
Ville	id=g:2784682
Villance	id=g:2784683
Villance	id=g:2784684
Vijverzeel	id=g:2784685
Vijverstein	id=g:2784686
Vijversmolenhoek	id=g:2784687
Vijversloop	id=g:2784688
Vijverselen	id=g:2784689
Vijvermolenbeek	id=g:2784690
Vijverhoek	id=g:2784691
Vijverbroek	id=g:2784692
Vijverbossen	id=g:2784693
Vijverbos	id=g:2784694
Vijver	id=g:2784695
Vijve Kapelle	id=g:2784696
Vijlst	id=g:2784697
Vijfwegen	id=g:2784698
Vijfwegen	id=g:2784699
Vijfwegen	id=g:2784700
Vijfwegen	id=g:2784701
Vijfwege	id=g:2784702
Vijfwege	id=g:2784703
Vijfwege	id=g:2784704
Vijfvaart	id=g:2784705
Vijfstraten	id=g:2784706
Vijfstralen	id=g:2784707
Vijfstraat	id=g:2784708
Vijf Knok	id=g:2784709
Vijfhuizen	id=g:2784710
Vijfhuizen	id=g:2784711
Vijfhuizen	id=g:2784712
Vijfhuizen	id=g:2784713
Vijfhuizen	id=g:2784714
Vijfhuizen	id=g:2784715
Vijfhuishoek	id=g:2784716
Vijfhonderd Gemetenbeek	id=g:2784717
Vijfhonderd Gemeten	id=g:2784718
Vijfhoek	id=g:2784719
Vijfhoek	id=g:2784720
Vijf Gemeet Gat	id=g:2784721
Vigneroul	id=g:2784722
Vignée	id=g:2784723
Vieux-Waleffe	id=g:2784724
Vieux-Waleffe	id=g:2784725
Vieux Virton	id=g:2784726
Vieuxville	id=g:2784727
Vieuxville	id=g:2784728
Vieux Thier	id=g:2784729
Vieux Tauve	id=g:2784730
Vieux-Sautour	id=g:2784731
Bois de Vieux Sart	id=g:2784732
Vieux Sart	id=g:2784733
Vieux Moulin	id=g:2784734
Vieux Manant	id=g:2784735
Vieux Leuze	id=g:2784736
Vieux-Genappe	id=g:2784737
Vieux-Genappe	id=g:2784738
Ferme du Vieux Foriest	id=g:2784739
Vieux Couvent	id=g:2784740
Vieux Chien	id=g:2784741
Viesville	id=g:2784742
Viesville	id=g:2784743
Viesenboshoeve	id=g:2784744
Vierwege	id=g:2784745
Vierweegse	id=g:2784746
Vierweegse	id=g:2784747
Vierves-sur-Viroin	id=g:2784748
Vierves	id=g:2784749
Vierveld	id=g:2784750
Vieruitersten	id=g:2784751
Vierstraten	id=g:2784752
Vierstraat	id=g:2784753
Vierstraat	id=g:2784754
Viersin	id=g:2784755
Vierset-Barse	id=g:2784756
Vierset-Barse	id=g:2784757
Vierselsebergen	id=g:2784758
Vierseldijk	id=g:2784759
Viersel	id=g:2784760
Viersel	id=g:2784761
Vierschaar	id=g:2784762
Vierre	id=g:2784763
Viernay	id=g:2784764
Vierlinden	id=g:2784765
Vierkavenhoek	id=g:2784766
Vierhuizen	id=g:2784767
Vier Ekens	id=g:2784768
Vierde Havendok	id=g:2784769
Vierbergen	id=g:2784770
Bois de Vien	id=g:2784771
Vien	id=g:2784772
Viemme	id=g:2784773
Viemme	id=g:2784774
Vielsalm	id=g:2784775
Vielsalm	id=g:2784776
Vielahaut	id=g:2784777
Bois des Vieilles Ferrières	id=g:2784778
Vieille Motte	id=g:2784779
Vieille Maison	id=g:2784780
Vieille Haine	id=g:2784781
Vieille Gette	id=g:2784782
Vieille Église	id=g:2784783
Vieille Cour	id=g:2784784
Vichtebeek	id=g:2784785
Vichte	id=g:2784786
Vichte	id=g:2784787
Vichenet	id=g:2784788
Bois du Vicaire	id=g:2784789
Viane	id=g:2784790
Viane	id=g:2784791
Vezonchaux	id=g:2784792
Vezon	id=g:2784793
Vezon	id=g:2784794
Vezin	id=g:2784795
Vezin	id=g:2784796
Veurt	id=g:2784797
Veursbos	id=g:2784798
Veurs	id=g:2784799
Veurs	id=g:2784800
Canal de la Basse Colme	id=g:2784801
Vaart van Veurne naar Nieuwpoort	id=g:2784802
Arrondissement Veurne	id=g:2784803
Veurne	id=g:2784804
Veurne	id=g:2784805
Veurenberg	id=g:2784806
Veulen	id=g:2784807
Veulen	id=g:2784808
Veugelberg	id=g:2784809
Vetzaat	id=g:2784810
Vesty	id=g:2784811
Bois de Vesqueville	id=g:2784812
Vesqueville	id=g:2784813
Vesqueville	id=g:2784814
Vesin	id=g:2784815
Bois de Vésé	id=g:2784816
Weser	id=g:2784817
Ruisseau de Vesce	id=g:2784818
Vervoz	id=g:2784819
Arrondissement de Verviers	id=g:2784820
Verviers	id=g:2784821
Verviers	id=g:2784822
Vertrijk	id=g:2784823
Vertrijk	id=g:2784824
Vert Marais	id=g:2784825
Verte Haie	id=g:2784826
Verte Fontaine	id=g:2784827
Vert Coucou	id=g:2784829
Vert Coucou	id=g:2784830
BasCoron	id=g:2784831
Vert Chasseur	id=g:2784832
Vert Buisson	id=g:2784833
Ferme du Vert Bois	id=g:2784834
Verrewinkelbeek	id=g:2784835
Verrewinkel	id=g:2784836
Verrendries	id=g:2784837
Verre Gracht	id=g:2784838
Verrebroek	id=g:2784839
Verrebroek	id=g:2784840
Verrebeke	id=g:2784841
Verrebeke	id=g:2784842
Verre	id=g:2784843
Verquesies	id=g:2784844
Verpré	id=g:2784845
Vernovlin	id=g:2784846
Verne de Bury	id=g:2784847
Verloren-Kreek	id=g:2784848
Verlorenhoek	id=g:2784849
Verloreneinde	id=g:2784850
Verloreneind	id=g:2784851
Verlorenbrood	id=g:2784852
Verleumont	id=g:2784853
Verlée	id=g:2784854
Verlée	id=g:2784855
Verlaine	id=g:2784856
Verlaine	id=g:2784857
Verlaine	id=g:2784858
Verlaine	id=g:2784859
Verkortingsdijk	id=g:2784860
Verkallenbos	id=g:2784861
Vériom Planque	id=g:2784862
Vérifays	id=g:2784863
Verhoogstraat	id=g:2784864
Bassin Vergote	id=g:2784865
Vergnies	id=g:2784866
Vergnies	id=g:2784867
Vergne	id=g:2784868
Vergelderhoek	id=g:2784869
Vergadering	id=g:2784870
Verennes	id=g:2784871
Verdenne	id=g:2784872
Verdedigings Dijk	id=g:2784873
Verbroekt	id=g:2784874
Verbrandhof	id=g:2784875
Verbrandenmolen	id=g:2784876
Verbrandendijk	id=g:2784877
Verbrandehoeve	id=g:2784878
Verbrandehoeve	id=g:2784879
Verbrandehoeve	id=g:2784880
Verbrande Brug	id=g:2784881
Verbrande Bossen	id=g:2784882
Verbindingskanaal	id=g:2784883
Venushoek	id=g:2784884
Venusberg	id=g:2784885
Venusberg	id=g:2784886
Venthoek	id=g:2784887
Vent	id=g:2784888
Venn Kreuz	id=g:2784889
Vennenburg	id=g:2784890
Vennen	id=g:2784891
Vennekensloop	id=g:2784892
Kasteel Vennecourt	id=g:2784893
Vennebeek	id=g:2784894
Venne	id=g:2784895
Venne	id=g:2784896
Venitiaanseheide	id=g:2784897
Venhoute	id=g:2784898
Venepevaart	id=g:2784899
Vencimont	id=g:2784900
Vencimont	id=g:2784901
Ven	id=g:2784902
Velzeke-Ruddershove	id=g:2784903
Velzeke-Ruddershove	id=g:2784904
Velveken	id=g:2784905
Velvain	id=g:2784906
Veltem-Beisem	id=g:2784907
Veltem-Beisem	id=g:2784908
Velroux	id=g:2784909
Velroux	id=g:2784910
Velpen	id=g:2784911
Velp	id=g:2784912
Velm	id=g:2784913
Velm	id=g:2784914
Velm	id=g:2784915
Vellereux	id=g:2784916
Vellereille-le-Sec	id=g:2784917
Vellereille-le-Sec	id=g:2784918
Vellereille-les-Brayeux	id=g:2784919
Vellereille-les-Brayeux	id=g:2784920
Velle	id=g:2784921
Vellare	id=g:2784922
Veljaren	id=g:2784923
Veldwezelt	id=g:2784924
Veldwezelt	id=g:2784925
Veldstraat	id=g:2784926
Veldstraat	id=g:2784927
Veldstraat	id=g:2784928
Veldstraat	id=g:2784929
Veldstraat	id=g:2784930
Veldonk Hoeve	id=g:2784931
Veldonk	id=g:2784932
Veldkant	id=g:2784933
Veldkant	id=g:2784934
Veldkant	id=g:2784935
Veldhoven Bos	id=g:2784936
Veldhoven	id=g:2784937
Veldhoven	id=g:2784938
Veldhoven	id=g:2784939
Veldhoek	id=g:2784940
Veldhoek	id=g:2784941
Veldhoek	id=g:2784942
Veldhoek	id=g:2784943
Veldhoek	id=g:2784944
Veldhoek	id=g:2784945
Veldhoek	id=g:2784946
Veldhoek	id=g:2784947
Veldhoek	id=g:2784948
Veldenberg Ven	id=g:2784949
Veldekens	id=g:2784950
Veldekens	id=g:2784951
Veldeken	id=g:2784952
Veldeken	id=g:2784953
Veldeken	id=g:2784954
Veldeken	id=g:2784955
Veldeken	id=g:2784956
Veldegem	id=g:2784957
Veldegem	id=g:2784958
Velde	id=g:2784959
Velde	id=g:2784960
Velddambeek	id=g:2784961
Veldbeek	id=g:2784962
Veldbeek	id=g:2784963
Veld	id=g:2784964
Veld	id=g:2784965
Veld	id=g:2784966
Velaines	id=g:2784967
Velaines	id=g:2784968
Velaine	id=g:2784969
Velaine	id=g:2784970
Velaine	id=g:2784971
Velaine	id=g:2784972
Vehir	id=g:2784973
Veeweide	id=g:2784974
Veeweide	id=g:2784975
Veeweide	id=g:2784976
Veeweide	id=g:2784977
Veeweiberg	id=g:2784978
Veerlehoeve	id=g:2784979
Veerle	id=g:2784980
Veerle	id=g:2784981
Veerke	id=g:2784982
Veenzijde	id=g:2784983
Veedijk	id=g:2784984
Veedijk	id=g:2784985
Vedrin	id=g:2784986
Vedrin	id=g:2784987
Ruisseau de la Vecquée	id=g:2784988
Bois de la Vecquée	id=g:2784989
Bois de Vecmont	id=g:2784990
Vecmont	id=g:2784991
Vechmaal	id=g:2784992
Vechmaal	id=g:2784993
Vaux-sur-Sûre	id=g:2784994
Vaux sous Olne	id=g:2784995
Vaux-sous-Chèvremont	id=g:2784996
Vaux-sous-Chèvremont	id=g:2784997
Vaux-lez-Rosières	id=g:2784998
Vaux-lez-Rosières	id=g:2784999
Vaux lez Chêne	id=g:2785000
Vaux-et-Borset	id=g:2785001
Vaux-et-Borset	id=g:2785002
Vaux-Chavanne	id=g:2785003
Vaux-Chavanne	id=g:2785004
Vaux	id=g:2785005
Vaux	id=g:2785006
Vaux	id=g:2785007
Vaux	id=g:2785008
Vaux	id=g:2785009
Vau-Richard	id=g:2785010
Ferme de Vaulx Renard	id=g:2785011
Vaulx-lez-Tournai	id=g:2785012
Vaulx-lez-Tournai	id=g:2785013
Vaulx	id=g:2785014
Vaulx	id=g:2785015
Vaudignies	id=g:2785016
Vaudignies	id=g:2785017
Ferme Vaudaigle	id=g:2785018
Vaucelles	id=g:2785019
Vaucelles	id=g:2785020
Varsenare	id=g:2785021
Varsenare	id=g:2785022
Varode	id=g:2785023
Varlabais	id=g:2785024
Varkensmarkt	id=g:2785025
Varkensbos	id=g:2785026
Varinkshoek	id=g:2785027
Varenwinkel	id=g:2785028
Varent	id=g:2785029
Varent	id=g:2785030
Varendries	id=g:2785031
Varendonk	id=g:2785032
Varendonk	id=g:2785033
Varenberg	id=g:2785034
Varenberg	id=g:2785035
Bois de Vantelle	id=g:2785036
Vantegem	id=g:2785037
Vanrunkelen	id=g:2785038
Van Roy	id=g:2785039
Van Nieuwenhuizen Bos	id=g:2785040
Van Nieuwe Hof	id=g:2785041
Vanhoverbos	id=g:2785042
Vandoren	id=g:2785043
Ferme Vandendaele	id=g:2785044
Bois de Vance	id=g:2785046
Vance	id=g:2785047
Vance	id=g:2785048
Vanbrebroek	id=g:2785049
Kanaal Van Bocholt naar Herentals	id=g:2785050
Val Saint-Lambert	id=g:2785051
Val-Meer	id=g:2785052
Val-Meer	id=g:2785053
Ruisseau des Vallées	id=g:2785054
Bois des Vallées	id=g:2785055
Valkhoeve	id=g:2785056
Valkenhuis	id=g:2785057
Valkenberg	id=g:2785058
Valk	id=g:2785059
Valk	id=g:2785060
Valk	id=g:2785061
Valire Chevral	id=g:2785062
Bois des Valets	id=g:2785063
Valentinoise	id=g:2785064
Valender	id=g:2785065
Valeistraat	id=g:2785066
Château de Val Duchesse	id=g:2785067
Valduc	id=g:2785068
Val-de-Poix	id=g:2785069
Val Benoît	id=g:2785070
Valbeekhoeve	id=g:2785071
Valansart	id=g:2785072
Vaken	id=g:2785073
Vake	id=g:2785074
Ferme de Vaillantpont	id=g:2785075
Vagevuurbos	id=g:2785076
Vagebeek	id=g:2785077
Vaddenhoek	id=g:2785078
Vacresse	id=g:2785079
Vache Fontaine	id=g:2785080
Vachaux	id=g:2785082
Vaartkant	id=g:2785083
Vaart	id=g:2785084
Vaarnewijkbeek	id=g:2785085
Vaar Henis	id=g:2785086
Vaanbuikbeek	id=g:2785087
Vaalbeek	id=g:2785088
Vaalbeek	id=g:2785089
Vaaghof	id=g:2785090
Utsenaken	id=g:2785091
Urtebise	id=g:2785092
Ursene	id=g:2785093
Ursel	id=g:2785094
Ursel	id=g:2785095
Upigny	id=g:2785096
Upigny	id=g:2785097
Ulvend	id=g:2785098
Ulfheide	id=g:2785099
Ulf	id=g:2785100
Ulbeek	id=g:2785101
Ulbeek	id=g:2785102
Uitkerke	id=g:2785103
Uitkerke	id=g:2785104
Uitdiep	id=g:2785105
Uitbergen	id=g:2785106
Uitbergen	id=g:2785107
Uilhoeve	id=g:2785108
Uilenkoploop	id=g:2785109
Uilenhoek	id=g:2785110
Uilenhoek	id=g:2785111
Uilenbroekdries	id=g:2785112
Uilenberg	id=g:2785113
Uilenberg	id=g:2785114
Uilekot	id=g:2785115
Uilebeek	id=g:2785116
Uil	id=g:2785117
Uikhoven	id=g:2785118
Uikhoven	id=g:2785119
Udange	id=g:2785120
Ucimont	id=g:2785121
Ucimont	id=g:2785122
Ukkel	id=g:2785123
Uccle	id=g:2785124
Uberweywertz	id=g:2785125
Ubbersel	id=g:2785126
't Zand	id=g:2785127
Tyberchamps	id=g:2785128
't Wolfgat	id=g:2785129
't Withof	id=g:2785130
Tweede Havendok	id=g:2785131
Tweebok	id=g:2785132
't Waterhof	id=g:2785133
Twaalf Bunders	id=g:2785134
't Verkeerd	id=g:2785135
Tutegent	id=g:2785136
Turpange	id=g:2785137
Verbindingskanaal Turnhout-Hasselt	id=g:2785138
Zijkanaal naar Turnhout	id=g:2785139
Arrondissement Turnhout	id=g:2785140
Turnhout	id=g:2785141
Turnhout	id=g:2785142
Turkstraat	id=g:2785143
Turkijenhoek	id=g:2785144
Turkijenhoek	id=g:2785145
Turkijen	id=g:2785146
Turkijen	id=g:2785147
Turkijen	id=g:2785148
Turkijen	id=g:2785149
Turkijen	id=g:2785150
Turkijen	id=g:2785151
Turkijen	id=g:2785152
Turkijen	id=g:2785153
Turkenhoek	id=g:2785154
Turfheide	id=g:2785155
Turfhauwe	id=g:2785156
Turfbankenpolder	id=g:2785157
Turfbanken	id=g:2785158
Ferme du Turc	id=g:2785159
Tuquet	id=g:2785160
Tuquet	id=g:2785161
Tumkensberg	id=g:2785162
Tultay Ramont	id=g:2785163
Tuldersehide	id=g:2785164
Tulderseheide	id=g:2785165
Tuitenberg	id=g:2785166
Tuimelaarhoek	id=g:2785167
Tuilt	id=g:2785168
Tubize	id=g:2785169
Tubize	id=g:2785170
't Smisken	id=g:2785171
't Serclaes	id=g:2785172
't Schoon	id=g:2785173
Try Sart	id=g:2785174
Try Paris	id=g:2785175
Try Haut	id=g:2785176
Try d'Haies	id=g:2785177
Try al Hutte	id=g:2785178
Château de Trumly	id=g:2785179
Truitseinde	id=g:2785180
Trou-Renard	id=g:2785181
Trou Renard	id=g:2785182
Trou Malbrouck	id=g:2785183
Trouillon	id=g:2785184
Trouille	id=g:2785185
Trou du Diable	id=g:2785186
Trou du Bois	id=g:2785187
Trou-du-Bois	id=g:2785188
Trou du Bois	id=g:2785189
Trou du Bois	id=g:2785190
Trou du Bois	id=g:2785191
Trou du Baudet	id=g:2785192
Bois du Trou des Renards	id=g:2785193
Trou des Nutons	id=g:2785194
Bois du Trou des Loups	id=g:2785195
Trou des Loups	id=g:2785196
Trou des Gattes	id=g:2785197
Trou des Fuyards	id=g:2785198
Trou des Chiens	id=g:2785199
Trou de Leuvre	id=g:2785200
Trou de Ferrières	id=g:2785201
Trou de Bra	id=g:2785202
Trou Bonhay	id=g:2785203
Trou Barbet	id=g:2785204
Trou al Damzelle	id=g:2785205
Bois del Troque	id=g:2785206
Trop	id=g:2785207
Trooz	id=g:2785208
Troon	id=g:2785209
Trontingen	id=g:2785210
Tronquoy	id=g:2785211
Tronquoy	id=g:2785212
Ruisseau du Tronquois	id=g:2785213
Bois du Tronquois	id=g:2785214
Bois du Tronquoi	id=g:2785215
Tron Lihai	id=g:2785216
Tronleu	id=g:2785217
Tronle	id=g:2785218
Bois Trompette	id=g:2785219
Trommelveld	id=g:2785220
't Hof Tromeken	id=g:2785221
Trois Tilleuls	id=g:2785222
Trois Ponts	id=g:2785223
Troismonts	id=g:2785224
Trois Chênes	id=g:2785225
Trois Cheminées	id=g:2785226
Trognée	id=g:2785227
Trognée	id=g:2785228
Troetelaar	id=g:2785229
Trochbeek	id=g:2785230
Trixhes	id=g:2785231
Trivières	id=g:2785232
Trivières	id=g:2785233
Trisogne	id=g:2785234
Trippen	id=g:2785235
Triot Masbore	id=g:2785236
Trinal	id=g:2785237
Ruisseau de Trimpont	id=g:2785238
Trimpont	id=g:2785239
Trimpont	id=g:2785240
Tri-Mottez	id=g:2785241
Trihosdin	id=g:2785242
Trihay	id=g:2785244
