Goz Arian	id=g:245180
Tari	id=g:2425240
Targagala	id=g:2425241
Tarfoné	id=g:2425242
Bir Taréy	id=g:2425243
Enneri Taréda	id=g:2425244
Enneri Tareda	id=g:2425245
Bir Taré	id=g:2425246
Taré	id=g:2425247
Tardategua	id=g:2425248
Tarboun	id=g:2425249
Tarbaga	id=g:2425250
Taraye	id=g:2425251
Ouadi Tarar	id=g:2425252
Tara Oské	id=g:2425253
Tarangara	id=g:2425254
Tapol II	id=g:2425255
Tapol	id=g:2425256
Tapol	id=g:2425257
Tapi	id=g:2425258
Tapi	id=g:2425259
Bir Taouli	id=g:2425260
Bir Taouil	id=g:2425261
Taougué	id=g:2425262
Taouan	id=g:2425263
Taouan	id=g:2425264
Taolo	id=g:2425265
Taolo	id=g:2425266
Taogé	id=g:2425267
Enneri Tao	id=g:2425268
Tao	id=g:2425269
Tao	id=g:2425270
Tao	id=g:2425271
Tao	id=g:2425272
Tantoli	id=g:2425273
Tantanké	id=g:2425274
Tanoa	id=g:2425275
Tannejo	id=g:2425276
Tankech	id=g:2425277
Tangashinga	id=g:2425278
Tangaray	id=g:2425279
Tangara	id=g:2425280
Tangalia	id=g:2425281
Tangalia	id=g:2425282
Tangaléa	id=g:2425283
Tangala	id=g:2425284
Tanga	id=g:2425285
Tando	id=g:2425286
Région du Tandjilé	id=g:2425287
Tandjilé	id=g:2425288
Tandjilé	id=g:2425290
Tandjilé	id=g:2425291
Tandjam	id=g:2425292
Tandange	id=g:2425293
H. Tandalia	id=g:2425294
Tandal Bol	id=g:2425295
Tandal	id=g:2425296
Manda	id=g:2425297
Tanakoum	id=g:2425298
Tanagaz	id=g:2425299
Mont Tana	id=g:2425300
Tana	id=g:2425301
Tamssa	id=g:2425302
Tamsou	id=g:2425303
Tamkessa	id=g:2425304
Tamo	id=g:2425305
Tamki	id=g:2425306
Bir Tamkha	id=g:2425307
Tamion Mbassa	id=g:2425308
Tamion Ngolo	id=g:2425309
Tamfoun	id=g:2425310
Tamertiou	id=g:2425311
Tamboua	id=g:2425312
Tamba	id=g:2425313
Tamasa	id=g:2425314
Tamaram	id=g:2425315
Enneri Tamanisoa	id=g:2425316
Tamandi	id=g:2425317
Tamann	id=g:2425318
Tamadayé	id=g:2425319
Tamaraya	id=g:2425320
Tamadaï	id=g:2425321
Tama	id=g:2425322
Tama	id=g:2425323
Tama	id=g:2425324
Tam	id=g:2425325
Tam	id=g:2425326
Taltoui	id=g:2425327
Talmera	id=g:2425328
Talia	id=g:2425329
Talia	id=g:2425330
Tala Tchiloum	id=g:2425331
Tala Tchilom	id=g:2425332
Talari	id=g:2425333
Talagoum	id=g:2425334
Tala Gana	id=g:2425335
Taladinga	id=g:2425336
Tala	id=g:2425337
Tala	id=g:2425338
Tal	id=g:2425339
Taksiré	id=g:2425340
H. Takil	id=g:2425341
Bir Takha	id=g:2425342
Takété	id=g:2425343
Takédéré	id=g:2425344
Takapti	id=g:2425345
Takalaou	id=g:2425346
Takaba	id=g:2425347
Taitaï	id=g:2425348
Taïmanga	id=g:2425349
Taygoni	id=g:2425350
Tahoua	id=g:2425352
Ehi Tague	id=g:2425353
Tagobo Moudang	id=g:2425354
Tagobo-Foulbé	id=g:2425355
Enneri Tagèy	id=g:2425356
Tagéla	id=g:2425357
Tagara	id=g:2425358
Tagal II	id=g:2425359
Tagal I	id=g:2425360
Tagalé	id=g:2425361
Tagal	id=g:2425362
Tagal	id=g:2425363
Tagaga	id=g:2425364
Tagaga	id=g:2425365
Tagaga	id=g:2425366
Tafo	id=g:2425367
Tafi	id=g:2425368
Tadje	id=g:2425369
Tadïo	id=g:2425370
Souli Tadianga	id=g:2425371
Tadi	id=g:2425372
Tâdi	id=g:2425373
Tadé	id=g:2425374
Tadamti	id=g:2425375
Tadam	id=g:2425376
Tacho	id=g:2425377
Tacham	id=g:2425378
Taboy	id=g:2425379
Taboungout	id=g:2425380
Taboui	id=g:2425381
Tabo	id=g:2425382
Tabiyawa	id=g:2425383
Tabitiou	id=g:2425384
Enneri Tabiriou	id=g:2425385
Tabila	id=g:2425386
Tabi	id=g:2425387
Tabele	id=g:2425388
Tabédé Gana	id=g:2425389
Tabédé	id=g:2425390
Tabé	id=g:2425391
Tabarki	id=g:2425392
Tabaramba	id=g:2425393
Tabao	id=g:2425394
Tabak	id=g:2425395
Taba	id=g:2425396
Taar	id=g:2425397
Taar	id=g:2425398
Tanoa	id=g:2425399
Taachi	id=g:2425400
Taaba	id=g:2425401
Souinay	id=g:2425402
Tarso- Sunni	id=g:2425403
Ehi Suni	id=g:2425404
Suni	id=g:2425405
Soulkando	id=g:2425406
Sugéyézès	id=g:2425407
Bir Srahaï	id=g:2425408
Sra	id=g:2425409
Soyor	id=g:2425410
Soya	id=g:2425411
Sowinga	id=g:2425412
Sowala	id=g:2425413
Souya Déley	id=g:2425414
Souya	id=g:2425415
Soutoua	id=g:2425416
Soutoua	id=g:2425417
Dordom Soutoa	id=g:2425418
Soutoa	id=g:2425419
Soutarom	id=g:2425420
Soundourom	id=g:2425421
Sousourmé	id=g:2425422
Sousou	id=g:2425423
Sousou	id=g:2425424
Enneri Sourougourdé	id=g:2425425
Mont Sourou	id=g:2425426
Sourou	id=g:2425427
Souri Wachielam	id=g:2425428
Souritch	id=g:2425429
Enneri Souradom	id=g:2425430
Souradom	id=g:2425431
Sountra	id=g:2425432
Sountoulenga	id=g:2425433
Sountay el Frédi	id=g:2425434
Sountay Ab Séïd	id=g:2425435
Sountay	id=g:2425436
Bir Sountay	id=g:2425437
Sountay	id=g:2425438
Sountay	id=g:2425439
Sountay	id=g:2425440
Sountay	id=g:2425441
Rahat Sounta Azamé	id=g:2425442
Sounta	id=g:2425443
Sounout Alkanem	id=g:2425444
Sounoumani Bornou	id=g:2425445
Souli Souni	id=g:2425446
Souni	id=g:2425447
Goz Soundrouke	id=g:2425448
Sounbouti	id=g:2425449
Soumoul	id=g:2425450
Bir Souma Souma	id=g:2425451
Soumaraye	id=g:2425452
Soumaïn	id=g:2425453
Soumaï	id=g:2425454
Soleï Souma	id=g:2425455
Egey Soultan	id=g:2425456
Rahat Soulta Amara	id=g:2425457
Souloum	id=g:2425458
Souloutou	id=g:2425459
Soulou	id=g:2425460
Soulou	id=g:2425461
Gounou Soulok	id=g:2425462
Soulou	id=g:2425463
Souli	id=g:2425464
Souli	id=g:2425465
Souli	id=g:2425466
Souley I	id=g:2425467
Souléy	id=g:2425468
Soulé Soulé	id=g:2425469
Souley II	id=g:2425470
Soula	id=g:2425471
Soula	id=g:2425472
Soul	id=g:2425473
Bir Soukouray	id=g:2425474
Souka K.	id=g:2425475
Souka	id=g:2425476
Souka Sagher	id=g:2425477
Souïnga	id=g:2425478
Bahr Souign	id=g:2425479
Souidinga	id=g:2425480
Souidinga	id=g:2425481
Soui	id=g:2425482
Soui	id=g:2425483
Soui	id=g:2425484
Enneri Sougouyi	id=g:2425485
Sougoumanga	id=g:2425486
Ehi Sougoudou	id=g:2425487
Souéné	id=g:2425488
Souéne	id=g:2425489
Souelek	id=g:2425490
Souédé	id=g:2425491
Soudour al Khel	id=g:2425492
Soudouney	id=g:2425493
Soudoua	id=g:2425494
Soudou	id=g:2425495
Soudio	id=g:2425496
Bir Soudi	id=g:2425497
Soudaye	id=g:2425498
Enneri Souanou	id=g:2425499
Enneri Souana	id=g:2425500
Souan	id=g:2425501
Soua Kolki	id=g:2425502
Souaka Loudounga	id=g:2425503
Souaka	id=g:2425504
Souaka	id=g:2425505
Souaka	id=g:2425506
Soto	id=g:2425507
Soto	id=g:2425508
Sosay	id=g:2425509
Sorro	id=g:2425510
Soro Yesko	id=g:2425511
Oued Soro Chigégé	id=g:2425512
Soro	id=g:2425513
Soro	id=g:2425514
Soro	id=g:2425515
Soro	id=g:2425516
Sormini	id=g:2425517
Sorkaye	id=g:2425518
Sorga	id=g:2425519
Bir Sora	id=g:2425520
Sora	id=g:2425521
Sora	id=g:2425522
So Ounga	id=g:2425523
Sooum	id=g:2425524
Sooudanga	id=g:2425525
Soo Ehi	id=g:2425526
Enneri Soodoma	id=g:2425527
Ehi Soo Doma	id=g:2425528
Soodanga	id=g:2425529
Sono Yasko	id=g:2425530
Sonoma	id=g:2425531
Bir Sonoga	id=g:2425532
Ehi Soni	id=g:2425533
Soni	id=g:2425534
Songo	id=g:2425535
Sonéanga	id=g:2425536
Sondarom	id=g:2425537
Sonda	id=g:2425538
Sonari	id=g:2425539
Sonanga	id=g:2425540
So Moussoa	id=g:2425541
Somo	id=g:2425542
Somo	id=g:2425543
Somi	id=g:2425544
Somi	id=g:2425545
Somgué	id=g:2425546
Sombori	id=g:2425547
Sombolo	id=g:2425548
Sol Solé	id=g:2425549
Soloum	id=g:2425550
Sololi	id=g:2425551
Sologo	id=g:2425552
Solisienga	id=g:2425553
Soliou	id=g:2425554
Solafou	id=g:2425555
Sol	id=g:2425556
Mayo Sokoy	id=g:2425557
Sokodjé	id=g:2425558
Sokoto	id=g:2425559
Sokoto	id=g:2425560
Mont Sokono	id=g:2425561
Sokodjo	id=g:2425562
Soïti	id=g:2425563
Sohoto	id=g:2425564
Bir Sohoni Nagra	id=g:2425565
Bir Sohoni	id=g:2425566
Sohongo	id=g:2425567
Soho Gotoko	id=g:2425568
Ehi Sohayi	id=g:2425569
Bir Sogroga	id=g:2425570
Enneri Sogoyi	id=g:2425571
Bir Sogomar	id=g:2425572
Sogollé	id=g:2425573
Sogoli	id=g:2425574
Bir Sogolan	id=g:2425575
Ehi Sogohi	id=g:2425576
Sogodomanga Elinya	id=g:2425577
Sogodomanga	id=g:2425578
Enneri Sogoa	id=g:2425579
Soguélem	id=g:2425580
Soféra	id=g:2425581
Ouadi Sofaga	id=g:2425582
Sofa	id=g:2425583
Enneri Sodrom	id=g:2425584
Sodogédinga	id=g:2425585
Sodo	id=g:2425586
Sodjé Mbay	id=g:2425587
Sodjé Kadaïba	id=g:2425588
Sodjé	id=g:2425589
Sodinga	id=g:2425590
Sodanga	id=g:2425591
Soborom	id=g:2425592
Soborom	id=g:2425593
Soborom	id=g:2425594
Sobo	id=g:2425595
Sobai	id=g:2425596
Sobadanga	id=g:2425597
Ehi Soar	id=g:2425598
Soananga	id=g:2425599
Soadinga	id=g:2425600
Domo So	id=g:2425601
Siwilwil	id=g:2425602
Sita	id=g:2425603
Sitoufou	id=g:2425604
Sitia	id=g:2425605
Sitetibe	id=g:2425606
Sisi	id=g:2425607
Aiguilles de Sisse	id=g:2425608
Siss	id=g:2425609
Sissili	id=g:2425610
Sisi	id=g:2425611
Sirnanga Kéléri	id=g:2425612
Siri II	id=g:2425613
Siri I	id=g:2425614
Sirer	id=g:2425615
Siref	id=g:2425616
Siré	id=g:2425617
Sirbéti	id=g:2425618
Mont Sip	id=g:2425619
Siougou	id=g:2425620
Siniga	id=g:2425621
Sini Berka	id=g:2425622
Sini Barta	id=g:2425623
Singuière	id=g:2425624
Singué	id=g:2425625
Singatou	id=g:2425626
Singami	id=g:2425627
Singako	id=g:2425628
Sing	id=g:2425629
Sinétay	id=g:2425630
Sindjorio	id=g:2425631
Sindalolo	id=g:2425632
Sinda	id=g:2425633
Sibangra	id=g:2425634
Sinayou	id=g:2425635
Simti	id=g:2425637
Simé Gotobé	id=g:2425638
Bahr Simego	id=g:2425639
Simbiro	id=g:2425640
Simaï	id=g:2425641
Siltou	id=g:2425642
Silo	id=g:2425643
Silel	id=g:2425644
Siléa	id=g:2425645
Siléa	id=g:2425646
Silé	id=g:2425647
Silagni	id=g:2425648
Sila	id=g:2425649
Sel	id=g:2425650
Sihouri	id=g:2425652
Siho	id=g:2425653
Sihédji	id=g:2425654
Sigui	id=g:2425655
Sigou	id=g:2425656
Sigo	id=g:2425657
Signirti	id=g:2425658
Signirti	id=g:2425659
Sigli	id=g:2425660
Siget	id=g:2425661
Ehi Sigerda	id=g:2425662
Siébé	id=g:2425663
Siébé	id=g:2425664
Sidre	id=g:2425665
Sidré	id=g:2425666
Sidré	id=g:2425667
Sid Mafi	id=g:2425668
Sidi Malari	id=g:2425669
Sidiha	id=g:2425670
Sidi Aïdao	id=g:2425671
Enneri Sidi Abakénar	id=g:2425672
Sidina	id=g:2425673
Sidamada	id=g:2425674
Sibo	id=g:2425675
Sibiou	id=g:2425676
Sibine	id=g:2425677
Sibékat Kabourchia	id=g:2425678
Sibékat el Morfaïn	id=g:2425679
Sibekat el Kabir	id=g:2425680
Siaka	id=g:2425681
Siaka	id=g:2425682
Siagon	id=g:2425683
Sia	id=g:2425684
Bir Chragen	id=g:2425685
Shobour Togoy	id=g:2425686
Sherda	id=g:2425687
Sherda	id=g:2425688
Bir Sguet	id=g:2425689
Zgoura	id=g:2425690
Seyrom	id=g:2425691
Seuil de Marou	id=g:2425692
Séri	id=g:2425693
Sèté	id=g:2425694
Sétan	id=g:2425695
Cese	id=g:2425696
Ouadi es Seroub	id=g:2425697
Bir Sernay	id=g:2425698
Serkoya	id=g:2425699
Serkirigui	id=g:2425700
Sérizen	id=g:2425701
Serifinga	id=g:2425702
Goz Sérib	id=g:2425703
Sérére	id=g:2425704
Sérenga	id=g:2425705
Serem Ogodo	id=g:2425706
Serem Ogodo	id=g:2425707
Serem Kali	id=g:2425708
Bir Sérèh	id=g:2425709
Séré Am Barkout	id=g:2425710
Sénéré	id=g:2425711
Seré	id=g:2425712
Séré	id=g:2425713
Serdégé	id=g:2425714
Enneri Serdé	id=g:2425715
Sérane	id=g:2425716
Séraf	id=g:2425717
Séra	id=g:2425718
Sentenga	id=g:2425719
Senout el Enzé	id=g:2425720
Bir Sénét el Barid	id=g:2425721
Sénétaya	id=g:2425722
Bir Sénétat	id=g:2425723
Sénétat	id=g:2425724
Sénéta	id=g:2425725
Sénet	id=g:2425726
Senédébé	id=g:2425727
Sénéboya	id=g:2425728
Sénatat	id=g:2425729
Séméguin	id=g:2425732
Semégo	id=g:2425733
Semaïndi	id=g:2425734
Bir Sélia	id=g:2425735
Seley	id=g:2425736
Souli Sélenga	id=g:2425737
Sélenga	id=g:2425738
Sélédjouringa	id=g:2425739
Rahat Seldjama	id=g:2425740
Selbé	id=g:2425741
Selbé	id=g:2425742
Silambim	id=g:2425743
Sel	id=g:2425744
Sékoua	id=g:2425745
Sékiri	id=g:2425746
Bir Sekin	id=g:2425747
Sekida	id=g:2425748
Abdéraman Seki	id=g:2425749
Séki	id=g:2425750
Sékhab	id=g:2425751
Sékété	id=g:2425752
Séket	id=g:2425753
Séké	id=g:2425754
Seïté	id=g:2425755
Seita Tarsourou	id=g:2425756
Seita Danranga	id=g:2425757
Seita Dankoutch	id=g:2425758
Sé II	id=g:2425759
Seidjanjaïti	id=g:2425760
Sé I	id=g:2425761
Séhébaya	id=g:2425762
Séhébay	id=g:2425763
Séhéba	id=g:2425764
Mont Séguine	id=g:2425765
Séguine	id=g:2425766
Ségué	id=g:2425767
Bir Ségio Yourousou	id=g:2425768
Ségéri	id=g:2425769
Séfinga	id=g:2425770
Sef	id=g:2425771
Seezaraf	id=g:2425772
Sédigi	id=g:2425773
Seberr	id=g:2425774
Sébé	id=g:2425775
Sébé	id=g:2425776
Seaba	id=g:2425777
Hadjer Sayal	id=g:2425778
Bir Sayal	id=g:2425779
Sawa	id=g:2425780
Sasanga	id=g:2425781
Sasamounga	id=g:2425782
Sasa	id=g:2425783
Sartoa	id=g:2425784
Sarpaguidad	id=g:2425785
Sarkou	id=g:2425786
Sar Kedfa	id=g:2425787
Saria	id=g:2425788
Chari	id=g:2425789
Sari	id=g:2425790
Sarh	id=g:2425791
Sargaye	id=g:2425792
Sareciville	id=g:2425793
Mont Saré	id=g:2425794
Sananga	id=g:2425795
Saram	id=g:2425796
Sara Kinga	id=g:2425797
Sara Karèr	id=g:2425798
Sara I	id=g:2425799
Saray	id=g:2425800
Souli Saraga	id=g:2425801
Saraf Doungous	id=g:2425802
Saraf Allaï	id=g:2425803
Saraf Abouzba	id=g:2425804
Sarafa	id=g:2425805
Sarafa	id=g:2425806
Puits Saraf	id=g:2425807
Saraf	id=g:2425808
Saraf	id=g:2425809
Saradinga	id=g:2425810
Saraboutou	id=g:2425811
Sarabara	id=g:2425812
Sara Arab	id=g:2425813
Sara I	id=g:2425814
Sara	id=g:2425815
Sar	id=g:2425816
Sapkra	id=g:2425817
Col Saouri	id=g:2425818
Saour Galbak	id=g:2425819
Saouré	id=g:2425820
Bir Saoui	id=g:2425821
Saoui	id=g:2425822
Saoudinga	id=g:2425823
Saoudinga	id=g:2425824
Saoudinga	id=g:2425825
Saouakin el Alay	id=g:2425826
Saouakin Am Kidédoussou	id=g:2425827
Saouakin	id=g:2425828
Saouak Abrech	id=g:2425829
Saoua	id=g:2425830
Sao Souma	id=g:2425831
Sahoura	id=g:2425832
Sao Dinga	id=g:2425833
Sao	id=g:2425834
Sao	id=g:2425835
Sao	id=g:2425836
Santénia II	id=g:2425837
Santénia I	id=g:2425838
Sanodjou	id=g:2425839
Sanodjio	id=g:2425840
Sangui	id=g:2425841
Sanguélé	id=g:2425842
Sangoulou	id=g:2425843
Sangaria	id=g:2425844
Sangara	id=g:2425845
Sanganidjoum	id=g:2425846
Saney	id=g:2425847
Sananga	id=g:2425848
Sandéné II	id=g:2425849
Sandéné I	id=g:2425850
Sandéné	id=g:2425851
Satémé	id=g:2425852
Sandana	id=g:2425853
Sananga	id=g:2425854
Sananga	id=g:2425855
Sananga	id=g:2425856
Sananga	id=g:2425857
Sananga	id=g:2425858
Sanana	id=g:2425859
Ennedi Sanaka	id=g:2425860
Ehi Sanaka	id=g:2425861
Bir Sanaf	id=g:2425862
Bir Sanadé	id=g:2425863
Samokoka	id=g:2425864
Sama	id=g:2425865
Samki	id=g:2425866
Samidjida	id=g:2425867
Sania	id=g:2425868
Samia	id=g:2425869
Samélé	id=g:2425870
Samélé	id=g:2425871
Sanassa	id=g:2425872
Samango	id=g:2425873
Sam	id=g:2425874
Sam	id=g:2425875
Bir Salo	id=g:2425876
Bir Salkoual	id=g:2425877
Sali	id=g:2425878
Salga	id=g:2425879
Salga	id=g:2425880
Salenga	id=g:2425881
Salem Boudou	id=g:2425882
Salem Bini	id=g:2425883
Souli Salémanga	id=g:2425884
Salem	id=g:2425885
Rahat Saleï	id=g:2425886
Salé	id=g:2425887
Salasef	id=g:2425888
Egey Salanga	id=g:2425889
Salamata	id=g:2425890
Bahr Salamat	id=g:2425894
Salama Dangaré	id=g:2425895
Ouadi Salam	id=g:2425896
Bir Salam	id=g:2425897
Salal Sigoudi	id=g:2425898
Salal Kangara	id=g:2425899
Bir Salali	id=g:2425900
Salali	id=g:2425901
Salal Boloroum	id=g:2425902
Salal	id=g:2425903
Salal	id=g:2425904
Salal	id=g:2425905
Salal	id=g:2425906
Salakre	id=g:2425907
Rahat Solak	id=g:2425908
Salaga Bo	id=g:2425909
Bir Salaga	id=g:2425910
Salabouga	id=g:2425911
Sakré Déleb	id=g:2425912
Sakoula	id=g:2425913
Sakoubou	id=g:2425914
Mont Sakoro	id=g:2425915
Sako Maro	id=g:2425916
Sako Gongo	id=g:2425917
Sako	id=g:2425918
Sako	id=g:2425919
Sako	id=g:2425920
Sako	id=g:2425921
Sakina	id=g:2425922
Saker	id=g:2425923
Sakéna	id=g:2425924
Sanour	id=g:2425925
Bahr Sakay	id=g:2425926
Sakaouane	id=g:2425927
Tchéken	id=g:2425928
Sakala	id=g:2425929
Saka	id=g:2425930
Bir Sait	id=g:2425931
Saisou	id=g:2425932
Saino	id=g:2425933
Saïman	id=g:2425934
Bahr Saïl	id=g:2425935
Saïdanga	id=g:2425936
Say	id=g:2425937
Sahel	id=g:2425938
Sahadané	id=g:2425940
Sahabay	id=g:2425941
Sagour	id=g:2425942
Sagoa	id=g:2425943
Sagardéyé	id=g:2425944
Sagardari	id=g:2425945
Souli Saga Andchami	id=g:2425946
Safoyo	id=g:2425947
Ouadi Safia	id=g:2425948
Safi	id=g:2425949
Safaïa	id=g:2425950
Safa Babi	id=g:2425951
Saf	id=g:2425952
Safi	id=g:2425953
Saélinga	id=g:2425954
Satégui	id=g:2425955
Sadao	id=g:2425956
Sadago	id=g:2425958
Sadaga Béatanga	id=g:2425959
Sadaga	id=g:2425960
Sadaga	id=g:2425961
Sada	id=g:2425962
Sabri	id=g:2425963
Sabouganré	id=g:2425964
Saboni	id=g:2425965
Sabka	id=g:2425966
Sabilgarné	id=g:2425967
Sabatiédé	id=g:2425968
Sabarno	id=g:2425969
Enneri Sabaoueilo	id=g:2425970
Saban	id=g:2425971
Saalay	id=g:2425972
Enneri Saado	id=g:2425973
Enneri Saado	id=g:2425974
Saada	id=g:2425975
Sâ	id=g:2425976
Royono	id=g:2425977
Rouroubou	id=g:2425978
Bir Roup	id=g:2425979
Rountou	id=g:2425980
Roundi	id=g:2425981
Roumta	id=g:2425982
Roumou	id=g:2425983
Bir Roumié	id=g:2425984
Roumga	id=g:2425985
Roumfeus	id=g:2425986
Roumbou	id=g:2425987
Ouadi Rouma	id=g:2425988
Rouma	id=g:2425989
Roukoum	id=g:2425990
Roukoum	id=g:2425991
Roukoum	id=g:2425992
Roukou	id=g:2425993
Rouhout	id=g:2425994
Roufou	id=g:2425995
Rouet	id=g:2425996
Roudo Ndiara	id=g:2425997
Roudolo	id=g:2425998
Roudo Katiari	id=g:2425999
Roudo	id=g:2426000
Roucha	id=g:2426001
Rou	id=g:2426002
Bahr Roso	id=g:2426003
Roroy	id=g:2426004
Rororn	id=g:2426005
Rora	id=g:2426006
Ronian	id=g:2426007
Ronian	id=g:2426008
Rong	id=g:2426009
Rond Point de Gaulle	id=g:2426010
Rôn	id=g:2426011
Romekho	id=g:2426012
Lac Rombou	id=g:2426013
Rombou	id=g:2426014
Rô Man	id=g:2426015
Rokoum	id=g:2426016
Rokéri	id=g:2426017
Rokeri	id=g:2426018
Rokap	id=g:2426019
Rô Doketi	id=g:2426020
Bahr al Robich	id=g:2426021
Robé	id=g:2426022
Roal Kélib	id=g:2426023
Roaba	id=g:2426024
Ro	id=g:2426025
Ro	id=g:2426026
Rô	id=g:2426027
Rizé	id=g:2426028
Ritchié	id=g:2426029
Ringué	id=g:2426030
Ouadi Rimé	id=g:2426031
Rimboul	id=g:2426032
Rim	id=g:2426033
Rim	id=g:2426034
Rikérom	id=g:2426035
Riguidjia	id=g:2426036
Rig-Rig	id=g:2426037
Rignégné	id=g:2426038
Bahr Riguei	id=g:2426039
Riel Dialabi	id=g:2426040
Riel Angato	id=g:2426041
Ridouou	id=g:2426042
Ridjil Haz	id=g:2426043
Ridjibo	id=g:2426044
Riboudinga	id=g:2426045
Ribao	id=g:2426046
Riandou	id=g:2426047
Ghova	id=g:2426048
Ghichghich	id=g:2426049
Rhat el Khel	id=g:2426050
Ghadjergui	id=g:2426051
Gha	id=g:2426052
Rgèba	id=g:2426053
Révé	id=g:2426054
Rétio	id=g:2426055
Retgi	id=g:2426056
Réria	id=g:2426057
Réria	id=g:2426058
Réra	id=g:2426059
Reng	id=g:2426060
Rèng	id=g:2426062
Rémié	id=g:2426063
Rémélia	id=g:2426064
Goz Réméle	id=g:2426065
Bir Rémélé	id=g:2426066
Rémélé	id=g:2426067
Remargcha	id=g:2426068
Rékéré	id=g:2426069
Rékassa	id=g:2426070
Reing	id=g:2426071
Réhèlalaban	id=g:2426072
Regueyga	id=g:2426073
Régé Doudoum	id=g:2426074
Régasa	id=g:2426075
Rédina	id=g:2426076
Ridina	id=g:2426077
Rédibé	id=g:2426078
Rédémé Koukourdé	id=g:2426079
Redèmat	id=g:2426080
Redelout	id=g:2426081
Rédélé	id=g:2426082
Reb Reb	id=g:2426083
Réboudinga	id=g:2426084
Rebmadji	id=g:2426085
Rébé	id=g:2426086
Rébé	id=g:2426087
Ré	id=g:2426088
Rayando	id=g:2426089
Raya	id=g:2426090
Raya	id=g:2426091
Raska	id=g:2426092
Rasin	id=g:2426093
Ras el Fil	id=g:2426094
Ras el Fil	id=g:2426095
Ras el Fîl	id=g:2426096
Ras el Fîl	id=g:2426097
Ras el Fil	id=g:2426098
Raouyané	id=g:2426099
Raouyané	id=g:2426100
Ramga	id=g:2426101
Ramsoko	id=g:2426102
Ramo	id=g:2426103
Ramo	id=g:2426104
Rametch	id=g:2426105
Rahat Ramelie	id=g:2426106
Ramélie	id=g:2426107
Bir Rameli Ⅱ	id=g:2426108
Raméla	id=g:2426109
Rama	id=g:2426110
Rama	id=g:2426111
Ralbil	id=g:2426112
Rakya	id=g:2426113
Mayo Raïkou	id=g:2426114
Reikou	id=g:2426115
Raykadi	id=g:2426116
Rahat Salamat	id=g:2426117
Rahat el Bagar	id=g:2426118
Rahad el Labané	id=g:2426119
Ragna	id=g:2426120
Ragé	id=g:2426121
Ragay	id=g:2426122
Ragapt Ed Djer	id=g:2426123
Ragana	id=g:2426124
Ragabta Matari	id=g:2426125
Ragaptal Mahamat	id=g:2426126
Oued Ragaba	id=g:2426127
Ragaba	id=g:2426128
Raga	id=g:2426129
Rafout	id=g:2426130
Rafia Kafia	id=g:2426131
Raf	id=g:2426132
Rad el Sahabay	id=g:2426133
Rad el Hamamit	id=g:2426134
Rad el Goz	id=g:2426135
Bir Rachid	id=g:2426136
Rabo	id=g:2426137
Raay	id=g:2426138
Raay	id=g:2426139
Bir Raamai Zélinga	id=g:2426140
Raabou	id=g:2426141
Pra	id=g:2426142
Poyame	id=g:2426143
Poutoukouni	id=g:2426144
Pourti	id=g:2426145
Pouro	id=g:2426146
Pouraon	id=g:2426147
Poura	id=g:2426148
Poum Poum	id=g:2426149
Poum	id=g:2426150
Poula	id=g:2426151
Poukra	id=g:2426152
Poug	id=g:2426153
Pougaran	id=g:2426154
Poudoué	id=g:2426155
Poubal-Lam	id=g:2426156
Potoum	id=g:2426157
Potoum	id=g:2426158
Potoroko	id=g:2426159
Potkom	id=g:2426160
Potalé	id=g:2426161
Porom	id=g:2426162
Poumgou	id=g:2426163
Pombo	id=g:2426164
Polomazi	id=g:2426165
Peleu	id=g:2426166
Pogom	id=g:2426167
Pitipiti	id=g:2426168
Piti	id=g:2426169
Pipigne	id=g:2426170
Piling	id=g:2426171
Piko	id=g:2426172
Pian	id=g:2426173
Pié	id=g:2426174
Pia	id=g:2426175
Pfelde	id=g:2426176
Petit Tougoudé	id=g:2426177
Petit Salamata	id=g:2426178
Petit Saïka	id=g:2426179
Petit Mandoul	id=g:2426180
Petit Goulmoun	id=g:2426181
Petchongrong	id=g:2426183
Périm	id=g:2426184
Paresara	id=g:2426185
Péré	id=g:2426186
Péou	id=g:2426187
Fandjalla	id=g:2426188
Péni II	id=g:2426189
Péni	id=g:2426190
Penguéréjé	id=g:2426191
Pendé	id=g:2426192
Batha de Pella	id=g:2426193
Pelko	id=g:2426194
Pelé	id=g:2426195
Pégo	id=g:2426196
Pié	id=g:2426197
Pays Kofa	id=g:2426198
Palalao	id=g:2426199
Patala	id=g:2426200
Col Pastis	id=g:2426201
Mayo Pasaré	id=g:2426202
Paribi	id=g:2426203
Pari	id=g:2426204
Paré Sara II	id=g:2426205
Parékoyo	id=g:2426206
Parékoyo	id=g:2426207
Paredoumga II	id=g:2426208
Paredoumga I	id=g:2426209
Mont Paré	id=g:2426210
Papagra	id=g:2426211
Papa	id=g:2426212
Paouna	id=g:2426213
Paoua	id=g:2426214
Pao	id=g:2426215
Pani Dabéra	id=g:2426216
Pangara	id=g:2426217
Pandzangué II	id=g:2426218
Pandzangué	id=g:2426219
Pandjio	id=g:2426220
Pandilizé	id=g:2426221
Pana	id=g:2426222
Pann	id=g:2426223
Pam	id=g:2426224
Paloum	id=g:2426225
Paline	id=g:2426226
Palimossi II	id=g:2426227
Palimossi I	id=g:2426228
Palik	id=g:2426229
Pala Oua	id=g:2426230
Palanndaouari	id=g:2426231
Palanndaouari	id=g:2426232
