Rebo	id=g:7016090
Gatsiro	id=g:7032662
Kanoga	id=g:7032663
Kamigisha	id=g:7032664
Gafuka	id=g:7032665
Gisunyu	id=g:7032666
Bahemba	id=g:7032667
Ruvumbu	id=g:7032668
Gikombe	id=g:7032669
Rwega	id=g:7032670
Ntura	id=g:7032671
Karunga	id=g:7032672
Gishyuhira	id=g:7032673
Kagara	id=g:7032674
Gitwa	id=g:7032675
Mulirwa	id=g:7032676
Impara	id=g:7032677
Kirambi	id=g:7032678
Kavabuye	id=g:7032679
Kabazigura	id=g:7032680
Gatare	id=g:7032681
Kijabwe	id=g:7032682
Munyove	id=g:7032683
Kigenge	id=g:7032684
Baha	id=g:7032685
Rukokwa	id=g:7032686
Nyamuko	id=g:7032687
Buhanga	id=g:7032688
Bushenge	id=g:7032689
Kidashira	id=g:7032690
Kamanyenga	id=g:7032691
Kavumu	id=g:7032692
Kabingo	id=g:7032693
Ruhinamavi	id=g:7032694
Nkongoro	id=g:7032695
Mpongora	id=g:7032696
Isha	id=g:7032697
Gasharu	id=g:7032698
Ryamabuye	id=g:7032699
Kavuya	id=g:7032700
Kijabwe	id=g:7032701
Gasura	id=g:7032702
Rubenga	id=g:7032703
Turambi	id=g:7032704
Kagende	id=g:7032705
Cyinzovu	id=g:7032706
Kagatama	id=g:7032707
Gashirabwoba	id=g:7032708
Butabagire	id=g:7032709
Munyana	id=g:7032710
Kamatita	id=g:7032711
Kanombe	id=g:7032712
Cyendajuru	id=g:7032713
Murama	id=g:7032714
Kamashanyi	id=g:7032715
Gitinda	id=g:7032716
Gasuma Kijabwe	id=g:7032717
Ruhinga	id=g:7032718
Ngoma	id=g:7032719
Gahwazi	id=g:7032720
Kamuhoza	id=g:7032721
Karora	id=g:7032722
Gakwisi	id=g:7032723
Karorabose	id=g:7032724
Cyongoroka	id=g:7032725
Bisanganira	id=g:7032726
Bwumvangoma	id=g:7032727
Kannyogo	id=g:7032728
Kigenge	id=g:7032729
Umuganda	id=g:7032730
Rwimpili	id=g:7032731
Gihundwe	id=g:7032732
Rwinkwavu	id=g:7032733
Cyimpundu	id=g:7032734
Cinq-Juillet	id=g:7032735
Kabisigo	id=g:7032736
Mugombo	id=g:7032737
Rusayo	id=g:7032738
Murambi	id=g:7032739
Burunga	id=g:7032740
Kamabuye	id=g:7032741
Kadashya	id=g:7032742
Gahurubuka	id=g:7032743
Batero	id=g:7032744
Mulindi	id=g:7032745
Kanoga	id=g:7032746
Nkomane	id=g:7032747
Bashanga	id=g:7032748
Kanyovu	id=g:7032749
Shagasha	id=g:7032750
Nyagatare	id=g:7032751
Ruganda	id=g:7032752
Gatovu	id=g:7032753
Karangiro	id=g:7032754
Karambo	id=g:7032755
Kamurera	id=g:7032756
Kabuga	id=g:7032757
Kabacuzi	id=g:7032758
Mutara	id=g:7032759
Nyirabicabari	id=g:7032760
Rubondwa	id=g:7032761
Runyangwe	id=g:7032799
Gasumo	id=g:7032800
Rwibira	id=g:7032801
Marora	id=g:7032802
Karambi	id=g:7032803
Buremera	id=g:7032804
Gitwa	id=g:7032805
Kabahinda	id=g:7032806
Butazigurwa	id=g:7032807
Buhinda	id=g:7032808
Rwamivugo	id=g:7032809
Ruhimbi	id=g:7032810
Kiziguro	id=g:7032811
Karanjwa	id=g:7032812
Buronga	id=g:7032813
Kagarama	id=g:7032814
Rukukumbo	id=g:7032815
Gahati	id=g:7032816
Ryamuhirwa	id=g:7032817
Bugayi	id=g:7032818
Gahinga	id=g:7032819
Kaburandwe	id=g:7032820
Bitaba	id=g:7032821
Rubondwa	id=g:7032822
Itara	id=g:7032823
Cyirabyo	id=g:7032824
Nyambura	id=g:7032825
Kabaheshi	id=g:7032826
Kabasigirira	id=g:7032827
Gitwa	id=g:7032828
Kaneli	id=g:7032829
Cyandaramo	id=g:7032830
Karambo	id=g:7032831
Cyarukoza	id=g:7032832
Gisovu	id=g:7032833
Kigurwe	id=g:7032834
Gatambamo	id=g:7032835
Gatarange	id=g:7032836
Kaneli	id=g:7032837
Nkungu	id=g:7032838
Kamutongo	id=g:7032839
Bitongo	id=g:7032840
Miko	id=g:7032841
Kamarebe	id=g:7032842
Gahana	id=g:7032843
Gikungwe	id=g:7032844
Murambi	id=g:7032845
Gituza	id=g:7032846
Mugongo	id=g:7032847
Mwango	id=g:7032848
Mburamazi	id=g:7032849
Runyanzovu	id=g:7032850
Murambi	id=g:7032851
Rusambu	id=g:7032852
Gatare	id=g:7032853
Ryamaraza	id=g:7032854
Nyakagezi	id=g:7032855
Bafatampundu	id=g:7032856
Karukubita	id=g:7032857
Kumana	id=g:7032858
Kagarama	id=g:7032859
Gako	id=g:7032860
Mataba	id=g:7032861
Rwimbogo	id=g:7032862
Kamatene	id=g:7032863
Kambabara	id=g:7032864
Kabingo	id=g:7032865
Karangiro	id=g:7032866
Kanyovu	id=g:7032867
Karambi	id=g:7032868
Kinanira	id=g:7032869
Gihusi	id=g:7032870
Gataramo	id=g:7032871
Kabumbwe	id=g:7032872
Nyirabikabali	id=g:7032873
Kabayego	id=g:7032874
Nyamugali	id=g:7032875
Gikombe	id=g:7032876
Gitwa	id=g:7032877
Njambwe	id=g:7032878
Kanoga	id=g:7032879
Rusayo	id=g:7032880
Bitaba	id=g:7032881
Kakabaga	id=g:7032882
Kankenke	id=g:7032883
Muhanga	id=g:7032884
Gihundwe	id=g:7032885
Kabuye	id=g:7032886
Gisoro	id=g:7032887
Gatare	id=g:7032888
Karambi	id=g:7032889
Kabagina	id=g:7032890
Kabuhoro	id=g:7032891
Mugerero	id=g:7032892
Kibijumba	id=g:7032893
Bagisha	id=g:7032894
Gitwa	id=g:7032895
Rubeho	id=g:7032896
Kabacuku	id=g:7032897
Nyagitabire	id=g:7032898
Kanzuki	id=g:7032899
Nyungu	id=g:7032900
Kabahinda	id=g:7032901
Kamonyi	id=g:7032902
Mibirizi	id=g:7032903
Busasamana	id=g:7032904
Kagabiro	id=g:7032905
Kabacuzi	id=g:7032906
Mibilizi	id=g:7032907
Kagikongoro	id=g:7032908
Karemereye	id=g:7032909
Kamurehe	id=g:7032910
Kabugarama	id=g:7032911
Rushebeke	id=g:7032912
Nyagataka	id=g:7032913
Rwihene	id=g:7032914
Gisuma	id=g:7032915
Gacyamo	id=g:7032916
Mugenge	id=g:7032917
Nyabihanga	id=g:7032918
Kamaho	id=g:7032919
Ishara	id=g:7032920
Kajenone	id=g:7032921
Gakombe	id=g:7032922
Kaninda	id=g:7032923
Rurongoza	id=g:7032924
Ruvomero	id=g:7032925
Kacyiyama	id=g:7032926
Kabuye	id=g:7032927
Kabaha	id=g:7032928
Nyagatero	id=g:7032929
Rukunguli	id=g:7032930
Gasharu	id=g:7032931
Cyingwa	id=g:7032932
Nyagasharara	id=g:7032933
Kanyirumukina	id=g:7032934
Kigarama	id=g:7032935
Ruvuruga	id=g:7032936
Kacyuma	id=g:7032937
Ryagahindiro	id=g:7032938
Karama	id=g:7032939
Muti	id=g:7032940
Kiremereye	id=g:7032941
Gasharu	id=g:7032942
Njambwe	id=g:7032943
Gakombe	id=g:7032944
Mukimbagiro	id=g:7032945
Gahungeli	id=g:7032946
Kamuhana	id=g:7032947
Rusayo	id=g:7032948
Mukibangiro	id=g:7032949
Nyantaba	id=g:7032950
Gakeli	id=g:7032951
Gasovu	id=g:7032952
Marebe	id=g:7032953
Nyamutarama	id=g:7032954
Rusayo	id=g:7032955
Kagomero	id=g:7032956
Kabakobwa	id=g:7032957
Rubugu	id=g:7032958
Birembo	id=g:7032959
Ntenyi	id=g:7032960
Gisharara	id=g:7032961
Rwagacece	id=g:7032962
Nyamaganda	id=g:7032963
Gatare	id=g:7032964
Tambi	id=g:7032965
Karange	id=g:7032966
Batura	id=g:7032967
Nyange	id=g:7032968
Nyakibingo	id=g:7032969
Ntonyanga	id=g:7032970
Gatare	id=g:7032971
Ndogomba	id=g:7032972
Gakombe	id=g:7032973
Hangabashi	id=g:7032974
Kaduha	id=g:7032975
Kagenge	id=g:7032976
Rubeho	id=g:7032977
Kiberezi	id=g:7032978
Nyabihanga	id=g:7032979
Murama	id=g:7032980
Iperu	id=g:7032981
Kabajoba	id=g:7032982
Rugunga	id=g:7032983
Rwimbogo	id=g:7032984
Rugunga	id=g:7032985
Gatare	id=g:7032986
Nyagahinga	id=g:7032987
Ruganda	id=g:7032988
Kamabuye	id=g:7032989
Rwinzuki	id=g:7032990
Muhehwe	id=g:7032991
Ruvugangoma	id=g:7032992
Cyinengwe	id=g:7032993
Cyungulira	id=g:7032994
Kabuyange	id=g:7032995
Nyashenge	id=g:7032996
Rugunga	id=g:7032997
Ryarusaro	id=g:7032998
Rebero	id=g:7032999
Kigenge	id=g:7033000
Gatovu	id=g:7033001
Gakombe	id=g:7033002
Gaculiro	id=g:7033003
Nyagasozi	id=g:7033004
Karunyerera	id=g:7033005
Gashagwa	id=g:7033006
Musumba	id=g:7033007
Rufunika	id=g:7033008
Kabugazi	id=g:7033009
Gasharu	id=g:7033010
Buganza	id=g:7033011
Ngoma	id=g:7033012
Ryagashitsi	id=g:7033013
Mpushi	id=g:7033014
Gihungwe	id=g:7033015
Murya	id=g:7033016
Kabingo	id=g:7033017
Muguli	id=g:7033018
Gisheke	id=g:7033019
Murundo	id=g:7049356
Nyagahima	id=g:7049357
Bungo	id=g:7049358
Gashanga	id=g:7049359
Bizibishya	id=g:7049360
Mwumba	id=g:7049361
Nyakabingo	id=g:7049362
Bugiti	id=g:7049363
Mutoyi	id=g:7049364
Nyarusange	id=g:7049365
Kizanganga	id=g:7049366
Kizenga	id=g:7049367
Nyarutovu	id=g:7049368
Bigali	id=g:7049369
Cyunyu	id=g:7049370
Ngeso	id=g:7049371
Kamahindu	id=g:7049372
Bisharara	id=g:7049373
Kibuye	id=g:7049374
Ntanga	id=g:7049375
Gasharu	id=g:7049376
Nyamiryango	id=g:7049377
Gituntu	id=g:7049378
Masumo	id=g:7049379
Birambo	id=g:7049380
Kagano	id=g:7049381
Nyakirambi	id=g:7049382
Nyirarwiru	id=g:7049383
Gihunga	id=g:7049384
Mubuga	id=g:7049385
Nyamutukura	id=g:7049386
Ngundusi	id=g:7049387
Rutonde	id=g:7049388
Kinyonzwe	id=g:7049389
Kanyege	id=g:7049390
Gasharu	id=g:7049391
Rugaragara	id=g:7049392
Rutobwe	id=g:7049393
Murarambwe	id=g:7049394
Nyamizi	id=g:7049395
Rugogwe	id=g:7049396
Kavumu	id=g:7049397
Nyarubuye	id=g:7049398
Gatorove	id=g:7049399
Gakoma	id=g:7049400
Kamabuye	id=g:7049401
Rangi	id=g:7049402
Rwimpili	id=g:7049403
Murambi	id=g:7049404
Rusoyo	id=g:7049405
Kibingo	id=g:7049406
Gitembe	id=g:7049407
Mukira	id=g:7049408
Kanombe	id=g:7049409
Nyakibande	id=g:7049410
Mwiha	id=g:7049411
Kadasomwa	id=g:7049412
Kimbogo	id=g:7049413
Kanyegenyege	id=g:7049414
Rugabe	id=g:7049415
Kageyo	id=g:7049416
Nyarusengesi	id=g:7049417
Muduha	id=g:7049418
Rutare	id=g:7049419
Rushubi	id=g:7049420
Kimina	id=g:7049421
Cyeru	id=g:7049422
Mugunda	id=g:7049423
Rugogwe	id=g:7049424
Gisovu	id=g:7049425
Gitwe	id=g:7049426
Rwankuba	id=g:7049427
Nyaruhombo	id=g:7049428
Kamonyi	id=g:7049429
Gihunga	id=g:7049430
Cyiya	id=g:7049431
Bukero	id=g:7049432
Nyakabingo	id=g:7049433
Nyarugote	id=g:7049434
Gorwe	id=g:7049435
Wibungo	id=g:7049436
Kagarama	id=g:7049437
Buteteli	id=g:7049438
Kabonobono	id=g:7049439
Kabuga	id=g:7049440
Nyarusazi	id=g:7049441
Remera	id=g:7049442
Nyarwungo	id=g:7049443
Nyabyumba	id=g:7049444
Munanira	id=g:7049445
Lyakabwebwe	id=g:7049446
Nyakirambi	id=g:7049447
Muyange	id=g:7049448
Rusoyo	id=g:7049449
Gituntu	id=g:7049450
Misilimbo	id=g:7049451
Kirwa	id=g:7049452
Nyarushike	id=g:7049453
Nkomane	id=g:7049454
Nyagashubi	id=g:7049455
Gikaragata	id=g:7049456
Mugali	id=g:7049457
Rugeyo	id=g:7049458
Gitikirema	id=g:7049459
Uwamarumba	id=g:7049460
Bitandara	id=g:7049461
Karambo	id=g:7049462
Rusoyo	id=g:7049463
Shyito	id=g:7049464
Bushigo	id=g:7049465
Kagano	id=g:7049466
Rukukumbo	id=g:7049467
Kiburara	id=g:7049468
Banda	id=g:7049469
Gituza	id=g:7049470
Gaseke	id=g:7049471
Gakomeye	id=g:7049472
Buhanzi	id=g:7049473
Bitare	id=g:7049474
Rwuli	id=g:7049475
Twiya	id=g:7049476
Nyagisumo	id=g:7049477
Nyarurumbi	id=g:7049478
Rutoyi	id=g:7049479
Gashwati	id=g:7049480
Muturama	id=g:7049481
Muko	id=g:7049482
Karukoma	id=g:7049483
Gitabura	id=g:7049484
Burengo	id=g:7049485
Muhembe	id=g:7049486
Tubuye	id=g:7049487
Kibuga	id=g:7049488
Nganzo	id=g:7049489
Kabavu	id=g:7049490
Gakomeye	id=g:7049491
Buhoro	id=g:7049492
Migoza	id=g:7049493
Mushubi	id=g:7049494
Gashiru	id=g:7049495
Kageyo	id=g:7049496
Kabavu	id=g:7049497
Rwangambibi	id=g:7049498
Kagano	id=g:7049499
Cyurwufe	id=g:7049500
Gishenge	id=g:7049501
Kibonwa	id=g:7049502
Gatare	id=g:7049503
Munini	id=g:7049504
Rubobo	id=g:7049505
Mutengeli	id=g:7049506
Gatiti	id=g:7049507
Ruhanga	id=g:7049508
Gakoma	id=g:7049509
Nyakirambi	id=g:7049510
Gakungugu	id=g:7049511
Kivumu	id=g:7049512
Kagote	id=g:7049513
Rucyurankero	id=g:7049514
Cyabwinba	id=g:7049515
Karucumo	id=g:7049516
Gitake	id=g:7049517
Kukana	id=g:7049518
Bugarama	id=g:7049519
Nyamabuye	id=g:7049520
Rwufe	id=g:7049521
Cukwe	id=g:7049522
Gituntu	id=g:7049523
Giheta	id=g:7049524
Murambi	id=g:7049525
Rugote	id=g:7049526
Gihuno	id=g:7049527
Mudondi	id=g:7049528
Muyange	id=g:7049529
Busanza	id=g:7049530
Gitembe	id=g:7049531
Gasharu	id=g:7049532
Gashasha	id=g:7049533
Nyabyumba	id=g:7049534
Kageyo	id=g:7049535
Karumbi	id=g:7049536
Gasiza	id=g:7049537
Murembo	id=g:7049538
Muhingo	id=g:7049539
Rusekera	id=g:7049540
Bitaba	id=g:7049541
Rukungu	id=g:7049542
Gitsinduka	id=g:7049543
Gikungu	id=g:7049544
Rukore	id=g:7049545
Rukeli	id=g:7049546
Mubumbano	id=g:7049547
Rwamakara	id=g:7049548
Uwimituza	id=g:7049549
Ngoma	id=g:7049550
Kageyo	id=g:7049551
Gikungu	id=g:7049552
Shaki	id=g:7049553
Mugano	id=g:7049554
Gatare	id=g:7049555
Rwinyana	id=g:7049556
Rusekera	id=g:7049557
Kinyonza	id=g:7049558
Bitaba	id=g:7049559
Nkomero	id=g:7049560
Nyaruhura	id=g:7049561
Twumba	id=g:7049562
Ruhura	id=g:7049563
Rusekera	id=g:7049564
Magumira	id=g:7049565
Rukwandu	id=g:7049566
Kibuburo	id=g:7049567
Ruronzi	id=g:7049568
Gatovu	id=g:7049569
Gitaba	id=g:7049570
Biculi	id=g:7049571
Matsinda	id=g:7049572
Mpanga	id=g:7049573
Kabuga	id=g:7049574
Gifurwe	id=g:7049575
Bisereganya	id=g:7049576
Uwankihye	id=g:7049577
Munini	id=g:7049578
Gitovu	id=g:7049579
Masinde	id=g:7049580
Gatovu	id=g:7049581
Nyamaberi	id=g:7049582
Uwinzuki	id=g:7049583
Nganzo	id=g:7049584
Rubumbuli	id=g:7049585
Musebeya	id=g:7049586
Rukaranka	id=g:7049587
Gakereko	id=g:7049588
Gakangaga	id=g:7049589
Nkamba	id=g:7049590
Bigugu	id=g:7049591
Karumu	id=g:7049592
Ruhindi	id=g:7049593
Rushara	id=g:7049594
Mugote	id=g:7049595
Bitaba	id=g:7049596
Rukeli	id=g:7049597
Gashishi	id=g:7049598
Giharayumbo	id=g:7049599
Mujerenge	id=g:7049600
Murawe	id=g:7049601
Gacundura	id=g:7049602
Bitebo	id=g:7049603
Rurabwe	id=g:7049604
Bunyunyu	id=g:7049605
Bushigishigi	id=g:7049606
Gihumo	id=g:7049607
Gisenyi	id=g:7049608
Uwisuli	id=g:7049609
Rusekera	id=g:7049610
Cyumuganza	id=g:7049611
Gititi	id=g:7049612
Gatovu	id=g:7049613
Kimpyisi	id=g:7049614
Minaga	id=g:7049615
Uwinkingi	id=g:7049616
Uwindekezi	id=g:7049617
Gahira	id=g:7049618
Rukwi	id=g:7049619
Mukaka	id=g:7049620
Uwamataba	id=g:7049621
Kibugazi	id=g:7049622
Gishwati	id=g:7049623
Kibyagira	id=g:7049624
Kabuga	id=g:7049625
Nyarurambi	id=g:7049626
Kinaba	id=g:7049627
Kagano	id=g:7049628
Mwishogwe	id=g:7049629
Kimina	id=g:7049630
Iryanyirakanani	id=g:7049631
Kimitanga	id=g:7049632
Bitaba	id=g:7049633
Uwimbaragasa	id=g:7049634
Magumira	id=g:7049635
Tare Il	id=g:7049636
Munyege	id=g:7049637
Sinduka	id=g:7049638
Rushubi	id=g:7049639
Rugogwe	id=g:7049640
Ruganza	id=g:7049641
Mbuga	id=g:7049642
Gicaca	id=g:7049643
Maraba	id=g:7049644
Karambo	id=g:7049645
Rasaniro	id=g:7049646
Bigumira	id=g:7049647
Kinombe	id=g:7049648
Buremera	id=g:7049649
Nyirayonde	id=g:7049650
Rushubi	id=g:7049651
Nyamutukura	id=g:7049652
Rubindi	id=g:7049653
Rutobwe	id=g:7049654
Kagogo	id=g:7049655
Gahama	id=g:7049656
Gaseke	id=g:7049657
Nyaruhombo	id=g:7049658
Gahondo	id=g:7049659
Kalilimbo	id=g:7049660
Rwanko	id=g:7049661
Gakopko	id=g:7049662
Masumo	id=g:7049663
Kibuburo	id=g:7049664
Lyanyirandihano	id=g:7049665
Ruhorobero	id=g:7049666
Rukiga	id=g:7049667
Nyirasusa	id=g:7049668
Nyarubali	id=g:7049669
Mutovu	id=g:7049670
Ruronzi	id=g:7049671
Nyankokoma	id=g:7049672
Rutahanyoni	id=g:7049673
Gatare	id=g:7049674
Rushuba	id=g:7049675
Uwabajeje	id=g:7049676
Misumba	id=g:7049677
Nyarwufi	id=g:7049678
Musaraba	id=g:7049679
Nyagasozi	id=g:7049680
Rulimbi	id=g:7049681
Rushyarara	id=g:7049682
Kiwagwo	id=g:7049683
Nyarwumba	id=g:7049684
Makoko	id=g:7049685
Gitumba	id=g:7049686
Gitumba	id=g:7049687
Nyiakibande	id=g:7049688
Kanyegenyega	id=g:7049689
Nyarugote	id=g:7049690
Mashya	id=g:7049691
Gahama	id=g:7049692
Uwakibasho	id=g:7049693
Gatare	id=g:7049694
Bahazi	id=g:7049695
Rubindi	id=g:7049696
Nyirabugera	id=g:7049697
Cyetete Mundondezo	id=g:7049698
Uwanyirambumba	id=g:7049699
Nyabihanga	id=g:7049700
Kigogo	id=g:7049701
Kazabagarura	id=g:7049702
Nyabisumo	id=g:7049703
Rushahaga	id=g:7049704
Nyamugali	id=g:7049705
Mugali	id=g:7049706
Budacya	id=g:7049707
Gasarenda	id=g:7049708
Cyarwufe	id=g:7049709
Buzibira	id=g:7049710
Bunoza	id=g:7049711
Gatoki	id=g:7049712
Rubobo	id=g:7049713
Kibonwa	id=g:7049714
Nyakagezi	id=g:7049715
Muhembe	id=g:7049716
Uwarukwavu	id=g:7049717
Nyaruhoboba	id=g:7049718
Musarara	id=g:7049719
Nyiragatare	id=g:7049720
Rwabusage	id=g:7049721
Nyakagezi	id=g:7049722
Nyagisonyi	id=g:7049723
Bukembera	id=g:7049724
Cukwe	id=g:7049725
Gahama	id=g:7049726
Gahama	id=g:7049727
Kabere	id=g:7049728
Ryarutanga	id=g:7049729
Ndatemwa	id=g:7049730
Rugomero	id=g:7049731
Ryanagandwi	id=g:7049732
Nyamugali	id=g:7049733
Ryabitunga	id=g:7049734
Giseboya	id=g:7049735
Ruzibaziha	id=g:7049736
Bikeli	id=g:7049737
Nyaruramba	id=g:7049738
Rotovu	id=g:7049739
Rushubi	id=g:7049740
Busanza	id=g:7049741
Urunaba	id=g:7049742
Rutembo	id=g:7049743
Rucyurankero	id=g:7049744
Karambo	id=g:7049745
Twiya	id=g:7049746
Macungwe	id=g:7049747
Cyujuhurura	id=g:7049748
Kabebe	id=g:7049749
Rushubi	id=g:7049750
Matongi	id=g:7049751
Gisare	id=g:7049752
Nyeshondi	id=g:7049753
Banda	id=g:7049754
Ryakajura	id=g:7049755
Uwagatigira	id=g:7049756
Dushwati	id=g:7049757
Rutogota	id=g:7049758
Rutomvu	id=g:7049759
Uwabatenga	id=g:7049760
Uwamarambo	id=g:7049761
Rwamakara	id=g:7049762
Bulimbi	id=g:7049763
Buregerege	id=g:7049764
Ruheto	id=g:7049765
Nyabyumba	id=g:7049766
Rushishi	id=g:7049767
Karumbi	id=g:7049768
Rugomero	id=g:7049769
Kayombera	id=g:7049770
Nyarucyamo	id=g:7049771
Gisuma	id=g:7049772
Buseke	id=g:7049773
Gahora	id=g:7049774
Kiruli	id=g:7049775
Kazibaziba	id=g:7049776
Zihak	id=g:7049777
Kagarama	id=g:7049778
Rugomero	id=g:7049779
Gihondohondo	id=g:7049780
Rurongora	id=g:7049781
Rugazi	id=g:7049782
Gasayo	id=g:7049783
Gahorora	id=g:7049784
Nyaruhura	id=g:7049785
Gatamu	id=g:7049786
Nyirangoma	id=g:7049787
Gashubi	id=g:7049788
Nyaniyijima	id=g:7049789
Nyamugali	id=g:7049790
Rusekera	id=g:7049791
Akingoma	id=g:7049792
Uwamurekezi	id=g:7049793
Karundura	id=g:7049794
Nyiragitovu	id=g:7049795
Uwubushya	id=g:7049796
Uwagatenga	id=g:7049797
Kabingo	id=g:7049798
Uwamagumira	id=g:7049799
Nyabubindi	id=g:7049800
Nyirampanga	id=g:7049801
Cyogo	id=g:7049802
Kabuga	id=g:7049803
Nyamabere	id=g:7049804
Rukubo	id=g:7049805
Rukoma	id=g:7049806
Kabiracuzi	id=g:7049807
Ryagahita	id=g:7049808
Akabusanza	id=g:7049809
Rwintamure	id=g:7049810
Nyirarukaranka	id=g:7049811
Nyiraruganza	id=g:7049812
Nyakagezi	id=g:7049813
Kabere	id=g:7049814
Nyirabishyiga	id=g:7049815
Nyirabishyiga	id=g:7049816
Ruzina	id=g:7049817
Nganzo	id=g:7049818
Uwasebakungu	id=g:7049819
Nyirampihwe	id=g:7049820
Nyiragikungu	id=g:7049821
Rukarara	id=g:7049822
Nyabibugu	id=g:7049823
Uwabugoyi	id=g:7049824
Rusekera	id=g:7049825
Giharayumbo	id=g:7049826
Nyiragibarayumbo	id=g:7049827
Gasorenda	id=g:7049828
Nyirarukaba	id=g:7049829
Nyirarukeli	id=g:7049830
Gatoki	id=g:7049831
Bitaba	id=g:7049832
Nyirabitabi	id=g:7049833
Kabere	id=g:7049834
Rutagomero	id=g:7049835
Nyakabingo	id=g:7049836
Rukarara	id=g:7049837
Kigogo	id=g:7049838
Bunyunyu	id=g:7049839
Munkangu	id=g:7049840
Nyarubizi	id=g:7049841
Gisenyi	id=g:7049842
Gisuma	id=g:7049843
Ruhora	id=g:7049844
Gatovu	id=g:7049845
Cyarushyana	id=g:7049846
Nyiragahira	id=g:7049847
Nyiraduhande	id=g:7049848
Rwushywa	id=g:7049849
Nyiragashayaya	id=g:7049850
Kibugozi	id=g:7049851
Ryabikazi	id=g:7049852
Cyansekabanga	id=g:7049853
Masumo	id=g:7049854
Rukangongo	id=g:7049855
Rugomero	id=g:7049856
Rusekera	id=g:7049857
Nganzo	id=g:7049858
Nyiramukongoro	id=g:7049859
Rusekera	id=g:7049860
Gacundura	id=g:7049861
Kamayezi	id=g:7049862
Uwabahore	id=g:7049863
Wisuli	id=g:7049864
Ruhogo	id=g:7049865
Nyirabugoyi	id=g:7049866
Gisuma	id=g:7049867
Tubuye	id=g:7049868
Dutuluka	id=g:7049869
Nyirokabuga	id=g:7049870
Cyanyaruzi	id=g:7049871
Mujabagiro	id=g:7049872
Nyankokoma	id=g:7049873
Ntaruka	id=g:7049874
Minaga	id=g:7049875
Gishwati	id=g:7049876
Mugote	id=g:7049877
Mwihogwe	id=g:7049878
Nyiramyotsi	id=g:7049879
Rugomero	id=g:7049880
Nyiralukeneko	id=g:7049881
Rusubya	id=g:7049882
Macuni	id=g:7049883
Mishishito	id=g:7049884
Uwibisiga	id=g:7049885
Bigugu	id=g:7049886
Uwimbaragasa	id=g:7049887
Nyirakinaba	id=g:7049888
Rwimbeho	id=g:7049889
Nyiragishunga	id=g:7049890
Nyiragishinge	id=g:7049891
Nyiramazi	id=g:7049892
Uwitako	id=g:7049893
Mujerenge	id=g:7049894
Nyiraruhanga	id=g:7049895
Nyiramabande	id=g:7049896
Rwimpyisi	id=g:7049897
Kilimbi	id=g:7049898
Kagusa	id=g:7049899
Kukore	id=g:7049900
Rubiha	id=g:7049901
Nyantomvu	id=g:7049902
Gikungu	id=g:7049903
Kayambera	id=g:7049904
Zihali	id=g:7049905
Kinwate	id=g:7049906
Rusise	id=g:7049907
Mudeode	id=g:7049908
Nyamyijima	id=g:7049909
Ribumbuli	id=g:7049910
Kadaraza	id=g:7049911
Nyiramugali	id=g:7049912
Nyirabitebo	id=g:7049913
Masubyo	id=g:7049914
Rurongora	id=g:7049915
Kanyampongo	id=g:7049916
Kibande	id=g:7049938
Nyakagezi	id=g:7062139
Nyamugali	id=g:7062140
Nyamiseke	id=g:7062141
Rusiza	id=g:7062142
Kazibaziba	id=g:7062143
Nyamaraba	id=g:7062144
Kanyegenyege	id=g:7062145
Nangingare	id=g:7062146
Nyarucyamu	id=g:7062147
Rwarugondo	id=g:7062166
Kinnyamazi	id=g:7062167
Gasenyi	id=g:7062168
Kamonyo	id=g:7062169
Ndatemwa	id=g:7062170
Gisiza	id=g:7062171
Kagarama	id=g:7062172
Kinyota	id=g:7062173
Nyakabungo	id=g:7062174
Rusenyi	id=g:7062175
Nasugi	id=g:7062176
Rwaruboko	id=g:7062177
Cyahati	id=g:7062178
Gatare	id=g:7062179
Gahanga	id=g:7062180
Ruhanga	id=g:7062181
Rugomero	id=g:7062182
Nyamenshi	id=g:7062183
Rusave	id=g:7062184
Kamugabo	id=g:7062185
Nyarutovu	id=g:7062186
Nyamugali	id=g:7062187
Gasasa	id=g:7062188
Nyagisasa	id=g:7062189
Gasenyi	id=g:7062190
Ruseke	id=g:7062191
Nyamugogo	id=g:7062192
Gisuma	id=g:7062193
Rutuna	id=g:7062194
Nyamisengese	id=g:7062195
Nyarugobora	id=g:7062196
Rwamusugi	id=g:7062197
Nyarushishi	id=g:7062198
Gahama	id=g:7062199
Gahondohondo	id=g:7062200
Gatare	id=g:7062201
Gahoza	id=g:7062202
Gatindo	id=g:7062203
Bwabimba	id=g:7062204
Gisuma	id=g:7062205
Rubiha	id=g:7062206
Nyakigezi	id=g:7062207
Rwamukanza	id=g:7062208
Kigogo	id=g:7062209
Gisume	id=g:7062210
Gatare	id=g:7062211
Twinkamba	id=g:7062212
Kinkono	id=g:7062213
Kakwezi	id=g:7062214
Rusenyi	id=g:7062215
Gahasa	id=g:7062216
Rucantege	id=g:7062217
Mukaka	id=g:7062218
Nyamazi	id=g:7062219
Gasura	id=g:7062220
Urufumba	id=g:7062221
Gasayo	id=g:7062222
Rutovu	id=g:7062223
Kagezi	id=g:7062224
Kibande	id=g:7062225
Kadasomwo	id=g:7062226
Nyirayonde	id=g:7062227
Gakongoro	id=g:7062228
Gakomeye	id=g:7062229
Gasebeya	id=g:7062230
