Mechtat el Djar Messaouda	id=g:2489116
Oudeï Jouimel	id=g:2492904
Erg Joui	id=g:2492905
Hassi Joly	id=g:2492906
Joinville	id=g:2492907
Joannonville	id=g:2492908
Golb el Jir	id=g:2492909
Wilaya de Jijel	id=g:2492910
Daïra de Jijel	id=g:2492911
Commune de Jijel	id=g:2492912
Jijel	id=g:2492913
Bir Jemiet	id=g:2492914
Jeloki	id=g:2492915
Jelmana	id=g:2492916
Oued Jefar	id=g:2492917
Oued ti-n-Jedane	id=g:2492918
Commune de Jdiouia	id=g:2492919
Djidiouia	id=g:2492920
Ferme Jarrige	id=g:2492921
Vallée des Jardins	id=g:2492922
Ferme Jaquot	id=g:2492923
Oglat Jaouania	id=g:2492924
Djebel Jaklil	id=g:2492925
Jahanama	id=g:2492926
Kereb Izzouguinem	id=g:2492927
Izzorh	id=g:2492928
Djebel Izzilatene	id=g:2492929
Oued Izzatene	id=g:2492930
Oued Izzaguiene	id=g:2492931
Irhil Izza	id=g:2492932
Oued Izriouitene	id=g:2492933
Izreraouene	id=g:2492934
Izra-n-Tirsi	id=g:2492935
Izouzer	id=g:2492936
Oued Izourafan	id=g:2492937
Gara Izoun Andji	id=g:2492938
Izouda	id=g:2492939
Izouaz	id=g:2492940
Oued Izini	id=g:2492941
Tilmas Izimane	id=g:2492942
Ézêleg	id=g:2492943
Hassi Izi	id=g:2492944
Hassi Izguilem	id=g:2492945
Oued Izetti	id=g:2492946
Oued Izetane	id=g:2492947
Hassi Izernene	id=g:2492948
Izennbilene	id=g:2492949
Izeggarene	id=g:2492950
Mont Izegane	id=g:2492951
Oued Izdelazene	id=g:2492952
Aguelmam Izazza	id=g:2492953
Irhil Izarzer	id=g:2492954
Bled Izaouene	id=g:2492955
Izzaguene	id=g:2492956
Cap Ivi	id=g:2492957
Oued Ittel	id=g:2492958
Garet el Itima	id=g:2492959
Garet el Itima	id=g:2492960
Garet el Itima	id=g:2492961
Gara Itima	id=g:2492962
Oued Ilegh	id=g:2492963
Oued Itera	id=g:2492964
Idâghene Itedjarnine	id=g:2492965
Oued Itchi	id=g:2492966
Oued Itakane	id=g:2492967
Oued Istilli	id=g:2492968
Oued Istene	id=g:2492969
Istene	id=g:2492970
Issourasse	id=g:2492971
Issoummar	id=g:2492972
Issoumatene	id=g:2492973
Oued Issoulouten	id=g:2492974
Issouiane	id=g:2492975
Oued Issouel	id=g:2492976
Issoudad	id=g:2492977
Issouagh	id=g:2492978
Issouane	id=g:2492979
Issou	id=g:2492980
Oued ti-n-Issor	id=g:2492981
Oued Issi Afene	id=g:2492982
Oued Issessouitene	id=g:2492983
Oued el Isserif	id=g:2492984
Isserbourg	id=g:2492985
Isseradjene	id=g:2492986
Oued Isser	id=g:2492987
Oued Isser	id=g:2492988
Commune d’ Isser	id=g:2492989
’Aïn Isser	id=g:2492990
Isser	id=g:2492991
Hassi Issenndjel	id=g:2492992
Gara Issenengouile	id=g:2492993
Hassi Issendjel	id=g:2492994
Issenadjene	id=g:2492995
Isselelene	id=g:2492996
Isselane	id=g:2492997
Hassi Isseknane	id=g:2492998
Djebel ti Issekfa	id=g:2492999
Oued Issekakatene	id=g:2493000
Irhzer Isseïmi	id=g:2493001
Adrar Isseïmi	id=g:2493002
Isseguedal	id=g:2493003
Issîdjâne	id=g:2493004
Issedîfene	id=g:2493005
Adrar Issedienne	id=g:2493006
Hassi Issebilene	id=g:2493007
Issarsar Oua-n-Bourarhet	id=g:2493008
Issarane	id=g:2493009
Oued Issaouane	id=g:2493010
Hassi Issaouane	id=g:2493011
Irhzer Issama	id=g:2493012
Issalâne	id=g:2493013
Issakkarâssene	id=g:2493014
Issakkarâssene	id=g:2493015
Issakamarene	id=g:2493016
Oued Isriraouene	id=g:2493017
Feïdjet Isrhar	id=g:2493018
Djebel Isoulel	id=g:2493019
Isoulane Erarenine	id=g:2493020
Adrar Issoudem	id=g:2493021
Djebel Ismaïl	id=g:2493022
Râs Isly	id=g:2493023
Isly	id=g:2493024
Djebel Islaf Bou el Arouah	id=g:2493025
Adrar Isket	id=g:2493026
Oued Iskaouene	id=g:2493027
Oued Iskaouene	id=g:2493028
Oued Ishak	id=g:2493029
’Aïn Ishak	id=g:2493030
Hassi Isfaouene	id=g:2493031
Erg Isfaouene	id=g:2493032
Kef Iserene	id=g:2493033
Gara Isenndjelene	id=g:2493034
Isemmedhene	id=g:2493035
Iselli	id=g:2493036
Irhzer Iselfane	id=g:2493037
Irhzer Iselfane	id=g:2493038
Isekram	id=g:2493039
Oued Isekha	id=g:2493040
Oued Iseïmane	id=g:2493041
Adrar Iseïmane	id=g:2493042
Isdra	id=g:2493043
Djebel Isdeïel	id=g:2493044
Iscaouen	id=g:2493045
Isbikene	id=g:2493046
Isaouane-n-Tifernine	id=g:2493047
Isaouane-n-Irarraren	id=g:2493048
Oued i-n-Isakah	id=g:2493049
Mont Isadifen	id=g:2493050
Irhzer ti-n-Is	id=g:2493051
Hassi Irziz	id=g:2493052
Irzi Aksouri	id=g:2493053
Oued Irzerzou	id=g:2493054
Irthabene	id=g:2493055
Irtabene	id=g:2493056
Oued Irsousene	id=g:2493057
Oued Irsi	id=g:2493058
Irhzer Irsane-n-Ouarane	id=g:2493059
Oued i-n-Irren	id=g:2493060
Irouflene	id=g:2493061
Oued Irodayene	id=g:2493062
Oued Irnezzouf	id=g:2493063
Irnezouf	id=g:2493064
Irnezouf	id=g:2493065
Djebel Irmane	id=g:2493066
Irlalene	id=g:2493067
Irka	id=g:2493068
Oued Iris	id=g:2493069
Daïet Iris	id=g:2493070
Iril Yer	id=g:2493071
Iril Ourir	id=g:2493072
Oued Irigi	id=g:2493073
Adrar Ir’ierer’ene	id=g:2493074
Iridet et Tahtania	id=g:2493075
Iridet el Foukania	id=g:2493076
Irhzer Ou Ftis	id=g:2493077
Irhzer-n-Ekba	id=g:2493078
Irhzer Amokrane	id=g:2493079
Irhzer Abbas	id=g:2493080
Irhzer	id=g:2493081
Irhzar-Nechbel	id=g:2493082
Oued Irhoussene	id=g:2493083
Kef Irhoud	id=g:2493084
Irhil Tnekack	id=g:2493085
Irhilt Keroun	id=g:2493086
Irhil Resfene	id=g:2493087
Irhil Ouznag	id=g:2493088
Irhil Ou Ziane	id=g:2493089
Irhil Oumessed	id=g:2493090
Irhil Oumelloulene	id=g:2493091
Irhil Oudles	id=g:2493092
Irhil Ouandtar	id=g:2493093
Irhil Ollouanene	id=g:2493094
Irhil-n-Zerouine	id=g:2493095
Irhil N’Saïd	id=g:2493096
Irhil-n-Aït Tziboua	id=g:2493097
Irhil Merzoug	id=g:2493098
Irhil M’Ahmed	id=g:2493099
Irhil Mahani	id=g:2493100
Irhil Khelil	id=g:2493101
Irhil Isly	id=g:2493102
Irhil Imoula	id=g:2493103
Irhil Igrane	id=g:2493104
Irhil Igoulmimene	id=g:2493105
Assif Irhil Ibahrisene	id=g:2493106
Irhil Hassene	id=g:2493107
Irhil Hammad	id=g:2493108
Barrage d’ Irhil Emda	id=g:2493109
Irhil Emda	id=g:2493110
Irhil el Mal	id=g:2493111
Irhil el Khemis	id=g:2493112
Irhil Bouzerou	id=g:2493113
Irhil Bou Souel	id=g:2493114
Irhil Bou Kiassa	id=g:2493115
Irhil Bou Anou	id=g:2493116
Irhil Bou Addou	id=g:2493117
Erg Irhezer	id=g:2493118
Gara Irherene	id=g:2493119
Azrou Irhebane	id=g:2493120
Oued Irharrhar	id=g:2493121
Oued Irharrhar	id=g:2493122
Oued Irharrhar	id=g:2493124
Oued Igharghar	id=g:2493125
Gara ta-n-Irharmane	id=g:2493126
Irharmane	id=g:2493127
Oued Irharhar Oua-n-Isenamene	id=g:2493128
Irharhar-n-Kadou	id=g:2493129
Oued Irharhar	id=g:2493130
Irhaïn	id=g:2493131
Irhaber	id=g:2493132
Oued Irfouta	id=g:2493133
Oued Ireri	id=g:2493134
Adrar Irelloucheme	id=g:2493135
Oued Ir’eliane	id=g:2493136
Irekam-n-Laz	id=g:2493137
Irekam-n-Adjendjou	id=g:2493138
Oued Irekadene	id=g:2493139
Oued Irekadene	id=g:2493140
Commune d’ Irdjen	id=g:2493141
Oued Irdjâna	id=g:2493142
Oued el Irdja	id=g:2493143
Guern Irchou	id=g:2493144
Irarrarene	id=g:2493145
Iraouene	id=g:2493146
Oued Iraouen	id=g:2493147
Zemla Iramaouene	id=g:2493148
Azrou Irallene	id=g:2493149
Ighallaouene	id=g:2493150
Iraldiouine	id=g:2493151
Iraksassene	id=g:2493152
Oued Irahar Mellene	id=g:2493153
Irahalene	id=g:2493154
Djebel Iraggadene	id=g:2493155
Ioutellene	id=g:2493156
Irhzer Iouliles	id=g:2493157
Aguelmam Ioukat	id=g:2493158
Irhzer Iouine Harane	id=g:2493159
I Oufadjara	id=g:2493160
Éouendés	id=g:2493161
Oued Iouarane	id=g:2493162
I-n-Zouzam	id=g:2493163
Monngar In Zourz	id=g:2493164
Aguelmam I-n-Ziza	id=g:2493165
I-n-Ziza	id=g:2493166
Inzegmir	id=g:2493167
Hassi Inzab	id=g:2493168
I-n-Tsedelt	id=g:2493169
I-n-Toughaouine	id=g:2493170
I-n-Tourha	id=g:2493171
I-n-Tounine	id=g:2493172
I-n-Toukfissine	id=g:2493173
I-n-Touhoune	id=g:2493174
I-n-Touhi	id=g:2493175
Oued Intouf	id=g:2493176
I-n-Tkita	id=g:2493177
I-n-Tirhaouine	id=g:2493178
I-n-Timzine	id=g:2493179
I-n-Tillit	id=g:2493180
I-n-Tik	id=g:2493181
I-n-Tihigaline	id=g:2493182
I-n-Tifar	id=g:2493183
I-n-Thoune	id=g:2493184
I-n-Tfaridjas	id=g:2493185
I-n-Tezouli	id=g:2493186
I-n-Tezoul	id=g:2493187
I-n-Terouhiouin	id=g:2493188
Oued Interja	id=g:2493189
I-n-Teria	id=g:2493190
I-n-Tenaï	id=g:2493191
Gara Intemeguiahouite	id=g:2493192
I-n-Teloukh	id=g:2493193
I-n-Tekrioua	id=g:2493194
I-n-Tekkardiouine	id=g:2493195
I-n-Tehog	id=g:2493196
I-n-Teguen	id=g:2493197
Integuedad	id=g:2493198
I-n-Téferkit	id=g:2493199
I-n-Teferessasse	id=g:2493200
I-n-Tedeini	id=g:2493201
I-n-Tatane	id=g:2493202
I-n-Tarakfine	id=g:2493203
I-n-Tamagnoit	id=g:2493204
I-n-Takoula	id=g:2493205
I-n-Takoufi	id=g:2493206
I-n-Tahara	id=g:2493207
I-n-Tafi	id=g:2493208
I-n-Tâfelt	id=g:2493209
I-n-Tachara	id=g:2493210
I-n-Tabarakat	id=g:2493211
I-n-Tabarakat	id=g:2493212
I-n-Souaï	id=g:2493213
Oued Ins Iguelmamen	id=g:2493214
I-n-Sâras	id=g:2493215
I-n-Senaouene	id=g:2493216
I-n-Sellouf	id=g:2493217
I-n-Sellouf	id=g:2493218
I-n-Sborara	id=g:2493219
Daïra d’ I-n-Salah	id=g:2493220
Commune d’ I-n-Salah	id=g:2493221
I-n-Salah	id=g:2493222
I-n-Salah	id=g:2493223
I-n-Sakane	id=g:2493224
I-n-Roundoun	id=g:2493225
I-n-Rhourn	id=g:2493226
I-n-Ghella	id=g:2493227
I-n-Rhar	id=g:2493228
I-n-Relidjem	id=g:2493229
I-n-Rebir	id=g:2493230
I-n-Raldjouene	id=g:2493231
I-n-Rahir	id=g:2493232
I-n-Rabir	id=g:2493233
I-n-Ouli	id=g:2493234
I-n-Ougad	id=g:2493235
Irhzer Inoudade	id=g:2493236
Inoudade	id=g:2493237
Innoumar	id=g:2493238
Oued Innoual	id=g:2493239
Oued Innfifene	id=g:2493240
Station d’ Inndouz	id=g:2493241
Inndouz	id=g:2493242
Innahas	id=g:2493243
I-n-Merzouga	id=g:2493244
I-n-Louks	id=g:2493245
I-n-Louiam	id=g:2493246
I-n-Lallah	id=g:2493247
I-n-Khaf	id=g:2493248
Oued Inketebane	id=g:2493249
Garet Inketebane	id=g:2493250
I-n-Kéouene	id=g:2493251
I-n-Kelemet	id=g:2493252
I-n-Kadeouene	id=g:2493253
Oued ti-n-Inkad	id=g:2493254
I-n-Itina	id=g:2493255
Chabet Inis	id=g:2493256
Oued Iniloukou	id=g:2493257
I-n-Ilel	id=g:2493258
Adrar Inikerene	id=g:2493259
Oued Inihod	id=g:2493260
Gour Iniguel	id=g:2493261
Sebkha Inifeg	id=g:2493262
Hassi Inifeg	id=g:2493263
Iniadjg	id=g:2493264
Irhzer Inhirene	id=g:2493265
I-n-Henharac	id=g:2493266
I-n-Heguis	id=g:2493267
I-n- Hamou	id=g:2493268
Oued i-n-Inhal	id=g:2493269
Monngar Inhal	id=g:2493270
I-n-Hahatine	id=g:2493271
I-n-Guezzâm	id=g:2493272
I-n-Guezzâm	id=g:2493273
Oued Inguarene Oussarhnine	id=g:2493274
I-n-Fezouene	id=g:2493275
Infersagane	id=g:2493276
Infegou	id=g:2493277
Tilmas Inezzebine	id=g:2493278
Oued Inezzebine	id=g:2493279
I-n-Ezzane	id=g:2493280
Inezguerane	id=g:2493281
Ineyene	id=g:2493282
Oued Inet’saouine	id=g:2493283
Inessou	id=g:2493284
I-n-Erdjane	id=g:2493285
Gara Inera	id=g:2493286
Inemeloug	id=g:2493287
Hassi Inelekane	id=g:2493288
Irhzer Inekti	id=g:2493289
I-n-Ekfane	id=g:2493290
Ineker	id=g:2493291
I-n-Eker	id=g:2493292
I-n-Ekaoui	id=g:2493293
Tilmas Ineïdi	id=g:2493294
Oued Ineïdi	id=g:2493295
I-n-Efgoret	id=g:2493296
I-n-Effedjane	id=g:2493297
Inedraren	id=g:2493298
I-n-Edjar	id=g:2493299
I-n-Echchekal	id=g:2493300
I-n-Abeggui	id=g:2493301
I-n-Djoulmes	id=g:2493302
Indjine Sidi el Mokhfi	id=g:2493303
I-n-Djilalene	id=g:2493304
I-n-Djezzal	id=g:2493305
I-n-Djedror	id=g:2493306
I-n-Djedjerine	id=g:2493307
I-n-Djammak	id=g:2493308
I-n-Djahzene	id=g:2493309
I-n-Degane	id=g:2493310
I-n-Debirène	id=g:2493311
I-n-Daladj	id=g:2493312
I-n-Chinak	id=g:2493313
I-n-Bolrar	id=g:2493314
Hassi Inbilel	id=g:2493315
Gour Inbilel	id=g:2493316
I-n-Belbel	id=g:2493317
I-n-Bazzen	id=g:2493318
I-n-Azaoua	id=g:2493319
I-n-Azaoua	id=g:2493320
I-n-Assoukal	id=g:2493321
I-n-Aroum	id=g:2493322
Irhzer Inaredjane	id=g:2493323
I-n-Aramas	id=g:2493324
Oued Inamil	id=g:2493325
I-n-Amguel	id=g:2493326
I-n-Amertek	id=g:2493327
I-n-Amermatt	id=g:2493328
I-n-Amenas-Nord	id=g:2493329
I-n-Amenas	id=g:2493330
I-n-Amenas	id=g:2493331
I-n-Amedjene	id=g:2493332
I-n-Ameded	id=g:2493333
I-n-Amarked	id=g:2493334
I-n-Allegui	id=g:2493335
Hadib Inalalla	id=g:2493336
I-n-Aksour	id=g:2493337
I-n-Akhamil	id=g:2493338
I-n-Akaramram	id=g:2493339
I-n-Akantarer	id=g:2493340
I-n-Akamil	id=g:2493341
I-n-Afous	id=g:2493342
I-n-Afaleleh	id=g:2493343
I-n-Adaoui	id=g:2493344
I-n-Acoulmou	id=g:2493345
I-n-Abeggui	id=g:2493346
Koudia Inaazene	id=g:2493347
Hassi Imzirene	id=g:2493348
Gara Imzirene	id=g:2493349
Imzilatane	id=g:2493350
Imtoudet	id=g:2493351
Imsalitene	id=g:2493352
Imsad	id=g:2493353
Oued Imrour	id=g:2493354
Oued Imrharrhar	id=g:2493355
Oued Imrak	id=g:2493356
Oued Imouzaregue	id=g:2493357
Imoungara	id=g:2493358
Imouleye	id=g:2493359
Djebel Imoulentaour	id=g:2493360
Hassi Imoulaye	id=g:2493361
Adrar Imoulassene	id=g:2493362
Sera Imoula	id=g:2493363
Oued Imoula	id=g:2493364
Koudia Imoula	id=g:2493365
Irhzer Imouhahe	id=g:2493366
Adrar Imouhahe	id=g:2493367
Imouguel	id=g:2493368
Adrar Imoug’era	id=g:2493369
Râs Imoudjene	id=g:2493370
Imoroudet	id=g:2493371
Imourrene	id=g:2493372
Imoûtâl	id=g:2493373
Adrar Imodat	id=g:2493374
Immoula	id=g:2493375
Immouhoudjadj	id=g:2493376
Hassi Immiradjene	id=g:2493377
I-m-Meskour	id=g:2493378
Foum Immeden	id=g:2493379
Ferme el Immane	id=g:2493380
Pointe Imkardou	id=g:2493381
Oued Imirhou	id=g:2493382
Bir Imilel	id=g:2493383
Oued Imidrar	id=g:2493384
Imidra	id=g:2493385
Oued ti-n-Imidouine	id=g:2493386
Imialene	id=g:2493387
Adrar Imezzouren	id=g:2493388
Imezlez	id=g:2493389
Oued Imettoda	id=g:2493390
Oued Imeteha	id=g:2493391
Imessaradjene	id=g:2493392
Imesdelâssene	id=g:2493393
Oued Imeroka	id=g:2493394
Djebel Imerhra	id=g:2493395
Oued Imereri	id=g:2493396
Imerdjedjene	id=g:2493397
Oued Imeraguen	id=g:2493398
Hassi Imeraguen	id=g:2493399
Tanout-n-Imeradene	id=g:2493400
Irhzer Imeradene	id=g:2493401
Gara i-n-Imenokali	id=g:2493402
Oued Imengaren	id=g:2493403
Oued Imeller	id=g:2493404
Adrar Imehellatene	id=g:2493405
Adrar Imehellatene	id=g:2493406
Oued Imeharagueli	id=g:2493407
Oued Imehane	id=g:2493408
Oued Imeguiousses	id=g:2493409
Imedriouene	id=g:2493410
Irhzer Imedriouane	id=g:2493411
Anou Imedriouane	id=g:2493412
Oudiane Imedjoussasse	id=g:2493413
Aguelmam Imedene	id=g:2493414
Imeddene	id=g:2493415
Oued Imedar	id=g:2493416
Oued Imechecherhene	id=g:2493417
Irhzer Imdoussene	id=g:2493418
Imdoussene	id=g:2493419
Oued Imdlat	id=g:2493420
Imbourderh	id=g:2493421
Imbounkar i-n-Tarit	id=g:2493422
Oued Imboulal	id=g:2493423
Oued Imbilele	id=g:2493424
Oued Imberoum	id=g:2493425
I-m-Balada	id=g:2493426
Djebel Imazellaouene	id=g:2493427
Gour Imatahalane	id=g:2493428
Oued Imassati	id=g:2493429
Imassassitene	id=g:2493430
Imassassitene	id=g:2493431
Gara Imassaradjene	id=g:2493432
Gara Imassaradjene	id=g:2493433
Oued Imasker	id=g:2493434
Imeghra	id=g:2493435
Imandarene	id=g:2493436
Oued el Imam	id=g:2493437
Oued Imakoda	id=g:2493438
Imakoda	id=g:2493439
Imakassene	id=g:2493440
Imakassene	id=g:2493441
Émeherédjdjelé	id=g:2493442
Ima Hlima	id=g:2493443
Oued Imaharedjela	id=g:2493444
Imadouzene	id=g:2493445
Imadouezen	id=g:2493446
Imadjelel	id=g:2493447
Oued Iloussarene	id=g:2493448
Iloussane Dadi	id=g:2493449
Irhil Ilourmane	id=g:2493450
Iloualeles oua-n-Atis	id=g:2493451
Il Matene	id=g:2493452
Illouz	id=g:2493453
Commune d’ Illoula Oumalou	id=g:2493454
Wilaya d' Illizi	id=g:2493455
Illizi	id=g:2493456
Illirhene	id=g:2493457
Illiltene	id=g:2493458
Illerene Oua-n-Toumat	id=g:2493459
Tilmas Illerene	id=g:2493460
Djebel Illerene	id=g:2493461
Illerene	id=g:2493462
Élel	id=g:2493463
Illassene Imedra	id=g:2493464
Illassene Iboumatene	id=g:2493465
Tilmas Illado	id=g:2493466
Ililane	id=g:2493467
Oued Ilezi	id=g:2493468
Oudiane Ilezanat	id=g:2493469
Oued Ilerh-n-Elouat	id=g:2493470
Ilégh	id=g:2493471
Gara Iler	id=g:2493472
Aguelmam Iler	id=g:2493473
Ilemdega	id=g:2493474
Oued Ilefsaouene	id=g:2493475
Ilefen Ousatafi	id=g:2493476
Oued Ilefen	id=g:2493477
Aguelmam Ilefen	id=g:2493478
Irhzer ta-n-Ilbak	id=g:2493479
Hassi Ilatou	id=g:2493480
Gour Ilassene Zenrhit	id=g:2493481
Gara Ilassene Assaoua	id=g:2493482
Adrar Ilassene	id=g:2493483
Adrar Ilassène	id=g:2493484
Ilemdeggane	id=g:2493485
Illemâne Oulenîne	id=g:2493486
Ilâmane	id=g:2493487
Ilamane	id=g:2493488
Ilâmane	id=g:2493489
Oued Ilaferh	id=g:2493490
Ilaferh	id=g:2493491
Iksilene	id=g:2493492
Argoub Ikrardane	id=g:2493493
Adrar Ikozeraren	id=g:2493494
Adrar Ikouhaouene	id=g:2493495
Mont Ikouhaouen	id=g:2493496
Ikouba Ouraouil	id=g:2493497
Ikoubab	id=g:2493498
Adrar Ikohahoene	id=g:2493499
Ikniouene	id=g:2493500
Ikniouen	id=g:2493501
Oued Iknikodene	id=g:2493502
Êknéouene	id=g:2493503
Hassi Ikna	id=g:2493504
Hassi Ikna	id=g:2493505
Feïdjet Ikna	id=g:2493506
Erg Ikna	id=g:2493507
Ikkas	id=g:2493508
Oued Ikifane	id=g:2493509
Kef Ikhesses	id=g:2493510
Ikhennfaf	id=g:2493511
Dechra Ikhelef	id=g:2493512
Irhzer Ikfa	id=g:2493513
Irhzer Ikerbeck	id=g:2493514
Agoulmim Iker	id=g:2493515
Oued Ikembar	id=g:2493516
Ikelloula Oudadene	id=g:2493517
Oued Kellal	id=g:2493518
Ikebrane	id=g:2493519
Mont Ikbane	id=g:2493520
Ikbâne	id=g:2493521
Irhzer Ikatounine	id=g:2493522
Ikasrarene	id=g:2493523
Ikarraguen	id=g:2493524
Gara Ikarene	id=g:2493525
Koudiet Ikaratene	id=g:2493526
Oued ti Ikamene	id=g:2493527
Ikadnouchere	id=g:2493528
Ikadaine	id=g:2493529
Oued Ijel	id=g:2493530
Djebel Iizoures	id=g:2493531
Iiouz	id=g:2493532
Oued Ihriri	id=g:2493533
Irhzer Ihreri	id=g:2493534
Oued Ihoular	id=g:2493535
Ihouhaouz	id=g:2493536
Ihouhaouene	id=g:2493537
Ihouhaouene	id=g:2493538
Oued Ihirene	id=g:2493539
Aguelmam ti-n-Ihinika	id=g:2493540
Adrar Ihettane	id=g:2493541
Oued Ihetsane	id=g:2493542
Ihetarhtarhne	id=g:2493543
Aguelmam Ihessene	id=g:2493544
Oued Iherir	id=g:2493545
Iherir	id=g:2493546
Iherir	id=g:2493547
Oued Iheri	id=g:2493548
Ânou Éheghé	id=g:2493549
Gara Iherhi I-n-Sellouf	id=g:2493550
Iherene	id=g:2493551
Oued Iheren	id=g:2493552
Oued Ihérane	id=g:2493553
Ihenane-n-Adas	id=g:2493554
Oued Ihelsane	id=g:2493555
Oued Iheliene	id=g:2493556
Oued Ihedsane	id=g:2493557
Oued Ihedane	id=g:2493558
Djebel Ihedane	id=g:2493559
Ihedane	id=g:2493560
Adrar Ihatakatene	id=g:2493561
Ihassanene-n-Aït Isaad	id=g:2493562
Oued i-n-Iharhen	id=g:2493563
Iharhen	id=g:2493564
Akba Iharhahene	id=g:2493565
Oued Iharene	id=g:2493566
Iharane oua-n- Imoulaye	id=g:2493567
Iharane	id=g:2493568
Ihaïonnene	id=g:2493569
Ihahellelene	id=g:2493570
Oued Ihahane	id=g:2493571
Ihaggene Nohara	id=g:2493572
Ihaggene-n-Kli	id=g:2493573
Ihaggarene	id=g:2493574
Ihagane	id=g:2493575
Gara Ihadja-n-Kli	id=g:2493576
Ihaddadem	id=g:2493577
Djebel Ihachir	id=g:2493578
Iguer-n-Tala	id=g:2493579
Iguer Gueres	id=g:2493580
Iguer Guedmimem	id=g:2493581
Iguenouyane	id=g:2493582
Iguenda	id=g:2493583
Iguemir Bebras	id=g:2493584
Iguembi	id=g:2493585
Idjloudjal	id=g:2493586
Draa Iguelmamene	id=g:2493587
Igueliten	id=g:2493588
Iguelfene	id=g:2493589
Oued Igrane	id=g:2493590
Igounane ’Amer	id=g:2493591
Igoulfane	id=g:2493592
Igoufaf	id=g:2493593
Igoudjdal	id=g:2493594
Igostene	id=g:2493595
Igosten	id=g:2493596
’Aïn Igni	id=g:2493597
Îgmâtene	id=g:2493598
Oued Igma	id=g:2493599
Igma	id=g:2493600
Commune d’ Igli	id=g:2493601
Igli	id=g:2493602
Irhzer ti-n-Igittene	id=g:2493603
Oued Ig Idiane	id=g:2493604
Ighram	id=g:2493605
Commune d’ Ighil Ali	id=g:2493606
Oued Igharghar	id=g:2493607
Adrar Igelhâk	id=g:2493608
Ighahar Oua-n-Igant	id=g:2493609
Kef Ifrour	id=g:2493610
Teniet Ifri	id=g:2493611
Djebel Ifri	id=g:2493612
Ifri	id=g:2493613
Ifrene Ou Bou Anane	id=g:2493614
Ifregh	id=g:2493615
Ifregh	id=g:2493617
Ifouzar	id=g:2493618
Seheb Ifouras	id=g:2493619
Oued Ifounas	id=g:2493620
Ifouessene	id=g:2493621
Gour Iforass	id=g:2493622
Ifnaïene	id=g:2493624
Commune d’ Iflissen	id=g:2493625
Iflissen	id=g:2493626
Oued i-n-Ifinar	id=g:2493627
Azrou Ifilene Beni Ourtilane	id=g:2493628
Ifigha	id=g:2493629
Oued Ifflig	id=g:2493630
Ifezezene	id=g:2493631
Ifetesene	id=g:2493632
Ifersedjane	id=g:2493633
Djebel Ifersane	id=g:2493634
Oued Iferouane Mellounine	id=g:2493635
Oued Ifernikene	id=g:2493636
Oued Iferlil	id=g:2493637
Iferlil	id=g:2493638
Commune d’ Iferhounene	id=g:2493639
Iferhounene	id=g:2493640
Daya Iferd Bou Izra	id=g:2493641
Oued Iferd Alicht	id=g:2493642
Iferakouassene	id=g:2493643
Anou i-n-Ifennane	id=g:2493644
Ifelouadene	id=g:2493645
Ifefane Tehert	id=g:2493646
Ifefane Teher	id=g:2493647
Ifedaniouene	id=g:2493648
Oued Ifatakatene	id=g:2493649
Ifata	id=g:2493650
Djebel Ifasaouet	id=g:2493651
Djebel Ifamene	id=g:2493652
Ifafane	id=g:2493653
Oued Ifaddane	id=g:2493654
Iezoun Erkah	id=g:2493655
Aguelmane ti Iezekoua	id=g:2493656
Djorf Ierouazene	id=g:2493657
Hassi Iegou	id=g:2493658
Oued ti-n-Iedene	id=g:2493659
Erg Idri	id=g:2493660
Tilmas Idoukane	id=g:2493661
Idoûkâl	id=g:2493662
Idoukal	id=g:2493663
Idoudess	id=g:2493664
Irhzer Ido	id=g:2493665
Oued Idjioualene	id=g:2493666
Djebel Idjioualene	id=g:2493667
Oued Idjesselene	id=g:2493668
Irhzer Idjerioualene	id=g:2493669
Oued Idjeraou	id=g:2493670
Djebel Idjerane	id=g:2493671
Idjenoudjane	id=g:2493672
Idjenoudiane	id=g:2493673
Oued Idjelzahle	id=g:2493674
Oued Idjelene	id=g:2493675
Idjelanene	id=g:2493676
Edjif Mellene	id=g:2493677
Irhzer ti-n-Idjare	id=g:2493678
Irhzer Idjanounitene	id=g:2493679
Idjamak	id=g:2493680
Idirh	id=g:2493681
Adrar Idireski	id=g:2493682
Iderral	id=g:2493683
Gour Idergane	id=g:2493684
Djebel Idergane	id=g:2493685
Gara Iderdere	id=g:2493686
Oued Idelsan-n-Eheren	id=g:2493687
Oued Idelsan-n-Adjer	id=g:2493688
Oued Ideljene	id=g:2493689
Oued Ideles	id=g:2493690
Ideles	id=g:2493691
Idelès	id=g:2493692
Oued Ideldel	id=g:2493693
Édikel	id=g:2493694
Oued Idekane	id=g:2493695
Djebel Iddert	id=g:2493696
Oued Idarene es Saouni	id=g:2493697
Idane	id=g:2493698
Col d’ Idamene	id=g:2493699
Oued Idakkane	id=g:2493700
Idahidane	id=g:2493701
Anou-n-Ida	id=g:2493702
Ichtouanene	id=g:2493703
Djebel Ich Oumred	id=g:2493704
Ichoukhene	id=g:2493705
Râs Ich Mouinine	id=g:2493706
Râs Ich Fortatou	id=g:2493707
Icherridene	id=g:2493708
Djebel Ichemoul	id=g:2493709
Commune d’ Ichemoul	id=g:2493710
Ichekfiouine	id=g:2493711
Ichaoutene	id=g:2493712
