Ribeirão Tijucal	id=g:3386412
Riacho do Saço	id=g:3390073
Riacho do Saco	id=g:3390074
Riacho do Saco	id=g:3390075
Riacho do Saco	id=g:3390076
Riacho do Saco	id=g:3390077
Riacho Saco	id=g:3390078
Lagoa do Saco	id=g:3390079
Lagoa do Saco	id=g:3390080
Lagoa do Saco	id=g:3390081
Lagoa do Saco	id=g:3390082
Lagoa da Saco	id=g:3390083
Açude do Saco	id=g:3390084
Açude do Saco	id=g:3390085
Saco	id=g:3390086
Saco	id=g:3390087
Saco	id=g:3390088
Saco	id=g:3390089
Saco	id=g:3390090
Saco	id=g:3390091
Saco	id=g:3390092
Saco	id=g:3390093
Saco	id=g:3390094
Saco	id=g:3390095
Saco	id=g:3390096
Saco	id=g:3390097
Saco	id=g:3390098
Saco	id=g:3390099
Saco	id=g:3390100
Saco	id=g:3390101
Saco	id=g:3390102
Saco	id=g:3390103
Saco	id=g:3390104
Saco	id=g:3390105
Saco	id=g:3390106
Saco	id=g:3390107
Saco	id=g:3390108
Saco	id=g:3390109
Saço	id=g:3390110
Saco	id=g:3390111
Saco	id=g:3390112
Saco	id=g:3390113
Saco	id=g:3390114
Saco	id=g:3390115
Saco	id=g:3390116
Saco	id=g:3390117
Saco	id=g:3390118
Saço	id=g:3390119
Saco	id=g:3390120
Serra da Sacatinga	id=g:3390121
Sacão	id=g:3390122
Sacão	id=g:3390123
Rio Sabuji	id=g:3390124
Açude Sabugi	id=g:3390125
Sabonete (4)	id=g:3390126
Sabonete (3)	id=g:3390127
Sabonete (2)	id=g:3390128
Riacho Sabonete	id=g:3390129
Sabonete	id=g:3390130
Sabonete	id=g:3390131
Sabonete	id=g:3390132
Sabonete	id=g:3390133
Sabonete	id=g:3390134
Sabonete	id=g:3390135
Saboeiro	id=g:3390136
Saboeiro	id=g:3390137
Saboeiro	id=g:3390138
Saboeiro	id=g:3390139
Saboeiro	id=g:3390140
Sabiucá	id=g:3390141
Igarapé Sabinas	id=g:3390142
Sabiá (2)	id=g:3390143
Sabiá (2)	id=g:3390144
Sabiá (1)	id=g:3390145
Sabiá (1)	id=g:3390146
Lagoa do Sabianguaba	id=g:3390147
Riacho do Sabiá	id=g:3390148
Cachoeira Sabiá	id=g:3390149
Sabia	id=g:3390150
Sabiá	id=g:3390151
Riacho Sabe-Muito	id=g:3390152
Sabão	id=g:3390153
Saba	id=g:3390154
Chapada do Russo	id=g:3390155
Russinha	id=g:3390156
Russega	id=g:3390157
Russas	id=g:3390158
Russas	id=g:3390159
Russas	id=g:3390160
Russas	id=g:3390161
Riacho da Russa	id=g:3390162
Rumo	id=g:3390163
Ruy Barbosa	id=g:3390164
Rufinos	id=g:3390165
Rufino	id=g:3390166
Ruestão	id=g:3390167
Rudado	id=g:3390168
Rucinha	id=g:3390169
Rubim	id=g:3390170
Córrego Ruapir	id=g:3390171
Riacho Rua Nova	id=g:3390172
Rua Nova	id=g:3390173
Rua Nova	id=g:3390174
Lagamar da Rua	id=g:3390175
Cabo Rouge	id=g:3390176
Roteiro	id=g:3390177
Rosilha	id=g:3390178
Róseo	id=g:3390179
Rosário (2)	id=g:3390180
Rosário (1)	id=g:3390181
Serra do Rosário	id=g:3390182
Riacho do Rosário	id=g:3390183
Riacho Rosário	id=g:3390184
Ilha Rosário	id=g:3390185
Rosário	id=g:3390186
Rosário	id=g:3390187
Rosário	id=g:3390188
Rosário	id=g:3390189
Rosápolis	id=g:3390190
Rosa e Silva	id=g:3390191
Morro do Rosado	id=g:3390192
Rosadia	id=g:3390193
Roque	id=g:3390194
Roque	id=g:3390195
Riacho Roncador	id=g:3390196
Morro Roncador	id=g:3390197
Igarapé Roncador	id=g:3390198
Córrego do Roncador	id=g:3390199
Roncador	id=g:3390200
Roncador	id=g:3390201
Roncador	id=g:3390202
Roncadon	id=g:3390203
Riacho da Roncadeira	id=g:3390204
Roncadeira	id=g:3390205
Serra do Ronca	id=g:3390206
Ribeirão Ronca	id=g:3390207
Ronca	id=g:3390208
Igarapé Romualdo	id=g:3390209
Riacho Rompe-Gibão	id=g:3390210
Serrote do Romédio	id=g:3390211
Riacho Romão	id=g:3390212
Roldão	id=g:3390213
Roldão	id=g:3390214
Rolão	id=g:3390215
Riacho Rola	id=g:3390216
Rodrigues Mendes	id=g:3390217
Ribeirão Rodrigues	id=g:3390218
Rodolfo Fernandes	id=g:3390219
Rodelas	id=g:3390220
Lagoa Rodela	id=g:3390221
Igarapé Rodela	id=g:3390222
Rodeios	id=g:3390223
Riacho Rodeador	id=g:3390224
Lagoa do Rodeador	id=g:3390225
Rodeador	id=g:3390226
Rodeador	id=g:3390227
Rodeador	id=g:3390228
Rodeador	id=g:3390229
Rodeador	id=g:3390230
Rodeador	id=g:3390231
Rodeador	id=g:3390232
Rochoso	id=g:3390233
Rocheira	id=g:3390234
Ribeirão Rochedo	id=g:3390235
Cachoeira do Rochedo	id=g:3390236
Monte Roche	id=g:3390237
Rocha Cavalcante	id=g:3390238
Igarapé do Rocha	id=g:3390239
Rocha	id=g:3390240
Rocha	id=g:3390241
Roceira	id=g:3390242
Riacho da Roça Velha	id=g:3390243
Roça Velha	id=g:3390244
Roça Velha	id=g:3390245
Roça Velha	id=g:3390246
Roça Velha	id=g:3390247
Atol das Rocas	id=g:3390248
Roças	id=g:3390249
Roça Nova	id=g:3390250
Roça Nova	id=g:3390251
Roça Nova	id=g:3390252
Roça Nova	id=g:3390253
Roça Nova	id=g:3390254
Roça Grande	id=g:3390255
Roçado Grande	id=g:3390256
Roça do Bruno	id=g:3390257
Rocado	id=g:3390258
Roçado	id=g:3390259
Roçado	id=g:3390260
Roçadinho	id=g:3390261
Roça de Milho	id=g:3390262
Roça de Dentro	id=g:3390263
Roça de Caraúbas	id=g:3390264
Roca	id=g:3390265
Roça	id=g:3390266
Roça	id=g:3390267
Ilha da Roberta	id=g:3390268
Rio Robaça	id=g:3390269
Açude Rivaldo de Carvalho	id=g:3390270
Risada	id=g:3390271
Rio Riozinho	id=g:3390272
Córrego Riozinho	id=g:3390273
Córrego Riozinho	id=g:3390274
Riozinho	id=g:3390275
Riozinho	id=g:3390276
Rio Verde	id=g:3390277
Rio Uaçá	id=g:3390278
Reserva Biológica do Rio Trombetas	id=g:3390279
Rio Tinto	id=g:3390280
Riacho do Rio Petro	id=g:3390281
Rio Nôvo de Baixo	id=g:3390282
Açude Rio Nôvo	id=g:3390283
Rio Nôvo	id=g:3390284
Rio Novo	id=g:3390285
Rio Morto	id=g:3390286
Rio Mar	id=g:3390287
Rio Largo	id=g:3390288
Rio Grande do Piauí	id=g:3390289
Estado do Rio Grande do Norte	id=g:3390290
Ribeirão do Rio Grande	id=g:3390291
Rio Grande	id=g:3390292
Rio Grande do Piauí	id=g:3390293
Rio Grande	id=g:3390294
Rio Formoso	id=g:3390295
Rio Formoso	id=g:3390296
Rio do Sal	id=g:3390297
Rio do Sal	id=g:3390298
Rio do Peixe	id=g:3390299
Rio do Peixe	id=g:3390300
Rio do Peixe	id=g:3390301
Rio do Moreira	id=g:3390302
Rio do Meio	id=g:3390303
Baixo do Rio do Fogo	id=g:3390304
Rio do Fogo	id=g:3390305
Rio do Cordeiro	id=g:3390306
Rio Doce	id=g:3390307
Serra Rio de Janeiro	id=g:3390308
Rio das Vacas	id=g:3390309
Rio da Barra	id=g:3390310
Igarapé Rio Branco	id=g:3390311
Banco Rio Branco	id=g:3390312
Rio Branco	id=g:3390313
Rincão	id=g:3390314
Rinaré	id=g:3390315
Ilha Rica	id=g:3390316
Cachoeira Rica	id=g:3390317
Ribeiro Gonçalves	id=g:3390318
Tanque Ribeiro	id=g:3390319
Serra do Ribeiro	id=g:3390320
Ribeirão do Carariaú	id=g:3390321
Ribeirão Azul	id=g:3390322
Ribeirao Azul	id=g:3390323
Rio Ribeirão	id=g:3390324
Lagoa do Ribeirão	id=g:3390325
Ribeirão	id=g:3390326
Ribeirão	id=g:3390327
Ribeira	id=g:3390328
Ribeira	id=g:3390329
Ribeira	id=g:3390330
Ribeira	id=g:3390331
Riachuelo	id=g:3390332
Riachuelo	id=g:3390333
Riachuelo	id=g:3390334
Riachuelo	id=g:3390335
Riachuelo	id=g:3390336
Riacho Verde (2)	id=g:3390337
Riacho Verde (1)	id=g:3390338
Riacho Verde	id=g:3390339
Riacho Verde	id=g:3390340
Riacho Verde	id=g:3390341
Riacho Verde	id=g:3390342
Riacho Verde	id=g:3390343
Riacho Verde	id=g:3390344
Riacho Velho	id=g:3390345
Riacho Sêco	id=g:3390346
Riacho Sêco	id=g:3390347
Riacho Seco	id=g:3390348
Riacho Sêco	id=g:3390349
Riacho Sêco	id=g:3390350
Riacho Sêco	id=g:3390351
Riacho Sêco	id=g:3390352
Riacho Sêco	id=g:3390353
Riacho Salina	id=g:3390354
Açude Riacho Salgado	id=g:3390355
Riacho Salgado	id=g:3390356
Riacho Salgado	id=g:3390357
Riacho Salgado	id=g:3390358
Riacho Riachão	id=g:3390359
Riacho Pompeu	id=g:3390360
Riacho Pequeno	id=g:3390361
Riacho Largo	id=g:3390362
Riacho Grande	id=g:3390363
Riacho Grande	id=g:3390364
Riacho Grande	id=g:3390365
Riacho Grande	id=g:3390366
Riacho Grande	id=g:3390367
Riacho Grande	id=g:3390368
Riacho Grande	id=g:3390369
Riacho Grande	id=g:3390370
Riacho Grande	id=g:3390371
Riacho Grande	id=g:3390372
Riacho Grande	id=g:3390373
Serra Riacho Fundo	id=g:3390374
Riacho Fundo	id=g:3390375
Riacho Fundo	id=g:3390376
Riacho Fundo	id=g:3390377
Riacho Fundo	id=g:3390378
Riacho Fundo	id=g:3390379
Riacho Fundo	id=g:3390380
Riacho Fundo	id=g:3390381
Riacho Fundo	id=g:3390382
Riacho Fundo	id=g:3390383
Riacho Fundo	id=g:3390384
Riacho Fundo	id=g:3390385
Riacho Fundo	id=g:3390386
Riacho Fundo	id=g:3390387
Riacho Fundo	id=g:3390388
Riacho Fundo	id=g:3390389
Riacho Fundo	id=g:3390390
Riacho Fundo	id=g:3390391
Riacho Fundo	id=g:3390392
Riacho Fundo	id=g:3390393
Açude Riacho Fechalo	id=g:3390394
Riacho Fechado	id=g:3390395
Riacho Fechado	id=g:3390396
Riacho Fechado	id=g:3390397
Riacho Fechado	id=g:3390398
Riacho Fechado	id=g:3390399
Riacho Fechado	id=g:3390400
Riacho Esquerdo	id=g:3390401
Riacho Espera	id=g:3390402
Riacho dos Porcos	id=g:3390403
Riacho dos Pilões	id=g:3390404
Riacho dos Paus	id=g:3390405
Riacho dos Paulos	id=g:3390406
Riacho do Sol	id=g:3390407
Riacho do Sobrado	id=g:3390408
Riacho dos Negros	id=g:3390409
Riacho dos Negros	id=g:3390410
Riacho do Sítio	id=g:3390411
Riacho do Sítio	id=g:3390412
Riacho dos Gatos	id=g:3390413
Riacho do Sertão	id=g:3390414
Riacho Dose	id=g:3390415
Riacho dos Currais	id=g:3390416
Riacho dos Cavalos	id=g:3390417
Riacho dos Cavalos	id=g:3390418
Riacho dos Cavalos	id=g:3390419
Riacho dos Cavalos	id=g:3390420
Riacho dos Cavalos	id=g:3390421
Riacho dos Bois	id=g:3390422
Riacho dos Bois	id=g:3390423
Riacho dos Barreiros	id=g:3390424
Riacho do Saco	id=g:3390425
Riacho do Saco	id=g:3390426
Riacho do Prato	id=g:3390427
Riacho do Porco	id=g:3390428
Riacho do Padre	id=g:3390429
Riacho do Padre	id=g:3390430
Riacho do Mendes	id=g:3390431
Riacho do Mel	id=g:3390432
Riacho do Meio (3)	id=g:3390433
Riacho do Meio (2)	id=g:3390434
Riacho do Meio (1)	id=g:3390435
Lagoa Riacho do Meio	id=g:3390436
Riacho do Meio	id=g:3390437
Riacho do Meio	id=g:3390438
Riacho do Meio	id=g:3390439
Riacho do Meio	id=g:3390440
Riacho do Meio	id=g:3390441
Riacho do Meio	id=g:3390442
Riacho do Meio	id=g:3390443
Riacho do Meio	id=g:3390444
Riacho do Meio	id=g:3390445
Riacho do Meio	id=g:3390446
Riacho do Meio	id=g:3390447
Riacho do Meio	id=g:3390448
Riacho do Meío	id=g:3390449
Riacho do Meio	id=g:3390450
Riacho do Meio	id=g:3390451
Riacho do Meio	id=g:3390452
Riacho do Mato	id=g:3390453
Riacho do Mato	id=g:3390454
Riacho do Mate	id=g:3390455
Riacho do Macaco	id=g:3390456
Riacho do Gado	id=g:3390457
Serra do Riacho do Fogo	id=g:3390458
Riacho do Estevao	id=g:3390459
Riacho do Couro	id=g:3390460
Riacho do Cipó	id=g:3390461
Riacho do Cipo	id=g:3390462
Riacho Doce	id=g:3390463
Riacho do Canto	id=g:3390464
Riacho do Caboclo	id=g:3390465
Riacho do Cabelo	id=g:3390466
Riacho do Buraco	id=g:3390467
Riacho do Brejo	id=g:3390468
Riacho do Boi	id=g:3390469
Riacho do Boi	id=g:3390470
Riacho do Barro	id=g:3390471
Riacho do Atalho	id=g:3390472
Riacho de Santo Antônio	id=g:3390473
Riacho de Santana	id=g:3390474
Riacho de Pedro	id=g:3390475
Riacho de Meic	id=g:3390476
Riacho de Fora	id=g:3390477
Riacho de Fora	id=g:3390478
Riacho de Cima	id=g:3390479
Riacho de Boi	id=g:3390480
Riacho da Vaca	id=g:3390481
Riacho da Telha	id=g:3390482
Riacho das Porteiras	id=g:3390483
Riacho das Pedras	id=g:3390484
Riacho das Furnas	id=g:3390485
Riacho da Serra	id=g:3390486
Riacho da Serra	id=g:3390487
Riacho da Serra	id=g:3390488
Riacho das Antas	id=g:3390489
Riacho das Almas	id=g:3390490
Riacho da Prata	id=g:3390491
Riacho da Porta	id=g:3390492
Riacho da Pedra	id=g:3390493
Riacho da Pedra	id=g:3390494
Riacho da Palha	id=g:3390495
Riacho da Palha	id=g:3390496
Riacho da Onça	id=g:3390497
Riacho da Onca	id=g:3390498
Riacho da Onca	id=g:3390499
Riacho da Oiticica	id=g:3390500
Riacho da Mata	id=g:3390501
Riacho da Luzia	id=g:3390502
Riacho da Lagoa	id=g:3390503
Riacho d’Água	id=g:3390504
Riacho da Forquilha	id=g:3390505
Açude Riacho da Cruz	id=g:3390506
Riacho da Cruz	id=g:3390507
Riacho da Cruz	id=g:3390508
Riacho da Cruz	id=g:3390509
Riacho da Cachoaia	id=g:3390510
Riacho da Brava	id=g:3390511
Riacho da Barra	id=g:3390512
Riacho da Barra	id=g:3390513
Serra Riacho da Areia	id=g:3390514
Riacho da Areia	id=g:3390515
Riacho Catolê	id=g:3390516
Riacho Agreste	id=g:3390517
Rio Riacho	id=g:3390518
Lagoa do Riacho	id=g:3390519
Córrego do Riacho	id=g:3390520
Riacho	id=g:3390521
Riacho	id=g:3390522
Riacho	id=g:3390523
Riacho	id=g:3390524
Riacho	id=g:3390525
Riacho	id=g:3390526
Riacho	id=g:3390527
Riacho	id=g:3390528
Riacho	id=g:3390529
Riachinho	id=g:3390530
Riachinho	id=g:3390531
Riachinho	id=g:3390532
Riachinho	id=g:3390533
Riachinho	id=g:3390534
Riachinho	id=g:3390535
Riachinho	id=g:3390536
Riach Doc	id=g:3390537
Riachão Teixeiras	id=g:3390538
Riachão do Traipu	id=g:3390539
Riachão do Panta	id=g:3390540
Riachão do Banabuiú	id=g:3390541
Riachão do Bacamarte	id=g:3390542
Riacho Riachão de Natal	id=g:3390543
Riachão de Cima	id=g:3390544
Serra do Riachão	id=g:3390545
Rio Riachão	id=g:3390546
Rio Riachão	id=g:3390547
Rio Riachão	id=g:3390548
Rio Riachão	id=g:3390549
Riacho do Riachão	id=g:3390550
Riacho do Riachão	id=g:3390551
Riacho do Riachão	id=g:3390552
Riacho do Riachão	id=g:3390553
Riacho do Riachão	id=g:3390554
Riacho do Riachão	id=g:3390555
Riacho Riachão	id=g:3390556
Riacho Riachão	id=g:3390557
Riacho Riachão	id=g:3390558
Riacho Riachão	id=g:3390559
Riacho Riachão	id=g:3390560
Riacho Riachão	id=g:3390561
Riacho Riachaõ	id=g:3390562
Riacho Riachão	id=g:3390563
Riacho Riachão	id=g:3390564
Riacho Riachâo	id=g:3390565
Riacho Riachão	id=g:3390566
Lagoa do Riachão	id=g:3390567
Açude Riachão	id=g:3390568
Riachão	id=g:3390569
Riachão	id=g:3390570
Riachão	id=g:3390571
Riachão	id=g:3390572
Riachão	id=g:3390573
Riachão	id=g:3390574
Riachão	id=g:3390575
Riachão	id=g:3390576
Riachão	id=g:3390577
Riachão	id=g:3390578
Riachão	id=g:3390579
Riachão	id=g:3390580
Riachão	id=g:3390581
Riachão	id=g:3390582
Riachão	id=g:3390583
Riachão	id=g:3390584
Riachão	id=g:3390585
Riachão	id=g:3390586
Riachão	id=g:3390587
Riachão	id=g:3390588
Riachão	id=g:3390589
Riachão	id=g:3390590
Riachão	id=g:3390591
Riachão	id=g:3390592
Riachão	id=g:3390593
Riachão	id=g:3390594
Revolve	id=g:3390595
Revolta	id=g:3390596
Revencia	id=g:3390597
Revedor	id=g:3390598
Retiro (3)	id=g:3390599
Retiro (2)	id=g:3390600
Retiro (2)	id=g:3390601
Retiro (1)	id=g:3390602
Retiro (1)	id=g:3390603
Retiro São José	id=g:3390604
Retiro Grande	id=g:3390605
Serra do Retiro	id=g:3390606
Serra do Retiro	id=g:3390607
Serra Retiro	id=g:3390608
Riacho do Retiro	id=g:3390609
Riacho Retiro	id=g:3390610
Lagoa do Retiro	id=g:3390611
Córrego do Retiro	id=g:3390612
Banco do Retiro	id=g:3390613
Retiro	id=g:3390614
Retiro	id=g:3390615
Retiro	id=g:3390616
Retiro	id=g:3390617
Retiro	id=g:3390618
Retiro	id=g:3390619
Retiro	id=g:3390620
Retiro	id=g:3390621
Retiro	id=g:3390622
Retiro	id=g:3390623
Retiro	id=g:3390624
Retiro	id=g:3390625
Retiro	id=g:3390626
Retiro	id=g:3390627
Retiro	id=g:3390628
Retiro	id=g:3390629
Retiro	id=g:3390630
Retiro	id=g:3390631
Retiro	id=g:3390632
Retiro	id=g:3390633
Retiro	id=g:3390634
Retiro	id=g:3390635
Retiro	id=g:3390636
Retiro	id=g:3390637
Retiro	id=g:3390638
Retiro	id=g:3390639
Retiro	id=g:3390640
Retiro	id=g:3390641
Retiro	id=g:3390642
Retiro	id=g:3390643
Retiro	id=g:3390644
Praia do Retirinho	id=g:3390645
Retire	id=g:3390646
Ilha da Restinga	id=g:3390647
Restinga	id=g:3390648
Restauração	id=g:3390649
Ressaca	id=g:3390650
Ressaca	id=g:3390651
Cachoeira do Resplendor	id=g:3390652
Resplandes	id=g:3390653
Residência	id=g:3390654
Residencia	id=g:3390655
Residencia	id=g:3390656
Residência	id=g:3390657
Reriutaba	id=g:3390658
Reriutaba	id=g:3390659
Rio Repartimento do Jacundá	id=g:3390660
Rio Repartimento	id=g:3390661
Igarapé Repartimento	id=g:3390662
Corredeira do Repartimento	id=g:3390663
Cachoeira do Repartimento	id=g:3390664
Braço do Repartimento	id=g:3390665
Repartimento	id=g:3390666
Repartimento	id=g:3390667
Repartimento	id=g:3390668
Repartição	id=g:3390669
Repartição	id=g:3390670
Repartição	id=g:3390671
Rendinha	id=g:3390672
Remune	id=g:3390673
Remígio	id=g:3390674
Serra do Remédio	id=g:3390675
Ilha do Remédio	id=g:3390676
Remédio	id=g:3390677
Remédio	id=g:3390678
Remanso Grande	id=g:3390679
Cachoeira Remanso	id=g:3390680
Remanso	id=g:3390681
Remanso	id=g:3390682
Remanso	id=g:3390683
Remanso	id=g:3390684
Remanso	id=g:3390685
Remanso	id=g:3390686
Córrego Remansinho	id=g:3390687
Remansinho	id=g:3390688
Remansão	id=g:3390689
Igarapé Relógio do Sol	id=g:3390690
Relógio do Sol	id=g:3390691
Reis	id=g:3390692
Reinado	id=g:3390693
Lago do Rei	id=g:3390694
Cachoeira do Regresso	id=g:3390695
Regina	id=g:3390696
Regiao do Oco d’Água	id=g:3390697
Serrote Regente	id=g:3390698
Regeneração	id=g:3390699
Regeneração	id=g:3390700
Regalo	id=g:3390701
Regalo	id=g:3390702
Regalia	id=g:3390703
Refúgio	id=g:3390704
Reforma	id=g:3390705
Reforma	id=g:3390706
Ponta do Reduto	id=g:3390707
Reduto	id=g:3390708
Reduto	id=g:3390709
Redregulho	id=g:3390710
Redoval	id=g:3390711
Serrote Redondo	id=g:3390712
Serrote Redondo	id=g:3390713
Serra Redondo	id=g:3390714
Morro Redondo	id=g:3390715
Morro Redondo	id=g:3390716
Redondo	id=g:3390717
Ponta Redondinha	id=g:3390718
Redonda (2)	id=g:3390719
Redonda	id=g:3390720
Serra Redonda	id=g:3390721
Serra Redonda	id=g:3390722
Serra Redonda	id=g:3390723
Serra Redonda	id=g:3390724
Serra Redonda	id=g:3390725
Ponta Redonda	id=g:3390726
Lagoa Redonda	id=g:3390727
Redonda	id=g:3390728
Redinha	id=g:3390729
Ilha Redenção	id=g:3390730
Redenção	id=g:3390731
Redenção	id=g:3390732
Redenção	id=g:3390733
Rêde Ferroviaria do Nordeste	id=g:3390734
Recusa	id=g:3390735
Recurso	id=g:3390736
Recurso	id=g:3390737
Recreiro	id=g:3390738
Recreio (2)	id=g:3390739
Recreio (1)	id=g:3390740
Serra do Recreio	id=g:3390741
Serra do Recreio	id=g:3390742
Ribeirão Recreio	id=g:3390743
Riacho do Recreio	id=g:3390744
Riacho do Recreio	id=g:3390745
Igarapé Recreio	id=g:3390746
Recreio	id=g:3390747
Recreio	id=g:3390748
Recreio	id=g:3390749
Recreio	id=g:3390750
Recreio	id=g:3390751
Recreio	id=g:3390752
Recreio	id=g:3390753
Recreio	id=g:3390754
Recreio	id=g:3390755
Recreio	id=g:3390756
Recreio	id=g:3390757
Recreio	id=g:3390758
Igarapé Recife	id=g:3390759
Recife	id=g:3390760
Recanto (3)	id=g:3390761
Recanto (2)	id=g:3390762
Recanto (2)	id=g:3390763
Recanto (1)	id=g:3390764
Recanto (1)	id=g:3390765
Recanto da Umburana	id=g:3390766
Riacho do Recanto	id=g:3390767
Açude Recanto	id=g:3390768
Recanto	id=g:3390769
Recanto	id=g:3390770
Recanto	id=g:3390771
Recanto	id=g:3390772
Recanto	id=g:3390773
Recanto	id=g:3390774
Recanto	id=g:3390775
Recanto	id=g:3390776
Recanto	id=g:3390777
Recanto	id=g:3390778
Recanto	id=g:3390779
Recanto	id=g:3390780
Recanto	id=g:3390781
Recanto	id=g:3390782
Ponta Rebordelo	id=g:3390783
Ilha do Rebojo	id=g:3390784
Ilha do Rebojo	id=g:3390785
Igarapé do Rebojo	id=g:3390786
Cachoeira do Rebojo	id=g:3390787
Cachoeira do Rebojo	id=g:3390788
Rebojo	id=g:3390789
Rebojinho	id=g:3390790
Cachoeira Rebenta Toda	id=g:3390791
Realeza	id=g:3390792
Realeza	id=g:3390793
Rato	id=g:3390794
Lagoa do Rateio	id=g:3390795
Ilha Rata	id=g:3390796
Rasteira	id=g:3390797
Ilha Rasa	id=g:3390798
Ilha Rasa	id=g:3390799
Ilha Rasa	id=g:3390800
Ilha Rasa	id=g:3390801
Rapoza	id=g:3390802
Rapouse	id=g:3390803
Rapôso	id=g:3390804
Raposa (2)	id=g:3390805
Raposa (1)	id=g:3390806
Riacho Raposão	id=g:3390807
Riacho da Raposa	id=g:3390808
Riacho da Raposa	id=g:3390809
Riacho da Raposa	id=g:3390810
Riacho Raposa	id=g:3390811
Riacho Raposa	id=g:3390812
Córrego da Raposa	id=g:3390813
Raposa	id=g:3390814
Rapôsa	id=g:3390815
Raposa	id=g:3390816
Rapé	id=g:3390817
Chapada da Rapariga	id=g:3390818
Riacho da Rapadura	id=g:3390819
Rio Rangel	id=g:3390820
Rancho dos Negros	id=g:3390821
Rancho do Povo	id=g:3390822
Rancho do Povo	id=g:3390823
Rancho do Povo	id=g:3390824
Rancho do Povo	id=g:3390825
Rancho da Velha	id=g:3390826
Rancho da Casca	id=g:3390827
Riacho do Rancho	id=g:3390828
Ranchinho	id=g:3390829
Rancheiro	id=g:3390830
Riacho da Rancharia	id=g:3390831
Riacho Rancharia	id=g:3390832
Rancharia	id=g:3390833
Rancharia	id=g:3390834
Rancharia	id=g:3390835
Rancharia	id=g:3390836
Cachoeira da Rampa	id=g:3390837
Rampa	id=g:3390838
Paraná do Ramos	id=g:3390839
Ramos	id=g:3390840
Ramos	id=g:3390841
Ramalho	id=g:3390842
Ramalho	id=g:3390843
Riacho Ramalhete	id=g:3390844
Ramalhete	id=g:3390845
Ramalhete	id=g:3390846
Ramadinha (2)	id=g:3390847
Ramadinha (1)	id=g:3390848
Ramadinha	id=g:3390849
Ramada	id=g:3390850
Ramada	id=g:3390851
Ramada	id=g:3390852
Ramada	id=g:3390853
Ramada	id=g:3390854
Ramada	id=g:3390855
Rajado	id=g:3390856
Serrote Rajada	id=g:3390857
Serra da Rajada	id=g:3390858
Serra Rajada	id=g:3390859
Serra Rajada	id=g:3390860
Serra Rajada	id=g:3390861
Rajada	id=g:3390862
Rajada	id=g:3390863
Rajada	id=g:3390864
Rajada	id=g:3390865
Raizal	id=g:3390866
Riacho Raiz	id=g:3390867
Raiz	id=g:3390868
Raiz	id=g:3390869
Raiz	id=g:3390870
Rainha Isabel	id=g:3390871
Raimundo Martins	id=g:3390872
Raimundo Gonçalves	id=g:3390873
Raimundo Agostinho	id=g:3390874
Raimundo	id=g:3390875
Raimundo	id=g:3390876
Raimundo	id=g:3390877
Serra da Raiada	id=g:3390878
Rafael Fernandes	id=g:3390879
Rafael	id=g:3390880
Rachado	id=g:3390881
Raça	id=g:3390882
Serra do Rabicho	id=g:3390883
Açude Rabicho	id=g:3390884
Rabeca	id=g:3390885
Rabeca	id=g:3390886
Cachoeira Rã	id=g:3390887
Cachoeira Rã	id=g:3390888
Serra da Quizanga	id=g:3390889
Serra do Quixudi	id=g:3390890
Quixudi	id=g:3390891
Quixobeira	id=g:3390892
Quixoá	id=g:3390893
Rio Quixeré	id=g:3390894
Lagoa Quixere	id=g:3390895
Quixeré	id=g:3390896
Rio Quixeramobim	id=g:3390897
Quixeramobim	id=g:3390898
Açude Quixeramobim	id=g:3390899
Quixeramobim	id=g:3390900
Quixeramobim	id=g:3390901
Quixelã	id=g:3390902
Quixelô	id=g:3390903
Quixatu	id=g:3390904
Quixariú	id=g:3390905
Quixadá	id=g:3390906
Quixadá	id=g:3390907
Quixada	id=g:3390908
Açude Quixabinha	id=g:3390909
Quixabinha	id=g:3390910
Quixabinha	id=g:3390911
Quixabeiru Sozinha	id=g:3390912
Quixábeirinha	id=g:3390913
Quixábeirinha	id=g:3390914
Serra da Quixabeira	id=g:3390915
Quixabeira	id=g:3390916
Quixabeira	id=g:3390917
Quixabeira	id=g:3390918
Quixabeira	id=g:3390919
Quixaba Velha	id=g:3390920
Quixabá do Felix	id=g:3390921
Quixaba da Cobranca	id=g:3390922
Vereda da Quixaba	id=g:3390923
Serra Quixaba	id=g:3390924
Serra Quixaba	id=g:3390925
Rio Quixabá	id=g:3390926
Riacho Quixaba	id=g:3390927
Riacho Quixabá	id=g:3390928
Riacho Quixabá	id=g:3390929
Praia da Quixaba	id=g:3390930
Quixabá	id=g:3390931
Quixaba	id=g:3390932
Quixaba	id=g:3390933
Quixaba	id=g:3390934
Quixabá	id=g:3390935
Quixabá	id=g:3390936
Quixaba	id=g:3390937
Quixaba	id=g:3390938
Quixaba	id=g:3390939
Quixabá	id=g:3390940
Quixabá	id=g:3390941
Quixaba	id=g:3390942
Quixaba	id=g:3390943
Quixaba	id=g:3390944
Quixaba	id=g:3390945
Quixaba	id=g:3390946
Quitimbu	id=g:3390947
Rio Quitéria	id=g:3390948
Quitaiús	id=g:3390949
Quiriritiua	id=g:3390950
Igarapé Quiriquiri	id=g:3390951
Serra do Quirino	id=g:3390952
Rio Quirino	id=g:3390953
Riacho Quirino	id=g:3390954
Quirino	id=g:3390955
Riacho do Quiringa	id=g:3390956
Lago Quirimiri	id=g:3390957
