Mokotibe-Antanimavo	id=g:1058747
Manombo	id=g:1060611
Manombo	id=g:1060612
Manombo	id=g:1060613
Manombo	id=g:1060614
Manombo	id=g:1060615
Manombika	id=g:1060616
Manomba	id=g:1060617
Manomba	id=g:1060618
Manomba	id=g:1060619
Manolotsoa	id=g:1060620
Manolotrony	id=g:1060621
Manolotrony	id=g:1060622
Manolotrony	id=g:1060623
Manolotrony	id=g:1060624
Manolosoa Rivière	id=g:1060625
Manolondroa	id=g:1060626
Manolondra Rivière	id=g:1060627
Manolomasina	id=g:1060628
Manolomanana	id=g:1060629
Manolomanambe	id=g:1060630
Manolodroa	id=g:1060631
Manolodro	id=g:1060632
Manolodreny	id=g:1060633
Manoloa	id=g:1060634
Manolo	id=g:1060635
Manokeja	id=g:1060636
Manoina	id=g:1060637
Manohisoa	id=g:1060638
Manohilahy Avaratra	id=g:1060639
Manohilahy Atsimo	id=g:1060640
Manohilahy	id=g:1060641
Manogombo	id=g:1060642
Manogoaika	id=g:1060643
Manody Nord	id=g:1060644
Manody	id=g:1060645
Manody	id=g:1060646
Mankazena	id=g:1060647
Mankary	id=g:1060648
Mankarana	id=g:1060649
Mankarana	id=g:1060650
Mankarahara	id=g:1060651
Manjola Rivière	id=g:1060652
Manjiandrano	id=g:1060653
Manjavily	id=g:1060654
Manjavelo	id=g:1060655
Manjato	id=g:1060656
Manjarano	id=g:1060657
Manjanoa Rivière	id=g:1060658
Manjanoa Rivière	id=g:1060659
Manjamaso	id=g:1060660
Manjakazafy	id=g:1060661
Manjakavaradrano	id=g:1060662
Manjakavaradrano	id=g:1060663
Manjakavaradrano	id=g:1060664
Manjakatsiahotra	id=g:1060665
Manjakatompo-Firaisana	id=g:1060666
Manjakatompo	id=g:1060667
Manjakarivohasina	id=g:1060668
Manjakarivo	id=g:1060669
Manjakarivo	id=g:1060670
Manjakandriana	id=g:1060671
Manjakandriana	id=g:1060672
Manjakandriana	id=g:1060673
Manjakampo	id=g:1060674
Manjaka	id=g:1060675
Manjaka	id=g:1060676
Manjaka	id=g:1060677
Manjaka	id=g:1060678
Manjaka	id=g:1060679
Manjaka	id=g:1060680
Nosy Manjaboaka	id=g:1060681
Manja	id=g:1060682
Manja	id=g:1060683
Manja	id=g:1060684
Manja	id=g:1060685
Manizombotokana	id=g:1060686
Manizoizo	id=g:1060687
Manivery	id=g:1060688
Manivalo Sud	id=g:1060689
Manitsy Atsinanana	id=g:1060690
Manitsy Andrefana	id=g:1060691
Manitsy	id=g:1060692
Manitsy	id=g:1060693
Manitsy	id=g:1060694
Manitsy	id=g:1060695
Manitsovo	id=g:1060696
Nosy Manitse	id=g:1060697
Manitsakaomby	id=g:1060698
Manitohany	id=g:1060699
Manitohana	id=g:1060700
Manitibe	id=g:1060701
Manisy	id=g:1060702
Manisakomby	id=g:1060703
Manisakomby	id=g:1060704
Manisakaomby	id=g:1060705
Maniry	id=g:1060706
Manironja	id=g:1060707
Maniroka	id=g:1060708
Manirery	id=g:1060709
Manirenja	id=g:1060710
Manirenja	id=g:1060711
Manirenja	id=g:1060712
Manirenja	id=g:1060713
Manirenja	id=g:1060714
Manireja	id=g:1060715
Manirana	id=g:1060716
Maniny	id=g:1060717
Manintsy Rivière	id=g:1060718
Manintsy	id=g:1060719
Manintsy	id=g:1060720
Manintsy	id=g:1060721
Manintsy	id=g:1060722
Manintsy	id=g:1060723
Manintsiarana	id=g:1060724
Manintongana	id=g:1060725
Maninianaly	id=g:1060726
Maningoza	id=g:1060727
Lozok’ i Maningory	id=g:1060728
Maningory	id=g:1060729
Maningory	id=g:1060730
Maningo	id=g:1060731
Manindry	id=g:1060732
Manindroavio	id=g:1060733
Manindroavia	id=g:1060734
Manindrilahy	id=g:1060735
Maninday II	id=g:1060736
Maninday-Andongoza	id=g:1060737
Maninday	id=g:1060738
Maninday	id=g:1060739
Manimroa	id=g:1060740
Manimbola	id=g:1060741
Manila	id=g:1060742
Manide	id=g:1060743
Mania	id=g:1060744
Mania	id=g:1060745
Mangotsiaky	id=g:1060746
Mangotro Rivière	id=g:1060747
Mangotroky	id=g:1060748
Mangotroky	id=g:1060749
Mangotroky	id=g:1060750
Mangotroka Rivière	id=g:1060751
Mangotroka	id=g:1060752
Mangotroka	id=g:1060753
Mangotroka	id=g:1060754
Mangotroka	id=g:1060755
Mangotokana	id=g:1060756
Mangororoka	id=g:1060757
Lohatanjon’ Mangoro	id=g:1060758
Mangoro	id=g:1060759
Mangoro	id=g:1060760
Mangoro	id=g:1060761
Mangoraba	id=g:1060762
Mangonaky	id=g:1060763
Alan’ i Mangona	id=g:1060764
Mangona	id=g:1060765
Mangona	id=g:1060766
Mangolovolo	id=g:1060767
Mangoky	id=g:1060768
Mangoky	id=g:1060769
Mangoka	id=g:1060770
Mangoboky	id=g:1060771
Mangoboky	id=g:1060772
Mangoana	id=g:1060773
Pointe Mangoaka	id=g:1060774
Mangoaka	id=g:1060775
Mangoaka	id=g:1060776
Mangoaka	id=g:1060777
Mangoaka	id=g:1060778
Mangoaka	id=g:1060779
Mangoahoa	id=g:1060780
Mangoa	id=g:1060781
Mangoa	id=g:1060782
Mangitraky	id=g:1060783
Mangitraky	id=g:1060784
Mangitraka	id=g:1060785
Mangitraka	id=g:1060786
Farihy Mangitana	id=g:1060787
Mangirankirina	id=g:1060788
Mangirakirana	id=g:1060789
Mangirakely	id=g:1060790
Mangindrano	id=g:1060791
Mangily Rivière	id=g:1060792
Nosy Mangily	id=g:1060793
Lac Mangily	id=g:1060794
Mangily	id=g:1060795
Mangily	id=g:1060796
Mangily	id=g:1060797
Mangily	id=g:1060798
Mangily	id=g:1060799
Mangily	id=g:1060800
Nosy Mangiho	id=g:1060801
Mangidy	id=g:1060802
Mangidivoanjo	id=g:1060803
Mangidirano	id=g:1060804
Mangidirano	id=g:1060805
Mangidirano	id=g:1060806
Mangidirano	id=g:1060807
Mangidirano	id=g:1060808
Mangidirano	id=g:1060809
Mangidifoza	id=g:1060810
Mangid	id=g:1060811
Mangiboka	id=g:1060812
Mangevo	id=g:1060813
Mangetaheta	id=g:1060814
Helodranon’ i Mangerivy	id=g:1060815
Mangerivola	id=g:1060816
Mangerifilemy Rivière	id=g:1060817
Mangebokeboka	id=g:1060818
Mangazay	id=g:1060819
Mangavilany	id=g:1060820
Lagune Mangatsifotra	id=g:1060821
Mangatsiatra	id=g:1060822
Mangatsiaky	id=g:1060823
Mangatsiaka	id=g:1060824
Mangatsiaka	id=g:1060825
Mangatsiaka	id=g:1060826
Mangatsiaka	id=g:1060827
Mangatsiaka	id=g:1060828
Mangatsiaka	id=g:1060829
Mangatsahatsa	id=g:1060830
Mangatsa	id=g:1060831
Mangatokana	id=g:1060832
Mangatoka	id=g:1060833
Mangatoka	id=g:1060834
Mangatelokely	id=g:1060835
Mangatelo	id=g:1060836
Mangatelo	id=g:1060837
Mangatelo	id=g:1060838
Mangatelo	id=g:1060839
Mangatany	id=g:1060840
Mangatany	id=g:1060841
Mangatany	id=g:1060842
Mangatany	id=g:1060843
Mangatany	id=g:1060844
Mangatany	id=g:1060845
Mangataboahangy	id=g:1060846
Mangasoavina	id=g:1060847
Mangasoavina	id=g:1060848
Mangasoa	id=g:1060849
Mangaroa	id=g:1060850
Mangarivotra	id=g:1060851
Mangarivotra	id=g:1060852
Mangarivotra	id=g:1060853
Mangarivotra	id=g:1060854
Mangarivotra	id=g:1060855
Mangarivotra	id=g:1060856
Mangarivo	id=g:1060857
Manga Rivière	id=g:1060858
Lac Mangarika	id=g:1060859
Lac Mangarika	id=g:1060860
Farihy Mangarika	id=g:1060861
Mangarano	id=g:1060862
Mangarano	id=g:1060863
Mangarano	id=g:1060864
Mangarano	id=g:1060865
Mangarano	id=g:1060866
Mangarano	id=g:1060867
Mangarano	id=g:1060868
Mangarano	id=g:1060869
Mangarano	id=g:1060870
Mangarano	id=g:1060871
Mangarano	id=g:1060872
Mangarano	id=g:1060873
Mangarangara Rivière	id=g:1060874
Mangarangarana Rivière	id=g:1060875
Mangarangarana	id=g:1060876
Mangarakaraka	id=g:1060877
Mangaraharamiongana	id=g:1060878
Lac Mangarahara-Abo	id=g:1060879
Lac Mangarahara	id=g:1060880
Mangarahara	id=g:1060881
Mangarahara	id=g:1060882
Mangarahara	id=g:1060883
Mangapaika	id=g:1060884
Mangaoky	id=g:1060885
Mangaoka	id=g:1060886
Manganoro	id=g:1060887
Mangamongla	id=g:1060888
Mangamila	id=g:1060889
Mangamaty Rivière	id=g:1060890
Marais de Mangamahy	id=g:1060891
Mangamahy	id=g:1060892
Mangalimaso	id=g:1060893
Mangalazaina	id=g:1060894
Mangalanihenatra	id=g:1060895
Mangalahala	id=g:1060896
Mangalahala	id=g:1060897
Mangalahala	id=g:1060898
Mangakana	id=g:1060899
Mangakana	id=g:1060900
Mangailay	id=g:1060901
Mangaikarea	id=g:1060902
Mangaika	id=g:1060903
Mangaika	id=g:1060904
Mangahazo	id=g:1060905
Mangafito	id=g:1060906
Mangafito	id=g:1060907
Mangabory	id=g:1060908
Mangabe Avaratra	id=g:1060909
Mangabe Atsimo	id=g:1060910
Nosy Mangabe	id=g:1060911
Lac Mangabe	id=g:1060912
Mangabe	id=g:1060913
Mangabe	id=g:1060914
Mangabe	id=g:1060915
Mangabe	id=g:1060916
Mangabe	id=g:1060917
Mangabe	id=g:1060918
Mangabe	id=g:1060919
Mangabe	id=g:1060920
Mangabe	id=g:1060921
Mangabe	id=g:1060922
Mangabe	id=g:1060923
Mangabe	id=g:1060924
Mangabe	id=g:1060925
Mangabe	id=g:1060926
Mangabe	id=g:1060927
Mangabe	id=g:1060928
Mangabe	id=g:1060929
Mangabe	id=g:1060930
Mangabe	id=g:1060931
Mangabe	id=g:1060932
Mangabe	id=g:1060933
Mangabe	id=g:1060934
Mangabe	id=g:1060935
Mangabe	id=g:1060936
Mangabe	id=g:1060937
Mangabe	id=g:1060938
Mangabe	id=g:1060939
Manga	id=g:1060940
Manevy	id=g:1060941
Manevy	id=g:1060942
Manevy	id=g:1060943
Manevina	id=g:1060944
Manevakely	id=g:1060945
Maneva	id=g:1060946
Maneva	id=g:1060947
Maneva	id=g:1060948
Maneva	id=g:1060949
Maneva	id=g:1060950
Manety	id=g:1060951
Manetiraha	id=g:1060952
Seuil du Manerinerina	id=g:1060953
Hoatran Manerinerina	id=g:1060954
Manerinerina	id=g:1060955
Manerinerina	id=g:1060956
Manerinerina	id=g:1060957
Manerinerina	id=g:1060958
Manerinerina	id=g:1060959
Manerinerina	id=g:1060960
Manerinerina	id=g:1060961
Manera-Soaserana	id=g:1060962
Manera	id=g:1060963
Manera	id=g:1060964
Manera	id=g:1060965
Manenotsara	id=g:1060966
Manenoamponga	id=g:1060967
Manendry	id=g:1060968
Manemboarivo	id=g:1060969
Manelivato	id=g:1060970
Maneko	id=g:1060971
Manejandava	id=g:1060972
Manehoko	id=g:1060973
Farihy Mandrozo	id=g:1060974
Mandrovia	id=g:1060975
Mandrotra	id=g:1060976
Mandrota	id=g:1060977
Mandrosonoro	id=g:1060978
Mandrosomiadana	id=g:1060979
Mandrosohasina	id=g:1060980
Mandrosoarivo	id=g:1060981
Mandrosoa	id=g:1060982
Mandrosoa	id=g:1060983
Mandrosoa	id=g:1060984
Mandrosoa	id=g:1060985
Mandrosoa	id=g:1060986
Mandrosoa	id=g:1060987
Mandrosoa	id=g:1060988
Mandrosoa	id=g:1060989
Mandrosoa	id=g:1060990
Mandroso	id=g:1060991
Mandroso	id=g:1060992
Mandroso	id=g:1060993
Mandrosia	id=g:1060994
Lac Mandroseza	id=g:1060995
Mandrorotra	id=g:1060996
Mandroromody	id=g:1060997
Mandrorohabe	id=g:1060998
Mandrorano	id=g:1060999
Mandropo	id=g:1061000
Mandrony	id=g:1061001
Mandronarivo	id=g:1061002
Mandromodromotra Rivière	id=g:1061003
Mandromodromotra	id=g:1061004
Mandromodromotra	id=g:1061005
Mandromodromotra	id=g:1061006
Mandrohona	id=g:1061007
Mandrohimanga	id=g:1061008
Mandroharia	id=g:1061009
Mandrohareha Ruisseau	id=g:1061010
Mandrobe	id=g:1061011
Mandroatsy	id=g:1061012
Mandroatra	id=g:1061013
Mandroatra	id=g:1061014
Mandroarea	id=g:1061015
Mandroalina	id=g:1061016
Mandroalina	id=g:1061017
Mandroalina	id=g:1061018
Mandrizavona	id=g:1061019
Mandrivato	id=g:1061020
Mandritsarakely	id=g:1061021
Hoatran’ i Mandritsara	id=g:1061022
Mandritsara	id=g:1061023
Mandritsara	id=g:1061024
Mandritsara	id=g:1061025
Mandritsara	id=g:1061026
Mandritsara	id=g:1061027
Mandritsara	id=g:1061028
Mandritsara	id=g:1061029
Mandritsandry	id=g:1061030
Mandrisy	id=g:1061031
Mandrimandria	id=g:1061032
Mandrikiana	id=g:1061033
Mandrihirariny	id=g:1061034
Mandrifasika	id=g:1061035
Mandrifafana	id=g:1061036
Mandriankeniheny	id=g:1061037
Mandriandry	id=g:1061038
Mandriandro	id=g:1061039
Mandriampontsy	id=g:1061040
Mandriampasy Sud	id=g:1061041
Mandriampasy Nord	id=g:1061042
Mandriadanitra	id=g:1061043
Mandrevonondry	id=g:1061044
Mandrevondry	id=g:1061045
Mandrevomby	id=g:1061046
Mandrevo	id=g:1061047
Mandrevo	id=g:1061048
Mandrevo	id=g:1061049
Mandrere	id=g:1061050
Mandremoka	id=g:1061051
Mandreho	id=g:1061052
Mandrava	id=g:1061053
Mandraty	id=g:1061054
Mandraty	id=g:1061055
Mandratikely	id=g:1061056
Mandrasina	id=g:1061057
Mandrasa	id=g:1061058
Mandrarivo	id=g:1061059
Mandrare	id=g:1061060
Mandraramody Rivière	id=g:1061061
Mandrarahody Sud	id=g:1061062
Mandrarahody Nord	id=g:1061063
Mandrarahody	id=g:1061064
Mandrarahody	id=g:1061065
Mandraondrano	id=g:1061066
Mandranofotsy Rivière	id=g:1061067
Mandranofotsy	id=g:1061068
Mandrano	id=g:1061069
Mandrangotra	id=g:1061070
Mandrangobato	id=g:1061071
Mandramba	id=g:1061072
Mandraka	id=g:1061073
Mandraka	id=g:1061074
Mandotohana	id=g:1061075
Zarilemak’ i Mandoto	id=g:1061076
Mandoto	id=g:1061077
Mandoto	id=g:1061078
Mandoto	id=g:1061079
Mandosaomby	id=g:1061080
Mandonariva	id=g:1061081
Mandoha Rivière	id=g:1061082
Mandoha	id=g:1061083
Pointe Mandoavoa	id=g:1061084
Mandoanono	id=g:1061085
Mandoakandro	id=g:1061086
Mandoa	id=g:1061087
Mandnanofotsy Rivière	id=g:1061088
Mandivody	id=g:1061089
Mandiso	id=g:1061090
Mandiso	id=g:1061091
Mandionona	id=g:1061092
Mandinitsara	id=g:1061093
Mandinilatsaka	id=g:1061094
Mandinilatsaka	id=g:1061095
Mandinijery	id=g:1061096
Mandily Ambony	id=g:1061097
Mandily	id=g:1061098
Mandika	id=g:1061099
Mandiavato	id=g:1061100
Mandiameva	id=g:1061101
Mandiameva	id=g:1061102
Mandialaza	id=g:1061103
Mandhisoa	id=g:1061104
Mandevy	id=g:1061105
Mandevibe	id=g:1061106
Mandetra Rivière	id=g:1061107
Lac Mandetika	id=g:1061108
Mandery Rivière	id=g:1061109
Mandendromana	id=g:1061110
Mandendataky	id=g:1061111
Mandendamba	id=g:1061112
Mandena	id=g:1061113
Mandena	id=g:1061114
Mandena	id=g:1061115
Mandemboka	id=g:1061116
Mandembata	id=g:1061117
Mandefondanitsa	id=g:1061118
Mandefo	id=g:1061119
Mande	id=g:1061120
Mande	id=g:1061121
Nosy Mandazona	id=g:1061122
Mandazaka	id=g:1061123
Mandavotsiraka	id=g:1061124
Mandavato	id=g:1061125
Tanjona Mandatsakora	id=g:1061126
Mandatsa	id=g:1061127
Mandatsa	id=g:1061128
Mandatany	id=g:1061129
Mandatany	id=g:1061130
Mandatany	id=g:1061131
Mandatany	id=g:1061132
Mandasomotra	id=g:1061133
Mandarano Rivière	id=g:1061134
Mandarano II	id=g:1061135
Mandarano I	id=g:1061136
Mandarano	id=g:1061137
Mandarano	id=g:1061138
Mandarano	id=g:1061139
Mandarano	id=g:1061140
Mandarano	id=g:1061141
Mandarano	id=g:1061142
Mandarano	id=g:1061143
Mandarano	id=g:1061144
Mandarano	id=g:1061145
Mandarano	id=g:1061146
Mandarano	id=g:1061147
Mandarano	id=g:1061148
Mandanona	id=g:1061149
Mandanona	id=g:1061150
Mandanivatsy	id=g:1061151
Mandanivatsy	id=g:1061152
Mandanivatsy	id=g:1061153
Mandanivatsy	id=g:1061154
Mandanisakafo	id=g:1061155
Mandanilasiray	id=g:1061156
Mandana	id=g:1061157
Mandamery	id=g:1061158
Mandamby	id=g:1061159
Mandalo Rivière	id=g:1061160
Mandalokely	id=g:1061161
Mandalobe	id=g:1061162
Mandalo Ambony	id=g:1061163
Mandalo	id=g:1061164
Mandalo	id=g:1061165
Mandalahy	id=g:1061166
Mandakibo Sud	id=g:1061167
Mandakibo	id=g:1061168
Mandakaboka	id=g:1061169
Mandaheloka	id=g:1061170
Mandaheloka	id=g:1061171
Mandahazo	id=g:1061172
Mandahandry	id=g:1061173
Mandafoa	id=g:1061174
Mandaboaly	id=g:1061175
Mandaboaly	id=g:1061176
Mandabe Avaratra	id=g:1061177
Mandabe Atsimo	id=g:1061178
Mandabe	id=g:1061179
Mandabe	id=g:1061180
Mandabe	id=g:1061181
Mandabe	id=g:1061182
Mandabe	id=g:1061183
Mandabe	id=g:1061184
Mandabe	id=g:1061185
Mandabe	id=g:1061186
Mandabe	id=g:1061187
Mandabe	id=g:1061188
Mandabe	id=g:1061189
Mandabe	id=g:1061190
Mandabe	id=g:1061191
Mandabe	id=g:1061192
Mandabe	id=g:1061193
Manazary	id=g:1061194
Manazary	id=g:1061195
Manazary	id=g:1061196
Manazary	id=g:1061197
Manazary	id=g:1061198
Manavony	id=g:1061199
Manavony	id=g:1061200
Manavony	id=g:1061201
Manavolo	id=g:1061202
Manavoandro	id=g:1061203
Manavilahy	id=g:1061204
Manavia	id=g:1061205
Manave	id=g:1061206
Manatsofy	id=g:1061207
Manatsity	id=g:1061208
Manatsimba	id=g:1061209
Manatsatrana	id=g:1061210
Manatsatrana	id=g:1061211
Manatsara	id=g:1061212
Manatroa Ruisseau	id=g:1061213
Manatobodo	id=g:1061214
Manatoanina	id=g:1061215
Manato	id=g:1061216
Manatikosy	id=g:1061217
Banc de la Manatangena	id=g:1061218
Manatangena	id=g:1061219
Manatamia	id=g:1061220
Manatadia Rivière	id=g:1061221
Manatadia	id=g:1061222
Manasoareny	id=g:1061223
Manasoa	id=g:1061224
Manasoa	id=g:1061225
Manasoa	id=g:1061226
Manasoa	id=g:1061227
Manasoa	id=g:1061228
Manasoa	id=g:1061229
Manasira	id=g:1061230
Manasay	id=g:1061231
Manasamody	id=g:1061232
Manasamody	id=g:1061233
Manasamody	id=g:1061234
Manasamody	id=g:1061235
Manasaka Rivière	id=g:1061236
Manasaka	id=g:1061237
Manary Rivière	id=g:1061238
Farihy Manary	id=g:1061239
Manarivola	id=g:1061240
Manarivo	id=g:1061241
Manarivo	id=g:1061242
Manarivo	id=g:1061243
Manariventy	id=g:1061244
Manaritoka	id=g:1061245
Manarisenegaly	id=g:1061246
Manarirano	id=g:1061247
Manarintsoa	id=g:1061248
Manarintsoa	id=g:1061249
Manarinony	id=g:1061250
Manarinisefo	id=g:1061251
Manarina	id=g:1061252
Manarimaivaloka	id=g:1061253
Manarilefonakely	id=g:1061254
Manarilefona	id=g:1061255
Manarikoba	id=g:1061256
Manarifotsy	id=g:1061257
Manarifotsy	id=g:1061258
Manaribe	id=g:1061259
Manaribe	id=g:1061260
Manariambo	id=g:1061261
Manariabo	id=g:1061262
Manarenja Rivière	id=g:1061263
Manarenja	id=g:1061264
Manarenja	id=g:1061265
Manarena	id=g:1061266
Manaravolo Ambony	id=g:1061267
Manaravolo	id=g:1061268
Manaratsandry	id=g:1061269
Manaratsandry	id=g:1061270
Manaratsandry	id=g:1061271
Manaratsandry	id=g:1061272
Manararoba	id=g:1061273
Manara Rivière	id=g:1061274
Manarano	id=g:1061275
Manarandroe Rivière	id=g:1061276
Manarana	id=g:1061277
Manara	id=g:1061278
Manara	id=g:1061279
Manara	id=g:1061280
Manara	id=g:1061281
Manapatanana	id=g:1061282
Manapa Rivière	id=g:1061283
Manapape	id=g:1061284
Manapakotro	id=g:1061285
Manaovasoa	id=g:1061286
Manaovasoa	id=g:1061287
Manaosoahiadanana	id=g:1061288
Manaonoro	id=g:1061289
Manaokoa	id=g:1061290
Manaohiadanana	id=g:1061291
Manantsoa	id=g:1061292
Manantseva	id=g:1061293
Manantsahala	id=g:1061294
Manantsahala	id=g:1061295
Manantsa	id=g:1061296
Manantenina	id=g:1061297
Manantenina	id=g:1061298
Manantenina	id=g:1061299
Manantara	id=g:1061300
Manantara	id=g:1061301
Manantara	id=g:1061302
Manantantely	id=g:1061303
Manantanana	id=g:1061304
Manantanana	id=g:1061305
Manantalin	id=g:1061306
Mananta	id=g:1061307
Mananovy	id=g:1061308
Mananovy	id=g:1061309
Pointe Mananonoka	id=g:1061310
Mananonoka	id=g:1061311
Mananoka	id=g:1061312
Manankomanana	id=g:1061313
Manankoliva	id=g:1061314
Manankoliva	id=g:1061315
Manankolana	id=g:1061316
Manankinany	id=g:1061317
Manankazo	id=g:1061318
Manankazo	id=g:1061319
Manankazo	id=g:1061320
Manankazina	id=g:1061321
Manankatafana	id=g:1061322
Manankasina	id=g:1061323
Manankasina	id=g:1061324
Manankasina	id=g:1061325
Manankasina	id=g:1061326
Manankasina	id=g:1061327
Manankaravavy	id=g:1061328
Manankaralahy	id=g:1061329
Mananjeba Rivière	id=g:1061330
Mananjeba	id=g:1061331
Mananjary Rivière	id=g:1061332
Mananjary	id=g:1061333
Mananjary	id=g:1061334
Mananjary	id=g:1061335
Mananjary	id=g:1061336
Mananjary	id=g:1061337
Mananjary	id=g:1061338
Mananjara	id=g:1061339
Mananjara	id=g:1061340
Mananjara	id=g:1061341
Mananjara	id=g:1061342
Mananjara	id=g:1061343
Mananjara	id=g:1061344
Mananjara	id=g:1061345
Mananjaka	id=g:1061346
Mananjaka	id=g:1061347
Mananjaka	id=g:1061348
Helodrano Mananivo	id=g:1061349
Farihy Mananivo	id=g:1061350
Mananivo	id=g:1061351
Mananivo	id=g:1061352
Mananivo	id=g:1061353
Mananika	id=g:1061354
Mananika	id=g:1061355
Mananidrano Rivière	id=g:1061356
Mananhasina	id=g:1061357
Manangona	id=g:1061358
Tangorombohitr’ i Manangariva	id=g:1061359
Manangareza	id=g:1061360
Manangareza	id=g:1061361
Baie Manangara	id=g:1061362
Manangara	id=g:1061363
Manangalia	id=g:1061364
Manangalaza	id=g:1061365
Manangalataka	id=g:1061366
Manangafatsy	id=g:1061367
Mananga	id=g:1061368
Mananga	id=g:1061369
Mananetivohitra	id=g:1061370
Mananetivohitra	id=g:1061371
Mananetivohitra	id=g:1061372
Mananetivohitra	id=g:1061373
Mananeno	id=g:1061374
Manandroy	id=g:1061375
Manandrotsy	id=g:1061376
Manandroandro	id=g:1061377
Manandriana	id=g:1061378
Manandriana	id=g:1061379
Manandriana	id=g:1061380
Manandriana	id=g:1061381
Manandriana	id=g:1061382
Manandriana	id=g:1061383
Manandriana	id=g:1061384
Manandriana	id=g:1061385
Manandria	id=g:1061386
Manandrea	id=g:1061387
Manandrea	id=g:1061388
Manandrea	id=g:1061389
Manandrea	id=g:1061390
Manandrea	id=g:1061391
Manandray	id=g:1061392
Chute de la Manandrary	id=g:1061393
Manandra	id=g:1061394
Manandona Rivière	id=g:1061395
Lac Manandona	id=g:1061396
Manandona	id=g:1061397
Manandona	id=g:1061398
Manandona	id=g:1061399
Manandolitra	id=g:1061400
Manandima	id=g:1061401
Manandilatra	id=g:1061402
Manandilatra	id=g:1061403
Manandevenoka	id=g:1061404
Manandazaratsy	id=g:1061405
Manandaza	id=g:1061406
Manandaza	id=g:1061407
Manandana	id=g:1061408
Mananasy-Tsitakondaza	id=g:1061409
Mananara Rivière	id=g:1061410
Mananarabe	id=g:1061411
Mananara Avaratra	id=g:1061412
Baie Mananara	id=g:1061413
Mananara	id=g:1061414
Mananara	id=g:1061415
Mananara	id=g:1061416
Mananara	id=g:1061417
Mananara	id=g:1061418
Mananara	id=g:1061419
Mananara	id=g:1061420
Mananara	id=g:1061421
Mananara	id=g:1061422
Mananara	id=g:1061423
Mananara	id=g:1061424
Mananantanana	id=g:1061425
Mananano	id=g:1061426
Bouche de Manana	id=g:1061427
Manana	id=g:1061428
Manamy	id=g:1061429
Manampy	id=g:1061430
Manampy	id=g:1061431
Manampy	id=g:1061432
Manampotsy	id=g:1061433
Manampotsy	id=g:1061434
Manampototra	id=g:1061435
Manampona	id=g:1061436
Manampisoa	id=g:1061437
Manampiandrina	id=g:1061438
Manampenina	id=g:1061439
Manampenina	id=g:1061440
Manampeina Rivière	id=g:1061441
Manampea	id=g:1061442
Manampea	id=g:1061443
Manampatrana	id=g:1061444
Manampatrana	id=g:1061445
Manampatra	id=g:1061446
Manampatra	id=g:1061447
Manampasana	id=g:1061448
Canal de Manampano	id=g:1061449
Manampanihy	id=g:1061450
Manampaneva	id=g:1061451
Manampaneva	id=g:1061452
Manampanenitra	id=g:1061453
Manampandaha	id=g:1061454
Manampanda	id=g:1061455
Farihy Manampana	id=g:1061456
Manampana	id=g:1061457
Nosy Manampaho	id=g:1061458
Manampafana	id=g:1061459
Manamoisoa	id=g:1061460
Manamisoa Atsimo	id=g:1061461
Manamisoa	id=g:1061462
Manamisoa	id=g:1061463
Manamisoa	id=g:1061464
Manamisoa	id=g:1061465
Manamisoa	id=g:1061466
Manamisoa	id=g:1061467
Manamisoa	id=g:1061468
Manamidona	id=g:1061469
Manamidoa	id=g:1061470
Manamido	id=g:1061471
Manamhasy	id=g:1061472
Manamby	id=g:1061473
Manamby	id=g:1061474
Manamby	id=g:1061475
Manamby	id=g:1061476
Manamby	id=g:1061477
Manamby	id=g:1061478
Manamby	id=g:1061479
Manambro	id=g:1061480
Manambovona	id=g:1061481
Manambovona	id=g:1061482
Manambovo	id=g:1061483
Manambovo	id=g:1061484
Manambotro	id=g:1061485
Manambotra Atsimo	id=g:1061486
Nosy Manambotra	id=g:1061487
Manambotra	id=g:1061488
Manamboro	id=g:1061489
Manambondro	id=g:1061490
Manambondro	id=g:1061491
Manambolosy	id=g:1061492
Manambolosy	id=g:1061493
Manambolomaty	id=g:1061494
Manambolomaty	id=g:1061495
Manambolomaty	id=g:1061496
Manambolokely	id=g:1061497
Vinanihefak’ i Manambolo	id=g:1061498
Kizon’ i Manambolo	id=g:1061499
Manambolo	id=g:1061500
Manambolo	id=g:1061501
Manambolo	id=g:1061502
Manambolo	id=g:1061503
Manambolo	id=g:1061504
Manambolo	id=g:1061505
Manambolo	id=g:1061506
Manambolo	id=g:1061507
Manambolo	id=g:1061508
Manambolo	id=g:1061509
Manambolo	id=g:1061510
Manambolo	id=g:1061511
Manambolo	id=g:1061512
Manambolo	id=g:1061513
Manambolo	id=g:1061514
Manambolo	id=g:1061515
Manambolo	id=g:1061516
Manambola Ruisseau	id=g:1061517
Manambola	id=g:1061518
Manambohitra	id=g:1061519
Manambohitra	id=g:1061520
Manamboaina	id=g:1061521
Manambo	id=g:1061522
Manambitanina	id=g:1061523
Manambina	id=g:1061524
Manambiha	id=g:1061525
Manambidala	id=g:1061526
Manambidala	id=g:1061527
Manambidala	id=g:1061528
Manambidala	id=g:1061529
Nosy Manambiby	id=g:1061530
Manambibo	id=g:1061531
Toraka Manambibe	id=g:1061532
Manambia	id=g:1061533
Manambia	id=g:1061534
Manambery Rivière	id=g:1061535
Manambery	id=g:1061536
Manambendrana	id=g:1061537
Manambavana	id=g:1061538
Manambato Rivière	id=g:1061539
