Mirenda	id=g:422478
Buhoro	id=g:424612
Rushanga	id=g:424613
Nyakivumba	id=g:424614
Murambi	id=g:424615
Gasivya	id=g:424616
Muyange	id=g:424617
Nyamiyaga	id=g:424618
Nyanzari	id=g:424619
Kirambi	id=g:424620
Nyamutobo	id=g:424621
Mudusozi	id=g:424622
Kiruhura	id=g:424623
Buhogo	id=g:424624
Gashoka	id=g:424625
Kabago	id=g:424626
Nyaguhaga	id=g:424627
Bartye	id=g:424628
Runazi	id=g:424629
Gisenyi	id=g:424630
Mwiyando	id=g:424631
Nyakabuye	id=g:424632
Kigenda	id=g:424633
Nyabinyoni	id=g:424634
Bake	id=g:424635
Rukobe	id=g:424636
Rutegama	id=g:424637
Rusasa	id=g:424638
Kiyabu	id=g:424639
Rwinguge	id=g:424640
Nyamvura	id=g:424641
Mpungwe	id=g:424642
Kagoma	id=g:424643
Kivurugu	id=g:424644
Buhongegwa	id=g:424645
Nyanzega	id=g:424646
Rukobe	id=g:424647
Mbuzi	id=g:424648
Gikwiye	id=g:424649
Nini	id=g:424650
Mutukura	id=g:424651
Nyabibuye	id=g:424652
Rutovu	id=g:424653
Bwinjira	id=g:424654
Rutimbura	id=g:424655
Nyaburondwe	id=g:424656
Taba	id=g:424657
Mukabagenzi	id=g:424658
Nyagonga	id=g:424659
Musenga	id=g:424660
Nyakarara	id=g:424661
Muhomero	id=g:424662
Ngoma	id=g:424663
Nyawaga	id=g:424664
Nyarurambi	id=g:424665
Monyi	id=g:424666
Gakombe	id=g:424667
Gikombe	id=g:424668
Shungwe	id=g:424669
Gihamba	id=g:424670
Rukoko	id=g:424671
Rukenesha	id=g:424672
Nyamihondo	id=g:424673
Muhweza	id=g:424674
Rushamvu	id=g:424675
Gishubi	id=g:424676
Nyamyumba	id=g:424677
Kifunzo	id=g:424678
Sesero	id=g:424679
Pfunyangeso	id=g:424680
Kirambi	id=g:424681
Musave	id=g:424682
Buranga	id=g:424683
Kivumu	id=g:424684
Gene	id=g:424685
Kigufi	id=g:424686
Mugogo	id=g:424687
Nyarusange	id=g:424688
Butaganzwa	id=g:424689
Rutonganikwa-Monyi	id=g:424690
Nyabuyumbu	id=g:424691
Gasivya	id=g:424692
Butaganzwa	id=g:424693
Mugitanga	id=g:424695
Bureau de commune Butaganzwa	id=g:424696
Rusumwe	id=g:424697
Bujuru	id=g:424698
Kabere	id=g:424699
Bumba	id=g:424700
Butaganzwa	id=g:424701
Mugogo	id=g:424702
Muyange	id=g:424703
Nyakiga	id=g:424704
Muyogoro	id=g:424705
Nyarurambi	id=g:424706
Buhevyi	id=g:424707
Nyabwanda	id=g:424708
Bisenga	id=g:424709
Muhene	id=g:424710
Nyamwezi	id=g:424711
Kanyomvyi	id=g:424712
Muriza	id=g:424713
Bukanya	id=g:424714
Maramya	id=g:424715
Ruhungabane	id=g:424716
Rusirozi	id=g:424717
Giterama	id=g:424718
Rushiha	id=g:424719
Manika	id=g:424720
Dutwe	id=g:424721
Ruhanza	id=g:424722
Vubi	id=g:424723
Buramba	id=g:424724
Kibogoye	id=g:424725
Buhinda	id=g:424726
Kabakuro	id=g:424727
Gasasa	id=g:424728
Muryakiyago	id=g:424729
Membwe	id=g:424730
Gisenyi	id=g:424731
Gahondo	id=g:424732
Kivyibusha	id=g:424733
Mwenene	id=g:424734
Kamaranyundo	id=g:424735
Sakanyege	id=g:424736
Nyamasenga	id=g:424737
Gatare	id=g:424738
Makebuko	id=g:424739
Rwaza	id=g:424740
Caragata	id=g:424741
Nyabibizi	id=g:424742
Kurugabano	id=g:424743
Kiremba	id=g:424744
Muramba	id=g:424745
Ruvumu	id=g:424746
Makebuko	id=g:424747
Makebuko	id=g:424748
Kibasi	id=g:424749
Nyangurube	id=g:424750
Kanywampeke	id=g:424751
Nyabushishi	id=g:424752
Gisuriro	id=g:424753
Muyange	id=g:424754
Nyungwe	id=g:424755
Gatare-Gasenyi	id=g:424756
Rubambagire	id=g:424757
Buhinda	id=g:424758
Gitwaro	id=g:424759
Nterakanonko	id=g:424760
Mugege	id=g:424761
Rubumba	id=g:424762
Kidasha	id=g:424763
Rugabo	id=g:424764
Kinyangurube	id=g:424765
Mpinga	id=g:424766
Mujejuru	id=g:424767
Kigera	id=g:424768
Martyazo	id=g:424769
Gakombe	id=g:424770
Nyakibingo	id=g:424771
Gasenyi	id=g:424772
Kayenzi	id=g:424773
Bigera	id=g:424774
Kajenda	id=g:424775
Borne Martyazo	id=g:424776
Rwesero	id=g:424777
Rurembera	id=g:424778
Kavumu	id=g:424779
Rubebe	id=g:424780
Nyagashubi	id=g:424781
Kumuvumu	id=g:424782
Kibenga	id=g:424783
Nyabikona	id=g:424784
Nunga	id=g:424785
Nyabikinja	id=g:424786
Mwaba	id=g:424787
Nteko	id=g:424788
Nyamirambo	id=g:424789
Gihamagara	id=g:424790
Nyakiyonga	id=g:424791
Nyarwetete	id=g:424792
Nyarubongo	id=g:424793
Nyaruganda	id=g:424794
Karema	id=g:424795
Gitega	id=g:424796
Nyakidogo	id=g:424797
Gitwa	id=g:424798
Kirambi	id=g:424799
Gakonko	id=g:424800
Gasasa	id=g:424801
Mugomera	id=g:424802
Rwimvura	id=g:424803
Muhwazi	id=g:424804
Kagongoro	id=g:424805
Nyabibuye	id=g:424806
Kato	id=g:424807
Nyankende	id=g:424808
Kabanga	id=g:424809
Ruhinga	id=g:424810
Remba	id=g:424811
Nyagafunzo	id=g:424812
Nyabiriba	id=g:424813
Ruhoro	id=g:424814
Gisoro	id=g:424815
Sagasoza	id=g:424816
Nyakibere	id=g:424817
Rurenga	id=g:424818
Gwagongwe	id=g:424819
Kivoga	id=g:424820
Nkima	id=g:424821
Kanyinya	id=g:424822
Gatakazi	id=g:424823
Gaterama	id=g:424824
Kanyinya	id=g:424825
Muramba	id=g:424826
Taba	id=g:424827
Gisuma	id=g:424828
Canzu	id=g:424829
Rutoke	id=g:424830
Titi	id=g:424831
Gasozi	id=g:424832
Gashingwe	id=g:424833
Gafunzo	id=g:424834
Taba	id=g:424835
Bureau de commune Taba	id=g:424836
Nyagasenge	id=g:424837
Kidiha	id=g:424839
Kayogoro	id=g:424840
Gatwa	id=g:424841
Butaha	id=g:424842
Musenga	id=g:424843
Kibimba	id=g:424844
Nyakabuye	id=g:424845
Rwesero	id=g:424846
Mugondo	id=g:424847
Ngara	id=g:424848
Gisikara	id=g:424849
Nyangondo	id=g:424850
Nyagifu	id=g:424851
Kagunga	id=g:424852
Nyagasanda	id=g:424853
Taba	id=g:424854
Butare	id=g:424855
Nunga	id=g:424856
Mutwana	id=g:424857
Mbizi	id=g:424858
Muciro	id=g:424859
Gatare	id=g:424860
Nyagahara	id=g:424861
Gikombe	id=g:424862
Yove	id=g:424863
Gihehe	id=g:424864
Kireka	id=g:424865
Gihovu	id=g:424866
Gifunzo	id=g:424867
Riba	id=g:424868
Muhoza	id=g:424869
Gahama	id=g:424870
Kabago	id=g:424871
Rusange	id=g:424872
Rwanyosha	id=g:424873
Rugaga	id=g:424874
Murembera	id=g:424875
Nyasusa	id=g:424876
Batsimba	id=g:424877
Ruvumu	id=g:424878
Ngara	id=g:424879
Nyarubimba	id=g:424880
Kobero	id=g:424881
Nyamabuye	id=g:424882
Kinwa	id=g:424883
Nyakaguzi	id=g:424884
Bitaka	id=g:424885
Rusunu	id=g:424886
Kanarunyonga	id=g:424887
Gasenga	id=g:424888
Marumanga	id=g:424889
Kabungo	id=g:424890
Namiko	id=g:424891
Kanyaruko	id=g:424892
Nyagituku	id=g:424893
Macu	id=g:424894
Gatare	id=g:424895
Karorero	id=g:424896
Rasa	id=g:424897
Mpogora	id=g:424898
Nyabigura	id=g:424899
Gatwaro	id=g:424900
Nyamagana	id=g:424901
Mbiribiri	id=g:424902
Kigera	id=g:424903
Nyambuye	id=g:424904
Nkeyuke	id=g:424905
Buhinga	id=g:424906
Gatumbura	id=g:424907
Mutanga	id=g:424908
Bayumbu	id=g:424909
Gisoro	id=g:424910
Rutoke	id=g:424911
Karemba	id=g:424912
Nzigi	id=g:424913
Rubara	id=g:424914
Kiyonga	id=g:424915
Buneko	id=g:424916
Kivoga	id=g:424917
Kwitaba	id=g:424918
Ruhinga	id=g:424919
Kagogo	id=g:424920
Miremera	id=g:424921
Jenda	id=g:424922
Rusange	id=g:424923
Taba	id=g:424924
Musenyi	id=g:424925
Gatare	id=g:424926
Gitaramuka	id=g:424927
Kivuruga	id=g:424928
Gasebeyi	id=g:424929
Nyabigozi	id=g:424930
Rutoki	id=g:424931
Mirehe	id=g:424932
Makakwe	id=g:424933
Croix Musongati	id=g:424934
Maganahe-Giheta	id=g:424935
Gishanga	id=g:424936
Gashinga	id=g:424937
Rugari	id=g:424938
Nyamihwa	id=g:424939
Bihembe	id=g:424940
Musongati	id=g:424941
Gihinga	id=g:424943
Bureau de commune Musongati	id=g:424944
Musongati	id=g:424945
Giheta	id=g:424946
Musongati	id=g:424947
Musongati	id=g:424948
Kagoma	id=g:424949
Gisagara	id=g:424950
Butare	id=g:424951
Maganahe	id=g:424952
Musenyi	id=g:424953
Musivya	id=g:424954
Ntozi	id=g:424955
Ruvumu	id=g:424956
Cero	id=g:424957
Rugari	id=g:424958
Gahororo	id=g:424959
Mpinga	id=g:424960
Mpinga	id=g:424962
Mpinga	id=g:424963
Giterama	id=g:424964
Croix Mpinga	id=g:424965
Kamaramagambo	id=g:424966
Mpinga	id=g:424967
Mungwa	id=g:424968
Kabindi	id=g:424969
Nyamihanda	id=g:424970
Munywa	id=g:424971
Bamba	id=g:424972
Nyampereza	id=g:424973
Karama	id=g:424974
Nyabisindu	id=g:424975
Gisibe	id=g:424976
Nyange	id=g:424977
Mwiriba	id=g:424978
Rutonde	id=g:424979
Bayaga	id=g:424980
Muganza	id=g:424981
Rongozi	id=g:424982
Nyabibuye	id=g:424983
Kinombe	id=g:424984
Kigezi	id=g:424985
Gisuriro	id=g:424986
Tasi	id=g:424987
Ruhengama	id=g:424988
Suture	id=g:424989
Gifunzo	id=g:424990
Itaba	id=g:424991
Nyarwonga	id=g:424992
Bujuru	id=g:424993
Muhindo	id=g:424994
Nyagahanda	id=g:424995
Rutonde	id=g:424996
Kibimba	id=g:424997
Nyakibungo	id=g:424998
Mago	id=g:424999
Rugaragara	id=g:425000
Gikarama	id=g:425001
Nyagitika	id=g:425002
Nyamikungu	id=g:425003
Kagoti	id=g:425004
Rugenge	id=g:425005
Nyakayi	id=g:425006
Mugera	id=g:425007
Nyagitika	id=g:425008
Nyagitunguru	id=g:425009
Munyinya	id=g:425010
Nyabitsinda	id=g:425011
Mubizo	id=g:425012
Gahanga	id=g:425013
Rwamahasa	id=g:425014
Munyinya	id=g:425015
Musenga	id=g:425016
Nyakigoti	id=g:425017
Muvumu	id=g:425018
Iyogera	id=g:425019
Kinanira	id=g:425020
Ndago	id=g:425021
Rugaga	id=g:425022
Nyabikware	id=g:425023
Muramba	id=g:425024
Kijangara	id=g:425025
Munazi Il	id=g:425026
Misasa	id=g:425027
Ibuga	id=g:425028
Nyakarwe	id=g:425029
Ruhata	id=g:425030
Murehe	id=g:425031
Kizibanda	id=g:425032
Mureba	id=g:425033
Mayenga	id=g:425034
Nyarubari	id=g:425035
Keza	id=g:425036
Kirehera	id=g:425037
Kagomero	id=g:425038
Nyabuhagara	id=g:425039
Gishanga	id=g:425040
Nyarumanga	id=g:425041
Kugatiti	id=g:425042
Nyabitsinda	id=g:425043
Kibimba	id=g:425044
Nyakihiza	id=g:425045
Wambogo	id=g:425046
Kibanda	id=g:425047
Kumubuga	id=g:425048
Nyabitaka	id=g:425049
Kayogoro	id=g:425050
Nyundwe	id=g:425051
Munyinya	id=g:425052
Kaduha	id=g:425053
Bihembe	id=g:425054
Gatwaro	id=g:425055
Nyamirambo	id=g:425056
Nyagasonga	id=g:425057
Nkoronko	id=g:425058
Musenga	id=g:425059
Nyabitsinda	id=g:425060
Mukatumba	id=g:425061
Musumba	id=g:425062
Nyamutetema	id=g:425063
Mugomvyi	id=g:425064
Gitunguru	id=g:425065
Nyampehe	id=g:425066
Kiyaga	id=g:425067
Rugongo	id=g:425068
Gihambwe	id=g:425069
Nyagasha	id=g:425070
Musebeyi	id=g:425071
Nyantwere	id=g:425072
Nyarwobo	id=g:425073
Kabanga	id=g:425074
Bupfizi	id=g:425075
Kirungu	id=g:425076
Ruveri	id=g:425077
Mugogo	id=g:425078
Nyamigina	id=g:425079
Nyamibembe	id=g:425080
Gicike	id=g:425081
Akamurenda	id=g:425082
Nyakagunga	id=g:425083
Rubashi	id=g:425084
Muvugangoma	id=g:425085
Karindo	id=g:425086
Nyarumuri	id=g:425087
Butare	id=g:425088
Akashihi	id=g:425089
Vumwe	id=g:425090
Nyagakangaga	id=g:425091
Kinyinya	id=g:425092
Kivoga	id=g:425093
Ruyaga	id=g:425094
Karaba	id=g:425095
Gatimbiri	id=g:425096
Kigangabuko	id=g:425097
Magera	id=g:425098
Bwome	id=g:425099
Vumwe	id=g:425100
Gisenga	id=g:425101
Kabanga	id=g:425102
Nyamuyenzure	id=g:425103
Ruhongoro	id=g:425104
Bubihe	id=g:425105
Kabuye	id=g:425106
Munyesa	id=g:425107
Kabanga	id=g:425108
Nyamiko	id=g:425109
Rusange	id=g:425110
Rugoma	id=g:425111
Mvyaye	id=g:425112
Kwiyogero	id=g:425113
Nyakibingo	id=g:425114
Buhonga	id=g:425115
Buhonga	id=g:425116
Kinyinya	id=g:425117
Kinyinya	id=g:425119
Nyamuvyiru	id=g:425120
Kinyinya	id=g:425121
Burea de commune Kinyinya	id=g:425122
Nyabikere	id=g:425123
Nyaruyange	id=g:425124
Nyamusasa	id=g:425125
Nyaburunga	id=g:425126
Bihembe	id=g:425127
Nturime	id=g:425128
Muvumu	id=g:425129
Kampunga	id=g:425130
Nyagahara	id=g:425131
Kibari	id=g:425132
Nyamabuye	id=g:425133
Ntanga	id=g:425134
Munazi	id=g:425135
Manyani	id=g:425136
Rugoma	id=g:425137
Mucankende	id=g:425138
Gitanga	id=g:425139
Kumubanga	id=g:425140
Nyamunazi	id=g:425141
Mayanza	id=g:425142
Nunga	id=g:425143
Gataba	id=g:425144
Borne Kibimba	id=g:425145
Rusunu	id=g:425146
Funzwe	id=g:425147
Kibimba	id=g:425148
Bariro	id=g:425149
Nyakirunga	id=g:425150
Bunyaga	id=g:425151
Kibuye	id=g:425152
Nyabunyeregwe	id=g:425153
Bugongo II	id=g:425154
Bugongo	id=g:425155
Gisumo	id=g:425156
Nyabweru	id=g:425157
Munege	id=g:425158
Cuhu	id=g:425159
Kanyomvyi	id=g:425160
Mpanda	id=g:425161
Bugongo I	id=g:425162
Kayigi	id=g:425163
Murara	id=g:425164
Nyabakara	id=g:425165
Rutare	id=g:425166
Muhuta	id=g:425167
Mumwango	id=g:425168
Nyabikere	id=g:425169
Muzibuye	id=g:425170
Yove	id=g:425171
Mwititi	id=g:425227
Bugongo-Nyamateke	id=g:425228
Kigaza	id=g:425229
Gikwazo	id=g:425230
Nyabisabo	id=g:425231
Muzinda	id=g:425232
Gakarazi	id=g:425233
Muzinda	id=g:425234
Muzinda	id=g:425235
Muzinda	id=g:425236
Budahigwa	id=g:425237
Rukoko	id=g:425238
Kiziba	id=g:425239
Karamba	id=g:425240
Nambi	id=g:425241
Mugaruro	id=g:425242
Kanyinya	id=g:425243
Kigobe	id=g:425244
Nyakabanga	id=g:425245
Magarure	id=g:425246
Muzazi	id=g:425247
Gisagara	id=g:425248
Nyamwera	id=g:425249
Kirekura	id=g:425250
Buringa	id=g:425251
Muyange	id=g:425252
Station depompage Gatumba	id=g:425253
Kivoga	id=g:425254
École normale Kivoga	id=g:425255
Kivoga	id=g:425256
Martyazo	id=g:425257
Mubimbi	id=g:425258
Mubimbi	id=g:425259
Mubimbi	id=g:425260
Grande Rusizi	id=g:425261
Matara	id=g:425262
Rubirizi	id=g:425263
Kigunga	id=g:425264
Nyaburundo	id=g:425265
Bugoma	id=g:425266
Mpanda	id=g:425267
Mubimbi	id=g:425268
Gafyo	id=g:425269
Maramvya	id=g:425270
Murago	id=g:425271
Kivogero	id=g:425272
Cibitoke	id=g:425273
Nyandago	id=g:425274
Buhomba	id=g:425275
Tenga	id=g:425276
Butega	id=g:425277
Carama	id=g:425278
Kagaragara	id=g:425279
Kageruke	id=g:425280
Nyarumanga	id=g:425281
Rukaramu	id=g:425282
Benga	id=g:425283
Mutimbuzi	id=g:425284
Mutimbuzi	id=g:425286
Maramvya	id=g:425287
Gatumba	id=g:425288
Mageyo	id=g:425289
Bureau de commune Mutimbuzi	id=g:425290
Gikoma	id=g:425291
Mukoranya	id=g:425292
Karugamba	id=g:425293
Aéroport de Bujumbura Gakumbu	id=g:425294
Benga	id=g:425295
Mubone	id=g:425296
Muhunguzi	id=g:425297
Gasenyi	id=g:425298
Buhinyuza	id=g:425299
Nkuri	id=g:425300
Kinama	id=g:425301
Karunga	id=g:425302
Kinama	id=g:425303
Gatumba	id=g:425304
Murukaramu	id=g:425306
Kinama	id=g:425307
Gatumba	id=g:425308
Gatumba	id=g:425309
Buhanda	id=g:425310
Kinama	id=g:425311
Kinyinya	id=g:425312
Buterere	id=g:425313
Kigezi	id=g:425314
Muyange	id=g:425315
Kidumbugwe	id=g:425316
Carriere Gihosho	id=g:425317
Gihosho	id=g:425318
Rusabagi	id=g:425319
Dispensaire vétérinaire Gatumba	id=g:425320
Bibare	id=g:425321
Mutakura	id=g:425322
Cibitoke	id=g:425323
Kajaga	id=g:425324
Kinyankonge	id=g:425325
Borne Gihosho	id=g:425326
Kigarama	id=g:425327
Cibitoke	id=g:425328
Kamenge	id=g:425329
Isale	id=g:425330
Bona	id=g:425331
Bureau de commune Isale	id=g:425332
Kamenge	id=g:425333
Bona	id=g:425334
Isare	id=g:425336
Rushubi	id=g:425337
Nyabagere	id=g:425338
Rushubi	id=g:425339
Kwigere	id=g:425340
Isale	id=g:425341
Ngagara	id=g:425342
Ngagara	id=g:425343
École technique Bujumbura	id=g:425344
Gishingano	id=g:425345
College Bujumbura	id=g:425346
Migezi	id=g:425347
Kamenge	id=g:425348
Gitezi	id=g:425349
École normale Bujumbura	id=g:425350
Cirisha	id=g:425351
Mpinga	id=g:425352
Caranka	id=g:425353
Burarana	id=g:425354
Buyenzi	id=g:425356
Dispensaire Bujumbura	id=g:425357
Rubaya	id=g:425358
Bwiza	id=g:425359
Hôpital Bujumbura	id=g:425360
Nyakabiga	id=g:425361
Bureau de commune Bujumbura	id=g:425362
Kibuye	id=g:425363
Nyamahongo	id=g:425364
Nyakibande	id=g:425365
Port Bujumbura	id=g:425366
Nyambuye	id=g:425367
Centre sportif Bujumbura	id=g:425368
Stade Bujumbura	id=g:425369
Mutanga	id=g:425370
Université Bujumbura	id=g:425371
Gasebeye	id=g:425372
Phare Bujumbura	id=g:425373
Rohero	id=g:425374
Plage Bujumbura	id=g:425375
Sororezo	id=g:425376
Rugaruye	id=g:425377
Bujumbura	id=g:425378
Lycée Bujumbura	id=g:425381
Club nautique Bujumbura	id=g:425382
Hôpital Bujumbura	id=g:425383
Vugizo	id=g:425384
Kirombwe	id=g:425385
Ntahangwa	id=g:425386
École Bujumbura	id=g:425387
Sagara	id=g:425388
Kirombwe	id=g:425389
Monument Bujumbura	id=g:425390
Coga	id=g:425391
Cathédrale Bujumbura	id=g:425392
Collége le Saint Esprit Bujumbura	id=g:425393
Athénée Bujumbura	id=g:425394
Bigoma	id=g:425395
Grand Séminaire Bujumbura	id=g:425396
Rweza	id=g:425397
Kavumu	id=g:425398
Mbare	id=g:425399
Musenge	id=g:425400
Muha	id=g:425401
Gasarara	id=g:425402
Gasenyi	id=g:425403
Muyira	id=g:425404
Gasarara	id=g:425405
Gasekebuye	id=g:425406
Rubizi	id=g:425407
Bugomba	id=g:425408
Nyakirango	id=g:425409
Gikoto	id=g:425410
Ruyaga	id=g:425411
Buzige	id=g:425412
Ruhete	id=g:425413
Gasarara	id=g:425414
Mpimba	id=g:425415
Bureau de commune Kanyosha	id=g:425417
Kanyosha	id=g:425418
Mparahatwe	id=g:425419
Kanyosha	id=g:425420
Kavyirame	id=g:425421
Musaga	id=g:425422
Mirama	id=g:425423
Petit Séminaire Bujumbura	id=g:425424
Mirama	id=g:425425
École Bujumbura	id=g:425426
Kinanira	id=g:425427
Mubanga	id=g:425428
Kamesa	id=g:425429
Mboza	id=g:425430
Plage Kibenga	id=g:425431
Kibenga	id=g:425432
Kanyosha	id=g:425433
Gikangaga	id=g:425434
Musega-Kamesa	id=g:425435
Dunga	id=g:425436
Mont Mboza	id=g:425437
Mayemba	id=g:425438
Mubanga	id=g:425439
Kagano	id=g:425440
Nyabaranda	id=g:425441
Mwico	id=g:425442
Gisenyi	id=g:425443
Nyabaranda	id=g:425444
Kabumba	id=g:425445
Buhonga	id=g:425446
Buhonga	id=g:425447
Nyabaranda	id=g:425448
Kivurira	id=g:425449
Shanga	id=g:425450
Nyarumanga	id=g:425451
Nkuna	id=g:425452
Mukabarangara	id=g:425453
Nkenga	id=g:425454
Nyabibondo	id=g:425455
Burembera	id=g:425456
Gisovu	id=g:425457
Nyabibondo	id=g:425458
Rohe	id=g:425459
Kinyami	id=g:425460
Nyabibondo	id=g:425461
Gisenyi	id=g:425462
Ruvumu	id=g:425463
Kizingwe	id=g:425464
Musaga	id=g:425465
Kigezi	id=g:425466
Buhina	id=g:425467
Kiyenzi	id=g:425468
Bubaji	id=g:425469
Gisumo	id=g:425470
Nyamaboko	id=g:425471
Musugi	id=g:425472
Nyabiti	id=g:425473
Kibazo	id=g:425474
Nyamaboko	id=g:425475
Nyarwonga	id=g:425476
Ruziba	id=g:425477
Nyamaboko	id=g:425478
Nyarumanga	id=g:425479
Kinama	id=g:425480
Nyabiraba	id=g:425481
Rukuba	id=g:425482
Bugongo	id=g:425483
Mutambu	id=g:425484
Nyabugete	id=g:425485
Gitaramuka	id=g:425486
Mukenke	id=g:425487
Musenyi	id=g:425488
Nyamubuye	id=g:425489
Ruvyagira	id=g:425490
Mugendo	id=g:425491
Mahongwe	id=g:425492
Nyabikende	id=g:425493
Ruvyagira	id=g:425494
Nyamuzi	id=g:425495
Gasi	id=g:425496
Nyamusenyi	id=g:425497
Matara	id=g:425498
Nyarubenga	id=g:425499
Mugere	id=g:425500
Matara	id=g:425501
Masenga	id=g:425502
Ramba	id=g:425503
Nyankere	id=g:425504
Kirambi	id=g:425505
Mubone	id=g:425506
Centrale électrique Nyankere	id=g:425507
Entrepôts Ramba	id=g:425508
Kimina	id=g:425509
Burima	id=g:425510
Matara	id=g:425511
Gakungwe	id=g:425512
Karama	id=g:425513
Mpingwe	id=g:425514
Rugembe	id=g:425515
Réserve naturelle de la Rusizi	id=g:425516
Club Tanganyika	id=g:425518
Monument Livingstone-Stanley	id=g:425519
Mutobo	id=g:425520
Nyarwijima	id=g:425521
Kageyo	id=g:425522
Gatare	id=g:425523
Kinyamugera	id=g:425524
Muga	id=g:425525
Murama	id=g:425526
Kanyenzara	id=g:425527
Centrale hydro-électrique Masango	id=g:425528
Nyarusagara	id=g:425529
Busimba	id=g:425530
Bureau d’arrondissement Muramvya	id=g:425531
Nyeboza	id=g:425532
Kirama	id=g:425533
Kamaramagambo	id=g:425534
Nyabihondo	id=g:425535
Muramvya	id=g:425536
Mukuzi	id=g:425537
Kazuga	id=g:425538
Collège Muramvya	id=g:425539
Munyinya	id=g:425540
Nyarukenke	id=g:425541
Gahahe	id=g:425542
Ndago	id=g:425543
Muramvya	id=g:425544
Mugere	id=g:425545
Bureau de province Muramvya	id=g:425546
Kagongo	id=g:425547
Bureau de commune Muramvya	id=g:425548
Janga	id=g:425549
iProvense ya Muramvya	id=g:425550
Muramvya	id=g:425551
Muramvya	id=g:425552
Muramvya	id=g:425553
Nyabukongoro	id=g:425554
Gihanga	id=g:425555
Muyange	id=g:425556
Temere	id=g:425557
Bihororo	id=g:425558
Kirerama	id=g:425559
Conza	id=g:425560
Masango	id=g:425561
Rutunda	id=g:425562
Masama	id=g:425563
Kabwirika	id=g:425564
Kirehe	id=g:425565
Mubuga	id=g:425566
Kayogoro	id=g:425567
Nzitwe	id=g:425568
Rugari	id=g:425569
Kabamba	id=g:425570
Gatayungu	id=g:425571
Gatongati	id=g:425572
Rudagari	id=g:425573
Gahororo	id=g:425574
Gitaba	id=g:425575
Murambi	id=g:425576
Mucece	id=g:425577
Nyabuzi	id=g:425578
Murambi	id=g:425579
Buruhukiro	id=g:425580
Nyagisozi	id=g:425581
Mwingo	id=g:425582
Gasuru	id=g:425583
Gatabo	id=g:425584
Burambana	id=g:425585
Muzazi	id=g:425586
Gatebe	id=g:425587
Businde	id=g:425588
Musagara	id=g:425589
Rurenda	id=g:425590
Nyaminiho	id=g:425591
Bugarama	id=g:425592
Burima	id=g:425593
Nyabikere	id=g:425594
Munanira	id=g:425595
Nyarutinduzi	id=g:425596
Kivyeyi	id=g:425597
Martyazo	id=g:425598
Nyakime	id=g:425599
Nyabuyumpu	id=g:425600
Migera	id=g:425601
Cumba	id=g:425602
Mararo	id=g:425603
Rweza	id=g:425604
Kibeba	id=g:425605
Ntobogoro	id=g:425606
Mpehe	id=g:425607
Nyakarago	id=g:425608
Nkonyovu	id=g:425609
Nyarumira	id=g:425610
Mugisukiro	id=g:425611
Kazinga	id=g:425612
Gatwe	id=g:425613
Gitanga	id=g:425614
Kagano	id=g:425615
Mpehe	id=g:425616
Bupfunda	id=g:425617
Rutegama	id=g:425618
Nyarubari	id=g:425619
Munyangwa	id=g:425620
Vyambo	id=g:425621
Ruce	id=g:425622
Mirinzi	id=g:425623
Kavya	id=g:425624
Bubanda	id=g:425625
Nyarukere	id=g:425626
Mubuga	id=g:425627
Ngoro	id=g:425628
Kabuye	id=g:425629
Borne Ruce	id=g:425630
Kinyami	id=g:425631
Kayange	id=g:425632
Kanegwa	id=g:425633
Kibaya	id=g:425634
Kidumbagu	id=g:425635
Murambi	id=g:425636
Kiriri	id=g:425637
Muhororo	id=g:425638
Musumba	id=g:425639
Nyamuvoga	id=g:425640
Renga	id=g:425641
Remera	id=g:425642
Bureau de commune Kiganda	id=g:425643
Nyarumira	id=g:425644
Kiganda	id=g:425645
Rudasumirwa	id=g:425646
Muhanda	id=g:425647
Nyamitwenzi	id=g:425648
Rukoni	id=g:425649
Vuma	id=g:425650
Burindi	id=g:425651
Kirinzi	id=g:425652
Karehe	id=g:425653
Mubira	id=g:425654
Mageyo	id=g:425655
Mungwa	id=g:425656
Cirisha	id=g:425657
Kinama	id=g:425658
Bureau de zone Gitwe	id=g:425659
Nyakararo	id=g:425660
Nyarukere	id=g:425661
Muyabara	id=g:425662
Mpinga	id=g:425663
Rango	id=g:425664
Nkondo	id=g:425665
Remera	id=g:425666
Gitwe	id=g:425667
Kagano	id=g:425668
Murenguko	id=g:425669
Gahahi	id=g:425670
Nteko	id=g:425671
Munyinya	id=g:425672
Mukoni	id=g:425673
Buniha	id=g:425674
Kiganda	id=g:425675
Gakenke	id=g:425676
Musave	id=g:425677
Mwizinga	id=g:425678
Gatwaro	id=g:425679
Gakenke	id=g:425680
Gitaramuka	id=g:425681
Kiganga	id=g:425682
Kidasha	id=g:425683
Burambi	id=g:425684
Rubumba	id=g:425685
Ruvumu	id=g:425686
Murinzi	id=g:425687
Gishubi	id=g:425688
Uwiteme	id=g:425689
Cirisha	id=g:425690
Kibatama	id=g:425691
École moyenne pédagogique Kiganda	id=g:425692
Gacaca	id=g:425693
Nyarusiriba	id=g:425694
Mugomere	id=g:425695
Taba	id=g:425696
Hôpital Kiganda	id=g:425697
Kiganda	id=g:425698
Kiganda	id=g:425699
Rukiga	id=g:425700
Gashingwa	id=g:425701
Rugumye	id=g:425702
Rukoni	id=g:425703
Kivumu	id=g:425704
Rutegama	id=g:425705
