Kapóremma	id=g:261111
Dhráganon	id=g:262966
Dhragánon	id=g:262967
Ampélia	id=g:262968
Dhráfi	id=g:262969
Dhoxarón	id=g:262970
Dhoxarás	id=g:262971
Sidhirodhromikós Stathmós Dhoxará	id=g:262972
Dhóxa	id=g:262973
Dovlá	id=g:262974
Dhouvraíika	id=g:262975
Ákra Dhouroufioú	id=g:262976
Sidhirodhromikós Stathmós Dhounaíikon	id=g:262977
Dhounaíika	id=g:262978
Dhounaíika	id=g:262979
Dhoumená	id=g:262980
Dhoulianá	id=g:262981
Dhoúka Vrísi	id=g:262982
Ákra Doukáton	id=g:262983
Dhoúkas	id=g:262984
Dhoúkas	id=g:262985
Dhoukanaíika	id=g:262986
Dhoúka	id=g:262987
Dósion	id=g:262988
Dhorvitsiá	id=g:262989
Nisís Doroúsa	id=g:262990
Dhorizáta	id=g:262991
Dhórizas	id=g:262992
Dhórion	id=g:262993
Dhoriaí	id=g:262994
Dhorákion	id=g:262995
Dhonoúsa	id=g:262996
Kólpos Dhomvraínis	id=g:262997
Domolessá	id=g:262998
Sidhirodhromikós Stathmós Dhomokoú	id=g:262999
Domokós	id=g:263000
Dhomnísta	id=g:263001
Domianoí	id=g:263002
Ákra Dhoménikos	id=g:263003
Dhoménikon	id=g:263004
Dolón	id=g:263005
Dholoí	id=g:263006
Dholianítis Réma	id=g:263007
Dolianá	id=g:263008
Dolianá	id=g:263009
Stenón Dhokoú	id=g:263010
Limín Dhokoú	id=g:263011
Nísos Dokós	id=g:263012
Dhokós	id=g:263013
Dokós	id=g:263014
Dhokímion	id=g:263015
Dhokímia	id=g:263016
Dokími	id=g:263017
Dhókana	id=g:263018
Dhokáli Réma	id=g:263019
Dodóni	id=g:263020
Nomós Dodekanísou	id=g:263021
Dhiyenís	id=g:263022
Dhiyeliótika	id=g:263023
Dhíyela	id=g:263024
Dhívri	id=g:263025
Dhivaráta	id=g:263026
Dhitikón Papparoúsion	id=g:263027
Dhitikí Frangísta	id=g:263028
Nisís Dhísvato	id=g:263029
Dístraton	id=g:263030
Límni Dhístos	id=g:263031
Dhístos	id=g:263032
Dhístos	id=g:263033
Dhístomon	id=g:263034
Dhískou Korifí	id=g:263035
Vrachonisís Disáki	id=g:263036
Dhirrévmata	id=g:263037
Dhírrevma	id=g:263038
Dhirrákhion	id=g:263039
Spílaion Dhiroú	id=g:263040
Órmos Dhiroú	id=g:263041
Dhirós	id=g:263042
Dhirón	id=g:263043
Dhírfis Óros	id=g:263044
Nisís Dhípsa	id=g:263045
Dhipótamos Réma	id=g:263046
Dipótamos	id=g:263047
Dipótamon Réma	id=g:263048
Dipótamon	id=g:263049
Dhipótama Réma	id=g:263050
Dhipótama Réma	id=g:263051
Dhipótama	id=g:263052
Díporon	id=g:263053
Dhíporon	id=g:263054
Dhipló Sklirórema	id=g:263055
Dhiplokhóri	id=g:263056
Nisída Dipló	id=g:263057
Dhiplátanos	id=g:263058
Dhío Vouná	id=g:263059
Dhío Vouná	id=g:263060
Dhío Rémata	id=g:263061
Dhionisovoúni	id=g:263062
Dhiónisos	id=g:263063
Dhiónisos	id=g:263064
Dhionísion	id=g:263065
Órmos Dióni	id=g:263066
Chersónisos Dióni	id=g:263067
Dhío Khoría	id=g:263068
Dhiódhia	id=g:263069
Nisídhes Dhío Adhélfia	id=g:263070
Dhimoúli	id=g:263071
Dhimosiáris Réma	id=g:263072
Dimónia	id=g:263073
Dimokórion	id=g:263074
Dimitsána	id=g:263075
Dhimitroulianá	id=g:263076
Dhimitrópoulon	id=g:263077
Dhimitráki	id=g:263078
Dhímitra	id=g:263079
Dhímitra	id=g:263080
Dhímitra	id=g:263081
Dhimisianáta	id=g:263082
Dhimínion	id=g:263083
Dhiminión	id=g:263084
Dhimarístika	id=g:263085
Dimárion	id=g:263086
Dhimándra	id=g:263087
Dhímaina	id=g:263088
Stenó Dílou	id=g:263089
Nisí Dílos	id=g:263090
Dílos	id=g:263091
Dílofon	id=g:263092
Dílofon	id=g:263093
Dhílofon	id=g:263094
Dhílofon	id=g:263095
Dhílofon	id=g:263096
Dilináta	id=g:263097
Dhílesi	id=g:263098
Dhílakkos	id=g:263099
Dhíkti Óri	id=g:263100
Dikóryfon	id=g:263101
Dhíkhovas Réma	id=g:263102
Dichoúnion	id=g:263103
Dhikhórion	id=g:263104
Dichomoírion	id=g:263105
Dhikhalómata	id=g:263106
Ákra Dichália	id=g:263107
Dhikhália	id=g:263108
Órmos Dhikháli	id=g:263109
Dhíkastron	id=g:263110
Óros Díkaios	id=g:263111
Dhigaléton	id=g:263112
Óros Dídymo	id=g:263113
Nisís Dhidhími	id=g:263114
Dídyma	id=g:263115
Dhidhakhaíika	id=g:263116
Dhiavolítsion	id=g:263117
Nisídes Diavátes	id=g:263118
Dhiávas Réma	id=g:263119
Sténon tis Dhiávas	id=g:263120
Dhiavaïdhé	id=g:263121
Diáva	id=g:263122
Palaión Diásellon	id=g:263123
Dhiáselon	id=g:263124
Dhiásellon	id=g:263125
Dhiásellon	id=g:263126
Dhiásello	id=g:263127
Dhiásello	id=g:263128
Diasellákion	id=g:263129
Dhiasellákion	id=g:263130
Dhiásella	id=g:263131
Dhiásella	id=g:263132
Dhiásela	id=g:263133
Dhiásela	id=g:263134
Vrachonisída Diapóri	id=g:263135
Nísoi Diapórioi	id=g:263136
Stenón Diapória	id=g:263137
Nisís Dhiapóri	id=g:263138
Nisís Dhiapóri	id=g:263139
Ákra Dhiapóri	id=g:263140
Dhiamandaíika	id=g:263141
Órmos Dhialiskári	id=g:263142
Dhiálisa	id=g:263143
Dialegménon	id=g:263144
Dialektón	id=g:263145
Diákos	id=g:263146
Dhiákos	id=g:263147
Dhiakoptón	id=g:263148
Dhiakópion	id=g:263149
Dhiakópion	id=g:263150
Diakópia	id=g:263151
Ákra Dhiakopí	id=g:263152
Dhiakoniáris Potamós	id=g:263153
Ákra Dhiakoftó	id=g:263154
Ákra Dhiakóftis	id=g:263155
Órmos Dhiakófti	id=g:263156
Dhiakófti	id=g:263157
Diafánion	id=g:263158
Nísos Día	id=g:263159
Órmos Dhexiá	id=g:263160
Dhespótis	id=g:263161
Despotikón	id=g:263162
Despotikón	id=g:263163
Órmos Dhespotikó	id=g:263164
Nisída Despotikó	id=g:263165
Deskáti	id=g:263166
Dhesinón	id=g:263167
Órmos Dhésimo	id=g:263168
Dhesíllas	id=g:263169
Dési	id=g:263170
Dhesfína	id=g:263171
Dhesfína	id=g:263172
Dervíziana	id=g:263173
Dhervísi Réma	id=g:263174
Dhervísi Langádhi	id=g:263175
Dhervénios Réma	id=g:263176
Dhervénion	id=g:263177
Dhervénion	id=g:263178
Dhervénion	id=g:263179
Dhernikaíika	id=g:263180
Dhérmatos	id=g:263181
Dhermátion	id=g:263182
Dhermatiánika	id=g:263183
Ákra Dhermatás	id=g:263184
Órmos Lefkádos	id=g:263185
Nísos Donoúsa	id=g:263186
Dhendroúlia	id=g:263187
Vounó Dhéndrou	id=g:263188
Déndros	id=g:263189
Dhéndros	id=g:263190
Ákra Dhéndron	id=g:263191
Dhendrón	id=g:263192
Dendrochórion	id=g:263193
Dhendrokhórion	id=g:263194
Dhendrákion	id=g:263195
Dhéndra	id=g:263196
Dhéndra	id=g:263197
Dhéndra	id=g:263198
Dhendrá	id=g:263199
Dhéndra	id=g:263200
Dhéndra	id=g:263201
Dhéndra	id=g:263202
Dendiátika	id=g:263203
Dhemoutsandáta	id=g:263204
Dhemoniáris	id=g:263205
Dhemírion	id=g:263206
Dheméstikha	id=g:263207
Dhémbla	id=g:263208
Dhematorá	id=g:263209
Demátion	id=g:263210
Dhemátion	id=g:263211
Profítis Ilías	id=g:263212
Delvinakópoulon	id=g:263213
Delvinákion	id=g:263214
Dhellaportáta	id=g:263215
Délka	id=g:263216
Dhelianá	id=g:263217
Dhelfovoúni	id=g:263218
Dhelfoí	id=g:263219
Dhelfínon	id=g:263220
Órmos Dhelfíno	id=g:263221
Dhélfi	id=g:263222
Dheléria	id=g:263223
Dheleníki Réma	id=g:263224
Dhekhoúnion	id=g:263225
Sidhirodhromikós Stathmós Dhekelías	id=g:263226
Dhekélia	id=g:263227
Dhefaranáta	id=g:263228
Sidhirodhromikós Stathmós Dhavlías	id=g:263229
Dhávlia	id=g:263230
Dhavískos	id=g:263231
Ákra Dhávia	id=g:263232
Dhaviá	id=g:263233
Dhavgáta	id=g:263234
Dhásos	id=g:263235
Dhasólofos	id=g:263236
Dasochórion	id=g:263237
Dhasokhórion	id=g:263238
Dhasokhórion	id=g:263239
Dhaskalórrakhi	id=g:263240
Nisís Dhaskalión	id=g:263241
Dhaskalión	id=g:263242
Órmos Daskaleió	id=g:263243
Ormískos Dhaskalió	id=g:263244
Nisís Dhaskalió	id=g:263245
Nisís Dhaskalió	id=g:263246
Nisís Dhaskalió	id=g:263247
Nisís Dhaskalió	id=g:263248
Vrakhonisís Daskaleió	id=g:263249
Nisís Dhaskalió	id=g:263250
Nisída Daskaleiá	id=g:263251
Dhaskalianá	id=g:263252
Daskália Nísoi	id=g:263253
Dharmarokhórion	id=g:263254
Dháriza	id=g:263255
Dharivianá	id=g:263256
Dharátsos	id=g:263257
Dháras	id=g:263258
Dháras	id=g:263259
Dháras	id=g:263260
Vrákhos Dhanistís	id=g:263261
Dhanakós	id=g:263262
Dhanakós	id=g:263263
Dhamoulianáta	id=g:263264
Kólpos Dhamnóni	id=g:263265
Dhamnóni	id=g:263266
Dhámiza	id=g:263267
Dhamiá	id=g:263268
Dhamavólos	id=g:263269
Dhamásta	id=g:263270
Dhamasoúlion	id=g:263271
Dhamásion	id=g:263272
Dhamariónas	id=g:263273
Dhamánia	id=g:263274
Dhamakínion	id=g:263275
Dalietátika	id=g:263276
Dhalamanára	id=g:263277
Dhaimonía	id=g:263278
Ákra Dhágri	id=g:263279
Dafnoúla	id=g:263280
Dafnoúla	id=g:263281
Dhafnoúla	id=g:263282
Dhafnoúla	id=g:263283
Dhafnoúla	id=g:263284
Ákra Dafnoúdi	id=g:263285
Dafnotí	id=g:263286
Dafnospiliá	id=g:263287
Dháfnos	id=g:263288
Dhafnórrema	id=g:263289
Dhafnórrema	id=g:263290
Dhafnopótamos	id=g:263291
Dafnopigádion	id=g:263292
Dhafnopigádhion	id=g:263293
Réma Dhafnón	id=g:263294
Dafnón	id=g:263295
Dhafnokorfés	id=g:263296
Dhafnokhórion	id=g:263297
Dafnófyton	id=g:263298
Dhafniótissa	id=g:263299
Dháfnion	id=g:263300
Dafnias	id=g:263301
Ákra Dafní	id=g:263302
Dháfni	id=g:263303
Dáfni	id=g:263304
Dháfni	id=g:263305
Dáfni	id=g:263306
Dháfni	id=g:263307
Dháfni	id=g:263308
Dháfni	id=g:263309
Dháfni	id=g:263310
Dháfni	id=g:263311
Dhafní	id=g:263312
Dháfni	id=g:263313
Dháfni	id=g:263314
Dháfni	id=g:263315
Dháfni	id=g:263316
Dháfni	id=g:263317
Dháfni	id=g:263318
Dháfni	id=g:263319
Dháfni	id=g:263320
Dhafnés	id=g:263321
Dhafnédhes	id=g:263322
Dháfnai	id=g:263323
Dháfna	id=g:263324
Dáfia	id=g:263325
Synoikismós Ntesiníki	id=g:263326
Dérvo	id=g:263327
Dernéki	id=g:263328
Déri	id=g:263329
Derés	id=g:263330
Derés	id=g:263331
Ntégki	id=g:263332
Dendiánika	id=g:263333
Delimanolianá	id=g:263334
Avgó	id=g:263335
Ákra Delakouvía	id=g:263336
Ýfalos Déi	id=g:263337
Ákra Davrí	id=g:263338
Davlandaíika Kalívia	id=g:263339
Davéli	id=g:263340
Réma Dasimádhi	id=g:263341
Vrachonisída Dasiá	id=g:263342
Órmos Ntártiza	id=g:263343
Dártiza	id=g:263344
Dárim	id=g:263345
Dárdheza	id=g:263346
Máli Dárdha	id=g:263347
Daraíika	id=g:263348
Ákra Ntána	id=g:263349
Ákra Damoúkhari	id=g:263350
Ákra Damári	id=g:263351
Dalianaíika	id=g:263352
Corfu Channel	id=g:263353
Tsioúkes	id=g:263354
Chúka	id=g:263355
Chúka	id=g:263356
Çingeli	id=g:263357
Ráchi Zína	id=g:263358
Chaḯ Tourlé	id=g:263359
Chabaslár	id=g:263360
Ákra Búrji	id=g:263361
Búrji	id=g:263362
Búrbuli	id=g:263363
Broutzaíika	id=g:263364
Ífalos Broúker	id=g:263365
Ákra Britsoúli	id=g:263366
Bríniza	id=g:263367
Briniakós	id=g:263368
Bríkion	id=g:263369
Brezaíika	id=g:263370
Práva	id=g:263371
Brastó Réma	id=g:263372
Brandzelaíika	id=g:263373
Brálos	id=g:263374
Bozikás	id=g:263375
Bozikaíika	id=g:263376
Bozá Réma	id=g:263377
Bozaíika	id=g:263378
Bouzoúri	id=g:263379
Boúzion	id=g:263380
Boúzion	id=g:263381
Melánydron	id=g:263382
Bouzaíika	id=g:263383
Bouzaíika	id=g:263384
Vráchoi Boúvais	id=g:263385
Boutseliánika	id=g:263386
Boútia	id=g:263387
Boutaíika	id=g:263388
Nisís Boúrtzion	id=g:263389
Nisís Boúrtzi	id=g:263390
Ákra Ágios Geórgios	id=g:263391
Réma tou Bourlí	id=g:263392
Galatá	id=g:263393
Boúris	id=g:263394
Tampoúria	id=g:263395
Ákra Boúri	id=g:263396
Bourí	id=g:263397
Vráchos Bourdoumpoú	id=g:263398
Nisís Petrokáravo	id=g:263399
Bourbákhous	id=g:263400
Bourbadhokefála	id=g:263401
Boúra	id=g:263402
Boúra	id=g:263403
Boundouraíika	id=g:263404
Boúmistos	id=g:263405
Boúmboukas	id=g:263406
Boumboúka	id=g:263407
Bouliáris	id=g:263408
Boulaíika	id=g:263409
Boukovítsa	id=g:263410
Boukouméra	id=g:263411
Boukórion	id=g:263412
Rákhi Boúklouza	id=g:263413
Boúkka	id=g:263414
Boukitsanaíika	id=g:263415
Boúfovo	id=g:263416
Boufoúskia	id=g:263417
Órmos Boufálou	id=g:263418
Nisís Boufálou	id=g:263419
Boúfalon	id=g:263420
Ákra Boúdha	id=g:263421
Bouboulínas Réma	id=g:263422
Voutsarás	id=g:263423
Réma Bótsika	id=g:263424
Ágios Prokópios	id=g:263425
Réma Bótheza	id=g:263426
Bostanjí	id=g:263427
Bórsion	id=g:263428
Bórsas	id=g:263429
Borós	id=g:263430
Bombiás	id=g:263431
Ákra Bombárdha	id=g:263432
Bolátion	id=g:263433
Bolanaíika	id=g:263434
Bókhali	id=g:263435
Boïkátika	id=g:263436
Ikhthiotrofíon Bogonítsa	id=g:263437
Bogdanátika	id=g:263438
Bogdanórrema	id=g:263439
Bogázi Réma	id=g:263440
Boeotia	id=g:263441
Blétsi	id=g:263442
Mália Bléta	id=g:263443
Blesívos	id=g:263444
Blemeniánoi	id=g:263445
Bizón	id=g:263446
Bizimí	id=g:263447
Bizbikaíika	id=g:263448
Ereípia Bizánion	id=g:263449
Réma Bithisákkouli	id=g:263450
Bistroúla	id=g:263451
Nisís Bísti	id=g:263452
Ákra Bísti	id=g:263453
Bírza	id=g:263454
Birmbiríos	id=g:263455
Birbilió	id=g:263456
Sidhirodhromikós Stathmós Biláli	id=g:263457
Biláli	id=g:263458
Bíkiza	id=g:263459
Bikhí Spiliára	id=g:263460
Pezoúla	id=g:263461
Betoíki	id=g:263462
Bestiá	id=g:263463
Bérkon	id=g:263464
Bérkia	id=g:263465
Beritianá	id=g:263466
Benzeveliós	id=g:263467
Benoudhianá	id=g:263468
Benoudhianá	id=g:263469
Benettáta	id=g:263470
Bendevís	id=g:263471
Bendénia	id=g:263472
Bentelénion	id=g:263473
Bémbonas	id=g:263474
Belokomíti	id=g:263475
Béletsi	id=g:263476
Belesaíika	id=g:263477
Belekhéri	id=g:263478
Bekiánika	id=g:263479
Békhros	id=g:263480
Bekatoráta	id=g:263481
Batsíon	id=g:263482
Órmos Bátsi	id=g:263483
Bathaíoi	id=g:263484
Réma Batála	id=g:263485
Bastoúna	id=g:263486
Bastátika	id=g:263487
Bástas	id=g:263488
Básion	id=g:263489
Pigádhi Basiákou	id=g:263490
Bartzavalaíika	id=g:263491
Rákhi Baroutospiliás	id=g:263492
Barnés	id=g:263493
Barmbéri	id=g:263494
Barmbá Réma	id=g:263495
Barlakaíika	id=g:263496
Barítis Réma	id=g:263497
Bárdhi Máli	id=g:263498
Máli Bárdhi	id=g:263499
Ákra Bárdhas	id=g:263500
Bardhákion	id=g:263501
Barbási Réma	id=g:263502
Parpariá	id=g:263503
Barbaliáki	id=g:263504
Barampáti	id=g:263505
Barakítika	id=g:263506
Bára	id=g:263507
Bapiólos	id=g:263508
Baousioí	id=g:263509
Bánia Réma	id=g:263510
Bandourianá	id=g:263511
Bamboúra	id=g:263512
Bambíni	id=g:263513
Bampalión	id=g:263514
Bambakarádhika	id=g:263515
Bámbai	id=g:263516
Baltsí	id=g:263517
Baltás Réma	id=g:263518
Baltanési	id=g:263519
Órmos Baloukéri	id=g:263520
Balodhimaíika	id=g:263521
Bálas	id=g:263522
Órmos Bálitza	id=g:263523
Balíon	id=g:263524
Órmos Balí	id=g:263525
Balastaíika	id=g:263526
Balaskaíika	id=g:263527
Balasinítsa	id=g:263528
Bálas	id=g:263529
Bálas	id=g:263530
Balampanaíika	id=g:263531
Balaíoi	id=g:263532
Balaíika	id=g:263533
Réma Baladhóni	id=g:263534
Bála	id=g:263535
Sidhirodhromikós Stathmós Bákrainas	id=g:263536
Ákra Bakoúrou	id=g:263537
Bakhriámi	id=g:263538
Bakhmétia	id=g:263539
Bakagiannaíïka	id=g:263540
Bakalaraíika	id=g:263541
Bakaíika	id=g:263542
Bága	id=g:263543
Báfra	id=g:263544
Báfion	id=g:263545
Badhiá	id=g:263546
Babilís	id=g:263547
Babádhes	id=g:263548
Azoyirés	id=g:263549
Azoyirés	id=g:263550
Azoyirás	id=g:263551
Azóna	id=g:263552
Azólimnos	id=g:263553
Azokéramos	id=g:263554
Azoïrianós Potamós	id=g:263555
Azínia	id=g:263556
Azálion	id=g:263557
Ayiovlasítika	id=g:263558
Órmos Ayíou Yeoryíou	id=g:263559
Órmos Ayíou Yeóryiou	id=g:263560
Órmos Ayíou Yeoryíou	id=g:263561
Vrachonisída Ágios Geórgios	id=g:263562
Ávlax Agíou Georgíou	id=g:263563
Ákra Áyios Yeóryios	id=g:263564
Órmos Ayíou Vasilíou	id=g:263565
Ákra Agíou Thomá	id=g:263566
Limín Ayíou Stefánou	id=g:263567
Ákra Ayíou Stefánou	id=g:263568
Nisídes Agíou Spyrídonos	id=g:263569
Ákra Ayíou Sávva	id=g:263570
Órmos Ayíou Pétrou	id=g:263571
Órmos Ayíou Pávlou	id=g:263572
Limín Ayíou Pandeleḯmonos	id=g:263573
Órmos Ayíou Nikoláou	id=g:263574
Órmos Áragma	id=g:263575
Órmos Ayíou Nikoláou	id=g:263576
Órmos Ayíou Nikoláou	id=g:263577
Órmos Ayíou Nikoláou	id=g:263578
Órmos Ayíou Nikoláou	id=g:263579
Órmos Ayíou Nikoláou	id=g:263580
Órmos Ayíou Nikoláou	id=g:263581
Órmos Ayíou Nikoláou	id=g:263582
Órmos Ayíou Nikoláou	id=g:263583
Limín Ayíou Nikoláou	id=g:263584
Ífaloi Ayíou Nikoláou	id=g:263585
Ákra Ayíou Nikoláou	id=g:263586
Ákra Ayíou Nikoláou	id=g:263587
Ákra Ayíou Nikoláou	id=g:263588
Ákra Agíos Nikólaos	id=g:263589
Órmos Ayíou Nikíta	id=g:263590
Órmos Ayíou Márkou	id=g:263591
Nisítou Ayíou Louká	id=g:263592
Órmos Ayíou Konstandínou	id=g:263593
Órmos Agíou Ioánnou	id=g:263594
Órmos Ayíou Ioánnou	id=g:263595
Ákra Ágios Ioánnis	id=g:263596
Ákra Ayíou Ioánnou	id=g:263597
Ákra Drépano	id=g:263598
Órmos Ayíou Foká	id=g:263599
Nisís Ayíou Dhimitríou	id=g:263600
Limín Ayíou Dhimitríou	id=g:263601
Ákra Agíou Dimitríou	id=g:263602
Órmos Ayíou Andréou	id=g:263603
Kávos Ayíou Andréou	id=g:263604
Ákra Agíou Andréou	id=g:263605
Órmos Ayíou Andréa	id=g:263606
Ákra Antónis	id=g:263607
Órmos Ayíou Aimilianoú	id=g:263608
Ágios Geórgios Sykoúsis	id=g:263609
Nisís Áyios Yeóryios	id=g:263610
Nisís Áyios Yeóryios	id=g:263611
Nisída Ágios Geórgios	id=g:263612
Nisís Áyios Yeóryios	id=g:263613
Vrachonisída Ágios Geórgios	id=g:263614
Nisís Áyios Yeóryios	id=g:263615
Limín Áyios Yeóryios	id=g:263616
Froúrion Áyios Yeóryios	id=g:263617
Ákra Áyios Yeóryios	id=g:263618
Ákra Áyios Yeóryios	id=g:263619
Ákra Ágios Geórgios	id=g:263620
Ákra Áyios Yeóryios	id=g:263621
Ákra Ágios Geórgios	id=g:263622
Ákra Áyios Yeóryios	id=g:263623
Ágios Geórgios	id=g:263624
Ágios Geórgios	id=g:263625
Ágios Geórgios	id=g:263626
Áyios Yeóryios	id=g:263627
Ágios Geórgios	id=g:263628
Ágios Geórgios	id=g:263629
Áyios Yeóryios	id=g:263630
Ágios Geórgios	id=g:263631
Áyios Yeóryios	id=g:263632
Ágios Geórgios	id=g:263633
Áyios Yeóryios	id=g:263634
Ágios Geórgios	id=g:263635
Ágios Geórgios	id=g:263636
Ágios Geórgios Glykorrízou	id=g:263637
Ágios Geórgios	id=g:263638
Áyios Yeóryios	id=g:263639
Áyios Yeóryios	id=g:263640
Áyios Yeóryios	id=g:263641
Áyios Yeóryios	id=g:263642
Áyios Yeóryios	id=g:263643
Áyios Yeóryios	id=g:263644
Áyios Yeóryios	id=g:263645
Áyios Yeóryios	id=g:263646
Áyios Yeóryios	id=g:263647
Áyios Yeóryios	id=g:263648
Áyios Yeóryios	id=g:263649
Áyios Yeóryios	id=g:263650
Áyios Yeóryios	id=g:263651
Áyios Yeóryios	id=g:263652
Áyios Yeóryios	id=g:263653
Áyios Yeóryios	id=g:263654
Áyios Yeóryios	id=g:263655
Áyios Yeóryios	id=g:263656
Áyios Yeóryios	id=g:263657
Áyios Yeóryios	id=g:263658
Áyios Yeóryios	id=g:263659
Ágios Geórgios	id=g:263660
Áyios Yeóryios	id=g:263661
Áyios Yeóryios	id=g:263662
Áyios Yeóryios	id=g:263663
Áyios Yeóryios	id=g:263664
Áyios Yeóryios	id=g:263665
Áyios Yeóryios	id=g:263666
Áyios Yeóryios	id=g:263667
Áyios Yeóryios	id=g:263668
Áyios Yeóryios	id=g:263669
Áyios Yeóryios	id=g:263670
Áyios Yeóryios	id=g:263671
Áyios Yeóryios	id=g:263672
Áyios Yeóryios	id=g:263673
Áyios Yeóryios	id=g:263674
Áyios Yeóryios	id=g:263675
Áyios Yeóryios	id=g:263676
Áyios Yeóryios	id=g:263677
Áyios Yeóryios	id=g:263678
Áyios Yeóryios	id=g:263679
Áyios Yeóryios	id=g:263680
Vrachonisída Ágios Geórgios	id=g:263681
Áyios Yeóryios	id=g:263682
Áyios Yedheón	id=g:263683
Ágios Vlásios	id=g:263684
Áyios Vlásios	id=g:263685
Áyios Vlásios	id=g:263686
Áyios Vlásios	id=g:263687
Órmos Ágios Vlássis	id=g:263688
Ágios Vissaríon	id=g:263689
Ákra Áyios Vátos	id=g:263690
Ákra Áyios Vasílios	id=g:263691
Ágios Vasíleios	id=g:263692
Áyios Vasílios	id=g:263693
Áyios Vasílios	id=g:263694
Áyios Vasílios	id=g:263695
Áyios Vasílios	id=g:263696
Áyios Vasílios	id=g:263697
Áyios Vasílios	id=g:263698
Áyios Vasílios	id=g:263699
Áyios Vasílios	id=g:263700
Áyios Vasílios	id=g:263701
Áyios Vasílios	id=g:263702
Áyios Vasílios	id=g:263703
Áyios Vasílios	id=g:263704
Áyios Vasílios	id=g:263705
Áyios Vasílios	id=g:263706
Áyios Vasílios	id=g:263707
Áyios Vasílios	id=g:263708
Ífalos Agíou Vikentíou	id=g:263709
Ágios ton Meteóron	id=g:263710
Nisís Ágios Thomás	id=g:263711
Áyios Thomás	id=g:263712
Áyios Thomás	id=g:263713
Áyios Thomás	id=g:263714
Áyios Thomás	id=g:263715
Óros Áyios Theódhoros	id=g:263716
Vrachonisída Ágioi Theódoroi	id=g:263717
Áyios Theódhoros	id=g:263718
Áyios Theódhoros	id=g:263719
Áyios Theódhoros	id=g:263720
Áyios Theódhoroi	id=g:263721
Moní Agíou Stefánou	id=g:263722
Ágios Stéfanos	id=g:263723
Áyios Stéfanos	id=g:263724
Áyios Stéfanos	id=g:263725
Áyios Stéfanos	id=g:263726
Áyios Stéfanos	id=g:263727
Áyios Stéfanos	id=g:263728
Áyios Spirídhon	id=g:263729
Ágios Spyrídon	id=g:263730
Áyios Spirídhon	id=g:263731
Áyios Spirídhon	id=g:263732
Áyios Spirídhon	id=g:263733
Áyios Spirídhon	id=g:263734
Áyios Spirídhon	id=g:263735
Ákra Áyios Sózon	id=g:263736
Ákra Áyios Sózon	id=g:263737
Órmos Áyios Sóstis	id=g:263738
Órmos Áyios Sóstis	id=g:263739
Órmos Áyios Sóstis	id=g:263740
Nisída Ágios Sóstis	id=g:263741
Ákra Áyios Sóstis	id=g:263742
Áyios Sóstis	id=g:263743
Áyios Sóstis	id=g:263744
Áyios Sóstis	id=g:263745
Órmos Agíou Sósti	id=g:263746
Óros Áyios Simeón	id=g:263747
Óros Áyios Simeón	id=g:263748
Áyios Simeón	id=g:263749
Áyios Síllas	id=g:263750
Áyios Serafím	id=g:263751
Áyios Serafím	id=g:263752
Áyios Sarándos	id=g:263753
Ágios Prokópios	id=g:263754
Áyios Políkarpos	id=g:263755
Ágios Pétros	id=g:263756
Áyios Pétros	id=g:263757
Áyios Pétros	id=g:263758
Áyios Pétros	id=g:263759
Áyios Pétros	id=g:263760
Áyios Pétros	id=g:263761
Áyios Pétros	id=g:263762
Áyios Pétros	id=g:263763
Nisís Áyios Pávlos	id=g:263764
Ákra Áyios Pávlos	id=g:263765
Áyios Pávlos	id=g:263766
Áyios Pávlos	id=g:263767
Moní Ágion Pánton Varlaám	id=g:263768
Óros Áyios Pandeleḯmon	id=g:263769
Ágios Panteleímon	id=g:263770
Áyios Pandeleḯmon	id=g:263771
Áyios Pandeleḯmon	id=g:263772
Áyios Pandeleḯmon	id=g:263773
Áyios Pandeleḯmon	id=g:263774
Áyios Pandeleḯmon	id=g:263775
Áyios Níkon	id=g:263776
Áyios Nikólaos Nirás	id=g:263777
Órmos Áyios Nikólaos	id=g:263778
Nisída Ágios Nikólaos	id=g:263779
Nisída Agíou Nikoláou	id=g:263780
Nisís Áyios Nikólaos	id=g:263781
Nisís Áyios Nikólaos	id=g:263782
Nisís Áyios Nikólaos	id=g:263783
Nisís Áyios Nikólaos	id=g:263784
Nisís Áyios Nikólaos	id=g:263785
Vrachonisída Ágios Nikólaos	id=g:263786
Nisída Ágios Nikólaos	id=g:263787
Ákra Áyios Nikólaos	id=g:263788
Ákra Áyios Nikólaos	id=g:263789
Ákra Áyios Nikólaos	id=g:263790
Ágios Nikólaos	id=g:263791
Ágios Nikólaos	id=g:263792
Ágios Nikólaos	id=g:263793
Ágios Nikólaos	id=g:263794
Ágios Nikólaos	id=g:263795
Ágios Nikólaos	id=g:263796
Ágios Nikólaos	id=g:263797
Áyios Nikólaos	id=g:263798
Áyios Nikólaos	id=g:263799
Áyios Nikólaos	id=g:263800
Áyios Nikólaos	id=g:263801
Ágios Nikólaos	id=g:263802
Áyios Nikólaos	id=g:263803
Áyios Nikólaos	id=g:263804
Áyios Nikólaos	id=g:263805
Áyios Nikólaos	id=g:263806
Áyios Nikólaos	id=g:263807
Áyios Nikólaos	id=g:263808
Áyios Nikólaos	id=g:263809
Áyios Nikólaos	id=g:263810
Áyios Nikólaos	id=g:263811
Áyios Nikólaos	id=g:263812
Ágios Nikólaos	id=g:263813
