Arroyo de El Algarrobo	id=g:3685000
Alto de Bogotá	id=g:3688686
Bogotá	id=g:3688687
Bogotá	id=g:3688688
Bogotá	id=g:3688689
Bogador	id=g:3688690
Río Bodoquero	id=g:3688691
Río Bodoquerito	id=g:3688692
Bodeguita	id=g:3688693
Bodega Ermitaño	id=g:3688694
Bodega de Buenavista	id=g:3688695
Bodega Cuturú	id=g:3688696
Quebrada Bodega	id=g:3688697
Punta Bodega	id=g:3688698
Bodega	id=g:3688699
Bodega	id=g:3688700
Bocotá	id=g:3688701
Caño Bocón	id=g:3688702
Caño Bocón	id=g:3688703
Río Bociari	id=g:3688704
Bochalema	id=g:3688705
Bochalema	id=g:3688706
Bochalema	id=g:3688707
Quebrada Bocavieja	id=g:3688708
Bocatoma	id=g:3688709
Bocatoma	id=g:3688710
Boca Tocino	id=g:3688711
Alto Bocato	id=g:3688712
Bocas de Uré	id=g:3688713
Bocas de Tuluá	id=g:3688714
Bocas de Siquilá	id=g:3688715
Bocas de Satinga	id=g:3688716
Bocas del Pauto	id=g:3688717
Bocas del Rosario	id=g:3688718
Bocas del Palo	id=g:3688719
Bocas de Chimí	id=g:3688720
Bocas de Casiquiare	id=g:3688721
Bocas de Cahuinarí	id=g:3688722
Bocas de Aracataca	id=g:3688723
Boca de Ramos	id=g:3688724
Bocanegra	id=g:3688725
Quebrada Bocancha	id=g:3688726
Bocana	id=g:3688727
Bocamonte	id=g:3688728
Boca María	id=g:3688729
Boca los Higuerones	id=g:3688730
Lago de Boca Grande	id=g:3688731
Barrio Bocagrande	id=g:3688732
Boca Grande	id=g:3688733
Boca El Aguacate	id=g:3688734
Boca de Tanando	id=g:3688735
San Antonio	id=g:3688736
Boca de Raspadura	id=g:3688737
Boca de Potrero	id=g:3688738
Boca de Pore	id=g:3688739
Boca de Pepé	id=g:3688740
Boca de Monte	id=g:3688741
Boca de Monte	id=g:3688742
Boca de Monte	id=g:3688743
Boca de Monte	id=g:3688744
Boca de Monte	id=g:3688745
Boca de López	id=g:3688746
Boca del Monte	id=g:3688747
Boca del Monte	id=g:3688748
Boca del Monte	id=g:3688749
Boca de Limón	id=g:3688750
Caño Boca de Lima	id=g:3688751
Boca del Arroyo	id=g:3688752
Cerro Boca de la Rosa	id=g:3688753
Boca de La Honda	id=g:3688754
Boca de La Ciénaga	id=g:3688755
Boca de La Ceiba	id=g:3688756
Boca de la Balsa	id=g:3688757
Boca de Jui	id=g:3688758
Ciénaga Boca de Doncella	id=g:3688759
Boca de Curvaradó	id=g:3688760
Caño Bocachico	id=g:3688761
Quebrada de Bocachica	id=g:3688762
Caño Bocachica	id=g:3688763
Bocachica	id=g:3688764
Bocachica	id=g:3688765
Boca Chica	id=g:3688766
Boca Cerrada	id=g:3688767
Boca Ceiba	id=g:3688768
Río Bobo	id=g:3688769
Quebrada Bobito	id=g:3688770
Cerros de Bobalí	id=g:3688771
Río Bobal	id=g:3688772
Bobal	id=g:3688773
Bobadilla Arriba	id=g:3688774
Boavita	id=g:3688775
Boavita	id=g:3688776
Blowing Rocks	id=g:3688777
Río Bledo	id=g:3688778
Ciénaga Bledo	id=g:3688779
Bledo	id=g:3688780
Alto Blanquizal	id=g:3688781
Río Blanquito	id=g:3688782
Alto Blanquiced	id=g:3688783
Cerro Blanquecino	id=g:3688784
Río Blanco	id=g:3688785
Río Blanco	id=g:3688786
Río Blanco	id=g:3688787
Río Blanco	id=g:3688788
Río Blanco	id=g:3688789
Río Blanco	id=g:3688790
Río Blanco	id=g:3688791
Río Blanco	id=g:3688792
Río Blanco	id=g:3688793
Río Blanco	id=g:3688794
Río Blanco	id=g:3688795
Río Blanco	id=g:3688796
Peñón Blanco	id=g:3688797
Páramo Blanco	id=g:3688798
Páramo Blanco	id=g:3688799
Caño Blanco	id=g:3688800
Caño Blanco	id=g:3688801
Caño Blanco	id=g:3688802
Cañada las Blancas	id=g:3688803
Quebrada Blanca	id=g:3688804
Punta Blanca	id=g:3688805
Punta Blanca	id=g:3688806
Bizerta	id=g:3688807
Cerro Bizcochuelo	id=g:3688808
Río Bizcocho	id=g:3688809
Bizcocho	id=g:3688810
Bituima	id=g:3688811
Bituima	id=g:3688812
Punta de Bitica	id=g:3688813
Río Bitaco	id=g:3688814
Bitaco	id=g:3688815
Cerro Bistautama	id=g:3688816
Bisinaca	id=g:3688817
Birmania	id=g:3688818
Ciénaga Biojó	id=g:3688819
Quebrada ”El Billar	id=g:3688820
Bilbao	id=g:3688821
Arroyo Bijao	id=g:3688822
Bijao	id=g:3688823
Quebrada Bijagual	id=g:3688824
Cuchilla de Bijagual	id=g:3688825
Ciénaga Bijagual	id=g:3688826
Bijagual	id=g:3688827
Bijagual	id=g:3688828
Bijadito	id=g:3688829
Quebrada Bija	id=g:3688830
Ciénaga Bija	id=g:3688831
Bevea	id=g:3688832
Buenos Aires	id=g:3688833
Beunos Aires	id=g:3688834
Betulia	id=g:3688835
Betulia	id=g:3688836
Betulia	id=g:3688837
Betulia	id=g:3688838
Betulia	id=g:3688839
Betulia	id=g:3688840
Betulia	id=g:3688841
Betulia	id=g:3688842
Betulia	id=g:3688843
Betoyes	id=g:3688844
Punta Betín	id=g:3688845
Betéitiva	id=g:3688846
Betéitiva	id=g:3688847
Río Beté	id=g:3688848
Beté	id=g:3688849
Betania	id=g:3688850
Betania	id=g:3688851
Betania	id=g:3688852
Betania	id=g:3688853
Betania	id=g:3688854
Betania	id=g:3688855
Betania	id=g:3688856
Betania	id=g:3688857
Betania	id=g:3688858
Betania	id=g:3688859
Betania	id=g:3688860
Betania	id=g:3688861
Betania	id=g:3688862
Betania	id=g:3688863
Betania	id=g:3688864
Betania	id=g:3688865
Ciénaga Betancí	id=g:3688866
Arroyo Betancí	id=g:3688867
Betancí	id=g:3688868
Quebrada Besote	id=g:3688869
Besote	id=g:3688870
Besarabia	id=g:3688871
Bersalia	id=g:3688872
Berruguita	id=g:3688873
Berrugas	id=g:3688874
Berruecos	id=g:3688875
Berrío	id=g:3688876
Quebrada Berreberre	id=g:3688877
Río Bernardo	id=g:3688878
Bermúdez	id=g:3688879
Bermudez	id=g:3688880
Río Bermellón	id=g:3688881
Arroyo Bermejo	id=g:3688882
Bermejo	id=g:3688883
Bermejal	id=g:3688884
Bermejal	id=g:3688885
Bermejal	id=g:3688886
Quebrada Berlín	id=g:3688887
Playones de Berlín	id=g:3688888
Berlín	id=g:3688889
Berlín	id=g:3688890
Berlín	id=g:3688891
Berlín	id=g:3688892
Berlín	id=g:3688893
Berlín	id=g:3688894
Berlin	id=g:3688895
Berlín	id=g:3688896
Berlín	id=g:3688897
Berlín	id=g:3688898
Berlín	id=g:3688899
Berlín	id=g:3688900
Berlín	id=g:3688901
Berlín	id=g:3688902
Berlín	id=g:3688903
Berlin	id=g:3688904
Berlín	id=g:3688905
Berlín	id=g:3688906
Berley	id=g:3688907
Berbeo	id=g:3688908
Berbeo	id=g:3688909
Berbeo	id=g:3688910
Berástegui	id=g:3688911
Ciénaga de Benítez	id=g:3688912
Benitera	id=g:3688913
Sabanas de Bengala	id=g:3688914
Bengala	id=g:3688915
Quebrada Bendiciones	id=g:3688916
Ciénaga Belumen	id=g:3688917
Beltrán	id=g:3688918
Beltrán	id=g:3688919
Estación Belmonte	id=g:3688920
Belmonte	id=g:3688921
Alto Belmira	id=g:3688922
Belmira	id=g:3688923
Belmira	id=g:3688924
Páramo de Bellones	id=g:3688925
Punta Bello	id=g:3688926
Monte Bello	id=g:3688927
Bello	id=g:3688928
Bello	id=g:3688929
Belle Vista	id=g:3688930
Quebrada Bellavista	id=g:3688931
Quebrada Bellavista	id=g:3688932
Bellavista	id=g:3688933
Bellavista	id=g:3688934
Bellavista	id=g:3688935
Bellavista	id=g:3688936
Bellavista	id=g:3688937
Bellavista	id=g:3688938
Bellavista	id=g:3688939
Bellavista	id=g:3688940
Bellavista	id=g:3688941
Bella Vista	id=g:3688942
Bellavista	id=g:3688943
Bellavista	id=g:3688944
Bellavista	id=g:3688945
Bellavista	id=g:3688946
Bellavista	id=g:3688947
Bellavista	id=g:3688948
Bellavista	id=g:3688949
Bellavista	id=g:3688950
Bellavista	id=g:3688951
Bellavista	id=g:3688952
Bellavista	id=g:3688953
Bellavista	id=g:3688954
Bellavista	id=g:3688955
Bellavista	id=g:3688956
Bellavista	id=g:3688957
Bella Vista	id=g:3688958
Bellavista	id=g:3688959
Bellavista	id=g:3688960
Bellavista	id=g:3688961
Bellavista	id=g:3688962
Bellavista	id=g:3688963
Bellavista	id=g:3688964
Bellavista	id=g:3688965
Bellavista	id=g:3688966
Bella Vista	id=g:3688967
Buenavista	id=g:3688968
Bellavista	id=g:3688969
Bellavista	id=g:3688970
Bellavista	id=g:3688971
Bella Unión	id=g:3688972
Bella Unión	id=g:3688973
Bellanía	id=g:3688974
Hacienda Bella Luz	id=g:3688975
Bellaluz	id=g:3688976
Bella Isabell	id=g:3688977
Bella Isabel	id=g:3688978
Bella Flor	id=g:3688979
Bellaflor	id=g:3688980
Bella Cruz	id=g:3688981
Bella Bahía	id=g:3688982
Belgrado	id=g:3688983
Bélgica	id=g:3688984
Bélgica	id=g:3688985
Bélgica	id=g:3688986
Bélgica	id=g:3688987
Bélgica	id=g:3688988
Belén de Umbría	id=g:3688989
Belén de Umbría	id=g:3688990
Belén de los Andaquíes	id=g:3688991
Belén de los Andaquíes	id=g:3688992
Belén de Docampadó	id=g:3688993
Belencito	id=g:3688994
Belén	id=g:3688995
Belén	id=g:3688996
Belén	id=g:3688997
Belén	id=g:3688998
Belén	id=g:3688999
Belén	id=g:3689000
Belén	id=g:3689001
Belén	id=g:3689002
Belén	id=g:3689003
Belén	id=g:3689004
Belén	id=g:3689005
Belén	id=g:3689006
Belén	id=g:3689007
Caño Belcaire	id=g:3689008
Belchite	id=g:3689009
Estación Belalcázar	id=g:3689010
Belalcázar	id=g:3689011
Belalcázar	id=g:3689012
Belalcázar	id=g:3689013
Belaida	id=g:3689014
Bejuquillo	id=g:3689015
Bejuquero	id=g:3689016
Quebrada Bejuco de Agua	id=g:3689017
Caño Bejuco	id=g:3689018
Caño Bejuco	id=g:3689019
Río Bejucal	id=g:3689020
Arroyo Bejucal	id=g:3689021
Bejucal	id=g:3689022
Begonia	id=g:3689023
Río Bedó	id=g:3689024
Río Becordó	id=g:3689025
Becerril	id=g:3689026
Isla Becerra	id=g:3689027
Bebo	id=g:3689028
Caño Beberi	id=g:3689029
Bebedó	id=g:3689030
Río Bebaramá	id=g:3689031
Bebaramá	id=g:3689032
Río Bebará	id=g:3689033
Bebará	id=g:3689034
Beatriz Elena	id=g:3689035
Quebrada Beatriz	id=g:3689036
Caleta Beatriz	id=g:3689037
Bazán	id=g:3689038
Bayunca	id=g:3689039
Brazo Bayonero	id=g:3689040
Bayona	id=g:3689041
Arroyo Bayito	id=g:3689042
Quebrada Bayera	id=g:3689043
Bayano	id=g:3689044
Bayano	id=g:3689045
Bavaria	id=g:3689046
Bavaria	id=g:3689047
Bavaria	id=g:3689048
Arroyo Bautista	id=g:3689049
Quebrada Baurá	id=g:3689050
Isla de Baurá	id=g:3689051
Río Baúl	id=g:3689052
Río Baudó Grande	id=g:3689053
Río Baudocito	id=g:3689054
Quebrada Baudocito	id=g:3689055
Serranía de Baudó	id=g:3689056
Río Baudó	id=g:3689057
Boca Baudó	id=g:3689058
Bahía de Baudó	id=g:3689059
Batey	id=g:3689060
Batero	id=g:3689061
Punta Batería	id=g:3689062
Quebrada Bateas	id=g:3689063
Bateas	id=g:3689064
Batea	id=g:3689065
Isla Batayé	id=g:3689066
Batavia	id=g:3689067
Río Batatas	id=g:3689068
Batatas	id=g:3689069
Puente Batatas	id=g:3689070
Quebrada Batatal	id=g:3689071
Quebrada Batatal	id=g:3689072
Ciénaga Batatal	id=g:3689073
Laguna Batanera	id=g:3689074
Río Batán	id=g:3689075
Batán	id=g:3689076
Batallón Cartagena	id=g:3689077
Batalleras	id=g:3689078
Río Batá	id=g:3689079
Bata	id=g:3689080
Batá	id=g:3689081
Isla Basural	id=g:3689082
Basura	id=g:3689083
Basora	id=g:3689084
Cuesta de Basilio	id=g:3689085
Punta Bazán	id=g:3689086
Cerro Barzal	id=g:3689087
Punta Barú	id=g:3689088
Barú	id=g:3689089
Barú	id=g:3689090
Bartolote	id=g:3689091
Bartolo Gamboa	id=g:3689092
Bartolo	id=g:3689093
Bartolo	id=g:3689094
Ciénaga Bartolazo	id=g:3689095
Ciénaga la Bartola	id=g:3689096
Caño Barrulía	id=g:3689097
Caño Barraso	id=g:3689098
El Barroso	id=g:3689099
Cordillera de Barrosas	id=g:3689100
Caño de Barros	id=g:3689101
Barrio Prieto	id=g:3689102
Barro Hondo	id=g:3689103
Caño Barrogrande	id=g:3689104
Río Barroblanco	id=g:3689105
Quebrada Barro Blanco	id=g:3689106
Punta Barroblanco	id=g:3689107
Loma de Barroblanco	id=g:3689108
Cuchilla Barroblanco	id=g:3689109
Barro Blanco	id=g:3689110
Barroblanco	id=g:3689111
Barro Blanco	id=g:3689112
Barro Blanco	id=g:3689113
Barroblanco	id=g:3689114
Barroblanco	id=g:3689115
Barroblanco	id=g:3689116
Cuchilla del Barro	id=g:3689117
Caño Barro	id=g:3689118
Caño Barro	id=g:3689119
Caño Barro	id=g:3689120
Cabo Barro	id=g:3689121
Arroyo Barro	id=g:3689122
Barrizal	id=g:3689123
Barrio Obrero	id=g:3689124
Barrio Norte	id=g:3689125
Barrio El Prado	id=g:3689126
Barrio Cundi	id=g:3689127
Caño Barrigudo	id=g:3689128
Quebrada Barrigona	id=g:3689129
Barrientos	id=g:3689130
Quebrada del Barrialito	id=g:3689131
Barrialito	id=g:3689132
Quebrada del Barrial	id=g:3689133
Barreto	id=g:3689134
Barreto	id=g:3689135
Barrerita	id=g:3689136
Quebrada de Barrera	id=g:3689137
Isla Barrera	id=g:3689138
Barrera	id=g:3689139
Caño Barredero	id=g:3689140
Rincón de Barravieja	id=g:3689141
Cuchilla de las Barras	id=g:3689142
Barras	id=g:3689143
Isla Barraquete	id=g:3689144
Barranquito	id=g:3689145
Barranquita	id=g:3689146
Barranquilla	id=g:3689147
Barranquilla	id=g:3689148
Barranquilla	id=g:3689149
Barranquilla	id=g:3689150
Barranquillita	id=g:3689151
Barranquilla	id=g:3689152
Barrancopelao	id=g:3689153
Isla Barrancones	id=g:3689154
Barrancón	id=g:3689155
Barranco Murciélago	id=g:3689156
Barranco de Loba	id=g:3689157
Barranco de Loba	id=g:3689158
Barranco	id=g:3689159
Barranco	id=g:3689160
Barranca Vieja	id=g:3689161
Barrancas	id=g:3689162
Barrancas	id=g:3689163
Barrancas	id=g:3689164
Barrancas	id=g:3689165
Barranca Nueva	id=g:3689166
Barranca de Upía	id=g:3689167
Barranca de Lebrija	id=g:3689168
Barrancabermeja	id=g:3689169
Barrancabermeja	id=g:3689170
Barranca	id=g:3689171
Barranca	id=g:3689172
Barranca	id=g:3689173
Barranca	id=g:3689174
Barranca	id=g:3689175
Barranca	id=g:3689176
Barranca	id=g:3689177
Río Barragán	id=g:3689178
Páramo de Barragán	id=g:3689179
Barragán	id=g:3689180
Barragán	id=g:3689181
Isla Barracuda	id=g:3689182
Quebrada Barrachera	id=g:3689183
Barquereña	id=g:3689184
Baritalia	id=g:3689185
Quebrada Barichara	id=g:3689186
Barichara	id=g:3689187
Barichara	id=g:3689188
Estero Barco	id=g:3689189
Cerro el Barco	id=g:3689190
Arroyo del Barco	id=g:3689191
Barcos	id=g:3689192
Río Barcino	id=g:3689193
Cuchilla del Barcino	id=g:3689194
Barcino	id=g:3689195
Barcelona	id=g:3689196
Barcelona	id=g:3689197
Barcelona	id=g:3689198
Barcelona	id=g:3689199
Barcelona	id=g:3689200
Barcelona	id=g:3689201
Caño Barbú	id=g:3689202
Barbu	id=g:3689203
Barbosa	id=g:3689204
Barbosa	id=g:3689205
Barbosa	id=g:3689206
Barbosa	id=g:3689207
Barbosa	id=g:3689208
Quebrada Barbona	id=g:3689209
Páramo de Barbillas	id=g:3689210
Barbería	id=g:3689211
Barbasco	id=g:3689212
Barbascalito	id=g:3689213
Cuchilla Barbascales	id=g:3689214
Barbascal	id=g:3689215
Río Barbas	id=g:3689216
Caño Barbara	id=g:3689217
Bárbara	id=g:3689218
Bárbara	id=g:3689219
Quebrada Barbacoas	id=g:3689220
Punta Barbacoas	id=g:3689221
Ciénaga Barbacoas	id=g:3689222
Bahía de Barbacoas	id=g:3689223
Barbacoas	id=g:3689224
Barbacoas	id=g:3689225
Barbacoas	id=g:3689226
Barbacoas	id=g:3689227
Barbacoas	id=g:3689228
Barbacoas	id=g:3689229
Baraya	id=g:3689230
Baraya	id=g:3689231
Baraya	id=g:3689232
Baraya	id=g:3689233
Baraya	id=g:3689234
Baranoa	id=g:3689235
Baranoa	id=g:3689236
Baranoa	id=g:3689237
Barandillo	id=g:3689238
Barandillas	id=g:3689239
Barandilla	id=g:3689240
Baramona	id=g:3689241
Barahona	id=g:3689242
Banquetas	id=g:3689243
Cuchilla de Banderas	id=g:3689244
Filo la Bandera	id=g:3689245
Alto Bandera	id=g:3689246
Alto Bandera	id=g:3689247
Bandera	id=g:3689248
Banco de los Burros	id=g:3689249
Banco de Arena	id=g:3689250
Cañada el Banco	id=g:3689251
Arroyo Banco	id=g:3689252
Banco	id=g:3689253
Río Banadia	id=g:3689254
Banadía	id=g:3689255
Loma los Bañaderos	id=g:3689256
Balzac	id=g:3689257
Baltimore	id=g:3689258
Baltimore	id=g:3689259
Ciénaga Baltazo	id=g:3689260
Hacienda La Balsora	id=g:3689261
Balsora	id=g:3689262
Balsora	id=g:3689263
Balsitas	id=g:3689264
Quebrada Balsita	id=g:3689265
Balsilla	id=g:3689266
Balsilla	id=g:3689267
Quebrada Balseros	id=g:3689268
Arroyo Bálsamo	id=g:3689269
Bálsamo	id=g:3689270
Bálsamo	id=g:3689271
Quebrada Balsal	id=g:3689272
Sabanas de la Balsa	id=g:3689273
Caño la Balsa	id=g:3689274
Caño La Balsa	id=g:3689275
Caño La Balsa	id=g:3689276
Balsa	id=g:3689277
Balneario de Villa Concha	id=g:3689278
Balmoral	id=g:3689279
Ballesteros	id=g:3689280
Ballesteros	id=g:3689281
Ballestas	id=g:3689282
Balkanes	id=g:3689283
Cordillera de Baldío	id=g:3689284
Baldín	id=g:3689285
Quebrada Balcones	id=g:3689286
Balcones	id=g:3689287
Balconcitos	id=g:3689288
Balconcitos	id=g:3689289
Balcanes	id=g:3689290
Balboa	id=g:3689291
Balboa	id=g:3689292
Balboa	id=g:3689293
Balboa	id=g:3689294
Balaustrada	id=g:3689295
Balastera	id=g:3689296
Balalaica	id=g:3689297
Bakiro	id=g:3689298
Bajo Viejo	id=g:3689299
Bajo Tapialquer	id=g:3689300
Bajo Sigüí	id=g:3689301
Ensenada de Bajoseco	id=g:3689302
Bajos de Gallego	id=g:3689303
Bajos de Chiquito	id=g:3689304
Bajos de Cagüi	id=g:3689305
Bajo Sabaletas	id=g:3689306
Bajo Los Babilleros	id=g:3689307
Arroyo Bajogrande	id=g:3689308
Bajogrande	id=g:3689309
Bajo Grande	id=g:3689310
Bajo Grande	id=g:3689311
Bajo de Unira	id=g:3689312
Cañada Bajo del Piojo	id=g:3689313
Bajo de Los Caballos	id=g:3689314
Bajo de Felipe	id=g:3689315
Bajo Cuque	id=g:3689316
Bajo Cebadal	id=g:3689317
Bajo Baudó	id=g:3689318
Mar Bajo	id=g:3689319
Arroyo Baja de Osos	id=g:3689320
Mesa Baja	id=g:3689321
Bahía Baja	id=g:3689322
Río Baidó	id=g:3689323
Bahía Suroeste	id=g:3689324
Mutis	id=g:3689325
Bahía Hondita	id=g:3689326
Bahía Honda	id=g:3689327
Bahaire	id=g:3689328
Río Bagre	id=g:3689329
Quebrada Bagre	id=g:3689330
Bagre	id=g:3689331
Bagre	id=g:3689332
Bagazal	id=g:3689333
Bagazal	id=g:3689334
Baganique Centro	id=g:3689335
Bagadó	id=g:3689336
Bagadó	id=g:3689337
Río Badillo	id=g:3689338
Cerro de Badillo	id=g:3689339
Badillo	id=g:3689340
Badillo	id=g:3689341
Badillo	id=g:3689342
Quebrada Bacotá	id=g:3689343
Báchira	id=g:3689344
Río Baché	id=g:3689345
Raudal Bachaco	id=g:3689346
Cerro Bachaco	id=g:3689347
Cerro Bachaco	id=g:3689348
Caño Bachacal	id=g:3689349
Cerro Bacatá	id=g:3689350
Caño Babitas	id=g:3689351
Babilonia	id=g:3689352
Babilonia	id=g:3689353
Quebrada Babillera	id=g:3689354
Caño Babilla	id=g:3689355
Bábega	id=g:3689356
Cañada de las Babas	id=g:3689357
Alto los Azules	id=g:3689358
Río Azul	id=g:3689359
Quebrada Azul	id=g:3689360
Morro Azul	id=g:3689361
Morro Azul	id=g:3689362
Cerro Azul	id=g:3689363
Cerro Azul	id=g:3689364
Caño Aguazul	id=g:3689365
Azufrera	id=g:3689366
Arroyo Azufre	id=g:3689367
Volcán Azufral	id=g:3689368
Río Azufrado	id=g:3689369
Azucena	id=g:3689370
Quebrada del Azúcar	id=g:3689371
Quebrada Azúcar	id=g:3689372
Azúcar	id=g:3689373
Cerro Azuayo	id=g:3689374
Azoque	id=g:3689375
Quebrada Azauncha	id=g:3689376
Alto Ayuntamiento	id=g:3689377
Ayecta	id=g:3689378
Serranía de Ayapel	id=g:3689379
Ciénaga de Ayapel	id=g:3689380
Ayapel	id=g:3689381
Ayapel	id=g:3689382
Ayacucho	id=g:3689383
Ayacucho	id=g:3689384
Ayacucho	id=g:3689385
Ayacucho	id=g:3689386
Ayacucho	id=g:3689387
Caño Aviyú	id=g:3689388
Playón Las Avispas	id=g:3689389
Caño la Avispa	id=g:3689390
Caño Avispa	id=g:3689391
Avispa	id=g:3689392
Avirama	id=g:3689393
Caño Avión	id=g:3689394
Avingüe	id=g:3689395
Isla de Ávila	id=g:3689396
Caño Avila	id=g:3689397
Ávila	id=g:3689398
Piedra Aviador	id=g:3689399
Río Aves	id=g:3689400
Avendaño La Antigua	id=g:3689401
Avelinero	id=g:3689402
Quebrada Avaincua	id=g:3689403
Rincón de La Auyema	id=g:3689404
Cuchilla de La Auyama	id=g:3689405
Caño Auyama	id=g:3689406
Auyana	id=g:3689407
Australia	id=g:3689408
Canal Aury	id=g:3689409
Quebrada Aurrá	id=g:3689410
Sabanas de La Aurora	id=g:3689411
Arroyo La Aurora	id=g:3689412
La Aurora	id=g:3689413
Aurora	id=g:3689414
Río Aures	id=g:3689415
Aures	id=g:3689416
Aures	id=g:3689417
Lomas de Aúreru	id=g:3689418
Quebrada Aupa	id=g:3689419
Caño Aunai	id=g:3689420
Aují	id=g:3689421
Cabo Augusta	id=g:3689422
Quebrada Aucayaco	id=g:3689423
Caño Auati	id=g:3689424
Raudal de Atures	id=g:3689425
Atuncela	id=g:3689426
Caño Atú	id=g:3689427
Cuchilla Atravesada	id=g:3689428
Río Atrato	id=g:3689429
Atrato	id=g:3689430
Atpatirro	id=g:3689431
Atpana	id=g:3689432
Morro Ñato	id=g:3689433
Ferrocarril del Atlantico	id=g:3689434
Ferrocarril del Atlantico	id=g:3689435
Departamento del Atlántico	id=g:3689436
Atlántico	id=g:3689437
Atkusirro	id=g:3689438
Atiquimaqueca	id=g:3689439
Atfanapu	id=g:3689440
Atenas	id=g:3689441
Atasure	id=g:3689442
Atascosas	id=g:3689443
Ciénaga Atascosa	id=g:3689444
Quebrada Atara	id=g:3689445
Atara	id=g:3689446
Atanquez	id=g:3689447
Atanasio	id=g:3689448
Atájapo	id=g:3689449
Ataco	id=g:3689450
Ataco	id=g:3689451
Atáchom	id=g:3689452
Río Atabapo	id=g:3689453
Serranía de Atá	id=g:3689454
Río Atá	id=g:3689455
Quebrada Atá	id=g:3689456
Asunción	id=g:3689457
Astrea	id=g:3689458
Astorga	id=g:3689459
Punta Astilleros	id=g:3689460
Cerro Astilleros	id=g:3689461
Raudal Astillero	id=g:3689462
Ciénaga Astillero	id=g:3689463
Astilleros	id=g:3689464
Astillero	id=g:3689465
Astelia	id=g:3689466
Río Astarón	id=g:3689467
Cuchilla de Astarón	id=g:3689468
Astarón	id=g:3689469
Astanay	id=g:3689470
Aspasica	id=g:3689471
Cuchilla Asnega	id=g:3689472
Asnazu	id=g:3689473
Asientos	id=g:3689474
Asia	id=g:3689475
Aserradero	id=g:3689476
Aserradero	id=g:3689477
Ciénaga Ascencia	id=g:3689478
Río Asamasi	id=g:3689479
Caño Arzamasa	id=g:3689480
Punta Arusí	id=g:3689481
Ensenada Arusí	id=g:3689482
Arusí	id=g:3689483
Arumaque	id=g:3689484
Cuchilla de Arucina	id=g:3689485
Cerro Arucina	id=g:3689486
Laguna Aruatapay	id=g:3689487
Jagüey Arúatapay	id=g:3689488
Arúatapay	id=g:3689489
Aruatapahin	id=g:3689490
Arroyo Aruatapahi	id=g:3689491
Arúatapahi	id=g:3689492
Arúahin	id=g:3689493
Arúachani	id=g:3689494
Quebrada Arteaga	id=g:3689495
Caño Arsini	id=g:3689496
Arrozcrudo	id=g:3689497
Lomas Arroz con Gallo	id=g:3689498
Quebrada Arroz	id=g:3689499
Caño Arroz	id=g:3689500
Arroyo Negro	id=g:3689501
Quebrada Arroyón	id=g:3689502
Arroyón	id=g:3689503
Boca de Arroyo Hondo	id=g:3689504
Arroyo Hondo	id=g:3689505
Arroyo Hondo	id=g:3689506
Arroyohondo	id=g:3689507
Arroyo Hondo	id=g:3689508
Arroyo Grande	id=g:3689509
Arroyo Grande	id=g:3689510
Arroyo Grande	id=g:3689511
Arroyo Grande	id=g:3689512
Arroyo de Piedra	id=g:3689513
Arroyo de Piedra	id=g:3689514
Arroyo Cojo	id=g:3689515
Arroyo Cojo	id=g:3689516
Arroyo Barro	id=g:3689517
Arroyo Arriba	id=g:3689518
Arroyo Arenas	id=g:3689519
Arroyo Arena	id=g:3689520
Arroyo Arena	id=g:3689521
Arroyo Arena	id=g:3689522
Arroyo Arena	id=g:3689523
Arrimadero	id=g:3689524
Arriba del Arroyo	id=g:3689525
Caño Arriba	id=g:3689526
Caño Arriba	id=g:3689527
Caño Arreita	id=g:3689528
Arrecifes	id=g:3689529
Arrecifal	id=g:3689530
Los Arrayanes	id=g:3689531
Arrayanal	id=g:3689532
Arrayanal	id=g:3689533
El Arrayán	id=g:3689534
Ciénaga del Arrastre	id=g:3689535
Quebrada Arrastradero de Quiparadó	id=g:3689536
Río Arrastradero	id=g:3689537
Rincón de Arrastradero	id=g:3689538
Estero Arrastradero	id=g:3689539
Arrastradero	id=g:3689540
Laguna Arrariajuy	id=g:3689541
Arrancaplumas	id=g:3689542
Río Arquití	id=g:3689543
Arquisa	id=g:3689544
Río Arquía	id=g:3689545
Río Arquía	id=g:3689546
Río Arquía	id=g:3689547
Arquía	id=g:3689548
Arpajaco	id=g:3689549
Cuchilla Aroca	id=g:3689550
Guayabal	id=g:3689551
Armero	id=g:3689552
Caño La Armenia	id=g:3689553
Armenia	id=g:3689554
Armenia	id=g:3689555
Armenia	id=g:3689556
Armenia	id=g:3689557
Armenia	id=g:3689558
Armenia	id=g:3689559
Armenia	id=g:3689560
Armenia	id=g:3689561
Armenia	id=g:3689562
Armenia	id=g:3689563
Quebrada Armas	id=g:3689564
Cerros de Armas	id=g:3689565
Armadillo Número Tres	id=g:3689566
Río Arma	id=g:3689567
Arma	id=g:3689568
Quebrada Arjona	id=g:3689569
Arjona	id=g:3689570
Arjona	id=g:3689571
Arjona	id=g:3689572
Arizona	id=g:3689573
Arizona	id=g:3689574
Quebrada Arizá	id=g:3689575
Jagüey Arítehechon	id=g:3689576
Aritayeín	id=g:3689577
Laguna Aritamahana	id=g:3689578
Laguna Aritamahana	id=g:3689579
Arírapaha	id=g:3689580
Arírapah	id=g:3689581
Río Ariporo	id=g:3689582
