Cisy	id=g:3101270
Czuprana -  777 m n.p.m.  Małe Pieniny	id=g:6285571
Goryczkowiec innaczej Dzwonek -	id=g:6285572
Czarna Góra -	id=g:6285573
Lysica - 612 m. n. p. m.	id=g:6285574
Perlowka -	id=g:6285576
Bykowska -	id=g:6285577
Skalisko -	id=g:6285578
Krzyżna Góra -	id=g:6285579
Sokolik -	id=g:6285580
Szczygiełkowa - Przełęcz Św. Mikołaja 535m.	id=g:6285581
Piotruś -  Beskid Niski 727 m n p m	id=g:6285582
Góra Zborów -	id=g:6285583
Wielka Sowa(1015m.n.p.m.) okolice Walimia -	id=g:6285585
Skalnik - Rudawy Janowickie 941 mnpm.	id=g:6285587
Dzielec - Beskid Niski 792 mnpm	id=g:6285588
Czerteż - Beskid Niski 792 mnpm	id=g:6285589
Przełęcz Beskid - Beskid Niski 644 mnpm	id=g:6285590
Lackowa - Beskid Niski 997 mnpm	id=g:6285591
Ostry Wierch - Beskid Niski 938 mnpm	id=g:6285592
Cigielka - Beskid Niski 805 mnpm	id=g:6285593
Obicz - Beskid Niski 788 mnpm	id=g:6285594
PRZEŁĘCZ KARPNICKA -	id=g:6285595
PRZEŁĘCZ POD ŚREDNICA -	id=g:6285596
PRZEŁĘCZ OKRAJ - Słup garniczny 21/1  1051mnpm	id=g:6285597
Przełęcz Tępadła - Masyw Ślęży 384 mnpm	id=g:6285598
Rozdroże pod Bobrzakiem - Masyw Śnieżnika 1132 mnpm	id=g:6285599
Przełęcz pod Jaworowa Kopą - Masyw Śnieżnika 864 mnpm	id=g:6285600
Przełęcz Puchaczówka	id=g:6285601
Przełęcz Woliborska - Góry Sowie 586 mnpm	id=g:6285602
Przełęcz Srebrna - Góry Sowie 730 mnpm	id=g:6285603
Przełęcz pod Szeroką - Góry Sowie 815 mnpm	id=g:6285604
Malinowa Góra - Karkonosze 610 mnpm	id=g:6285605
Złoty Widok (Przesieka) - Karkonosze 1490 mnpm	id=g:6285606
Czarcia Ambona - Karkonosze 1350 mnpm	id=g:6285607
Czarna Przełęcz - Karkonosze 1288 mnpm	id=g:6285608
Petrovka Hutniczy Grzbiet - Karkonosze 1198 mnpm	id=g:6285609
Przełęcz Karkonowska - Karkonosze 727 mnpm	id=g:6285610
Przełęcz Kowarska - Karkonosze 1164 mnpm	id=g:6285611
Sowia Przełęcz - Karkonosze 1394 mnpm	id=g:6285612
Przełęcz pod Śnieżką - Karkonosze 1420 mnpm	id=g:6285613
Spalona Strażnica - Karkonosze 1067 mnpm	id=g:6285614
Polana - Karkonosze 960 mnpm	id=g:6285615
Rówieńka -	id=g:6285616
Wiezyca - 415 m npm	id=g:6285617
Jerzmanowice	id=g:6285618
Zabytkowy Wiatrak	id=g:6285619
Bukowe	id=g:6285620
Dobroszów	id=g:6285621
Ciążeń	id=g:6285622
Lublin	id=g:6285623
Jableczna	id=g:6285624
Jableczna	id=g:6285625
Wdzydze	id=g:6285626
Karkonosze - Srebrne Kaskady	id=g:6285627
Karkonosze - Kaskady Myi	id=g:6285628
Karkonosze - Kaskada Myi	id=g:6285629
Karkonosze - Podgórnej	id=g:6285630
Tatry - Mickiewicza	id=g:6285631
Karkonosze - Łomniczki	id=g:6285632
Karkonosze - Szklarki	id=g:6285633
Karkonosze - Kamieńczyka	id=g:6285634
Wisła Czarne	id=g:6285635
Wisła Czarne - Próg wodny.	id=g:6285636
Wisła Czarne - Próg wodny	id=g:6285637
Wisła Czarne - Kaskady Rodła	id=g:6285638
Górecko Kościelne - Wodospad na rz. Szum	id=g:6285639
Rybnica - Szumy na Tanwi	id=g:6285640
Tatry - Siklawica	id=g:6285641
Karpacz -  rz. Łomnica	id=g:6285642
Tatry - Siklawa (Wielka Siklawa)	id=g:6285643
Międzygórze - Wodospad Wilczki	id=g:6285644
Kalnica - Kobylski Potok	id=g:6285645
Dolzyca - Wdsp. na rz. Dolzycy.	id=g:6285646
Komancza - na rz. Oslawicy	id=g:6285647
Steznica - na Steznicy.	id=g:6285648
Nasiczne - na potoku Nasicznianskim.	id=g:6285649
Zatrwarnica - na Hulskim.	id=g:6285650
Zatwarnica - na Hylatym	id=g:6285651
Wisla-Malinka	id=g:6285652
Sopotnia Wielka	id=g:6285653
Łódź - Bałuty	id=g:6285654
Łódź	id=g:6285655
Wrocław	id=g:6285656
Człuchów - Mini-Zoo	id=g:6285657
Bydgoszcz-Myślęcinek - Ogród Fauny Polskiej	id=g:6285658
Poznań	id=g:6285659
Poznań	id=g:6285660
Świerkocin - Zoo-Safari	id=g:6285661
Gdańsk - Oliwa	id=g:6285662
Warsaw Zoo	id=g:6285663
Kadzidłowo	id=g:6285664
Chorzów - Śląski Ogród Zoologiczny	id=g:6285665
Toruń - ogród zoobotaniczny	id=g:6285666
Płock	id=g:6285667
Malbork- Strusi ogród	id=g:6285668
Białystok - Akcent Zoo	id=g:6285669
Opole	id=g:6285670
Zamość	id=g:6285671
RTS Widzew Łódź	id=g:6285672
Polar Wrocław	id=g:6285673
MKS Pogoń Szczecin SSA	id=g:6285674
WKP Lech Poznań	id=g:6285675
KP Legia Warszawa SSA	id=g:6285676
Zagłebie Sosnowiec SSA	id=g:6285677
Wisła Kraków SSA	id=g:6285678
Górnik Zabrze	id=g:6285679
RKS RADOMSKO	id=g:6285680
KS Hetman	id=g:6285681
MKS Zaglebie Lubin	id=g:6285682
Barlinek. Pogon	id=g:6285683
Amica Wronki	id=g:6285684
Warta Poznan	id=g:6285685
Olimpia Poznan	id=g:6285686
Jaworzno	id=g:6285687
KS PIASECZNO	id=g:6285688
ZABIENIEC	id=g:6285689
POLONIA WARSZAWA	id=g:6285690
MARYMONT WARSZAWA	id=g:6285691
HUTNIK WARSZAWA	id=g:6285692
OLIMPIA WARSZAWA	id=g:6285693
OKĘCIE WARSZAWA	id=g:6285694
WCSM Agrykola	id=g:6285695
Nowy Dwor Mazowiecki.  Swit Nowy Dwor	id=g:6285696
Finishparkiet	id=g:6285697
Gdansk	id=g:6285698
MKS Cracovia SSA	id=g:6285699
RKS Ursus Warszawa	id=g:6285700
WKS Śląsk Wrocław SSA	id=g:6285701
MKS Znicz Pruszków	id=g:6285702
Sląsk Koszęcin	id=g:6285703
Jedność Boronów	id=g:6285704
Poraj. LKS Polonia Poraj. Boisko Sportowe	id=g:6285705
Arka Gdynia	id=g:6285706
Baltyk Gdynia	id=g:6285707
Polonia Gdansk	id=g:6285708
GKS Cartusia	id=g:6285709
MOSiR Wrocław	id=g:6285710
MOSIR	id=g:6285711
Cisy Nałęczów	id=g:6285712
LKP Motor Lublin	id=g:6285713
Lublinianka Lublin SSA	id=g:6285714
KS HEKO	id=g:6285715
Strumień - Boisko zespołu LKS Wisła Strumień.	id=g:6285716
RKS Radomiak Radom	id=g:6285717
Nysa - Polonia Nysa	id=g:6285718
KS Górnik Pszów	id=g:6285719
GKS Polonia Niewiadom	id=g:6285720
GKS Naprzód 23 Rydułtowy	id=g:6285721
KS Górnik Radlin	id=g:6285722
MKS Rymer Niedobczyce	id=g:6285723
GKS Pierwszy Chwałowice	id=g:6285724
KS Górnik Boguszowice	id=g:6285725
KS Polonia Marklowice	id=g:6285726
LKS Forteca Świerklany Dolne	id=g:6285727
LKS Start Mszana	id=g:6285728
GKS Jastrzębie	id=g:6285729
LKS Pasjonat Dankowice	id=g:6285730
RKS Walcownia Czechowice-Dziedzice	id=g:6285731
TS Hejnał Kęty	id=g:6285732
BKS Stal Bielsko-Biała	id=g:6285733
BBTS Włókniarz Bielsko-Biała	id=g:6285734
Jeziorak Iława	id=g:6285735
WISŁA_PŁOCK	id=g:6285736
KS Wisla Pulawy	id=g:6285737
BKS Chemik	id=g:6285738
Ruch Chorzów	id=g:6285739
GKS Katowice.	id=g:6285740
Stadion Śląski	id=g:6285741
Inowrocław - Miejski I	id=g:6285742
Koszalin	id=g:6296781
Katowice	id=g:6296782
Rzeszow-Jasionka	id=g:6296783
Szczecin	id=g:6296784
Slupsk	id=g:6296785
Warszawa-Okecie	id=g:6296786
Rzeżuśnia - Obarka	id=g:6354910
Folwark	id=g:6354911
Kamieniec	id=g:6354912
Rzeżuskie Doły	id=g:6354913
Rogalanka	id=g:6354914
Droga Kamieniec	id=g:6354915
Piekło	id=g:6354916
Dziadówki Przesławickie	id=g:6354917
Parcela III	id=g:6354918
Parcela II	id=g:6354919
Parcela I	id=g:6354920
Sołtysi Koniec	id=g:6354921
Rezerwat stepowy Złota Góra	id=g:6354922
Nowe Piaski	id=g:6354924
Losie	id=g:6452689
Novotel Wroclaw	id=g:6461916
Hotel Stary	id=g:6461974
Novotel Szczecin	id=g:6462068
Podewils Hotel In Gdansk	id=g:6462085
Crown Piast Hotel And Park	id=g:6462375
Hyatt Regency Warsaw	id=g:6462787
Sofitel Wroclaw Hotel	id=g:6463046
Classic Old Town	id=g:6463252
Polonia Palace Hotel	id=g:6463263
PTTK Wyspianski	id=g:6463752
Amadeus Hotel	id=g:6463928
Novotel Warszawa Airport	id=g:6465021
Petropol  Hotel	id=g:6465193
Hotel Kazimierz I	id=g:6465612
Paszkowka Palace	id=g:6465676
Qubus Hotel Zielona Gora	id=g:6465837
Europejski - Old Town	id=g:6465973
Park Plaza	id=g:6468389
Park	id=g:6468433
Express by Holiday Inn Krakow	id=g:6468469
Novotel Gdansk Centrum	id=g:6468527
Novotel Marina	id=g:6468528
Royal	id=g:6468574
Lival	id=g:6468575
Dal	id=g:6468640
Gromada Hotel Centrum	id=g:6468652
Novotel Warsaw Centrum	id=g:6468672
Posejdon	id=g:6468674
Ruczaj	id=g:6468754
Justyna Hotel	id=g:6468823
Felix	id=g:6468906
Litwor	id=g:6468907
Chopin Hotel	id=g:6468908
Hp Park	id=g:6468909
Holiday Inn Gdansk	id=g:6468910
Holiday Inn	id=g:6468959
Radisson SAS Centrum Warsaw	id=g:6469057
Motel Wroclaw	id=g:6469137
Polonez Orbis	id=g:6469138
Holiday Inn Warsaw	id=g:6469212
Campanile	id=g:6469263
InterContinental Warsaw	id=g:6469288
Europejski	id=g:6469367
Metropol	id=g:6469440
Bona	id=g:6469441
Novotel Centrum	id=g:6469506
Cracovia Orbis	id=g:6469535
Wanda	id=g:6469536
Vera	id=g:6469617
Daisy	id=g:6469770
Novotel Malta Poznan	id=g:6469771
Mercure Panorama	id=g:6469832
Ibis Ostrobramska	id=g:6469886
Monopol	id=g:6469914
Gromada Zakopane	id=g:6469915
Giewont	id=g:6469916
Petrus	id=g:6470016
Belvedere	id=g:6470024
Westin Warsaw	id=g:6470089
Classic Hotel	id=g:6470090
Holiday Inn Krakow	id=g:6470092
Campanile	id=g:6470230
Pegaz Hotel	id=g:6470257
Mercure Hevelius	id=g:6470305
Start	id=g:6470337
Domina Prestige	id=g:6470388
Demel	id=g:6470391
Angela	id=g:6470446
System	id=g:6470567
Mercure Kasprowy	id=g:6470635
Monika	id=g:6470674
Krakus Hotel	id=g:6470720
Gromada Hotel Poznan	id=g:6470721
Rokk	id=g:6470722
Polonia	id=g:6470788
Radisson SAS Hotel Szczecin	id=g:6476322
Chopin Hotel Cracow	id=g:6477052
Le Royal Meridien Bristol	id=g:6478693
Sheraton Warsaw Hotel	id=g:6478835
Hotel Jan III Sobieski	id=g:6479183
Neptun Hotel	id=g:6479263
Wroclaw Hotel	id=g:6479647
Novotel Poznan Centrum	id=g:6479938
Mercure Poznan 4	id=g:6480078
Cracovia Hotel	id=g:6480216
Francuski Hotel	id=g:6480698
Novotel Krakow Bronowice	id=g:6481833
Campanile Cracovie	id=g:6490503
Grand Orbis Warsaw	id=g:6490659
Kyriad Prestige Varsovie	id=g:6490825
Novotel Gdansk Marina	id=g:6490882
Hotel Major	id=g:6491426
Villa Angela	id=g:6491743
Andels Hotel	id=g:6491786
Mercure Fryderyk Chopin	id=g:6491909
Hotel Rezydencja Bardo	id=g:6491950
Sheraton Poznan Hotel	id=g:6492064
Sofitel Victoria Warsaw	id=g:6492069
Aparthotel Maly Krakow	id=g:6492081
Hotel Ascot	id=g:6492167
Hotel System POP Krakow	id=g:6492227
Hotel Willa Isabel	id=g:6492277
Qubus Hotel Kielce	id=g:6492293
Novotel Warszawa Centrum	id=g:6492408
Hotel Kazimierz II	id=g:6492516
Hotel Pod Wawelem	id=g:6492573
Qubus Hotel Lodz	id=g:6492654
Qubus Hotel Krakow	id=g:6493081
Ester Hotel	id=g:6493222
Hotel Floryan	id=g:6493393
Hotel System Premium Wroclaw	id=g:6494103
Hotel System Premium Poznan	id=g:6494696
Ostoya Palace Hotel	id=g:6494995
Hotel Villa Marilor	id=g:6495081
Amber Baltic Hotel	id=g:6495447
Hilton Warsaw Hotel Conv Centr	id=g:6495534
Marriott Warsaw	id=g:6495996
Rt Regent	id=g:6496124
Hotel City SM	id=g:6496269
Residence Diana	id=g:6496760
Metropol Downtown - Warsaw	id=g:6496799
Hotel System Premium Krakow	id=g:6498411
RT Rezydent	id=g:6498462
Hotel Copernicus	id=g:6498687
Fort Hotel	id=g:6498954
RT Monopol	id=g:6499045
Campanile Szczecin	id=g:6499185
RT Galicya	id=g:6499405
Domina Poznan Residence & Suites	id=g:6499752
Hotel Atrium	id=g:6500611
Aramis Hotel	id=g:6500660
Promenada	id=g:6500768
Hotel Sympozjum	id=g:6500992
Podewils Hotel in Krag	id=g:6500993
Felix Hotel	id=g:6501023
Qubus Hotel Prestige	id=g:6501127
Le Regina	id=g:6501129
Portos Hotel	id=g:6501181
Sheraton Krakow Hotel	id=g:6501186
Qubus Hotel Walbrzych	id=g:6501236
Grand Hotel	id=g:6501356
Qubus Hotel Gliwice	id=g:6501424
Radisson SAS Hotel Krakow	id=g:6501442
Qubus Hotel Wroclaw	id=g:6501446
Hotel Hetman	id=g:6501499
Qubus Hotel Gorzow Wielkopolski	id=g:6501529
Hotel Logos	id=g:6501567
Qubus Hotel Legnica	id=g:6501704
Residence St Andrews Palace	id=g:6501737
Batory Hotel	id=g:6501817
Dwor Oliwski	id=g:6501822
The Westin Warsaw	id=g:6502030
Sofitel Grand Sopot	id=g:6502051
Courtyard Warsaw Intl Airport	id=g:6502150
Hotel Rialto	id=g:6502266
Hotel Orient	id=g:6502299
MDM Hotel	id=g:6502848
Radisson SAS Centrum Hotel Warsaw	id=g:6503001
Airport Hotel Okecie	id=g:6503390
IBB Grand Hotel Lublinianka	id=g:6504041
Radisson SAS Hotel Wroclaw	id=g:6504259
Grand Hotel Lodz	id=g:6504963
Polonia Hotel Raciborz	id=g:6505201
Novotel Krakow Centrum	id=g:6505334
Ibis Katowice Zabrze	id=g:6505524
Mercure Opole 2	id=g:6506205
Elektor Old Town Krakow	id=g:6506479
Mercure Panorama Wroclaw 3	id=g:6506822
Novotel Olsztyn	id=g:6508098
Halny Hotel	id=g:6508183
Mercure Unia Lublin 3	id=g:6508197
Polan Hotel	id=g:6508592
Pod Orlem Hotel	id=g:6508602
Novotel Gdansk Marina	id=g:6508752
Mercure Czestochowa Patria 3	id=g:6508868
Mercure Jelenia Gora 3	id=g:6508893
Ibis Lodz Centrum	id=g:6509211
Polonia	id=g:6509571
Ibis Czestochowa	id=g:6509639
Babka Tower Suites	id=g:6511319
Mdm	id=g:6511708
Gdynia Hotel	id=g:6511991
Mercure Fr  Chopin Warszawa 3	id=g:6512406
Novotel Katowice Centrum	id=g:6515014
Mercure Hevelius Gdansk 3	id=g:6515069
Novotel Wroclaw	id=g:6515112
Silesia Hotel	id=g:6515126
Novotel Poznan Malta	id=g:6515289
Arkona Hotel	id=g:6515517
Hotel Gromada	id=g:6516558
Novotel Warszawa Centrum	id=g:6517791
Park Hotel Vienna	id=g:6518416
Prosna Hotel	id=g:6523816
Wilson Suites	id=g:6526174
Gromada Warsaw Airport	id=g:6526795
Campanile - Warszawa Varsovie	id=g:6526937
Hotel Witek By Be My Guest	id=g:6526987
Polonia Downtown Warsaw	id=g:6527007
Campanile - Wroclaw	id=g:6527016
Hotel Zamojski Orbis	id=g:6527149
Gromada Warsaw Center	id=g:6527154
Campanile - Cracovie Krakow	id=g:6527395
Tumski	id=g:6527408
Hotel Krolewski By Be My Guest	id=g:6528040
Beskid Hotel	id=g:6529341
Ibis Warszawa Stare Miasto	id=g:6529777
Best Western Prima Htl Wroclaw	id=g:6530465
Best Western Hotel Zubrowka	id=g:6531058
Skalny Hotel	id=g:6531631
Wroclaw Motel	id=g:6531996
Solny Hotel	id=g:6532255
Pollera	id=g:6532370
Ibis Krakow Centrum	id=g:6532999
Best Western Hotel Cristal	id=g:6533024
Diament Gliwice	id=g:6533038
Ursynów	id=g:6545326
Praga Pólnocna	id=g:6545347
Praga Poludnie	id=g:6545348
Darszyce	id=g:6559651
Chlebice	id=g:6559694
Kolonia Rybacka	id=g:6559696
Wieżyca	id=g:6559697
Widlino	id=g:6559698
Strzęboszów	id=g:6559699
Schodno	id=g:6563697
Krościenko nad Dunajcem	id=g:6565267
Zakrzówek	id=g:6615567
Powiat olsztyński	id=g:6619358
Gmina Dobre Miasto	id=g:6619359
Gmina Dywity	id=g:6619360
DKS	id=g:6619660
Basen	id=g:6619661
Dworzec PKP	id=g:6619662
Chomiczówka	id=g:6620608
Szkółka Stus tel. 603113912	id=g:6621374
Szkoła Podstawowa	id=g:6621381
Kościół	id=g:6621382
Cmentarz	id=g:6621383
Szkoła Podstawowa i Gimnazjum	id=g:6621386
kamieniołom	id=g:6621387
Cmentarz komunalny	id=g:6621389
staw	id=g:6621390
stacja kolejowa	id=g:6621394
kościół na osiedlu	id=g:6621395
stadion sportowy	id=g:6621398
Park Miniatur	id=g:6621399
Klin	id=g:6639686
Grzybowo	id=g:6640020
Powiat miechowski	id=g:6690130
Gmina Gołcza	id=g:6690131
Gmina Charsznica	id=g:6690134
Gmina Kozłów	id=g:6690135
Gmina Książ Wielki	id=g:6690136
Gmina Miechów	id=g:6690137
Powiat bocheński	id=g:6690149
Powiat brzeski	id=g:6690150
Powiat chrzanowski	id=g:6690151
Powiat dąbrowski	id=g:6690152
Powiat gorlicki	id=g:6690153
Powiat krakowski	id=g:6690154
Powiat limanowski	id=g:6690155
Powiat myślenicki	id=g:6690156
Powiat nowosądecki	id=g:6690157
Powiat nowotarski	id=g:6690158
Powiat olkuski	id=g:6690159
Powiat oświęcimski	id=g:6690160
Powiat proszowicki	id=g:6690161
Powiat suski	id=g:6690162
Powiat tarnowski	id=g:6690163
Powiat tatrzański	id=g:6690164
Powiat wadowicki	id=g:6690165
Powiat wielicki	id=g:6690166
Park Młociny	id=g:6690746
Politechnika Warszawska	id=g:6691264
SiMR PW (Politechnika Warszawska)	id=g:6691265
Park im. Marszałka Józefa Piłsudskiego	id=g:6691266
Biblioteka Narodowa	id=g:6691267
Główny Urząd Statystyczny	id=g:6691268
Liceum Ogólnokształcące	id=g:6691711
Szkoła Podstawowa nr 3	id=g:6691712
Gimnazjum Publiczne	id=g:6691713
Gimnazjum Niepubliczne	id=g:6691714
Cmentarz Komunalny	id=g:6691715
Bazylika Kolegiacka	id=g:6691716
Szkoła Podstawowa nr 2	id=g:6691717
Szkoła Podstawowa nr 1	id=g:6691718
Komisariat Policji	id=g:6691719
Mory	id=g:6692197
CFTE Airport Warsaw	id=g:6692213
CFTE Ozarow	id=g:6692214
Beskidengebergte	id=g:6692420
LKS Wilamowiczanka	id=g:6694115
Roman Catholic Church in Wilamowice	id=g:6694116
Rynek w Wilamowicach	id=g:6694119
Ośrodek Szkolenia Młodzieży Wiejskiej	id=g:6694121
Urząd Pocztowy w Wilamowicach	id=g:6694122
Urząd Gminy Wilamowice	id=g:6694126
Zespół Szkolno-Przedszkolny i Gimnazjum w Wilamowicach	id=g:6694127
Cmentarz parafialny	id=g:6694128
Bank Spółdzielczy w Wilamowicach	id=g:6694129
Niepubliczny Zakład Opieki Zdrowotnej w Wilamowicach	id=g:6694133
Stacja paliw	id=g:6694135
Stacja benzynowa	id=g:6694136
Wawel	id=g:6694847
Dworzec kolejowy	id=g:6695082
park Janusza Kusocińskiego	id=g:6695245
Adamowizna	id=g:6695594
Czarny Las	id=g:6695595
Milęcin	id=g:6695596
Milanówek-Kolonia	id=g:6695597
Milanówek-Wieś	id=g:6695598
Grudów	id=g:6695599
Turczynek	id=g:6695600
Stawisko	id=g:6695601
Szotland	id=g:6695605
Lisi Jar	id=g:6695606
Jasne Wybrzeże	id=g:6695607
Tartak Brzózki	id=g:6695609
Piaski	id=g:6695623
Warszawa	id=g:6695624
Jelonki	id=g:6695629
Karolin	id=g:6695630
Osiedle Jedwabnik	id=g:6695633
Kazimierówka	id=g:6695638
Brzózki	id=g:6695639
Grzmiąca	id=g:6695681
Rumianka	id=g:6695683
Karnity	id=g:6695744
Lipová-lázně	id=g:6695745
Imiołki	id=g:6695749
Musuły	id=g:6695810
Zapole	id=g:6695811
Kałęczyn	id=g:6695812
Janinów	id=g:6695813
Władków	id=g:6695814
Kuklówka Radziejowicka	id=g:6695815
Podlesie	id=g:6695816
Sade Budy	id=g:6695817
Morgi	id=g:6695818
Starowiskitki Parcel	id=g:6695819
Łubno	id=g:6695820
Antoniew	id=g:6695821
Prościeniec	id=g:6695822
Józefów	id=g:6695823
Olszówka	id=g:6695824
Wężyk	id=g:6696243
Szczęsne	id=g:6696244
Urszulin	id=g:6696245
Marynin	id=g:6696246
Kady	id=g:6696247
Adamów	id=g:6696248
Stare Kłudno	id=g:6696249
Wólka Grodziska	id=g:6696250
Kozery	id=g:6696251
Nowe Kozery	id=g:6696252
Izdebno Nowe	id=g:6696253
Gardna Mała	id=g:6696775
Wysoka	id=g:6696776
Czarny Młyn	id=g:6696777
Balnica	id=g:6696778
Schronisko na Śnieżniku	id=g:6697174
Magdalenów	id=g:6697177
Żukówka	id=g:6697178
Stare Faszczyce	id=g:6697179
Nowe Faszczyce	id=g:6697180
Karolina	id=g:6697181
Teresin	id=g:6697182
Bedoń Przykościelny	id=g:6697533
Las Kraszewski	id=g:6697534
gmina Andrespol	id=g:6697535
powiat Łódzki Wschodni	id=g:6697536
Jabłonowo	id=g:6698044
Pieczyska	id=g:6698045
Brzeźniak	id=g:6698046
Velké Biele pleso	id=g:6698127
NABU-Station Blumberger Mühle	id=g:6930227
Magurka Wiślańska	id=g:6931044
powiat Łowicki	id=g:6941021
gmina Miasto Łowicz	id=g:6941022
Cegłów	id=g:6941564
Basin	id=g:6941565
Murowaniec	id=g:6941566
Witanów	id=g:6941567
Pass	id=g:6941568
Julinek	id=g:6941569
Jezioro Rzepsko	id=g:6943977
Jezioro Lubińskie	id=g:6943978
Jezioro Linie	id=g:6943979
Dąb Piast	id=g:6943980
Jezioro Długie	id=g:6943981
Jezioro Kręcko	id=g:6943982
Jezioro Rzepinko	id=g:6943983
Nowy Młyn	id=g:6943984
Jezioro Oczko	id=g:6943985
Jezioro Głębiniec	id=g:6943986
Jezioro Papienko	id=g:6943987
Kościół p.w. NSPJ	id=g:6943988
Zespół Szkół Ogólnokształcących	id=g:6943989
Lubiechnia Mała	id=g:6943990
Jezioro Czyste Małe	id=g:6943991
Lotnisko leśne	id=g:6943992
Rzepin stacja kolejowa	id=g:6943993
Szarłatka	id=g:6943994
Jerzmanice Lubuskie	id=g:6943995
Lesica	id=g:6943996
Lesica Kolonia	id=g:6943997
Graniczna	id=g:6944001
Wapienniki	id=g:6944002
Jamrozowa Polana	id=g:6944003
Kolonia Stara Bystrzyca	id=g:6944004
Przełęcz nad Porębą	id=g:6944005
Torfowisko pod Zieleńcem	id=g:6944006
Topieliska	id=g:6944007
Czarne Bagno	id=g:6944008
Przełęcz Spalona	id=g:6944009
Schronisko Jagodna	id=g:6944010
Gomoła	id=g:6944011
Jerzykowice Małe	id=g:6944012
Miejski Lasek	id=g:6944013
Kozia Hala	id=g:6944014
Czynszówki	id=g:6944015
Zielony Most	id=g:6944017
Przechodni Wierch	id=g:6945310
Facimiech	id=g:6945312
Groń	id=g:6945315
Załazie	id=g:6945316
Huściawa	id=g:6945317
Homole	id=g:6945318
Borsuczyny	id=g:6945319
Skalskie	id=g:6945320
Wroni Wierch	id=g:6945321
Grunwald 1410	id=g:6947070
Jarosław Pn.	id=g:6947767
Jarosław Pd.	id=g:6947768
Zamlądz	id=g:6947769
Kresy	id=g:6947770
Tolin	id=g:6947771
Teklin	id=g:6947772
Anielin	id=g:6947773
Łysa Góra	id=g:6948088
Łysa Przełęcz	id=g:6948089
Rogacz	id=g:6948090
Mikuszowice Krakowskie	id=g:6948091
Hrobacza Łąka	id=g:6948092
Bujakowski Groń	id=g:6948093
Przełęcz U Panienki	id=g:6948094
Groniczki	id=g:6948095
Gaiki	id=g:6948096
Żar	id=g:6948097
zbiornik wodny Żar	id=g:6948099
Kiczera	id=g:6948101
Przełęcz Isepnicka	id=g:6948102
Maleckie	id=g:6948106
Przełęcz Cisowa	id=g:6948107
Przełęcz Szeroka	id=g:6948110
Beskid	id=g:6948112
Wielka Puszcza	id=g:6948114
Wielka Bukowa	id=g:6948115
Przełęcz Cygańska	id=g:6948117
Przełęcz Kocierska	id=g:6948119
Zajazd Górski Kocierz	id=g:6948120
Przełęcz Przysłop Cisowy	id=g:6948123
Cisowa Grapa	id=g:6948124
Przełęcz Skaliste	id=g:6948126
Roczenka	id=g:6948127
Kiczora	id=g:6948128
Przełęcz Zakocierska	id=g:6948130
Przełęcz Na Przykrej	id=g:6948133
Gibasówka	id=g:6948134
Wielki Gibasów Groń	id=g:6948135
Pietrasowa	id=g:6948136
Mlada Hora	id=g:6948137
Smerkowiec	id=g:6948139
Na Beskidzie	id=g:6948140
Przełęcz Beskidek	id=g:6948142
Groń Jana Pawła II	id=g:6948145
Żurawnica	id=g:6948149
Gołuszkowa Góra	id=g:6948150
Jasień	id=g:6948151
Żmijowa	id=g:6948152
Prorokowa Góra	id=g:6948153
Kościół Najświętszego Serca Pana Jezusa	id=g:6956048
Bus Station	id=g:6956049
Ferry	id=g:6956050
Ratusz	id=g:6956051
Starogard Gdański	id=g:6956052
Centrum Kultury	id=g:6956053
Cmentarz Żydowski	id=g:6956054
Wierzyca	id=g:6956055
Kościół św. Mateusza	id=g:6956056
Kościół św. Katarzyny	id=g:6956057
Polpharma	id=g:6956058
Działki / allotments	id=g:6956059
Hubertus	id=g:6956060
Adam Mickiewicz	id=g:6956061
Park Miejski	id=g:6956062
Szpital	id=g:6956063
Cmentarz	id=g:6956064
Cmentarz Mennonicki	id=g:6956065
Paprotka	id=g:6956066
Ostoje	id=g:6956067
Felin	id=g:6956068
Sewerynów	id=g:6956069
Jeziory	id=g:6956070
Bachorza	id=g:6956071
Nowe Hołowczyce	id=g:6956072
Klekotowo	id=g:6956073
Czaple Kolonia	id=g:6956074
Gródek Dwór	id=g:6956075
Stara Jabłonna Kolonia	id=g:6956076
Kupientyn Kolonia	id=g:6956077
Adamów	id=g:6956078
Świdno	id=g:6956079
Czerwonka-Folwark	id=g:6956080
Józefy	id=g:6956081
Dąbrowa	id=g:6956082
Tymianka	id=g:6956083
Wołyńce Kolonia	id=g:6956084
Rakowiec	id=g:6956085
Wólka Wołyniecka	id=g:6956086
Żelków Kolonia	id=g:6956087
Stara Dąbrówka	id=g:6956088
Nowa Dąbrówka	id=g:6956089
Cisie Zagrudzie	id=g:6956090
Chlewiska	id=g:6956091
Ostrówek	id=g:6956092
Jagodnia	id=g:6956093
Krześlinek	id=g:6956094
Doliwo	id=g:6956095
Józefin	id=g:6956096
Marysin	id=g:6956097
Opole Świerczyna	id=g:6956103
Niechnabrz	id=g:6956104
Albinów	id=g:6956105
Zakole Wiktorowo	id=g:6956106
Wojciechówka	id=g:6956107
Strugi Krzywickie	id=g:6956108
Budy Łąkawickie	id=g:6956109
Boża Wola	id=g:6956110
Sucha Góra	id=g:6956895
Mogiła	id=g:6956896
Wilcze Budy	id=g:6956897
Pańskie Łuki	id=g:6956898
Jawornik	id=g:6956899
Tołsta	id=g:6956900
