Schenefeld	id=g:2839764
Ruckweg	id=g:2843465
Bahnhof Rückmarsdorf	id=g:2843466
Rückmarsdorf	id=g:2843467
Rückl	id=g:2843468
Rückisch	id=g:2843469
Rückingen	id=g:2843470
Rucking	id=g:2843471
Rückholz	id=g:2843472
Rückhof	id=g:2843473
Ruckhardtshausen	id=g:2843474
Ruckhalden	id=g:2843475
Ruckförde	id=g:2843476
Ruckes	id=g:2843477
Ruckertshofen	id=g:2843478
Rückertshof	id=g:2843479
Rückertshausen	id=g:2843480
Rückertsbronn	id=g:2843481
Ruckerting	id=g:2843482
Rückerswind	id=g:2843483
Rückersrieth	id=g:2843484
Rückershausen	id=g:2843485
Rückershausen	id=g:2843486
Rückershausen	id=g:2843487
Rückershausen	id=g:2843488
Rückershagen	id=g:2843489
Rückersfeld	id=g:2843490
Ruckersfeld	id=g:2843491
Bahnhof Rückersdorf Oppelhain	id=g:2843492
Rückersdorf	id=g:2843493
Rückersdorf	id=g:2843494
Rückersdorf	id=g:2843495
Rückersdorf	id=g:2843496
Rückersdorf	id=g:2843497
Rückersdorf	id=g:2843498
Rückers-Berg	id=g:2843499
Rückersbach	id=g:2843500
Rückers	id=g:2843501
Rückers	id=g:2843502
Rückeroth	id=g:2843503
Rückerode	id=g:2843504
Ruckenwald	id=g:2843505
Rückenstadt	id=g:2843506
Rückenhain	id=g:2843507
Ruckeljahn	id=g:2843508
Rück-Berg	id=g:2843509
Rück-Berg	id=g:2843510
Rück-Berg	id=g:2843511
Rück-Berg	id=g:2843512
Ruckbein	id=g:2843513
Ruckasing	id=g:2843514
Rückamp	id=g:2843515
Rück	id=g:2843516
Ruck	id=g:2843517
Ruchsen	id=g:2843518
Ruchow	id=g:2843519
Ruchis	id=g:2843520
Ruchheim	id=g:2843521
Ruchenschwand	id=g:2843522
Ruchenköpfe	id=g:2843523
Ruchberg	id=g:2843524
Rubstock	id=g:2843525
Rübsen	id=g:2843526
Rubow	id=g:2843527
Rubnergüter	id=g:2843528
Rüblinghausen	id=g:2843529
Rüblingerhof	id=g:2843530
Rüblingen	id=g:2843531
Rübling	id=g:2843532
Rübleinshof	id=g:2843533
Rüblanden	id=g:2843534
Rubkow	id=g:2843535
Rübker Bruch	id=g:2843536
Rübke	id=g:2843537
Rubitzer Haide	id=g:2843538
Rubitz	id=g:2843539
Rubitz	id=g:2843540
Rubi	id=g:2843541
Rübholz	id=g:2843542
Rübhausen	id=g:2843543
Rübgarten	id=g:2843544
Rübgarten	id=g:2843545
Rübgarten	id=g:2843546
Ruberting	id=g:2843547
Rubersbacher Kapf	id=g:2843548
Ruberlschlag	id=g:2843549
Ruberg	id=g:2843550
Rüber	id=g:2843551
Rübensee	id=g:2843552
Rubenow	id=g:2843553
Rubenow	id=g:2843554
Bahnhof Rübenkamp	id=g:2843555
Rüben Kamp	id=g:2843556
Rübenkamp	id=g:2843557
Rubenheim	id=g:2843558
Rübengrund	id=g:2843559
Rüben-Berg	id=g:2843560
Rüben Berg	id=g:2843561
Rüben-Berg	id=g:2843562
Rüben-Berg	id=g:2843563
Rübenberg	id=g:2843564
Rüben-Berg	id=g:2843565
Rübenau	id=g:2843566
Rübenacher Höhe	id=g:2843567
Rübenach	id=g:2843568
Ruben	id=g:2843569
Rüben	id=g:2843570
Rubelisbach	id=g:2843571
Rübelei	id=g:2843572
Forst Rübeland	id=g:2843573
Rübeland	id=g:2843574
Rübeland	id=g:2843575
Rübel	id=g:2843576
Rübehorst	id=g:2843577
Rübehorst	id=g:2843578
Rübe-Berg	id=g:2843579
Rubbert	id=g:2843580
Rubbelrath	id=g:2843581
Rubacker	id=g:2843582
Rubäcker	id=g:2843583
Rubach	id=g:2843584
Royum	id=g:2843585
Roye	id=g:2843586
Roydorf	id=g:2843587
Roxin	id=g:2843588
Roxhüllen	id=g:2843589
Roxheimer Kanal	id=g:2843590
Roxheim	id=g:2843591
Roxheim	id=g:2843592
Roxförde	id=g:2843593
Roxfeld	id=g:2843594
Roxel	id=g:2843595
Röxe	id=g:2843596
Röwitz	id=g:2843597
Rowertannen	id=g:2843598
Rowald	id=g:2843599
Forst Rowa	id=g:2843600
Rowa	id=g:2843601
Bahnhof Rövershagen	id=g:2843602
Rövershagen	id=g:2843603
Rövenich	id=g:2843604
Röv-Berg	id=g:2843605
Rötzum	id=g:2843606
Rötzsch	id=g:2843607
Rötzinghofen	id=g:2843608
Rotzingen	id=g:2843609
Rötzing	id=g:2843610
Rotzigmoosberg	id=g:2843611
Rotzer Bach	id=g:2843612
Rotzendorf	id=g:2843613
Rotzen Berg	id=g:2843614
Rotzel	id=g:2843615
Rotzbüll	id=g:2843616
Rötz	id=g:2843617
Rötz	id=g:2843618
Rotwurm	id=g:2843619
Rotwiesen-Berg	id=g:2843620
Rotwegen	id=g:2843621
Rotwasser	id=g:2843622
Rotwasser	id=g:2843623
Rotwasser	id=g:2843624
Rotwand Kopf	id=g:2843625
Rotwandispitze	id=g:2843626
Rotwandhof	id=g:2843627
Rotwand	id=g:2843628
Rotwand	id=g:2843629
Rotwald	id=g:2843630
Roturach	id=g:2843631
Rottwinkeler Heide	id=g:2843632
Rottwinkel	id=g:2843633
Rott-Wiesen	id=g:2843634
Rottwerndorf	id=g:2843635
Rottweil	id=g:2843636
Rottum	id=g:2843637
Rottum	id=g:2843638
Rottum	id=g:2843639
Rottum	id=g:2843640
Rottum	id=g:2843641
Rottstock	id=g:2843642
Rottstock	id=g:2843643
Rottscheidt	id=g:2843644
Rotts-Berg	id=g:2843645
Rottorf	id=g:2843646
Rottorf	id=g:2843647
Rottorf	id=g:2843648
Rottnersdorf	id=g:2843649
Rottner	id=g:2843650
Rottmünde	id=g:2843651
Rottmoos	id=g:2843652
Rottmersleben	id=g:2843653
Rottmar	id=g:2843654
Rottmannshöhe	id=g:2843655
Rottmannshagen	id=g:2843656
Rottmannsdorf	id=g:2843657
Rottmannsberg	id=g:2843658
Rottmann	id=g:2843659
Rottmann	id=g:2843660
Rottmann	id=g:2843661
Rottmaier	id=g:2843662
Rottluff	id=g:2843663
Rottlinde	id=g:2843664
Röttlerweiler	id=g:2843665
Rottlersreuth	id=g:2843666
Rottleberode	id=g:2843667
Rottleben	id=g:2843668
Rottland	id=g:2843669
Rottland	id=g:2843670
Röttis	id=g:2843671
Rottinghausen	id=g:2843672
Röttingen	id=g:2843673
Röttingen	id=g:2843674
Rotthügel	id=g:2843675
Rotthof	id=g:2843676
Rotthof	id=g:2843677
Rotthof	id=g:2843678
Rotthausen	id=g:2843679
Rotthausen	id=g:2843680
Rotthausen	id=g:2843681
Rotthalmünster	id=g:2843682
Rott-Graben	id=g:2843683
Röttgers	id=g:2843684
Röttgerhof	id=g:2843685
Röttger-Berg	id=g:2843686
Försterei Röttgen	id=g:2843687
Röttgen	id=g:2843688
Röttgen	id=g:2843689
Röttgen	id=g:2843690
Röttgen	id=g:2843691
Röttgen	id=g:2843692
Röttgen	id=g:2843693
Röttgen	id=g:2843694
Röttgen	id=g:2843695
Röttgen	id=g:2843696
Rottfelling	id=g:2843697
Rottewitz	id=g:2843698
Rottes	id=g:2843699
Rotter Wald	id=g:2843700
Rotterterode	id=g:2843701
Rotterstetten	id=g:2843702
Rottershausen	id=g:2843703
Rottersham	id=g:2843704
Röttersdorf	id=g:2843705
Rottersdorf	id=g:2843706
Rottersdorf	id=g:2843707
Rotterode	id=g:2843708
Rotterheide	id=g:2843709
Rottenwöhr	id=g:2843710
Rotten Warder	id=g:2843711
Rottenstuben	id=g:2843712
Rottenstein	id=g:2843713
Rottensee	id=g:2843714
Rottensdorf	id=g:2843715
Rottensdorf	id=g:2843716
Rottenried	id=g:2843717
Rottenmünster	id=g:2843718
Rottenmann	id=g:2843719
Rottenhub	id=g:2843720
Rottengrub	id=g:2843721
Rottenfuss	id=g:2843722
Rottenegg	id=g:2843723
Rottendorf	id=g:2843724
Rottendorf	id=g:2843725
Rottendorf	id=g:2843726
Rottendorf	id=g:2843727
Rottenburg an der Laaber	id=g:2843728
Rottenburg	id=g:2843729
Rottenbuch	id=g:2843730
Rottenbuch	id=g:2843731
Rotten-Berg	id=g:2843732
Rottenberg	id=g:2843733
Rottenbauer	id=g:2843734
Rottenbacher Forst	id=g:2843735
Rotten Bach	id=g:2843736
Rotten-Bach	id=g:2843737
Rottenbach	id=g:2843738
Rottenbach	id=g:2843739
Rottenbach	id=g:2843740
Röttenbach	id=g:2843741
Röttenbach	id=g:2843742
Röttenbach	id=g:2843743
Röttenbach	id=g:2843744
Rottenau	id=g:2843745
Rottenacker Ried	id=g:2843746
Rottenacker	id=g:2843747
Schloß Rötten	id=g:2843748
Rottels Graben	id=g:2843749
Röttelsee-Graben	id=g:2843750
Rottelsdorf	id=g:2843751
Rottelsdorf	id=g:2843752
Röttelmisch	id=g:2843753
Rottel Bach	id=g:2843754
Rotte Graben	id=g:2843755
Försterei Rottebreite	id=g:2843756
Rotte	id=g:2843757
Rottdorf	id=g:2843758
Rottbruch	id=g:2843759
Rottbitze	id=g:2843760
Rottberg	id=g:2843761
Rottberg	id=g:2843762
Rott-Berg	id=g:2843763
Rott-Berg	id=g:2843764
Rottberg	id=g:2843765
Rott-Bach	id=g:2843766
Rott-Bach	id=g:2843767
Röttbach	id=g:2843768
Rottbach	id=g:2843769
Rottau	id=g:2843770
Rottau	id=g:2843771
Rott am Inn	id=g:2843772
Rottals-Kopf	id=g:2843773
Landkreis Rottal-Inn	id=g:2843774
Rottach-Egern	id=g:2843775
Rottach Berg	id=g:2843776
Rottach-Alpe	id=g:2843777
Rottach Alpe	id=g:2843778
Rottach	id=g:2843779
Rottach	id=g:2843780
Rottach	id=g:2843781
Rottach	id=g:2843782
Rottach	id=g:2843783
Rotta	id=g:2843784
Försterei Rott	id=g:2843785
Rott	id=g:2843786
Rott	id=g:2843787
Rott	id=g:2843788
Rott	id=g:2843789
Rott	id=g:2843790
Rott	id=g:2843791
Rott	id=g:2843792
Rott	id=g:2843793
Rott	id=g:2843794
Rott	id=g:2843795
Rott	id=g:2843796
Rott	id=g:2843797
Rott	id=g:2843798
Rott	id=g:2843799
Rott	id=g:2843800
Rott	id=g:2843801
Rott	id=g:2843802
Rott	id=g:2843803
Rott	id=g:2843804
Rott	id=g:2843805
Rott	id=g:2843806
Rott	id=g:2843807
Rott	id=g:2843808
Rott	id=g:2843809
Rötsweiler-Nockenthal	id=g:2843810
Rötsweiler	id=g:2843811
Rötsweiler	id=g:2843812
Rotstein	id=g:2843813
Rot-Stein	id=g:2843814
Rotsold	id=g:2843815
Rotsohler Berg	id=g:2843816
Rotshammer	id=g:2843817
Rotsel	id=g:2843818
Rötsee	id=g:2843819
Rotsee	id=g:2843820
Rotschreuther Berg	id=g:2843821
Rotschreuth	id=g:2843822
Rotschnabel	id=g:2843823
Rotschlag	id=g:2843824
Rotscherlinde	id=g:2843825
Rotschau	id=g:2843826
Rotreisig	id=g:2843827
Rotreis	id=g:2843828
Röt-Pfuhl	id=g:2843829
Röt-Pfuhl	id=g:2843830
Rotöschle	id=g:2843831
Rotmurg	id=g:2843832
Rotmurg	id=g:2843833
Rotmoosbach	id=g:2843834
Bahnhof Rot-Malsch	id=g:2843835
Rötlwand-Kopf	id=g:2843836
Rötleshof	id=g:2843837
Rötlen	id=g:2843838
Rötlein	id=g:2843839
Rotlake	id=g:2843840
Rotkreuz-Holz	id=g:2843841
Rotkopf	id=g:2843842
Rotkopf	id=g:2843843
Rotis	id=g:2843844
Rotingdorf	id=g:2843845
Rothzeller	id=g:2843846
Rothwind	id=g:2843847
Rothwesten	id=g:2843848
Roth-Wald	id=g:2843849
Rothvorwerk	id=g:2843850
Rothumseifen	id=g:2843851
Rothstein	id=g:2843852
Försterei Rothsteig	id=g:2843853
Rothsricht	id=g:2843854
Roth Spitz	id=g:2843855
Rothspiel-Alpe	id=g:2843856
Rothspalk	id=g:2843857
Rothselberg	id=g:2843858
Roth-See	id=g:2843859
Röth-See	id=g:2843860
Röthsee	id=g:2843861
Röth-See	id=g:2843862
Röthsee	id=g:2843863
Roth-See	id=g:2843864
Röth-See	id=g:2843865
Röth See	id=g:2843866
Roth-See	id=g:2843867
Rothsee	id=g:2843868
Rothschwaige	id=g:2843869
Rothschwaig	id=g:2843870
Rothschönberg	id=g:2843871
Roths-Berg	id=g:2843872
Rothsal	id=g:2843873
Röthsaal	id=g:2843874
Rothreisachwald	id=g:2843875
Röthpfuhl	id=g:2843876
Röthpfuhl	id=g:2843877
Rotholz	id=g:2843878
Rothofen-Alpe	id=g:2843879
Rothofen	id=g:2843880
Rothof	id=g:2843881
Rothof	id=g:2843882
Rothof	id=g:2843883
Rothof	id=g:2843884
Rothof	id=g:2843885
Rothof	id=g:2843886
Rothnausslitz	id=g:2843887
Rothmühle	id=g:2843888
Rothmoos	id=g:2843889
Rothmayers	id=g:2843890
Rothmannsthal	id=g:2843891
Rothloh Bach	id=g:2843892
Rothloh	id=g:2843893
Röthlings-Berg	id=g:2843894
Rothleithen	id=g:2843895
Rothleiten	id=g:2843896
Röthlein	id=g:2843897
Rothlauf	id=g:2843898
Rothlasch	id=g:2843899
Röthlake	id=g:2843900
Röthkuppe	id=g:2843901
Rothkreuz	id=g:2843902
Rothkreuz	id=g:2843903
Rothkretscham	id=g:2843904
Rothkopf	id=g:2843905
Roth-Kopf	id=g:2843906
Roth-Kopf	id=g:2843907
Rothkogel	id=g:2843908
Rothkampeln	id=g:2843909
Rothjen	id=g:2843910
Rothhof	id=g:2843911
Rothof	id=g:2843912
Röthhof	id=g:2843913
Rothhof	id=g:2843914
Rothhof	id=g:2843915
Rothhof	id=g:2843916
Rothhof	id=g:2843917
Rothhof	id=g:2843918
Rothhof	id=g:2843919
Rothhelmshausen	id=g:2843920
Rothheim	id=g:2843921
Rothheck	id=g:2843922
Rothhausen	id=g:2843923
Rothhaus	id=g:2843924
Rothhaus	id=g:2843925
Rothhahnenschwaige	id=g:2843926
Rothhaar	id=g:2843927
Röthgraben	id=g:2843928
Röthges	id=g:2843929
Rothe Welle	id=g:2843930
Försterei Rothewarte	id=g:2843931
Rotheul	id=g:2843932
Rothesütte	id=g:2843933
Rothestein Höhle	id=g:2843934
Rothestein	id=g:2843935
Rotheshaus	id=g:2843936
Rothescheune	id=g:2843937
Rothertshausen	id=g:2843938
Rother Strumpf	id=g:2843939
Rother Stein	id=g:2843940
Rother Stadtwald	id=g:2843941
Rother See	id=g:2843942
Rother See	id=g:2843943
Rothersdorf	id=g:2843944
Rothers	id=g:2843945
Rother Rech	id=g:2843946
Rother Lappen	id=g:2843947
Rother Kuppe	id=g:2843948
Röther Kopf	id=g:2843949
Rother Husar	id=g:2843950
Rotherhof	id=g:2843951
Rotherhof	id=g:2843952
Rotherhof	id=g:2843953
Rotherhof	id=g:2843954
Rother Hahn	id=g:2843955
Rother Hahn	id=g:2843956
Rother Berg	id=g:2843957
Rother Berg	id=g:2843958
Rother-Berg	id=g:2843959
Rother Berg	id=g:2843960
Rotherberg	id=g:2843961
Rother Berg	id=g:2843962
Röther Berg	id=g:2843963
Rother Berg	id=g:2843964
Rotherbaum	id=g:2843965
Rother Bach	id=g:2843966
Rother Bach	id=g:2843967
Röther-Bach	id=g:2843968
Röthepfuhl	id=g:2843969
Rothenwörth	id=g:2843970
Waldwärter Rothenwohl	id=g:2843971
Rothenwald	id=g:2843972
Rothenuffeln	id=g:2843973
Rothenthurm	id=g:2843974
Rothenthal	id=g:2843975
Rothenthal	id=g:2843976
Rothenstetter	id=g:2843977
Rothenstein	id=g:2843978
Rothenstein	id=g:2843979
Rothenstein	id=g:2843980
Rothenstein	id=g:2843981
Rothenstein	id=g:2843982
Rothenstadt	id=g:2843983
Rothenspieker	id=g:2843984
Rothensehma	id=g:2843985
Rothensee	id=g:2843986
Rothenschirmbach	id=g:2843987
Rothensande	id=g:2843988
Rothensande	id=g:2843989
Rothensand	id=g:2843990
Rothenrain	id=g:2843991
Rothenmühlenau	id=g:2843992
Rothenmühlen	id=g:2843993
Rothenmoos	id=g:2843994
Rothenmoor	id=g:2843995
Rothenmoor	id=g:2843996
Rothenmethen	id=g:2843997
Rothenmeer	id=g:2843998
Röthenlohe	id=g:2843999
Rothen Lehm	id=g:2844000
Rothenlachen	id=g:2844001
Rothenküler Teich	id=g:2844002
Rothenkrug	id=g:2844003
Rothenkreuz	id=g:2844004
Rothen-Kopf	id=g:2844005
Rothenklempenower Forst	id=g:2844006
Vorwerk Rothenklempenow	id=g:2844007
Rothenklempenow	id=g:2844008
Rothenkircherhof	id=g:2844009
Rothenkirchen	id=g:2844010
Rothenkirchen	id=g:2844011
Rothenkirchen	id=g:2844012
Rothenkirchen	id=g:2844013
Försterei Rothenkamp	id=g:2844014
Rothenkamp	id=g:2844015
Röthenitz	id=g:2844016
Rothenhuse	id=g:2844017
Röthenhübel	id=g:2844018
Rothenhörn	id=g:2844019
Rothenhofstatt	id=g:2844020
Rothenhof	id=g:2844021
Rothenhof	id=g:2844022
Rothenhof	id=g:2844023
Rothenhof	id=g:2844024
Rothenhof	id=g:2844025
Röthenhof	id=g:2844026
Rothenhof	id=g:2844027
Rothenhof	id=g:2844028
Rothenhof	id=g:2844029
Rothenhof	id=g:2844030
Rothenhof	id=g:2844031
Rothenhof	id=g:2844032
Rothenhausen	id=g:2844033
Rothenhaus	id=g:2844034
Rothenhahn	id=g:2844035
Rothenhahn	id=g:2844036
Rothenhag	id=g:2844037
Rothengrund	id=g:2844038
Rothenfurth	id=g:2844039
Rothenfurth	id=g:2844040
Rothenförde	id=g:2844041
Rothenfels	id=g:2844042
Rothenfels	id=g:2844043
Rothenfels	id=g:2844044
Rothenfelder Forst	id=g:2844045
Röthenfeld	id=g:2844046
Rothener Tannen	id=g:2844047
Rothener See	id=g:2844048
Rotheneich	id=g:2844049
Röthendorf	id=g:2844050
Röthendorf	id=g:2844051
Rothenditmold	id=g:2844052
Bahnhof Rothenburgsort	id=g:2844053
Rothenburgsort	id=g:2844054
Rothenburg ob der Tauber-Wildbad	id=g:2844055
Rothenburg ob der Tauber	id=g:2844056
Rothenburg Berg	id=g:2844057
Ruine Rothenburg	id=g:2844058
Oberförsterei Rothenburg	id=g:2844059
Rothenburg	id=g:2844060
Rothenburg	id=g:2844061
Rothenburg	id=g:2844062
Rothenbürg	id=g:2844063
Rothenbürg	id=g:2844064
Rothenburg	id=g:2844065
Rothenbühl	id=g:2844066
Rothen Bühl	id=g:2844067
Röthenbühl	id=g:2844068
Rothenbühl	id=g:2844069
Rothenbügl	id=g:2844070
Rothenbuckel	id=g:2844071
Rothenbuch	id=g:2844072
Rothenbruck	id=g:2844073
Rothenbruch	id=g:2844074
Rothenborn	id=g:2844075
Rothenbergerhof	id=g:2844076
Rothenbergerhof	id=g:2844077
Rothenbergerhof	id=g:2844078
Rothenbergerhof	id=g:2844079
Rothenbergen	id=g:2844080
Rothenberge	id=g:2844081
Rothenberga	id=g:2844082
Ruine Rothenberg	id=g:2844083
Rothen-Berg	id=g:2844084
Röthenberg	id=g:2844085
Rothenberg	id=g:2844086
Rothenberg	id=g:2844087
Rothenberg	id=g:2844088
Rothenberg	id=g:2844089
Rothenberg	id=g:2844090
Rothenberg	id=g:2844091
Rothen-Berg	id=g:2844092
Röthen-Berg	id=g:2844093
Rothen-Berg	id=g:2844094
Rothen-Berg	id=g:2844095
Rothen-Berg	id=g:2844096
Rothen-Berg	id=g:2844097
Rothen-Berg	id=g:2844098
Rothen-Berg	id=g:2844099
Rothen-Berg	id=g:2844100
Rothenberg	id=g:2844101
Rothen-Berg	id=g:2844102
Rothen-Berg	id=g:2844103
Rothen-Berg	id=g:2844104
Rothenberg	id=g:2844105
Rothen-Berg	id=g:2844106
Röthen-Berg	id=g:2844107
Rothen-Berg	id=g:2844108
Rothenberg	id=g:2844109
Rothen Berg	id=g:2844110
Rothen-Berg	id=g:2844111
Rothen-Berg	id=g:2844112
Rothen Berg	id=g:2844113
Rothenberg	id=g:2844114
Rothenbekerweg	id=g:2844115
Försterei Rothenbek	id=g:2844116
Rothenbek	id=g:2844117
Rothenbek	id=g:2844118
Rothenbek	id=g:2844119
Rothenbek	id=g:2844120
Röthenbacher Wald	id=g:2844121
Röthenbacher Wald	id=g:2844122
Röthenbacher Berg	id=g:2844123
Röthenbach bei Sankt Wolfgang	id=g:2844124
Röthenbach bei Altdorf	id=g:2844125
Röthenbach an der Pegnitz	id=g:2844126
Röthenbach Alpe	id=g:2844127
Röthen-Bach	id=g:2844128
Röthen-Bach	id=g:2844129
Rothen-Bach	id=g:2844130
Rothen Bach	id=g:2844131
Röthenbach	id=g:2844132
Röthen Bach	id=g:2844133
Röthen-Bach	id=g:2844134
Rothenbach	id=g:2844135
Röthenbach	id=g:2844136
Rothenbach	id=g:2844137
Röthenbach	id=g:2844138
Rothenbach	id=g:2844139
Rothenbach	id=g:2844140
Rothenbach	id=g:2844141
Röthenbach	id=g:2844142
Rothenbach	id=g:2844143
Rothenbach	id=g:2844144
Röthenbach	id=g:2844145
Röthenbach	id=g:2844146
Röthenbach	id=g:2844147
Röthenbach	id=g:2844148
Rothenbach	id=g:2844149
Rothenbach	id=g:2844150
Rothen Alpe	id=g:2844151
Rothenaign	id=g:2844152
Rothe Nahrung	id=g:2844153
Rothenacker	id=g:2844154
Försterei Röthen	id=g:2844155
Rothen	id=g:2844156
Rothen	id=g:2844157
Röthen	id=g:2844158
Rothemühle	id=g:2844159
Rothemühle	id=g:2844160
Rothemühle	id=g:2844161
Forst Rothemühl	id=g:2844162
Rothemühl	id=g:2844163
Rothe Meer	id=g:2844164
Rothemark	id=g:2844165
Rothemanner Wald	id=g:2844166
Rothemann	id=g:2844167
Röthelteich	id=g:2844168
Röthelmoos-Alpe	id=g:2844169
Röthel-Berg	id=g:2844170
Röthelberg	id=g:2844171
Röthelbach Alpe	id=g:2844172
Röthel Bach	id=g:2844173
Röthelbach	id=g:2844174
Röthelbach	id=g:2844175
Rothelau	id=g:2844176
Rothekuhle	id=g:2844177
Rothekrug	id=g:2844178
Försterei Rothekreuz	id=g:2844179
Rothekopf	id=g:2844180
Rothekopf	id=g:2844181
Rothe Kirche	id=g:2844182
Rothekathe	id=g:2844183
Rotheidlen	id=g:2844184
Rothehütte	id=g:2844185
Rothehöhe	id=g:2844186
Röthehof	id=g:2844187
Rothehof	id=g:2844188
Rothehof	id=g:2844189
Rothehäuser Forst	id=g:2844190
Oberförsterei Rothehaus	id=g:2844191
Forsthaus Rothehaus	id=g:2844192
Försterei Rothehaus	id=g:2844193
Forst Rothehaus	id=g:2844194
Rothehaus	id=g:2844195
Rothehaus	id=g:2844196
Rothehaus	id=g:2844197
Rothehahn	id=g:2844198
Rotheflöte	id=g:2844199
Rothe Erde	id=g:2844200
Rothedern	id=g:2844201
Rothe Bühl	id=g:2844202
Rothe-Berg	id=g:2844203
Rothebeck	id=g:2844204
Försterei Rothebach	id=g:2844205
Rothe	id=g:2844206
Röthe	id=g:2844207
Röthe	id=g:2844208
Rothbroich	id=g:2844209
Rothberg	id=g:2844210
Roth-Berg	id=g:2844211
Rothbeck	id=g:2844212
Rothbeck	id=g:2844213
Rothbalzer Teich	id=g:2844214
Roth Bach	id=g:2844215
Roth-Bach	id=g:2844216
Roth Bach	id=g:2844217
Roth Bach	id=g:2844218
Roth-Bach	id=g:2844219
Roth-Bach	id=g:2844220
Röthbach	id=g:2844221
Roth Bach	id=g:2844222
Rothäusle	id=g:2844223
Rothausen	id=g:2844224
Rothaus	id=g:2844225
Rothaus	id=g:2844226
Rothaus	id=g:2844227
Rothaus	id=g:2844228
Rothaus	id=g:2844229
Rothaurach	id=g:2844230
Rothau	id=g:2844231
Rothau	id=g:2844232
Röthardt	id=g:2844233
Rothanschöring	id=g:2844234
Roth an der Saale	id=g:2844235
Rothammer	id=g:2844236
Rothammer	id=g:2844237
Roth am Forst	id=g:2844238
Rotham	id=g:2844239
Rothalde	id=g:2844240
Rothach	id=g:2844241
Naturpark Rothaargebirge	id=g:2844242
Rothaargebirge	id=g:2844243
Rotha	id=g:2844244
Rötha	id=g:2844245
Bahnhof Roth	id=g:2844246
Roth	id=g:2844247
Roth	id=g:2844248
Roth	id=g:2844249
Roth	id=g:2844250
Roth	id=g:2844251
Roth	id=g:2844252
Roth	id=g:2844253
Roth	id=g:2844254
Roth	id=g:2844255
Roth	id=g:2844256
Roth	id=g:2844257
Roth	id=g:2844258
Roth	id=g:2844259
Roth	id=g:2844260
Roth	id=g:2844261
Roth	id=g:2844262
Roth	id=g:2844263
Roth	id=g:2844264
Roth	id=g:2844265
Roth	id=g:2844266
Roth	id=g:2844267
Roth	id=g:2844268
Roth	id=g:2844269
Roth	id=g:2844270
Röth	id=g:2844271
Roth	id=g:2844272
Röth	id=g:2844273
Rötgesbüttel	id=g:2844274
Rötgens-Bach	id=g:2844275
Forst Rötgen	id=g:2844276
Roetgen	id=g:2844277
Rotfelden	id=g:2844278
Rote Weißeritz	id=g:2844279
Rote Warte	id=g:2844280
Rote Wand	id=g:2844281
Rote Wand	id=g:2844282
Rote Vorwerk	id=g:2844283
Rote Valepp	id=g:2844284
Rote Ufer-Berg	id=g:2844285
Rote Traun	id=g:2844286
Rotes Wasser	id=g:2844287
Rotes Vorwerk	id=g:2844288
Rotes Vorwerk	id=g:2844289
Rotes Vorwerk	id=g:2844290
Rotes Vorwerk	id=g:2844291
Rotes Vorwerk	id=g:2844292
Rotestock	id=g:2844293
Rotesteige	id=g:2844294
Rötes Sol	id=g:2844295
Rotes Rohr-Buschhaus	id=g:2844296
Rotes Moor	id=g:2844297
Rotes-Moor	id=g:2844298
Rotes Luch	id=g:2844299
Rotes Luch	id=g:2844300
Rotes Läppchen	id=g:2844301
Rotes Hörnle	id=g:2844302
Rotes Holz	id=g:2844303
Wirtshaus Roteshaus	id=g:2844304
Rotes Haus	id=g:2844305
Vorwerk Rotes Gut	id=g:2844306
Rote Schuß	id=g:2844307
Rote Scheune	id=g:2844308
Rote Scheid	id=g:2844309
Röterwiese	id=g:2844310
Roter Weiher	id=g:2844311
Roterweiher	id=g:2844312
Roter Weh-Bach	id=g:2844313
Roter Weh-Bach	id=g:2844314
Roterstein Berg	id=g:2844315
Roter Stein	id=g:2844316
Roterstein	id=g:2844317
Roter Stein	id=g:2844318
Roter See	id=g:2844319
Roter See	id=g:2844320
Roter-See	id=g:2844321
Roter Sand	id=g:2844322
Roters	id=g:2844323
Roter Rain	id=g:2844324
Roter Pfützen-Teich	id=g:2844325
Roter Pfuhl	id=g:2844326
Roter Mainursprung	id=g:2844328
Roter Main	id=g:2844329
Roter Lugteich	id=g:2844330
Röterkopf	id=g:2844331
Roter Kopf	id=g:2844332
Roterkopf	id=g:2844333
Roterkopf	id=g:2844334
Roter Kopf	id=g:2844335
Roter-Kopf	id=g:2844336
Försterei Roter Kandel	id=g:2844337
Roter Hügel	id=g:2844338
Roter Heuberg	id=g:2844339
Roter Hag	id=g:2844340
Roter Graben	id=g:2844341
Roter Erz-Bach	id=g:2844342
Roter Bühl	id=g:2844343
Roter Buckel	id=g:2844344
Roter Brücken-Graben	id=g:2844345
Roter Bruch	id=g:2844346
Roter-Berg	id=g:2844347
Roter Berg	id=g:2844348
Roter Berg	id=g:2844349
Roter Berg	id=g:2844350
Roter Berg	id=g:2844351
Roter-Berg	id=g:2844352
Roter-Berg	id=g:2844353
Roter-Berg	id=g:2844354
Roter Berg	id=g:2844355
Roter Berg	id=g:2844356
Roter Berg	id=g:2844357
Roter Berg	id=g:2844358
Roter Berg	id=g:2844359
Roter Berg	id=g:2844360
Roter Berg	id=g:2844361
Roter-Berg	id=g:2844362
Roter-Berg	id=g:2844363
Roter Berg	id=g:2844364
Roter-Berg	id=g:2844365
Roter-Berg	id=g:2844366
Roter Berg	id=g:2844367
