Nyiti	id=g:2328436
Mbiabong Etim	id=g:2330357
Mbiabong	id=g:2330358
Mbiabo Abasi Efiari	id=g:2330359
Mbribit	id=g:2330360
Mbiabet-Ikot-Efa	id=g:2330361
Mbiabam	id=g:2330362
Rafin Mbi	id=g:2330363
Mbewa	id=g:2330364
Mbetha Hill	id=g:2330365
River Mbese	id=g:2330366
Mbese	id=g:2330367
Mbesa	id=g:2330368
Mberubu	id=g:2330369
Mgbirichi	id=g:2330370
Mberi	id=g:2330371
Mberi	id=g:2330372
Mberen	id=g:2330373
Mbente	id=g:2330374
Mbenkpi	id=g:2330375
Mbengeci	id=g:2330376
Mbena	id=g:2330377
Mbekema	id=g:2330378
Mbeke	id=g:2330379
Mbeke	id=g:2330380
Lake Mbeilashan	id=g:2330381
River Mbefian	id=g:2330382
Mgbede	id=g:2330383
Mbecho	id=g:2330384
Mbecho	id=g:2330385
River Mbe	id=g:2330386
Mbayosu	id=g:2330387
Mbayilan-Bur	id=g:2330388
Mbawsi	id=g:2330389
Mbaundi	id=g:2330390
Mbaukaan	id=g:2330391
Mbatula	id=g:2330392
Mbat Esifon	id=g:2330393
Mbat	id=g:2330394
Mbasorun	id=g:2330395
Mbasikiri	id=g:2330396
Mbashara	id=g:2330397
Mbasere	id=g:2330398
Mbasema	id=g:2330399
Mbarowei	id=g:2330400
Mbarka Manga	id=g:2330401
River Mba	id=g:2330402
Mbaranba	id=g:2330403
Mbarakpa	id=g:2330404
Mbarakom	id=g:2330405
Nbara Akuma	id=g:2330406
Mbara	id=g:2330407
Mbar	id=g:2330408
Mbar	id=g:2330409
Mbango	id=g:2330410
Mbanga	id=g:2330411
Mbananden	id=g:2330412
Mbana	id=g:2330413
Mayo Mbamoi	id=g:2330414
Mbamnga	id=g:2330415
Mbam Market	id=g:2330416
Mbamini	id=g:2330417
Mbamga	id=g:2330418
Mbambe Fulani	id=g:2330419
Mbamba	id=g:2330420
River Mbam	id=g:2330421
Mbam	id=g:2330422
Mbaluwaha	id=g:2330423
Mbalido	id=g:2330424
Mbali Hill	id=g:2330425
Mbalgare	id=g:2330426
Mbalgare	id=g:2330427
Mbalaze	id=g:2330428
Nbalano	id=g:2330429
River Mbalamba	id=g:2330430
Mbalala Nkyaki	id=g:2330431
Mbalala Gana	id=g:2330432
Mbalala	id=g:2330433
Mbalaha	id=g:2330434
Mbalagi	id=g:2330435
Mbalagi	id=g:2330436
Mbalagi	id=g:2330437
Mbala	id=g:2330438
Mbak Uyo	id=g:2330439
Mbakuku	id=g:2330440
Mbakpe	id=g:2330441
Mbakowo	id=g:2330442
Mbak Itam	id=g:2330443
Mbak Ikot Ebo	id=g:2330444
Mbak Ikot Abasi	id=g:2330445
Mbak Atan	id=g:2330446
Mbak 1	id=g:2330447
Mbagu	id=g:2330448
Mbagobiri	id=g:2330449
Mbagari	id=g:2330450
Mbagare	id=g:2330451
Mbagang	id=g:2330452
Mbacub	id=g:2330453
Mbabo	id=g:2330454
Mbabende	id=g:2330455
Mbabbi	id=g:2330456
River Mbaban	id=g:2330457
Mbaakpur	id=g:2330458
Mbaafon Forest Reserve	id=g:2330459
Mbaade	id=g:2330460
Mba	id=g:2330461
Mba	id=g:2330462
Mazwa	id=g:2330463
Mazozawa	id=g:2330464
Mazonko	id=g:2330465
Mazoji	id=g:2330466
Mazawun	id=g:2330467
Mazawa Hamlets	id=g:2330468
Mazare	id=g:2330469
Mazanya Hill	id=g:2330470
Mazanya Forest Reserve	id=g:2330471
Mazanya	id=g:2330472
Mazan Jadum	id=g:2330473
Mazakuka	id=g:2330474
Mazakari	id=g:2330475
Mazagon	id=g:2330476
Mazagoma	id=g:2330477
Mazagani	id=g:2330478
Mazagamo	id=g:2330479
Mazaga	id=g:2330480
Lake Mazafara	id=g:2330481
Maza	id=g:2330482
Maza	id=g:2330483
River Mayunka	id=g:2330484
Mayuku Creek	id=g:2330485
Mayo Yum	id=g:2330486
Mayo Yim	id=g:2330487
Rafin Mayowan du	id=g:2330488
Mayo Wandu	id=g:2330489
Mayo Vamde	id=g:2330490
Hosere Mayo Tolore	id=g:2330491
Mayo Tolore	id=g:2330492
Mayo Tolore	id=g:2330493
Hosere Mayotapare	id=g:2330494
Mayo Sumsum	id=g:2330495
Mayo Sumsum	id=g:2330496
Mayo Selbe	id=g:2330497
Mayo Sabere	id=g:2330498
Mayo Ranewo	id=g:2330499
Mayo Paka	id=g:2330500
Mayo Pai	id=g:2330501
Mayo Njim	id=g:2330502
Mayo Nguli	id=g:2330503
Mayo Nggalbihi	id=g:2330504
Mayo Ngalbihi	id=g:2330505
Mayo Ndaga	id=g:2330506
Mayo Mukan	id=g:2330507
Mayo Mbona	id=g:2330508
Mayo Lope	id=g:2330509
Mayo Koto	id=g:2330510
Mayo Kordo Keremi	id=g:2330511
Mayo Kordo	id=g:2330512
Mayo Kom	id=g:2330513
Mayo Kole	id=g:2330514
Mayo Kam	id=g:2330515
Mayo Kale	id=g:2330516
Mayo Juji	id=g:2330517
Mayo Jigawal	id=g:2330518
Mayo Jeyi	id=g:2330519
Mayo Jarandi	id=g:2330520
Mayo Jamtari	id=g:2330521
Mayo Jaa	id=g:2330522
Mayo Ine	id=g:2330523
Mayo Hendu	id=g:2330524
Mayo Haka Fulani	id=g:2330525
Mayo Haka Chamba	id=g:2330526
Mayo Haka	id=g:2330527
Mayo Habe	id=g:2330528
Mayo Goro	id=g:2330529
Mayo Gageri	id=g:2330530
Mayo Fundam	id=g:2330531
Mayo Faran	id=g:2330532
Mayo Dukwam	id=g:2330533
Mayo Dongi	id=g:2330534
Mayo Dim	id=g:2330535
Mayo Dembi	id=g:2330536
Mayo Dasa	id=g:2330537
Mayo Daleje	id=g:2330538
Mayo Butale	id=g:2330539
Mayo Butale	id=g:2330540
Mayo Buta	id=g:2330541
Mayo Brum	id=g:2330542
Mayo Belwa	id=g:2330543
Mayo Beli	id=g:2330544
Mayo Bani	id=g:2330545
Mayo Baji	id=g:2330546
Mayir	id=g:2330547
Mayin	id=g:2330548
Mayilim	id=g:2330549
Hosere Mayero	id=g:2330550
Mayen	id=g:2330551
Mayel Kohi	id=g:2330552
Mayare	id=g:2330553
Mayange	id=g:2330554
Mayan	id=g:2330555
Mayalo	id=g:2330556
Mayaki	id=g:2330557
Mayaka	id=g:2330558
Maya	id=g:2330559
Maya	id=g:2330560
Maya	id=g:2330561
Maya	id=g:2330562
Maya	id=g:2330563
Maya	id=g:2330564
Mawun Oke	id=g:2330565
Mawun Isale	id=g:2330566
Mawuko	id=g:2330567
Mawere	id=g:2330568
Maweje	id=g:2330569
Mawadaci	id=g:2330570
Maveran	id=g:2330571
Maursuri	id=g:2330572
Mauli	id=g:2330573
Maulamidu	id=g:2330574
Maudori	id=g:2330575
Maturrumi	id=g:2330576
Matumbi	id=g:2330577
Matukuda	id=g:2330578
Matugwai	id=g:2330579
Matua	id=g:2330580
Matta Range	id=g:2330581
Mattara	id=g:2330582
Mattagojeri	id=g:2330583
Matsuku	id=g:2330584
Matsuku	id=g:2330585
Matsira	id=g:2330586
Matseri	id=g:2330587
Matsena	id=g:2330589
Matsari	id=g:2330590
Matsango	id=g:2330591
Matsai	id=g:2330592
River Matsachin	id=g:2330593
Matona	id=g:2330594
Matia-Kuka	id=g:2330595
Mati	id=g:2330596
Materum Hill	id=g:2330597
Materum	id=g:2330598
Materam	id=g:2330599
Matasu	id=g:2330600
Mataya	id=g:2330601
Matau	id=g:2330602
Matate	id=g:2330603
River Matashirip	id=g:2330604
Matashatara	id=g:2330605
Matari	id=g:2330606
Matari	id=g:2330607
Matarawa	id=g:2330608
Matara	id=g:2330609
Matanshen	id=g:2330610
Lake Matansarki	id=g:2330611
Matankari	id=g:2330612
Matankari	id=g:2330613
Matan Kari	id=g:2330614
Matan Kali	id=g:2330615
Matan Kali	id=g:2330616
Matani	id=g:2330617
Matanfada	id=g:2330618
Matande Hill	id=g:2330619
Matalengo	id=g:2330620
Matale	id=g:2330621
Mataha	id=g:2330622
Matafanamri	id=g:2330623
Matachibu	id=g:2330624
Masuwa	id=g:2330625
Masuri	id=g:2330626
Masurbu	id=g:2330627
Masupa	id=g:2330628
Masuku	id=g:2330629
Masudo	id=g:2330630
Masu Baka	id=g:2330631
Masu	id=g:2330632
Masu	id=g:2330633
Masu	id=g:2330634
River Massuri	id=g:2330635
Massenge	id=g:2330636
Massanawa	id=g:2330637
Massama	id=g:2330638
Massaba	id=g:2330639
Masoji	id=g:2330640
Maskawa	id=g:2330641
Maska	id=g:2330642
Maska	id=g:2330643
Maska	id=g:2330644
Masiya	id=g:2330645
Masifa	id=g:2330646
Masifa	id=g:2330647
Masifa	id=g:2330648
Masifa	id=g:2330649
Masifa	id=g:2330650
Masibi Forest Reserve	id=g:2330651
Masholari	id=g:2330652
Masho Fulani	id=g:2330653
Masho	id=g:2330654
Masho	id=g:2330655
Maship	id=g:2330656
Mashina	id=g:2330657
Mashi Lawan	id=g:2330658
Mashiji	id=g:2330659
Mashigin Kada	id=g:2330660
Mashi Garba	id=g:2330661
Mashidi	id=g:2330662
River Mashi	id=g:2330663
Mashi	id=g:2330664
Mashemi	id=g:2330665
Mashema	id=g:2330666
Mashe	id=g:2330667
Mashe	id=g:2330668
River Mashayi	id=g:2330669
Mashayi	id=g:2330670
Mashaya	id=g:2330671
Mashawulti	id=g:2330672
Mashapa	id=g:2330673
Mashamo	id=g:2330674
Mashama	id=g:2330675
Masev	id=g:2330676
Mase	id=g:2330677
Mase	id=g:2330678
Masba	id=g:2330679
Maganawa	id=g:2330680
Gundawa	id=g:2330681
Masari	id=g:2330682
Masamagu	id=g:2330683
River Masama	id=g:2330684
Masama	id=g:2330685
Masama	id=g:2330686
Masama	id=g:2330687
Masama	id=g:2330688
Masama	id=g:2330689
Masalaram	id=g:2330690
Masalachi	id=g:2330691
Masakandari	id=g:2330692
Masakali	id=g:2330693
Masuku	id=g:2330694
Masaida	id=g:2330695
Masagu	id=g:2330696
Masagu	id=g:2330697
Masagafu	id=g:2330698
Masadi	id=g:2330699
Masabu	id=g:2330700
Masabka	id=g:2330701
Masabiu	id=g:2330702
Masa	id=g:2330703
Masa	id=g:2330704
Masa	id=g:2330705
Maryland	id=g:2330706
Marware	id=g:2330707
Marwa	id=g:2330708
Maruwa	id=g:2330709
Maruta	id=g:2330710
River Marumaru	id=g:2330711
Marumari	id=g:2330712
Maruda	id=g:2330713
Maru Bongudu Native Area Forest Reserve	id=g:2330714
Maruba	id=g:2330715
River Maru	id=g:2330716
Maru	id=g:2330717
Maru	id=g:2330718
Marte	id=g:2330719
Martari	id=g:2330720
Marshall Point	id=g:2330721
Marraraba	id=g:2330722
Marraraba	id=g:2330723
Marori	id=g:2330724
Marori	id=g:2330725
Marondu	id=g:2330726
Maromipin	id=g:2330727
Maroko	id=g:2330728
Maro	id=g:2330729
Marnona	id=g:2330730
Marnami	id=g:2330731
Marmozhi	id=g:2330732
Marmaro	id=g:2330733
Marmara	id=g:2330734
Marmara	id=g:2330735
Marmara	id=g:2330736
Marma	id=g:2330737
Marma	id=g:2330738
Marlu	id=g:2330739
Mark Point	id=g:2330740
Markin	id=g:2330741
River Marke	id=g:2330742
River Marke	id=g:2330743
Marke	id=g:2330744
Marke	id=g:2330745
Marke	id=g:2330746
Marke	id=g:2330747
Marke	id=g:2330748
Nisan Marke	id=g:2330749
Marke	id=g:2330750
Marke	id=g:2330751
Marke	id=g:2330752
Marke	id=g:2330753
Marka	id=g:2330754
Marja	id=g:2330755
Marja	id=g:2330756
Mariwol Marshes	id=g:2330757
Mariri	id=g:2330758
Mariri	id=g:2330759
Mariri	id=g:2330760
Maringa	id=g:2330761
Marina Shoals	id=g:2330762
Marinai	id=g:2330763
Marina	id=g:2330764
Marina	id=g:2330765
Marina	id=g:2330766
Marina	id=g:2330767
Marikishi	id=g:2330768
River Mariga	id=g:2330769
Mariga	id=g:2330770
Maribi Hill	id=g:2330771
Maribi	id=g:2330772
Mari	id=g:2330773
Mari	id=g:2330774
Maria	id=g:2330775
Marhai Hills	id=g:2330776
Marhai	id=g:2330777
Marguba	id=g:2330778
Marge	id=g:2330779
Margawa	id=g:2330780
Margawa	id=g:2330781
Margau	id=g:2330782
Margadu	id=g:2330785
Marga	id=g:2330786
Marga	id=g:2330787
Marewo	id=g:2330788
Maresu	id=g:2330789
Mareso	id=g:2330790
Marescaux Point	id=g:2330791
Mareri	id=g:2330792
Mareri	id=g:2330793
Mareke	id=g:2330794
Marbini	id=g:2330795
Marbe Native Area Forest Reserve	id=g:2330796
Mara Zamfarawa	id=g:2330797
Maraya	id=g:2330798
Maraya	id=g:2330799
Maraya	id=g:2330800
Maraya	id=g:2330801
Maraya	id=g:2330802
Maraya	id=g:2330803
Marawa	id=g:2330804
Maratchakwa	id=g:2330805
River Marashi	id=g:2330806
Marashi	id=g:2330807
Mararraba Mayel Belwa	id=g:2330808
Mararie	id=g:2330809
Mararaba	id=g:2330810
Mararaba	id=g:2330811
Mararaba	id=g:2330812
Maranda	id=g:2330813
Marana	id=g:2330814
Maran	id=g:2330815
River Mara Mara	id=g:2330816
Mara Mara	id=g:2330817
Marama Hill Forest Reserve	id=g:2330818
Marama	id=g:2330819
River Maraku	id=g:2330820
Maraku	id=g:2330821
Maraku	id=g:2330822
Maraki	id=g:2330823
Marakim-Bure	id=g:2330824
Marake	id=g:2330825
Marake	id=g:2330826
Mara Katsinawa	id=g:2330827
Tunga Marake	id=g:2330828
Maraha	id=g:2330829
Maragwasa	id=g:2330830
Marago	id=g:2330831
Marafe	id=g:2330832
Marafe	id=g:2330833
Marafaka	id=g:2330834
Marafa Gungu	id=g:2330835
Marafa	id=g:2330836
Marafa	id=g:2330837
Maradun Native Area Forest Reserve	id=g:2330838
Maradun	id=g:2330839
Maradu Hill	id=g:2330840
Maradu	id=g:2330841
River Maradoga	id=g:2330842
Goulbin Maradi	id=g:2330843
Maradawa	id=g:2330844
Marachi	id=g:2330845
Marabu Hills	id=g:2330846
Marabu-Bawa	id=g:2330847
Marabu-Abu	id=g:2330848
Marabu	id=g:2330849
Marabi	id=g:2330850
Marabdulo	id=g:2330851
Maraba Hill	id=g:2330852
Maraba	id=g:2330853
Maraba	id=g:2330854
River Mara	id=g:2330855
Mara	id=g:2330856
Mara	id=g:2330857
Mara	id=g:2330858
Mara	id=g:2330859
Mar	id=g:2330860
Mapo	id=g:2330861
Maplau	id=g:2330862
Mapindi	id=g:2330863
Mapidi	id=g:2330864
Mapi	id=g:2330865
Mapeo	id=g:2330866
Mape	id=g:2330867
Mapawa	id=g:2330868
Mapapo	id=g:2330869
Mapadi	id=g:2330870
River Mapa	id=g:2330871
Maore	id=g:2330872
Manzu	id=g:2330873
Manza’a	id=g:2330874
Manza	id=g:2330875
Manza	id=g:2330876
Manyi	id=g:2330877
Manyatoko	id=g:2330878
Manya	id=g:2330879
Manya	id=g:2330880
Manya	id=g:2330881
Manya	id=g:2330882
Manya	id=g:2330883
Manya	id=g:2330884
Manuga	id=g:2330885
Manu Forest Reserve	id=g:2330886
Manu	id=g:2330887
Mante	id=g:2330888
Mantari	id=g:2330889
Manta	id=g:2330890
Manta	id=g:2330891
Manta	id=g:2330892
Manta	id=g:2330893
Mansur	id=g:2330894
Mansuka	id=g:2330895
Manori	id=g:2330896
Manor	id=g:2330897
Manomawa	id=g:2330898
Mannang	id=g:2330899
Manmagwari	id=g:2330900
Manmagi	id=g:2330901
Mankoka	id=g:2330902
Mankeri	id=g:2330903
Manjim	id=g:2330904
Manji	id=g:2330905
Manja	id=g:2330906
Maniyo	id=g:2330907
Manini	id=g:2330908
Manicodo	id=g:2330909
Mani	id=g:2330910
Mangungum	id=g:2330911
Mongele	id=g:2330912
Mangrove Island	id=g:2330913
Mangoro	id=g:2330914
Mangoro	id=g:2330915
Mangola	id=g:2330916
Mango	id=g:2330917
Mangeti	id=g:2330918
Manger	id=g:2330919
Mangel	id=g:2330920
Mangas	id=g:2330921
Mangari	id=g:2330922
Mangar	id=g:2330923
Mangar	id=g:2330924
Mangala	id=g:2330925
Mangala	id=g:2330926
Mangal	id=g:2330927
Mangada Malalam	id=g:2330928
Dutsin Mangada Hill	id=g:2330929
Mangada	id=g:2330930
Manga	id=g:2330931
Manga	id=g:2330932
Manfu	id=g:2330933
Manegi	id=g:2330934
Maneara	id=g:2330935
Mando Forest Reserve	id=g:2330936
Mando	id=g:2330937
Mandera	id=g:2330938
Manden	id=g:2330939
Mande	id=g:2330940
Mande	id=g:2330941
Mande	id=g:2330942
Mandarka	id=g:2330943
Mandaragirau	id=g:2330944
Mandara	id=g:2330945
Mandar	id=g:2330946
Mandan	id=g:2330947
Mandakwa	id=g:2330948
Manda Klihilba	id=g:2330949
Mandagan	id=g:2330950
Mandadi	id=g:2330951
Mandadawa	id=g:2330952
Mancho Kurmi	id=g:2330953
Manchok	id=g:2330954
Manaya	id=g:2330955
Manawashi	id=g:2330956
Manawaji Potiskum	id=g:2330957
Manawaji Bornu	id=g:2330958
Manawaji	id=g:2330959
Manawaji	id=g:2330960
Manawaji	id=g:2330961
Manawachi	id=g:2330962
Manawa	id=g:2330963
Manaouatchi	id=g:2330964
Manakwa	id=g:2330965
Mana	id=g:2330966
Mana	id=g:2330967
Mamzali	id=g:2330968
Mamunu	id=g:2330969
Mamuni	id=g:2330970
Mamula	id=g:2330971
Mamudu	id=g:2330972
Mamudo River	id=g:2330973
Mamudo	id=g:2330974
Mamuda	id=g:2330975
River Mamu	id=g:2330976
Mamu	id=g:2330977
Mamman	id=g:2330978
Mamkom	id=g:2330979
Mami	id=g:2330980
Mami	id=g:2330981
Mami	id=g:2330982
Mami	id=g:2330983
Mamerebo	id=g:2330984
Mambwa Hill	id=g:2330985
Mamburso	id=g:2330986
Mambilla Hill	id=g:2330987
Monts Mambila	id=g:2330988
Mamba	id=g:2330989
Mama Zagi	id=g:2330990
Mamayerwa	id=g:2330991
Mamansuka	id=g:2330992
Mama Maza	id=g:2330993
Mamam	id=g:2330994
Mamalok	id=g:2330995
Mamako	id=g:2330996
Mamajo	id=g:2330997
Mama	id=g:2330998
Mam	id=g:2330999
River Malun	id=g:2331000
Malum Mastari	id=g:2331001
Malum Maja	id=g:2331002
Malum Jalumiri	id=g:2331003
Malum Fuhuri	id=g:2331004
Malumfashi	id=g:2331005
Mal Umari	id=g:2331006
Maluma	id=g:2331007
Malulu	id=g:2331008
Maluanti	id=g:2331009
Malti Hill	id=g:2331010
Malowsari	id=g:2331011
Maloto	id=g:2331012
Malori Faragona	id=g:2331013
Malori	id=g:2331014
Malori	id=g:2331015
Malopo	id=g:2331016
Malope	id=g:2331017
Malopa	id=g:2331018
Malmo	id=g:2331019
Malmo	id=g:2331020
Malmayi	id=g:2331021
Mallurin Tudu	id=g:2331022
Malleri	id=g:2331023
Mallemadigo	id=g:2331024
Malle	id=g:2331025
Mallanche	id=g:2331026
Mallan	id=g:2331027
Mallam Yaro	id=g:2331028
Mallam Usman	id=g:2331029
Mallam Sidi	id=g:2331030
Mallam Salau	id=g:2331031
Mallamri	id=g:2331032
Mallamri	id=g:2331033
Mallam Mudi	id=g:2331034
Mallam Manu	id=g:2331035
Mallam Maitari	id=g:2331036
Malummaduri	id=g:2331037
Mallam Madugu	id=g:2331038
Mallam Kule	id=g:2331039
Mallam Koro	id=g:2331040
Mallam Kola	id=g:2331041
Mallam Kari	id=g:2331042
Mallam Kadi	id=g:2331043
Mallamji Native Area Forest Reserve	id=g:2331044
Mallam Hayatu	id=g:2331045
Mallam Gidado	id=g:2331046
Mallam Gayere	id=g:2331047
Mallam Garba	id=g:2331048
Mallam Dabo	id=g:2331049
Mallam Buku	id=g:2331050
Mallam Boyi	id=g:2331051
Mallam Bindiga	id=g:2331052
Mallam Bello	id=g:2331053
Mallam Batta	id=g:2331054
Mallam Bapa	id=g:2331055
Mallamawa	id=g:2331056
Mallamawa	id=g:2331057
Mallamawa	id=g:2331058
Mallamawa	id=g:2331059
Mallamawa	id=g:2331060
Mallamawa	id=g:2331061
Mallamawa	id=g:2331062
Mallam Ana	id=g:2331063
Mallam Ali	id=g:2331064
River Mallam	id=g:2331065
Mal Kurri	id=g:2331066
Malkiba	id=g:2331067
Malissa	id=g:2331068
Malinkaye Hill	id=g:2331069
Malingo	id=g:2331070
Mayo Maliki	id=g:2331071
Maliki	id=g:2331072
Malikawa	id=g:2331073
Malikanchi	id=g:2331074
Maliba	id=g:2331075
Malga-Tawa	id=g:2331076
Malgam Hill	id=g:2331077
Malgam	id=g:2331078
Malewa	id=g:2331079
Malete	id=g:2331080
Malete	id=g:2331081
Malete	id=g:2331082
Maleru	id=g:2331083
Malero	id=g:2331084
River Malendo	id=g:2331085
Malemawa	id=g:2331086
Malele	id=g:2331087
Malekolo	id=g:2331088
Maleh	id=g:2331089
Mal Dunamari	id=g:2331090
Dutsin Maldau Hill	id=g:2331091
Maldau	id=g:2331092
Mala Yagari	id=g:2331093
Malatin	id=g:2331094
Malari	id=g:2331095
Malari	id=g:2331096
Malari	id=g:2331097
Malang	id=g:2331098
Malana	id=g:2331099
Malam Gonare	id=g:2331100
Malamawan Gabas	id=g:2331101
Malamawa	id=g:2331102
Malamawa	id=g:2331103
Malamawa	id=g:2331104
Malamawa	id=g:2331105
Malam Atuman	id=g:2331106
Malamabe	id=g:2331107
Malam	id=g:2331108
Malaya	id=g:2331109
Malakwaya Pupka	id=g:2331110
Rafin Malakwaya	id=g:2331111
Malakun	id=g:2331112
Malakadala	id=g:2331113
Malajin Gabas	id=g:2331114
Malaji	id=g:2331115
Malaji	id=g:2331116
Malagi	id=g:2331117
Maraganta	id=g:2331118
Malagan	id=g:2331119
Malafa	id=g:2331120
Lake Maladumba	id=g:2331121
Mai Adamri	id=g:2331122
Malabu	id=g:2331123
Malabi	id=g:2331124
River Mala	id=g:2331125
Mala	id=g:2331126
Makyalo	id=g:2331127
Makwoi	id=g:2331128
Makwaye	id=g:2331129
Makwarua	id=g:2331130
Makwari	id=g:2331131
Mak War Hills	id=g:2331132
Makwa	id=g:2331133
Makuwana	id=g:2331134
Makutu	id=g:2331135
Makusidi	id=g:2331136
Makuri	id=g:2331137
Makurdi North	id=g:2331138
Makurdi Airport	id=g:2331139
Makurdi	id=g:2331140
Makurda	id=g:2331141
Makura	id=g:2331142
Makuntun	id=g:2331143
Makun	id=g:2331144
Makun	id=g:2331145
Makun	id=g:2331146
Makun	id=g:2331147
Makulu	id=g:2331148
Makule	id=g:2331149
Makudu	id=g:2331150
Maku	id=g:2331151
Maksha	id=g:2331152
Maksamari	id=g:2331153
Makoshi Abunde	id=g:2331154
Makoshi	id=g:2331155
Makong	id=g:2331156
Makondo	id=g:2331157
Makoko	id=g:2331158
Makoda Forest Reserve	id=g:2331159
Makuda	id=g:2331160
Mako	id=g:2331161
Makiya	id=g:2331162
Makirin	id=g:2331163
Makirin	id=g:2331164
Makir	id=g:2331165
Makinta Meleri	id=g:2331166
Makintari	id=g:2331167
Makina	id=g:2331168
Makina	id=g:2331169
Makiku	id=g:2331170
Maki Forest Reserve	id=g:2331171
Makichi	id=g:2331172
Maki	id=g:2331173
Makeri	id=g:2331175
Makeri	id=g:2331176
Makeri	id=g:2331177
Makeri	id=g:2331178
Makeri	id=g:2331179
Makeri	id=g:2331180
Makeri	id=g:2331181
Makerowa	id=g:2331182
Makera	id=g:2331183
Makera	id=g:2331184
Makera	id=g:2331185
Makera	id=g:2331186
Makera	id=g:2331187
Makera	id=g:2331188
Makera	id=g:2331189
Makera	id=g:2331190
Makera	id=g:2331191
Makera	id=g:2331192
Makera	id=g:2331193
Makeke	id=g:2331194
Makei	id=g:2331195
Makawa	id=g:2331196
Makawa	id=g:2331197
Makawa	id=g:2331198
Makawa	id=g:2331199
Makauraci	id=g:2331200
Makau	id=g:2331201
Makatayi	id=g:2331202
Makarfi	id=g:2331203
Makarfe	id=g:2331204
Makarfai	id=g:2331205
Makanwashi	id=g:2331206
Makankawara	id=g:2331207
Makankari	id=g:2331208
Makangawa	id=g:2331209
Makangara	id=g:2331210
Makami	id=g:2331211
Hosere Makakara	id=g:2331212
Makago	id=g:2331213
Makafi	id=g:2331214
River Makadi	id=g:2331215
Makadi	id=g:2331216
Makader	id=g:2331217
Makadangi	id=g:2331218
Makadangi	id=g:2331219
Major Porter	id=g:2331220
Major Musa	id=g:2331221
Majnyoru	id=g:2331222
Majiya	id=g:2331223
Majiri	id=g:2331224
Majinga	id=g:2331225
Majidun Ilaje	id=g:2331226
Majidun Creek	id=g:2331227
Majidi	id=g:2331228
Majiatudu	id=g:2331229
Majiasara	id=g:2331230
Majiakuka	id=g:2331231
Majiyor	id=g:2331232
Maji	id=g:2331233
Maji	id=g:2331234
Majewa	id=g:2331235
Majeroku	id=g:2331236
Majeme	id=g:2331237
Majekosun	id=g:2331238
Majeken	id=g:2331239
Majekakuri	id=g:2331240
Majeja	id=g:2331241
River Maje	id=g:2331242
River Maje	id=g:2331243
Maje	id=g:2331244
Magengobir	id=g:2331245
Maje	id=g:2331246
Maje	id=g:2331247
Maje	id=g:2331248
Galadiman Maje	id=g:2331249
Maje	id=g:2331250
Maje	id=g:2331251
Maje	id=g:2331252
Majara Hill	id=g:2331253
Majara	id=g:2331254
Majara	id=g:2331255
Majape	id=g:2331256
Majapa	id=g:2331257
Majalawo	id=g:2331258
Majadu	id=g:2331259
Majabu	id=g:2331260
Maizuo	id=g:2331261
Maizobe	id=g:2331262
Maizaure	id=g:2331263
Maizari Hill	id=g:2331264
Maizanko Hill	id=g:2331265
Maizaga	id=g:2331266
Maiyema	id=g:2331267
Maiyegun	id=g:2331268
Maiyari	id=g:2331269
Mai Yarda	id=g:2331270
Maiyanga	id=g:2331271
Maiyanga	id=g:2331272
Maiyanga	id=g:2331273
Maiyama	id=g:2331274
River Maiyakwashi	id=g:2331275
Maiyadiya	id=g:2331276
Mai Wuya	id=g:2331277
Mai Wuya	id=g:2331278
River Maiweiwei	id=g:2331279
Maiwayo	id=g:2331280
Maiwayo	id=g:2331281
Maiwa Kango	id=g:2331282
Maiwa Hill	id=g:2331283
Maiwa	id=g:2331284
Maiwa	id=g:2331285
Maiwa	id=g:2331286
Maira	id=g:2331287
Maiturare	id=g:2331288
River Maitunku	id=g:2331289
Maitundu	id=g:2331290
Mai Tukuniyan Dangu	id=g:2331291
Maitumbi	id=g:2331292
Mai Tukuniyan Baban Gona	id=g:2331293
Maitugwai	id=g:2331294
Maitsidau	id=g:2331295
Maitoso	id=g:2331296
Maitori	id=g:2331297
Maitawaye	id=g:2331298
Maitaumari	id=g:2331299
River Maitara Kasa	id=g:2331300
Maitankari	id=g:2331301
Maitambari	id=g:2331302
Maitama	id=g:2331303
Maiswashi	id=g:2331304
Maisumi	id=g:2331305
Maisuma	id=g:2331306
Maisule	id=g:2331307
Maisorai Hill	id=g:2331308
Maisolo Hill	id=g:2331309
Maisi	id=g:2331310
Mai Shera	id=g:2331311
Maishaika	id=g:2331312
Mai Sera	id=g:2331313
Maisarake	id=g:2331314
Maisani	id=g:2331315
Mai Sango	id=g:2331316
Maisandari	id=g:2331317
Maisandari	id=g:2331318
Mai Samari Forest Reserve	id=g:2331319
Maisamari	id=g:2331320
Maisamari	id=g:2331321
Mai Samari	id=g:2331322
Mai Samari	id=g:2331323
Maisaje	id=g:2331324
Maisemari	id=g:2331325
Mai Saje	id=g:2331326
Maisaimari Birin	id=g:2331327
Maisaimari	id=g:2331328
Maisaba	id=g:2331329
Mairobi	id=g:2331330
Mai Rimi	id=g:2331331
Mairimai	id=g:2331332
Mairamri	id=g:2331333
Mairamri	id=g:2331334
Mairairai	id=g:2331335
Mairama Hill	id=g:2331336
Mairabo	id=g:2331337
Mai Panpo	id=g:2331338
Maio	id=g:2331339
Mainyakare	id=g:2331340
