Maytabaro	id=g:6812486
Douzi	id=g:6848159
Gadouwa	id=g:6848160
Kao Kalaoua	id=g:6848161
Kao Kiné	id=g:6848162
Sossoram	id=g:6848163
Tchamo	id=g:6848164
Kalakamba	id=g:6848165
Kotchamoua	id=g:6848166
Diégoua	id=g:6848167
Boultouram	id=g:6848168
Issa Douri	id=g:6848169
Koli Kolatchando	id=g:6848170
Kayoua	id=g:6848171
Kabi Niaram	id=g:6848172
Foulango	id=g:6848173
Dirtoua	id=g:6848174
Kinaram	id=g:6848175
Kaéla	id=g:6848176
Falgou Kaygouaèl	id=g:6848177
Aguem Gana	id=g:6848178
Aguem Koura	id=g:6848179
Diamako	id=g:6848180
Falgou Bito	id=g:6848181
Falgou Koussouloua	id=g:6848182
Ngor Kégoua	id=g:6848183
Ngor Gatoumba	id=g:6848184
Ngor Kolola	id=g:6848185
Falgou Kassouloua	id=g:6848186
Falgou Massaram	id=g:6848187
Diougo	id=g:6848188
Nguèl Indou	id=g:6848189
Baoumi Bitoa	id=g:6848190
Kiri Kandila	id=g:6848191
Boula Boukari	id=g:6848192
Falougou Tchouma	id=g:6848193
Farara	id=g:6848194
Kirikessa	id=g:6848195
Ngor Goussouloua	id=g:6848196
Nguèl Adouaé	id=g:6848197
Moussaram Bédjorondjou	id=g:6848198
Diougounou	id=g:6848199
Kirikalirom	id=g:6848200
Dougoulé Malassèn	id=g:6848201
Nguèl Dibéjé	id=g:6848202
Nguèl Adari	id=g:6848203
Mamouya	id=g:6848204
Kouboulé Malam Béllo	id=g:6848205
Dohinguèl	id=g:6848206
Dibéhèl	id=g:6848207
Nguèl Namandé	id=g:6848208
Tchandiara	id=g:6848209
Maymay Aho	id=g:6848210
Nguèl Léyèl	id=g:6848211
Nguèl Aléché	id=g:6848212
Nguèl Solaré	id=g:6848213
Maloum Oumaram	id=g:6848214
Diakamahi	id=g:6848215
Maldala	id=g:6848216
Mandaradi	id=g:6848217
Ibrahidi	id=g:6848218
Ouhoulé	id=g:6848219
Ngor Diamboto	id=g:6848220
Diomoto	id=g:6848221
Koumorsori	id=g:6848222
Kassouloua	id=g:6848223
Koulo Malam Boukar	id=g:6848224
Abadaniram Ngouèlgouèl	id=g:6848225
Kindja Indioua	id=g:6848226
Kiéssaoua	id=g:6848227
Kololoram	id=g:6848228
Zouloua	id=g:6848229
Boula Baragoua	id=g:6848230
Ibram Kaourom	id=g:6848231
Kélémaram	id=g:6848232
Kourou	id=g:6848233
Gambatoua	id=g:6848234
Kirikaldiouram	id=g:6848235
Madouguidiram	id=g:6848236
Nguèl Gajangou	id=g:6848237
Baram Kajola	id=g:6848238
Alachioram	id=g:6848239
Bogarom	id=g:6848240
Saléri Gana Kélafal	id=g:6848241
Gambdou	id=g:6848242
Boula Hèr	id=g:6848243
Kélbouaram	id=g:6848244
Béla Ouardé	id=g:6848245
Babouloua	id=g:6848246
Falgouji Karagoua	id=g:6848247
Ajiram	id=g:6848248
Daoudari	id=g:6848249
Tamargouèl	id=g:6848250
Kichèl	id=g:6848251
Boulèl	id=g:6848252
Bamiroua	id=g:6848253
Déborom	id=g:6848254
Nguélèy Yéguéni	id=g:6848255
Koudouahi	id=g:6848256
Kangaroua	id=g:6848257
Malari	id=g:6848258
Guilého	id=g:6848259
Kangaroua	id=g:6848260
Faya Bardé	id=g:6848261
Guijiga	id=g:6848262
Faya Falgou Bito	id=g:6848263
Nguèl Badadi	id=g:6848264
Nguèl Dornaji	id=g:6848265
Nguèl Chobé	id=g:6848266
Kouanguèl	id=g:6848267
Nguèl Kofiki	id=g:6848268
Poualol	id=g:6848269
Falgou Baboula	id=g:6848270
Kayna	id=g:6848271
Django Kolakamina	id=g:6848272
Dogo	id=g:6848273
Chimalé	id=g:6848275
Ngorgoua	id=g:6848276
Kaoukoumé	id=g:6848277
Douroum	id=g:6848278
Maja	id=g:6848279
Tabkin Magaria	id=g:6848280
Yalaoua	id=g:6848281
Diatalom	id=g:6848282
Falgou Karamgoua	id=g:6848283
Kaougoul	id=g:6848284
Bourgouma	id=g:6848285
Joua	id=g:6848286
Zangon Tiafalé	id=g:6848287
Zangon Aouahi	id=g:6848288
Bakari	id=g:6848289
Gali	id=g:6848290
Akirilou	id=g:6848291
Korén Magaria	id=g:6848292
Toudoun Bouzou	id=g:6848293
Malam Baoua	id=g:6848294
Diango Malambar	id=g:6848295
Kalkaloua	id=g:6848296
Doutchi Lakobor	id=g:6848297
Gadjaridjana	id=g:6848298
Tabkin Bilabérim	id=g:6848299
Farara Ounéréfa	id=g:6848300
Gorohidié	id=g:6848301
Guidiaridam	id=g:6848302
Tchago	id=g:6848303
Ouadja	id=g:6848304
Maloum Oumararam	id=g:6848305
Baram Malam Abdou	id=g:6848306
Moujia	id=g:6848307
Ritilamiram	id=g:6848308
Kirikré	id=g:6848309
Boultiram	id=g:6848310
Marmara	id=g:6848311
Dan Gojia	id=g:6848312
Doutchi Gouana	id=g:6848313
Doutchi Arté	id=g:6848314
Baban Tabki	id=g:6848315
Bilabérim	id=g:6848316
Délabélaka	id=g:6848317
Ouajam	id=g:6848318
Nguèl Gaji Karagoua	id=g:6848319
Gajimirom	id=g:6848320
Kirabadou	id=g:6848321
Gohinga	id=g:6848322
Goriguèl	id=g:6848323
Aïcha Miram	id=g:6848324
Nguèl Kaoujé	id=g:6848325
Bouloua Kora	id=g:6848326
Bouloua	id=g:6848327
Nguèl Diamdiam	id=g:6848328
Nga Dornodié	id=g:6848329
Koublé	id=g:6848330
Sananaoua	id=g:6848331
Ngor Yakouabi	id=g:6848332
Koudoua	id=g:6848333
Koudouèl	id=g:6848334
Nguèl Dabo	id=g:6848335
Falou Karjima	id=g:6848336
Kournaoua	id=g:6848337
Tamsougoua Kilakama	id=g:6848338
Dembaoua	id=g:6848339
Adji Kouléram	id=g:6848340
Guébtèr	id=g:6848341
Adji Kariboram	id=g:6848342
Koulankargui	id=g:6848343
Adji Mounéri	id=g:6848344
Gambdou	id=g:6848345
Nga Sadiéoua	id=g:6848346
Sounoussougou	id=g:6848347
Boulama	id=g:6848348
Boulama Gana	id=g:6848349
Kouyomari	id=g:6848350
Dodori	id=g:6848351
Aberdi	id=g:6848352
Baoléya	id=g:6848353
Allaouné	id=g:6848354
Korofaran	id=g:6848355
Mantada Gana	id=g:6848356
Gountouram	id=g:6848357
Falala	id=g:6848358
Nga Biriram	id=g:6848359
Nguèl Chaski	id=g:6848360
Biaram	id=g:6848361
Béla Kourougou	id=g:6848362
Douroudourou	id=g:6848363
Toubouri	id=g:6848364
Nga Biriram	id=g:6848365
May Doéram	id=g:6848366
Nguèl Gonis	id=g:6848367
Nguèl Mama	id=g:6848368
Tatoukoutou	id=g:6848369
Gaorom	id=g:6848370
Koulo Dahinbi	id=g:6848371
Kayéoua	id=g:6848372
Nga Maram	id=g:6848373
Nguèl Hassane	id=g:6848374
Djirip	id=g:6848375
Malem Mamanam	id=g:6848376
Madigajiram	id=g:6848377
Abadaniram	id=g:6848378
Boulèl Issa	id=g:6848379
Tira Zaratèn	id=g:6848416
A Ad	id=g:6848417
Amaanas	id=g:6848418
Amaanas	id=g:6848419
Oualét Amaanas	id=g:6848420
Isfindi	id=g:6848421
Aramseurgou	id=g:6848422
Ti-n-Tadangawi	id=g:6848423
Ikaka	id=g:6848424
Ti-n-Tadangawi	id=g:6848425
Tima Kakarien	id=g:6848426
Tibéram	id=g:6848427
Debo Matonndo	id=g:6848428
Bano Déo	id=g:6848429
Séni Bané	id=g:6848430
Ti-n-Tékaré	id=g:6848431
Ti-n-Domoyo	id=g:6848432
Bango Béro	id=g:6848433
Ti-n-Zobokar	id=g:6848434
Ti-n-Tafadat	id=g:6848435
Ti-n-Tézolfe	id=g:6848436
Kabokaga	id=g:6848437
Aligati	id=g:6848438
Sabaragorou	id=g:6848439
Loga	id=g:6848440
Siwili Bongou	id=g:6848441
Gongofoga	id=g:6848442
Banitéloua	id=g:6848443
Singka Koira	id=g:6848444
Elétiloua	id=g:6848445
Gouré Tonndi	id=g:6848446
Kokorobé Koukou	id=g:6848447
Alfagakoira	id=g:6848448
Maori Koira	id=g:6848449
Ti-n-Napdar	id=g:6848450
Zangoulyé	id=g:6848451
Ti-n-Zaou	id=g:6848452
Garda Koira	id=g:6848453
Koronbara	id=g:6848454
Arodè	id=g:6848455
Tatansi	id=g:6848456
Tonndibia	id=g:6848457
Gabda	id=g:6848458
Fondobo	id=g:6848459
Kokaina	id=g:6848460
Sabako	id=g:6848461
Goumbi	id=g:6848462
Bourbouré	id=g:6848463
Bangou Taoy	id=g:6848464
Kobarga	id=g:6848465
Bagazarawa	id=g:6848466
Youma	id=g:6848467
Tassi	id=g:6848468
Djida	id=g:6848469
Dakoidé	id=g:6848470
Gondézidéo	id=g:6848472
Loumba	id=g:6848473
Waladé	id=g:6848474
Tiba	id=g:6848475
Sepbatoandi	id=g:6848476
Ti-n-Ndiar	id=g:6848477
Karigoussou	id=g:6848478
Ti-n-Agango	id=g:6848479
Tonndi Sisséra	id=g:6848480
Bouroubouk	id=g:6848481
Sawani	id=g:6848482
I-n-Azèy	id=g:6848483
Ouroubakaina	id=g:6848484
Tjandadji	id=g:6848485
Koira Tégui	id=g:6848486
Ouri Galo	id=g:6848487
Kounam	id=g:6848488
Satiboutou	id=g:6848489
Zéban Fiti	id=g:6848490
Ziza	id=g:6848491
Afonda	id=g:6848492
Koudo	id=g:6848493
Dèyze	id=g:6848494
Falao	id=g:6848495
Damé Tiloua	id=g:6848496
Assou Bango	id=g:6848497
Bafalé	id=g:6848498
Atoutou Koira	id=g:6848499
Gangani	id=g:6848500
Makani	id=g:6848501
Boubouré	id=g:6848502
Bongo Koira	id=g:6848503
Issékou Koira	id=g:6848504
Soudiéssé Koira	id=g:6848505
Koba Biokara	id=g:6848506
Assou	id=g:6848507
Nani Koira	id=g:6848508
Séwan	id=g:6848509
Zargada Koira	id=g:6848510
Samko Koira	id=g:6848511
Bongoudindé	id=g:6848512
Garbè	id=g:6848513
Doudou Koira	id=g:6848514
Assou Bango	id=g:6848515
Tonndimètchiré	id=g:6848516
Karga Tièri	id=g:6848517
Falélébéri	id=g:6848518
Bagandé	id=g:6848519
Baya	id=g:6848520
Tonndi Banda	id=g:6848521
Alzou	id=g:6848522
Bonkor	id=g:6848523
Arigana	id=g:6848524
Goldgom	id=g:6848525
Toka	id=g:6848526
Ganitchi	id=g:6848527
Méa	id=g:6848528
Wissili	id=g:6848529
Fala	id=g:6848530
Ouali	id=g:6848531
Sossonibon	id=g:6848532
Fouliandé	id=g:6848533
Saba	id=g:6848534
Sonsoni	id=g:6848535
Gakou	id=g:6848536
Siram	id=g:6848537
Algou	id=g:6848538
Kabia	id=g:6848539
Wèndou Lodio	id=g:6848540
Wèndou Siram	id=g:6848541
Guiringabé	id=g:6848542
Fétèlbé	id=g:6848543
Ti-n-Tagat	id=g:6848544
Nazèy	id=g:6848545
Pérel	id=g:6848546
Pérel	id=g:6848547
Namaré Bangou	id=g:6848548
Bakala	id=g:6848549
Bintourou	id=g:6848550
Ti-n-Azakal	id=g:6848551
Bédé Déwa	id=g:6848552
Tabardavé	id=g:6848553
Galaondou	id=g:6848554
Bèlsadji	id=g:6848555
Tonndi Kanga	id=g:6848556
Nodi	id=g:6848557
Tiandadji	id=g:6848558
Komané	id=g:6848559
Abada	id=g:6848560
Taboton	id=g:6848561
Neyni	id=g:6848562
Barékéri	id=g:6848563
Namadou Bangou	id=g:6848564
Touta	id=g:6848565
Tougorak	id=g:6848566
Kouroumou	id=g:6848567
Babalay	id=g:6848568
Binga	id=g:6848569
Tassa	id=g:6848570
Touloumt	id=g:6848571
Zébétéré	id=g:6848572
Kérimé	id=g:6848573
Tabara	id=g:6848574
Ti-n-Touloum	id=g:6848575
Ti-n-Abao	id=g:6848576
Ti-n-Tabawat	id=g:6848577
Lémou	id=g:6848578
Assou Bangou	id=g:6848579
Golo	id=g:6848580
Barakan	id=g:6848581
Boudèda	id=g:6848582
Obitiloa	id=g:6848583
Assou Bangou	id=g:6848584
Tioussoukora	id=g:6848585
Bakoumaka	id=g:6848586
Fondoubéri	id=g:6848587
Koubora	id=g:6848588
Balagarbé	id=g:6848589
Korou	id=g:6848590
Fondou Kaina	id=g:6848591
Tonndi Banda	id=g:6848592
Tolo	id=g:6848593
Bané	id=g:6848594
Kabéfo	id=g:6848595
Diguinassama	id=g:6848596
Darèygorou	id=g:6848597
Gourbéri	id=g:6848598
Kaba	id=g:6848599
Daré Bangou	id=g:6848600
Mina Daway	id=g:6848601
Tiémogonmbay	id=g:6848602
Tivol Saray	id=g:6848603
Minadaway	id=g:6848604
Guérènkaré	id=g:6848605
Gamé Dèndé	id=g:6848606
Saga	id=g:6848607
Karmadé	id=g:6848608
Diri Bangou	id=g:6848609
Sourgoumani	id=g:6848610
Gourébio	id=g:6848611
Kabé Kalèlè	id=g:6848612
Abdina	id=g:6848613
Tokéyatou	id=g:6848614
Féto Kodiolé	id=g:6848615
Tafaranga	id=g:6848616
I-n-Amaka	id=g:6848617
Kokouré	id=g:6848618
Tiékol Boulbouldi	id=g:6848619
Bamdé Tonndé Kira	id=g:6848620
Zawa Tonndia	id=g:6848621
Guélia Boiga	id=g:6848622
Goumaou	id=g:6848623
Farka	id=g:6848624
Sourgué Banguia	id=g:6848625
Gourèl	id=g:6848627
I-n-Dounan	id=g:6849243
I-n-Dounan	id=g:6849244
I-n-Tigar	id=g:6849245
I-n-Kargou	id=g:6849246
Ti-n-Kirana	id=g:6849247
I-n-Diri	id=g:6849248
I-n-Garsaman	id=g:6849249
I-n-Twila	id=g:6849250
I-n-Rwa	id=g:6849251
I-n-Cha	id=g:6849252
Rida	id=g:6849253
Yani	id=g:6849254
Tapkin Maraki	id=g:6849255
Dan Marké	id=g:6849256
Guidan Dodo	id=g:6849257
Ginda	id=g:6849258
Géou	id=g:6849259
Maraki	id=g:6849260
Dan Koumchi	id=g:6849261
Guidan Kasou	id=g:6849262
Guidan Baji	id=g:6849263
Bagoiri	id=g:6849264
Guidan Abou	id=g:6849265
Tayou	id=g:6849266
Dan Gazo	id=g:6849267
Guidan Dan Diwa	id=g:6849268
Tawatchi	id=g:6849269
Guidan Dan Damao	id=g:6849270
Gaiyou	id=g:6849271
Dan Zabou	id=g:6849272
Koubasaol	id=g:6849273
Guidan Maygirou	id=g:6849274
Batchitawa	id=g:6849275
Forêt Classée de Birnin Lalé	id=g:6849276
Guidan Maynou	id=g:6849277
Saouna	id=g:6849278
Montakouna	id=g:6849279
Zakézaké	id=g:6849280
Guidan Waze	id=g:6849281
Rouboukawa	id=g:6849282
Katanbagé	id=g:6849283
Dan Amaria	id=g:6849284
Baouri Tchatcha	id=g:6849285
Baouri Bahogo	id=g:6849286
Tapkin Tchintchia	id=g:6849287
Sengirawa	id=g:6849288
Labo Dan Salao	id=g:6849289
Toudoun Digi	id=g:6849290
Serkin Dembé	id=g:6849291
Tapkin Kouka	id=g:6849292
Kourouroubéy Mousa	id=g:6849293
Guidan Almo	id=g:6849294
Tapkin Jani	id=g:6849295
Zangon Tankou	id=g:6849296
Zangon Gochi	id=g:6849297
Dan Koumtchi	id=g:6849298
Gaochi	id=g:6849299
Daden Kowa	id=g:6849300
Zangon Dan Taori	id=g:6849301
Serkin Galma	id=g:6849302
Guidan Touloutou	id=g:6849303
Dogon Makochi	id=g:6849304
Kamakoro	id=g:6849305
Guidan Salaou	id=g:6849306
Akola Idi	id=g:6849307
Guidan Magaji	id=g:6849308
Guidan Maynou	id=g:6849309
Tapkin Bako	id=g:6849310
Saouna	id=g:6849311
Guidan Atchi	id=g:6849312
Hacharwa	id=g:6849313
Makyéra	id=g:6849314
Maybaréwa	id=g:6849315
Tyoutyana	id=g:6849316
Guidan Aladji	id=g:6849317
Guidan Baobawa	id=g:6849318
Sabongari	id=g:6849319
Anzouna	id=g:6849320
Guidan Achali	id=g:6849321
Chombougoumou	id=g:6849322
Masakoni	id=g:6849323
Déket	id=g:6849324
Balanbak	id=g:6849325
Sabata	id=g:6849326
Tatawasen	id=g:6849327
Takachawart	id=g:6849328
Eris	id=g:6849329
Manoni	id=g:6849330
Marké	id=g:6849331
Marké	id=g:6849332
Kamalchanou	id=g:6849333
Tane Gwaté	id=g:6849334
Tarzénat	id=g:6849335
Tasafata	id=g:6849336
Oumbouba	id=g:6849337
Inékyo	id=g:6849338
Kazek Gari	id=g:6849339
Dakarni	id=g:6849340
Ouraub	id=g:6849341
Tadabagét	id=g:6849342
Telmak	id=g:6849343
Karkamat Péul	id=g:6849344
Gidan Hoko	id=g:6849345
Tégèf	id=g:6849346
Tartchawaka	id=g:6849347
Guidan Isa	id=g:6849348
Guidan Mousé	id=g:6849349
Afalo	id=g:6849350
Afalo	id=g:6849351
Tchagalalé	id=g:6849352
Arlik	id=g:6849353
Touléy	id=g:6849354
Touléy	id=g:6849355
Jabouyé	id=g:6849356
Jabouyé	id=g:6849357
Akouya	id=g:6849358
Tébaro	id=g:6849359
Aséwé	id=g:6849360
Chérésadé	id=g:6849361
Tourouf	id=g:6849362
Guidan Foko	id=g:6849363
Gangamayzoumou	id=g:6849364
Amadou Mousa	id=g:6849365
Sadjo	id=g:6849366
Tanbadéri	id=g:6849367
Chin Berkawan	id=g:6849368
Korén Mayata	id=g:6849369
Korén Maykoundi	id=g:6849370
Korén Takasani	id=g:6849371
Aborak	id=g:6849372
Adér Natasén	id=g:6849373
Zangon Chéou	id=g:6849374
Tarfa	id=g:6849375
Tan Makalas	id=g:6849376
Tambouzédi	id=g:6849377
Gougou	id=g:6849378
Gadanbo	id=g:6849379
Gelbala	id=g:6849380
Rouskwa	id=g:6849381
Jatao	id=g:6849382
Hugo	id=g:6849383
Marké	id=g:6849384
Isouf	id=g:6849385
Korén Adwa	id=g:6849386
Tanous	id=g:6849387
Kouna Akalé	id=g:6849388
Maykoulaké	id=g:6849389
Gilo Hobé	id=g:6849390
Guidan Dan Fati	id=g:6849391
Tchintchia Saboa	id=g:6849392
Garin Gado	id=g:6849393
Dadin Kowa	id=g:6849394
Dan Kada	id=g:6849395
Garin Mahaman	id=g:6849396
Maygochi	id=g:6849397
Tagaza	id=g:6849398
Bangana	id=g:6849399
Hama	id=g:6849400
Yakoudi	id=g:6849401
Mouloul	id=g:6849402
Hautawa	id=g:6849403
Dan Makao	id=g:6849404
Garin Bara	id=g:6849405
Guidan Ménou	id=g:6849406
Guidan Makéri	id=g:6849407
Tobandawa	id=g:6849408
Guidan Zabou	id=g:6849409
Kolia	id=g:6849410
Abaza	id=g:6849411
Guidan Dan Douma	id=g:6849412
Tchinwa	id=g:6849413
Jikadamiao	id=g:6849414
Réga	id=g:6849415
Mazaroura	id=g:6849416
Moudougou	id=g:6849417
Garin Haichalo	id=g:6849418
Gilbirgou	id=g:6849419
Guidan Altiné	id=g:6849420
Almama	id=g:6849421
Wakawalèn	id=g:6849422
Koumaréwal	id=g:6849423
Akoungour	id=g:6849424
Korén Almama	id=g:6849425
Kagam	id=g:6849426
Touzounou	id=g:6849427
Alalaba	id=g:6849428
Tchin Garan	id=g:6849429
Bourgél	id=g:6849430
Tanboraga	id=g:6849431
Ajoungour	id=g:6849432
Guidan Aboubacar	id=g:6849433
Adourgounou	id=g:6849434
Guidan Maygojya	id=g:6849435
Korén Zangébé	id=g:6849436
Tanbayta	id=g:6849437
Eras	id=g:6849438
Iboulchikat	id=g:6849439
Takokot	id=g:6849440
Télémérédis	id=g:6849441
Wanik	id=g:6849442
May Magaria	id=g:6849443
Mékwara	id=g:6849444
Inijey	id=g:6849445
Agader	id=g:6849446
Zouloulou	id=g:6849447
Roufay	id=g:6849448
Zangébé	id=g:6849449
Guidan Ousmana	id=g:6849450
Gouroudou	id=g:6849451
Tchoron Zakara	id=g:6849452
Zergaba	id=g:6849453
Eras	id=g:6849454
Zangébe Tara	id=g:6849455
Garin Abdélkadér	id=g:6849456
Samiatan	id=g:6849457
Guidan Koura	id=g:6849458
Toudou	id=g:6849459
Takaswar	id=g:6849460
Tesak Tajaé	id=g:6849461
Méhana	id=g:6849462
Tésak Aléla	id=g:6849463
Wadéy	id=g:6849464
Kouzoubou	id=g:6849465
Tabayé	id=g:6849466
Birni Zanaouki	id=g:6849467
Ginigidi	id=g:6849468
Moutéla	id=g:6849469
Konloso	id=g:6849470
Bakin Doutchi	id=g:6849471
Taganawa	id=g:6849472
Fararat Toudou	id=g:6849473
Takasaba	id=g:6849474
Mouléla	id=g:6849475
Fararat Karama	id=g:6849476
Tchin Babatan	id=g:6849477
Tchoron Zakara	id=g:6849478
Houkwéy	id=g:6849479
Tabani	id=g:6849480
Gadamata Tchaba	id=g:6849481
Guidan Débakar II	id=g:6849482
Millé	id=g:6849483
Tabafat Gabas	id=g:6849484
Tabafat Toudou	id=g:6849485
Tizawagèn	id=g:6849486
Mayarada	id=g:6849487
Tarabor	id=g:6849488
Mayawaki	id=g:6849489
Kourourwakabanza	id=g:6849490
Tanbargo	id=g:6849491
Tanazawat	id=g:6849492
Gyéyou	id=g:6849493
Toudou	id=g:6849494
Doutchi Yaji	id=g:6849495
Mougou Doutchi	id=g:6849496
Zaniarou	id=g:6849497
Gyéyou	id=g:6849498
Zangon Ahmidi	id=g:6849499
Gawakouke	id=g:6849500
Tosoro	id=g:6849501
Koso	id=g:6849502
Guidan Anatchi	id=g:6849503
Mazogi	id=g:6849504
Kérasi	id=g:6849505
Gousapa	id=g:6849506
Jandoutchi	id=g:6849507
Doukouna	id=g:6849508
Guidan Ousman	id=g:6849509
Guidan Dougounawa	id=g:6849510
Suburou	id=g:6849511
Gabara	id=g:6849512
Guidan Alou	id=g:6849513
Wirindouma	id=g:6849514
Wirindouma	id=g:6849515
Brazaki	id=g:6849516
Yégalalan	id=g:6849517
Biris	id=g:6849518
Yamana	id=g:6849519
Guidan Ahmidi	id=g:6849520
Kémawa	id=g:6849521
Zaniarou	id=g:6849522
Tabro	id=g:6849523
Sabon Sara	id=g:6849524
Lougou	id=g:6849525
Guidan Hoko	id=g:6849526
Guidan Bawa	id=g:6849527
Nomidèy	id=g:6849528
Tosato Kora	id=g:6849529
Guidan Houdou	id=g:6849530
Guidan Atayou	id=g:6849531
Darakou	id=g:6849532
Marmaro	id=g:6849533
Tagalal	id=g:6849534
Guidan Dougounawa	id=g:6849535
Mantakoula	id=g:6849536
Ersana	id=g:6849537
Guidan Tabi	id=g:6849538
Guidan Géridan	id=g:6849539
Guidan Alasén	id=g:6849540
Irlaf	id=g:6849541
Guidan Hamidin	id=g:6849542
Manbawa	id=g:6849543
Kougoubtawa	id=g:6849544
Tajay	id=g:6849545
Guidan Chama	id=g:6849546
Guidan Habou	id=g:6849547
Igidalén	id=g:6849548
Korén Giljanki	id=g:6849549
Dan Douna	id=g:6849550
Wakawa	id=g:6849551
Pourkélé	id=g:6849552
Igérsaman	id=g:6849553
Gidan Molonhado	id=g:6849554
Toudounia	id=g:6849555
Damatawa	id=g:6849556
Guidan Halilou	id=g:6849557
Iléwan	id=g:6849558
Guidan Maytouji	id=g:6849559
Guidan Dan Bawa	id=g:6849560
Sakarawa	id=g:6849561
Korén Tagwa	id=g:6849562
Guidan Ataba	id=g:6849563
Taléwa	id=g:6849564
Ikakan	id=g:6849565
Tourda Ata	id=g:6849566
Garin Dabou	id=g:6849567
Tapkin Tourda	id=g:6849568
Toubandawa	id=g:6849569
Korén Serki	id=g:6849570
Guidan Tayou	id=g:6849571
Guidan Alway	id=g:6849572
Garin Chipkao	id=g:6849573
Guidan Agodéa	id=g:6849574
Joura Bagirbi	id=g:6849575
Guidan Gonao	id=g:6849576
Guidan Boudal	id=g:6849577
Holombaki	id=g:6849578
Maychiara	id=g:6849579
Karingia	id=g:6849580
Guidan Maymakouni	id=g:6849581
Koroumgosou	id=g:6849582
Adarawa	id=g:6849583
Adélék Gogo	id=g:6849584
Adélék Sayé	id=g:6849585
Aldaji Mayzemo	id=g:6849586
Garin Kané	id=g:6849587
Tapkin Kalé	id=g:6849588
Maytourou	id=g:6849589
Guidan Maygaki	id=g:6849590
Guidan Arzirka	id=g:6849591
Chida Hala	id=g:6849592
Nababa	id=g:6849593
Daoudawa	id=g:6849594
Tigibo Ahamèd	id=g:6849595
Ardo Mafo	id=g:6849596
Guidan Maydaji	id=g:6849597
Tambarawa Dèrgé	id=g:6849598
Guidan Tchiaké	id=g:6849599
Zangon Alasan	id=g:6849600
Roumboukawa	id=g:6849601
Azagirdi	id=g:6849602
Kouko	id=g:6849603
Saouno	id=g:6849604
Matatchaka	id=g:6849605
Chipkao	id=g:6849606
Korén Araga	id=g:6849607
Guidan Ibro	id=g:6849608
Bokoloji	id=g:6849609
Tachalawa	id=g:6849610
Egawan	id=g:6849611
Tagalégin	id=g:6849612
Tagalét	id=g:6849613
Mayméwa	id=g:6849614
Katanbagé	id=g:6849615
Ardo Kougou	id=g:6849616
Ounwala	id=g:6849617
Guidan Ekadé	id=g:6849618
Jigawa	id=g:6849619
Gadango	id=g:6849620
Toundou Alo	id=g:6849621
Guidan Kané	id=g:6849622
Guidan Mantao	id=g:6849623
Gididi	id=g:6849624
Kororabèy Isa	id=g:6849625
Ganda Samou	id=g:6849626
Tounfafi Zougao	id=g:6849627
Tounfafi Soumilti	id=g:6849628
Agourmou	id=g:6849629
Saborou	id=g:6849630
Samia	id=g:6849631
Koukagoma	id=g:6849632
Tapkin Mariki	id=g:6849633
Garin Maytama	id=g:6849634
Samia	id=g:6849635
Yani Takané	id=g:6849636
Korèn Guidan Tanao	id=g:6849637
Moda	id=g:6849638
Zangaré	id=g:6849639
Guidan Idi	id=g:6849640
Korén Mayméwa	id=g:6849641
Horga	id=g:6849642
Guidan Gobro	id=g:6849643
Guidan Oudi	id=g:6849644
Guidan Mayzémou	id=g:6849645
Tawayé	id=g:6849646
Dan Tankari	id=g:6849647
Tapkin Gaochi	id=g:6849648
Dan Tankari	id=g:6849649
Guidan Maza	id=g:6849650
Tapkin Dan Tamaganao	id=g:6849651
Kayo	id=g:6849652
Dan Habi	id=g:6849653
Dan Sali	id=g:6849654
Kokanjaki	id=g:6849655
Korèn Kouka	id=g:6849656
Farga Dan Salao	id=g:6849657
Guidan Damao	id=g:6849658
Guidan Dan Kandé	id=g:6849659
Roura	id=g:6849660
Abaza	id=g:6849661
Bakoul	id=g:6849662
Guidan Tchida	id=g:6849663
Guidan Dazao	id=g:6849664
Guidan Bohe	id=g:6849665
Amso	id=g:6849666
Guidan Djibo	id=g:6849667
Guidan Koudnao	id=g:6849668
Guidan Garo	id=g:6849669
Bagarinèy	id=g:6849670
Garin Anawan	id=g:6849671
Kagérkawa	id=g:6849672
Tapkin Anini	id=g:6849673
Damayai	id=g:6849674
Leymatawa	id=g:6849675
Korèn Dan Ata	id=g:6849676
Guidan Tanko	id=g:6849677
Guidan Ousman	id=g:6849678
Sana	id=g:6849679
Sourouma	id=g:6849680
Samékou	id=g:6849681
Kéra	id=g:6849682
Guidan Addou	id=g:6849683
Guidan Baolé	id=g:6849684
Karégya	id=g:6849685
Saouna Makontchi	id=g:6849686
Gandaji	id=g:6849687
Kongo	id=g:6849688
Guidan Dango	id=g:6849689
Wakawa	id=g:6849690
Guidan Ada	id=g:6849691
Guidan Chaydou	id=g:6849692
Zangon Aliou	id=g:6849693
Warzo	id=g:6849694
Abankor	id=g:6849695
Samia	id=g:6849696
Guidan Alasén	id=g:6849697
Oubouroubak	id=g:6849698
Bougajyé	id=g:6849699
Badafalaléy	id=g:6849700
Kotén Kaora	id=g:6849701
Karén Kouka	id=g:6849702
Tamatkol	id=g:6849703
Guidan Kidiman	id=g:6849704
Sabata	id=g:6849705
Tarso Tamatkol	id=g:6849706
Amagalalay	id=g:6849707
Sabara Tagalél	id=g:6849708
Pingirawa	id=g:6849709
Zangon Marafa	id=g:6849710
