Jnaïdiyé	id=g:6278594
Welagedara	id=g:1223823
Welagedara	id=g:1223824
Welagangoda	id=g:1223825
Weragane	id=g:1223826
Welagama	id=g:1223827
Welagahalanda Wewa	id=g:1223828
Wekumburugoda	id=g:1223829
Wekumbura	id=g:1223830
Wekumbura	id=g:1223831
Wekumbura	id=g:1223832
Wekeladeniya	id=g:1223833
Weke	id=g:1223834
Weke	id=g:1223835
Wekanda	id=g:1223836
Wekada Wewa	id=g:1223837
Wekada	id=g:1223838
Wekada	id=g:1223839
Wekada	id=g:1223840
Wekada	id=g:1223841
Wekada	id=g:1223842
Weiwetiya Wala	id=g:1223843
Weimal Kema	id=g:1223844
Weihena	id=g:1223845
Wehragala New	id=g:1223846
Wehigala West	id=g:1223847
Wehigala East	id=g:1223848
Weherebendigala	id=g:1223849
Weherawatta	id=g:1223850
Weherakele	id=g:1223851
Weherakele	id=g:1223852
Weheragodella	id=g:1223853
Weheragoda Wewa	id=g:1223854
Weheragoda	id=g:1223855
Weheragoda	id=g:1223856
Weheragata	id=g:1223857
Weheragama	id=g:1223858
Weheragalkanda	id=g:1223859
Weheragala Wewa	id=g:1223860
Weheragalapuduma	id=g:1223861
Weheragala	id=g:1223862
Weheragala	id=g:1223863
Weheragala	id=g:1223864
Weherabendi Wewa	id=g:1223865
Weherabenda	id=g:1223866
Wehera	id=g:1223867
Wehera	id=g:1223868
Wahera	id=g:1223869
Wehena Wewa	id=g:1223870
Wehella	id=g:1223871
Wehelgoda	id=g:1223872
Wehelagama	id=g:1223873
Wegunapattiya	id=g:1223874
Wegowwa	id=g:1223875
Wegollewela	id=g:1223876
Wegollamada	id=g:1223877
Wegolla Wewa	id=g:1223878
Wegolla	id=g:1223879
Wegolla	id=g:1223880
Wegolla	id=g:1223881
Wegolla	id=g:1223882
Wegodapola	id=g:1223883
Wegodapola	id=g:1223884
Wegiriya	id=g:1223885
Wegedaragama	id=g:1223886
Wegedaragama	id=g:1223887
Wegedara	id=g:1223888
Wegapitiya	id=g:1223889
Wegantale	id=g:1223890
Wegan Oya	id=g:1223891
Wegama	id=g:1223892
Wegama	id=g:1223893
Wegama	id=g:1223894
Wegama North	id=g:1223895
Wegama South	id=g:1223896
Wegama	id=g:1223897
Wegama	id=g:1223898
Wegalla	id=g:1223899
Wegala	id=g:1223900
Weerodagama	id=g:1223901
Weerawinnehela	id=g:1223902
Weera Wewa	id=g:1223903
Weerawewa	id=g:1223904
Weerawandianmunal	id=g:1223905
Weerappuliya Wewa	id=g:1223906
Weerapokuna Wewa	id=g:1223907
Weerapokuna	id=g:1223908
Weerapandiyana	id=g:1223909
Weeranapalassa Wewa	id=g:1223910
Weeramullahena	id=g:1223911
Weeramada	id=g:1223912
Weerakuti Villu	id=g:1223913
Weerakodiyana Pahala	id=g:1223914
Weerakodiyana	id=g:1223915
Weeraketiya	id=g:1223916
Weeraketidigane Wewa	id=g:1223917
Weeradiyagama Wewa	id=g:1223918
Weeradagoilewa	id=g:1223919
Weeradadana Wewa	id=g:1223920
We-eliya	id=g:1223921
Weehena	id=g:1223922
Weediyawatta	id=g:1223923
Wedipola	id=g:1223924
Wediyala	id=g:1223925
Wadiyakpitiya	id=g:1223926
Wediwelagama	id=g:1223927
Weditibbagala	id=g:1223928
Wedinigama	id=g:1223929
Wedikumbura	id=g:1223930
Wedikanda Ela	id=g:1223931
Wedikanda	id=g:1223932
Wedigune	id=g:1223933
Wedigammedda	id=g:1223934
Wedigama Wewa	id=g:1223935
Wedeniya	id=g:1223936
Wedaniya	id=g:1223937
Wedenigama	id=g:1223938
Wedenigama	id=g:1223939
Weddikachchi	id=g:1223940
Wedde Wewa	id=g:1223941
Weddewa	id=g:1223942
Weddemulle	id=g:1223943
Weddawela	id=g:1223944
Weddanne Wewa	id=g:1223945
Weddangewadiya	id=g:1223946
Weddagala	id=g:1223947
Weddagala	id=g:1223948
Weddagala	id=g:1223949
Wedarimummari Kulam	id=g:1223950
Wedapola	id=g:1223951
Wedandegama	id=g:1223952
Wedanda	id=g:1223953
Wedamulla	id=g:1223954
Wedakahagala	id=g:1223955
Wedagama Wewa	id=g:1223956
Wedagama Wewa	id=g:1223957
Wedagama	id=g:1223958
Wedagama	id=g:1223959
Webodagalla	id=g:1223960
Weboda	id=g:1223961
Weahenagama Wewa	id=g:1223962
Wewatta	id=g:1223963
Wayikkal	id=g:1223964
Wayaulpotha	id=g:1223965
Wayatan Kulam	id=g:1223966
Wawwa	id=g:1223967
Wawulugallana	id=g:1223968
Wavulugala	id=g:1223969
Wawlagoda	id=g:1223970
Wawinnegoda	id=g:1223971
Wawinna	id=g:1223972
Wawinna	id=g:1223973
Wawala Wewa	id=g:1223974
Wavulpane	id=g:1223975
Wavinna	id=g:1223976
Wavinna	id=g:1223977
Waverley	id=g:1223978
Wavendon	id=g:1223979
Wavena	id=g:1223980
Wavahena	id=g:1223981
Wauwa	id=g:1223982
Waulugalla	id=g:1223983
Waulgalakanda	id=g:1223984
Waulgala	id=g:1223985
Waulagala	id=g:1223986
Watuyaye	id=g:1223987
Watuyaya	id=g:1223988
Watuyaya	id=g:1223989
Wathuwattegama	id=g:1223990
Watuwatta	id=g:1223991
Wathuwatta	id=g:1223992
Watuwala	id=g:1223993
Waturuwila	id=g:1223994
Waturupata	id=g:1223995
Waturekumbura	id=g:1223996
Waturegama	id=g:1223997
Waturawila	id=g:1223998
Waturawa	id=g:1223999
Watura Oya	id=g:1224000
Waturakumbura	id=g:1224001
Waturagama	id=g:1224002
Watura	id=g:1224003
Watupolayagama	id=g:1224004
Watupolagama	id=g:1224005
Wathupola	id=g:1224006
Wathupitiya	id=g:1224007
Watumulla	id=g:1224008
Watumulla	id=g:1224009
Watumulla	id=g:1224010
Watuliyadda	id=g:1224011
Watukolakanda	id=g:1224012
Watukaragoda	id=g:1224013
Wathukaragama	id=g:1224014
Wattegedera	id=g:1224015
Watukanda	id=g:1224016
Watukana	id=g:1224017
Watuhera Wewa	id=g:1224018
Watugedara	id=g:1224019
Watugala	id=g:1224020
Watugahamulla	id=g:1224021
Watugahamulla	id=g:1224022
Watugahamulla	id=g:1224023
Wattukkaveli Kulam	id=g:1224024
Wattika Parappu Kulam	id=g:1224025
Wattewewa Kudagama	id=g:1224026
Watte Wewa	id=g:1224027
Wattewewa	id=g:1224028
Wattewela	id=g:1224029
Wattepanguwa	id=g:1224030
Wattemulla	id=g:1224031
Wattekele	id=g:1224032
Watteinnekanda	id=g:1224033
Wattehena	id=g:1224034
Wattehena	id=g:1224035
Wattegodde	id=g:1224036
Wattegepelessa	id=g:1224037
Wattegedera	id=g:1224038
Wattegedara Wewa	id=g:1224039
Wattegedara	id=g:1224040
Wattegedara	id=g:1224041
Wettegedara	id=g:1224042
Wattegedara	id=g:1224043
Wattegedara	id=g:1224044
Wattegedara	id=g:1224045
Wattegedera	id=g:1224046
Wattegedara	id=g:1224047
Wattegedara	id=g:1224048
Wattegedara	id=g:1224049
Wattegedara	id=g:1224050
Wattegedara	id=g:1224051
Wattegedara	id=g:1224052
Wattegedara	id=g:1224053
Wattegammedda	id=g:1224054
Wattegama Wewa	id=g:1224055
Wattegama	id=g:1224056
Wattegama	id=g:1224057
Wattegama	id=g:1224058
Wattegama	id=g:1224059
Wattegama	id=g:1224060
Wattegama	id=g:1224061
Wattegama	id=g:1224062
Wattegama	id=g:1224063
Wattegala	id=g:1224064
Wattegala	id=g:1224065
Wattegala	id=g:1224066
Wattedoruwa Wewa	id=g:1224067
Wattawella	id=g:1224068
Wattawana	id=g:1224069
Wattawana	id=g:1224070
Wattawana	id=g:1224071
Wattawala Tank	id=g:1224072
Wattataluwa	id=g:1224073
Wattata Aragama	id=g:1224074
Wattarantenna	id=g:1224075
Wattarama	id=g:1224076
Wattarama	id=g:1224077
Wattarama	id=g:1224078
Wattapuluwa	id=g:1224079
Wattappola	id=g:1224080
Wattamulla	id=g:1224081
Watta Madu	id=g:1224082
Wattamadu	id=g:1224083
Wattalpola	id=g:1224084
Wattala	id=g:1224085
Wattakkaliya	id=g:1224086
Wattakgoda	id=g:1224087
Wattekelle	id=g:1224088
Wattekele	id=g:1224089
Wattagama Wewa	id=g:1224090
Wattagala	id=g:1224091
Wattacholai	id=g:1224092
Watta	id=g:1224093
Watogala	id=g:1224094
Watinapaha	id=g:1224095
Wathuwatta	id=g:1224096
Wathupolayagama	id=g:1224097
Wathupola	id=g:1224098
Wathupitiwala	id=g:1224099
Wathuhera	id=g:1224100
Waterloo	id=g:1224101
Watering Point	id=g:1224102
Wateketuyaya	id=g:1224103
Watawana Wewa	id=g:1224104
Watawanagama	id=g:1224105
Watawana	id=g:1224106
Watawana	id=g:1224107
Watawana	id=g:1224108
Watawana	id=g:1224109
Watawana	id=g:1224110
Watawana	id=g:1224111
Watawala Wewa	id=g:1224112
Watawala Kandiya	id=g:1224113
Watawala	id=g:1224114
Watawala	id=g:1224115
Watarekkawa	id=g:1224116
Watareka	id=g:1224117
Watareka South	id=g:1224118
Watarappola	id=g:1224119
Watarangoda	id=g:1224120
Watarakwewa	id=g:1224121
Watareka	id=g:1224122
Watapuluwa	id=g:1224123
Watapota	id=g:1224124
Watapota	id=g:1224125
Watapana	id=g:1224126
Watakurugala	id=g:1224127
Watagodakuppalayama	id=g:1224128
Watagodagama	id=g:1224129
Watagoda Ara	id=g:1224130
Watagoda	id=g:1224131
Watagoda	id=g:1224132
Watagoda	id=g:1224133
Watagoda	id=g:1224134
Watagoda	id=g:1224135
Watagedaramulla	id=g:1224136
Watagedaramulla	id=g:1224137
Watagedara	id=g:1224138
Watagala	id=g:1224139
Watadeniya	id=g:1224140
Wataddara	id=g:1224141
Wataddara	id=g:1224142
Wassaulla	id=g:1224143
Wassamulla	id=g:1224144
Wasiwewa	id=g:1224145
Wasipane	id=g:1224146
Wasgomuwa Strict Natural Reserve	id=g:1224147
Wasgomuwa Oya	id=g:1224148
Wasgomuwa Intermediate Zone	id=g:1224149
Warwick	id=g:1224150
Warunagama	id=g:1224151
Warukandeniya	id=g:1224152
Warralande	id=g:1224153
Warnagalla	id=g:1224154
Warleigh	id=g:1224155
Wariyapola	id=g:1224156
Wariyapola	id=g:1224157
Wariyapola	id=g:1224158
Wariya Kulam	id=g:1224159
Warigama	id=g:1224160
Wariagalla	id=g:1224161
Wardeniyawa	id=g:1224162
Warayaye Wewa	id=g:1224163
Warayaya	id=g:1224164
Warawitiya	id=g:1224165
Wara Wewa	id=g:1224166
Wara Wewa	id=g:1224167
Warawewa	id=g:1224168
Warawewa	id=g:1224169
Waravupitu Kulam	id=g:1224170
Waratelgoda	id=g:1224171
Warataggama	id=g:1224172
Waras Wewa	id=g:1224173
Warapotana	id=g:1224174
Warapitiya	id=g:1224175
Warapitiya	id=g:1224176
Warapitiya	id=g:1224177
Warapitiya	id=g:1224178
Warapitiya	id=g:1224179
Warapelessa	id=g:1224180
Warapalana	id=g:1224181
Warankata	id=g:1224182
Waraluwapuduma	id=g:1224183
Waralla	id=g:1224184
Waralla	id=g:1224185
Waralanda	id=g:1224186
Waralanda	id=g:1224187
Wara-landa	id=g:1224188
Waralaggama	id=g:1224189
Warakudewa Wewa	id=g:1224190
Waraketiya Eliya	id=g:1224191
Warakawehera	id=g:1224192
Warakawa	id=g:1224193
Warakapone	id=g:1224194
Warakapola	id=g:1224195
Warakapola	id=g:1224196
Warakapitiya	id=g:1224197
Warakanatta	id=g:1224198
Warakanatta	id=g:1224199
Warakamure East	id=g:1224200
Warakamure	id=g:1224201
Warakamure	id=g:1224202
Warakamulla	id=g:1224203
Warakamulla	id=g:1224204
Warakalawita	id=g:1224205
Warakagoda	id=g:1224206
Warakagoda	id=g:1224207
Warakagoda	id=g:1224208
Warakagoda	id=g:1224209
Warakagoda	id=g:1224210
Warakadeniya	id=g:1224211
Warakandeniya	id=g:1224212
Warahittiyane	id=g:1224213
Warahena	id=g:1224214
Warahantuduwa	id=g:1224215
Warahana Wewa	id=g:1224216
Warahanawewa	id=g:1224217
Warahanamankada	id=g:1224218
Warahana Block Number Two	id=g:1224219
Waragolle Wewa	id=g:1224220
Waragodaya Wewa	id=g:1224221
Waragodayagama	id=g:1224222
Waragoda Ara	id=g:1224223
Waragoda	id=g:1224224
Waragoda	id=g:1224225
Waragashinna	id=g:1224226
Waragammanna Wewa	id=g:1224227
Waragammana	id=g:1224228
Waragama	id=g:1224229
Wara Galwala	id=g:1224230
Waragalanda	id=g:1224231
Waradola	id=g:1224232
Waradiwela	id=g:1224233
Wardeniyawa	id=g:1224234
Waraddana	id=g:1224235
Waraddana	id=g:1224236
Waradanehela	id=g:1224237
Waradala	id=g:1224238
Wantebuhela	id=g:1224239
Wanniyawatta	id=g:1224240
Wanniyarveli Kulam	id=g:1224241
Wanniya Palugollewa	id=g:1224242
Wanniyankulama (West)	id=g:1224243
Wanniyankulama (East)	id=g:1224244
Wanniyankulama	id=g:1224245
Wanniya Helembewa	id=g:1224246
Wanniyagama Wewa	id=g:1224247
Wannipola	id=g:1224248
Wannimundal	id=g:1224249
Wannikallu	id=g:1224250
Wannigoda	id=g:1224251
Wannigamaya Wewa	id=g:1224252
Wanniar Kulam	id=g:1224253
Wanniapattu Aru	id=g:1224254
Wanni Amunukole	id=g:1224255
Wannathi Kulam	id=g:1224256
Wannanmaduwa	id=g:1224257
Wannankulama	id=g:1224258
Wannankulama	id=g:1224259
Wannangala	id=g:1224260
Wannakanveli	id=g:1224261
Wankepumulla	id=g:1224262
Wankande Wewa	id=g:1224263
Wanhathipalama	id=g:1224264
Wangie Oya	id=g:1224265
Wanepola Wewa	id=g:1224266
Wan Ela	id=g:1224267
Wan Ela	id=g:1224268
Wanduruppe	id=g:1224269
Wandurupetiyalgala	id=g:1224270
Wandurumulla	id=g:1224271
Wandurugaswewa	id=g:1224272
Wanduressegama	id=g:1224273
Wanduressa Wewa	id=g:1224274
Wanduressa Wewa	id=g:1224275
Wanduressakotuwa Wewa	id=g:1224276
Wanduressakotuwa	id=g:1224277
Wanduressa	id=g:1224278
Wanduressa	id=g:1224279
Wanduressa	id=g:1224280
Wanduressa	id=g:1224281
Wanduressa	id=g:1224282
Wanduressa	id=g:1224283
Wanduressa	id=g:1224284
Wandurebba	id=g:1224285
Wandurapolle Watta	id=g:1224286
Wanduran Puduma Wewa	id=g:1224287
Wanduramulla	id=g:1224288
Wandurumulla	id=g:1224289
Wanduramba	id=g:1224290
Wanduramba	id=g:1224291
Wanduralagama	id=g:1224292
Wanduragala	id=g:1224293
Wanduragala	id=g:1224294
Wanduragala	id=g:1224295
Wanduraeba	id=g:1224296
Wandirige Eliya	id=g:1224297
Wanda Wewa	id=g:1224298
Wandamepelessa	id=g:1224299
Wandame Ara	id=g:1224300
Wandaduwa	id=g:1224301
Wandaduwa	id=g:1224302
Wanawahala	id=g:1224303
Wanatibuwawa	id=g:1224304
Wanaru Wewa	id=g:1224305
Wana Ranee Colony	id=g:1224306
Wanarajah	id=g:1224307
Wanamulla	id=g:1224308
Wanameewala	id=g:1224309
Wanameekanda	id=g:1224310
Wanamal Uyana	id=g:1224311
Wanamadu	id=g:1224312
Wanaluwawa	id=g:1224313
Wanahingoda	id=g:1224314
Wammikerni	id=g:1224315
Wembu Wewa	id=g:1224316
Wambatuyaya	id=g:1224317
Wambutuwagama	id=g:1224318
Wambotu Wewa	id=g:1224319
Wambotu Wewa	id=g:1224320
Wambotuwewa	id=g:1224321
Wambotuwewa	id=g:1224322
Wambotuwamulla	id=g:1224323
Wambotuwagama	id=g:1224324
Wambatuwewa	id=g:1224325
Wambatuwewa	id=g:1224326
Wambatuwagama Wewa	id=g:1224327
Walugama	id=g:1224328
Waltrim	id=g:1224329
Walton	id=g:1224330
Waterland	id=g:1224331
Walpolamulla	id=g:1224332
Walpolayaya	id=g:1224333
Walpolamulla	id=g:1224334
Walapolamulla	id=g:1224335
Walpolakanda	id=g:1224336
Walpalagedara	id=g:1224337
Walpoladeniya	id=g:1224338
Walpola	id=g:1224339
Walpola	id=g:1224340
Walpola	id=g:1224341
Walpola	id=g:1224342
Walpola	id=g:1224343
Walpola	id=g:1224344
Walpola	id=g:1224345
Walpola	id=g:1224346
Walpola	id=g:1224347
Walpola	id=g:1224348
Walpola	id=g:1224349
Walpola Estate	id=g:1224350
Walpitamulla	id=g:1224351
Walpitagedara	id=g:1224352
Walpitagama	id=g:1224353
Walpita	id=g:1224354
Walpita	id=g:1224355
Walpita	id=g:1224356
Walpita	id=g:1224357
Walpita	id=g:1224358
Walpita	id=g:1224359
Walpelakotuwa	id=g:1224360
Walparlugama	id=g:1224361
Walpalu Wewa	id=g:1224362
Walpaluwa Wewa	id=g:1224363
Walpaluwa Wewa	id=g:1224364
Walpaluwatta	id=g:1224365
Walpaluwatta	id=g:1224366
Walpaluwa Madige	id=g:1224367
Walpaluwa	id=g:1224368
Walpaluwa	id=g:1224369
Walpaluwa	id=g:1224370
Walpaluwa	id=g:1224371
Walpaluwa	id=g:1224372
Walpaluwa	id=g:1224373
Walpaluwa	id=g:1224374
Walpaluwa	id=g:1224375
Walpaluwa	id=g:1224376
Walpaluwa	id=g:1224377
Walpaluwa	id=g:1224378
Walpaluwa	id=g:1224379
Walpaluwa	id=g:1224380
Walpalugama	id=g:1224381
Walpalugama	id=g:1224382
Walpalugama	id=g:1224383
Walpalu Ela	id=g:1224384
Walpalagama	id=g:1224385
Waloya	id=g:1224386
Walmoruwa	id=g:1224387
Walminnewa	id=g:1224388
Walminagolle Wewa	id=g:1224389
Wallyhindagoda Wewa	id=g:1224390
Wallunu Mada	id=g:1224391
Wall’s End	id=g:1224392
Wallogoda	id=g:1224393
Walliwela	id=g:1224394
Walliwala East	id=g:1224395
Wallinda	id=g:1224396
Wallikkulama	id=g:1224397
Wallawe	id=g:1224398
Wallaskuna Wewa	id=g:1224399
Wallambagala	id=g:1224400
Wallakolamulla	id=g:1224401
Wallakadukanda	id=g:1224402
Wallahagoda	id=g:1224403
Wallaha	id=g:1224404
Walkobbewala	id=g:1224405
Walketuwewa	id=g:1224406
Waljapala	id=g:1224407
Walipitiya Ela	id=g:1224408
Walinguruketiya	id=g:1224409
Walingura Wewa	id=g:1224410
Walikemulla	id=g:1224411
Wali Ara	id=g:1224412
Wali Ara	id=g:1224413
Walhaputenna	id=g:1224414
Walgovuwagoda	id=g:1224415
Walgesma	id=g:1224416
Walgamwewa	id=g:1224417
Walgam Wewa	id=g:1224418
Walgam Wewa	id=g:1224419
Walgampaya	id=g:1224420
Walgammulla	id=g:1224421
Walgammulla	id=g:1224422
Walgameliya	id=g:1224423
Walgama South	id=g:1224424
Walgama North	id=g:1224425
Walgama Central	id=g:1224426
Walgama	id=g:1224427
Walgama	id=g:1224428
Walgama	id=g:1224429
Walgama	id=g:1224430
Walgama	id=g:1224431
Walgama	id=g:1224432
Walgalle Wewa	id=g:1224433
Walendegaskadde Wewa	id=g:1224434
Waleboda Megoda	id=g:1224435
Waleboda Egoda	id=g:1224436
Waldeniya	id=g:1224437
Waldeniya	id=g:1224438
Maldeniya	id=g:1224439
Waldeniya	id=g:1224440
Waldenigama	id=g:1224441
Walbotale	id=g:1224442
Walbotale	id=g:1224443
Walbolana	id=g:1224444
Walayal Dola	id=g:1224445
Walawita	id=g:1224446
Walawe Right Bank Channel	id=g:1224447
Walawe Left Bank Channel	id=g:1224448
Walawela	id=g:1224449
Walawela	id=g:1224450
Walawe Ganga	id=g:1224451
Walawe Ganga	id=g:1224452
Walawe	id=g:1224453
Walawala	id=g:1224454
Waluwawatta	id=g:1224455
Walauttu	id=g:1224456
Walatwewa	id=g:1224457
Walatota Ara	id=g:1224458
Walatara	id=g:1224459
Walatalawa	id=g:1224460
Walas Wewa	id=g:1224461
Walaswewa	id=g:1224462
Walaswewa	id=g:1224463
Walaswewa	id=g:1224464
Walaswewa	id=g:1224465
Walaswewa	id=g:1224466
Walaswewa	id=g:1224467
Walaswewa	id=g:1224468
Walasmulla	id=g:1224469
Walasmulla	id=g:1224470
Walaskunuwewa	id=g:1224471
Walaskema Ara	id=g:1224472
Walaskema	id=g:1224473
Walaskema	id=g:1224474
Walaskema	id=g:1224475
Walasgoho	id=g:1224476
Walasgala Wewa	id=g:1224477
Walasgala	id=g:1224478
Walasgala	id=g:1224479
Walasgala	id=g:1224480
Walasgala	id=g:1224481
Walasgala	id=g:1224482
Walasena	id=g:1224483
Walasella	id=g:1224484
Walasbedda	id=g:1224485
Walarambe	id=g:1224486
Walarambe	id=g:1224487
Walaramba	id=g:1224488
Walporuwa	id=g:1224489
Walapolapattiya	id=g:1224490
Walanteluwewa	id=g:1224491
Walangivattu Vaikal	id=g:1224492
Walanegoda	id=g:1224493
Walandura	id=g:1224494
Walanda Hela	id=g:1224495
Walana	id=g:1224496
Walana	id=g:1224497
Walamulla	id=g:1224498
Walalubinda Wewa	id=g:1224499
Walallawita	id=g:1224500
Walaliyadda	id=g:1224501
Walaliya	id=g:1224502
Walaliya	id=g:1224503
Walalgoda	id=g:1224504
Walalgoda	id=g:1224505
Walalawela	id=g:1224506
Walalankolathi Aru	id=g:1224507
Madugahamedagammedda Walala	id=g:1224508
Walala	id=g:1224509
Walakumburumulla	id=g:1224510
Walakumburamulla	id=g:1224511
Walakumbura	id=g:1224512
Welikumbura	id=g:1224513
Walakumbura	id=g:1224514
Walakumbura	id=g:1224515
Walakumbura	id=g:1224516
Walakumbura	id=g:1224517
Walakumbura	id=g:1224518
Walakulpola	id=g:1224519
Walakoggalla	id=g:1224520
Walakkadawala	id=g:1224521
Walakanda	id=g:1224522
Walakadawatta	id=g:1224523
Walakada Oya	id=g:1224524
Walakadagama	id=g:1224525
Walakada	id=g:1224526
Walakada	id=g:1224527
Walakada	id=g:1224528
Walahiddawewa	id=g:1224529
Walahena Wewa	id=g:1224530
Walahena	id=g:1224531
Walahena	id=g:1224532
Walahedimulla	id=g:1224533
Walahawiddawewa	id=g:1224534
Walahatenne Kandura	id=g:1224535
Walahapitiya Group	id=g:1224536
Walahanduwa	id=g:1224537
Walahamulla	id=g:1224538
Walahahengunawewa	id=g:1224539
Walahagoda	id=g:1224540
Walahagala	id=g:1224541
Walagoda	id=g:1224542
Walagepiyedda	id=g:1224543
Walagepiyadda	id=g:1224544
Walagedara	id=g:1224545
Walagedara	id=g:1224546
Walagedara	id=g:1224547
Walagedara	id=g:1224548
Walagampattuwa	id=g:1224549
Walagammulla	id=g:1224550
Walagambahuwa	id=g:1224551
Walagama	id=g:1224552
Walagama	id=g:1224553
Walagammedda	id=g:1224554
Walagama	id=g:1224555
Waladuwa	id=g:1224556
Walaboda	id=g:1224557
Wakwella	id=g:1224558
Wak Oya	id=g:1224559
Wakkumbura	id=g:1224560
Wakkariya	id=g:1224561
Wakkada Wewa	id=g:1224562
Wakirigala	id=g:1224563
Wakariya Wewa	id=g:1224564
Wakarawa	id=g:1224565
Wakamulla	id=g:1224566
Wakallie Kulam	id=g:1224567
Wakade Ara	id=g:1224568
Waitalawa	id=g:1224569
Waidugala	id=g:1224570
Wahunkoho	id=g:1224571
Wahumuwa	id=g:1224572
Wahukotu Wewa	id=g:1224573
Wahugepitiya	id=g:1224574
Wahugalla	id=g:1224575
Wahawa	id=g:1224576
Wahare Wewa	id=g:1224577
Waharakgoda	id=g:1224578
Waharakgoda	id=g:1224579
Waharakgoda	id=g:1224580
Waharakgoda	id=g:1224581
Waharaka Oya	id=g:1224582
Waharaka	id=g:1224583
Waharaka	id=g:1224584
Waharajjawatta	id=g:1224585
Wahantehera	id=g:1224586
Wanantare	id=g:1224587
Wahamalgollewa	id=g:1224588
Wahalkada Wewa	id=g:1224589
Wahalkada Kanda	id=g:1224590
Wahala Kananke	id=g:1224591
Wahakula	id=g:1224592
Wahakotte	id=g:1224593
Wahagahapuwewa	id=g:1224594
Wahadiwala	id=g:1224595
Wahademunuwewa Wewa	id=g:1224596
Waguru Ela	id=g:1224597
Wagurewela	id=g:1224598
Wagurewela	id=g:1224599
Waguruwela	id=g:1224600
Waguregama	id=g:1224601
Wagura	id=g:1224602
Wadugoda	id=g:1224603
Wagollakada Wewa	id=g:1224604
Wagollakada	id=g:1224605
Wagolla	id=g:1224606
Wagolla	id=g:1224607
Waggal Modera Ela	id=g:1224608
Wagga	id=g:1224609
Wagegoda	id=g:1224610
Wagayamaduwa Wewa	id=g:1224611
Wagayakulama	id=g:1224612
Wagayakulama	id=g:1224613
Wagawatta	id=g:1224614
Wagama Ela	id=g:1224615
Waga	id=g:1224616
Waga	id=g:1224617
Wadu Wewa	id=g:1224618
Wadu Wewa	id=g:1224619
Waduweliwitiya	id=g:1224620
Waduwawala	id=g:1224621
Waduwawa	id=g:1224622
Waduwawa	id=g:1224623
Waduwawa	id=g:1224624
Waduwannegama	id=g:1224625
Waduwana	id=g:1224626
Waduwamanga Kulam	id=g:1224627
Waduwagama Wewa	id=g:1224628
Waduwagama	id=g:1224629
Waduwagama	id=g:1224630
Waduwagama	id=g:1224631
Waduwadeniya	id=g:1224632
Waduwadeniya	id=g:1224633
Waduressewelgala	id=g:1224634
Waduressegama	id=g:1224635
Waduressa Wewa	id=g:1224636
Waduressapitiya	id=g:1224637
Waduressagama	id=g:1224638
Waduressa	id=g:1224639
Waduressa	id=g:1224640
Waduressa	id=g:1224641
Waduressa	id=g:1224642
Wadurawa	id=g:1224643
Wadurassakotuwa	id=g:1224644
Wadupolewa	id=g:1224645
Wadupolayagama	id=g:1224646
Wadupola	id=g:1224647
Wadupola	id=g:1224648
Wadupola	id=g:1224649
Wadumunnegedara	id=g:1224650
Wadumunna	id=g:1224651
Wadumulla	id=g:1224652
Wadumulla	id=g:1224653
Wadumulla	id=g:1224654
Wadumulla	id=g:1224655
Wadukanda	id=g:1224656
Wadugoda Ihala	id=g:1224657
Wadugoda	id=g:1224658
Wadugoda	id=g:1224659
Wadugedara	id=g:1224660
Wadugama	id=g:1224661
Wadugama	id=g:1224662
Wadugama	id=g:1224663
Wadugama	id=g:1224664
Wadugama	id=g:1224665
Wadugama	id=g:1224666
Wadugama	id=g:1224667
Waduborala	id=g:1224668
Wadiyegoda	id=g:1224669
Wadiyegama	id=g:1224670
Wadiyatenna	id=g:1224671
Wadiyakanda	id=g:1224672
Wadiyagoda	id=g:1224673
Wadiya	id=g:1224674
Wadiya	id=g:1224675
Wadiya	id=g:1224676
Wadiwewa	id=g:1224677
Wadinagala	id=g:1224678
Wadinagala	id=g:1224679
Wadinagala	id=g:1224680
Wadigewewa	id=g:1224681
Wadigawewa	id=g:1224682
Wadigamangawa	id=g:1224683
Wadigamangawa	id=g:1224684
Wadigala	id=g:1224685
Wadi Ela	id=g:1224686
Wademada	id=g:1224687
Meda Wadduwa	id=g:1224688
Waddeniya	id=g:1224689
Waddegoda	id=g:1224690
Waddegama	id=g:1224691
Waddathanai	id=g:1224692
Waddakachchi Wewa	id=g:1224693
Waddagama	id=g:1224694
Waddagama	id=g:1224695
Waddadalupotha	id=g:1224696
Wadawalakanda	id=g:1224697
Wadawala	id=g:1224698
Wadawala	id=g:1224699
Wadawa	id=g:1224700
Wadatta	id=g:1224701
Wadaththa Wewa	id=g:1224702
Wadatamanai	id=g:1224703
Wadamaldeniya	id=g:1224704
Wadakkarawewa	id=g:1224705
Wadakahamada	id=g:1224706
Wadakahagala	id=g:1224707
Wadakahagalla	id=g:1224708
Wadakahadeniya	id=g:1224709
Wadakada	id=g:1224710
Wedagolla	id=g:1224711
Wadagala	id=g:1224712
Vykumbra	id=g:1224713
Vykumbra	id=g:1224714
Voulanddai Kulam	id=g:1224715
Viyayadippannai	id=g:1224716
Viyaparimulai	id=g:1224717
Viyaddikkulam	id=g:1224718
Vitta Kulam	id=g:1224719
Vitarandeniya Pahala	id=g:1224720
Vitaranagama	id=g:1224721
Vitanamulla	id=g:1224722
