Kominasaeo	id=g:2093584
Isaguam	id=g:2095462
Isagu	id=g:2095463
Isa Creek	id=g:2095464
Iruru	id=g:2095465
Irupi	id=g:2095466
Irua River	id=g:2095467
Mount Iru	id=g:2095468
Irri Creek	id=g:2095469
Iroronomu	id=g:2095470
Iro River	id=g:2095471
Ironstone Creek	id=g:2095472
Iro Island	id=g:2095473
Irobo	id=g:2095474
Irivas	id=g:2095475
Irit River	id=g:2095476
Cape Iris	id=g:2095477
Iriru Creek	id=g:2095478
Irinkwi	id=g:2095479
Irinauwa	id=g:2095480
Irinalan Island	id=g:2095481
Irimuri Hills	id=g:2095482
Irimuku	id=g:2095483
Mount Irimtakin	id=g:2095484
Iri-Iri Creek	id=g:2095485
Irigrat	id=g:2095486
Iri Creek	id=g:2095487
Iribumkiak	id=g:2095488
Iriba	id=g:2095489
Irena	id=g:2095490
Irawara	id=g:2095491
Irarapi	id=g:2095492
Irani Creek	id=g:2095493
Irana Creek	id=g:2095494
Irana	id=g:2095495
Iram Valley	id=g:2095496
Iram River	id=g:2095497
Ipuk	id=g:2095498
Ip River	id=g:2095499
Ip River	id=g:2095500
Ipoteto Island	id=g:2095501
Ipongador	id=g:2095502
Ipoknai	id=g:2095503
Ipisi River	id=g:2095504
Ipisi Point	id=g:2095505
Ipisia	id=g:2095506
Ipisi	id=g:2095507
Ipigi	id=g:2095508
Ipiai	id=g:2095509
Ioworo River	id=g:2095510
Iowiteda	id=g:2095511
Iowia Creek	id=g:2095512
Iowi	id=g:2095513
Iowa River	id=g:2095514
Iowa River	id=g:2095515
Iowa	id=g:2095516
Iowa	id=g:2095517
Iovei	id=g:2095518
Iova Creek	id=g:2095519
Iovabada	id=g:2095520
Ioup	id=g:2095521
Iou Island	id=g:2095522
Iou	id=g:2095523
Iosiko	id=g:2095524
Ioromakomana	id=g:2095525
Iorogabai’iu	id=g:2095526
Iori River	id=g:2095527
Ioribaiwa Ridge	id=g:2095528
Iori	id=g:2095529
Iori	id=g:2095530
Iore	id=g:2095531
Iora Creek	id=g:2095532
Iora Creek	id=g:2095533
Iora Creek	id=g:2095534
Ionuwai	id=g:2095535
Iongoromgo	id=g:2095536
Iongitabu	id=g:2095537
Iongai	id=g:2095538
Iongai	id=g:2095539
Iomegi	id=g:2095540
Iombon	id=g:2095541
Iomba	id=g:2095542
Iomari Creek	id=g:2095543
Iomai	id=g:2095544
Ioma Creek	id=g:2095545
Ioma	id=g:2095546
Iokwa	id=g:2095547
Iokokonakaia Creek	id=g:2095548
Ioke River	id=g:2095549
Iokea	id=g:2095550
Ioka Creek	id=g:2095551
Iok	id=g:2095552
Ioi	id=g:2095553
Iogul River	id=g:2095554
Iogi	id=g:2095555
Ioburegaun	id=g:2095556
Invura Mission	id=g:2095557
Invitato Island	id=g:2095558
Inus Point	id=g:2095559
Inungapun River	id=g:2095560
Inu Mission	id=g:2095561
Intoap	id=g:2095562
Insinsibi	id=g:2095563
Insel Cape	id=g:2095564
Inrim Plantation	id=g:2095565
Inonda	id=g:2095566
Inonda	id=g:2095567
Inolo Mission	id=g:2095568
Inner Reef	id=g:2095569
Inlimut	id=g:2095570
Lake Inlet	id=g:2095571
Ink Creek	id=g:2095572
Injip	id=g:2095573
Injedl	id=g:2095574
Inja	id=g:2095575
Iniska River	id=g:2095576
Iniok 2	id=g:2095577
Iniok 1	id=g:2095578
Iniok	id=g:2095579
Inimu River	id=g:2095580
Ini Island	id=g:2095581
Inigi	id=g:2095582
Inigam	id=g:2095583
Inibi	id=g:2095584
Inibake Island	id=g:2095585
Iniai	id=g:2095586
Ingumblis 2	id=g:2095587
Ingumblis 1	id=g:2095588
Ingis	id=g:2095589
Ingirip	id=g:2095590
Ingin	id=g:2095591
Ingi	id=g:2095592
Ingham Hills	id=g:2095593
Ingei Creek	id=g:2095594
Ingari Creek	id=g:2095595
Ingambas	id=g:2095596
Ineina	id=g:2095597
Ineguar River	id=g:2095598
Inebu	id=g:2095599
Induna Plantation	id=g:2095600
Induna Island	id=g:2095601
Indum	id=g:2095602
Indugwagane	id=g:2095603
Indu Creek	id=g:2095604
Indorodoro	id=g:2095605
Indo River	id=g:2095606
Indiwi River	id=g:2095607
Indingai	id=g:2095608
Indingai	id=g:2095609
Indibi	id=g:2095610
Indere’e	id=g:2095611
Indarakwangari	id=g:2095612
Indagen	id=g:2095613
Indabu	id=g:2095614
Inawi	id=g:2095615
Inawauni	id=g:2095616
Inawai Creek	id=g:2095617
Inawaia	id=g:2095618
Inawai	id=g:2095619
Inawafunga River	id=g:2095620
Inawae	id=g:2095621
Inawabui	id=g:2095622
Inaukina	id=g:2095623
Inaukane	id=g:2095624
Inasoa Point	id=g:2095625
Inarunggunavi	id=g:2095626
Inaro	id=g:2095627
Ina River	id=g:2095628
Inaris Creek	id=g:2095629
Inapi Ridge	id=g:2095630
Inaorena	id=g:2095631
Inamtop	id=g:2095632
Inambule Creek	id=g:2095633
Inakor	id=g:2095634
Inakanda Creek	id=g:2095635
Inahele	id=g:2095636
Inagombi	id=g:2095637
Inaf River	id=g:2095638
Inadahai’abi	id=g:2095639
Ina Creek	id=g:2095640
Inabaie	id=g:2095641
Ina	id=g:2095642
Imuruwake	id=g:2095643
Imuru River	id=g:2095644
Imu River	id=g:2095645
Imuna	id=g:2095646
Imuagoro	id=g:2095647
Imtamatasa	id=g:2095648
Imounga	id=g:2095649
Imonda on the Rocks	id=g:2095650
Imonda	id=g:2095651
Imon	id=g:2095652
Immanue Mission	id=g:2095653
Imita Range	id=g:2095654
Imilhama	id=g:2095655
Mount Imila	id=g:2095656
Imila	id=g:2095657
Imigabip	id=g:2095658
Imidiru	id=g:2095659
Imi Creek	id=g:2095660
Imi	id=g:2095661
Imera	id=g:2095662
Imeme	id=g:2095663
Imbuando Lagoon	id=g:2095664
Imbuando	id=g:2095665
Imbrum River	id=g:2095666
Imbrinis	id=g:2095667
Imboin	id=g:2095668
Imbiyip	id=g:2095669
Imbio 3	id=g:2095670
Imbio 2	id=g:2095671
Imbio 1	id=g:2095672
Imbi Lake	id=g:2095673
Lake Imbia	id=g:2095674
Imbia	id=g:2095675
Imbear	id=g:2095676
Imbamba Creek	id=g:2095677
Imbabi	id=g:2095678
Imarri	id=g:2095679
Ima River	id=g:2095680
Imapiaka	id=g:2095681
Imanmeri	id=g:2095682
Imankabus	id=g:2095683
Imani River	id=g:2095684
Imani	id=g:2095685
Imairu	id=g:2095686
Ok Im	id=g:2095687
Ilup Camp	id=g:2095688
Ilup	id=g:2095689
Ilunuma	id=g:2095690
Ilulu Point	id=g:2095691
Ok Iluk	id=g:2095692
Ilugi Creek	id=g:2095693
Cape Iltopan	id=g:2095694
Iltis Point	id=g:2095695
Mount Iltakin	id=g:2095696
Il Range	id=g:2095697
Ilovapare	id=g:2095698
Iloma Creek	id=g:2095699
Ilolo Plantation	id=g:2095700
Iloli River	id=g:2095701
Iloko	id=g:2095702
Iloko	id=g:2095703
Ilipaiem	id=g:2095704
Ilimo Creek	id=g:2095705
Ilimo	id=g:2095706
Ililip	id=g:2095707
Ilifalim	id=g:2095708
Iliakabu Creek	id=g:2095709
Ili	id=g:2095710
Ilesa Government Rest House	id=g:2095711
Ilesa	id=g:2095712
Ilelea River	id=g:2095713
Ilebbe Creek	id=g:2095714
Ilavu	id=g:2095715
Mount Ilau	id=g:2095716
Ilapaura	id=g:2095717
Ilamu Island	id=g:2095718
Ilamororo	id=g:2095719
Ilala Sa	id=g:2095720
Ilakai	id=g:2095721
Ilai-Unage	id=g:2095722
Ilai	id=g:2095723
Ilahop	id=g:2095724
Ilahita Villages	id=g:2095725
Ilafo	id=g:2095726
Ilafaiyufa	id=g:2095727
Ikyaua	id=g:2095728
Ikwap River	id=g:2095729
Ikundum	id=g:2095730
Ikueiya	id=g:2095731
Iku	id=g:2095732
Mount Ikornadunga	id=g:2095733
Ikongo Spring	id=g:2095734
Ikoheawansun	id=g:2095735
Ikivari River	id=g:2095736
Ikinu	id=g:2095737
Ikara	id=g:2095738
Ikana	id=g:2095739
Ikam Creek	id=g:2095740
Ikai River	id=g:2095741
Ika	id=g:2095742
Ijika School	id=g:2095743
I’igi	id=g:2095744
Ihu Creek	id=g:2095745
Ihu	id=g:2095746
Ihore	id=g:2095747
Ihiopo Creek	id=g:2095748
Iharu	id=g:2095749
Igurobi	id=g:2095750
Igup	id=g:2095751
Mount Iguntam	id=g:2095752
Iguni	id=g:2095753
Igumbe Creek	id=g:2095754
Iguam	id=g:2095755
Iguai	id=g:2095756
Iguai	id=g:2095757
Igopiji	id=g:2095758
Igonamo	id=g:2095759
Igomuti	id=g:2095760
Igom	id=g:2095761
Igoi	id=g:2095762
Iglik River	id=g:2095763
Igisowe	id=g:2095764
Igi River	id=g:2095765
Igid	id=g:2095766
Igibira	id=g:2095767
Igfibia	id=g:2095768
Igerua	id=g:2095769
Igasira	id=g:2095770
Igasi	id=g:2095771
Iganofi	id=g:2095772
Igana	id=g:2095773
Igamuk	id=g:2095774
Iframinag Number 2	id=g:2095775
Iframinag Number 1	id=g:2095776
Ifobe	id=g:2095777
Ifkindu	id=g:2095778
Ifigeri	id=g:2095779
Ifei’ompa	id=g:2095780
Ietema River	id=g:2095781
Ieta	id=g:2095782
Iessa	id=g:2095783
Ieran	id=g:2095784
Iemombui	id=g:2095785
Ieme River	id=g:2095786
Iemepango	id=g:2095787
Iemdan	id=g:2095788
Iema Creek	id=g:2095789
Iema	id=g:2095790
Iekenai	id=g:2095791
Ie Inlet	id=g:2095792
Ie Hills	id=g:2095793
Iehi Creek	id=g:2095794
Iegiea	id=g:2095795
Idumava Point	id=g:2095796
Idumava	id=g:2095797
Idumava	id=g:2095798
Idumava	id=g:2095799
Idula	id=g:2095800
Idubada	id=g:2095801
Idoli	id=g:2095802
Idlers Bay	id=g:2095803
Idihi Island	id=g:2095804
Idiena	id=g:2095805
Idateka Point	id=g:2095806
Idam 1	id=g:2095807
Idam River	id=g:2095808
Idafur Creek	id=g:2095809
Icoe	id=g:2095810
Ibwananio	id=g:2095811
Ibuwar River	id=g:2095812
Ibusa	id=g:2095813
Iburu Point	id=g:2095814
Iburu	id=g:2095815
Mount Ibure	id=g:2095816
Ibura Bay	id=g:2095817
Ibuka	id=g:2095818
Ibuhu	id=g:2095819
Ibubue	id=g:2095820
Ibu	id=g:2095821
Ibou	id=g:2095822
Iboki Plantation	id=g:2095823
Iboki Anchorage	id=g:2095824
Iboi	id=g:2095825
Ibleu Creek	id=g:2095826
Ibleli Creek	id=g:2095827
Ibitida	id=g:2095828
Ibinoro	id=g:2095829
Ibinibi	id=g:2095830
Mount Ibini	id=g:2095831
Ibinambo River	id=g:2095832
Ibiduwa	id=g:2095833
Ibibubari Island	id=g:2095834
Ibiac	id=g:2095835
Mount Ibi	id=g:2095836
Ibi	id=g:2095837
Ibi	id=g:2095838
Ibbekuang Bay	id=g:2095839
Ibari	id=g:2095840
Ibarfornbek	id=g:2095841
Ibaradoku	id=g:2095842
Ibal Creek	id=g:2095843
Ibakoda	id=g:2095844
Ibai Creek	id=g:2095845
Ibagum	id=g:2095846
Ibagei	id=g:2095847
Iba Bay	id=g:2095848
Ibaai	id=g:2095849
Iba	id=g:2095850
Iawo River	id=g:2095851
Iawon	id=g:2095852
Iawobo	id=g:2095853
Iawi	id=g:2095854
Iawarere	id=g:2095855
Iawakaka	id=g:2095856
Iavire	id=g:2095857
Iaure	id=g:2095858
Iaura	id=g:2095859
Iaupolo	id=g:2095860
Iauibari	id=g:2095861
Iauga Creek	id=g:2095862
Iaudobu	id=g:2095863
Iaudari	id=g:2095864
Iau	id=g:2095865
Iate	id=g:2095866
Iaso River	id=g:2095867
Iasi Iasi Anchorage	id=g:2095868
Iasa	id=g:2095869
Iarumenomu	id=g:2095870
Iaru	id=g:2095871
Iaro River	id=g:2095872
Iaroga River	id=g:2095873
Iaro	id=g:2095874
Iarivord Range	id=g:2095875
Iarivill	id=g:2095876
Iaria	id=g:2095877
Iaria	id=g:2095878
Mount Iari	id=g:2095879
Iari	id=g:2095880
Iari	id=g:2095881
Iarena	id=g:2095882
Iare	id=g:2095883
Iarbedu	id=g:2095884
Iara River	id=g:2095885
Iarame	id=g:2095886
Iarame	id=g:2095887
Iara Kussa River	id=g:2095888
Mowensand Island	id=g:2095889
Lake Iaraguma	id=g:2095890
Ia Purari Creek	id=g:2095891
Iaptun	id=g:2095892
Iaptabinabip	id=g:2095893
Iapsiginabip	id=g:2095894
Iapi	id=g:2095895
Ianowabi	id=g:2095896
Iani	id=g:2095897
Iangari	id=g:2095898
Iangaret	id=g:2095899
Iangapo	id=g:2095900
Mount Iane	id=g:2095901
Iandine	id=g:2095902
Iande	id=g:2095903
Mount Ian	id=g:2095904
Iamurabegi	id=g:2095905
Iamu Creek	id=g:2095906
Iamjami	id=g:2095907
Iami-Iami	id=g:2095908
Iamiga	id=g:2095909
Iame Mission	id=g:2095910
Iamega	id=g:2095911
Iame	id=g:2095912
Iambaiata	id=g:2095913
Mount Iamava	id=g:2095914
Iama River	id=g:2095915
Iamara	id=g:2095916
Iamanda	id=g:2095917
Iamamuk	id=g:2095918
Iamala	id=g:2095919
Iamagu	id=g:2095920
Iali River	id=g:2095921
Ialindubip	id=g:2095922
Ialibu District	id=g:2095923
Mount Ialibu	id=g:2095924
Ialibu	id=g:2095925
Ialal	id=g:2095926
Ialakua	id=g:2095927
Ialaka	id=g:2095928
Iakrimas	id=g:2095929
Iakas	id=g:2095930
Iak	id=g:2095931
Iahotegabi	id=g:2095932
Iahi River	id=g:2095933
Iahiluma Creek	id=g:2095934
Iahibu River	id=g:2095935
Iagobei	id=g:2095936
Iagita Range	id=g:2095937
Iagirua	id=g:2095938
Iagi	id=g:2095939
Iagen	id=g:2095940
Iagamabi	id=g:2095941
Iaga Island	id=g:2095942
Iafar Number 3	id=g:2095943
Iafar Number 2	id=g:2095944
Iafar Number 1	id=g:2095945
Iabwiari	id=g:2095946
Iabum Aid Post	id=g:2095947
Iabugini	id=g:2095948
Iabim	id=g:2095949
Iabaru Number 2	id=g:2095950
Iabaru Number 1	id=g:2095951
Iaba River	id=g:2095952
Iabaranga	id=g:2095953
Iabagl	id=g:2095954
Hydrographers Range	id=g:2095955
Hyane Passage	id=g:2095956
Hyane Harbour	id=g:2095957
H’walia	id=g:2095958
Hwafra Rest Hut	id=g:2095959
Huxley Peak	id=g:2095960
Huwegeti	id=g:2095961
Huwawia	id=g:2095962
Huwa	id=g:2095963
Huvivi	id=g:2095964
Hutjena	id=g:2095965
Husurutae	id=g:2095966
Hus Reef	id=g:2095967
Hus Island	id=g:2095968
Hus	id=g:2095969
Huru River	id=g:2095970
Hurumu Creek	id=g:2095971
Huru Head	id=g:2095972
Huris	id=g:2095973
Mount Huriba	id=g:2095974
Huria River	id=g:2095975
Huri	id=g:2095976
Hurata	id=g:2095977
Hupai River	id=g:2095978
Hupagabeya	id=g:2095979
Huon Peninsula	id=g:2095980
Huon Gulf	id=g:2095981
Hunter Rocks	id=g:2095982
Hunter River	id=g:2095983
Hunter Point	id=g:2095984
Hunstein River	id=g:2095985
Hunstein Range	id=g:2095986
Mount Hunstein	id=g:2095987
Huniho	id=g:2095988
Hungiri	id=g:2095989
Hunanangeu	id=g:2095990
Hunabore	id=g:2095991
Hump Mount	id=g:2095992
Humphries Range	id=g:2095993
Ok Hum	id=g:2095994
Hum	id=g:2095995
Ulunai Island	id=g:2095996
Hulu Crater	id=g:2095997
Hulem	id=g:2095998
Hukularo	id=g:2095999
Hukim	id=g:2096000
Hujavasusu	id=g:2096001
Huiva Plantation	id=g:2096002
Huiva Creek	id=g:2096003
Huina Creek	id=g:2096004
Huhwalubi	id=g:2096005
Huhuru	id=g:2096006
Huhunobi	id=g:2096007
Huhunati Island	id=g:2096008
Huhunamo	id=g:2096009
Hugumon	id=g:2096010
Hugufinai	id=g:2096011
Hughes Bay	id=g:2096012
Huen	id=g:2096013
Huembo	id=g:2096014
Hudini	id=g:2096015
Hudewa	id=g:2096016
Hucheil	id=g:2096017
Hubegong	id=g:2096018
Huau	id=g:2096019
Hualil	id=g:2096020
Huabada River	id=g:2096021
Hsiduna	id=g:2096022
Howoi Creek	id=g:2096023
Howling Point	id=g:2096024
Howape Creek	id=g:2096025
Howaniaum	id=g:2096026
Howaja	id=g:2096027
Hovea	id=g:2096028
Hou River	id=g:2096029
Hou Creek	id=g:2096030
Hote	id=g:2096031
Hota	id=g:2096032
Hosokomgu	id=g:2096033
Hoskins Peninsula	id=g:2096034
Hoskins District	id=g:2096035
Cape Hoskins	id=g:2096036
Hoskins	id=g:2096037
Hosken Islands	id=g:2096038
Hosanai	id=g:2096039
Hosamrai	id=g:2096040
Horu Creek	id=g:2096041
Horora Creek	id=g:2096042
Horohomrae	id=g:2096043
Horoho Creek	id=g:2096044
Horno Islands	id=g:2096045
Horn Mountain	id=g:2096046
Horihori	id=g:2096047
Horigi	id=g:2096048
Horden River	id=g:2096049
Horau	id=g:2096050
Horare	id=g:2096051
Horanda	id=g:2096052
Hopoi Mission	id=g:2096053
Hoperang	id=g:2096054
Hoop Pine	id=g:2096055
Hook Reef	id=g:2096056
Honziuknan	id=g:2096057
Hont	id=g:2096058
Honpato	id=g:2096059
Honobi	id=g:2096060
Honjeta 2	id=g:2096061
Honjeta 1	id=g:2096062
Hon Island	id=g:2096063
Hon Island	id=g:2096064
Honinabi	id=g:2096065
Hongorai River	id=g:2096066
Hongo	id=g:2096067
Hones	id=g:2096068
Honabi Number 2	id=g:2096069
Honabi Number 1	id=g:2096070
Homuri	id=g:2096071
Hompua	id=g:2096072
Homobawi	id=g:2096073
Homenomu	id=g:2096074
Hombrom Bluff	id=g:2096075
Homayai	id=g:2096076
Homan	id=g:2096077
Homaip	id=g:2096078
Mount Homabu	id=g:2096079
Homa	id=g:2096080
Cape Holthusen	id=g:2096081
Holnicote Bay	id=g:2096082
Cape Hollman	id=g:2096083
Sungai Holander	id=g:2096084
Holik 2	id=g:2096085
Holik 1	id=g:2096086
Hok River	id=g:2096087
Hoko Creek	id=g:2096088
Hokoa Point	id=g:2096089
Hojavohambo	id=g:2096090
Hojaki	id=g:2096091
Hoiya	id=g:2096092
Hoirinare Rock	id=g:2096093
Hoieti	id=g:2096094
Hoianurenda	id=g:2096095
Hoiaiyo	id=g:2096096
Hohota	id=g:2096097
Hohoro	id=g:2096098
Hohorita School	id=g:2096099
Hohora Creek	id=g:2096100
Hohola	id=g:2096101
Hogu Reef	id=g:2096102
Hogoteru	id=g:2096103
Hogateru	id=g:2096104
Hogabi	id=g:2096105
Mount Hog	id=g:2096106
Hoforona	id=g:2096107
Hofakafenofi	id=g:2096108
Hoe Vocational Centre	id=g:2096109
Hobong Point	id=g:2096110
Hoai	id=g:2096111
Ho’aberu	id=g:2096112
Hixon Bay	id=g:2096113
Hiwabri	id=g:2096114
Hiviku	id=g:2096115
Hiuwa River	id=g:2096116
Hitung	id=g:2096117
Hisiu Point	id=g:2096118
Hisiu Plantation	id=g:2096119
Hisiu Harbour	id=g:2096120
Hisiu	id=g:2096121
Hisi Reserve	id=g:2096122
Hirudan River	id=g:2096123
Hiru	id=g:2096124
Hiritano Highway	id=g:2096125
Hiran 23	id=g:2096126
Hipondik	id=g:2096127
Hipagat	id=g:2096128
Hioveli Villages	id=g:2096129
Hiorenkia	id=g:2096130
Hintagarufi	id=g:2096131
Hinongabe	id=g:2096132
Hinihon	id=g:2096133
Hinibi Creek	id=g:2096134
Hindowei	id=g:2096135
Hindenburg Wall	id=g:2096136
Hindenburg Range	id=g:2096137
Himpo	id=g:2096138
Himitove	id=g:2096139
Himerka	id=g:2096140
Himburu	id=g:2096141
Himau’ul	id=g:2096142
Himau Plantation	id=g:2096143
Himau	id=g:2096144
Himarata	id=g:2096145
Himali Creek	id=g:2096146
Himai-Ai	id=g:2096147
Hilwick River	id=g:2096148
Hilu	id=g:2096149
Hiloi	id=g:2096150
Hilobi	id=g:2096151
Hilder Group	id=g:2096152
Hildawralya	id=g:2096153
Hilda Islands	id=g:2096154
Hilalon Plantation	id=g:2096155
Hilalon	id=g:2096156
Hila	id=g:2096157
Hikwak	id=g:2096158
Hihonda Creek	id=g:2096159
Hihio Creek	id=g:2096160
Higuturu Vocational Centre	id=g:2096161
Higibabi	id=g:2096162
Higiabin	id=g:2096163
High Ridge	id=g:2096164
Highland Hill	id=g:2096165
Higham Island	id=g:2096166
Higgins Point	id=g:2096167
Higataru	id=g:2096168
Hier	id=g:2096169
Hidden Saddle	id=g:2096170
Hibo	id=g:2096171
Hibaling	id=g:2096172
Hiakwoto	id=g:2096173
Hiakwata	id=g:2096174
Heveve Creek	id=g:2096175
Heve Hill	id=g:2096176
Heva Creek	id=g:2096177
Cape Heussner	id=g:2096178
Hete Reef	id=g:2096179
Hetau Island	id=g:2096180
Hessen Bay	id=g:2096181
Herzog Swamp	id=g:2096182
Herzog Mountains	id=g:2096183
Herzog Mountain	id=g:2096184
Herwarth Point	id=g:2096185
Heron Range	id=g:2096186
Heroane	id=g:2096187
Heroana	id=g:2096188
Hermo Reef	id=g:2096189
Hermit Islands	id=g:2096190
Heribu	id=g:2096191
Hereparu	id=g:2096192
Herenge	id=g:2096193
Hereng	id=g:2096194
Herekera	id=g:2096195
Herehere Number 3	id=g:2096196
Herehere Number 2	id=g:2096197
Herehere Number 1	id=g:2096198
Here Creek	id=g:2096199
Hercules Bay	id=g:2096200
Herbert River	id=g:2096201
Danau Wam	id=g:2096202
Mount Herbert	id=g:2096203
Herald Hill	id=g:2096204
Herabulo	id=g:2096205
Herabi	id=g:2096206
Heperi River	id=g:2096207
Heperi	id=g:2096208
Hepea	id=g:2096209
Hepe	id=g:2096210
Hepavina	id=g:2096211
Hepa	id=g:2096212
Heoka	id=g:2096213
Henu-Oite Island	id=g:2096214
Henty Range	id=g:2096215
Henry Reid Bay	id=g:2096216
Port Hennessy	id=g:2096217
Hengune	id=g:2096218
Hengkai	id=g:2096219
Henggifano	id=g:2096220
Hengeiapa Rest House	id=g:2096221
Henganofi District	id=g:2096222
Henganofi	id=g:2096223
Henganofi	id=g:2096224
Henganofi	id=g:2096225
Henep	id=g:2096226
Henegaru 1	id=g:2096227
Henegaru	id=g:2096228
Henegaru	id=g:2096229
Henderson Bridge	id=g:2096230
Hendeneng	id=g:2096231
Henamu Creek	id=g:2096232
Hemu River	id=g:2096233
Hemieta	id=g:2096234
Hembi	id=g:2096235
Hembe Creek	id=g:2096236
Hemang	id=g:2096237
Hem	id=g:2096238
Mount Hely	id=g:2096239
Mount Helwig	id=g:2096240
Helmholtz Point	id=g:2096241
Hells Gate Creek	id=g:2096242
Hells Gate	id=g:2096243
Helinap Creek	id=g:2096244
Heldsbach Plantation	id=g:2096245
Heldsbach Mission	id=g:2096246
Hela Point	id=g:2096247
Hekwangi	id=g:2096248
Heking River	id=g:2096249
Hekara	id=g:2096250
Hein Island	id=g:2096251
Hegiso	id=g:2096252
Hegigio River	id=g:2096253
Hegeturu	id=g:2096254
Hegeteru	id=g:2096255
Hegelo	id=g:2096256
Hefele Point	id=g:2096257
Hedwigs Reef	id=g:2096258
Hedoa	id=g:2096259
Hedina	id=g:2096260
Hedamari	id=g:2096261
Hedamabi	id=g:2096262
Hebinja	id=g:2096263
Heawa	id=g:2096264
Heavala	id=g:2096265
Heatoare	id=g:2096266
Heaths Plantation	id=g:2096267
Heath Bay	id=g:2096268
Headubi	id=g:2096269
Heabo	id=g:2096270
Hayn Reef	id=g:2096271
Hayfield Mission	id=g:2096272
Hawoi River	id=g:2096273
Hawoibobo	id=g:2096274
Hawenai	id=g:2096275
Hawaweto	id=g:2096276
Hawauisi	id=g:2096277
Hawata	id=g:2096278
Hawanisi	id=g:2096279
Hawain River	id=g:2096280
Havergal Shoal	id=g:2096281
Haven	id=g:2096282
Hauwei Island	id=g:2096283
Hauwei	id=g:2096284
Hauwambanga	id=g:2096285
Hautai-Ia Bay	id=g:2096286
Hauser River	id=g:2096287
Hauramiri	id=g:2096288
Haupoe	id=g:2096289
Haupagauwam	id=g:2096290
Haununamu	id=g:2096291
Haumbugwe Villages	id=g:2096292
Haumavu	id=g:2096293
Haulo	id=g:2096294
Mount Hauk	id=g:2096295
Haugata	id=g:2096296
Haue’ia Creek	id=g:2096297
Hauakampka	id=g:2096298
Hauai	id=g:2096299
Hatzfeldt Harbour	id=g:2096300
Hatzfeldthafen	id=g:2096301
Hatsigan Island	id=g:2096302
Cape Hatsia	id=g:2096303
Hathor Gorge	id=g:2096304
Port Harvey	id=g:2096305
Haruwa	id=g:2096306
Harutami Range	id=g:2096307
Haruape	id=g:2096308
Haruapaka Bay	id=g:2096309
Hart Reef	id=g:2096310
Mount Hartmann	id=g:2096311
Haroro	id=g:2096312
Harom River	id=g:2096313
Harlu River	id=g:2096314
Hark Creek	id=g:2096315
Hari Yaring	id=g:2096316
Harisuku	id=g:2096317
Hari River	id=g:2096318
Haripmor	id=g:2096319
Haringer	id=g:2096320
Harigo	id=g:2096321
Lake Hargy	id=g:2096322
Harevavo	id=g:2096323
Haretu	id=g:2096324
Mount Harep	id=g:2096325
Harengan Island	id=g:2096326
Harengan	id=g:2096327
Harehaku	id=g:2096328
Haregin	id=g:2096329
Harech River	id=g:2096330
Hardy Point	id=g:2096331
Hardenberg Point	id=g:2096332
Harbour Reef	id=g:2096333
Haragu	id=g:2096334
Haragomi	id=g:2096335
Harabia River	id=g:2096336
Hapurpi	id=g:2096337
Hapseim	id=g:2096338
Hapmet Creek	id=g:2096339
Hapmagum Villages	id=g:2096340
Hapataewa	id=g:2096341
Hapange	id=g:2096342
Hapan	id=g:2096343
Hapaitamanga	id=g:2096344
Hapahondong	id=g:2096345
Cape Hapag	id=g:2096346
Hanyerara	id=g:2096347
Hanyak 2	id=g:2096348
Hanyak 1	id=g:2096349
Hanuabada	id=g:2096350
Hans Meyer Range	id=g:2096351
Hansenide Colony	id=g:2096352
Hansenide Colony	id=g:2096353
Hansenide Colony	id=g:2096354
Hansemann Coast	id=g:2096355
Mount Hanseman	id=g:2096356
Hansa Point	id=g:2096357
Hansa Bay	id=g:2096358
Cape Hanpan	id=g:2096359
Hanpan	id=g:2096360
Hanoi	id=g:2096361
Hankow Reef	id=g:2096362
Hanjiri	id=g:2096363
Hanisch Harbour	id=g:2096364
Hanimu River	id=g:2096365
Hangulakakan Island	id=g:2096366
Hangi River	id=g:2096367
Handarituru	id=g:2096368
Handaragum	id=g:2096369
Handara	id=g:2096370
Hanau	id=g:2096371
Hanama Creek	id=g:2096372
Hanakiro	id=g:2096373
Hanaiyufa	id=g:2096374
Hanahan	id=g:2096375
Hamuni	id=g:2096376
Hamuhamu	id=g:2096377
Hamu Creek	id=g:2096378
Hamua Creek	id=g:2096379
Hamu	id=g:2096380
Ham Reef	id=g:2096381
Hamoronong	id=g:2096382
Hamlet of Togo	id=g:2096383
Mount Hamisi	id=g:2096384
Hamdingnan	id=g:2096385
Hamdahi	id=g:2096386
Hamburg Harbour	id=g:2096387
Hamburata	id=g:2096388
Hamburata	id=g:2096389
Hamburata	id=g:2096390
Hambini	id=g:2096391
Hambili River	id=g:2096392
Hambia	id=g:2096393
Hamberauri	id=g:2096394
Hambasamba	id=g:2096395
Hambangri	id=g:2096396
Hamaronong	id=g:2096397
Hamara 1	id=g:2096398
Hamara Hills	id=g:2096399
Hamara	id=g:2096400
Hamamai River	id=g:2096401
Hamaka Creek	id=g:2096402
Hamai Creek	id=g:2096403
Ok Ham	id=g:2096404
Haloulu	id=g:2096405
Halopa	id=g:2096406
Cape Halmaramba	id=g:2096407
Hall Sound	id=g:2096408
Hall Point	id=g:2096409
Mount Hall	id=g:2096410
Halis Plantation	id=g:2096411
Halipika Creek	id=g:2096412
Halimobi	id=g:2096413
Halfway Rock	id=g:2096414
