Bukii Tikup	id=g:6971345
Kecamatan Ampana Kota	id=g:6984634
Ue Borone	id=g:6984635
Ue Masapi	id=g:6984636
Sansarino Satu	id=g:6984637
Ue Toba	id=g:6984638
Kayukelo	id=g:6984639
Uentanaga Bawah	id=g:6984640
Bailo	id=g:6984641
Ue Bailo	id=g:6984642
Ue Bantuga	id=g:6984643
Uentanaga Atas	id=g:6984644
Ue Dondo	id=g:6984645
Ue Sumoli	id=g:6984646
Ue Balanggala	id=g:6984647
Ue Padauloyo	id=g:6984648
Ue Sabo	id=g:6984649
Ue Bangketa	id=g:6984650
Tanjung Bakung	id=g:6984651
Kolam	id=g:6984652
Ue Tuntung	id=g:6984653
Simpangtiga	id=g:6984654
Tanjung Papagoan	id=g:6984655
Pegunungan Pontubukan	id=g:6984656
Bungkutnyo Dulang	id=g:6984657
Ue Kodalomang	id=g:6984658
Ue Aso	id=g:6984659
Ue Lobu	id=g:6984660
Uhauhangon	id=g:6984661
Balanga	id=g:6984662
Bungkutnyo Bubuleon	id=g:6984663
Nain	id=g:6984664
Niubulan	id=g:6984665
Tongkonunuk	id=g:6984666
Pinapuan	id=g:6984667
Sinampangnyo	id=g:6984668
Pisou	id=g:6984669
Kaunyo Pakowa	id=g:6984670
Hiun	id=g:6984671
Bungkutnyo Inohoban	id=g:6984672
Kaunyo Oloras	id=g:6984673
Buludongkalan	id=g:6984674
Kecamatan Pagimana	id=g:6984675
Kecamatan Luwuk	id=g:6984676
Kaunyo Bantayan	id=g:6984677
Biabiaon	id=g:6984678
Tanjung Bungin	id=g:6984679
Kaunyo Poh	id=g:6984680
Salodik	id=g:6984681
Kaunyo Biok	id=g:6984682
Kaunyo Mansandak	id=g:6984683
Bunga Tua	id=g:6984684
Kohoboti	id=g:6984685
Leoknyo	id=g:6984686
Lumpoknyo	id=g:6984687
Soho	id=g:6984688
Tanjung	id=g:6984689
Tontouan	id=g:6984690
Teluk Lalong	id=g:6984691
Kaunyo Maahas	id=g:6984692
Kaunyo Simpong	id=g:6984693
Louk	id=g:6984694
Kaunyo Hunduhon	id=g:6984695
Gunung Jaima	id=g:6984696
Kaunyo Salodik	id=g:6984697
Tanjung Batukundamo	id=g:6984698
Pegunungan Bangkilubajak	id=g:6984699
Kaunyo Sambuang	id=g:6984700
Kaunyo Tikupon	id=g:6984701
Kaunyo Patipati	id=g:6984702
Kaunyo Toiba	id=g:6984703
Kaunyo Mayayap	id=g:6984704
Bungkutnyo Putgale	id=g:6984705
Kaunyo Sabunganbangko	id=g:6984706
Kaunyo Bomban	id=g:6984707
Kaunyo Talimbong	id=g:6984708
Teluk Potaro	id=g:6984710
Teluk Malei	id=g:6984711
Tanjung Kubur	id=g:6984712
Siatu	id=g:6984713
Teluk Toduno	id=g:6984714
Kaunyo Lengo	id=g:6984715
Pulausalaka	id=g:6984716
Selat Tangkian	id=g:6984717
Pulau Bungin	id=g:6984718
Pulau Mamali	id=g:6984719
Tanjung Kajonor	id=g:6984720
Koala Tanimpu	id=g:6984721
Kavetan	id=g:6984722
Tanjungpude	id=g:6984723
Sempiniti	id=g:6984724
Kampungbaru Atas	id=g:6984725
Lembanya	id=g:6984726
Kaunyo Opotan	id=g:6984727
Pulau Kukumbi	id=g:6984728
Pautu	id=g:6984729
Pulauenam	id=g:6984730
Gunung Kidikidi	id=g:6984731
Gunung Benteng	id=g:6984732
Kaunyo Baulu	id=g:6984733
Popolion	id=g:6984734
Tanjung Karanji	id=g:6984735
Pulau Binangkulong	id=g:6984736
Melam	id=g:6984737
Pulau Monding	id=g:6984738
Panabali	id=g:6984739
Teluk Totobi	id=g:6984740
Tanjung Tingaul	id=g:6984741
Pulau Dadapat	id=g:6984742
Tondundo	id=g:6984743
Dano	id=g:6984744
Kaunyo Pomangana	id=g:6984745
Tobil	id=g:6984746
Teluk Onton	id=g:6984747
Kilat	id=g:6984748
Kaunyo Bonebone	id=g:6984749
Teluk Lebiti	id=g:6984750
Kecamatan Unauna	id=g:6984751
Kaunyo Tampo	id=g:6985164
Kaunyo Maduna	id=g:6985165
Kaunyo Tampabatu	id=g:6985166
Kaunyo Pemantingan	id=g:6985167
Kaunyo Bajangan	id=g:6985168
Kaunyo Bambacolo	id=g:6985169
Kaunyo Kololio	id=g:6985170
Kaunyo Awo	id=g:6985171
Kaunyo Lemba	id=g:6985172
Kaunyo Undepe	id=g:6985173
Kaunyo Urundaka	id=g:6985174
Kecamatan Marisa	id=g:6985175
Dutula Taluditi	id=g:6985176
Dutula Lilasa	id=g:6985177
Dutula Wanggahulu	id=g:6985178
Dutula Manelo	id=g:6985179
Dutula Buhu	id=g:6985180
Dutula Tombulilato	id=g:6985181
Dutula Wanggulila	id=g:6985182
Dutula Wanggubu	id=g:6985183
Huidu Moduito	id=g:6985184
Dutula Olionuhekiki	id=g:6985185
Dutula Limu	id=g:6985186
Dutula Holopala	id=g:6985187
Dutula Bolongga	id=g:6985188
Dutula Lembetue	id=g:6985189
Dutula Hulaalo	id=g:6985190
Huidu Tuoya	id=g:6985191
Huidu Pimbine	id=g:6985192
Dutula Olionuhedaa	id=g:6985193
Huidu Botubantayo	id=g:6985194
Dutula Tadone	id=g:6985195
Dutula Muntingate	id=g:6985196
Dutula Pimbine	id=g:6985197
Dutula Panianggata	id=g:6985198
Huidu Rabana	id=g:6985199
Huidu Oitelomo	id=g:6985200
Dutula Moluo	id=g:6985201
Dutula Omodi	id=g:6985202
Dutula Towoya	id=g:6985203
Dutula Toweja	id=g:6985204
Hutino	id=g:6985205
Huidu Minagi	id=g:6985206
Dutula Taluduyunu	id=g:6985207
Huidu Pani	id=g:6985208
Huidu Litulitu	id=g:6985209
Harapan	id=g:6985210
Dutula Minagi	id=g:6985211
Huidu Hudodoo	id=g:6985212
Dutula Tuhiango	id=g:6985213
Dutula Lobunga	id=g:6985214
Dutula Mamuayo	id=g:6985215
Mamuayo	id=g:6985216
Dutula Molombuhe	id=g:6985217
Dutula Buhutayado	id=g:6985218
Balimurni	id=g:6985219
Huidu Patuhu	id=g:6985220
Wonosari	id=g:6985221
Huluwone	id=g:6985222
Dutula Dedupo	id=g:6985223
Dutula Pototio	id=g:6985224
Dutula Balayo	id=g:6985225
Hele	id=g:6985226
Dutula Ilota	id=g:6985227
Dutula Tombaha	id=g:6985228
Dutula Bolatuta	id=g:6985229
Sukadamai	id=g:6985230
Patuhu	id=g:6985231
Palambane	id=g:6985232
Hoyula	id=g:6985233
Sukamakmur	id=g:6985234
Dutula Jandera	id=g:6985235
Wawohu	id=g:6985236
Pulau Sawa	id=g:6985237
Temoane	id=g:6985238
Patipelong	id=g:6985239
Lamanggau	id=g:6985240
Tanjung Untu	id=g:6985241
Nata	id=g:6985242
Sorosa	id=g:6985243
Lagole	id=g:6985244
Tiroau	id=g:6985245
Dete	id=g:6985246
Tanjung Alanuhonu	id=g:6985247
Tanjung Baliliu	id=g:6985248
Makoro	id=g:6985249
Taipabu	id=g:6985250
Tanjung Walasangke	id=g:6985251
Tanjung Kaurangka	id=g:6985252
Sowa	id=g:6985253
Selat Tolandona	id=g:6985254
Selat Lentea	id=g:6985255
Selat Binongko	id=g:6985256
Kecamatan Tomia	id=g:6985257
Kecamatan Lasalimu	id=g:6985258
Malaoge	id=g:6985259
Minanga Oge	id=g:6985260
Wajahjaya	id=g:6985261
Mopana	id=g:6985262
Kinapani	id=g:6985263
Siomanuru	id=g:6985264
Minanga Wabiau	id=g:6985265
Ambuau	id=g:6985266
Sumbersari	id=g:6985267
Karyajay	id=g:6985268
Matanaeo	id=g:6985269
Bajo	id=g:6985270
Kanawa	id=g:6985271
Soiya	id=g:6985272
Matanauwe	id=g:6985273
Kalase	id=g:6985274
Munawar	id=g:6985275
Kuraa	id=g:6985276
Sampuabalo	id=g:6985277
Kabita	id=g:6985278
Minanga Tokulo	id=g:6985279
Umala Balobalo	id=g:6985280
Umala Wasuamba	id=g:6985281
Tanjung Timara	id=g:6985282
Tanjung Dongkala	id=g:6985283
Sribatara	id=g:6985284
Umala Wonco	id=g:6985285
Wonco	id=g:6985286
Rawa	id=g:6985287
Topa	id=g:6985288
Bajo	id=g:6985289
Umala Sawa	id=g:6985290
Tiratira	id=g:6985291
Umala Rokiro	id=g:6985292
Balimu	id=g:6985293
Wasuamba	id=g:6985294
Lano Bale	id=g:6985295
Lano Ronta	id=g:6985296
Pulo Rahansama	id=g:6985297
Pulo Kirukiru	id=g:6985298
Lano Hiku	id=g:6985299
Pulo Pasiea	id=g:6985300
Pulo Limboa	id=g:6985301
Pulo Tondaa	id=g:6985302
Pulo Laogo	id=g:6985303
Pulo Kapola	id=g:6985304
Pulo Wintewinte	id=g:6985305
Eelahaji	id=g:6985306
Lipu	id=g:6985307
Linsobu	id=g:6985308
Lasora	id=g:6985309
Pulo Kamboka	id=g:6985310
Langere	id=g:6985311
Lano Ladodea	id=g:6985312
Tanjung Papa	id=g:6985313
Lano Sasara	id=g:6985314
Lano Buranga	id=g:6985315
Tanjung Dolaino	id=g:6985316
Tanjung Peropaeya	id=g:6985317
Lano Pombalaa	id=g:6985318
Tanahmerah	id=g:6985319
Tanjung Wacueya	id=g:6985320
Bone Rombo	id=g:6985321
Bonelipu Pantai	id=g:6985322
Tanjung Lakaheo	id=g:6985323
Pulo Pasara	id=g:6985324
Lano Karawo	id=g:6985325
Bangkalan	id=g:6985326
Bakalinga	id=g:6985327
Paisulamo	id=g:6985328
Kayobungo	id=g:6985329
Tanjung Talas	id=g:6985330
Sambulangan	id=g:6985331
Komba-komba	id=g:6985332
Paisuluno Dua	id=g:6985333
Paisuluno Satu	id=g:6985334
Montop	id=g:6985335
Bolubung	id=g:6985336
Pulau Basak	id=g:6985337
Pulau Paliana	id=g:6985338
Teluk Bolonan	id=g:6985339
Tanjung Sabang	id=g:6985340
Teluk Supepek	id=g:6985341
Tanjung Modosoan	id=g:6985342
Bungkoko Tompulaan	id=g:6985343
Poisu Babasal	id=g:6985344
Teluk Lopito	id=g:6985345
Tanjung Obulusan	id=g:6985346
Abason	id=g:6985347
Poisu Moti	id=g:6985348
Tone	id=g:6985349
Sakay	id=g:6985350
Tanjung Keleko	id=g:6985351
Selat Kalumbatang	id=g:6985352
Pulau Asasal	id=g:6985353
Tanjung Lembet	id=g:6985354
Popisi	id=g:6985355
Selat Potil	id=g:6985356
Pulau Kapal	id=g:6985357
Bungkuku Lomotunu	id=g:6985358
Teluk Mutiara	id=g:6985359
Olat Batuemas	id=g:6985454
Kecamatan Jereweh	id=g:6986096
Desa Beru	id=g:6988054
Desa Goa	id=g:6988055
Olat Aijeringo	id=g:6988068
Olat Lolongarit	id=g:6988069
Olat Bebayi	id=g:6988070
Olat Batukebo	id=g:6988071
Olat Menjan	id=g:6988073
Olat Tanaputih	id=g:6988074
Olat Murus	id=g:6988075
Olat Jojong	id=g:6988076
Olat Nermolong	id=g:6988077
Olat Bagijulu	id=g:6988078
Olat Batunisung	id=g:6988079
Olat Kedang	id=g:6988080
Olat Lor	id=g:6988081
Olat Murukuding	id=g:6988083
Olat Samparjepun	id=g:6988084
Olat Plampang	id=g:6988085
Olat Romaneta	id=g:6988086
Olat Perigi	id=g:6988087
Olat Tongoloka	id=g:6988088
Olat Samparberingin	id=g:6988089
Brang Benete	id=g:6988090
Brang Sauaruar	id=g:6988091
Gili Kaki	id=g:6988092
Teluk Benete	id=g:6988093
Maluk	id=g:6988094
Brang Padak	id=g:6988095
Galingembong	id=g:6988096
Brang Maluk	id=g:6988097
Brang Desa	id=g:6988098
Brang Beringin	id=g:6988099
Brang Galingentong	id=g:6988100
Tatar	id=g:6988101
Brang Batunisung	id=g:6988102
Brang Nermolong	id=g:6988103
Brang Liangpelame	id=g:6988104
Desa Goa	id=g:6988105
Desa Sekongkang Bahawa	id=g:6988106
Brang Tengal	id=g:6988107
Brang Tiuapit	id=g:6988108
Desa Sekongkang Atas	id=g:6988109
Desa Belo	id=g:6988110
Tanjung Nusu	id=g:6988119
Teluk Umasrusu	id=g:6988120
Teluk Nusu	id=g:6988121
Brang Nusu	id=g:6988122
Tanjung Jarangkengkeng	id=g:6988123
Tanjung Pelebok	id=g:6988124
Teluk Balas	id=g:6988126
Brang Sekongkang	id=g:6988127
Brang Pembantu	id=g:6988128
Brang Senyur	id=g:6988129
Brang Sejorong	id=g:6988130
Brang Labuan	id=g:6988131
Singa	id=g:6988133
Peloma	id=g:6988134
Brang Jereweh	id=g:6988135
Brang Ene	id=g:6988136
Brang Munu	id=g:6988137
Polamata	id=g:6988138
Boa Benete	id=g:6988140
Boa Sauaruar	id=g:6988141
Boa Batusangkok	id=g:6988142
Olat Nusu	id=g:6988143
Tanjung Batulayar	id=g:6988144
Olat Makam	id=g:6988145
Jelenga	id=g:6988146
Olat Perayam	id=g:6988147
Olat Mata	id=g:6988148
Brang Batubadening	id=g:6988149
Olat Rarang	id=g:6988150
Olat Amin	id=g:6988151
Olat Aijereweh	id=g:6988152
Olat Cempau	id=g:6988153
Olat Umable	id=g:6988154
Olat Jongbantan	id=g:6988155
Brang Ailinung	id=g:6988156
Brang Aingrang	id=g:6988157
Brang Lempe	id=g:6988158
Brang Batukeriti	id=g:6988159
Olat Planong	id=g:6988160
Boa Batukeriti	id=g:6988161
Teluk Jelenga	id=g:6988162
Olat Bendera	id=g:6988163
Olat Batuputih	id=g:6988164
Olat Tenga	id=g:6988165
Olat Boan	id=g:6988166
Olat Nuri	id=g:6988167
Goa	id=g:6988168
Brang Goa	id=g:6988169
Olat Jombong	id=g:6988170
Olat Goa	id=g:6988171
Olat Omo	id=g:6988172
Olat Liang	id=g:6988173
Olat Langjorok	id=g:6988174
Olat Batuberanten	id=g:6988175
Olat Selatalat	id=g:6988176
Olat Dasan	id=g:6988177
Dasan	id=g:6988178
Olat Sawih Ode	id=g:6988179
Tanjung Sawih	id=g:6988180
Brang Sawih	id=g:6988181
Boa Sawih	id=g:6988182
Olat Sawi Rea	id=g:6988183
Olat Putubero	id=g:6988184
Sawih	id=g:6988185
Tanjung Dedap	id=g:6988186
Tanjung Potodano	id=g:6988187
Teluk Dedap	id=g:6988188
Teluk Jontak	id=g:6988190
Teluk Labuhanlalar	id=g:6988191
Gili Kratak	id=g:6988192
Dutula Piloduhuge	id=g:6996382
Lito Pajongge Kiki	id=g:6996383
Bonggilo Dahaga	id=g:6996384
Lito Para Para	id=g:6996385
Lito Molioto	id=g:6996386
Lito Pasigiogo	id=g:6996387
Lito Lamua Kiki	id=g:6996388
Lito Sandii	id=g:6996389
Lito Huliahedaa	id=g:6996390
Lito KeaKease	id=g:6996391
Lito Samaunu	id=g:6996392
Lito Sahrina	id=g:6996393
Huidu Puntu Daa	id=g:6996394
Dutula Lopolambane	id=g:6996395
Ngangoliyo Piloduhuge	id=g:6996396
Reset	id=g:6996397
Sidowonge	id=g:6996398
Dutula Malango	id=g:6996399
Dutula Patuhu	id=g:6996400
Hulato	id=g:6996401
Dutula Patoadaa	id=g:6996402
Beringin	id=g:6996403
Dutula Pohuwato	id=g:6996404
Beringin	id=g:6996405
Wulungiyo Olihidu	id=g:6996406
Popaseda	id=g:6996407
Teladan	id=g:6996408
Anggrek	id=g:6996409
Teratai	id=g:6996410
Bakia	id=g:6996411
Andalas	id=g:6996412
Tanjung	id=g:6996413
Binakarya	id=g:6996414
Anggaran	id=g:6996415
Dutula Dunga	id=g:6996416
Tutuwoto	id=g:6996417
Milalude	id=g:6996418
Kanari	id=g:6996419
Bongo	id=g:6996420
Bihe	id=g:6996421
Dupi	id=g:6996422
Palopo	id=g:6996423
Lito Pomoliadaa	id=g:6996424
Lito Puntu	id=g:6996425
Lito Pomoliakiki	id=g:6996426
Hiasan	id=g:6996427
Dutula Loboila	id=g:6996428
Butahu	id=g:6996429
Saubio	id=g:6996430
Lombetue	id=g:6996431
Sentral	id=g:6996432
Tauladan	id=g:6996433
Teratai	id=g:6996434
Banjar	id=g:6996435
Dutula Bumbulan	id=g:6996436
Bunoyo Selatan	id=g:6996437
Bunoyo Tengah	id=g:6996438
Bajo	id=g:6996439
Wulungiyo Bajo	id=g:6996440
Lito Taludahe	id=g:6996441
Wulungiyo Kubi	id=g:6996442
Dutula Tabulo	id=g:6996443
Pohilihe	id=g:6996444
Libuiyo Tomelo	id=g:6996445
Huidu Hata	id=g:6996446
Huidu Molonuhua	id=g:6996447
Libuiyo Batubuaya	id=g:6996448
Kramat	id=g:6996449
Pontolo	id=g:6996450
Molonuhua	id=g:6996451
Dutula Salilama	id=g:6996452
Bulalo Bayalo	id=g:6996453
Huidu Linggohu	id=g:6996454
Huidu Wulungiyo	id=g:6996455
Hungayo Moputi	id=g:6996456
Bulalo Teratai	id=g:6996457
Wuta	id=g:6996458
Alumbango	id=g:6996459
Libuiyo Pasirputih	id=g:6996460
Wulungiyo Hulungopanua	id=g:6996461
Wulungiyo Dolongoliyo	id=g:6996462
Libuiyo Ponda	id=g:6996463
Dusun Dua	id=g:6996464
Sombu	id=g:6996465
Waelumu	id=g:6996466
Wakalara	id=g:6996467
Simandala	id=g:6996468
Lapalinggu	id=g:6996469
Topanuanda	id=g:6996470
Sousu	id=g:6996471
Pulau Nuaponda	id=g:6996472
Pulau Matahora	id=g:6996473
Buku	id=g:6996474
Wungka	id=g:6996475
Sibolongku	id=g:6996476
Pookambua	id=g:6996477
Limbowoou	id=g:6996478
Ehata	id=g:6996479
Taibete	id=g:6996480
Sandaha	id=g:6996481
Waginopo	id=g:6996482
Bira	id=g:6996483
Wandoka	id=g:6996484
Wungka Tindoi	id=g:6996485
Woua	id=g:6996486
Padajambu	id=g:6996487
Pongo	id=g:6996488
Mandati Dua	id=g:6996489
Mola	id=g:6996490
Padakuru	id=g:6996491
Kecamatan Wangiwangi	id=g:6996492
Topa	id=g:6996493
Malaeone	id=g:6996494
Tanjung Kema	id=g:6996495
Bistio	id=g:6996496
Liyamawi	id=g:6996497
Numana	id=g:6996498
Kolo	id=g:6996499
Pulau Simpora	id=g:6996500
Selat Oroho	id=g:6996501
Tanjung Sombano	id=g:6996502
Sampela	id=g:6996503
Selat Kaledupa	id=g:6996504
Sombano	id=g:6996505
Wakokosa	id=g:6996506
Padaue	id=g:6996507
Selat Kapota	id=g:6996508
Laulua	id=g:6996509
Teeku	id=g:6996510
Bente	id=g:6996511
Horuo	id=g:6996512
Buranga	id=g:6996513
Balasuna	id=g:6996514
Darawa	id=g:6996515
Lentea	id=g:6996516
Langge	id=g:6996517
Sandi	id=g:6996518
Palea	id=g:6996519
Taou	id=g:6996520
Mantigola	id=g:6996521
Peropa	id=g:6996522
Wungka Pangilia	id=g:6996523
Pulau Batambawi	id=g:6996524
Pulau Lenteaoge	id=g:6996525
Onemae	id=g:6996526
Kolosoha	id=g:6996527
Kolopatua	id=g:6996528
Tanowali	id=g:6996529
Parigi	id=g:6996530
Lana	id=g:6996531
Bente	id=g:6996532
Waitii	id=g:6996533
Selat Tomia	id=g:6996534
Kecamatan Kaledupa	id=g:6996535
Pegunungan Palogena	id=g:6996536
Lakansai	id=g:6996537
Lano Lakansai	id=g:6996538
Pebaoa	id=g:6996539
Lano Petetea	id=g:6996540
Tanjung Lelamo	id=g:6996541
Lano Laura	id=g:6996542
Pulo Ocintonga	id=g:6996543
Tanjung Waodeburi	id=g:6996544
Pulo Waodeburi	id=g:6996545
Gunung Tanepe	id=g:6996546
Lano Betao	id=g:6996547
Lano Kotawo	id=g:6996548
Lano Lambale	id=g:6996549
Lano Pute	id=g:6996550
Lano Ranteo	id=g:6996551
Lano Poandaria	id=g:6996552
Waodeburi	id=g:6996553
Kampungbaru	id=g:6996554
Epe	id=g:6996555
Jampaka	id=g:6996556
Lano Kalibu	id=g:6996557
Pulo Onemea	id=g:6996558
Lano Labana	id=g:6996559
Teluk Waodeburi	id=g:6996560
Kecamatan Kulisusu	id=g:6996561
Langkumbe Satu	id=g:6996562
La Rokoroko	id=g:6996563
Tanjung Dompodompo	id=g:6996564
Korolabu	id=g:6996565
Bira	id=g:6996566
La Nene	id=g:6996567
Lano Torombia	id=g:6996568
Lano Lamoahi	id=g:6996569
Lamoahi	id=g:6996570
Lano Kololaro	id=g:6996571
Tanjung Tombocina	id=g:6996572
Kecamatan Wawonii	id=g:6996573
Kecamatan Waworete	id=g:6996574
Wawo Landaka	id=g:6996575
Tirtajaya	id=g:6996576
Sumberjaya	id=g:6996577
Tambaone	id=g:6996578
Palingi	id=g:6996579
Mawa	id=g:6996580
Bangungmekar	id=g:6996581
La Halu	id=g:6996582
Noko	id=g:6996583
La Noko	id=g:6996584
Tanjung Masekeno	id=g:6996585
La Wawonii	id=g:6996586
La Dianta	id=g:6996587
Wawo Keuwatu	id=g:6996588
La Silowo	id=g:6996589
Tanjung Watutinumba	id=g:6996590
La Munse	id=g:6996591
Pegunungan Lampeapi	id=g:6996592
Wawo Lantambaga	id=g:6996593
La Kekea	id=g:6996594
Tekonea	id=g:6996595
Lebo	id=g:6996596
Polara	id=g:6996597
La Polara	id=g:6996598
Tanjung Melontono	id=g:6996599
La Mosolo	id=g:6996600
Wawo Lawatuapi	id=g:6996601
La Bobolio	id=g:6996602
Tanjung Bakubaku	id=g:6996603
La Wawouso	id=g:6996604
La Poo	id=g:6996605
Mosolo	id=g:6996606
Nambojaya	id=g:6996607
La Wey	id=g:6996608
Lawey	id=g:6996609
Teluk Beau	id=g:6996610
La Beau	id=g:6996611
Tanjung Tuora	id=g:6996612
Padei Darat	id=g:6996613
Dopi	id=g:6996614
Ulunipa	id=g:6996615
Tanjung Watubola	id=g:6996616
Padei Laut	id=g:6996617
Tanjung Duhaka	id=g:6996618
Danau Tahiea	id=g:6996619
Buranga	id=g:6996620
Kofalagadi	id=g:6996621
Padalaa	id=g:6996622
Morompaitonga	id=g:6996623
Torukuno	id=g:6996624
Ngapaea	id=g:6996625
Tanjung Tomoaihi	id=g:6996626
Terebino	id=g:6996627
Laikangkuli	id=g:6996628
Torukuno Tabaebae	id=g:6996629
Teluk Laikangkuli	id=g:6996630
Tanjung Toleea	id=g:6996631
Pulau Mongumbasan	id=g:6996632
Ndindibung	id=g:6996633
Bolokut	id=g:6996634
Tanjung Londok	id=g:6996635
Tanjung Pokolisungo	id=g:6996636
Tanjung Mbuang Bulito	id=g:6996637
Ndendek	id=g:6996638
Pulau Mallatan	id=g:6996639
Tanjung Bilalu	id=g:6996640
Nggasuang	id=g:6996641
Tanjung Uluno	id=g:6996642
Mbuangmbuang	id=g:6996643
Teluk Popisi	id=g:6996644
Tanjung Popisi	id=g:6996645
Pulau Monsolonian	id=g:6996646
Pulau Pelelan	id=g:6996647
Pulau Toado	id=g:6996648
Pulau Bittinabolanan	id=g:6996649
Pulau Kaumotul	id=g:6996650
Galanggan Tanalan	id=g:6996651
Galanggan Tanalan Pauno	id=g:6996652
Teluk Talobe	id=g:6996653
Pulau Buau	id=g:6996657
Tanjung Dungkean	id=g:6996658
Tadianabungin	id=g:6996659
Tanjung Bangi	id=g:6996660
Bunibuni	id=g:6996661
Teluk Tokuluanbabasal	id=g:6996662
Lenggetan	id=g:6996663
Tanjung Malal	id=g:6996664
Pulau Tobunan	id=g:6996665
Tanjung Lima	id=g:6996666
Luasampe	id=g:6996667
Sundeng	id=g:6996668
Teluk Belusan	id=g:6996669
Tanjung Kapal	id=g:6996670
Selat Bangkurung	id=g:6996671
Teluk Lalong	id=g:6996672
Lalong	id=g:6996673
Tanjung Pandoak	id=g:6996674
Lala	id=g:6996675
Boniton	id=g:6996676
Kecamatan Lo Bangkurung	id=g:6996677
Pulau Totogong	id=g:6996678
Tanjung Tabungtala	id=g:6996679
Bontosi	id=g:6996680
Tanjung Bontosi	id=g:6996681
Pulau Telopo	id=g:6996682
Talas	id=g:6996683
Akasan	id=g:6997011
Kolobuton	id=g:6997012
Sampekonan	id=g:6997013
Kecamatan Liang	id=g:6997014
Pal	id=g:6997015
Dadangkalan	id=g:6997016
Pulau Tonggulungpauno	id=g:6997017
Pulau Tonggulungbabasal	id=g:6997018
Bajo	id=g:6997019
Tangkop	id=g:6997020
Pulau Tudamatimbuku	id=g:6997021
Teluk Buko	id=g:6997022
Pulau Poina	id=g:6997023
Mele	id=g:6997024
Teluk Limukun	id=g:6997025
Selekan	id=g:6997026
Lolong	id=g:6997027
Paisubalayon	id=g:6997028
Okumel	id=g:6997029
Dambelas	id=g:6997030
Bajo	id=g:6997031
Sondang	id=g:6997032
Teluk Bobol	id=g:6997033
Tanjung Mesolonian	id=g:6997034
Pulau Lipulalongo	id=g:6997035
Pulau Batulabut	id=g:6997036
Pulau Sayor	id=g:6997037
Pinalong	id=g:6997038
Pulau Sigalatogong	id=g:6997040
Pulau Togongtatandak	id=g:6997041
Lintoluk	id=g:6997042
Padengkian	id=g:6997043
Paisu Tengkel	id=g:6997044
Teluk Lalongo	id=g:6997045
Tanjung Tendeng	id=g:6997046
Pulau Batuburung	id=g:6997047
Pulau Lombongan	id=g:6997048
Tanjung Kansim	id=g:6997049
Tanjung Tokuleon	id=g:6997050
Teluk Tokuku	id=g:6997051
Pulau Lupito	id=g:6997052
Teluk Kokungan	id=g:6997053
Monsongan	id=g:6997054
Talambatu	id=g:6997055
Pososlalongo	id=g:6997056
Tanjung Mbakalang	id=g:6997057
Pulau Batukolu	id=g:6997058
Teluk Mato	id=g:6997059
Tinakinlaut	id=g:6997060
Tinakindarat	id=g:6997061
Dodung	id=g:6997062
Tanobonunungan	id=g:6997063
Paisu Molino	id=g:6997064
Pulau Boniton	id=g:6997065
Tanjung Mbakalang	id=g:6997066
Tanjung Batongbatong	id=g:6997067
Bebang	id=g:6997068
Paisubatango	id=g:6997069
Bonebaru	id=g:6997070
Bobu	id=g:6997071
Teluk Bulito	id=g:6997072
Teluk Tobing	id=g:6997073
Paisu Tobing	id=g:6997074
Tanjung Tokoak	id=g:6997075
Tanjung Cura	id=g:6997076
Tanjung Batumela	id=g:6997077
Tanjung Pupuli	id=g:6997079
Tanjung Lobang	id=g:6997080
Tanjung Solongsolong	id=g:6997081
Kokudang	id=g:6997082
Tanjung Awasawas	id=g:6997083
Minanga	id=g:6997084
Basapa	id=g:6997085
Pulau Poaboloki	id=g:6997086
Pulau Loiloi	id=g:6997087
Toropot	id=g:6997088
Pulau Batuampas	id=g:6997089
Tanjung Jepang	id=g:6997090
Lamo	id=g:6997091
Tanjung Lamo	id=g:6997092
Tanjung Posuposu	id=g:6997093
Pulau Oluan Pauno	id=g:6997094
Paisubebe	id=g:6997095
Pulau Pongompiti	id=g:6997096
Tanjung Batutinape	id=g:6997097
Teluk Namut	id=g:6997098
Tanjung Talamanusan	id=g:6997099
Kawalu	id=g:6997100
Panapat	id=g:6997101
Mandel	id=g:6997102
Kecamatan Banggai	id=g:6997103
Paisumosoni	id=g:6997104
Pulau Batupeti	id=g:6997105
Lokotoy	id=g:6997106
Tanjung Kaumbombol	id=g:6997107
Pulau Olukaluka	id=g:6997108
Danau Monosan	id=g:6997109
Tanjung Tobua	id=g:6997110
Bungkuko Sesemban	id=g:6997111
Paisu Tune	id=g:6997112
Pulau Ampas	id=g:6997113
Kendek	id=g:6997114
Taipa	id=g:6997115
Paisu Tingtingo	id=g:6997116
Bolitan	id=g:6997117
Bakidung	id=g:6997118
Paisu Puuso	id=g:6997119
Paisu Kakadompean	id=g:6997120
Lelang	id=g:6997121
Pakasua	id=g:6997122
Pelingsolit	id=g:6997123
Banglamayu	id=g:6997124
Teluk Lalong	id=g:6997125
Paisu Sampang	id=g:6997126
Paisu Tunuan	id=g:6997127
Pasirputih	id=g:6997128
Paisu Tadunoakaro	id=g:6997129
Tanjung Kombombol	id=g:6997130
Adean	id=g:6997131
Teluk Ombuli	id=g:6997132
Bungkuko Labue	id=g:6997133
Bungkuko Padanglaya	id=g:6997134
Kelapalima	id=g:6997135
Tanjung Lantolanto	id=g:6997136
