Pakuria	id=g:1260809
Muchkundi River	id=g:1262674
Muchkundi Reservoir	id=g:1262675
Muchkulla Nadī	id=g:1262676
Mubārikpur	id=g:1262677
Mubārakpur	id=g:1262678
Muāzzampur Nārāyan	id=g:1262679
Mualvum	id=g:1262680
Muālthuām	id=g:1262681
Muālbu Kawnpui	id=g:1262682
Mua	id=g:1262683
Mrambon	id=g:1262684
Mpong	id=g:1262685
Mpen	id=g:1262686
Mozamābād	id=g:1262687
Moyār River	id=g:1262688
Mowār	id=g:1262689
Moviya	id=g:1262690
Movan	id=g:1262691
Mou-Bambu Point	id=g:1262692
Port Mouat	id=g:1262693
Mouana	id=g:1262694
Motumala	id=g:1262695
Motu	id=g:1262696
Mottūr	id=g:1262697
Mottugudiam	id=g:1262698
Motpur	id=g:1262699
Motkūr	id=g:1262700
Moti Zari	id=g:1262701
Moti Tank	id=g:1262702
Motitāl Pathār	id=g:1262703
Motipur	id=g:1262704
Motipur	id=g:1262705
Motipur	id=g:1262706
Motīnāla	id=g:1262707
Moti Koral	id=g:1262708
Moti Jhīl	id=g:1262709
Motīhāri	id=g:1262710
Motigarh	id=g:1262711
Moti Cher	id=g:1262712
Motibennur	id=g:1262713
Mothāla	id=g:1262714
Moth	id=g:1262715
Moter	id=g:1262716
Moteh	id=g:1262717
Motāsur	id=g:1262718
Motapat Creek	id=g:1262719
Motanga	id=g:1262720
Motamākalahalli	id=g:1262721
Motāla	id=g:1262722
Motāi	id=g:1262723
Motāgaon	id=g:1262724
Mota	id=g:1262725
Moshōit	id=g:1262726
Moshing	id=g:1262727
Mosh	id=g:1262728
Mosam River	id=g:1262729
Mosam	id=g:1262730
Morwāra	id=g:1262731
Morwani	id=g:1262732
Morwāi	id=g:1262733
Morwa	id=g:1262734
Morvāni	id=g:1262735
Mortāro	id=g:1262736
Mortakka	id=g:1262737
Mortād	id=g:1262738
Morsim	id=g:1262739
Morsi	id=g:1262740
Mor River	id=g:1262741
Morrā-kā-Dūngar	id=g:1262742
Morrā	id=g:1262743
Morpur	id=g:1262744
Morpur	id=g:1262745
Morpirla	id=g:1262746
Morpa	id=g:1262747
Morni Hill Tract	id=g:1262748
Morni	id=g:1262749
Morne River	id=g:1262750
Mornai	id=g:1262751
Mor Nadī	id=g:1262752
Mormugao Head	id=g:1262753
Morla	id=g:1262754
Morkhal	id=g:1262755
Morjhari	id=g:1262756
Morjhanda	id=g:1262757
Morja	id=g:1262758
Tso Morīri	id=g:1262759
Moriem	id=g:1262760
Mori Bera	id=g:1262761
Mori	id=g:1262762
Mori	id=g:1262763
Mori	id=g:1262764
Mori	id=g:1262765
Morhar River	id=g:1262766
Morgrām	id=g:1262767
Morjim	id=g:1262768
Morgaon	id=g:1262769
Morewāri	id=g:1262770
Morena	id=g:1262771
Morena	id=g:1262772
Morel River	id=g:1262773
Mordad	id=g:1262774
Morbi	id=g:1262775
Morāwāli	id=g:1262776
Morath	id=g:1262777
Moratgi	id=g:1262778
Morat	id=g:1262779
Morāsar	id=g:1262780
Moras	id=g:1262781
Morār Nadī	id=g:1262782
Morār	id=g:1262783
Morappūr	id=g:1262784
Moranūr	id=g:1262785
Morān Sāgar	id=g:1262786
Morānha	id=g:1262787
Morangpalli	id=g:1262788
Morang	id=g:1262789
Morang	id=g:1262790
Morand River	id=g:1262791
Moranam	id=g:1262792
Mora Manās River	id=g:1262793
Moram	id=g:1262794
Morala	id=g:1262795
Morak	id=g:1262796
Moraj	id=g:1262797
Moraiya	id=g:1262798
Morageri	id=g:1262799
Moragang	id=g:1262800
Morādābād	id=g:1262801
Morādābād	id=g:1262802
Mora	id=g:1262803
Mor	id=g:1262804
Mor	id=g:1262805
Mopūru	id=g:1262806
Mopūru	id=g:1262807
Mopung	id=g:1262808
Moplah Bay	id=g:1262809
Mopādu	id=g:1262810
Mopa	id=g:1262811
Moosrumgond	id=g:1262812
Monvel	id=g:1262813
Montgomery Island	id=g:1262814
Mongsenyimti	id=g:1262815
Monghyr Ghāt	id=g:1262816
Mone Leh	id=g:1262817
Mondemkhallu	id=g:1262818
Mondari	id=g:1262819
Mond	id=g:1262820
Mona River	id=g:1262821
Monāi Nadī	id=g:1262822
Monacherra	id=g:1262823
Mon	id=g:1262824
Mon	id=g:1262825
Mon	id=g:1262826
Momidi	id=g:1262827
Momer	id=g:1262828
Mombi	id=g:1262829
Molvailup	id=g:1262830
Molungyimsen	id=g:1262831
Molnom	id=g:1262832
Molnau	id=g:1262833
Mol Len	id=g:1262834
Molisar	id=g:1262835
Moling	id=g:1262836
Molem	id=g:1262837
Molel	id=g:1262838
Molcornem	id=g:1262839
Molānia	id=g:1262840
Molagavalli	id=g:1262841
Mokri	id=g:1262842
Mokokchūng	id=g:1262843
Mokokchūng	id=g:1262844
Mokholī	id=g:1262845
Mokhlispur	id=g:1262846
Mokheri	id=g:1262847
Mokhātra	id=g:1262848
Mokhāda	id=g:1262849
Mōkampur	id=g:1262850
Mokameh Ghāt	id=g:1262851
Mokāma	id=g:1262852
Mokam	id=g:1262853
Mōkalsar	id=g:1262854
Mokalsar	id=g:1262855
Mokalaw	id=g:1262856
Mokāla	id=g:1262857
Mokal	id=g:1262858
Mokal	id=g:1262859
Moka	id=g:1262860
Moj River	id=g:1262861
Mojhri	id=g:1262862
Moirāng	id=g:1262863
Moira	id=g:1262864
Moinābād	id=g:1262865
Moilang	id=g:1262866
Moi Kalān	id=g:1262867
Mohwa Kalan	id=g:1262868
Mohwa	id=g:1262869
Mohurli	id=g:1262870
Mohrī	id=g:1262871
Mohpāni	id=g:1262872
Mohpa	id=g:1262873
Mohore	id=g:1262874
Mohorāla	id=g:1262875
Mohona	id=g:1262876
Mohomāndli	id=g:1262877
Mohol	id=g:1262878
Mohoda	id=g:1262879
Mohod	id=g:1262880
Mohmarāgaon	id=g:1262881
Mohkher	id=g:1262882
Mohiuddīnpur	id=g:1262883
Mohiuddinnagar	id=g:1262884
Mohgaon	id=g:1262885
Mohgaon	id=g:1262886
Mohgaon	id=g:1262887
Mohgaon	id=g:1262888
Mohgaon	id=g:1262889
Mohgaon	id=g:1262890
Mohgaon	id=g:1262891
Mohera	id=g:1262892
Mohena	id=g:1262893
Mohedamada River	id=g:1262894
Mohean	id=g:1262895
Mohdra	id=g:1262896
Mohda	id=g:1262897
Mohāsa	id=g:1262898
Mohāsa	id=g:1262899
Mohāri	id=g:1262900
Mohari	id=g:1262901
Mohāri	id=g:1262902
Mohara	id=g:1262903
Mohar	id=g:1262904
Mohanūr	id=g:1262905
Mohan River	id=g:1262906
Mohanpura	id=g:1262907
Mohanpura	id=g:1262908
Mohanpur	id=g:1262909
Mohanpur	id=g:1262910
Mohanpur	id=g:1262911
Mohanpur	id=g:1262912
Mohan Pass	id=g:1262913
Mohannagar	id=g:1262914
Mohanlālganj	id=g:1262915
Mohankot	id=g:1262916
Mohaniā	id=g:1262917
Mohangarh	id=g:1262918
Mohanganj	id=g:1262919
Mohanbāri	id=g:1262920
Mohana River	id=g:1262921
Mohana Nadī	id=g:1262922
Mohāna	id=g:1262923
Mohāna	id=g:1262924
Mohanā	id=g:1262925
Mohana	id=g:1262926
Mohan	id=g:1262927
Mohān	id=g:1262928
Mohan	id=g:1262929
Mohammadnagar	id=g:1262930
Mohāli	id=g:1262931
Mohalda Nadī	id=g:1262932
Mohala	id=g:1262933
Mohakālpāra	id=g:1262934
Mohādi	id=g:1262935
Moha	id=g:1262936
Mogra Rām	id=g:1262937
Mogra Khurd	id=g:1262938
Mogra Kalān	id=g:1262939
Mogra	id=g:1262940
Mogra	id=g:1262941
Mogiyābāri	id=g:1262942
Mogilipenta	id=g:1262943
Mogedda	id=g:1262944
Mogari	id=g:1262945
Mogalturru	id=g:1262946
Mogalrājapuram	id=g:1262947
Mogallūru	id=g:1262948
Mogallu	id=g:1262949
Mogallapālem	id=g:1262950
Moga	id=g:1262951
Modrān	id=g:1262952
Modpur	id=g:1262953
Modlimb	id=g:1262954
Modhwāra	id=g:1262955
Modhera Road	id=g:1262956
Modhera	id=g:1262957
Modāsa	id=g:1262958
Mochiūrani	id=g:1262959
Mochibāhāl	id=g:1262960
Mobha Road	id=g:1262961
Moāna	id=g:1262962
State of Mizoram	id=g:1262963
Mizo Hills	id=g:1262964
Miyāni	id=g:1262965
Miyāgām	id=g:1262966
Mittemari	id=g:1262967
Mittātukūru	id=g:1262968
Jojri Nadi	id=g:1262969
Mitri Nadī	id=g:1262970
Mītri	id=g:1262971
Mitpal Tso	id=g:1262972
Mitivirdi	id=g:1262973
Miti River	id=g:1262974
Mitihurda	id=g:1262975
Mithria	id=g:1262976
Mithri	id=g:1262977
Mithri	id=g:1262978
Mithi Nadī	id=g:1262979
Mīthāpur	id=g:1262980
Mithāpur	id=g:1262981
Mithāpur	id=g:1262982
Mitha Khari	id=g:1262983
Mītha Dora Nār	id=g:1262984
Mitāthal	id=g:1262985
Misroli	id=g:1262986
Misrod	id=g:1262987
Misrikh	id=g:1262988
Mishrikot	id=g:1262989
Mishmi Hills	id=g:1262990
Misamari	id=g:1262991
Misā	id=g:1262992
Mirzāwāla	id=g:1262993
Mirzāpur	id=g:1262994
Mirzāpur	id=g:1262995
Mirzāpur	id=g:1262996
Mirzāpur	id=g:1262997
Mirza Murād	id=g:1262998
Miryān	id=g:1262999
Mirya Bay	id=g:1263000
Mirya	id=g:1263001
Mirthal	id=g:1263002
Mīrpur	id=g:1263003
Mīron	id=g:1263004
Miroe Island	id=g:1263005
Mīrmau	id=g:1263006
Mirle	id=g:1263007
Mīrkhal	id=g:1263008
Mirjān	id=g:1263009
Mirik	id=g:1263010
Mīri Hills	id=g:1263011
Miriālgūda	id=g:1263012
Miri	id=g:1263013
Mirhāsan Nadī	id=g:1263014
Mīrganj	id=g:1263015
Mire Road	id=g:1263016
Mire	id=g:1263017
Mirchaduri	id=g:1263018
Mirān Sāhib	id=g:1263019
Mirān Sāhib	id=g:1263020
Mīrānpur Katra	id=g:1263021
Mīrānpur	id=g:1263022
Mīrān	id=g:1263023
Miran	id=g:1263024
Mīr Ālam Tank	id=g:1263025
Mirajgaon	id=g:1263026
Miraj	id=g:1263027
Miragwās	id=g:1263028
Mipi	id=g:1263029
Minzong	id=g:1263030
Minutang	id=g:1263031
Minto Bay	id=g:1263032
Minkiānī	id=g:1263033
Mīnjūr	id=g:1263034
Minicoy Island	id=g:1263035
Miniāri	id=g:1263036
Mindi Gali	id=g:1263037
Mindhola River	id=g:1263038
Minchnāl	id=g:1263039
Mina River	id=g:1263040
Minākshipuram	id=g:1263041
Mīnachil Ār	id=g:1263042
Mīmisal	id=g:1263043
Milupāra	id=g:1263044
Pulo Milo	id=g:1263045
Milkīpur	id=g:1263046
Mīlavittān	id=g:1263047
Mīlam Glacier	id=g:1263048
Mīlam	id=g:1263049
Milakpur	id=g:1263050
Milak	id=g:1263051
Miksadiu	id=g:1263052
Mīkīr Hills	id=g:1263053
Mīkīrgaon	id=g:1263054
Mījuru	id=g:1263055
Mijika	id=g:1263056
Mihona	id=g:1263057
Mihīnpurwa	id=g:1263058
Miging	id=g:1263059
Midutūru	id=g:1263060
Midnapore Canal	id=g:1263061
Midigesi	id=g:1263062
Midghāt	id=g:1263063
Middle Ground Island	id=g:1263064
Middle Coral Reef	id=g:1263065
Middle Button Island	id=g:1263066
Middle Banks	id=g:1263067
Middle Bank	id=g:1263068
Middle Andaman	id=g:1263069
Midda	id=g:1263070
Mi-chi-tun	id=g:1263071
Miāo Bum	id=g:1263072
Miāo	id=g:1263073
Miānwāli	id=g:1263074
Miānpur	id=g:1263075
Miāni	id=g:1263076
Miānī	id=g:1263077
Miāna	id=g:1263078
Miāl	id=g:1263079
Mhow	id=g:1263080
Mhasvād Tank	id=g:1263081
Mhasvād	id=g:1263082
Mhāsvād	id=g:1263083
Mhasva	id=g:1263084
Mhasurna	id=g:1263085
Mhasla	id=g:1263086
Mhasla	id=g:1263087
Mhasdi	id=g:1263088
Mhālas Jaula	id=g:1263089
Mhaisgaon	id=g:1263090
Mewāt	id=g:1263091
Mewāsa	id=g:1263092
Mewār	id=g:1263093
Mewa Nawāda	id=g:1263094
Mewali	id=g:1263095
Mevli	id=g:1263096
Mevāsa	id=g:1263097
Metwāra	id=g:1263098
Metwan	id=g:1263099
Mettūr Dam	id=g:1263100
Mettūr	id=g:1263101
Mettūr	id=g:1263102
Mettuppālaiyam	id=g:1263103
Mettuppālaiyam	id=g:1263104
Metpanjra	id=g:1263105
Metikumi	id=g:1263106
Metia Bruz Ghāt	id=g:1263107
Metia Bruz	id=g:1263108
Methrāipāra	id=g:1263109
Methāvi	id=g:1263110
Methān	id=g:1263111
Meswān	id=g:1263112
Meshwa River	id=g:1263113
Meshing	id=g:1263114
Mesaria	id=g:1263115
Mesar	id=g:1263116
Merwa	id=g:1263117
Mertigudda	id=g:1263118
Merta Road	id=g:1263119
Merta	id=g:1263120
Merpalli	id=g:1263121
Meroe Island	id=g:1263122
Mero	id=g:1263123
Merikot	id=g:1263124
Merces	id=g:1263125
Merāpāni	id=g:1263126
Merangkong	id=g:1263127
Meramandoli	id=g:1263128
Merak	id=g:1263129
Mepumna	id=g:1263130
Meppādi	id=g:1263131
Menūr	id=g:1263132
Mentāda	id=g:1263133
Mennānyam	id=g:1263134
Mengpui Lui	id=g:1263135
Mengni	id=g:1263136
Mendwās	id=g:1263137
Menduka	id=g:1263138
Mendki	id=g:1263139
Mendhār	id=g:1263140
Mendha Nadī	id=g:1263141
Mendarda	id=g:1263142
Mendah	id=g:1263143
Mencurem	id=g:1263144
Menchāl Island	id=g:1263145
Menambedu	id=g:1263146
Memunda	id=g:1263147
Memāri	id=g:1263148
Melusar	id=g:1263149
Meluri	id=g:1263150
Melūr	id=g:1263151
Melukote	id=g:1263152
Melpatti	id=g:1263153
Melpanaikkādu	id=g:1263154
Melpādi	id=g:1263155
Mel Nīlidanallūr	id=g:1263156
Mel Nāriyappanūr	id=g:1263157
Mel Māttūr	id=g:1263158
Mel Marudūr	id=g:1263159
Melmāndai	id=g:1263160
Melli Bāzār	id=g:1263161
Meliyāputtu	id=g:1263162
Meli	id=g:1263163
Melchhamunda	id=g:1263164
Melāttūr	id=g:1263165
Melappālaiyam	id=g:1263166
Melagiri Hills	id=g:1263167
Melāghar	id=g:1263168
Mekha	id=g:1263170
Mej River	id=g:1263171
Mejia	id=g:1263172
Mejedihi	id=g:1263173
Meja	id=g:1263174
Meja	id=g:1263175
Meiti	id=g:1263176
Meiring	id=g:1263177
Mehunbare	id=g:1263178
Mehun	id=g:1263179
Mehtí Khada	id=g:1263180
Mehsi	id=g:1263181
Mehrun	id=g:1263182
Mehrāwān	id=g:1263183
Noi Mehong	id=g:1263184
Mehndāwal	id=g:1263185
Mehnār Road	id=g:1263186
Mehnār	id=g:1263187
Mehnājpur Khas	id=g:1263188
Mehnagar	id=g:1263189
Mehlāv	id=g:1263190
Mehidpur Road	id=g:1263191
Mehidpur	id=g:1263192
Meherwāra	id=g:1263193
Mehergaon	id=g:1263194
Mehekar	id=g:1263195
Mehegām Bangāl	id=g:1263196
Mehdia	id=g:1263197
Mehda	id=g:1263198
Megnānapuram	id=g:1263199
Megna	id=g:1263200
Meghrāj	id=g:1263201
Meghpur	id=g:1263202
Meghpāl	id=g:1263203
Meghnargar	id=g:1263204
Meghātari	id=g:1263205
Meghālaya Plateau	id=g:1263206
State of Meghālaya	id=g:1263207
Megasini	id=g:1263208
Megarvalli	id=g:1263209
Megapod Island	id=g:1263210
Megalwa	id=g:1263211
Megal River	id=g:1263212
Mega	id=g:1263213
Meerut	id=g:1263214
Meerut	id=g:1263215
Medsi	id=g:1263216
Mednipur	id=g:1263217
Medlacheruvu	id=g:1263218
Medkanhāl	id=g:1263219
Medinīpur	id=g:1263220
Medinīpur	id=g:1263221
Medikurti	id=g:1263222
Medhasan	id=g:1263223
Medha	id=g:1263224
Medha	id=g:1263225
Medchal	id=g:1263226
Medarametla	id=g:1263227
Medapādu	id=g:1263228
Medana	id=g:1263229
Medak	id=g:1263230
Medak	id=g:1263231
Meda Creek	id=g:1263232
Mechi River	id=g:1263233
Mechangbung	id=g:1263234
Mebu	id=g:1263235
Port Meadows	id=g:1263236
McDonalds Choultry	id=g:1263237
Mc Cluskieganj	id=g:1263238
Mazgaon Pier	id=g:1263239
Mazagaon	id=g:1263240
Mazgaon	id=g:1263241
Mayyanād	id=g:1263242
Mayurnagar	id=g:1263243
Mayūreswar	id=g:1263244
Mayūrbhanj	id=g:1263245
Mayūra Nadī	id=g:1263246
Māyūram	id=g:1263247
May Reef	id=g:1263248
Māyni	id=g:1263249
Mayna	id=g:1263250
Mayavalasa	id=g:1263251
Māyapur	id=g:1263252
Māyāpur	id=g:1263253
Māyanūr	id=g:1263254
Mayāng Imphāl	id=g:1263255
Māyalūru	id=g:1263256
Māyakonda	id=g:1263257
Mayā Bhīkhī	id=g:1263258
Māyābandar	id=g:1263259
Mawsynrām	id=g:1263260
Mawrongor	id=g:1263261
Mawphlang	id=g:1263262
Mawlyngkneng	id=g:1263263
Mawlyngkhung	id=g:1263264
Mawliba	id=g:1263265
Mawlashin Taung	id=g:1263266
Mawlashin	id=g:1263267
Mawkarah	id=g:1263268
Mawiong	id=g:1263269
Mawhati	id=g:1263270
Mawdoh	id=g:1263271
Mawdem	id=g:1263272
Māwar	id=g:1263273
Mawāna Khurd	id=g:1263274
Mawāna	id=g:1263275
Mawāna	id=g:1263276
Māwāl	id=g:1263277
Mawai	id=g:1263278
Mawa	id=g:1263279
Māvūr	id=g:1263280
Mavlinguem	id=g:1263281
Māvli	id=g:1263282
Māvinkere	id=g:1263283
Māvingundi	id=g:1263284
Māvelikara	id=g:1263285
Māvalli	id=g:1263286
Maus	id=g:1263287
Maur Khurd	id=g:1263288
Maur Kalān	id=g:1263289
Mauria	id=g:1263290
Maurāwān	id=g:1263291
Mau Rānīpur	id=g:1263292
Maur	id=g:1263293
Maunda	id=g:1263294
Maulinguem	id=g:1263295
Maulāsar	id=g:1263296
Maula Ali	id=g:1263297
Mau Junction	id=g:1263298
Maujpur	id=g:1263299
Mauganj	id=g:1263300
Maudpur	id=g:1263301
Maudānga	id=g:1263302
Maudaha	id=g:1263303
Cape Maud	id=g:1263304
Maubhandār	id=g:1263305
Mau Aimma	id=g:1263306
Mau	id=g:1263307
Mau	id=g:1263308
Mau	id=g:1263309
Mau	id=g:1263310
Mau	id=g:1263311
Mau	id=g:1263312
Maū	id=g:1263313
Mau	id=g:1263314
Mau	id=g:1263315
Mau	id=g:1263316
Mau	id=g:1263317
Mau	id=g:1263318
Matwād	id=g:1263319
Matwa	id=g:1263320
Mātunga	id=g:1263321
Mātunga	id=g:1263322
Mātugāmra	id=g:1263323
Māttūr	id=g:1263324
Māttūl	id=g:1263325
Mattod	id=g:1263326
Matto	id=g:1263327
Mattihalli	id=g:1263328
Mattigiri	id=g:1263329
Mattigatta	id=g:1263330
Mattanūr	id=g:1263331
Mattāncheri Halt	id=g:1263332
Mattāncheri	id=g:1263333
Mattampalli	id=g:1263334
Mattai-ta-hoe	id=g:1263335
Matsel	id=g:1263336
Mātsavaram	id=g:1263337
Mat River	id=g:1263338
Matringa	id=g:1263339
Mātra	id=g:1263340
Matoria Nadī	id=g:1263341
Maton Hill	id=g:1263342
Mātola Buzurg	id=g:1263343
Matmāri	id=g:1263344
Mātla River	id=g:1263345
Matla Bay	id=g:1263346
Mātla	id=g:1263347
Matkumbera	id=g:1263348
Matkuli	id=g:1263349
Matkota	id=g:1263350
Mātin	id=g:1263351
Mati Kella	id=g:1263352
Mātigara	id=g:1263353
Matiāna	id=g:1263354
Mātiāli	id=g:1263355
Mathwār	id=g:1263356
Mathwāda	id=g:1263357
Māthuri	id=g:1263358
Mathurāpur	id=g:1263359
Mathurāpur	id=g:1263360
Mathurāpur	id=g:1263361
Mathurāpur	id=g:1263362
Mathura	id=g:1263363
Mathura	id=g:1263364
Mathura	id=g:1263365
Mathura	id=g:1263366
Māthnā	id=g:1263367
Māthili	id=g:1263368
Mathila	id=g:1263369
Mātherān	id=g:1263370
Māthela	id=g:1263371
Mathasulia	id=g:1263372
Mathānia	id=g:1263373
Mathāna	id=g:1263374
Māthak	id=g:1263375
Math	id=g:1263376
Math	id=g:1263377
Mātergaon	id=g:1263378
Matera Bāzār	id=g:1263379
Māted	id=g:1263380
Māt Branch	id=g:1263381
Matāyān	id=g:1263382
Mataungse Kyein	id=g:1263383
Mataundh	id=g:1263384
Matattuppatti	id=g:1263385
Mātāsara	id=g:1263386
Mātar	id=g:1263387
Mātar	id=g:1263388
Mātānomadh	id=g:1263389
Mātanhel	id=g:1263390
Matalkūnta	id=g:1263391
Matāla	id=g:1263392
Matait-anla	id=g:1263393
Matai Nadī	id=g:1263394
Mātābhānga	id=g:1263395
Māt	id=g:1263396
Masūra	id=g:1263397
Masur	id=g:1263398
Māsūr	id=g:1263399
Māsumganj	id=g:1263400
Masulipatam Canal	id=g:1263401
Masūda	id=g:1263402
Mastūri	id=g:1263403
Māstiholi	id=g:1263404
Mastigudi	id=g:1263405
Māsti	id=g:1263406
Mastarang	id=g:1263407
Massīgan	id=g:1263408
Massa	id=g:1263409
Masrakh	id=g:1263410
Masor Road	id=g:1263411
Masodha	id=g:1263412
Masod	id=g:1263413
Maskunwa	id=g:1263414
Maski	id=g:1263415
Māsisar	id=g:1263416
Masira	id=g:1263417
Masinigudi	id=g:1263418
Māsināyakkanpatti	id=g:1263419
Tāl Masīaon	id=g:1263420
Māshuri Creek	id=g:1263421
Mashobra	id=g:1263422
Māshi River	id=g:1263423
Mashāt	id=g:1263424
Māshal	id=g:1263425
Maseli	id=g:1263426
Masaurhi Buzurg	id=g:1263427
Masarkal	id=g:1263428
Masarhalli	id=g:1263429
Māsānutippa	id=g:1263430
Masān River	id=g:1263431
Masānjor	id=g:1263432
Masāni	id=g:1263433
Masangaon	id=g:1263434
Masalga	id=g:1263435
Masāldaha Bāzār	id=g:1263436
Māsaipet	id=g:1263437
Maryngksih	id=g:1263438
Marwās	id=g:1263439
Mārwār Pāli	id=g:1263440
Mārwār Mūndwa	id=g:1263441
Mārwār Mathānia	id=g:1263442
Mārwār Lohāwat	id=g:1263443
Mārwār Kori	id=g:1263444
Mārwār Khāra	id=g:1263445
Mārwār Bhīnmāl	id=g:1263446
Mārwār Bālia	id=g:1263447
Mārwār Bāgra	id=g:1263448
Mārwār	id=g:1263449
Mārwār	id=g:1263450
Marwādi Khurd	id=g:1263451
Marwad	id=g:1263452
Marve	id=g:1263453
Marva Island	id=g:1263454
Mārvad	id=g:1263455
Mārutūru	id=g:1263456
Maruthi	id=g:1263457
Māruteru	id=g:1263458
Marutādu	id=g:1263459
Marūru	id=g:1263460
Marupūru	id=g:1263461
Marungāpuri	id=g:1263462
Marudaiyār River	id=g:1263463
Marua	id=g:1263464
Maru	id=g:1263465
Martūr	id=g:1263466
Martselang	id=g:1263467
Martoli	id=g:1263468
Mārtand	id=g:1263469
Marsul	id=g:1263470
Mārsimik La	id=g:1263471
Mārshāghāi	id=g:1263472
Marrigūdem	id=g:1263473
Marrāyagūdem	id=g:1263474
Marpha Fort	id=g:1263475
Marpalli Kalān	id=g:1263476
Marpalli	id=g:1263477
Maroti	id=g:1263478
Mārot	id=g:1263479
Marori	id=g:1263480
Maroli	id=g:1263481
Maroli	id=g:1263482
Maroda Tank	id=g:1263483
Maroda	id=g:1263484
Marod	id=g:1263485
Maroa	id=g:1263486
Māro	id=g:1263487
Marniu	id=g:1263488
Marna	id=g:1263489
Marmat	id=g:1263490
Marmagao Rocks	id=g:1263491
Marmagao Point	id=g:1263492
Marmagao Bay	id=g:1263493
Marmagao	id=g:1263494
Marlapenta	id=g:1263495
Marlapalli	id=g:1263496
Mārkundi	id=g:1263497
Markūk	id=g:1263498
Mārkonā	id=g:1263499
Mārkodu	id=g:1263500
Markha	id=g:1263501
Markatola	id=g:1263502
Mārkāpur Road	id=g:1263503
Mārkāpur	id=g:1263504
Mārkandi	id=g:1263505
Mārkandi	id=g:1263506
Markandeya River	id=g:1263507
Mārkanda River	id=g:1263508
Markākasa	id=g:1263509
Markacho	id=g:1263510
Markā	id=g:1263511
Mariyammanahalli	id=g:1263512
Māripat	id=g:1263513
Marine Lines	id=g:1263514
Marikuppam	id=g:1263515
Marīkatti	id=g:1263516
Marikal	id=g:1263517
Marikal	id=g:1263518
Marihāl	id=g:1263519
Maricha	id=g:1263520
Marian Shoal	id=g:1263521
Mariāni	id=g:1263522
Mariāhū	id=g:1263523
Mariāhan	id=g:1263524
Mariado	id=g:1263525
Mārhi La	id=g:1263526
Marhi	id=g:1263527
Marhaura	id=g:1263528
Mārha Nadī	id=g:1263529
Marhāna	id=g:1263530
Mārg Tāmhana	id=g:1263531
Margherita	id=g:1263532
Mārg Āsni	id=g:1263533
Mārgāng	id=g:1263534
Māregaon	id=g:1263535
Mardol	id=g:1263536
Mardol	id=g:1263537
Mārdi	id=g:1263538
Mardi	id=g:1263539
Mardhān	id=g:1263540
Mārde	id=g:1263541
Mardānpur	id=g:1263542
Mardānheri	id=g:1263543
Mardakot	id=g:1263544
Mardah	id=g:1263545
Mardagūda	id=g:1263546
Mārchauk Pass	id=g:1263547
Maravda	id=g:1263548
Marau River	id=g:1263549
Maraur	id=g:1263550
Māraoli	id=g:1263551
Māranjān	id=g:1263552
Māranhalli	id=g:1263553
Mārāng Ponga	id=g:1263554
Marang La	id=g:1263555
Marangaon	id=g:1263556
Mārāndahalli	id=g:1263557
Maramsilli Reservoir	id=g:1263558
Marāmjhiri	id=g:1263559
Maramdā	id=g:1263560
Maram	id=g:1263561
Maralvādi	id=g:1263562
Mārakpur	id=g:1263563
Marakkānam	id=g:1263564
Marakayārpatnam	id=g:1263565
Maraiyūr	id=g:1263566
Mārahra	id=g:1263567
Mārahchi	id=g:1263568
Marāghāt Tea Garden	id=g:1263569
Marāghāt Reserved Forest	id=g:1263570
Maradugu	id=g:1263571
Mara Dikrang Nadī	id=g:1263572
Maradām	id=g:1263573
Mārād	id=g:1263574
Marabgi	id=g:1263575
Mara	id=g:1263576
Marā	id=g:1263577
Māra	id=g:1263578
Māpuca River	id=g:1263579
Māpuca	id=g:1263580
Mapo Tāng	id=g:1263581
Mapo Tāng	id=g:1263582
Maphitel	id=g:1263583
Mao Songsang	id=g:1263584
Maonderu River	id=g:1263585
Maonda Tarla	id=g:1263586
Maonda	id=g:1263587
Manzgom	id=g:1263588
Manyapādu	id=g:1263589
Mānwat Road	id=g:1263590
Mānwat	id=g:1263591
Manwār Nadī	id=g:1263592
Manwān	id=g:1263593
Mānvi	id=g:1263594
Manusurukota	id=g:1263595
Mānushmuria	id=g:1263596
Manūru	id=g:1263597
Mānūr	id=g:1263598
Mānūr	id=g:1263599
Mānūr	id=g:1263600
Mānuppatti	id=g:1263601
Manund Road	id=g:1263602
Manubolu	id=g:1263603
Manubolu	id=g:1263604
Manu Bāzār	id=g:1263605
Manual	id=g:1263606
Manu	id=g:1263607
Mantūr	id=g:1263608
Māntri	id=g:1263609
Manthani	id=g:1263610
Mantha	id=g:1263611
Manteswar	id=g:1263612
Mansūrpur	id=g:1263613
Mānsūr	id=g:1263614
Mansūr	id=g:1263615
Mansi River	id=g:1263616
Mansingpātana	id=g:1263617
Mansi	id=g:1263618
Manshāhi	id=g:1263619
Mānsar	id=g:1263620
Mansar	id=g:1263621
Mānsa	id=g:1263622
Mānsa	id=g:1263623
Mān River	id=g:1263624
Mān River	id=g:1263625
Mānpur Nagaria	id=g:1263626
Mānpura	id=g:1263627
Mānpur	id=g:1263628
Mānpur	id=g:1263629
Mānpur	id=g:1263630
Mānpur	id=g:1263631
Mānpur	id=g:1263632
Mānpur	id=g:1263633
Mānpur	id=g:1263634
Mānpur	id=g:1263635
