Trail Number 10	id=g:5141290
Windfall Creek	id=g:5144761
Windfall Hill	id=g:5144762
Windfall Hollow	id=g:5144763
Windfall Mountain	id=g:5144764
Windfall Pond	id=g:5144765
Windfall Pond	id=g:5144766
Windfall Pond	id=g:5144767
Windham	id=g:5144768
Windham High Peak	id=g:5144769
Windham School	id=g:5144770
Windham Ski Area	id=g:5144771
Town of Windham	id=g:5144772
Winding Hill	id=g:5144773
Winding Ways	id=g:5144774
Windmill Farm	id=g:5144775
Windmill Lake	id=g:5144776
Windmill Point	id=g:5144777
Windom	id=g:5144778
Windom School	id=g:5144779
Windover Lake	id=g:5144780
Windsor	id=g:5144781
Windsor Beach	id=g:5144782
Windsor Corners	id=g:5144783
Windsor Lake	id=g:5144784
Town of Windsor	id=g:5144785
Windward School	id=g:5144786
Windy Point	id=g:5144787
Windy Ridge	id=g:5144788
Wine Creek	id=g:5144789
Windfall Mountain	id=g:5144790
Winfield Creek	id=g:5144791
Winfield Street Elementary School	id=g:5144792
Wing	id=g:5144793
Wing Creek	id=g:5144794
Town of Winfield	id=g:5144795
Wing Hollow	id=g:5144796
Wing Pond	id=g:5144797
Wing Street School	id=g:5144798
George W Wingate High School (historical)	id=g:5144799
Wingate Swamp	id=g:5144800
Wingdale	id=g:5144801
Winged Foot Golf Club	id=g:5144802
Winhole Channel	id=g:5144803
Winhole Hassock	id=g:5144804
Winhole Point	id=g:5144805
Winkle Point	id=g:5144806
Winne Cemetery	id=g:5144807
Winnebago Brook	id=g:5144808
Wing Pond	id=g:5144809
Winnicomac School	id=g:5144810
Winnie Hill	id=g:5144811
Winnie Hollow	id=g:5144812
Winnebago Pond	id=g:5144813
Winnisook Club	id=g:5144814
Winnisook Lake	id=g:5144815
Winona	id=g:5144816
Winona Lake	id=g:5144817
Winslow Brook	id=g:5144818
Winnie School (historical)	id=g:5144819
Winslow School	id=g:5144820
Winter Clove	id=g:5144821
Winter Hollow	id=g:5144822
Winslow Pond	id=g:5144823
Winter Lake	id=g:5144824
Wintergreen Cemetery	id=g:5144825
Wintergreen Flats	id=g:5144826
Wintergreen Island	id=g:5144827
Wintergreen Lake	id=g:5144828
Winterton	id=g:5144829
Winthrop	id=g:5144830
Winthrop Avenue Primary Center	id=g:5144831
Winthrop University Hospital Heliport	id=g:5144832
Wirt	id=g:5144833
Town of Wirt	id=g:5144834
Wiscoy	id=g:5144835
Wiscoy Creek	id=g:5144836
Wisdom Lane Middle School	id=g:5144837
Wisdom Lane School Annex	id=g:5144838
Wisner	id=g:5144839
Wisner Cemetery	id=g:5144840
Witches Hole	id=g:5144841
Winter Island	id=g:5144842
Witchhobble Point	id=g:5144843
Witchhopple Lake	id=g:5144844
Witchs Walk	id=g:5144845
Witherbee	id=g:5144846
Witherspoon Brook	id=g:5144847
Witchhobble Bay	id=g:5144848
Withford Marina	id=g:5144849
Wittenberg	id=g:5144850
Wittenberg Brook	id=g:5144851
Withey	id=g:5144852
Witter Hill	id=g:5144853
Wittling Swamp	id=g:5144854
Wixon Pond	id=g:5144855
Woestina Cemetery	id=g:5144856
Woestina Elementary School	id=g:5144857
Wohl Lake	id=g:5144858
Wohseepee Park	id=g:5144859
Wojcjecha Cemetery	id=g:5144860
Wolcott	id=g:5144861
Wolcott Creek	id=g:5144862
Wittenberg Mountain	id=g:5144863
Wolcottsburg	id=g:5144864
Wolcottsville	id=g:5144865
Wolf Creek	id=g:5144866
Wolf Creek	id=g:5144867
Town of Wolcott	id=g:5144868
Wolf Creek	id=g:5144869
Wolf Creek	id=g:5144870
Wolf Creek	id=g:5144871
Wolf Creek	id=g:5144872
Wolf Creek	id=g:5144873
Wolf Creek Camp	id=g:5144874
Wolf Fly Creek	id=g:5144875
Wolf Hill	id=g:5144876
Wolf Hill	id=g:5144877
Wolf Hole	id=g:5144878
Wolf Hollow	id=g:5144879
Wolf Hill	id=g:5144880
Wolf Hollow	id=g:5144881
Wolf Lake	id=g:5144882
Wolf Lake	id=g:5144883
Wolf Lake Landing	id=g:5144884
Wolf Mountain	id=g:5144885
Wolf Pit Lake	id=g:5144886
Wolf Point	id=g:5144887
Wolf Pond	id=g:5144888
Wolf Pond	id=g:5144889
Wolf Pond	id=g:5144890
Wolf Pond	id=g:5144891
Wolf Pond	id=g:5144892
Wolf Pond	id=g:5144893
Wolf Pond	id=g:5144894
Wolf Pond	id=g:5144895
Wolf Pond	id=g:5144896
Wolf Pond	id=g:5144897
Wolf Pond	id=g:5144898
Wolf Pond	id=g:5144899
Wolf Pond	id=g:5144900
Wolf Pond	id=g:5144901
Wolf Pond	id=g:5144902
Wolf Pond	id=g:5144903
Wolf Pond Brook	id=g:5144904
Wolf Lake	id=g:5144905
Wolf Pond Brook	id=g:5144906
Wolf Pond Camp	id=g:5144907
Wolf Pond Mountain	id=g:5144908
Wolf Pond Mountain	id=g:5144909
Wolf Pond Mountain	id=g:5144910
Wolf Pond Outlet	id=g:5144911
Wolf Pond Mountain	id=g:5144912
Wolf Pond Outlet	id=g:5144913
Wolf Ridge	id=g:5144914
Wolf Run	id=g:5144915
Wolf Run	id=g:5144916
Wolf Run	id=g:5144917
Wolfes Pond Park	id=g:5144918
Wolfjaw Brook	id=g:5144919
Wolfes Pond	id=g:5144920
Womans Relief Corps Home	id=g:5144921
Women's Rights National Historical Park	id=g:5144922
Womens Hospital	id=g:5144923
Womens House of Detention (historical)	id=g:5144924
Wonder Lake	id=g:5144925
Wood Cemetery	id=g:5144926
Wood Cemetery	id=g:5144927
Wood Cemetery	id=g:5144928
Wood Cemetery	id=g:5144929
Wood Corners	id=g:5144930
Wood Creek	id=g:5144931
Wolven Cemetery	id=g:5144932
Wood Creek	id=g:5144933
Wood Creek	id=g:5144934
Wood Creek	id=g:5144935
Wood Creek	id=g:5144936
Wood Creek	id=g:5144937
Wood Park Primary School	id=g:5144938
Wood Point	id=g:5144939
Wood Road School	id=g:5144940
Wood School	id=g:5144941
Wood Tick Island	id=g:5144942
Woodard	id=g:5144943
Woodbourne	id=g:5144944
Woodbourne Correctional Institute	id=g:5144945
Woodbridge Corners	id=g:5144946
Woodbury	id=g:5144947
Woodbury	id=g:5144948
Woodbury Avenue Elementary School (historical)	id=g:5144949
Woodbury Church	id=g:5144950
Woodbury Country Club	id=g:5144951
Woodbury Creek	id=g:5144952
Wood Island	id=g:5144953
Woodbury Grade School	id=g:5144954
Town of Woodbury	id=g:5144955
Woodchoppers Pond	id=g:5144956
Woodchuck Hill	id=g:5144957
Woodchuck Hill	id=g:5144958
Woodchuck Hill	id=g:5144959
Woodchuck Hill	id=g:5144960
Woodchuck Hill	id=g:5144961
Woodchuck Hill	id=g:5144962
Woodchuck Hole	id=g:5144963
Woodchuck Hollow	id=g:5144964
Woodbury Pond	id=g:5144965
Woodcliff Park	id=g:5144966
Woodclift Canal	id=g:5144967
Woodcock Hill	id=g:5144968
Woodcock Mountain	id=g:5144969
Woodcrest Country Club	id=g:5144970
Woodcrest School	id=g:5144971
Woodfield Road Elementary School	id=g:5144972
Woodgate	id=g:5144973
Woodgate Cemetery	id=g:5144974
Woodhaven	id=g:5144975
Woodhull	id=g:5144976
Woodhull	id=g:5144977
Woodhull Cemetery	id=g:5144978
Woodhull Creek	id=g:5144979
Woodchuck Hollow	id=g:5144980
Woodhull Landing	id=g:5144981
Woodhull Mountain	id=g:5144982
Woodhull Mountain	id=g:5144983
Woodhull School	id=g:5144984
Woodhull Intermediate School	id=g:5144985
Town of Woodhull	id=g:5144986
Woodin Corners	id=g:5144987
Woodinville	id=g:5144988
Woodland	id=g:5144989
Woodland	id=g:5144990
Woodland Avenue School	id=g:5144991
Woodland Brook	id=g:5144992
Woodhull Lake	id=g:5144993
Woodland Cemetery	id=g:5144994
Woodland Cemetery	id=g:5144995
Woodland Cemetery	id=g:5144996
Woodland Creek	id=g:5144997
Woodland Cemetery	id=g:5144998
Woodland Lake	id=g:5144999
Woodland Reservoir	id=g:5145000
Woodland Valley	id=g:5145001
Woodland Middle School	id=g:5145002
Woodlands High School	id=g:5145003
Woodlands Lake	id=g:5145004
Woodlawn	id=g:5145005
Woodlawn	id=g:5145006
Woodlawn	id=g:5145007
Woodlawn Cemetery	id=g:5145008
Woodlawn Cemetery	id=g:5145009
Woodlawn Cemetery	id=g:5145010
Woodlawn Cemetery	id=g:5145011
Woodlawn Cemetery	id=g:5145012
Woodlawn Cemetery	id=g:5145013
Woodlawn Cemetery	id=g:5145014
Woodlawn Cemetery	id=g:5145015
Woodlawn Cemetery	id=g:5145016
Woodlawn Cemetery	id=g:5145017
Woodlawn Cemetery	id=g:5145018
Woodlawn Cemetery	id=g:5145019
Woodlawn Cemetery	id=g:5145020
Woodlawn Junior High School	id=g:5145021
Woodlawn Lake	id=g:5145022
Woodlawn National Cemetery	id=g:5145023
Woodlawn School	id=g:5145024
Woodlawn School (historical)	id=g:5145025
Woodman Pond	id=g:5145026
Woodmans Cove	id=g:5145027
Woodmere	id=g:5145028
Lawrence Woodmere Academy	id=g:5145029
Woodmere Channel	id=g:5145030
Woodmere Middle School	id=g:5145031
Woodpecker Ridge	id=g:5145032
Woodridge	id=g:5145033
Woodrow	id=g:5145034
Woodrow Wilson School	id=g:5145035
Woodrow Wilson School	id=g:5145036
Woodrow Wilson Vocational High School	id=g:5145037
Woodruff Bay	id=g:5145038
Woodruff Heights	id=g:5145039
Woodruff Pond	id=g:5145040
Woodruff Pond	id=g:5145041
Woodruff Swamp	id=g:5145042
Woods	id=g:5145043
Woods Bridge	id=g:5145044
Woods Brook	id=g:5145045
Woodlands	id=g:5145046
Woods Corners	id=g:5145047
Woods Corners	id=g:5145048
Woods Creek	id=g:5145049
Woods Corner	id=g:5145050
Woods Creek	id=g:5145051
Woods Falls	id=g:5145052
Woods Hole Pond	id=g:5145053
Woods Lake	id=g:5145054
Woods Lake	id=g:5145055
Woods Lake	id=g:5145056
Woods Mill	id=g:5145057
Woods Mills	id=g:5145058
Woods Point	id=g:5145059
Woods Point	id=g:5145060
Woods Pond	id=g:5145061
Woods Road Elementary School	id=g:5145062
Lake of the Woods	id=g:5145063
Woodsburgh	id=g:5145064
Woodsburgh Channel	id=g:5145065
Woodside	id=g:5145066
Woodside	id=g:5145067
Woodside	id=g:5145068
Woodside Cemetery	id=g:5145069
Woodside Elementary School	id=g:5145070
Woodstock	id=g:5145071
Woodstock	id=g:5145072
Town of Woodstock	id=g:5145073
Woodstream Farms	id=g:5145074
Woodsville	id=g:5145075
Woodtown Trail	id=g:5145076
Woodville	id=g:5145077
Woodville	id=g:5145078
Woodward Cemetery	id=g:5145079
Woodward Hollow	id=g:5145080
Woods Hill	id=g:5145081
Woodward Parkway School	id=g:5145082
Woodward Sidehill	id=g:5145083
Woodwardia Pond	id=g:5145084
Woodworth Cemetery	id=g:5145085
Woodworth Hollow	id=g:5145086
Woodward Lake	id=g:5145087
Woodybrook	id=g:5145088
Wooglin	id=g:5145089
Wool Point	id=g:5145090
Wooley Hill	id=g:5145091
Wooley Pond	id=g:5145092
Woolworth Building	id=g:5145093
Worcester	id=g:5145094
Worcester Pond	id=g:5145095
Town of Worcester	id=g:5145096
Worden Cemetery	id=g:5145097
Worden Hill	id=g:5145098
Worden Hill	id=g:5145099
World Financial Center	id=g:5145100
World Financial Center Plaza	id=g:5145101
World Trade Center (historical)	id=g:5145102
World Trade Center Recovery Site	id=g:5145103
Woronoco Island	id=g:5145104
Worth	id=g:5145105
Worth Center	id=g:5145106
Town of Worth	id=g:5145107
Worthington	id=g:5145108
Wreck Island	id=g:5145109
Wreck Lead Channel	id=g:5145110
Wright	id=g:5145111
Wright Brook	id=g:5145112
Woodworth Lake	id=g:5145113
Wright Island	id=g:5145114
Wright Lake	id=g:5145115
Wright Park	id=g:5145116
Wright Park Beach	id=g:5145117
Wright Peak	id=g:5145118
Wright School	id=g:5145119
Wright Settlement	id=g:5145120
Town of Wright	id=g:5145121
Wrights Corner	id=g:5145122
Wrights Corners	id=g:5145123
Wrights Corners	id=g:5145124
Wrights Corners	id=g:5145125
Wrights Corners	id=g:5145126
Wrights Corners School	id=g:5145127
Wrights Creek	id=g:5145128
Wright Cemetery	id=g:5145129
Wurtemburg	id=g:5145130
Wurtsboro	id=g:5145131
Wurtsboro Hills	id=g:5145132
Wurtsboro-Sullivan County Airport	id=g:5145133
Wyandale	id=g:5145134
Wyandanch	id=g:5145135
Wyanoke Island	id=g:5145136
Wyatts	id=g:5145137
Wyckoff	id=g:5145138
Wycoff Cemetery	id=g:5145139
Wyde Heliport	id=g:5145140
Wygant School	id=g:5145141
Wykagyl	id=g:5145142
Wykagyl Country Club	id=g:5145143
Wykagyl Park	id=g:5145144
Wykagyl Station New Rochelle Post Office	id=g:5145145
Wylie Brook	id=g:5145146
Wurlitzer Park Village	id=g:5145147
Wylie Cemetery	id=g:5145148
Wyman Corner	id=g:5145149
Wyman Hill	id=g:5145150
Wyman Mountain	id=g:5145151
Wynants Kill	id=g:5145152
Wylie Cemetery	id=g:5145153
Wyndham Lawn Home	id=g:5145154
Wyngate Park	id=g:5145155
Wynkoop Brook	id=g:5145156
Wynantskill	id=g:5145157
Wynkoop Creek	id=g:5145158
Wyomanock	id=g:5145159
Wyomanock Creek	id=g:5145160
Wyoming	id=g:5145161
Wyoming Gulf	id=g:5145162
Wyoming County	id=g:5145163
Wyoming Valley	id=g:5145164
Xaverian High School	id=g:5145165
YMCA Camp	id=g:5145166
Yaddo	id=g:5145167
Yagerville	id=g:5145168
Yahnundasis Lake	id=g:5145169
Yale	id=g:5145170
Yale Brook	id=g:5145171
YCW Camp	id=g:5145172
Yaleville	id=g:5145173
Yaleville Brook	id=g:5145174
Yale Corners	id=g:5145175
Yankee Hill School	id=g:5145176
Yankee Lake	id=g:5145177
Yankee Lake	id=g:5145178
Yankee Stadium	id=g:5145179
Yanketown Pond	id=g:5145180
Yanty Creek	id=g:5145181
Yankee Channel	id=g:5145182
Yapahank Creek	id=g:5145183
Yanty Marsh	id=g:5145184
Yard Hill	id=g:5145185
Yard Mountain	id=g:5145186
Yarrow Preserve	id=g:5145187
Yates Cemetery	id=g:5145188
Yates Center	id=g:5145189
Yates County	id=g:5145190
Yates Hill	id=g:5145191
Yates Park	id=g:5145192
Yates Magnet Elementary School	id=g:5145193
Town of Yates	id=g:5145194
Yatesville	id=g:5145195
Yatesville Creek	id=g:5145196
Yaphank	id=g:5145197
Yawger Creek	id=g:5145198
Yeager Brook	id=g:5145199
Yellow Bar Hassock	id=g:5145200
Yellow Barn State Forest	id=g:5145201
Yellow Church	id=g:5145202
Yellow Church	id=g:5145203
Yellow Creek	id=g:5145204
Yellow Barn Hill	id=g:5145205
Yellow Creek	id=g:5145206
Yellow Lake	id=g:5145207
Yellow Red Corners	id=g:5145208
Yerding Cemetery	id=g:5145209
Yerkes Corner	id=g:5145210
Yeshiva Khilath Yakov School	id=g:5145211
Yeshiva School	id=g:5145212
Yeshiva University	id=g:5145213
Yeshiva of Flatbush Elementary School	id=g:5145214
Yonkers	id=g:5145215
Yonkers Christian Assembly Church	id=g:5145216
Yonkers Church of God	id=g:5145217
Yonkers City Hall	id=g:5145218
Yonkers Fire Department Headquarters	id=g:5145219
Yonkers Fire Station 1	id=g:5145220
Yonkers Fire Station 10	id=g:5145221
Yonkers Fire Station 11	id=g:5145222
Yonkers Fire Station 12	id=g:5145223
Yonkers Fire Station 13	id=g:5145224
Yonkers Fire Station 14	id=g:5145225
Yonkers Fire Station 2 (historical)	id=g:5145226
Yonkers Fire Station 3	id=g:5145227
Yonkers Fire Station 4	id=g:5145228
Yonkers Fire Station 6	id=g:5145229
Yonkers Fire Station 7	id=g:5145230
Yonkers Fire Station 9	id=g:5145231
Yonkers Health Center	id=g:5145232
Yonkers High School	id=g:5145233
Yonkers Post Office	id=g:5145234
Yonkers Raceway	id=g:5145235
Yonkers Station	id=g:5145236
Yonkers Tennis Center	id=g:5145237
Yonkers War Memorial Field	id=g:5145238
City of Yonkers	id=g:5145239
York	id=g:5145240
York	id=g:5145241
York Central School	id=g:5145242
York Corners	id=g:5145243
York Hill	id=g:5145244
York Hill	id=g:5145245
York Lake	id=g:5145246
York Pond	id=g:5145247
York Run	id=g:5145248
Yellow Mills	id=g:5145249
Yorkshire	id=g:5145250
Town of Yorkshire	id=g:5145251
Yorktown	id=g:5145252
Yorktown Heights	id=g:5145253
Yorktown Heights Town Hall	id=g:5145254
Yorktown High School	id=g:5145255
Town of Yorktown	id=g:5145256
Yorkville	id=g:5145257
Yosemite Park	id=g:5145258
Yost Corners	id=g:5145259
Yost Creek	id=g:5145260
Town of York	id=g:5145261
Youker Buch School	id=g:5145262
Youmans Corner	id=g:5145263
Young Bay	id=g:5145264
Young Corners	id=g:5145265
Young Hickory	id=g:5145266
Young Hickory Hollow	id=g:5145267
Yosts	id=g:5145268
Young Hill	id=g:5145269
Young Lake	id=g:5145270
Youngs	id=g:5145271
Youngs	id=g:5145272
Youngs Brook	id=g:5145273
Youngs Creek	id=g:5145274
Bayport - Blue Point High School	id=g:5145275
Youngs Hollow	id=g:5145276
Youngs Crossing	id=g:5145277
Youngs Lakes	id=g:5145278
Youngs Mountain	id=g:5145279
Youngs Point	id=g:5145280
Youngs Pond	id=g:5145281
Youngstown	id=g:5145282
Youngstown Estates	id=g:5145283
Youngstown Yacht Club	id=g:5145284
Youngsville	id=g:5145285
Youngsville Cemetery	id=g:5145286
Yulan	id=g:5145287
Zachs Bay	id=g:5145288
Zack Pond	id=g:5145289
Zahns Airport (historical)	id=g:5145290
Zeeks Pond	id=g:5145291
Zeh Corners	id=g:5145292
Zekes Bay	id=g:5145293
Zelazny Airport	id=g:5145294
Zena	id=g:5145295
Zieglers Pond	id=g:5145296
Zimmer Cemetery	id=g:5145297
Zimmer Cemetery	id=g:5145298
Zimmer Hill	id=g:5145299
Zimmerman Creek	id=g:5145300
Youngs Island	id=g:5145301
Zion Baptist Church	id=g:5145302
Zion Cemetery	id=g:5145303
Zion Cemetery	id=g:5145304
Zion Church	id=g:5145305
Zion Church	id=g:5145306
Zion Church	id=g:5145307
Zion Church	id=g:5145308
Saint Philip's Baptist Church	id=g:5145309
Zion Church	id=g:5145310
Zion Lutheran Church	id=g:5145311
Zion Episcopal Church	id=g:5145312
Zion Hill Cemetery	id=g:5145313
Mount Zion	id=g:5145314
Zitka	id=g:5145315
Zoar	id=g:5145316
Zoar	id=g:5145317
Zoar Cemetery	id=g:5145318
Zoar Valley	id=g:5145319
Zimmerman Pond	id=g:5145320
Mount Zoar	id=g:5145321
Zogg Middle School	id=g:5145322
Zophen Cemetery	id=g:5145323
Zorn Pond	id=g:5145324
Zucks Corners	id=g:5145325
Zurich	id=g:5145326
de Hoyos Memorial Park	id=g:5145327
1st District Police Station Heliport	id=g:5145328
228th Shopping Center	id=g:5145329
4th District Police Station Heliport	id=g:5145330
7th Ward School	id=g:5145331
A B Bonds Junior Administration Building	id=g:5145332
A B Hart Junior High School	id=g:5145333
A B Williams Memorial Woods	id=g:5145334
A J Jordak Elementary School	id=g:5145335
A W Smith Building	id=g:5145336
Aaronsburg (historical)	id=g:5145337
Abanaka	id=g:5145338
Abbey Etna Heliport	id=g:5145339
Abbeyville	id=g:5145340
Abbeyville Cemetery	id=g:5145341
Abbeyville Post Office (historical)	id=g:5145342
Abbot Cemetery	id=g:5145343
Abbot School (historical)	id=g:5145344
Abbots Bridge	id=g:5145345
Abbotts Island	id=g:5145346
Abbottsville	id=g:5145347
Abbottsville Post Office (historical)	id=g:5145348
Abbottsville United Methodist Church	id=g:5145349
Abe	id=g:5145350
Abe A Yoder Farm Cemetery	id=g:5145351
Abe Post Office (historical)	id=g:5145352
Abel Cemetery	id=g:5145353
Abledell	id=g:5145354
Abram Creek	id=g:5145355
Mount Zoar	id=g:5145356
Abundant Life Center of Eternal Truth	id=g:5145357
Abyssinia Baptist Church	id=g:5145358
Acacia Country Club	id=g:5145359
Acacia Park Cemetery	id=g:5145360
Academia	id=g:5145361
Academia Post office (historical)	id=g:5145362
Academy of Medicine	id=g:5145363
Academy of Music (historical)	id=g:5145364
Ace Morgan Theatre	id=g:5145365
Achor	id=g:5145366
Achor Valley Cemetery	id=g:5145367
Ackley Cemetery	id=g:5145368
Ackmer School (historical)	id=g:5145369
Acland House	id=g:5145370
Acme	id=g:5145371
Acme Hill	id=g:5145372
Acme Post Office (historical)	id=g:5145373
Ada	id=g:5145374
Ada Airport	id=g:5145375
Ada Elementary School	id=g:5145376
Ada High School	id=g:5145377
Ada Post Office	id=g:5145378
Ada Town Hall	id=g:5145379
Adair	id=g:5145380
Adair Post Office (historical)	id=g:5145381
Adam H Miller Farm Cemetery	id=g:5145382
Adam School	id=g:5145383
Adams Cemetery	id=g:5145384
Adams Cemetery	id=g:5145385
Adams Elementary School	id=g:5145386
Adams High School (historical)	id=g:5145387
Adams Junior High School	id=g:5145388
Adams Landing Strip	id=g:5145389
Adams Lutheran Cemetery	id=g:5145390
Adams Mills	id=g:5145391
Adams Mills Cemetery	id=g:5145392
Adams Mills Post Office	id=g:5145393
Adams Park	id=g:5145394
Adams Ridge	id=g:5145395
Adams Ridge Post Office (historical)	id=g:5145396
Adams Run	id=g:5145397
Lake Abram	id=g:5145398
Adams School (historical)	id=g:5145399
Adams School (historical)	id=g:5145400
Adams Street Cemetery	id=g:5145401
Adams Tunnel	id=g:5145402
Township of Adams	id=g:5145403
Township of Adams	id=g:5145404
Township of Adams	id=g:5145405
Township of Adams	id=g:5145406
Township of Adams	id=g:5145407
Township of Adams	id=g:5145408
Township of Adams	id=g:5145409
Adamsville	id=g:5145410
Adamsville Baptist Cemetery	id=g:5145411
Adamsville Elementary School	id=g:5145412
Adamsville Post Office	id=g:5145413
Adario	id=g:5145414
Adario Cemetery	id=g:5145415
Adario Post Office (historical)	id=g:5145416
Addams High School	id=g:5145417
Addison Elementary School	id=g:5145418
Addison High School	id=g:5145419
Adelbert Gymnasium	id=g:5145420
Adelbert Hall	id=g:5145421
Adell Durbin Park	id=g:5145422
Adena	id=g:5145423
Adena Brook	id=g:5145424
Adams School	id=g:5145425
Adena Fish and Game Club Dam	id=g:5145426
Adena Fish and Game Club Dam	id=g:5145427
Adena Presbyterian Cemetery	id=g:5145428
Adena Presbyterian Church	id=g:5145429
Adrian	id=g:5145430
Adrian Elementary School	id=g:5145431
Adrian Post Office	id=g:5145432
Adriel School	id=g:5145433
Advance	id=g:5145434
Advance Post Office (historical)	id=g:5145435
Advent Christian Church	id=g:5145436
Advent Church	id=g:5145437
Aero Flight Center Airport	id=g:5145438
Aero Lake Farm Airport	id=g:5145439
Aeschliman Cemetery	id=g:5145440
Aetna Cemetery	id=g:5145441
Aetnaville	id=g:5145442
Aetnaville Public School (historical)	id=g:5145443
Africa	id=g:5145444
Africa Cemetery	id=g:5145445
Africa Post Office (historical)	id=g:5145446
Agape Assembly Church	id=g:5145447
Agape Chapel	id=g:5145448
Agape Lighthouse Church	id=g:5145449
Agathon Ball Field	id=g:5145450
Agner Airport	id=g:5145451
Agosta Cemetery	id=g:5145452
Agudas Achim Synagogue	id=g:5145453
Agudas Achim Temple	id=g:5145454
Agudath Achim Cemetery	id=g:5145455
Agudath B'nai Israel Church	id=g:5145456
Ahrens Lake	id=g:5145457
Ahrens Lake Dam	id=g:5145458
Ai	id=g:5145459
Ai Cemetery	id=g:5145460
Ai Creek	id=g:5145461
Adena Elementary School	id=g:5145462
Ai Union Church	id=g:5145463
Aichholz Ditch	id=g:5145464
Aigler-Alumni Building	id=g:5145465
Ainger	id=g:5145466
Air Line Junction	id=g:5145467
Airborne Memorial Bridge	id=g:5145468
Airc Helistop	id=g:5145469
Airline Junction Post Office (historical)	id=g:5145470
Airport Greens Golf Course	id=g:5145471
Airport Park	id=g:5145472
Airport Park	id=g:5145473
Airport Park	id=g:5145474
Airwolf Heliport	id=g:5145475
Akron	id=g:5145476
Akron Alliance Fellowship Church	id=g:5145477
Akron Apostolic Temple	id=g:5145478
Akron Art Institute	id=g:5145479
Akron Baptist Church	id=g:5145480
Akron Baptist Temple	id=g:5145481
Akron Bible Church	id=g:5145482
Akron Christian Reformed Church	id=g:5145483
Akron Christian School	id=g:5145484
Akron City Hospital	id=g:5145485
Akron City Hospital Heliport	id=g:5145486
Akron City Reservoir	id=g:5145487
Akron City School of Nursing	id=g:5145488
Akron First Church of the Brethren	id=g:5145489
Akron Freewill Baptist Church	id=g:5145490
Akron Fulton International Airport	id=g:5145491
Akron General Medical Center Heliport	id=g:5145492
Akron Hebrew Cemetery	id=g:5145493
Akron Law Library	id=g:5145494
Akron Post Office	id=g:5145495
Akron Promenade Shopping Center	id=g:5145496
Akron Water Pollution Control Station	id=g:5145497
Akron Square Plaza Shopping Center	id=g:5145498
Akron United Wesleyan Church	id=g:5145499
Akron Unity Center of Truth	id=g:5145500
Akron Y W C A Camp	id=g:5145501
City of Akron	id=g:5145502
Akron-Canton Regional Airport	id=g:5145503
Akron-Summit County Public Library	id=g:5145504
Albert Scrock Farm Cemetery	id=g:5145505
Albion	id=g:5145506
Albion Cemetery	id=g:5145507
Albion Elementary School	id=g:5145508
Albion Junior High School	id=g:5145509
Albion Plaza Shopping Center	id=g:5145510
Albion Post Office (historical)	id=g:5145511
Albion Woods Reserved Picnic Area	id=g:5145512
Albion-Prospect Plaza Shopping Center	id=g:5145513
Albon Lake	id=g:5145514
Albright Ditch	id=g:5145515
Albright School (historical)	id=g:5145516
Alcony	id=g:5145517
Alcony Post Office (historical)	id=g:5145518
Alcony School (historical)	id=g:5145519
Alcott School	id=g:5145520
Alden Elementary School	id=g:5145521
Alder Creek Centre Shopping Center	id=g:5145522
Alder Lick Run	id=g:5145523
Ai Post Office (historical)	id=g:5145524
Alderfer-Oenslager County Park	id=g:5145525
Alderman Airport	id=g:5145526
Aldersgate United Methodist Church	id=g:5145527
Aldrich Cemetery	id=g:5145528
Aldrich Pond	id=g:5145529
Alexander	id=g:5145530
Alexander Cemetery	id=g:5145531
Alexander Cemetery	id=g:5145532
Alexander Ditch	id=g:5145533
Alexander Graham Bell Elementary School	id=g:5145534
Alexander Graham Bell School for the Deaf	id=g:5145535
Alexander Hamilton Junior High School	id=g:5145536
Alexandria	id=g:5145537
Alexandria Baptist Church	id=g:5145538
Alexandria Post Office	id=g:5145539
Alexandria United Methodist Church	id=g:5145540
Alexis Addition	id=g:5145541
Alexis Congregational Church	id=g:5145542
Alexis-Lewis Shopping Center	id=g:5145543
Alexis-Tremainsville Shopping Center	id=g:5145544
Alfred A Benesch Elementary School	id=g:5145545
Alge Airport	id=g:5145546
Alger	id=g:5145547
Alger Cemetery	id=g:5145548
Alger Elementary School	id=g:5145549
Alger Post Office	id=g:5145550
Algonquin Mill (historical)	id=g:5145551
Alibi School (historical)	id=g:5145552
Alikanna	id=g:5145553
Alikanna Post Office (historical)	id=g:5145554
All Saints Catholic Church	id=g:5145555
All Saints Catholic Church	id=g:5145556
All Saints Cemetery	id=g:5145557
All Saints Episcopal Church	id=g:5145558
All Saints Lutheran Church	id=g:5145559
All Saints Polish National Catholic Church	id=g:5145560
All Saints School	id=g:5145561
All Souls Cemetery	id=g:5145562
All Souls Unitarian Universalist Church	id=g:5145563
All Souls Universalist Church (historical)	id=g:5145564
Allardale County Park	id=g:5145565
Allen Airport	id=g:5145566
Allen Airport	id=g:5145567
Allen Art Building	id=g:5145568
Allen Cemetery	id=g:5145569
Allen Cemetery	id=g:5145570
Allen Center	id=g:5145571
Allen Chapel (historical)	id=g:5145572
Allen Chapel African Methodist Episcopal Church	id=g:5145573
Allen Chapel Church	id=g:5145574
Allen Corners	id=g:5145575
Allen County	id=g:5145576
Allen County Courthouse	id=g:5145577
Allen County Fairgrounds	id=g:5145578
Allen County Farm Park	id=g:5145579
Allen County Home	id=g:5145580
