Astakhnovo	id=g:7080483
Zmeinyy Klyuch	id=g:7107914
Gora Dva Brata	id=g:7107915
Pereval Partizanskiy	id=g:7107916
Kedrovaya Pad’	id=g:7107917
Gora Kedrovaya Pad’	id=g:7107918
Urochishche Krasnyye Skaly	id=g:7107919
Kamennyy Klyuch	id=g:7107920
Gora Kruglaya	id=g:7107921
Bazovyy Klyuch	id=g:7107922
Izyubrinyy	id=g:7107923
Gora Rodniki	id=g:7107924
Karmanovskiy	id=g:7107925
Bol’shoy Klyuch	id=g:7107926
Berlozhnyy	id=g:7107927
Medvezhiy	id=g:7107928
Gora Svetlaya	id=g:7107929
Gora Karavannaya	id=g:7107930
Gora Brusnichnaya	id=g:7107931
Tropovyy	id=g:7107932
Gora Lysaya	id=g:7107933
Gora Pykhti-Gora	id=g:7107934
Pervyy Klyuch	id=g:7107935
Vtoroy Klyuch	id=g:7107936
Urochishche Partizanskoye	id=g:7107937
Gora Kulik	id=g:7107938
Pereval Yevlantiyevskiy	id=g:7107939
Gora Rovsypnaya	id=g:7107940
Tretiy Klyuch	id=g:7107941
Nizhniy Perelaz	id=g:7107942
Gora Sopi-Gora	id=g:7107943
Gora Petrovskaya	id=g:7107944
Gora Geofizik	id=g:7107945
Dlinnyy	id=g:7107946
Gora Uglovaya	id=g:7107947
Rudnichnyy Klyuch	id=g:7107948
Prodolzhitel’nyy Klyuch	id=g:7107949
Shirokiy	id=g:7107950
Gora Vstrechnaya	id=g:7107951
Rudnyy	id=g:7107952
Tigrovyy	id=g:7107953
Dlinnyy Klyuch	id=g:7107954
Isakov Klyuch	id=g:7107955
Bludnyy Khrebet	id=g:7107956
Kholodnyy	id=g:7107957
Gora Zavaly	id=g:7107958
Gora Armeyskaya	id=g:7107959
Vetvistyy Klyuch	id=g:7107960
Proshchal’nyy Klyuch	id=g:7107961
Chistyy Klyuch	id=g:7107962
Zheleznyy Klyuch	id=g:7107963
Zabolochennyy	id=g:7107964
Gora Berëzovaya	id=g:7107965
Gora Severnaya	id=g:7107966
Berëzovyy	id=g:7107967
Gora Kraynyaya	id=g:7107968
Dal’niy	id=g:7107969
Levyy Pereval’nyy	id=g:7107970
Gora Okhotnich’ya	id=g:7107971
Mechty	id=g:7107972
Gora Mechty	id=g:7107973
Pereval Kozly	id=g:7107974
Murashov Klyuch	id=g:7107975
Central City Hospital	id=g:7114816
Hippodrome	id=g:7114818
Dynamo	id=g:7114819
House of Trade unions	id=g:7114820
Main Bus and Coach station	id=g:7114821
Local Railway station	id=g:7114822
Limanchik	id=g:7115016
Temernik	id=g:7115017
strongo	id=g:7115535
Pribrezhnyy	id=g:7117224
Zarya	id=g:7117880
Raduzhnyy	id=g:7117885
Излучина, коттеджный поселок	id=g:7274644
Druzhnaya	id=g:7279491
Губаха-Пассажирская	id=g:7279697
Lipetsk TV Mast	id=g:7281919
Tambov TV Mast	id=g:7281921
Novosokolniki TV Mast	id=g:7281923
Volgograd Hydroelectric Power Plant / HVDC Volgograd-Donbass - Volgograd Static Inverter Plant	id=g:7281933
Sharypovo Power Plant	id=g:7281940
Mosolovo TV Mast	id=g:7282056
Lipin Bor TV Mast	id=g:7282057
Selizharovo TV Mast	id=g:7282059
Pinerovka TV Mast	id=g:7282060
Yershov TV Mast	id=g:7282062
Tula TV Mast	id=g:7282063
Rodniki TV Mast	id=g:7282064
Novo-Bykovo TV Mast	id=g:7282065
Volga TV Mast	id=g:7282066
Kanevskaya TV Mast	id=g:7282067
Stavropol TV Mast	id=g:7282068
Ust-Kalmanka TV Mast	id=g:7282069
Livny TV Mast	id=g:7282070
Sovetsky TV Mast	id=g:7282071
Smogiri TV Mast	id=g:7282072
Tsivilsk TV Mast	id=g:7282073
Galich TV Mast	id=g:7282075
Belyy Yar TV Mast	id=g:7282076
Bakaly TV Mast	id=g:7282081
Proletariy TV Mast	id=g:7282083
Bobrov TV Mast	id=g:7282084
Kamyshin TV Mast	id=g:7282085
Obninsk Meteorological tower	id=g:7282088
St. Petersburg TV Tower	id=g:7282091
Karachev CHAYKA transmitter	id=g:7282096
Zotino Tall Tower Observation Facility	id=g:7282097
Balashikha Radio Mast	id=g:7282098
Balashikha Radio Tower	id=g:7282099
Varaksino TV Mast	id=g:7282100
Taldom transmitter, Broadcasting Mast for 153 kHz	id=g:7282306
Komsomolsk-na-Amure, Longwave Broadcasting Mast	id=g:7282307
Bolshakovo transmitter, longwave mast	id=g:7282312
Raduga transmitter, longwave broadcasting mast	id=g:7282315
Murmansk transmitter, longwave broadcasting mast	id=g:7282316
Noginsk transmitter, longwave broadcasting mast	id=g:7282317
Ezhva transmitter, Longwave Broadcasting Mast	id=g:7282318
Tulagino longwave transmitter, central mast	id=g:7282319
Tulagino longwave transmitter, Ring Mast 1	id=g:7282320
Tulagino longwave transmitter, Ring Mast 2	id=g:7282322
Tulagino longwave transmitter, Ring Mast 3	id=g:7282323
Tulagino longwave transmitter, Ring Mast 4	id=g:7282324
Tulagino longwave transmitter, Ring Mast 5	id=g:7282325
Tulagino longwave transmitter, Ring Mast 6	id=g:7282326
Oktyabrskiy Longwve Broadcasting Mast	id=g:7282327
Yelizovo Longwave Broadcasting Mast	id=g:7282329
Kruchina Longwave Broadcasting Mast	id=g:7282332
Kostantinogradovka longwave broadcasting mast	id=g:7282333
Olgino longwave broadcasting mast	id=g:7282335
Angarsk longwave broadcasting mast	id=g:7282337
Odinsk longwave broadcasting mast north	id=g:7282338
Avsyunino longwave broadcasting mast	id=g:7282339
Ufa longwave broadcasting mast	id=g:7282340
Tynda longwave broadcasting mast	id=g:7282349
Krasnoyarsk longwave broadcasting mast	id=g:7282353
Birobidzhan longwave transmitter, Mast Southwest	id=g:7282354
Birobidzhan longwave transmitter, Mast Northeast	id=g:7282355
Surgut transmitter, longwave broadcasting mast	id=g:7282357
Krasny Bor Longwave Broadcasting Mast	id=g:7282359
Novoseykimo longwave transmitter, Tower Northwest	id=g:7282360
Novoseykimo longwave transmitter, Tower Northeast	id=g:7282361
Novoseykimo longwave transmitter, Tower Southwest	id=g:7282362
Novoseykimo longwave transmitter, Tower Southeast	id=g:7282364
Raduzhnyy longwave broadcasting mast	id=g:7282365
Odinsk longwave broadcasting mast south	id=g:7282366
Koskovo longwave broadcasting mast	id=g:7282368
Razdolnoye longwave broadcasting mast	id=g:7282371
Kazan Longwave Broadcasting Mast	id=g:7282373
Taldom transmitter, 261 kHz-antenna, central mast	id=g:7282378
Taldom transmitter, 261 kHz-antenna, ring mast 1	id=g:7282379
Taldom transmitter, 261 kHz-antenna, ring mast 3	id=g:7282381
Taldom transmitter, 261 kHz-antenna, ring mast 2	id=g:7282382
Taldom transmitter, 261 kHz-antenna, ring mast 4	id=g:7282383
Taldom transmitter, 261 kHz-antenna, ring mast 5	id=g:7282384
Orenburg longwave broadcasting mast	id=g:7282385
Chabarovsk longwave transmitter, tower west	id=g:7282386
Chabarovsk longwave transmitter, tower east	id=g:7282388
Raduga longwave broadcasting mast	id=g:7282389
Gorno-Altaisk longwave broadcasting mast	id=g:7282391
Selenginsk longwave broadcasting mast	id=g:7282392
Vestochka longwave broadcasting mast	id=g:7282393
Yekaterinburg longwave broadcasting mast	id=g:7282394
Orenburg TV Mast	id=g:7282395
Vladikavkaz TV Mast	id=g:7282397
Barnaul longwave broadcasting mast	id=g:7282398
Izhvesk TV Mast	id=g:7282400
Yuzhno-Sakhalinsk TV Mast	id=g:7282401
Saransk TV Mast	id=g:7282402
Аrkhangelsk TV Mast	id=g:7282403
Kaliningrad TV Mast	id=g:7282404
Veselovka TV Mast	id=g:7282405
Vyborg HVDC back-to-back station	id=g:7282414
HVDC Volgograd-Donbass - Crossing of a short piece of Ukraine	id=g:7283590
HVDC Volgograd-Donbass - Don River Crossing, Tower North	id=g:7283591
HVDC Volgograd-Donbass - Don River Crossing, Tower South	id=g:7283592
Permskaya GRES	id=g:7283700
Reftinskaya GRES	id=g:7283702
Ryazanskaya GRES	id=g:7283705
Kirishskaya GRES-1	id=g:7283706
Kostromskaya GRES	id=g:7283707
TEC Tobolsk	id=g:7283708
Troitskaya TEC	id=g:7283729
Gryazi Substation	id=g:7283732
TEC-5 Omsk	id=g:7284500
Kurganskaya TEC	id=g:7284503
Novorossiysk TV Tower	id=g:7284505
Yaroslavl TV Mast	id=g:7284506
Octod Tower	id=g:7284507
Taditoshan TV Mast	id=g:7284509
Kingisepp TV Mast	id=g:7284510
Magadan TV Mast	id=g:7284511
Luga TV Mast	id=g:7284514
Nakhodka TV Mast	id=g:7284516
Shemordan TV Mast	id=g:7284517
TEC-23 Moscow	id=g:7284521
TEC-2 Tyumen	id=g:7284523
TEC-27 Moscow	id=g:7284524
TEC-2 Lipetsk	id=g:7284525
Kashirskaya GRES	id=g:7284526
Ibresi TV Mast	id=g:7284528
Balakovo TV Mast	id=g:7284529
Aleksandrov Gay TV Mast	id=g:7284530
Azanka TV Mast	id=g:7284532
Perelyub TV Mast	id=g:7284533
Vologda TV Tower	id=g:7284534
Galievka TV Mast	id=g:7284535
Volokolamsk TV Mast	id=g:7284536
Chkalovskoe TV Mast	id=g:7284538
Efremov TV Mast	id=g:7284539
Inta CHYAKA Radio Mast	id=g:7284545
Novosibirsk RSDN-20 Transmitter	id=g:7284547
Krasnodar RSDN-20 Transmitter, Central Mast	id=g:7284548
Krasnodar RSDN-20 Transmitter, Ring Mast 1	id=g:7284549
Krasnodar RSDN-20 Transmitter, Ring Mast 2	id=g:7284550
Krasnodar RSDN-20 Transmitter, Ring Mast 3	id=g:7284551
Krasnodar RSDN-20 Transmitter, Ring Mast 4	id=g:7284552
Krasnodar RSDN-20 Transmitter, Ring Mast 5	id=g:7284553
Krasnodar RSDN-20 Transmitter, Ring Mast 6	id=g:7284554
Khabarosk RSDN-20 transmitter	id=g:7284555
Revda RSDN-20 transmitter	id=g:7284556
RJH77, Ring Mast 10	id=g:7284581
RJH77, Ring Mast 3	id=g:7284582
RJH77, Ring Mast 4	id=g:7284583
RJH77, Central Mast 1	id=g:7284584
RJH77, Ring Mast 9	id=g:7284585
RJH77, Ring Mast 13	id=g:7284586
RJH77, Central Mast 3	id=g:7284587
RJH77, Ring Mast 5	id=g:7284588
RJH77, Ring Mast 6	id=g:7284590
RJH77, Ring Mast 7	id=g:7284591
RJH77, Ring Mast 8	id=g:7284592
RJH77, Ring Mast 11	id=g:7284593
RJH77, Ring Mast 12	id=g:7284594
RJH77, Ring Mast 14	id=g:7284595
RJH77, Central Mast 2	id=g:7284596
RJH77, Ring Mast 15	id=g:7284597
RJH99 Transmitter, Central Mast 1	id=g:7284599
RJH99 Transmitter, Central Mast 2	id=g:7284600
RJH99 Transmitter, Central Mast 3	id=g:7284601
RJH99 Transmitter, Ring Mast 1	id=g:7284603
RJH99 Transmitter, Ring Mast 2	id=g:7284604
RJH99 Transmitter, Ring Mast 3	id=g:7284605
RJH99 Transmitter, Ring Mast 4	id=g:7284606
RJH99 Transmitter, Ring Mast 5	id=g:7284607
RJH99 Transmitter, Ring Mast 6	id=g:7284608
RJH99 Transmitter, Ring Mast 7	id=g:7284609
RJH99 Transmitter, Ring Mast 8	id=g:7284610
RJH99 Transmitter, Ring Mast 9	id=g:7284611
RJH99 Transmitter, Ring Mast 10	id=g:7284612
RJH99 Transmitter, Ring Mast 12	id=g:7284613
RJH99 Transmitter, Ring Mast 11	id=g:7284614
RJH99 Transmitter, Ring Mast 13	id=g:7284616
RJH99 Transmitter, Ring Mast 14	id=g:7284617
RJH99 Transmitter, Ring Mast 15	id=g:7284618
RAB99, Central Tower 1	id=g:7284639
RAB99, Central Tower 2	id=g:7284640
RAB99, Central Tower 3	id=g:7284641
RAB99, Central Tower 4	id=g:7284642
RAB99, Central Tower 5	id=g:7284643
RAB99, Central Tower 6	id=g:7284644
RAB99, NorthTower 1	id=g:7284645
RAB99, North Tower 2	id=g:7284646
RAB99, North Tower 3	id=g:7284647
RAB99, North Tower 4	id=g:7284648
RAB99, North Tower 5	id=g:7284649
RAB99, North Tower 6	id=g:7284650
RAB99, South Tower 1	id=g:7284651
RAB99, South Tower 2	id=g:7284652
RAB99, South Tower 3	id=g:7284653
RAB99, South Tower 4	id=g:7284654
RAB99, South Tower 5	id=g:7284655
RAB99, South Tower 6	id=g:7284656
Kuchino	id=g:7287685
Perm-36	id=g:7287686
Nizhnesortymskiy	id=g:7287775
Ryazan Power Plant	id=g:7289303
Belvy Rast High Voltage Development Station	id=g:7289470
Smolensk Nuklear Power Station, 750 kV/500 kV Switchyard	id=g:7289544
Kaluzhskaya 750 kV Substation	id=g:7289545
750 kV Switchyard of Kursk Nuclear Power Plant	id=g:7289546
Konakovo Power Plant, 750 kV-Switchyard	id=g:7289547
Kalinin Nuclear Power Plant, 750 kV Switchyard	id=g:7289549
Fornosovo 750 kV Substation	id=g:7289551
500 kV Substation "Penza 2"	id=g:7289552
Zlatoust 500 kV Substation	id=g:7289553
Moscow Kremlin	id=g:7289610
Pokachi	id=g:7289676
Лытвенский	id=g:7289680
Ved'min holm	id=g:7290273
turbaza "Sibir'"	id=g:7290274
"Turetsky bazar"	id=g:7290275
"Kazatchiy kamen'"	id=g:7290276
Khanymey	id=g:7290412
Izluchinsk	id=g:7290697
Koryazhma federal city court	id=g:7302576
Arkhangelsk railroad bridge	id=g:7302578
"Буревестник" openair stadium	id=g:7302580
City marketplace	id=g:7302581
Arkhangelsk state technical university ("АГТУ") - main building	id=g:7302582
Arkhangelsk state technical university ("АГТУ") - 2th building	id=g:7302583
Dzhayrakhskiy Rayon	id=g:7303363
Угрешская 6	id=g:7303556
Пляж	id=g:7303562
Ves'kovo	id=g:7303620
Novaya Shomokhta	id=g:7304205
Ozero Yakhnovskoye	id=g:7347421
Radezha	id=g:7347422
Perekhozha	id=g:7347423
Gorushka	id=g:7347424
Ozero Stanets	id=g:7347425
Ragozino	id=g:7347427
Dubrovo	id=g:7347429
Zagromot’e	id=g:7347430
Bykovo	id=g:7347431
Zhuzhova Gora	id=g:7347432
Komarovo	id=g:7347433
Pochap	id=g:7347435
Peleshok	id=g:7347921
Zaozer’ye	id=g:7348298
Gorbovo	id=g:7348321
Urochishche Firanova Gorka	id=g:7348322
Obryadikha	id=g:7348323
Nosurino	id=g:7348324
Sutyli	id=g:7348325
Obod	id=g:7348326
Zaozer’ye	id=g:7348327
Ozero Bol’shoy Kamen’	id=g:7348329
Ozero Malyy Radezhskoye’	id=g:7348330
Ozero Dolgoye	id=g:7348331
Zabor’ye	id=g:7348332
Rynditsa	id=g:7348333
Sovkhoz Avangard	id=g:7350273
Stroitel’	id=g:7350274
Prussi	id=g:7350277
Ozero Linno	id=g:7350278
Redol’skoy	id=g:7350389
Shchir	id=g:7350391
Sytnya	id=g:7350392
Zhabinets	id=g:7350393
Lonna	id=g:7350394
Renek	id=g:7350395
Lydinki	id=g:7350397
Vyazhishche	id=g:7350399
Kondratovo	id=g:7350419
Samokhvalovo	id=g:7350420
Podsobnoye	id=g:7350885
Vir	id=g:7351004
Dolzhanka	id=g:7351005
Ovinets	id=g:7351331
Matushino	id=g:7351332
Zhidishchino	id=g:7351459
Berezitsa	id=g:7351460
Tereshinka	id=g:7351461
Kirzhbalm	id=g:7351462
Ol’gino	id=g:7351463
Bori	id=g:7351464
Puryaga	id=g:7351487
Ozero Pochuga	id=g:7351488
Stantsiya Bugry	id=g:7394608
Krutik	id=g:7394790
Klypino	id=g:7394797
Fryazino	id=g:7394798
Rashutino	id=g:7395464
Ozero Bol’shoye Zakhar’yevskoye	id=g:7395481
Ozero Maloye Zakhar’yevskoye	id=g:7395484
Ozero Razdel’noye	id=g:7405046
Ozero Malen’koye	id=g:7405054
Zheleznyakovo	id=g:7405215
Ozero Ostrovskoye	id=g:7405331
Boloto Dlinnyy Mokh	id=g:7405506
Yurenki	id=g:7405509
Kuznetsovo	id=g:7405510
Urochishche Gridino	id=g:7405587
Ozero Pavlovskoye	id=g:7405651
Ozëra Perskiye	id=g:7405656
Ivanovskoye	id=g:7405664
Lyalino	id=g:7405670
Ozero Bel’skoye	id=g:7405691
Samokhvalovo	id=g:7405696
Pustoshka	id=g:7405703
Boldashchevo	id=g:7405710
Sokrovshchina	id=g:7405720
Zamosh’ye	id=g:7405736
Zhernovitsy	id=g:7405772
Talka	id=g:7405891
Kolodnya	id=g:7405892
Kolodnya	id=g:7405893
Boloto Yelovskoye	id=g:7405894
Boloto Chistoye	id=g:7405895
Zhalo	id=g:7405896
Berezuyka	id=g:7405915
Istratovo	id=g:7405916
Vakhova	id=g:7405917
Smorodinka	id=g:7405918
Les Andreyevskiy	id=g:7405919
Abramovka	id=g:7405920
Urochishche Chasheviki	id=g:7405921
Deryabkino	id=g:7405922
Les Yermakovskiy	id=g:7405923
Sovetskiy Ugolok	id=g:7406070
Pleso	id=g:7406087
Korobovo	id=g:7406088
Merlozhnoye	id=g:7406090
Ozero Kostyzhenskoye	id=g:7406095
Boloto Bol’shoye	id=g:7406098
Stroitel’	id=g:7406129
Borshchëvka Dret’	id=g:7406247
Uslud’ba	id=g:7406270
Brednyagi	id=g:7406310
Bredtsovo	id=g:7406311
Boldyrevo	id=g:7406312
Podbereznikovo	id=g:7406313
Berezhok	id=g:7406314
Potulovo	id=g:7406315
Varakhino	id=g:7406316
Posëlok	id=g:7406317
Odintsovo	id=g:7406318
Malaya Bredovka	id=g:7406709
Bol’shaya Bredovka	id=g:7406710
Vydrovka	id=g:7406858
Skachilovka	id=g:7406860
Devyatkino	id=g:7406935
Ozero Seleznëvskoye	id=g:7407039
Abramikha	id=g:7407040
Yablon’ka	id=g:7407046
Shulakovka	id=g:7407063
Pakhirino	id=g:7407083
Pustoshka	id=g:7407090
Zarech’ye	id=g:7407103
Radoga	id=g:7407140
Kyul’vaya	id=g:7407146
Peresypnitsa	id=g:7407153
Starostino	id=g:7407163
Krutovka	id=g:7407178
Urochishche Medvedikha	id=g:7407194
Ozero Ignatovskoye	id=g:7407242
Urochishche Baltinka	id=g:7407248
Ozero Dolgoye	id=g:7407259
Novaya	id=g:7407263
Ozero Makarovskoye	id=g:7407272
Ozero Suderev’ye	id=g:7407275
Nikitikha	id=g:7407279
Ozero Novinskoye	id=g:7407293
Dolzhinskaya	id=g:7407294
Polyatinskiy	id=g:7407295
Merlozhinskaya	id=g:7407297
Vychkovo	id=g:7407312
Shutovo	id=g:7407320
Minino	id=g:7407329
Sushnya	id=g:7407333
Davydovo	id=g:7407337
Misenka	id=g:7407339
Shapovalka	id=g:7407341
Kiyevichi	id=g:7407342
Trifanovo	id=g:7407344
Sheludnevo	id=g:7407346
Akulino	id=g:7407354
Baranovo	id=g:7407356
Les Ivanovskiy	id=g:7407357
Izmaylovo	id=g:7407358
Glodovskaya	id=g:7407359
Batushkino	id=g:7407360
Zabor’ye	id=g:7407366
Ozerechno	id=g:7407367
Mukhortova	id=g:7407368
Bilovo	id=g:7407372
Ostanovochnyy Punkt 80 km	id=g:7407373
Drishchenka	id=g:7407418
Ozero Ostashchevskoye	id=g:7407453
Drobyshi	id=g:7407454
Orekhanovo	id=g:7407458
Grekovo	id=g:7407605
Rodino	id=g:7407610
Yerakovo	id=g:7407613
Chudskoye	id=g:7407614
Kichka	id=g:7407618
Fed’kovo	id=g:7407621
Tsozhenka	id=g:7407627
Levochka	id=g:7407629
Palkino	id=g:7407633
Urochishche Senino	id=g:7407635
Krasnaya Gorka	id=g:7407641
Lushnikha	id=g:7408924
Pan’kovo	id=g:7409121
Markovo	id=g:7409219
Murav’ikha	id=g:7409226
Sopki	id=g:7409231
Pokrovskoye	id=g:7409238
Gorki	id=g:7409407
Mikhalëvka	id=g:7409440
Yershinino	id=g:7409453
Popovka	id=g:7409658
Il’ino	id=g:7409716
Lakhovo	id=g:7409717
Ozero Burokhino	id=g:7409718
Ozero Sushne	id=g:7409720
Stikharevo	id=g:7409730
Ozero Govenets	id=g:7409731
Urochishche Kuz’mino	id=g:7409734
Ozero Parshinskoye	id=g:7409766
Ozero Bologovo	id=g:7409767
Parshino	id=g:7409768
Ul’yaninki	id=g:7409769
Ozero Gorodno	id=g:7409770
Konai	id=g:7409771
Ozero Podselegovskoye	id=g:7409772
Pshchevka	id=g:7409773
Ozero Shchegrino	id=g:7409777
Telyukino	id=g:7409778
Gorodnya	id=g:7410516
Kharino	id=g:7410541
Ozero Soroka	id=g:7410561
Ostrov Bol’shoy	id=g:7410599
Ososovo	id=g:7410625
Ozero Krasovskoye	id=g:7410638
Pashchechkino	id=g:7410656
Ozero Krugloye	id=g:7410668
Ozerki	id=g:7410752
Beregovka	id=g:7410864
Dubovka	id=g:7410956
Kuznetsovo	id=g:7410965
Chepurino	id=g:7411075
Kaleshevka	id=g:7411076
Sakhino	id=g:7411109
Kit’ma	id=g:7411110
Prokudino	id=g:7411111
Malaya Mokhovatka	id=g:7411128
Pokrovskoye	id=g:7411129
Borshchëvka	id=g:7411291
Benek	id=g:7411293
Somino	id=g:7411306
Ponоmarevo	id=g:7411316
Bukatino	id=g:7411317
Yablon’ka	id=g:7411318
Platforma Dmitrovskoye	id=g:7411319
Kruglitsa	id=g:7411339
Novoye Ramen’ye	id=g:7411340
Vasil’kovo	id=g:7411348
Karpelovo	id=g:7411351
Znamenskoye	id=g:7411352
Kobozevo	id=g:7411353
Podkolotikovo	id=g:7411354
Yarovoy	id=g:7411356
Afimtsevo	id=g:7411373
Ugomonovo	id=g:7411374
Kapustino	id=g:7411378
Gorki	id=g:7411879
Bobrovaya Luka	id=g:7411900
Zakharovka	id=g:7411953
Kashutikha	id=g:7411954
Yerokhovo	id=g:7412011
Ozero Dolosets	id=g:7412084
Ozero Glazovskoye	id=g:7412087
Urochishche Izmaylovo	id=g:7412088
Sukhovarino	id=g:7412089
Ozero Vysinskoye	id=g:7412090
Mshenka	id=g:7412091
Kushnikovo	id=g:7412118
Alekseyevskoye	id=g:7412119
Ozero Sablino	id=g:7412120
Sermyazhenka	id=g:7412121
Izosimikha	id=g:7412223
Sulimovo	id=g:7412224
Lobashovka	id=g:7412496
L’nozavod	id=g:7412571
Zadnyaya Pustoshka	id=g:7412572
Luzhenka	id=g:7412573
Markhachevo	id=g:7412574
Ozero Sominets	id=g:7412575
Shaulino	id=g:7412579
Chubakovo	id=g:7412604
Ozero Pavlovskoye	id=g:7412702
Chërnyanka	id=g:7412703
Konevik	id=g:7412704
Ozero Novoye	id=g:7412710
Ozero Staroye	id=g:7412711
Grishkovo	id=g:7412831
Belivitsy	id=g:7412836
Vorontsovo	id=g:7412897
Prigolovki	id=g:7412964
Sidorovo	id=g:7413127
Rydolozh’	id=g:7413149
Borikhino	id=g:7413176
Gorlovo	id=g:7413197
Novyye Dvory	id=g:7413198
Ledishche	id=g:7413202
Avdeyevo	id=g:7413871
Voldomitsa	id=g:7413872
Kotinets	id=g:7413874
Bunakovo	id=g:7413905
Kurkino	id=g:7413917
Ozero Dedkino	id=g:7413918
Ozero Rudnevskoye	id=g:7413969
Andronikha	id=g:7413983
Ozero Zabel’skoye	id=g:7413987
Bezgodkovo	id=g:7413991
Semenyaikha	id=g:7413992
Kol’tsovo	id=g:7413993
Aparikha	id=g:7413999
Bubnikha	id=g:7414000
Slesarevo	id=g:7414054
Sokolovo	id=g:7414102
Mal’tsevo	id=g:7414103
Yushino	id=g:7414203
Lent’yevo	id=g:7414295
Tarkino	id=g:7414571
Ozero Oparinskoye	id=g:7415370
Ozero Beloye	id=g:7415374
Pokrovskoye	id=g:7415443
Ozero Berёzno	id=g:7415513
Ivanovskoye	id=g:7415514
Klimkovo	id=g:7415515
Barinov	id=g:7415567
Savinskiy	id=g:7415591
Shcherbaki	id=g:7415741
Dem’yanikha	id=g:7415815
Pereklynya	id=g:7415816
Lut’yatsevo	id=g:7415836
Lomosovo	id=g:7415855
Kostygovo	id=g:7415857
Ol’khovtsy	id=g:7415860
Urochishche Gladkoye Boloto	id=g:7415861
Stantsiya Sychëvka	id=g:7415872
Maloye Yakovtsevo	id=g:7415886
Novoye Yakovtsevo	id=g:7415887
Shernino	id=g:7415891
Ostanovochnyy Punkt 191 km	id=g:7415892
Polonukha	id=g:7415896
Dorogish	id=g:7415901
Boloto Krasnoye	id=g:7415910
Ploskoye	id=g:7415911
Spas	id=g:7415912
Ozero Gornoye	id=g:7415913
Popovka	id=g:7415985
Ozero Obretinskoye	id=g:7416092
Voronikha	id=g:7416093
Obretinka	id=g:7416094
Vysochka	id=g:7416102
Chernetsy	id=g:7416148
Bogdanikha	id=g:7416173
Tomilikha	id=g:7416187
Lyubusha	id=g:7416258
Ozero Medveda	id=g:7416518
Ozero Kolpinets	id=g:7416539
Urochishche Chërnyy Ostrov	id=g:7416546
Blaznovka	id=g:7416547
Paderezhka	id=g:7416551
Kobylikha	id=g:7416553
Nikulkino	id=g:7416555
Ostanovochnyy Punkt 215 km	id=g:7416556
Bunakovo Reymerskoye	id=g:7416577
Ostanovochnyy Punkt Usadishche	id=g:7416722
Klyucheikha	id=g:7416723
Sychëvo	id=g:7416814
Poplyasukha	id=g:7416955
Ananino	id=g:7417116
Skovorodkino	id=g:7417117
Starosel’ye	id=g:7417118
Gryada	id=g:7417231
Chërnyy	id=g:7417285
Chernobayevo	id=g:7417288
Stantsiya Kasnya	id=g:7417318
Tikhomandritsa	id=g:7417322
Mishakovo	id=g:7417357
Zelënyy Bor	id=g:7417442
Ozero Yanovishche	id=g:7417512
Ignatkovo	id=g:7417539
Shunyakovo	id=g:7417554
Gulyayevo	id=g:7417558
Samoskli	id=g:7417563
Staroye	id=g:7417564
Ul’yanets	id=g:7417573
Blinovo	id=g:7417577
Beresnevka	id=g:7417589
Yablon’ka	id=g:7417599
Skuratovo	id=g:7417610
Urochishche Kobyakovo	id=g:7417616
Rokochevo	id=g:7417620
Novoye	id=g:7417631
Ozero Lobzy	id=g:7417648
Voron’kovo	id=g:7417659
Gremuchiy	id=g:7417677
Sal’nikovskiy	id=g:7417678
Korshuno	id=g:7417679
Urochishche Myashlevskiy Dom	id=g:7417681
Peschanka	id=g:7417683
Sidorovskoye	id=g:7417685
Volkovskaya	id=g:7417686
Staroye	id=g:7417694
Ozero Malinovets	id=g:7417695
Milekhino	id=g:7417705
Shcherbaki	id=g:7417706
Yurenevo	id=g:7417707
Ozero Ivanovskaya Luka	id=g:7417708
Ozero Lashkovskoye	id=g:7417709
Balykino	id=g:7417721
Vas’kovo	id=g:7417738
Kuligino	id=g:7417753
Sel’kovo	id=g:7417893
Dubrovo	id=g:7417896
Stolopenka	id=g:7417898
Medvedevo	id=g:7417928
Derzha	id=g:7417954
Maslovo	id=g:7417991
Balayevo	id=g:7417996
Svetetskoye	id=g:7418136
Druzhevo	id=g:7418137
Zykovo	id=g:7418138
Vas’kovo	id=g:7418150
Proshkovo	id=g:7418153
Lipovka	id=g:7418155
Koptyazhikha	id=g:7418254
Solomy	id=g:7418264
Krasnyy Gorodok	id=g:7418319
Dyukovo	id=g:7418332
Pereves’ye	id=g:7418333
Pyr’yevo	id=g:7418378
Poleyka	id=g:7418379
Bol’shoy Khvoshch	id=g:7418545
Kurovo	id=g:7418590
Kritets	id=g:7418591
Saviki	id=g:7418593
Slepnevo	id=g:7418594
Stroyenets	id=g:7418597
Nastas’ino	id=g:7418738
Nikol’skoye	id=g:7418741
Vrevo	id=g:7418747
Ozero Vrevo	id=g:7418749
Sof’ino	id=g:7418752
Vrevitsa	id=g:7418753
Ozero Khmelino	id=g:7418755
Peschanka	id=g:7418765
Nikonovo	id=g:7418766
Ostrov Lipov	id=g:7418767
Maloye Petrakovo	id=g:7418768
Ostrov Dubov	id=g:7418769
Ostrov	id=g:7418770
Sukhlovo	id=g:7418771
Ozero Okhonnya	id=g:7418772
Ozero Savinskoye	id=g:7418776
Ozero Dolosso	id=g:7418777
Gushchino	id=g:7418794
Ozero Shatun	id=g:7418799
