Yên Xá	id=g:1560031
Rạch Trapéang Cu	id=g:1563974
Cửa Tráp	id=g:1563975
Trảo Nha	id=g:1563976
Trà Ôn	id=g:1563977
Suối Trào	id=g:1563978
Sông Trao	id=g:1563979
Ðầm Trà Ổ	id=g:1563980
Trao	id=g:1563981
Trấn Yên	id=g:1563982
Trần Xá	id=g:1563983
Trần Xá	id=g:1563984
Trần Xá	id=g:1563985
Trân Thượng	id=g:1563986
Rạch Trà Nóc	id=g:1563987
Sông Trà Nô	id=g:1563988
Trà Nô	id=g:1563989
Trản Ngoại	id=g:1563990
Ga Xép Tra Ninh	id=g:1563991
Rạch Trà Niên	id=g:1563992
Kinh Trà Nho	id=g:1563993
Cửa Tranh Ðề	id=g:1563994
Rạch Trân Hầm	id=g:1563995
Sông Tranh	id=g:1563996
Sông Tranh	id=g:1563997
Sông Tranh	id=g:1563998
Tràng Yên	id=g:1563999
Trang Y	id=g:1564000
Tràng Xá	id=g:1564001
Trang Wat	id=g:1564002
Trang Vinh	id=g:1564003
Tráng Việt	id=g:1564004
Tràng Trí	id=g:1564005
Rạch Trảng Tràm	id=g:1564006
Tràng Tr	id=g:1564007
Trang Tourné	id=g:1564008
Trang Tơn	id=g:1564009
Tráng Tiệp	id=g:1564010
Tràng Thung	id=g:1564011
Trang Thinh	id=g:1564012
Trang Thân	id=g:1564013
Khe Trang Sun	id=g:1564014
Tràng Sơn	id=g:1564015
Trang Quan	id=g:1564016
Trang Phan	id=g:1564017
Trảng Ông Lén	id=g:1564018
Rạch Trà Ngon	id=g:1564019
Kinh Trà Ngoa	id=g:1564020
Trang Nghiêm Thượng	id=g:1564021
Trang Ná	id=g:1564022
Trang My	id=g:1564023
Trang Mỹ	id=g:1564024
Trang Mới	id=g:1564025
Trang Mao	id=g:1564026
Tràng Lu	id=g:1564027
Tráng Liệt	id=g:1564028
Tráng Liệt	id=g:1564029
Tràng Kinh	id=g:1564030
Trang Khê	id=g:1564031
Tràng Khê	id=g:1564032
Trang Hương	id=g:1564033
Tràng Hộ	id=g:1564034
Trang Giáp	id=g:1564035
Trang Ðiền	id=g:1564036
Tràng Ðà	id=g:1564037
Réserve Forestière de Tráng Cơ	id=g:1564038
Trảng Cồng	id=g:1564039
Trảng Cầy	id=g:1564040
Trang Các	id=g:1564041
Ga Trảng Bôm	id=g:1564042
Tráng Biên	id=g:1564043
Rạch Trảng Bàng	id=g:1564044
Tràng Bảng	id=g:1564045
Trảng Bàng	id=g:1564046
Tràng Bạch	id=g:1564047
Rào Tràng	id=g:1564048
Khe Trang	id=g:1564049
Ea Trang	id=g:1564050
Dak Trang	id=g:1564051
Da Trang	id=g:1564052
Bàu Trắng	id=g:1564053
Trân Cầu	id=g:1564054
Trần Cao	id=g:1564055
Trân An Phố	id=g:1564056
Tra Năng	id=g:1564057
Ðồi Tran	id=g:1564058
Chư Tran	id=g:1564059
Tran	id=g:1564060
Tram Ya Tsa	id=g:1564061
Suối Trà My	id=g:1564062
Trâm Tịnh	id=g:1564063
Tram Thon	id=g:1564064
Trạm Tấu	id=g:1564065
Trầm Lộng	id=g:1564066
Trạm Lô	id=g:1564067
Trạm Lô	id=g:1564068
Tram Khe	id=g:1564069
Trà Mi	id=g:1564070
Rạch Trà Men	id=g:1564071
Trậm Ðiền	id=g:1564072
Rạch Tràm Cửa	id=g:1564073
Lung Tràm Cóc	id=g:1564074
Tràm Chim	id=g:1564075
Trầm Bàng	id=g:1564076
Sông Trạm Bạc	id=g:1564077
Trạm Bạc	id=g:1564078
Sông Tram	id=g:1564079
Sông Tràm	id=g:1564080
Rú Trắm	id=g:1564081
Rạch Tràm	id=g:1564082
Rạch Tràm	id=g:1564083
Núi Trăm	id=g:1564084
Bưng Trăm	id=g:1564085
Sông Trà Lý	id=g:1564086
Cửa Trà Lý	id=g:1564087
Trà Lý	id=g:1564088
Trà Luộc	id=g:1564089
Núi Trà Lung	id=g:1564090
Trà Lũ	id=g:1564091
Trà Lú	id=g:1564092
Rạch Trà Lọt	id=g:1564093
Trá Long (3)	id=g:1564094
Rạch Trà Long	id=g:1564095
Trà Lộ	id=g:1564096
Sông Trà Lĩnh	id=g:1564097
Trà Linh	id=g:1564098
Trà Lâm	id=g:1564099
Trà Lại	id=g:1564100
Trà La	id=g:1564101
Ea Tral	id=g:1564102
Dak Tral	id=g:1564103
Trà Kiều Tây (1)	id=g:1564104
Trà Khương	id=g:1564105
Sông Trà Khúc	id=g:1564106
Trà Khê (1)	id=g:1564107
Trà Khê	id=g:1564108
Stœ̆ng Takêv	id=g:1564109
Trại Xuân	id=g:1564110
Trai Xoi	id=g:1564111
Trại Vực Dựa	id=g:1564112
Trại Vông	id=g:1564113
Trại Vĩnh	id=g:1564114
Trai Van Giai	id=g:1564115
Trại Vang	id=g:1564116
Trại Van	id=g:1564117
Trại Vai	id=g:1564118
Trại Va	id=g:1564119
Trai Tuc	id=g:1564120
Trại Tụ	id=g:1564121
Trại Trư	id=g:1564122
Trại Trong	id=g:1564123
Trại Tranh Xóm	id=g:1564124
Trai Trang	id=g:1564125
Trại Tràm	id=g:1564126
Trại Trác	id=g:1564127
Trại Tiêu	id=g:1564128
Trai Thượng	id=g:1564129
Trại Thôn	id=g:1564130
Trại Tề	id=g:1564131
Trại Sưu	id=g:1564132
Trại Sơn Tràng	id=g:1564133
Trại Sơn	id=g:1564134
Trai Son	id=g:1564135
Trại Sim	id=g:1564136
Trại San	id=g:1564137
Trại Rú Nha	id=g:1564138
Trại Rom	id=g:1564139
Trại Rồc Ðỏ	id=g:1564140
Trại Ro	id=g:1564141
Trại Quan	id=g:1564142
Trại Ông Cút	id=g:1564143
Trại Ông Cuội	id=g:1564144
Trại Om Khang	id=g:1564145
Trại Nhãn	id=g:1564146
Trại Nha Hô	id=g:1564147
Trại Nái Trong	id=g:1564148
Trại Nại Ngoại	id=g:1564149
Trại Mực	id=g:1564150
Trại Moun	id=g:1564151
Trại Mới (2)	id=g:1564152
Trai Mó	id=g:1564153
Trai Mat	id=g:1564154
Trai Man	id=g:1564155
Trại Mã	id=g:1564156
Trại Mạ	id=g:1564157
Trại Ma	id=g:1564158
Rạch Trại Lưới Mới	id=g:1564159
Rạch Trại Lưới Cũ	id=g:1564160
Trại Lưa	id=g:1564161
Trại Lớn	id=g:1564162
Trại Lò	id=g:1564163
Trại Lép	id=g:1564164
Trại Lê Lai	id=g:1564165
Trai Lê	id=g:1564166
Trại Lạt	id=g:1564167
Trại Lấp	id=g:1564168
Trại Lam	id=g:1564169
Trại Kuôn Linh	id=g:1564170
Trại Khoai	id=g:1564171
Trại Khe Sái	id=g:1564172
Trại Khao	id=g:1564173
Trại Kênh	id=g:1564174
Trại Hút	id=g:1564175
Trại Hồi	id=g:1564176
Trại Hoàng Thi	id=g:1564177
Trại Háp	id=g:1564178
Trại Hạ	id=g:1564179
Trại Ha	id=g:1564180
Trai Giũa	id=g:1564181
Trai Giâu	id=g:1564182
Trại Gia Son	id=g:1564183
Trại Giao	id=g:1564184
Trại Gai	id=g:1564185
Trại Ðừa	id=g:1564186
Trai Ðồng Nông	id=g:1564187
Trại Ðông Giong	id=g:1564188
Trai Dong	id=g:1564189
Núi Trái Ðộ	id=g:1564190
Trai Ðỏ	id=g:1564191
Trại Dinh	id=g:1564192
Trại Ðinh	id=g:1564193
Trại Ðèo Sôi	id=g:1564194
Trại Ðât	id=g:1564195
Trại Cúc	id=g:1564196
Trai Cu	id=g:1564197
Trai Côn Lều	id=g:1564198
Trại Con Ðiên	id=g:1564199
Trại Cốn	id=g:1564200
Trại Cò Mo	id=g:1564201
Trại Chế	id=g:1564202
Trại Cày	id=g:1564203
Trại Cau	id=g:1564204
Trại Cầu	id=g:1564205
Trại Cau	id=g:1564206
Trại Cáo	id=g:1564207
Trạm Trại Cá	id=g:1564208
Trại Cá	id=g:1564209
Trại Bút	id=g:1564210
Trại Bươi	id=g:1564211
Trại Bông	id=g:1564212
Trại Bo Ao	id=g:1564213
Trại Bộ	id=g:1564214
Suối Trại Bí	id=g:1564215
Trại Bí	id=g:1564216
Trại Beao	id=g:1564217
Trại Bầu Nước	id=g:1564218
Trại Bát	id=g:1564219
Trại Bac	id=g:1564220
Suối Trai	id=g:1564221
Sông Trai	id=g:1564222
Núi Trai	id=g:1564223
Khé Trai	id=g:1564224
Rạch Tra Giao	id=g:1564225
Kinh Trà Ét Tiểu	id=g:1564226
Kinh Trà Ét Ðại	id=g:1564227
Núi Trà Ðuốc	id=g:1564228
Rạch Trà Dư	id=g:1564229
Suối Trà Dục	id=g:1564230
Co Tra Duc	id=g:1564231
Trà Ðôi	id=g:1564232
Trà Ðóa (2)	id=g:1564233
Trà Ðính	id=g:1564234
Kinh Trà Cú Cạn	id=g:1564235
Rạch Trà Cú	id=g:1564236
Núi Trà Cú	id=g:1564237
Trà Cú	id=g:1564238
Suối Trà Cô	id=g:1564239
Suối Trà Có	id=g:1564240
Île de Trà Cổ	id=g:1564241
Trà Cổ	id=g:1564242
Trac Nhiệt	id=g:1564243
Trạc Nhật	id=g:1564244
Trạch Mây	id=g:1564245
Trach Lưu	id=g:1564246
Trạch Hậu	id=g:1564247
Trác Bút	id=g:1564248
Sông Trà Câu	id=g:1564249
Trà Cao	id=g:1564250
Rạch Trà Canh	id=g:1564251
Tra Cài	id=g:1564252
Rú Trác	id=g:1564253
Sông Trà Bươn	id=g:1564254
Núi Trà Bươn	id=g:1564255
Sông Trà Bồng	id=g:1564256
Trà Bồng	id=g:1564257
Trà Bôi	id=g:1564258
Trà Bồ	id=g:1564259
Trà Bình (1)	id=g:1564260
Trà Bình	id=g:1564261
Rạch Trà Beng	id=g:1564262
Kinh Trà Ban	id=g:1564263
Trà Bản	id=g:1564264
Trà Bản	id=g:1564265
Trà Bắc (2)	id=g:1564266
Trà Bắc	id=g:1564267
Suối Tra	id=g:1564268
Suối Tra	id=g:1564269
Sơn Trà	id=g:1564270
Sông Trà	id=g:1564271
Rạch Trà	id=g:1564272
Rạch Trà	id=g:1564273
Phu Tra	id=g:1564274
Nam Tra	id=g:1564275
To Y Pin	id=g:1564276
Hòn To Yen	id=g:1564277
Tô Xuyên	id=g:1564278
Tô Xá	id=g:1564279
Ia Tower	id=g:1564280
Tou Voc	id=g:1564281
Ðộng Tou Trouein	id=g:1564282
Touto	id=g:1564283
Tou Tien Haou	id=g:1564284
Tou San	id=g:1564285
Tou San	id=g:1564286
Tou Rout	id=g:1564287
Núi Tour Chàm	id=g:1564288
Ea Tour	id=g:1564289
Toun Ya	id=g:1564290
Toun Sơn	id=g:1564291
Toun Quang	id=g:1564292
Toun Mouéi	id=g:1564293
Toung Tchang Ho	id=g:1564294
Toung Tchang	id=g:1564295
Toung Song Ping	id=g:1564296
Nor Toung	id=g:1564297
Ea Toung	id=g:1564298
Chư Toung	id=g:1564299
Tou Nao	id=g:1564300
Chư Toun	id=g:1564301
Toum Tien	id=g:1564302
Toum Te	id=g:1564303
Toum Ro Man	id=g:1564304
Tou Ma	id=g:1564305
Dak Toulouye	id=g:1564306
Tou Lou	id=g:1564307
Tou Lon	id=g:1564308
Tou Ko Pin	id=g:1564309
Ea Toui	id=g:1564310
Tou Dah	id=g:1564311
Ðak Touan	id=g:1564312
To Tou	id=g:1564313
Totkat	id=g:1564314
Tô Thôn	id=g:1564315
Tố Thôn	id=g:1564316
Tó Té	id=g:1564317
Tốt Ðộng	id=g:1564318
Phu Tô So Dón	id=g:1564319
Tô So Dón	id=g:1564320
Phu To Sang	id=g:1564321
Île Tortue	id=g:1564322
B”nom Tor Gla	id=g:1564323
Banc de Torcy	id=g:1564324
Ea Tôr	id=g:1564325
Da Tôr	id=g:1564326
Núi Top Ray	id=g:1564327
Núi Top	id=g:1564328
Cư Tơsung	id=g:1564329
Bonom Tơr Bon	id=g:1564330
Tơ Rap	id=g:1564331
Tơ Ra Kho	id=g:1564332
Kong Tơơr	id=g:1564333
Ea Tơnhieo	id=g:1564334
Tơng Jrang Jring	id=g:1564335
Tổ Ong	id=g:1564336
Ngok Tơlum	id=g:1564337
Chư Tơ Kan	id=g:1564338
Ngok Tơba	id=g:1564339
Tôn Trâu	id=g:1564340
Suối Tonlé Trou	id=g:1564341
Suối Tonlé Trou	id=g:1564342
Dak Tonio	id=g:1564343
Ton Hac	id=g:1564344
Co Tonh	id=g:1564345
Tong Xưnh	id=g:1564346
Tong Xa (1)	id=g:1564347
Tòng Xành	id=g:1564348
Tông Xá Hạ	id=g:1564349
Tống Xá	id=g:1564350
Tống Văn	id=g:1564351
Tong Vai	id=g:1564352
Tongume	id=g:1564353
Chư Ton Gul	id=g:1564354
Kinh Tổng Tồn	id=g:1564355
Núi Tong Tinh	id=g:1564356
Tòng Tiên	id=g:1564357
Tong Tiên	id=g:1564358
Tông Thi	id=g:1564359
Rạch Tổng Thé	id=g:1564360
Núi Tong Tat	id=g:1564361
Tòng Tân Nội	id=g:1564362
Tòng Sơn	id=g:1564363
Tông Say	id=g:1564364
Tong Sang	id=g:1564365
Tong Quan	id=g:1564366
Tong Qua Lìn	id=g:1564367
Tong Qua Lin	id=g:1564368
Tong Phu	id=g:1564369
Tong Not	id=g:1564370
Tong Nong	id=g:1564371
Kinh Tổng Năng	id=g:1564372
Tong Mou	id=g:1564373
Tong Moc	id=g:1564374
Núi Tong Mai	id=g:1564375
Tông Lý	id=g:1564376
Tông Luat	id=g:1564377
Chư Tong Loun	id=g:1564378
Tống Long	id=g:1564379
Tồng Lệnh	id=g:1564380
Tòng Lâm (1)	id=g:1564381
Da Tong Kriong	id=g:1564382
Tong Khey	id=g:1564383
Tong Huyên	id=g:1564384
Tông Huề	id=g:1564385
Ngoc Tong Hoi	id=g:1564386
Tong Ho	id=g:1564387
Sông Tong Gia	id=g:1564388
Tong Gia	id=g:1564389
Tong Dray Pley Vang	id=g:1564390
Tong Dray Kram (2)	id=g:1564391
Tong Dray Kram (1)	id=g:1564392
Tong Dong	id=g:1564393
Kinh Tổng Ðốc Lộc	id=g:1564394
Tổng Ðịnh Thành	id=g:1564395
Tổng Ðịnh Hòa	id=g:1564396
Tông Dao (2)	id=g:1564397
Tong Cua Tchai	id=g:1564398
Tổng Cot Nua	id=g:1564399
Tong Co Gié	id=g:1564400
Tòng Co	id=g:1564401
Tông Choua (2)	id=g:1564402
Phou Tong Chinh	id=g:1564403
Tong Chinh	id=g:1564404
Tong Cheï	id=g:1564405
Rạch Tồng Cang	id=g:1564406
Tổng Cang	id=g:1564407
Tổng Bình	id=g:1564408
Tong Ba	id=g:1564409
Ya Tong	id=g:1564410
Sông Tông	id=g:1564411
Rạch Tòng	id=g:1564412
Khe Tong	id=g:1564413
Khé Tong	id=g:1564414
Dak Tong	id=g:1564415
Cư Tông	id=g:1564416
Chư Tông	id=g:1564417
Tong	id=g:1564418
Tôn Dung (2)	id=g:1564419
Banc du Tondu	id=g:1564420
Núi Ton Denh	id=g:1564421
Núi Tôn Côn	id=g:1564422
Ton Bouon	id=g:1564423
Phu Tô Na	id=g:1564424
Suối Ton	id=g:1564425
Houei Tón	id=g:1564426
Ðak Ton	id=g:1564427
Ðak Tôn	id=g:1564428
Chư Ton	id=g:1564429
To Mua	id=g:1564430
Tom Tien	id=g:1564431
Chư Tom Ria	id=g:1564432
Tom Penh	id=g:1564433
Bol Tomoy	id=g:1564434
Chư Tomoch	id=g:1564435
Tom Loung	id=g:1564436
Tom Kin	id=g:1564437
Tom Ka	id=g:1564438
Tom Dang	id=g:1564439
Tô Mậu	id=g:1564440
Toman Net	id=g:1564441
Dak Toman	id=g:1564442
Sông Tom	id=g:1564443
Hòn Tôm	id=g:1564444
To Lừa	id=g:1564445
Tò Lọ	id=g:1564446
Sông Tô Lich	id=g:1564447
To Lào	id=g:1564448
To Lang	id=g:1564449
To Lang	id=g:1564450
Dak Tol	id=g:1564451
Ðak Tol	id=g:1564452
Ðak Toktêh	id=g:1564453
Dak Tokon	id=g:1564454
Tô Khê	id=g:1564455
Chư Tok Bla	id=g:1564456
Ia Tok	id=g:1564457
Ðak Toït	id=g:1564458
Tối Lạc (2)	id=g:1564459
Chư Toi	id=g:1564460
To Hoang	id=g:1564461
Sông Tô Hạp	id=g:1564462
Tô Hạp	id=g:1564463
Tô Ðê	id=g:1564464
Phu Toc Vu	id=g:1564465
Toc Têh	id=g:1564466
Tốc Tát	id=g:1564467
Nam Toc Noi	id=g:1564468
Núi Tóc Nâc Lec	id=g:1564469
Toc Lok	id=g:1564470
Suối Toc	id=g:1564471
Chư To Bla	id=g:1564472
Tô Bang	id=g:1564473
Toan Tố	id=g:1564474
Toản Thành	id=g:1564475
Dak Toang	id=g:1564476
Ia Toane	id=g:1564477
Chư Toane	id=g:1564478
Ðộng Tóan	id=g:1564479
Toại Yen	id=g:1564480
Khău Tòa	id=g:1564481
Toă	id=g:1564482
Suối To	id=g:1564483
Phu To	id=g:1564484
Núi To	id=g:1564485
Núi Tô	id=g:1564486
Núi To	id=g:1564487
Houei To	id=g:1564488
Chư Tô	id=g:1564489
Tong T”mieng	id=g:1564490
Dak T”meo	id=g:1564491
Dak T”mal	id=g:1564492
Ea Tlu	id=g:1564493
Ea Tlir	id=g:1564494
Ea Tling	id=g:1564495
Ea Tleoa	id=g:1564496
Yôk Tjout	id=g:1564497
Tiung Ho	id=g:1564498
Tiu Hin	id=g:1564499
Tỉu Ðộng	id=g:1564500
Ti Tou	id=g:1564501
Chư Tiraé	id=g:1564502
Tipi	id=g:1564503
Năm Tip	id=g:1564504
Tiou Van Ho	id=g:1564505
Ea Tiouan	id=g:1564506
Phu Tiou	id=g:1564507
Nước Tiop	id=g:1564508
Tiong Sang	id=g:1564509
Ngok Ti On	id=g:1564510
Khe Tion	id=g:1564511
Chư Tion	id=g:1564512
Khao Tiom	id=g:1564513
Núi Tiô Ha	id=g:1564514
Tioc Vèn	id=g:1564515
Tioc Tong	id=g:1564516
Tioc San	id=g:1564517
Phnom Tio Amétou	id=g:1564518
Tín Yên	id=g:1564519
Tin Xien	id=g:1564520
Tin Vu	id=g:1564521
Tin Tốc	id=g:1564522
Tin Tac	id=g:1564523
Tin Pan	id=g:1564524
Tín Mỹ	id=g:1564525
Sông Tĩnh Yên	id=g:1564526
Tinh Xa	id=g:1564527
Tĩnh Túc	id=g:1564528
Tính Trung	id=g:1564529
Tinh Tioe Ping	id=g:1564530
Tinh Tia Tong	id=g:1564531
Tỉnh Thủy	id=g:1564532
Tinh Thống	id=g:1564533
Tinh Thach	id=g:1564534
Tinh Sơn (2)	id=g:1564535
Tinh Sơn (1)	id=g:1564536
Tĩnh Sóc	id=g:1564537
Núi Tỉnh Sô	id=g:1564538
Tinh Sinh	id=g:1564539
Tinh Phú (1)	id=g:1564540
Tinh Ngao	id=g:1564541
Tinh Lý	id=g:1564542
Tĩnh Luyện	id=g:1564543
Khao Tinh Lay	id=g:1564544
Tinh Khau	id=g:1564545
Tịnh Hòa	id=g:1564546
Tĩnh Gia	id=g:1564547
Tĩnh Gia	id=g:1564548
Tinh Gia	id=g:1564549
Tình Ðông	id=g:1564550
Tinh Diêm	id=g:1564551
Tình Ði	id=g:1564552
Tỉnh Ðao Xã	id=g:1564553
Tình Cương	id=g:1564554
Tinh Bien	id=g:1564555
Khao Tinh	id=g:1564556
Ting Tang	id=g:1564557
Chư Ting	id=g:1564558
Tín Ðạo	id=g:1564559
Pia Tin	id=g:1564560
Cư Tin	id=g:1564561
Ti Mỏng Vạn	id=g:1564562
Ti Ma Tao	id=g:1564563
Ti Làn	id=g:1564564
Ea Tih	id=g:1564565
Tiêu Xá	id=g:1564566
Tiêu Tương	id=g:1564567
Tiểu Trà	id=g:1564568
Tiểu Quan	id=g:1564569
Núi Tieupin	id=g:1564570
Tiểu Phạm	id=g:1564571
Tiêu Nhược	id=g:1564572
Tiêu Giao	id=g:1564573
Rạch Tiều Dừa	id=g:1564574
Tieu Dong	id=g:1564575
Tiểu Cần	id=g:1564576
Tiểu Bàng	id=g:1564577
Kinh Tiểu	id=g:1564578
Huôi Tiêu	id=g:1564579
Cửa Tiểu	id=g:1564580
Tiếp Xuyên (1)	id=g:1564581
Tiêp Võ	id=g:1564582
Kinh Tiêp Nhựt	id=g:1564583
Tiên Yên (1)	id=g:1564584
Sông Tiên Yên	id=g:1564585
Rade de Tiên Yên	id=g:1564586
Ngòi Tien Yen	id=g:1564587
Tiẽn Yên	id=g:1564588
Tiên Yên	id=g:1564589
Tiên Yên	id=g:1564590
Tiên Xuân (4)	id=g:1564591
Tiên Xá	id=g:1564592
Tiên Xá	id=g:1564593
Tiên Xá	id=g:1564594
Tien Xa	id=g:1564595
Tiên Wán Teau	id=g:1564596
Tiên Vực	id=g:1564597
Tiến Viên	id=g:1564598
Tiên Vệ	id=g:1564599
Phu Tien Van	id=g:1564600
Tiên Trung	id=g:1564601
Tien Trung	id=g:1564602
Tiền Trang	id=g:1564603
Tiên Trà	id=g:1564604
Tien Tieu	id=g:1564605
Tiền Tiệp	id=g:1564606
Tiên Tiên	id=g:1564607
Tiên Thuận (4)	id=g:1564608
Tiên Thuận (1)	id=g:1564609
Tiên Thuận	id=g:1564610
Tiên Thôn Tiên	id=g:1564611
Tien Thôn	id=g:1564612
Tiên Thôn	id=g:1564613
Tien Tchou Ping	id=g:1564614
Tiên Tảo	id=g:1564615
Tiên Tảo	id=g:1564616
Tiên Tân	id=g:1564617
Núi Tiền Sơn	id=g:1564618
Tiên Sơn	id=g:1564619
Tiên Sơn	id=g:1564620
Tiền Song	id=g:1564621
Tiên Răc	id=g:1564622
Tiên Quang	id=g:1564623
Tiên Quán	id=g:1564624
Tiền Pồng	id=g:1564625
Tien Po	id=g:1564626
Tiên Phương	id=g:1564627
Tiên Phước	id=g:1564628
Tiên Phước	id=g:1564629
Tiên Pan	id=g:1564630
Tiên Nong	id=g:1564631
Tiên Nông	id=g:1564632
Tiên Niang	id=g:1564633
Tiên Nha	id=g:1564634
Tiên Nghĩa	id=g:1564635
Tiên Mung	id=g:1564636
Tiện Mỗ	id=g:1564637
Tiên Lương	id=g:1564638
Tiên Lữ	id=g:1564639
Tiên Long (4)	id=g:1564640
Tiền Lôi	id=g:1564641
Tiên Lộc (2)	id=g:1564642
Tiên Lộc Sách	id=g:1564643
Tiên Lỗ	id=g:1564644
Tiên Liệt	id=g:1564645
Tiền Lê Trai	id=g:1564646
Tiền Lệ	id=g:1564647
Tiên Lễ	id=g:1564648
Tiên Lát	id=g:1564649
Tien Lang	id=g:1564650
Tiên Lang	id=g:1564651
Tiên Lang	id=g:1564652
Tiền Lai	id=g:1564653
Tiên Lai	id=g:1564654
Tiên La	id=g:1564655
Tiên La	id=g:1564656
Tiên Ky	id=g:1564657
Tiên Kiều	id=g:1564658
Tiên Kiều	id=g:1564659
Tiên Kiêu	id=g:1564660
Tiên Khoán	id=g:1564661
Tiên Hương	id=g:1564662
Tien Hương	id=g:1564663
Sông Tiên Hừng	id=g:1564664
Tiên Hưng	id=g:1564665
Tiên Hội	id=g:1564666
Tiên Hội	id=g:1564667
Tiện Hội	id=g:1564668
Tiên Hội	id=g:1564669
Tiên Hội	id=g:1564670
Tiên Ho	id=g:1564671
Suối Tiên Hiên	id=g:1564672
Tiền Hải	id=g:1564673
Tiên Hai	id=g:1564674
Tieng Sang	id=g:1564675
Tỉnh Tiền Giang	id=g:1564676
Sông Tiền Giang	id=g:1564677
Tien Fang	id=g:1564678
Tiên Dương	id=g:1564679
Tiên Dược Hạ	id=g:1564680
Núi Tiên Du	id=g:1564681
Tiên Ðộng	id=g:1564682
Tiến Ðộng	id=g:1564683
Tiên Ðôi Nội	id=g:1564684
Tiên Ðôi	id=g:1564685
Tiền Ðoài	id=g:1564686
Tiên Ðịnh	id=g:1564687
Tien Dien	id=g:1564688
Tiên Ðiên	id=g:1564689
Tiên Ðào (2)	id=g:1564690
Tiên Ðào (1)	id=g:1564691
Suối Tiên Da	id=g:1564692
Tiên Cương	id=g:1564693
Tiên Cốt	id=g:1564694
Tiên Châu (4)	id=g:1564695
Tiên Châu (1)	id=g:1564696
Tiên Châu	id=g:1564697
Tiền Châu	id=g:1564698
Tiên Chánh (2)	id=g:1564699
Tiên Cầu	id=g:1564700
Tiên Cầu	id=g:1564701
Tiên Canh	id=g:1564702
Tien Cần	id=g:1564703
Tiên Bồng	id=g:1564704
Tiên Bảo	id=g:1564705
Tiến Ân	id=g:1564706
Tien An	id=g:1564707
Sông Tiên	id=g:1564708
Phu Tiên	id=g:1564709
Núi Tiên	id=g:1564710
Núi Tiên	id=g:1564711
Khao Tiên	id=g:1564712
Ðộng Tiên	id=g:1564713
Sông Tiêm	id=g:1564714
Phu Tiem	id=g:1564715
Bù Tiêm	id=g:1564716
Tié Lan	id=g:1564717
Tie Cot	id=g:1564718
Tié Co	id=g:1564719
Kong Tieck	id=g:1564720
Dak Tiean Oar	id=g:1564721
Tỉ Ðính	id=g:1564722
Tic Lan Ho	id=g:1564723
Kong Tic K”long	id=g:1564724
Tích Thiện	id=g:1564725
Tịch Tây (2)	id=g:1564726
Tích Sơn	id=g:1564727
Tích Phú (3)	id=g:1564728
Tich Niên	id=g:1564729
Tích Ðông (1)	id=g:1564730
Tích Ðồng	id=g:1564731
Tịch An (2)	id=g:1564732
Tịch An (1)	id=g:1564733
Khê Tich	id=g:1564734
Ti Ba	id=g:1564735
Núi Tia Pong	id=g:1564736
Khao Tiao	id=g:1564737
Núi Tianh	id=g:1564738
Tiang Tör	id=g:1564739
Phu Tiang Quinh	id=g:1564740
Tiang Deung	id=g:1564741
Suối Tiang	id=g:1564742
Phu Tiang	id=g:1564743
Nam Tiang	id=g:1564744
Khao Tiang	id=g:1564745
Chư Tiame Bagne	id=g:1564746
Suối Tia Lo	id=g:1564747
Da Tial	id=g:1564748
Núi Tia Koua	id=g:1564749
Tiai Mo	id=g:1564750
Chư Tiai	id=g:1564751
Tia Hoai	id=g:1564752
Nam Tiac Ho	id=g:1564753
Phu Tia	id=g:1564754
Nor Tia	id=g:1564755
Nam Tia	id=g:1564756
Nam Tia	id=g:1564757
Kron Tia	id=g:1564758
Ea Tia	id=g:1564759
Phu Ti	id=g:1564760
Nam Ti	id=g:1564761
Thủy Vực	id=g:1564762
Thuy Uoc	id=g:1564763
Thụy Ung	id=g:1564764
Thủy Tú Phương	id=g:1564765
Ðầm Thủy Tù	id=g:1564766
Thủy Tú	id=g:1564767
Thủy Trung	id=g:1564768
Thủy Trung	id=g:1564769
Plage de Thủy Triều	id=g:1564770
Banc de Thủy Triều	id=g:1564771
Thủy Triều	id=g:1564772
Thủy Triều	id=g:1564773
Thụy Trà	id=g:1564774
Thúy Thương	id=g:1564775
Thủy Thanh	id=g:1564776
Thủy Thạch (3)	id=g:1564777
Thụy Sơn	id=g:1564778
Thủy Sen	id=g:1564779
Thụy Phương	id=g:1564780
Thuy Mai	id=g:1564781
Thụy Lôi	id=g:1564782
Thụy Lôi	id=g:1564783
Thụy Lôi	id=g:1564784
Thuy Loan (2)	id=g:1564785
Sông Thuy Loan	id=g:1564786
Thúy Lĩnh	id=g:1564787
Thúy Liễu	id=g:1564788
Thúy Liễu	id=g:1564789
Thủy Liên Thượng	id=g:1564790
Thủy Liên Nam Giáp	id=g:1564791
Thủy Liên Hạ	id=g:1564792
Thúy Liên Hạ	id=g:1564793
Thủy Liên Ðông	id=g:1564794
Thủy Lâp (2)	id=g:1564795
Thụy Khuê	id=g:1564796
Thủy Khẩu	id=g:1564797
Thúy Hội	id=g:1564798
Thuy Họa	id=g:1564799
Thụy Ha	id=g:1564800
Thuyết Nạp	id=g:1564801
Thuyền Quan	id=g:1564802
Thùy Dương	id=g:1564803
Thủy Ðông	id=g:1564804
Thuy Cuông	id=g:1564805
Thúy Cổ	id=g:1564806
Thủy Chạm	id=g:1564807
