Kinjačka	id=g:3198146
Cavtat	id=g:3202825
Čavoglave	id=g:3202826
Čavlovica	id=g:3202827
Čavlovica	id=g:3202828
Otočić Čavlin	id=g:3202829
Uvala Čavlena	id=g:3202830
Čavle	id=g:3202831
Čatrnja	id=g:3202840
Carevdar	id=g:3202853
Čardak	id=g:3202859
Čardak	id=g:3202860
Čara	id=g:3202868
Čaprginci	id=g:3202869
Caprag	id=g:3202871
Čaporice	id=g:3202872
Čanjevo	id=g:3202878
Čanak	id=g:3202883
Čamagajevci	id=g:3202884
Cakovec Općina	id=g:3202887
Čakovec	id=g:3202888
Čakovci	id=g:3202889
Čajkovići	id=g:3202897
Čajkovci	id=g:3202898
Čaire	id=g:3202901
Čaglin	id=g:3202905
Cage	id=g:3202907
Čađavica	id=g:3202917
Čađavica	id=g:3202918
Čađavac	id=g:3202920
Čačvina	id=g:3202921
Čačinci	id=g:3202922
Cabuna	id=g:3202925
Čabrunići	id=g:3202927
Čabranka	id=g:3202928
Čabdin	id=g:3202930
Cabar Općina	id=g:3202931
Čabar	id=g:3202932
Bužinija	id=g:3202933
Buzin	id=g:3202934
Bužim	id=g:3202936
Buzeta	id=g:3202939
Buzeta	id=g:3202940
Buzet Općina	id=g:3202941
Buzet	id=g:3202942
Buzadovac	id=g:3202944
Butišnica	id=g:3202945
Butkovići	id=g:3202948
Uvala Butinj	id=g:3202951
Uvala Busuja	id=g:3202956
Busnovi	id=g:3202957
Buševec	id=g:3202967
Bušetina	id=g:3202968
Buroli	id=g:3202973
Burnum	id=g:3202974
Burnjak	id=g:3202975
Burići	id=g:3202977
Bura	id=g:3202982
Bunjani	id=g:3202984
Bunjak	id=g:3202985
Bunić	id=g:3202986
Buna	id=g:3202994
Bulinac	id=g:3203001
Bulić	id=g:3203003
Bukvik-Blatni Lug	id=g:3203010
Bukov Vrh	id=g:3203018
Bukovlje	id=g:3203026
Bukovje Bistransko	id=g:3203027
Bukovje Križevačko	id=g:3203030
Bukovica Čemernička	id=g:3203047
Bukovica	id=g:3203054
Buković	id=g:3203062
Bukovec Zelinski	id=g:3203064
Bukovčani	id=g:3203068
Bukovac Perjasički	id=g:3203073
Bukovac	id=g:3203076
Bukevje	id=g:3203085
Buk	id=g:3203086
Pličina Buje	id=g:3203087
Buje Općina	id=g:3203088
Buje	id=g:3203090
Bujavica	id=g:3203091
Luka Bufalo	id=g:3203101
Železnička Stanica Budrovci	id=g:3203107
Budrovci	id=g:3203108
Budrovac Lukački	id=g:3203109
Budrovac	id=g:3203110
Železnička Stanica Budinšćina	id=g:3203122
Budinšćina	id=g:3203123
Budinjak	id=g:3203124
Uvala Budima	id=g:3203126
Budimir	id=g:3203130
Budimci	id=g:3203131
Budim	id=g:3203132
Budim	id=g:3203133
Otočić Budikovac Veli	id=g:3203134
Otočić Budikovac Mali	id=g:3203135
Luka Budava	id=g:3203137
Budaševo	id=g:3203138
Budanica	id=g:3203142
Budančevica	id=g:3203143
Budakovo Brdo	id=g:3203144
Budak	id=g:3203145
Budak	id=g:3203146
Budačka Rijeka	id=g:3203147
Otočić Buč Veli	id=g:3203150
Otočić Buč Mali	id=g:3203151
Bučje Gorjansko	id=g:3203155
Bučje	id=g:3203156
Bučje	id=g:3203157
Bučička Slatina	id=g:3203161
Bubnjarci	id=g:3203171
Bubani	id=g:3203174
Brzaja	id=g:3203177
Brzaja	id=g:3203178
Brzac	id=g:3203179
Bruvno	id=g:3203183
Otočić Brušnjak	id=g:3203185
Otočić Brusnik	id=g:3203186
Veliki Brusnić	id=g:3203193
Bruška	id=g:3203195
Brusje	id=g:3203196
Brusići	id=g:3203197
Brušane	id=g:3203198
Rt Brula	id=g:3203203
Brućina	id=g:3203204
Brubno	id=g:3203205
Brtonigla	id=g:3203206
Rt Brtalić	id=g:3203207
Brštanovo	id=g:3203209
Uvala Bršljanovica	id=g:3203212
Bršljanica	id=g:3203213
Uvala Bršica	id=g:3203215
Uvala Brsečine	id=g:3203216
Brsečine	id=g:3203217
Brseč	id=g:3203218
Otočić Bršćak	id=g:3203219
Željeznička Stanica Bršadin-Lipovača	id=g:3203220
Bršadin	id=g:3203221
Brovinje	id=g:3203222
Brotnja	id=g:3203225
Brotnice	id=g:3203226
Poganovačko-Brondički Kanal	id=g:3203228
Rt Broitna	id=g:3203230
Brodski Varoš	id=g:3203231
Brodski Stupnik	id=g:3203232
Drenovac	id=g:3203233
Brod na Kupi	id=g:3203234
Brod Moravice	id=g:3203235
Brodarica	id=g:3203237
Brođanci	id=g:3203241
Bročice	id=g:3203246
Broce	id=g:3203247
Bročanac	id=g:3203248
Brnjeuška	id=g:3203259
Brnaze	id=g:3203262
Luka Brna	id=g:3203263
Brna	id=g:3203264
Brlog	id=g:3203268
Brlenić	id=g:3203270
Brlekovo	id=g:3203271
Rt Brkonja	id=g:3203272
Rt Brkljač	id=g:3203273
Brkiševina	id=g:3203274
Brkata	id=g:3203276
Brkat	id=g:3203277
Brkač	id=g:3203278
Uvala Bristva	id=g:3203288
Uvala Bristova	id=g:3203289
Bristivica	id=g:3203290
Brištane	id=g:3203291
Brist	id=g:3203292
Briševo	id=g:3203294
Luka Brioni	id=g:3203296
Brinje	id=g:3203298
Brinjani	id=g:3203299
Otoci Brijuni	id=g:3203300
Brijuni	id=g:3203301
Uvala Brijesta	id=g:3203304
Brijesta	id=g:3203305
Brig	id=g:3203311
Brig	id=g:3203312
Bribir	id=g:3203315
Bribir	id=g:3203316
Brguljski Zaliv	id=g:3203317
Brgulje	id=g:3203318
Brgudac	id=g:3203320
Luka Brgud	id=g:3203321
Brgud	id=g:3203322
Brgud	id=g:3203323
Brezovo Polje	id=g:3203325
Brezovo Polje	id=g:3203327
Brezovljani	id=g:3203330
Brezovljani	id=g:3203331
Brezovica	id=g:3203344
Brezovica	id=g:3203345
Brezovac Subocki	id=g:3203357
Brezovac Dobroselski	id=g:3203358
Brezovac	id=g:3203360
Brezno-gora	id=g:3203364
Brezno Drežničko	id=g:3203365
Breznik	id=g:3203369
Breznica	id=g:3203371
Breznica Našička	id=g:3203372
Breznica Ðakovačka	id=g:3203373
Breznica	id=g:3203374
Brežnica	id=g:3203375
Brežnica	id=g:3203376
Brežnica	id=g:3203378
Brezna Potok	id=g:3203379
Brezje Miholečko	id=g:3203392
Brezje Dubravsko	id=g:3203393
Brezje	id=g:3203394
Brezine	id=g:3203400
Brezik	id=g:3203403
Brezik	id=g:3203406
Brezić	id=g:3203416
Brežani	id=g:3203419
Brezani	id=g:3203420
Brežane Lekeničke	id=g:3203423
Breza	id=g:3203425
Breza	id=g:3203426
Brest Pokupski	id=g:3203428
Brestovica	id=g:3203430
Brestova Draga	id=g:3203433
Brestovac	id=g:3203434
Brestovac Daruvarski	id=g:3203435
Rt Brestova	id=g:3203437
Brestje	id=g:3203438
Brestik	id=g:3203439
Brestica	id=g:3203441
Breštanovci	id=g:3203444
Brestača	id=g:3203446
Brest	id=g:3203449
Brest	id=g:3203450
Bresci	id=g:3203454
Brešće	id=g:3203455
Brešće	id=g:3203456
Brekinska	id=g:3203460
Bregi Radobojski	id=g:3203470
Bregi Kostelski	id=g:3203472
Koprivnički Bregi	id=g:3203473
Železnička Stanica Bregi	id=g:3203474
Bregana	id=g:3203477
Bregana	id=g:3203478
Breg	id=g:3203481
Breg	id=g:3203482
Brebrovac	id=g:3203483
Brebernica	id=g:3203485
Brebernica	id=g:3203486
Brdovec	id=g:3203487
Brdo	id=g:3203488
Brdo	id=g:3203489
Brđani Krajiški	id=g:3203501
Brđani Bastajski	id=g:3203502
Brđani	id=g:3203503
Brđani Cesta	id=g:3203504
Brđani	id=g:3203505
Brđani Šamarički	id=g:3203506
Brđani	id=g:3203510
Brdo	id=g:3203511
Sovinjska Brda	id=g:3203512
Brckovljani	id=g:3203520
Brčino	id=g:3203522
Brčevec	id=g:3203524
Uvala Brbinj	id=g:3203527
Brbinj	id=g:3203528
Donji Bratovići	id=g:3203534
Bratovanci	id=g:3203536
Bratiškovici	id=g:3203541
Bratin Otok	id=g:3203542
Bratina	id=g:3203543
Braslovje	id=g:3203549
Rt Brankorso	id=g:3203557
Branjin Vrh	id=g:3203558
Branjinska Rijeka	id=g:3203559
Branjina	id=g:3203560
Branešci	id=g:3203569
Brana	id=g:3203572
Brajkov Vrh	id=g:3203575
Brajkovići	id=g:3203576
Brajakovo Brdo	id=g:3203581
Brački Kanal	id=g:3203589
Bračević	id=g:3203590
Bravčev Dolac	id=g:3203591
Bračevci	id=g:3203592
Otok Brač	id=g:3203594
Brac Općina	id=g:3203595
Božjakovina	id=g:3203599
Božin Vrh	id=g:3203600
Božičevića Vrh	id=g:3203606
Božava	id=g:3203608
Bović	id=g:3203610
Botovo	id=g:3203617
Butoniga	id=g:3203618
Botinovec	id=g:3203619
Botinec	id=g:3203620
Botinac	id=g:3203621
Botajna	id=g:3203624
Bošnjaci	id=g:3203631
Bosna	id=g:3203634
Bosiljevo Česmansko	id=g:3203638
Bosiljevo	id=g:3203639
Bosiljevo	id=g:3203640
Bosanci	id=g:3203659
Borut	id=g:3203660
Borut	id=g:3203661
Borovo Naselje	id=g:3203668
Borovo	id=g:3203670
Rt Borovnjak	id=g:3203671
Otočić Borovnik	id=g:3203673
Otočić Borovnik	id=g:3203674
Borovik	id=g:3203680
Borovci	id=g:3203686
Borova	id=g:3203687
Borova Kosa	id=g:3203688
Otočić Borovac	id=g:3203690
Borovac	id=g:3203691
Rt Borov	id=g:3203697
Borojevići	id=g:3203699
Borojevci	id=g:3203701
Borkuša	id=g:3203704
Rt Borji	id=g:3203708
Borinići	id=g:3203715
Boričevac	id=g:3203720
Uvala Borak	id=g:3203732
Boraja	id=g:3203736
Rt Bonaster	id=g:3203742
Bolomače	id=g:3203745
Bolman	id=g:3203746
Boljun	id=g:3203748
Bolfan	id=g:3203759
Bolč	id=g:3203764
Bol	id=g:3203765
Bokšić Lug	id=g:3203766
Bokšić	id=g:3203767
Bokšić	id=g:3203768
Bokordići	id=g:3203772
Bokolj	id=g:3203773
Bokanjačko Blato	id=g:3203776
Bokanjac	id=g:3203777
Bokane	id=g:3203779
Bok	id=g:3203780
Bojnak	id=g:3203785
Bojna	id=g:3203786
Bojna	id=g:3203787
Bojinac	id=g:3203792
Bojana	id=g:3203803
Bojište	id=g:3203804
Bogovolja	id=g:3203813
Bogomolje	id=g:3203818
Bogdašić	id=g:3203833
Bogdanov Vrh	id=g:3203835
Bogdanovec	id=g:3203836
Bogdanovci	id=g:3203837
Bogatnik	id=g:3203839
Bogatić	id=g:3203841
Otočić Bodulaš	id=g:3203846
Bodovaljci	id=g:3203848
Bodegraji	id=g:3203856
Bockovci	id=g:3203860
Bočkinci	id=g:3203861
Bocanjevci	id=g:3203864
Uvala Bobovišće	id=g:3203871
Bobovišće	id=g:3203872
Bobovica	id=g:3203874
Bobovac	id=g:3203876
Bobotski Kanal	id=g:3203878
Bobota	id=g:3203880
Bobodol	id=g:3203882
Bobinci	id=g:3203883
Uvala Bobina	id=g:3203884
Bobija	id=g:3203891
Otočić Bobara	id=g:3203895
Bljušćevica	id=g:3203901
Blizna	id=g:3203904
Blizna	id=g:3203906
Otočić Blitvica	id=g:3203911
Otočić Blitvenica	id=g:3203912
Blinjski Kut	id=g:3203914
Blinja	id=g:3203915
Blaževdol	id=g:3203931
Uvala Blaz	id=g:3203935
Blatuša	id=g:3203937
Blatuša	id=g:3203938
Blato na Cetini	id=g:3203939
Prološko Blato	id=g:3203940
Blato	id=g:3203942
Blato	id=g:3203943
Blatnica	id=g:3203947
Blatnica	id=g:3203949
Blatna Vas	id=g:3203952
Uvala Blatna	id=g:3203955
Blata	id=g:3203960
Blato	id=g:3203961
Blaškovec	id=g:3203962
Blagorodovac	id=g:3203966
Blacko	id=g:3203971
Uvala Blaca	id=g:3203976
Rt Blace	id=g:3203977
Blatuško Brdo	id=g:3203978
Bjelovar Općina	id=g:3203981
Bjelovar	id=g:3203982
Bjelopolje	id=g:3203989
Bjelolasica	id=g:3203991
Bjelkovac	id=g:3203996
Bjeliševac	id=g:3204000
Bjelina	id=g:3204001
Bjelanovac	id=g:3204013
Bjelajci	id=g:3204016
Uvala Bjejevica	id=g:3204020
Bizovac	id=g:3204022
Uvala Bizikovica	id=g:3204023
Bitulja	id=g:3204029
Bitoraj	id=g:3204032
Bistrinci	id=g:3204035
Uvala Bistrina	id=g:3204036
Bistrica	id=g:3204063
Bistranska Gora	id=g:3204075
Bistra Kanal	id=g:3204077
Bistrač	id=g:3204078
Bistra	id=g:3204080
Biskup Rt	id=g:3204084
Rt Biskup	id=g:3204085
Biskupija	id=g:3204086
Biškupec Zelinski	id=g:3204088
Biškupec	id=g:3204089
Biškupci	id=g:3204090
Bisko	id=g:3204091
Biševski Kanal	id=g:3204093
Biševska Luka	id=g:3204094
Otok Biševo	id=g:3204095
Biševo	id=g:3204096
Otočići Bisage	id=g:3204099
Otočić Bisage	id=g:3204100
Otočić Bisaga Vela	id=g:3204101
Otočić Bisaga Mala	id=g:3204102
Otočić Bisaga	id=g:3204103
Otočić Bisaga	id=g:3204104
Bisag	id=g:3204105
Otočić Bisače	id=g:3204106
Goli Vrh	id=g:3204109
Biovičino Selo	id=g:3204110
Biorine	id=g:3204114
Biokovo	id=g:3204115
Biograd na Moru	id=g:3204121
Biograd Općina	id=g:3204122
Biočić	id=g:3204126
Biluš Planina	id=g:3204133
Bilo Gora	id=g:3204135
Bilo	id=g:3204137
Biljevine	id=g:3204139
Biljevina	id=g:3204140
Biljevina	id=g:3204141
Bilje	id=g:3204145
Bijeli Vir	id=g:3204149
Bilišane Donje	id=g:3204150
Bilišane	id=g:3204151
Bili Rat	id=g:3204152
Bilice	id=g:3204156
Bilice	id=g:3204158
Bili Brig	id=g:3204159
Bile	id=g:3204162
Bilaj	id=g:3204164
Bilac	id=g:3204165
Bijenik	id=g:3204171
Bijelo Brdo	id=g:3204182
Bijelnik	id=g:3204185
Bijeljevina Orahovička	id=g:3204187
Bijeline	id=g:3204189
Bijele Vode	id=g:3204194
Bijele Stijene	id=g:3204197
Bijela Stijena	id=g:3204202
Bijela Kosa	id=g:3204206
Bijela Greda	id=g:3204207
Hrid Bijelac	id=g:3204209
Bijela	id=g:3204210
Bijela	id=g:3204211
Uvala Bijar	id=g:3204216
Bujakovac	id=g:3204219
Biđ	id=g:3204225
Bicko Selo	id=g:3204227
Bič Kanal	id=g:3204228
Bičine	id=g:3204232
Bičići	id=g:3204233
Bibinje	id=g:3204237
Bibići	id=g:3204238
Bezjaki	id=g:3204246
Betina	id=g:3204251
Beter	id=g:3204252
Bestrma	id=g:3204254
Bešlinec	id=g:3204258
Beretinec	id=g:3204277
Berek	id=g:3204278
Beravci	id=g:3204282
Berava	id=g:3204283
Beram	id=g:3204284
Berak	id=g:3204285
Rt Benuš	id=g:3204290
Benkovac Okučanski	id=g:3204291
Benkovac Fužinski	id=g:3204292
Benkovac	id=g:3204293
Beničanci	id=g:3204295
Benčići	id=g:3204297
Benčići	id=g:3204298
Bencetići	id=g:3204299
Bencani	id=g:3204300
Belovar	id=g:3204306
Belo Selo	id=g:3204311
Uvala Beljina	id=g:3204314
Beljevina	id=g:3204316
Belišće	id=g:3204317
Beli Manastir Općina	id=g:3204319
Beli Manastir	id=g:3204320
Beli Kamik	id=g:3204321
Belica	id=g:3204322
Belica	id=g:3204323
Rt Beli	id=g:3204325
Veli Otočić	id=g:3204326
Uvala Lučica	id=g:3204327
Beli	id=g:3204328
Belgrad	id=g:3204329
Beletinec	id=g:3204331
Uvala Bele Lučice	id=g:3204335
Belej	id=g:3204336
Belec	id=g:3204337
Belavići	id=g:3204340
Bela Loza	id=g:3204344
Belaj	id=g:3204346
Bela Gorica	id=g:3204348
Bektež	id=g:3204353
Beketinec	id=g:3204355
Beketinci	id=g:3204356
Begovo Razdolje	id=g:3204365
Begovići	id=g:3204367
Begovac Plaščanski	id=g:3204371
Jezero Begovac	id=g:3204372
Bednja	id=g:3204377
Bednja	id=g:3204378
Beder	id=g:3204379
Bedenik	id=g:3204381
Bedenička	id=g:3204382
Bedenica	id=g:3204383
Bedenec	id=g:3204384
Bedemgrad	id=g:3204385
Železnička Stanica Bedekovčina	id=g:3204386
Bedekovčina	id=g:3204387
Bečić	id=g:3204389
Bebrina	id=g:3204391
Batrina	id=g:3204398
Batlug	id=g:3204401
Batinska	id=g:3204407
Batinova Kosa	id=g:3204408
Batinjani Podborski	id=g:3204409
Batinjani Pakrački	id=g:3204410
Železnička Stanica Batinjani	id=g:3204411
Batina	id=g:3204412
Batina	id=g:3204413
Batina	id=g:3204414
Uvala Batalaža	id=g:3204419
Bat	id=g:3204422
Bastajski Brđani	id=g:3204431
Železnička Stanica Bastaji	id=g:3204432
Bast	id=g:3204436
Baške Oštarije	id=g:3204437
Uvala Baška Voda	id=g:3204438
Baška Voda	id=g:3204439
Baška Draga	id=g:3204440
Baška	id=g:3204441
Bašinac	id=g:3204442
Uvala Basijna	id=g:3204443
Bašići	id=g:3204445
Bašići	id=g:3204446
Baščica	id=g:3204449
Bašćanska Draga	id=g:3204451
Bašanija	id=g:3204452
Basača	id=g:3204455
Barušić	id=g:3204456
Bartolovec	id=g:3204458
Barna	id=g:3204462
Barlete	id=g:3204463
Otočići Barjak	id=g:3204468
Rt Barjaci	id=g:3204469
Barilović	id=g:3204470
Barić Draga	id=g:3204473
Barica	id=g:3204474
Baretići	id=g:3204476
Donje Baredine	id=g:3204478
Barci	id=g:3204489
Barbići	id=g:3204490
Barbatski Kanal	id=g:3204491
Barbat na Rabu	id=g:3204492
Uvala Barbat	id=g:3204493
Otočić Barbarinac	id=g:3204494
Rt Barbariga	id=g:3204495
Barbarići Kravarski	id=g:3204496
Hrid Barbaran	id=g:3204497
Barbara Kanal	id=g:3204498
Rt Barbana	id=g:3204499
Barban	id=g:3204500
Barat	id=g:3204501
Barat	id=g:3204502
Baranjsko Petrovo Selo	id=g:3204504
Rt Barabiga	id=g:3204506
Bapska	id=g:3204510
Vrpolje Bansko	id=g:3204512
Banski Kovačevac	id=g:3204513
Železnička Stanica Banski Grabovac	id=g:3204514
Banska Selnica	id=g:3204515
Banščica	id=g:3204516
Banovina	id=g:3204518
Banovci	id=g:3204522
Banovci	id=g:3204523
Banova Jaruga	id=g:3204524
Bankovci	id=g:3204526
Banjole	id=g:3204529
Banjol	id=g:3204530
Banjevci	id=g:3204533
Banjaselo	id=g:3204537
Uvala Banja	id=g:3204547
Luka Banja	id=g:3204549
Banja	id=g:3204551
Banj	id=g:3204552
Banija	id=g:3204553
Banići	id=g:3204554
Baničevec Rakovečki	id=g:3204555
Baničevac	id=g:3204556
Bandovi	id=g:3204558
Otočić Balkun	id=g:3204565
Otočić Balkun	id=g:3204566
Baljci	id=g:3204572
Jama Balinka	id=g:3204578
Balinci	id=g:3204579
Balinac	id=g:3204580
Baletine	id=g:3204585
Bale	id=g:3204586
Bale	id=g:3204587
Baldaši	id=g:3204588
Luka Baldarin	id=g:3204589
Otočić Balabra Vela	id=g:3204591
Hrid Bakul	id=g:3204593
Bakrač	id=g:3204594
Bakovčica	id=g:3204597
Bakovac Kosinjski	id=g:3204599
Bakić	id=g:3204606
Bakarski Zaljev	id=g:3204608
Uvala Bakarac	id=g:3204609
Bakarac	id=g:3204610
Luka Bakar	id=g:3204611
Bakar	id=g:3204612
Jezero Bajersko	id=g:3204625
Bajčići	id=g:3204626
Bajagić	id=g:3204628
Bagalovići	id=g:3204632
Badžula	id=g:3204633
Badovinci	id=g:3204634
Badnjak	id=g:3204637
Badljevina	id=g:3204638
Badličan	id=g:3204639
Bađinec	id=g:3204640
Otok Badija	id=g:3204641
Baderna	id=g:3204642
Rt Bad	id=g:3204646
Uvala Bačvice	id=g:3204647
Greben Bačvica	id=g:3204649
Bačva	id=g:3204651
Bačun	id=g:3204652
Bačkovica Šuma	id=g:3204654
Bačkovica	id=g:3204655
Bačkovica	id=g:3204656
Baćinska Jezera	id=g:3204676
Bačinovac	id=g:3204677
Baćin-Dol	id=g:3204678
Baćina	id=g:3204680
Baćin	id=g:3204681
Bačevac	id=g:3204686
Babotok	id=g:3204695
Babnjača	id=g:3204697
Babja Gora	id=g:3204703
Babjak	id=g:3204704
Babino Polje	id=g:3204712
Babino Brdo	id=g:3204714
Babin Kuk	id=g:3204716
Babin Grad	id=g:3204717
Babin Dub Pločanski	id=g:3204719
Babina Rijeka	id=g:3204723
Babina Greda	id=g:3204725
Babina Gora	id=g:3204726
Babinac Ivanski	id=g:3204728
Babinac	id=g:3204729
Babina	id=g:3204732
Babići	id=g:3204736
Babića Jezero	id=g:3204740
Babajići	id=g:3204744
Otočić Babac	id=g:3204746
Baba	id=g:3204749
Auguštanovac	id=g:3204758
Asseria	id=g:3204760
Ašikovci	id=g:3204761
Aržano	id=g:3204762
Rt Artić	id=g:3204767
Otočić Arta Vela	id=g:3204768
Rt Artatur	id=g:3204769
Otočić Arta Mala	id=g:3204770
Rt Arta	id=g:3204771
Otočić Arkanđel	id=g:3204776
Arduševac	id=g:3204778
Rt Arbit	id=g:3204780
Arbanija	id=g:3204781
Arbanasi	id=g:3204783
Arbanasi	id=g:3204784
Rt Arat	id=g:3204785
Rt Arat	id=g:3204786
Apševci	id=g:3204789
Apatovac	id=g:3204790
Apatišanska Duliba	id=g:3204791
Apatija	id=g:3204794
Apatija	id=g:3204795
Antunovac	id=g:3204799
Antunovac	id=g:3204800
Antovo	id=g:3204801
Antonovića Vrh	id=g:3204803
Antonci	id=g:3204805
Antonci	id=g:3204806
Antolovec	id=g:3204807
Antin	id=g:3204808
Antenal	id=g:3204810
Andrilovec	id=g:3204815
Andrijaševci	id=g:3204817
Andraševec	id=g:3204822
Anđelina Kosa	id=g:3204823
Aljmaš	id=g:3204829
Alino Bilo	id=g:3204834
Alilovci	id=g:3204835
Aleksinica	id=g:3204837
Aleksandrovac Mikleuški	id=g:3204842
Aleksandrovac Požeški	id=g:3204843
Albertinovac	id=g:3204844
Pličina Albanež	id=g:3204845
Alančić	id=g:3204846
Alan	id=g:3204847
Alan	id=g:3204848
Adžamovci	id=g:3204866
Adolfovo	id=g:3204868
Adolfovac	id=g:3204869
Adamovec	id=g:3204872
Ada Lukačka	id=g:3204873
Ada	id=g:3204874
Rt Abis	id=g:3204876
Otočić Aba Vela	id=g:3204877
Otočić Aba Mala	id=g:3204878
Bukovica	id=g:3205298
Banija	id=g:3205299
Slavonija	id=g:3205300
Podravina	id=g:3205301
Otrić	id=g:3205302
Mlinište	id=g:3205327
Jezero Kuti	id=g:3205328
Mihalj	id=g:3205329
Galovići	id=g:3205363
Luka	id=g:3205364
Klek	id=g:3205365
Raba	id=g:3205367
Metohija	id=g:3205376
Zaton Doli	id=g:3205393
Župa	id=g:3205420
Zvekovica	id=g:3205438
Zastolje	id=g:3205440
Gunjina	id=g:3205444
Dubravka	id=g:3205483
Botuš	id=g:3205489
Međica	id=g:3205491
Lovorje	id=g:3205501
Gornje Selo	id=g:3206512
Zamasline	id=g:3206516
Uvala Hrasna	id=g:3206522
Uvala Ribnja	id=g:3206528
Strinčera	id=g:3206535
Pologrina	id=g:3206537
Prijšnica	id=g:3206538
Sabičina Gora	id=g:3206539
Pećina	id=g:3206542
Domaglina	id=g:3206550
Golo Brdo	id=g:3206560
Otočić Goleč	id=g:3206701
Rvač	id=g:3206710
Uvala Hodoblja	id=g:3206714
Bogutovac	id=g:3206719
Budina	id=g:3206726
Uvala Smokvina	id=g:3206735
Bisaci	id=g:3206834
Crkvica	id=g:3206836
Rudine	id=g:3206840
Bać Do	id=g:3206855
Sutvid	id=g:3206869
Rt Kamenarska	id=g:3206885
Uvala Ðanići	id=g:3206887
Uvala Tiha	id=g:3206888
Rt Tiha	id=g:3206891
Ðurjani	id=g:3207105
Šipačanj	id=g:3207106
Devičina Gomila	id=g:3207107
Ograđenica	id=g:3207110
Gumanca	id=g:3207111
Žuželo	id=g:3207112
Želin Glas	id=g:3207113
Velji Vrh	id=g:3207115
Branilovići	id=g:3207118
Uvala Priježba	id=g:3207119
Katine Staje	id=g:3207205
Kosmeč	id=g:3207206
Ograde	id=g:3207207
Rt Dimovići	id=g:3207209
Uvala Veliki Jakljan	id=g:3207212
Velika Duboka	id=g:3207216
Mala Duboka	id=g:3207217
Maslinovica	id=g:3207218
Velji Vrh	id=g:3207222
Govedari	id=g:3207224
Kaludrica	id=g:3207226
Katino	id=g:3207227
Tor	id=g:3207228
Brdo	id=g:3207229
Pobrde	id=g:3207230
Sveti Spas	id=g:3207231
Sorgo	id=g:3207232
Mjekov Tor	id=g:3207233
Goravice	id=g:3207234
Frajga	id=g:3207235
Sveti Mihajlo	id=g:3207239
Čemprijesi	id=g:3207240
Odžak	id=g:3207241
Vojnovo Selo	id=g:3207246
Ðardin	id=g:3207247
Sutulija	id=g:3207248
Bjelonovo	id=g:3207249
Šilovo Selo	id=g:3207250
Sveti Ivan	id=g:3207251
Rat	id=g:3207252
Kobila))	id=g:3208347
Železnička Stanica Dubica	id=g:3209327
Železnička Stanica Šaš	id=g:3209328
Železnička Stanica Staza	id=g:3209329
Železnička Stanica Dugo Selo	id=g:3209330
Železnička Stanica Božjakovina	id=g:3209331
Željeznička Stanica Vrbovec	id=g:3209332
Željeznička Stanica Repinec	id=g:3209333
Železnička Stanica Brezovljani	id=g:3209334
Železnička Stanica Žabno	id=g:3209335
Železnička Stanica Cirkvena	id=g:3209336
Železnička Stanica Rovišće	id=g:3209337
Železnička Stanica Klokočevac	id=g:3209338
Železnička Stanica Kloštar Vojakovački	id=g:3209339
Železnička Stanica Carevdar	id=g:3209340
Železnička Stanica Sokolovac	id=g:3209341
Železnička Stanica Čukovec	id=g:3209342
Železnička Stanica Koprivnica	id=g:3209345
Jagnjedovec	id=g:3209346
Sveti Martin pod Okićem	id=g:3209366
Železnička Stanica Rozga	id=g:3209367
Železnička Stanica Lazina	id=g:3209368
Železnička Stanica Domagović	id=g:3209369
Železnička Stanica Jastrebarsko	id=g:3209370
Železnička Stanica Horvati	id=g:3209371
Železnička Stanica Hrvatski Leskovac	id=g:3209372
Železnička Stanica Savski Marof	id=g:3209373
Mala Gorica	id=g:3209374
Stupnički Obrež	id=g:3209375
Gornji Stupnik	id=g:3209376
Kladje	id=g:3209377
Novaki Samoborski	id=g:3209378
Jankomir	id=g:3209379
Stenjevec	id=g:3209380
Bestovje	id=g:3209381
Stajalište Podsused	id=g:3209382
Gornje Vrapče	id=g:3209383
Dolje	id=g:3209384
Železnička Stanica Zaprešić	id=g:3209385
Železnička Stanica Brdovec	id=g:3209386
Železnička Stanica Novi Dvori	id=g:3209387
Železnička Stanica Kupljenovo	id=g:3209388
Železnička Stanica Luka	id=g:3209389
Železnička Stanica Veliko Trgovišće	id=g:3209390
Železnička Stanica Žejinci	id=g:3209391
Lucko	id=g:3209392
Železnička Stanica Čehovec	id=g:3209393
Železnička Stanica Kraljevec-Prelog	id=g:3209394
Železnička Stanica Cerje Tužno	id=g:3209395
Železnička Stanica Macinec	id=g:3209398
Železnička Stanica Dunjkovec	id=g:3209399
Železnička Stanica Čakovec	id=g:3209400
Železnička Stanica Čakovec-Buzovec	id=g:3209401
Železnička Stanica Novo Selo-Rok	id=g:3209402
Železnička Stanica Vratišinec	id=g:3209403
Železnička Stanica Vidovec	id=g:3209404
Železnička Stanica Jalžabet	id=g:3209405
Železnička Stanica Zbelava	id=g:3209406
Železnička Stanica Varaždin	id=g:3209407
Novi Zagreb	id=g:3209408
Jezero Jarun	id=g:3209409
Železnička Stanica Vrapče	id=g:3209410
Zagreb Glavni Kolodvor	id=g:3209411
Črnomerec	id=g:3209412
Železnička Stanica Trnava	id=g:3209413
Železnička Stanica Čulinec	id=g:3209414
Železnička Stanica Sesvete	id=g:3209415
Sela Sesvetska	id=g:3209416
