Égalah	id=g:6398012
Kourou Tchoudé Nga	id=g:6746019
Ehi Goukouni Yogomi Nga	id=g:6746020
Ehi Yeskou	id=g:6746021
Bezzé Mouskara	id=g:6746022
Tchi Guirlbé	id=g:6746023
Béli Mahamma Kouri Nga	id=g:6746024
Béli Farama	id=g:6746025
Téfi Diosso	id=g:6746026
Louli Agadem Nga	id=g:6746027
Édriai	id=g:6746028
Bezzia Tchouya	id=g:6746029
Gosso Lolom Gana	id=g:6746030
Gara Tcha Bo	id=g:6746031
Aka Bogoudro	id=g:6746032
Éché Oualala	id=g:6746033
Fargassane	id=g:6746034
Gara Sountela	id=g:6746035
Agafour Nga	id=g:6746036
Gosso Lolom Onoum Nga	id=g:6746037
Fût	id=g:6746055
Angoual Damaou	id=g:6746184
Tchaba	id=g:6746189
Kâ-tirjé	id=g:6746196
Angoual Mani	id=g:6746201
Kolfao Hakini	id=g:6746202
Halbawa Saboua	id=g:6746203
Dan Barto	id=g:6746204
Angoual Alkali	id=g:6746205
Rigal Seydou	id=g:6746206
Angoual Bâk'ô Haoussa	id=g:6746416
Zangounan Marékou	id=g:6746419
Angoual Léko	id=g:6747360
Bino-ni	id=g:6747528
Gagoli	id=g:6749297
Tchorogué Dinga	id=g:6749298
Béli Arkén Dinga	id=g:6749299
Kabi	id=g:6749300
Joldé Youlbé	id=g:6749301
Alataskoram	id=g:6749302
Tama Ouasko	id=g:6749303
Dadindounia	id=g:6749304
Kontougoui	id=g:6749305
Ribou	id=g:6749306
Nguèl Dibéjé	id=g:6749307
Nguèl Toukouré	id=g:6749308
Koulènga	id=g:6749309
Nguèl Oussou	id=g:6749310
Nguèl Alat	id=g:6749311
Bourbouroua	id=g:6749312
Nguèl Koyari	id=g:6749313
Holabo	id=g:6749314
Boula Gaji	id=g:6749315
Ritchouma	id=g:6749316
Joldé Boukari	id=g:6749317
Nguèl Dibéjé	id=g:6749318
Kébbé	id=g:6749319
Boula	id=g:6749320
Nguèl Gagui	id=g:6749321
Malassa Dinga	id=g:6749322
Nguèl Nyélbo	id=g:6749323
Kakarahi	id=g:6749324
Joldé Namardé	id=g:6749325
Nguèl Kassatchi	id=g:6749326
Kadabaré	id=g:6749327
Alaou Dinga	id=g:6749328
Nga Adouadjé	id=g:6749329
Tagala	id=g:6749330
Rikiléro	id=g:6749331
Nguèl Kouroudji	id=g:6749332
Gidyo	id=g:6750054
Birnin Gafala	id=g:6750056
Dwos	id=g:6750057
Likariri	id=g:6750059
Kaloulawa	id=g:6750061
Baouchiri	id=g:6750062
Dégwa	id=g:6750064
Dougoura	id=g:6750066
Lawandi	id=g:6750067
Ardo Mousari	id=g:6750069
Filin Giri	id=g:6750071
Tounkouré	id=g:6750072
Isoufari	id=g:6750074
Ngaarbya	id=g:6750076
Abari	id=g:6750078
Kao Koalya	id=g:6750079
Laré	id=g:6750081
Lareuk	id=g:6750083
Zouy Zouy	id=g:6750085
Wandji	id=g:6750086
Tchèrgouna	id=g:6750088
Tyadoram	id=g:6750090
Bourboutwa	id=g:6750091
Zabéwa	id=g:6750093
Mousa Gouré	id=g:6750095
Manya	id=g:6750096
Maurswa	id=g:6750098
Galori Kabi	id=g:6750100
Mayri	id=g:6750101
Gazabalé	id=g:6750103
Abadyalé	id=g:6750105
Dyétkori	id=g:6750106
Gréma Adjarini	id=g:6750108
Isakari	id=g:6750110
Kantamari	id=g:6750112
Malam Garba	id=g:6750113
Sileyri	id=g:6750115
Gatawa	id=g:6750117
Iskour	id=g:6750119
Zgao	id=g:6750121
Lawan Gonfo	id=g:6750122
Garin Gowa	id=g:6750124
Ditkou	id=g:6750126
Komizabéwa	id=g:6750127
Damaneuk	id=g:6750129
Borgounawa	id=g:6750131
Labyari	id=g:6750132
Damori	id=g:6750134
Outardi	id=g:6750136
Galim Zawada	id=g:6750137
Kabourga	id=g:6750139
Tchoundouni	id=g:6750141
Swa Kolalo	id=g:6750143
Falambouji	id=g:6750145
Ambalamdi	id=g:6750146
Madjiram	id=g:6750148
Madjiram	id=g:6750150
Kaygamari	id=g:6750152
Ngogor	id=g:6750153
May Gamboram	id=g:6750155
Forêt classée de Kadara	id=g:6750157
Aryomari	id=g:6750158
Isari	id=g:6750160
Gouzoubouk	id=g:6750162
Adoumchi Bouzou	id=g:6750164
Torim	id=g:6750166
Tyoungouri	id=g:6750168
Dyalori	id=g:6750169
Ngadiga	id=g:6750171
Ngagoro	id=g:6750173
Zermou Boula	id=g:6750175
Kao Boultouram	id=g:6750177
Woro	id=g:6750178
Arifouram	id=g:6750180
Mirigi	id=g:6750182
May Woko Irara	id=g:6750184
Miskir	id=g:6750186
Wodo	id=g:6750187
Anborya	id=g:6750189
Soumounti	id=g:6750191
Baouda	id=g:6750193
Baouda	id=g:6750194
Dalari	id=g:6750196
Alijiri	id=g:6750198
Bourbourwa	id=g:6750200
Garin Génou	id=g:6750202
Kadé Lowa	id=g:6750203
Badouram	id=g:6750205
Maynari	id=g:6750207
Katika	id=g:6750209
Forêt classée de Kargéri	id=g:6750211
Mya	id=g:6750212
Basori	id=g:6750214
Kangamari	id=g:6750216
Kangouri	id=g:6750218
Gamdou	id=g:6750220
Koublé Matarakouma	id=g:6750221
Koublé Malam Ida	id=g:6750223
Doubagara	id=g:6750225
Madou Ganari	id=g:6750227
Badjam	id=g:6750229
Yar Yarni	id=g:6750230
Lowan Djibindi	id=g:6750232
Akam	id=g:6750234
Ngatkouma	id=g:6750236
Foudi	id=g:6750238
Boudou Gounari	id=g:6750239
Gézéyé	id=g:6750241
Sisya	id=g:6750243
Tourmoura	id=g:6750245
Gibda	id=g:6750247
Bala	id=g:6750248
Dyabina	id=g:6750250
Wadjam	id=g:6750252
Boulaji Karawa	id=g:6750254
Koublé Sarana	id=g:6750256
Wam	id=g:6750257
Ngel Kouri	id=g:6750259
Poun Poun	id=g:6750261
Boulabirin	id=g:6750263
Mantardi	id=g:6750265
Kourwa	id=g:6750266
Malam Gantari	id=g:6750268
I-n-Gikilanba	id=g:6750270
Ngorya	id=g:6750272
Magoneri	id=g:6750274
Garin Amadou	id=g:6750275
Kabiram	id=g:6750277
Faya Nounrwa	id=g:6750279
Ngagagdi	id=g:6750281
Soubdou	id=g:6750282
Maloum Gandri	id=g:6750284
Ngel Dyaoulé	id=g:6750286
Bornésou	id=g:6750288
N' Galoa	id=g:6750290
Kanwafou	id=g:6750291
Dyola Boula	id=g:6750293
Gourgam	id=g:6750295
Dawst	id=g:6750297
Ngel Chali	id=g:6750299
Kirya	id=g:6750300
Babati	id=g:6750302
Daradi	id=g:6750304
Ngatcholoul	id=g:6750306
Gasagéwa	id=g:6750307
Ganyanyaré	id=g:6750308
Boula Mari	id=g:6750310
Konéri	id=g:6750312
Garidi	id=g:6750314
Abari	id=g:6750316
Sarin Gabati	id=g:6750317
Boudjiri	id=g:6750319
Bitoa	id=g:6750321
Kabikibou	id=g:6750323
Dyéna	id=g:6750325
Gémaha	id=g:6750326
Dibinoa	id=g:6750328
Malam Mamandi	id=g:6750330
Adjyoumararam	id=g:6750332
Kournari	id=g:6750334
Karagou Tjéré	id=g:6750335
Alamba	id=g:6750337
Alamba	id=g:6750339
Kirisitdi	id=g:6750341
Ngel Kéfalé	id=g:6750343
Kouboulé Tchoubounkédji	id=g:6750344
Télingé	id=g:6750346
Garin Koutyalé	id=g:6750348
Garin el Hadji	id=g:6750350
May Birin	id=g:6750351
May Birin	id=g:6750353
Ganinya	id=g:6750355
Garin Kandira	id=g:6750357
Garwa	id=g:6750359
Boula Djibir	id=g:6750360
Boula Bérma	id=g:6750362
Kirl Bitoa Kadér	id=g:6750364
Kiri Bitoa	id=g:6750366
Garin Abdoulay	id=g:6750368
Abadyalak	id=g:6750369
Madou Koyari	id=g:6750371
Kadyara	id=g:6750373
Fourdya	id=g:6750375
Kadyara	id=g:6750376
Boulouboudji	id=g:6750378
Kagawa	id=g:6750380
Lolodji	id=g:6750382
Garin Gao	id=g:6750384
Anasaboul	id=g:6750385
Boulabirin	id=g:6750387
Yéri Mabougo	id=g:6750389
Dounyakoura	id=g:6750391
Atomiram	id=g:6750393
Tyaborkoul	id=g:6750394
Daboa	id=g:6750396
Gogouné	id=g:6750398
Manaharam	id=g:6750400
Yari	id=g:6750401
Aladjidi	id=g:6750403
Dadjèlkorsé	id=g:6750405
Aladjidi	id=g:6750407
Faranfaran	id=g:6750409
Kololoa	id=g:6750410
Tjondora	id=g:6750412
Mala Abdouri	id=g:6750414
Kouloudi	id=g:6750416
Masouri	id=g:6750418
Momortoa	id=g:6750419
Barkouna Deydey	id=g:6750421
Barkouna Laméséri	id=g:6750423
Ngourwa	id=g:6750425
Yabari	id=g:6750426
Yabari	id=g:6750428
Boulabirin	id=g:6750430
Kiriboudwa	id=g:6750432
Madou Baréri	id=g:6750434
Tongouriram	id=g:6750435
Dirdya	id=g:6750437
Giridya	id=g:6750439
Dougourwa	id=g:6750441
Boulousou	id=g:6750442
Kantanari	id=g:6750444
Fadjimataféa	id=g:6750446
Gonidi	id=g:6750448
Sisi	id=g:6750450
Mamadouri	id=g:6750451
Abaganari	id=g:6750453
Forêt classée de Sisi	id=g:6750455
Ngoryani	id=g:6750457
Ngel Doumbé	id=g:6750459
Ali Malari	id=g:6750460
Isou Bouri	id=g:6750462
Garyo	id=g:6750464
Boula Mari	id=g:6750466
Senérl	id=g:6750467
Bjri	id=g:6750469
Indi Kilya	id=g:6750471
Boulakwa	id=g:6750473
Kouchourda	id=g:6750475
Kamégouram	id=g:6750476
Miskindi	id=g:6750478
Tyarnoa	id=g:6750480
Dokoradi	id=g:6750482
Abdou Kanomari	id=g:6750484
Gonidi	id=g:6750485
Ngatila	id=g:6750487
Ngel Tyondi	id=g:6750489
Boula Lawani	id=g:6750491
Malou Mousari	id=g:6750492
Djidji Gadori	id=g:6750494
Gouma Goumadji	id=g:6750496
Dyaramidi	id=g:6750498
Mayna Kiridi	id=g:6750499
Belbelwa	id=g:6750501
Tyouari	id=g:6750503
Garin Mousari	id=g:6750505
Rodioram	id=g:6750507
Ngalya	id=g:6750508
Garana	id=g:6750510
Badoa	id=g:6750512
Koulé Mamantar	id=g:6750514
Karagwa	id=g:6750516
Garwa	id=g:6750517
Fongorimaram	id=g:6750519
Dyougounoumaram	id=g:6750521
Géra	id=g:6750523
Ngérawa	id=g:6750524
Kangara	id=g:6750526
Niba	id=g:6750528
Kournaha	id=g:6750530
Kournawa	id=g:6750532
Yourdéséni	id=g:6750533
Wane	id=g:6750535
Toulatoula	id=g:6750537
Lafya	id=g:6750539
Oglat Fanar	id=g:6773831
Manca	id=g:6773832
Garin Ibvey	id=g:6776557
Garin Ibvey	id=g:6776558
Likaridi	id=g:6776559
Kojimiri	id=g:6776560
Dyadyoubo	id=g:6776561
Bitoa Aba Dajimi	id=g:6776725
Koublé	id=g:6776726
Madou Kagouri	id=g:6776727
Tomsoudouwa	id=g:6776728
Bougou Malamdi	id=g:6776729
Bitoa Abd-El-Kader	id=g:6776730
Ngel Orodji	id=g:6776735
Nodzia	id=g:6776736
Alagarnou	id=g:6776737
Kakarawa	id=g:6776738
Boulabiri	id=g:6776739
Kouto	id=g:6776740
Djirakata	id=g:6776741
Péounga	id=g:6776742
Ginataka	id=g:6776743
Ngangalo	id=g:6776744
Kandilwa	id=g:6776745
Argadou	id=g:6776746
Boutouram	id=g:6776747
Kanga	id=g:6776748
Kabi Dan Dalam	id=g:6776749
Soumbalwa	id=g:6776750
Ngapolé	id=g:6776751
Ngagawaré	id=g:6776752
Dawoudaram	id=g:6776753
Kalolouwa	id=g:6776754
Ngel Gérédou	id=g:6776755
Gaama	id=g:6776756
Inkitidyoum	id=g:6776757
Gadoumbaré	id=g:6776758
Kobori	id=g:6776759
Ngaario	id=g:6776760
Bourbourouwa	id=g:6776761
Ngagouldya	id=g:6776762
Nibayil	id=g:6776763
Ngel Bodé	id=g:6776764
Ngel Dyabi	id=g:6776765
Mamanam	id=g:6776766
Dyounga	id=g:6776767
Ngadigami	id=g:6776768
Nibayel	id=g:6776769
Niba	id=g:6776770
Ngagaalo	id=g:6776771
Kangartilo	id=g:6776772
Ngagorcé	id=g:6776773
May Ariram	id=g:6776774
Ngel Ndawoudji	id=g:6776775
Ngel Konaré	id=g:6776776
Ngachamouwadji	id=g:6776777
Ngaboulbé	id=g:6776778
Ngel Douboutou	id=g:6776779
Garadjaram	id=g:6776780
Nzoulou	id=g:6776781
Gondoram	id=g:6776782
Ngel Ari	id=g:6776783
Gadibédyé	id=g:6776784
Nargéwa	id=g:6776785
Sasa	id=g:6776786
Koril-Lam	id=g:6776787
Kadidjia	id=g:6776788
Handoubaré	id=g:6776789
Gonengil	id=g:6776790
Dyalaganari	id=g:6776791
Kaola	id=g:6776792
Dougoura	id=g:6776793
Faya Koura	id=g:6776794
Faya Gana	id=g:6776795
Garana	id=g:6776797
Kangarba	id=g:6776798
Kaola-Djima	id=g:6776799
Ngikima	id=g:6776800
Kinzaydé	id=g:6776801
Karénabem	id=g:6776802
Koseyri	id=g:6776803
Mousari	id=g:6776804
Namaldé	id=g:6776805
Ngel Gidé	id=g:6776806
Siminti-Kortinirga	id=g:6776807
Kaolao	id=g:6776808
Ngel Kadé	id=g:6776809
Ngel Dafaou	id=g:6776810
Nartya	id=g:6776811
Koula Koula	id=g:6776812
Ngel Dyaba	id=g:6776813
Alagarnou	id=g:6776814
Marga	id=g:6776815
Yaga	id=g:6776816
Ngel Kawlè	id=g:6776817
Ngel Bodi	id=g:6776818
Ngel Doudoumi	id=g:6776819
Matam	id=g:6776820
Ndougigil	id=g:6776821
Kournana	id=g:6776822
Ngeleywa	id=g:6776823
Ngabadadé	id=g:6776824
Faya Soumay	id=g:6776825
Gazourmadyé	id=g:6776826
Ngel Boutou	id=g:6776827
Abaridi	id=g:6776828
Kourfia	id=g:6776829
Katkol	id=g:6776830
Kosoulowa	id=g:6776831
Nodzia	id=g:6776832
Rimandi	id=g:6776833
Anaramatam	id=g:6776834
Gadouté	id=g:6776835
Birouwa	id=g:6776836
Ngel Mouské	id=g:6776837
Bouloswa	id=g:6776838
Boula Birin	id=g:6776839
Tchawa	id=g:6776840
Ngel Kounouma	id=g:6776841
Isari	id=g:6776842
Ngel Barka	id=g:6776843
Touboram	id=g:6776844
Mounoumari	id=g:6776845
Gababadé	id=g:6776846
Ngel Bagaé	id=g:6776847
Nzoulou	id=g:6776848
Karia Taki	id=g:6776849
Karga Koura	id=g:6776850
Koréwa	id=g:6776851
Karga	id=g:6776852
Boursari	id=g:6776853
Lé	id=g:6776854
Kargéram	id=g:6776855
Goutouriram	id=g:6776856
Askéram Koura	id=g:6776857
Kanjadi	id=g:6776858
Taardi	id=g:6776859
Madou Chilimri	id=g:6776860
Ngel Djigo	id=g:6776861
Ngamoura	id=g:6776862
Maydounari	id=g:6776863
Kasaoram	id=g:6776864
Fadjimiram	id=g:6776865
Doumoa	id=g:6776866
Kaewa	id=g:6776867
Goariganaram	id=g:6776868
Tiabua	id=g:6776869
Tiabua	id=g:6776870
Maloum Goudounari	id=g:6776871
Dyabatikya	id=g:6776872
Matawaram	id=g:6776873
Kougoulé	id=g:6776875
Koa Léalidi	id=g:6776876
Boulabérim	id=g:6776877
Mamanam	id=g:6776878
Kariari	id=g:6776879
Fana Malouram	id=g:6776880
Kournawa	id=g:6776881
Foulatario	id=g:6776882
Ngoudoré	id=g:6776883
Ngorgalo	id=g:6776884
Bolomiram	id=g:6776885
Keljouganari	id=g:6776886
Alanjourori	id=g:6776887
Goudouski	id=g:6776888
Souleyri	id=g:6776889
Toumdoumri	id=g:6776890
Malam-Géraram	id=g:6776891
Kandildogo	id=g:6776892
Bardéri	id=g:6776893
Nouri	id=g:6776894
Kiri Boul	id=g:6776895
Babawa	id=g:6776896
Girakata Kabi	id=g:6776897
Siminti Ngel Bourem	id=g:6776898
Isari	id=g:6776899
Dyalori	id=g:6776900
Lawan Kouraram	id=g:6776905
Kasoulouwa	id=g:6776906
Sayam	id=g:6776907
Ngaléko	id=g:6776908
Ngel Kaalé	id=g:6776909
Arigidjia	id=g:6776910
Goudoumbari	id=g:6776911
Bouroutouol	id=g:6776912
Njido Mari	id=g:6776913
Kasatchia	id=g:6776914
Ousman	id=g:6776915
Bourbourouwa	id=g:6776916
Boula Garbé	id=g:6776917
Likidir	id=g:6776918
Garaw	id=g:6776919
Wané	id=g:6776920
Mousari	id=g:6776921
Tyoungwa	id=g:6776922
Argoun	id=g:6776923
Ngarana	id=g:6776924
Likitiré	id=g:6776925
Sisi	id=g:6776926
Djidenga	id=g:6776927
Tyouwo	id=g:6776929
Riari	id=g:6776930
Maniram	id=g:6776931
Woor	id=g:6776932
Koudougou	id=g:6776933
Fawa	id=g:6776934
Doubo	id=g:6776935
Fawaboula	id=g:6776936
Ngirmaram	id=g:6776937
Walérom	id=g:6776938
Abounoram	id=g:6776939
Baganari	id=g:6777208
Dirgya	id=g:6777209
Tyasabasa	id=g:6777211
Diginé	id=g:6777212
Marambo	id=g:6777213
Baganari	id=g:6777214
Karawa	id=g:6777215
Lamana	id=g:6777216
Ngagam	id=g:6777217
Dalari	id=g:6777218
Niwa	id=g:6777221
Gamdou	id=g:6777222
Wagadji	id=g:6777223
Boulamabiaram	id=g:6777224
Madialéri	id=g:6777225
Idiri	id=g:6777226
Dourougoun	id=g:6777227
Mélé Aytamiram	id=g:6777228
Bandyougouram	id=g:6777229
Kadaouram	id=g:6777230
Bélatilwa	id=g:6777231
Boulamiri	id=g:6777232
Kagéré	id=g:6777233
Makintari	id=g:6777234
Kileski	id=g:6777235
Abdou-Kiridi	id=g:6777236
Ngel Garbé	id=g:6777237
Kalérom	id=g:6777238
Malam-Abdouri	id=g:6777239
Grémogambori	id=g:6777240
Oula	id=g:6777241
Dalay	id=g:6777242
Worogou	id=g:6777243
Lowra	id=g:6777244
Waraou	id=g:6777245
Kiri-Kouri	id=g:6777246
Ngel Tchaman	id=g:6777247
Ndakou	id=g:6777248
Seyaké	id=g:6777249
Ngel Doudoumi	id=g:6777250
Abalam	id=g:6777251
Tamsougoua	id=g:6777252
Fitamari	id=g:6777253
Dingalowa	id=g:6777254
Ngel Saâ	id=g:6777255
Adamri	id=g:6777256
Tatakoutou	id=g:6777257
Kakabouri	id=g:6777258
Malam Girari	id=g:6777259
Karam Kaawa	id=g:6777260
Ngel Chaski	id=g:6777261
Ngel Balé	id=g:6777262
Ardo Banago	id=g:6777263
Dasoram	id=g:6777371
Agounoumané	id=g:6777502
Mastafari	id=g:6777503
Koumboumari	id=g:6777504
Baréla	id=g:6777505
Keljouram	id=g:6777506
Boulédé	id=g:6777507
Ngel Wanzam	id=g:6777508
Lawandi	id=g:6777509
Madji Doukouri	id=g:6777510
Ndjobori	id=g:6777511
Méléri	id=g:6777512
Kasatchia	id=g:6777513
Komé	id=g:6777514
Tangarawa	id=g:6777516
Kolol Koura	id=g:6777517
Ngel Adéré	id=g:6777518
Komi	id=g:6777519
Lawan Myram	id=g:6777520
Tchigamari	id=g:6777521
Toubouri	id=g:6777522
Dyouloum	id=g:6777523
Adjikoyari	id=g:6777573
Nidyel Ndyaki	id=g:6777614
Dyouloum	id=g:6777615
Mamari	id=g:6777616
Touramadi	id=g:6777617
Ngabala Gayda	id=g:6777618
Boulangouyakou	id=g:6777619
Adamri	id=g:6777620
Argoumari	id=g:6777621
Kangarouwa	id=g:6777622
Kangardongou	id=g:6777623
Bourouboula	id=g:6777624
Aladjéri	id=g:6777625
Ngarbala	id=g:6777626
Mamadou-Isamiri	id=g:6777627
Kongoridi	id=g:6777628
Dalabougari	id=g:6777629
Gorodi-Birin	id=g:6777630
Dawougarani	id=g:6777631
Kakinya	id=g:6777632
Kayna	id=g:6777633
Aladji-Mousari	id=g:6777634
Béouri	id=g:6777635
Ngasiwa	id=g:6777636
Louloum	id=g:6777637
Alagarnou	id=g:6777638
Masadina	id=g:6777639
Gorodi	id=g:6777640
Fougariri	id=g:6777641
Boulamatari	id=g:6777642
Fougouri	id=g:6777643
Ngarwa-Koura	id=g:6777644
Boukarmangari	id=g:6777645
Tyaloumiri	id=g:6777646
Ngibouloa	id=g:6777647
Maloum-Méleri	id=g:6777648
Gazaké	id=g:6777649
Masa	id=g:6777650
Dyougoulou	id=g:6777651
Déloum	id=g:6777652
Bourkounari	id=g:6777653
Diga	id=g:6777654
Kargéri	id=g:6777655
Alangalora	id=g:6777656
Ala	id=g:6777657
Kawola	id=g:6777658
Boulatyasa	id=g:6777659
Ilaworo	id=g:6777660
Youwa	id=g:6777661
Ngalori	id=g:6777662
Dougouni	id=g:6777663
Aréwa	id=g:6777664
Ngoumnao	id=g:6777880
Kabi	id=g:6777888
Fiega Balargé	id=g:6777890
Tyari-Samiri	id=g:6777891
Takasa	id=g:6777892
Arouwou-Goumsouri	id=g:6777893
Zeynam-Tyalori	id=g:6777894
Ngouy	id=g:6777895
Asaka-Koura	id=g:6777896
Kangouri	id=g:6777897
Goda	id=g:6777898
Madou-Kakouri	id=g:6777912
Iawra	id=g:6777913
Kaya	id=g:6777914
Dougouroum	id=g:6777915
Kolokoura	id=g:6777916
Marara	id=g:6777917
Lada	id=g:6777918
Chétimari	id=g:6777919
Kandouridi	id=g:6777920
Koursadi	id=g:6777921
Aridi	id=g:6777922
Agirgidi	id=g:6777923
Malamri	id=g:6777924
Adjimiri	id=g:6777925
Digargo	id=g:6777926
Méleyri	id=g:6777927
Dyala-Koleyri	id=g:6777928
Mastawou	id=g:6777929
Tyari Tyalori	id=g:6777930
Madori	id=g:6777931
Likaridi	id=g:6777932
Malam Gamari	id=g:6777933
Djori-Koulo	id=g:6777934
Yagirgir	id=g:6777935
Dosé	id=g:6777936
Mastafari	id=g:6777937
Dabogo	id=g:6777938
Loumbouram	id=g:6777939
Boukar-Boutouri	id=g:6777940
Dabogoum-Kayawa	id=g:6777941
Ari Arnari	id=g:6777942
Bagara	id=g:6777943
Kakaya Kyari	id=g:6777944
Mamari	id=g:6777945
Mamari Dina	id=g:6777946
Mamari-Birin	id=g:6777947
Abaridi	id=g:6777948
Aligoundiri	id=g:6777949
Fogé Adan	id=g:6777950
Dandari Kyari	id=g:6777951
MaySirori	id=g:6777952
Dandari	id=g:6777953
Daksa	id=g:6777954
Abandéri	id=g:6777955
Mayzaramiri	id=g:6777956
Adjilari	id=g:6777957
Kanoumbori	id=g:6777958
Deysa Toubou	id=g:6777959
Isoufouri	id=g:6777960
Doumboula	id=g:6777961
Garintoudou	id=g:6777962
Koumarya	id=g:6777963
May Ganari	id=g:6777964
Kalgounam	id=g:6777965
Aladjéri	id=g:6777966
Kinari	id=g:6777967
Malam Boukardi	id=g:6777968
Amsamiri	id=g:6777969
Kardjoum Tilo	id=g:6777970
Sali Kouli	id=g:6777971
Dingas	id=g:6777972
Dingas-Koura	id=g:6777973
Malam Kournari	id=g:6777974
Loutouri	id=g:6777975
Mesa	id=g:6777976
Malam Minari	id=g:6777977
Ngel Agil	id=g:6777978
Ngoursamaram	id=g:6777979
Boubdoum	id=g:6777980
Ngibiri	id=g:6777981
Mase Wadji	id=g:6777982
Yengina	id=g:6777983
Seoundou	id=g:6777984
Tchikatkadwa	id=g:6777985
Ngel Gigiri	id=g:6777986
Gaptyari	id=g:6777987
Dougouri	id=g:6777988
Abaganari	id=g:6777989
Fousari	id=g:6777990
Mayné Gana	id=g:6777991
Adamri	id=g:6777992
Dalawakou	id=g:6777993
Alandjo	id=g:6777994
Malam Bremdi	id=g:6777995
Kayéya Gana	id=g:6777996
Kayéya Koura	id=g:6777997
Gel Dadi	id=g:6777998
Kolodibia	id=g:6777999
Arikidamiram	id=g:6778000
Gawara	id=g:6778001
Yabal	id=g:6778002
Djimagédi	id=g:6778003
Abasiri	id=g:6778004
Ngibya	id=g:6778005
Ngibrya	id=g:6778006
Goursoungoumiram	id=g:6778007
Bourari	id=g:6778008
Grémari	id=g:6778009
Kilawa	id=g:6778010
Isari-Igir	id=g:6778011
Igir	id=g:6778012
Alya Founouri	id=g:6778013
Ardo Boukardi	id=g:6778014
Kaewa Oumar	id=g:6778015
Tchékouri	id=g:6778016
Karagouléwa	id=g:6778017
Kournawa	id=g:6778032
Karagou Lafia	id=g:6778033
Bakara	id=g:6778034
Isari	id=g:6778035
Malam Boukardi	id=g:6778036
Bélamajoutari	id=g:6778037
Wogom	id=g:6778038
Souleyri	id=g:6778039
Zaramiri	id=g:6778040
Ambalam Karagamari	id=g:6778041
Kogouri	id=g:6778042
Lawan Madou	id=g:6778043
Gani Boukardi	id=g:6778044
Boulari Djikawa	id=g:6778045
Abari	id=g:6778046
Kajimaram	id=g:6778047
Dyangiri	id=g:6778048
Mankawri	id=g:6778049
Boulalari	id=g:6778050
Méléri	id=g:6778051
Malam Kakouri	id=g:6778052
Malam Bazamiri	id=g:6778053
Malam Awari	id=g:6778054
Soumbalwa Dagara	id=g:6778055
Kandéradi	id=g:6778056
Chétima-Chédiri	id=g:6778057
Gagamari	id=g:6778058
Ardo Douko	id=g:6778059
Boula-Birin-Kadjima	id=g:6778060
Adamdi	id=g:6778061
Koylamari-Dousa	id=g:6778062
Malam Girari	id=g:6778063
Biri Boula	id=g:6778064
Moulimari	id=g:6778065
Tyolori	id=g:6778066
Marigidi	id=g:6778067
Kaoya	id=g:6778068
Boulamari Kyari	id=g:6778069
Arigouwamiri	id=g:6778070
Malam Kolori	id=g:6778071
Ngourtouwa	id=g:6778072
Afofo	id=g:6778073
Gogora	id=g:6778074
Madou Adjiri	id=g:6778075
Maéwa	id=g:6778076
Lawan Aridi	id=g:6778077
Tyari Tyolori	id=g:6778080
Ariboudoumari	id=g:6778081
Ndilgori	id=g:6778082
Délawa	id=g:6778085
Délawa Malemdi	id=g:6778088
Aysaboulom	id=g:6778089
Toraram	id=g:6778097
Wandori	id=g:6778099
Diarètkwa	id=g:6778100
Samari	id=g:6778104
Gajaji Mastafa	id=g:6778105
Gajaji-Kadey	id=g:6778106
Baréwas	id=g:6778107
Geydam-Tchoukou	id=g:6778109
Walada	id=g:6778110
Bramataro	id=g:6778111
Gororop	id=g:6778112
Kababriri	id=g:6778113
Mimi	id=g:6778114
Méléri	id=g:6778115
Maroumbay	id=g:6778116
Kaliboua	id=g:6778117
Belam	id=g:6778118
Zugaba	id=g:6778119
Kara Gamari	id=g:6778120
Lawan Ibrandi	id=g:6778121
Gréma-Gabiri	id=g:6778122
Rouda	id=g:6778123
Logo	id=g:6778124
Maya	id=g:6778125
Biridi	id=g:6778126
Boula-Birin-Bourem	id=g:6778127
Zaouraram	id=g:6778128
Bangoro-Mirim	id=g:6778129
Belamari	id=g:6778130
Gultua	id=g:6778131
Kabereri	id=g:6778132
Malamkolori	id=g:6778133
Kareri	id=g:6778134
Sherimari	id=g:6778135
Kadiloa	id=g:6778136
Sisi Koulo	id=g:6778139
Kougoulé	id=g:6778140
Madou Koureram	id=g:6778141
Kourkoura	id=g:6778142
Doundwa	id=g:6778143
Kalassaji	id=g:6778198
Kourtchidé	id=g:6778199
Tafaria	id=g:6778200
Ouad el Amir Agranga	id=g:6778201
Mahaten Mahadi Bazou	id=g:6778202
Grémanga	id=g:6778203
Kossoto	id=g:6778204
Karé Aboumchi	id=g:6778205
Ti-n-Toumma	id=g:6778206
Margatèy	id=g:6778207
Trakes	id=g:6778208
Dyan Goyanga	id=g:6778209
Souèdat	id=g:6778210
Hobo Aguiliga	id=g:6778211
Tyabo	id=g:6778212
Souaka	id=g:6778213
Bossougoura	id=g:6778214
Hot Ijirat	id=g:6778215
Chamé	id=g:6778216
Eché Godé	id=g:6778217
Obricha	id=g:6778218
Barzak	id=g:6778219
Saboun	id=g:6778220
Atchamanga	id=g:6778221
Erkobi	id=g:6778222
Eché Godé	id=g:6778223
Oum Hadjer	id=g:6778224
Débezan	id=g:6778225
