Hakau Fusipala	id=g:4032647
Yayladağ	id=g:297468
Yaylaçukuru	id=g:297469
Yaylacık Tepesi	id=g:297470
Yaylacık Dağı	id=g:297471
Yaylacık	id=g:297472
Yaylacık	id=g:297473
Yaylacık	id=g:297474
Yaylacık	id=g:297475
Yaylacık	id=g:297476
Yaylacık	id=g:297477
Yaylacık	id=g:297478
Yaylacık	id=g:297479
Yaylacık	id=g:297480
Yaylacık	id=g:297481
Yaylacık	id=g:297482
Yaylacık	id=g:297483
Yaylacık	id=g:297484
Yaylacık	id=g:297485
Yaylacık	id=g:297486
Yaylacık	id=g:297487
Yaylacı	id=g:297488
Yaylaçayır	id=g:297489
Yaylabeli	id=g:297490
Yaylabayır	id=g:297491
Yaylabayır	id=g:297492
Yaylabaşı	id=g:297493
Yaylabaşı	id=g:297494
Yaylabaşı	id=g:297495
Yaylabağı	id=g:297496
Yaylababa	id=g:297497
Yaylaalan	id=g:297498
Yayla	id=g:297499
Yayla	id=g:297500
Yayla	id=g:297501
Yayla	id=g:297502
Yayla	id=g:297503
Yaykın	id=g:297504
Yaykın	id=g:297505
Yaykın	id=g:297506
Yayıktaş	id=g:297507
Yayıklı	id=g:297508
Yayıklı	id=g:297509
Yayıklı	id=g:297510
Durumlu	id=g:297511
Yayıkdamlar	id=g:297512
Yayıkağıl	id=g:297513
Yayık	id=g:297514
Yayık	id=g:297515
Yaygınçayır	id=g:297516
Yaygın	id=g:297517
Yaygın	id=g:297518
Yaygın	id=g:297519
Yaygılı	id=g:297520
Yaycı	id=g:297521
Yaybasan	id=g:297522
Yayalar	id=g:297523
Yayalar	id=g:297524
Yayak Tepesi	id=g:297525
Yayaköy	id=g:297526
Yayakırıldık	id=g:297527
Yayakebir	id=g:297528
Yavuztaş	id=g:297529
Yavuzlar	id=g:297530
Yavuzlar	id=g:297531
Yavuzeli	id=g:297532
Yavuz	id=g:297533
Yavu	id=g:297534
Yavşan Yaylası	id=g:297535
Yavşan Yayla	id=g:297536
Yavşan	id=g:297537
Yavşak	id=g:297538
Yavru Deresi	id=g:297539
Yavrucak	id=g:297540
Yavrucak	id=g:297541
Yavi	id=g:297542
Yavi	id=g:297543
Yavi	id=g:297544
Yavu	id=g:297545
Yavi	id=g:297546
Yaverören	id=g:297547
Yaveriye	id=g:297548
Yavca	id=g:297549
Yavaşlı	id=g:297550
Yavaşlar	id=g:297551
Yavaşlar	id=g:297552
Yavaşlar	id=g:297553
Yavanoğlan	id=g:297554
Yavaninci	id=g:297555
Yatırlı	id=g:297556
Yatır	id=g:297557
Yatıksırt	id=g:297558
Yatansöğüt	id=g:297559
Yataklı	id=g:297560
Yatağankaya	id=g:297561
Yatağan	id=g:297562
Yatağan	id=g:297563
Yatağan	id=g:297564
Yaşyer	id=g:297565
Yaşyer	id=g:297566
Yasyan İstasyonu	id=g:297567
Yasyan	id=g:297568
Yastıktepe	id=g:297569
Yastıktepe	id=g:297570
Yassıviran	id=g:297571
Yassıtepe Gümrük Karakolu	id=g:297572
Yassıtepe	id=g:297573
Yassıtepe	id=g:297574
Yassıpınar Köyü	id=g:297575
Yassıpınar	id=g:297576
Yassıören	id=g:297577
Yassıören	id=g:297578
Yassıören	id=g:297579
Yassıören	id=g:297580
Yassıören	id=g:297581
Yassıkaya	id=g:297582
Yassıkara	id=g:297583
Yassıhüyük	id=g:297584
Yassi Hoyuk	id=g:297585
Yassıhüyük	id=g:297586
Yassıhüyük	id=g:297587
Yassıhüyük	id=g:297588
Yassigüne	id=g:297589
Yassıeynihan	id=g:297590
Yassı Dere	id=g:297591
Yassıdan Dağı	id=g:297592
Yassıdam	id=g:297593
Yassıdağ	id=g:297594
Yassıca Yayla	id=g:297595
Yassıçalı	id=g:297596
Yassıcabel	id=g:297597
Yassıca Adaları	id=g:297598
Yassıca Adası	id=g:297599
Yassıca	id=g:297600
Yassıca	id=g:297601
Yassıca	id=g:297602
Yassı Burun	id=g:297603
Yassıbel	id=g:297604
Yassıbel	id=g:297605
Yassıbağ	id=g:297606
Yassıağıl	id=g:297607
Yassıada	id=g:297608
Yassı Ada	id=g:297609
Yaşlıkavak	id=g:297610
Yaslıca	id=g:297611
Yaslı	id=g:297612
Yasince	id=g:297613
Yaşaroğlu	id=g:297614
Yaşarköy	id=g:297615
Yaşar	id=g:297616
Yaşamışlar	id=g:297617
Yalındamar	id=g:297618
Yartanlı	id=g:297619
Yarseli	id=g:297620
Yarpuzlu	id=g:297621
Yarpuz Dağı	id=g:297622
Yarpuz	id=g:297623
Yarpuz	id=g:297624
Yarözü	id=g:297625
Yarönü	id=g:297626
Yarmak	id=g:297627
Yarma	id=g:297628
Yarlısu	id=g:297629
Yarışlı Gölü	id=g:297630
Yarışlı	id=g:297631
Yarışlı	id=g:297632
Yarışalanı	id=g:297633
Yarış	id=g:297634
Yarımtepe	id=g:297635
Yarımtepe	id=g:297636
Yarımtepe	id=g:297637
Yarımtepe	id=g:297638
Yarımtepe	id=g:297639
Yarım Tepe	id=g:297640
Yarımtaş	id=g:297641
Halkapınar	id=g:297642
Yarımkaya	id=g:297643
Yarımkaya	id=g:297644
Yarımkaş	id=g:297645
Yarımdağ Tepe	id=g:297646
Yarımca	id=g:297647
Yarımca	id=g:297648
Yarımca	id=g:297649
Yarımca	id=g:297650
Yarımca	id=g:297651
Yarımca	id=g:297652
Yarımca	id=g:297653
Kavşan	id=g:297654
Yarımca	id=g:297655
Yarımca	id=g:297656
Yarımca	id=g:297657
Yarımadaköyü	id=g:297658
Yarık Tepe	id=g:297659
Yarıktaş	id=g:297660
Yarıköy	id=g:297661
Yarıkkuyu	id=g:297662
Yarıkkaya	id=g:297663
Yarıkkaya	id=g:297664
Yarıkkaya	id=g:297665
Yarıkçı	id=g:297666
Yarhisar	id=g:297667
Yarhisar	id=g:297668
Yarhisar	id=g:297669
Yaren	id=g:297670
Yardımlı	id=g:297671
Yardımcı Burnu	id=g:297672
Yardımcı	id=g:297673
Yardibi	id=g:297674
Yardere	id=g:297675
Yardere	id=g:297676
Yarcık Burnu	id=g:297677
Yarboğaz	id=g:297678
Yarbaşı İstasyonu	id=g:297679
Yarbaşı	id=g:297680
Yarbaşı	id=g:297681
Yarbaşı	id=g:297682
Yarbasan	id=g:297683
Yarbasan	id=g:297684
Yarbasan	id=g:297685
Yaraşlı	id=g:297686
Yaraşlı	id=g:297687
Yaraş	id=g:297688
Yaraş	id=g:297689
Yaran Dağı	id=g:297690
Yaran Dağı	id=g:297691
Yaramış	id=g:297692
Yaramış	id=g:297693
Yaramış	id=g:297694
Yaramiş	id=g:297695
Yarağıl	id=g:297696
Yapulan	id=g:297697
Yapraktepe	id=g:297698
Yapraklı Dağ	id=g:297699
Yapraklı	id=g:297700
Yaprakhisar	id=g:297701
Yaprakbayırı	id=g:297702
Yaprakbaşı	id=g:297703
Yaprakbaşı	id=g:297704
Yaprakköy	id=g:297705
Yapracık	id=g:297706
Yapracık	id=g:297707
Yapıntı	id=g:297708
Yapılı	id=g:297709
Yapılı	id=g:297710
Yapıldak	id=g:297711
Yapılcan	id=g:297712
Yapılcan	id=g:297713
Yapı Gölü	id=g:297714
Yapıcılar	id=g:297715
Yapaltunyeri	id=g:297716
Yapalı	id=g:297717
Yapalak	id=g:297718
Yapal	id=g:297719
Yapak	id=g:297720
Yapağlı	id=g:297721
Yapağılar	id=g:297722
Yanyurt	id=g:297723
Yanyanlı Gölü	id=g:297724
Yanoba	id=g:297725
Yanköy	id=g:297726
Yankıveren	id=g:297727
Yankaya	id=g:297728
Yanışlı	id=g:297729
Yanılmaz	id=g:297730
Yanıkses	id=g:297731
Yanıklar	id=g:297732
Yanıklar	id=g:297733
Yanıkköy	id=g:297734
Yanıkkışla	id=g:297735
Yanıkdere	id=g:297736
Yanıkçukur	id=g:297737
Yanıkçöğür	id=g:297738
Yanıkçayır	id=g:297739
Yanıkçay	id=g:297740
Gökçedal	id=g:297741
Yanık	id=g:297742
Yanık	id=g:297743
Yanıkköy	id=g:297744
Yanıgöde	id=g:297745
Yangırkaya	id=g:297746
Yangılı Nehir	id=g:297747
Yangı	id=g:297748
Yangı	id=g:297749
Yandere	id=g:297750
Yandere	id=g:297751
Yandere	id=g:297752
Yan Dağ	id=g:297753
Yünbüken	id=g:297754
Yanartaş Dağı	id=g:297755
Yanarsu Çayı	id=g:297756
Yanarsu	id=g:297757
Yanarlar	id=g:297758
Yananköy	id=g:297759
Yanalak	id=g:297760
Yanal	id=g:297761
Yamuklar	id=g:297762
Yamanyurt	id=g:297763
Yamanlı	id=g:297764
Yamanlar Dağı	id=g:297765
Yamanlar	id=g:297766
Yamanlar	id=g:297767
Yamanlar	id=g:297768
Yamanlar	id=g:297769
Yamanlar	id=g:297770
Yamalı	id=g:297771
Yamalak	id=g:297772
Yamak	id=g:297773
Yamadı	id=g:297774
Yama Dağı	id=g:297775
Raman Dağı	id=g:297776
Yamaçoba	id=g:297777
Yamaçoba	id=g:297778
Yamaçlı	id=g:297779
Yamaçlı	id=g:297780
Yamaçaltı	id=g:297781
Yamaçaltı	id=g:297782
Yamaç	id=g:297783
Yamaç	id=g:297784
Yamaç	id=g:297785
Yamaç	id=g:297786
Yalvaç-Sücüllü Barajı	id=g:297787
Yalvaç Çayı	id=g:297788
Yalvaç	id=g:297789
Yalnızsöğüt	id=g:297790
Yalnızsaray	id=g:297791
Yalnızsaray	id=g:297792
Yalnız	id=g:297793
Yalnızkeşiş	id=g:297794
Yalnızdut	id=g:297795
Yalnız Deresi	id=g:297796
Yalnızdamlar	id=g:297797
Yalnızdam	id=g:297798
Yalnızdam	id=g:297799
Yalnızceviz	id=g:297800
Yalnızca Tepe	id=g:297801
Yalnızçam	id=g:297802
Yalnızcabağ	id=g:297803
Yalinizca	id=g:297804
Yalnızbağ	id=g:297805
Yalnızağaç	id=g:297806
Yalmanlı	id=g:297807
Yalman	id=g:297808
Yalkizan	id=g:297809
Yalkaya	id=g:297810
Yalıntepe	id=g:297811
Yalıntaşdağı Tepe	id=g:297812
Yalıntaş	id=g:297813
Yalıntaş	id=g:297814
Yalıntaş	id=g:297815
Yalınsaz	id=g:297816
Yalınlı İstasyonu	id=g:297817
Yalınlıgediği	id=g:297818
Yalınlı	id=g:297819
Yalınlı	id=g:297820
Yalınkaya	id=g:297821
Yalınkaş	id=g:297822
Yalındam	id=g:297823
Yalınçevre	id=g:297824
Yalincak	id=g:297825
Yalıncak	id=g:297826
Yalınca	id=g:297827
Yalınca	id=g:297828
Yalınca	id=g:297829
Yalınca	id=g:297830
Yalınızca	id=g:297831
Yalınca	id=g:297832
Yalınayak	id=g:297833
Yalınayak	id=g:297834
Yalımlar	id=g:297835
Yalımkaya	id=g:297836
Yalıkavak Limanı	id=g:297837
Yalıkavak	id=g:297838
Yalıhüyük	id=g:297839
Yalı Burnu	id=g:297840
Yalçova Burnu	id=g:297841
Yalcılar	id=g:297842
Yalçıdibi	id=g:297843
Yalçı Dağı	id=g:297844
Yalçı	id=g:297845
Yalburt Yaylası	id=g:297846
Yalaztepe	id=g:297847
Yalaz	id=g:297848
Yalaz	id=g:297849
Yalavuzan	id=g:297850
Yalankoz	id=g:297851
Yalankoz	id=g:297852
Yalankoz	id=g:297853
Yalankoz	id=g:297854
Yalanı	id=g:297855
Yalangoz	id=g:297856
Yalandiz Yaylası	id=g:297857
Yilanci Burun	id=g:297858
Yalama Dağı	id=g:297859
Yalaklı Tepesi	id=g:297860
Yalak	id=g:297861
Yalak	id=g:297862
Yalak	id=g:297863
Yakuplu	id=g:297864
Yakuplu	id=g:297865
Yakuplu	id=g:297866
Yakuplar	id=g:297867
Yakuplar	id=g:297868
Yakuplar	id=g:297869
Yakupağa Dağları	id=g:297870
Yakupağa Dağı	id=g:297871
Yakupabdal	id=g:297872
Yakıttepe	id=g:297873
Yakıtlı	id=g:297874
Yakıtlı	id=g:297875
Yakınyol	id=g:297876
Yakıncak	id=g:297877
Yakınca	id=g:297878
Yakatarla	id=g:297879
Yakatarla	id=g:297880
Yakasinek	id=g:297881
Yakapınar	id=g:297882
Yakaören	id=g:297883
Yakaköy	id=g:297884
Yakaköy	id=g:297885
Yakaköy	id=g:297886
Yakaköy	id=g:297887
Yakaköy	id=g:297888
Yakaemir	id=g:297889
Yakacık Deresi	id=g:297890
Yakacıkçavuşlu	id=g:297891
Yakacık	id=g:297892
Yakacık	id=g:297893
Yakacık	id=g:297894
Yakacık	id=g:297895
Yakacık	id=g:297896
Yakacık	id=g:297897
Yakacık	id=g:297898
Yakacık	id=g:297899
Yakacık	id=g:297900
Yakaçiftliği	id=g:297901
Yakaca	id=g:297902
Yakabağ	id=g:297903
Yakaafşar	id=g:297904
Yaka Adası	id=g:297905
Yakaköy	id=g:297906
Yaka	id=g:297907
Yakaköy	id=g:297908
Yaka	id=g:297909
Yaka	id=g:297910
Yaka	id=g:297911
Yaka	id=g:297912
Yahyalı Çiftliği	id=g:297913
Yahyalı	id=g:297914
Yahyalı	id=g:297915
Yahyalı	id=g:297916
Yahyalı	id=g:297917
Yahyalar	id=g:297918
Yahyaköy	id=g:297919
Yahyabey	id=g:297920
Yahyaalıcı	id=g:297921
Yahya	id=g:297922
Yahşılar	id=g:297923
Yahşılar	id=g:297924
Yahşihan	id=g:297925
Yahşieli	id=g:297926
Yahşibey	id=g:297927
Yahnikapan	id=g:297928
Yağsıyan Tepe	id=g:297929
Yağrı	id=g:297930
Yağnık Çayı	id=g:297931
Yağmurpınar	id=g:297932
Yağmurluseki	id=g:297933
Yağmurlusarıuşağı	id=g:297934
Yağmurlukale	id=g:297935
Yağmurlubüyükoba	id=g:297936
Yağmurluarmutlu	id=g:297937
Yağmurlu	id=g:297938
Yağmurlu	id=g:297939
Yağmurlu	id=g:297940
Yağmurlu	id=g:297941
Orman	id=g:297942
Yağmurlu	id=g:297943
Yağmurlu	id=g:297944
Yağmurlar Deresi	id=g:297945
Yağmurlar	id=g:297946
Yağmurlar	id=g:297947
Yağmurlar	id=g:297948
Yağmurkuyusu	id=g:297949
Yağmurhüyüğü	id=g:297950
Yağmurdüşen	id=g:297951
Yağmurcuk	id=g:297952
Yağmurcuk	id=g:297953
Altay	id=g:297954
Yağmurbeyli	id=g:297955
Yağmurbaba	id=g:297956
Yağmuralan	id=g:297957
Yağmur	id=g:297958
Yağmalı Yayla	id=g:297959
Yağlıtaş	id=g:297960
Yağlıpınar	id=g:297961
Yağlıpınar	id=g:297962
Yağlılar Deresi	id=g:297963
Yağlılar	id=g:297964
Yağlılar	id=g:297965
Yağlık	id=g:297966
Yağlı Dere	id=g:297967
Yağlıdere	id=g:297968
Yağlıca	id=g:297969
Yağlıbayat	id=g:297970
Yağlar	id=g:297971
Yağızoymak	id=g:297972
Yağızca	id=g:297973
Yağızatlı	id=g:297974
Yağır	id=g:297975
Yogunoluk	id=g:297976
Yağıbasan	id=g:297977
Yağhanlı	id=g:297978
Yağdıran	id=g:297980
Yağdığın	id=g:297981
Yağdıburun	id=g:297982
Yağdere	id=g:297983
Yağda	id=g:297984
Yağcıoğlu	id=g:297985
Yağcılı Çayı	id=g:297986
Yağcılar Deresi	id=g:297987
Yağcılar	id=g:297988
Yağcılar	id=g:297989
Yağcılar	id=g:297990
Yağcılar	id=g:297991
Yağcılar	id=g:297992
Yağcılar	id=g:297993
Yağcılar	id=g:297994
Yağcılar	id=g:297995
Yağcılar	id=g:297996
Yağcılar	id=g:297997
Yağcılar	id=g:297998
Yağcılar	id=g:297999
Yağcılar	id=g:298000
Yağcılar	id=g:298001
Yağcıkebir	id=g:298002
Yağcık	id=g:298003
Yağcıdereköy	id=g:298004
Yağcı Dağı	id=g:298005
Yağcıbedir	id=g:298006
Yağcı	id=g:298007
Yağcı	id=g:298008
Yağcı	id=g:298009
Yağcı	id=g:298010
Yağ Çayı	id=g:298011
Yağca	id=g:298012
Yağca	id=g:298013
Yağca	id=g:298014
Yağbastı	id=g:298015
Yağbasan	id=g:298016
Yağbasan	id=g:298017
Yağarslan Dağı	id=g:298018
Yağanköy	id=g:298019
Yağan	id=g:298020
Yabancılar	id=g:298021
Yabancık	id=g:298022
Yabacı	id=g:298023
Vişneli	id=g:298024
Visneli	id=g:298025
Virishin	id=g:298026
Virantaht	id=g:298027
Viransenir	id=g:298028
Viranşehir	id=g:298029
Viranşehir	id=g:298030
Viranşehir	id=g:298031
Viranşehir	id=g:298032
Viranşehir	id=g:298033
Viran	id=g:298034
Virancık	id=g:298035
Virancık	id=g:298036
Virancık	id=g:298037
Virancık	id=g:298038
Viran	id=g:298039
Viran	id=g:298040
Vicli	id=g:298041
Veziroğlu	id=g:298042
Veziralan	id=g:298043
Veysimerik	id=g:298044
Veysikânısüflâ	id=g:298045
Veyselli	id=g:298046
Veysel	id=g:298047
Veşin Dağı	id=g:298048
Verpan	id=g:298049
Verimli	id=g:298050
Verimli	id=g:298051
Verimli	id=g:298052
Verimli	id=g:298053
Verimli	id=g:298054
Vergis	id=g:298055
Vergili	id=g:298056
Vergibulak Yaylası	id=g:298057
Verezüs	id=g:298058
Venk	id=g:298059
Vengük	id=g:298060
Vengâh	id=g:298061
Gürpınar	id=g:298062
Velledin	id=g:298063
Velisarik	id=g:298064
Veliler	id=g:298065
Veliler	id=g:298066
Veliler	id=g:298067
Veliköy	id=g:298068
Velikan	id=g:298069
Velihimmetli	id=g:298070
Veli Dağı	id=g:298071
Velibeleni	id=g:298072
Velibaba	id=g:298073
Veletler	id=g:298074
Vekse	id=g:298075
Vazıldan	id=g:298076
Vayvaylı	id=g:298077
Vayvaylı	id=g:298078
Vayvay Deresi	id=g:298079
Vayvay	id=g:298080
Vayisoğlu	id=g:298081
Vatan	id=g:298082
Vastin	id=g:298083
Vaslil	id=g:298084
Efeağılı	id=g:298085
Vasgert Deresi	id=g:298086
Vasfibey	id=g:298087
Varto	id=g:298088
Vartinik	id=g:298089
Vartan	id=g:298090
Varsak	id=g:298091
Varlık	id=g:298092
Varkolke	id=g:298093
Varkanis	id=g:298094
Varis Burnu	id=g:298095
Varis	id=g:298096
Verimli	id=g:298097
Varhatpınarı	id=g:298098
Yukarıserinyer	id=g:298099
Varcuni	id=g:298100
Varbilin	id=g:298101
Varas	id=g:298102
Varan Tepe	id=g:298103
Varan	id=g:298104
Varalı Deresi	id=g:298105
Çayır	id=g:298106
Vanlı	id=g:298107
Vankin Dağı	id=g:298108
Vank Dağı	id=g:298109
Vank	id=g:298110
Venk	id=g:298111
Van İskelesi	id=g:298112
Van	id=g:298113
Lake Van	id=g:298114
Vanek Deresi	id=g:298115
Vandoğusu Dağları	id=g:298116
Van	id=g:298117
Yalındal	id=g:298118
Vakıflı	id=g:298119
Vakıfköy	id=g:298120
Vakıfdinek	id=g:298121
Vakıf	id=g:298122
Vakıf	id=g:298123
Vakıf	id=g:298124
Vaizkantarası	id=g:298125
Vahvin	id=g:298126
Vakhshiye	id=g:298127
Vahsik	id=g:298128
Bahadırlar	id=g:298129
Vahna	id=g:298130
Vahkin	id=g:298131
Vahdetiye	id=g:298132
Vahapobası Yaylası	id=g:298133
Vagaver	id=g:298134
Uzunziyaret Tepesi	id=g:298135
Uzunziyaret	id=g:298136
Uzunyol	id=g:298137
Uzunyol	id=g:298138
Uzunyazı	id=g:298139
Uzunyazı	id=g:298140
Uzunyazı	id=g:298141
Uzun Yayla	id=g:298142
Uzunveli	id=g:298143
Uzuntepeovası	id=g:298144
Uzuntepe	id=g:298145
Uzun Temür	id=g:298146
Uzuntekne	id=g:298147
Uzuntarla	id=g:298148
Uzuntarla	id=g:298149
Uzuntarla	id=g:298150
Uzunsu	id=g:298151
Uzunsöğüt	id=g:298152
Uzun Sırt	id=g:298153
Uzunşeyho Mezraası	id=g:298154
Uzunsavat	id=g:298155
Uzunpınar	id=g:298156
Uzunpınar	id=g:298157
Uzunpınar	id=g:298158
Uzunpınar	id=g:298159
Uzunpınar	id=g:298160
Uzunpınar	id=g:298161
Uzunpınar	id=g:298162
Uzunpınar	id=g:298163
Uzunpazar	id=g:298164
Uzunöz Tepesi	id=g:298165
Uzunöz	id=g:298166
Uzunöz	id=g:298167
Uzunova	id=g:298168
Uzunova	id=g:298169
Uzunova	id=g:298170
Uzunlu	id=g:298171
Uzunlu	id=g:298172
Uzunlar	id=g:298173
Uzunlar	id=g:298174
Uzunlar	id=g:298175
Uzunlar	id=g:298176
Uzunlar	id=g:298177
Uzunkoyu	id=g:298178
Uzunkuyu	id=g:298179
Uzunkuyu	id=g:298180
Uzunkuyu	id=g:298181
Uzunkum	id=g:298182
Uzunköy	id=g:298183
Uzunkol	id=g:298184
Uzunkaya	id=g:298185
Uzunkaya	id=g:298186
Uzunkaya	id=g:298187
Uzunkarış Tepe	id=g:298188
Uzunkabir Dağı	id=g:298189
Uzunhıdır	id=g:298190
Uzunhasanlar	id=g:298191
Uzunhasan	id=g:298192
Uzungün	id=g:298193
Uzungöl	id=g:298194
Uzungeri	id=g:298195
Uzungelis	id=g:298196
Uzungedik	id=g:298197
Uzungeçit	id=g:298198
Uzunevler	id=g:298199
Uzundere	id=g:298200
Uzundere	id=g:298201
Uzundere	id=g:298202
Uzundamlar	id=g:298203
Uzundal	id=g:298204
Uzunçınar	id=g:298205
Uzunçayır	id=g:298206
Uzunçayır	id=g:298207
Uzunçayır	id=g:298208
Uzuncaseki Dağı	id=g:298209
Uzunçam Deresi	id=g:298210
Uzunçam	id=g:298211
Uzunca	id=g:298212
Uzunburun	id=g:298213
Uzunburun	id=g:298214
Uzunburç	id=g:298215
Uzunbeyli	id=g:298216
Uzunbağ	id=g:298217
Uzunark	id=g:298218
Uzunaliler Yaylası	id=g:298219
Uzunaliç	id=g:298220
Uzunali	id=g:298221
Uzunalan	id=g:298222
Uzunahmet	id=g:298223
Uzunağaç	id=g:298224
Uzunada	id=g:298225
Uzunadalar	id=g:298226
Uzun Ada	id=g:298227
Üzümlüpınar	id=g:298228
Üzümlük	id=g:298229
Üzümlü	id=g:298230
Üzümlü	id=g:298231
Üzümlü	id=g:298232
Üzümlü	id=g:298233
Üzümlü	id=g:298235
Üzümlü	id=g:298236
Üzümler	id=g:298237
Üzümkıran	id=g:298238
Üzümkara	id=g:298239
Üzümdere	id=g:298240
Üzümdalı	id=g:298241
Üzümcü Çay	id=g:298242
Üzümcüboğaz Deresi	id=g:298243
Üzümcü	id=g:298244
Üzümcü	id=g:298245
Uzgur	id=g:298246
Uzgur	id=g:298247
Uzgörür	id=g:298248
Uzgören	id=g:298249
Uzgider	id=g:298250
Üzerlitkepeyayla	id=g:298251
Üzerlik	id=g:298252
Üzerlik	id=g:298253
Üzengilik	id=g:298254
Üzengili	id=g:298255
Üzengi	id=g:298256
Uzandı Deresi	id=g:298257
Uzakçay	id=g:298258
Uyuzpınar	id=g:298259
Uyuz Dağı	id=g:298260
Uyumaz Tepe	id=g:298261
Üyükyaylası	id=g:298262
Üyükköy	id=g:298263
Üyük	id=g:298264
Üyücek	id=g:298265
Uysallı	id=g:298266
Uysal Dağı	id=g:298267
Uylupınar	id=g:298268
Uyluk Tepe	id=g:298269
Uylubağı	id=g:298270
Uyanık	id=g:298271
Uyanık	id=g:298272
Uyanık	id=g:298273
Uyandık	id=g:298274
Uyandı	id=g:298275
Üvecik	id=g:298276
Ütük	id=g:298277
Çakıreşme	id=g:298278
Üşümüş	id=g:298279
Üşümen Tepesi	id=g:298280
Üstüs	id=g:298281
Üstünler	id=g:298282
Küçüktepe	id=g:298283
Ustayan	id=g:298284
Ustahasan	id=g:298285
Ustaahmetli	id=g:298286
Usluca	id=g:298287
Usluca	id=g:298288
Uslu	id=g:298289
Uslu	id=g:298290
Üskülüç Dere	id=g:298291
Üsküle Deresi	id=g:298292
Üskiyat	id=g:298293
Uşker	id=g:298294
Üsgübü	id=g:298295
Üşek Dağı	id=g:298296
Uşaklı	id=g:298297
Uşak	id=g:298298
Uşak	id=g:298299
Urya	id=g:298300
Uruzlar	id=g:298301
Urus Çay	id=g:298302
Urus	id=g:298303
Ürünveren	id=g:298304
Ürünlüçiftliği	id=g:298305
Ürünlü	id=g:298306
Ürünlü	id=g:298307
Ürünlü	id=g:298308
Ürünlü	id=g:298309
Üründü	id=g:298310
Urumoğlu	id=g:298311
Uru	id=g:298312
Dereiçi	id=g:298313
Urla Limanı	id=g:298314
Urla Iskele	id=g:298315
Urla	id=g:298316
Ürkütlü	id=g:298317
Ürküt	id=g:298318
Ürkükler	id=g:298319
Ürküten Dağı	id=g:298320
Ürküden	id=g:298321
Ürkmez	id=g:298322
Urit	id=g:298323
Urik	id=g:298324
Uluçesme	id=g:298325
Ürgüp	id=g:298326
Urganlı	id=g:298327
Urganlı	id=g:298328
Urfa Yaylası	id=g:298329
Urfat	id=g:298330
Urfalı	id=g:298331
Şanlıurfa	id=g:298332
Şanlıurfa	id=g:298333
Üreğil	id=g:298334
Ünveren	id=g:298335
Ünseli	id=g:298336
Ünsallı	id=g:298337
Ünsaldı	id=g:298338
Ünlüce	id=g:298339
Kocaaraplar	id=g:298340
Köprücek	id=g:298341
Ünlendi	id=g:298342
Muratcık	id=g:298343
Üngür	id=g:298344
Uncuboz	id=g:298346
Ünaldı	id=g:298347
Ünaldı	id=g:298348
Umuttepe	id=g:298349
Umutlu	id=g:298350
Umutlu	id=g:298351
Umutlu	id=g:298352
Umutlu	id=g:298353
Umutlu	id=g:298354
Umutkaya	id=g:298355
Umut	id=g:298356
Umurlu	id=g:298357
Umurlu	id=g:298358
Umurlu	id=g:298359
Umurlu	id=g:298360
Umurlu	id=g:298361
Umurlar	id=g:298362
Umurlar	id=g:298363
Umurlar	id=g:298364
Umurlar	id=g:298365
Umurköy	id=g:298366
Umurcalı	id=g:298367
Umurca	id=g:298368
Umurbaba Dağı	id=g:298369
Umur	id=g:298370
Umraniye	id=g:298371
Umraniye	id=g:298372
Umcular	id=g:298373
Uman	id=g:298374
Ulya Tepesi	id=g:298375
Ulvidinek	id=g:298376
Uluyayla	id=g:298377
Uluyatır	id=g:298378
Uluyamaç	id=g:298379
Ulu Tepe	id=g:298380
Ulu Tepe	id=g:298381
Ulutaş	id=g:298382
Ulusözü	id=g:298383
Ulusivri Tepe	id=g:298384
Ulusırt	id=g:298385
Ulus Dağı	id=g:298386
Uluşar	id=g:298387
Ulus	id=g:298388
Ulupınar Deresi	id=g:298389
Ulupınar	id=g:298390
Ulupınar	id=g:298391
Ulupınar	id=g:298392
Ulupınar	id=g:298393
Ulupınar	id=g:298394
Ulupınar	id=g:298395
Ulupınar	id=g:298396
Ulupınar	id=g:298397
Ulupınar	id=g:298398
Uluova İstasyonu	id=g:298399
Uluören	id=g:298400
Ulumuhsine Yaylası	id=g:298401
Ulumuhsine	id=g:298402
Uluköy	id=g:298403
Uluköy	id=g:298404
Uluköy	id=g:298405
Uluköy	id=g:298406
Uluköy	id=g:298407
Uluköy	id=g:298408
Ulukent	id=g:298409
Uluköy	id=g:298410
Ulukonak	id=g:298411
Ulukışla	id=g:298412
Ulukışla	id=g:298413
Ulukışla	id=g:298414
Ulukent	id=g:298415
Ulukent	id=g:298416
Ulukaya	id=g:298417
Ulukapı	id=g:298418
Ulukale Deresi	id=g:298419
Ulukale	id=g:298420
Uluırmak	id=g:298421
Uluhan	id=g:298422
Ulugüney İstasyonu	id=g:298423
Ulugedik Tepe	id=g:298424
Uluğbey	id=g:298425
Ulugazi	id=g:298426
Uludüz	id=g:298427
Uludoruk Tepe	id=g:298428
Ulu Dere	id=g:298429
Ulu Dere	id=g:298430
Uludere	id=g:298431
Uludere	id=g:298432
Uludere	id=g:298433
Uluçınar	id=g:298434
Uluçınar	id=g:298435
Uluçayır	id=g:298436
Uluçayır	id=g:298437
Ulu Çay	id=g:298438
Uluçay	id=g:298439
Uluçay	id=g:298440
Uluçay	id=g:298441
Ulucanlar	id=g:298442
