Beji	id=g:6388519
Toya	id=g:6390718
Cendana	id=g:6390719
Candimaya	id=g:6390720
Kutawera	id=g:6390721
Dukuh	id=g:6390722
Kecamatan Sumbang	id=g:6390723
Telaga Kulon	id=g:6390724
Telagaluwuk	id=g:6390725
Kecamatan Kutasari	id=g:6390726
Gunung	id=g:6390727
Sumingkir	id=g:6390728
Lemahmeteng	id=g:6390729
Gunungsirah	id=g:6390730
Pramen	id=g:6390731
Lemahmeteng Wetan	id=g:6390732
Jaleka	id=g:6390733
Kali Lingga	id=g:6390734
Pagedangan	id=g:6390735
Pagutan	id=g:6390736
Mangunreja	id=g:6390737
Kedempel	id=g:6390738
Bak	id=g:6390739
Citrakusuma	id=g:6390740
Tuanwisa	id=g:6390741
Karangturi	id=g:6390742
Pesawahan	id=g:6390743
Mangunargo	id=g:6390744
Banawati	id=g:6390745
Desa Banjaran	id=g:6390746
Mesir	id=g:6390747
Majapahit	id=g:6390748
Kedungliang	id=g:6390749
Jenggala	id=g:6390750
Bangsa	id=g:6390751
Karangpakel	id=g:6390752
Patemon	id=g:6390753
Menganti	id=g:6390754
Kebongede	id=g:6390755
Bojongsari	id=g:6390756
Kutabaru	id=g:6390757
Perubahan	id=g:6390758
Banyumudal	id=g:6390759
Kelewung	id=g:6390760
Bangunjaya	id=g:6390761
Beji	id=g:6390762
Mendong	id=g:6390763
Carangmanggang	id=g:6390764
Munjulluhur	id=g:6390765
Karangpelus	id=g:6390766
Kali Larangan	id=g:6390767
Kali Kajar	id=g:6390768
Rajabuaya	id=g:6390769
Bandingan	id=g:6390770
Puncakluwuk	id=g:6390771
Meri	id=g:6390772
Gembong	id=g:6390773
Kutapanjang	id=g:6390774
Kedungjampang	id=g:6390775
Kertasari	id=g:6390776
Lengkong	id=g:6390777
Kembangan	id=g:6390778
Kali Jungkel	id=g:6390779
Sidaman	id=g:6390780
Legok	id=g:6390781
Sirapan Kulon	id=g:6390782
Sirapan Wetan	id=g:6390783
Karangduwur	id=g:6390784
Glempang	id=g:6390785
Pule	id=g:6390786
Banjarsari Wetan	id=g:6390787
Karangtengah Kulon	id=g:6390788
Karangtengah Wetan	id=g:6390789
Lumbuaya	id=g:6390790
Pakuyukan	id=g:6390791
Limbangan	id=g:6390792
Karangaren	id=g:6390793
Karangreja	id=g:6390794
Kali Cengkareng	id=g:6390795
Kali Mundu	id=g:6390796
Sari	id=g:6390797
Gunung	id=g:6390798
Jeruk	id=g:6390799
Walik	id=g:6390800
Karangbanjar	id=g:6390801
Karangsempu	id=g:6390802
Pakuncen	id=g:6390803
Karangbolong	id=g:6390804
Karangpule	id=g:6390805
Rawabadak	id=g:6390806
Mandalaksa	id=g:6390807
Pasuruan	id=g:6390808
Sawangan	id=g:6390809
Galuh	id=g:6390810
Karangpetir	id=g:6390811
Pesantren	id=g:6390812
Kali Dukuh	id=g:6390813
Kajongon	id=g:6390814
Karangtengil	id=g:6390815
Munjulwringin	id=g:6390816
Dukuh	id=g:6390817
Munjul	id=g:6390818
Pesangrahan	id=g:6390819
Mangli	id=g:6390820
Karanggondang	id=g:6390821
Karangklesem	id=g:6390822
Penawangan	id=g:6390823
Karanggambas	id=g:6390824
Sabrang	id=g:6390825
Kedungnotog	id=g:6390826
Mipiran	id=g:6390827
Karangjati	id=g:6390828
Susukan	id=g:6390829
Kebanaran	id=g:6390830
Bedahan	id=g:6390831
Keradenan Wetan	id=g:6390832
Banteran Wetan	id=g:6390833
Banteran Kulon	id=g:6390834
Danalaya	id=g:6390835
Banjarsari	id=g:6390836
Ratem	id=g:6390837
Datar	id=g:6390838
Keradenan Kulon	id=g:6390839
Sikancul	id=g:6390840
Ciberem	id=g:6390841
Manis	id=g:6390842
Karangranti	id=g:6390843
Purbayasa	id=g:6390844
Genting	id=g:6390845
Kembaran	id=g:6390846
Dokolaji	id=g:6390847
Dawuhan	id=g:6390848
Bandingan	id=g:6390849
Sabrang	id=g:6390850
Karanglewas	id=g:6390851
Gemuruh	id=g:6390852
Prayakerta	id=g:6390853
Brobot Lor	id=g:6390854
Brobot	id=g:6390855
Desa Kaligayam	id=g:6390856
Desa Karangjongkeng	id=g:6390857
Desa Purbayasa	id=g:6390858
Desa Watujaya	id=g:6390859
Desa Kutayu	id=g:6390860
Desa Tanggeran	id=g:6390861
Desa Raja Wetan	id=g:6390862
Desa Jejeg	id=g:6390863
Desa Pagerkasih	id=g:6390864
Desa Traju	id=g:6390865
Desa Muncanglarang	id=g:6390866
Desa Gunungagung	id=g:6390867
Desa Cempaka	id=g:6390868
Desa Cintamanik	id=g:6390869
Desa Begawat	id=g:6390870
Desa Dukuhbenda	id=g:6390871
Desa Mendala	id=g:6390872
Desa Mlayang	id=g:6390873
Desa Manggis	id=g:6390874
Desa Buniwah	id=g:6390875
Desa Kaliloka	id=g:6390876
Desa Linggapura	id=g:6390877
Desa Purwadadi	id=g:6390878
Desa Tonjong	id=g:6390879
Desa Pepedan	id=g:6390880
Desa Kalijurang	id=g:6390881
Desa Dukuhturi	id=g:6390882
Desa Penggarutan	id=g:6390883
Desa Benda	id=g:6390884
Desa Adisana	id=g:6390885
Desa Plompong	id=g:6390886
Desa Sridadi	id=g:6390887
Desa Kaligiri	id=g:6390888
Desa Batursari	id=g:6390889
Desa Nagarayu	id=g:6390890
Kecamatan Tonjong	id=g:6390891
Kecamatan Sirampog	id=g:6390892
Gunung Guagogor	id=g:6390893
Gunung Ujung Timur	id=g:6390894
Gunung Bulakamba	id=g:6390895
Gunung Cirawek	id=g:6390896
Gunung Raja Wetan	id=g:6390897
Gunung Rancang	id=g:6390898
Gunung Sigedong	id=g:6390899
Gunung Guci	id=g:6390900
Gunung Kapatek	id=g:6390901
Gunung Peninis	id=g:6390902
Gunung Benda	id=g:6390903
Gunung Tugel	id=g:6390904
Gunung Sumping	id=g:6390905
Gunung Sembung	id=g:6390906
Kali Arus	id=g:6390907
Kali Batumerah	id=g:6390908
Kali Biuk	id=g:6390909
Kali Carus	id=g:6390910
Kali Cinta	id=g:6390911
Kali Clincing	id=g:6390912
Kali Depok	id=g:6390913
Kali Diang	id=g:6390914
Kali Gayang	id=g:6390915
Kali Glempang	id=g:6390916
Kali Glagah	id=g:6390917
Kali Gondok	id=g:6390918
Desa Wanasari	id=g:6390919
Kali Jambu	id=g:6390920
Kali Karangguleng	id=g:6390921
Kali Klampean	id=g:6390922
Kali Koneng	id=g:6390923
Kali Lonkrang	id=g:6390924
Kali Luluk	id=g:6390925
Kali Manggang	id=g:6390926
Kali Mukti	id=g:6390927
Kali Nagasari	id=g:6390928
Kali Onje	id=g:6390929
Kali Paku	id=g:6390930
Kali Pengasinan	id=g:6390931
Kali Pagerkasih	id=g:6390932
Kali Paseh	id=g:6390933
Kali Rau	id=g:6390934
Kali Salak	id=g:6390935
Kali Santri	id=g:6390936
kali Sinta	id=g:6390937
Kali Tahal	id=g:6390938
Kali Tlahab	id=g:6390939
Kali Suru	id=g:6390940
Gunungpuyuh	id=g:6390941
Carul	id=g:6390942
Sendang Monggor	id=g:6390943
Lebak	id=g:6390944
Petung	id=g:6390945
Gunungguntur	id=g:6390946
Telaga	id=g:6390947
Lemahabang	id=g:6390948
Bebek	id=g:6390949
Gembor	id=g:6390950
Wanayasa	id=g:6390951
Carusmeong	id=g:6390952
Raja Wetan	id=g:6390953
Babakan Kulon	id=g:6390954
Ledug	id=g:6390955
Tengah	id=g:6390956
Rema	id=g:6390957
Carusgorang	id=g:6390958
Sarangpanjang	id=g:6390959
Pengindangan	id=g:6390960
Pule	id=g:6390961
Canjur	id=g:6390962
Pagerkasih	id=g:6390963
Ketapang	id=g:6390964
Tengah	id=g:6390965
Traju	id=g:6390966
Pelem	id=g:6390967
Gerwalen	id=g:6390968
Caruskrajan	id=g:6390969
Kada	id=g:6390970
Sumbaga	id=g:6390971
Carusmongol	id=g:6390972
Pekandangan	id=g:6390973
Karangmangu	id=g:6390974
Tegallaos	id=g:6390975
Ciluluk	id=g:6390976
Purbayasa	id=g:6390977
Jatimulya	id=g:6390978
Watujaya	id=g:6390979
Bantar	id=g:6390980
Kedawung	id=g:6390981
Kemiri	id=g:6390982
Dukuh Lor	id=g:6390983
Sireang Dua	id=g:6390984
Sireang Satu	id=g:6390985
Linggajaya	id=g:6390986
Pecangakan	id=g:6390987
Legokmeno	id=g:6390988
Nagog	id=g:6390989
Tenjo	id=g:6390990
Krajan	id=g:6390991
Riwan	id=g:6390992
Keseran Dua	id=g:6390993
Keseran Satu	id=g:6390994
Karangjongkeng Kidul	id=g:6390995
Bulaktangkil	id=g:6390996
Prapatan	id=g:6390997
Caruban	id=g:6390998
Pamijen	id=g:6390999
Kedungpanjang	id=g:6391000
Karangjongkeng Lor	id=g:6391001
Kutayu	id=g:6391002
Gendayakan	id=g:6391003
Cempaka	id=g:6391004
Dukuhtengah	id=g:6391005
Bulakduren	id=g:6391006
Gunungagung	id=g:6391007
Kepudang Satu	id=g:6391008
Begawat	id=g:6391009
Muncanglarang	id=g:6391010
Kembang	id=g:6391011
Keseran	id=g:6391012
Tirtajaya	id=g:6391013
Wadasgantung	id=g:6391014
Desa Cawitali	id=g:6391015
Kauman	id=g:6391016
Karangjati Kulon	id=g:6391017
Karangjati Wetan	id=g:6391018
Kasihan	id=g:6391019
Meranggi	id=g:6391020
Pepedan Lor	id=g:6391021
Pepedan Kidul	id=g:6391022
Purwadadi	id=g:6391023
Pesanggrahan	id=g:6391024
Karangmanding	id=g:6391025
Petengteng	id=g:6391026
Tanggeran	id=g:6391027
Karangmoncol	id=g:6391028
Negarayu	id=g:6391029
Balapusuh	id=g:6391030
Pamijen	id=g:6391031
Gardu	id=g:6391032
Dumun	id=g:6391033
Bulu	id=g:6391034
Sirabik	id=g:6391035
Rawa	id=g:6391036
Mobokkarsih	id=g:6391037
Karanganyar	id=g:6391038
Aren	id=g:6391039
Kepudang Dua	id=g:6391040
Dukuhpring	id=g:6391041
Krajan	id=g:6391042
Timbang	id=g:6391043
Dudukan	id=g:6391044
Dukuhsalam	id=g:6391045
Kedatuan	id=g:6391046
Kalong	id=g:6391047
Laren	id=g:6391048
Blingo	id=g:6391049
Sabrang	id=g:6391050
Songgom	id=g:6391051
Glempang	id=g:6391052
Sayidi	id=g:6391053
Krikil Satu	id=g:6391054
Krikil Dua	id=g:6391055
Cintamanik	id=g:6391056
Mayanegara	id=g:6391057
Kubangapu	id=g:6391058
Ampel	id=g:6391059
Kretek Satu	id=g:6391060
Mobok	id=g:6391061
Mobokdana	id=g:6391062
Mobokzabur	id=g:6391063
Cangakan	id=g:6391064
Karanganjuk	id=g:6391065
Karanganyar	id=g:6391066
Kubangsuruh	id=g:6391067
Kalilumpang	id=g:6391068
Karangbenda	id=g:6391069
Tajurmanis	id=g:6391070
Gudril	id=g:6391071
Buniwah	id=g:6391072
Gunungtilu	id=g:6391073
Sarjem	id=g:6391074
Dukuh Tengah	id=g:6391075
Pujil	id=g:6391076
Wadasmalang	id=g:6391077
Mangli Kidul	id=g:6391078
Kalirau	id=g:6391079
Mingkrik	id=g:6391080
Watukumpul	id=g:6391081
Barupring	id=g:6391082
Balekambang	id=g:6391083
Bedungan	id=g:6391084
Karangnangka	id=g:6391085
Karanggedang	id=g:6391086
Sembungregel	id=g:6391087
Salagading	id=g:6391088
Gardu	id=g:6391089
Gunungkembang	id=g:6391090
Karangsalam	id=g:6391091
Krajan	id=g:6391092
Sabrang	id=g:6391093
Kubangbogo	id=g:6391094
Padanama	id=g:6391095
Pereng	id=g:6391096
Karanganyar	id=g:6391097
Glempang	id=g:6391098
Dukuhbenda	id=g:6391099
Siketi Lebak	id=g:6391100
Siketi Tengah	id=g:6391101
Kopipotong	id=g:6391102
Batumirah	id=g:6391103
Mentik	id=g:6391104
Jetak	id=g:6391105
Nagog	id=g:6391106
Bulakwungu	id=g:6391107
Kaliloka	id=g:6391108
Mlengseng Satu	id=g:6391109
Karangcegak	id=g:6391110
Sangkanjaya Lor	id=g:6391111
Sangkanjaya Kidul	id=g:6391112
Bandarsari	id=g:6391113
Slawi	id=g:6391114
Jatiteken	id=g:6391115
Dukuhsalam	id=g:6391116
Mlayang	id=g:6391117
Karangpucung	id=g:6391118
Mandala	id=g:6391119
Limbangan	id=g:6391120
Gondang	id=g:6391121
Pakishaji	id=g:6391122
Karet	id=g:6391123
Graul	id=g:6391124
Gudang	id=g:6391125
Wuru	id=g:6391126
Siketigunung	id=g:6391127
Krajan	id=g:6391128
Siketi Kidul	id=g:6391129
Legaran	id=g:6391130
Jaga	id=g:6391131
Tawin	id=g:6391132
Randen	id=g:6391133
Sigedong	id=g:6391134
Ratna	id=g:6391135
Sidamulya	id=g:6391136
Kalisalak	id=g:6391137
Kaligadung	id=g:6391138
Karangjati Kidul	id=g:6391139
Karangjati Lor	id=g:6391140
Karangtengah	id=g:6391141
Benda Satu	id=g:6391142
Benda Dua	id=g:6391143
Karangmulya	id=g:6391144
Kratagan	id=g:6391145
Manggis	id=g:6391146
Mlengseng Dua	id=g:6391147
Kedungbentar	id=g:6391148
Karangdadap	id=g:6391149
Plompong	id=g:6391150
Siroyom	id=g:6391151
Igirtenjo	id=g:6391152
Pejarakan	id=g:6391153
Lebakgowak	id=g:6391154
Simpak	id=g:6391155
Kapas	id=g:6391156
Pekaleran	id=g:6391157
Karanganyar	id=g:6391158
Legok	id=g:6391159
Pengasinan	id=g:6391160
Cirem	id=g:6391161
Beran	id=g:6391162
Desa Soka Tengah	id=g:6391163
Kalijurang Satu	id=g:6391164
Ledug	id=g:6391165
Lebak	id=g:6391166
Pojok	id=g:6391167
Pengarutan	id=g:6391168
Keputihan	id=g:6391169
Pringjajar	id=g:6391170
Pulunglancar	id=g:6391171
Karangmangu Kidul	id=g:6391172
Cirendu	id=g:6391173
Legokkarang	id=g:6391174
Karangmangu Lor	id=g:6391175
Karanggedang	id=g:6391176
Karangkemiri	id=g:6391177
Aren	id=g:6391178
Dukuhmakam	id=g:6391179
Rakemi	id=g:6391180
Sigombyang	id=g:6391181
Dukuhrebo	id=g:6391182
Dukuhgua	id=g:6391183
Nangkapapal	id=g:6391184
Semangkung	id=g:6391185
Sugem	id=g:6391186
Anggrung	id=g:6391187
Talok Kulon	id=g:6391188
Taloksari	id=g:6391189
Talok Wetan	id=g:6391190
Rancakalong	id=g:6391191
Adisana	id=g:6391192
Kuweru	id=g:6391193
Sidamukti	id=g:6391194
Rajeg	id=g:6391195
Tengah	id=g:6391196
Siranggon	id=g:6391197
Gempong Atas	id=g:6391198
Gempong Bawah	id=g:6391199
Silontar	id=g:6391200
Ciku Satu	id=g:6391201
Ciku Dua	id=g:6391202
Luwung	id=g:6391203
Gunungsumping	id=g:6391204
Kalibiuk	id=g:6391205
Wanareja	id=g:6391206
Surusunda	id=g:6391207
Guci Satu	id=g:6391208
Guci Dua	id=g:6391209
Igirgowok	id=g:6391210
Rendeh	id=g:6391211
Warni	id=g:6391212
Paingan	id=g:6391213
Desa Sumbaga	id=g:6391214
Kramat Tengah	id=g:6391215
Kramattalok	id=g:6391216
Cukangbungur	id=g:6391217
Blere	id=g:6391218
Karangpucung	id=g:6391219
Kubangawis	id=g:6391220
Planjan	id=g:6391221
Sidowo	id=g:6391222
Baruamba	id=g:6391223
Gempang	id=g:6391224
Legok	id=g:6391225
Cilibur	id=g:6391226
Ciklenteng Kidul	id=g:6391227
Ciklenteng Lor	id=g:6391228
Sorangan	id=g:6391229
Igirluhur	id=g:6391230
Sigedong Satu	id=g:6391231
Sigedong Dua	id=g:6391232
Pesanggrahan	id=g:6391233
Bayur	id=g:6391234
Dukuhturi	id=g:6391235
Karangtuang	id=g:6391236
Kali Bluwak	id=g:6391237
Babakan Wetan	id=g:6391238
Suren	id=g:6391239
Gamping	id=g:6391240
Gunungbenda	id=g:6391241
Kali Belang	id=g:6391242
Desa Susukan	id=g:6396134
Desa Kejiwan	id=g:6396135
Desa Kedondong	id=g:6396136
Desa Wiyong	id=g:6396137
Desa Kodasari	id=g:6396138
Desa Kedungkencana	id=g:6396139
Desa Ampel	id=g:6396140
Desa Pangkalanpari	id=g:6396141
Desa Bantarwaru	id=g:6396142
Desa Leuweunghapit	id=g:6396143
Desa Sukawera	id=g:6396144
Desa Sukawera	id=g:6396145
Desa Ligung Lor	id=g:6396146
Desa Wanasalam	id=g:6396147
Desa Radegan Wetan	id=g:6396148
Desa Putridalem	id=g:6396149
Desa Buntu	id=g:6396150
Desa Ligung	id=g:6396151
Desa Majasari	id=g:6396152
Desa Gandawesi	id=g:6396153
Desa Sukawera	id=g:6396154
Desa Lojikobong	id=g:6396155
Desa Cidenok	id=g:6396156
Desa Tangkil	id=g:6396157
Desa Budur	id=g:6396158
Desa Panjalin Lor	id=g:6396159
Desa Babakan	id=g:6396160
Desa Parapatan	id=g:6396161
Desa Panjalin Kidul	id=g:6396162
Desa Panyingkiran	id=g:6396163
Desa Sepat	id=g:6396164
Desa Banjaran	id=g:6396165
Desa Rancaputat	id=g:6396166
Desa Ciparay	id=g:6396167
Desa Garawangi	id=g:6396168
Desa Sumberjaya	id=g:6396169
Desa Bogas Wetan	id=g:6396170
Desa Bongas Kulon	id=g:6396171
Desa Majasuka	id=g:6396172
Desa Cisambeng	id=g:6396173
Desa Cisambeng	id=g:6396174
Desa Tegalaren	id=g:6396175
Desa Beusi	id=g:6396176
Desa Sutawangi	id=g:6396177
Desa Ciborelang	id=g:6396178
Desa Burujul Wetan	id=g:6396179
Desa Cicadas	id=g:6396180
Desa Loji	id=g:6396181
Desa Sindangwangsa	id=g:6396182
Desa Karamat	id=g:6396183
Desa Pasir	id=g:6396184
Desa Palasah	id=g:6396185
Desa Patuanan	id=g:6396186
Desa Tanjungsari	id=g:6396187
Desa Heuleut	id=g:6396188
Desa Buniwangi	id=g:6396189
Desa Enggalwangi	id=g:6396190
Desa Karangasem	id=g:6396191
Desa Leuwimunding	id=g:6396192
Desa Parungjaya	id=g:6396193
Desa Mirat	id=g:6396194
Desa Leuwikujang	id=g:6396195
Desa Walahar	id=g:6396196
Tengah	id=g:6396197
Bojongjiwa	id=g:6396198
Ci Kamangi	id=g:6396199
Kedungsari	id=g:6396200
Kedungmekarasa	id=g:6396201
Dusun Dua	id=g:6396202
Dusun Satu	id=g:6396203
Dusun Empat	id=g:6396204
Dusun Lima	id=g:6396205
Dusun Tiga	id=g:6396206
Kaliasem	id=g:6396207
Sawit	id=g:6396208
Sukaresmi	id=g:6396209
Pucuksawit Wetan	id=g:6396210
Ci Gulampok	id=g:6396211
Kedungmekarwangi	id=g:6396212
Karangsawit	id=g:6396213
Mekarsari	id=g:6396214
Kondasari	id=g:6396215
Mekarmulya	id=g:6396216
Mekarbagja	id=g:6396217
Mekarjaya	id=g:6396218
Ci Tengah	id=g:6396219
Ci Bayawal	id=g:6396220
Danaraja	id=g:6396221
Muaratua	id=g:6396222
Enca	id=g:6396223
Bojongroreng	id=g:6396224
Sambikerep	id=g:6396225
Muara	id=g:6396226
Mayasari	id=g:6396227
Sukamaju	id=g:6396228
Dusun Satu	id=g:6396229
Dusun Dua	id=g:6396230
Dusun Tiga	id=g:6396231
Wanajaya	id=g:6396232
Cikamangi	id=g:6396233
Mumunggang	id=g:6396234
Dukuhasih	id=g:6396235
Ci Jaraka	id=g:6396236
Bantarwaru	id=g:6396237
Sabtu	id=g:6396238
Jumat	id=g:6396239
Ci Maganggang	id=g:6396240
Wanasari	id=g:6396241
Wanakarya	id=g:6396242
Nagrog	id=g:6396243
Tipar	id=g:6396244
Bagung	id=g:6396245
Minggu	id=g:6396246
Sukatani	id=g:6396247
Loji	id=g:6396248
Cimuncang	id=g:6396249
Minggu	id=g:6396250
Kemis	id=g:6396251
Kayen	id=g:6396252
Dusun Empat	id=g:6396253
Dusun Lima	id=g:6396254
Dusun Satu	id=g:6396255
Dusun Dua	id=g:6396256
Nambo Wetan	id=g:6396257
Nangewer	id=g:6396258
Tangkil	id=g:6396259
Blukbuk	id=g:6396260
Batulumpang	id=g:6396261
Ci Dondong	id=g:6396262
Ci Besaleh	id=g:6396263
Pesantren	id=g:6396264
Pucukmendil	id=g:6396265
Jatisari	id=g:6396266
Blok Senen	id=g:6396267
Blok Jumat	id=g:6396268
Blok Rabu	id=g:6396269
Blok Minggu	id=g:6396270
Blok Kamis	id=g:6396271
Selasa	id=g:6396272
Saptu	id=g:6396273
Rabu	id=g:6396274
Dwisari	id=g:6396275
Ekasari	id=g:6396276
Sukamukti	id=g:6396277
Kedunganyar	id=g:6396278
Leuwiliang	id=g:6396279
Leuwiliang	id=g:6396280
Leuwiliang Dua	id=g:6396281
Gemahripah	id=g:6396282
Bloklamaran	id=g:6396283
Lapangan Udara Sukatani	id=g:6396284
Lohjinawi	id=g:6396285
Repehrapih	id=g:6396286
Leuwiliang Satu	id=g:6396287
Pancasari	id=g:6396288
Trisari	id=g:6396289
Catursari	id=g:6396290
Jumat	id=g:6396291
Ci Tengah	id=g:6396292
Ci Kawung	id=g:6396293
Blok Manis	id=g:6396294
Blok Manis	id=g:6396295
Budurjaya	id=g:6396296
Budursura	id=g:6396297
Karangwangi	id=g:6396298
Blawong	id=g:6396299
Blok Utara	id=g:6396300
Blok Tengah	id=g:6396301
Blok Barat	id=g:6396302
Mekarjaya	id=g:6396303
Blok Pesantren	id=g:6396304
Gondangmanis	id=g:6396305
Dukuhtenang	id=g:6396306
Blok Kliwon	id=g:6396307
Blok Pahing	id=g:6396308
Blok Pon	id=g:6396309
Blok Wage	id=g:6396310
Buahgede	id=g:6396311
Pancaksuji	id=g:6396312
Rebo	id=g:6396313
Gandamakmur	id=g:6396314
Ci Bunu	id=g:6396315
Ci Ireng	id=g:6396316
Senen	id=g:6396317
Kemis	id=g:6396318
Munjul	id=g:6396319
Blok Kamis	id=g:6396320
Blok Jumat	id=g:6396321
Blok Selasa	id=g:6396322
Blok Rabu	id=g:6396323
Dusun Satu	id=g:6396324
Blok Kasab	id=g:6396325
Lebak	id=g:6396326
Blok Desa	id=g:6396327
Kalimati	id=g:6396328
Dusun Dua	id=g:6396329
Dusun Empat	id=g:6396330
Krasak	id=g:6396331
Dusun Tiga	id=g:6396332
Dusun Lima	id=g:6396333
Dusun Satu	id=g:6396334
Blok Senen	id=g:6396335
Blok Pasir	id=g:6396336
Dukuhkaji	id=g:6396337
Blok Desa	id=g:6396338
Blok Lebak	id=g:6396339
Ketos	id=g:6396340
Banjarsari	id=g:6396341
Blok Sentra	id=g:6396342
Cimuncang	id=g:6396343
Pajagan	id=g:6396344
Kamuning	id=g:6396345
Dukuh Luhur	id=g:6396346
Ahad	id=g:6396347
Jumat	id=g:6396348
Sabtu	id=g:6396349
Selasa	id=g:6396350
Sumberjaya	id=g:6396351
Ci Sambeng	id=g:6396352
Koja	id=g:6396353
Melatimukti	id=g:6396354
Manglejaya	id=g:6396355
Ci Geger	id=g:6396356
Jumat	id=g:6396357
Kamis	id=g:6396358
Sabtu	id=g:6396359
Rabu	id=g:6396360
Wage	id=g:6396361
Kliwon	id=g:6396362
Serang	id=g:6396363
Lebak	id=g:6396364
Dukuh Tengah	id=g:6396365
Majamulya	id=g:6396366
Karangkencana	id=g:6396367
Majamukti	id=g:6396368
Saluran Wanganayam	id=g:6396369
Tayuga	id=g:6396370
Kemis	id=g:6396371
Kondang Dua	id=g:6396372
Kondang Satu	id=g:6396373
Mencut	id=g:6396374
Neblo	id=g:6396375
Dusun Satu	id=g:6396376
Walahar	id=g:6396377
Dusun Dua	id=g:6396378
Ci Gorowong	id=g:6396379
Dusun Dua	id=g:6396380
Kongsi	id=g:6396381
Pon	id=g:6396382
Sukamenak	id=g:6396383
Iser	id=g:6396384
Cireong	id=g:6396385
Ci Paray	id=g:6396386
Salasa	id=g:6396387
Wiranangga	id=g:6396388
Sabtu	id=g:6396389
Winangga	id=g:6396390
Dukuhcurug	id=g:6396391
Humalega	id=g:6396392
Palahlar	id=g:6396393
Tegalsumur	id=g:6396394
Kondangjaya	id=g:6396395
Cilumpang	id=g:6396396
Pos	id=g:6396397
Peuntas	id=g:6396398
Loji	id=g:6396399
Kawao	id=g:6396400
Taneuhbeureum	id=g:6396401
Pon	id=g:6396402
Sabtu	id=g:6396403
Pahing	id=g:6396404
Rebo	id=g:6396405
Salasa	id=g:6396406
Manis	id=g:6396407
Jumat	id=g:6396408
Kliwon	id=g:6396409
Wage	id=g:6396410
Selasa	id=g:6396411
Dusun Lima	id=g:6396412
Dusun Empat	id=g:6396413
Dusun Dua	id=g:6396414
Dusun Satu	id=g:6396415
Dusun Tiga	id=g:6396416
Cangcalayang	id=g:6396417
Cisentul	id=g:6396418
Ci Lumpang	id=g:6396419
Gambreng	id=g:6396420
Peundeuy	id=g:6396421
Sukaasih	id=g:6396422
Sukamanah	id=g:6396423
Neglasari	id=g:6396424
Blok Manis	id=g:6396425
Senen	id=g:6396426
Jumat	id=g:6396427
Pereg	id=g:6396428
Dawuan	id=g:6396429
Manis	id=g:6396430
Peuntas	id=g:6396431
Ci Jajar	id=g:6396432
Pahing	id=g:6396433
Gunung Pendek	id=g:6396434
Gunung Windu	id=g:6396435
Cirabok	id=g:6396436
Gunung Sanghiang Dara	id=g:6396437
Tarikolot	id=g:6396438
Mirat	id=g:6396439
Pakuan	id=g:6396440
Irigasi Bedeng	id=g:6396441
Karanganyar	id=g:6396442
Karangtengah	id=g:6396443
Cisumur	id=g:6396444
Salasa	id=g:6396445
Kubangsari	id=g:6396446
Kawungsari	id=g:6396447
Bungursari	id=g:6396448
Cidana	id=g:6396449
Hegarmanah	id=g:6396450
Laban	id=g:6396451
Tegal	id=g:6396452
Bejun	id=g:6396453
Tegalmerak	id=g:6396454
Jahalaksana	id=g:6396455
Gintung	id=g:6396456
Margapura	id=g:6396457
Ci Kondang	id=g:6396458
Margamulya	id=g:6396459
Lebakarum	id=g:6396460
Imbar	id=g:6396461
Rancakeong Dua	id=g:6396462
Rancakeong Satu	id=g:6396463
Dukuhsari	id=g:6396464
Ahad	id=g:6396465
Senen	id=g:6396466
Cihujan	id=g:6396467
Timbangan	id=g:6396468
Gugunungan	id=g:6396469
Sabtu	id=g:6396470
Pahing	id=g:6396471
Pon	id=g:6396472
Cilapang	id=g:6396473
Jumat	id=g:6396474
Selasa	id=g:6396475
Senen	id=g:6396476
Depok	id=g:6396477
Cangkuang	id=g:6396478
Jumat	id=g:6396479
Manis	id=g:6396480
Pahing	id=g:6396481
Dukuhaseum	id=g:6396482
Batulingga	id=g:6396483
Kembangjengkol	id=g:6396484
Margajaya	id=g:6396485
Cibuni	id=g:6396486
Cikareo	id=g:6396487
Dukuhjengkol	id=g:6396488
Ciwayang	id=g:6396489
Patuanan	id=g:6396490
Kaliangsana	id=g:6396491
Cibolong	id=g:6396492
Cigula	id=g:6396493
Dukuhkate	id=g:6396494
Wanajaya	id=g:6396495
Kemis	id=g:6396496
Minggu	id=g:6396497
Saptu	id=g:6396498
Ci Kadondong	id=g:6396499
Senen	id=g:6396500
Tarikolot	id=g:6396501
Muara	id=g:6396502
Ci Jejeng	id=g:6396503
Rimbo	id=g:6396504
Majapahit	id=g:6396505
Sumurbandung	id=g:6396506
Kecamatan Palasah	id=g:6396507
Sibatok	id=g:6396508
Kecamatan Ligung	id=g:6396509
Kecamatan Sumberjaya	id=g:6396510
Kecamatan Jatiwangi	id=g:6396511
Kecamatan Leuwimunding	id=g:6396512
Desa Bojong Kulon	id=g:6396513
Desa Tegalgubuk	id=g:6396514
Desa Arjawinangun	id=g:6396515
Desa Gintung Lor	id=g:6396516
Desa Gintung Tengah	id=g:6396517
Desa Jungjang	id=g:6396518
Desa Kebonturi	id=g:6396519
Desa Jungjang Wetan	id=g:6396520
Desa Kalianyar	id=g:6396521
Desa Bayalangu Kidul	id=g:6396522
Desa Panguragan Kulon	id=g:6396523
