Hoyor Amt	id=g:2036781
Alxa Gaoyuan	id=g:2038658
Qagan Nuru	id=g:2038659
Altan Hil	id=g:2038660
Altan Emel	id=g:2038661
Altan Bulag	id=g:2038662
Altan Bulag	id=g:2038663
Alongshan	id=g:2038664
Alihe	id=g:2038665
Aji	id=g:2038666
Aiyang	id=g:2038667
Airgin Sum	id=g:2038668
Ailin	id=g:2038669
Aihuixiang	id=g:2038670
Ai He	id=g:2038671
Aiguo	id=g:2038672
Aibag He	id=g:2038673
Aguit	id=g:2038674
Aduqin	id=g:2038675
Adun Qulu	id=g:2038676
Adun Gol	id=g:2038677
Acheng Shi	id=g:2038678
Acheng	id=g:2038679
Abuqin He	id=g:2038680
Abag Qi	id=g:2038681
Ershi’erdao Gou	id=g:2045462
Ershidao Gou	id=g:2045463
Shijiudao Gou	id=g:2045464
Shijiudaogou He	id=g:2045465
Huapi He	id=g:2045466
Jin Jiang	id=g:2045467
Lao-hei Ho	id=g:2045468
Lao-hei Ho	id=g:2045469
Yugouzi He	id=g:2045470
Badao Gou	id=g:2045474
Shiwudaogou He	id=g:2045475
Ta-wei-tzu	id=g:2045476
Chi-kuan-li-tzu	id=g:2045477
Shisidaogou	id=g:2045478
Ching-ho-hsiang	id=g:2045479
Chen-lo-tung	id=g:2045480
Shisidaogou He	id=g:2045481
Shiqidaogou He	id=g:2045482
Shiliudaogou He	id=g:2045483
Shiqidaogou	id=g:2045484
Jinhua	id=g:2045485
Chiu-tung	id=g:2045486
Ku-ting-tzu Shan	id=g:2045487
T’u-i-pa Ho	id=g:2045488
Laohei He	id=g:2045489
Chia-yu Ho	id=g:2045490
Qidaogou He	id=g:2045491
Nan-yü-pa-tzu	id=g:2045492
Ku-shan-tzu-kang-ch’eng	id=g:2045493
Ku-shan-tzu	id=g:2045494
Hsiung-tung	id=g:2045495
Shi’erdao Gou	id=g:2045496
Shi’erdaogouwai	id=g:2045497
Ping-jen-ch’ing	id=g:2045498
Hsin-kang-li	id=g:2045499
Shisandaogou He	id=g:2045500
Zhonghecun	id=g:2045501
Hsing-lung-p’u	id=g:2045502
Hou-fu-an-t’un	id=g:2045503
Chiu-chin-t’un	id=g:2045504
Chiu-chin-t’un	id=g:2045505
Liu-t’un	id=g:2045506
Yen-hsiang-t’un	id=g:2045507
Tung-an-t’un	id=g:2045508
T’ai-p’ing-shan	id=g:2045509
Wu-ma-chia	id=g:2045510
Tung-an-t’un	id=g:2045511
Ch’ang-an-t’un	id=g:2045512
Wan-pao-shan	id=g:2045513
Ch’ien-ta-kang-tzu	id=g:2045514
Ta-mo-hu-la-t’ai	id=g:2045515
San-chien-fang-tzu	id=g:2045516
P’ing-fang-li-t’un	id=g:2045517
Hou-t’un	id=g:2045518
Hsiao-mo-hu-la-t’ai	id=g:2045519
Ch’ien-wu-chia-tzu	id=g:2045520
Liu-chien-fang	id=g:2045521
Pu-la-chin-t’un	id=g:2045522
San-tao-han	id=g:2045523
Ho-hsi-t’un	id=g:2045524
O-la-men-ch’in	id=g:2045525
Cha-pu-pa	id=g:2045526
Shih-wu-ti-kang	id=g:2045527
Wo-niu-t’u	id=g:2045528
Hsiao-ma-t’i-kang-tzu	id=g:2045529
Ta-ha-pai	id=g:2045530
Ta-kao-liang-t’un	id=g:2045531
Hsiao-kao-liang-t’un	id=g:2045532
Hsiao-t’un	id=g:2045533
Hsiao-ha-pai	id=g:2045534
Erh-lung-t’un	id=g:2045535
Erh-chien-fang	id=g:2045536
K’u-mu-t’un	id=g:2045537
Liang-pan-t’u	id=g:2045538
Hou-kao-t’un	id=g:2045539
T’a-la-men-ch’ien	id=g:2045540
Hou-erh-tao-ying-tzu	id=g:2045541
Hu-chia-t’un	id=g:2045542
Shuang-t’u	id=g:2045543
Ch’ang-kou	id=g:2045544
Ch’a-hu-no	id=g:2045545
Fan-chia-t’un	id=g:2045546
Hsiao-pa-hu-t’un	id=g:2045547
Ta-pa-hu-t’un	id=g:2045548
Ha-la-ma-t’un	id=g:2045549
Hsiao-san-chia-tzu	id=g:2045550
Kuo-chia-ti-fang-tzu	id=g:2045551
Ha-la-wu-su	id=g:2045552
Cha-lung-t’un	id=g:2045553
Hsiao-kang-tzu	id=g:2045554
T’u-mu-k’o	id=g:2045555
Ma-chien-fang-tzu	id=g:2045556
Ha-ch’ing-kang-tzu	id=g:2045557
Hsiao-a-la-chieh	id=g:2045558
Ken-k’o	id=g:2045559
Ch’i-pei Hsien	id=g:2045560
Chou-chia-ti-fang-tzu	id=g:2045561
T’ien-ho-hsiang	id=g:2045562
Hou-wu-chia	id=g:2045563
Pai-chia-ts’ao-fang-tzu	id=g:2045564
Lao-ch’en-chia	id=g:2045565
Ta-hao-tzu	id=g:2045566
Yen-t’ung-t’un	id=g:2045567
Ch’ang-fa-t’un	id=g:2045568
Yen-chia-mu-chü	id=g:2045569
Hsi-wan-fa-t’un	id=g:2045570
Hsing-an	id=g:2045571
Erh-tao-wan	id=g:2045572
Ch’ing-an-p’u	id=g:2045573
Ch’ing-an-t’un	id=g:2045574
Fu-hsing-p’u	id=g:2045575
Sung-chia-t’un	id=g:2045576
Hou-san-ho-t’un	id=g:2045577
Fu-nen Hsien	id=g:2045578
Ch’ien-san-ho-t’un	id=g:2045579
Shu-lin	id=g:2045580
Hou-pa-chia-tzu	id=g:2045581
Hou-ch’i-chia-tzu	id=g:2045582
Liang-ch’u-fang-tzu	id=g:2045583
Li-ti-fang-tzu	id=g:2045584
Pa-ha-chou	id=g:2045585
Hsiao-lai-k’o	id=g:2045586
Hou-ta-kang-tzu	id=g:2045587
Wang-feng-shan-t’un	id=g:2045588
Chang-chia-wo-p’eng	id=g:2045589
Hou-wu-k’o-shu	id=g:2045590
Hou-shuang-ma-chia	id=g:2045591
Ssu-shih-hao	id=g:2045592
Lo-chia-t’un	id=g:2045593
Tung-wo-p’u	id=g:2045594
Chang-fen-fang	id=g:2045595
Sun-chia-t’un	id=g:2045596
Nan-wa-tzu	id=g:2045597
Wan-fa-t’un	id=g:2045598
Te-sheng-fu-t’un	id=g:2045599
Lao-jung-ti-fang-tzu	id=g:2045600
Lao-ch’i-chia	id=g:2045601
Hsiao-shao-kuo	id=g:2045602
Fan-chia-ying-tzu	id=g:2045603
Ma-chan-yüan	id=g:2045604
Liu-ti-fang	id=g:2045605
Chao-hsiang-wu	id=g:2045606
Feng-tien-p’u	id=g:2045607
Liu-ti-fang	id=g:2045608
Ch’ien-wang-chia-ying-tzu	id=g:2045609
Chao-chia-t’un	id=g:2045610
Chang-fa-t’un	id=g:2045611
Lao-sung-chia	id=g:2045612
Hou-chai-ti-fang-tzu	id=g:2045613
Huo-shao-wo-p’eng	id=g:2045614
Ch’ang-ti-fang-tzu	id=g:2045615
Erh-shih-k’o-yü-shu	id=g:2045616
Chiu-tao Kou	id=g:2045617
Sun-yün Shan	id=g:2045618
K’o-ch’ang Shan	id=g:2045619
Hsüeh-liang Shan	id=g:2045620
Pieh-ken Kou	id=g:2045621
Yang-lo Shan	id=g:2045622
Mu-la-pu Shan	id=g:2045623
Lung-men Shan	id=g:2045624
Ying-chi Shan	id=g:2045625
Tung-chiao-te-pu Shan	id=g:2045626
T’ien-hsing-ch’üan-t’un	id=g:2045627
Hsiang-yang-ts’un	id=g:2045628
Hsü-jih-t’un	id=g:2045629
T’ien-chia-ch’uan-k’ou	id=g:2045630
Pao-ch’üan-shan-t’un	id=g:2045631
Liu-chün-fu-t’un	id=g:2045632
Ts’ai-tzu-pa-ching	id=g:2045633
Lao-lung-t’un	id=g:2045634
Ssu-ho-t’un	id=g:2045635
Fu-sang-t’un	id=g:2045636
Hsi-san-t’ien	id=g:2045637
Wu-tzu-wu-ching	id=g:2045638
Wen-ch’a-erh Ho	id=g:2045639
Chia-ta-fang-t’un	id=g:2045640
Li-hua-ma	id=g:2045641
Wang-chia-yu-fang	id=g:2045642
Feng-huang-shan-t’un	id=g:2045643
Feng-huang Shan	id=g:2045644
Te-an-p’u	id=g:2045645
Tung-hua-yüan	id=g:2045646
Yung-fa-t’un	id=g:2045647
Chao-ta	id=g:2045648
Hsü-hai-t’un	id=g:2045649
Yang-ming-shan	id=g:2045650
Liang-ch’ing-fu-t’un	id=g:2045651
Liu-chia-tien	id=g:2045652
Li-fang	id=g:2045653
Liu-feng-lin	id=g:2045654
Wan-pao-shan	id=g:2045655
Feng-t’ien-t’un	id=g:2045656
Po-shui-fu-t’un	id=g:2045657
Ch’eng-pai-lu-t’un	id=g:2045658
Ch’i-pei Hsien	id=g:2045659
Ssu-yang-ts’un	id=g:2045660
Liu-sheng	id=g:2045661
Nai-chia-t’un	id=g:2045662
Huang-t’ung-ssu	id=g:2045663
Shih-chia-wei-tzu	id=g:2045664
Wei-ching-ch’ang	id=g:2045665
Wang-chia-fen-fang	id=g:2045666
I-tao-chieh-t’un	id=g:2045667
San-chia-t’un	id=g:2045668
Hsin-fa-t’un	id=g:2045669
Chen-fa-t’un	id=g:2045670
Chen-fa-shao	id=g:2045671
Tung-k’ao-shan-t’un	id=g:2045672
Cheng-tien-yüan	id=g:2045673
Wang-kuo-hsiang	id=g:2045674
Wang-yün-hung	id=g:2045675
Ch’eng-ch’ang-yün	id=g:2045676
Pai-chia-tien-t’un	id=g:2045677
Feng-chia-t’un	id=g:2045678
Li-ching-ch’ang	id=g:2045679
Shih-t’ou-ching	id=g:2045680
Keng-chou Shan	id=g:2045681
Nan-hsing Shan	id=g:2045682
Wan-ching Shan	id=g:2045683
Ch’ang-ch’ing Ho	id=g:2045684
Ai-ch’ün Shan	id=g:2045685
Pei-kuan Shan	id=g:2045686
Ch’ang-shu Shan	id=g:2045687
T’ien-hua Shan	id=g:2045688
Ta-li Shan	id=g:2045689
T’ien-lung Shan	id=g:2045690
Pei-ma-chia Shan	id=g:2045691
Ch’ing-ts’ao Shan	id=g:2045692
Liu-ma-chia-tung Shan	id=g:2045693
T’ien-te Shan	id=g:2045694
Pao-ts’ang Shan	id=g:2045695
Feng-huang Shan	id=g:2045696
Ti-erh Chih-liu	id=g:2045697
Sun-yung Shan	id=g:2045698
Ta-hua Shan	id=g:2045699
Ti-san Chih-liu	id=g:2045700
Ti-ssu Chih-liu	id=g:2045701
Ti-wu Chih-liu	id=g:2045702
Nan-pei-ho-ti-wu Chih-liu	id=g:2045703
Ta-hu Shan	id=g:2045704
Ho-chia Shan	id=g:2045705
Pei-hsiao Ho	id=g:2045706
Chi-tsou Ho	id=g:2045707
Hsi-wu-la-kun Ho	id=g:2045708
Liu-mao Kou	id=g:2045709
T’uan-tzu Shan	id=g:2045710
Ch’ang-la-tzu Shan	id=g:2045711
Shuang-ch’üan-t’un	id=g:2045712
Ho-ta-p’ao-tzu Kou	id=g:2045713
Shuang-fa	id=g:2045714
Lao-hu-tung Kou	id=g:2045715
Ku-li Kou	id=g:2045716
Nan Shan	id=g:2045717
Wei-t’ang Kou	id=g:2045718
Hsiao-i-shan Kou	id=g:2045719
Tu-lu Kou	id=g:2045720
T’i-li-liang Shan	id=g:2045721
Ch’a-pa-ch’i Shan	id=g:2045722
Hsiao-ch’a-pa-ch’i Kou	id=g:2045723
Ta-ch’a-pa-ch’i Kou	id=g:2045724
Wang-i Ho	id=g:2045730
Hu-ti-ch’i Ho	id=g:2045792
She-lan-tzu-uu Ho	id=g:2045793
Pei-hu-ti-ch’i-wu Ho	id=g:2045794
Hu-ti-ch’i-wu Ho	id=g:2045795
Nen-hsi Hsien	id=g:2045796
Cha-lan Ho	id=g:2045797
Ch’un-lin Kou	id=g:2045798
K’u-erh-t’u-mu-erh Ho	id=g:2045799
Arukon-ka	id=g:2045800
Jaranhandorogo-san	id=g:2045801
Shengoada-san	id=g:2045802
Kabatanā-ka	id=g:2045803
O-lo Ho	id=g:2045804
Jagaji-ka	id=g:2045805
Naimu-ka	id=g:2045806
Wu-lu-ch’i Ho	id=g:2045807
Kosohan-ka	id=g:2045808
Mo-k’o-li Ho	id=g:2045809
Kuo-en-t’un	id=g:2045810
Shen Ho	id=g:2045811
Kung Ho	id=g:2045812
Ho-li Ho	id=g:2045813
Hujugŏup	id=g:2045850
Pak’chupyŏng	id=g:2045855
Shisandaogou	id=g:2045898
Yang-chia-t’un	id=g:2046026
Hsü-hai-t’un	id=g:2046027
Huo-shao-li	id=g:2046028
Wang-chien-t’ou	id=g:2046034
Ts’ung-chia-kou	id=g:2046041
Wang-fu	id=g:2046042
K’un-tzu-t’ou-ching	id=g:2046044
Ta-yü-shu	id=g:2046045
San-ta-chia	id=g:2046046
Ho-hsiao-huai	id=g:2046061
Lu-chia-ti-fang-tzu	id=g:2046062
Ta-ch’eng-yü	id=g:2046063
Nü-erh-ch’eng	id=g:2046065
Hei-tsui-tzu	id=g:2046066
Lung-sheng-ho	id=g:2046067
Pa-chia-fen-fang	id=g:2046068
Hei-ni Ho	id=g:2046070
Su-chia-wo-p’eng	id=g:2046071
Hsiang-huang-ch’i-ch’ien-san-tso	id=g:2046072
Ch’ang-kang-tzu	id=g:2046073
Tui-wo-tzu	id=g:2046074
T’ang-tai-p’ao	id=g:2046075
Pan-tzu-fang	id=g:2046083
Huan-hsi-ling	id=g:2046085
Chi-hsien-sheng-tzu	id=g:2046086
T’ung-chia-t’un	id=g:2046088
Hsi-k’ou-tzu	id=g:2046089
Wei-chia-wo-p’eng	id=g:2046108
Lu-chia-wo-p’eng	id=g:2046109
Wang-chia-wo-p’eng	id=g:2046110
Yao-t’un	id=g:2046111
Fu-ch’un-ling	id=g:2046116
Yü-chia-tien	id=g:2046117
Liu-p’ai	id=g:2046118
Shang-ch’eng-tzu	id=g:2046119
Li-chia-wo-p’u	id=g:2046120
Ch’a-ho-hsieh	id=g:2046121
Wu-p’ai	id=g:2046122
Fang-hou-kou	id=g:2046123
Yao-lin-tzu	id=g:2046124
Ch’ia-ch’eng-tzu	id=g:2046125
Chang-chia-wo-p’eng	id=g:2046126
Erh-tao-wu-lung Kou	id=g:2046127
Sui-Pei Hsien	id=g:2046129
Cheng-pai-ch’i-hsi-t’un	id=g:2046130
Tai-p’ing-chuang	id=g:2046131
Cheng-pai-ch’i-san-tun	id=g:2046132
Chang-chia-wo-p’eng	id=g:2046133
Tung-shen-chia-wo-p’eng	id=g:2046134
Hsiang-huang-ch’i-erh-t’un	id=g:2046135
Chang-ying-t’un	id=g:2046136
Hsü-ta-fang-tzu	id=g:2046137
Shih-chia-wo-p’eng	id=g:2046138
Pan-la-fang-li	id=g:2046139
Ta-tung-ching-tzu	id=g:2046140
Hu-chia-tien	id=g:2046141
Baikui	id=g:2046142
Wang-shan-p’u	id=g:2046143
Ch’ao-yang-p’u	id=g:2046144
Hsiao-shuang-ch’eng	id=g:2046145
Ao-mu-kou	id=g:2046146
Ch’ing-yen-wo-p’eng	id=g:2046147
Hsiao-huo-hu-ching	id=g:2046148
Shirencheng	id=g:2046149
Ch’ing-ping-shan	id=g:2046151
Te-an-p’u	id=g:2046152
Yung-an-kou	id=g:2046153
Lao-min-ching	id=g:2046154
Feng-chia-wo-p’eng	id=g:2046155
Yang-wen-pi-tzu	id=g:2046156
Wang-te-fu-ching	id=g:2046157
Hsi-ching-tzu	id=g:2046158
Ha-Chia Hsien	id=g:2046163
Xigang	id=g:2046164
Liu-chia-shao-kuo	id=g:2046167
Hsiao-shao-kuo	id=g:2046168
Ch’ien-yang-chia	id=g:2046169
Pan-tzu-fang	id=g:2046170
Longchuan	id=g:2046171
Hui-lung-ch’uan	id=g:2046172
Hou-pan-la-tzu	id=g:2046173
Li-ching-tzu	id=g:2046174
Wang-niu-ching	id=g:2046175
Wang-te-chu-ching	id=g:2046176
Hsi-huang-hua-ching	id=g:2046177
Ta-wu-chia-wo-p’eng	id=g:2046178
Shen-chia-wo-p’eng	id=g:2046179
Lo-chia-wo-p’eng	id=g:2046180
Ou-k’en Ho	id=g:2046182
San-chia-tzu	id=g:2046183
Mo-erh-ken Ho	id=g:2046184
Sun-chia-wai-tzu	id=g:2046187
Lo-kuo-tzu	id=g:2046188
Chiang-chia-wo-p’eng	id=g:2046189
Yüan-pao-wan	id=g:2046190
Shih-yin-kou	id=g:2046191
Ch’uang-chia-kou	id=g:2046192
Hou-kuan-t’ing	id=g:2046193
Ch’üan-sheng	id=g:2046195
Li-chia-tien	id=g:2046196
Hsiao-erh-shih-tao-kou	id=g:2046200
Xinfudong	id=g:2046201
Tazai Shan	id=g:2046202
Nongmudong	id=g:2046203
Jiyangpu	id=g:2046204
Xiaomalugou	id=g:2046205
Xiacun	id=g:2046206
Dasidong	id=g:2046207
Wanbaogang	id=g:2046208
Shibadao Gou	id=g:2046209
An-lo-t’ing	id=g:2046240
Hsia-p’a Shan	id=g:2046305
Wan-nien-t’un	id=g:2046306
Shuang-ting-ts’un	id=g:2046307
Erdaohezi	id=g:2046308
Mu-fen-fang	id=g:2046309
P’u-an-t’un	id=g:2046310
Yang-ta-fang	id=g:2046311
Ta-k’ang Shan	id=g:2046312
Guaizikangtun	id=g:2046313
Caomiaozi	id=g:2046314
Nieh-chia-t’un	id=g:2046315
Songjiajie	id=g:2046316
Li-ta-ch’iao	id=g:2046317
Huang-chiu-kuan	id=g:2046318
Shan-ho-chen	id=g:2046319
Hsien-jen-tung	id=g:2046337
Liaoyuan	id=g:2046338
Hsien-jen-tung	id=g:2046340
Lien-cheng-ts’un	id=g:2046341
Liu-chien-t’un	id=g:2046342
T’ai-p’ing-kou	id=g:2046343
Tz’u-lu-wo Ho	id=g:2046344
Teng-kan Ho	id=g:2046345
Hsiang-shui-yüan-tzu	id=g:2046346
Erh-shih-i-fang-ti	id=g:2046347
Ta-yü-shu	id=g:2046348
Songjiajie	id=g:2046349
Taipinghe	id=g:2046350
Hei Ting-tzu	id=g:2046351
Hsi-ta-kou	id=g:2046352
Changxingtun	id=g:2046353
Houxianrengou	id=g:2046371
Liudaogou	id=g:2046377
Ankou Dingzi	id=g:2046378
Dabeicha	id=g:2046380
Dasha He	id=g:2046388
Kangdaying	id=g:2046389
Xingling	id=g:2046390
Shuguang	id=g:2046391
Jinhua	id=g:2046392
Xinfa	id=g:2046393
Chiang-chia-kou	id=g:2046409
Chen-an	id=g:2046410
Si-Mei Xian	id=g:2046411
Ta-wan-liang Ho	id=g:2046412
Pan-chia-kou	id=g:2046413
Lung-hsing-ts’un	id=g:2046414
Ta-li-shu Ho	id=g:2046415
Fu-an-t’un	id=g:2046416
Ch’eng-tzu-kou	id=g:2046417
Ta-huang-yang-kou	id=g:2046418
Ch’ing-lung-t’un	id=g:2046419
Chia-chia-kou	id=g:2046420
Jen-ho-t’un	id=g:2046421
Wu-ming-t’un	id=g:2046422
Xiatun	id=g:2046423
Ch’eng-tzu-t’un	id=g:2046424
Kao-liang-t’un	id=g:2046425
Cheng-chia-ta-yüan	id=g:2046426
Xiaosiping	id=g:2046429
Mei He	id=g:2046430
Laoyeling	id=g:2046431
Longshan	id=g:2046432
Baiyundingzi Shan	id=g:2046433
Tukouzi	id=g:2046434
Xinmintun	id=g:2046435
Ganjingzi	id=g:2046436
Ying’emen	id=g:2046437
Lao-hu Ting-tzu	id=g:2046438
Wu-k’uei Ting-tzu	id=g:2046439
Shen-Ji Xian	id=g:2046440
Mei-Ji Xian	id=g:2046441
Erlongshan	id=g:2046442
Renhe	id=g:2046477
Dongfeng	id=g:2046478
Meihekou	id=g:2046479
Changsheng	id=g:2046484
Liudafang	id=g:2046497
Toudaogou	id=g:2046499
Yangshuhe Linchang	id=g:2046547
Cheng-shen-kou	id=g:2046548
Jinyinbie	id=g:2046549
Jinyinbiekouzi	id=g:2046550
Kao-teng-ch’ang	id=g:2046551
Sandaolazi He	id=g:2046552
Xiaobutun	id=g:2046553
Erdaolazi He	id=g:2046554
Liu-shu-ho-tzu	id=g:2046555
Fuqiang	id=g:2046556
Gaochengtun	id=g:2046557
Yangcaogou	id=g:2046558
Hsi-yang-ts’ao-kou-tzu	id=g:2046559
Tung-nan-ch’a	id=g:2046560
Xiaoshahe	id=g:2046561
Sidaobai He	id=g:2046562
Shirengou	id=g:2046563
Ch’ang-shui-t’un	id=g:2046564
Xinglonghe	id=g:2046565
Ta-hsing-t’un	id=g:2046566
Sandaobai He	id=g:2046567
Naitou He	id=g:2046568
Wa-t’ou Shan	id=g:2046569
Yingbi Shan	id=g:2046570
Erdaosongjiang He	id=g:2046571
Songjiang He	id=g:2046572
Ta-niu Ho	id=g:2046573
Laosongjiang He	id=g:2046574
Chien-ch’ang-kou-tzu	id=g:2046575
Sandaosongjiang He	id=g:2046576
Chü-shih-lei-tzu	id=g:2046577
Pan-shih Ho-tzu	id=g:2046578
Ta-sha Ho	id=g:2046579
Ts’ao-tzu Ho	id=g:2046580
Lushui He	id=g:2046581
Kuo-chen Shan	id=g:2046582
Yongqing	id=g:2046583
Liangjiatun	id=g:2046584
Ying-tsui-la-t’un	id=g:2046585
Tung-hsiu-chia-t’un	id=g:2046586
Lu-chia-t’un	id=g:2046587
Ch’ing-i-t’un	id=g:2046588
Keng-t’un	id=g:2046589
Xiaoguokuitun	id=g:2046590
Nanchaoyang	id=g:2046591
Ta-yü-shu	id=g:2046592
Pei-ta-kou-k’uei	id=g:2046593
Chao-chia-tien-t’un	id=g:2046594
Chao-chia	id=g:2046595
Hsin-ying	id=g:2046596
Pei-ta-p’ing	id=g:2046597
Yü-min-t’un	id=g:2046598
Chi-chia-chieh	id=g:2046599
Huifacheng	id=g:2046600
Ch’ang-ch’un	id=g:2046601
Ssu-tao-yang-ch’a	id=g:2046602
Huoshizuicun	id=g:2046603
Hsiao-chien-ch’ang-kou	id=g:2046604
Ta-ch’ing-kou-tzu	id=g:2046605
Ta-hei-k’eng	id=g:2046606
Hsiu-chiao-p’u	id=g:2046607
Chien-shan-kou	id=g:2046608
Ta-huang-kou Shan	id=g:2046609
Pan-la-pei	id=g:2046610
Hou-ku-ch’eng-tzu	id=g:2046611
I-mu-shu Ho	id=g:2046612
Dongjiangdao	id=g:2046613
T’u-men-tzu	id=g:2046614
Ta-huang-kou	id=g:2046615
Dabian Gou	id=g:2046616
Xiaobiangou	id=g:2046617
Shen-Ji Xian	id=g:2046618
Gaojigang	id=g:2046619
Yongkang	id=g:2046620
Ta-k’an-ch’uan-kou-men	id=g:2046621
Hsiang-yang-p’u-t’un	id=g:2046622
Shimiaozi	id=g:2046623
Liujiajie	id=g:2046624
Ti-ch’e-tzu-kou	id=g:2046625
Chien-shan-tzu	id=g:2046626
Fangjiajie	id=g:2046627
Lung-kang Shan	id=g:2046628
Erh-tao-yang-ch’a	id=g:2046629
Shabaotangcun	id=g:2046630
Majiajie	id=g:2046631
Liudaogoutun	id=g:2046632
Yung-chi-ts’un	id=g:2046633
T’u-men-tzu	id=g:2046634
Yung-hu-kou	id=g:2046635
Shang-hsiao-p’u	id=g:2046636
Ta-hsi-ch’a	id=g:2046637
Ho-hsi	id=g:2046638
Pa-pan-chieh	id=g:2046639
Miao-ling-kou	id=g:2046640
Chuan-hsin-hu	id=g:2046641
La-tzu-tsui	id=g:2046642
Sha Ho	id=g:2046643
Chiao-pu-tien-tzu	id=g:2046644
Miao-kou	id=g:2046645
Fu-hsing-p’u-t’un	id=g:2046646
Ma-chia-ling	id=g:2046647
T’ang-t’un	id=g:2046648
Sunjiajie	id=g:2046649
Huang-ch’i-kou	id=g:2046650
Shih-p’ai-kou	id=g:2046651
Ch’a-hu-tiao Shan	id=g:2046652
Fu-ho-t’un	id=g:2046653
Hsin-shun-p’u	id=g:2046654
I-lung-p’u	id=g:2046655
Wei-t’ang-kou	id=g:2046656
San-ho-p’u	id=g:2046657
Tso-ho-ts’un	id=g:2046658
Banshihe	id=g:2046659
An-ch’üan-p’u	id=g:2046660
Ping’anchuan	id=g:2046661
Pai-ch’i-p’u	id=g:2046662
Ching-chia-p’u-tzu	id=g:2046663
Pi-chia-chieh	id=g:2046664
Jiumen	id=g:2046665
Shih-ta-yüan	id=g:2046666
Nancha	id=g:2046667
Chung-chiang-tao	id=g:2046668
Hsing-ching-erh-tao-kou	id=g:2046669
Xiangshuihezi	id=g:2046670
Ta-ch’u-ma-ts’ai-kou	id=g:2046671
Tung-chi-ch’ang	id=g:2046672
Taipingchuan	id=g:2046673
Lung-wang-miao-t’un	id=g:2046674
Leng-chia-kou	id=g:2046675
Jen-ho-p’u	id=g:2046676
Miao-ch’ien	id=g:2046677
Dayishan	id=g:2046678
Yang-chia	id=g:2046679
Ha-la-ho-k’ou	id=g:2046680
Tung-chia	id=g:2046681
Ha-la-ho-kang	id=g:2046682
Erh-ku-liu	id=g:2046683
Hung-ch’i-kou	id=g:2046684
Shang-p’ai	id=g:2046685
Chang-chia-p’u-tzu	id=g:2046686
Guanjia	id=g:2046687
Lo-t’ung Shan-mo	id=g:2046688
Ta-la-tzu-kou-t’un	id=g:2046689
Chin-hua	id=g:2046690
Ha-ma-ch’üan-yen	id=g:2046691
Ma-lu-kou Ling	id=g:2046692
Hsin-ling-kou	id=g:2046693
Nansipingjie	id=g:2046694
Yu-lu-kou	id=g:2046695
Ch’ing-kou-tzu	id=g:2046696
Li-nan-kou	id=g:2046697
Pei-yang-kou	id=g:2046698
Hsiao-ch’ing-kou	id=g:2046699
Chu-liu Ho	id=g:2046700
Hsi-ch’a	id=g:2046701
Ch’ü-ma-ts’ai-kou	id=g:2046702
Sidaogou	id=g:2046703
Pao-tzu-chüan	id=g:2046704
Lao-hei-pei	id=g:2046705
Hsiao-pei-kou	id=g:2046706
Chien-shui-liang-tzu	id=g:2046707
Wu-ko-lien-ting-tzu	id=g:2046708
Erh-tao-kou	id=g:2046709
Chung-yang-mu-hsia	id=g:2046710
Yingying	id=g:2046711
Hou He	id=g:2046712
Liangshui He	id=g:2046713
Hung-t’u-tui	id=g:2046714
Dadianzi	id=g:2046715
Badaogou	id=g:2046716
Tung-hu-lu-tou	id=g:2046717
Me-tao-kou	id=g:2046718
Pa-ma-ch’iao-tzu	id=g:2046719
Wazigou	id=g:2046720
Hung-teng-pei	id=g:2046721
Huajianzi	id=g:2046722
Ho-nan	id=g:2046723
Shih-hui-yao-tzu	id=g:2046724
Mu-lo-yu-tzu Shan	id=g:2046725
Feng-chia-p’u-tzu	id=g:2046726
Tung-pei-teng	id=g:2046727
Dahuanggoubei Cha	id=g:2046728
Ta-tung-ko	id=g:2046729
Ssu-tao-yang-ch’a	id=g:2046730
Pei-ch’a	id=g:2046731
Kan-pa-ho	id=g:2046732
Ch’ing-yün-ssu	id=g:2046733
Ta-ch’ing Shan	id=g:2046734
Shih-miao-tzu	id=g:2046735
Ta-yang-p’u-tzu	id=g:2046736
Pao-an-t’un	id=g:2046737
Kao-chia	id=g:2046738
Pien-shih-ha-ta	id=g:2046739
Dangshi He	id=g:2046740
Wu-tao-kou	id=g:2046741
Wu-chia-chieh	id=g:2046742
Chin-chia-chieh	id=g:2046743
Donglaotaichaoxianzuxiang	id=g:2046744
Liudaohezichaoxianzuxiang	id=g:2046745
Yen-t’ung Shan	id=g:2046746
Hei-lü-tzu	id=g:2046747
Huanggoudianzicun	id=g:2046748
Mi-ts’ang-kou	id=g:2046749
Wan-wan-ch’uan	id=g:2046750
Shuangshuidong	id=g:2046751
Daqiupigoucun	id=g:2046752
Shih-feng	id=g:2046753
Pei-ling-tzu Shan	id=g:2046754
Hou-niu-mao	id=g:2046755
Ta-en-p’u	id=g:2046756
Guosongchuan	id=g:2046757
Niumaoda Shan	id=g:2046758
Ta-nan-ch’a	id=g:2046759
Lao-niu-chuan Shan	id=g:2046760
Ch’ien-niu-mao	id=g:2046761
Ch’ien-niu-mao-kou	id=g:2046762
Ch’eng-t’ou	id=g:2046763
Daqinggou	id=g:2046764
Ch’ing-lo-p’ao	id=g:2046765
Daya He	id=g:2046766
Ta-erh Ho	id=g:2046767
Hsiao-ya Ho	id=g:2046768
