Ntambu	id=g:900486
Mwizara	id=g:902553
Mwiyidi	id=g:902554
Mwiya wa Sianga	id=g:902555
Mwiya wa Mwaliye	id=g:902556
Mwiya Siwelewele	id=g:902557
Mwiyana	id=g:902558
Mwiyaluka	id=g:902559
Mwiyakwinda	id=g:902560
Mwiyaku	id=g:902561
Mwiya	id=g:902562
Mwiya	id=g:902563
Mwiya	id=g:902564
Mwiya	id=g:902565
Mwiya	id=g:902566
Mwiya	id=g:902567
Mwiya	id=g:902568
Mwiya	id=g:902569
Mwiya	id=g:902570
Mwiya	id=g:902571
Mwiya	id=g:902572
Mwiya	id=g:902573
Mwiya	id=g:902574
Mwiya	id=g:902575
Mwiya	id=g:902576
Mwiya	id=g:902577
Mwiwu	id=g:902578
Mwiware	id=g:902579
Mwitwa	id=g:902580
Mwitumwa	id=g:902581
Mwitoto	id=g:902582
Mwito	id=g:902583
Mwitira	id=g:902584
Mwitimpi	id=g:902585
Mwite Ela	id=g:902586
Mwitakuwili	id=g:902587
Mwita	id=g:902588
Mwita	id=g:902589
Mwita	id=g:902590
Mwita	id=g:902591
Mwisiya	id=g:902592
Mwishimba	id=g:902593
Mwishimba	id=g:902594
Mwishilila	id=g:902595
Mwishiki Chabala	id=g:902596
Mwisa	id=g:902597
Mwiru	id=g:902598
Mwiri Hill	id=g:902599
Mwiri	id=g:902600
Mwipakalulu	id=g:902601
Mwipafu	id=g:902602
Mwioba	id=g:902603
Mwinyika	id=g:902604
Mwinyanta	id=g:902605
Mwinuna	id=g:902606
Mwinuma	id=g:902607
Mwinshilunga	id=g:902608
Mwinkalombi	id=g:902609
Mwiniwisi	id=g:902610
Mwini Vumbo	id=g:902611
Mwininyilamba	id=g:902612
Mwinimutondo	id=g:902613
Mwinimkonde	id=g:902614
Mwini Mirongo	id=g:902615
Mwinilunga District	id=g:902616
Mwinilunga Airfield	id=g:902617
Mwinilunga	id=g:902618
Mwinilunga	id=g:902619
Mwinilunga	id=g:902620
Mwini Lunga	id=g:902621
Mwini Kuya	id=g:902622
Mwinikila	id=g:902623
Mwini	id=g:902624
Mwinguba	id=g:902625
Mwingana	id=g:902626
Mwinga	id=g:902627
Mwinga	id=g:902628
Mwinga	id=g:902629
Mwinenanga	id=g:902630
Mwinemenda	id=g:902631
Mwine Masesa	id=g:902632
Mwinechipeta	id=g:902633
Mwinechilungu	id=g:902634
Mwine	id=g:902635
Mwindisha	id=g:902636
Mwindila	id=g:902637
Mwindamoyo	id=g:902638
Mwinda Extension	id=g:902639
Mwinda	id=g:902640
Mwinda	id=g:902641
Mwinbutala	id=g:902642
Mwina Mpanga	id=g:902643
Mwinamo	id=g:902644
Mwina	id=g:902645
Mwimbula	id=g:902646
Mwimbi	id=g:902647
Mwimba	id=g:902648
Mwimba	id=g:902649
Mwimba	id=g:902650
Mwimba	id=g:902651
Mwimba	id=g:902652
Mwimba	id=g:902653
Mwima	id=g:902654
Mwilye	id=g:902655
Mwilwiji	id=g:902656
Mwilwa	id=g:902657
Mwilondwe	id=g:902658
Mwilo	id=g:902659
Mwiliwa	id=g:902660
Mwila Village	id=g:902661
Mwilamukongo	id=g:902662
Mwila	id=g:902663
Mwila	id=g:902664
Mwila	id=g:902665
Mwila	id=g:902666
Mwila	id=g:902667
Mwila	id=g:902668
Mwikuta	id=g:902669
Mwikuma	id=g:902670
Mwikufi	id=g:902671
Mwikisa	id=g:902672
Mwikisa	id=g:902673
Mwikisa	id=g:902674
Mwikisa	id=g:902675
Mwikayoya	id=g:902676
Mwika	id=g:902677
Mwika	id=g:902678
Mwika	id=g:902679
Mwifumba	id=g:902680
Mwichilo	id=g:902681
Mwibo	id=g:902682
Mwibawa	id=g:902683
Mwibawa	id=g:902684
Mwibanga	id=g:902685
Mwibanga	id=g:902686
Mwiba	id=g:902687
Mwiba	id=g:902688
Mwiatwa	id=g:902689
Mwezi Pool	id=g:902690
Mwezi	id=g:902691
Mwezi	id=g:902692
Mwezi	id=g:902693
Mwezi	id=g:902694
Mwezi	id=g:902695
Mwezi	id=g:902696
Mwezi	id=g:902697
Mwewa	id=g:902698
Mwewa	id=g:902699
Mwetushi	id=g:902700
Mweto	id=g:902701
Mwetela	id=g:902702
Mwesi	id=g:902703
Mweshi Hills	id=g:902704
Mwesapa	id=g:902705
Mwere-Wa-Panda	id=g:902706
Mwera	id=g:902707
Mwepu	id=g:902708
Mwepu	id=g:902709
Mwepa	id=g:902710
Mwenze	id=g:902711
Mwenze Hill	id=g:902712
Mwenyeka	id=g:902713
Mwenye	id=g:902714
Mwenya	id=g:902715
Mwenso	id=g:902716
Mwenshangombe	id=g:902717
Mwense District	id=g:902718
Mwense	id=g:902719
Mwense	id=g:902720
Mwense	id=g:902721
Mwenje	id=g:902722
Mweniyimba	id=g:902723
Mwenikapansa	id=g:902724
Mwenikambangwa	id=g:902725
Mwenichuwe	id=g:902726
Mwenichumba	id=g:902727
Mweni Chifungwe	id=g:902728
Mwengwa	id=g:902729
Mwengu	id=g:902730
Mwengo Rapids	id=g:902731
Mwenge	id=g:902732
Mwenga	id=g:902733
Mwenevuvu	id=g:902734
Mwenenyati	id=g:902735
Mwenenshi	id=g:902736
Mwenendumba	id=g:902737
Mwene Mutondo	id=g:902738
Mwene Mutondo	id=g:902739
Mwenemungomba	id=g:902740
Mwenemundu	id=g:902741
Mwenemilumbu	id=g:902742
Mwenemauli	id=g:902743
Mwenemauli	id=g:902744
Mwenemauli	id=g:902745
Mwenematu	id=g:902746
Mwenekandala	id=g:902747
Mwenekalunga	id=g:902748
Mweneka	id=g:902749
Mwenechilungu	id=g:902750
Mwenechiengele	id=g:902751
Mwendu	id=g:902752
Mwendolya	id=g:902753
Mwendiana	id=g:902754
Mwende	id=g:902755
Mwendazila	id=g:902756
Mwenda Nyama Hill	id=g:902757
Mwendani	id=g:902758
Mwendafye Hills	id=g:902759
Mwendafye	id=g:902760
Mwendachabe Village	id=g:902761
Mwendachabe School	id=g:902762
Mwendabai	id=g:902763
Mwendabai	id=g:902764
Mwendabai	id=g:902765
Mwenda	id=g:902766
Mwenda	id=g:902767
Mwenda	id=g:902768
Mwenda	id=g:902769
Mwenda	id=g:902770
Mwenda	id=g:902771
Mwenda	id=g:902772
Mwenda	id=g:902773
Mwenda	id=g:902774
Mwenda	id=g:902775
Mwenda	id=g:902776
Mwenda	id=g:902777
Mwenda	id=g:902778
Mwenda	id=g:902779
Mwenda	id=g:902780
Mwenda	id=g:902781
Mwenda	id=g:902782
Mwenda	id=g:902783
Mwenba	id=g:902784
Mwena	id=g:902785
Mwena	id=g:902786
Mwena	id=g:902787
Mwemwe	id=g:902788
Mwempe	id=g:902789
Mwemenena	id=g:902790
Mwembwe	id=g:902791
Mwembwe	id=g:902792
Mwembwe	id=g:902793
Mwembo	id=g:902794
Mwembezi	id=g:902795
Mwembezi	id=g:902796
Mwembeshi	id=g:902797
Mwembeshi	id=g:902798
Mwembeshi	id=g:902799
Mwembe	id=g:902800
Mwembe	id=g:902801
Mwemba	id=g:902802
Mwemba	id=g:902803
Mwemba	id=g:902804
Mwemba	id=g:902805
Mwemba	id=g:902806
Mwemba	id=g:902807
Mwemba	id=g:902808
Mwemba	id=g:902809
Mwema Nyala	id=g:902810
Mwelwe	id=g:902811
Mwelwansefu	id=g:902812
Mwelwanganga	id=g:902813
Mwelwa-Kunda	id=g:902814
Mwelwa Chibebebe	id=g:902815
Mwelwa	id=g:902816
Mwelushi Mission	id=g:902817
Mwelushi	id=g:902818
Mwelushi	id=g:902819
Mwelushi	id=g:902820
Mwelu	id=g:902821
Mweli	id=g:902822
Mwelensefu Hill	id=g:902823
Mwelemuka	id=g:902824
Mwelemu	id=g:902825
Mwelemba	id=g:902826
Mwelekumbi Munono	id=g:902827
Mwelekumbi	id=g:902828
Mwele	id=g:902829
Mwela Rocks	id=g:902830
Mwelalo	id=g:902831
Mwela	id=g:902832
Mwela	id=g:902833
Mwela	id=g:902834
Mwekera	id=g:902835
Mweke	id=g:902836
Mweke	id=g:902837
Mwefu	id=g:902838
Mweele	id=g:902839
Mwebo School	id=g:902840
Mwebo	id=g:902841
Mwebi	id=g:902842
Mwebe	id=g:902843
Mweba Hills	id=g:902844
Mwaziputa Hill	id=g:902845
Mwayowamo Canal	id=g:902846
Mwayila	id=g:902847
Mwayiba	id=g:902848
Mwayanguba	id=g:902849
Mwawa	id=g:902850
Mwavi	id=g:902851
Mwauluka	id=g:902852
Mwaula	id=g:902853
Mwatishi	id=g:902854
Mwatishi	id=g:902855
Mwatezi	id=g:902856
Mwatesi	id=g:902857
Mwateshi	id=g:902858
Mwateshi	id=g:902859
Mwateshi	id=g:902860
Mwateshi	id=g:902861
Mwateshi	id=g:902862
Mwateshi	id=g:902863
Mwateshi	id=g:902864
Mwata	id=g:902865
Mwata	id=g:902866
Mwasusulanzi	id=g:902867
Mwasoma	id=g:902868
Mwashilinda	id=g:902869
Mwashi	id=g:902870
Mwasha	id=g:902871
Mwasenga	id=g:902872
Mwase Mpangwe School	id=g:902873
Mwase Mpangwe School	id=g:902874
Mwase Mpangwe	id=g:902875
Mwase Lundazi	id=g:902876
Mwase Dam	id=g:902877
Mwase	id=g:902878
Mwase	id=g:902879
Mwase	id=g:902880
Mwasauke	id=g:902881
Mwasashimba	id=g:902882
Mwasangashi	id=g:902883
Mwasamu	id=g:902884
Mwasamamba	id=g:902885
Mwasa	id=g:902886
Mwapwa	id=g:902887
Mwapula	id=g:902888
Mwapula	id=g:902889
Mwapi Mutamuna	id=g:902890
Mwape School	id=g:902891
Mwape Mukonso	id=g:902892
Mwape Mbusha	id=g:902893
Mwape Mapulanga	id=g:902894
Mwape Katondo	id=g:902895
Mwape Chisansa	id=g:902896
Mwape Chiputi	id=g:902897
Mwape	id=g:902898
Mwanza School	id=g:902899
Mwanza Mubemba	id=g:902900
Mwanza Konjoma Hills	id=g:902901
Mwanzachilumbi	id=g:902902
Mwanzachibanza	id=g:902903
Mwanza	id=g:902904
Mwanza	id=g:902905
Mwanza	id=g:902906
Mwanza	id=g:902907
Mwanza	id=g:902908
Mwanza	id=g:902909
Mwanza	id=g:902910
Mwanza	id=g:902911
Mwanza	id=g:902912
Mwanyangombe	id=g:902913
Mwanyange	id=g:902914
Mwanya	id=g:902915
Mwanwa	id=g:902916
Mwantenje	id=g:902917
Mwansulama	id=g:902918
Mwanshi Ngosa	id=g:902919
Mwansa-Nsundo	id=g:902920
Mwansankano	id=g:902921
Mwansala	id=g:902922
Mwansakombe	id=g:902923
Mwansafya	id=g:902924
Mwansa Chibale	id=g:902925
Mwansa Chawa Hills	id=g:902926
Mwansabantu	id=g:902927
Mwansa	id=g:902928
Mwansa	id=g:902929
Mwansa	id=g:902930
Mwanomei	id=g:902931
Mwano	id=g:902932
Mwankuwa	id=g:902933
Mwanje	id=g:902934
Mwanje	id=g:902935
Mwanjawira	id=g:902936
Mwanjawantu	id=g:902937
Mwanjangulu	id=g:902938
Mwanja	id=g:902939
Mwanja	id=g:902940
Mwanino	id=g:902941
Mwanino	id=g:902942
Mwanina	id=g:902943
Mwanimesso	id=g:902944
Mwanika	id=g:902945
Mwani	id=g:902946
Mwani	id=g:902947
Mwangwa	id=g:902948
Mwangula	id=g:902949
Mwangula	id=g:902950
Mwangula	id=g:902951
Mwangu	id=g:902952
Mwangu	id=g:902953
Mwangowansofu	id=g:902954
Mwangilila	id=g:902955
Mwangila	id=g:902956
Lake Mwange	id=g:902957
Mwange	id=g:902958
Mwange	id=g:902959
Mwangazi	id=g:902960
Mwangazi	id=g:902961
Mwangazi	id=g:902962
Mwangazi	id=g:902963
Mwangavula Hills	id=g:902964
Mwangavula	id=g:902965
Mwangana	id=g:902966
Mwangana	id=g:902967
Mwangama	id=g:902968
Mwangalala	id=g:902969
Mwangalala	id=g:902970
Mwangala	id=g:902971
Mwangala	id=g:902972
Mwangala	id=g:902973
Mwangala	id=g:902974
Mwanga Hills	id=g:902975
Mwanga Hills	id=g:902976
Mwanga	id=g:902977
Mwanga	id=g:902978
Mwanga	id=g:902979
Mwanga	id=g:902980
Mwanekabo	id=g:902981
Mwandwe	id=g:902982
Mwandwe	id=g:902983
Mwandwe	id=g:902984
Mwandwe	id=g:902985
Mwandwa	id=g:902986
Mwanduwa	id=g:902987
Mwandu Eliya	id=g:902988
Mwandu	id=g:902989
Mwando Chipewa	id=g:902990
Mwando	id=g:902991
Mwandindi Hills	id=g:902992
Mwandi Kuta	id=g:902993
Mwandi Kuta	id=g:902994
Mwandi	id=g:902995
Mwandi	id=g:902996
Mwandi	id=g:902997
Mwandi	id=g:902998
Mwandi	id=g:902999
Mwandganda	id=g:903000
Mwandelu	id=g:903001
Mwande	id=g:903002
Mwande	id=g:903003
Mwandauka	id=g:903004
Mwanda Shengwe	id=g:903005
Mwandangombe	id=g:903006
Mwandamu	id=g:903007
Mwandama	id=g:903008
Mwandaluma	id=g:903009
Mwanda Hill	id=g:903010
Mwandafisi Hill	id=g:903011
Mwandabala	id=g:903012
Mwanda	id=g:903013
Mwanda	id=g:903014
Mwanda	id=g:903015
Mwanda	id=g:903016
Mwanda	id=g:903017
Mwanayalabi	id=g:903018
Mwanawiri	id=g:903019
Mwanawampangwe Hill	id=g:903020
Mwanauti	id=g:903021
Mwanauti	id=g:903022
Mwanauta	id=g:903023
Mwanauta	id=g:903024
Mwanaumo	id=g:903025
Mwanaumo	id=g:903026
Mwanaumo	id=g:903027
Mwanatete Kuta	id=g:903028
Mwanatete	id=g:903029
Mwanasitutu	id=g:903030
Mwanasiti	id=g:903031
Mwanasikatondo	id=g:903032
Mwanasifi	id=g:903033
Mwanashipopa	id=g:903034
Mwanashanyumba	id=g:903035
Mwanashalulwe	id=g:903036
Mwanapenza	id=g:903037
Mwanaota	id=g:903038
Mwananyundo	id=g:903039
Mwananyundo	id=g:903040
Mwananyanda	id=g:903041
Mwananyanda	id=g:903042
Mwanankuku	id=g:903043
Mwanankole	id=g:903044
Mwananja	id=g:903045
Mwanani	id=g:903046
Mwanangumune	id=g:903047
Mwanangona	id=g:903048
Mwanangombe	id=g:903049
Mwanangombe	id=g:903050
Mwanangombe	id=g:903051
Mwanangombe	id=g:903052
Mwanangombe	id=g:903053
Mwanangombe	id=g:903054
Mwanango	id=g:903055
Mwananawa	id=g:903056
Mwananawa	id=g:903057
Mwanamyanda	id=g:903058
Mwanamwipi	id=g:903059
Mwanamwele	id=g:903060
Mwanamwela	id=g:903061
Mwana-Mwata	id=g:903062
Mwanamwambo	id=g:903063
Mwanamwalu	id=g:903064
Mwana Mwalie Matengu	id=g:903065
Mwanamwalie Induna	id=g:903066
Mwanamwalie	id=g:903067
Mwanamwalie	id=g:903068
Mwanamwale	id=g:903069
Mwanamuyamba	id=g:903070
Mwanamuweshi	id=g:903071
Mwanamuweshi	id=g:903072
Mwanamute	id=g:903073
Mwanamushinso	id=g:903074
Mwanamushinda	id=g:903075
Mwanamungela	id=g:903076
Mwanamulezha	id=g:903077
Mwanamulambo	id=g:903078
Mwanamukumbi	id=g:903079
Mwanamuchochoma	id=g:903080
Mwanampumbe	id=g:903081
Mwanampila	id=g:903082
Mwanampengu	id=g:903083
Mwanamomba	id=g:903084
Mwanamitowa	id=g:903085
Mwana-Mitoa Hill	id=g:903086
Mwanaminda	id=g:903087
Mwanamena	id=g:903088
Mwanambuyu	id=g:903089
Mwanambuyu	id=g:903090
Mwanambuyu	id=g:903091
Mwanamatabele	id=g:903092
Mwanamanshi	id=g:903093
Mwanamano	id=g:903094
Mwanamano	id=g:903095
Mwanamangi	id=g:903096
Mwanamambo	id=g:903097
Mwanamambo	id=g:903098
Mwanamambo	id=g:903099
Mwanamakwa	id=g:903100
Mwanamagwili	id=g:903101
Mwanamaa	id=g:903102
Mwanalushi	id=g:903103
Mwanalushi	id=g:903104
Mwana-Lumwana	id=g:903105
Mwanalulenga	id=g:903106
Mwanalubinga	id=g:903107
Mwanaluano	id=g:903108
Mwanaliongolo	id=g:903109
Mwanaliongola	id=g:903110
Mwanalemba	id=g:903111
Mwanalemba	id=g:903112
Mwanakwanaula	id=g:903113
Mwanakota	id=g:903114
Mwanakonse	id=g:903115
Mwanakifumo	id=g:903116
Mwanakatimbe	id=g:903117
Mwanakasuwa	id=g:903118
Mwanakapotwe	id=g:903119
Mwanakangomba	id=g:903120
Mwanakambwe	id=g:903121
Mwanakambwa	id=g:903122
Mwanakalonga	id=g:903123
Mwanakachi	id=g:903124
Mwanakabwata	id=g:903125
Mwanakabwata	id=g:903126
Mwanachunga	id=g:903127
Mwanachiyanda	id=g:903128
Mwanachiyaba	id=g:903129
Mwanachisalu	id=g:903130
Mwanachisaka	id=g:903131
Mwanachinungwe	id=g:903132
Mwanachingwala	id=g:903133
Mwanachima	id=g:903134
Mwanachilenga	id=g:903135
Mwanachanga	id=g:903136
Mwanabunga	id=g:903137
Mwanabanduwe	id=g:903138
Mwanabanduwe	id=g:903139
Mwana	id=g:903140
Mwamutabe	id=g:903141
Mwamulando	id=g:903142
Mwampanda	id=g:903143
Mwamo	id=g:903144
Mwami Mission	id=g:903145
Mwamilamba	id=g:903146
Mwami	id=g:903147
Mwami	id=g:903148
Mwami	id=g:903149
Mwami	id=g:903150
Mwamfuli	id=g:903151
Mwamena	id=g:903152
Mwambwe	id=g:903153
Mwambwanalwendo	id=g:903154
Mwambwa	id=g:903155
Mwambwa	id=g:903156
Mwambwa	id=g:903157
Mwambwa	id=g:903158
Mwambwa	id=g:903159
Mwambwa	id=g:903160
Mwambwa	id=g:903161
Mwambuto	id=g:903162
Mwambuli	id=g:903163
Mwambulazumba School	id=g:903164
Mwambula School	id=g:903165
Mwambula	id=g:903166
Mwambula	id=g:903167
Mwambula	id=g:903168
Mwambula	id=g:903169
Mwamboshi	id=g:903170
Mwambinda	id=g:903171
Mwambila	id=g:903172
Mwambi	id=g:903173
Mwambi	id=g:903174
Mwambi	id=g:903175
Mwambi	id=g:903176
Mwambeshi	id=g:903177
Mwambau	id=g:903178
Mwambashi	id=g:903179
Mwambashi	id=g:903180
Mwambalila	id=g:903181
Mwambala	id=g:903182
Mwamba Island	id=g:903183
Mwambachimo	id=g:903184
Mwamba	id=g:903185
Mwamba	id=g:903186
Mwamba	id=g:903187
Mwamba	id=g:903188
Mwamadi	id=g:903189
Mwama	id=g:903190
Mwalwa	id=g:903191
Mwalushi	id=g:903192
Mwalulele	id=g:903193
Mwalula	id=g:903194
Mwalukira	id=g:903195
Mwalubu	id=g:903196
Mwalube	id=g:903197
Mwalo	id=g:903198
Mwalizi	id=g:903199
Mwalilia	id=g:903200
Mwalilengela	id=g:903201
Mwalilanda	id=g:903202
Mwalifisubula	id=g:903203
Mwalie	id=g:903204
Mwalie	id=g:903205
Mwalie	id=g:903206
Mwalie	id=g:903207
Mwaleshi	id=g:903208
Mwaleshi	id=g:903209
Mwaleli	id=g:903210
Mwale	id=g:903211
Mwale	id=g:903212
Mwalasi	id=g:903213
Mwalanda	id=g:903214
Mwalamushiko	id=g:903215
Mwalambilambi	id=g:903216
Mwalala	id=g:903217
Mwalala	id=g:903218
Mwala	id=g:903219
Mwala	id=g:903220
Mwala	id=g:903221
Mwala	id=g:903222
Mwala	id=g:903223
Mwala	id=g:903224
Mwala	id=g:903225
Mwala	id=g:903226
Mwala	id=g:903227
Mwala	id=g:903228
Mwakwe	id=g:903229
Mwakushi	id=g:903230
Mwakoi	id=g:903231
Mwakoi	id=g:903232
Mwakoi	id=g:903233
Mwako Hills	id=g:903234
Mwakana	id=g:903235
Mwakamonwa	id=g:903236
Mwakambiko	id=g:903237
Mwakalasa	id=g:903238
Mwaka	id=g:903239
Mwajimvita	id=g:903240
Mwajiaga	id=g:903241
Mwaisha	id=g:903242
Mwaiba	id=g:903243
Mwahono	id=g:903244
Mwafwe	id=g:903245
Mwafushi	id=g:903246
Mwafilo	id=g:903247
Mwafi	id=g:903248
Mwafi	id=g:903249
Mwachisompola Agricultural Camp	id=g:903250
Mwachisompola	id=g:903251
Mwachimani	id=g:903252
Mwachilenga	id=g:903253
Mwachalo	id=g:903254
Mwabinga	id=g:903255
Mwaba	id=g:903256
Mwaayo	id=g:903257
Mvuzu	id=g:903258
Mvuwe Hill	id=g:903259
Mvuvye West Protected Forest Area	id=g:903260
Mvuvye Protected Forest Area	id=g:903261
Mvuvye	id=g:903262
Mvuti	id=g:903263
Mvunguti	id=g:903264
Mvumbo	id=g:903265
Mvumbo	id=g:903266
Mvumbi	id=g:903267
Mvuma	id=g:903268
Mvekani	id=g:903269
Muzuni	id=g:903270
Muzungwe	id=g:903271
Muzungu	id=g:903272
Muzungu	id=g:903273
Muzungu	id=g:903274
Muzumi	id=g:903275
Muzuma	id=g:903276
Muzuma	id=g:903277
Muzuma	id=g:903278
Muzuma	id=g:903279
Muzoza	id=g:903280
Muzoka	id=g:903281
Muzizila	id=g:903282
Muzingwe	id=g:903283
Muzimwe	id=g:903284
Muzimbi	id=g:903285
Muzilwa	id=g:903286
Muzila	id=g:903287
Muzikanu	id=g:903288
Muzibi	id=g:903289
Muzibakulu	id=g:903290
Muziba	id=g:903291
Muzeze	id=g:903292
Muzeza	id=g:903293
Muzeya School	id=g:903294
Muzeya	id=g:903295
Muzenze Protected Forest Area	id=g:903296
Muzengami	id=g:903297
Muzela	id=g:903298
Muzebe	id=g:903299
Muze	id=g:903300
Muzaza	id=g:903301
Muzaza	id=g:903302
Muzavwishi	id=g:903303
Muzangumuna	id=g:903304
Muzandu	id=g:903305
Muzala	id=g:903306
Muzabwe	id=g:903307
Muza	id=g:903308
Muyupi	id=g:903309
Muyuni	id=g:903310
Muyungwa	id=g:903311
Muyunga	id=g:903312
Muyundu	id=g:903313
Muyundekwa	id=g:903314
Muyundanalwendo	id=g:903315
Muyunda	id=g:903316
Muyunda	id=g:903317
Muyunda	id=g:903318
Muyunda	id=g:903319
Muyumbana	id=g:903320
Muyumbana	id=g:903321
Muyumbana	id=g:903322
Muyukumo	id=g:903323
Muyubayubi	id=g:903324
Muyu	id=g:903325
Muyu	id=g:903326
Muyoyu	id=g:903327
Muyoyome	id=g:903328
Muyoyo	id=g:903329
Muyoyo	id=g:903330
Muyoyo	id=g:903331
Muyoyeta	id=g:903332
Muyoya	id=g:903333
Muyona	id=g:903334
Muyombo	id=g:903335
Muyombo	id=g:903336
Muyombe	id=g:903337
Muyoba	id=g:903338
Muyinda	id=g:903339
Muyinda	id=g:903340
Muyimbwe	id=g:903341
Muyeyiseyi	id=g:903342
Muyeteka	id=g:903343
Muyeta	id=g:903344
Muyengwe	id=g:903345
Muyengo	id=g:903346
Muyenga	id=g:903347
Muyenga	id=g:903348
Muyenga	id=g:903349
Muyenga	id=g:903350
Muyembe	id=g:903351
Muyembe	id=g:903352
Muyemba	id=g:903353
Muyelu	id=g:903354
Muyelela	id=g:903355
Muyeleka	id=g:903356
Muyela	id=g:903357
Muyeku	id=g:903358
Muyeke	id=g:903359
Muyeke	id=g:903360
Muyeba	id=g:903361
Muyeba	id=g:903362
Muyaya	id=g:903363
Muyawala	id=g:903364
Muyaule	id=g:903365
Muyatwa	id=g:903366
Muyatwa	id=g:903367
Muyatwa	id=g:903368
Muyatwa	id=g:903369
Muyatwa	id=g:903370
Muyatwa	id=g:903371
Muyatwa	id=g:903372
Muyashi	id=g:903373
Muyasansonga	id=g:903374
Muyapekwa	id=g:903375
Muyanwa	id=g:903376
Muyano	id=g:903377
Muyanje	id=g:903378
Muyani	id=g:903379
Muyangwa	id=g:903380
Muyangwa	id=g:903381
Muyangwa	id=g:903382
Muyanga Mpwaya	id=g:903383
Muyanda School	id=g:903384
Muyambe	id=g:903385
Muyambango	id=g:903386
Muyama	id=g:903387
Muyaluka	id=g:903388
Muyaluka	id=g:903389
Muyainkila	id=g:903390
Muyachi	id=g:903391
Muwulola	id=g:903392
Muwonda	id=g:903393
Muwomvi	id=g:903394
Muwomvi	id=g:903395
Muwolokera Hills	id=g:903396
Muwolokera	id=g:903397
Muwize	id=g:903398
Muwiza	id=g:903399
Muwiza	id=g:903400
Muwina	id=g:903401
Muwila	id=g:903402
Muwila	id=g:903403
Muwika	id=g:903404
Muwezwa	id=g:903405
Muwezewa	id=g:903406
Muweswa	id=g:903407
Muweshi	id=g:903408
Muweshi	id=g:903409
Muwesheke	id=g:903410
Muwenje	id=g:903411
Muwema	id=g:903412
Muwele School	id=g:903413
Muwela	id=g:903414
Muwela	id=g:903415
Muwayo	id=g:903416
Muwayo	id=g:903417
Muwayi	id=g:903418
Muwawo	id=g:903419
Muwanka	id=g:903420
Muwaniune	id=g:903421
Muwanguni	id=g:903422
Muwaneyi	id=g:903423
Muwana	id=g:903424
Muwana	id=g:903425
Muwana	id=g:903426
Muwalashi	id=g:903427
Muwala	id=g:903428
Muvwi	id=g:903429
Muvwalangunga	id=g:903430
Muvumi	id=g:903431
Muvumbi	id=g:903432
Muvuma Hills	id=g:903433
Muvuma	id=g:903434
Muvuma	id=g:903435
Muvuli	id=g:903436
Muvombo	id=g:903437
Muvoche	id=g:903438
Muviana	id=g:903439
Muveyeta	id=g:903440
Muveteka	id=g:903441
Muveta	id=g:903442
Muuyi	id=g:903443
Muumi	id=g:903444
Muumbi	id=g:903445
Mutwiwa-Walongo	id=g:903446
Mutwipansi	id=g:903447
Mutwi	id=g:903448
Mutwewankoko	id=g:903449
Mutwewakai	id=g:903450
Mutwewakai	id=g:903451
Mutwesa	id=g:903452
Mutwenzovu	id=g:903453
Mutwensovu	id=g:903454
Mutwena	id=g:903455
Mutwe	id=g:903456
Mutwe	id=g:903457
Mutwati	id=g:903458
Mutwase	id=g:903459
Mutwanjili	id=g:903460
Mutwanezi	id=g:903461
Mutwamombo	id=g:903462
Mutwamo	id=g:903463
Mutwamo	id=g:903464
Mutwamina Island	id=g:903465
Mutwamina	id=g:903466
Mutwali	id=g:903467
Mutwale	id=g:903468
Mutuwanyama	id=g:903469
Mutuwanjouu	id=g:903470
Mutu wa Ngombe	id=g:903471
Mututwa	id=g:903472
Mututu	id=g:903473
Mututi	id=g:903474
Mutupila	id=g:903475
Mutupa	id=g:903476
Mutupa	id=g:903477
Mutupa	id=g:903478
Mutupa	id=g:903479
Mutupa	id=g:903480
Mutupa	id=g:903481
Mutunta	id=g:903482
Mutungumuna	id=g:903483
Mutungo	id=g:903484
Mutungi	id=g:903485
Mutungi	id=g:903486
Mutunga	id=g:903487
Mutundwa	id=g:903488
Mutundwa	id=g:903489
Mutundu	id=g:903490
Mutunda	id=g:903491
Mutuna	id=g:903492
Mutumulwana	id=g:903493
Mutume	id=g:903494
Mutumbwe Hill	id=g:903495
Mutumbi Hills	id=g:903496
Mutumbi	id=g:903497
Mutumbashika	id=g:903498
Mutumba Forest	id=g:903499
Mutumbaetwa	id=g:903500
Mutumba	id=g:903501
Mutumba	id=g:903502
Mutumba	id=g:903503
Mutulwa	id=g:903504
Mutulanganga	id=g:903505
Mutula	id=g:903506
Mutukwa	id=g:903507
Mutukuta	id=g:903508
Mutuka	id=g:903509
Mutuka	id=g:903510
Mutubulana	id=g:903511
Mutuabwa	id=g:903512
Mutoyo Siding	id=g:903513
Mutoyo	id=g:903514
Mutoya	id=g:903515
Mutoya	id=g:903516
Mutoweka	id=g:903517
Mutowe	id=g:903518
Mutowe	id=g:903519
Mutowawa	id=g:903520
Mutowa	id=g:903521
Mutoshi	id=g:903522
Mutopolo Hills	id=g:903523
Mutonya	id=g:903524
Mutongo	id=g:903525
Mutonga	id=g:903526
Mutonga	id=g:903527
Mutonga	id=g:903528
Mutonga	id=g:903529
Mutonga	id=g:903530
Mutonga	id=g:903531
Mutonga	id=g:903532
Mutonga	id=g:903533
Mutonena	id=g:903534
Mutondowafunda	id=g:903535
Mutondola	id=g:903536
Mutondo Iron Mine	id=g:903537
Mutondo	id=g:903538
