Phipps Creek	id=g:4484851
Riverview Shopping Center	id=g:4488191
Rives Chapel	id=g:4488192
Rivins Lake	id=g:4488193
Rivins Lake Dam	id=g:4488194
Rizzo Creek	id=g:4488195
River Swamp	id=g:4488196
Roach Creek	id=g:4488197
Road Ridge	id=g:4488198
Roan Creek	id=g:4488199
Road Ridge	id=g:4488200
Roan High Bluff	id=g:4488201
Roan High Knob	id=g:4488202
Roan High Knob Picnic Area	id=g:4488203
Roan High Knob Pinic Area	id=g:4488204
Roan Horse Top	id=g:4488205
Roan Island	id=g:4488206
Roan Landing	id=g:4488207
Roan Mountain	id=g:4488208
Roan Mountain Cemetery Number 2	id=g:4488209
Roan Mountain Church	id=g:4488210
Roan Mountain Gardens Picnic Area Forest Service	id=g:4488211
Roan Mountain Information Center	id=g:4488212
Roan Valley	id=g:4488213
Roan Creek Church	id=g:4488214
Roan Valley Church	id=g:4488215
Roanoac (historical)	id=g:4488216
Roanoke Bible College	id=g:4488217
Roanoke Cemetery	id=g:4488218
Roanoke Chapel	id=g:4488219
Roanoke Chapel	id=g:4488220
Roanoke Chapel	id=g:4488221
Roanoke Chapel	id=g:4488222
Roanoke Church	id=g:4488223
Roanoke Church	id=g:4488224
Roanoke Church	id=g:4488225
Roanoke High School	id=g:4488226
Roanoke Inlet (historical)	id=g:4488227
Roanoke Island	id=g:4488228
Roanoke Island Church	id=g:4488229
Roanoke Marsh	id=g:4488230
Roanoke Marshes Lighthouse	id=g:4488231
Roanoke Rapids	id=g:4488232
Roanoke Rapids Lake	id=g:4488233
Roanoke Rapids Lake Dam	id=g:4488234
Roanoke Rapids Plaza	id=g:4488235
Township of Roanoke Rapids	id=g:4488236
Roanoke River	id=g:4488237
Roan Valley Cemetery	id=g:4488238
Roanoke Sound Bridge	id=g:4488239
Roanoke Sound Channel	id=g:4488240
Roanoke Tabernacle	id=g:4488241
Township of Roanoke	id=g:4488242
Township of Roanoke	id=g:4488243
Roanoke-Chowan Technical Institute	id=g:4488244
Roanoke-Salem Church	id=g:4488245
Roans Chapel	id=g:4488246
Roaring Branch	id=g:4488247
Roaring Branch	id=g:4488248
Roanoke Sound	id=g:4488249
Roaring Branch	id=g:4488250
Roaring Creek	id=g:4488251
Roaring Creek	id=g:4488252
Roaring Creek	id=g:4488253
Roaring Creek	id=g:4488254
Roaring Creek Church	id=g:4488255
Township of Roaring Creek	id=g:4488256
Roaring Fork	id=g:4488257
Roaring Creek Church	id=g:4488258
Roaring Fork	id=g:4488259
Roaring Fork	id=g:4488260
Roaring Fork	id=g:4488261
Roaring Fork	id=g:4488262
Roaring Fork	id=g:4488263
Roaring Fork	id=g:4488264
Roaring Fork	id=g:4488265
Roaring Fork Mountain	id=g:4488266
Roaring Fork Ridge	id=g:4488267
Roaring Fork School	id=g:4488268
Roaring Gap	id=g:4488269
Roaring Gap	id=g:4488270
Roaring Gap	id=g:4488271
Roaring Gap Cemetery	id=g:4488272
Roaring Gap Cemetery	id=g:4488273
Roaring Gap Baptist Church	id=g:4488274
Roaring Gap Church	id=g:4488275
Roaring Gap Lake Dam	id=g:4488276
Roaring Gap Lookout Tower	id=g:4488277
Roaring River	id=g:4488278
Roaring River	id=g:4488279
Roaring Fork Church	id=g:4488280
Roaring River Elementary School	id=g:4488281
Roaring Spout Branch	id=g:4488282
Roaring River Church	id=g:4488283
Roaringrock Mountain	id=g:4488284
Roark Cemetery	id=g:4488285
Roark Cemetery	id=g:4488286
Robbin Gut	id=g:4488287
Robbin Heights Church	id=g:4488288
Robbins	id=g:4488289
Robbins Branch	id=g:4488290
Roaring Spout Falls	id=g:4488291
Robbins Branch	id=g:4488292
Robbins Elementary School	id=g:4488293
Robbins Lake	id=g:4488294
Robbins Lake Dam	id=g:4488295
Robbins Pond	id=g:4488296
Robbins School	id=g:4488297
Robbinsville	id=g:4488298
Robbinsville Elementary School	id=g:4488299
Robbinsville High School	id=g:4488300
Roberdel Pond	id=g:4488301
Roberdel Pond Dam	id=g:4488302
Roberdell	id=g:4488303
Roberdell Baptist Church	id=g:4488304
Roberdell Grammar School (historical)	id=g:4488305
Roberdo	id=g:4488306
Roberson Cemetery	id=g:4488307
Roberson Creek	id=g:4488308
Robbins Gap	id=g:4488309
Roberson Creek	id=g:4488310
Roberson Creek Church	id=g:4488311
Roberson School	id=g:4488312
Roberson Store	id=g:4488313
Robersonville	id=g:4488314
Township of Robersonville	id=g:4488315
Robert F Kennedy Middle School	id=g:4488316
Roberta Church	id=g:4488317
Roberta Mill	id=g:4488318
Roberts Branch	id=g:4488319
Roberson Ridge	id=g:4488320
Roberts Branch	id=g:4488321
Roberts Branch	id=g:4488322
Roberts Cemetery	id=g:4488323
Roberts Cemetery	id=g:4488324
Roberts Cemetery	id=g:4488325
Roberts Cemetery	id=g:4488326
Roberts Cemetery	id=g:4488327
Roberts Chapel	id=g:4488328
Roberts Chapel	id=g:4488329
Roberts Chapel	id=g:4488330
Roberts Cove	id=g:4488331
Roberts Cemetery	id=g:4488332
Roberts Cove	id=g:4488333
Roberts Creek	id=g:4488334
Roberts Grove Church	id=g:4488335
Roberts Lake	id=g:4488336
Roberts Landing	id=g:4488337
Roberts Memorial Baptist Church	id=g:4488338
Roberts Mountain	id=g:4488339
Roberts Mountain	id=g:4488340
Roberts Park	id=g:4488341
Roberts School (historical)	id=g:4488342
Roberts Store (historical)	id=g:4488343
Robertson Cemetery	id=g:4488344
Robertson Creek	id=g:4488345
Roberts Gap	id=g:4488346
Robertson Creek	id=g:4488347
Robertson Field	id=g:4488348
Robertsons Pond	id=g:4488349
Robertsons Pond Dam	id=g:4488350
Robeson County	id=g:4488351
Robeson County Fairgrounds	id=g:4488352
Robeson County School	id=g:4488353
Robeson Memorial Park	id=g:4488354
Robeson Technical Institute	id=g:4488355
Robin Bay	id=g:4488356
Robin Branch	id=g:4488357
Robertson Mountain	id=g:4488358
Robin Branch	id=g:4488359
Robin Hood Road Shopping Center	id=g:4488360
Robin Lake Estates	id=g:4488361
Robin Schusta Park	id=g:4488362
Robin Swamp	id=g:4488363
Robin Hood Trace	id=g:4488364
Robinhood Forest	id=g:4488365
Robinhood Road Church	id=g:4488366
Robins Landing	id=g:4488367
Robins Nest	id=g:4488368
Robins Nest Lake	id=g:4488369
Robins Nest Lake Dam	id=g:4488370
Robins Wood	id=g:4488371
Robinson Branch	id=g:4488372
Robinet (historical)	id=g:4488373
Robinson Cemetery	id=g:4488374
Robinson Cemetery	id=g:4488375
Robinson Cemetery	id=g:4488376
Robinson Cemetery	id=g:4488377
Robinson Cemetery	id=g:4488378
Robinson Cemetery	id=g:4488379
Robinson Cemetery	id=g:4488380
Robinson Cemetery	id=g:4488381
Robinson Cemetery	id=g:4488382
Robinson Cemetery	id=g:4488383
Robinson Chapel	id=g:4488384
Robinson Chapel	id=g:4488385
Robinson Church	id=g:4488386
Robinson Church Community	id=g:4488387
Robinson Cove	id=g:4488388
Robinson Cemetery	id=g:4488389
Robinson Creek	id=g:4488390
Robinson Creek	id=g:4488391
Robinson Gap	id=g:4488392
Robinson Laurel	id=g:4488393
Robinson Heights	id=g:4488394
Robinson Mill Branch	id=g:4488395
Robinson Park	id=g:4488396
Robinson Point	id=g:4488397
Robinson Rough	id=g:4488398
Robinson School	id=g:4488399
Robinson School	id=g:4488400
Robinson Woods	id=g:4488401
Robinsons Lake	id=g:4488402
Robinsons Lake Dam	id=g:4488403
Robinsons Pond	id=g:4488404
Robinsons Pond Dam	id=g:4488405
Robinwood Church	id=g:4488406
Robinwood Crossing Shopping Center	id=g:4488407
Robinwood Lake	id=g:4488408
Robinwood Lake Dam	id=g:4488409
Roby Creek	id=g:4488410
Robinson Point	id=g:4488411
Rochelle Corners	id=g:4488412
Rochelle Pond Dam	id=g:4488413
Rochester Creek	id=g:4488414
Rochelle Blvd School	id=g:4488415
Rock Barn Golf Club	id=g:4488416
Rock Branch	id=g:4488417
Rochester Heights	id=g:4488418
Rock Branch	id=g:4488419
Rock Branch	id=g:4488420
Rock Branch	id=g:4488421
Rock Branch	id=g:4488422
Rock Branch	id=g:4488423
Rock Branch	id=g:4488424
Rock Branch	id=g:4488425
Rock Bridge	id=g:4488426
Rock Camp Branch	id=g:4488427
Rock Bridge School	id=g:4488428
Rock Camp Run	id=g:4488429
Rock Church	id=g:4488430
Rock Creek	id=g:4488431
Rock Creek	id=g:4488432
Rock Church	id=g:4488433
Rock Creek	id=g:4488434
Rock Creek	id=g:4488435
Rock Creek	id=g:4488436
Rock Creek	id=g:4488437
Rock Creek	id=g:4488438
Rock Creek	id=g:4488439
Rock Creek	id=g:4488440
Rock Creek	id=g:4488441
Rock Creek	id=g:4488442
Rock Creek	id=g:4488443
Rock Creek	id=g:4488444
Rock Creek	id=g:4488445
Rock Creek	id=g:4488446
Rock Creek	id=g:4488447
Rock Creek	id=g:4488448
Rock Creek	id=g:4488449
Rock Creek	id=g:4488450
Rock Creek	id=g:4488451
Rock Creek	id=g:4488452
Rock Creek	id=g:4488453
Rock Creek Church	id=g:4488454
Rock Creek Church	id=g:4488455
Rock Creek Church	id=g:4488456
Rock Creek Church	id=g:4488457
Rock Creek Church	id=g:4488458
Rock Creek Falls	id=g:4488459
Rock Creek Gap	id=g:4488460
Rock Creek Knob	id=g:4488461
Rock Creek Methodist Church	id=g:4488462
Rock Creek Mountain	id=g:4488463
Rock Creek Park	id=g:4488464
Township of Rock Creek	id=g:4488465
Township of Rock Creek	id=g:4488466
Rock Cut School (historical)	id=g:4488467
Rock Ford	id=g:4488468
Rock Fork Branch	id=g:4488469
Rock Creek Baptist Church	id=g:4488470
Rock Gap Shelter	id=g:4488471
Rock Grove Baptist Church	id=g:4488472
Rock Grove Cemetery	id=g:4488473
Rock Grove Church	id=g:4488474
Rock Grove Church	id=g:4488475
Rock Hill Baptist Church	id=g:4488476
Rock Hill Church	id=g:4488477
Rock Hill Church	id=g:4488478
Rock Hill Church	id=g:4488479
Rock Hill Church	id=g:4488480
Rock Hill Church	id=g:4488481
Rock Hill Church	id=g:4488482
Rock Hill Church	id=g:4488483
Rock Hill Church	id=g:4488484
Rock Hill Church	id=g:4488485
Rock Hill Church	id=g:4488486
Rock Hill Church	id=g:4488487
Rock Hill Church	id=g:4488488
Rock Hill Church	id=g:4488489
Rock Hill School	id=g:4488490
Rock Hole Branch	id=g:4488491
Rock Gap	id=g:4488492
Rock Hole Creek	id=g:4488493
Rock Hole Cove	id=g:4488494
Rock House Creek	id=g:4488495
Rock House Mountain	id=g:4488496
Rock Island Church (historical)	id=g:4488497
Rock Knob	id=g:4488498
Rock Knob	id=g:4488499
Rock Mount Community Center	id=g:4488500
Rock Point	id=g:4488501
Rock Point	id=g:4488502
Rock Rest	id=g:4488503
Rock Rest	id=g:4488504
Rock Ridge	id=g:4488505
Rock Ridge Elementary School	id=g:4488506
Rock Spring	id=g:4488507
Rock Spring Church	id=g:4488508
Rock Spring Church	id=g:4488509
Rock Spring Church	id=g:4488510
Rock Spring Church	id=g:4488511
Rock Spring Church	id=g:4488512
Rock Spring Church	id=g:4488513
Rock Spring Church	id=g:4488514
Rock Springs	id=g:4488515
Rock Springs	id=g:4488516
Rock Springs	id=g:4488517
Rock Springs Campground	id=g:4488518
Rock Springs Church	id=g:4488519
Rock Springs Church	id=g:4488520
Rock Springs Church	id=g:4488521
Rock Springs Church	id=g:4488522
Rock Springs Church	id=g:4488523
Rock Springs Elementary School	id=g:4488524
Rock of Zion Church	id=g:4488525
Rockbar Branch	id=g:4488526
Rock House Primitive Baptist Church	id=g:4488527
Rockdale	id=g:4488528
Rockdale Church	id=g:4488529
Rockdam Creek	id=g:4488530
Rockbrook Camp	id=g:4488531
Rockfish	id=g:4488532
Rockfish Camp	id=g:4488533
Rockfish Cemetery	id=g:4488534
Rockfish Church	id=g:4488535
Rockfish Community Building	id=g:4488536
Rockfish Creek	id=g:4488537
Rockey Face Mountain	id=g:4488538
Rockfish Creek	id=g:4488539
Rockfish Grove Church	id=g:4488540
Rockfish Memorial Park	id=g:4488541
Rockfish Road School	id=g:4488542
Township of Rockfish	id=g:4488543
Township of Rockfish	id=g:4488544
Rockford	id=g:4488545
Rockford Baptist Church	id=g:4488546
Rockford Bridge	id=g:4488547
Rockford Chapel	id=g:4488548
Rockford Courthouse	id=g:4488549
Rockford Ferry (historical)	id=g:4488550
Rockford Historic District	id=g:4488551
Rockford Methodist Church (historical)	id=g:4488552
Rockford School	id=g:4488553
Rockford School (historical)	id=g:4488554
Township of Rockford	id=g:4488555
Rockhall Creek	id=g:4488556
Rockhill School (historical)	id=g:4488557
Rockhill School (historical)	id=g:4488558
Rockhole Bay	id=g:4488559
Rockhole Island	id=g:4488560
Rockhouse Branch	id=g:4488561
Rockfish Meadows	id=g:4488562
Rockhouse Creek	id=g:4488563
Rockhouse Creek	id=g:4488564
Rockhouse Creek	id=g:4488565
Rockhouse Creek	id=g:4488566
Rockhouse Creek	id=g:4488567
Rockhouse Creek	id=g:4488568
Rockhouse Creek Bridge	id=g:4488569
Rockhouse Mountain	id=g:4488570
Rockhouse Ridge	id=g:4488571
Rocking Chair Branch	id=g:4488572
Rockhouse Knob	id=g:4488573
Rockingham Community College	id=g:4488574
Rockingham County	id=g:4488575
Rockingham County Airport	id=g:4488576
Rockingham County High School	id=g:4488577
Rockingham Junior High School	id=g:4488578
Rockingham Lake	id=g:4488579
Rockingham Square Shopping Center	id=g:4488580
Township of Rockingham	id=g:4488581
Rockingham-Hamlet Airport	id=g:4488582
Rockstack	id=g:4488583
Rockview	id=g:4488584
Rockview Church	id=g:4488585
Rockwall Branch	id=g:4488586
Rockingham	id=g:4488587
Rockwell Cemetery	id=g:4488588
Rockwell Church	id=g:4488589
Rockwell Church	id=g:4488590
Rockwell Elementary School	id=g:4488591
Rockwell Park	id=g:4488592
Rockwell School (historical)	id=g:4488593
Rockwood	id=g:4488594
Rockwood Acres	id=g:4488595
Rockwood Church	id=g:4488596
Rocky Bald	id=g:4488597
Rocky Bald	id=g:4488598
Rocky Bald Branch	id=g:4488599
Rockwell	id=g:4488600
Rocky Bluff Recreation Site	id=g:4488601
Rocky Branch	id=g:4488602
Rocky Bald Ridge	id=g:4488603
Rocky Branch	id=g:4488604
Rocky Branch	id=g:4488605
Rocky Branch	id=g:4488606
Rocky Branch	id=g:4488607
Rocky Branch	id=g:4488608
Rocky Branch	id=g:4488609
Rocky Branch	id=g:4488610
Rocky Branch	id=g:4488611
Rocky Branch	id=g:4488612
Rocky Branch	id=g:4488613
Rocky Branch	id=g:4488614
Rocky Branch	id=g:4488615
Rocky Branch	id=g:4488616
Rocky Branch	id=g:4488617
Rocky Branch	id=g:4488618
Rocky Branch	id=g:4488619
Rocky Branch	id=g:4488620
Rocky Branch	id=g:4488621
Rocky Branch	id=g:4488622
Rocky Branch	id=g:4488623
Rocky Branch	id=g:4488624
Rocky Branch	id=g:4488625
Rocky Branch	id=g:4488626
Rocky Branch	id=g:4488627
Rocky Branch	id=g:4488628
Rocky Branch	id=g:4488629
Rocky Branch	id=g:4488630
Rocky Branch	id=g:4488631
Rocky Branch	id=g:4488632
Rocky Branch Church	id=g:4488633
Rocky Branch Ridge	id=g:4488634
Rocky Brook	id=g:4488635
Rocky Chapel	id=g:4488636
Rocky Cove	id=g:4488637
Rocky Branch Cemetery	id=g:4488638
Rocky Cove	id=g:4488639
Rocky Cove	id=g:4488640
Rocky Cove	id=g:4488641
Rocky Cove	id=g:4488642
Rocky Cove Branch	id=g:4488643
Rocky Cove Knob	id=g:4488644
Rocky Creek	id=g:4488645
Rocky Creek	id=g:4488646
Rocky Creek	id=g:4488647
Rocky Creek	id=g:4488648
Rocky Creek	id=g:4488649
Rocky Creek	id=g:4488650
Rocky Creek	id=g:4488651
Rocky Creek	id=g:4488652
Rocky Creek	id=g:4488653
Rocky Creek	id=g:4488654
Rocky Creek	id=g:4488655
Rocky Creek	id=g:4488656
Rocky Creek	id=g:4488657
Rocky Creek Church	id=g:4488658
Rocky Cross	id=g:4488659
Rocky Cross Church	id=g:4488660
Rocky Face	id=g:4488661
Rocky Face	id=g:4488662
Rocky Face	id=g:4488663
Rocky Face	id=g:4488664
Rocky Face	id=g:4488665
Rocky Face	id=g:4488666
Rocky Face Branch	id=g:4488667
Rocky Creek Church	id=g:4488668
Rocky Face Branch	id=g:4488669
Rocky Face Knob	id=g:4488670
Rocky Face Mountain	id=g:4488671
Rocky Face Mountain	id=g:4488672
Rocky Face Ridge	id=g:4488673
Rocky Fence Ridge	id=g:4488674
Rocky Ford	id=g:4488675
Rocky Ford Branch	id=g:4488676
Rocky Face Mine	id=g:4488677
Rocky Ford Branch	id=g:4488678
Rocky Ford Cemetery	id=g:4488679
Rocky Ford Creek	id=g:4488680
Rocky Ford Missionary Baptist Church	id=g:4488681
Rocky Fork	id=g:4488682
Rocky Ford School	id=g:4488683
Rocky Fork	id=g:4488684
Rocky Fork Church	id=g:4488685
Rocky Fork Creek	id=g:4488686
Rocky Gap	id=g:4488687
Rocky Hill Church	id=g:4488688
Rocky Hill Church	id=g:4488689
Rocky Hill Church	id=g:4488690
Rocky Hollow	id=g:4488691
Rocky Hill	id=g:4488692
Rocky Knob	id=g:4488693
Rocky Knob	id=g:4488694
Rocky Knob	id=g:4488695
Rocky Knob	id=g:4488696
Rocky Knob	id=g:4488697
Rocky Knob	id=g:4488698
Rocky Knob	id=g:4488699
Rocky Knob	id=g:4488700
Rocky Knob	id=g:4488701
Rocky Knob	id=g:4488702
Rocky Knob	id=g:4488703
Rocky Knob	id=g:4488704
Rocky Knob	id=g:4488705
Rocky Knob	id=g:4488706
Rocky Knob	id=g:4488707
Rocky Knob	id=g:4488708
Rocky Knob	id=g:4488709
Rocky Knob	id=g:4488710
Rocky Knob	id=g:4488711
Rocky Knob	id=g:4488712
Rocky Knob	id=g:4488713
Rocky Knob	id=g:4488714
Rocky Knob	id=g:4488715
Rocky Knob	id=g:4488716
Rocky Knob	id=g:4488717
Rocky Knob	id=g:4488718
Rocky Knob Branch	id=g:4488719
Rocky Knob	id=g:4488720
Rocky Knob Ridge	id=g:4488721
Rocky Knobs	id=g:4488722
Rocky Knoll	id=g:4488723
Rocky Knoll	id=g:4488724
Rocky Marsh Creek	id=g:4488725
Rocky Knob Gap	id=g:4488726
Rocky Meadow Branch	id=g:4488727
Rocky Meadow (historical)	id=g:4488728
Rocky Mount Academy	id=g:4488729
Rocky Mount Cemetery	id=g:4488730
Rocky Mount Church	id=g:4488731
Rocky Mount Church	id=g:4488732
Rocky Mount Church	id=g:4488733
Rocky Mount Downtown Airport (historical)	id=g:4488734
Rocky Mount Fairgrounds	id=g:4488735
Rocky Mount High School	id=g:4488736
Rocky Mount Memorial Cemetery	id=g:4488737
Rocky Mount Mill Pond	id=g:4488738
Rocky Mount Millpond Dam	id=g:4488739
Rocky Mount Mills	id=g:4488740
Rocky Mount Municipal Stadium	id=g:4488741
Rocky Mount Post Office	id=g:4488742
Rocky Mount Post Office	id=g:4488743
Rocky Mount Reservoir	id=g:4488744
Rocky Mount W Base	id=g:4488745
Township of Rocky Mount	id=g:4488746
Rocky Mount-Wilson Airport	id=g:4488747
Rocky Mountain	id=g:4488748
Rocky Mountain	id=g:4488749
Rocky Mountain	id=g:4488750
Rocky Mountain	id=g:4488751
Rocky Mountain	id=g:4488752
Rocky Mountain	id=g:4488753
Rocky Mountain	id=g:4488754
Rocky Pass Cemetery	id=g:4488755
Rocky Pass Church	id=g:4488756
Rocky Point	id=g:4488757
Rocky Point	id=g:4488758
Rocky Point Church	id=g:4488759
Rocky Point Elementary School	id=g:4488760
Rocky Point Ferry Branch	id=g:4488761
Rocky Mount	id=g:4488762
Rocky Ridge	id=g:4488763
Rocky Ridge	id=g:4488764
Rocky Ridge	id=g:4488765
Rocky Ridge Baptist Church	id=g:4488766
Rocky Ridge Cemetery	id=g:4488767
Rocky Ridge Church	id=g:4488768
Rocky Ridge Church	id=g:4488769
Rocky Ridge Presbyterian Church (historical)	id=g:4488770
Rocky River	id=g:4488771
Rocky River	id=g:4488772
Township of Rocky Point	id=g:4488773
Rocky River	id=g:4488774
Rocky River Church	id=g:4488775
Rocky River Church	id=g:4488776
Rocky River Church	id=g:4488777
Rocky River Church	id=g:4488778
Rocky River Springs	id=g:4488779
Rocky Run	id=g:4488780
Rocky River Church	id=g:4488781
Rocky Run	id=g:4488782
Rocky Run	id=g:4488783
Rocky Run Church	id=g:4488784
Rocky Run Creek	id=g:4488785
Rocky Run School	id=g:4488786
Rocky Spring Branch	id=g:4488787
Rocky Siding	id=g:4488788
Rocky Spring Branch	id=g:4488789
Rocky Spring Top	id=g:4488790
Rocky Springs Baptist Church	id=g:4488791
Township of Rocky Springs	id=g:4488792
Rocky Swamp	id=g:4488793
Rocky Springs	id=g:4488794
Rocky Top	id=g:4488795
Rocky Top	id=g:4488796
Rocky Top	id=g:4488797
Rockyface Church	id=g:4488798
Rockyface Mountain	id=g:4488799
Rockyface Mountain	id=g:4488800
Rockyface Mountain	id=g:4488801
Rockyhock	id=g:4488802
Rockyhock Creek	id=g:4488803
Rocky Swamp Church	id=g:4488804
Rockyknob Mountain	id=g:4488805
Rod Ridge	id=g:4488806
Rodanthe	id=g:4488807
Roddy Branch	id=g:4488808
Rockyhock Landing	id=g:4488809
Roddy Mountain	id=g:4488810
Rodgers Cemetery	id=g:4488811
Rodgers School	id=g:4488812
Rodman Creek	id=g:4488813
Roddy Cemetery	id=g:4488814
Rodmans Quarter	id=g:4488815
Rodmans Quarter School	id=g:4488816
Roduco	id=g:4488817
Roe	id=g:4488818
Roe School	id=g:4488819
Roe School	id=g:4488820
Roger Grove Church	id=g:4488821
Rogers Bay	id=g:4488822
Rogers Bay	id=g:4488823
Rogers Camp	id=g:4488824
Rogers Cemetery	id=g:4488825
Rogers Cemetery	id=g:4488826
Rogers Cemetery	id=g:4488827
Rogers Cemetery	id=g:4488828
Rogers Cove	id=g:4488829
Rodman Point	id=g:4488830
Rogers Cove	id=g:4488831
Rogers Cove	id=g:4488832
Rogers Cove Creek	id=g:4488833
Rogers Creek	id=g:4488834
Rogers Crossroads	id=g:4488835
Rogers Gap	id=g:4488836
Rogers Mountain	id=g:4488837
Rogers Park Church	id=g:4488838
Rogers Ridge	id=g:4488839
Rogers Store	id=g:4488840
Rogers Swamp	id=g:4488841
Rogers Field	id=g:4488842
Rogers-Herr Middle School	id=g:4488843
Rogersville	id=g:4488844
Rogues Branch	id=g:4488845
Lake Rogers	id=g:4488846
Roland Branch	id=g:4488847
Rohanen School	id=g:4488848
Roland Creek	id=g:4488849
Roland Cemetery	id=g:4488850
Roland Hollow	id=g:4488851
Roland Creek Canal	id=g:4488852
Roland Park	id=g:4488853
Roland Pond	id=g:4488854
Roland Ridge	id=g:4488855
Roland School	id=g:4488856
Roland-Grise Junior High School	id=g:4488857
Rolands Chapel	id=g:4488858
Rolesville	id=g:4488859
Rolesville Cemetery	id=g:4488860
Rolesville Elementary School	id=g:4488861
Rolling Acres	id=g:4488862
Rolling Acres	id=g:4488863
Rolling Camp Gap	id=g:4488864
Rolling Chapel	id=g:4488865
Rolling Green	id=g:4488866
Rolling Hills	id=g:4488867
Rolling Hills	id=g:4488868
Rolling Hills	id=g:4488869
Rolling Hills Church	id=g:4488870
Rolling Hills Country Club	id=g:4488871
Rolling Hills Golf Course	id=g:4488872
Rolling Meadows	id=g:4488873
Rolling Park	id=g:4488874
Rolling Park	id=g:4488875
Rolling Pine Acres	id=g:4488876
Rolling Pines	id=g:4488877
Rolling Roads	id=g:4488878
Rollingreen	id=g:4488879
Rollingwood	id=g:4488880
Rollingwood	id=g:4488881
Rollingwood	id=g:4488882
Rollingwood	id=g:4488883
Rollingwood	id=g:4488884
Rollingwood Estates	id=g:4488885
Rollingwoood Acres	id=g:4488886
Rollins	id=g:4488887
Rollins (historical)	id=g:4488888
Rollins Bay	id=g:4488889
Rollins Branch	id=g:4488890
Roland Knob	id=g:4488891
Rollinson Channel Beacon	id=g:4488892
Rollinson Channel Light	id=g:4488893
Rollinson Channel Light	id=g:4488894
Rollover Creek	id=g:4488895
Rollins School	id=g:4488896
Rominger Creek	id=g:4488897
Rominger	id=g:4488898
Ronda	id=g:4488899
Ronda-Clingman School	id=g:4488900
Rone Branch	id=g:4488901
Rominger School (historical)	id=g:4488902
Rook Cemetery	id=g:4488903
Rooks	id=g:4488904
Roos Point	id=g:4488905
Root School	id=g:4488906
Roots Store (historical)	id=g:4488907
Rooty Branch	id=g:4488908
Rones Methodist Chapel	id=g:4488909
Rooty Branch	id=g:4488910
Rooty Branch Church	id=g:4488911
Rooul Branch	id=g:4488912
Roper	id=g:4488913
Roper Creek	id=g:4488914
Roper (historical)	id=g:4488915
Roper Elementary School	id=g:4488916
Roper Knob	id=g:4488917
Roper Knob	id=g:4488918
Roper Knob	id=g:4488919
Roper Methodist Church	id=g:4488920
Roper Springs	id=g:4488921
Ropers Grove Cemetery	id=g:4488922
Ropers Grove Church	id=g:4488923
Roquist Creek	id=g:4488924
Roper Ditch	id=g:4488925
Rosa Green Church	id=g:4488926
Rosasco Dam Upper	id=g:4488927
Rosasco Lake Upper	id=g:4488928
Roscoe Pond	id=g:4488929
Roscoe Pond	id=g:4488930
Roscoe Pond Dam	id=g:4488931
Rose Bay	id=g:4488932
Rose Bay	id=g:4488933
Rose Bay Canal	id=g:4488934
Rose Bay Creek	id=g:4488935
Roquist Pocosin	id=g:4488936
Rose Branch	id=g:4488937
Rose Bay School	id=g:4488938
Rose Cemetery	id=g:4488939
Rose Cemetery	id=g:4488940
Rose Cemetery	id=g:4488941
Rose Cemetery	id=g:4488942
Rose Chapel	id=g:4488943
Rose Chapel	id=g:4488944
Rose Chapel	id=g:4488945
Rose Creek	id=g:4488946
Rose Creek	id=g:4488947
Rose Canal	id=g:4488948
Rose Creek	id=g:4488949
Rose Creek	id=g:4488950
Rose Creek	id=g:4488951
Rose Creek Church	id=g:4488952
Rose High School	id=g:4488953
Rose Hill	id=g:4488954
Rose Hill	id=g:4488955
Rose Hill Cemetery	id=g:4488956
Rose Hill Cemetery	id=g:4488957
Rose Hill Cemetery	id=g:4488958
Rose Hill Cemetery	id=g:4488959
Rose Hill Church	id=g:4488960
Rose Hill Church	id=g:4488961
Rose Hill Church	id=g:4488962
Rose Hill Church	id=g:4488963
Rose Hill Speedway	id=g:4488964
Township of Rose Hill	id=g:4488965
Rose Lake	id=g:4488966
Rose Lake Dam	id=g:4488967
Rose Manor	id=g:4488968
Rose Manor Shopping Center	id=g:4488969
Rose Mountain	id=g:4488970
Rose Pond	id=g:4488971
Rose Pond Dam	id=g:4488972
Rose Ridge	id=g:4488973
Rose Top	id=g:4488974
Rose of Sharon Church	id=g:4488975
Rose of Sharon Church	id=g:4488976
Rosebank Park	id=g:4488977
Roseboro	id=g:4488978
Roseboro Middle School	id=g:4488979
Roseborough	id=g:4488980
Rosebud	id=g:4488981
Rosebud	id=g:4488982
Rosebud	id=g:4488983
Rosebud Christian Church	id=g:4488984
Rosedale	id=g:4488985
Roseland	id=g:4488986
Roseland	id=g:4488987
Roseland	id=g:4488988
Roseland Church	id=g:4488989
Roselawn Memorial Gardens	id=g:4488990
Rosemary	id=g:4488991
Rosemary Church	id=g:4488992
Rosemary Crossing	id=g:4488993
Rosemead	id=g:4488994
Rosemont	id=g:4488995
Rosemont	id=g:4488996
Rosemont Gardens	id=g:4488997
Rosendale Church	id=g:4488998
Roseneath	id=g:4488999
Township of Roseneath	id=g:4489000
Rosenwald School	id=g:4489001
Rosenwald School	id=g:4489002
Rosenwald School	id=g:4489003
Roses Branch	id=g:4489004
Rose Creek Mine	id=g:4489005
Roses Creek	id=g:4489006
Roses Creek	id=g:4489007
Roses Creek	id=g:4489008
Roses Gap	id=g:4489009
Roses Point	id=g:4489010
