Hogenweg	id=g:2795582
Gognie	id=g:2797440
Gogard	id=g:2797441
Gogan	id=g:2797442
Gofontaine	id=g:2797443
Goffontaine	id=g:2797444
Bois Goffaux	id=g:2797445
Goeze	id=g:2797446
Goetsenhoven	id=g:2797447
Goetsenhoven	id=g:2797448
Ruisseau de Goesnes	id=g:2797449
Goesnes	id=g:2797450
Goesnes	id=g:2797451
Goeslaar	id=g:2797452
Goeren	id=g:2797453
Goegnies-Chaussée	id=g:2797454
Goeferdinge	id=g:2797455
Goeferdinge	id=g:2797456
Goedinge	id=g:2797457
Goedhuishoeve	id=g:2797458
Goedeinde	id=g:2797459
Goé	id=g:2797460
Goé	id=g:2797461
Godveerdegem	id=g:2797462
Godveerdegem	id=g:2797463
Godshuis	id=g:2797464
Godsheide	id=g:2797465
Godschalk	id=g:2797466
Bois Godrisse	id=g:2797467
Godinval	id=g:2797468
Bois de Godinne	id=g:2797469
Godinne	id=g:2797470
Godinne	id=g:2797471
Godène	id=g:2797472
Godarville	id=g:2797473
Godarville	id=g:2797474
Godaroquet	id=g:2797475
Gochenée	id=g:2797477
Gochenée	id=g:2797478
Gochenée	id=g:2797479
Gochelaar	id=g:2797480
Goberwelz	id=g:2797481
Gobertange	id=g:2797482
Gobbelsrode	id=g:2797483
Gobard	id=g:2797484
Glons	id=g:2797485
Glons	id=g:2797486
Glomont	id=g:2797487
Glimes	id=g:2797488
Glimes	id=g:2797489
Gleixhe	id=g:2797490
Gleixhe	id=g:2797491
Glaumont	id=g:2797492
Glatigny	id=g:2797493
Glaireuse	id=g:2797494
Glain	id=g:2797495
Glain	id=g:2797496
Glain	id=g:2797497
Glacenée	id=g:2797498
Ferme Glabjoux	id=g:2797499
Glabbeek-Zuurbemde	id=g:2797500
Glabbeek-Zuurbemde	id=g:2797501
Glabbeek	id=g:2797502
Bois de Glabais	id=g:2797503
Glabais	id=g:2797504
Glabais	id=g:2797505
Givry	id=g:2797506
Givry	id=g:2797507
Givroulle	id=g:2797508
Givroulle	id=g:2797509
Gives	id=g:2797510
Gives	id=g:2797511
Gitsberg	id=g:2797512
Gits	id=g:2797513
Gits	id=g:2797514
Gistoux	id=g:2797515
Gistelvaart	id=g:2797516
Gistel	id=g:2797517
Gistel	id=g:2797518
Gippenhag	id=g:2797519
Ginste	id=g:2797520
Ginintreau	id=g:2797521
Ginhoven	id=g:2797522
Gingelom	id=g:2797523
Gingelom	id=g:2797524
Gindron	id=g:2797525
Ginderover	id=g:2797526
Ginderbuiten	id=g:2797527
Gimnée	id=g:2797528
Gimnée	id=g:2797529
Bois de Gimbes	id=g:2797530
Gilseinde	id=g:2797531
Gilly	id=g:2797532
Gilly	id=g:2797533
Gille Savoie	id=g:2797534
Gillenbusch	id=g:2797535
Lac de la Gileppe	id=g:2797536
Gileppe	id=g:2797537
Gijzenzele	id=g:2797538
Gijzenzele	id=g:2797539
Gijzelbrechtegem	id=g:2797540
Gijzelbrechtegem	id=g:2797541
Gijzegem	id=g:2797542
Gijzegem	id=g:2797543
Gijverinkhove	id=g:2797544
Gijverinkhove	id=g:2797545
Gijssegem	id=g:2797546
Gijmelberg	id=g:2797547
Gijmel	id=g:2797548
Gifromont	id=g:2797549
Giesberg	id=g:2797550
Gierle Bos	id=g:2797551
Gierle	id=g:2797552
Gierle	id=g:2797553
Gielisheide	id=g:2797554
Gibraltar	id=g:2797555
Gibecq	id=g:2797556
Gibecq	id=g:2797557
Ghyssegnies	id=g:2797558
Ghoy	id=g:2797559
Ghoy	id=g:2797560
Ferme de Ghorain	id=g:2797561
Bois de Ghlin	id=g:2797562
Ghlin	id=g:2797563
Ghlin	id=g:2797564
Ghislenghien	id=g:2797565
Ghislenghien	id=g:2797566
Ghislage	id=g:2797567
Ghellerie	id=g:2797568
Gezule	id=g:2797569
Gewaai	id=g:2797570
Gévimont	id=g:2797571
Gevaarts	id=g:2797572
Geuzenhoek	id=g:2797573
Geuzenhoek	id=g:2797574
Geuzenbos	id=g:2797575
Geussesmis	id=g:2797576
Geurnenhoek	id=g:2797577
Getzbach	id=g:2797578
Gete	id=g:2797579
Bois de Gesves	id=g:2797580
Gesves	id=g:2797581
Gesves	id=g:2797582
Gestru	id=g:2797583
Gestelhoeve	id=g:2797584
Gestel-Geneikenbeek	id=g:2797585
Gestelbeek	id=g:2797586
Gestel	id=g:2797587
Gestel	id=g:2797588
Gestel	id=g:2797589
Gestel	id=g:2797590
Gestel	id=g:2797591
Gesellenland	id=g:2797592
Ferme Géry Hulet	id=g:2797593
Gervoort	id=g:2797594
Gerstebeek	id=g:2797595
Gersie	id=g:2797596
Gerrebroekbeek	id=g:2797597
Gerpinnes	id=g:2797598
Gerpinnes	id=g:2797599
Gérouville	id=g:2797600
Gérouville	id=g:2797601
Géronstère	id=g:2797602
Géronsarts	id=g:2797603
Bois de Géronde	id=g:2797604
Géron	id=g:2797605
Geron	id=g:2797606
Géron	id=g:2797607
Gérompont	id=g:2797608
Géromont	id=g:2797609
Gernechamps	id=g:2797610
Germeer	id=g:2797611
Germe au Champ	id=g:2797612
Bois de Germainvaux	id=g:2797613
Bois de Gerlin	id=g:2797614
Gerlimpont	id=g:2797615
Gerkenberg	id=g:2797616
Géripont	id=g:2797617
Gerinkstraat	id=g:2797618
Gerin	id=g:2797619
Gerin	id=g:2797620
Gérimont	id=g:2797621
Gerhoeven	id=g:2797622
Gerheze	id=g:2797623
Bois de Gerhenne	id=g:2797624
Gerheiden	id=g:2797625
Gerheide	id=g:2797626
Gerheide	id=g:2797627
Gerhees	id=g:2797628
Gerhagen	id=g:2797629
Gerhagen	id=g:2797630
Gerdingerbeek	id=g:2797631
Gerdingen	id=g:2797632
Gerdingen	id=g:2797633
Géraremont	id=g:2797634
Gerardsbroich	id=g:2797635
Gérard Fontaine	id=g:2797636
Bois Gérard	id=g:2797637
Geraardsbergen	id=g:2797638
Geraardsbergen	id=g:2797639
Lac de Genval	id=g:2797640
Genval	id=g:2797641
Genval	id=g:2797642
Gentstraat	id=g:2797643
Gentstraat	id=g:2797644
Gentstraat	id=g:2797645
Kanaal van Gent naar Terneuzen	id=g:2797646
Kanaal van Gent naar Oostende	id=g:2797647
Gentissart	id=g:2797648
Gentinnes	id=g:2797649
Gentinnes	id=g:2797650
Gentinnes	id=g:2797651
Gentbrugge	id=g:2797652
Gentbrugge	id=g:2797653
Gentbos	id=g:2797654
Arrondissement Gent	id=g:2797655
Gent	id=g:2797656
Gent	id=g:2797657
Gensterbloem	id=g:2797658
Genovabeek	id=g:2797659
Genoelselderen	id=g:2797660
Genoelselderen	id=g:2797661
Gennevinne	id=g:2797662
Gennevaux	id=g:2797663
Gennevaux	id=g:2797664
Gennep	id=g:2797665
Gennehaye	id=g:2797666
Genly	id=g:2797667
Genleau	id=g:2797668
Genkerhei	id=g:2797669
Genk	id=g:2797670
Genk	id=g:2797671
Genistreux	id=g:2797672
Genimont	id=g:2797673
Gene Zeverdonk	id=g:2797674
Geneut	id=g:2797675
Genestriaux	id=g:2797676
Genestier	id=g:2797677
Gênes	id=g:2797678
Gênes	id=g:2797679
Genergen	id=g:2797680
Genepas	id=g:2797681
Genendijk	id=g:2797682
Genenbossen	id=g:2797683
Genenbos	id=g:2797684
Genenbos	id=g:2797685
Genenbemd	id=g:2797686
Genelaar	id=g:2797687
Geneinde	id=g:2797688
Geneiken	id=g:2797689
Genebroek	id=g:2797690
Geneberg	id=g:2797691
Gendron	id=g:2797692
Genddambeek	id=g:2797693
Genappe	id=g:2797694
Genappe	id=g:2797695
Gemmenich	id=g:2797696
Plombières	id=g:2797697
Gemioncourt	id=g:2797698
Gémioncourt	id=g:2797699
Gemeneveld	id=g:2797700
Gemenemeers	id=g:2797701
Gemenedijk	id=g:2797702
Gemelingen	id=g:2797703
Gemeldorp	id=g:2797704
Gemeinde	id=g:2797705
Gemehret	id=g:2797706
Gemeente Heide	id=g:2797707
Gemeentedijk	id=g:2797708
Gemeentebossen	id=g:2797709
Gemeentebos	id=g:2797710
Gemeenhof	id=g:2797711
Gemechenne	id=g:2797712
Gembloux	id=g:2797713
Gembloux	id=g:2797714
Gembes	id=g:2797715
Gembes	id=g:2797716
Gembes	id=g:2797717
Geluwebeek	id=g:2797718
Geluwe	id=g:2797719
Geluwe	id=g:2797720
Geluveld	id=g:2797721
Geluveld	id=g:2797722
Gelrode	id=g:2797723
Gelrode	id=g:2797724
Ruisseau de Geloury	id=g:2797725
Gelliker Heide	id=g:2797726
Gellik	id=g:2797727
Gellik	id=g:2797728
Gellenberg	id=g:2797729
Gelivaux	id=g:2797730
Gelinden	id=g:2797731
Gelinden	id=g:2797732
Gelieren	id=g:2797733
Gelendel	id=g:2797734
Gelembeke	id=g:2797735
Gelembeek	id=g:2797736
Geleitsbeek	id=g:2797737
Geleitsbeek	id=g:2797738
Geleide	id=g:2797739
Geleed	id=g:2797740
Geldershorsten	id=g:2797741
Gelbressée	id=g:2797742
Gelbressée	id=g:2797743
Gelbressée	id=g:2797744
Gelbergen	id=g:2797745
Gelbeek	id=g:2797746
Gelategem	id=g:2797747
Gel	id=g:2797748
Geitzbusch	id=g:2797749
Geitenberg	id=g:2797750
Geite	id=g:2797751
Geite	id=g:2797752
Geistingen	id=g:2797753
Geisteren	id=g:2797754
Geisert	id=g:2797755
Geisbour	id=g:2797756
Geinsteinde	id=g:2797757
Gehucht	id=g:2797758
Geetsvondel	id=g:2797759
Geethof	id=g:2797760
Geetbets	id=g:2797761
Geetbets	id=g:2797762
Geestveld	id=g:2797763
Geest-Gérompont-Petit-Rosière	id=g:2797764
Geestelijk	id=g:2797765
Geestbeek	id=g:2797766
Geest	id=g:2797767
Geerdegemveld	id=g:2797768
Geerbeek	id=g:2797769
Geer	id=g:2797770
Geer	id=g:2797771
Geenstraat	id=g:2797772
Geenrode	id=g:2797773
Geenhout	id=g:2797774
Geenemeer	id=g:2797775
Geeneinde	id=g:2797776
Geelroede	id=g:2797777
Geelberg	id=g:2797778
Geel	id=g:2797779
Geel	id=g:2797780
Gedinne	id=g:2797781
Gedinne	id=g:2797782
Gebrande Hoeve	id=g:2797783
Gebergte	id=g:2797784
Bois de Geauvelant	id=g:2797785
Gdoumont	id=g:2797786
Gazelle	id=g:2797787
Gay	id=g:2797788
Gay	id=g:2797789
Ferme de Gavre	id=g:2797790
Ferme Gavre	id=g:2797791
Gavre	id=g:2797792
Gavers	id=g:2797793
Gaverland	id=g:2797794
Gaverken	id=g:2797795
Gavergracht	id=g:2797796
Gavergracht	id=g:2797797
Gavere	id=g:2797798
Gavere	id=g:2797799
Gaverbeek	id=g:2797800
Gaverbeek	id=g:2797801
Gaver	id=g:2797802
Gaver	id=g:2797803
Gauwelozekreek	id=g:2797804
Gaurain-Ramecroix	id=g:2797805
Gaurain-Ramecroix	id=g:2797806
Gauquier	id=g:2797807
Gaudy	id=g:2797808
Ry des Gattes	id=g:2797809
Gatpolder	id=g:2797810
Gastuche	id=g:2797811
Gasthuishoeven	id=g:2797812
Gasthuishoeven	id=g:2797813
Gasthuishoeve	id=g:2797814
Gasthuishoeve	id=g:2797815
Gasthuishoeve	id=g:2797816
Gasthuis Heide	id=g:2797817
Gasthuisbos	id=g:2797818
Gasthuisbos	id=g:2797819
Gasthuisberg	id=g:2797820
Gastenhoek	id=g:2797821
Gastenbos	id=g:2797822
Gaspeldorenbeek	id=g:2797823
Hof te Gaspeldoren	id=g:2797824
Taille Gaspard	id=g:2797825
Ferme Gasbecq	id=g:2797826
Les Garennes	id=g:2797827
Gare Beek	id=g:2797829
Garde-Dieu	id=g:2797830
Garceau	id=g:2797831
Gaplumont	id=g:2797832
Gapenberg	id=g:2797833
Gapaardhoek	id=g:2797834
Ganzenhoek	id=g:2797835
Ganzendries	id=g:2797836
Ganzendries	id=g:2797837
Ganzendries	id=g:2797838
Ganzendries	id=g:2797839
Ganzendries	id=g:2797840
Ganspoel	id=g:2797841
Gansmanstraat	id=g:2797842
Ganskensberg Waterloop	id=g:2797843
Ganshoren	id=g:2797844
Ganshoren	id=g:2797845
Gangelberg	id=g:2797846
Gammel	id=g:2797847
Gamby	id=g:2797848
Galopin	id=g:2797849
Galopen	id=g:2797850
Galmaarden	id=g:2797851
Galmaarden	id=g:2797852
Gallifort	id=g:2797853
Gallaix	id=g:2797854
Gallaix	id=g:2797856
Galhausen	id=g:2797857
Galgeweel	id=g:2797858
Galgevoort	id=g:2797859
Galgestraat	id=g:2797860
Galgen Kouter	id=g:2797861
Galgendries	id=g:2797862
Galgenberg	id=g:2797863
Galgenberg	id=g:2797864
Galgenberg	id=g:2797865
Galgenberg	id=g:2797866
Galgenberg	id=g:2797867
Galgenberg	id=g:2797868
Galgenberg	id=g:2797869
Galgehoeve	id=g:2797870
Galgeheide	id=g:2797871
Galgebeek	id=g:2797872
Galg	id=g:2797873
Galerie Saint-Joseph	id=g:2797874
Galbergen	id=g:2797875
Gailly	id=g:2797876
Gaillemarde	id=g:2797877
Ferme Gaillard	id=g:2797878
Gaillard	id=g:2797879
Gaillant	id=g:2797880
Gaichel	id=g:2797881
Gages	id=g:2797882
Gages	id=g:2797883
Gageolle	id=g:2797884
Gadin	id=g:2797885
Gaathoven	id=g:2797886
Château de Gaasbeek	id=g:2797887
Gaasbeek	id=g:2797888
Gaasbeek	id=g:2797889
Futvoie	id=g:2797890
Bois Furnaux	id=g:2797891
Furnaux	id=g:2797892
Furnaux	id=g:2797893
Furfooz	id=g:2797894
Furfooz	id=g:2797895
Fumy	id=g:2797896
Fumal	id=g:2797897
Fumal	id=g:2797898
Bois de Ftroul	id=g:2797899
Fter	id=g:2797900
Frumhy	id=g:2797901
Fruithout	id=g:2797902
Froyennes	id=g:2797903
Froyennes	id=g:2797904
Ferme de Froye	id=g:2797905
Froye	id=g:2797906
Fronville	id=g:2797907
Fronville	id=g:2797908
Fromont	id=g:2797909
Fromiée	id=g:2797910
Ferme du Fromage	id=g:2797911
Froidville	id=g:2797912
Froidvent	id=g:2797913
Froidthier	id=g:2797914
Ferme de Froidmont	id=g:2797915
Ferme de Froidmont	id=g:2797916
Château de Froidmont	id=g:2797917
Froidmont	id=g:2797918
Froidmont	id=g:2797919
Froidmont	id=g:2797920
Froidmont	id=g:2797921
Froidmont	id=g:2797922
Froidmont	id=g:2797923
Froidmont	id=g:2797924
Froidmont	id=g:2797925
Froidmanteau	id=g:2797926
Froid Manteau	id=g:2797927
Froid Lieu	id=g:2797928
Froidheid	id=g:2797929
Bois de Froidfontaine	id=g:2797930
Froidfontaine	id=g:2797931
Froidfontaine	id=g:2797932
Bois de Froide Veau	id=g:2797933
Ferme de Froide Fontaine	id=g:2797934
Froide Fontaine	id=g:2797935
Froide Bise	id=g:2797936
Froid-Chapelle	id=g:2797937
Froidchapelle	id=g:2797938
Froidbermont	id=g:2797939
Frisée	id=g:2797940
Fringshaus	id=g:2797941
Frinbuis	id=g:2797942
Bois de Frihaut	id=g:2797943
Frezenberg	id=g:2797944
Forêt de Freyr	id=g:2797945
Bois de Freyr	id=g:2797946
Freyr	id=g:2797947
Freylange	id=g:2797948
Freux Suzerain	id=g:2797949
Freux Ménil	id=g:2797950
Freux la Rue	id=g:2797951
Bois de Freux	id=g:2797952
Freux	id=g:2797953
Freux	id=g:2797954
Freux	id=g:2797955
Frettelbour Busch	id=g:2797956
Fresignies	id=g:2797957
Fresch Hazel	id=g:2797958
Frera	id=g:2797959
Frenoy	id=g:2797960
Frenoit	id=g:2797961
Frenois	id=g:2797962
Frenet	id=g:2797963
Frênes	id=g:2797964
Frêne	id=g:2797965
Freloux	id=g:2797966
Freloux	id=g:2797967
Freineux	id=g:2797968
Bois de Frèd-Mont	id=g:2797969
Bois de Frêcheux	id=g:2797970
Frêche Try	id=g:2797971
Taille Frechet	id=g:2797972
Frayère	id=g:2797973
Fratin	id=g:2797974
Frassem	id=g:2797975
Bois de Frasnoy	id=g:2797976
Frasnes-lez-Gosselies	id=g:2797977
Frasnes-lez-Gosselies	id=g:2797978
Frasnes-lez-Buissenal	id=g:2797979
Frasnes-lez-Anvaing	id=g:2797980
Bois de Frasnes	id=g:2797981
Frasnes	id=g:2797982
Frasnes	id=g:2797983
Frasnes	id=g:2797984
Frasies	id=g:2797985
Franse Heide	id=g:2797987
Franschebeek	id=g:2797988
Frans Dewolfhoeve	id=g:2797989
Fransberg	id=g:2797990
Hameau du Franquier	id=g:2797991
Franquenouille	id=g:2797992
Frankrijkstraat	id=g:2797993
Frankrijk	id=g:2797994
Frankenbos	id=g:2797995
Franière	id=g:2797996
Franière	id=g:2797997
Frandeux	id=g:2797998
Franc-Waret	id=g:2797999
Franc-Waret	id=g:2798000
Francquaart	id=g:2798001
Francqnée	id=g:2798002
Francorchamps	id=g:2798003
Francorchamps	id=g:2798004
Bois de Franc Lieu	id=g:2798005
Franc Lieu	id=g:2798006
Franchimont	id=g:2798007
Franchimont	id=g:2798008
Francheville	id=g:2798009
Franche Haye	id=g:2798010
Île de Franche Garenne	id=g:2798011
Franche Forêt	id=g:2798012
Francesse	id=g:2798013
Francesse	id=g:2798014
Ry de France	id=g:2798015
Franc Bois	id=g:2798016
Franc Bois	id=g:2798017
Bois Franc	id=g:2798018
Bois Franc	id=g:2798019
Franbisier	id=g:2798020
Framont	id=g:2798021
Framont	id=g:2798022
Frameries	id=g:2798023
Frameries	id=g:2798024
Bois de Fraiture	id=g:2798025
Fraiture	id=g:2798026
Fraiture	id=g:2798027
Fraiture	id=g:2798028
Fraiture	id=g:2798029
Fraire la Crotteuse	id=g:2798030
Fraire	id=g:2798031
Fraire	id=g:2798032
Bois de Fraipont	id=g:2798033
Fraipont	id=g:2798034
Trooz	id=g:2798035
Frainou	id=g:2798036
Fraineux	id=g:2798037
Fraineux	id=g:2798038
Frahan	id=g:2798039
Bois de Fragotte	id=g:2798040
Fragnée	id=g:2798041
Foyru	id=g:2798042
Foyr	id=g:2798043
Foy-Notre-Dame	id=g:2798044
Foy-Notre-Dame	id=g:2798045
Bois del Foy	id=g:2798046
Bois de Foy	id=g:2798047
Bois de Foy	id=g:2798048
Foy	id=g:2798049
Foy	id=g:2798050
Foy	id=g:2798051
Foxhalle	id=g:2798052
Foxhalle	id=g:2798053
Foxemaat	id=g:2798054
Fourquepire	id=g:2798055
Sint-Pieters-Voeren	id=g:2798056
Sint-Pieters-Voeren	id=g:2798057
's Gravenvoeren	id=g:2798058
's-Gravenvoeren	id=g:2798059
Fourneau Saint-Michel	id=g:2798060
Fourneau Philippe	id=g:2798061
Bois du Fourneau	id=g:2798062
Bois du Fourneau	id=g:2798063
Fourneau	id=g:2798064
Fourneau	id=g:2798065
Fourmatot	id=g:2798066
Fourmanteau	id=g:2798067
Bois de Fourire	id=g:2798068
Fourire	id=g:2798069
Fourcroix	id=g:2798070
Fourche	id=g:2798071
Fourbechies	id=g:2798072
Fourbechies	id=g:2798073
Four à Verre	id=g:2798074
Bois du Four	id=g:2798075
Bois des Foulons	id=g:2798076
Foulie	id=g:2798077
Foulerie	id=g:2798078
Fouleng	id=g:2798079
Fouleng	id=g:2798080
Bois de Fouches	id=g:2798081
Fouches	id=g:2798082
Foucaumont	id=g:2798083
Bois de Fouages	id=g:2798084
Fosty	id=g:2798085
Fostrée	id=g:2798086
Château de Fosteau	id=g:2798087
Fostaille	id=g:2798088
Fossey	id=g:2798089
Fosset	id=g:2798090
Fosse Soret	id=g:2798091
Fosseroulle	id=g:2798092
Fosse Marchand	id=g:2798093
Fossé des Loups	id=g:2798094
Ruisseau de Fosse	id=g:2798095
Ferme de la Fosse	id=g:2798096
Château de la Fosse	id=g:2798097
Bois de la Fosse	id=g:2798098
Fosse	id=g:2798099
Fosse	id=g:2798100
Fosses-la-Ville	id=g:2798101
Fosse	id=g:2798102
Fontaine Fosette	id=g:2798103
Forzée	id=g:2798104
Forzeau	id=g:2798105
Forville	id=g:2798106
Forville	id=g:2798107
Fortuin	id=g:2798108
Fort Leroy	id=g:2798109
Fortjen	id=g:2798111
Fortem	id=g:2798112
Fort	id=g:2798113
Forseilles	id=g:2798114
Forrières-Saint-Martin	id=g:2798115
Forrières-Notre-Dame	id=g:2798116
Forrières	id=g:2798117
Forrières	id=g:2798118
Forrière	id=g:2798119
Ferme du Foriest	id=g:2798120
Ferme Foriest	id=g:2798121
Bois du Foriest	id=g:2798122
Bois de Forges	id=g:2798123
Forges	id=g:2798124
Forges	id=g:2798125
Forge-Philippe	id=g:2798126
Forge-Philippe	id=g:2798127
Forge Jean Petit	id=g:2798128
Étang de la Forge Gérard	id=g:2798129
Ruisseau de la Forge du Prince	id=g:2798130
Forge d'en Haut	id=g:2798131
Ruisseau du Forêt	id=g:2798132
Ferme de la Forêt	id=g:2798133
Forêt	id=g:2798134
Forêt	id=g:2798135
Forêt	id=g:2798136
Ferme Forestaille	id=g:2798137
Ferme la Forest	id=g:2798138
Vorst	id=g:2798139
Forest	id=g:2798140
Forest	id=g:2798141
Vorst	id=g:2798142
Forest	id=g:2798143
Forendijs	id=g:2798144
Forchies-la-Marche	id=g:2798145
Forchies-la-Marche	id=g:2798146
Foquelet	id=g:2798147
Fooz	id=g:2798148
Fooz	id=g:2798149
Fontin	id=g:2798150
Fontery	id=g:2798151
Fonteny	id=g:2798152
Fontenoy	id=g:2798153
Fontenoy	id=g:2798154
Fontenoy	id=g:2798155
Bois de Fontenoille	id=g:2798156
Fontenoille	id=g:2798157
Fontenoille	id=g:2798158
Fonteni	id=g:2798159
Fontenelle	id=g:2798161
Fontenelle	id=g:2798162
Fontenelle	id=g:2798163
Fontenelle	id=g:2798164
Fontenelle	id=g:2798165
Fontenelle	id=g:2798166
Fontenelle	id=g:2798167
Fontenelle	id=g:2798168
Fontenel	id=g:2798169
Fontenaille	id=g:2798170
Fonteintje	id=g:2798171
Fonteintje	id=g:2798172
Fonteinbeek	id=g:2798173
Fonteinbeek	id=g:2798174
Fontein	id=g:2798175
Fontein	id=g:2798176
Château de la Fontain Libion	id=g:2798177
Bois de Fontaine Valmont	id=g:2798178
Fontaine-Valmont	id=g:2798179
Fontaine-Valmont	id=g:2798180
Ruisseau de Fontaine Saint-Pierre	id=g:2798181
Rau des Fontaines	id=g:2798182
Bois de la Fontaine Martin Carelie	id=g:2798183
Fontaine-l'Évêque	id=g:2798184
Fontaine-l'Évêque	id=g:2798185
Fontaine Haute	id=g:2798186
Fontaine du Sépulcre	id=g:2798187
Fontaine de Spa	id=g:2798188
Fontaine de Burton	id=g:2798189
Taille Fontaine au Plane	id=g:2798190
Bois de Fontaine	id=g:2798191
Bois de Fontaine	id=g:2798192
Fontaine	id=g:2798193
Fontaine	id=g:2798194
Étang de Fonsan	id=g:2798195
Fond Vandenbosch	id=g:2798196
Fonds Gaillards	id=g:2798197
Fond Sécheval	id=g:2798198
Fonds des Eaux	id=g:2798199
Fonds de Lustin	id=g:2798200
Ruisseau des Fonds de Leffe	id=g:2798201
Fonds de Lavois	id=g:2798202
Fonds de Gesves	id=g:2798203
Fond Saint-Roch	id=g:2798204
Fond Pernelle	id=g:2798205
Fond Martin	id=g:2798206
Fond la Mathiote	id=g:2798207
Fond Guérin	id=g:2798208
Fond Gordien	id=g:2798209
Fond du Père Pie	id=g:2798210
Bois du Fond du Grand Pouhon	id=g:2798211
Fond du Bosquet	id=g:2798212
Fond Donnaux	id=g:2798213
Bois Fond d'Ingremez	id=g:2798214
Fond d'Ingremez	id=g:2798215
Fond des Veaux	id=g:2798216
Bois du Fond des Vaux	id=g:2798217
Fond des Vaux	id=g:2798218
Ruisseau du Fond des Trois Bois	id=g:2798219
Fond des Tailles	id=g:2798220
Bois du Fond des Rys	id=g:2798221
Fond des Malades	id=g:2798222
Fond des Harengs	id=g:2798223
Fond de Scrupiat	id=g:2798224
Fond de Sasseur	id=g:2798225
Fond de Pique	id=g:2798226
Fond de Nazieux Fa	id=g:2798227
Fond de Morva	id=g:2798228
Fond de Ménil	id=g:2798229
Fond de Malonne	id=g:2798230
Fond de Lesve	id=g:2798231
Fond de l'Eau	id=g:2798232
Fond de la Justice	id=g:2798233
Fond de l'Aisne	id=g:2798234
Fond de Heurne	id=g:2798235
Ruisseau du Fond de Harzé	id=g:2798236
Fond de Gesves	id=g:2798237
Fond de Cône	id=g:2798238
Fond de Biaury	id=g:2798239
Fond de Bende	id=g:2798240
Fond de Bataille	id=g:2798241
Fondatiebeek	id=g:2798242
Fondatiebeek	id=g:2798243
Fond	id=g:2798244
Foncourt	id=g:2798245
Folx-les-Caves	id=g:2798246
Folx-les-Caves	id=g:2798247
Follerie	id=g:2798248
Ferme la Folie	id=g:2798249
Château de la Folie	id=g:2798250
Bois du roi	id=g:2798251
Bois de la Folie	id=g:2798252
Foeksenberg	id=g:2798253
Fodiaux	id=g:2798254
Fodai	id=g:2798255
Fockert	id=g:2798256
Focant	id=g:2798257
Focant	id=g:2798258
Focagne	id=g:2798259
Foaranoi	id=g:2798260
Flostoy	id=g:2798261
Flostoy	id=g:2798262
Florzé	id=g:2798263
Florka	id=g:2798264
Florivaux	id=g:2798265
Florival	id=g:2798266
Ferme de Florinchamps	id=g:2798267
Floriffoux	id=g:2798268
Floriffoux	id=g:2798269
Florêt	id=g:2798270
Bois de Florenville	id=g:2798271
Florenville	id=g:2798272
Florenville	id=g:2798273
Florent	id=g:2798274
Bois de Florennes	id=g:2798275
Florennes	id=g:2798276
Florennes	id=g:2798277
Bois de Floreffe	id=g:2798278
Floreffe	id=g:2798279
Floreffe	id=g:2798280
Florée	id=g:2798281
Florée	id=g:2798282
Floréal	id=g:2798283
Florbecq	id=g:2798284
Floordambos	id=g:2798285
Flône	id=g:2798286
Flône	id=g:2798287
Flohimont	id=g:2798288
Flohaye	id=g:2798289
Flobecq	id=g:2798290
Flobecq	id=g:2798291
Bois de Flines	id=g:2798292
Flinchaux	id=g:2798293
Flierendries	id=g:2798294
Flierbeekhoeve	id=g:2798295
Fleussu	id=g:2798296
Fleurus	id=g:2798297
Fleurus	id=g:2798298
Fleurifoy	id=g:2798299
Fort de Fléron	id=g:2798300
Fléron	id=g:2798301
Fléron	id=g:2798302
Fleriskot	id=g:2798303
Flère	id=g:2798304
Flénu	id=g:2798305
Flénu	id=g:2798306
Flémalle-Haute	id=g:2798307
Flémalle-Haute	id=g:2798308
Flémalle-Grande	id=g:2798309
Flémalle	id=g:2798310
Fort de Flémalle	id=g:2798311
Fléchère	id=g:2798312
Flawinne	id=g:2798313
Flawinne	id=g:2798314
Ruisseau de Flavion	id=g:2798315
Flavion	id=g:2798316
Flavion	id=g:2798317
Flatry	id=g:2798318
Ferme de Flandre	id=g:2798319
Flamizoulle	id=g:2798320
Flamierge	id=g:2798321
Flamierge	id=g:2798322
Flament	id=g:2798323
Ferme des Flamands	id=g:2798324
Ferme des Flamands	id=g:2798325
Ferme Flamand	id=g:2798326
Flagothier	id=g:2798327
Flageot	id=g:2798328
Bois de la Flache	id=g:2798329
Fize-le-Marsal	id=g:2798330
Fize-le-Marsal	id=g:2798331
Fize-Fontaine	id=g:2798332
Fize-Fontaine	id=g:2798333
Fize	id=g:2798334
Fisenne	id=g:2798335
Bois des Firmandes	id=g:2798336
Bois de Fir	id=g:2798337
Bois de Fioche	id=g:2798338
Fintele	id=g:2798339
Finnevaux	id=g:2798340
Finnevaux	id=g:2798341
Fin Fourneau	id=g:2798342
Fineuse	id=g:2798343
Filot	id=g:2798345
Filot	id=g:2798346
Filly	id=g:2798347
Filée	id=g:2798348
Figotterie	id=g:2798349
Bois Figeohay	id=g:2798350
Bois Fière	id=g:2798351
Fienneshoeve	id=g:2798352
Bois du Fief de Rochefort	id=g:2798353
Château de Fichermont	id=g:2798354
Fexhe-Slins	id=g:2798355
Fexhe-Slins	id=g:2798356
Fexhe-le-Haut-Clocher	id=g:2798357
Fexhe-le-Haut-Clocher	id=g:2798358
