Ea Snô	id=g:1567834
Nước Ly	id=g:1571716
Sông Nước Lương	id=g:1571717
Nước Lương	id=g:1571718
Nước Lục	id=g:1571719
Rạch Nước Lớn	id=g:1571720
Nước Loa	id=g:1571721
Nước Lay	id=g:1571722
Nươc Lat	id=g:1571723
Nước Ka	id=g:1571724
Nước Hai	id=g:1571725
Nước Giáp (2)	id=g:1571726
Nước Giáp (1)	id=g:1571727
Nước Giao	id=g:1571728
Rạch Nước Ðục	id=g:1571729
Rạch Nước Ðuc	id=g:1571730
Nước Ðơ	id=g:1571731
Sông Nước Ðỏ	id=g:1571732
Núi Nước Ðỗ	id=g:1571733
Nước Dip Thượng	id=g:1571734
Nước Dinh	id=g:1571735
Nước Deu (2)	id=g:1571736
Nước Ðâp (1)	id=g:1571737
Nước Dang	id=g:1571738
Nước Con	id=g:1571739
Nước Buôn	id=g:1571740
Nước Bông	id=g:1571741
Nước Bo	id=g:1571742
Nước Bái	id=g:1571743
Suối Nưm	id=g:1571744
Nuôi Lac	id=g:1571745
Núi Nước Rung	id=g:1571746
Nuoc Moc	id=g:1571747
Núi Nửa	id=g:1571748
Núi Nứa	id=g:1571749
Hòn Nưa	id=g:1571750
Ðồng Nưa	id=g:1571751
Nùng Sơn	id=g:1571752
Phu Nung Nang	id=g:1571753
Nung Nang	id=g:1571754
Nung Nang	id=g:1571755
Nùng Lý	id=g:1571756
Sông Nung Giang	id=g:1571757
Suối Nùng	id=g:1571758
Chư Nũng	id=g:1571759
Nu Lan	id=g:1571760
Núi Thôn	id=g:1571761
Núi Thạch Ðông	id=g:1571762
Hòn Núi Tàu	id=g:1571763
Núi Ô Vuông	id=g:1571764
Núi Ong	id=g:1571765
Núi Miêu	id=g:1571766
Núi Do	id=g:1571767
Núi Ðèo	id=g:1571768
Núi Chuồi Ðê	id=g:1571769
Núi Cat	id=g:1571770
Núi Cam	id=g:1571771
Sông Núi Ca	id=g:1571772
Dak Nui	id=g:1571773
Suối Núc	id=g:1571774
Nua Toc	id=g:1571775
Co Nual	id=g:1571776
Ðèo Nuages	id=g:1571777
Núi Nua	id=g:1571778
Da N”teng	id=g:1571779
Ðak N'tao	id=g:1571780
Da N”sé	id=g:1571781
Yuk N”roung	id=g:1571782
Phu Noye	id=g:1571783
Noun Plat	id=g:1571784
Nouk Bier	id=g:1571785
Nouei	id=g:1571786
Da Nou	id=g:1571787
Dak Not	id=g:1571788
Nossé	id=g:1571789
Nỗ Sơn	id=g:1571790
Nỗ Sơn	id=g:1571791
Noseri	id=g:1571792
Yok Nor Tou R”kay	id=g:1571793
Yôk Nor Tou R”déh	id=g:1571794
Banc Norodom	id=g:1571795
Ðak Nor	id=g:1571796
Noọng Lay	id=g:1571797
Non Tinh	id=g:1571798
Non Quan	id=g:1571799
Nộn Khê	id=g:1571800
Nông Trường Tà Rầu	id=g:1571801
Nông Trường Quả Hợp	id=g:1571802
Nông Trường Ngã Hai	id=g:1571803
Nông Trường Nam Ðồng	id=g:1571804
Nông Trường Hai Ðông (2)	id=g:1571805
Nông Trường Hai Ðông (1)	id=g:1571806
Nông Trại	id=g:1571807
Nong Ten	id=g:1571808
Phu Nong Te	id=g:1571809
Nong Tàu	id=g:1571810
Nông Tang	id=g:1571811
Nong Sùng	id=g:1571812
Mỏ Than Nông Sơn	id=g:1571813
Nông Sơn	id=g:1571814
Nông Sơn	id=g:1571815
Phu Nong Ou	id=g:1571816
Nong On	id=g:1571817
Nong Ỏ	id=g:1571818
Phu Nong Nua	id=g:1571819
Nong Na Soui	id=g:1571820
Nông Nái	id=g:1571821
Phu Nong Lúm	id=g:1571822
Nông Luc	id=g:1571823
Nong Lúc	id=g:1571824
Nông Lâm (1)	id=g:1571825
Núi Nông Khú	id=g:1571826
Nong Keo	id=g:1571827
Phu Nông Huôi	id=g:1571828
Nong Hom	id=g:1571829
Nong Hoi	id=g:1571830
Nong Ho	id=g:1571831
Nong Héo	id=g:1571832
Nong Hạ	id=g:1571833
Nông Cống	id=g:1571834
Nong Cha	id=g:1571835
Nong Cạn	id=g:1571836
Hòn Nong Bong	id=g:1571837
Nong Bo	id=g:1571838
Nông Bào	id=g:1571839
Nongam	id=g:1571840
Sông Nong	id=g:1571841
Sông Nông	id=g:1571842
Phu Nòng	id=g:1571843
Ðak Nông	id=g:1571844
Suối Nôn	id=g:1571845
Núi Nom Vo	id=g:1571846
Nòm Ta	id=g:1571847
Nom Quay	id=g:1571848
Sông Nom	id=g:1571849
Rocher Nom	id=g:1571850
Pia Nom	id=g:1571851
Khao Nom	id=g:1571852
Ðộng Nôm	id=g:1571853
Nô Lực (1)	id=g:1571854
No Lou	id=g:1571855
No Leou Ping	id=g:1571856
Dak Nol	id=g:1571857
No Kui	id=g:1571858
Khao Nok	id=g:1571859
Nôi Yên	id=g:1571860
Nội Xóm	id=g:1571861
Nội Xá	id=g:1571862
Nôi Trung	id=g:1571863
Nội Trang	id=g:1571864
Noi Tiem	id=g:1571865
Nội Thôn	id=g:1571866
Nội Thôn	id=g:1571867
Noi Thon	id=g:1571868
Nội Thắng	id=g:1571869
Nôi Sim	id=g:1571870
Nội Sá	id=g:1571871
Nội Phật	id=g:1571872
Nội Mỹ	id=g:1571873
Nội Lãng	id=g:1571874
Nội Ðộng	id=g:1571875
Nội Doanh	id=g:1571876
Nội Dán	id=g:1571877
Nối Dài	id=g:1571878
Nội Cốc	id=g:1571879
Nội Bài	id=g:1571880
Nôi An	id=g:1571881
Núi Nôi	id=g:1571882
Núi Noi	id=g:1571883
Huôi Noi	id=g:1571884
Hòn Nội	id=g:1571885
Ea Noi	id=g:1571886
Nô Hum	id=g:1571887
Da N”ohr	id=g:1571888
Da Noh	id=g:1571889
Nổ Giáp	id=g:1571890
Noc Yen	id=g:1571891
Nóc Xò	id=g:1571892
Nọc Tổng	id=g:1571893
Phu Noc Tiap	id=g:1571894
Nóc Mò	id=g:1571895
Ðông Nóc	id=g:1571896
Nô Bồ	id=g:1571897
Kinh Noblet	id=g:1571898
Sông Noa Noi	id=g:1571899
Rào Nô	id=g:1571900
Rạch Nô	id=g:1571901
Nằm Nố	id=g:1571902
Yôk N”krach	id=g:1571903
Ðang N’kor	id=g:1571904
Niu Tseang	id=g:1571905
Nìu Tséang	id=g:1571906
Nìu Cò San Chai	id=g:1571907
Nìu Cò San Chai	id=g:1571908
Nìu Cò San	id=g:1571909
Ni Tchi	id=g:1571910
Niou Tsang	id=g:1571911
Niou Sang	id=g:1571912
Niou Sang	id=g:1571913
Ngòi Niou	id=g:1571914
Nam Niou	id=g:1571915
Núi Niot Ti	id=g:1571916
Ninh Xuyên	id=g:1571917
Ninh Xá	id=g:1571918
Nình Xá	id=g:1571919
Ninh Xá	id=g:1571920
Ninh Xà	id=g:1571921
Ninh Xá	id=g:1571922
Ninh Vo	id=g:1571923
Ninh Trấp	id=g:1571924
Ninh Tịnh (1)	id=g:1571925
Ninh Tiêp	id=g:1571926
Ninh Thọ	id=g:1571927
Ninh Tâu	id=g:1571928
Ninh Sơn	id=g:1571929
Ninh Qứi	id=g:1571930
Ninh Qứi	id=g:1571931
Ninh Quang	id=g:1571932
Ninh Phước (1)	id=g:1571933
Ninh Phung	id=g:1571934
Ninh Phu	id=g:1571935
Ninh Mỹ	id=g:1571936
Ninh Môn	id=g:1571937
Ninh Mã (1)	id=g:1571938
Ninh Mât	id=g:1571939
Ninh Long (2)	id=g:1571940
Ninh Liệt	id=g:1571941
Ninh Lão	id=g:1571942
Ninh Lâm	id=g:1571943
Ninh Khánh (1)	id=g:1571944
Ninh Hưng	id=g:1571945
Ninh Hòa (2)	id=g:1571946
Ninh Hòa (2)	id=g:1571947
Ninh Hòa (1)	id=g:1571948
Ninh Hòa (1)	id=g:1571949
Ninh Hòa	id=g:1571950
Ninh Hòa	id=g:1571951
Ninh Hòa	id=g:1571952
Ninh Hải	id=g:1571953
Ninh Giang	id=g:1571954
Ninh G	id=g:1571955
Ninh Dương	id=g:1571956
Ninh Ðộng	id=g:1571957
Ninh Ðiên	id=g:1571958
Ninh Ðiền	id=g:1571959
Ninh Dân	id=g:1571960
Ninh Cường Trai	id=g:1571961
Ninh Cường	id=g:1571962
Ninh Cường	id=g:1571963
Ninh Cù	id=g:1571964
Sông Ninh Cô	id=g:1571965
Ninh Bình (3)	id=g:1571966
Ninh Bình (2)	id=g:1571967
Ninh Bình	id=g:1571968
Ninh Bình	id=g:1571969
Ninh Bắc	id=g:1571970
Ngòi Ninh	id=g:1571971
Chư Ninh	id=g:1571972
Da Ning	id=g:1571973
Ni Mou	id=g:1571974
Ni Kao Tchang	id=g:1571975
Nihang	id=g:1571976
Ðak Nihan	id=g:1571977
Da Nih	id=g:1571978
Nieu Tao Phung	id=g:1571979
Nieu Sang	id=g:1571980
Hòn Niêu	id=g:1571981
Niet Khê	id=g:1571982
Niết Khê	id=g:1571983
Nieou San	id=g:1571984
Nieou Koun Thang	id=g:1571985
Chư Nieng	id=g:1571986
Phu Niên	id=g:1571987
Phu Niên	id=g:1571988
Niêm Sơn	id=g:1571989
Niêm Sơn	id=g:1571990
Niệm Hạ	id=g:1571991
Nậm Niem	id=g:1571992
Ngok Nidum	id=g:1571993
Núi Nịch Ki	id=g:1571994
Ngok Niay	id=g:1571995
Nian Ning	id=g:1571996
Da Nian	id=g:1571997
Ea Niaêh	id=g:1571998
Nước Nia	id=g:1571999
Núi Nhu Xuyên	id=g:1572000
Nhu Xuyên	id=g:1572001
Ðộng Nhụt	id=g:1572002
Nhu Sơn	id=g:1572003
Như Ý Trung	id=g:1572004
Như Ý Thượng	id=g:1572005
Như Xuân	id=g:1572006
Như Xuân	id=g:1572007
Như Xuân	id=g:1572008
Như Trác	id=g:1572009
Nhựt Ninh	id=g:1572010
Nhứt Mạo	id=g:1572011
Nhữ Tỉnh	id=g:1572012
Như Thức	id=g:1572013
Như Thiết	id=g:1572014
Nhữ Th	id=g:1572015
Như Sơn (1)	id=g:1572016
Như Sơn	id=g:1572017
Như Quỳnh	id=g:1572018
Nhượng Lão	id=g:1572019
Nhượng Bặn	id=g:1572020
Nhượng Bạn	id=g:1572021
Cửa Nhướng	id=g:1572022
Nhược Thạch	id=g:1572023
Nhược Công	id=g:1572024
Như Nhầt	id=g:1572025
Như Na Hò	id=g:1572026
Như Lăng	id=g:1572027
Nhữ Khê	id=g:1572028
Nhữ Khê	id=g:1572029
Nhữ Khê	id=g:1572030
Nhữ Hán (2)	id=g:1572031
Nhữ Hán (1)	id=g:1572032
Kinh Như Gia đi Bãi Xàu	id=g:1572033
Rạch Như Gia	id=g:1572034
Như Gia	id=g:1572035
Như Cần	id=g:1572036
Như Bá	id=g:1572037
Như Áng	id=g:1572038
Ngòi Như	id=g:1572039
Nhu Nhiêu Phih	id=g:1572040
Rạch Nhung Miên	id=g:1572041
Nhung Miên	id=g:1572042
Suối Nhung	id=g:1572043
Sông Nhùng	id=g:1572044
Phu Nhung	id=g:1572045
Ngòi Nhung	id=g:1572046
Hòn Nhum Mốt	id=g:1572047
Hòn Nhum Ba	id=g:1572048
Hòn Nhum Ay	id=g:1572049
Phu Nhu Ma Hò	id=g:1572050
Khe Nhu Lệ	id=g:1572051
Nhu Kiều	id=g:1572052
Khe Nhui	id=g:1572053
Nhuế Thôn	id=g:1572054
Nhuệ Thon	id=g:1572055
Nhuế Khúc	id=g:1572056
Nhuệ Hổ	id=g:1572057
Sông Nhuệ Giang	id=g:1572058
Nhue Ðông	id=g:1572059
Nhục Thôn	id=g:1572060
Nhuận Trạch	id=g:1572061
Nhuận Trạch	id=g:1572062
Nhuận Ốc	id=g:1572063
Nhuân Ngoc	id=g:1572064
Nhuận An (2)	id=g:1572065
Phu Nhu	id=g:1572066
Kong Nhou	id=g:1572067
Phu Nhót Nhi	id=g:1572068
Nằm Nhót	id=g:1572069
Nanli He	id=g:1572070
Nho Quan	id=g:1572071
Nho Quạn	id=g:1572072
Nhơn Trạch (1)	id=g:1572073
Nhơn Trạch	id=g:1572074
Nhơn Sơn (2)	id=g:1572075
Nhơn Ninh	id=g:1572076
Nhơn Ninh	id=g:1572077
Nhơn Nghĩa	id=g:1572078
Nhơn Mỹ	id=g:1572079
Nhơn Mỹ	id=g:1572080
Nhơn Lộc	id=g:1572081
Nhơn Hông	id=g:1572082
Nhơn Hội	id=g:1572083
Nhơn Hòa	id=g:1572084
Nhơn Hòa	id=g:1572085
Nhơn Ðức	id=g:1572086
Nhơn An	id=g:1572087
Chư Nhơn	id=g:1572088
Núi Nhơ	id=g:1572089
Nhon Phước	id=g:1572090
Nhỏn Nghĩa Tây	id=g:1572091
Phu Nhông	id=g:1572092
Dak N’hong	id=g:1572093
Vũng Nho Na	id=g:1572094
Núi Nhọn	id=g:1572095
Núi Nhọn	id=g:1572096
Hòn Nhon	id=g:1572097
Hòn Nhọn	id=g:1572098
Hòn Nhọn	id=g:1572099
Hòn Nhọn	id=g:1572100
Hòn Nhóm	id=g:1572101
Nho Ly	id=g:1572102
Nho Lâm (2)	id=g:1572103
Nho Lâm (2)	id=g:1572104
Nho Lâm (1)	id=g:1572105
Nho Lãm (1)	id=g:1572106
Nho Lâm	id=g:1572107
Nho Lâm	id=g:1572108
Nho Lâm	id=g:1572109
Nho Lâm	id=g:1572110
Phou Nhoi	id=g:1572111
Rào Nhỏ	id=g:1572112
Rạch Nho	id=g:1572113
Núi Nhỏ	id=g:1572114
Nhi Yên	id=g:1572115
Nhĩ Trung	id=g:1572116
Nhị Thuyền	id=g:1572117
Nhĩ Sự	id=g:1572118
Nằm Nhip	id=g:1572119
Huôi Nhiou	id=g:1572120
Phu Nhìn Cò Chải	id=g:1572121
Nhị Mỹ	id=g:1572122
Da Nhim	id=g:1572123
Nhi Liêu	id=g:1572124
Nhị Kinh (1)	id=g:1572125
Nhị Khê	id=g:1572126
Nhĩ Ha (1)	id=g:1572127
Nhieu San Chay	id=g:1572128
Rạch Nhiêu Lộc	id=g:1572129
Nhiễu Giang (1)	id=g:1572130
Rạch Nhiêu Dáo	id=g:1572131
Nhiêu Ấp	id=g:1572132
Suối Nhiên	id=g:1572133
Nhiễm Dương	id=g:1572134
Sông Nhiêm	id=g:1572135
Sông Nhiem	id=g:1572136
Nằm Nhié	id=g:1572137
Nhi Duong	id=g:1572138
Sông Nhiao	id=g:1572139
Núi Nhiao	id=g:1572140
Ngòi Nhi	id=g:1572141
Khao Nhi	id=g:1572142
Huôi Nhi	id=g:1572143
Sông Nhe	id=g:1572144
Nam Nhé	id=g:1572145
Nhật Tựu	id=g:1572146
Nhật Tảo	id=g:1572147
Nhat Son	id=g:1572148
Khe Nhà Trò	id=g:1572149
Baie de Nha Trang	id=g:1572150
Nha Trang	id=g:1572151
Nha Trai	id=g:1572152
Nhật Quang	id=g:1572153
Nhât Mỹ	id=g:1572154
Cửa Nhật Lệ	id=g:1572155
Nhất Lê	id=g:1572156
Nhật Lãng	id=g:1572157
Nhà Thờ Trung Ðôn	id=g:1572158
Nhà Thờ Cái Tắc	id=g:1572159
Nhà Thờ Bái Sơn	id=g:1572160
Nhất Giáp	id=g:1572161
Núi Nhà Tét	id=g:1572162
Nhật Chiểu	id=g:1572163
Nhạt Bon	id=g:1572164
Nha Sai	id=g:1572165
Da Nhar	id=g:1572166
Ðầm Nha Phu	id=g:1572167
Suối Nhap	id=g:1572168
Ðak Nhao	id=g:1572169
Nhân Vuc	id=g:1572170
Kinh Nhà Nước	id=g:1572171
Nhân Trung	id=g:1572172
Nhân Trai	id=g:1572173
Nhân Trạch	id=g:1572174
Nhạn Thap	id=g:1572175
Nhan Tháp	id=g:1572176
Nhàn Thanh	id=g:1572177
Nhân Sơn	id=g:1572178
Nhân Son (1)	id=g:1572179
Nhân Phước (1)	id=g:1572180
Nhân Nhuế	id=g:1572181
Nhan Nghĩa	id=g:1572182
Nhân Nghĩa	id=g:1572183
Nhân Mỹ	id=g:1572184
Nhân Mỹ	id=g:1572185
Nhân Mỹ	id=g:1572186
Nhân Mỹ	id=g:1572187
Nhân Mỹ	id=g:1572188
Nhân Mục (2)	id=g:1572189
Nhân Mục (1)	id=g:1572190
Nhân Mục	id=g:1572191
Nhân Ly Ðông	id=g:1572192
Nhân Lý	id=g:1572193
Nhân Lý	id=g:1572194
Nhân Lý	id=g:1572195
Nhân Lý	id=g:1572196
Nhân Lý	id=g:1572197
Nhân Lý	id=g:1572198
Nhân Lý	id=g:1572199
Nhân Lý	id=g:1572200
Nhân Lễ Thượng	id=g:1572201
Nhân Lễ	id=g:1572202
Nhân La Lương	id=g:1572203
Nhàn Hưng	id=g:1572204
Nhân Hòa (2)	id=g:1572205
Nhân Hòa (1)	id=g:1572206
Nhân Hòa Trung	id=g:1572207
Nhân Hòa Thương	id=g:1572208
Nhân Hòa	id=g:1572209
Nhân Hậu Nội	id=g:1572210
Nhân Hậu	id=g:1572211
Nhan Hap	id=g:1572212
Hòn Nhanh	id=g:1572213
Nhân Gỉa	id=g:1572214
Rạch Nhà Ngan	id=g:1572215
Nhân Ðịnh	id=g:1572216
Nhân Ðề	id=g:1572217
Nhân Da	id=g:1572218
Nhân Canh	id=g:1572219
Nhân Bòi	id=g:1572220
Nhã Nam	id=g:1572221
Sông Nhan	id=g:1572222
Núi Nhan	id=g:1572223
Núi Nhàn	id=g:1572224
Núi Nhân	id=g:1572225
Hòn Nhàn	id=g:1572226
Nham Xá	id=g:1572227
Núi Nhà Muỗi	id=g:1572228
Nhâm Lăng	id=g:1572229
Nham Kênh	id=g:1572230
Trạm Nha Mé	id=g:1572231
Nhà Máy Gao	id=g:1572232
Rạch Nha Mân	id=g:1572233
Bãi Nhà Mạc	id=g:1572234
Nhà Lừa	id=g:1572235
Nhà Lang	id=g:1572236
Nha Khê	id=g:1572237
Nha Huê	id=g:1572238
Nha Hòa	id=g:1572239
Nha Hai	id=g:1572240
Chư Nhaé	id=g:1572241
Nhạc Sơn	id=g:1572242
Nhạc Miếu	id=g:1572243
Suối Nhâ Chay	id=g:1572244
Núi Nhà Ca	id=g:1572245
Nám Nha Cả	id=g:1572246
Suối Nhac	id=g:1572247
Sông Nhà Bè	id=g:1572248
Nha Bè	id=g:1572249
Nhà Bè	id=g:1572250
Nhà Bàng	id=g:1572251
Ea Nha	id=g:1572252
Da Nha	id=g:1572253
Nguyệt Tỉnh	id=g:1572254
Nguyet Quang	id=g:1572255
Nguyệt My	id=g:1572256
Nguyệt Lạng	id=g:1572257
Nguyet Lam	id=g:1572258
Nguyệt Hòa	id=g:1572259
Nguyệt Hạng	id=g:1572260
Nguyệt Chư	id=g:1572261
Nguyệt Áng	id=g:1572262
Nguyệt Ấn	id=g:1572263
Nguyên Xá	id=g:1572264
Nguyễn Xá	id=g:1572265
Nguyễn Xá	id=g:1572266
Kinh Nguyền Văn Tiêp	id=g:1572267
Kinh Nguyến Văn Nghe	id=g:1572268
Nguyễn Thôn	id=g:1572269
Nguyên Ngoại	id=g:1572270
Nguyên Khê	id=g:1572271
Ðồn Ðiền Nguyễn Ðinh Quát	id=g:1572272
Sông Nguyên Binh	id=g:1572273
Nguyên Bình	id=g:1572274
Nam Nguyen	id=g:1572275
Ngũ Phúc	id=g:1572276
Ngũ Phúc	id=g:1572277
Ngư Uyên	id=g:1572278
Ngưu Trung	id=g:1572279
Ngưu Trì	id=g:1572280
Ngưu Sương Mèo	id=g:1572281
Ngưu Sương Giao	id=g:1572282
Kinh Ngưu Sơn	id=g:1572283
Ngưu Sơn	id=g:1572284
Ngưu Phương Nưu	id=g:1572285
Ngư Thôn	id=g:1572286
Ngươn Nhạn	id=g:1572287
Ngưỡng Ðưc	id=g:1572288
Nguốn Rào	id=g:1572289
Nguoc Vang	id=g:1572290
Nguoc Lai	id=g:1572291
Bàu Ngưa	id=g:1572292
Ngũ Lão	id=g:1572293
Ngũ Lạc	id=g:1572294
Khao Nguiou	id=g:1572295
Núi Ngu Binh	id=g:1572296
Phu Ngua	id=g:1572297
Phu Ngu	id=g:1572298
Huôi Ngu	id=g:1572299
Prêk Ngôy	id=g:1572300
Ngô Xuyên	id=g:1572301
Ngô Xá	id=g:1572302
Ngô Xá	id=g:1572303
Ngô Xá	id=g:1572304
Ngọ Xá	id=g:1572305
Ngô Xa	id=g:1572306
Ngô Xa	id=g:1572307
Ngô Xá	id=g:1572308
Ngô Xá	id=g:1572309
Kinh Ngô Văn Xuân	id=g:1572310
Nam Ngouy	id=g:1572311
Ngô Trang	id=g:1572312
Ngõ Thôn	id=g:1572313
Ngô Thôn	id=g:1572314
Ngô Sơn	id=g:1572315
Ngor Vang	id=g:1572316
Ngor Ngiong	id=g:1572317
Ngõ Nui	id=g:1572318
Ngọn Rào	id=g:1572319
Ngộ Nội	id=g:1572320
Ngòi Ngon Fa	id=g:1572321
Ngon Fa	id=g:1572322
Ngọn Ðông	id=g:1572323
Ngọn Ðao	id=g:1572324
Rạch Ngọn Cùng	id=g:1572325
Ðộng Ngôn	id=g:1572326
Prêk Ngom	id=g:1572327
Pia Ngôm	id=g:1572328
Núi Ngo Khe	id=g:1572329
Ngô Khê	id=g:1572330
Ngo Khè	id=g:1572331
Ngô Khe	id=g:1572332
Ngòi Viễn	id=g:1572333
Ngòi Triền	id=g:1572334
Núi Ngòi Tía	id=g:1572335
Ngòi Thuồng (1)	id=g:1572336
Ngòi Thuc	id=g:1572337
Ngòi Thâu	id=g:1572338
Ngòi Sung	id=g:1572339
Ngòi Quan	id=g:1572340
Ngòi Phiên	id=g:1572341
Ngòi Nieng	id=g:1572342
Ngòi Nhàn	id=g:1572343
Ngòi My	id=g:1572344
Ngòi Mười	id=g:1572345
Ngòi Mỏi	id=g:1572346
Ngòi Lư	id=g:1572347
Ngòi Lúc	id=g:1572348
Ngòi Linh	id=g:1572349
Ngòi Lao	id=g:1572350
Ngòi Làng	id=g:1572351
Ngòi Kè	id=g:1572352
Ga Ngòi Hóp	id=g:1572353
Ngòi Hanh	id=g:1572354
Ngòi Hai	id=g:1572355
Ngòi Gióm	id=g:1572356
Ngòi Gạo	id=g:1572357
Ngòi Do	id=g:1572358
Ngòi Ðang	id=g:1572359
Ngòi Chùa	id=g:1572360
Ngòi Chạng	id=g:1572361
Ngôi Cát	id=g:1572362
Ngôi Cát	id=g:1572363
Ngòi Cái Dộng	id=g:1572364
Ngó Hai	id=g:1572365
Ngo Ha	id=g:1572366
Sông Ngo Dông	id=g:1572367
Ngô Dong	id=g:1572368
Ngo Dinh	id=g:1572369
Ngõ Ðê	id=g:1572370
Ngọc Yên	id=g:1572371
Ngọc Xuyên	id=g:1572372
Ngoc Xuân	id=g:1572373
Ngoc Tua	id=g:1572374
Ngoc Trung	id=g:1572375
Ngọc Trúc	id=g:1572376
Ngọc Trì (1)	id=g:1572377
Ngọc Trì	id=g:1572378
Ngọc Trì	id=g:1572379
Ngọc Trạo	id=g:1572380
Ngọc Trạc	id=g:1572381
Ngọc Trà	id=g:1572382
Ngọc Tỉnh	id=g:1572383
Ngọc Tỉnh	id=g:1572384
Ngọc Tĩnh	id=g:1572385
Ngoc Tich	id=g:1572386
Ngọc Thôn	id=g:1572387
Ngoc Thinh	id=g:1572388
Ngọc Tháp	id=g:1572389
Ngọc Thạnh (1)	id=g:1572390
Ngoc Thành	id=g:1572391
Ngọc Tảo	id=g:1572392
Ngọc Tái	id=g:1572393
Ngọc Sơn (1)	id=g:1572394
Ngọc Sơn	id=g:1572395
Ngọc Sơn	id=g:1572396
Ngọc Sơn	id=g:1572397
Ngọc Sơn	id=g:1572398
Ngọc Sơn	id=g:1572399
Ngọc Sơn	id=g:1572400
Ngọc Sơn	id=g:1572401
Ngọc Sỏn (3)	id=g:1572402
Ngọc Son	id=g:1572403
Ngọc Son	id=g:1572404
Ngoc Rik (2)	id=g:1572405
Ngoc Ric	id=g:1572406
Ngọc Quang	id=g:1572407
Ngọc Phương	id=g:1572408
Ngọc Nhĩ	id=g:1572409
Ngọc Nha (4)	id=g:1572410
Ngọc Nha (2)	id=g:1572411
Ngọc Nh	id=g:1572412
Ngọc Ngap (2)	id=g:1572413
Ngọc Ngap (1)	id=g:1572414
Ngọc Mỹ	id=g:1572415
Ngọc Mỹ	id=g:1572416
Ngọc Lũy	id=g:1572417
Ngọc Luật (2)	id=g:1572418
Ngọc Luật	id=g:1572419
Ngọc Lũ	id=g:1572420
Ngọc Lu	id=g:1572421
Ngọc Long Thượng	id=g:1572422
Ngọc Long Ha	id=g:1572423
Ngoc Long	id=g:1572424
Ngọc Long	id=g:1572425
Ngọc Lôi	id=g:1572426
Ngọc Liễn	id=g:1572427
Ngọc Liễn	id=g:1572428
Ngọc Liễn	id=g:1572429
Ngọc Lien	id=g:1572430
Ngoc Lâu	id=g:1572431
Ngoc Lap	id=g:1572432
Ngọc Lập	id=g:1572433
Ngọc Lập	id=g:1572434
Ngọc Lập	id=g:1572435
Ngọc Lãnh	id=g:1572436
Ngọc Lâm (2)	id=g:1572437
Ngọc Lâm	id=g:1572438
Ngọc Lâm	id=g:1572439
Ngọc Lâm	id=g:1572440
Ngọc Lâm	id=g:1572441
Ngọc Lâm	id=g:1572442
Ngọc Lâm	id=g:1572443
Ngoc Lâm	id=g:1572444
Ngọc Lám	id=g:1572445
Hương Ngọc Lac	id=g:1572446
Ngọc Kỹ	id=g:1572447
Ngoc Kinh (1)	id=g:1572448
Ngọc Kinh	id=g:1572449
Ngọc Khuyết	id=g:1572450
Ngọc Khê	id=g:1572451
Ngọc Khê	id=g:1572452
Ngọc Khám	id=g:1572453
Ngọc Kê Trai	id=g:1572454
Ngọc Huy	id=g:1572455
Ngoc Hot	id=g:1572456
Trạm Ngọc Hôi	id=g:1572457
Ngoc Hoi	id=g:1572458
Ngọc Hòa	id=g:1572459
Ngõ Chiêu	id=g:1572460
Ngô Châu	id=g:1572461
Ngoc Hạ	id=g:1572462
Ngọc Hà	id=g:1572463
Ea Ngôch	id=g:1572464
Ngọc Giang	id=g:1572465
Ngoc Gia	id=g:1572466
Ngộc Giả	id=g:1572467
Ngọc Ðường	id=g:1572468
Ngọc Dồng	id=g:1572469
Ngọc Ðồng	id=g:1572470
Ngọc Ðông	id=g:1572471
Ngoc Doa	id=g:1572472
Ngọc Diền	id=g:1572473
Ngọc Diên	id=g:1572474
Ngọc Diền	id=g:1572475
Ngọc Diễm (1)	id=g:1572476
Trạm Ngọc Diêm	id=g:1572477
Ngọc Diêm	id=g:1572478
Ngọc Dĩ	id=g:1572479
Ngọc Ðái	id=g:1572480
Ngoc Ða	id=g:1572481
Ngọc Cục	id=g:1572482
Ngọc Cục	id=g:1572483
Ngọc Cục	id=g:1572484
Ngọc Cụ	id=g:1572485
Ngọc Chúc	id=g:1572486
Ngọc Chúc	id=g:1572487
Ngọc Chiến	id=g:1572488
Ngọc Chi	id=g:1572489
Ngọc Chấn	id=g:1572490
Ngọc Chấn	id=g:1572491
Ngọc Chẫm	id=g:1572492
Ngọc Bồn	id=g:1572493
Ngọc An (1)	id=g:1572494
Ngoc An	id=g:1572495
Ngọc Am	id=g:1572496
Núi Ngoc	id=g:1572497
Khău Ngọc	id=g:1572498
Ngõa Trường	id=g:1572499
Ðèo Ngoạn Mục	id=g:1572500
Ngoai Thôn	id=g:1572501
Ngoại Thôn	id=g:1572502
Ngoại Sa	id=g:1572503
Ngoai Hải	id=g:1572504
Ngoai Giáp	id=g:1572505
Ngoại Dồng	id=g:1572506
Ngoại Ðộ	id=g:1572507
Ngoại Ðê	id=g:1572508
Ngoại Ðê	id=g:1572509
Ngoại Châu	id=g:1572510
Ngoại Can Loc	id=g:1572511
Sông Ngoài	id=g:1572512
Hòn Ngoại	id=g:1572513
Phu Ngoa	id=g:1572514
Nằm Ngòa	id=g:1572515
Suối Ngô	id=g:1572516
Yôk N”glan	id=g:1572517
Phu Ngìu Sang	id=g:1572518
