Tītīn Darah	id=g:1474234
Pingani	id=g:6252087
Murchali	id=g:6252088
Kal Bachcheh	id=g:6252089
Beshtanteg	id=g:6252090
Burka	id=g:6252091
Chugayi-Ulia	id=g:6252092
Dzhannatbag	id=g:6252093
Chakharsari	id=g:6252094
Ishanan	id=g:6252095
Garuchi	id=g:6252096
Miali	id=g:6252097
Khlopkooch	id=g:6252098
Kanal Nari-Dzhadid	id=g:6252099
Sheykh-Ali	id=g:6252100
Pūzagī Gharbī	id=g:6252101
Sang-e Khōshī	id=g:6252102
Baydak	id=g:6252103
Ghich	id=g:6252104
Qabchīrak	id=g:6252105
Pīshal	id=g:6252106
Tūtak	id=g:6252107
Sōlah	id=g:6252108
Bāshlān	id=g:6252109
Nāwah-ye Mīsh	id=g:6252110
Dumdarāz Māndêh	id=g:6252111
Dzhari-Irdad	id=g:6252112
Kutakushta	id=g:6252113
Bashlan	id=g:6252114
Gora Kuli-Mast	id=g:6252115
Wulē Māndêh	id=g:6252116
Munārī Māndêh	id=g:6252117
Shaylah-ye Daymah	id=g:6252118
Shaylah-ye Sulmunjī	id=g:6252119
Warnā Ghar	id=g:6252120
Chinārān	id=g:6252121
Raygak	id=g:6252122
Anqarchāq Māndêh	id=g:6252123
Yāl	id=g:6252124
Kowkkōêh	id=g:6252125
Yāl	id=g:6252126
Arnī Māndêh	id=g:6252127
Rōd-e Duganah	id=g:6252128
Arnimandekh	id=g:6252129
Dugana	id=g:6252130
Balūchī Nāwah	id=g:6252131
Chūling	id=g:6252132
Khushkāb	id=g:6252133
Shamūliyān	id=g:6252134
Kamarak	id=g:6252135
‘Azīz Ghōl	id=g:6252136
Paskōchē Shaylah	id=g:6252137
Sīnay	id=g:6252138
Turush	id=g:6252139
Sīāh Sang	id=g:6252140
Tursh	id=g:6252141
Jar-e Rāh	id=g:6252142
Bāzān	id=g:6252143
Safayd Sang	id=g:6252144
Amrōtak	id=g:6252145
Zanbūr Khān	id=g:6252146
Kōrāw-e Manşūr	id=g:6252147
Saysalī	id=g:6252148
Başīr	id=g:6252149
Shāh Bayd	id=g:6252150
Pīlāwak	id=g:6252151
Sīnay	id=g:6252152
Nekhta	id=g:6252153
Rodnik Kashmaylor	id=g:6252154
Qaryeh-ye Kamay-Kechah	id=g:6252155
Sangdeh	id=g:6252156
Asgir	id=g:6252157
Yirkhana	id=g:6252158
Takhmak	id=g:6252159
Kōtal-e Maydō	id=g:6252160
Bibi-Mariam	id=g:6252161
Bulghak	id=g:6252162
Chorumbay	id=g:6252163
Gora Kecha	id=g:6252164
Cheshmeh-ye Aghlaw	id=g:6252165
Pereval Zardalu	id=g:6252166
Pereval Pirli	id=g:6252167
Kas	id=g:6252168
Dashi	id=g:6252169
Khwājah Durbay	id=g:6252170
Kārēz-e Khwājah Durbay	id=g:6252171
Khachkilak Bābā	id=g:6252172
Kunḏilān	id=g:6252173
Syōray	id=g:6252174
Shughlīgh	id=g:6252175
Shamali-Naudekh	id=g:6252176
Achū	id=g:6252177
Darazerma	id=g:6252178
Jilgad	id=g:6252179
Nāwah-ye Khudāydād	id=g:6252180
Darrayi-Sokhta	id=g:6252181
Taynatanki	id=g:6252182
Nāwah-ye ‘Ulyātū	id=g:6252183
Gora Sapedkokh	id=g:6252184
Kūh-e Tāmqowl	id=g:6252185
Gora Kumag	id=g:6252186
Kusha	id=g:6252187
Chapankoli-Shakhrzayda	id=g:6252188
Gīrō	id=g:6252189
Zangāw	id=g:6252190
Tangī-ye Ṯakālghū	id=g:6252191
Kōtal-e Oshtur	id=g:6252192
Qōl-e Yakh Būlāq	id=g:6252193
Chaman-e Nāwêr	id=g:6252194
Būrgūch	id=g:6252195
Būm-e Bughajangal	id=g:6252196
Kōtal-e Ābay	id=g:6252197
Ūlizār	id=g:6252198
Khwājah ‘Alī Bālā	id=g:6252199
Gōrkaḏan	id=g:6252200
Tanōrak	id=g:6252201
Gory Israk	id=g:6252202
Jabahzār	id=g:6252203
Gul’ Kokh	id=g:6252204
Bā’ī Murdah	id=g:6252205
Munḏow	id=g:6252206
Pereval Gardani-Bini-Darazak	id=g:6252208
Sangi-Shanda	id=g:6252209
Qōl	id=g:6252210
Ghafjāy	id=g:6252211
Lūnḏah	id=g:6252212
Nālahgōnī	id=g:6252213
Darah-ye Qafak	id=g:6252214
Laṯah Bastah	id=g:6252215
Khōsh Qōl	id=g:6252216
Qāsh Mullā	id=g:6252217
Surkh Gūlī	id=g:6252218
Dilband	id=g:6252219
Kōh-e Gīrō	id=g:6252220
Chūrālī	id=g:6252221
Qāsh-e Rōz	id=g:6252222
Safayd Kōtal	id=g:6252223
Chaman-e Patān	id=g:6252224
Sabz Gōlī	id=g:6252225
Nāw-e Khākā	id=g:6252226
Sangak	id=g:6252227
Khushkak	id=g:6252228
Bōkrīk	id=g:6252229
Nāw-e Khōrshay	id=g:6252230
Tībū	id=g:6252231
Urochishche Arabkha	id=g:6252306
Mollā Kheyl	id=g:6252307
Jar-e Ḩasan Tāl	id=g:6252308
Vādī-ye-‘Arabhā	id=g:6252309
Larkhābī	id=g:6252310
Gurgurak	id=g:6252311
Mulla-Kadir	id=g:6252312
Kuchi	id=g:6252313
Pōzah-ye Ayshān	id=g:6252316
Gajī	id=g:6252317
Kunduz Tapah	id=g:6252318
Deh Dadī Airfield	id=g:6252332
Shaftālak	id=g:6252333
Ushchel’ye Shadian	id=g:6252334
Ushchel’ye Kaflandara	id=g:6252335
Kharzār Tapah	id=g:6252336
Mīshak	id=g:6252338
Kunduz Airfield	id=g:6252369
Walō Shaylah	id=g:6252370
Peski Barkhannyye	id=g:6252371
Sāy-e Qizil Chashmah	id=g:6252372
Kalān	id=g:6252373
Bāgh-e Ghanah	id=g:6252374
Chahār Rāh	id=g:6252375
Qalam Qash	id=g:6252376
Qurub Darah	id=g:6252377
Gab Qāq	id=g:6252378
Mazar-i-Sharif Airfield	id=g:6252379
Wund	id=g:6252380
Shālgāh	id=g:6252381
Kūh-e Eylshafī	id=g:6252382
Kōrak	id=g:6252383
Gory Kivisht	id=g:6252384
Andor	id=g:6252385
Gora Vashar	id=g:6252386
Kūh-e Perengāl	id=g:6252387
Gora Kulandur	id=g:6252388
Kūh-e Ferengāl	id=g:6252389
Rūd-e Ferengāl	id=g:6252390
Sar-e Qowl	id=g:6252391
Farazgan	id=g:6252392
Darreh-ye Botah	id=g:6252393
Malakheyl	id=g:6252394
Gora Shabaroz	id=g:6252395
Gora Kalavut	id=g:6252396
Kandīkheyl	id=g:6252397
Angārah	id=g:6252398
Zulīkhā	id=g:6252399
Anjuman	id=g:6252400
Jarwaysh	id=g:6252401
Mullā Now	id=g:6252402
Darah-ye Ghuzū	id=g:6252403
Nalī Zartāk 	id=g:6253808
Sangīn Chāh	id=g:6253809
Azanī Māndah	id=g:6253810
Māmū Māndêh	id=g:6254027
Tappeh Kūhhā va Poshtehhā-ye Rīgī-ye Geldānkoh	id=g:6254028
Tāhaneh-ye Jalijal	id=g:6254029
Lōy Lat	id=g:6254030
Kilak Hadīrah	id=g:6254031
Durzay	id=g:6254032
Malang Nāwêr	id=g:6254033
Z̧arīfān	id=g:6254034
Baqī Kêlay	id=g:6261856
Tahānah-ye Khaīmah	id=g:6261857
Shērō Ōbō Ghar	id=g:6261858
Серай-Нала	id=g:6261859
Z̧arīf Kêlay	id=g:6284661
‘Abdullāh Kêlay	id=g:6284662
Atsakzaī	id=g:6284663
Arnay Māndah	id=g:6284743
Amrotak	id=g:6284744
Shēlah-e Bāghakhī	id=g:6284745
Balūchī Nāveh	id=g:6284746
Rūd-e Doganeh	id=g:6284747
Kawkkowah	id=g:6284748
Pilawak	id=g:6284749
Shamūlīān	id=g:6284750
Zambūrkhān	id=g:6284751
Tūtak	id=g:6284752
Sūlah	id=g:6284753
Sīāhsang	id=g:6284771
`Alishānī Ghar	id=g:6284773
Anārak Shēlah	id=g:6284774
Shēlah-e Anārak	id=g:6284775
Khulah-e Āsmān	id=g:6284776
Bal Targhatū Selseleh Ghr̲ūnah	id=g:6284777
Shēlah-e Chaghāmum	id=g:6284778
Tangī Chaghāmum	id=g:6284779
Damghūr Shēlah	id=g:6284780
Damghūr Tapah	id=g:6284781
De Gerdāb Ghar	id=g:6284782
De Gerdāb Shēlah	id=g:6284783
De Khākbachah Shēlah	id=g:6284784
De Khut Pūzeh	id=g:6284785
De Kuchnī Khut Shēlah	id=g:6284786
De Lūy Khut Shēlah	id=g:6284787
De Sūkhtē Ghar	id=g:6284788
De Tāwizak Ghar	id=g:6284789
Kūh-e Ḩājī Golvān	id=g:6284790
Shēlah-e Ḩājī Golvān	id=g:6284791
Shēlah-e Hazārboz	id=g:6284792
Kūh-e Jāmān	id=g:6284793
Shēlah-e Jāmān	id=g:6284794
Kajatāq Band	id=g:6284795
Kajatāq Ghar	id=g:6284796
Kajatāq Shēlah	id=g:6284797
Kūh-e Kermū	id=g:6284798
Kūh-e Kharparān	id=g:6284799
Shēlah-e Khedrak	id=g:6284800
Khvājeh Bāz Ghar	id=g:6284801
Khvājeh Kowrē Shēlah	id=g:6284802
Shēlah-e Kowldom	id=g:6284803
Shēlah-e Kūh-e Shāhbīd	id=g:6284804
Lōyah Darah	id=g:6284805
Kūh-e Mandosūr	id=g:6284806
Mārpēch Shaylah	id=g:6284807
Morghāb Ghar	id=g:6284808
Morghāb Shēlah	id=g:6284809
Nayak Shēlah	id=g:6284810
Shēlah-e Poshteh-ye Jūyah	id=g:6284811
Tangī Sakāb	id=g:6284812
Sangī Shāndah Shēlah	id=g:6284813
Senjetak Ghar	id=g:6284814
Senjetak Shēlah	id=g:6284815
Khulah-e Shāhbābā	id=g:6284816
Shāhbīd Shēlah	id=g:6284817
Shēlah-e Shāhbīd	id=g:6284818
Kūh-e Shāhnoqāl	id=g:6284819
Shīn Band	id=g:6284820
Kūh-e Shīnwalad	id=g:6284821
Takhchaghay Shēlah	id=g:6284825
Taralugh Shēlah	id=g:6284827
Kūh-e Tashlugh	id=g:6284828
Yazdavān Ghūnd̲ey	id=g:6284829
Yazdavān Shēlah-e	id=g:6284831
Yazdavān Tapah	id=g:6284832
Kūh-e Yazdavān	id=g:6284833
Yazdowān Shaylah	id=g:6284834
Farah	id=g:6299999
Faizabad	id=g:6300000
Herat	id=g:6300001
Jalalabad	id=g:6300002
Jabul-Saraj	id=g:6300003
Mazar-I-Sharif	id=g:6300004
Shebirghan	id=g:6300005
Zebak	id=g:6300006
Zaranj	id=g:6300007
Asanay Māndêh	id=g:6310863
Shīnaghzaī Ghar	id=g:6310864
Shīnaghzaī Khōlêh	id=g:6310865
Akōzelah	id=g:6310866
Akōzelē Ghar	id=g:6310867
Shangasah	id=g:6310868
Shangasah	id=g:6310869
Shnah Shpēlay	id=g:6310870
Sūrmay Ghar	id=g:6310871
Sūhūzī Ghar	id=g:6310872
Gandah Dowlah	id=g:6310873
Sūrkay Telēray	id=g:6310874
Sūrkay Telēray	id=g:6310875
Tōrah Tsūkah	id=g:6310876
Zērah Tsūkah	id=g:6310877
Gora Zizh	id=g:6310878
Ḏilah Māndêh	id=g:6310879
Zizh	id=g:6310880
Pitāwē Ghar	id=g:6310881
Tānd Arghōtay	id=g:6310882
Wêch Arghotay	id=g:6310883
Asanay Ghar	id=g:6310884
Myān Calay	id=g:6310885
Shishtah Māndêh	id=g:6310886
Girditkhay-Nali	id=g:6310887
Abdul-Rakhman-Kili	id=g:6367335
Ḩājjī Āqājān	id=g:6367336
Nayb-Kili	id=g:6367337
‘Abdul Ḩaq Māndêh	id=g:6367338
Khaīr Pōtī Māndêh	id=g:6367339
Khadzhi-Balo-Gumbad	id=g:6367340
Spīnkaī Naraī	id=g:6367844
Горы Лой-Гандерай	id=g:6367845
Shādi Inzar	id=g:6367909
Shinkay Khwaṟah Māndêh	id=g:6367910
Shīn Māndêh	id=g:6367911
Gadāyān Ghar	id=g:6367912
Tirwaki	id=g:6367913
Gora Tang-Gar	id=g:6384692
Dēgān Māndêh	id=g:6384693
Agbargay-Manda	id=g:6384694
Kārēzgaī Māndêh	id=g:6384695
Sam Naraī Māndêh	id=g:6384696
Khoshūyah Māndêh	id=g:6384697
Lōy Yōrō Khūlgêy Māndêh	id=g:6384698
Mehrabān	id=g:6384699
Kam Yōrō Khūlgêy	id=g:6384700
Khilai-Manda	id=g:6384701
Shādī Khāk Māndêh	id=g:6384702
Kazakaī Māndêh	id=g:6384703
Multān	id=g:6384704
Pachmānah Māndêh	id=g:6384705
Sowganaī Māndêh	id=g:6384706
Mogila Sabay	id=g:6384707
Tozhna-Nala	id=g:6394162
Горы Ташрабатгар	id=g:6394163
Landay-Nala	id=g:6394164
Vam	id=g:6395531
Kasmha	id=g:6395532
Khwājahzaī	id=g:6395533
Safi Landmark Hotel Suites	id=g:6525872
Burjak-e Afghānistān	id=g:6650865
Pāygāh-e Afghānistān	id=g:6651064
Daryācheh-ye Pūzak	id=g:6651068
Pāyānjōy	id=g:6651069
Shāh Malek	id=g:6651070
Karkī	id=g:6651071
Bāgh-e Sabz	id=g:6651072
Deh-e Now	id=g:6651074
Pāsgāh-e Marzī-ye Tahānah-ye Kurkī	id=g:6651075
Shand-e Ma‘şūm Khān	id=g:6651079
Dasht-e Zolak	id=g:6651080
Kalāy Dākī	id=g:6651081
Dasht-e Tal Derāz	id=g:6651082
Dasht-e Gazī	id=g:6651083
Dasht-e Khākak	id=g:6651084
Dasht-e Lāleh	id=g:6651085
Dasht-e Khvosh Pāsh	id=g:6651086
Dasht-e Bōrōk	id=g:6651088
Rūdkahāy-ye Tappeh Hamvār	id=g:6651089
Rūdkahāy-ye Khvājeh Sīāh Pūsh	id=g:6651090
‘Idō Khān	id=g:6651091
Boridah	id=g:6651092
Forūdgāh Jakhsūr	id=g:6651182
Mīnū	id=g:6651183
Deh-e Sheykh	id=g:6651521
Kandū	id=g:6651522
Salīān	id=g:6651523
Feyẕābād	id=g:6651524
Dasht-e Khālak	id=g:6651525
Dasht-e Shoghālī	id=g:6651526
Dasht-e Padkeh	id=g:6651547
Dasht-e Kūrkī	id=g:6651549
Maḩd Ya‘qūb	id=g:6677751
Mīr ‘Alīkhān	id=g:6677752
Ya‘qūb	id=g:6677753
Bāy Nāz	id=g:6677759
Dīn Maḩd	id=g:6677760
Rostam	id=g:6677761
Valī Maḩd	id=g:6677762
Mollā Nūr-e Maḩd	id=g:6677763
Keychī	id=g:6677764
Pērōza’ī	id=g:6677765
Lokrī	id=g:6677780
Khvābgāh	id=g:6677781
Yūsef	id=g:6677782
Mīrzā Dūst Maḩd	id=g:6677783
Rūsanzī	id=g:6677784
Sardārhā	id=g:6677785
Khalfeh-ye Jom‘eh Khān	id=g:6677786
Adī	id=g:6677787
Sīāh Dāsī	id=g:6677788
Ḩalīm Khān	id=g:6677789
Nahr-e Shāhī	id=g:6677790
Ḩājjī Maḩd-e Anvar	id=g:6677791
Ḩājjī ‘Abd ol Raḩmān	id=g:6677792
Ra'īs Jom‘eh Khān	id=g:6677793
‘Abd or Raḩmān Ya‘qūb	id=g:6677794
Khvājeh ‘Azīz	id=g:6677795
Qows od Dīn	id=g:6677796
Yār Maḩd	id=g:6677797
Shahr-e Now	id=g:6677798
Sardār Ebrāhīm	id=g:6677799
Nahr-e Dākū	id=g:6677800
Mīrzā Abū Bakr	id=g:6677801
Deh-e Mazār	id=g:6677802
Yūsef	id=g:6677803
Dor‘ī	id=g:6677804
Nād‘alī	id=g:6677805
Maḩd Ḩoseyn	id=g:6677806
Āqā Maḩd Khān	id=g:6677807
Dākū	id=g:6677808
Ḩājjī La‘l Khān	id=g:6677809
Ḩalīm Khān	id=g:6677810
Qal‘eh-ye Kardow	id=g:6677811
Dom Kharābeh	id=g:6677812
Daqāl-e Kardow	id=g:6677813
Dasht-e Qal‘ah-ye Gāwak	id=g:6677814
Cool űrhajó	id=g:6692413
Gorgābād	id=g:6748656
Kāl-e Shūrāb	id=g:6748657
Mazar-l-Sharif	id=g:6942121
Bagram Air Base	id=g:6949453
Wilāyat-e Dāykundī	id=g:6957553
Panjshir	id=g:6957555
Srah Kalā	id=g:6957682
Gadōlī Khwaṟ	id=g:6957971
Jar-e Chapar Qōl	id=g:6957972
Gorgābād	id=g:7014080
Kāl-e Shōrāb	id=g:7014081
Kowl-e Khoshk Sangar	id=g:7015626
Pāsgāh-e Marzī-ye ‘Abdollāh Khān	id=g:7015643
Helmand Rōd	id=g:7015667
Jōy-e Saykhsar	id=g:7015668
Nāngah Sar	id=g:7019344
Hindū Rāj	id=g:7019345
Ōbō Nāw	id=g:7019346
Āṟingal	id=g:7019349
Shokūrī	id=g:7019350
Marghay	id=g:7021064
Khowaīzī	id=g:7021065
Kīnchā Khwaṟ	id=g:7021066
Nālī Kanḏow	id=g:7021069
Daryā-ye Kamperil	id=g:7022110
Daryā-ye Rahmān Kōt	id=g:7022111
Daryā-ye Aksū	id=g:7022112
Daryā-ye Qarah Jelgah	id=g:7022113
Sharshīn Dāw Ghar	id=g:7022114
Sūrki Ūwīn	id=g:7022115
Qalandar Ūwīn	id=g:7022116
Dilisang Uween	id=g:7022117
Udargasht Khāna-i-Chīsh	id=g:7022118
Daryā-ye Adīnah Bāy	id=g:7022119
Tāsh Kuprūk	id=g:7022120
Dilisang Uween-e Ben	id=g:7022121
Pol-e Qarah Qyah	id=g:7022122
Wākhān Daryā	id=g:7022123
‘Ācheq Tāsh	id=g:7022124
Gōsfand Khānah-e Jarsūt	id=g:7022125
Akhsāy	id=g:7022126
Qezel Ōtak	id=g:7022127
Bayr Gaytā	id=g:7022128
Jar Qaychāl	id=g:7022129
Chalp ya Deldel	id=g:7022130
Tīgar Manō	id=g:7022131
Daryā-ye Qezel Qorum	id=g:7022132
Haq Qarghan	id=g:7022133
Daryā-ye Qarah Jelgah	id=g:7022134
Daryā-ye Kashkasū	id=g:7022135
Daryā-ye Tēger Mensū	id=g:7022136
Kōh-e Lār	id=g:7022137
Sīah Pat	id=g:7022138
Kowh-e ‘Āsheqān	id=g:7022139
Kowh-e Qabrak	id=g:7022140
Gerowhān-e Besmollāh-e Afghānestān	id=g:7022141
Khormākah	id=g:7022142
Kowh-e Tabarkan	id=g:7022143
Jar-e Khormākah	id=g:7022144
Kowh-e Dūmah	id=g:7022145
Kowh-e Narāhū wa Mādahāhū	id=g:7022146
Chaghakī	id=g:7022147
Qabrak	id=g:7022148
Kowh-e Tābakah	id=g:7022149
Kowh-e Chaghakī	id=g:7022150
Kowh-e Golanay	id=g:7022151
Kowh-e Garābī	id=g:7022152
Rowd-e Karrow	id=g:7022153
Kowh-e Chāhlang	id=g:7022154
Jar-e Chāhlang	id=g:7022155
Shaylah-ye Chāhrayg	id=g:7022156
Pal-e Asparān	id=g:7022157
Kowh-e Chāhrayg	id=g:7022158
Asparān	id=g:7022159
Kowh-e Karāghah	id=g:7022160
Shaylah-e Kalah Kowhak	id=g:7022161
Shaylah-e Pīr-e Sabz	id=g:7022162
Dasht-e Chāh-e Sorkh	id=g:7022329
Dasht-e Nāmayd	id=g:7022330
Dasht-e Chāh-e Moḩammad Akbar	id=g:7022331
Chāh-e Solaymān	id=g:7022332
Rowd-e Ghorghorī	id=g:7022333
Chāh-e Sorkh	id=g:7022334
Pūzah-ye Dakak	id=g:7022335
Dāgh-e Mīr Ḩasan	id=g:7022336
Kowh-e Damdam	id=g:7022337
Zīārat-e Khwājah Damdam	id=g:7022338
Chāh-e Mādar-e Rahmdel	id=g:7022339
Dasht-e Gazī	id=g:7022340
Pal-e Chāh-e Laīlā	id=g:7022341
Pal-e Poshtah-ye Manzel	id=g:7022342
Gardanah-ye Pal-e Anjīr	id=g:7022343
Kowh-e Sorbī	id=g:7022344
Dasht-e Kowh-e Rēgow	id=g:7022345
Pal-e Chāh-e Gandah	id=g:7022346
Dasht-e Mīrzā Kowh	id=g:7022347
Ushchel’ye Shorkaramandy	id=g:7027038
Ushchel’ye Sanamshor	id=g:7027047
Darah-ye Qizil Qōl	id=g:7027112
Ḏaḏam	id=g:7027293
Towdah Chīnah	id=g:7027294
Shaylah-e Jayljal	id=g:7027710
Şāliḩān Māndêh	id=g:7032311
Kyāchāhī Rōd	id=g:7032312
Dzêṟdzêṟah Tōy	id=g:7032313
Tsapêr	id=g:7032314
Pāy Sarak	id=g:7032315
Showr Āwak	id=g:7032316
Sêrkāw Māndêh	id=g:7032317
Ṯōbow Māndêh	id=g:7032318
Sālār Māndêh	id=g:7032319
Yakah Tsāh	id=g:7032320
Mātē	id=g:7032321
Ṯōbow	id=g:7032322
Raybat Khān	id=g:7032323
Sêrkāw	id=g:7032324
Ḩasan Kaṯah Māndêh	id=g:7032325
Khar Gaṯ	id=g:7032326
Wolah	id=g:7032327
Chōṯō	id=g:7032328
Ḩasan Kaṯah	id=g:7032329
Chōpakay	id=g:7032330
Deles̲h̲ār	id=g:7032331
Malakī	id=g:7032332
Gerō’ī Māndêh	id=g:7032333
Pifī	id=g:7032334
Chōṯōk	id=g:7032335
Chakal Kārēz	id=g:7032336
Laghay Māndêh	id=g:7032337
Spīnkay Māndêh	id=g:7032338
Lanḏay Dasht	id=g:7032339
Kṟum	id=g:7032340
Shōrāwak	id=g:7032341
Kṟum Māndêh	id=g:7032342
Laghay Ghar	id=g:7032343
Band-e Hayāt	id=g:7032344
Seh Nowrang Zīārat	id=g:7032345
Dōstī Māndêh	id=g:7032346
Wastē Māndêh	id=g:7032347
Yōsuf Ḏāg	id=g:7032348
Mullā Mūsá Ghbargē	id=g:7032349
Mastān Ḏanḏ	id=g:7032350
Sharbat Tsūkah	id=g:7032351
Mullā Mūsá Dasht	id=g:7032352
Mīrāzad Ghbargē	id=g:7032353
Shāh ‘Abbās	id=g:7032354
Myā Şāḩib Zīārat	id=g:7032355
Zōz	id=g:7032356
Saḩargō Tarakay	id=g:7032357
Ālū	id=g:7032358
Sharbat	id=g:7032359
Amānzī	id=g:7032360
Pāī Maghzay	id=g:7032361
Shērānī	id=g:7032362
Ghbargah	id=g:7032363
Paīmānah	id=g:7032364
Khurmā Ghar	id=g:7032365
Shēkhzaī	id=g:7032366
Shōrāwak	id=g:7032367
Ibrāhīmzaī	id=g:7032368
Sayyid Yaḩyā	id=g:7032369
Faīẕullah Tsūkah	id=g:7032370
Saḩargō Ghar	id=g:7032371
Badalzō Ḏāg	id=g:7032372
Raḩmatullāh Ghunḏêy	id=g:7032373
Lōrah	id=g:7032374
Sūr Bowṟay Māndêh	id=g:7032375
Shēkh ‘Omar	id=g:7032376
Panj Pāy Ghar	id=g:7032377
Spērē	id=g:7032378
Ganḏēraī	id=g:7032379
Ās Tangay	id=g:7032380
Kōzhak	id=g:7032381
Chūlay	id=g:7032382
Raḩmān Māndêh	id=g:7032383
Kamāl Khān	id=g:7032384
Mīmkhān	id=g:7032385
Teray Gōl	id=g:7032386
Mullā Ḩakīm Ghar	id=g:7032387
Walē Māndêh	id=g:7032388
Tahānah-ye Shōrāwak	id=g:7032389
Spīnē Khūlē Māndêh	id=g:7032390
Bādī Kārēz	id=g:7032391
Sayyid Nīkêh	id=g:7032392
Bahlōl Ghar	id=g:7032393
Borjak	id=g:7032394
Chelakash Bābā Zīārat	id=g:7032395
Gaṟêy Māndêh	id=g:7032396
Paṯān Kārēz	id=g:7032397
Ghbargay	id=g:7032398
Ganḏēraī Māndêh	id=g:7032399
Ushturlak	id=g:7032400
Ganḏēraī Tsūkah	id=g:7032401
Sarpōṯaī	id=g:7032402
Gul Chōpān	id=g:7032403
Morād Khān Chīnah	id=g:7032404
Aşghar	id=g:7032405
Chaghāl Ghunḏêy	id=g:7032406
Durkhānay Pōṯaī	id=g:7032407
Sarpōshī	id=g:7032408
Shimay	id=g:7032409
Sar Spīnah Khūlah	id=g:7032410
Lōy Ganḏēraī	id=g:7032411
Spīnkaī Māndêh	id=g:7032412
Ganḏēraī	id=g:7032413
Marghalên	id=g:7032414
‘Īsá Kêlay	id=g:7032415
Sandzêlay Māndêh	id=g:7032416
Daryā-ye Panj	id=g:7034725
Daryā-ye Ūrūp	id=g:7034726
Raygzār-e Jorm	id=g:7035121
Paghn	id=g:7035122
Daryā-ye Wazīt	id=g:7035126
Pajrab	id=g:7035394
Bayn Sēl	id=g:7035395
Archah	id=g:7035396
Sheshm	id=g:7035397
Hindu Kush	id=g:7035398
Sēlkenj	id=g:7035399
Purtwurs	id=g:7035400
Kōh-e Āghak	id=g:7035401
Yansar	id=g:7035402
Kharābah-ye Rabāţ-ye Kākā	id=g:7035403
Zartigar	id=g:7035404
Wādī-ye Sang-e Darwāzah	id=g:7035405
Dēhqān Khānah	id=g:7035406
Kharābah-ye Shtūrk	id=g:7035407
Wādī-ye Bāybāy	id=g:7035408
Kharābah-ye Dankōt	id=g:7035409
Kōh-e Garsar	id=g:7035410
Kharābah-ye Rabāţ-e Stris	id=g:7035411
Kōtal-e Qarah-ye Qabchal	id=g:7035412
Daryā-ye Parsā Jerāb	id=g:7035413
Daryā-ye Shkanstat	id=g:7035414
Kōtal-e Togūzbās	id=g:7035415
Zemistan-e Pāsā	id=g:7035416
Kōh-e Raḩmān Kōṯ	id=g:7035417
Darah-ye Pārūn	id=g:7041484
Rāst Darah	id=g:7041485
Sojōm Gul	id=g:7041528
Tagāb-e Munjān	id=g:7041534
Darah-ye Pīnawī	id=g:7041579
Mullā Khān	id=g:7041619
Panjshanbeh	id=g:7041620
Warān Gūrah	id=g:7041621
Ochukgal Khwaṟ	id=g:7041868
Chinār Khwaṟ	id=g:7041869
Manḏagal Pōzah	id=g:7041870
Ōr	id=g:7041875
Achalak Rōd	id=g:7041876
Shigal	id=g:7041877
Azirgal Nāw	id=g:7041878
Yigē Nāw	id=g:7041879
Hazār Kanḏay Khwaṟ	id=g:7041880
Daryā-ye Darah-ye Deh Gol	id=g:7044430
Gorūhān-e Besm Allāh-e Afghānestān	id=g:7047695
Chaghakī	id=g:7047703
Kūk-e Tabarkan	id=g:7047704
Delāwar	id=g:7050988
Alef Khān	id=g:7050989
Nāwur	id=g:7050990
Garm Ōbêh	id=g:7050991
‘Īdō Khēl	id=g:7050992
Sar Āsīāb	id=g:7050993
Āhingarān	id=g:7050994
Arghanj Khwāh	id=g:7052641
Argō	id=g:7052663
Bahārak	id=g:7052664
Darāyim	id=g:7052665
Darwāz-e Bālā	id=g:7052666
Darwāz-e Pā’īn	id=g:7052667
Faīẕābād	id=g:7052668
Ishkāshim	id=g:7052669
Jurm	id=g:7052670
Khāsh	id=g:7052672
Khwāhān	id=g:7052674
Kirān wa Munjān	id=g:7052676
Kishim	id=g:7052679
Kōhistān	id=g:7052680
Kūf Āb	id=g:7052682
Rāghistān	id=g:7052684
Shahr-e Buzurg	id=g:7052686
Shighnān	id=g:7052688
Shikī	id=g:7052689
Shuhadā	id=g:7052690
Tagāb	id=g:7052691
Tashkān	id=g:7052692
Wākhān	id=g:7052694
Wardūj	id=g:7052696
Yaftal-e Suflá	id=g:7052701
Yamgān	id=g:7052735
Yāwān	id=g:7052736
Zaybāk	id=g:7052737
Āb-e Kamarī	id=g:7052785
Ghōrmāch	id=g:7052787
Jawand	id=g:7052790
Muqur	id=g:7052792
Murghāb	id=g:7052794
Qādis	id=g:7052795
Qal‘ah-ye Now	id=g:7052796
Harī Rūd	id=g:7052853
Andarāb	id=g:7052857
Baghlān-e Jadīd	id=g:7052897
Būrkah	id=g:7052899
Dahanah-ye Ghōrī	id=g:7052900
Deh-e Şalāḩ	id=g:7052901
Dōshī	id=g:7052902
Firing wa Ghārū	id=g:7052903
Goz̄argāh-e Nūr	id=g:7052904
Khinjān	id=g:7052905
Khōst wa Firing	id=g:7052906
Khwājah Hijrān (Jalgah)	id=g:7052907
Nahrīn	id=g:7052908
Pul-e Ḩişār	id=g:7052909
Tālah wa Barfak	id=g:7052910
Kahmard	id=g:7052911
