Lyashchi	id=g:532830
Litovsk	id=g:534763
Litovnya	id=g:534764
Litovniki	id=g:534765
Litovka	id=g:534766
Litovka	id=g:534767
Lito-Ozero	id=g:534768
Litomkino	id=g:534769
Litomgino	id=g:534770
Litobezh	id=g:534771
Zaliv Litke	id=g:534772
Ostrov Litke	id=g:534773
Mys Litke	id=g:534774
Guba Litke	id=g:534775
Banka Litke	id=g:534776
Faktoriya Litke	id=g:534777
Litizno	id=g:534778
Litizh	id=g:534779
Litivlya	id=g:534780
Litinka	id=g:534781
Liteya	id=g:534782
Litemnitsy	id=g:534783
Ozero Lis’ye	id=g:534784
Lis’ye	id=g:534785
Lisova Sloboda	id=g:534786
Lis’ya Sel’ga	id=g:534787
Lis’ya Polyana	id=g:534788
Lisyany	id=g:534789
Ozero Lis’ya-Lampi	id=g:534790
Lis’ya Guba	id=g:534791
Lis’ya Gora	id=g:534792
Lis’ya Balka	id=g:534793
Gora Lis’ya	id=g:534794
Gora Lis’ya	id=g:534795
Gora Lysaya	id=g:534796
Lis’ya	id=g:534797
Lis’ya	id=g:534798
Lisunovo	id=g:534799
Listyanyye Ostrova	id=g:534800
Stantsiya Listvyanka	id=g:534801
Listvyanka	id=g:534802
Listvyanka	id=g:534803
Listvyanka	id=g:534804
Mys Listvennyy	id=g:534805
Listvennyy	id=g:534806
Listvennoye	id=g:534807
Listvennitsa	id=g:534808
Listvennitsa	id=g:534809
Stantsiya Listvennichnyy	id=g:534810
Listvenka	id=g:534811
Listvenka	id=g:534812
Listvenka	id=g:534813
Listvenka	id=g:534814
Ozëra Listvenichnyye	id=g:534815
Ozero Listvenichnoye	id=g:534816
Listvenichnaya	id=g:534817
Listvenichnaya	id=g:534818
Listvenichnaya	id=g:534819
Gora Listovka-Yël’	id=g:534820
Listovka	id=g:534821
Listovka	id=g:534822
Listovichi	id=g:534823
Listopadovka	id=g:534824
Listopadka	id=g:534825
Lista	id=g:534826
Lisri	id=g:534827
Lisovo	id=g:534828
Lisovo	id=g:534829
Lesnikovo	id=g:534830
Proliv Li-Smita	id=g:534831
Ostrov Li Smita	id=g:534832
Lisman	id=g:534833
Liskinskiy Rayon	id=g:534834
Liskino	id=g:534835
Liska	id=g:534836
Liski	id=g:534837
Liski	id=g:534838
Liski	id=g:534839
Mys Lisiy Nos	id=g:534840
Lisiy Nos	id=g:534841
Lisiy Kolodez’	id=g:534842
Ostrov Lisiy	id=g:534843
Ostrov Lisiy	id=g:534844
Lisitsynskaya	id=g:534845
Lisitsyno	id=g:534846
Lisitsyno	id=g:534847
Lisitsyno	id=g:534848
Baraki Lisitsy	id=g:534849
Lisitsy	id=g:534850
Lisitsino	id=g:534851
Lisitsino	id=g:534852
Lisintsevo	id=g:534853
Lisinskiy	id=g:534854
Lisinskiy	id=g:534855
Lisino-Korpus	id=g:534856
Lisino	id=g:534857
Lisino	id=g:534858
Lisino	id=g:534859
Lisino	id=g:534860
Lisikty	id=g:534861
Lis’i Gorki	id=g:534862
Lis’i Gorki	id=g:534863
Lisichkino	id=g:534864
Lisichkin	id=g:534865
Lisichki	id=g:534866
Lisichki	id=g:534867
Lisichki	id=g:534868
Lisichino	id=g:534869
Lisichino	id=g:534870
Lisichino	id=g:534871
Lisichikha	id=g:534872
Lishutino	id=g:534873
Lishnyagi	id=g:534874
Lishneva	id=g:534875
Lishki	id=g:534876
Lishenino	id=g:534877
Lisetskiy	id=g:534878
Lisetskiy	id=g:534879
Lisenki	id=g:534880
Lisavy	id=g:534881
Lisavino	id=g:534882
Lisavino	id=g:534883
Lisa Mariyskaya	id=g:534884
Lisa	id=g:534885
Liron-Yoki	id=g:534886
Lip’ye	id=g:534887
Lipyatino	id=g:534888
Ozero Lip-Yarvi	id=g:534889
Lipyanoy Dyuk	id=g:534890
Stantsiya Lipyagi	id=g:534891
Lipyagi	id=g:534892
Lipyagi	id=g:534893
Lipyagi	id=g:534894
Lipyagi	id=g:534895
Lepyagi	id=g:534896
Lipyagi	id=g:534897
Lipyagi	id=g:534898
Lipyagi	id=g:534899
Lipyagi	id=g:534900
Lipyach	id=g:534901
Mys Lipuuniyemi	id=g:534902
Lipushka	id=g:534903
Lipuny	id=g:534904
Lipunikha	id=g:534905
Lipunikha	id=g:534906
Lipukhino	id=g:534907
Lipukhina	id=g:534908
Lipukha	id=g:534909
Lipua	id=g:534910
Liptsy	id=g:534911
Gora Lobtskara	id=g:534912
Lipskoye	id=g:534913
Lipshane	id=g:534914
Lipsha	id=g:534915
Lipsery	id=g:534916
Lipperstal’	id=g:534917
Lipovyy	id=g:534918
Lipovka	id=g:534919
Lipovy Polyany	id=g:534920
Lipovets	id=g:534921
Ozero Lipovskoye	id=g:534922
Lipovskoye	id=g:534923
Raz”yezd Lipovskiy	id=g:534924
Lipovtsy	id=g:534925
Lipovskiy	id=g:534926
Lipovskiy	id=g:534927
Lipovskiy	id=g:534928
Lipovskiy	id=g:534929
Stantsiya Lipovskaya	id=g:534930
Lipovskaya	id=g:534931
Lipovoye	id=g:534932
Ozero Lipovo	id=g:534933
Lipovo	id=g:534934
Lipovo	id=g:534935
Lipovo	id=g:534936
Lipovo	id=g:534937
Lipovo	id=g:534938
Lipova	id=g:534939
Lipovo	id=g:534940
Lipovo	id=g:534941
Lipovo	id=g:534942
Lipovo	id=g:534943
Lipovo	id=g:534944
Lipovo	id=g:534945
Lipov Kust	id=g:534946
Lipovki	id=g:534947
Lipovka	id=g:534948
Lipovka	id=g:534949
Lipovka	id=g:534950
Lipovka	id=g:534951
Lipovka	id=g:534952
Lipovka	id=g:534953
Lipovo	id=g:534954
Lipovka	id=g:534955
Lipovka	id=g:534956
Lipovka	id=g:534957
Lipovka	id=g:534958
Lipovka	id=g:534959
Lipovka	id=g:534960
Lipovka	id=g:534961
Lipovki	id=g:534962
Lipovka	id=g:534963
Lipovka	id=g:534964
Lipovka	id=g:534965
Lipovka	id=g:534966
Lipovka	id=g:534967
Lipovka	id=g:534968
Lipovka	id=g:534969
Lipovka	id=g:534970
Lipovka	id=g:534971
Lipovka	id=g:534972
Lipovka	id=g:534973
Lipovka	id=g:534974
Lipovka	id=g:534975
Lipovka	id=g:534976
Lipovka	id=g:534977
Lipovka	id=g:534978
Lipovka	id=g:534979
Lipovka	id=g:534980
Lipovka	id=g:534981
Lipovka	id=g:534982
Lipovka	id=g:534983
Lipovka	id=g:534984
Lipovka	id=g:534985
Lipovka	id=g:534986
Lipovka	id=g:534987
Lipovka	id=g:534988
Lipovka	id=g:534989
Lipovka	id=g:534990
Lipovka	id=g:534991
Lipovka	id=g:534992
Lipovka	id=g:534993
Lipovka	id=g:534994
Lipovka	id=g:534995
Lipovka	id=g:534996
Lipovka	id=g:534997
Lipovka	id=g:534998
Lipovka	id=g:534999
Lipovka	id=g:535000
Lipovka	id=g:535001
Lipovka	id=g:535002
Lipovka	id=g:535003
Lipovka	id=g:535004
Lipovka	id=g:535005
Lipovka	id=g:535006
Lipovka	id=g:535007
Lipovka	id=g:535008
Lipovka	id=g:535009
Lipovka	id=g:535010
Lipovka	id=g:535011
Lipovka	id=g:535012
Lipovka	id=g:535013
Lipov Log	id=g:535014
Lipovka	id=g:535015
Lipovka	id=g:535016
Tangi	id=g:535017
Lipovitsy	id=g:535018
Lipovitsa	id=g:535019
Lipovitsa	id=g:535020
Lipovik	id=g:535021
Lipovik	id=g:535022
Lipovik	id=g:535023
Lipovik	id=g:535024
Lipovets	id=g:535025
Urochishche Lipovets	id=g:535026
Lipovets	id=g:535027
Lipovitsy	id=g:535028
Lipovets	id=g:535029
Lipovets	id=g:535030
Lipovets	id=g:535031
Lipovets	id=g:535032
Lipovets	id=g:535033
Lipovets	id=g:535034
Lipovets	id=g:535035
Lipovets	id=g:535036
Lipovchanskiy	id=g:535037
Lipovaya Sel’ga	id=g:535038
Lipovaya Polyana	id=g:535039
Lipovaya Pervaya	id=g:535040
Gora Lipovaya	id=g:535041
Gora Lipovaya	id=g:535042
Gora Lipovaya	id=g:535043
Lipovaya	id=g:535044
Lipovaraka	id=g:535045
Lipova Gora	id=g:535046
Lipova	id=g:535047
Lipova	id=g:535048
Lipov	id=g:535049
Gora Liposyuntyumya	id=g:535050
Lipo-Podysakovo	id=g:535051
Lipologovskiy	id=g:535052
Lipolebedevskiy	id=g:535053
Lipnyaki	id=g:535054
Lipnyaki	id=g:535055
Lipnyagi	id=g:535056
Lipnya	id=g:535057
Bol’shaya Lipnya	id=g:535058
Lipnya	id=g:535059
Lipnya	id=g:535060
Lipny	id=g:535061
Lipno	id=g:535062
Lipno	id=g:535063
Lipno	id=g:535064
Lipnitsa	id=g:535065
Lipnik	id=g:535066
Boloto Lipnëvo	id=g:535067
Lipnaya Gorka	id=g:535068
Lipna	id=g:535069
Lipleyka	id=g:535070
Lipleyka	id=g:535071
Lipleyka	id=g:535072
Lipkovitsy	id=g:535073
Lipkino	id=g:535074
Lipkino	id=g:535075
Stantsiya Lipki	id=g:535076
Lipki	id=g:535077
Lipki	id=g:535078
Lipki	id=g:535079
Lipki	id=g:535080
Lipki	id=g:535081
Lipki	id=g:535082
Lipki	id=g:535083
Lipki	id=g:535084
Lipki	id=g:535085
Lipki	id=g:535086
Lipki	id=g:535087
Lipki	id=g:535088
Lipki	id=g:535089
Lipki	id=g:535090
Lipki	id=g:535091
Lipka	id=g:535092
Lipka	id=g:535093
Lipitsy-Likhachi	id=g:535094
Ostanovochnyy Punkt Lipitsy	id=g:535095
Lipitsy	id=g:535096
Lipitsy	id=g:535097
Lipitsy	id=g:535098
Lipitsy	id=g:535099
Lipitsy	id=g:535100
Lipitsy	id=g:535101
Lipitsy	id=g:535102
Lipitsy	id=g:535103
Lipitskiye Vyselki	id=g:535104
Lipitskiy	id=g:535105
Lipitskiy	id=g:535106
Lipitsa	id=g:535107
Lipitino	id=g:535108
Lipino	id=g:535109
Lipino	id=g:535110
Lipino	id=g:535111
Lipino	id=g:535112
Lipin Bor	id=g:535113
Lipiga	id=g:535114
Lipety	id=g:535115
Lipetsy	id=g:535116
Lipetskoye Okhotnich’ye Khozyaystvo	id=g:535117
Lipetsko	id=g:535118
Lipetskiy Rayon	id=g:535119
Lipetskaya Oblast'	id=g:535120
Lipetsk	id=g:535121
Lipets	id=g:535122
Lipenskoye	id=g:535123
Lipenskiy Pogost	id=g:535124
Lipekha	id=g:535125
Lipchenko	id=g:535126
Lipchaty	id=g:535127
Lipchanka	id=g:535128
Ozero Lipchagskoye	id=g:535129
Lipchagi	id=g:535130
Lipaty	id=g:535131
Lipaty	id=g:535132
Lipatovo	id=g:535133
Lipatov	id=g:535134
Lipatniki	id=g:535135
Gora Lipasuvannonvara	id=g:535136
Lipashur	id=g:535137
Ozero Lipash-Lambina	id=g:535138
Lipa	id=g:535139
Lipa	id=g:535140
Lipa	id=g:535141
Lipa	id=g:535142
Ozero Linzhozero	id=g:535143
Linzh-Ozero	id=g:535144
Linyakovo	id=g:535145
Ostrov Linskiy Priluk	id=g:535146
Linovo	id=g:535147
Gora Lino-Megi	id=g:535148
Ozero Lino	id=g:535149
Linna	id=g:535150
Stantsiya Rzhevskoye	id=g:535151
Ozero Lin’kovo	id=g:535152
Lin’kovo	id=g:535153
Lipikhino	id=g:535154
Lingostrov	id=g:535155
Lineynyy Ugol	id=g:535156
Lineynyy	id=g:535157
Lineynoye	id=g:535158
Stantsiya Lineynaya	id=g:535159
Lineynaya	id=g:535160
Lineyka	id=g:535161
Lineya	id=g:535162
Lineya	id=g:535163
Linëvyy	id=g:535164
Ozero Linëvo	id=g:535165
Ozero Linëvo	id=g:535166
Linëvo	id=g:535167
Linëvo	id=g:535168
Linëvo	id=g:535169
Linevka	id=g:535170
Linevka	id=g:535171
Linets	id=g:535172
Linets	id=g:535173
Ozero Lindozero	id=g:535174
Ozero Lind-Ozero	id=g:535175
Lindozero	id=g:535176
Lindozero	id=g:535177
Lindoya	id=g:535178
Lindino	id=g:535179
Lindema	id=g:535180
Lindo-Pustyn’	id=g:535181
Linda	id=g:535182
Linda	id=g:535183
Linama	id=g:535184
Liinakhamari	id=g:535185
Lip’ye	id=g:535186
Limyatikha	id=g:535187
Limtayok	id=g:535188
Lims-Ozero	id=g:535189
Limozha	id=g:535190
Ostanovochnyy Punkt 46 km	id=g:535191
Limovaya	id=g:535192
Limovoye	id=g:535193
Limovoye	id=g:535194
Limovoye	id=g:535195
Limony	id=g:535196
Limonovtsy	id=g:535197
Limonovka	id=g:535198
Limonov	id=g:535199
Limipolzovo	id=g:535200
Liminskiy	id=g:535201
Limezh	id=g:535202
Limenskiy	id=g:535203
Stantsiya Limenda	id=g:535204
Limenda	id=g:535205
Limenda	id=g:535206
Limenda	id=g:535207
Ozero Limbertu	id=g:535208
Limarëv	id=g:535209
Limanskiy Rayon	id=g:535210
Stantsiya Limanskiy	id=g:535211
Limanskiy	id=g:535212
Limanskiy	id=g:535213
Limanovskiy	id=g:535214
Staryye Limanokirpili	id=g:535215
Limannyy	id=g:535216
Limannyy	id=g:535217
Kapustin	id=g:535218
Limannoye	id=g:535219
Urochishche Liman Kirpil’skiy	id=g:535220
Ozero Limandrovo	id=g:535221
Limandrovka	id=g:535222
Ozero Liman-Bol’shoy	id=g:535223
Boloto Beysugskiy Liman	id=g:535224
Liman’	id=g:535225
Liman	id=g:535226
Liman	id=g:535227
Liman	id=g:535228
Liman	id=g:535229
Liman	id=g:535230
Liman	id=g:535231
Liman	id=g:535232
Lim	id=g:535233
Mys Lil’ye	id=g:535234
Liliyenfel'd	id=g:535235
Lilistvera	id=g:535236
Liligumz’	id=g:535237
Likurga	id=g:535238
Likoyarvi	id=g:535239
Likovskoye	id=g:535240
Likova	id=g:535241
Likova	id=g:535242
Likino-Dulevo	id=g:535243
Likino	id=g:535244
Likino	id=g:535245
Likino	id=g:535246
Likino	id=g:535247
Ozero Likh-Yarvi	id=g:535248
Stantsiya Chekalin	id=g:535249
Likhvashkin	id=g:535250
Likhunino	id=g:535251
Likhtosh	id=g:535252
Likhoy	id=g:535253
Likhovskoy	id=g:535254
Likhovishchi	id=g:535255
Likhovidovo	id=g:535256
Likhovidovskiy	id=g:535257
Likhovarovo	id=g:535258
Likhoturovskaya	id=g:535259
Likhoslavl’skiy Rayon	id=g:535260
Likhoslavl’	id=g:535261
Ozero Likhorevo	id=g:535262
Likholobov	id=g:535263
Likholaino	id=g:535264
Likhodiyevskiy Pogost	id=g:535265
Likhodeyevka	id=g:535266
Likhodeyevka	id=g:535267
Likhobrazovo	id=g:535268
Stantsiya Likhobory	id=g:535269
Likhobory	id=g:535270
Likhoborka	id=g:535271
Likhaya Shalga	id=g:535272
Guba Likhaya Pakhta	id=g:535273
Stantsiya Likhaya	id=g:535274
Likhaya	id=g:535275
Likharevskiye Otruba	id=g:535276
Likharëvo	id=g:535277
Likharëva Gorka	id=g:535278
Likhanovo	id=g:535279
Poluostrov Likhaniyemi	id=g:535280
Likhaniyemi	id=g:535281
Ostrov Likhakarinsari	id=g:535282
Likhachi	id=g:535283
Likhachëvo	id=g:535284
Likhachëvo	id=g:535285
Likhachëvo	id=g:535286
Likhachëvo	id=g:535287
Likhachëvo	id=g:535288
Likhachëvka	id=g:535289
Likhachëvka	id=g:535290
Likhachëvo	id=g:535291
Likanen	id=g:535292
Ligovskiy Kanal	id=g:535293
Mys Ligovskiy	id=g:535294
Stantsiya Ligovo	id=g:535295
Ligovo	id=g:535296
Ligovo	id=g:535297
Ligomskiy	id=g:535298
Ozero Ligmozero	id=g:535299
Ozero Ligazh	id=g:535300
Ligachëvo	id=g:535301
Lifonov	id=g:535302
Liflyandka	id=g:535303
Liflyandka	id=g:535304
Lifanovo	id=g:535305
Ozero Lieka-Yarvi	id=g:535306
Gora Liekavara	id=g:535307
Lidy	id=g:535308
Lidus	id=g:535309
Ozero Lidskoye	id=g:535310
Lidovka	id=g:535311
Lidovka	id=g:535312
Lidma-Oya	id=g:535313
Ozero Lidma-Lambi	id=g:535314
Ozero Lidmakh	id=g:535315
Lidinskoye Ozero	id=g:535316
Lidino	id=g:535317
Lidino	id=g:535318
Lidino	id=g:535319
Lidinka	id=g:535320
Lid’	id=g:535321
Lid’	id=g:535322
Lichka	id=g:535323
Lichino	id=g:535324
Ostanovochnyy Punkt Lichadeyevo	id=g:535325
Lichadeyevo	id=g:535326
Libunitsy	id=g:535327
Libava	id=g:535328
Stantsiya Lianozovo	id=g:535329
Lianozovo	id=g:535330
Stantsiya L’gov Yuzhnyy	id=g:535331
Stantsiya L’gov Sortirovochnaya	id=g:535332
L’govskiy Rayon	id=g:535333
L’govskiy	id=g:535334
L’govo	id=g:535335
L’govo	id=g:535336
L’govo	id=g:535337
L’govo	id=g:535338
L’govo	id=g:535339
L’govo	id=g:535340
L’govo	id=g:535341
L’govo	id=g:535342
L’govo	id=g:535343
Stantsiya L’gov Kiyevskiy	id=g:535344
L’govka	id=g:535345
L’gov	id=g:535346
L’gov	id=g:535347
Lezym	id=g:535348
Lez’ye	id=g:535349
Lezvino	id=g:535350
Ozero Lezozero	id=g:535351
Lezno	id=g:535352
Lezno	id=g:535353
Lezna	id=g:535354
Lezino	id=g:535355
Lezib	id=g:535356
Lezhovka	id=g:535357
Lezhnyata	id=g:535358
Lezhno	id=g:535359
Lezhnino	id=g:535360
Lezhni	id=g:535361
Lezhnëvo	id=g:535362
Lezhnëvo	id=g:535363
Lezhnëvo	id=g:535364
Lezhnëvo	id=g:535365
Lezhnevo	id=g:535366
Lezhnëvo	id=g:535367
Lezhnëv	id=g:535368
Lezhneno	id=g:535369
Lezhinka	id=g:535370
Ozero Lezhevo	id=g:535371
Lezhevo	id=g:535372
Lezhenki	id=g:535373
Lezhen’ki	id=g:535374
Lezhebokovo	id=g:535375
Lezhebokovo	id=g:535376
Lezhebokovo	id=g:535377
Lëzhdug	id=g:535378
Lezhayka	id=g:535379
Lezhayka	id=g:535380
Lezhakhovo	id=g:535381
Lezha	id=g:535382
Lezha	id=g:535383
Lezh’	id=g:535384
Lezgino	id=g:535385
Ruchey Lezenka	id=g:535386
Lez’	id=g:535387
Leyzer	id=g:535388
Lëyutëmyaki	id=g:535389
Boloto Leyuki-Suo	id=g:535390
Ozero Leytimo-Yarvi	id=g:535391
Stantsiya Leypyasuo	id=g:535392
Leypruchey	id=g:535393
Leypi	id=g:535394
Gora Leypatunturi	id=g:535395
Leynyy	id=g:535396
Mys Leynavolok	id=g:535397
Leykino	id=g:535398
Leykino	id=g:535399
Leykino	id=g:535400
Leyguba	id=g:535401
Leybusha	id=g:535402
Leybusha	id=g:535403
Leya	id=g:535404
Lebzovo	id=g:535405
Levzha	id=g:535406
Levyy Ostrov	id=g:535407
Kanal Levyy Nagornyy	id=g:535408
Tret’i Levyye Lamki	id=g:535409
Levyye Lamki Pervyye	id=g:535410
Levyy Bizyar	id=g:535411
Levyki	id=g:535412
Levychino	id=g:535413
Levyalya	id=g:535414
Lëvushka	id=g:535415
Levtsovo	id=g:535416
Lev Tolstoy	id=g:535417
Lev-Tolstovskiy Rayon	id=g:535418
Levskiy	id=g:535419
Levshukovo	id=g:535420
Levshino	id=g:535421
Levshino	id=g:535422
Levshino	id=g:535423
Levshino	id=g:535424
Pristan' Levshino	id=g:535425
Levshinka	id=g:535426
Levshino	id=g:535427
Levoye Yashcherevo	id=g:535428
Stantsiya Levoshinka	id=g:535429
Levoshevo	id=g:535430
Levoploskaya	id=g:535431
Levopadinskiy	id=g:535432
Levon’ka	id=g:535433
Nikulintsy	id=g:535434
Ozero Levondi-Yarvi	id=g:535435
Levonanselkya	id=g:535436
Levolovo	id=g:535437
Levokumskoye	id=g:535438
Levokumskiy Rayon	id=g:535439
Levokumka	id=g:535440
Levochka	id=g:535441
Levocha	id=g:535442
Levoberezhnoye	id=g:535443
Levoberezhnyy Rayon	id=g:535444
Levoberezhnyy Rayon	id=g:535445
Levoberezhnyy Rayon	id=g:535446
Levoberezhnyy	id=g:535447
Levoberezhnyy	id=g:535448
Levoberezhnyy	id=g:535449
Levoberezhnaya	id=g:535450
Levoberezhnaya	id=g:535451
Khutora Levkovo	id=g:535452
Levkovo	id=g:535453
Levkovo	id=g:535454
Levkovo	id=g:535455
Levkovo	id=g:535456
Levkovo	id=g:535457
Levkovo	id=g:535458
Levkovo	id=g:535459
Levkovo	id=g:535460
Levkovka	id=g:535461
Levkova	id=g:535462
Ostrov Levkov	id=g:535463
Lëvkino	id=g:535464
Lëvkino	id=g:535465
Lëvka	id=g:535466
Ozero Levitskoye	id=g:535467
Ozero Leviska	id=g:535468
Levis	id=g:535469
Ozero Levinskoye	id=g:535470
Levinskoye	id=g:535471
Levinskoye	id=g:535472
Sovkhoz Levinskiy	id=g:535473
Kamen’ Levinskiy	id=g:535474
Levinskaya	id=g:535475
Levinskaya	id=g:535476
Levinskaya	id=g:535477
Levinskaya	id=g:535478
Levinskaya	id=g:535479
Levinskaya	id=g:535480
Levinskaya	id=g:535481
Levinskaya	id=g:535482
Levinskaya	id=g:535483
Levino	id=g:535484
Levino	id=g:535485
Levino	id=g:535486
Levino	id=g:535487
Levino	id=g:535488
Levino	id=g:535489
Levino	id=g:535490
Levino	id=g:535491
Levino	id=g:535492
Levino	id=g:535493
Levino	id=g:535494
Levino	id=g:535495
Urochishche Levino	id=g:535496
Levinka	id=g:535497
Levinka	id=g:535498
Levin-Ivan	id=g:535499
Levina	id=g:535500
Levina	id=g:535501
Levino	id=g:535502
Levina	id=g:535503
Levin	id=g:535504
Levikha	id=g:535505
Levichi	id=g:535506
Levichi	id=g:535507
Levgus	id=g:535508
Ozero Leve-Yarvi	id=g:535509
Leveshka	id=g:535510
Leveshka	id=g:535511
Levinka	id=g:535512
Levenka	id=g:535513
Levenka	id=g:535514
Ozero Leven’g-Yarvi	id=g:535515
Leven’g-Oya	id=g:535516
Levenduks	id=g:535517
Levenda	id=g:535518
Levchunovka	id=g:535519
Levchenko-Minkovskiy	id=g:535520
Levchenko	id=g:535521
Yula	id=g:535522
Stantsiya Levaya Volga	id=g:535523
Levaya Vetv’ Pravoyegorlykskogo Kanala	id=g:535524
Levaya Rossosh’	id=g:535525
Levaya Rassokha	id=g:535526
Levaya Kush’ya	id=g:535527
Levaya Dobraya	id=g:535528
Levaya Bogucharka	id=g:535529
Levaya	id=g:535530
Levashevo	id=g:535531
Levashovo	id=g:535532
Levashovo	id=g:535533
Levashovka	id=g:535534
Levashovka	id=g:535535
Levashko	id=g:535536
Levashka	id=g:535537
Levashinskiy Rayon	id=g:535538
Levashikha	id=g:535539
Levashi	id=g:535540
Levashi	id=g:535541
Levashi	id=g:535542
Sovkhoz Levashevskiy	id=g:535543
Levashovo	id=g:535544
Levashëvo	id=g:535545
Levashëvka	id=g:535546
Levashëvka	id=g:535547
Levashëvka	id=g:535548
Levashëvka	id=g:535549
Levashëvka	id=g:535550
Levash	id=g:535551
Levash	id=g:535552
Ostanovochnyy Punkt Levany	id=g:535553
Levany	id=g:535554
Levali	id=g:535555
Levaksha	id=g:535556
Levakhi	id=g:535557
Leuzdovo	id=g:535558
Leuza	id=g:535559
Leuza	id=g:535560
Leushnitsy	id=g:535561
Stantsiya Leushkovskaya	id=g:535562
Leushkino	id=g:535563
Leushkino	id=g:535564
Leushkino	id=g:535565
Leushkino	id=g:535566
Leushinskaya	id=g:535567
Laushinskaya	id=g:535568
Leushino	id=g:535569
Leushino	id=g:535570
Leushino	id=g:535571
Leushina	id=g:535572
Leushikha	id=g:535573
Leunovo	id=g:535574
Leunino	id=g:535575
Leun	id=g:535576
Leun	id=g:535577
Ozero Leukun-Yarvi	id=g:535578
Leukhovo	id=g:535579
Leugino	id=g:535580
Stantsiya Letyazhevka	id=g:535581
Letyazhevka	id=g:535582
Letyakhi	id=g:535583
Letyagi	id=g:535584
Letyagi	id=g:535585
Letunovo	id=g:535586
Letskiy Reyd	id=g:535587
Ozero Led’ozero	id=g:535588
Letovskiy	id=g:535590
Letovtsy	id=g:535591
Letovo	id=g:535592
Letovo	id=g:535593
Letovo	id=g:535594
Letovka	id=g:535595
Letovo	id=g:535596
Letoshniki	id=g:535597
Letoshniki	id=g:535598
Letoshitsy	id=g:535599
Letopola	id=g:535600
Letogoshcha	id=g:535601
Guba Letnyaya Zolotitsa	id=g:535602
Letnyaya Zolotitsa	id=g:535603
Letnyaya Vtoraya	id=g:535604
Letnyaya Stavka	id=g:535605
Letnyaya Reka	id=g:535606
Stantsiya Letnyaya Rechka	id=g:535607
Gora Letnyaya	id=g:535608
Letnyaya	id=g:535609
Letnyaya	id=g:535610
Letnyaya	id=g:535611
Letnyaya	id=g:535612
Letnyaya	id=g:535613
Mys Letniy Orlov	id=g:535614
Mys Letniy Navolok	id=g:535615
Letniy Navolok	id=g:535616
Letniy Konets	id=g:535617
Letniy Gbach	id=g:535618
Letniy Bereg	id=g:535619
Stantsiya Letniy	id=g:535620
Letnikovo	id=g:535621
Stantsiya Letniki	id=g:535622
Letniki	id=g:535623
Letniki	id=g:535624
Letnik	id=g:535625
Ozero Letneye	id=g:535626
Ozero Letneye	id=g:535627
Ozero Letneye	id=g:535628
Letnëvo	id=g:535629
Letnëvo	id=g:535630
Letnëvo	id=g:535631
Guba Letneretskaya	id=g:535632
Letnerechenskiy	id=g:535633
Stantsiya Letneozëskiy	id=g:535634
Lëtma	id=g:535635
Lëtma	id=g:535636
Lëtki	id=g:535637
Letka	id=g:535638
Letka	id=g:535639
Mys Letinskiy	id=g:535640
Banka Letinskaya	id=g:535641
Letcha	id=g:535642
Lesyutino	id=g:535643
Lesutino	id=g:535644
Lesunovo	id=g:535645
Lesunovo	id=g:535646
Lesunovo	id=g:535647
Lesunovka	id=g:535648
Lestyukhin	id=g:535649
Lesozavodskiy	id=g:535650
Lesozavodskiy	id=g:535651
Lesozavod	id=g:535652
Lesovo	id=g:535653
Lesovka	id=g:535654
Lesouchastok Verkhniy Budym	id=g:535655
Razvaliny Ryabinovka	id=g:535656
Lesouchastok Pervyy	id=g:535657
Lesouchastok Oktyabr’skiy	id=g:535658
Lesouchastok Nizhniy Budym	id=g:535659
Lesouchastok Kamskiy	id=g:535660
Lesorubovskiy	id=g:535661
Pitomnik	id=g:535662
Lesopil’nyy Zavod	id=g:535663
Lesomashinnyy	id=g:535664
Lesoklin’ye	id=g:535665
Leso-Kefar’	id=g:535666
Stantsiya Lesok	id=g:535667
Lesagurt	id=g:535668
Ozero Lesogorskoye	id=g:535669
Lesogorskiy	id=g:535670
Lesogorskaya	id=g:535671
Lesogorsk	id=g:535672
Stantsiya Lesodolgorukovo	id=g:535673
Keret’	id=g:535674
Lesnyye Tuvany	id=g:535675
Lesnyye Siyaly	id=g:535676
Lesnyye Shigali	id=g:535677
Lesnyye Polyany	id=g:535678
Lesnyye Polyany	id=g:535679
Lesnyye Polyany	id=g:535680
Lesnyye Polyany	id=g:535681
Lesnyye Morkvashi	id=g:535682
Lesnyye Lokottsy	id=g:535683
Lesnyye Kryshki	id=g:535684
Ostrova Lesnyye Koshki	id=g:535685
Ostrova Lesnyye	id=g:535686
Lesnoy Zay	id=g:535687
Lesnoy V’yas	id=g:535688
Lesnoy Voronezh	id=g:535689
Lesnoy Tambov	id=g:535690
Lesnoy Rayon	id=g:535691
Lesnoy	id=g:535692
Kul’bakin	id=g:535693
Lesnoy Klyuch	id=g:535694
Lesnoy Gorodok	id=g:535695
Lesnoye Zador’ye	id=g:535696
Lesnoye Yaltunovo	id=g:535697
Lesnoye Ukolovo	id=g:535698
Lesnoye Tsibayevo	id=g:535699
Aleksandra Kosmodem’yanskogo	id=g:535700
Lesnoye-Nikol’skoye	id=g:535701
Lesnoye Matyunino	id=g:535702
Lesnoye Konobeyevo	id=g:535703
Lesnoye Kichatovo	id=g:535704
Kebraty	id=g:535705
Lesnoye Chekalino	id=g:535706
