Kafr Ibrāsh	id=g:354241
‘Ezbet Fârid Bânûb	id=g:357355
‘Izbat Faraj ash Shāmī	id=g:357356
‘Ezbet Farag Aṭîya	id=g:357357
‘Izbat Falţas Jirjis	id=g:357358
‘Ezbet Fahmî Ṭulba	id=g:357359
‘Ezbet el-Zirba	id=g:357360
‘Izbat az Zahrāt	id=g:357361
‘Izbat az Zaḩālīq	id=g:357362
‘Ezbet el-Yâwdi	id=g:357363
‘Izbat al Wizz	id=g:357364
‘Ezbet el-Waqf	id=g:357365
‘Ezbet el-Waqf	id=g:357366
‘Ezbet ‘Elwâni	id=g:357367
‘Izbat al Tirbāni	id=g:357368
‘Ezbet el-Teil	id=g:357369
‘Ezbet el-Ṭawîl	id=g:357370
‘Izbat aţ Ţawāḩīn	id=g:357371
‘Ezbet el-Tarfaya	id=g:357372
‘Ezbet el-Tâ‘ib Gâli	id=g:357373
‘Ezbet el-Ṭâḥûn	id=g:357374
‘Ezbet el-Tabbîn	id=g:357375
‘Izbat as Suttumāyah	id=g:357376
‘Ezbet el-Ṣufṣâlfi	id=g:357377
‘Ezbet el-Sûdâni	id=g:357378
‘Ezbet el-Sitt Fadîla	id=g:357379
‘Ezbet el-Sibil Qiblli	id=g:357380
‘Izbat ash Shuqr	id=g:357381
‘Ezbet el-Shirîf	id=g:357382
‘Ezbet el-Shinnâwi	id=g:357383
‘Ezbet el-Sheîkh ‘Isa	id=g:357384
‘Ezbet el-Sheikb Faḍl	id=g:357385
‘Izbat al Shawādfī	id=g:357386
‘Ezbet el-Sharqîya	id=g:357387
‘Ezbet el-Sharqâwîya	id=g:357388
‘Ezbet el-Sharika ‘elwel-Biljîkîya	id=g:357389
‘Ezbet el-Sharika el-Miṣrîya	id=g:357390
‘Ezbet el-Sharika el-Biljîkya No. 10	id=g:357391
‘Ezbet el-Sharika el-Biljîkîya No. 19	id=g:357392
‘Izbat ash Sharāqwah al Qiblīyah	id=g:357393
‘Ezbet el-Sharâqwa	id=g:357394
‘Ezbet el-Shaḥḥât	id=g:357395
‘Ezbet el-Shabrâwi	id=g:357396
‘Ezbet el-Sha‘âbna	id=g:357397
‘Ezbet el-Selyid Gibrîl	id=g:357398
‘Izbat as Sakhāyinah	id=g:357400
Ezbet el-Sakhâwi el Sharqîya	id=g:357401
‘Izbat Abū Shindī	id=g:357402
‘Ezbet el-Saîyid Pasha el-Badrawi	id=g:357403
‘Ezbet el-Saiyid Ismâ‘îl	id=g:357404
‘Ezbet el-Saiyîd Ḥâmid el-Qasab	id=g:357405
‘Ezbet el Saiyd Abû ‘Ali	id=g:357406
‘Ezbet el-Ṣaḥârwa	id=g:357407
‘Izbat Sa‘dah	id=g:357408
‘Ezbet el- Sa‘da el-Baharîya	id=g:357409
‘Izbat as Sab‘īn	id=g:357410
‘Ezbet el-Sabbâgh	id=g:357411
‘Izbat aş Şa‘āyidah	id=g:357412
‘Ezbet el-Sa‘ayda	id=g:357413
‘Ezbet el-Ṣa‘âyda	id=g:357414
‘Izbat as Sa‘ādah	id=g:357415
‘Ezbet el-Rughâm	id=g:357416
‘Izbat ar Rub‘umāīyah	id=g:357417
‘Ezbet el-Rub‘umâya	id=g:357418
‘Ezbet el-Rôḍa	id=g:357419
‘Ezbet el-Rôḍa	id=g:357420
‘Ezbet el-Rôda	id=g:357421
‘Ezbet el-Rôḍa	id=g:357422
‘Ezbet el-Ramla	id=g:357423
‘Ezbet el-Râ‘l el-Kharâba	id=g:357424
‘Izbat ar Rabī‘ah	id=g:357425
‘Ezbet el-Qurashi	id=g:357426
‘Ezbet el Qunn	id=g:357427
‘Izbat al Qulā	id=g:357428
‘Izbat al Qaşr	id=g:357429
‘Ezbet el-Qasabi	id=g:357430
‘Ezbet el-Qarn	id=g:357431
‘Ezbet el-Qadîma	id=g:357432
‘Ezbet el-Qâdi Hafs	id=g:357433
‘Ezbet el-Omda	id=g:357434
‘Ezbet el-Ni‘na‘l	id=g:357435
‘Izbat an Nawāyijah	id=g:357436
‘Ezbet el-Nashwa	id=g:357437
‘Ezbet el-Nashra	id=g:357438
‘Ezbet el-Nâqûri	id=g:357439
‘Ezbet el-Naggdr	id=g:357440
‘Ezbet el Nâdi	id=g:357441
‘Ezbet el-Nabarâwîya	id=g:357442
Qaryat al Muthallath	id=g:357443
Ezbet el-Mural	id=g:357444
‘Ezbet el-Mufti el-Gharbîya	id=g:357445
‘Izbat al Mirāyah	id=g:357446
‘Ezbet el-Mikassarî	id=g:357447
‘Ezbet el-Mata‘na Bahar	id=g:357448
‘Ezbet el-Marshîya	id=g:357449
‘Ezbet el-Markaz	id=g:357450
‘Ezbet el-Manshîya	id=g:357451
Nazlat al Mamālīk	id=g:357452
‘Ezbet el-Mal‘ab	id=g:357453
‘Ezbet el-Mailâhîya	id=g:357454
El-Maḥmûdîya	id=g:357455
‘Izbat al Ma‘addīyah	id=g:357456
‘Ezbet el-Larzi	id=g:357457
‘Ezbet Ḍeif Alla el-Lâfi	id=g:357458
‘Ezbet el-Kôm el-Aḥmar	id=g:357459
‘Ezbet el-Khorsa	id=g:357460
‘Izbat al Khazzān	id=g:357461
‘Ezbet el-Khâṣṣa	id=g:357462
‘Ezbet el-Khamsîn	id=g:357463
‘Ezbet el-Khamsîn	id=g:357464
‘Ezbet el-Khabati	id=g:357465
‘Ezbet el-Kâshif	id=g:357466
‘Ezbet el-Ismâ‘îlîya No. 1	id=g:357467
‘Ezbet el-Isma‘iliya	id=g:357468
‘Ezbet el-‘Îsawîya	id=g:357469
‘Ezbet el-Insha	id=g:357470
‘Ezbet el-Insha	id=g:357471
‘Ezbet el-Insha	id=g:357472
‘Ezbet Elie Aghion No. 1	id=g:357473
‘Izbat al Ibrāshi	id=g:357474
‘Ezbet el Ibrâhimiya	id=g:357475
‘Ezbet el-‘Ibeidî Muḥammad Sobḥ	id=g:357476
‘Izbat al Ḩuşarī	id=g:357477
‘Ezbet el-Higâra	id=g:357478
‘Ezbet el-Hawâwi	id=g:357479
‘Izbat al Hatāymah	id=g:357480
‘Ezbet el-Ḥaṣâwi	id=g:357481
‘Ezbet el-Hasanât	id=g:357482
‘Izbat al Ḩaşafah	id=g:357483
‘Ezbet el-Handaqûqa	id=g:357484
‘Ezbet el-Ḥamra	id=g:357485
‘Ezbet el-Ḥakîm	id=g:357486
‘Ezbet el-Haghâma	id=g:357487
‘Ezbet el-Hagg Yûsef	id=g:357488
‘Ezbet el-Gindi	id=g:357489
‘Ezbet el-Gindi	id=g:357490
‘Ezbet el-Ghazâli	id=g:357491
‘Ezbet el-Gharâyma	id=g:357492
‘Ezbet el-Ghalâba	id=g:357493
‘Ezbet el-Gezîra	id=g:357494
‘Ezbet el-Gazzâr	id=g:357495
‘Ezbet el-Gazâyir	id=g:357496
Kawm Abū Ţāḩūn	id=g:357497
‘Ezbet el-Gawâbir	id=g:357498
‘Ezbet el-Gard	id=g:357499
‘Ezbet el-Gambîhi	id=g:357500
‘Izbat al Jamāylah	id=g:357501
‘Ezbet el-Gamâmîza	id=g:357502
‘Ezbet el-Gamal	id=g:357503
‘Ezbet el-Gâhari	id=g:357504
‘Ezbet el Gabawânîya	id=g:357505
‘Ezbet el-Gabâbsa	id=g:357506
‘Izbat al Muḩīţ	id=g:357507
‘Ezbet el-Fouâdîya No. 3	id=g:357508
‘Ezbet el-Fazz	id=g:357509
‘Ezbet el Fayayha	id=g:357510
‘Ezbet el-Fawâyîd el-Baharîya	id=g:357511
‘Ezbet el-Fawâyda	id=g:357512
‘Izbat al Fant	id=g:357513
‘Ezbet el-Fakhûra	id=g:357514
‘Ezbet el-Duwîdar	id=g:357515
‘Izbat ad Dīsah	id=g:357516
‘Ezbet el-Dasansa	id=g:357517
‘Izbat ad Darāwshah	id=g:357518
‘Ezbet el Darâwsha	id=g:357519
‘Ezbet el-Daramâlli Pasha	id=g:357520
‘Izbat ad Daqāyinah	id=g:357521
‘Ezbet el-Dank	id=g:357522
‘Izbat ad Damsīsī	id=g:357523
‘Izbat al Barādi‘ī	id=g:357524
Ezbet el-Busa	id=g:357525
‘Ezbet el Bûsa	id=g:357526
‘Ezbet el-Bûs	id=g:357527
‘Ezbet el-Bîr	id=g:357528
‘Izbat al Bulaydī	id=g:357529
‘Ezbet el-Bayâḍ	id=g:357530
‘Ezbet el Baron de Menascha	id=g:357531
‘Ezbet el-Barâlsa	id=g:357532
‘Ezbet el-Bâqa	id=g:357533
‘Ezbet el-Bank	id=g:357534
‘Izbat al Bakawāt	id=g:357535
‘Izbat al Bakārwah ash Sharqīyah	id=g:357536
‘Izbat al Bahnasāwī	id=g:357537
‘Ezbet el-Badrâwi Pasha	id=g:357538
‘Ezbet el-Badârwa	id=g:357539
‘Izbat al ‘Awāyḑah	id=g:357540
‘Izbat al ‘Awaḑīyah	id=g:357541
‘Ezbet el-Auqât	id=g:357542
‘Ezbet el-Aṭṭa	id=g:357543
‘Ezbet el-‘Atash	id=g:357544
‘Ezbet el-‘Atârsa	id=g:357545
‘Ezbet el-‘Ashara	id=g:357546
‘Ezbet el-‘Arîd	id=g:357547
‘Ezbet el-‘Arab	id=g:357548
‘Ezbet el ‘Amya	id=g:357549
‘Izbat al ‘Amrāwī al Kubrá	id=g:357550
‘Ezbet el-‘Aleiga	id=g:357551
‘Ezbet el-Aghriba	id=g:357552
‘Ezbet el-‘Aḍma	id=g:357553
‘Ezbet el-‘Adli	id=g:357554
‘Izbat al Abrāq	id=g:357555
‘Ezbet el-‘Abd	id=g:357556
‘Ezbet el-Ab‘adiya	id=g:357557
‘Ezbet Dôma	id=g:357558
‘Ezbet Doctor Zeifal	id=g:357559
‘Ezbet Doctor Hannal Timbll	id=g:357560
‘Ezbet Disûqi ‘Abdalla	id=g:357561
‘Ezbet Dib Waer	id=g:357562
‘Ezbet Deif Alla Sulṭân	id=g:357563
‘Izbat Dawūd Sulimān	id=g:357564
‘Ezbet Dâwûd Namiq	id=g:357565
‘Ezbet Darwîsh Aḥmad	id=g:357566
Dimrū	id=g:357567
‘Izbat Ḑahr Sanad	id=g:357568
‘Ezbet Costi Straphatis	id=g:357569
‘Ezbet Buṭrus Sa‘d	id=g:357570
‘Ezbet Bûlâd	id=g:357571
‘Ezbet Bûlâd	id=g:357572
‘Ezbet Bûgti	id=g:357573
‘Ezbet Bram	id=g:357574
‘Ezbet Boldo	id=g:357575
‘Ezbet Bôl	id=g:357576
‘Izbat Bushrá Ḩannā	id=g:357577
‘Ezbet Bîr Aîn el-Ghorab el-Qibli	id=g:357578
‘Izbat Banī Salāmah	id=g:357579
‘Izbat Zāwyat Biltān	id=g:357580
‘Ezbet Biltagi Shalabi	id=g:357581
‘Ezbet Biltâgi	id=g:357582
‘Izbat Bilāl	id=g:357583
‘Izbat Dayr al Ḩadīd	id=g:357584
‘Izbat ‘Alî ‘Îsá	id=g:357585
‘Ezbet Beheira Land Co. ‘Ezba	id=g:357586
‘Izbat Basyūnī	id=g:357587
‘Ezbet Banâyûs	id=g:357588
‘Ezbet Balba‘	id=g:357589
‘Ezbet Bakîr	id=g:357590
‘Ezbet Baiyûmi Bey Abû Zikri	id=g:357591
‘Ezbet Bahr el-‘Ish	id=g:357592
‘Ezbet Baḥari	id=g:357593
‘Ezbet Badrân	id=g:357594
‘Ezbet Badran	id=g:357595
‘Ezbet Badawi Bey Muḥammad	id=g:357596
‘Ezbet ‘Azîz el-Ziyâda	id=g:357597
‘Ezbet ‘Awaḍ Ibrâhîm	id=g:357598
‘Ezbet ‘Awaḍ	id=g:357599
‘Ezbet ‘Atwa Abu Sâlim	id=g:357600
‘Ezbet ‘Atwa	id=g:357601
‘Ezbet ‘Asim	id=g:357602
‘Izbat Ashkur	id=g:357603
‘Izbat ‘Arab ash Shams	id=g:357604
‘Ezbet Anṭônyûs	id=g:357605
‘Ezbet ‘Amr & el-Quni	id=g:357606
‘Izbat ‘Umar	id=g:357607
‘Ezbet Amîn Mûsa	id=g:357608
‘Ezbet Amin	id=g:357609
‘Ezbet ‘Allâq Bakr	id=g:357610
‘Ezbet Allam	id=g:357611
‘Ezbet ‘Aliy el-Dîn	id=g:357612
‘Ezbet ‘Alî Sha’râwî	id=g:357613
‘Ezbet ‘Ali Shâhin	id=g:357614
‘Izbat ‘Alī Ramaḑān	id=g:357615
‘Ezbet ‘Ali Pasha Âsif	id=g:357616
‘Ezbet ‘Ali Pasha	id=g:357617
‘Izbat ‘Alī Nimr ash Sharqīyah	id=g:357618
‘Ezbet ‘Ali Mineisi	id=g:357619
‘Ezbet ‘Ali Isma	id=g:357620
‘Ezbet ‘Alî ‘Îsa	id=g:357621
‘Izbat Fahmī	id=g:357622
‘Ezbet ‘Ali Bey Basyûni	id=g:357623
‘Izbat ‘Alī Badr	id=g:357624
‘Ezbet ‘Alî ‘Âshûr	id=g:357625
‘Ezbet ‘Ali Abu Shinâf	id=g:357626
‘Ezbet ‘Ali Abû Ḥimeid	id=g:357627
‘Ezbet ‘Ali Abu Ḥas	id=g:357628
‘Ezbet ‘Ali ‘Abd el-Magid Shabât	id=g:357629
‘Ezbet Algeir	id=g:357630
‘Ezbet Akhnûkh Fanûs	id=g:357631
‘Izbat Akhārsat Abū Makhlūf	id=g:357632
‘Ezbet ‘Aîn el-Tawil	id=g:357633
‘Ezbet Ain el-Esh	id=g:357634
‘Ezbet ‘Ain el-Dab	id=g:357635
‘Ezbet ‘Aîn el-Âl	id=g:357636
‘Ezbet ‘Aîn Barqas	id=g:357637
‘Ezbet ‘Ain	id=g:357638
‘Ezbet Aḥmad Wâli	id=g:357639
‘Ezbet Ahmad Talat	id=g:357640
‘Ezbet Aḥmad Râshid	id=g:357641
‘Ezbet Ahmad Râshîd	id=g:357642
‘Ezbet Aḥmad Ḥamdî	id=g:357643
‘Ezbet Aḥmad Ḥamdi	id=g:357644
‘Ezbet Aḥmad el-Qinawâwi	id=g:357645
‘Izbat Aḩmad al Ballāşī	id=g:357646
‘Ezbet Aḥmad Bey Mâzin	id=g:357647
‘Ezbet Aḥmad Abu Rukâh	id=g:357648
‘Izbat Abū an Najā ‘Īsá	id=g:357649
‘Izbat Aḩmad ‘Abd ad Dāyim	id=g:357650
‘Ezbet Aflâṭôn Pasha	id=g:357651
‘Ezbet Abu Zivada	id=g:357652
‘Izbat Abū Zayd Hasan	id=g:357653
‘Ezbet Abu Zeid	id=g:357654
‘Izbat Abū Ţāḩūn	id=g:357655
‘Izbat Abū Sitayt	id=g:357656
‘Izbat Abū Shāmīya	id=g:357657
‘Ezbet Abu Shabâna	id=g:357658
‘Ezbet Abû Seit	id=g:357659
‘Ezbet Abu Nûr el- Dîn el- Saghîra	id=g:357660
‘Izbat Abū Muşţafá	id=g:357661
‘Ezbet Abu Midâwi	id=g:357662
‘Ezbet Abu Khaṭîb	id=g:357663
‘Ezbet Abu Keifu	id=g:357664
‘Izbat Abū ‘Irāqī	id=g:357665
‘Ezbet Abû Higâz	id=g:357666
‘Ezbet Abu Ḥabashi	id=g:357667
‘Izbat Abū al Wafah	id=g:357668
‘Ezbet Abu el-Sûba	id=g:357669
‘Ezbet Abu el-Qâsim	id=g:357670
‘Ezbet Abû el-Gûd Ḥabba	id=g:357671
‘Ezbet Abu el-Gheir Himeida	id=g:357672
‘Izbat al Manshīyah	id=g:357673
‘Ezbet Abu el-Dûd	id=g:357674
Abu Dishîsha	id=g:357675
‘Izbat Abū Dirāz	id=g:357676
‘Ezbet Abu Bakr ‘Allâm	id=g:357677
‘Izbat Abū ‘Aţwah	id=g:357678
Ezbet Abu Amâsha	id=g:357679
‘Ezbet ‘Abd el-Wâḥid Ḥamdi	id=g:357680
‘Ezbet ‘Abd el-Rahmân el-Qawâtîhl	id=g:357681
‘Izbat ‘Ilaywah	id=g:357682
‘Ezbet ‘Abd el-Qâdir el-Sa‘îd Gum’a	id=g:357683
‘Ezbet ‘Abd el-Qâdir	id=g:357684
‘Ezbet ‘Abd el-Nabl el-Naggâr	id=g:357685
‘Ezbet ‘Abd el-Kirim	id=g:357686
‘Ezbet ‘Abd el-Ḥamîd	id=g:357687
‘Ezbet Abd el-Hâdi ‘Afîfi	id=g:357688
Ezbet ‘Abd el-Ghani Idrîs	id=g:357689
‘Ezbet ‘Abdel Gayyâr	id=g:357690
‘Ezbet ‘Abd el-‘Aziz Diyasil	id=g:357691
‘Ezbet ‘Abd el-‘Aziz Bey Makhyûn	id=g:357692
‘Ezbet Abd el-‘Al Baiyûmi	id=g:357693
‘Ezbet ‘Abdalla Zeid	id=g:357694
‘Ezbet ‘Abdalla Khalîl	id=g:357695
‘Izbat ‘Abdallah ‘Izzat	id=g:357696
‘Ezbet ‘Abdalla el-Wakîl	id=g:357697
‘Izbat ‘Abd Allah	id=g:357698
‘Ezbet ‘Abbâs Ṭûsûn	id=g:357699
Al ‘Abbāsīyah	id=g:357700
‘Izbat Abāzah	id=g:357701
‘Ezab Ḥusein Muṣṭata	id=g:357702
‘Izab Ghānim Wahab	id=g:357703
‘Ezab Galâla	id=g:357704
‘Izab Al-‘Aqīdah	id=g:357705
‘Ezab Bisintâwâi	id=g:357706
‘Ezab ‘Arab el- Tahâwiya	id=g:357707
‘Ezab Ali Saîd el-Shimi	id=g:357708
‘Izbat Abū Dema	id=g:357709
Jabal Ithmī	id=g:357710
Bîr el-‘Eshsha	id=g:357711
Bir Eshkuk	id=g:357712
Qor Esh el-Ghurâb	id=g:357713
Wâdi Eseimer	id=g:357714
Jabal Irghim	id=g:357715
An Nusranīyah	id=g:357716
Bîr Emtiha	id=g:357717
‘Ezbet Emil Quṣeiri	id=g:357718
El-Zuwak el-Sharqîya	id=g:357719
Az Zawak ash Sharqīyah	id=g:357720
Abū ath Thumāīl	id=g:357721
El-Zeini Pumping Station	id=g:357722
El-Zeini Canal	id=g:357723
El-Zayara	id=g:357724
El Zaḥâḥîf	id=g:357725
El-Wishka	id=g:357726
Al Widy wa Kafr ad Dismī	id=g:357727
Elwet-Umûm Drain	id=g:357728
‘Ezbet Narîri	id=g:357729
‘Izbet ‘Ilwat Ḩakīm	id=g:357730
Al Ghayatah	id=g:357731
El-Wekala el-Zarqa	id=g:357732
El Washka	id=g:357733
El Washka	id=g:357734
Al Wāqāt	id=g:357735
Al Ḩamīd	id=g:357736
El Tuweiqiya	id=g:357737
El Turki	id=g:357738
El-Ṭôr el-Asfar	id=g:357739
AthThīrān al Bīḑ	id=g:357740
El-Timsah	id=g:357741
El-Thamila	id=g:357742
El-Thamila	id=g:357743
El-Teila	id=g:357744
Aţ Ţawābīyah	id=g:357745
El Tarif	id=g:357746
Aţ Ţarābīl	id=g:357747
El-Tamad el-Hagar	id=g:357748
El-Taîyiba Canal	id=g:357749
El Ṭafla	id=g:357750
El-Ṣunûbrât	id=g:357751
El-Sukkarîy	id=g:357752
As Siyafā	id=g:357753
El Sirir	id=g:357754
El-Sinafa	id=g:357755
El-Sigâ‘îya	id=g:357756
El Shiṭeirât	id=g:357757
El-Shîḥa	id=g:357758
Aş Şufayḩah	id=g:357759
El-Sheikh Tagdîda	id=g:357760
El Sheikh ‘Atîya	id=g:357761
El Sheikha Mas‘ûda	id=g:357762
El-Shawâmi	id=g:357763
El Shammama Banks	id=g:357764
Ash Shaghānīyah	id=g:357765
Ash Shabāsīyah	id=g:357766
El-Sawâlhga	id=g:357767
El-Satâmûni	id=g:357768
El-Saqqâl el-Abyad	id=g:357769
El-Sanawi	id=g:357770
El-Sanâtîn el-Qiblîya	id=g:357771
El-Saiyid Abu Hatab	id=g:357772
Tir‘at as Sāḩil	id=g:357773
El-Saharîg	id=g:357774
As Sabṭa	id=g:357775
El-Sa‘âida	id=g:357776
El Ruway	id=g:357777
El-Rub‘	id=g:357778
Ar Ruwāj	id=g:357779
El-Rôda	id=g:357780
El-Rôḍa	id=g:357781
El-Ria	id=g:357782
El-Rîqa	id=g:357783
El-Ria	id=g:357784
Ar Ratamah	id=g:357785
El-Raqûba	id=g:357786
El Râmis	id=g:357787
El Rabda	id=g:357788
Al-Qūşah	id=g:357789
El-Qushlâqât	id=g:357790
Al Qusaymah	id=g:357791
El-Qileita	id=g:357792
El-Qeif	id=g:357793
Al Qaţţār	id=g:357795
Al Qaţţār	id=g:357796
El-Qaṭâfîya	id=g:357797
Al Qaţafah	id=g:357798
El-Qat’a	id=g:357799
Al Qarāyā	id=g:357800
El-Qarawi	id=g:357801
El-Qarat el-Khurash	id=g:357802
El-Qar‘a Coast Guard Outpost	id=g:357803
El Qaneitra Crossing	id=g:357804
El-Qalâwa	id=g:357805
El-Qalawa	id=g:357806
Elphinstone Reef	id=g:357807
El-Pârûqîya	id=g:357808
Al Qaşr al Akhḑar	id=g:357809
Al Nukhaylāt	id=g:357810
El-Nawatir	id=g:357811
El-Nasîrât	id=g:357812
El-Nakhla el-Baḥarîya	id=g:357813
El-Nag	id=g:357814
El-Mustagidda	id=g:357815
El-Murra	id=g:357816
Al Mūrrah	id=g:357817
El-Muntali	id=g:357818
Al Munţār	id=g:357819
El-Muhît Drain	id=g:357820
El-Misîd el-Waqf	id=g:357821
Al Masīd al Abyaḑ	id=g:357822
El-Mishîgeiga	id=g:357823
El Mireiwa	id=g:357824
El-Mirbat	id=g:357825
El Miqarranât	id=g:357826
El-Miqarranât	id=g:357827
Jabal al Munshariḩ	id=g:357828
Al Munaydirah aş Şughayrah	id=g:357829
El-Minâtir	id=g:357830
El-Mikheirta	id=g:357831
El Mideiwar	id=g:357832
El-Mîdân	id=g:357833
El-Metmar-Monastery	id=g:357834
Wādī Majrah	id=g:357835
Elmatwa	id=g:357836
El-Masîd	id=g:357837
El-Masheiti	id=g:357838
Wādī al A‘awaj	id=g:357839
Al Misāndah	id=g:357840
Al Mamlah	id=g:357841
Al Maksar	id=g:357842
El Ma‘îz	id=g:357843
El-Mahayir	id=g:357844
El-Mahâmîd	id=g:357845
El-Mahamdiyin	id=g:357846
Al Madhūnah	id=g:357847
El-Madhrat	id=g:357848
El-Ma‘âza	id=g:357849
Al Ma‘adan	id=g:357850
Al Luşāfah	id=g:357851
Al Lawīyah	id=g:357852
Al Lakaykhah	id=g:357853
Al Lihlābah	id=g:357854
Bîr Ellet Abu Huweim	id=g:357855
El-Lassâfa	id=g:357856
El-Laqeita	id=g:357857
Al Kuddāyah	id=g:357858
El-Kôm el-Ahmar	id=g:357859
El-Kola Nag	id=g:357860
El-Khuweimât el-Sûd	id=g:357861
El-Khilâla Bilqâs Qism Râbi	id=g:357862
El-Khash‘a Summer Resort	id=g:357863
El-Kharash	id=g:357864
El-Kawâmil Qibli	id=g:357865
Al Kashkūl	id=g:357866
El Kashih	id=g:357867
El-Karm	id=g:357868
El-Karm	id=g:357869
El-Kanâyis	id=g:357870
El-Kanâbîsh	id=g:357871
El-Kamâlîya	id=g:357872
El-Kafâf	id=g:357873
El-Kaf	id=g:357874
El-Kabb el-Aḥmar	id=g:357875
El-Kab Aqab	id=g:357876
Al Jūrah	id=g:357877
Wâdi Elimikan	id=g:357878
El-Imâm	id=g:357879
Al Ikhyiwwah	id=g:357880
Al Ḩumrah ash Shāmikhah	id=g:357881
Al Ḩumayrah	id=g:357882
Kafr Ḩalāwah	id=g:357883
Al Ḩibsh	id=g:357884
Jabal al Ḩāzim	id=g:357885
El-Hasâya	id=g:357886
El Harâyiq	id=g:357887
El Hamra	id=g:357888
El-Hammá	id=g:357889
Al Halīfīah	id=g:357890
El-Hadhûdi	id=g:357891
El-Hadâhîd	id=g:357892
El-Haboni	id=g:357893
El-Gemeia	id=g:357894
El-Gomâmîs	id=g:357895
El Girinat	id=g:357896
El-Gineina and el-Shibbak	id=g:357897
El-Ghurâb Station	id=g:357898
El Ghomeid	id=g:357899
El-Gharra el-Thauma	id=g:357900
Al Gharrah	id=g:357901
Al Gharqānah	id=g:357902
El-Gharqada	id=g:357903
El-Ghalyûn	id=g:357904
El-Geneifa	id=g:357905
El-Gebai	id=g:357906
El-Gazzah	id=g:357907
El-Garra	id=g:357908
El-Gareigif	id=g:357909
El-Gannâbîya el-Yumna	id=g:357910
El-Ganâyîn Drain	id=g:357911
El-Gamûsât	id=g:357912
El-Ga‘farîya	id=g:357913
Tur‘at al Jabal	id=g:357914
El-Firâsîya	id=g:357915
El-Fawâyîd	id=g:357916
El-Fatnunîya	id=g:357917
El-Faliq	id=g:357918
El-Fâ’iza	id=g:357919
El-Dôb Neia	id=g:357920
El-Dirri	id=g:357921
El-Dirai Zone	id=g:357922
El-Dinnâwîya	id=g:357923
Ad Dayr	id=g:357924
El-Deir	id=g:357925
El-Deîr	id=g:357926
El-Deiqa	id=g:357927
‘Izbat aḑ Ḑawahrīyah	id=g:357928
El Buweib	id=g:357929
El Buweib	id=g:357930
El Buweib	id=g:357931
El-Bustân	id=g:357932
El Bûgura	id=g:357933
El-Bughaz Fort West	id=g:357934
Rôd Elbel	id=g:357935
Al Bayḑah	id=g:357936
El Babur	id=g:357937
El-Ausat Qamûla	id=g:357938
El-Atwaq	id=g:357939
El- ”Atâmna wa el-Mazâr”a	id=g:357940
El-Asla	id=g:357941
As Saḩlayah	id=g:357942
El Asida el Raqda	id=g:357943
El-Ashubi	id=g:357944
El Aradat	id=g:357945
Al ‘Arābā al Madfūnah	id=g:357946
El ‘Araba bi Sohâg	id=g:357947
El-Aqaba	id=g:357948
El-‘Alâyim Fort	id=g:357949
El ‘Alam el Aghali	id=g:357950
El-‘Aiyâsh Fort No. 6	id=g:357951
El-‘Agarma	id=g:357952
El-Afrân Zone	id=g:357953
El ‘Afrag	id=g:357954
Al ‘Afayrah	id=g:357955
El-‘Abd Fort	id=g:357956
El-‘Abd	id=g:357957
Ek-Kheishm	id=g:357958
Wādī ‘Aysh	id=g:357959
Bir el ‘Eish	id=g:357960
Bîr Ein Pîsha	id=g:357961
Jabal al ‘Ayn	id=g:357962
Bîr Eimâler	id=g:357963
Bîr Eilet Zeitûn	id=g:357964
‘Eilet ‘Uweida	id=g:357965
Bîr ‘Eilet Tâhir	id=g:357966
Bîr Eilet Similli	id=g:357967
Ābār ‘Aylat Sijīl	id=g:357968
Abar ‘Eilet Shîha	id=g:357969
Bîr ’Eilet Sâlih	id=g:357970
Bîr ‘Eilet Nûh	id=g:357971
Abâr ‘Eilet Marâzûq	id=g:357972
Bîr ‘Eilet Louwâg	id=g:357973
Abâr ‘Eilet ‘Iwaîya	id=g:357974
Bîr Eilet Ilwâni	id=g:357975
Abâr Eilet Idris	id=g:357976
Bîr ‘Eilet Hash	id=g:357977
Bîr ‘Eilet Ghâni	id=g:357978
Qubûret ‘Eilet Gabr	id=g:357979
Sânyet Eilet Gâballa	id=g:357980
Bîr Eilet Firkash	id=g:357981
Abâr ‘Eilet el Khanni	id=g:357982
Bîr ‘Eilet el Isheibat	id=g:357983
Sânyet ‘Eilet Dolâf	id=g:357984
Abar ‘Eilet ‘Amira	id=g:357985
Abar ‘Eilet ‘Amira	id=g:357986
Abâr ‘Eilet ‘Amira	id=g:357987
Abâr ‘Eilet ‘Amira	id=g:357988
Abâ ‘Eilet Amîra	id=g:357989
Bîr ‘Eilet Abu Diâ	id=g:357990
Bîr ‘Eilet Abu Bakr	id=g:357991
Eikla	id=g:357992
Wādī ‘Ajlān	id=g:357993
Arab Republic of Egypt	id=g:357994
Deir el ‘Egn	id=g:357995
Ḍarîḥ ‘Efein	id=g:357996
‘Ezbet Edmond Veramond	id=g:357997
Ad Dirsah	id=g:357998
East Table	id=g:357999
Abar Dy‘tna	id=g:358000
Qaţţārat ad Duyūrah	id=g:358001
Wādī ad Duyūr	id=g:358002
Qārat ad Duyūr	id=g:358003
Qārat ad Duyūr	id=g:358004
Qâret el Duwwa	id=g:358005
Qabr el Duwwa	id=g:358006
Gebel Duwi	id=g:358007
Bi’r ad Duwayrāt	id=g:358008
Ḩawḑ ad Duwayr ash Sharqī	id=g:358009
