Ras Ain Rhamna	id=g:6546513
Grinăuţi	id=g:618227
Grimeşti	id=g:618228
Grimăncăuţi	id=g:618229
Grigoreşti	id=g:618230
Grigorievca	id=g:618231
Grigorăuca	id=g:618232
Grigoriopol	id=g:618234
Gribova	id=g:618235
Grădiniţa	id=g:618236
Greceni	id=g:618237
Staţia de Cale Ferată Greceni	id=g:618238
Grebleşti	id=g:618239
Grătieşti	id=g:618240
Gradişte	id=g:618241
Goian	id=g:618243
Goteşti	id=g:618244
Horodca	id=g:618245
Horodişte	id=g:618246
Horodişte	id=g:618247
Horodişte	id=g:618248
Horodişte	id=g:618249
Horeşti	id=g:618250
Horeşti	id=g:618251
Horodca	id=g:618252
Gordineşti	id=g:618253
Gordineşti	id=g:618254
Goleni	id=g:618255
Huluboaia	id=g:618256
Holoşniţa	id=g:618257
Holercani	id=g:618258
Hogineşti	id=g:618259
Raionul Glodeni	id=g:618260
Glodeni	id=g:618261
Hligeni	id=g:618262
Glinjeni	id=g:618263
Hlinaia	id=g:618264
Hlinaia	id=g:618265
Hlina	id=g:618266
Ţarigrad	id=g:618267
Hîjdieni	id=g:618268
Hîjdieni	id=g:618269
Hirova	id=g:618270
Hirişeni	id=g:618271
Hîrceşti	id=g:618272
Monastyr’ Ginkul	id=g:618273
Hîncăuţi	id=g:618274
Ghindeşti	id=g:618275
Ghiliceni	id=g:618276
Ghiduleni	id=g:618277
Ghidirim	id=g:618278
Lacul Ghidighici	id=g:618279
Staţia de Cale Ferată Ghidighici	id=g:618280
Ghidighici	id=g:618281
Ghibanu	id=g:618282
Ghetlova	id=g:618283
Hîrtop	id=g:618284
Hîrtop	id=g:618285
Halta Gherşunovca	id=g:618286
Gherşunovca	id=g:618287
Ghermăneşti	id=g:618288
Gherman	id=g:618289
Heredeuca	id=g:618290
Hîrboveţ	id=g:618291
Ghioltosu	id=g:618292
Ghelăuza	id=g:618293
Gaidar	id=g:618294
Gavrilovca	id=g:618295
Găvănoasa	id=g:618296
Găuzeni	id=g:618297
Găureni	id=g:618298
Găureni	id=g:618299
Gaşpar	id=g:618300
Harmaţca	id=g:618301
Haragîş	id=g:618302
Haraba	id=g:618303
Hansca	id=g:618304
Gangura	id=g:618305
Hînceşti	id=g:618306
Hănăseni	id=g:618307
Gălileşti	id=g:618308
Găleşti	id=g:618309
Căldăruşa	id=g:618310
Gălăşeni	id=g:618311
Fîrlădeni	id=g:618312
Fîntîniţa	id=g:618313
Fîntîna Albă	id=g:618314
Fuzăuca	id=g:618315
Furceni	id=g:618316
Fundul Galbenei	id=g:618317
Fund Saratsika	id=g:618318
Frunzenskiy Rayon	id=g:618319
Frunză	id=g:618320
Frunză	id=g:618321
Frumuşica	id=g:618322
Frumuşica	id=g:618323
Frumoasa	id=g:618324
Frăteşti	id=g:618325
Frăsineşti	id=g:618326
Frasin	id=g:618327
Focşani	id=g:618328
Floreşti	id=g:618329
Floreşti	id=g:618330
Raionul Floreşti	id=g:618331
Floreni	id=g:618332
Flocoasa	id=g:618333
Flămînzeni	id=g:618334
Filipeni	id=g:618335
Fetiţa	id=g:618336
Feteşti	id=g:618337
Feşteliţa	id=g:618338
Ferapontievca	id=g:618339
Făgădău	id=g:618340
Fedoseevca	id=g:618341
Făureşti	id=g:618342
Fîrlădeni	id=g:618343
Făleşti	id=g:618344
Raionul Făleşti	id=g:618345
Făgădău	id=g:618346
Staţia de Cale Ferată Etulia	id=g:618347
Etulia	id=g:618348
Giurgiuleşti	id=g:618349
Joltai	id=g:618350
Gigălboaia	id=g:618351
Geamănă	id=g:618352
Dzerjinscoe	id=g:618353
Dişcova	id=g:618354
Duruitoarea	id=g:618355
Durleşti	id=g:618356
Dumeni	id=g:618357
Dumbrăviţa	id=g:618358
Dumbrăveni	id=g:618359
Duduleşti	id=g:618360
Dubău	id=g:618361
Dubovca	id=g:618362
Raionul Dubăsari	id=g:618363
Dubna	id=g:618364
Dubăsari	id=g:618365
Drujineni	id=g:618366
Pociumbeni	id=g:618367
Drojdieni	id=g:618368
Raionul Drochia	id=g:618369
Drochia	id=g:618370
Drochia	id=g:618371
Drepcăuţi	id=g:618372
Drăsliceni	id=g:618373
Drăguşeni	id=g:618374
Drăgăneşti	id=g:618375
Doina	id=g:618376
Doibani Doi	id=g:618377
Doibani Unul	id=g:618378
Doroţcaia	id=g:618379
Donici	id=g:618380
Raionul Donduşeni	id=g:618381
Donduşeni	id=g:618382
Domulgeni	id=g:618383
Dominteni	id=g:618385
Dobruşa	id=g:618386
Dnestrovsc	id=g:618387
Dimitrova	id=g:618388
Dumitreni	id=g:618389
Dezghingea	id=g:618390
Dermengi	id=g:618391
Dărcăuţi	id=g:618392
Dereneu	id=g:618393
Dîngeni	id=g:618394
Delia	id=g:618395
Delacău	id=g:618396
Delacău	id=g:618397
Dănuţeni	id=g:618398
Danu	id=g:618399
Dancu	id=g:618400
Dănceni	id=g:618401
Dahnovici	id=g:618402
Criuleni	id=g:618403
Congaz	id=g:618404
Comrat	id=g:618405
Cimişlia	id=g:618406
Ciutuleşti	id=g:618407
Ciuteşti	id=g:618408
Ciumai	id=g:618409
Ciulucani	id=g:618410
Ciucur-Mingir	id=g:618411
Ciuhur	id=g:618412
Ciufleşti	id=g:618413
Ciuciuieni	id=g:618414
Ciuciulea	id=g:618415
Ciuciuleni	id=g:618416
Neagra	id=g:618417
Ciorna	id=g:618418
Cioreşti	id=g:618419
Ciopleni	id=g:618420
Ciocîlteni	id=g:618421
Cioc Maidan	id=g:618422
Cioburciu	id=g:618423
Cioburciu	id=g:618424
Cioara	id=g:618425
Chişinău	id=g:618426
Cişmea	id=g:618427
Cişmichioi	id=g:618428
Cinişeuţi	id=g:618429
Raionul Cimişlia	id=g:618430
Staţia de Cale Ferată Cimişlia	id=g:618431
Cimişeni	id=g:618432
Cigîrleni	id=g:618433
Cihoreni	id=g:618434
Cetireni	id=g:618435
Cernoleuca	id=g:618436
Cerniţa	id=g:618437
Cerniţa	id=g:618438
Cerlina	id=g:618439
Ciripcău	id=g:618440
Cepeleuţi	id=g:618441
Cepăria	id=g:618442
Cenuşa	id=g:618443
Cenac	id=g:618444
Ciobalaccia	id=g:618445
Ciobanovca	id=g:618446
Ciobanovca	id=g:618447
Staţia de Cale Ferată Ceadîr-Lunga	id=g:618449
Ceadîr-Lunga	id=g:618450
Ceadîr	id=g:618451
Cantemir	id=g:618452
Camenca	id=g:618453
Călăraşi	id=g:618454
Căinari	id=g:618455
Cahul	id=g:618456
Bîrnova	id=g:618457
Bîrlădeni	id=g:618458
Bucovăţ	id=g:618459
Lacul Sălaş	id=g:618460
Bîcu	id=g:618461
Bîcioc	id=g:618462
Bujor	id=g:618463
Buzdugeni	id=g:618464
Butuceni	id=g:618465
Butuceni	id=g:618466
Butuceni	id=g:618467
Buţeni	id=g:618468
Butor	id=g:618469
Buteşti	id=g:618470
Buşăuca	id=g:618471
Buşila	id=g:618472
Burtovka	id=g:618473
Bursuc	id=g:618474
Bursuc	id=g:618475
Burlăneşti	id=g:618476
Burlacu	id=g:618477
Burlăceni	id=g:618478
Burghelea	id=g:618480
Bumbăta	id=g:618481
Troian	id=g:618482
Bulhac	id=g:618483
Bulhac	id=g:618484
Bulboaca	id=g:618485
Bulboaca	id=g:618486
Bulăieşti	id=g:618487
Bularda	id=g:618488
Bucuria	id=g:618489
Bukhna	id=g:618490
Bugeac	id=g:618491
Budăi	id=g:618492
Budăi	id=g:618493
Budăi	id=g:618494
Budăi	id=g:618495
Budeşti	id=g:618496
Buda	id=g:618497
Buciuşca	id=g:618498
Staţia de Cale Ferată Buciumeni	id=g:618499
Buciumeni	id=g:618500
Bubuieci	id=g:618501
Brînzeni	id=g:618502
Brînzeni	id=g:618503
Brînza	id=g:618504
Breanova	id=g:618505
Bruslachi	id=g:618506
Broasca Statia de Cale Ferata	id=g:618507
Broşteni	id=g:618508
Briceva	id=g:618509
Briceni	id=g:618510
Raionul Briceni	id=g:618511
Briceni	id=g:618512
Brezoaia	id=g:618513
Brejeni	id=g:618514
Braicău	id=g:618515
Bravicea	id=g:618516
Brăviceni	id=g:618517
Brătuşeni	id=g:618518
Brătuleanca	id=g:618519
Brătuleni	id=g:618520
Branişte	id=g:618521
Brăneşti	id=g:618522
Brăila	id=g:618523
Bozieni	id=g:618524
Buiucani	id=g:618525
Botnişoara	id=g:618526
Botnăreşti	id=g:618527
Botna Ozero	id=g:618528
Botna	id=g:618529
Sectorul Botanica	id=g:618530
Bosca	id=g:618531
Borogani	id=g:618532
Bolţun	id=g:618533
Molochişul Mare	id=g:618534
Bol'shoy Fontan	id=g:618535
Ciulucul Mare	id=g:618536
Hăsnăşenii Mari	id=g:618537
Bol'shevik Kolkhoz	id=g:618538
Chioselia Mare	id=g:618539
Balatina	id=g:618540
Bolohan	id=g:618541
Boldureşti	id=g:618543
Bălceana	id=g:618544
Bulboci	id=g:618545
Bocşa	id=g:618546
Bocani	id=g:618547
Bogzeşti	id=g:618548
Boghiceni	id=g:618549
Bogdăneşti	id=g:618550
Bogaty Ozero	id=g:618551
Bobuleşti	id=g:618552
Bobletici	id=g:618553
Bobeica	id=g:618554
Blyumental'	id=g:618555
Blijnii Hutor	id=g:618556
Bleşteni	id=g:618557
Bieşti	id=g:618558
Codreni	id=g:618559
Orehovca	id=g:618560
Bisericuţa-de Jos	id=g:618561
Bisericani	id=g:618562
Borceag	id=g:618563
Bezeni	id=g:618564
Raionul Basarabeasca	id=g:618565
Bessarabskaya Vozvyshennost’	id=g:618566
Staţia de Cale Ferată Basarabeasca	id=g:618567
Basarabca	id=g:618568
Bessarabia	id=g:618569
Beştemac	id=g:618570
Beşghioz	id=g:618571
Beşalma	id=g:618572
Berlinţi	id=g:618573
Berezlogi	id=g:618574
Beriozchi	id=g:618575
Bereshty	id=g:618576
Tighina	id=g:618577
Ghilavăţ	id=g:618578
Staţia de Cale Ferată Bălţi-Slobozia	id=g:618579
Staţia de Cale Ferată Bălţi Oraş	id=g:618580
Beloci	id=g:618581
Beletskaya Ravnina	id=g:618582
Drăguşeni	id=g:618583
Halta Băiuş	id=g:618584
Băiuş	id=g:618585
Baimaclia	id=g:618586
Baimaclia	id=g:618587
Baurci-Moldoveni	id=g:618588
Baurci	id=g:618589
Batîr	id=g:618590
Batîc	id=g:618591
Boşcana	id=g:618592
Başcalia	id=g:618593
Basarabeasca	id=g:618594
Baroncea	id=g:618595
Barcareni	id=g:618596
Bardar	id=g:618597
Bărboieni	id=g:618598
Bairamcea	id=g:618599
Baraboi	id=g:618600
Băneşti	id=g:618601
Baltati Statia de Cale Ferata	id=g:618602
Bălţaţi	id=g:618603
Bălţata	id=g:618604
Bălţi	id=g:618605
Balmaz	id=g:618606
Bălcăuţi	id=g:618607
Bălăureşti	id=g:618608
Balasineşti	id=g:618609
Bălăşeşti	id=g:618610
Bălăşeşti	id=g:618611
Balash	id=g:618612
Bălăneşti	id=g:618613
Balabanu	id=g:618614
Bălăbăneşti	id=g:618615
Băcşeni	id=g:618616
Băxani	id=g:618617
Bahu	id=g:618618
Bahmut	id=g:618619
Baccealia	id=g:618620
Bocancea-Schit	id=g:618621
Băhrineşti	id=g:618622
Rumeanţev	id=g:618623
Badicu-Nou	id=g:618624
Badicul Moldovenesc	id=g:618625
Bădiceni	id=g:618626
Băcioi	id=g:618627
Avrămeni	id=g:618628
Avdarma	id=g:618629
Otovaska-Byk	id=g:618630
Otaci	id=g:618631
Asnăşeni	id=g:618632
Artimonovca	id=g:618633
Arioneşti	id=g:618634
Antoneuca	id=g:618635
Antonovca	id=g:618636
Antoneşti	id=g:618637
Antoneşti	id=g:618638
Andreevca	id=g:618639
Aluniş	id=g:618640
Aluatu	id=g:618641
Alexeevca	id=g:618642
Alexeevca	id=g:618644
Alexeuca	id=g:618645
Alexeevca	id=g:618646
Alexeevca	id=g:618647
Alexandrovca	id=g:618648
Alexandrovca	id=g:618649
Aleksandrovka	id=g:618650
Alexandrovca	id=g:618651
Alexandreşti	id=g:618652
Alexăndreni	id=g:618653
Alexandrovca	id=g:618654
Alexăndreni	id=g:618655
Alcedar	id=g:618656
Albina	id=g:618657
Alava	id=g:618658
Acui	id=g:618659
Acui de Jos	id=g:618660
Agronomovca	id=g:618661
Afumaţi	id=g:618662
Staţia de Cale Ferată Abaclia	id=g:618663
Abaclia	id=g:618664
Curseştii din Vale	id=g:679913
Şevcenco	id=g:694174
Pobeda	id=g:703078
Gara Giber	id=g:708978
Caracuşenii Noi	id=g:824080
Ghilavăţ	id=g:824081
Larga	id=g:824082
Furca	id=g:824083
Lopatnic	id=g:824084
Draghişte	id=g:824085
Mihăileni	id=g:824086
Racovăţ	id=g:824088
Zastînca	id=g:824096
Rotari	id=g:824097
Cuşmirca	id=g:824098
Parcani	id=g:824100
Rogojeni	id=g:824101
Alexăndreşti	id=g:824102
Ustia	id=g:824103
Camenca	id=g:824104
Izvoare	id=g:824109
Dobruşa	id=g:824110
Sagala	id=g:824111
Ratuş	id=g:824115
Ocna	id=g:824116
Beloci	id=g:824117
Ulmu	id=g:824118
Rîbniţa	id=g:824119
Rezina	id=g:824121
Podgoreni	id=g:824126
Molovateţ	id=g:824128
Drăghinici	id=g:824129
Vatra	id=g:824134
Corneşti	id=g:824137
Ruseni	id=g:824139
Cremenciug	id=g:824140
Limanul Cuciurgan	id=g:824142
Văratic	id=g:824143
Florica	id=g:824144
Larga	id=g:824146
Ciorescu	id=g:824153
Frumuşica	id=g:824156
Lacul Manta	id=g:824159
Ialpug	id=g:824160
Salcia	id=g:824161
Salcia Mare	id=g:824162
Galbena	id=g:824163
Novosiolovca	id=g:824164
Salcia	id=g:824165
Lacul Beleu	id=g:824166
Bolata	id=g:824170
Sărata	id=g:824172
Glodeanca	id=g:824173
Obreja	id=g:824174
Bogda	id=g:824180
Bezeda	id=g:824182
Zarojeni	id=g:824213
Grinăuţi-Moldova	id=g:824214
Pivniceni	id=g:824215
Roşcanii de Sus	id=g:824217
Călmăţui	id=g:824218
Recea	id=g:824292
Dealul Visoca	id=g:824307
Dealul Rădoaia	id=g:824308
Dealul Măgura	id=g:824309
Dealul Vădeni	id=g:824310
Dealul Bălăneşti	id=g:824311
Dealul Lărguţa	id=g:824312
Podişul Moldovei de Nord	id=g:824313
Cîmpia Moldovei de Nord	id=g:824314
Dealurile Prenistrului	id=g:824315
Podişul Moldovei Centrale	id=g:824316
Cîmpia Nistrului Inferior	id=g:824318
Cîmpia Moldovei de Sud	id=g:824319
Dealurile Tigheciului	id=g:824321
Druţa	id=g:829530
Baroncea Nouă	id=g:829542
Şurii Noi	id=g:829543
Chetroşica Veche	id=g:829544
Brătuşenii Noi	id=g:829545
Mihăilenii Noi	id=g:829546
Ciubara	id=g:829547
Caraiman	id=g:829548
Bădragii Noi	id=g:829549
Sergheuca	id=g:829550
Holoşniţa Nouă	id=g:829551
Şalvirii Noi	id=g:829553
Ghizdita	id=g:829554
Elenovca	id=g:829556
Codrenii Noi	id=g:829557
Karul Frumos	id=g:829559
Iliciovca	id=g:829561
Ceapaevca	id=g:829562
Slobozia Nouă	id=g:829564
Malaya Tatarovka	id=g:829565
Poieniţa	id=g:829566
Tolocăneşti	id=g:829568
Maiovca	id=g:829570
Berezovca	id=g:829571
Staţia de Cale Ferată Gîrbova	id=g:829577
Octeabrscoe	id=g:829579
Bocicăuţi	id=g:829580
Corpaci	id=g:829581
Staţia de Cale Ferată Brătuşeni	id=g:829582
Gordineştii Noi	id=g:829583
Volodeni	id=g:829584
Slobodca	id=g:829585
Halta Parkova	id=g:829588
Poiana	id=g:829589
Grozniţa	id=g:829590
Hlinaia Mică	id=g:829591
Clişcăuţi	id=g:829592
Mărcăuţii Noi	id=g:829594
Grinăuţi	id=g:829596
Şina de Ocolit Naslavcea	id=g:829597
Stălineşti	id=g:829598
Rîngaci	id=g:829599
Halta Otaci	id=g:829601
Halta 202 km	id=g:829602
Şina de Ocolit Verejeni	id=g:829603
Halta 193 km	id=g:829604
Şina de Ocolit Bîrnova	id=g:829605
Halta 172 km	id=g:829607
Halta 154 km	id=g:829626
Staţia de Cale Ferată Donduşeni	id=g:829627
Staţia de Cale Ferată Tîrnova	id=g:829628
Staţia de Cale Ferată Ghizdita	id=g:829630
Halta Goleni	id=g:829631
Kokocheny	id=g:829637
Schinoşica	id=g:829638
Feteasca	id=g:829639
Mileştii Noi	id=g:829640
Gora Restiyana	id=g:829641
Sagaidacul Nou	id=g:829642
Les Moleshto Rezenskaya Dacha	id=g:829643
Marchet	id=g:829646
Valea Florii	id=g:829647
Coroliovca	id=g:829648
Brătianovca	id=g:829649
Frasin	id=g:829651
Anini	id=g:829652
Rusca	id=g:829653
Frumuşica	id=g:829654
Zloţi	id=g:829655
Dobrogea	id=g:829656
Creasta de Munte Brazda Cazacă	id=g:829657
Piatra Albă	id=g:829658
Halta Sîngera	id=g:829659
Bîc	id=g:829664
Dolinnoe	id=g:829665
Novyy Bachoy	id=g:829666
Rezeny Sovkhoz	id=g:829667
Rezervorul de Apă Răzeni	id=g:829668
Centru	id=g:829670
Staţia de Cale Ferată Chişinău	id=g:829674
Halta Pruncul	id=g:829675
Staţia de Cale Ferată Drochia	id=g:829683
Poparnitsa	id=g:829685
Dostava	id=g:829686
Zelena	id=g:829688
Medveja	id=g:829689
Pavlovca	id=g:829690
Slobozia-Medveja	id=g:829691
Kolanzhur	id=g:829692
Şina de Ocolit Vărticăuţi	id=g:829693
Staţia de Cale Ferată Medveja	id=g:829694
Staţia de Cale Ferată Lipcani	id=g:829695
Halta 68 km	id=g:829696
Staţia de Cale Ferată Criva	id=g:829697
Floriceni	id=g:829698
Bulbocii Noi	id=g:829699
Schinenii Noi	id=g:829700
Popeştii de Jos	id=g:829701
Cureşniţa Nouă	id=g:829702
Rubleniţa Nouă	id=g:829703
Dărcăuţii Noi	id=g:829704
Grigorăuca	id=g:829705
Sobari	id=g:829706
Valea	id=g:829707
Balinţi	id=g:829708
Iorjniţa	id=g:829709
Inundeni	id=g:829710
Ruslanovca	id=g:829711
Vanţina	id=g:829712
Lugovoe	id=g:829713
Vaniţa Mică	id=g:829714
Alexandru cel Bun	id=g:829715
Voitovca	id=g:829717
Frunzăuca	id=g:829718
NAME NOT FOUND	id=g:829719
Socolovca	id=g:829720
Bodanskiy Detskii Dom	id=g:829721
Bodeni	id=g:829722
Podoimiţa	id=g:829723
Stantsiya Kamenka-Dnestrovskaya	id=g:829724
Halta Bodeni	id=g:829725
Khrebet Gorodka	id=g:829763
Urochishche Zverinets	id=g:829764
Selişteni	id=g:829766
Odobeşti	id=g:829767
Luminiţa	id=g:829768
Chilişoaia	id=g:829769
Les Redenskaya Dacha	id=g:829770
Tochile	id=g:829773
Muzhik	id=g:829774
Oricova	id=g:829775
Podul Lung	id=g:829776
Parcani	id=g:829777
Staţia de Cale Ferată Călăraşi	id=g:829778
Staţia de Cale Ferată Bucovăţ	id=g:829779
Halta Pănăşeşti	id=g:829781
Staţia de Cale Ferată Străşeni	id=g:829783
Halta Romaşka	id=g:829789
Tabăra	id=g:829793
Saca	id=g:829798
Taghil	id=g:829799
Urochishche Teleshovskaya Dacha	id=g:829800
Dom Otdykha Lesnoy	id=g:829801
Chetroasa	id=g:829804
Cruzeşti	id=g:829805
Ceroborta	id=g:829806
Buneţi	id=g:829807
Cheltuitori	id=g:829808
Măgdăceşti	id=g:829809
Ratuş	id=g:829810
Romăneşti	id=g:829811
Găleştii Noi	id=g:829812
Rassvet	id=g:829813
Balta Zăleni	id=g:829814
Karpino	id=g:829815
Imeni Michurina Kolkhoz	id=g:829816
Sanatoriya Kordy	id=g:829817
Bucovăţ	id=g:829829
Blindeşti	id=g:829835
Novaia Nicolaevca	id=g:829836
Săghieni	id=g:829837
Elizavetovca	id=g:829838
Halta Medeleni	id=g:829839
Staţia de Cale Ferată Petreşti	id=g:829840
Halta Bogdăneşti	id=g:829841
Halta Bereşti	id=g:829842
Staţia de Cale Ferată Ungheni	id=g:829843
Halta Nicolaevca	id=g:829844
Halta Unţeşti	id=g:829845
Dămăşcani	id=g:829846
Şina de Ocolit 78 km	id=g:829847
Lacul Stînca-Costeşti	id=g:829848
Reteni	id=g:829849
Reteni-Vasileuţi	id=g:829850
Trandafir Sovkhoz-Tekhnikum	id=g:829851
Bălanu Nou	id=g:829852
Rezervorul de Apă Dubăşari	id=g:829853
Slobozia-Recea	id=g:829854
Ciobanovca	id=g:829855
Popeştii Noi	id=g:829856
Valeny	id=g:829857
Mikhaylyany	id=g:829858
Staraya Slobodzeya	id=g:829859
Pămînteni	id=g:829860
Tsyganiya	id=g:829861
Soroka	id=g:829862
Lipovăţ	id=g:829863
Moara Domnească	id=g:829864
Zolonceni	id=g:829865
Răuţelul Nou	id=g:829866
Casa de Odihnă Holercani	id=g:829867
Ciuluc	id=g:829868
Staţia de Cale Ferată Catranîc	id=g:829869
Coada Iazului	id=g:829870
Ivanovca	id=g:829871
Beleutsy	id=g:829872
Prud Yablonskiy	id=g:829873
Moldavanka Sovkhoz	id=g:829874
Chetrişul Nou	id=g:829875
Pînzărenii Noi	id=g:829876
Rediul de Jos	id=g:829877
Rediul de Sus	id=g:829878
Hîrtop	id=g:829879
Frumuşica	id=g:829880
Nicolaevca	id=g:829881
Floreni	id=g:829882
Vrăneşti	id=g:829883
Unteni	id=g:829884
Pietrosul Nou	id=g:829885
Măgura Nouă	id=g:829886
Doltu	id=g:829887
Pocrovca	id=g:829888
Izvoreni	id=g:829889
Floreşti	id=g:829890
Grăseni	id=g:829891
Mărdăreuca	id=g:829895
Văduleni	id=g:829896
Sagaidacul de Sus	id=g:829897
Şina de Ocolit 67 km	id=g:829898
Staţia de Cale Ferată Căinari	id=g:829899
Botna Statia de Cale Ferata	id=g:829900
Ementhal Statia de Cale Ferata	id=g:829902
Halta Chirca	id=g:829903
Halta Semcug	id=g:829904
Halta Aneni	id=g:829905
Staţia de Cale Ferată Bulboaca	id=g:829906
Halta Roşcani	id=g:829907
Şina de Ocolit Calfa	id=g:829908
Staţia de Cale Ferată Bender II	id=g:829909
Staţia de Cale Ferată Bender I	id=g:829910
Halta Shelkovi Kombinat	id=g:829911
Halta Suvorovo	id=g:829912
Halta Chircăieşti	id=g:829915
Halta Parcani	id=g:829916
Staţia de Cale Ferată Tiraspol	id=g:829917
Staţia de Cale Ferată Livada	id=g:829918
Kaynary	id=g:829919
Botnăreştii Noi	id=g:829920
Albiniţa	id=g:829921
Kobuska	id=g:829922
Varniţa Nouă	id=g:829925
Peren’	id=g:829926
Roşcanu	id=g:829927
Calfa Nouă	id=g:829928
Afanasievca	id=g:829937
Calinovca	id=g:829938
Zapadnyy	id=g:829943
Oktyabr’skiy	id=g:829944
Valea Verde	id=g:829949
Zahorna	id=g:829950
Plop	id=g:829951
Tricolici	id=g:829952
Fîrlădenii Noi	id=g:829956
Hîrbovăţul Nou	id=g:829965
Crasnoe	id=g:829966
Marian	id=g:829967
Teliţa Nouă	id=g:829968
India	id=g:829969
Lacul Liman	id=g:829971
Staţia de Cale Ferată Lipcani Tîrg	id=g:829994
Halta Novi Cioropcani	id=g:830787
Staţia de Cale Ferată Stolniceni	id=g:830788
Halta Biruinţa	id=g:830789
Staţia de Cale Ferată Făleşti	id=g:830791
Halta 51 km	id=g:830793
Halta Sovhoz	id=g:830802
Petren' Kazarma	id=g:830806
Novaya Strymba Vtoroye Otdeleniye Sovkhoza	id=g:830808
Novaia Jizni	id=g:830817
Nistreni	id=g:830818
Matka	id=g:830819
Staţia de Cale Ferată Vărăncău	id=g:830820
Staţia de Cale Ferată Cobasna	id=g:830821
Vladimirovca	id=g:830822
Pobeda	id=g:830823
Dimitrova	id=g:830824
Ulmul Mic	id=g:830825
Lîsaia Gora	id=g:830826
Sovietscoe	id=g:830827
Buschi	id=g:830828
Vasilievca	id=g:830829
Suhaia Rîbniţa	id=g:830830
Stanislavca	id=g:830831
Voronkovo	id=g:830832
Suchaja	id=g:830833
Vatich	id=g:830838
Salche	id=g:830839
Bakhu	id=g:830840
Garishanka	id=g:830841
Kiva	id=g:830842
Staţia de Cale Ferată Rîbniţa	id=g:830843
Staţia de Cale Ferată Lipceni	id=g:830847
Boşerniţa	id=g:830848
Şina de Ocolit Olişcani	id=g:830849
Şina de Ocolit Pohoarna	id=g:830850
Halta Coşerniţa	id=g:830851
Staţia de Cale Ferată Alexăndreni	id=g:830965
Biruinţa	id=g:830975
Halta Elizaveta	id=g:830985
Halta Putineşti	id=g:830987
Halta Gura Căinarului	id=g:830990
Staţia de Cale Ferată Floreşti	id=g:830993
Halta Gura Camencii	id=g:831019
Staţia de Cale Ferată Ghindeşti	id=g:831024
Pelivan	id=g:831025
Ciofu	id=g:831026
Bondareuca	id=g:831027
Curchi	id=g:831032
Mana	id=g:831033
Poiana	id=g:831034
Pojarna	id=g:831035
Veveriţa	id=g:831036
Leordoaia	id=g:831037
Sverida	id=g:831038
Neculăieuca	id=g:831039
Elektricheskaya Podstantsiya Orgeyev	id=g:831043
Andreevca	id=g:831044
Odaia	id=g:831045
Iantarnoe	id=g:831046
Sadchi	id=g:831047
Lelina	id=g:831048
Pripiceni-Curchi	id=g:831049
Chersac	id=g:831050
Dobruşa	id=g:831051
Sovkhoz Kazaneshty	id=g:831052
Mărăşeşti	id=g:831054
Ţipleşti	id=g:831055
Frunzeşti	id=g:831056
Antonovca	id=g:831057
Valea Norocului	id=g:831058
Mormîntul Movila Turcului	id=g:831059
Gora Al’beshty	id=g:831060
Mărineşti	id=g:831061
Gora Kalamanalul	id=g:831062
Gora Oytuzuluy	id=g:831063
Gora Kashunka	id=g:831064
Mărineşti	id=g:831065
Ion Vodă	id=g:831066
Nicolaevca	id=g:831067
Făgădău	id=g:831068
Pistruienii Noi	id=g:831069
Hîrtop	id=g:831070
Noroceni	id=g:831107
Cucioaia Nouă	id=g:831113
Khrebet Dyalu-Galben	id=g:831114
Dolina Valya Peruluy	id=g:831115
Gora Pogorna	id=g:831121
Gora Kashul’	id=g:831128
Persu	id=g:831131
Prud Byrsany	id=g:831132
Gora Serbeshty-Lor	id=g:831133
Gora Brynzeny	id=g:831134
Gora Duman	id=g:831135
Gora Fontana Petru	id=g:831136
Gora Livezhi	id=g:831138
Gora Paduretuluy	id=g:831139
Gora Moldovenilor	id=g:831170
Evghenievca	id=g:831174
Romanovca	id=g:831188
Clişcăuţi	id=g:831190
Şestaci	id=g:831191
Valya Selchi	id=g:831193
Matka	id=g:831194
Chiţcanii Noi	id=g:831196
Vadul-Leca Nou	id=g:831199
Pepenii Noi	id=g:831200
Roşcani	id=g:831209
Rypa	id=g:831210
Roshkan’	id=g:831211
Peren’	id=g:831212
Zhidavka	id=g:831213
Blenaritsa	id=g:831214
Alin	id=g:831215
Valya-Satuluy	id=g:831216
Driginych	id=g:831217
Tershavka	id=g:831218
Rîpa Ştefului	id=g:831219
Ozero Yaz	id=g:831220
Cucuruzenii de Sus	id=g:831221
Borogan	id=g:831222
Smoraniu	id=g:831223
Mîndra	id=g:831224
Sărătenii Noi	id=g:831225
Bursuceni	id=g:831226
Dolina Suduroy	id=g:831227
Dolina Valya-Mazure	id=g:831228
Khrebet Podishu-Suduri	id=g:831229
Khrebet Kemer’	id=g:831230
Gora Dyalu-Khyrtoape	id=g:831231
Dealul Dumbrava	id=g:831232
Zapovednik Bakhmutskaya Dacha	id=g:831233
Leordoaia	id=g:831234
Gora Tsyglu	id=g:831235
Dolina Kolonova	id=g:831236
Drujba	id=g:831237
Lunga	id=g:831238
Valeursoyya	id=g:831239
Dolina Poyana	id=g:831240
Dolina Khorodishtya	id=g:831241
Dolina Lunka	id=g:831242
Codru	id=g:831243
Mihălaşa Nouă	id=g:831244
Gora Kravets	id=g:831245
Les Florna	id=g:831246
Les Tsibiriskiy	id=g:831247
