Thomas Hollow	id=g:4736560
Waples	id=g:4740007
Waples-Platter Buildings	id=g:4740008
War Memorial Park	id=g:4740009
Ward	id=g:4740010
Ward	id=g:4740011
Ward Airpark	id=g:4740012
Ward Branch	id=g:4740013
Waples Memorial United Methodist Church	id=g:4740014
Ward Branch	id=g:4740015
Ward Branch	id=g:4740016
Ward Branch	id=g:4740017
Ward Branch Cemetery	id=g:4740018
Ward Cemetery	id=g:4740019
Ward Cemetery	id=g:4740020
Ward Chapel African Methodist Episcopal Church	id=g:4740021
Ward Creek	id=g:4740022
Ward Cemetery	id=g:4740023
Ward Creek	id=g:4740024
Ward Creek	id=g:4740025
Ward Creek	id=g:4740026
Ward Creek Church	id=g:4740027
Ward Field Tank	id=g:4740028
Ward House	id=g:4740029
Ward Island	id=g:4740030
Ward Lake	id=g:4740031
Ward Lake	id=g:4740032
Ward Lake	id=g:4740033
Ward Lake	id=g:4740034
Ward Lake Dam	id=g:4740035
Ward Lake Dam	id=g:4740036
Ward Mountain	id=g:4740037
Ward Mountain	id=g:4740038
Ward Mountain Church	id=g:4740039
Ward Park	id=g:4740040
Ward Pond	id=g:4740041
Ward Prairie	id=g:4740042
Ward Prairie Lakes	id=g:4740043
Ward School	id=g:4740044
Ward School	id=g:4740045
Ward School	id=g:4740046
Ward School	id=g:4740047
Ward Spring	id=g:4740048
Ward Tank	id=g:4740049
Ward-Haworth Lake	id=g:4740050
Ward-Haworth Lake Dam	id=g:4740051
Warda	id=g:4740052
Warden Cemetery	id=g:4740053
Warden Lake	id=g:4740054
Warden Locomotive Shop	id=g:4740055
Wardlaw	id=g:4740056
Wardner Levee	id=g:4740057
Wardner Ranch	id=g:4740058
Wardner Ranch	id=g:4740059
Wardner Reservoir	id=g:4740060
Wards Creek	id=g:4740061
Ward Elementary School	id=g:4740062
Wards Creek	id=g:4740063
Wards Lake	id=g:4740064
Ware Branch	id=g:4740065
Ware Acres Baptist Church	id=g:4740066
Ware Cemetery	id=g:4740067
Ware Colony Colonia	id=g:4740068
Ware Country Colonia	id=g:4740069
Ware Country Colonia Number 2	id=g:4740070
Ware Elementary School	id=g:4740071
Ware Estates Colonia	id=g:4740072
Ware Oaks Colonia	id=g:4740073
Ware School	id=g:4740074
Ware Shadows Colonia	id=g:4740075
Ware West Colonia	id=g:4740076
Ware del Norte Colonia	id=g:4740077
Waresville	id=g:4740078
Waresville Cemetery	id=g:4740079
Waring	id=g:4740080
Waring Baptist Church	id=g:4740081
Waring Community Center	id=g:4740082
Waring Post Office	id=g:4740083
Waring Volunteer Fire Department	id=g:4740084
Warlock	id=g:4740085
Warloup Reach	id=g:4740086
Warm Springs Rehabilitation Hospital Corpus Christi	id=g:4740087
Ware Cemetery	id=g:4740088
Warner Dam Number 1	id=g:4740089
Warner Dam Number 2	id=g:4740090
Warner Lake Number 1	id=g:4740091
Warner Lake Number 2	id=g:4740092
Warner Oil Field	id=g:4740093
Warner Slough	id=g:4740094
Warners Landing Campgrounds	id=g:4740095
Warren	id=g:4740096
Warren Branch	id=g:4740097
Warmsley Oil Field	id=g:4740098
Warren Chapel African Methodist Episcopal Church	id=g:4740099
Warren Church	id=g:4740100
Warren City	id=g:4740101
Warren Creek	id=g:4740102
Warren Cemetery	id=g:4740103
Warren Dam	id=g:4740104
Warren Dam	id=g:4740105
Warren Estate Reservoir	id=g:4740106
Warren Estate Reservoir Dam	id=g:4740107
Warren Lake	id=g:4740108
Warren Lake	id=g:4740109
Warren Lake	id=g:4740110
Warren Lake Number 1	id=g:4740111
Warren Lake Number 1 Dam	id=g:4740112
Warren Lake Number 2	id=g:4740113
Warren Lake Number 2 Dam	id=g:4740114
Warren Park	id=g:4740115
Warren Ranch	id=g:4740116
Warren Ranch	id=g:4740117
Warren Refinery	id=g:4740118
Warren School	id=g:4740119
Warren Springs	id=g:4740120
Warren Swamp	id=g:4740121
Warren United Methodist Church	id=g:4740122
Warren-Crowell House	id=g:4740123
Warrens Bend	id=g:4740124
Warrenton	id=g:4740125
Warrior Field	id=g:4740126
Warrior Hollow	id=g:4740127
Warren Creek Church	id=g:4740128
Warsaw	id=g:4740129
Warsaw (historical)	id=g:4740130
Warsaw Branch	id=g:4740131
Warrior Stadium	id=g:4740132
Warsaw Creek	id=g:4740133
Warschun Ranch Airport	id=g:4740134
Warthan Cemetery	id=g:4740135
Warwarofsky Cemetery	id=g:4740136
Warwick Springs	id=g:4740137
Warzecha Ranch	id=g:4740138
Wash Branch	id=g:4740139
Warters Mountain	id=g:4740140
Wash Branch	id=g:4740141
Wash Hole Branch	id=g:4740142
Wash Lake	id=g:4740143
Washboard Creek	id=g:4740144
Washam Cemetery	id=g:4740145
Washburn Spring	id=g:4740146
Washer	id=g:4740147
Washington	id=g:4740148
Washington - Jackson Math - Science Center	id=g:4740149
Washington - on - the - Brazos State Historic Site Trail	id=g:4740150
Washington Avenue Bridge	id=g:4740151
Washington Carver School	id=g:4740152
Washington Cemetery	id=g:4740153
Washington Cemetery	id=g:4740154
Washington Chapel	id=g:4740155
Washington Church	id=g:4740156
Washington County	id=g:4740157
Washington Early Childhood Center	id=g:4740158
Washington Education Center	id=g:4740159
Washington Elementary School	id=g:4740160
Washington Elementary School	id=g:4740161
Washington Elementary School	id=g:4740162
Washington Heights Elementary School	id=g:4740163
Washington Heights School	id=g:4740164
Washington High School	id=g:4740165
Washington High School	id=g:4740166
Washington High School	id=g:4740167
Washington Intermediate School	id=g:4740168
Washington Park	id=g:4740169
Washington Park	id=g:4740170
Washington Park	id=g:4740171
Washington Park	id=g:4740172
Washington Park	id=g:4740173
Washington Perkins School	id=g:4740174
Washington School	id=g:4740175
Washington School	id=g:4740176
Washington School	id=g:4740177
Washington School	id=g:4740178
Washington School	id=g:4740179
Washington School	id=g:4740180
Washington School	id=g:4740181
Washington School	id=g:4740182
Washington School	id=g:4740183
Washington School	id=g:4740184
Washington School	id=g:4740185
Washington School	id=g:4740186
Washington School	id=g:4740187
Washington School	id=g:4740188
Washington School	id=g:4740189
Washington Sixth Grade Center	id=g:4740190
Washington Square Historic District	id=g:4740191
Washington State Park	id=g:4740192
Washington Street Baptist Church	id=g:4740193
Washington Street Church of Christ	id=g:4740194
Washington Street Presbyterian Mission Church	id=g:4740195
Washington Windmill	id=g:4740196
Washington-on-the-Brazos State Historical Park	id=g:4740197
Washout Mountain	id=g:4740198
Wasicek Colonia	id=g:4740199
Waskom	id=g:4740200
Waskom Elementary School	id=g:4740201
Waskom Gas and Oil Field	id=g:4740202
Waskom Heliport	id=g:4740203
Wasp Creek	id=g:4740204
Washburn Cemetery	id=g:4740205
Wasp Creek	id=g:4740206
Wasson Branch	id=g:4740207
Wasson Cemetery	id=g:4740208
Watauga Church of Christ	id=g:4740209
Watauga Elementary School	id=g:4740210
Watauga Middle School	id=g:4740211
Watch Mountain	id=g:4740212
Water Canyon	id=g:4740213
Watauga	id=g:4740214
Water Creek	id=g:4740215
Water Creek	id=g:4740216
Water City Estates Colonia	id=g:4740217
Water District Park	id=g:4740218
Water Gap Slough	id=g:4740219
Water Department Heliport	id=g:4740220
Water Hole Branch	id=g:4740221
Water Hole	id=g:4740222
Water Hole Branch	id=g:4740223
Water Hole Creek	id=g:4740224
Water Hole Creek	id=g:4740225
Water Hollow	id=g:4740226
Water Lake	id=g:4740227
Water Oak Gully	id=g:4740228
Water Slough	id=g:4740229
Water Valley Cemetery	id=g:4740230
Water Wheels Lake Number 1	id=g:4740231
Water Wheels Lake Number 1 Dam	id=g:4740232
Water Wheels Lake Number 2	id=g:4740233
Water Wheels Lake Number 2 Dam	id=g:4740234
Waterfall Road Colonia	id=g:4740235
Waterfall Trail	id=g:4740236
Waterford Harbor Yacht Club Marina	id=g:4740237
Watergate Yachting Center Marina	id=g:4740238
Waterhole Branch	id=g:4740239
Water Street Baptist Church	id=g:4740240
Waterhole Branch	id=g:4740241
Waterhole Creek	id=g:4740242
Waterhole Creek	id=g:4740243
Waterhole Creek	id=g:4740244
Watering Branch	id=g:4740245
Waterloo	id=g:4740246
Waterloo Lake Dam	id=g:4740247
Waterloo Park	id=g:4740248
Waterloo Park	id=g:4740249
Waterman	id=g:4740250
Watermelon Branch	id=g:4740251
Waterloo Lake	id=g:4740252
Waters Bluff Cemetery	id=g:4740253
Waters Bluff Church	id=g:4740254
Waters Branch	id=g:4740255
Waters Bluff	id=g:4740256
Waters Branch	id=g:4740257
Waters Chapel	id=g:4740258
Waters Creek	id=g:4740259
Waters Lake Bayou	id=g:4740260
Waters Park	id=g:4740261
Waters Spring Branch	id=g:4740262
Waters Mountain	id=g:4740263
Waterwood	id=g:4740264
Watery Creek	id=g:4740265
Waterview Missionary Baptist Church	id=g:4740266
Watkins Branch	id=g:4740267
Watkins Chapel	id=g:4740268
Watkins Junior High School	id=g:4740269
Watkins Lake Number 2	id=g:4740270
Watkins Lake Number 2 Dam	id=g:4740271
Watongo Parkway Park	id=g:4740272
Watson	id=g:4740273
Watson	id=g:4740274
Watson Bayou	id=g:4740275
Watkins	id=g:4740276
Watson Branch	id=g:4740277
Watson Branch	id=g:4740278
Watson Branch	id=g:4740279
Watson Branch	id=g:4740280
Watson Branch	id=g:4740281
Watson Branch	id=g:4740282
Watson Branch	id=g:4740283
Watson Cemetery	id=g:4740284
Watson Cemetery	id=g:4740285
Watson Cemetery	id=g:4740286
Watson Chapel	id=g:4740287
Watson Chapel	id=g:4740288
Watson Creek	id=g:4740289
Watson Creek	id=g:4740290
Watson Creek	id=g:4740291
Watson Cemetery	id=g:4740292
Watson East Lake	id=g:4740293
Watson Hill	id=g:4740294
Watson Lake	id=g:4740295
Watson Lake Dam	id=g:4740296
Watson Learning Center	id=g:4740297
Watson Mountain	id=g:4740298
Watson Park	id=g:4740299
Watson School	id=g:4740300
Watson South Dam	id=g:4740301
Watson South Lake	id=g:4740302
Watson Technology Center	id=g:4740303
Watson West Dam	id=g:4740304
Watson West Lake	id=g:4740305
Watson-Miller Tank	id=g:4740306
Watsonville	id=g:4740307
Watt	id=g:4740308
Watt Shoals	id=g:4740309
Watterson	id=g:4740310
Watterworth Park	id=g:4740311
Wattle Duck Pond	id=g:4740312
Watts	id=g:4740313
Watts Chapel	id=g:4740314
Watts Church	id=g:4740315
Watts Creek	id=g:4740316
Watson East Dam	id=g:4740317
Watts Creek	id=g:4740318
Watts Island	id=g:4740319
Watts School	id=g:4740320
Watts-Fuller Cemetery	id=g:4740321
Waugh Drive Baptist Church	id=g:4740322
Waukegan	id=g:4740323
Waverly	id=g:4740324
Waverly House	id=g:4740325
Waverly Park Elementary School	id=g:4740326
Wax Museum	id=g:4740327
Waxahachie	id=g:4740328
Waxahachie Chautauqua Building	id=g:4740329
Waxahachie Country Club Dam	id=g:4740330
Waxahachie Creek	id=g:4740331
Watts School	id=g:4740332
Waxahachie High School	id=g:4740333
Waxahachie Junior High School	id=g:4740334
Waxahachie Learning Center	id=g:4740335
Waxahachie Lumber Company	id=g:4740336
Waxahachie Slough	id=g:4740337
Waxahachie Trail	id=g:4740338
Way Lake Oil Field	id=g:4740339
Wayfaring Church of God in Christ	id=g:4740340
Wayland	id=g:4740341
Wayland Baptist University Church	id=g:4740342
Waymon Chapel	id=g:4740343
Wayne Creek	id=g:4740344
Wayne Ranch	id=g:4740345
Wayne Smith Dam	id=g:4740346
Wayne Smith Lake	id=g:4740347
Wayside Cemetery	id=g:4740348
Wayside Chapel	id=g:4740349
Wayside Church	id=g:4740350
Wayside Church	id=g:4740351
Wayside Church	id=g:4740352
Wayside Church of God in Christ	id=g:4740353
Wayside Church of God in Christ	id=g:4740354
Wayside Church of God in Christ	id=g:4740355
Wayside Middle School	id=g:4740356
Wayside Missionary Baptist Church	id=g:4740357
Wayside Missionary Baptist Church	id=g:4740358
Weakly Branch	id=g:4740359
Waxahachie Creek Park	id=g:4740360
Weather Heights Number 1 Colonia	id=g:4740361
Weatherby and Womack Dam	id=g:4740362
Weatherby and Womack Lake	id=g:4740363
Weatherford	id=g:4740364
Weatherford College	id=g:4740365
Weatherford Downtown Historic District	id=g:4740366
Weatherford Elementary School	id=g:4740367
Weatherford High School	id=g:4740368
Weatherford House	id=g:4740369
Weatherford Spring	id=g:4740370
Weatherford-Mineral Wells and Northwestern Railroad Depot	id=g:4740371
Wealthy	id=g:4740372
Weathersby Hollow	id=g:4740373
Weaver	id=g:4740374
Weaver Branch	id=g:4740375
Weaver A Odom Elementary School	id=g:4740376
Weaver Cemetery	id=g:4740377
Weaver Cemetery	id=g:4740378
Weaver Cemetery	id=g:4740379
Weaver Cemetery	id=g:4740380
Weaver Chapel Cemetery	id=g:4740381
Weaver Church	id=g:4740382
Weaver Creek	id=g:4740383
Weaver Elementary School	id=g:4740384
Weaver Lake	id=g:4740385
Weaver Lake	id=g:4740386
Weaver Lake Dam	id=g:4740387
Weaver Lake Dam	id=g:4740388
Weavers Chapel	id=g:4740389
Webb	id=g:4740390
Webb	id=g:4740391
Webb	id=g:4740392
Webb Branch	id=g:4740393
Weaver Cemetery	id=g:4740394
Webb Cemetery	id=g:4740395
Webb Chapel	id=g:4740396
Webb Chapel Baptist Church	id=g:4740397
Webb Chapel Park Site	id=g:4740398
Webb County	id=g:4740399
Webb County Courthouse	id=g:4740400
Webb Creek	id=g:4740401
Webb Cemetery	id=g:4740402
Webb Elementary School	id=g:4740403
Webb Hill Church	id=g:4740404
Webb Memorial Park	id=g:4740405
Webb Middle School	id=g:4740406
Webb Middle School	id=g:4740407
Webb Park	id=g:4740408
Webb Point	id=g:4740409
Webb Tank	id=g:4740410
Webb-Branch Cemetery	id=g:4740411
Webber Branch	id=g:4740412
Webb Elementary School	id=g:4740413
Webber House	id=g:4740414
Webber Pond	id=g:4740415
Webberville	id=g:4740416
Webberville Baptist Church	id=g:4740417
Webbville	id=g:4740418
Weber Hardin Elementary School	id=g:4740419
Weber Ranch Airport	id=g:4740420
Weber School	id=g:4740421
Weber-Schuchert House	id=g:4740422
Webster	id=g:4740423
Webster	id=g:4740424
Webster Branch	id=g:4740425
Webber Cemetery	id=g:4740426
Webster Chapel United Methodist Church	id=g:4740427
Webster Creek	id=g:4740428
Webster Chapel United Methodist Church	id=g:4740429
Webster Lake	id=g:4740430
Webster Lake Dam	id=g:4740431
Webster School	id=g:4740432
Weches	id=g:4740433
Weches Cemetery	id=g:4740434
Weddington Lake Number 1	id=g:4740435
Weddington Lake Number 1 Dam	id=g:4740436
Weddington Lake Number 2	id=g:4740437
Weddington Lake Number 2 Dam	id=g:4740438
Wedel Cemetery	id=g:4740439
Wedgewood Elementary School	id=g:4740440
Wedgeworth Creek	id=g:4740441
Clear View Education Center	id=g:4740442
Wedgwood 6th Grade School	id=g:4740443
Wedgwood Baptist Church	id=g:4740444
Wedgwood Middle School	id=g:4740445
Weed Bluff	id=g:4740446
Weed Lake	id=g:4740447
Weed Valley	id=g:4740448
Weedhaven	id=g:4740449
Weedy Creek	id=g:4740450
Wedgeworth Park	id=g:4740451
Weeks Branch	id=g:4740452
Weeks Airport	id=g:4740453
Weeks Chapel	id=g:4740454
Weeks House	id=g:4740455
Weeks Park	id=g:4740456
Weeks Settlement	id=g:4740457
Weems Cemetery	id=g:4740458
Weeping Mary	id=g:4740459
Weesatche	id=g:4740460
Weesatche Gas Field	id=g:4740461
Wegner Cemetery	id=g:4740462
Wegner Ranch	id=g:4740463
Wehdem	id=g:4740464
Wehe Cemetery	id=g:4740465
Wehmeyer Ranch	id=g:4740466
Wehring Shoe Shop and Residence	id=g:4740467
Weiblen Airport	id=g:4740468
Weichsel Park	id=g:4740469
Weide Creek	id=g:4740470
Weeks Cemetery	id=g:4740471
Weideman Creek	id=g:4740472
Weidner Cemetery	id=g:4740473
Weidner Cemetery	id=g:4740474
Weidner Road Baptist Church	id=g:4740475
Weigang Oil Field	id=g:4740476
Weil Ranch	id=g:4740477
Weiland	id=g:4740478
Weiland Cemetery	id=g:4740479
Weiland Church	id=g:4740480
Weiland Oil Field	id=g:4740481
Weimar	id=g:4740482
Weimar Elementary School	id=g:4740483
Weimar High School	id=g:4740484
Weimar Junior High School	id=g:4740485
Weimar Public Library	id=g:4740486
Wein Schlucht	id=g:4740487
Weinert	id=g:4740488
Weinert	id=g:4740489
Weinert Cemetery	id=g:4740490
Weinert Elementary School	id=g:4740491
Weinert Oil Field	id=g:4740492
Weinert Ranch	id=g:4740493
Weinert Ranch Reservoir	id=g:4740494
Weinert Ranch Reservoir Dam	id=g:4740495
Weinert Reservoir	id=g:4740496
Weinert School	id=g:4740497
Weinheimer Ranch	id=g:4740498
Weir	id=g:4740499
Weir	id=g:4740500
Weir Branch	id=g:4740501
Weidner Cemetery	id=g:4740502
Weir Creek	id=g:4740503
Weirbush Ranch	id=g:4740504
Weirs Creek	id=g:4740505
Weirs Creek	id=g:4740506
Weis Middle School	id=g:4740507
Weiser Air Park	id=g:4740508
Weisman-Hirsch House	id=g:4740509
Weismuller Spring	id=g:4740510
Weiss Canal	id=g:4740511
Weiss Cemetery	id=g:4740512
Welaton Cemetery	id=g:4740513
Welch Branch	id=g:4740514
Weis School	id=g:4740515
Welch Cemetery	id=g:4740516
Welch Cemetery	id=g:4740517
Welch Cemetery	id=g:4740518
Welch Lake	id=g:4740519
Welch Lake Dam	id=g:4740520
Welch Middle School	id=g:4740521
Welch Park	id=g:4740522
Welch Springs Branch	id=g:4740523
Welch Cemetery	id=g:4740524
Welch Tract Colonia	id=g:4740525
Welchs Store	id=g:4740526
Welcome	id=g:4740527
Welcome	id=g:4740528
Welcome Church	id=g:4740529
Welcome School	id=g:4740530
Welcome Temple Church of God and Christ	id=g:4740531
Welcome Valley	id=g:4740532
Waelder	id=g:4740533
Welder Dobie Ranch	id=g:4740534
Welder Elementary School	id=g:4740535
Welder Flats Wildlife Management Area	id=g:4740536
Welder Lake Number 1	id=g:4740537
Welder Lake Number 1 Dam	id=g:4740538
Welder Lake Number 2	id=g:4740539
Welder Lake Number 2 Dam	id=g:4740540
Welder Lake Number 3	id=g:4740541
Welder Lake Number 3 Dam	id=g:4740542
Welder Lake Number 4	id=g:4740543
Welder Lake Number 4 Dam	id=g:4740544
Welder Lake Number 5	id=g:4740545
Welder Lake Number 5 Dam	id=g:4740546
Welder Lake Number 6	id=g:4740547
Welder Lake Number 6 Dam	id=g:4740548
Welder Lake Number 7	id=g:4740549
Welder Lake Number 7 Dam	id=g:4740550
Welder Lake Number 8	id=g:4740551
Welder Lake Number 8 Dam	id=g:4740552
Welder Lake Number 9	id=g:4740553
Welder Lake Number 9 Dam	id=g:4740554
Welder Park	id=g:4740555
Welder Point	id=g:4740556
Welder Ranch	id=g:4740557
Welder School	id=g:4740558
Welder Wildlife Foundation Park	id=g:4740559
Weldon	id=g:4740560
Weldon Cemetery	id=g:4740561
Weldon Intermediate School	id=g:4740562
Weldon Methodist Church (historical)	id=g:4740563
Weldon Post Office (historical)	id=g:4740564
Weldon School	id=g:4740565
Weldon School	id=g:4740566
Welfare	id=g:4740567
Welfare	id=g:4740568
Welford School	id=g:4740569
Welge Cemetery	id=g:4740570
Welge Poing	id=g:4740571
Welgehausen Cemetery	id=g:4740572
Well Hollow	id=g:4740573
Welch Street Church of Christ	id=g:4740574
Well Spring	id=g:4740575
Wellbacher Cemetery	id=g:4740576
Wellborn	id=g:4740577
Wellon Creek	id=g:4740578
Wells	id=g:4740579
Wells Branch	id=g:4740580
Wells Branch	id=g:4740581
Well Point	id=g:4740582
Wells Branch	id=g:4740583
Wells Branch	id=g:4740584
Wells Branch United Methodist Church	id=g:4740585
Wells Cemetery	id=g:4740586
Wells Cemetery	id=g:4740587
Wells Cemetery	id=g:4740588
Wells Church	id=g:4740589
Wells Creek	id=g:4740590
Wells Branch Elementary School	id=g:4740591
Wells Dam	id=g:4740592
Wells Dam Number 4	id=g:4740593
Wells Dam Number 5	id=g:4740594
Wells Elementary School	id=g:4740595
Wells Elementary School	id=g:4740596
Wells Hill	id=g:4740597
Wells Lake	id=g:4740598
Wells Lake	id=g:4740599
Wells Lake Number 2	id=g:4740600
Wells Lake Number 2 Dam	id=g:4740601
Wells Lake Number 4	id=g:4740602
Wells Lake Number 5	id=g:4740603
Wells Park	id=g:4740604
Wells Park	id=g:4740605
Wells Pond	id=g:4740606
Wells Ranch	id=g:4740607
Wells School	id=g:4740608
Welsh Dam	id=g:4740609
Welsh Reservoir	id=g:4740610
Wendel Cemetery	id=g:4740611
Wendland Farms Lake	id=g:4740612
Wendland Farms Lake Dam	id=g:4740613
Wendt	id=g:4740614
Wendt Cemetery	id=g:4740615
Wendy Acres Colonia	id=g:4740616
Wentworth	id=g:4740617
Wentz Bend	id=g:4740618
Wenzel Creek	id=g:4740619
Wells Creek	id=g:4740620
Werner Creek	id=g:4740621
Wenzel Spring	id=g:4740622
Wernli Cemetery	id=g:4740623
Wertzner Creek	id=g:4740624
Wernette Mountain	id=g:4740625
Wes Hicks Cemetery	id=g:4740626
Wes-mer Colonia	id=g:4740627
Weser	id=g:4740628
Weslaco	id=g:4740629
Weslaco Assembly of God Church	id=g:4740630
Weslaco Bicultural Museum	id=g:4740631
Weslaco Cemetery	id=g:4740632
Weslaco City Park	id=g:4740633
Weslaco East High School	id=g:4740634
Weslaco High School	id=g:4740635
Weslaco High School	id=g:4740636
Weslaco Public Library	id=g:4740637
Weslayan Plaza Shopping Center	id=g:4740638
Wesley	id=g:4740639
Wesley Brethren Church	id=g:4740640
Wesley Cemetery	id=g:4740641
Wesley Chapel	id=g:4740642
Wesley Chapel	id=g:4740643
Wesley Chapel	id=g:4740644
Wesley Chapel	id=g:4740645
Wesley Chapel	id=g:4740646
Wesley Chapel	id=g:4740647
Wesley Chapel AME Church	id=g:4740648
Wesley Chapel African Methodist Episcopal Church	id=g:4740649
Wesley Chapel African Methodist Episcopal Church	id=g:4740650
Wesley Chapel Cemetery	id=g:4740651
Wesley Chapel Cemetery	id=g:4740652
Wesley Chapel Cemetery	id=g:4740653
Wesley Chapel Cemetery	id=g:4740654
Wesley Chapel Church	id=g:4740655
Wesley Chapel School (historical)	id=g:4740656
Wesley Chapel School (historical)	id=g:4740657
Wesley Church	id=g:4740658
Wesley Church	id=g:4740659
Wesley Church	id=g:4740660
Wesley Church	id=g:4740661
Wesley Church Cemetery	id=g:4740662
Wesley E Seale Dam	id=g:4740663
Wesley E Seale Dam	id=g:4740664
Wesley Elementary School	id=g:4740665
Wesley Grey Pond	id=g:4740666
Wesley Grove Church	id=g:4740667
Wesley Grove School	id=g:4740668
Wesley Harper United Methodist Church	id=g:4740669
Wesley Korean United Methodist Church	id=g:4740670
Wesley Memorial Church	id=g:4740671
Wesley Memorial United Methodist Church	id=g:4740672
Wesley Methodist Chapel Church (historical)	id=g:4740673
Wesley Methodist Church	id=g:4740674
Wesley School	id=g:4740675
Wesley United Methodist Church	id=g:4740676
Wesley United Methodist Church	id=g:4740677
Wesley United Methodist Church	id=g:4740678
Wesley United Methodist Church	id=g:4740679
Wesley United Methodist Church	id=g:4740680
Wesley United Methodist Church	id=g:4740681
Wesley United Methodist Church	id=g:4740682
Wesley United Methodist Church	id=g:4740683
Lake Wesley	id=g:4740684
Wesson Cemetery	id=g:4740685
West	id=g:4740686
West Abutment Recreational Area	id=g:4740687
West Academy	id=g:4740688
West Addition Colonia	id=g:4740689
West Airpark	id=g:4740690
West Alfred Estates Colonia	id=g:4740691
West Alto Bonito Colonia	id=g:4740692
West Arm Park	id=g:4740693
West Arrowhead Park	id=g:4740694
West Art Cemetery	id=g:4740695
West Athens Baptist Church	id=g:4740696
West Austin Park	id=g:4740697
West Avenue Elementary School	id=g:4740698
West Avenue School	id=g:4740699
West Balancing Reservior Dam	id=g:4740700
West Balancing Reservoir	id=g:4740701
West Basin	id=g:4740702
West Bay	id=g:4740703
West Bay Common School Childrens Museum	id=g:4740704
West Beach	id=g:4740705
West Beach Cove	id=g:4740706
West Bear Creek	id=g:4740707
Wes Cove	id=g:4740708
West Beaverdam Creek	id=g:4740709
West Beaumont Oil Field	id=g:4740710
West Belknap Creek	id=g:4740711
West Bernard Creek	id=g:4740712
West Bethlehem Church	id=g:4740713
West Big Foot Gas Field	id=g:4740714
West Birdville School	id=g:4740715
West Bluff	id=g:4740716
West Boone Prairie Church	id=g:4740717
West Bouldin Creek	id=g:4740718
West Beulah Baptist Church	id=g:4740719
West Bowie Union Church	id=g:4740720
West Branch Clear Creek	id=g:4740721
West Bouldin Creek Trail	id=g:4740722
West Branch Colorado River	id=g:4740723
West Branch Devers Canal	id=g:4740724
West Branch Live Oak Creek	id=g:4740725
West Branch Mad Island Slough	id=g:4740726
West Branch White Oak Creek	id=g:4740727
West Brook Creek	id=g:4740728
West Brook High School	id=g:4740729
West Brushy Branch	id=g:4740730
West Brushy Creek	id=g:4740731
West Buffalo Creek	id=g:4740732
West Bull Creek	id=g:4740733
West Bull Creek Preserve	id=g:4740734
West Caddo Creek	id=g:4740735
West Caddo Peak	id=g:4740736
West Camp	id=g:4740737
West Camp Bend	id=g:4740738
West Camp Lake	id=g:4740739
West Campbell Branch	id=g:4740740
West Camp	id=g:4740741
West Cane Island	id=g:4740742
West Caney Creek	id=g:4740743
West Canal	id=g:4740744
West Caney Creek	id=g:4740745
West Carancahua Creek	id=g:4740746
West Carolina Creek	id=g:4740747
West Cave Spring	id=g:4740748
West Chapel	id=g:4740749
West Charlotte Oil Field	id=g:4740750
West Chico Oil Field	id=g:4740751
West Cinco Ranch Lake	id=g:4740752
West Cinco Ranch Lake Dam	id=g:4740753
West Clear Creek	id=g:4740754
West Cemetery	id=g:4740755
West Coffee Creek	id=g:4740756
West Cole Oil Field	id=g:4740757
West Coloma Creek	id=g:4740758
West Columbia	id=g:4740759
West Columbia Elementary School	id=g:4740760
West Columbia Independent School District Football Stadium	id=g:4740761
West Columbia Branch Library	id=g:4740762
West Columbia Oil Field	id=g:4740763
West Comanche Creek	id=g:4740764
West Columbia Junior High School (closed)	id=g:4740765
West Crane Bayou	id=g:4740766
West Creek	id=g:4740767
West Conroe Oil Field	id=g:4740768
West Creek	id=g:4740769
West Creek	id=g:4740770
West Dallas Housing Project Lake	id=g:4740771
West Dallas Housing Project Lake Dam	id=g:4740772
West Dam	id=g:4740773
West Davenport Church of Christ	id=g:4740774
West Deep Creek	id=g:4740775
West Dallas Housing Park	id=g:4740776
West Dietz Creek	id=g:4740777
West Delta	id=g:4740778
West Draw	id=g:4740779
West Dry Branch	id=g:4740780
West Duval Baptist Church	id=g:4740781
West Elementary School	id=g:4740782
West Elementary School	id=g:4740783
West Elementary School	id=g:4740784
West Elementary School	id=g:4740785
West Elementary School	id=g:4740786
West Eleventh Church of God	id=g:4740787
West Eleventh Place Historic District	id=g:4740788
West Elm Creek	id=g:4740789
West Elementary School	id=g:4740790
West End Baptist Church	id=g:4740791
West End Baptist Church	id=g:4740792
West End Cemetery	id=g:4740793
West End Cemetery	id=g:4740794
West End Church	id=g:4740795
West End Church	id=g:4740796
West End Church of Christ	id=g:4740797
West End Church of God in Christ	id=g:4740798
West End Church of the Nazarene	id=g:4740799
West End Historic District	id=g:4740800
West End Historic District	id=g:4740801
West End Park	id=g:4740802
West End Park	id=g:4740803
West End Pentecostal Church of God	id=g:4740804
West End School	id=g:4740805
West End School	id=g:4740806
West End School	id=g:4740807
West End Slough	id=g:4740808
West End Baptist Church	id=g:4740809
West Erwin Church of Christ	id=g:4740810
West Farmers Creek	id=g:4740811
West End Windmill	id=g:4740812
West Fork	id=g:4740813
West Fork Armstrong Creek	id=g:4740814
West Fellowship Hall Church	id=g:4740815
West Fork Bergher Creek	id=g:4740816
West Fork Big Elm Creek	id=g:4740817
West Fork Bluff Creek	id=g:4740818
West Fork Brushy Creek	id=g:4740819
West Fork Bufford Creek	id=g:4740820
West Fork Camp Creek	id=g:4740821
