Estancia Las Dalias	id=g:3848480
La Brea	id=g:3852448
La Brea	id=g:3852449
La Brea	id=g:3852450
La Brea	id=g:3852451
La Brea	id=g:3852452
Laguna La Brava	id=g:3852453
Laguna La Brava	id=g:3852454
Laguna La Brava	id=g:3852455
Laguna La Brava	id=g:3852456
Laguna La Brava	id=g:3852457
Laguna La Brava	id=g:3852458
Estancia La Brava	id=g:3852459
Estancia La Brava	id=g:3852460
Cremería La Brava	id=g:3852461
Apeadero La Brava	id=g:3852462
La Braña	id=g:3852463
Cerro Labrado	id=g:3852464
La Boyada	id=g:3852465
Laguna La Boya	id=g:3852466
La Bóveda	id=g:3852467
Laboulaye	id=g:3852468
Vega La Botijuela	id=g:3852469
Puesto La Botija	id=g:3852470
Estancia La Botija	id=g:3852471
La Botija	id=g:3852472
La Botija	id=g:3852473
La Bota	id=g:3852474
La Boscosa	id=g:3852475
La Bordelesa	id=g:3852476
Labordeboy	id=g:3852477
Estancia Laborde	id=g:3852478
Arroyo Laborde	id=g:3852479
Laborde	id=g:3852480
Laborde	id=g:3852481
La Bonita	id=g:3852482
Estancia La Bombilla	id=g:3852483
Puesto La Bomba	id=g:3852484
La Bomba	id=g:3852485
La Bomba	id=g:3852486
Estancia La Bolsa	id=g:3852487
La Bolsa	id=g:3852488
La Bolsa	id=g:3852489
La Bolsa	id=g:3852490
La Bolsa	id=g:3852491
La Bolsa	id=g:3852492
La Boca	id=g:3852493
Estancia La Blanquita	id=g:3852494
Colonia La Blanquita	id=g:3852495
La Blanquita	id=g:3852496
Estancia La Blanqueada Sur	id=g:3852497
Estancia La Blanqueada	id=g:3852498
Estancia La Blanqueada	id=g:3852499
Estancia La Blanqueada	id=g:3852500
Estancia La Blanqueada	id=g:3852501
Estancia La Blanqueada	id=g:3852502
Estancia La Blanqueada	id=g:3852503
Colonia La Blanqueada	id=g:3852504
Almacén La Blanqueada	id=g:3852505
Cañadón La Blancura	id=g:3852506
La Blancura	id=g:3852507
Estancia La Blanca Rosa	id=g:3852508
Estancia La Blanca Manca	id=g:3852509
Estancia La Blanca Iris	id=g:3852510
Laguna La Blanca Grande	id=g:3852511
Estancia La Blanca Chica	id=g:3852512
Almacén La Blanca Chica	id=g:3852513
La Blanca Chica	id=g:3852514
La Blanca Central	id=g:3852515
Puesto La Blanca	id=g:3852516
Puesto La Blanca	id=g:3852517
Laguna La Blanca	id=g:3852518
Laguna La Blanca	id=g:3852519
Laguna La Blanca	id=g:3852520
Laguna La Blanca	id=g:3852521
Laguna La Blanca	id=g:3852522
Estancia La Blanca	id=g:3852523
Estancia La Blanca	id=g:3852524
Estancia La Blanca	id=g:3852525
Estancia La Blanca	id=g:3852526
Estancia La Blanca	id=g:3852527
Estancia La Blanca	id=g:3852528
Estancia La Blanca	id=g:3852529
Estancia La Blanca	id=g:3852530
Estancia La Blanca	id=g:3852531
Estancia La Blanca	id=g:3852532
Estancia La Blanca	id=g:3852533
Estancia La Blanca	id=g:3852534
Estancia La Blanca	id=g:3852535
Estancia La Blanca	id=g:3852536
Estancia La Blanca	id=g:3852537
Estancia La Blanca	id=g:3852538
Cabaña La Blanca	id=g:3852539
Arroyo La Blanca	id=g:3852540
La Blanca	id=g:3852541
La Blanca	id=g:3852542
La Blanca	id=g:3852543
La Blanca	id=g:3852544
La Blanca	id=g:3852545
La Blanca	id=g:3852546
La Blanca	id=g:3852547
La Blanca	id=g:3852548
La Blanca	id=g:3852549
Estancia La Blacita	id=g:3852550
La Bismutina	id=g:3852551
Estancia La Beyrón	id=g:3852552
Estancia La Bety	id=g:3852553
Estancia La Betty	id=g:3852554
Estancia La Bersée	id=g:3852555
Estancia La Bernarda	id=g:3852556
Estancia La Bernabela	id=g:3852557
Estancia La Berna	id=g:3852558
Punta Laberinto	id=g:3852559
Estancia La Benicia	id=g:3852560
La Bella Vista	id=g:3852561
Estancia La Bella Elena	id=g:3852562
Estancia La Bellaca	id=g:3852563
Almacén La Bellaca	id=g:3852564
La Bellaca	id=g:3852565
Estancia La Bella	id=g:3852566
Alto La Bella	id=g:3852567
Estancia La Belita	id=g:3852568
Estancia La Bélgica	id=g:3852569
Estancia La Bélgica	id=g:3852570
Estancia La Belga	id=g:3852571
Estancia La Belén	id=g:3852572
Estancia La Belela	id=g:3852573
La Begonia	id=g:3852574
La Bebida	id=g:3852575
La Bebida	id=g:3852576
Puesto La Beba	id=g:3852577
Colonia La Beba	id=g:3852578
La Beba	id=g:3852579
Estancia La Beatriz	id=g:3852580
Estancia La Beatriz	id=g:3852581
Estancia La Beatriz	id=g:3852582
La Beatriz	id=g:3852583
Estancia La Baviera	id=g:3852584
Estancia La Baviera	id=g:3852585
Fábrica La Bavaria	id=g:3852586
Cerro La Batra	id=g:3852587
Sierra La Batea	id=g:3852588
Estancia La Batea	id=g:3852589
Cerro de La Batea	id=g:3852590
Cerro La Batea	id=g:3852591
Cerro La Batea	id=g:3852592
La Batea	id=g:3852593
Estancia La Baskonia	id=g:3852594
La Barrosa	id=g:3852595
Estancia La Barreta	id=g:3852596
La Barrera	id=g:3852597
Estancia La Barranquita	id=g:3852598
Arroyo La Barranquita	id=g:3852599
Laguna La Barrancosa	id=g:3852600
Estancia La Barrancosa	id=g:3852601
Estancia La Barrancosa	id=g:3852602
Estancia La Barrancosa	id=g:3852603
Estancia La Barrancosa	id=g:3852604
Estancia La Barrancosa	id=g:3852605
Estancia La Barrancosa	id=g:3852606
La Barrancosa	id=g:3852607
La Barrancosa	id=g:3852608
Estancia La Barranca Larga	id=g:3852609
Puesto La Barranca	id=g:3852610
La Barranca	id=g:3852611
La Baritina	id=g:3852612
La Barda Cortada	id=g:3852613
La Barba	id=g:3852614
Estancia La Baqui	id=g:3852615
Puesto La Banderita	id=g:3852616
Estancia La Banderita	id=g:3852617
La Banderita	id=g:3852618
La Bandera Norte	id=g:3852619
Puesto La Bandera	id=g:3852620
Estancia La Bandera	id=g:3852621
Bandera	id=g:3852622
Cerro La Bandera	id=g:3852623
Cerro La Bandera	id=g:3852624
Cerro La Bandera	id=g:3852625
La Bandera	id=g:3852626
Puesto La Banda	id=g:3852627
La Banda	id=g:3852628
La Banda	id=g:3852629
La Banda	id=g:3852630
Puesto La Bañadera	id=g:3852631
Puesto La Bañadera	id=g:3852632
La Bañadera	id=g:3852633
Puesto La Balsa	id=g:3852634
Estancia La Balear	id=g:3852635
Roca La Bala	id=g:3852636
Estancia La Bajada	id=g:3852637
Estancia La Bajada	id=g:3852638
Estancia La Bajada	id=g:3852639
Estación La Bajada	id=g:3852640
Arroyo La Bajada	id=g:3852641
La Bajada	id=g:3852642
La Bajada	id=g:3852643
La Bajada	id=g:3852644
La Bajada	id=g:3852645
La Bajada	id=g:3852646
La Bajada	id=g:3852647
La Bajada	id=g:3852648
La Bajada	id=g:3852649
La Bajada	id=g:3852650
La Bajada	id=g:3852651
La Bajada	id=g:3852652
La Baguala	id=g:3852653
Laguna La Badenia	id=g:3852654
La Azufrera	id=g:3852655
Estancia La Azucena	id=g:3852656
Chacra La Azucena	id=g:3852657
Estancia La Aventura	id=g:3852658
Estancia La Australasia	id=g:3852659
Salina La Aurora	id=g:3852660
Puesto La Aurora	id=g:3852661
Estancia La Aurora	id=g:3852662
Estancia La Aurora	id=g:3852663
Estancia La Aurora	id=g:3852664
Estancia La Aurora	id=g:3852665
Estancia La Aurora	id=g:3852666
Estancia La Aurora	id=g:3852667
Estancia La Aurora	id=g:3852668
Estancia La Aurora	id=g:3852669
Estancia La Aurora	id=g:3852670
Estancia La Aurora	id=g:3852671
Estancia La Aurora	id=g:3852672
Estancia La Aurora	id=g:3852673
Estancia La Aurora	id=g:3852674
Estancia La Aurora	id=g:3852675
Estancia La Aurora	id=g:3852676
Estancia La Aurora	id=g:3852677
Estancia La Aurora	id=g:3852678
Estancia La Aurora	id=g:3852679
Estancia La Aurora	id=g:3852680
La Aurora	id=g:3852681
La Aurora	id=g:3852682
La Aurora	id=g:3852683
La Aurora	id=g:3852684
La Aurora	id=g:3852685
La Aurora	id=g:3852686
Estancia La Aurelia	id=g:3852687
Cremería La Aurelia	id=g:3852688
Estancia La Atrevida	id=g:3852689
Portezuelo La Atravesada	id=g:3852690
Estancia La Atalaya	id=g:3852691
Estancia La Atalaya	id=g:3852692
La Atalaya	id=g:3852693
La Atalaya	id=g:3852694
Estancia La Asunción	id=g:3852695
Estancia La Asturiana	id=g:3852696
Estancia La Asturiana	id=g:3852697
Estancia La Asturiana	id=g:3852698
Estancia La Asturiana	id=g:3852699
Estancia La Asturiana	id=g:3852700
Estancia La Asturiana	id=g:3852701
La Asturiana	id=g:3852702
La Asturiana	id=g:3852703
La Asturiana	id=g:3852704
Estancia La Ascensión	id=g:3852705
Estancia La Artemisa	id=g:3852706
Estancia La Armonía	id=g:3852707
Estancia La Armonía	id=g:3852708
Estancia La Armonía	id=g:3852709
Estancia La Armónia	id=g:3852710
Estancia La Armonía	id=g:3852711
Almacén La Armonía	id=g:3852712
La Armonía	id=g:3852713
La Armonía	id=g:3852714
La Armonía	id=g:3852715
La Armonía	id=g:3852716
La Armonía	id=g:3852717
Estancia La Arminda	id=g:3852718
Estancia La Argentina Oeste	id=g:3852719
Estancia La Argentina Norte	id=g:3852720
Puesto La Argentina	id=g:3852721
Fondeadero La Argentina	id=g:3852722
Estancia La Argentina	id=g:3852723
Estancia La Argentina	id=g:3852724
Estancia La Argentina	id=g:3852725
Estancia La Argentina	id=g:3852726
Estancia La Argentina	id=g:3852727
Estancia La Argentina	id=g:3852728
Estancia La Argentina	id=g:3852729
Estancia La Argentina	id=g:3852730
Estancia La Argentina	id=g:3852731
Estancia La Argentina	id=g:3852732
Estancia La Argentina	id=g:3852733
Estancia La Argentina	id=g:3852734
Estancia La Argentina	id=g:3852735
Estancia La Argentina	id=g:3852736
Estancia La Argentina	id=g:3852737
Estancia La Argentina	id=g:3852738
Estancia La Argentina	id=g:3852739
Estancia La Argentina	id=g:3852740
Estancia La Argentina	id=g:3852741
Estancia La Argentina	id=g:3852742
Estancia La Argentina	id=g:3852743
Estancia La Argentina	id=g:3852744
Estancia La Argentina	id=g:3852745
Estancia La Argentina	id=g:3852746
Colonia La Argentina	id=g:3852747
Chacra La Argentina	id=g:3852748
Almacén La Argentina	id=g:3852749
La Argentina	id=g:3852750
La Argentina	id=g:3852751
La Argentina	id=g:3852752
La Argentina	id=g:3852753
La Argentina	id=g:3852754
Estancia La Argelia	id=g:3852755
La Arenilla	id=g:3852756
Cerro La Arena	id=g:3852757
Estancia La Arboleda	id=g:3852758
Estancia La Arboleda	id=g:3852759
La Arboleda	id=g:3852760
La Arboleda	id=g:3852761
Estancia La Araza	id=g:3852762
Estancia La Araucaria	id=g:3852763
Estancia La Araucaria	id=g:3852764
Estancia La Araucana	id=g:3852765
Almacén La Araña	id=g:3852766
La Aragonesa	id=g:3852767
La Aragonesa	id=g:3852768
Estancia La Araceli	id=g:3852769
Estancia La Anunzziata	id=g:3852770
Estancia La Antonieta	id=g:3852771
Estancia La Antonia	id=g:3852772
Estancia La Antonia	id=g:3852773
Salina La Antigua	id=g:3852774
Estancia La Antigua	id=g:3852775
La Antigua	id=g:3852776
Estancia La Anita	id=g:3852777
Estancia La Anita	id=g:3852778
Estancia La Anita	id=g:3852779
Estancia La Anita	id=g:3852780
Estancia La Anita	id=g:3852781
Estancia La Anita	id=g:3852782
La Anita	id=g:3852783
La Anita	id=g:3852784
Estancia La Angostura Norte	id=g:3852785
Río de La Angostura	id=g:3852786
Estancia La Angostura	id=g:3852787
Estancia La Angostura	id=g:3852788
Estancia La Angostura	id=g:3852789
Estancia La Angostura	id=g:3852790
La Angostura	id=g:3852791
La Angostura	id=g:3852792
La Angostura	id=g:3852793
La Angostura	id=g:3852794
La Angostura	id=g:3852795
La Angostura	id=g:3852796
La Angostura	id=g:3852797
La Angostura	id=g:3852798
La Angostura	id=g:3852799
La Angostura	id=g:3852800
La Angostura	id=g:3852801
La Angostura	id=g:3852802
Puesto La Angelita	id=g:3852803
Fábrica La Angelita	id=g:3852804
Estancia La Angelita	id=g:3852805
Estancia La Angelita	id=g:3852806
Estancia La Angelita	id=g:3852807
Estancia La Angelita	id=g:3852808
Estancia La Angelita	id=g:3852809
Estancia La Angelita	id=g:3852810
Estancia La Angelita	id=g:3852811
Estancia La Angelita	id=g:3852812
Estancia La Angelita	id=g:3852813
Almacén La Angelita	id=g:3852814
La Angelita	id=g:3852815
La Angelita	id=g:3852816
La Angelita	id=g:3852817
La Angelita	id=g:3852818
La Angelita	id=g:3852819
Puesto La Angelina	id=g:3852820
Estancia La Angelina	id=g:3852821
La Angelina	id=g:3852822
Estancia La Angélica	id=g:3852823
Estancia La Angélica	id=g:3852824
Estancia La Angélica	id=g:3852825
Estancia La Angélica	id=g:3852826
Estancia La Angélica	id=g:3852827
La Angélica	id=g:3852828
La Ángela	id=g:3852829
Estancia La Andina	id=g:3852830
Estancia La Amistad	id=g:3852831
Estancia La Amistad	id=g:3852832
Estancia La Amistad	id=g:3852833
La Americana	id=g:3852834
Estancia La América	id=g:3852835
Estancia La América	id=g:3852836
Estancia La Amelia	id=g:3852837
La Amelia	id=g:3852838
La Amargura	id=g:3852839
Puesto La Amarga	id=g:3852840
Laguna La Amarga	id=g:3852841
Laguna La Amarga	id=g:3852842
Laguna La Amarga	id=g:3852843
Laguna La Amarga	id=g:3852844
Laguna La Amarga	id=g:3852845
Laguna La Amarga	id=g:3852846
Arroyo La Amarga	id=g:3852847
La Amarga	id=g:3852848
La Amarga	id=g:3852849
La Amarga	id=g:3852850
Puesto La Amalia	id=g:3852851
Estancia La Amalia	id=g:3852852
Estancia La Amalia	id=g:3852853
Estancia La Amalia	id=g:3852854
Colonia La Amalia	id=g:3852855
La Amalia	id=g:3852856
La Amalia	id=g:3852857
La Amalia	id=g:3852858
La Amalia	id=g:3852859
Estancia La Alsacia	id=g:3852860
Puesto La Alpargata	id=g:3852861
Embarcadero La Aloja	id=g:3852862
La Aloja	id=g:3852863
Estancia La Alicia	id=g:3852864
Estancia La Alicia	id=g:3852865
Estancia La Alicia	id=g:3852866
Estancia La Alicia	id=g:3852867
Estancia La Alicia	id=g:3852868
Estancia La Alicia	id=g:3852869
Estancia La Alicia	id=g:3852870
Estancia La Alicia	id=g:3852871
La Alicia	id=g:3852872
Estancia La Alianza	id=g:3852873
Estancia La Alfalfa	id=g:3852874
Colonia La Alfalfa	id=g:3852875
La Alemana	id=g:3852876
Estancia La Alejandra	id=g:3852877
Estancia La Alejandra	id=g:3852878
Puesto La Alegría	id=g:3852879
Estancia La Alegría	id=g:3852880
Estancia La Aldea	id=g:3852881
La Aldea	id=g:3852882
Estancia La Albión	id=g:3852883
Aguada La Alazana	id=g:3852884
Estancia La Aida	id=g:3852885
Estancia La Aida	id=g:3852886
Estancia La Aida	id=g:3852887
Estancia La Aida	id=g:3852888
Puesto La Agustina	id=g:3852889
La Agüita	id=g:3852890
Puesto La Aguadita	id=g:3852891
Dique La Aguadita	id=g:3852892
La Aguadita	id=g:3852893
La Aguadita	id=g:3852894
La Aguadita	id=g:3852895
La Aguadita	id=g:3852896
La Aguadita	id=g:3852897
La Aguadita	id=g:3852898
La Aguadita	id=g:3852899
La Aguadita	id=g:3852900
Puesto La Aguada	id=g:3852901
Estancia La Aguada	id=g:3852902
Estancia La Aguada	id=g:3852903
Estancia La Aguada	id=g:3852904
Estancia La Aguada	id=g:3852905
Cerro La Aguada	id=g:3852906
Arroyo La Aguada	id=g:3852907
Almacén La Aguada	id=g:3852908
La Aguada	id=g:3852909
La Aguada	id=g:3852910
La Aguada	id=g:3852911
La Aguada	id=g:3852912
La Aguada	id=g:3852913
La Aguada	id=g:3852914
La Aguada	id=g:3852915
La Aguada	id=g:3852916
La Aguada	id=g:3852917
La Aguada	id=g:3852918
La Aguada	id=g:3852919
La Aguada	id=g:3852920
La Aguada	id=g:3852921
La Africana	id=g:3852922
Estancia La Adriana	id=g:3852923
Estancia La Adriana	id=g:3852924
Estancia La Adriana	id=g:3852925
Cerro La Adolfina	id=g:3852926
Establecimiento La Administración	id=g:3852927
Estancia La Adelita	id=g:3852928
Estancia La Adelina	id=g:3852929
Estancia La Adelaida	id=g:3852930
Estancia La Adelaida	id=g:3852931
Estancia La Adelaida	id=g:3852932
Puesto La Adela	id=g:3852933
Estancia La Adela	id=g:3852934
Estancia La Adela	id=g:3852935
Estancia La Adela	id=g:3852936
Estancia La Adela	id=g:3852937
Estancia La Adela	id=g:3852938
Estancia La Adela	id=g:3852939
Estancia La Adela	id=g:3852940
Estancia La Adela	id=g:3852941
Estancia La Adela	id=g:3852942
Estancia La Adela	id=g:3852943
Estancia La Adela	id=g:3852944
Colonia La Adela	id=g:3852945
La Adela	id=g:3852946
La Adela	id=g:3852947
La Achira	id=g:3852948
Estancia La Acacia	id=g:3852949
Estancia La Abundancia	id=g:3852950
La Abundancia	id=g:3852951
La Abundancia	id=g:3852952
Almacén La Abradura	id=g:3852953
La Abajada	id=g:3852954
Estancia Kullan	id=g:3852955
Pozo Kulata	id=g:3852956
Lago Krüger	id=g:3852957
Krabbé	id=g:3852958
Estancia Koster	id=g:3852959
Estancia Koluel Kayke	id=g:3852960
Koluel Kayke	id=g:3852961
Cañadón Kollonk Aike	id=g:3852962
Cañadón Kolian Kaike	id=g:3852963
Arroyo Klondike	id=g:3852964
Laguna Klementek	id=g:3852965
Kla Chihuiu	id=g:3852966
Cerro Kirque	id=g:3852967
Estancia Kirby	id=g:3852968
Punta Kinnaird	id=g:3852969
Puente Kilómetro 15369	id=g:3852970
Desvío Kilómetro 1769	id=g:3852971
Desvío Kilómetro 1694	id=g:3852972
Desvío Kilómetro 1685	id=g:3852973
Desvío Kilómetro 1522	id=g:3852974
Apeadero Kilómetro 1448	id=g:3852975
Desvío Kilómetro 1412	id=g:3852976
Desvío Kilómetro 1399	id=g:3852977
Apeadero Kilómetro 1398	id=g:3852978
Apeadero Kilómetro 1397	id=g:3852979
Embarcadero Kilómetro 1391	id=g:3852980
Embarcadero Kilómetro 1380	id=g:3852981
Apeadero Kilómetro 1373	id=g:3852982
Desvío Kilómetro 1362	id=g:3852983
Kilómetro 1357	id=g:3852984
Desvío Kilómetro 1338	id=g:3852985
Kilómetro 1326	id=g:3852986
Desvío Kilómetro 1321	id=g:3852987
Kilómetro 1319	id=g:3852988
Desvío Kilómetro 1314	id=g:3852989
Desvío Kilómetro 1306	id=g:3852990
Desvío Kilómetro 1305	id=g:3852991
Kilómetro 1299	id=g:3852992
Apeadero Kilómetro 1298	id=g:3852993
Desvío Kilómetro 1289	id=g:3852994
Desvío Kilómetro 1281	id=g:3852995
Kilómetro 1276	id=g:3852996
Kilómetro 1273	id=g:3852997
Desvío Kilómetro 1255	id=g:3852998
Apeadero Kilómetro 1254	id=g:3852999
Apeadero Kilómetro 1248	id=g:3853000
Desvío Kilómetro 1247	id=g:3853001
Apeadero Kilómetro 1244	id=g:3853002
Kilómetro 1243	id=g:3853003
Apeadero Kilómetro 1240	id=g:3853004
Desvío Kilómetro 1235	id=g:3853005
Apeadero Kilómetro 1213	id=g:3853006
Desvío Kilómetro 1210	id=g:3853007
Desvío Kilómetro 1210	id=g:3853008
Apeadero Kilómetro 1207	id=g:3853009
Kilómetro 1202	id=g:3853010
Apeadero Kilómetro 1194	id=g:3853011
Apeadero Kilómetro 1185	id=g:3853012
Desvío Kilómetro 1183	id=g:3853013
Kilómetro 1161	id=g:3853014
Apeadero Kilómetro 1156	id=g:3853015
Desvío Kilómetro 1152	id=g:3853016
Kilómetro 1151	id=g:3853017
Apeadero Kilómetro 1149	id=g:3853018
Kilómetro 1137	id=g:3853019
Desvío Kilómetro 1129	id=g:3853020
Kilómetro 1129	id=g:3853021
Desvío Kilómetro 1125	id=g:3853022
Kilómetro 1121	id=g:3853023
Desvío Kilómetro 1115	id=g:3853024
Desvío Kilómetro 1104	id=g:3853025
Desvío Kilómetro 1102	id=g:3853026
Estación Kilómetro 1099	id=g:3853027
Kilómetro 1098	id=g:3853028
Kilómetro 1094	id=g:3853029
Desvío Kilómetro 1088	id=g:3853030
Apeadero Kilómetro 1085	id=g:3853031
Kilómetro 1073	id=g:3853032
Desvío Kilómetro 1071	id=g:3853033
Kilómetro 1063	id=g:3853034
Apeadero Kilómetro 1057	id=g:3853035
Kilómetro 1047	id=g:3853036
Desvío Kilómetro 1040	id=g:3853037
Embarcadero Kilómetro 1032	id=g:3853038
Embarcadero Kilómetro 1017	id=g:3853039
Desvío Kilómetro 1013	id=g:3853040
Desvío Kilómetro 1013	id=g:3853041
Embarcadero Kilómetro 1008	id=g:3853042
Embarcadero Kilómetro 997	id=g:3853043
Desvío Kilómetro 996	id=g:3853044
Desvío Kilómetro 995	id=g:3853045
Estación Kilómetro 976	id=g:3853046
Embarcadero Kilómetro 969	id=g:3853047
Desvío Kilómetro 966	id=g:3853048
Kilómetro 955	id=g:3853049
Desvío Kilómetro 947	id=g:3853050
Embarcadero Kilómetro 936	id=g:3853051
Desvío Kilómetro 935	id=g:3853052
Kilómetro 931	id=g:3853053
Kilómetro 922	id=g:3853054
Apeadero Kilómetro 921	id=g:3853055
Estación Kilómetro 907	id=g:3853056
Apeadero Kilómetro 905	id=g:3853057
Desvío Kilómetro 899	id=g:3853058
Estación Kilómetro 895	id=g:3853059
Kilómetro 895	id=g:3853060
Embarcadero Kilómetro 884	id=g:3853061
Desvío Kilómetro 875	id=g:3853062
Desvío Kilómetro 875	id=g:3853063
Desvío Kilómetro 867	id=g:3853064
Kilómetro 866	id=g:3853065
Apeadero Kilómetro 865	id=g:3853066
Kilómetro 861	id=g:3853067
Apeadero Kilómetro 859	id=g:3853068
Embarcadero Kilómetro 855	id=g:3853069
Kilómetro 855	id=g:3853070
Desvío Kilómetro 847	id=g:3853071
Embarcadero Kilómetro 841	id=g:3853072
Kilómetro 839	id=g:3853073
Desvío Kilómetro 832	id=g:3853074
Desvío Kilómetro 829	id=g:3853075
Apeadero Kilómetro 827	id=g:3853076
Desvío Kilómetro 825	id=g:3853077
Apeadero Kilómetro 819	id=g:3853078
Desvío Kilómetro 817	id=g:3853079
Desvío Kilómetro 810	id=g:3853080
Kilómetro 810	id=g:3853081
Apeadero Kilómetro 808	id=g:3853082
Kilómetro 807	id=g:3853083
Kilómetro 797	id=g:3853084
Apeadero Kilómetro 794	id=g:3853085
Kilómetro 784	id=g:3853086
Apeadero Kilometro 781	id=g:3853087
Desvío Kilómetro 770	id=g:3853088
Kilómetro 757.4	id=g:3853089
Desvío Kilómetro 754.7	id=g:3853090
Apeadero Kilómetro 745	id=g:3853091
Apeadero Kilómetro 732	id=g:3853092
Kilómetro 731.5	id=g:3853093
Apeadero Kilómetro 730	id=g:3853094
Desvío Kilómetro 723	id=g:3853095
Desvío Kilómetro 719	id=g:3853096
Estación Kilómetro 711	id=g:3853097
Kilómetro 692	id=g:3853098
Desvío Kilómetro 691	id=g:3853099
Desvío Kilómetro 682	id=g:3853100
Kilómetro 680	id=g:3853101
Desvío Kilómetro 679	id=g:3853102
Apeadero Kilómetro 659	id=g:3853103
Desvío Kilómetro 658	id=g:3853104
Paradero Kilómetro 656	id=g:3853105
Desvío Kilómetro 651	id=g:3853106
Apeadero Kilómetro 651	id=g:3853107
Kilómetro 650	id=g:3853108
Apeadero Kilómetro 645	id=g:3853109
Kilómetro 642	id=g:3853110
Parada Kilómetro 641	id=g:3853111
Desvío Kilómetro 636	id=g:3853112
Apeadero Kilómetro 629	id=g:3853113
Desvío Kilómetro 618	id=g:3853114
Apeadero Kilómetro 613	id=g:3853115
Apeadero Kilómetro 608	id=g:3853116
Apeadero Kilómetro 606	id=g:3853117
Desvío Kilómetro 602	id=g:3853118
Desvío Kilómetro 596	id=g:3853119
Desvío Kilómetro 581	id=g:3853120
Apeadero Kilómetro 579	id=g:3853121
Desvío Kilómetro 566	id=g:3853122
Desvío Kilómetro 563	id=g:3853123
Desvío Kilómetro 563	id=g:3853124
Apeadero Kilómetro 546	id=g:3853125
Apeadero Kilómetro 546	id=g:3853126
Apeadero Kilómetro 541	id=g:3853127
Kilómetro 537	id=g:3853128
Desvío Kilómetro 530	id=g:3853129
Desvío Kilómetro 525	id=g:3853130
Kilómetro 525	id=g:3853131
Embarcadero Kilómetro 520	id=g:3853132
Desvío Kilómetro 515	id=g:3853133
Desvío Kilómetro 503	id=g:3853134
Estación Kilómetro 501	id=g:3853135
Apeadero Kilómetro 499	id=g:3853136
Desvío Kilómetro 498	id=g:3853137
Apeadero Kilómetro 494	id=g:3853138
Estación Kilómetro 483	id=g:3853139
Estación Kilómetro 477	id=g:3853140
Desvío Kilómetro 474	id=g:3853141
Kilómetro 473	id=g:3853142
Embarcadero Kilómetro 468	id=g:3853143
Desvío Kilómetro 466	id=g:3853144
Estación Kilómetro 465	id=g:3853145
Estación Kilómetro 465	id=g:3853146
Apeadero Kilómetro 454	id=g:3853147
Embarcadero Kilómetro 443	id=g:3853148
Apeadero Kilómetro 443	id=g:3853149
Desvío Kilómetro 436	id=g:3853150
Embarcadero Kilómetro 433	id=g:3853151
Desvío Kilómetro 428	id=g:3853152
Embarcadero Kilómetro 421	id=g:3853153
Desvío Kilómetro 413	id=g:3853154
Estación Kilómetro 405	id=g:3853155
Desvío Kilómetro 396	id=g:3853156
Apeadero Kilómetro 394	id=g:3853157
Parada Kilómetro 393	id=g:3853158
Desvío Kilómetro 390	id=g:3853159
Parada Kilómetro 386	id=g:3853160
Parada Kilómetro 370	id=g:3853161
Desvío Kilómetro 364	id=g:3853162
Apeadero Kilómetro 364	id=g:3853163
Parada Kilómetro 356	id=g:3853164
Parada Kilómetro 352	id=g:3853165
Desvío Kilómetro 340	id=g:3853166
Parada Kilómetro 322	id=g:3853167
Parada Kilómetro 321	id=g:3853168
Embarcadero Kilómetro 320	id=g:3853169
Apeadero Kilómetro 316	id=g:3853170
Kilómetro 312	id=g:3853171
Desvío Kilómetro 302	id=g:3853172
Desvío Kilómetro 301	id=g:3853174
Empalme Kilómetro 299	id=g:3853175
Embarcadero Kilómetro 293	id=g:3853176
Desvío Kilómetro 293	id=g:3853177
Apeadero Kilómetro 289.7	id=g:3853178
Desvío Kilómetro 282	id=g:3853179
Apeadero Kilómetro 282	id=g:3853180
Desvío Kilómetro 274	id=g:3853181
Apeadero Kilómetro 271	id=g:3853182
Desvío Kilómetro 236	id=g:3853183
Desvío Kilómetro 235	id=g:3853184
Estación Kilómetro 234	id=g:3853185
Apeadero Kilómetro 234	id=g:3853186
Desvío Kilómetro 222	id=g:3853187
Embarcadero Kilómetro 213	id=g:3853188
Kilómetro 194	id=g:3853189
Desvío Kilómetro 192	id=g:3853190
Apeadero Kilómetro 191	id=g:3853191
Embarcadero Kilómetro 187	id=g:3853192
Desvío Kilómetro 182	id=g:3853193
Desvío Kilómetro 168	id=g:3853194
Kilómetro 162	id=g:3853195
Desvío Kilómetro 161	id=g:3853196
Kilómetro 156.7	id=g:3853197
Apeadero Kilómetro 153	id=g:3853198
Apeadero Kilómetro 146	id=g:3853199
Desvío Kilómetro 141	id=g:3853200
Empalme Kilómetro 136	id=g:3853201
Desvío Kilómetro 132	id=g:3853202
Apeadero Kilómetro 131	id=g:3853203
Kilómetro 128	id=g:3853204
Apeadero Kilómetro 120	id=g:3853205
Desvío Kilómetro 119	id=g:3853206
Desvío Kilómetro 119	id=g:3853207
Apeadero Kilómetro 118	id=g:3853208
Apeadero Kilómetro 117	id=g:3853209
Apeadero Kilómetro 112	id=g:3853210
Desvío Kilómetro 109	id=g:3853211
Desvío Kilómetro 108	id=g:3853212
Desvío Kilómetro 108	id=g:3853213
Apeadero Kilómetro 102	id=g:3853214
Parada Kilómetro 101	id=g:3853215
Apeadero Kilómetro 99	id=g:3853216
